Orthogroup	DBUS.longest_only	HILL.longest_only
OG0006188	LOC108605154|XP_017850217.1|DBUS	LOC119656660|XP_037919066.1|HILL
OG0006189	LOC108605181|XP_017850260.1|DBUS	LOC119656664|XP_037919070.1|HILL
OG0006190	LOC108603805|XP_017848392.1|DBUS	LOC119658005|XP_037921154.1|HILL
OG0006191	LOC108604631|XP_017849668.1|DBUS	LOC119656547|XP_037918838.1|HILL
OG0006192	LOC108605075|XP_017850131.1|DBUS	LOC119657070|XP_037919754.1|HILL
OG0006193	LOC108605860|XP_017851160.1|DBUS	LOC119658425|XP_037921754.1|HILL
OG0006194	LOC108605151|XP_017850214.1|DBUS	LOC119656684|XP_037919097.1|HILL
OG0006195	LOC108605713|XP_017850996.1|DBUS	LOC119657722|XP_037920694.1|HILL
OG0006196	LOC117134661|XP_033148941.1|DBUS	LOC119661008|XP_037926074.1|HILL
OG0006197	LOC108607364|XP_017853566.1|DBUS	LOC119660831|XP_037925622.1|HILL
OG0006198	LOC108606187|XP_017851529.1|DBUS	LOC119651969|XP_037911789.1|HILL
OG0006199	LOC108604195|XP_017849037.1|DBUS	LOC119658635|XP_037922088.1|HILL
OG0006200	LOC108604721|XP_017849787.1|DBUS	LOC119652463|XP_037912558.1|HILL
OG0006201	LOC108606598|XP_017852337.1|DBUS	LOC119657772|XP_037920766.1|HILL
OG0006202	LOC108606597|XP_017852334.1|DBUS	LOC119657771|XP_037920765.1|HILL
OG0006203	LOC108606443|XP_017852043.1|DBUS	LOC119657906|XP_037920995.1|HILL
OG0006204	LOC108603460|XP_017847782.1|DBUS	LOC119656649|XP_037919039.1|HILL
OG0006205	LOC108605246|XP_017850345.1|DBUS	LOC119657113|XP_037919801.1|HILL
OG0006206	LOC108607682|XP_017854127.2|DBUS	LOC119657127|XP_037919819.1|HILL
OG0006207	LOC108607462|XP_017853789.2|DBUS	LOC119651456|XP_037910989.1|HILL
OG0006208	LOC108600245|XP_017843170.1|DBUS	LOC119651455|XP_037910987.1|HILL
OG0006209	LOC108606111|XP_017851453.1|DBUS	LOC119658298|XP_037921524.1|HILL
OG0006210	LOC108606200|XP_017851547.1|DBUS	LOC119656792|XP_037919328.1|HILL
OG0006211	LOC108596958|XP_017838696.1|DBUS	LOC119656855|XP_037919437.1|HILL
OG0006212	LOC108596951|XP_017838683.2|DBUS	LOC119656853|XP_037919433.1|HILL
OG0006214	LOC108607005|XP_017853071.1|DBUS	LOC119656604|XP_037918966.1|HILL
OG0006215	LOC108606328|XP_017851837.1|DBUS	LOC119657591|XP_037920498.1|HILL
OG0006216	LOC108601733|XP_017845143.1|DBUS	LOC119651682|XP_037911309.1|HILL
OG0006217	LOC108607253|XP_017853425.1|DBUS	LOC119657930|XP_037921045.1|HILL
OG0006218	LOC108608180|XP_017854928.2|DBUS	LOC119657684|XP_037920643.1|HILL
OG0006219	LOC108606291|XP_033150405.1|DBUS	LOC119657135|XP_037919834.1|HILL
OG0006220	LOC108598089|XP_017840192.1|DBUS	LOC119657134|XP_037919833.1|HILL
OG0006221	LOC108602167|XP_017845689.1|DBUS	LOC119646549|XP_037902955.1|HILL
OG0006222	LOC108601931|XP_017845398.1|DBUS	LOC119646551|XP_037902957.1|HILL
OG0006223	LOC108605797|XP_017851089.1|DBUS	LOC119658327|XP_037921594.1|HILL
OG0006224	LOC108606646|XP_017852437.1|DBUS	LOC119657816|XP_037920855.1|HILL
OG0006225	LOC108607061|XP_017853163.1|DBUS	LOC119658023|XP_037921180.1|HILL
OG0006226	LOC108597728|XP_017839912.2|DBUS	LOC119656571|XP_037918886.1|HILL
OG0006227	LOC108605253|XP_017850362.1|DBUS	LOC119657235|XP_037919977.1|HILL
OG0006228	LOC108595991|XP_017836767.1|DBUS	LOC119656851|XP_037919430.1|HILL
OG0006229	LOC108607385|XP_017853615.1|DBUS	LOC119660841|XP_037925643.1|HILL
OG0006230	LOC108606370|XP_017851908.1|DBUS	LOC119656576|XP_037918890.1|HILL, LOC119656117|XP_037918369.1|HILL
OG0006231	LOC108606590|XP_033150289.1|DBUS	LOC119656781|XP_037919292.1|HILL
OG0006232	LOC108606495|XP_017852140.1|DBUS	LOC119658039|XP_037921208.1|HILL
OG0006233	LOC108606496|XP_017852144.1|DBUS	LOC119658467|XP_037921810.1|HILL
OG0006234	LOC108605180|XP_017850258.1|DBUS	LOC119658505|XP_037921896.1|HILL
OG0006235	LOC108605001|XP_017850057.1|DBUS	LOC119657927|XP_037921042.1|HILL
OG0006236	LOC108607087|XP_017853199.1|DBUS	LOC119657213|XP_037919950.1|HILL
OG0006237	LOC108605951|XP_017851261.1|DBUS	LOC119657163|XP_037919874.1|HILL
OG0006238	LOC108606592|XP_017852327.1|DBUS	LOC119658326|XP_037921593.1|HILL
OG0006239	LOC108606761|XP_017852661.1|DBUS	LOC119657848|XP_037920898.1|HILL
OG0006241	LOC108605162|XP_017850233.1|DBUS	LOC119658502|XP_037921891.1|HILL
OG0006242	LOC108606883|XP_017852897.1|DBUS	LOC119652935|XP_037913253.1|HILL
OG0006243	LOC108601698|XP_017845099.1|DBUS	LOC119652389|XP_037912417.1|HILL
OG0006244	LOC108604587|XP_017849607.1|DBUS	LOC119651656|XP_037911270.1|HILL
OG0006245	LOC108603272|XP_017847420.1|DBUS	LOC119653242|XP_037913769.1|HILL
OG0006246	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS	LOC119656666|XP_037919072.1|HILL
OG0006247	LOC108594895|XP_017835522.1|DBUS	LOC119653548|XP_037914162.1|HILL
OG0006248	LOC108603834|XP_017848466.1|DBUS	LOC119657621|XP_037920551.1|HILL
OG0006249	LOC108608353|XP_017855187.1|DBUS	LOC119656482|XP_037918731.1|HILL
OG0006250	LOC108607011|XP_017853080.1|DBUS	LOC119657195|XP_037919927.1|HILL
OG0006251	LOC108604466|XP_017849438.1|DBUS	LOC119657206|XP_037919942.1|HILL
OG0006252	LOC108604465|XP_017849437.1|DBUS	LOC119657854|XP_037920906.1|HILL
OG0006253	LOC108606575|XP_017852284.1|DBUS	LOC119656529|XP_037918802.1|HILL
OG0006254	LOC108604630|XP_017849667.1|DBUS	LOC119657496|XP_037920354.1|HILL
OG0006255	LOC108601981|XP_017845465.1|DBUS	LOC119650803|XP_037909870.1|HILL
OG0006256	LOC108605770|XP_017851063.1|DBUS	LOC119658504|XP_037921894.1|HILL
OG0006257	LOC108606298|XP_017851774.1|DBUS	LOC119657204|XP_037919938.1|HILL
OG0006258	LOC108606109|XP_017851445.2|DBUS	LOC119657925|XP_037921040.1|HILL
OG0006259	LOC108604226|XP_017849080.1|DBUS	LOC119652792|XP_037913037.1|HILL
OG0006260	LOC108606853|XP_017852839.2|DBUS	LOC119657169|XP_037919883.1|HILL
OG0006261	LOC108608530|XP_017855434.1|DBUS	LOC119656199|XP_037918518.1|HILL
OG0006262	LOC108606679|XP_017852514.1|DBUS	LOC119658242|XP_037921448.1|HILL
OG0006263	LOC108606553|XP_017852243.1|DBUS	LOC119656566|XP_037918878.1|HILL
OG0006264	LOC108606440|XP_017852041.1|DBUS	LOC119657959|XP_037921089.1|HILL
OG0006265	LOC108595979|XP_017836755.2|DBUS	LOC119656850|XP_037919429.1|HILL
OG0006266	LOC108605565|XP_017850821.1|DBUS	LOC119657352|XP_037920154.1|HILL
OG0006267	LOC108606402|XP_033150429.1|DBUS	LOC119658290|XP_037921513.1|HILL
OG0006268	LOC108595282|XP_017835984.1|DBUS	LOC119658029|XP_037921187.1|HILL
OG0006269	LOC108604150|XP_017848953.1|DBUS	LOC119659419|XP_037923422.1|HILL
OG0006270	LOC108604957|XP_017850015.1|DBUS	LOC119657809|XP_037920838.1|HILL
OG0006271	LOC108601861|XP_017845306.1|DBUS	LOC119659954|XP_037924231.1|HILL
OG0006272	LOC108607122|XP_017853244.1|DBUS	LOC119657012|XP_037919685.1|HILL
OG0006273	LOC108605448|XP_017850619.1|DBUS	LOC119657018|XP_037919694.1|HILL
OG0006274	LOC108605205|XP_017850296.1|DBUS	LOC119657996|XP_037921142.1|HILL
OG0006275	LOC108605454|XP_017850628.1|DBUS	LOC119657628|XP_037920560.1|HILL
OG0006276	LOC108601048|XP_017844429.1|DBUS	LOC119652746|XP_037912973.1|HILL
OG0006277	LOC108597685|XP_017839849.1|DBUS	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC108605528|XP_017850768.1|DBUS	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC108606981|XP_017853044.1|DBUS	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC108606361|XP_033150180.1|DBUS	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC108606360|XP_033150250.1|DBUS	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC108606603|XP_017852352.1|DBUS	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC108601841|XP_017845275.1|DBUS	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC108599319|XP_017841610.1|DBUS	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC108601237|XP_017844625.1|DBUS	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC108605915|XP_017851220.1|DBUS	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC108602006|XP_017845497.1|DBUS	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC108603989|XP_017848707.1|DBUS	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC108606952|XP_033150516.1|DBUS	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC108599673|XP_017842155.2|DBUS	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC108605157|XP_017850223.1|DBUS	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC108600392|XP_017843429.1|DBUS	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC108606971|XP_017853022.1|DBUS	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC108605159|XP_017850230.1|DBUS	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC108606843|XP_017852825.1|DBUS	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC108606492|XP_017852124.2|DBUS	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC108606627|XP_017852402.1|DBUS	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC108605102|XP_033150407.1|DBUS	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC108605464|XP_017850638.1|DBUS	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC108606220|XP_017851606.1|DBUS	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC117134892|XP_033150162.1|DBUS	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC108596921|XP_017838628.1|DBUS	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC108604333|XP_017849248.1|DBUS	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC108604729|XP_017849798.1|DBUS	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC108603187|XP_017847237.1|DBUS	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC108601747|XP_017845159.1|DBUS	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC108604946|XP_017850004.1|DBUS	LOC119657945|XP_037921065.1|HILL
OG0006309	LOC108606526|XP_017852188.1|DBUS	LOC119657599|XP_037920513.1|HILL
OG0006310	LOC108604551|XP_017849568.1|DBUS	LOC119658250|XP_037921453.1|HILL
OG0006311	LOC108605015|XP_017850071.1|DBUS	LOC119657319|XP_037920107.1|HILL
OG0006313	LOC108607170|XP_017853312.1|DBUS	LOC119657522|XP_037920392.1|HILL
OG0006314	LOC117134896|XP_033150168.1|DBUS	LOC119657619|XP_037920550.1|HILL
OG0006315	LOC108603825|XP_017848444.1|DBUS	LOC119658594|XP_037921982.1|HILL
OG0006316	LOC108594963|XP_017835586.1|DBUS	LOC119658115|XP_037921310.1|HILL
OG0006317	LOC108607089|XP_017853201.1|DBUS	LOC119657569|XP_037920457.1|HILL
OG0006318	LOC108605257|XP_017850369.1|DBUS	LOC119656713|XP_037919160.1|HILL
OG0006319	LOC108595126|XP_017835777.1|DBUS	LOC119656573|XP_037918888.1|HILL
OG0006320	LOC108604959|XP_017850018.1|DBUS	LOC119657375|XP_037920188.1|HILL
OG0006321	LOC108605885|XP_017851187.1|DBUS	LOC119658231|XP_037921436.1|HILL
OG0006322	LOC108605100|XP_033150369.1|DBUS	LOC119657426|XP_037920256.1|HILL
OG0006323	LOC108605878|XP_017851180.1|DBUS	LOC119658021|XP_037921178.1|HILL
OG0006324	LOC108606333|XP_017851846.1|DBUS	LOC119657267|XP_037920027.1|HILL
OG0006325	LOC108601654|XP_017845043.1|DBUS	LOC119660418|XP_037924893.1|HILL
OG0006326	LOC108599036|XP_017841305.1|DBUS	LOC119657446|XP_037920285.1|HILL
OG0006327	LOC108602173|XP_017845698.1|DBUS	LOC119646562|XP_037902969.1|HILL
OG0006328	LOC108602908|XP_017846706.1|DBUS	LOC119653087|XP_037913509.1|HILL
OG0006329	LOC108606640|XP_017852425.1|DBUS	LOC119658055|XP_037921228.1|HILL
OG0006330	LOC108604158|XP_017848972.1|DBUS	LOC119659277|XP_037923213.1|HILL
OG0006331	LOC108607093|XP_017853207.1|DBUS	LOC119657901|XP_037920985.1|HILL
OG0006332	LOC108605822|XP_017851117.1|DBUS	LOC119658073|XP_037921260.1|HILL
OG0006333	LOC108605599|XP_017850864.1|DBUS	LOC119656742|XP_037919224.1|HILL
OG0006334	LOC108605172|XP_017850246.1|DBUS	LOC119658025|XP_037921185.1|HILL
OG0006335	LOC108604738|XP_017849809.1|DBUS	LOC119657232|XP_037919976.1|HILL
OG0006336	LOC108606225|XP_017851612.1|DBUS	LOC119657754|XP_037920736.1|HILL
OG0006337	LOC108606563|XP_017852269.1|DBUS	LOC119656748|XP_037919235.1|HILL
OG0006338	LOC108602382|XP_017845982.1|DBUS	LOC119651427|XP_037910952.1|HILL
OG0006339	LOC108606368|XP_017851905.1|DBUS	LOC119658408|XP_037921727.1|HILL
OG0006340	LOC108605496|XP_017850730.1|DBUS	LOC119657002|XP_037919668.1|HILL
OG0006341	LOC108606470|XP_017852087.1|DBUS	LOC119656752|XP_037919243.1|HILL
OG0006342	LOC108607245|XP_017853416.2|DBUS	LOC119657246|XP_037919989.1|HILL
OG0006343	LOC108605846|XP_017851143.1|DBUS	LOC119658371|XP_037921660.1|HILL
OG0006344	LOC108607063|XP_017853166.1|DBUS	LOC119658428|XP_037921755.1|HILL
OG0006345	LOC108603134|XP_017847143.1|DBUS	LOC119652963|XP_037913287.1|HILL
OG0006346	LOC108604500|XP_017849485.1|DBUS	LOC119652410|XP_037912450.1|HILL
OG0006347	LOC108603844|XP_017848482.1|DBUS	LOC119650662|XP_037909530.1|HILL
OG0006348	LOC108605559|XP_017850813.1|DBUS	LOC119658012|XP_037921166.1|HILL
OG0006349	LOC108606809|XP_017852767.2|DBUS, LOC108606864|XP_033150460.1|DBUS	LOC119657965|XP_037921097.1|HILL
OG0006350	LOC108603031|XP_017846935.1|DBUS	LOC119652628|XP_037912803.1|HILL
OG0006351	LOC108607189|XP_017853337.1|DBUS	LOC119656588|XP_037918924.1|HILL
OG0006352	LOC108596099|XP_017837008.1|DBUS	LOC119657388|XP_037920201.1|HILL
OG0006353	LOC108602114|XP_017845628.1|DBUS	LOC119657917|XP_037921031.1|HILL
OG0006354	LOC108604237|XP_017849099.1|DBUS	LOC119658842|XP_037922516.1|HILL
OG0006355	LOC108607205|XP_017853359.1|DBUS	LOC119656764|XP_037919270.1|HILL
OG0006356	LOC108605285|XP_017850422.1|DBUS	LOC119657845|XP_037920895.1|HILL
OG0006357	LOC108605201|XP_017850289.1|DBUS	LOC119656937|XP_037919564.1|HILL
OG0006358	LOC108599642|XP_017842106.1|DBUS	LOC119657982|XP_037921123.1|HILL
OG0006359	LOC108603041|XP_017846949.1|DBUS	LOC119658265|XP_037921485.1|HILL
OG0006360	LOC108605800|XP_017851092.1|DBUS	LOC119657256|XP_037920012.1|HILL
OG0006361	LOC108602212|XP_017845748.1|DBUS	LOC119656011|XP_037918187.1|HILL
OG0006362	LOC108607102|XP_017853217.1|DBUS	LOC119656952|XP_037919595.1|HILL
OG0006363	LOC108606729|XP_017852608.1|DBUS	LOC119657147|XP_037919852.1|HILL
OG0006364	LOC108608122|XP_017854844.2|DBUS	LOC119657227|XP_037919968.1|HILL
OG0006365	LOC108606898|XP_017852915.2|DBUS	LOC119658344|XP_037921618.1|HILL
OG0006366	LOC108605969|XP_017851280.1|DBUS	LOC119658346|XP_037921627.1|HILL
OG0006367	LOC108605361|XP_017850519.1|DBUS	LOC119658283|XP_037921501.1|HILL
OG0006368	LOC108602286|XP_017845852.1|DBUS	LOC119657275|XP_037920042.1|HILL
OG0006369	LOC108602279|XP_017845825.1|DBUS	LOC119657652|XP_037920593.1|HILL
OG0006370	LOC108605584|XP_017850844.1|DBUS	LOC119657914|XP_037921028.1|HILL
OG0006371	LOC108602068|XP_017845576.1|DBUS	LOC119658014|XP_037921171.1|HILL
OG0006372	LOC108604628|XP_017849666.1|DBUS	LOC119657756|XP_037920739.1|HILL
OG0006373	LOC108605819|XP_017851113.1|DBUS	LOC119657811|XP_037920841.1|HILL
OG0006374	LOC108607117|XP_017853239.1|DBUS	LOC119657542|XP_037920412.1|HILL
OG0006375	LOC108606929|XP_017852968.1|DBUS	LOC119657712|XP_037920679.1|HILL
OG0006376	LOC108606637|XP_017852422.1|DBUS	LOC119656835|XP_037919413.1|HILL
OG0006377	LOC108605521|XP_017850760.1|DBUS	LOC119656519|XP_037918791.1|HILL
OG0006378	LOC108603037|XP_017846944.1|DBUS	LOC119651412|XP_037910933.1|HILL
OG0006379	LOC108606044|XP_017851380.1|DBUS	LOC119658386|XP_037921681.1|HILL
OG0006380	LOC108605228|XP_017850327.1|DBUS	LOC119656870|XP_037919456.1|HILL
OG0006381	LOC108606516|XP_017852175.1|DBUS	LOC119656826|XP_037919399.1|HILL
OG0006382	LOC108606720|XP_017852591.1|DBUS	LOC119657587|XP_037920495.1|HILL
OG0006383	LOC108606565|XP_017852271.1|DBUS	LOC119656756|XP_037919250.1|HILL
OG0006384	LOC108606921|XP_017852952.1|DBUS	LOC119658520|XP_037921924.1|HILL
OG0006385	LOC108604016|XP_017848749.1|DBUS	LOC119651541|XP_037911100.1|HILL
OG0006386	LOC108607832|XP_017854380.1|DBUS	LOC119651430|XP_037910955.1|HILL
OG0006387	LOC108602306|XP_017845879.1|DBUS	LOC119656953|XP_037919599.1|HILL
OG0006388	LOC108605131|XP_017850183.1|DBUS	LOC119656483|XP_037918735.1|HILL
OG0006389	LOC108604922|XP_017849980.1|DBUS	LOC119656484|XP_037918736.1|HILL
OG0006390	LOC108602239|XP_017845775.1|DBUS	LOC119657832|XP_037920877.1|HILL
OG0006391	LOC108604400|XP_017849349.1|DBUS	LOC119652428|XP_037912480.1|HILL
OG0006392	LOC108607062|XP_017853165.1|DBUS	LOC119659212|XP_037923112.1|HILL
OG0006393	LOC108607773|XP_017854292.1|DBUS	LOC119657229|XP_037919969.1|HILL
OG0006394	LOC108603953|XP_017848635.1|DBUS	LOC119652357|XP_037912368.1|HILL
OG0006395	LOC108604151|XP_017848954.1|DBUS	LOC119657625|XP_037920556.1|HILL
OG0006396	LOC108605355|XP_017850513.1|DBUS	LOC119655705|XP_037917650.1|HILL
OG0006397	LOC108607247|XP_017853418.1|DBUS	LOC119657447|XP_037920286.1|HILL
OG0006398	LOC108605218|XP_017850315.1|DBUS	LOC119657281|XP_037920053.1|HILL
OG0006399	LOC108606437|XP_017852038.1|DBUS	LOC119656674|XP_037919086.1|HILL
OG0006400	LOC108606434|XP_017852035.1|DBUS	LOC119656672|XP_037919083.1|HILL
OG0006401	LOC108599264|XP_017841549.2|DBUS	LOC119649334|XP_037907366.1|HILL
OG0006402	LOC108602798|XP_017846509.1|DBUS	LOC119656578|XP_037918896.1|HILL
OG0006403	LOC108601470|XP_017844858.1|DBUS	LOC119650975|XP_037910166.1|HILL
OG0006404	LOC108603216|XP_017847300.1|DBUS	LOC119650854|XP_037909932.1|HILL
OG0006405	LOC108600936|XP_017844262.1|DBUS	LOC119648583|XP_037906282.1|HILL
OG0006406	LOC108601885|XP_017845348.1|DBUS	LOC119659855|XP_037924088.1|HILL
OG0006407	LOC108607020|XP_017853094.1|DBUS	LOC119657038|XP_037919720.1|HILL
OG0006408	LOC108605719|XP_017851001.1|DBUS	LOC119657109|XP_037919796.1|HILL
OG0006409	LOC108605731|XP_017851015.1|DBUS	LOC119652401|XP_037912436.1|HILL
OG0006410	LOC108605703|XP_017850984.1|DBUS	LOC119654552|XP_037915930.1|HILL
OG0006411	LOC108605759|XP_017851050.1|DBUS	LOC119657534|XP_037920405.1|HILL
OG0006412	LOC108604583|XP_017849603.1|DBUS	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL
OG0006413	LOC108604084|XP_017848848.1|DBUS	LOC119652009|XP_037911868.1|HILL
OG0006414	LOC108601939|XP_017845408.1|DBUS	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL
OG0006415	LOC108606701|XP_017852565.2|DBUS	LOC119658695|XP_037922211.1|HILL
OG0006416	LOC108607236|XP_017853403.1|DBUS	LOC119658446|XP_037921778.1|HILL
OG0006417	LOC108598170|XP_017840278.1|DBUS	LOC119656745|XP_037919232.1|HILL
OG0006418	LOC108606686|XP_017852527.1|DBUS	LOC119657371|XP_037920182.1|HILL
OG0006419	LOC108601722|XP_017845128.1|DBUS	LOC119651858|XP_037911590.1|HILL
OG0006420	LOC108603345|XP_017847565.2|DBUS	LOC119653187|XP_037913668.1|HILL
OG0006421	LOC108599430|XP_017841638.2|DBUS	LOC119660392|XP_037924854.1|HILL
OG0006422	LOC108607939|XP_017854545.2|DBUS	LOC119652522|XP_037912647.1|HILL
OG0006423	LOC108603059|XP_017846985.1|DBUS	LOC119657644|XP_037920578.1|HILL
OG0006424	LOC108603062|XP_017846987.1|DBUS	LOC119657179|XP_037919896.1|HILL
OG0006425	LOC108603058|XP_017846984.1|DBUS	LOC119657850|XP_037920901.1|HILL
OG0006426	LOC108603057|XP_017846983.1|DBUS	LOC119657851|XP_037920902.1|HILL
OG0006427	LOC108601750|XP_017845163.1|DBUS	LOC119658000|XP_037921148.1|HILL
OG0006428	LOC108604131|XP_017848923.1|DBUS	LOC119650999|XP_037910211.1|HILL
OG0006429	LOC108603154|XP_033150045.1|DBUS	LOC119658364|XP_037921653.1|HILL
OG0006430	LOC108598409|XP_017840521.1|DBUS	LOC119651177|XP_037910532.1|HILL
OG0006431	LOC108604214|XP_017849068.1|DBUS	LOC119651765|XP_037911433.1|HILL
OG0006432	LOC108601349|XP_017844736.1|DBUS	LOC119653072|XP_037913482.1|HILL
OG0006433	LOC108603141|XP_017847167.1|DBUS	LOC119651062|XP_037910322.1|HILL
OG0006434	LOC108607829|XP_017854381.1|DBUS	LOC119661257|XP_037926436.1|HILL
OG0006435	LOC108603394|XP_017847660.1|DBUS	LOC119650902|XP_037910011.1|HILL
OG0006436	LOC108598543|XP_017840716.1|DBUS	LOC119656487|XP_037918740.1|HILL
OG0006437	LOC108606211|XP_017851577.1|DBUS	LOC119656489|XP_037918742.1|HILL
OG0006438	LOC108605734|XP_017851022.1|DBUS	LOC119659349|XP_037923326.1|HILL
OG0006439	LOC108604143|XP_017848941.1|DBUS	LOC119652371|XP_037912396.1|HILL
OG0006440	LOC108604144|XP_017848942.1|DBUS	LOC119651935|XP_037911703.1|HILL
OG0006442	LOC108601236|XP_017844624.1|DBUS	LOC119660894|XP_037925754.1|HILL
OG0006443	LOC108603370|XP_017847622.1|DBUS	LOC119651314|XP_037910771.1|HILL
OG0006444	LOC108604788|XP_017849876.1|DBUS	LOC119650865|XP_037909954.1|HILL
OG0006445	LOC108605841|XP_017851138.1|DBUS	LOC119653064|XP_037913470.1|HILL
OG0006446	LOC108601848|XP_017845284.1|DBUS	LOC119652953|XP_037913274.1|HILL
OG0006447	LOC108601901|XP_017845367.1|DBUS	LOC119652434|XP_037912503.1|HILL
OG0006448	LOC108601823|XP_017845249.1|DBUS	LOC119651373|XP_037910876.1|HILL
OG0006450	LOC108607883|XP_017854476.1|DBUS	LOC119660754|XP_037925444.1|HILL
OG0006451	LOC108606658|XP_017852471.1|DBUS	LOC119657451|XP_037920291.1|HILL
OG0006452	LOC108607863|XP_017854438.1|DBUS	LOC119651074|XP_037910343.1|HILL
OG0006453	LOC108600853|XP_017844143.1|DBUS	LOC119652794|XP_037913045.1|HILL
OG0006454	LOC108606621|XP_017852396.1|DBUS	LOC119660990|XP_037926006.1|HILL
OG0006455	LOC108603212|XP_017847289.1|DBUS	LOC119652509|XP_037912627.1|HILL
OG0006456	LOC108604643|XP_017849681.1|DBUS	LOC119652382|XP_037912408.1|HILL
OG0006457	LOC108601799|XP_017845223.1|DBUS	LOC119657853|XP_037920904.1|HILL
OG0006458	LOC108598343|XP_033150571.1|DBUS	LOC119659604|XP_037923702.1|HILL
OG0006459	LOC108604783|XP_017849869.1|DBUS	LOC119651822|XP_037911541.1|HILL
OG0006460	LOC108604647|XP_017849686.1|DBUS	LOC119650568|XP_037909313.1|HILL
OG0006461	LOC108603476|XP_017847807.1|DBUS	LOC119651452|XP_037910986.1|HILL
OG0006462	LOC108601331|XP_017844719.1|DBUS	LOC119651828|XP_037911549.1|HILL
OG0006463	LOC108602683|XP_017846314.1|DBUS	LOC119651817|XP_037911535.1|HILL
OG0006464	LOC108600847|XP_017844135.1|DBUS	LOC119652779|XP_037913018.1|HILL
OG0006465	LOC108606499|XP_017852153.1|DBUS	LOC119654608|XP_037916006.1|HILL
OG0006466	LOC108605679|XP_017850959.1|DBUS	LOC119661145|XP_037926282.1|HILL
OG0006467	LOC108604679|XP_017849724.1|DBUS	LOC119658422|XP_037921745.1|HILL
OG0006468	LOC108604176|XP_017849004.1|DBUS	LOC119651507|XP_037911059.1|HILL
OG0006469	LOC108605222|XP_017850320.1|DBUS	LOC119648566|XP_037906265.1|HILL
OG0006470	LOC108600885|XP_017844194.1|DBUS	LOC119648863|XP_037906675.1|HILL
OG0006471	LOC108603551|XP_033150104.1|DBUS	LOC119651429|XP_037910954.1|HILL
OG0006472	LOC108601851|XP_017845290.1|DBUS	LOC119650981|XP_037910171.1|HILL
OG0006473	LOC108599630|XP_017842087.1|DBUS	LOC119651655|XP_037911266.1|HILL
OG0006474	LOC108595538|XP_017836283.1|DBUS	LOC119651839|XP_037911564.1|HILL
OG0006475	LOC108602070|XP_017845579.1|DBUS	LOC119652621|XP_037912793.1|HILL
OG0006476	LOC108605111|XP_017850162.1|DBUS	LOC119658009|XP_037921161.1|HILL
OG0006477	LOC108600756|XP_017844007.1|DBUS	LOC119657804|XP_037920827.1|HILL
OG0006478	LOC108603021|XP_017846907.1|DBUS	LOC119651264|XP_037910692.1|HILL
OG0006479	LOC108603619|XP_017848060.1|DBUS	LOC119653217|XP_037913717.1|HILL
OG0006480	LOC108594680|XP_017835310.1|DBUS	LOC119652619|XP_037912791.1|HILL
OG0006481	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS	LOC119657111|XP_037919798.1|HILL
OG0006482	LOC108604375|XP_017849318.1|DBUS	LOC119652919|XP_037913234.1|HILL
OG0006483	LOC108603853|XP_017848496.1|DBUS	LOC119659278|XP_037923215.1|HILL
OG0006484	LOC108603852|XP_017848494.1|DBUS	LOC119659572|XP_037923654.1|HILL
OG0006485	LOC108604455|XP_017849424.1|DBUS	LOC119650887|XP_037909991.1|HILL
OG0006486	LOC108602319|XP_017845892.1|DBUS	LOC119659813|XP_037924022.1|HILL
OG0006487	LOC108601803|XP_017845228.1|DBUS	LOC119657932|XP_037921048.1|HILL
