Orthogroup	DBUS.longest_only	DSAN.longest_only
OG0007431	LOC108596670|XP_017838170.1|DBUS	LOC120458202|XP_039501713.1|DSAN
OG0007432	LOC108599106|XP_017841386.2|DBUS	LOC120448735|XP_039486848.1|DSAN
OG0007433	LOC108605014|XP_017850070.1|DBUS	LOC120456202|XP_039498816.1|DSAN
OG0007434	LOC108601125|XP_017844535.1|DBUS	LOC120448932|XP_039487103.1|DSAN
OG0007435	LOC108600551|XP_017843699.1|DBUS	LOC120449359|XP_039487706.1|DSAN
OG0007436	LOC108600763|XP_017844013.1|DBUS	LOC120448632|XP_039486689.1|DSAN
OG0007437	LOC108601066|XP_017844446.1|DBUS	LOC120449123|XP_039487370.1|DSAN
OG0007438	LOC108598140|XP_033149615.1|DBUS	LOC120449614|XP_039488123.1|DSAN
OG0007439	LOC108606081|XP_017851417.1|DBUS	LOC120451835|XP_039491745.1|DSAN
OG0007440	LOC108605415|XP_033150420.1|DBUS	LOC120457341|XP_039500783.1|DSAN
OG0007441	LOC108595732|XP_017836504.1|DBUS	LOC120445281|XP_039481515.1|DSAN
OG0007442	LOC108604777|XP_017849863.1|DBUS	LOC120452344|XP_039492449.1|DSAN
OG0007443	LOC108596964|XP_017838700.1|DBUS	LOC120445433|XP_039481797.1|DSAN
OG0007444	LOC108595277|XP_017835979.1|DBUS	LOC120446504|XP_039483445.1|DSAN
OG0007445	LOC108595276|XP_017835978.1|DBUS	LOC120446503|XP_039483444.1|DSAN
OG0007446	LOC108600306|XP_017843287.1|DBUS	LOC120446580|XP_039483536.1|DSAN
OG0007447	LOC108601280|XP_017844672.1|DBUS	LOC120446319|XP_039483168.1|DSAN
OG0007448	LOC108596155|XP_017837147.1|DBUS	LOC120446219|XP_039483010.1|DSAN
OG0007449	LOC108599830|XP_017842428.1|DBUS	LOC120449888|XP_039488500.1|DSAN
OG0007450	LOC108607466|XP_017853792.1|DBUS	LOC120450569|XP_039489620.1|DSAN
OG0007451	LOC108601001|XP_017844355.2|DBUS	LOC120447476|XP_039484806.1|DSAN
OG0007452	LOC108599503|XP_017841858.2|DBUS	LOC120447475|XP_039484805.1|DSAN
OG0007453	LOC108600908|XP_017844226.1|DBUS	LOC120448759|XP_039486878.1|DSAN
OG0007454	LOC108599621|XP_017842069.1|DBUS	LOC120450251|XP_039489073.1|DSAN
OG0007455	LOC108595729|XP_017836500.1|DBUS	LOC120445873|XP_039482450.1|DSAN
OG0007456	LOC108606801|XP_017852759.1|DBUS	LOC120457338|XP_039500781.1|DSAN
OG0007457	LOC108600801|XP_017844073.1|DBUS	LOC120448347|XP_039486245.1|DSAN
OG0007458	LOC108594363|XP_017835012.1|DBUS	LOC120446065|XP_039482779.1|DSAN
OG0007459	LOC108602911|XP_033149860.1|DBUS	LOC120451462|XP_039491078.1|DSAN
OG0007460	LOC108597057|XP_017838867.1|DBUS	LOC120444727|XP_039480586.1|DSAN
OG0007461	LOC108599439|XP_017841753.2|DBUS	LOC120450601|XP_039489657.1|DSAN
OG0007462	LOC108599446|XP_017841766.1|DBUS	LOC120449477|XP_039487887.1|DSAN
OG0007463	LOC108599441|XP_017841760.2|DBUS	LOC120449476|XP_039487885.1|DSAN
OG0007464	LOC108599440|XP_017841754.1|DBUS	LOC120447485|XP_039484815.1|DSAN
OG0007465	LOC108599040|XP_017841308.2|DBUS	LOC120450073|XP_039488792.1|DSAN
OG0007466	LOC108597025|XP_017838796.1|DBUS	LOC120446602|XP_039483568.1|DSAN
OG0007467	LOC108597730|XP_017839914.1|DBUS	LOC120457656|XP_039501089.1|DSAN
OG0007468	LOC108596201|XP_017837206.1|DBUS	LOC120447138|XP_039484506.1|DSAN
OG0007469	LOC108601159|XP_033149365.1|DBUS	LOC120448423|XP_039486357.1|DSAN
OG0007470	LOC108606807|XP_017852769.1|DBUS	LOC120444722|XP_039480560.1|DSAN
OG0007471	LOC108595044|XP_017835674.1|DBUS	LOC120445854|XP_039482428.1|DSAN
OG0007472	LOC108605831|XP_017851126.1|DBUS	LOC120457311|XP_039500739.1|DSAN
OG0007473	LOC108599671|XP_017842145.1|DBUS	LOC120449663|XP_039488197.1|DSAN
OG0007474	LOC108595257|XP_017835953.1|DBUS	LOC120446221|XP_039483014.1|DSAN
OG0007475	LOC108597978|XP_033149580.1|DBUS	LOC120448355|XP_039486256.1|DSAN
OG0007476	LOC108607108|XP_017853224.1|DBUS	LOC120457145|XP_039500348.1|DSAN
OG0007477	LOC108606588|XP_017852307.1|DBUS	LOC120457138|XP_039500317.1|DSAN
OG0007478	LOC108598005|XP_017840113.1|DBUS	LOC120446979|XP_039484188.1|DSAN
OG0007479	LOC108605574|XP_017850833.1|DBUS	LOC120457072|XP_039500184.1|DSAN
OG0007481	LOC108599460|XP_017841784.2|DBUS	LOC120449791|XP_039488369.1|DSAN
OG0007482	LOC108607546|XP_017853921.1|DBUS	LOC120445757|XP_039482277.1|DSAN
OG0007483	LOC108595149|XP_017835804.1|DBUS	LOC120452735|XP_039493042.1|DSAN
OG0007484	LOC108605587|XP_017850846.1|DBUS	LOC120455611|XP_039497925.1|DSAN
OG0007485	LOC108605943|XP_017851252.1|DBUS	LOC120456150|XP_039498713.1|DSAN
OG0007486	LOC117134961|XP_033150501.1|DBUS	LOC120455847|XP_039498252.1|DSAN
OG0007487	LOC108607336|XP_017853508.1|DBUS	LOC120454820|XP_039496207.1|DSAN
OG0007488	LOC108600775|XP_017844032.1|DBUS	LOC120448131|XP_039485883.1|DSAN
OG0007489	LOC108604146|XP_017848945.1|DBUS	LOC120454531|XP_039495835.1|DSAN
OG0007490	LOC108605297|XP_017850445.1|DBUS	LOC120455737|XP_039498091.1|DSAN
OG0007491	LOC108607072|XP_017853180.1|DBUS	LOC120454987|XP_039496713.1|DSAN
OG0007492	LOC108597430|XP_017839476.1|DBUS	LOC120453014|XP_039493467.1|DSAN
OG0007493	LOC108605386|XP_017850545.1|DBUS	LOC120456453|XP_039499226.1|DSAN
OG0007494	LOC108605997|XP_017851312.1|DBUS	LOC120458166|XP_039501659.1|DSAN
OG0007495	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS	LOC120457196|XP_039500484.1|DSAN
OG0007496	LOC108600878|XP_017844183.1|DBUS	LOC120447971|XP_039485597.1|DSAN
OG0007497	LOC108600495|XP_017843618.1|DBUS	LOC120447713|XP_039485179.1|DSAN
OG0007498	LOC108600431|XP_017843492.2|DBUS	LOC120450641|XP_039489728.1|DSAN
OG0007499	LOC108600323|XP_017843319.2|DBUS	LOC120450446|XP_039489394.1|DSAN
OG0007500	LOC108598680|XP_017840892.1|DBUS	LOC120450447|XP_039489398.1|DSAN
OG0007501	LOC108600933|XP_017844259.2|DBUS	LOC120450507|XP_039489493.1|DSAN
OG0007502	LOC108595207|XP_017835884.1|DBUS	LOC120454677|XP_039496126.1|DSAN
OG0007503	LOC108594308|XP_017834942.1|DBUS	LOC120458075|XP_039501522.1|DSAN
OG0007504	LOC108600955|XP_017844291.1|DBUS	LOC120449962|XP_039488598.1|DSAN
OG0007505	LOC108600737|XP_017843971.1|DBUS	LOC120448991|XP_039487192.1|DSAN
OG0007506	LOC108598860|XP_017841107.1|DBUS	LOC120448214|XP_039486027.1|DSAN
OG0007507	LOC108608031|XP_017854697.1|DBUS	LOC120450854|XP_039490004.1|DSAN
OG0007508	LOC108608425|XP_017855281.1|DBUS	LOC120458637|XP_039502296.1|DSAN
OG0007510	LOC108597302|XP_017839270.1|DBUS	LOC120448440|XP_039486390.1|DSAN
OG0007511	LOC108607601|XP_017853994.2|DBUS	LOC120449221|XP_039487563.1|DSAN, LOC120448984|XP_039487186.1|DSAN
OG0007512	LOC108603932|XP_017848616.1|DBUS	LOC120450871|XP_039490028.1|DSAN
OG0007513	LOC108598713|XP_017840935.1|DBUS	LOC120458337|XP_039501888.1|DSAN
OG0007514	LOC108599852|XP_033149678.1|DBUS	LOC120450466|XP_039489439.1|DSAN
OG0007515	LOC108600379|XP_017843412.1|DBUS	LOC120458480|XP_039502075.1|DSAN
OG0007516	LOC108607458|XP_017853783.2|DBUS	LOC120450524|XP_039489544.1|DSAN
OG0007517	LOC108599973|XP_017842731.1|DBUS	LOC120448130|XP_039485882.1|DSAN
OG0007518	LOC108596588|XP_017838004.1|DBUS	LOC120445353|XP_039481632.1|DSAN
OG0007519	LOC108597693|XP_017839858.1|DBUS	LOC120445016|XP_039481017.1|DSAN
OG0007520	LOC108605654|XP_017850929.1|DBUS	LOC120455188|XP_039497059.1|DSAN
OG0007521	LOC108605660|XP_017850935.1|DBUS	LOC120456023|XP_039498522.1|DSAN
OG0007522	LOC108605909|XP_017851214.1|DBUS	LOC120455501|XP_039497696.1|DSAN
OG0007523	LOC108597402|XP_033150926.1|DBUS	LOC120445317|XP_039481572.1|DSAN
OG0007524	LOC108608517|XP_017855409.1|DBUS	LOC120453826|XP_039494654.1|DSAN
OG0007525	LOC108608409|XP_017855256.1|DBUS	LOC120458401|XP_039501960.1|DSAN
OG0007526	LOC108601645|XP_017845033.1|DBUS	LOC120450957|XP_039490178.1|DSAN
OG0007527	LOC108601141|XP_017844557.1|DBUS	LOC120449088|XP_039487330.1|DSAN
OG0007528	LOC108596237|XP_017837265.2|DBUS	LOC120444061|XP_039479502.1|DSAN
OG0007529	LOC108595268|XP_017835970.1|DBUS	LOC120446045|XP_039482752.1|DSAN
OG0007530	LOC117134677|XP_033149016.1|DBUS	LOC120453679|XP_039494428.1|DSAN
OG0007531	LOC108595800|XP_017836580.1|DBUS	LOC120458693|XP_039502369.1|DSAN
OG0007532	LOC108597769|XP_017839971.1|DBUS	LOC120444744|XP_039480606.1|DSAN
OG0007533	LOC108600048|XP_017842882.1|DBUS	LOC120447959|XP_039485583.1|DSAN
OG0007534	LOC108598838|XP_017841081.1|DBUS	LOC120449606|XP_039488108.1|DSAN
OG0007535	LOC108599015|XP_017841283.2|DBUS	LOC120448443|XP_039486391.1|DSAN
OG0007536	LOC108603539|XP_017847940.1|DBUS	LOC120452352|XP_039492460.1|DSAN
OG0007537	LOC108600229|XP_033149772.1|DBUS	LOC120448185|XP_039485983.1|DSAN
OG0007538	LOC108600432|XP_033149314.1|DBUS	LOC120447463|XP_039484784.1|DSAN
OG0007539	LOC108595435|XP_033150825.1|DBUS	LOC120445211|XP_039481396.1|DSAN
OG0007540	LOC108603235|XP_017847343.1|DBUS	LOC120452691|XP_039492978.1|DSAN
OG0007541	LOC108595060|XP_017835694.1|DBUS	LOC120447163|XP_039484552.1|DSAN
OG0007542	LOC108595081|XP_017835721.1|DBUS	LOC120446285|XP_039483108.1|DSAN
OG0007543	LOC108607368|XP_017853572.1|DBUS	LOC120454883|XP_039496404.1|DSAN
OG0007544	LOC108598429|XP_017840546.1|DBUS	LOC120449842|XP_039488432.1|DSAN
OG0007545	LOC108597169|XP_017839076.1|DBUS	LOC120446018|XP_039482707.1|DSAN
OG0007546	LOC108602221|XP_017845757.1|DBUS	LOC120451437|XP_039491045.1|DSAN
OG0007547	LOC108596290|XP_017837368.1|DBUS	LOC120444354|XP_039479872.1|DSAN
OG0007548	LOC108600580|XP_017843737.1|DBUS	LOC120450529|XP_039489550.1|DSAN
OG0007549	LOC108599122|XP_017841399.1|DBUS	LOC120449499|XP_039487933.1|DSAN
OG0007550	LOC108600628|XP_017843803.1|DBUS	LOC120448357|XP_039486259.1|DSAN
OG0007551	LOC108595098|XP_017835738.2|DBUS	LOC120452849|XP_039493223.1|DSAN
OG0007552	LOC108602428|XP_017846038.1|DBUS	LOC120457942|XP_039501385.1|DSAN
OG0007553	LOC108608126|XP_017854845.1|DBUS	LOC120458164|XP_039501655.1|DSAN
OG0007554	LOC108599182|XP_017841463.1|DBUS	LOC120448867|XP_039487014.1|DSAN
OG0007555	LOC108596196|XP_017837199.1|DBUS	LOC120445747|XP_039482259.1|DSAN
OG0007556	LOC108596589|XP_017838005.1|DBUS	LOC120446207|XP_039482994.1|DSAN
OG0007557	LOC108597423|XP_017839465.1|DBUS	LOC120445570|XP_039481990.1|DSAN
OG0007558	LOC108595101|XP_033148900.1|DBUS	LOC120447082|XP_039484414.1|DSAN
OG0007559	LOC108602856|XP_017846624.1|DBUS	LOC120458572|XP_039502205.1|DSAN
OG0007560	LOC108598319|XP_017840424.1|DBUS	LOC120448674|XP_039486745.1|DSAN
OG0007561	LOC108601000|XP_033149497.1|DBUS	LOC120449405|XP_039487792.1|DSAN
OG0007562	LOC108598578|XP_017840756.2|DBUS	LOC120447548|XP_039484930.1|DSAN
OG0007563	LOC108601040|XP_017844415.1|DBUS	LOC120450597|XP_039489652.1|DSAN
OG0007564	LOC108601143|XP_017844560.1|DBUS	LOC120448500|XP_039486466.1|DSAN
OG0007565	LOC108604506|XP_017849494.1|DBUS	LOC120451914|XP_039491860.1|DSAN
OG0007566	LOC108597565|XP_017839663.1|DBUS	LOC120444342|XP_039479849.1|DSAN
OG0007567	LOC108604191|XP_017849031.1|DBUS	LOC120454562|XP_039495888.1|DSAN
OG0007568	LOC108596593|XP_017838011.1|DBUS	LOC120447144|XP_039484517.1|DSAN
OG0007569	LOC108597219|XP_017839149.1|DBUS	LOC120445181|XP_039481327.1|DSAN
OG0007570	LOC108597567|XP_017839667.1|DBUS	LOC120447142|XP_039484513.1|DSAN
OG0007571	LOC108596592|XP_017838010.1|DBUS	LOC120447143|XP_039484515.1|DSAN
OG0007572	LOC108595330|XP_017836039.1|DBUS	LOC120450552|XP_039489595.1|DSAN
OG0007573	LOC108595978|XP_017836754.1|DBUS	LOC120444758|XP_039480620.1|DSAN
OG0007574	LOC108597172|XP_017839075.1|DBUS	LOC120444284|XP_039479733.1|DSAN
OG0007575	LOC108597311|XP_017839285.1|DBUS	LOC120445083|XP_039481143.1|DSAN
OG0007576	LOC108606750|XP_033150503.1|DBUS	LOC120457171|XP_039500389.1|DSAN
OG0007577	LOC108605928|XP_017851237.1|DBUS	LOC120456698|XP_039499597.1|DSAN
OG0007579	LOC108596219|XP_017837236.1|DBUS	LOC120451315|XP_039490822.1|DSAN
OG0007580	LOC108598638|XP_017840832.2|DBUS	LOC120449288|XP_039487609.1|DSAN
OG0007581	LOC108607839|XP_017854392.2|DBUS	LOC120444925|XP_039480857.1|DSAN
OG0007582	LOC108601894|XP_017845357.1|DBUS	LOC120450737|XP_039489790.1|DSAN
OG0007583	LOC108595657|XP_017836423.1|DBUS	LOC120445964|XP_039482602.1|DSAN
OG0007584	LOC117134953|XP_033150467.1|DBUS	LOC120456691|XP_039499591.1|DSAN
OG0007585	LOC108599452|XP_017841774.2|DBUS	LOC120449838|XP_039488426.1|DSAN
OG0007586	LOC108607580|XP_017853965.1|DBUS	LOC120443965|XP_039479403.1|DSAN
OG0007587	LOC108597394|XP_017839419.1|DBUS	LOC120445018|XP_039481021.1|DSAN
OG0007588	LOC108607955|XP_017854572.2|DBUS	LOC120458008|XP_039501438.1|DSAN
OG0007589	LOC108606743|XP_017852630.1|DBUS	LOC120456187|XP_039498797.1|DSAN
OG0007590	LOC108600425|XP_017843481.1|DBUS	LOC120447685|XP_039485146.1|DSAN
OG0007591	LOC108596702|XP_017838214.2|DBUS	LOC120448318|XP_039486203.1|DSAN
OG0007592	LOC108595385|XP_017836099.1|DBUS	LOC120445400|XP_039481744.1|DSAN
OG0007593	LOC108605511|XP_017850750.1|DBUS	LOC120455289|XP_039497264.1|DSAN
OG0007594	LOC108595201|XP_017835878.1|DBUS	LOC120448342|XP_039486242.1|DSAN
OG0007595	LOC108595421|XP_017836138.1|DBUS	LOC120446534|XP_039483481.1|DSAN
OG0007596	LOC108599150|XP_017841427.1|DBUS	LOC120448330|XP_039486218.1|DSAN
OG0007597	LOC108599675|XP_017842154.2|DBUS	LOC120449551|XP_039488014.1|DSAN
OG0007598	LOC108597151|XP_017839039.1|DBUS	LOC120444462|XP_039480065.1|DSAN
OG0007599	LOC108598876|XP_017841125.1|DBUS	LOC120449454|XP_039487860.1|DSAN
OG0007600	LOC108600538|XP_017843679.1|DBUS	LOC120448047|XP_039485726.1|DSAN
OG0007601	LOC108599072|XP_017841344.1|DBUS	LOC120449251|XP_039487561.1|DSAN
OG0007602	LOC108599258|XP_017841543.1|DBUS	LOC120448702|XP_039486791.1|DSAN
OG0007603	LOC108601035|XP_017844403.1|DBUS	LOC120448700|XP_039486789.1|DSAN
OG0007604	LOC108600960|XP_017844303.1|DBUS	LOC120448686|XP_039486760.1|DSAN
OG0007605	LOC108599826|XP_017842419.1|DBUS	LOC120447625|XP_039485053.1|DSAN
OG0007606	LOC108599829|XP_017842425.1|DBUS	LOC120450515|XP_039489522.1|DSAN
OG0007607	LOC108604292|XP_017849193.1|DBUS	LOC120451178|XP_039490550.1|DSAN
OG0007608	LOC108599952|XP_017842692.1|DBUS	LOC120450453|XP_039489407.1|DSAN
OG0007609	LOC108606694|XP_017852550.1|DBUS	LOC120457314|XP_039500746.1|DSAN
OG0007610	LOC108595127|XP_017839954.1|DBUS	LOC120458705|XP_039502383.1|DSAN
OG0007611	LOC108607377|XP_017853588.1|DBUS	LOC120454879|XP_039496384.1|DSAN
OG0007612	LOC108597332|XP_017839316.2|DBUS	LOC120450899|XP_039490081.1|DSAN
OG0007613	LOC108597718|XP_017839898.1|DBUS	LOC120445042|XP_039481084.1|DSAN
OG0007614	LOC108600767|XP_017844017.1|DBUS	LOC120448016|XP_039485678.1|DSAN
OG0007615	LOC108600114|XP_017842975.1|DBUS	LOC120449972|XP_039488614.1|DSAN
OG0007616	LOC108601984|XP_017845468.1|DBUS	LOC120454561|XP_039495887.1|DSAN
OG0007617	LOC108600867|XP_017844166.1|DBUS	LOC120449124|XP_039487371.1|DSAN
OG0007618	LOC108600351|XP_017843364.1|DBUS	LOC120450051|XP_039488741.1|DSAN
OG0007619	LOC108600320|XP_017843311.1|DBUS	LOC120447631|XP_039485068.1|DSAN
OG0007620	LOC108598378|XP_033149459.1|DBUS	LOC120449220|XP_039487522.1|DSAN
OG0007621	LOC108596988|XP_017838742.1|DBUS	LOC120458310|XP_039501850.1|DSAN
OG0007622	LOC108599620|XP_017842068.2|DBUS	LOC120447528|XP_039484897.1|DSAN
OG0007623	LOC108599795|XP_017842348.2|DBUS	LOC120450537|XP_039489562.1|DSAN
OG0007624	LOC108599234|XP_017841521.2|DBUS	LOC120449681|XP_039488226.1|DSAN
OG0007625	LOC108600339|XP_017843345.2|DBUS	LOC120447596|XP_039484998.1|DSAN
OG0007626	LOC108600163|XP_017843053.1|DBUS	LOC120447449|XP_039484742.1|DSAN
OG0007627	LOC108600161|XP_017843052.1|DBUS	LOC120447448|XP_039484741.1|DSAN
OG0007628	LOC108607349|XP_017853523.1|DBUS	LOC120454911|XP_039496541.1|DSAN
OG0007629	LOC108599965|XP_017842707.2|DBUS	LOC120449531|XP_039487985.1|DSAN
OG0007630	LOC108601487|XP_017844874.1|DBUS	LOC120452130|XP_039492147.1|DSAN
OG0007631	LOC108603635|XP_017848084.1|DBUS	LOC120453360|XP_039493966.1|DSAN
OG0007632	LOC108598832|XP_017841074.1|DBUS	LOC120448691|XP_039486775.1|DSAN
OG0007633	LOC108607796|XP_017854325.1|DBUS	LOC120446874|XP_039484016.1|DSAN
OG0007634	LOC108601865|XP_017845312.1|DBUS	LOC120452993|XP_039493429.1|DSAN
OG0007635	LOC108608459|XP_017855332.2|DBUS	LOC120454982|XP_039496711.1|DSAN
OG0007636	LOC108600224|XP_017843136.1|DBUS	LOC120450286|XP_039489137.1|DSAN
OG0007637	LOC108600815|XP_017844093.2|DBUS	LOC120457831|XP_039501262.1|DSAN
OG0007638	LOC108594760|XP_033149183.1|DBUS	LOC120456577|XP_039499400.1|DSAN
OG0007639	LOC108606216|XP_017851596.1|DBUS	LOC120455099|XP_039496909.1|DSAN
OG0007640	LOC108596412|XP_017837609.1|DBUS	LOC120458322|XP_039501871.1|DSAN
OG0007641	LOC108602423|XP_017846027.1|DBUS, LOC108602472|XP_017846085.1|DBUS, LOC108603380|XP_017847639.1|DBUS	LOC120454356|XP_039495512.1|DSAN
OG0007642	LOC108596691|XP_017838200.1|DBUS	LOC120444465|XP_039480071.1|DSAN
OG0007643	LOC108603260|XP_017847400.1|DBUS	LOC120452871|XP_039493251.1|DSAN
OG0007644	LOC108604311|XP_017849222.1|DBUS	LOC120452732|XP_039493035.1|DSAN
OG0007645	LOC108602506|XP_017846122.1|DBUS	LOC120451818|XP_039491720.1|DSAN
OG0007646	LOC108603859|XP_017848546.1|DBUS, LOC108600499|XP_017843626.2|DBUS	LOC120458420|XP_039501991.1|DSAN
OG0007647	LOC108607916|XP_033150899.1|DBUS	LOC120447127|XP_039484494.1|DSAN
OG0007648	LOC108597654|XP_017839798.1|DBUS	LOC120443680|XP_039482944.1|DSAN
OG0007649	LOC108600887|XP_017844196.2|DBUS	LOC120448818|XP_039486950.1|DSAN
OG0007650	LOC108595870|XP_017836651.1|DBUS	LOC120444863|XP_039480763.1|DSAN
OG0007651	LOC108607202|XP_017853354.1|DBUS	LOC120455878|XP_039498295.1|DSAN
OG0007652	LOC108596041|XP_017836911.1|DBUS	LOC120449625|XP_039488146.1|DSAN
OG0007653	LOC108598200|XP_033149624.1|DBUS	LOC120448391|XP_039486313.1|DSAN
OG0007654	LOC108600054|XP_017842890.1|DBUS	LOC120449952|XP_039488588.1|DSAN
OG0007655	LOC108594655|XP_033148966.1|DBUS, LOC108598866|XP_017841113.2|DBUS	LOC120446642|XP_039483645.1|DSAN
OG0007658	LOC108596599|XP_017838017.1|DBUS	LOC120447156|XP_039484542.1|DSAN, LOC120447155|XP_039484541.1|DSAN
OG0007659	LOC108595960|XP_017836736.1|DBUS, LOC108597755|XP_017839953.1|DBUS	LOC120458606|XP_039502247.1|DSAN
OG0007660	LOC108601483|XP_017844870.1|DBUS, LOC108602495|XP_017846111.1|DBUS	LOC120453763|XP_039494531.1|DSAN
OG0007664	LOC108602241|XP_017845779.1|DBUS	LOC120454122|XP_039495092.1|DSAN
OG0007665	LOC108605032|XP_033150285.1|DBUS	LOC120455174|XP_039497039.1|DSAN
OG0007666	LOC108607128|XP_017853255.1|DBUS	LOC120455322|XP_039497333.1|DSAN
OG0007667	LOC108606394|XP_017851961.1|DBUS	LOC120457374|XP_039500843.1|DSAN
OG0007669	LOC108606382|XP_017851932.1|DBUS	LOC120455271|XP_039497207.1|DSAN
OG0007670	LOC108606381|XP_033150463.1|DBUS	LOC120455270|XP_039497206.1|DSAN
OG0007671	LOC108605284|XP_017850421.1|DBUS	LOC120455280|XP_039497237.1|DSAN
OG0007672	LOC108607101|XP_017853216.1|DBUS	LOC120457347|XP_039500793.1|DSAN
OG0007673	LOC108602162|XP_017845684.1|DBUS	LOC120451188|XP_039490571.1|DSAN
OG0007674	LOC108606532|XP_017852195.1|DBUS	LOC120457107|XP_039500247.1|DSAN
OG0007675	LOC108606811|XP_017852773.1|DBUS	LOC120456870|XP_039499901.1|DSAN
OG0007676	LOC108606353|XP_017851890.1|DBUS	LOC120456810|XP_039499787.1|DSAN
OG0007677	LOC108606574|XP_017852283.1|DBUS	LOC120456478|XP_039499276.1|DSAN
OG0007678	LOC108604927|XP_017849986.1|DBUS	LOC120455713|XP_039498059.1|DSAN
OG0007679	LOC108605547|XP_017850794.1|DBUS	LOC120455375|XP_039497427.1|DSAN
OG0007680	LOC108608427|XP_017855284.1|DBUS	LOC120452811|XP_039493152.1|DSAN
OG0007681	LOC108602973|XP_033149925.1|DBUS	LOC120452438|XP_039492600.1|DSAN
OG0007682	LOC108606387|XP_033150298.1|DBUS	LOC120455739|XP_039498095.1|DSAN
OG0007683	LOC108606214|XP_017851593.1|DBUS	LOC120455094|XP_039496903.1|DSAN
OG0007684	LOC108605945|XP_017851255.1|DBUS	LOC120456874|XP_039499904.1|DSAN
OG0007685	LOC108606538|XP_017852215.1|DBUS	LOC120456100|XP_039498629.1|DSAN
OG0007686	LOC108606554|XP_017852244.1|DBUS	LOC120456336|XP_039499040.1|DSAN
OG0007687	LOC108606894|XP_017852910.1|DBUS	LOC120457384|XP_039500868.1|DSAN
OG0007688	LOC108604059|XP_017848811.1|DBUS	LOC120452628|XP_039492871.1|DSAN
OG0007689	LOC108607270|XP_017853452.1|DBUS	LOC120456521|XP_039499323.1|DSAN
OG0007690	LOC108606307|XP_017851789.1|DBUS	LOC120456861|XP_039499873.1|DSAN
OG0007691	LOC108602770|XP_017846431.1|DBUS	LOC120452654|XP_039492905.1|DSAN
OG0007692	LOC108606461|XP_017852067.1|DBUS	LOC120456677|XP_039499568.1|DSAN
OG0007693	LOC108606300|XP_017851776.1|DBUS	LOC120455414|XP_039497493.1|DSAN
OG0007694	LOC108598930|XP_017841184.1|DBUS	LOC120449600|XP_039488101.1|DSAN
OG0007695	LOC108606846|XP_017852831.1|DBUS	LOC120455419|XP_039497502.1|DSAN
OG0007696	LOC108598744|XP_017840967.1|DBUS	LOC120449884|XP_039488495.1|DSAN
OG0007697	LOC108600281|XP_017843238.1|DBUS	LOC120448211|XP_039486023.1|DSAN
OG0007698	LOC108606660|XP_033150472.1|DBUS	LOC120455639|XP_039497962.1|DSAN
OG0007699	LOC108605848|XP_017851145.1|DBUS	LOC120456986|XP_039500069.1|DSAN
OG0007700	LOC108606885|XP_017852899.1|DBUS	LOC120455482|XP_039497650.1|DSAN
OG0007701	LOC108605058|XP_017850115.1|DBUS	LOC120456071|XP_039498594.1|DSAN
OG0007702	LOC108605256|XP_017850368.1|DBUS	LOC120456015|XP_039498512.1|DSAN
OG0007703	LOC108605211|XP_017850307.1|DBUS	LOC120455049|XP_039496836.1|DSAN
OG0007704	LOC108601908|XP_017845374.1|DBUS	LOC120453825|XP_039494646.1|DSAN
OG0007705	LOC108606447|XP_017852050.1|DBUS	LOC120457017|XP_039500107.1|DSAN
OG0007706	LOC108605714|XP_017850997.1|DBUS	LOC120456530|XP_039499335.1|DSAN
OG0007707	LOC108606377|XP_033150294.1|DBUS	LOC120455920|XP_039498364.1|DSAN
OG0007708	LOC108606599|XP_017852344.1|DBUS	LOC120456726|XP_039499643.1|DSAN
OG0007709	LOC108605510|XP_017850749.1|DBUS	LOC120456426|XP_039499192.1|DSAN
OG0007710	LOC108607052|XP_017853153.1|DBUS	LOC120456599|XP_039499442.1|DSAN
OG0007711	LOC108606712|XP_017852579.1|DBUS	LOC120456416|XP_039499182.1|DSAN
OG0007712	LOC108605616|XP_033150348.1|DBUS	LOC120456667|XP_039499541.1|DSAN
OG0007713	LOC108606195|XP_033150364.1|DBUS	LOC120454995|XP_039496728.1|DSAN
OG0007714	LOC108604912|XP_017849971.1|DBUS	LOC120457085|XP_039500198.1|DSAN
OG0007715	LOC108606612|XP_017852371.1|DBUS	LOC120456877|XP_039499909.1|DSAN
OG0007716	LOC108606476|XP_017852092.1|DBUS	LOC120457275|XP_039500638.1|DSAN
OG0007717	LOC108603828|XP_017848451.1|DBUS	LOC120454579|XP_039495918.1|DSAN
OG0007718	LOC108607074|XP_017853182.1|DBUS	LOC120456688|XP_039499584.1|DSAN
OG0007719	LOC108607006|XP_017853074.2|DBUS	LOC120457102|XP_039500226.1|DSAN
OG0007720	LOC108605363|XP_017850521.1|DBUS	LOC120456092|XP_039498621.1|DSAN
OG0007721	LOC108606786|XP_017852709.1|DBUS	LOC120455672|XP_039498003.1|DSAN
OG0007722	LOC108604958|XP_017850017.1|DBUS	LOC120456701|XP_039499601.1|DSAN
OG0007723	LOC108606063|XP_017851399.1|DBUS	LOC120455709|XP_039498056.1|DSAN
OG0007724	LOC108594519|XP_017835212.2|DBUS	LOC120446268|XP_039483082.1|DSAN
OG0007725	LOC108606217|XP_017851597.1|DBUS	LOC120456638|XP_039499494.1|DSAN
OG0007726	LOC108605057|XP_017850114.1|DBUS	LOC120455790|XP_039498181.1|DSAN
