Orthogroup	DBUS.longest_only	CPIP.longest_only
OG0007375	LOC108607120|XP_017853242.1|DBUS	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC108607090|XP_017853204.1|DBUS	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC108605964|XP_017851273.1|DBUS	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC108605110|XP_017850161.2|DBUS	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC108607228|XP_017853394.1|DBUS	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC108607195|XP_017853345.1|DBUS	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC108605215|XP_017850313.1|DBUS	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC108606207|XP_017851560.1|DBUS	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC108605775|XP_017851067.1|DBUS	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC108605821|XP_017851116.1|DBUS	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC108606615|XP_017852375.1|DBUS	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC108607441|XP_017853761.1|DBUS	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC108603375|XP_033150068.1|DBUS	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC108606398|XP_017851966.1|DBUS	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC108606320|XP_017851818.1|DBUS	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC108603830|XP_017848456.1|DBUS	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC108595051|XP_017835682.1|DBUS	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC108607165|XP_017853305.2|DBUS	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC108605307|XP_017850466.1|DBUS	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC108606348|XP_017851886.1|DBUS	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC108604287|XP_017849187.1|DBUS	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC108603001|XP_017846885.1|DBUS	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC108603536|XP_017847924.1|DBUS	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC108602864|XP_017846641.1|DBUS	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC108603621|XP_017848066.1|DBUS	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC108608516|XP_017855407.2|DBUS	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC108607184|XP_017853329.1|DBUS	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC108606734|XP_017852616.1|DBUS	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC108605632|XP_017850904.1|DBUS	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC108596415|XP_017837619.1|DBUS	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC108605873|XP_017851176.1|DBUS	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC108605108|XP_017850160.1|DBUS	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC108605069|XP_033150486.1|DBUS	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC108605647|XP_017850919.1|DBUS	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC108597474|XP_017839537.1|DBUS	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC108603672|XP_017848159.1|DBUS	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC108597391|XP_017839416.1|DBUS	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC108606721|XP_033150235.1|DBUS	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC108605594|XP_017850857.1|DBUS	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC108605476|XP_017850654.1|DBUS	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC108598461|XP_017840595.1|DBUS	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC108599725|XP_017842213.1|DBUS	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC108607019|XP_017853093.1|DBUS	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC108605720|XP_017851002.1|DBUS	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC108606427|XP_033150435.1|DBUS	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC108594706|XP_017835335.1|DBUS	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC108599038|XP_017841307.1|DBUS	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC108596670|XP_017838170.1|DBUS	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC108599106|XP_017841386.2|DBUS	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC108605014|XP_017850070.1|DBUS	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC108601125|XP_017844535.1|DBUS	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC108600551|XP_017843699.1|DBUS	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC108600763|XP_017844013.1|DBUS	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC108601066|XP_017844446.1|DBUS	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC108598140|XP_033149615.1|DBUS	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC108606081|XP_017851417.1|DBUS	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC108605415|XP_033150420.1|DBUS	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC108595732|XP_017836504.1|DBUS	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC108604777|XP_017849863.1|DBUS	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC108596964|XP_017838700.1|DBUS	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC108595277|XP_017835979.1|DBUS	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC108595276|XP_017835978.1|DBUS	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC108600306|XP_017843287.1|DBUS	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC108601280|XP_017844672.1|DBUS	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC108596155|XP_017837147.1|DBUS	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC108599830|XP_017842428.1|DBUS	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC108607466|XP_017853792.1|DBUS	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC108601001|XP_017844355.2|DBUS	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC108599503|XP_017841858.2|DBUS	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC108600908|XP_017844226.1|DBUS	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC108599621|XP_017842069.1|DBUS	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC108606801|XP_017852759.1|DBUS	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC108600801|XP_017844073.1|DBUS	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC108594363|XP_017835012.1|DBUS	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC108602911|XP_033149860.1|DBUS	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC108597057|XP_017838867.1|DBUS	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC108599439|XP_017841753.2|DBUS	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC108599446|XP_017841766.1|DBUS	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC108599441|XP_017841760.2|DBUS	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC108599440|XP_017841754.1|DBUS	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC108597025|XP_017838796.1|DBUS	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC108597730|XP_017839914.1|DBUS	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC108601159|XP_033149365.1|DBUS	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC108606807|XP_017852769.1|DBUS	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC108595044|XP_017835674.1|DBUS	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC108605831|XP_017851126.1|DBUS	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC108599671|XP_017842145.1|DBUS	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC108595257|XP_017835953.1|DBUS	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC108597978|XP_033149580.1|DBUS	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC108607108|XP_017853224.1|DBUS	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC108606588|XP_017852307.1|DBUS	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC108598005|XP_017840113.1|DBUS	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC108605574|XP_017850833.1|DBUS	LOC120414907|XP_039432171.1|CPIP
OG0007481	LOC108599460|XP_017841784.2|DBUS	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC108607546|XP_017853921.1|DBUS	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC108595149|XP_017835804.1|DBUS	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC108605587|XP_017850846.1|DBUS	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC108605943|XP_017851252.1|DBUS	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC117134961|XP_033150501.1|DBUS	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC108607336|XP_017853508.1|DBUS	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC108600775|XP_017844032.1|DBUS	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC108604146|XP_017848945.1|DBUS	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC108605297|XP_017850445.1|DBUS	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC108607072|XP_017853180.1|DBUS	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC108597430|XP_017839476.1|DBUS	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC108605386|XP_017850545.1|DBUS	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC108600878|XP_017844183.1|DBUS	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC108600495|XP_017843618.1|DBUS	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC108600431|XP_017843492.2|DBUS	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC108600323|XP_017843319.2|DBUS	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC108598680|XP_017840892.1|DBUS	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC108600933|XP_017844259.2|DBUS	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC108595207|XP_017835884.1|DBUS	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC108594308|XP_017834942.1|DBUS	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC108600955|XP_017844291.1|DBUS	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC108600737|XP_017843971.1|DBUS	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC108598860|XP_017841107.1|DBUS	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC108608031|XP_017854697.1|DBUS	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC108608425|XP_017855281.1|DBUS	LOC120430228|XP_039451242.1|CPIP
OG0007510	LOC108597302|XP_017839270.1|DBUS	LOC120415415|XP_039432878.1|CPIP
OG0007511	LOC108607601|XP_017853994.2|DBUS	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC108603932|XP_017848616.1|DBUS	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC108598713|XP_017840935.1|DBUS	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC108599852|XP_033149678.1|DBUS	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC108600379|XP_017843412.1|DBUS	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC108607458|XP_017853783.2|DBUS	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC108599973|XP_017842731.1|DBUS	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC108596588|XP_017838004.1|DBUS	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC108597693|XP_017839858.1|DBUS	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC108605654|XP_017850929.1|DBUS	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC108605660|XP_017850935.1|DBUS	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC108605909|XP_017851214.1|DBUS	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC108597402|XP_033150926.1|DBUS	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC108608517|XP_017855409.1|DBUS	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC108608409|XP_017855256.1|DBUS	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC108601645|XP_017845033.1|DBUS	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC108601141|XP_017844557.1|DBUS	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC108596237|XP_017837265.2|DBUS	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC108595268|XP_017835970.1|DBUS	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC117134677|XP_033149016.1|DBUS	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC108595800|XP_017836580.1|DBUS	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC108597769|XP_017839971.1|DBUS	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC108598838|XP_017841081.1|DBUS	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC108599015|XP_017841283.2|DBUS	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC108603539|XP_017847940.1|DBUS	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC108600229|XP_033149772.1|DBUS	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC108600432|XP_033149314.1|DBUS	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC108595435|XP_033150825.1|DBUS	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC108603235|XP_017847343.1|DBUS	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC108595060|XP_017835694.1|DBUS	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC108595081|XP_017835721.1|DBUS	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC108607368|XP_017853572.1|DBUS	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC108598429|XP_017840546.1|DBUS	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC108597169|XP_017839076.1|DBUS	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC108602221|XP_017845757.1|DBUS	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC108596290|XP_017837368.1|DBUS	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC108600580|XP_017843737.1|DBUS	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC108599122|XP_017841399.1|DBUS	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC108600628|XP_017843803.1|DBUS	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC108595098|XP_017835738.2|DBUS	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC108602428|XP_017846038.1|DBUS	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC108608126|XP_017854845.1|DBUS	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC108599182|XP_017841463.1|DBUS	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC108596196|XP_017837199.1|DBUS	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC108596589|XP_017838005.1|DBUS	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC108597423|XP_017839465.1|DBUS	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC108595101|XP_033148900.1|DBUS	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC108602856|XP_017846624.1|DBUS	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC108598319|XP_017840424.1|DBUS	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC108601000|XP_033149497.1|DBUS	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC108598578|XP_017840756.2|DBUS	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC108601040|XP_017844415.1|DBUS	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC108601143|XP_017844560.1|DBUS	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC108604506|XP_017849494.1|DBUS	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC108597565|XP_017839663.1|DBUS	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC108604191|XP_017849031.1|DBUS	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC108596593|XP_017838011.1|DBUS	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC108597219|XP_017839149.1|DBUS	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC108597567|XP_017839667.1|DBUS	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC108596592|XP_017838010.1|DBUS	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC108595330|XP_017836039.1|DBUS	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC108595978|XP_017836754.1|DBUS	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC108597172|XP_017839075.1|DBUS	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC108597311|XP_017839285.1|DBUS	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC108606750|XP_033150503.1|DBUS	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC108605928|XP_017851237.1|DBUS	LOC120415183|XP_039432574.1|CPIP
OG0007579	LOC108596219|XP_017837236.1|DBUS	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC108598638|XP_017840832.2|DBUS	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC108607839|XP_017854392.2|DBUS	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC108601894|XP_017845357.1|DBUS	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC108595657|XP_017836423.1|DBUS	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC117134953|XP_033150467.1|DBUS	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC108599452|XP_017841774.2|DBUS	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC108607580|XP_017853965.1|DBUS	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC108597394|XP_017839419.1|DBUS	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC108607955|XP_017854572.2|DBUS	LOC120421829|XP_039441039.1|CPIP
OG0007589	LOC108606743|XP_017852630.1|DBUS	LOC120416366|XP_039434035.1|CPIP
OG0007590	LOC108600425|XP_017843481.1|DBUS	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC108596702|XP_017838214.2|DBUS	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC108595385|XP_017836099.1|DBUS	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC108605511|XP_017850750.1|DBUS	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC108595201|XP_017835878.1|DBUS	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC108595421|XP_017836138.1|DBUS	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC108599150|XP_017841427.1|DBUS	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC108599675|XP_017842154.2|DBUS	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC108597151|XP_017839039.1|DBUS	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC108598876|XP_017841125.1|DBUS	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC108600538|XP_017843679.1|DBUS	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC108599072|XP_017841344.1|DBUS	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC108599258|XP_017841543.1|DBUS	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC108601035|XP_017844403.1|DBUS	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC108600960|XP_017844303.1|DBUS	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC108599826|XP_017842419.1|DBUS	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC108599829|XP_017842425.1|DBUS	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC108604292|XP_017849193.1|DBUS	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC108599952|XP_017842692.1|DBUS	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC108606694|XP_017852550.1|DBUS	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC108595127|XP_017839954.1|DBUS	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC108607377|XP_017853588.1|DBUS	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC108597332|XP_017839316.2|DBUS	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC108597718|XP_017839898.1|DBUS	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC108600767|XP_017844017.1|DBUS	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC108600114|XP_017842975.1|DBUS	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC108601984|XP_017845468.1|DBUS	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC108600867|XP_017844166.1|DBUS	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC108600351|XP_017843364.1|DBUS	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC108600320|XP_017843311.1|DBUS	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC108598378|XP_033149459.1|DBUS	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC108596988|XP_017838742.1|DBUS	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC108599620|XP_017842068.2|DBUS	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC108599795|XP_017842348.2|DBUS	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC108599234|XP_017841521.2|DBUS	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC108600339|XP_017843345.2|DBUS	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC108600163|XP_017843053.1|DBUS	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC108600161|XP_017843052.1|DBUS	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC108607349|XP_017853523.1|DBUS	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC108599965|XP_017842707.2|DBUS	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC108601487|XP_017844874.1|DBUS	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC108603635|XP_017848084.1|DBUS	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC108598832|XP_017841074.1|DBUS	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC108607796|XP_017854325.1|DBUS	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC108601865|XP_017845312.1|DBUS	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC108608459|XP_017855332.2|DBUS	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC108594760|XP_033149183.1|DBUS	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC108606216|XP_017851596.1|DBUS	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC108596412|XP_017837609.1|DBUS	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC108602423|XP_017846027.1|DBUS, LOC108602472|XP_017846085.1|DBUS, LOC108603380|XP_017847639.1|DBUS	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC108607202|XP_017853354.1|DBUS	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC108602241|XP_017845779.1|DBUS	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC108605032|XP_033150285.1|DBUS	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC108607128|XP_017853255.1|DBUS	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC108606394|XP_017851961.1|DBUS	LOC120421078|XP_039440157.1|CPIP
OG0007669	LOC108606382|XP_017851932.1|DBUS	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC108606381|XP_033150463.1|DBUS	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC108605284|XP_017850421.1|DBUS	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC108607101|XP_017853216.1|DBUS	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC108606532|XP_017852195.1|DBUS	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC108606811|XP_017852773.1|DBUS	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC108606353|XP_017851890.1|DBUS	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC108606574|XP_017852283.1|DBUS	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC108604927|XP_017849986.1|DBUS	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC108605547|XP_017850794.1|DBUS	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC108608427|XP_017855284.1|DBUS	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC108602973|XP_033149925.1|DBUS	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC108606387|XP_033150298.1|DBUS	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC108606214|XP_017851593.1|DBUS	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC108605945|XP_017851255.1|DBUS	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC108606538|XP_017852215.1|DBUS	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC108606554|XP_017852244.1|DBUS	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC108606894|XP_017852910.1|DBUS	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC108607270|XP_017853452.1|DBUS	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC108606307|XP_017851789.1|DBUS	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC108602770|XP_017846431.1|DBUS	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC108606461|XP_017852067.1|DBUS	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC108606300|XP_017851776.1|DBUS	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC108598930|XP_017841184.1|DBUS	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC108606846|XP_017852831.1|DBUS	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC108598744|XP_017840967.1|DBUS	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC108600281|XP_017843238.1|DBUS	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC108606660|XP_033150472.1|DBUS	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC108605848|XP_017851145.1|DBUS	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC108606885|XP_017852899.1|DBUS	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC108605058|XP_017850115.1|DBUS	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC108605256|XP_017850368.1|DBUS	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC108605211|XP_017850307.1|DBUS	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC108601908|XP_017845374.1|DBUS	LOC120422461|XP_039441838.1|CPIP
