Orthogroup	DBUS.longest_only	AALB.longest_only
OG0005795	LOC108601670|XP_017845061.1|DBUS	LOC118458814|XP_035777577.1|AALB
OG0005796	LOC108600100|XP_017842958.1|DBUS	LOC118458910|XP_035777765.1|AALB
OG0005797	LOC108601033|XP_017844401.1|DBUS	LOC118458917|XP_035777777.1|AALB
OG0005798	LOC108603441|XP_017847754.1|DBUS	LOC118460065|XP_035779954.1|AALB
OG0005799	LOC108602805|XP_017846516.1|DBUS	LOC118468759|XP_035795824.1|AALB
OG0005800	LOC108603602|XP_017848038.1|DBUS	LOC118460428|XP_035780612.1|AALB
OG0005801	LOC108603601|XP_017848036.1|DBUS	LOC118457338|XP_035774727.1|AALB
OG0005803	LOC108603379|XP_017847636.1|DBUS	LOC118460835|XP_035781397.1|AALB
OG0005804	LOC108602253|XP_017845795.1|DBUS	LOC118460190|XP_035780188.1|AALB
OG0005805	LOC108597269|XP_017839220.1|DBUS	LOC118456638|XP_035773465.1|AALB
OG0005806	LOC108604739|XP_017849810.1|DBUS	LOC118458962|XP_035777837.1|AALB
OG0005807	LOC108601526|XP_017844914.1|DBUS	LOC118456979|XP_035774071.1|AALB
OG0005808	LOC108604915|XP_017849974.1|DBUS	LOC118457765|XP_035775482.1|AALB, LOC118457764|XP_035775481.1|AALB
OG0005809	LOC108599528|XP_017841892.1|DBUS	LOC118458694|XP_035777327.1|AALB
OG0005810	LOC108602813|XP_017846533.1|DBUS	LOC118457413|XP_035774880.1|AALB
OG0005811	LOC108602814|XP_017846534.1|DBUS	LOC118457415|XP_035774881.1|AALB
OG0005812	LOC108604710|XP_017849768.1|DBUS	LOC118460834|XP_035781390.1|AALB
OG0005813	LOC108603417|XP_017847701.1|DBUS	LOC118461034|XP_035781809.1|AALB
OG0005814	LOC108603608|XP_017848044.1|DBUS	LOC118461593|XP_035782990.1|AALB
OG0005815	LOC108595168|XP_017835829.1|DBUS	LOC118461590|XP_035782986.1|AALB
OG0005816	LOC108603548|XP_017847953.1|DBUS	LOC118468295|XP_035794915.1|AALB
OG0005817	LOC108603846|XP_017848486.1|DBUS	LOC118458456|XP_035776842.1|AALB
OG0005818	LOC108604686|XP_017849731.1|DBUS	LOC118460145|XP_035780128.1|AALB
OG0005819	LOC108601688|XP_017845087.1|DBUS	LOC118458055|XP_035776075.1|AALB
OG0005820	LOC108601689|XP_017845088.1|DBUS	LOC118466663|XP_035792160.1|AALB
OG0005821	LOC108601667|XP_017845057.1|DBUS	LOC118459830|XP_035779486.1|AALB
OG0005822	LOC108600288|XP_017843252.1|DBUS	LOC118464670|XP_035788075.1|AALB
OG0005823	LOC108605204|XP_017850295.1|DBUS	LOC118465871|XP_035790397.1|AALB
OG0005824	LOC108603110|XP_017847104.1|DBUS	LOC118461521|XP_035782847.1|AALB
OG0005825	LOC108599807|XP_017842372.1|DBUS	LOC118460495|XP_035780740.1|AALB
OG0005827	LOC108602228|XP_017845763.1|DBUS	LOC118460490|XP_035780736.1|AALB
OG0005828	LOC108599683|XP_017842165.1|DBUS	LOC118468799|XP_035795903.1|AALB
OG0005829	LOC108603632|XP_017848080.1|DBUS	LOC118468797|XP_035795897.1|AALB
OG0005830	LOC108600036|XP_017842866.1|DBUS	LOC118456257|XP_035772752.1|AALB
OG0005831	LOC108598115|XP_017840221.1|DBUS	LOC118456254|XP_035772748.1|AALB
OG0005832	LOC108598114|XP_017840220.1|DBUS	LOC118458998|XP_035777890.1|AALB
OG0005833	LOC108599781|XP_017842328.1|DBUS	LOC118460615|XP_035780947.1|AALB
OG0005834	LOC108599784|XP_017842332.2|DBUS	LOC118460623|XP_035780964.1|AALB
OG0005835	LOC108600251|XP_017841069.1|DBUS	LOC118458219|XP_035776371.1|AALB
OG0005836	LOC108598289|XP_033149370.1|DBUS	LOC118459046|XP_035777964.1|AALB
OG0005837	LOC108603376|XP_017847633.1|DBUS	LOC118457575|XP_035775145.1|AALB
OG0005838	LOC108601795|XP_017845220.1|DBUS	LOC118458330|XP_035776575.1|AALB
OG0005839	LOC108594448|XP_017835111.2|DBUS	LOC118456985|XP_035774087.1|AALB
OG0005840	LOC108604802|XP_017849893.1|DBUS	LOC118456986|XP_035774089.1|AALB
OG0005841	LOC108604364|XP_017849294.1|DBUS	LOC118457609|XP_035775215.1|AALB
OG0005842	LOC108606154|XP_017851496.1|DBUS	LOC118461329|XP_035782427.1|AALB
OG0005843	LOC108601152|XP_033149623.1|DBUS	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC108599880|XP_017842547.1|DBUS	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC108602871|XP_017846648.1|DBUS	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC108603224|XP_017847311.2|DBUS	LOC118458750|XP_035777423.1|AALB
OG0005847	LOC108604001|XP_017848730.1|DBUS	LOC118459357|XP_035778541.1|AALB
OG0005848	LOC108606631|XP_017852407.1|DBUS	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC108606576|XP_017852288.1|DBUS	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC108605702|XP_017850983.1|DBUS	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC108608118|XP_017854836.1|DBUS	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC108601690|XP_017845089.1|DBUS	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC108605124|XP_017850176.1|DBUS	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC108602812|XP_017846532.1|DBUS	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC108607094|XP_033150264.1|DBUS	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC108606414|XP_017851993.1|DBUS	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC108603452|XP_017847772.1|DBUS	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC108601832|XP_017845261.1|DBUS	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC108597644|XP_017839787.2|DBUS	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC108603312|XP_017847498.1|DBUS	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC108603361|XP_017847599.1|DBUS	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC108596655|XP_017838130.1|DBUS	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC108597406|XP_017839442.1|DBUS	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC108601905|XP_017845370.1|DBUS	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC108603499|XP_017847854.1|DBUS	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC108595411|XP_017836128.1|DBUS	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC108594664|XP_017835297.2|DBUS	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC108605693|XP_017850974.1|DBUS	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC108605306|XP_017850465.1|DBUS	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC108605219|XP_017850316.1|DBUS	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC108602899|XP_017846695.1|DBUS	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC108604070|XP_017848827.1|DBUS	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC108606787|XP_017852716.1|DBUS	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC108597653|XP_017839796.1|DBUS	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC108606789|XP_017852720.1|DBUS	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC108605303|XP_033150426.1|DBUS	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC108605107|XP_033150409.1|DBUS	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC108598336|XP_033149616.1|DBUS	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC108599250|XP_017841535.1|DBUS	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC108607002|XP_017853069.1|DBUS	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC108599692|XP_017842175.1|DBUS	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC108600342|XP_017843354.2|DBUS	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC108598541|XP_017840713.2|DBUS	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC108600866|XP_017844161.1|DBUS	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC108600231|XP_017843148.1|DBUS	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC108600483|XP_017843593.1|DBUS	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC108600854|XP_017844145.2|DBUS	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC108607100|XP_017853215.1|DBUS	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC108598507|XP_017840666.1|DBUS	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC108600552|XP_017843702.2|DBUS	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC108600985|XP_017844337.1|DBUS	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC108600986|XP_017844338.1|DBUS	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC108600987|XP_017844339.1|DBUS	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC108600762|XP_017844011.2|DBUS	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC108600704|XP_017843922.1|DBUS	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC108606834|XP_017852808.1|DBUS	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC108596457|XP_017837694.1|DBUS	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC108599817|XP_017842409.2|DBUS	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC108597376|XP_017839399.1|DBUS	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC108595129|XP_017835780.1|DBUS	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC108603574|XP_017847987.1|DBUS	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC108603349|XP_017847571.1|DBUS	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC108600651|XP_017843835.2|DBUS	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC108600350|XP_017843363.2|DBUS	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC108600913|XP_017844234.2|DBUS	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC108599513|XP_017841871.1|DBUS	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC108600692|XP_033149485.1|DBUS	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC108597045|XP_017838833.1|DBUS	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC108596777|XP_017838365.1|DBUS	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC108597015|XP_017838784.1|DBUS	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC108602099|XP_017845612.1|DBUS	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC108595099|XP_017835743.2|DBUS	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC108597773|XP_017839977.1|DBUS	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC108597748|XP_017839944.1|DBUS	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC108595642|XP_017836402.1|DBUS	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC108605663|XP_017850939.1|DBUS	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC108594673|XP_017835263.2|DBUS	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC108597150|XP_017839038.1|DBUS	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC108599463|XP_017841788.1|DBUS	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC108606504|XP_017852159.1|DBUS	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC108599447|XP_017841767.2|DBUS	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC108599451|XP_017841771.1|DBUS	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC108598551|XP_033149414.1|DBUS	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC108606966|XP_017853017.1|DBUS	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC108603420|XP_017847710.1|DBUS	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC108605557|XP_017850809.1|DBUS	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC108601149|XP_017844567.1|DBUS	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC108594700|XP_017835329.1|DBUS	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC108597027|XP_017838803.1|DBUS	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC108597278|XP_017839233.2|DBUS	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC108597703|XP_017839878.1|DBUS	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC108597058|XP_033151010.1|DBUS	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC108600423|XP_017843276.2|DBUS	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC108606827|XP_017852803.1|DBUS	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC108600550|XP_017843698.1|DBUS	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC108595270|XP_017835972.2|DBUS	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC108605832|XP_017851128.1|DBUS	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC108596161|XP_017837154.1|DBUS	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC108596614|XP_017838044.1|DBUS	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC108597164|XP_017839064.1|DBUS	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC108596212|XP_017837225.1|DBUS	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC108596416|XP_017837620.2|DBUS	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC108597446|XP_017839500.1|DBUS	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC108596315|XP_017837412.1|DBUS	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC108597121|XP_033148923.1|DBUS	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC108599176|XP_017841452.2|DBUS	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC108599141|XP_017841418.1|DBUS	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC108602886|XP_017846679.1|DBUS	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC108600684|XP_017843881.1|DBUS	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC108608007|XP_017854659.1|DBUS	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC108599476|XP_017841809.1|DBUS	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC108608519|XP_017855410.2|DBUS	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC108603874|XP_017848535.1|DBUS	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC108596998|XP_033151006.1|DBUS	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC108604535|XP_017849539.1|DBUS	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC108603960|XP_017848650.1|DBUS, LOC108606671|XP_017852493.1|DBUS	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC108598753|XP_017840981.1|DBUS	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC108606464|XP_017852076.1|DBUS	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC108597719|XP_017839899.1|DBUS	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC108595868|XP_017836649.1|DBUS	LOC118466331|XP_035791344.1|AALB
OG0005964	LOC108596386|XP_017837546.1|DBUS	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC108595994|XP_017836770.1|DBUS	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC108597343|XP_017839337.1|DBUS	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC108596582|XP_017837993.1|DBUS	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC108595172|XP_017835836.1|DBUS	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC108596753|XP_017838321.1|DBUS	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC108598418|XP_017840534.1|DBUS	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC108596059|XP_017836943.1|DBUS	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC108599971|XP_017842724.1|DBUS	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC108599125|XP_017841404.1|DBUS	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC108599670|XP_017842140.1|DBUS	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC108599972|XP_017842730.1|DBUS	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC108595021|XP_017835644.1|DBUS	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC108596762|XP_017838337.1|DBUS	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC108595197|XP_017835873.1|DBUS	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC108596456|XP_017837692.1|DBUS	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC108606236|XP_017851660.1|DBUS	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC108597545|XP_017839638.1|DBUS	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC108605722|XP_017851004.1|DBUS	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC108606928|XP_017852966.1|DBUS	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC108605073|XP_033150300.1|DBUS	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC108606325|XP_017851833.1|DBUS	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC108605472|XP_017850648.1|DBUS	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC108597128|XP_017839001.2|DBUS	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC108597143|XP_017839024.1|DBUS	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC108596378|XP_017837537.1|DBUS	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC108595474|XP_017836213.1|DBUS	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC108600493|XP_017843615.1|DBUS	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC108600494|XP_017843616.1|DBUS	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC108598477|XP_017840615.1|DBUS	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC108598524|XP_017840694.1|DBUS	LOC118467419|XP_035793798.1|AALB
OG0005997	LOC108595147|XP_017835802.1|DBUS	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC108598878|XP_017841128.2|DBUS	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC108604748|XP_017849824.1|DBUS	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC108597361|XP_017839373.1|DBUS	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC108601091|XP_017844488.1|DBUS	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC108595114|XP_017835762.1|DBUS	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC108598472|XP_017840608.1|DBUS	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC108603049|XP_017846963.1|DBUS	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC108597632|XP_017839766.1|DBUS	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC108595424|XP_017836142.1|DBUS	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC108595078|XP_017835716.1|DBUS	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC108608458|XP_017855327.1|DBUS	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC108600063|XP_017842904.1|DBUS	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC108598178|XP_033149597.1|DBUS	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC108599485|XP_017841820.2|DBUS	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC108598143|XP_033150619.1|DBUS	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC108594902|XP_017835529.1|DBUS	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC108598891|XP_017841140.1|DBUS	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC108595969|XP_017836745.1|DBUS	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC108595472|XP_017836211.1|DBUS	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC108596093|XP_017837002.1|DBUS	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC108596404|XP_017837579.1|DBUS	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC108597479|XP_017839543.1|DBUS	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC108600846|XP_017844134.1|DBUS	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC108601078|XP_033150614.1|DBUS	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC108594310|XP_017834944.1|DBUS	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC108603793|XP_017848378.1|DBUS	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC108605487|XP_017850672.1|DBUS	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC108596696|XP_033148964.1|DBUS	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC108602018|XP_017845510.1|DBUS	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC108597081|XP_017838905.1|DBUS	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC108595475|XP_017836214.1|DBUS	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC108604424|XP_017849382.1|DBUS	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC108595167|XP_017835828.1|DBUS	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC108606545|XP_033150502.1|DBUS	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC108596094|XP_017837003.1|DBUS	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC108601447|XP_017844834.1|DBUS	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC108596408|XP_017837588.1|DBUS	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC108607613|XP_017854015.1|DBUS	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC108597455|XP_017839509.1|DBUS	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC108601785|XP_017845200.1|DBUS	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC108597415|XP_017839454.1|DBUS	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC108595208|XP_017835885.1|DBUS	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC108607007|XP_017853076.1|DBUS	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC108596633|XP_017838076.1|DBUS	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC108598358|XP_017840465.1|DBUS	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC108606956|XP_017853002.1|DBUS	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC108595156|XP_017835815.1|DBUS	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC108596449|XP_017837685.1|DBUS	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC108600105|XP_017842964.2|DBUS	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC108598484|XP_017840628.1|DBUS	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC108606517|XP_017852178.1|DBUS	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC108603964|XP_017848654.1|DBUS	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC108596896|XP_017838574.1|DBUS	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC108600403|XP_017843444.1|DBUS	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC108607403|XP_033150524.1|DBUS	LOC118466241|XP_035791184.1|AALB
OG0006056	LOC108595488|XP_017836228.1|DBUS	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC108600668|XP_017843852.1|DBUS	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC108604727|XP_017849796.1|DBUS	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC108599661|XP_017842130.2|DBUS	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC108599663|XP_017842132.1|DBUS	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC108606281|XP_017851751.1|DBUS	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC108601966|XP_017845442.1|DBUS	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC108606033|XP_017851354.2|DBUS	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC108597510|XP_017839587.1|DBUS	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC108600082|XP_017842930.2|DBUS	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC108596459|XP_017837697.1|DBUS	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC108596038|XP_017836892.1|DBUS	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC108606276|XP_017851744.1|DBUS	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC108600810|XP_017844084.1|DBUS	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC108603849|XP_017848491.1|DBUS	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC108604444|XP_017849411.1|DBUS	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC108600084|XP_017842932.1|DBUS	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC108600982|XP_017844333.1|DBUS	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC108606926|XP_017852964.1|DBUS	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC108606930|XP_017852969.1|DBUS	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC108596780|XP_017838369.1|DBUS	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC108600570|XP_017843726.1|DBUS	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC108600481|XP_017843589.1|DBUS	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC108601028|XP_017844396.2|DBUS	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC108600017|XP_017842823.2|DBUS	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC108595200|XP_017835877.1|DBUS	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC108595306|XP_017836012.1|DBUS	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC108599881|XP_017842548.1|DBUS	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC108599622|XP_017842070.1|DBUS	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC108598552|XP_017840724.1|DBUS	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC108598335|XP_033149467.1|DBUS	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC108597107|XP_017838969.1|DBUS	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC108598752|XP_017840977.1|DBUS	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC108605680|XP_017850960.1|DBUS	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC108598554|XP_033149691.1|DBUS	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC108599177|XP_017841453.1|DBUS	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC108605655|XP_017850930.1|DBUS	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC108595988|XP_017836765.2|DBUS	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC108600203|XP_017843108.1|DBUS	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC108595065|XP_017835700.1|DBUS	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS	LOC118464426|XP_035787682.1|AALB
