Orthogroup	DBUS.longest_only	CQUI.longest_only
OG0006859	LOC108596971|XP_017838709.1|DBUS	LOC6052621|XP_038115397.1|CQUI
OG0006860	LOC108597018|XP_017838788.1|DBUS	LOC6042899|XP_001853751.1|CQUI
OG0006861	LOC108597289|XP_017839252.1|DBUS	LOC6030956|XP_038119122.1|CQUI
OG0006862	LOC108598450|XP_017840579.2|DBUS	LOC6030935|XP_001841798.2|CQUI
OG0006863	LOC108605628|XP_017850900.1|DBUS	LOC6030894|XP_038121676.1|CQUI
OG0006870	LOC108594651|XP_017835282.2|DBUS	LOC6051051|XP_038119515.1|CQUI
OG0006871	LOC108595371|XP_017836087.1|DBUS	LOC119770344|XP_038120954.1|CQUI
OG0006872	LOC108595847|XP_017836626.1|DBUS	LOC6040441|XP_001849831.2|CQUI
OG0006873	LOC108596259|XP_017837305.1|DBUS	LOC6046101|XP_038121819.1|CQUI
OG0006875	LOC108600411|XP_017843462.1|DBUS	LOC6042596|XP_038108009.1|CQUI
OG0006876	LOC108596545|XP_017837927.1|DBUS	LOC6052361|XP_038113421.1|CQUI
OG0006877	LOC108602582|XP_017846211.1|DBUS	LOC6041418|XP_001850680.1|CQUI
OG0006878	LOC108607993|XP_017854640.1|DBUS	LOC6041409|XP_038108999.1|CQUI
OG0006879	LOC108597292|XP_017839258.1|DBUS	LOC6041400|XP_038111481.1|CQUI
OG0006881	LOC108594388|XP_017835043.2|DBUS	LOC6031728|XP_038111585.1|CQUI
OG0006882	LOC108595301|XP_017836004.1|DBUS	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC108608155|XP_033148947.1|DBUS	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC108594447|XP_017835110.1|DBUS	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC108607879|XP_033149980.1|DBUS	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC108601409|XP_017844796.1|DBUS	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC108606439|XP_017852040.1|DBUS	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC108594240|XP_017834843.1|DBUS	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC108608156|XP_017854898.1|DBUS	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC108608183|XP_033149863.1|DBUS	LOC6034125|XP_038110469.1|CQUI
OG0006891	LOC108608558|XP_017855469.1|DBUS	LOC6034124|XP_038110470.1|CQUI
OG0006892	LOC108608544|XP_017855450.1|DBUS	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC108608103|XP_017854803.1|DBUS	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC108608101|XP_017854798.1|DBUS	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC108606828|XP_017852800.1|DBUS	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC108599483|XP_017841822.2|DBUS	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC108608291|XP_033150581.1|DBUS	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC108607794|XP_017854323.1|DBUS	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC108594430|XP_033149965.1|DBUS	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC108595867|XP_017836647.1|DBUS	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC108607598|XP_017853989.1|DBUS	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC108606912|XP_017852942.1|DBUS	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC108601230|XP_033150113.1|DBUS	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC108608460|XP_017855333.1|DBUS	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC108607911|XP_017854514.1|DBUS	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC108598384|XP_017840495.1|DBUS	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC108607501|XP_033149547.1|DBUS	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC108608356|XP_017855191.1|DBUS	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC117134988|XP_033150580.1|DBUS	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC108608341|XP_017855173.1|DBUS	LOC6041631|XP_001850861.1|CQUI
OG0006912	LOC108604264|XP_017849151.1|DBUS	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC108608015|XP_017854678.1|DBUS	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC108599959|XP_017842698.1|DBUS	LOC6031322|XP_001842137.2|CQUI
OG0006916	LOC108608091|XP_033150868.1|DBUS	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC108607607|XP_017853999.1|DBUS	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC108606064|XP_017851403.1|DBUS	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC108608093|XP_017854786.1|DBUS	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC108607985|XP_033150845.1|DBUS	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC108607868|XP_017854446.1|DBUS	LOC6037080|XP_001847031.2|CQUI
OG0006923	LOC108600312|XP_017843300.2|DBUS	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC108608221|XP_017854988.1|DBUS	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC108604403|XP_017849354.1|DBUS	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC108607931|XP_017854536.2|DBUS	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC108607932|XP_017854538.2|DBUS	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC108598278|XP_017840420.2|DBUS	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC108608420|XP_017855271.1|DBUS	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC108598060|XP_017840201.2|DBUS	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC108594217|XP_017834932.1|DBUS	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC108608166|XP_017854912.1|DBUS	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC108602280|XP_017845833.1|DBUS	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC108603478|XP_017847816.1|DBUS	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC108599967|XP_017842714.1|DBUS	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC108608251|XP_017855027.1|DBUS	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC108603526|XP_017847913.1|DBUS	LOC6044591|XP_001862082.1|CQUI
OG0006939	LOC108605525|XP_017850765.1|DBUS	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC108594407|XP_017835063.1|DBUS	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC108607924|XP_033150848.1|DBUS	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC108596924|XP_017838631.1|DBUS	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC108597550|XP_033150889.1|DBUS	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC108606557|XP_017852250.1|DBUS	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC108607577|XP_017853963.1|DBUS	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC108604556|XP_017849574.1|DBUS	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC108600522|XP_017843659.2|DBUS	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC108594329|XP_017834968.1|DBUS	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC108594355|XP_017835002.1|DBUS	LOC6031795|XP_001842503.2|CQUI
OG0006950	LOC108598119|XP_017840228.1|DBUS	LOC6044462|XP_001861976.2|CQUI
OG0006951	LOC108608290|XP_033150628.1|DBUS	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC108601883|XP_017845346.1|DBUS	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC108599912|XP_017842599.1|DBUS	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC108608364|XP_033150781.1|DBUS	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC108601716|XP_017845123.1|DBUS	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC108600716|XP_017843945.2|DBUS	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC108608252|XP_033149245.1|DBUS	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC108598836|XP_017841077.1|DBUS	LOC6037088|XP_001847041.2|CQUI
OG0006961	LOC108598732|XP_017840957.1|DBUS	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC108594253|XP_017834862.1|DBUS	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC108607121|XP_033149539.1|DBUS	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC108594408|XP_017835065.1|DBUS	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC108607795|XP_017854324.1|DBUS	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC108599667|XP_017842141.1|DBUS	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC108597498|XP_017839570.1|DBUS	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC108596559|XP_017837946.1|DBUS	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC108598377|XP_017840487.1|DBUS	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC108607633|XP_017854046.1|DBUS	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC108608279|XP_017855076.1|DBUS	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC108606258|XP_017851703.1|DBUS	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC108594248|XP_017834858.2|DBUS	LOC6031211|XP_038107169.1|CQUI
OG0006975	LOC108607481|XP_017853813.2|DBUS	LOC6031246|XP_001842076.2|CQUI
OG0006976	LOC108607942|XP_017854548.1|DBUS	LOC6031402|XP_038111178.1|CQUI
OG0006977	LOC108596475|XP_017837725.1|DBUS	LOC6031980|XP_038111736.1|CQUI
OG0006978	LOC108607881|XP_017854471.1|DBUS	LOC6036364|XP_038108913.1|CQUI
OG0006979	LOC108607714|XP_017854205.1|DBUS	LOC6037021|XP_038108422.1|CQUI
OG0006980	LOC108599002|XP_017842590.2|DBUS	LOC6037003|XP_001846967.2|CQUI
OG0006981	LOC108608225|XP_017854993.1|DBUS	LOC6037000|XP_001846965.2|CQUI
OG0006982	LOC108608377|XP_017855212.1|DBUS	LOC6036998|XP_038109525.1|CQUI
OG0006983	LOC108601137|XP_017844556.1|DBUS	LOC6036991|XP_038107681.1|CQUI
OG0006984	LOC108608297|XP_017855111.1|DBUS	LOC6036638|XP_038113736.1|CQUI
OG0006985	LOC108607540|XP_017853914.2|DBUS	LOC6053555|XP_001869617.2|CQUI
OG0006986	LOC108594309|XP_017834943.2|DBUS	LOC6053559|XP_038109265.1|CQUI
OG0006987	LOC108595548|XP_017836296.1|DBUS	LOC119766524|XP_038107060.1|CQUI
OG0006989	LOC108607494|XP_017853829.1|DBUS	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC108594477|XP_033149895.1|DBUS	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC108601837|XP_017845269.1|DBUS	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC108607478|XP_033149369.1|DBUS	LOC6040130|XP_038109033.1|CQUI
OG0006993	LOC108607685|XP_017854135.1|DBUS	LOC6036674|XP_038110723.1|CQUI
OG0006994	LOC108608206|XP_017854969.1|DBUS	LOC6044535|XP_038108392.1|CQUI
OG0006998	LOC117134662|XP_033148942.1|DBUS	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC108608488|XP_017855373.1|DBUS	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC108595710|XP_017836481.1|DBUS	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC108607522|XP_017853884.1|DBUS	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC108596982|XP_017838727.1|DBUS	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC108607199|XP_017853355.1|DBUS	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC108604174|XP_017849042.1|DBUS	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC108605266|XP_017850426.1|DBUS	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC108597199|XP_017839127.1|DBUS	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC108608167|XP_017854913.1|DBUS	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC108602596|XP_017846222.1|DBUS	LOC6033142|XP_001843632.2|CQUI
OG0007013	LOC108597049|XP_017838857.2|DBUS	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC108597744|XP_033149186.1|DBUS	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC108608055|XP_017854725.2|DBUS	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC108607864|XP_017854440.2|DBUS	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC108594331|XP_017834969.1|DBUS	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC108607600|XP_017853992.1|DBUS	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC108608086|XP_017854777.1|DBUS	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC108608172|XP_033149748.1|DBUS	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC108608564|XP_017855477.1|DBUS	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC108596712|XP_017838232.1|DBUS	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC108601933|XP_017845400.1|DBUS	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC108605968|XP_017851277.1|DBUS	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC108607713|XP_017854203.1|DBUS	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC108608127|XP_017854846.1|DBUS	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC108607536|XP_033150308.1|DBUS	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC108594731|XP_017835361.2|DBUS	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC108607198|XP_017853351.1|DBUS	LOC6049726|XP_001866437.2|CQUI
OG0007031	LOC108596390|XP_017837561.1|DBUS	LOC6036442|XP_038108484.1|CQUI
OG0007032	LOC108598691|XP_017840901.1|DBUS	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC108607569|XP_017853949.1|DBUS	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC108608042|XP_017854712.1|DBUS	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC108597543|XP_017839637.1|DBUS	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC108599799|XP_017842358.1|DBUS	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC108602840|XP_017846580.1|DBUS	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC108597355|XP_017839353.1|DBUS	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC108595165|XP_017835826.1|DBUS	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC108596685|XP_017838195.2|DBUS	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC108595570|XP_033150749.1|DBUS	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC108599318|XP_017841613.2|DBUS	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC108603831|XP_017848457.1|DBUS	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC108605900|XP_033150900.1|DBUS	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC108604724|XP_017849792.1|DBUS	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC108602700|XP_017846340.1|DBUS	LOC6037994|XP_038109624.1|CQUI
OG0007048	LOC108608347|XP_017855181.2|DBUS	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC108594457|XP_017835122.1|DBUS	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC108598511|XP_017840680.1|DBUS	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC108608060|XP_017854732.1|DBUS	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC108605607|XP_017850872.1|DBUS	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC108604321|XP_017849233.1|DBUS	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC108595163|XP_017835823.1|DBUS	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC108597054|XP_017838862.1|DBUS	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC108601156|XP_017844575.2|DBUS	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC108605697|XP_017850977.1|DBUS	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC108605458|XP_017850633.1|DBUS	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC108606995|XP_017853062.1|DBUS	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC108601945|XP_017845418.1|DBUS	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC108594533|XP_017835225.1|DBUS	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC108607934|XP_017854539.1|DBUS	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC108601673|XP_017845073.1|DBUS	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC108596328|XP_017837443.1|DBUS	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC108608168|XP_017854918.1|DBUS	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC108599206|XP_017841490.1|DBUS	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC108607584|XP_017853972.1|DBUS	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC108596570|XP_017837969.2|DBUS	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC108608381|XP_033150809.1|DBUS	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC108596948|XP_017838676.1|DBUS	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC108597450|XP_017839505.1|DBUS	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC108602605|XP_017846232.1|DBUS	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC108608073|XP_017854758.1|DBUS	LOC6041780|XP_001850997.1|CQUI
OG0007074	LOC108595074|XP_017835711.1|DBUS	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC108608134|XP_017854855.1|DBUS	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC108596687|XP_017838192.1|DBUS	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC108605258|XP_017850374.1|DBUS	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC108597914|XP_017840023.1|DBUS	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC108607627|XP_017854036.1|DBUS	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC108607909|XP_017854512.1|DBUS	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC108606043|XP_017851383.2|DBUS	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC108596893|XP_017838573.1|DBUS	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC108601053|XP_017844434.1|DBUS	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC108607050|XP_017853150.1|DBUS	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC108598316|XP_033150634.1|DBUS	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC108607772|XP_017854291.1|DBUS	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC108598766|XP_033149595.1|DBUS	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC108607743|XP_017854255.1|DBUS	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC108594402|XP_017835058.2|DBUS	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC108606268|XP_033150704.1|DBUS	LOC6033333|XP_038112141.1|CQUI
OG0007091	LOC108596735|XP_017838286.1|DBUS	LOC6033338|XP_001843802.2|CQUI
OG0007092	LOC108604280|XP_017849173.1|DBUS	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC108594232|XP_017834832.1|DBUS	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC108603678|XP_017848059.1|DBUS	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC108600709|XP_017843932.1|DBUS	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC108597155|XP_017839055.1|DBUS	LOC6037988|XP_001847835.2|CQUI
OG0007097	LOC108605322|XP_033150694.1|DBUS	LOC6053312|XP_038107008.1|CQUI
OG0007098	LOC108608163|XP_017854907.2|DBUS	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC108602881|XP_017846671.1|DBUS	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC108608065|XP_017854742.2|DBUS	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC108602447|XP_017846061.1|DBUS	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC108604122|XP_017848903.1|DBUS	LOC6033631|XP_001844058.1|CQUI
OG0007105	LOC108607476|XP_033149409.1|DBUS	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC108598609|XP_033149886.1|DBUS	LOC6033649|XP_038107083.1|CQUI
OG0007107	LOC108608110|XP_017854827.2|DBUS	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC108608499|XP_033149936.1|DBUS	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC108607457|XP_017853782.1|DBUS	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC108607630|XP_017854043.1|DBUS	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC108607550|XP_017853927.1|DBUS	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC108607984|XP_017854627.2|DBUS	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC108604522|XP_017849520.1|DBUS	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC108608327|XP_017855155.2|DBUS	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC108599746|XP_017842249.2|DBUS	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC108607947|XP_017854552.1|DBUS	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC108604387|XP_017849336.2|DBUS	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC108608014|XP_017854683.1|DBUS	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC108605966|XP_017851275.1|DBUS	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC108605522|XP_017850761.1|DBUS	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC108605978|XP_017851289.1|DBUS	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC108607047|XP_017853142.2|DBUS	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC108605402|XP_033150230.1|DBUS	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC117135001|XP_033150650.1|DBUS	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC108600943|XP_017844275.2|DBUS	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC108601067|XP_017844448.2|DBUS	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC108598468|XP_017840602.2|DBUS	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC108599140|XP_017841423.1|DBUS	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC108598458|XP_017840592.1|DBUS	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC108601064|XP_017844445.1|DBUS	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC108599989|XP_017842757.2|DBUS	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC108598456|XP_033149342.1|DBUS	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC108598509|XP_017840675.1|DBUS	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC108600505|XP_017843629.1|DBUS	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC108600257|XP_017843184.1|DBUS	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC108600102|XP_017842961.1|DBUS	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC108606493|XP_017852129.1|DBUS	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC108606330|XP_017851841.1|DBUS	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC108605240|XP_017850343.1|DBUS	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC108605423|XP_017850587.1|DBUS	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC108605068|XP_033150485.1|DBUS	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC108598665|XP_017840867.1|DBUS	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC108603034|XP_017846939.1|DBUS	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC108603856|XP_017848499.1|DBUS	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC108601530|XP_017844919.2|DBUS	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC108602220|XP_017845756.1|DBUS	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC108604604|XP_017849630.1|DBUS	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC108604942|XP_017850066.2|DBUS	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC108597671|XP_017839833.2|DBUS	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC108599955|XP_017842695.2|DBUS	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC117134618|XP_033149565.1|DBUS	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC108605354|XP_017850512.1|DBUS	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC108606458|XP_017852062.1|DBUS, LOC108604380|XP_017849323.1|DBUS	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC108596200|XP_017837205.1|DBUS	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC108596618|XP_017838052.1|DBUS	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC108604384|XP_017849329.1|DBUS	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC117134706|XP_033149109.1|DBUS	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC108599479|XP_017841808.2|DBUS	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC108607256|XP_017853429.2|DBUS	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC108604355|XP_017849279.1|DBUS	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC108605871|XP_017851174.1|DBUS	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC108606752|XP_017852642.1|DBUS	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC108602528|XP_017846151.1|DBUS	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC108602154|XP_017845676.1|DBUS	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC108605213|XP_017850309.1|DBUS	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC108606909|XP_017852938.2|DBUS	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC108605955|XP_017851264.1|DBUS	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC108606457|XP_017852061.1|DBUS	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC108606708|XP_017852576.1|DBUS	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC108604275|XP_017849165.2|DBUS	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC108605668|XP_017850948.1|DBUS	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC108606887|XP_017852902.1|DBUS	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC108606735|XP_017852617.1|DBUS	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC108604763|XP_017849846.1|DBUS	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC108600682|XP_033150604.1|DBUS	LOC6033083|XP_038118027.1|CQUI
