Orthogroup	DBUS.longest_only	DANA.longest_only
OG0008813	LOC108601973|XP_017845455.1|DBUS	LOC6505842|XP_032305549.1|DANA
OG0008816	LOC108598497|XP_017840654.2|DBUS	LOC6493364|XP_001957604.1|DANA
OG0008819	LOC108595177|XP_017835842.1|DBUS	LOC6495511|XP_001959004.1|DANA
OG0008820	LOC108605109|XP_017850164.2|DBUS	LOC6505418|XP_001964886.1|DANA
OG0008821	LOC108606316|XP_017851814.1|DBUS	LOC6503612|XP_001964066.2|DANA
OG0008822	LOC108596606|XP_017838032.1|DBUS	LOC6498578|XP_032311283.1|DANA
OG0008829	LOC108605192|XP_017850273.1|DBUS	LOC6502233|XP_001966032.1|DANA
OG0008830	LOC108605408|XP_033150330.1|DBUS	LOC6505098|XP_032307968.1|DANA
OG0008831	LOC108606689|XP_017852533.1|DBUS	LOC6504859|XP_001966466.1|DANA
OG0008832	LOC108606688|XP_017852530.1|DBUS	LOC6504654|XP_001966465.1|DANA
OG0008833	LOC108605813|XP_017851108.1|DBUS	LOC6503663|XP_032308575.1|DANA
OG0008834	LOC108604339|XP_017849252.1|DBUS	LOC6499885|XP_001953699.1|DANA
OG0008835	LOC108601708|XP_017845113.1|DBUS	LOC26514434|XP_014760920.1|DANA
OG0008836	LOC108597023|XP_017838793.1|DBUS	LOC6495573|XP_014763358.1|DANA
OG0008837	LOC108597065|XP_017838878.1|DBUS	LOC6494147|XP_001960869.1|DANA
OG0008838	LOC108607707|XP_017854196.2|DBUS	LOC6505456|XP_001964916.2|DANA
OG0008839	LOC108596104|XP_017837013.1|DBUS	LOC6495672|XP_001959358.1|DANA
OG0008840	LOC108602385|XP_017845988.1|DBUS	LOC6498183|XP_001962249.1|DANA
OG0008841	LOC108597950|XP_033149603.1|DBUS	LOC6493002|XP_032310158.1|DANA
OG0008842	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS	LOC6495904|XP_001959829.2|DANA
OG0008843	LOC108599644|XP_017842109.1|DBUS	LOC6493399|XP_001957671.2|DANA
OG0008845	LOC108599607|XP_017842053.2|DBUS	LOC6498191|XP_001962266.1|DANA
OG0008847	LOC108603369|XP_017847621.1|DBUS	LOC6500587|XP_001953524.2|DANA
OG0008849	LOC108606931|XP_017852970.1|DBUS	LOC6503924|XP_001963857.2|DANA
OG0008850	LOC108594792|XP_017835420.1|DBUS	LOC6495058|XP_001959151.2|DANA
OG0008851	LOC108601229|XP_017844620.2|DBUS	LOC6498608|XP_001963151.3|DANA, LOC6498609|XP_001963152.2|DANA
OG0008852	LOC108594689|XP_017835318.1|DBUS	LOC6495199|XP_001958871.1|DANA
OG0008854	LOC108594393|XP_017835045.1|DBUS	LOC6497637|XP_001961663.1|DANA
OG0008855	LOC108605147|XP_017850210.1|DBUS	LOC6502098|XP_001966218.1|DANA
OG0008856	LOC108607346|XP_017853519.1|DBUS	LOC6496745|XP_032311654.1|DANA
OG0008857	LOC108599943|XP_017842656.1|DBUS	LOC6506429|XP_001957893.2|DANA
OG0008858	LOC108598768|XP_017840997.2|DBUS	LOC6499961|XP_032305546.1|DANA
OG0008859	LOC108598813|XP_017841047.1|DBUS	LOC6507313|XP_001956266.1|DANA
OG0008860	LOC108604391|XP_017849338.1|DBUS	LOC6505641|XP_001964545.1|DANA
OG0008861	LOC108595481|XP_017836220.1|DBUS	LOC6495237|XP_001958788.1|DANA
OG0008862	LOC108603940|XP_017848623.1|DBUS	LOC6499871|XP_001953734.1|DANA
OG0008863	LOC108608481|XP_017855365.2|DBUS	LOC6497749|XP_001961428.3|DANA
OG0008864	LOC108595006|XP_017835630.1|DBUS	LOC6496116|XP_001960262.1|DANA
OG0008865	LOC108597253|XP_017839198.2|DBUS	LOC6506128|XP_001965119.3|DANA
OG0008866	LOC108596405|XP_017837587.2|DBUS	LOC6497861|XP_032307641.1|DANA
OG0008867	LOC108605021|XP_017850077.1|DBUS	LOC6503989|XP_001963965.1|DANA
OG0008868	LOC108597331|XP_017839315.1|DBUS	LOC6495561|XP_001959108.1|DANA
OG0008869	LOC108600899|XP_017844213.2|DBUS	LOC6493870|XP_032310010.1|DANA
OG0008870	LOC108598972|XP_017841234.1|DBUS	LOC6506301|XP_001958162.1|DANA
OG0008871	LOC108600945|XP_017844277.1|DBUS	LOC6493810|XP_014764543.1|DANA, LOC6506111|XP_001958528.1|DANA
OG0008872	LOC108596422|XP_017837635.1|DBUS	LOC6507070|XP_014760594.1|DANA
OG0008873	LOC108603942|XP_017848666.1|DBUS	LOC6498239|XP_032307310.1|DANA
OG0008874	LOC108594888|XP_017835514.1|DBUS	LOC6495507|XP_001958998.1|DANA
OG0008875	LOC108596435|XP_017837653.1|DBUS	LOC6494669|XP_001959899.1|DANA
OG0008876	LOC108607421|XP_017853709.1|DBUS	LOC6505343|XP_032308040.1|DANA
OG0008877	LOC108600681|XP_017843877.1|DBUS	LOC6506208|XP_001958341.1|DANA
OG0008878	LOC108598158|XP_017840267.1|DBUS	LOC6497200|XP_001962567.1|DANA
OG0008879	LOC108605897|XP_017851201.1|DBUS	LOC6496287|XP_001960618.2|DANA
OG0008880	LOC108597448|XP_017839502.2|DBUS	LOC6501363|XP_001955078.1|DANA
OG0008881	LOC108597483|XP_017839549.1|DBUS	LOC6496459|XP_001960951.1|DANA
OG0008882	LOC108607715|XP_033149961.1|DBUS	LOC6504553|XP_001964920.2|DANA
OG0008883	LOC108603437|XP_017847748.1|DBUS	LOC6501700|XP_001955795.1|DANA
OG0008884	LOC108602590|XP_017846218.1|DBUS	LOC6499560|XP_001954382.1|DANA
OG0008885	LOC108594513|XP_017835205.2|DBUS	LOC6497536|XP_001961887.1|DANA
OG0008886	LOC108596466|XP_017837712.1|DBUS	LOC6496299|XP_032306750.1|DANA
OG0008887	LOC108597116|XP_017838982.1|DBUS	LOC6495041|XP_001959183.1|DANA
OG0008888	LOC108598851|XP_017841098.1|DBUS	LOC6506455|XP_001957844.1|DANA
OG0008889	LOC108595264|XP_017836002.1|DBUS	LOC6496129|XP_001960290.1|DANA
OG0008891	LOC108600942|XP_017844270.1|DBUS	LOC6507696|XP_014765409.1|DANA
OG0008892	LOC108597184|XP_017839099.1|DBUS	LOC6494243|XP_001960674.1|DANA
OG0008893	LOC108598588|XP_017840771.1|DBUS	LOC6506605|XP_001957560.1|DANA
OG0008894	LOC108604593|XP_017849616.1|DBUS	LOC6501622|XP_001955623.2|DANA
OG0008895	LOC108602783|XP_017846484.1|DBUS	LOC6505812|XP_001964414.1|DANA
OG0008897	LOC108602867|XP_017846645.1|DBUS	LOC6505791|XP_001964382.1|DANA
OG0008898	LOC108596594|XP_017838012.1|DBUS	LOC6495806|XP_032306597.1|DANA
OG0008899	LOC108607451|XP_017853777.2|DBUS	LOC6497467|XP_001962020.1|DANA
OG0008900	LOC108607581|XP_017853966.1|DBUS	LOC6497655|XP_001961626.1|DANA
OG0008901	LOC108601009|XP_017844368.1|DBUS	LOC6507428|XP_032309879.1|DANA
OG0008903	LOC108603400|XP_017847677.2|DBUS	LOC6497894|XP_032307400.1|DANA
OG0008904	LOC108594879|XP_017835506.1|DBUS	LOC6494551|XP_014762838.1|DANA
OG0008905	LOC108607335|XP_033150530.1|DBUS	LOC6505469|XP_032311776.1|DANA
OG0008906	LOC108600127|XP_017842998.1|DBUS	LOC6506476|XP_032310051.1|DANA
OG0008907	LOC108601528|XP_017844917.1|DBUS	LOC6503442|XP_001967490.1|DANA
OG0008908	LOC108603737|XP_017848281.1|DBUS	LOC6500446|XP_032312278.1|DANA
OG0008909	LOC108601976|XP_017845459.1|DBUS	LOC6499228|XP_001955066.1|DANA
OG0008910	LOC108603756|XP_017848323.1|DBUS	LOC6500557|XP_032307928.1|DANA
OG0008911	LOC108603317|XP_017847519.1|DBUS	LOC6505858|XP_032305532.1|DANA
OG0008912	LOC108602224|XP_017845760.1|DBUS	LOC6500975|XP_032305622.1|DANA
OG0008913	LOC108603278|XP_017847427.1|DBUS	LOC6506021|XP_001964788.1|DANA
OG0008914	LOC108602649|XP_017846284.1|DBUS	LOC6498962|XP_001955601.2|DANA, LOC6498963|XP_001955600.1|DANA
OG0008915	LOC108602413|XP_017846015.1|DBUS	LOC6499975|XP_001953508.1|DANA
OG0008916	LOC108608515|XP_033150028.1|DBUS	LOC6497409|XP_032307355.1|DANA
OG0008917	LOC108600039|XP_017842664.2|DBUS	LOC6505483|XP_001964938.1|DANA
OG0008918	LOC108607279|XP_017853463.1|DBUS, LOC108594512|XP_017835203.1|DBUS	LOC6503376|XP_001965342.2|DANA
OG0008919	LOC108603166|XP_033150829.1|DBUS	LOC6507392|XP_001965364.2|DANA
OG0008920	LOC108598749|XP_017840974.2|DBUS	LOC6507097|XP_001956675.1|DANA
OG0008921	LOC108608192|XP_017854951.1|DBUS	LOC26513678|XP_014762257.1|DANA
OG0008922	LOC108601081|XP_017844474.1|DBUS	LOC6504196|XP_032311866.1|DANA, LOC6497201|XP_001962566.2|DANA
OG0008923	LOC108595243|XP_017835931.1|DBUS	LOC6496572|XP_001961180.1|DANA
OG0008924	LOC108597105|XP_017838966.1|DBUS	LOC6495598|XP_001959174.2|DANA
OG0008925	LOC108596660|XP_017838136.1|DBUS	LOC6495031|XP_001959204.1|DANA
OG0008926	LOC108595310|XP_033148948.1|DBUS	LOC6494819|XP_014763005.1|DANA
OG0008927	LOC108595199|XP_017835875.1|DBUS	LOC6496462|XP_014763838.1|DANA
OG0008928	LOC108595826|XP_017836605.1|DBUS	LOC6495535|XP_001959050.1|DANA
OG0008929	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS	LOC6493986|XP_001961198.1|DANA
OG0008930	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS	LOC26515358|XP_014767420.1|DANA
OG0008931	LOC108595531|XP_017836274.1|DBUS	LOC6496402|XP_001960839.1|DANA
OG0008932	LOC108595974|XP_017836750.1|DBUS	LOC6494408|XP_001960388.1|DANA
OG0008933	LOC108595916|XP_017836696.1|DBUS	LOC6495276|XP_001958722.1|DANA
OG0008935	LOC108595216|XP_017835893.1|DBUS	LOC6495545|XP_001959070.1|DANA
OG0008936	LOC108597477|XP_017839541.1|DBUS	LOC6496104|XP_001960233.1|DANA
OG0008937	LOC108596193|XP_017837198.1|DBUS	LOC6494337|XP_001960506.1|DANA
OG0008939	LOC108597141|XP_017839022.1|DBUS	LOC6494606|XP_001960021.1|DANA
OG0008940	LOC108596985|XP_017838730.2|DBUS	LOC6494456|XP_001960289.1|DANA
OG0008941	LOC108606867|XP_017852867.1|DBUS	LOC6503551|XP_032308752.1|DANA
OG0008942	LOC108605530|XP_017850770.1|DBUS	LOC6505159|XP_001965458.3|DANA
OG0008943	LOC108607008|XP_017853077.1|DBUS	LOC6503037|XP_001963365.2|DANA
OG0008944	LOC108606849|XP_017852835.1|DBUS	LOC6503744|XP_001963821.1|DANA
OG0008945	LOC108607045|XP_017853140.1|DBUS	LOC6503709|XP_001963885.1|DANA
OG0008946	LOC108606126|XP_017851470.1|DBUS	LOC6503101|XP_001963424.1|DANA
OG0008947	LOC108605008|XP_017850063.1|DBUS, LOC108605009|XP_017850064.1|DBUS	LOC6504699|XP_032309089.1|DANA
OG0008948	LOC108604910|XP_033150174.1|DBUS	LOC6504878|XP_032309246.1|DANA
OG0008949	LOC108599367|XP_017841661.1|DBUS	LOC26514506|XP_014765632.1|DANA, LOC26513721|XP_014765526.1|DANA
OG0008950	LOC108605621|XP_017850892.1|DBUS	LOC116655069|XP_032308014.1|DANA, LOC6505144|XP_001965433.2|DANA, LOC6504299|XP_001967689.2|DANA, LOC116656482|XP_032312034.1|DANA
OG0008951	LOC108599364|XP_017841654.2|DBUS	LOC6506551|XP_032310100.1|DANA
OG0008952	LOC108606079|XP_017851412.1|DBUS	LOC6505275|XP_001965666.1|DANA
OG0008953	LOC108599883|XP_017842553.1|DBUS	LOC6506264|XP_032310064.1|DANA
OG0008955	LOC108598312|XP_017840417.1|DBUS	LOC6507424|XP_001956041.1|DANA
OG0008956	LOC108598186|XP_017840291.2|DBUS	LOC26513708|XP_014765522.2|DANA
OG0008957	LOC108600104|XP_033149721.1|DBUS	LOC26514685|XP_032309769.1|DANA
OG0008958	LOC108598586|XP_017840769.1|DBUS	LOC6507788|XP_001956343.2|DANA
OG0008959	LOC108599136|XP_017841414.1|DBUS	LOC6507111|XP_032310802.1|DANA
OG0008960	LOC108601059|XP_033149669.1|DBUS	LOC6507137|XP_001956606.2|DANA
OG0008961	LOC108600293|XP_017843266.2|DBUS	LOC6497616|XP_001961706.1|DANA
OG0008962	LOC108606965|XP_017853016.1|DBUS	LOC6503662|XP_001963978.1|DANA
OG0008963	LOC108604980|XP_017850039.1|DBUS	LOC6504990|XP_001965678.1|DANA
OG0008964	LOC108605776|XP_017851068.1|DBUS	LOC6503944|XP_001963889.3|DANA
OG0008965	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS	LOC26513846|XP_032311074.1|DANA
OG0008966	LOC108603243|XP_017848644.2|DBUS	LOC6497783|XP_001961443.1|DANA
OG0008967	LOC108596724|XP_017838259.1|DBUS	LOC6493705|XP_001958272.2|DANA
OG0008967	LOC108599163|XP_017841439.1|DBUS	LOC6506227|XP_001958305.1|DANA
OG0008968	LOC108602977|XP_017846854.1|DBUS	LOC6497996|XP_001961864.1|DANA
OG0008969	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS	LOC6502435|XP_001961860.2|DANA
OG0008970	LOC108603208|XP_017847287.1|DBUS	LOC6497545|XP_032307442.1|DANA, LOC6497544|XP_001961859.1|DANA
OG0008971	LOC108599007|XP_017841272.1|DBUS	LOC6507732|XP_032310282.1|DANA
OG0008972	LOC108599116|XP_017841394.1|DBUS	LOC6506192|XP_001958370.1|DANA, LOC6506193|XP_001958369.1|DANA
OG0008973	LOC108599016|XP_017841284.2|DBUS	LOC6506333|XP_001958082.1|DANA
OG0008975	LOC117134848|XP_033149918.1|DBUS	LOC6495351|XP_014763271.1|DANA
OG0008978	LOC108595754|XP_017836533.1|DBUS	LOC6505832|XP_001965034.1|DANA, LOC6496669|XP_001961369.1|DANA
OG0008979	LOC108600095|XP_017842950.1|DBUS	LOC6505980|XP_001965060.1|DANA
OG0008985	LOC108598105|XP_017840211.2|DBUS	LOC6507020|XP_001956810.1|DANA
OG0008987	LOC108607485|XP_017853816.1|DBUS	LOC6496985|XP_001962994.1|DANA
OG0008989	LOC108605620|XP_017850890.1|DBUS	LOC6505115|XP_001965432.2|DANA
OG0008990	LOC108598189|XP_033149564.1|DBUS	LOC6507289|XP_001956306.1|DANA
OG0008991	LOC108601869|XP_017845316.1|DBUS	LOC116654530|XP_032305626.1|DANA
OG0008992	LOC108601592|XP_017844980.1|DBUS	LOC6500690|XP_001953729.2|DANA
OG0008993	LOC108600777|XP_033149508.1|DBUS	LOC6507190|XP_001956517.1|DANA
OG0008994	LOC108607543|XP_017853917.1|DBUS	LOC6497449|XP_001962055.1|DANA
OG0008995	LOC108595607|XP_017836362.1|DBUS	LOC6496306|XP_001960664.2|DANA
OG0008997	LOC108606395|XP_017851962.1|DBUS	LOC6504887|XP_001966532.1|DANA
OG0008999	LOC108605412|XP_017850570.2|DBUS	LOC6498809|XP_001967301.3|DANA
OG0009001	LOC108594396|XP_017835051.2|DBUS	LOC6497519|XP_001961920.1|DANA
OG0009002	LOC108604031|XP_017848772.1|DBUS	LOC26513770|XP_014767211.1|DANA
OG0009003	LOC108598940|XP_017841195.2|DBUS	LOC6506386|XP_001957973.2|DANA
OG0009005	LOC108608535|XP_017855438.2|DBUS	LOC6497052|XP_001962846.1|DANA
OG0009006	LOC108603495|XP_017847842.1|DBUS	LOC6505677|XP_001964477.1|DANA
OG0009007	LOC108598451|XP_017840582.1|DBUS	LOC6507003|XP_032310249.1|DANA
OG0009008	LOC108602927|XP_017846757.1|DBUS	LOC6500137|XP_001953154.1|DANA
OG0009009	LOC108598124|XP_017840230.1|DBUS	LOC6507406|XP_001956078.1|DANA
OG0009010	LOC108600584|XP_017843747.1|DBUS	LOC6506824|XP_001957173.1|DANA
OG0009011	LOC108599744|XP_017842243.1|DBUS	LOC6506518|XP_001957730.1|DANA
OG0009012	LOC108596572|XP_017837970.1|DBUS	LOC6494951|XP_032306444.1|DANA
OG0009013	LOC108606656|XP_017852462.1|DBUS	LOC6503537|XP_001964194.1|DANA
OG0009014	LOC108599755|XP_017842258.1|DBUS	LOC6493397|XP_001957669.1|DANA
OG0009015	LOC108600998|XP_017844352.1|DBUS	LOC6493508|XP_001957894.2|DANA
OG0009016	LOC108599909|XP_017842595.1|DBUS	LOC6493500|XP_001957873.2|DANA
OG0009017	LOC108596538|XP_017837919.1|DBUS	LOC6497796|XP_001961464.1|DANA
OG0009018	LOC108607365|XP_017853569.1|DBUS	LOC6503310|XP_032308645.1|DANA
OG0009019	LOC108607395|XP_017853652.1|DBUS	LOC6504358|XP_032311693.1|DANA
OG0009020	LOC108601695|XP_017845094.1|DBUS	LOC6499500|XP_014766112.1|DANA
OG0009021	LOC108604638|XP_017849676.1|DBUS	LOC6501127|XP_001954600.1|DANA
OG0009022	LOC108602118|XP_017845632.2|DBUS	LOC6500874|XP_032312201.1|DANA
OG0009023	LOC108602505|XP_033149978.1|DBUS	LOC6501491|XP_001955357.1|DANA
OG0009024	LOC108603177|XP_017847226.1|DBUS	LOC6505830|XP_001964448.1|DANA
OG0009025	LOC108602944|XP_017846781.1|DBUS	LOC6499836|XP_001953809.1|DANA
OG0009026	LOC108601490|XP_017844876.1|DBUS	LOC6501648|XP_001955676.2|DANA
OG0009027	LOC108596368|XP_017837523.1|DBUS	LOC26515402|XP_014764124.1|DANA
OG0009028	LOC108598916|XP_017841169.2|DBUS	LOC6507297|XP_001956294.1|DANA
OG0009029	LOC108608401|XP_017855248.1|DBUS	LOC6498403|XP_001962725.1|DANA
OG0009030	LOC108607635|XP_017854048.1|DBUS	LOC6497976|XP_001961829.1|DANA
OG0009031	LOC108604410|XP_017849366.1|DBUS	LOC6500097|XP_001953233.1|DANA
OG0009032	LOC108604411|XP_017849367.1|DBUS	LOC6500448|XP_001953232.1|DANA
OG0009033	LOC108594225|XP_017834824.2|DBUS	LOC6498453|XP_001962852.3|DANA
OG0009034	LOC108594500|XP_017835099.1|DBUS	LOC6496701|XP_032309178.1|DANA
OG0009035	LOC108602895|XP_017850788.1|DBUS	LOC6504543|XP_001964928.1|DANA
OG0009036	LOC108594633|XP_033150954.1|DBUS	LOC6494345|XP_001960493.1|DANA
OG0009037	LOC108596920|XP_017838627.2|DBUS	LOC6498493|XP_032310961.1|DANA
OG0009038	LOC108602766|XP_017846427.1|DBUS	LOC26514583|XP_014767305.1|DANA
OG0009039	LOC108602268|XP_017845812.1|DBUS	LOC6499263|XP_001954998.1|DANA
OG0009040	LOC108595439|XP_017836160.1|DBUS	LOC6494201|XP_001960761.1|DANA
OG0009041	LOC108603733|XP_017848271.1|DBUS	LOC6498846|XP_001955811.1|DANA
OG0009043	LOC108607823|XP_017854360.1|DBUS	LOC6497080|XP_001962796.1|DANA
OG0009044	LOC108607480|XP_017853810.2|DBUS	LOC6496987|XP_001962991.1|DANA
OG0009045	LOC108604284|XP_017849176.1|DBUS	LOC6501142|XP_014766904.1|DANA
OG0009046	LOC108600640|XP_033149454.1|DBUS	LOC6493802|XP_032310838.1|DANA
OG0009047	LOC108595318|XP_017836027.1|DBUS	LOC6495995|XP_014763580.1|DANA
OG0009048	LOC108600047|XP_017842885.1|DBUS	LOC6504311|XP_001965045.1|DANA
OG0009049	LOC108602103|XP_017845616.1|DBUS	LOC6494187|XP_001965966.1|DANA
OG0009050	LOC108603311|XP_017847501.2|DBUS	LOC6497094|XP_001962767.1|DANA
OG0009051	LOC108596579|XP_017837992.1|DBUS	LOC6508047|XP_001959039.1|DANA
OG0009052	LOC108604570|XP_017849589.1|DBUS	LOC6499638|XP_001954244.1|DANA
OG0009053	LOC108603377|XP_017847634.1|DBUS	LOC6503416|XP_032312307.1|DANA
OG0009054	LOC108603851|XP_017848493.1|DBUS	LOC6500536|XP_014766603.1|DANA
OG0009055	LOC108598937|XP_017841191.1|DBUS	LOC6497524|XP_001961910.1|DANA
OG0009056	LOC108608468|XP_017855344.2|DBUS	LOC6497287|XP_001962387.2|DANA
OG0009057	LOC108599697|XP_017842183.1|DBUS	LOC6507667|XP_014765398.1|DANA
OG0009058	LOC108607348|XP_017853521.1|DBUS	LOC6498715|XP_032311981.1|DANA
OG0009059	LOC108601026|XP_017844392.1|DBUS	LOC6493406|XP_014764362.1|DANA
OG0009060	LOC108601472|XP_017844860.1|DBUS	LOC6501253|XP_001954855.1|DANA
OG0009061	LOC108596928|XP_017838638.1|DBUS	LOC6495508|XP_001959001.1|DANA
OG0009062	LOC108595236|XP_017835924.1|DBUS	LOC6496430|XP_001960900.1|DANA
OG0009064	LOC108595053|XP_017835685.1|DBUS	LOC6495157|XP_001958942.1|DANA
OG0009065	LOC108604505|XP_017849492.1|DBUS	LOC6501537|XP_001955441.1|DANA
OG0009066	LOC108599019|XP_017841288.2|DBUS	LOC6507757|XP_001956286.1|DANA
OG0009067	LOC108599986|XP_017842747.1|DBUS	LOC6493840|XP_014764574.1|DANA
OG0009068	LOC108596265|XP_017837313.1|DBUS	LOC6494571|XP_032307293.1|DANA
OG0009069	LOC108594379|XP_017835028.1|DBUS	LOC6506085|XP_001965113.2|DANA
OG0009070	LOC108597566|XP_017839664.1|DBUS	LOC6494340|XP_014762757.1|DANA
OG0009071	LOC108602884|XP_017846675.1|DBUS	LOC6500052|XP_014766356.1|DANA
OG0009072	LOC108602266|XP_017845810.1|DBUS	LOC6502721|XP_001964369.1|DANA
OG0009073	LOC108604322|XP_017849234.1|DBUS	LOC6500131|XP_001953164.1|DANA
OG0009074	LOC108604626|XP_017849663.1|DBUS	LOC6499430|XP_001954655.1|DANA
OG0009075	LOC108601932|XP_017845399.1|DBUS	LOC6498881|XP_001955748.1|DANA
OG0009076	LOC108604596|XP_017849618.1|DBUS	LOC6499622|XP_001954275.1|DANA
OG0009077	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS	LOC6501670|XP_001955719.2|DANA
OG0009078	LOC108603588|XP_017848018.1|DBUS	LOC6499538|XP_001954414.1|DANA
OG0009079	LOC108603498|XP_017847850.1|DBUS	LOC6503452|XP_032312324.1|DANA
OG0009081	LOC108602661|XP_017846296.1|DBUS	LOC6499591|XP_001954336.1|DANA
OG0009082	LOC108602148|XP_017845669.1|DBUS	LOC6505699|XP_001964433.1|DANA
OG0009083	LOC108605374|XP_033150268.1|DBUS	LOC6503930|XP_001963864.3|DANA
OG0009084	LOC108604805|XP_017849896.1|DBUS	LOC6500333|XP_014766506.1|DANA
OG0009086	LOC108604420|XP_017849375.1|DBUS	LOC6499607|XP_014766148.1|DANA
OG0009087	LOC108604075|XP_017848833.1|DBUS	LOC6501453|XP_001955289.2|DANA
OG0009088	LOC108601577|XP_033149787.1|DBUS	LOC6505558|XP_032305718.1|DANA, LOC6505556|XP_001964707.2|DANA
OG0009089	LOC108607075|XP_017853184.1|DBUS	LOC6503615|XP_001964062.1|DANA
OG0009090	LOC108602991|XP_017846874.1|DBUS	LOC6499024|XP_001955490.1|DANA
OG0009091	LOC108602223|XP_017845759.1|DBUS	LOC6499616|XP_001954284.2|DANA
OG0009092	LOC108602190|XP_017845726.2|DBUS	LOC6499212|XP_014765940.1|DANA
OG0009093	LOC108603334|XP_017847548.1|DBUS	LOC6500371|XP_001953071.1|DANA
OG0009094	LOC108601382|XP_017844771.1|DBUS	LOC6505998|XP_001964755.3|DANA
OG0009095	LOC108601381|XP_033149909.1|DBUS	LOC6505997|XP_001964753.2|DANA
OG0009096	LOC108602612|XP_017846238.1|DBUS	LOC6501339|XP_001955023.1|DANA
OG0009097	LOC108602651|XP_017846286.1|DBUS	LOC6499251|XP_001955022.2|DANA
OG0009098	LOC108604386|XP_017849331.1|DBUS	LOC6501335|XP_001955015.1|DANA
OG0009099	LOC108604609|XP_017849637.1|DBUS	LOC6501582|XP_001955519.1|DANA
OG0009100	LOC108600459|XP_033149877.1|DBUS	LOC6497346|XP_001962272.1|DANA
OG0009101	LOC108607525|XP_017853931.1|DBUS	LOC6497993|XP_001961853.1|DANA
OG0009102	LOC108608526|XP_017855425.1|DBUS	LOC6497854|XP_014761851.1|DANA
OG0009103	LOC108608205|XP_017854967.1|DBUS	LOC6498061|XP_001962003.1|DANA
OG0009104	LOC108603764|XP_017848342.1|DBUS	LOC6497474|XP_001962000.1|DANA
OG0009105	LOC108601893|XP_017845361.1|DBUS	LOC6498455|XP_001962859.2|DANA
OG0009106	LOC108608319|XP_017855179.2|DBUS	LOC6498124|XP_001962128.1|DANA
OG0009107	LOC108597936|XP_017840044.1|DBUS	LOC6498662|XP_001963268.1|DANA
OG0009108	LOC108602001|XP_017845491.1|DBUS	LOC6501306|XP_001954962.2|DANA
OG0009109	LOC108607867|XP_017854444.1|DBUS	LOC6498483|XP_001962918.1|DANA
OG0009110	LOC108607534|XP_017853903.1|DBUS	LOC6507500|XP_001965387.1|DANA
OG0009111	LOC108598670|XP_017840875.1|DBUS	LOC6507699|XP_001956167.1|DANA
OG0009112	LOC108607927|XP_017854530.1|DBUS	LOC6507962|XP_001965362.1|DANA
OG0009113	LOC108596470|XP_033149904.1|DBUS	LOC6498619|XP_001963166.2|DANA
OG0009114	LOC108600905|XP_017844224.1|DBUS	LOC6505506|XP_001964956.2|DANA
OG0009115	LOC108606099|XP_017851434.2|DBUS	LOC6498217|XP_001962324.1|DANA
OG0009116	LOC108594797|XP_017835428.1|DBUS	LOC6497731|XP_001961469.1|DANA
OG0009117	LOC108603487|XP_017847554.2|DBUS	LOC6497137|XP_001962685.2|DANA
OG0009119	LOC108607748|XP_017854265.1|DBUS	LOC6497103|XP_001962749.1|DANA
OG0009120	LOC108598062|XP_033149586.1|DBUS	LOC6507284|XP_001956312.3|DANA
OG0009121	LOC108597079|XP_017838903.1|DBUS	LOC6496581|XP_001961194.2|DANA
OG0009122	LOC108595756|XP_017836535.1|DBUS	LOC6494705|XP_032306950.1|DANA
OG0009123	LOC108595877|XP_017836656.1|DBUS	LOC6495049|XP_001959171.1|DANA
OG0009124	LOC108594848|XP_017835475.1|DBUS	LOC6497830|XP_001961533.2|DANA
OG0009125	LOC108595550|XP_017836297.1|DBUS	LOC6495533|XP_001959048.1|DANA
OG0009127	LOC108596278|XP_017837339.1|DBUS	LOC6494104|XP_001960968.1|DANA
OG0009128	LOC108595788|XP_017836569.1|DBUS	LOC6495553|XP_001959088.1|DANA
OG0009129	LOC108595784|XP_017836565.1|DBUS	LOC6495218|XP_001958822.1|DANA
OG0009130	LOC108595246|XP_017835936.1|DBUS	LOC6496481|XP_014763854.1|DANA
OG0009131	LOC108596790|XP_017838382.1|DBUS	LOC6494098|XP_014762638.1|DANA
OG0009132	LOC108596810|XP_017838414.1|DBUS	LOC6494396|XP_001960408.1|DANA
OG0009133	LOC108594714|XP_017835342.1|DBUS	LOC6496525|XP_001961069.1|DANA
OG0009134	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS	LOC6496215|XP_001960464.1|DANA
OG0009135	LOC108594646|XP_017835277.1|DBUS	LOC6495560|XP_001959104.2|DANA
OG0009136	LOC108596068|XP_017836951.1|DBUS	LOC6494661|XP_001959913.1|DANA
OG0009137	LOC108597740|XP_017839930.1|DBUS	LOC6495701|XP_001959402.1|DANA
OG0009138	LOC108595835|XP_017836614.1|DBUS	LOC6494928|XP_001959399.1|DANA
OG0009139	LOC108596276|XP_017837337.1|DBUS	LOC6494654|XP_001959925.1|DANA
