Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0007884	LOC108006829|XP_036671987.1|DSUZ	LOC119649050|XP_037906956.1|HILL
OG0007885	LOC108009481|XP_016929355.1|DSUZ	LOC119658277|XP_037921500.1|HILL
OG0007886	LOC108021662|XP_016945965.1|DSUZ	LOC119660525|XP_037925074.1|HILL
OG0007887	LOC108006805|XP_016925842.2|DSUZ	LOC119653638|XP_037914356.1|HILL
OG0007888	LOC108014598|XP_016936250.2|DSUZ	LOC119648064|XP_037905461.1|HILL
OG0007889	LOC108012405|XP_016933254.1|DSUZ	LOC119648150|XP_037905649.1|HILL
OG0007890	LOC108013091|XP_016934214.1|DSUZ	LOC119648018|XP_037905352.1|HILL
OG0007891	LOC108018728|XP_016941790.2|DSUZ	LOC119659292|XP_037923232.1|HILL
OG0007892	LOC108010627|XP_016931008.2|DSUZ	LOC119653302|XP_037913832.1|HILL
OG0007894	LOC108013293|XP_016934560.1|DSUZ	LOC119648045|XP_037905425.1|HILL
OG0007895	LOC108012987|XP_016934046.1|DSUZ	LOC119647844|XP_037905029.1|HILL
OG0007896	LOC108012642|XP_016933555.1|DSUZ	LOC119648668|XP_037906384.1|HILL
OG0007898	LOC108012539|XP_016933442.1|DSUZ	LOC119648614|XP_037906312.1|HILL
OG0007899	LOC108015555|XP_036671030.1|DSUZ	LOC119649598|XP_037907740.1|HILL
OG0007900	LOC108009055|XP_016928548.1|DSUZ	LOC119660478|XP_037924997.1|HILL
OG0007901	LOC108013152|XP_016934330.1|DSUZ	LOC119647571|XP_037904498.1|HILL
OG0007902	LOC108005193|XP_016923867.1|DSUZ	LOC119657140|XP_037919840.1|HILL
OG0007905	LOC108019183|XP_016942442.1|DSUZ	LOC119651287|XP_037910730.1|HILL
OG0007906	LOC108013617|XP_016935047.2|DSUZ	LOC119648962|XP_037906810.1|HILL
OG0007907	LOC108014472|XP_016936086.1|DSUZ	LOC119647477|XP_037904345.1|HILL
OG0007908	LOC108014473|XP_016936089.1|DSUZ	LOC119648198|XP_037905722.1|HILL
OG0007909	LOC108016752|XP_016938988.1|DSUZ	LOC119647123|XP_037903837.1|HILL
OG0007910	LOC108020709|XP_036672472.1|DSUZ, LOC108011775|XP_036671658.1|DSUZ	LOC119648758|XP_037906512.1|HILL
OG0007911	LOC108014524|XP_016936152.2|DSUZ	LOC119649565|XP_037907693.1|HILL
OG0007912	LOC108013522|XP_016934907.1|DSUZ	LOC119648243|XP_037905803.1|HILL
OG0007913	LOC108014525|XP_016936153.1|DSUZ	LOC119649566|XP_037907694.1|HILL
OG0007914	LOC108014649|XP_036672196.1|DSUZ	LOC119647405|XP_037904208.1|HILL
OG0007915	LOC108005628|XP_016924427.2|DSUZ	LOC119648755|XP_037906508.1|HILL
OG0007916	LOC108018311|XP_016941343.1|DSUZ	LOC119655194|XP_037916891.1|HILL
OG0007917	LOC108008687|XP_016928069.1|DSUZ	LOC119647171|XP_037903904.1|HILL
OG0007918	LOC108017748|XP_016940349.1|DSUZ	LOC119653633|XP_037914343.1|HILL
OG0007921	LOC108008781|XP_016928168.1|DSUZ	LOC119661286|XP_037926490.1|HILL
OG0007922	LOC108019257|XP_036673845.1|DSUZ	LOC119655575|XP_037917435.1|HILL
OG0007923	LOC108021791|XP_036676950.1|DSUZ	LOC119653402|XP_037913895.1|HILL
OG0007924	LOC108019918|XP_016943511.1|DSUZ	LOC119658909|XP_037922643.1|HILL
OG0007925	LOC108008301|XP_016927607.1|DSUZ	LOC119646271|XP_037902607.1|HILL, LOC119646676|XP_037903136.1|HILL
OG0007926	LOC108017985|XP_016940817.1|DSUZ	LOC119661790|XP_037927202.1|HILL
OG0007927	LOC108020989|XP_016944937.1|DSUZ	LOC119660778|XP_037925486.1|HILL
OG0007928	LOC108007867|XP_016927118.1|DSUZ	LOC119650732|XP_037909691.1|HILL
OG0007929	LOC108021095|XP_016945109.1|DSUZ	LOC119653028|XP_037913400.1|HILL
OG0007930	LOC108008284|XP_016927561.1|DSUZ	LOC119659582|XP_037923666.1|HILL
OG0007932	LOC108006315|XP_016925307.1|DSUZ	LOC119648611|XP_037906311.1|HILL
OG0007933	LOC118877814|XP_036673857.1|DSUZ	LOC119646156|XP_037902455.1|HILL
OG0007934	LOC108011632|XP_016932310.2|DSUZ	LOC119651759|XP_037911425.1|HILL
OG0007935	LOC108014594|XP_016936249.1|DSUZ	LOC119651495|XP_037911038.1|HILL
OG0007936	LOC108021494|XP_016945726.1|DSUZ	LOC119650658|XP_037909521.1|HILL
OG0007937	LOC108019179|XP_016942437.1|DSUZ	LOC119647299|XP_037904130.1|HILL
OG0007938	LOC108020885|XP_016944777.1|DSUZ	LOC119656697|XP_037919134.1|HILL
OG0007939	LOC108021260|XP_016945376.1|DSUZ	LOC119661551|XP_037926867.1|HILL
OG0007940	LOC108021375|XP_036668759.1|DSUZ	LOC119647087|XP_037903788.1|HILL
OG0007942	LOC108019175|XP_016942427.1|DSUZ	LOC119655825|XP_037917859.1|HILL
OG0007943	LOC108017266|XP_036678695.1|DSUZ	LOC119651918|XP_037911674.1|HILL
OG0007944	LOC108012871|XP_016933848.1|DSUZ	LOC119652697|XP_037912904.1|HILL
OG0007946	LOC108010289|XP_016930648.1|DSUZ	LOC119651289|XP_037910732.1|HILL
OG0007947	LOC108021267|XP_016945389.1|DSUZ	LOC119651380|XP_037910881.1|HILL
OG0007948	LOC108021500|XP_016945737.2|DSUZ	LOC119650605|XP_037909393.1|HILL
OG0007949	LOC108004731|XP_016923244.1|DSUZ	LOC119655734|XP_037917715.1|HILL
OG0007950	LOC108020489|XP_016944312.1|DSUZ	LOC119661197|XP_037926347.1|HILL
OG0007951	LOC108021209|XP_016945296.1|DSUZ	LOC119646253|XP_037902616.1|HILL
OG0007952	LOC108021439|XP_016945645.1|DSUZ	LOC119661201|XP_037926349.1|HILL
OG0007954	LOC108021602|XP_016945887.1|DSUZ	LOC119650652|XP_037909516.1|HILL
OG0007955	LOC108009201|XP_036674191.1|DSUZ	LOC119651971|XP_037911792.1|HILL
OG0007956	LOC108014775|XP_016936460.1|DSUZ	LOC119650594|XP_037909371.1|HILL
OG0007957	LOC108008509|XP_016927868.1|DSUZ	LOC119660415|XP_037924891.1|HILL
OG0007958	LOC108006560|XP_016925579.1|DSUZ	LOC119661051|XP_037926182.1|HILL
OG0007960	LOC108021303|XP_016945447.1|DSUZ	LOC119651267|XP_037910696.1|HILL
OG0007961	LOC108004981|XP_016923587.2|DSUZ	LOC119651125|XP_037910444.1|HILL
OG0007962	LOC108016923|XP_016939339.1|DSUZ	LOC119655829|XP_037917863.1|HILL
OG0007963	LOC108020924|XP_016944836.1|DSUZ	LOC119651432|XP_037910959.1|HILL
OG0007964	LOC108021693|XP_016946010.1|DSUZ	LOC119652720|XP_037912941.1|HILL
OG0007965	LOC108020086|XP_036677919.1|DSUZ	LOC119651033|XP_037910275.1|HILL
OG0007966	LOC108015270|XP_016937124.1|DSUZ	LOC119651167|XP_037910514.1|HILL
OG0007967	LOC108008811|XP_016928207.1|DSUZ	LOC119661779|XP_037927184.1|HILL
OG0007968	LOC108019553|XP_016942882.1|DSUZ	LOC119646843|XP_037903388.1|HILL
OG0007969	LOC108009585|XP_016929548.1|DSUZ	LOC119661050|XP_037926181.1|HILL
OG0007971	LOC108016885|XP_016939268.1|DSUZ	LOC119651484|XP_037911029.1|HILL
OG0007972	LOC108008705|XP_016928091.1|DSUZ	LOC119655552|XP_037917403.1|HILL
OG0007973	LOC108014277|XP_016935810.1|DSUZ	LOC119646445|XP_037902824.1|HILL
OG0007974	LOC108005451|XP_016924230.1|DSUZ	LOC119657172|XP_037919887.1|HILL
OG0007975	LOC108006729|XP_036675236.1|DSUZ	LOC119660960|XP_037925931.1|HILL
OG0007976	LOC108015069|XP_016936797.1|DSUZ	LOC119654942|XP_037916528.1|HILL
OG0007977	LOC108011966|XP_016932715.1|DSUZ	LOC119650648|XP_037909514.1|HILL
OG0007978	LOC108006926|XP_016926021.1|DSUZ	LOC119656795|XP_037919333.1|HILL
OG0007979	LOC108020912|XP_016944818.1|DSUZ	LOC119652405|XP_037912440.1|HILL
OG0007980	LOC108021437|XP_016945646.1|DSUZ	LOC119650877|XP_037909973.1|HILL
OG0007981	LOC108018945|XP_016942036.1|DSUZ	LOC119656059|XP_037918264.1|HILL
OG0007982	LOC108020404|XP_016944183.1|DSUZ	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL
OG0007983	LOC108021527|XP_016945778.1|DSUZ	LOC119652201|XP_037912070.1|HILL
OG0007984	LOC108016851|XP_036668799.1|DSUZ	LOC119653046|XP_037913436.1|HILL
OG0007985	LOC108007466|XP_016926628.1|DSUZ	LOC119651083|XP_037910357.1|HILL
OG0007986	LOC108014274|XP_016935806.1|DSUZ	LOC119651869|XP_037911604.1|HILL
OG0007988	LOC108005331|XP_016924052.1|DSUZ	LOC119647404|XP_037904211.1|HILL
OG0007989	LOC108021048|XP_016945042.1|DSUZ	LOC119657302|XP_037920081.1|HILL
OG0007990	LOC108021295|XP_016945435.1|DSUZ	LOC119651546|XP_037911107.1|HILL
OG0007991	LOC108021333|XP_016945493.1|DSUZ	LOC119661585|XP_037926915.1|HILL
OG0007992	LOC108016346|XP_016938472.1|DSUZ	LOC119647136|XP_037903856.1|HILL
OG0007993	LOC108010860|XP_016931323.1|DSUZ	LOC119650869|XP_037909958.1|HILL
OG0007994	LOC108017723|XP_036668721.1|DSUZ	LOC119651559|XP_037911124.1|HILL
OG0007995	LOC108018250|XP_016941270.1|DSUZ	LOC119652483|XP_037912588.1|HILL
OG0007996	LOC108015325|XP_016937213.1|DSUZ	LOC119656724|XP_037919184.1|HILL
OG0007997	LOC108015806|XP_016937856.1|DSUZ	LOC119646370|XP_037902734.1|HILL
OG0007999	LOC108021315|XP_016945460.1|DSUZ	LOC119661780|XP_037927188.1|HILL
OG0008000	LOC108004720|XP_016923232.1|DSUZ	LOC119661766|XP_037927169.1|HILL
OG0008001	LOC108014275|XP_016935807.1|DSUZ	LOC119661426|XP_037926697.1|HILL
OG0008002	LOC108020874|XP_016944765.1|DSUZ	LOC119651158|XP_037910496.1|HILL
OG0008003	LOC108014295|XP_016935850.1|DSUZ	LOC119661378|XP_037926625.1|HILL
OG0008004	LOC108016803|XP_016939069.2|DSUZ	LOC119653465|XP_037914005.1|HILL
OG0008005	LOC108019082|XP_016942241.1|DSUZ	LOC119656197|XP_037918508.1|HILL
OG0008006	LOC108013679|XP_016935087.1|DSUZ	LOC119653898|XP_037914961.1|HILL
OG0008007	LOC108016970|XP_016939401.1|DSUZ	LOC119655661|XP_037917573.1|HILL
OG0008008	LOC108020731|XP_016944592.1|DSUZ	LOC119650102|XP_037908550.1|HILL
OG0008009	LOC108013729|XP_016935162.1|DSUZ	LOC119655550|XP_037917397.1|HILL
OG0008010	LOC108006310|XP_016925294.1|DSUZ	LOC119656125|XP_037918379.1|HILL
OG0008011	LOC108008814|XP_016928208.1|DSUZ	LOC119655844|XP_037917884.1|HILL
OG0008012	LOC108009840|XP_016930020.1|DSUZ	LOC119654901|XP_037916456.1|HILL
OG0008013	LOC108008336|XP_016927651.1|DSUZ	LOC119655886|XP_037917960.1|HILL
OG0008014	LOC108011597|XP_036673683.1|DSUZ	LOC119659405|XP_037923404.1|HILL
OG0008015	LOC108015897|XP_036671357.1|DSUZ	LOC119648968|XP_037906818.1|HILL
OG0008016	LOC108015913|XP_016937975.1|DSUZ	LOC119648969|XP_037906819.1|HILL
OG0008017	LOC108005214|XP_016923892.1|DSUZ	LOC119654880|XP_037916415.1|HILL
OG0008018	LOC108016595|XP_016938771.2|DSUZ	LOC119654570|XP_037915948.1|HILL
OG0008019	LOC108013726|XP_016935155.1|DSUZ	LOC119656213|XP_037918533.1|HILL
OG0008020	LOC118877691|XP_036673357.1|DSUZ, LOC118877575|XP_036672722.1|DSUZ	LOC119654199|XP_037915332.1|HILL
OG0008021	LOC108018887|XP_016941966.1|DSUZ	LOC119658813|XP_037922464.1|HILL
OG0008022	LOC108020598|XP_016944437.2|DSUZ	LOC119655630|XP_037917528.1|HILL
OG0008024	LOC108015429|XP_016937351.1|DSUZ	LOC119655759|XP_037917743.1|HILL
OG0008025	LOC108016572|XP_016938734.2|DSUZ	LOC119655647|XP_037917557.1|HILL
OG0008026	LOC108016886|XP_016939269.1|DSUZ	LOC119655549|XP_037917396.1|HILL
OG0008027	LOC108016682|XP_016938892.1|DSUZ	LOC119653625|XP_037914326.1|HILL
OG0008028	LOC108018594|XP_036673578.1|DSUZ	LOC119658832|XP_037922497.1|HILL
OG0008029	LOC108017595|XP_036673429.1|DSUZ	LOC119659933|XP_037924201.1|HILL
OG0008030	LOC108018802|XP_016941878.2|DSUZ	LOC119659856|XP_037924089.1|HILL
OG0008031	LOC108006302|XP_016925279.1|DSUZ	LOC119660283|XP_037924681.1|HILL
OG0008032	LOC108010846|XP_016931306.1|DSUZ	LOC119659908|XP_037924161.1|HILL
OG0008033	LOC108015626|XP_036674158.1|DSUZ	LOC119658897|XP_037922626.1|HILL
OG0008034	LOC108019280|XP_036673744.1|DSUZ	LOC119653379|XP_037913849.1|HILL
OG0008035	LOC108006570|XP_036676589.1|DSUZ	LOC119655457|XP_037917286.1|HILL
OG0008036	LOC108004985|XP_016923593.2|DSUZ	LOC119658987|XP_037922797.1|HILL
OG0008037	LOC108012101|XP_036674599.1|DSUZ	LOC119658931|XP_037922692.1|HILL
OG0008038	LOC108016731|XP_016938949.1|DSUZ	LOC119659874|XP_037924120.1|HILL
OG0008039	LOC108012010|XP_036674652.1|DSUZ	LOC119659935|XP_037924203.1|HILL
OG0008040	LOC108010776|XP_036675654.1|DSUZ	LOC119658901|XP_037922634.1|HILL
OG0008041	LOC108006300|XP_016925265.1|DSUZ	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL
OG0008042	LOC108018706|XP_016941769.2|DSUZ	LOC119659982|XP_037924280.1|HILL
OG0008043	LOC108016854|XP_016939206.1|DSUZ	LOC119653924|XP_037915011.1|HILL
OG0008044	LOC108015129|XP_016936880.1|DSUZ	LOC119653723|XP_037914560.1|HILL
OG0008045	LOC108019221|XP_016942506.1|DSUZ	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL
OG0008046	LOC108007804|XP_036674350.1|DSUZ	LOC119658779|XP_037922405.1|HILL
OG0008047	LOC108014424|XP_016936025.2|DSUZ	LOC119658630|XP_037922070.1|HILL
OG0008048	LOC108012000|XP_016932760.2|DSUZ	LOC119658778|XP_037922404.1|HILL
OG0008049	LOC108014406|XP_036672596.1|DSUZ	LOC119658628|XP_037922066.1|HILL
OG0008050	LOC108012072|XP_036674258.1|DSUZ	LOC119659059|XP_037922896.1|HILL
OG0008051	LOC108008076|XP_016927348.1|DSUZ	LOC119660140|XP_037924466.1|HILL
OG0008052	LOC108014574|XP_036673244.1|DSUZ	LOC119658904|XP_037922638.1|HILL
OG0008053	LOC108007396|XP_016926540.1|DSUZ	LOC119655780|XP_037917792.1|HILL
OG0008054	LOC108016805|XP_016939072.1|DSUZ	LOC119654654|XP_037916070.1|HILL
OG0008055	LOC108016985|XP_016939421.1|DSUZ	LOC119660797|XP_037925546.1|HILL
OG0008056	LOC108016589|XP_016938763.1|DSUZ	LOC119658715|XP_037922262.1|HILL
OG0008058	LOC108018789|XP_036674246.1|DSUZ	LOC119659911|XP_037924163.1|HILL
OG0008060	LOC108006202|XP_016925128.2|DSUZ	LOC119659045|XP_037922880.1|HILL
OG0008061	LOC108004739|XP_016923254.1|DSUZ	LOC119656005|XP_037918175.1|HILL
OG0008062	LOC108005470|XP_016924258.1|DSUZ	LOC119653667|XP_037914427.1|HILL
OG0008063	LOC108018707|XP_036672748.1|DSUZ	LOC119658663|XP_037922145.1|HILL
OG0008064	LOC108006320|XP_016925311.1|DSUZ	LOC119653880|XP_037914925.1|HILL
OG0008066	LOC108005082|XP_016923738.1|DSUZ	LOC119658793|XP_037922433.1|HILL
OG0008067	LOC108014039|XP_016935545.1|DSUZ	LOC119653714|XP_037914523.1|HILL
OG0008068	LOC108006337|XP_016925336.1|DSUZ	LOC119653696|XP_037914497.1|HILL
OG0008069	LOC108006393|XP_036673301.1|DSUZ	LOC119660342|XP_037924756.1|HILL
OG0008070	LOC108012001|XP_036674653.1|DSUZ	LOC119659365|XP_037923348.1|HILL
OG0008071	LOC108004732|XP_016923246.1|DSUZ	LOC119654615|XP_037916017.1|HILL
OG0008072	LOC108015371|XP_016937278.1|DSUZ	LOC119646187|XP_037902498.1|HILL
OG0008073	LOC108021784|XP_036677169.1|DSUZ	LOC119655502|XP_037917332.1|HILL
OG0008074	LOC108004761|XP_016923288.1|DSUZ	LOC119656050|XP_037918243.1|HILL
OG0008075	LOC108008272|XP_016927550.1|DSUZ	LOC119654147|XP_037915238.1|HILL
OG0008076	LOC108016825|XP_016939131.1|DSUZ	LOC119653727|XP_037914563.1|HILL
OG0008077	LOC108013798|XP_016935260.1|DSUZ	LOC119656704|XP_037919141.1|HILL
OG0008078	LOC108004755|XP_016923281.1|DSUZ	LOC119656157|XP_037918421.1|HILL
OG0008079	LOC108005180|XP_016923851.1|DSUZ	LOC119655684|XP_037917613.1|HILL
OG0008080	LOC108016606|XP_016938785.1|DSUZ	LOC119655787|XP_037917806.1|HILL
OG0008081	LOC108016848|XP_016939197.1|DSUZ	LOC119661280|XP_037926484.1|HILL
OG0008082	LOC108011710|XP_016932413.2|DSUZ	LOC119659634|XP_037923761.1|HILL
OG0008083	LOC108016290|XP_016938415.1|DSUZ	LOC119659775|XP_037923965.1|HILL
OG0008084	LOC118877663|XP_036673191.1|DSUZ, LOC108014392|XP_016935985.2|DSUZ	LOC119657512|XP_037920379.1|HILL
OG0008085	LOC108010907|XP_036675523.1|DSUZ	LOC119660549|XP_037925117.1|HILL
OG0008086	LOC108016244|XP_036675025.1|DSUZ	LOC119659139|XP_037922997.1|HILL
OG0008087	LOC108005414|XP_016924167.1|DSUZ	LOC119648155|XP_037905654.1|HILL
OG0008088	LOC108018936|XP_016942020.1|DSUZ	LOC119648023|XP_037905366.1|HILL
OG0008089	LOC108013316|XP_016934598.1|DSUZ	LOC119648247|XP_037905814.1|HILL
OG0008090	LOC108015299|XP_016937165.1|DSUZ	LOC119651986|XP_037911829.1|HILL
OG0008091	LOC108015758|XP_016937785.2|DSUZ	LOC119658943|XP_037922735.1|HILL
OG0008093	LOC108016798|XP_016939061.1|DSUZ	LOC119647098|XP_037903797.1|HILL
OG0008094	LOC108021369|XP_016945549.1|DSUZ	LOC119660317|XP_037924720.1|HILL
OG0008095	LOC108007248|XP_036675373.1|DSUZ	LOC119660150|XP_037924478.1|HILL
OG0008096	LOC108015133|XP_016936887.1|DSUZ	LOC119655115|XP_037916765.1|HILL
OG0008097	LOC108015331|XP_016937221.1|DSUZ	LOC119652562|XP_037912698.1|HILL
OG0008098	LOC108012687|XP_016933603.1|DSUZ	LOC119649386|XP_037907434.1|HILL
OG0008100	LOC108007991|XP_036673953.1|DSUZ	LOC119658786|XP_037922421.1|HILL
OG0008101	LOC108006527|XP_036676109.1|DSUZ	LOC119660876|XP_037925714.1|HILL
OG0008102	LOC108014571|XP_016936214.2|DSUZ	LOC119658913|XP_037922657.1|HILL
OG0008103	LOC108015196|XP_016937006.1|DSUZ	LOC119656985|XP_037919648.1|HILL
OG0008104	LOC108011364|XP_016931968.1|DSUZ	LOC119650376|XP_037909041.1|HILL
OG0008105	LOC108007644|XP_016926854.2|DSUZ	LOC119651399|XP_037910914.1|HILL
OG0008106	LOC108007710|XP_016926947.1|DSUZ	LOC119660566|XP_037925140.1|HILL
OG0008107	LOC108007250|XP_036675577.1|DSUZ	LOC119659291|XP_037923231.1|HILL
OG0008108	LOC108016804|XP_036676231.1|DSUZ	LOC119655216|XP_037916920.1|HILL
OG0008109	LOC108016676|XP_016938883.1|DSUZ	LOC119653886|XP_037914934.1|HILL
OG0008110	LOC108021836|XP_016946131.2|DSUZ	LOC119649349|XP_037907387.1|HILL
OG0008111	LOC108016605|XP_016938784.1|DSUZ	LOC119655879|XP_037917942.1|HILL
OG0008112	LOC108016642|XP_016938829.1|DSUZ	LOC119653523|XP_037914118.1|HILL
OG0008113	LOC108005221|XP_016923901.1|DSUZ	LOC119653524|XP_037914122.1|HILL
OG0008114	LOC108005191|XP_016923865.1|DSUZ	LOC119655757|XP_037917741.1|HILL
OG0008115	LOC108019090|XP_016942255.1|DSUZ	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC108019113|XP_016942324.1|DSUZ	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC108013734|XP_016935172.1|DSUZ	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC108016653|XP_016938850.1|DSUZ	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC108015203|XP_016937017.1|DSUZ	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC108004722|XP_016923231.1|DSUZ	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC108019617|XP_016942987.1|DSUZ	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC108015346|XP_016937246.1|DSUZ	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC108021780|XP_016946072.2|DSUZ	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC108016833|XP_016939141.1|DSUZ	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC108015000|XP_016936715.1|DSUZ	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC108018958|XP_016942051.1|DSUZ	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC108015234|XP_016937069.1|DSUZ	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC108005469|XP_016924257.1|DSUZ	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC108016797|XP_016939059.1|DSUZ	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC108017597|XP_016940176.2|DSUZ	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC108005427|XP_016924194.1|DSUZ	LOC119653712|XP_037914521.1|HILL
OG0008134	LOC108014982|XP_036676384.1|DSUZ	LOC119655928|XP_037918029.1|HILL
OG0008135	LOC108007978|XP_016927242.1|DSUZ	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC108007032|XP_016926130.1|DSUZ	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC108016743|XP_016938973.1|DSUZ	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC108007502|XP_036670480.1|DSUZ	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC108019919|XP_016943515.1|DSUZ	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC108016964|XP_016939390.1|DSUZ	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC108004714|XP_016923218.1|DSUZ	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC108015005|XP_016936721.1|DSUZ	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC108018922|XP_016942003.1|DSUZ	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC108019822|XP_016943328.1|DSUZ	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC108005428|XP_016924195.1|DSUZ	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC108021816|XP_016946109.1|DSUZ	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC108004694|XP_016923194.1|DSUZ	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC108004655|XP_036677163.1|DSUZ	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC108015337|XP_016937231.1|DSUZ	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC108004726|XP_016923237.1|DSUZ	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC108016809|XP_016939095.1|DSUZ	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC108016535|XP_036676801.1|DSUZ	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC108009909|XP_016930123.1|DSUZ	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC108013135|XP_016934305.1|DSUZ	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC108010707|XP_016931109.1|DSUZ	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC108010825|XP_016931276.2|DSUZ	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC108020552|XP_036673070.1|DSUZ	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC108005426|XP_016924193.1|DSUZ	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC108015535|XP_016937500.2|DSUZ	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC108009431|XP_016929254.1|DSUZ	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC108012804|XP_016933732.1|DSUZ	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC108015172|XP_016936944.1|DSUZ	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC108011451|XP_036670809.1|DSUZ	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC108020476|XP_016944294.1|DSUZ	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC108016954|XP_036676841.1|DSUZ	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC108005123|XP_036676996.1|DSUZ	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC108005142|XP_036677265.1|DSUZ	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC108005204|XP_016923880.1|DSUZ	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC108015124|XP_036676407.1|DSUZ	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC108010175|XP_016930507.1|DSUZ	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC108004662|XP_016923125.1|DSUZ	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC108018411|XP_016941456.2|DSUZ	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC108021166|XP_016945237.1|DSUZ	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC108019752|XP_016943186.1|DSUZ	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC108014966|XP_036676676.1|DSUZ	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC108015136|XP_016936890.1|DSUZ	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC108015291|XP_016937153.1|DSUZ	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC108011162|XP_016931739.1|DSUZ	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC108018930|XP_016942012.1|DSUZ	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC108015296|XP_016937161.1|DSUZ	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC108015298|XP_016937164.1|DSUZ	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC108018104|XP_016941007.1|DSUZ	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC108010288|XP_016930647.1|DSUZ	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC108010828|XP_016931280.2|DSUZ, LOC118878126|XP_036675574.1|DSUZ	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC108008416|XP_016927750.1|DSUZ	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC108008417|XP_016927752.1|DSUZ	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC108021441|XP_016945649.1|DSUZ	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC108020926|XP_016944838.1|DSUZ	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC108013621|XP_016935054.1|DSUZ	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC108016575|XP_016938744.1|DSUZ	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC108014990|XP_016936701.1|DSUZ	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC108015434|XP_016937358.2|DSUZ	LOC119657609|XP_037920536.1|HILL
