Orthogroup	DSUZ.longest_only	DBUS.longest_only
OG0008842	LOC108008205|XP_036668942.1|DSUZ	LOC108595599|XP_033149140.1|DBUS, LOC108594779|XP_017835407.1|DBUS
OG0008843	LOC108007165|XP_016926274.1|DSUZ	LOC108599644|XP_017842109.1|DBUS
OG0008845	LOC108008962|XP_016928367.1|DSUZ	LOC108599607|XP_017842053.2|DBUS
OG0008846	LOC108020726|XP_016944583.2|DSUZ, LOC118877258|XP_036670919.1|DSUZ	LOC108601062|XP_017844443.1|DBUS
OG0008847	LOC108015980|XP_016938056.1|DSUZ	LOC108603369|XP_017847621.1|DBUS
OG0008849	LOC108004567|XP_016922992.1|DSUZ	LOC108606931|XP_017852970.1|DBUS
OG0008850	LOC108008823|XP_016928218.1|DSUZ	LOC108594792|XP_017835420.1|DBUS
OG0008851	LOC108007374|XP_016926522.1|DSUZ	LOC108601229|XP_017844620.2|DBUS
OG0008852	LOC108019571|XP_016942897.1|DSUZ	LOC108594689|XP_017835318.1|DBUS
OG0008854	LOC108021334|XP_016945499.1|DSUZ	LOC108594393|XP_017835045.1|DBUS
OG0008855	LOC108018941|XP_016942027.1|DSUZ	LOC108605147|XP_017850210.1|DBUS
OG0008856	LOC108020425|XP_016944224.1|DSUZ	LOC108607346|XP_017853519.1|DBUS
OG0008857	LOC108005801|XP_036672069.1|DSUZ	LOC108599943|XP_017842656.1|DBUS
OG0008858	LOC108012037|XP_016932806.1|DSUZ, LOC108006776|XP_036674578.1|DSUZ	LOC108598768|XP_017840997.2|DBUS
OG0008859	LOC108012419|XP_016933268.1|DSUZ	LOC108598813|XP_017841047.1|DBUS
OG0008860	LOC108019306|XP_016942616.2|DSUZ	LOC108604391|XP_017849338.1|DBUS
OG0008861	LOC108006533|XP_016925547.1|DSUZ, LOC108010232|XP_036668604.1|DSUZ	LOC108595481|XP_017836220.1|DBUS
OG0008862	LOC108018281|XP_036674687.1|DSUZ	LOC108603940|XP_017848623.1|DBUS
OG0008863	LOC118879637|XP_036678424.1|DSUZ, LOC118879638|XP_036678425.1|DSUZ, LOC108021236|XP_036677646.1|DSUZ	LOC108608481|XP_017855365.2|DBUS
OG0008864	LOC108008750|XP_016928137.1|DSUZ	LOC108595006|XP_017835630.1|DBUS
OG0008865	LOC108007451|XP_016926609.1|DSUZ	LOC108597253|XP_017839198.2|DBUS
OG0008866	LOC108013622|XP_036668767.1|DSUZ	LOC108596405|XP_017837587.2|DBUS
OG0008867	LOC108019134|XP_016942365.1|DSUZ	LOC108605021|XP_017850077.1|DBUS
OG0008868	LOC108008779|XP_016928165.1|DSUZ	LOC108597331|XP_017839315.1|DBUS
OG0008869	LOC108006889|XP_016925962.2|DSUZ	LOC108600899|XP_017844213.2|DBUS
OG0008870	LOC108020712|XP_016944569.2|DSUZ, LOC118877540|XP_036672491.1|DSUZ	LOC108598972|XP_017841234.1|DBUS
OG0008871	LOC108013418|XP_016934765.1|DSUZ	LOC108600945|XP_017844277.1|DBUS
OG0008872	LOC108021403|XP_016945591.1|DSUZ	LOC108596422|XP_017837635.1|DBUS
OG0008873	LOC108006587|XP_016925603.1|DSUZ	LOC108603942|XP_017848666.1|DBUS
OG0008874	LOC108009005|XP_016928438.1|DSUZ	LOC108594888|XP_017835514.1|DBUS
OG0008875	LOC108019624|XP_016942995.1|DSUZ	LOC108596435|XP_017837653.1|DBUS
OG0008876	LOC108020413|XP_016944203.1|DSUZ	LOC108607421|XP_017853709.1|DBUS
OG0008877	LOC108005724|XP_036670856.1|DSUZ	LOC108600681|XP_017843877.1|DBUS
OG0008878	LOC108021651|XP_016945953.1|DSUZ	LOC108598158|XP_017840267.1|DBUS
OG0008879	LOC108009862|XP_016930051.1|DSUZ	LOC108605897|XP_017851201.1|DBUS
OG0008880	LOC108014624|XP_016936276.2|DSUZ, LOC118878104|XP_036675345.1|DSUZ	LOC108597448|XP_017839502.2|DBUS
OG0008881	LOC108008835|XP_016928230.1|DSUZ	LOC108597483|XP_017839549.1|DBUS
OG0008882	LOC108021072|XP_016945073.2|DSUZ	LOC108607715|XP_033149961.1|DBUS
OG0008883	LOC108017490|XP_016940029.2|DSUZ	LOC108603437|XP_017847748.1|DBUS
OG0008884	LOC108019976|XP_036674328.1|DSUZ	LOC108602590|XP_017846218.1|DBUS
OG0008885	LOC108021320|XP_016945475.1|DSUZ	LOC108594513|XP_017835205.2|DBUS
OG0008886	LOC108010155|XP_016930477.1|DSUZ	LOC108596466|XP_017837712.1|DBUS
OG0008887	LOC108009808|XP_016929971.1|DSUZ	LOC108597116|XP_017838982.1|DBUS
OG0008888	LOC108013296|XP_016934573.1|DSUZ	LOC108598851|XP_017841098.1|DBUS
OG0008889	LOC108009085|XP_016928631.1|DSUZ	LOC108595264|XP_017836002.1|DBUS
OG0008891	LOC108020198|XP_036670858.1|DSUZ	LOC108600942|XP_017844270.1|DBUS
OG0008892	LOC108009871|XP_016930063.1|DSUZ	LOC108597184|XP_017839099.1|DBUS
OG0008893	LOC108014465|XP_016936076.1|DSUZ	LOC108598588|XP_017840771.1|DBUS
OG0008894	LOC108012181|XP_036672951.1|DSUZ	LOC108604593|XP_017849616.1|DBUS
OG0008895	LOC108017200|XP_016939683.2|DSUZ	LOC108602783|XP_017846484.1|DBUS
OG0008897	LOC108018625|XP_016941679.2|DSUZ, LOC108004865|XP_036673620.1|DSUZ	LOC108602867|XP_017846645.1|DBUS
OG0008898	LOC108019899|XP_016943475.1|DSUZ	LOC108596594|XP_017838012.1|DBUS
OG0008899	LOC108018477|XP_016941525.1|DSUZ	LOC108607451|XP_017853777.2|DBUS
OG0008900	LOC108021178|XP_016945249.1|DSUZ	LOC108607581|XP_017853966.1|DBUS
OG0008901	LOC108005893|XP_016924771.1|DSUZ	LOC108601009|XP_017844368.1|DBUS
OG0008902	LOC108020334|XP_016943956.1|DSUZ	LOC108607356|XP_017853539.1|DBUS
OG0008903	LOC108010463|XP_016930825.1|DSUZ	LOC108603400|XP_017847677.2|DBUS
OG0008904	LOC108008710|XP_016928096.1|DSUZ	LOC108594879|XP_017835506.1|DBUS
OG0008905	LOC108020399|XP_016944173.1|DSUZ	LOC108607335|XP_033150530.1|DBUS
OG0008906	LOC108013629|XP_016935062.1|DSUZ	LOC108600127|XP_017842998.1|DBUS
OG0008907	LOC108005703|XP_016924519.2|DSUZ	LOC108601528|XP_017844917.1|DBUS
OG0008908	LOC108017145|XP_036675068.1|DSUZ	LOC108603737|XP_017848281.1|DBUS
OG0008909	LOC108007614|XP_016926809.2|DSUZ	LOC108601976|XP_017845459.1|DBUS
OG0008910	LOC108006990|XP_016926086.2|DSUZ	LOC108603756|XP_017848323.1|DBUS
OG0008911	LOC108020098|XP_016943688.2|DSUZ, LOC108020100|XP_016943689.2|DSUZ	LOC108603317|XP_017847519.1|DBUS
OG0008912	LOC108011616|XP_016932276.1|DSUZ	LOC108602224|XP_017845760.1|DBUS
OG0008913	LOC108020524|XP_016944358.1|DSUZ	LOC108603278|XP_017847427.1|DBUS
OG0008914	LOC108010571|XP_016930939.1|DSUZ	LOC108602649|XP_017846284.1|DBUS
OG0008915	LOC108014244|XP_016935770.1|DSUZ	LOC108602413|XP_017846015.1|DBUS
OG0008916	LOC108021614|XP_016945902.1|DSUZ	LOC108608515|XP_033150028.1|DBUS
OG0008917	LOC108019211|XP_016942496.1|DSUZ	LOC108600039|XP_017842664.2|DBUS
OG0008918	LOC108009311|XP_016929060.1|DSUZ, LOC108005369|XP_016924117.1|DSUZ	LOC108607279|XP_017853463.1|DBUS, LOC108594512|XP_017835203.1|DBUS
OG0008919	LOC108020992|XP_016944942.1|DSUZ	LOC108603166|XP_033150829.1|DBUS
OG0008920	LOC108014902|XP_016936612.2|DSUZ	LOC108598749|XP_017840974.2|DBUS
OG0008921	LOC108016345|XP_016938471.1|DSUZ	LOC108608192|XP_017854951.1|DBUS
OG0008922	LOC108021373|XP_016945557.1|DSUZ	LOC108601081|XP_017844474.1|DBUS
OG0008923	LOC108017803|XP_016940438.1|DSUZ	LOC108595243|XP_017835931.1|DBUS
OG0008924	LOC108010000|XP_036669232.1|DSUZ	LOC108597105|XP_017838966.1|DBUS
OG0008925	LOC108018222|XP_016941230.1|DSUZ	LOC108596660|XP_017838136.1|DBUS
OG0008926	LOC108009366|XP_016929159.1|DSUZ	LOC108595310|XP_033148948.1|DBUS
OG0008927	LOC108010275|XP_016930625.1|DSUZ	LOC108595199|XP_017835875.1|DBUS
OG0008928	LOC108017764|XP_016940370.1|DSUZ, LOC108017765|XP_016940371.1|DSUZ	LOC108595826|XP_017836605.1|DBUS
OG0008929	LOC108017988|XP_016940819.1|DSUZ	LOC108594941|XP_017835564.1|DBUS, LOC108595811|XP_017836591.1|DBUS
OG0008930	LOC108015946|XP_016938018.2|DSUZ	LOC108601434|XP_017844820.1|DBUS, LOC108601435|XP_017844822.1|DBUS
OG0008931	LOC108008561|XP_016927921.1|DSUZ	LOC108595531|XP_017836274.1|DBUS
OG0008932	LOC108008934|XP_016928335.1|DSUZ	LOC108595974|XP_017836750.1|DBUS
OG0008933	LOC108008728|XP_016928117.1|DSUZ	LOC108595916|XP_017836696.1|DBUS
OG0008935	LOC108017842|XP_016940486.1|DSUZ	LOC108595216|XP_017835893.1|DBUS
OG0008936	LOC108010238|XP_016930580.1|DSUZ	LOC108597477|XP_017839541.1|DBUS
OG0008937	LOC108009664|XP_016929679.1|DSUZ	LOC108596193|XP_017837198.1|DBUS
OG0008939	LOC108018165|XP_016941145.2|DSUZ	LOC108597141|XP_017839022.1|DBUS
OG0008940	LOC108009441|XP_016929276.1|DSUZ	LOC108596985|XP_017838730.2|DBUS
OG0008941	LOC108017007|XP_016939449.1|DSUZ	LOC108606867|XP_017852867.1|DBUS
OG0008942	LOC108016947|XP_016939369.1|DSUZ	LOC108605530|XP_017850770.1|DBUS
OG0008943	LOC108016623|XP_016938807.1|DSUZ	LOC108607008|XP_017853077.1|DBUS
OG0008944	LOC108005433|XP_016924202.1|DSUZ	LOC108606849|XP_017852835.1|DBUS
OG0008945	LOC108015236|XP_016937071.1|DSUZ	LOC108607045|XP_017853140.1|DBUS
OG0008946	LOC108004725|XP_016923236.1|DSUZ	LOC108606126|XP_017851470.1|DBUS
OG0008947	LOC108015158|XP_016936924.1|DSUZ	LOC108605008|XP_017850063.1|DBUS, LOC108605009|XP_017850064.1|DBUS
OG0008948	LOC108016897|XP_016939298.2|DSUZ	LOC108604910|XP_033150174.1|DBUS
OG0008949	LOC108012614|XP_016933523.1|DSUZ	LOC108599367|XP_017841661.1|DBUS
OG0008950	LOC108019006|XP_016942109.1|DSUZ	LOC108605621|XP_017850892.1|DBUS
OG0008951	LOC118877363|XP_036671761.1|DSUZ	LOC108599364|XP_017841654.2|DBUS
OG0008952	LOC108004598|XP_016923027.1|DSUZ	LOC108606079|XP_017851412.1|DBUS
OG0008953	LOC108007681|XP_036670559.1|DSUZ	LOC108599883|XP_017842553.1|DBUS
OG0008954	LOC108004887|XP_016923497.1|DSUZ, LOC108021513|XP_016945759.1|DSUZ	LOC117134721|XP_033149196.1|DBUS
OG0008955	LOC108005817|XP_016924634.1|DSUZ	LOC108598312|XP_017840417.1|DBUS
OG0008956	LOC108008951|XP_016928351.1|DSUZ	LOC108598186|XP_017840291.2|DBUS
OG0008957	LOC108013615|XP_016935045.1|DSUZ	LOC108600104|XP_033149721.1|DBUS
OG0008958	LOC108017623|XP_016940210.2|DSUZ	LOC108598586|XP_017840769.1|DBUS
OG0008959	LOC108006212|XP_016925139.1|DSUZ	LOC108599136|XP_017841414.1|DBUS
OG0008960	LOC108014645|XP_036671157.1|DSUZ	LOC108601059|XP_033149669.1|DBUS
OG0008961	LOC108021692|XP_016946006.1|DSUZ	LOC108600293|XP_017843266.2|DBUS
OG0008962	LOC108019011|XP_016942112.1|DSUZ	LOC108606965|XP_017853016.1|DBUS
OG0008963	LOC108021777|XP_036677015.1|DSUZ	LOC108604980|XP_017850039.1|DBUS
OG0008964	LOC108016576|XP_016938745.1|DSUZ	LOC108605776|XP_017851068.1|DBUS
OG0008965	LOC108021124|XP_016945169.1|DSUZ	LOC108607511|XP_017853867.2|DBUS, LOC117134868|XP_033150094.1|DBUS
OG0008966	LOC108010277|XP_016930633.1|DSUZ	LOC108603243|XP_017848644.2|DBUS
OG0008967	LOC118877362|XP_036671748.1|DSUZ	LOC108599163|XP_017841439.1|DBUS
OG0008968	LOC108011281|XP_016931880.1|DSUZ	LOC108602977|XP_017846854.1|DBUS
OG0008969	LOC108012538|XP_016933445.1|DSUZ	LOC108605685|XP_017850969.1|DBUS, LOC108604862|XP_017849965.1|DBUS
OG0008970	LOC108009455|XP_016929316.1|DSUZ	LOC108603208|XP_017847287.1|DBUS
OG0008971	LOC108012712|XP_016933630.1|DSUZ	LOC108599007|XP_017841272.1|DBUS
OG0008972	LOC108012607|XP_016933516.2|DSUZ	LOC108599116|XP_017841394.1|DBUS
OG0008973	LOC108007999|XP_016927267.2|DSUZ, LOC108008000|XP_036672145.1|DSUZ	LOC108599016|XP_017841284.2|DBUS
OG0008978	LOC118878048|XP_036675107.1|DSUZ, LOC108007468|XP_016926640.2|DSUZ, LOC118878035|XP_036675058.1|DSUZ	LOC108595754|XP_017836533.1|DBUS
OG0008979	LOC108017166|XP_016939653.1|DSUZ	LOC108600095|XP_017842950.1|DBUS
OG0008985	LOC108011312|XP_016931907.2|DSUZ	LOC108598105|XP_017840211.2|DBUS
OG0008987	LOC108017028|XP_016939475.1|DSUZ	LOC108607485|XP_017853816.1|DBUS
OG0008989	LOC108018915|XP_036675710.1|DSUZ	LOC108605620|XP_017850890.1|DBUS
OG0008990	LOC108012974|XP_016934027.1|DSUZ	LOC108598189|XP_033149564.1|DBUS
OG0008991	LOC118878509|XP_036677405.1|DSUZ	LOC108601869|XP_017845316.1|DBUS
OG0008992	LOC108018316|XP_016941346.1|DSUZ	LOC108601592|XP_017844980.1|DBUS
OG0008993	LOC108015894|XP_036672020.1|DSUZ	LOC108600777|XP_033149508.1|DBUS
OG0008994	LOC108021559|XP_036672279.1|DSUZ	LOC108607543|XP_017853917.1|DBUS
OG0008995	LOC108008090|XP_016927369.2|DSUZ	LOC108595607|XP_017836362.1|DBUS
OG0008997	LOC108016812|XP_016939101.1|DSUZ	LOC108606395|XP_017851962.1|DBUS
OG0008999	LOC108015080|XP_016936808.1|DSUZ	LOC108605412|XP_017850570.2|DBUS
OG0009001	LOC108021110|XP_016945140.1|DSUZ	LOC108594396|XP_017835051.2|DBUS
OG0009002	LOC108013833|XP_016935304.2|DSUZ	LOC108604031|XP_017848772.1|DBUS
OG0009003	LOC108014520|XP_016936148.2|DSUZ	LOC108598940|XP_017841195.2|DBUS
OG0009005	LOC108011962|XP_016932709.1|DSUZ	LOC108608535|XP_017855438.2|DBUS
OG0009006	LOC108011994|XP_016932749.2|DSUZ	LOC108603495|XP_017847842.1|DBUS
OG0009007	LOC108013500|XP_016934874.1|DSUZ	LOC108598451|XP_017840582.1|DBUS
OG0009008	LOC108015969|XP_036672610.1|DSUZ	LOC108602927|XP_017846757.1|DBUS
OG0009009	LOC108011047|XP_036670256.1|DSUZ	LOC108598124|XP_017840230.1|DBUS
OG0009010	LOC108013277|XP_016934537.1|DSUZ	LOC108600584|XP_017843747.1|DBUS
OG0009011	LOC108020017|XP_036671503.1|DSUZ	LOC108599744|XP_017842243.1|DBUS
OG0009012	LOC108008335|XP_016927650.1|DSUZ	LOC108596572|XP_017837970.1|DBUS
OG0009013	LOC108015267|XP_016937117.1|DSUZ	LOC108606656|XP_017852462.1|DBUS
OG0009014	LOC108011311|XP_016931906.1|DSUZ	LOC108599755|XP_017842258.1|DBUS
OG0009015	LOC108005757|XP_036672070.1|DSUZ	LOC108600998|XP_017844352.1|DBUS
OG0009016	LOC108006863|XP_016925921.1|DSUZ	LOC108599909|XP_017842595.1|DBUS
OG0009017	LOC108021562|XP_016945824.1|DSUZ	LOC108596538|XP_017837919.1|DBUS
OG0009018	LOC108020403|XP_016944178.1|DSUZ	LOC108607365|XP_017853569.1|DBUS
OG0009019	LOC108020336|XP_016943960.1|DSUZ	LOC108607395|XP_017853652.1|DBUS
OG0009020	LOC108006405|XP_036673292.1|DSUZ	LOC108601695|XP_017845094.1|DBUS
OG0009021	LOC108013796|XP_036674884.1|DSUZ	LOC108604638|XP_017849676.1|DBUS
OG0009022	LOC108005691|XP_036673928.1|DSUZ	LOC108602118|XP_017845632.2|DBUS
OG0009023	LOC108020155|XP_016943745.2|DSUZ	LOC108602505|XP_033149978.1|DBUS
OG0009024	LOC108011528|XP_016932180.1|DSUZ	LOC108603177|XP_017847226.1|DBUS
OG0009025	LOC108018376|XP_036672591.1|DSUZ	LOC108602944|XP_017846781.1|DBUS
OG0009026	LOC108020668|XP_036673348.1|DSUZ	LOC108601490|XP_017844876.1|DBUS
OG0009027	LOC108019804|XP_016943302.1|DSUZ	LOC108596368|XP_017837523.1|DBUS
OG0009028	LOC108013158|XP_016934341.1|DSUZ	LOC108598916|XP_017841169.2|DBUS
OG0009029	LOC108011042|XP_016931584.1|DSUZ	LOC108608401|XP_017855248.1|DBUS
OG0009030	LOC108021179|XP_016945250.1|DSUZ	LOC108607635|XP_017854048.1|DBUS
OG0009031	LOC108017117|XP_016939566.1|DSUZ	LOC108604410|XP_017849366.1|DBUS
OG0009032	LOC108017120|XP_016939570.1|DSUZ	LOC108604411|XP_017849367.1|DBUS
OG0009033	LOC108011968|XP_016932718.1|DSUZ	LOC108594225|XP_017834824.2|DBUS
OG0009034	LOC108021443|XP_016945652.2|DSUZ	LOC108594500|XP_017835099.1|DBUS
OG0009035	LOC108009656|XP_016929668.1|DSUZ	LOC108602895|XP_017850788.1|DBUS
OG0009036	LOC108009731|XP_016929803.1|DSUZ	LOC108594633|XP_033150954.1|DBUS
OG0009037	LOC108020792|XP_016944663.1|DSUZ	LOC108596920|XP_017838627.2|DBUS
OG0009038	LOC108014824|XP_016936511.2|DSUZ	LOC108602766|XP_017846427.1|DBUS
OG0009039	LOC108014570|XP_016936212.2|DSUZ	LOC108602268|XP_017845812.1|DBUS
OG0009040	LOC108009681|XP_016929708.1|DSUZ	LOC108595439|XP_017836160.1|DBUS
OG0009041	LOC108014141|XP_036672617.1|DSUZ	LOC108603733|XP_017848271.1|DBUS
OG0009043	LOC108005626|XP_016924429.1|DSUZ	LOC108607823|XP_017854360.1|DBUS
OG0009044	LOC108016968|XP_016939400.1|DSUZ	LOC108607480|XP_017853810.2|DBUS
OG0009045	LOC108016011|XP_036674988.1|DSUZ	LOC108604284|XP_017849176.1|DBUS
OG0009046	LOC108007765|XP_016927010.2|DSUZ	LOC108600640|XP_033149454.1|DBUS
OG0009047	LOC108017742|XP_016940341.1|DSUZ	LOC108595318|XP_017836027.1|DBUS
OG0009048	LOC108017057|XP_016939507.1|DSUZ	LOC108600047|XP_017842885.1|DBUS
OG0009049	LOC108014555|XP_016936188.1|DSUZ	LOC108602103|XP_017845616.1|DBUS
OG0009050	LOC108016257|XP_016938371.1|DSUZ	LOC108603311|XP_017847501.2|DBUS
OG0009051	LOC108017898|XP_016940557.1|DSUZ	LOC108596579|XP_017837992.1|DBUS
OG0009052	LOC108011789|XP_036675110.1|DSUZ	LOC108604570|XP_017849589.1|DBUS
OG0009053	LOC108020615|XP_036673285.1|DSUZ	LOC108603377|XP_017847634.1|DBUS
OG0009054	LOC108019279|XP_036673853.1|DSUZ	LOC108603851|XP_017848493.1|DBUS
OG0009055	LOC108013394|XP_016934738.1|DSUZ	LOC108598937|XP_017841191.1|DBUS
OG0009056	LOC108009078|XP_016928617.1|DSUZ	LOC108608468|XP_017855344.2|DBUS
OG0009057	LOC108012858|XP_016933814.1|DSUZ	LOC108599697|XP_017842183.1|DBUS
OG0009058	LOC108020352|XP_036673235.1|DSUZ	LOC108607348|XP_017853521.1|DBUS
OG0009059	LOC108007405|XP_036671314.1|DSUZ	LOC108601026|XP_017844392.1|DBUS
OG0009060	LOC108014709|XP_036674276.1|DSUZ	LOC108601472|XP_017844860.1|DBUS
OG0009061	LOC108009659|XP_016929669.1|DSUZ	LOC108596928|XP_017838638.1|DBUS
OG0009062	LOC108009089|XP_016928635.1|DSUZ	LOC108595236|XP_017835924.1|DBUS
OG0009064	LOC108009694|XP_016929732.1|DSUZ	LOC108595053|XP_017835685.1|DBUS
OG0009065	LOC108015826|XP_036674384.1|DSUZ	LOC108604505|XP_017849492.1|DBUS
OG0009066	LOC108012497|XP_016933395.1|DSUZ	LOC108599019|XP_017841288.2|DBUS
OG0009067	LOC108007449|XP_036671666.1|DSUZ	LOC108599986|XP_017842747.1|DBUS
OG0009068	LOC108017834|XP_016940476.1|DSUZ	LOC108596265|XP_017837313.1|DBUS
OG0009069	LOC108005747|XP_016924567.1|DSUZ	LOC108594379|XP_017835028.1|DBUS
OG0009070	LOC108009970|XP_016930221.1|DSUZ	LOC108597566|XP_017839664.1|DBUS
OG0009071	LOC118877895|XP_036674234.1|DSUZ	LOC108602884|XP_017846675.1|DBUS
OG0009072	LOC108013817|XP_016935283.2|DSUZ	LOC108602266|XP_017845810.1|DBUS
OG0009073	LOC108015575|XP_036672764.1|DSUZ	LOC108604322|XP_017849234.1|DBUS
OG0009074	LOC108011674|XP_036674195.1|DSUZ	LOC108604626|XP_017849663.1|DBUS
OG0009075	LOC108005939|XP_016924854.1|DSUZ	LOC108601932|XP_017845399.1|DBUS
OG0009076	LOC108018527|XP_016941568.2|DSUZ	LOC108604596|XP_017849618.1|DBUS
OG0009077	LOC108013797|XP_036674923.1|DSUZ, LOC118878006|XP_036674922.1|DSUZ	LOC108598138|XP_017840244.1|DBUS, LOC108605362|XP_017850520.1|DBUS
OG0009078	LOC108006045|XP_016924978.1|DSUZ	LOC108603588|XP_017848018.1|DBUS
OG0009079	LOC108011520|XP_036674016.1|DSUZ	LOC108603498|XP_017847850.1|DBUS
OG0009081	LOC108016311|XP_016938434.1|DSUZ	LOC108602661|XP_017846296.1|DBUS
OG0009082	LOC108014813|XP_036673485.1|DSUZ	LOC108602148|XP_017845669.1|DBUS
OG0009083	LOC108004741|XP_016923256.2|DSUZ	LOC108605374|XP_033150268.1|DBUS
OG0009084	LOC108010938|XP_036674655.1|DSUZ	LOC108604805|XP_017849896.1|DBUS
OG0009086	LOC108011663|XP_016932349.1|DSUZ	LOC108604420|XP_017849375.1|DBUS
OG0009087	LOC108017461|XP_036674317.1|DSUZ	LOC108604075|XP_017848833.1|DBUS
OG0009088	LOC108017264|XP_016939767.2|DSUZ	LOC108601577|XP_033149787.1|DBUS
OG0009089	LOC108011211|XP_016931793.1|DSUZ, LOC108005198|XP_016923872.1|DSUZ	LOC108607075|XP_017853184.1|DBUS
OG0009090	LOC108015491|XP_036675578.1|DSUZ	LOC108602991|XP_017846874.1|DBUS
OG0009091	LOC108011594|XP_016932251.1|DSUZ	LOC108602223|XP_017845759.1|DBUS
OG0009092	LOC108013854|XP_016935331.1|DSUZ, LOC108016063|XP_036675135.1|DSUZ	LOC108602190|XP_017845726.2|DBUS
OG0009093	LOC108020241|XP_016943850.2|DSUZ, LOC118876770|XP_036677509.1|DSUZ	LOC108603334|XP_017847548.1|DBUS
OG0009094	LOC108007554|XP_016926734.1|DSUZ	LOC108601382|XP_017844771.1|DBUS
OG0009095	LOC118877917|XP_036674367.1|DSUZ	LOC108601381|XP_033149909.1|DBUS
OG0009096	LOC108006369|XP_016925379.2|DSUZ	LOC108602612|XP_017846238.1|DBUS
OG0009097	LOC108006368|XP_016925378.2|DSUZ	LOC108602651|XP_017846286.1|DBUS
OG0009098	LOC108006357|XP_036675366.1|DSUZ	LOC108604386|XP_017849331.1|DBUS
OG0009099	LOC108015459|XP_036675526.1|DSUZ	LOC108604609|XP_017849637.1|DBUS
OG0009100	LOC108011747|XP_016932465.1|DSUZ	LOC108600459|XP_033149877.1|DBUS
OG0009101	LOC108011382|XP_016931994.1|DSUZ	LOC108607525|XP_017853931.1|DBUS
OG0009102	LOC108021570|XP_016945839.1|DSUZ	LOC108608526|XP_017855425.1|DBUS
OG0009103	LOC108006217|XP_016925147.1|DSUZ	LOC108608205|XP_017854967.1|DBUS
OG0009104	LOC108006026|XP_016924961.1|DSUZ	LOC108603764|XP_017848342.1|DBUS
OG0009105	LOC108011957|XP_016932705.1|DSUZ	LOC108601893|XP_017845361.1|DBUS
OG0009106	LOC108021627|XP_016945923.1|DSUZ	LOC108608319|XP_017855179.2|DBUS
OG0009107	LOC108021571|XP_016945842.1|DSUZ	LOC108597936|XP_017840044.1|DBUS
OG0009108	LOC108007008|XP_016926103.1|DSUZ	LOC108602001|XP_017845491.1|DBUS
OG0009109	LOC108007931|XP_016927194.1|DSUZ	LOC108607867|XP_017854444.1|DBUS
OG0009110	LOC108020983|XP_016944931.1|DSUZ	LOC108607534|XP_017853903.1|DBUS
OG0009111	LOC108020204|XP_036670735.1|DSUZ	LOC108598670|XP_017840875.1|DBUS
OG0009112	LOC108020760|XP_016944630.1|DSUZ	LOC108607927|XP_017854530.1|DBUS
OG0009113	LOC108007402|XP_016926548.1|DSUZ	LOC108596470|XP_033149904.1|DBUS
OG0009114	LOC108005885|XP_036668716.1|DSUZ	LOC108600905|XP_017844224.1|DBUS
OG0009115	LOC108018581|XP_016941628.1|DSUZ, LOC108018799|XP_016941874.2|DSUZ	LOC108606099|XP_017851434.2|DBUS
OG0009116	LOC108011859|XP_016932591.1|DSUZ	LOC108594797|XP_017835428.1|DBUS
OG0009117	LOC108007732|XP_016926977.1|DSUZ	LOC108603487|XP_017847554.2|DBUS
OG0009119	LOC108008178|XP_016927462.1|DSUZ	LOC108607748|XP_017854265.1|DBUS
OG0009120	LOC108012250|XP_016933038.1|DSUZ	LOC108598062|XP_033149586.1|DBUS
OG0009121	LOC108017797|XP_016940430.1|DSUZ	LOC108597079|XP_017838903.1|DBUS
OG0009122	LOC108008628|XP_016927998.1|DSUZ	LOC108595756|XP_017836535.1|DBUS
OG0009123	LOC108010118|XP_016930432.1|DSUZ	LOC108595877|XP_017836656.1|DBUS
OG0009124	LOC108009330|XP_016929099.1|DSUZ	LOC108594848|XP_017835475.1|DBUS
OG0009125	LOC108017751|XP_016940353.1|DSUZ	LOC108595550|XP_017836297.1|DBUS
OG0009127	LOC108010126|XP_016930442.1|DSUZ	LOC108596278|XP_017837339.1|DBUS
OG0009128	LOC108017865|XP_016940513.1|DSUZ	LOC108595788|XP_017836569.1|DBUS
OG0009129	LOC108019719|XP_016943119.1|DSUZ	LOC108595784|XP_017836565.1|DBUS
OG0009130	LOC108019815|XP_016943314.1|DSUZ	LOC108595246|XP_017835936.1|DBUS
OG0009131	LOC108009930|XP_016930160.1|DSUZ	LOC108596790|XP_017838382.1|DBUS
OG0009132	LOC108009328|XP_016929090.1|DSUZ	LOC108596810|XP_017838414.1|DBUS
OG0009133	LOC108019693|XP_016943076.1|DSUZ	LOC108594714|XP_017835342.1|DBUS
OG0009134	LOC108017917|XP_016940575.1|DSUZ	LOC108594827|XP_017835454.1|DBUS, LOC108594826|XP_017835453.1|DBUS
OG0009135	LOC108010312|XP_016930693.1|DSUZ	LOC108594646|XP_017835277.1|DBUS
OG0009136	LOC108008572|XP_016927935.1|DSUZ	LOC108596068|XP_017836951.1|DBUS
OG0009137	LOC108009830|XP_016930006.1|DSUZ	LOC108597740|XP_017839930.1|DBUS
OG0009138	LOC108008780|XP_016928167.1|DSUZ	LOC108595835|XP_017836614.1|DBUS
OG0009139	LOC108008361|XP_016927687.1|DSUZ	LOC108596276|XP_017837337.1|DBUS
OG0009140	LOC108008614|XP_016927984.1|DSUZ	LOC108595502|XP_017836244.1|DBUS
OG0009141	LOC108017767|XP_016940373.1|DSUZ	LOC108595495|XP_017836237.1|DBUS
