Orthogroup	DSUZ.longest_only	DALB.longest_only
OG0008722	LOC108018545|XP_016941588.2|DSUZ	LOC117575394|XP_034115462.1|DALB
OG0008723	LOC108012662|XP_016933577.1|DSUZ	LOC117568444|XP_034105005.1|DALB
OG0008724	LOC108013136|XP_016934310.1|DSUZ	LOC117564824|XP_034099639.1|DALB
OG0008725	LOC108009006|XP_016928440.1|DSUZ	LOC117566568|XP_034102001.1|DALB
OG0008726	LOC108018108|XP_016941012.2|DSUZ	LOC117569250|XP_034106215.1|DALB
OG0008727	LOC108011582|XP_016932239.2|DSUZ	LOC117574752|XP_034114584.1|DALB
OG0008728	LOC118879356|XP_036678103.1|DSUZ, LOC108015671|XP_016937670.2|DSUZ	LOC117574529|XP_034114282.1|DALB
OG0008729	LOC108010412|XP_036675989.1|DSUZ	LOC117577923|XP_034118810.1|DALB
OG0008730	LOC108016953|XP_016939377.1|DSUZ	LOC117573928|XP_034113344.1|DALB
OG0008731	LOC118877879|XP_036674134.1|DSUZ, LOC108011005|XP_036675479.1|DSUZ	LOC117576253|XP_034116771.1|DALB
OG0008732	LOC108011967|XP_016932717.1|DSUZ	LOC117563324|XP_034097478.1|DALB
OG0008734	LOC108011598|XP_016932256.1|DSUZ	LOC117573487|XP_034112605.1|DALB
OG0008735	LOC108008798|XP_016928185.1|DSUZ	LOC117571105|XP_034108977.1|DALB
OG0008736	LOC108008410|XP_016927745.1|DSUZ	LOC117567825|XP_034103958.1|DALB
OG0008737	LOC108018533|XP_016941575.2|DSUZ	LOC117573800|XP_034113099.1|DALB
OG0008738	LOC118879392|XP_036678150.1|DSUZ, LOC108005722|XP_036677987.1|DSUZ	LOC117563620|XP_034097911.1|DALB
OG0008739	LOC108013480|XP_016934852.1|DSUZ	LOC117571151|XP_034109049.1|DALB
OG0008740	LOC108008351|XP_016927669.1|DSUZ	LOC117570816|XP_034108567.1|DALB
OG0008741	LOC108009073|XP_016928576.1|DSUZ	LOC117567292|XP_034103054.1|DALB
OG0008742	LOC108007113|XP_036670866.1|DSUZ	LOC117567086|XP_034102733.1|DALB
OG0008743	LOC108009807|XP_016929970.1|DSUZ	LOC117566930|XP_034102443.1|DALB
OG0008744	LOC108018213|XP_016941220.1|DSUZ	LOC117570451|XP_034108002.1|DALB
OG0008745	LOC108015352|XP_016937252.2|DSUZ	LOC117572343|XP_034110988.1|DALB
OG0008746	LOC108014201|XP_016935727.1|DSUZ	LOC117576789|XP_034117733.1|DALB
OG0008747	LOC108013419|XP_016934767.1|DSUZ	LOC117568979|XP_034105830.1|DALB
OG0008748	LOC108005661|XP_016924474.1|DSUZ	LOC117564054|XP_034098566.1|DALB
OG0008749	LOC108016459|XP_016938603.1|DSUZ	LOC117566074|XP_034101444.1|DALB
OG0008750	LOC108021164|XP_016945235.1|DSUZ	LOC117564166|XP_034098724.1|DALB
OG0008752	LOC108018532|XP_036673127.1|DSUZ	LOC117574540|XP_034114295.1|DALB
OG0008753	LOC108013919|XP_016935413.1|DSUZ	LOC117568435|XP_034104990.1|DALB
OG0008754	LOC108019618|XP_016942988.1|DSUZ	LOC117567278|XP_034103035.1|DALB
OG0008755	LOC108017387|XP_016939896.1|DSUZ	LOC117574453|XP_034114181.1|DALB
OG0008756	LOC108014884|XP_016936591.1|DSUZ	LOC117576306|XP_034116852.1|DALB
OG0008757	LOC108015693|XP_036673162.1|DSUZ	LOC117576301|XP_034116846.1|DALB
OG0008758	LOC108021329|XP_016945489.1|DSUZ	LOC117565950|XP_034101228.1|DALB
OG0008759	LOC108021273|XP_016945395.1|DSUZ	LOC117563727|XP_034098086.1|DALB
OG0008760	LOC108009638|XP_016929627.1|DSUZ	LOC117564385|XP_034098996.1|DALB
OG0008761	LOC108021597|XP_016945879.1|DSUZ	LOC117578404|XP_034097283.1|DALB
OG0008762	LOC118876744|XP_016942909.1|DSUZ	LOC117569599|XP_034106725.1|DALB
OG0008763	LOC108007728|XP_016926967.1|DSUZ	LOC117564511|XP_034099221.1|DALB
OG0008764	LOC108008922|XP_016928322.1|DSUZ	LOC117563793|XP_034098214.1|DALB
OG0008765	LOC108019655|XP_016943032.1|DSUZ	LOC117570440|XP_034107988.1|DALB
OG0008766	LOC108009416|XP_016929236.1|DSUZ, LOC118876826|XP_036668735.1|DSUZ, LOC108008765|XP_016928156.1|DSUZ	LOC117565761|XP_034100919.1|DALB
OG0008767	LOC108017881|XP_016940533.1|DSUZ	LOC117568926|XP_034105728.1|DALB
OG0008768	LOC108009979|XP_016930242.1|DSUZ	LOC117572388|XP_034111051.1|DALB
OG0008769	LOC108010033|XP_016930328.1|DSUZ	LOC117569248|XP_034106213.1|DALB
OG0008770	LOC108017798|XP_016940432.1|DSUZ	LOC117571196|XP_034109129.1|DALB
OG0008771	LOC108009542|XP_016929472.1|DSUZ	LOC117567255|XP_034102995.1|DALB
OG0008772	LOC108008174|XP_016927454.1|DSUZ	LOC117570599|XP_034108233.1|DALB
OG0008773	LOC108009191|XP_016928832.1|DSUZ	LOC117572147|XP_034110678.1|DALB
OG0008774	LOC108008677|XP_016928059.1|DSUZ	LOC117570843|XP_034108615.1|DALB
OG0008776	LOC108008343|XP_016927660.1|DSUZ	LOC117570256|XP_034107660.1|DALB
OG0008777	LOC108009708|XP_016929752.1|DSUZ	LOC117568104|XP_034104387.1|DALB
OG0008778	LOC108018061|XP_016940946.1|DSUZ	LOC117567448|XP_034103351.1|DALB
OG0008779	LOC108018905|XP_016941986.1|DSUZ	LOC117578151|XP_034119260.1|DALB
OG0008780	LOC118878005|XP_036674920.1|DSUZ, LOC118877740|XP_036673640.1|DSUZ, LOC118878562|XP_036677476.1|DSUZ, LOC118878013|XP_036674953.1|DSUZ, LOC108013799|XP_016935261.1|DSUZ, LOC118876776|XP_036674842.1|DSUZ	LOC117571422|XP_034109456.1|DALB
OG0008781	LOC108015421|XP_016937339.1|DSUZ	LOC117564817|XP_034099633.1|DALB, LOC117564776|XP_034099569.1|DALB
OG0008782	LOC108013389|XP_016934715.1|DSUZ	LOC117572190|XP_034110735.1|DALB
OG0008783	LOC108008731|XP_016928120.1|DSUZ	LOC117571735|XP_034109945.1|DALB
OG0008784	LOC108013191|XP_016934387.1|DSUZ	LOC117570487|XP_034108067.1|DALB
OG0008785	LOC108013413|XP_016934759.1|DSUZ	LOC117564632|XP_034099382.1|DALB
OG0008786	LOC108012395|XP_016933247.1|DSUZ	LOC117564569|XP_034099295.1|DALB
OG0008787	LOC108013219|XP_016934435.1|DSUZ	LOC117569216|XP_034106181.1|DALB
OG0008788	LOC108011439|XP_016932059.1|DSUZ	LOC117568722|XP_034105431.1|DALB, LOC117569876|XP_034107105.1|DALB
OG0008789	LOC108012597|XP_016933505.1|DSUZ	LOC117571240|XP_034109184.1|DALB, LOC117571442|XP_034109477.1|DALB
OG0008790	LOC108019898|XP_016943471.1|DSUZ	LOC117572776|XP_034111763.1|DALB
OG0008791	LOC108008694|XP_016928079.1|DSUZ	LOC117571519|XP_034109582.1|DALB
OG0008792	LOC108009086|XP_016928632.2|DSUZ	LOC117571536|XP_034109616.1|DALB
OG0008793	LOC108019629|XP_016943000.1|DSUZ	LOC117572675|XP_034111595.1|DALB, LOC117567424|XP_034103310.1|DALB, LOC117566742|XP_034102177.1|DALB, LOC117566741|XP_034102176.1|DALB, LOC117567425|XP_034103311.1|DALB, LOC117567421|XP_034103308.1|DALB, LOC117567423|XP_034103309.1|DALB
OG0008794	LOC108006736|XP_016925772.1|DSUZ	LOC117576016|XP_034116413.1|DALB, LOC117568189|XP_034104537.1|DALB
OG0008795	LOC108014155|XP_036674027.1|DSUZ	LOC117575713|XP_034115939.1|DALB
OG0008796	LOC108015441|XP_036675582.1|DSUZ	LOC117575097|XP_034115089.1|DALB, LOC117574811|XP_034114669.1|DALB, LOC117574776|XP_034114615.1|DALB
OG0008797	LOC108015606|XP_016937583.1|DSUZ, LOC108014526|XP_036673697.1|DSUZ	LOC117575918|XP_034116263.1|DALB, LOC117576311|XP_034116856.1|DALB
OG0008806	LOC108019219|XP_016942504.1|DSUZ	LOC117564448|XP_034099120.1|DALB
OG0008807	LOC108005328|XP_036675873.1|DSUZ	LOC117577661|XP_034118439.1|DALB
OG0008808	LOC108005292|XP_016923980.1|DSUZ	LOC117577767|XP_034118569.1|DALB
OG0008809	LOC118877843|XP_036673960.1|DSUZ	LOC117575556|XP_034115707.1|DALB
OG0008811	LOC108006415|XP_036673233.1|DSUZ	LOC117575476|XP_034115600.1|DALB
OG0008813	LOC108010601|XP_036674348.1|DSUZ	LOC117573797|XP_034113096.1|DALB
OG0008815	LOC118877577|XP_036672725.1|DSUZ	LOC117575519|XP_034115657.1|DALB
OG0008816	LOC108006849|XP_016925887.1|DSUZ	LOC117572284|XP_034110881.1|DALB
OG0008819	LOC108010197|XP_016930530.1|DSUZ	LOC117570814|XP_034108565.1|DALB
OG0008820	LOC108013464|XP_016934834.1|DSUZ	LOC117565925|XP_034101189.1|DALB
OG0008821	LOC108011223|XP_016931810.1|DSUZ	LOC117574919|XP_034114862.1|DALB
OG0008823	LOC108015043|XP_016936765.1|DSUZ	LOC117573861|XP_034113228.1|DALB
OG0008824	LOC108006159|XP_036672288.1|DSUZ	LOC117566494|XP_034101924.1|DALB
OG0008825	LOC108006144|XP_036670760.1|DSUZ	LOC117566533|XP_034101964.1|DALB
OG0008829	LOC108016782|XP_016939039.1|DSUZ	LOC117574152|XP_034113725.1|DALB
OG0008830	LOC108010443|XP_036675962.1|DSUZ	LOC117574005|XP_034113473.1|DALB
OG0008831	LOC108016751|XP_016938983.1|DSUZ	LOC117569517|XP_034106604.1|DALB
OG0008832	LOC108016644|XP_016938835.1|DSUZ	LOC117563852|XP_034098274.1|DALB
OG0008833	LOC108019166|XP_016942413.1|DSUZ	LOC117572968|XP_034111820.1|DALB
OG0008834	LOC108017667|XP_016940265.1|DSUZ	LOC117575489|XP_034115615.1|DALB
OG0008835	LOC118877878|XP_036674132.1|DSUZ, LOC108007809|XP_016927061.2|DSUZ	LOC117576992|XP_034118069.1|DALB, LOC117576991|XP_034118067.1|DALB, LOC117576234|XP_034116743.1|DALB
OG0008836	LOC108018191|XP_016941190.1|DSUZ	LOC117570329|XP_034107768.1|DALB
OG0008837	LOC108008658|XP_016928034.1|DSUZ	LOC117571964|XP_034110354.1|DALB
OG0008838	LOC108021360|XP_016945537.1|DSUZ	LOC117565409|XP_034100385.1|DALB
OG0008839	LOC108008331|XP_016927646.1|DSUZ	LOC117569830|XP_034107046.1|DALB
OG0008840	LOC108021305|XP_016945446.1|DSUZ	LOC117565785|XP_034100952.1|DALB
OG0008841	LOC108007081|XP_036671384.1|DSUZ	LOC117569099|XP_034106007.1|DALB
OG0008842	LOC108008205|XP_036668942.1|DSUZ	LOC117566621|XP_034102052.1|DALB
OG0008843	LOC108007165|XP_016926274.1|DSUZ	LOC117570058|XP_034107384.1|DALB
OG0008844	LOC108017576|XP_016940154.1|DSUZ	LOC117577229|XP_034118111.1|DALB, LOC117577286|XP_034118154.1|DALB, LOC117573193|XP_034112077.1|DALB, LOC117566787|XP_034102220.1|DALB
OG0008845	LOC108008962|XP_016928367.1|DSUZ	LOC117565383|XP_034100351.1|DALB
OG0008846	LOC108020726|XP_016944583.2|DSUZ, LOC118877258|XP_036670919.1|DSUZ	LOC117571388|XP_034109398.1|DALB
OG0008847	LOC108015980|XP_016938056.1|DSUZ	LOC117575643|XP_034115814.1|DALB
OG0008848	LOC108008243|XP_016927523.2|DSUZ	LOC117568188|XP_034104536.1|DALB
OG0008849	LOC108004567|XP_016922992.1|DSUZ	LOC117576730|XP_034117648.1|DALB
OG0008850	LOC108008823|XP_016928218.1|DSUZ	LOC117566562|XP_034101995.1|DALB
OG0008851	LOC108007374|XP_016926522.1|DSUZ	LOC117564340|XP_034098939.1|DALB, LOC117564338|XP_034098936.1|DALB
OG0008852	LOC108019571|XP_016942897.1|DSUZ	LOC117569571|XP_034106685.1|DALB
OG0008854	LOC108021334|XP_016945499.1|DSUZ	LOC117565817|XP_034101008.1|DALB
OG0008855	LOC108018941|XP_016942027.1|DSUZ	LOC117565566|XP_034100633.1|DALB
OG0008856	LOC108020425|XP_016944224.1|DSUZ	LOC117573099|XP_034111902.1|DALB
OG0008857	LOC108005801|XP_036672069.1|DSUZ	LOC117571415|XP_034109446.1|DALB
OG0008858	LOC108012037|XP_016932806.1|DSUZ, LOC108006776|XP_036674578.1|DSUZ	LOC117567538|XP_034103474.1|DALB
OG0008859	LOC108012419|XP_016933268.1|DSUZ	LOC117567515|XP_034103450.1|DALB
OG0008860	LOC108019306|XP_016942616.2|DSUZ	LOC117573309|XP_034112304.1|DALB
OG0008861	LOC108006533|XP_016925547.1|DSUZ, LOC108010232|XP_036668604.1|DSUZ	LOC117568808|XP_034105560.1|DALB
OG0008862	LOC108018281|XP_036674687.1|DSUZ	LOC117576644|XP_034117468.1|DALB
OG0008863	LOC118879637|XP_036678424.1|DSUZ, LOC118879638|XP_036678425.1|DSUZ, LOC108021236|XP_036677646.1|DSUZ	LOC117564485|XP_034099181.1|DALB
OG0008864	LOC108008750|XP_016928137.1|DSUZ	LOC117570889|XP_034108677.1|DALB
OG0008865	LOC108007451|XP_016926609.1|DSUZ	LOC117565484|XP_034100477.1|DALB
OG0008866	LOC108013622|XP_036668767.1|DSUZ	LOC117563679|XP_034097997.1|DALB
OG0008867	LOC108019134|XP_016942365.1|DSUZ	LOC117566446|XP_034101871.1|DALB
OG0008868	LOC108008779|XP_016928165.1|DSUZ	LOC117568306|XP_034104743.1|DALB
OG0008869	LOC108006889|XP_016925962.2|DSUZ	LOC117568678|XP_034105373.1|DALB
OG0008870	LOC108020712|XP_016944569.2|DSUZ, LOC118877540|XP_036672491.1|DSUZ	LOC117571356|XP_034109356.1|DALB
OG0008871	LOC108013418|XP_016934765.1|DSUZ	LOC117567280|XP_034103037.1|DALB
OG0008872	LOC108021403|XP_016945591.1|DSUZ	LOC117564257|XP_034098849.1|DALB
OG0008873	LOC108006587|XP_016925603.1|DSUZ	LOC117563529|XP_034097799.1|DALB
OG0008874	LOC108009005|XP_016928438.1|DSUZ	LOC117571514|XP_034109578.1|DALB
OG0008875	LOC108019624|XP_016942995.1|DSUZ	LOC117572691|XP_034111633.1|DALB
OG0008876	LOC108020413|XP_016944203.1|DSUZ	LOC117573206|XP_034112094.1|DALB
OG0008877	LOC108005724|XP_036670856.1|DSUZ	LOC117568539|XP_034105148.1|DALB
OG0008878	LOC108021651|XP_016945953.1|DSUZ	LOC117563440|XP_034097667.1|DALB
OG0008879	LOC108009862|XP_016930051.1|DSUZ	LOC117569396|XP_034106423.1|DALB
OG0008880	LOC108014624|XP_016936276.2|DSUZ, LOC118878104|XP_036675345.1|DSUZ	LOC117576567|XP_034117297.1|DALB
OG0008881	LOC108008835|XP_016928230.1|DSUZ	LOC117570657|XP_034108333.1|DALB
OG0008882	LOC108021072|XP_016945073.2|DSUZ	LOC117563707|XP_034098045.1|DALB, LOC117563702|XP_034098036.1|DALB
OG0008883	LOC108017490|XP_016940029.2|DSUZ	LOC117576442|XP_034117096.1|DALB
OG0008884	LOC108019976|XP_036674328.1|DSUZ	LOC117574849|XP_034114739.1|DALB
OG0008885	LOC108021320|XP_016945475.1|DSUZ	LOC117563596|XP_034097875.1|DALB
OG0008886	LOC108010155|XP_016930477.1|DSUZ	LOC117568710|XP_034105415.1|DALB
OG0008887	LOC108009808|XP_016929971.1|DSUZ	LOC117570567|XP_034108190.1|DALB
OG0008888	LOC108013296|XP_016934573.1|DSUZ	LOC117567054|XP_034102673.1|DALB
OG0008889	LOC108009085|XP_016928631.1|DSUZ	LOC117571535|XP_034109615.1|DALB
OG0008891	LOC108020198|XP_036670858.1|DSUZ	LOC117567569|XP_034103527.1|DALB
OG0008892	LOC108009871|XP_016930063.1|DSUZ	LOC117570826|XP_034108581.1|DALB
OG0008893	LOC108014465|XP_016936076.1|DSUZ	LOC117567304|XP_034103080.1|DALB
OG0008895	LOC108017200|XP_016939683.2|DSUZ	LOC117575804|XP_034116082.1|DALB
OG0008897	LOC108018625|XP_016941679.2|DSUZ, LOC108004865|XP_036673620.1|DSUZ	LOC117576683|XP_034117570.1|DALB
OG0008898	LOC108019899|XP_016943475.1|DSUZ	LOC117570274|XP_034107681.1|DALB
OG0008899	LOC108018477|XP_016941525.1|DSUZ	LOC117566122|XP_034101489.1|DALB
OG0008900	LOC108021178|XP_016945249.1|DSUZ	LOC117563234|XP_034097328.1|DALB
OG0008901	LOC108005893|XP_016924771.1|DSUZ	LOC117569169|XP_034106126.1|DALB
OG0008902	LOC108020334|XP_016943956.1|DSUZ	LOC117573151|XP_034111994.1|DALB
OG0008903	LOC108010463|XP_016930825.1|DSUZ	LOC117565819|XP_034101010.1|DALB
OG0008904	LOC108008710|XP_016928096.1|DSUZ	LOC117566545|XP_034101977.1|DALB
OG0008905	LOC108020399|XP_016944173.1|DSUZ	LOC117573089|XP_034111877.1|DALB
OG0008906	LOC108013629|XP_016935062.1|DSUZ	LOC117568880|XP_034105671.1|DALB
OG0008907	LOC108005703|XP_016924519.2|DSUZ	LOC117573314|XP_034112313.1|DALB
OG0008908	LOC108017145|XP_036675068.1|DSUZ	LOC117576243|XP_034116753.1|DALB
OG0008909	LOC108007614|XP_016926809.2|DSUZ	LOC117573395|XP_034112489.1|DALB
OG0008910	LOC108006990|XP_016926086.2|DSUZ	LOC117576318|XP_034116866.1|DALB
OG0008911	LOC108020098|XP_016943688.2|DSUZ, LOC108020100|XP_016943689.2|DSUZ	LOC117574928|XP_034114870.1|DALB
OG0008912	LOC108011616|XP_016932276.1|DSUZ	LOC117575216|XP_034115233.1|DALB
OG0008913	LOC108020524|XP_016944358.1|DSUZ	LOC117574803|XP_034114659.1|DALB
OG0008914	LOC108010571|XP_016930939.1|DSUZ	LOC117574757|XP_034114592.1|DALB
OG0008915	LOC108014244|XP_016935770.1|DSUZ	LOC117576181|XP_034116661.1|DALB
OG0008916	LOC108021614|XP_016945902.1|DSUZ	LOC117563218|XP_034097298.1|DALB, LOC117564949|XP_034099795.1|DALB
OG0008917	LOC108019211|XP_016942496.1|DSUZ	LOC117565330|XP_034100267.1|DALB
OG0008918	LOC108009311|XP_016929060.1|DSUZ, LOC108005369|XP_016924117.1|DSUZ	LOC117565986|XP_034101290.1|DALB
OG0008919	LOC108020992|XP_016944942.1|DSUZ	LOC117564142|XP_034098695.1|DALB
OG0008921	LOC108016345|XP_016938471.1|DSUZ	LOC117565947|XP_034101225.1|DALB
OG0008923	LOC108017803|XP_016940438.1|DSUZ	LOC117570116|XP_034107470.1|DALB
OG0008924	LOC108010000|XP_036669232.1|DSUZ	LOC117569678|XP_034106817.1|DALB
OG0008925	LOC108018222|XP_016941230.1|DSUZ	LOC117567092|XP_034102763.1|DALB
OG0008926	LOC108009366|XP_016929159.1|DSUZ	LOC117570416|XP_034107933.1|DALB
OG0008927	LOC108010275|XP_016930625.1|DSUZ	LOC117567631|XP_034103621.1|DALB
OG0008928	LOC108017764|XP_016940370.1|DSUZ, LOC108017765|XP_016940371.1|DSUZ	LOC117569447|XP_034106501.1|DALB
OG0008929	LOC108017988|XP_016940819.1|DSUZ	LOC117570405|XP_034107920.1|DALB
OG0008930	LOC108015946|XP_016938018.2|DSUZ	LOC117573454|XP_034112567.1|DALB
OG0008931	LOC108008561|XP_016927921.1|DSUZ	LOC117571546|XP_034109630.1|DALB
OG0008932	LOC108008934|XP_016928335.1|DSUZ	LOC117568854|XP_034105625.1|DALB
OG0008933	LOC108008728|XP_016928117.1|DSUZ	LOC117569189|XP_034106149.1|DALB
OG0008934	LOC108005834|XP_016924664.1|DSUZ, LOC108005832|XP_016924658.1|DSUZ	LOC117571423|XP_034109453.1|DALB
OG0008935	LOC108017842|XP_016940486.1|DSUZ	LOC117571468|XP_034109512.1|DALB
OG0008936	LOC108010238|XP_016930580.1|DSUZ	LOC117571331|XP_034109313.1|DALB
OG0008937	LOC108009664|XP_016929679.1|DSUZ	LOC117569203|XP_034106162.1|DALB
OG0008938	LOC108019738|XP_036669976.1|DSUZ	LOC117571470|XP_034109514.1|DALB
OG0008939	LOC108018165|XP_016941145.2|DSUZ	LOC117568945|XP_034105774.1|DALB
OG0008940	LOC108009441|XP_016929276.1|DSUZ	LOC117567656|XP_034103659.1|DALB
OG0008941	LOC108017007|XP_016939449.1|DSUZ	LOC117566119|XP_034101487.1|DALB
OG0008942	LOC108016947|XP_016939369.1|DSUZ	LOC117572492|XP_034111237.1|DALB
OG0008943	LOC108016623|XP_016938807.1|DSUZ	LOC117577558|XP_034118284.1|DALB
OG0008944	LOC108005433|XP_016924202.1|DSUZ	LOC117577385|XP_034118188.1|DALB
OG0008945	LOC108015236|XP_016937071.1|DSUZ	LOC117570055|XP_034107413.1|DALB
OG0008946	LOC108004725|XP_016923236.1|DSUZ	LOC117575179|XP_034115183.1|DALB
OG0008947	LOC108015158|XP_016936924.1|DSUZ	LOC117571126|XP_034109022.1|DALB
OG0008948	LOC108016897|XP_016939298.2|DSUZ	LOC117578107|XP_034119178.1|DALB
OG0008949	LOC108012614|XP_016933523.1|DSUZ	LOC117567836|XP_034103975.1|DALB
OG0008950	LOC108019006|XP_016942109.1|DSUZ	LOC117576602|XP_034117393.1|DALB
OG0008951	LOC118877363|XP_036671761.1|DSUZ	LOC117572076|XP_034110555.1|DALB
OG0008952	LOC108004598|XP_016923027.1|DSUZ	LOC117570104|XP_034107454.1|DALB
OG0008953	LOC108007681|XP_036670559.1|DSUZ	LOC117568206|XP_034104567.1|DALB
OG0008955	LOC108005817|XP_016924634.1|DSUZ	LOC117570896|XP_034108690.1|DALB
OG0008956	LOC108008951|XP_016928351.1|DSUZ	LOC117571696|XP_034109881.1|DALB
OG0008957	LOC108013615|XP_016935045.1|DSUZ	LOC117568368|XP_034104858.1|DALB
OG0008958	LOC108017623|XP_016940210.2|DSUZ	LOC117571023|XP_034108874.1|DALB
OG0008959	LOC108006212|XP_016925139.1|DSUZ	LOC117569107|XP_034106016.1|DALB
OG0008960	LOC108014645|XP_036671157.1|DSUZ	LOC117572464|XP_034111197.1|DALB
OG0008962	LOC108019011|XP_016942112.1|DSUZ	LOC117568038|XP_034104278.1|DALB
OG0008963	LOC108021777|XP_036677015.1|DSUZ	LOC117572474|XP_034111217.1|DALB
OG0008964	LOC108016576|XP_016938745.1|DSUZ	LOC117577834|XP_034118666.1|DALB, LOC117577877|XP_034118726.1|DALB
OG0008965	LOC108021124|XP_016945169.1|DSUZ	LOC117563539|XP_034097809.1|DALB
OG0008966	LOC108010277|XP_016930633.1|DSUZ	LOC117563943|XP_034098406.1|DALB, LOC117563945|XP_034098407.1|DALB, LOC117563947|XP_034098409.1|DALB, LOC117563822|XP_034098242.1|DALB, LOC117563825|XP_034098244.1|DALB, LOC117563942|XP_034098405.1|DALB
OG0008967	LOC118877362|XP_036671748.1|DSUZ	LOC117571027|XP_034108877.1|DALB
OG0008968	LOC108011281|XP_016931880.1|DSUZ	LOC117564574|XP_034099306.1|DALB
OG0008969	LOC108012538|XP_016933445.1|DSUZ	LOC117565402|XP_034100378.1|DALB
OG0008970	LOC108009455|XP_016929316.1|DSUZ	LOC117564369|XP_034098977.1|DALB, LOC117564494|XP_034099199.1|DALB
OG0008971	LOC108012712|XP_016933630.1|DSUZ	LOC117571349|XP_034109348.1|DALB
OG0008972	LOC108012607|XP_016933516.2|DSUZ	LOC117568413|XP_034104945.1|DALB, LOC117568577|XP_034105196.1|DALB, LOC117568433|XP_034104986.1|DALB
OG0008973	LOC108007999|XP_016927267.2|DSUZ, LOC108008000|XP_036672145.1|DSUZ	LOC117571373|XP_034109379.1|DALB
OG0008985	LOC108011312|XP_016931907.2|DSUZ	LOC117568765|XP_034105494.1|DALB
OG0008989	LOC108018915|XP_036675710.1|DSUZ	LOC117576590|XP_034117371.1|DALB
OG0008990	LOC108012974|XP_016934027.1|DSUZ	LOC117571738|XP_034109946.1|DALB
OG0008991	LOC118878509|XP_036677405.1|DSUZ	LOC117575950|XP_034116304.1|DALB
OG0008992	LOC108018316|XP_016941346.1|DSUZ	LOC117575677|XP_034115856.1|DALB
OG0008993	LOC108015894|XP_036672020.1|DSUZ	LOC117568343|XP_034104820.1|DALB
OG0008994	LOC108021559|XP_036672279.1|DSUZ	LOC117565963|XP_034101250.1|DALB
OG0008995	LOC108008090|XP_016927369.2|DSUZ	LOC117571364|XP_034109366.1|DALB
OG0008996	LOC108018962|XP_016942054.1|DSUZ	LOC117574371|XP_034114099.1|DALB
OG0008997	LOC108016812|XP_016939101.1|DSUZ	LOC117578006|XP_034118995.1|DALB
OG0008999	LOC108015080|XP_016936808.1|DSUZ	LOC117573251|XP_034112214.1|DALB
OG0009000	LOC108004777|XP_016923315.1|DSUZ	LOC117565693|XP_034100819.1|DALB, LOC117572587|XP_034111366.1|DALB
OG0009002	LOC108013833|XP_016935304.2|DSUZ	LOC117573639|XP_034112840.1|DALB
OG0009003	LOC108014520|XP_016936148.2|DSUZ	LOC117571466|XP_034109510.1|DALB
OG0009005	LOC108011962|XP_016932709.1|DSUZ	LOC117563329|XP_034097484.1|DALB
OG0009006	LOC108011994|XP_016932749.2|DSUZ	LOC117573566|XP_034112744.1|DALB
OG0009007	LOC108013500|XP_016934874.1|DSUZ	LOC117569637|XP_034106767.1|DALB
OG0009008	LOC108015969|XP_036672610.1|DSUZ	LOC117576191|XP_034116674.1|DALB
OG0009009	LOC108011047|XP_036670256.1|DSUZ	LOC117572752|XP_034111727.1|DALB
OG0009010	LOC108013277|XP_016934537.1|DSUZ	LOC117569507|XP_034106581.1|DALB
OG0009011	LOC108020017|XP_036671503.1|DSUZ	LOC117572112|XP_034110624.1|DALB
OG0009012	LOC108008335|XP_016927650.1|DSUZ	LOC117569863|XP_034107087.1|DALB
OG0009013	LOC108015267|XP_016937117.1|DSUZ	LOC117577242|XP_034118124.1|DALB
OG0009014	LOC108011311|XP_016931906.1|DSUZ	LOC117571645|XP_034109771.1|DALB
OG0009015	LOC108005757|XP_036672070.1|DSUZ	LOC117571417|XP_034109448.1|DALB
OG0009016	LOC108006863|XP_016925921.1|DSUZ	LOC117568995|XP_034105861.1|DALB
OG0009017	LOC108021562|XP_016945824.1|DSUZ	LOC117564666|XP_034099420.1|DALB
OG0009018	LOC108020403|XP_016944178.1|DSUZ	LOC117573142|XP_034111969.1|DALB
OG0009019	LOC108020336|XP_016943960.1|DSUZ	LOC117573098|XP_034111891.1|DALB
OG0009020	LOC108006405|XP_036673292.1|DSUZ	LOC117574029|XP_034113513.1|DALB
OG0009021	LOC108013796|XP_036674884.1|DSUZ	LOC117576612|XP_034117407.1|DALB
OG0009022	LOC108005691|XP_036673928.1|DSUZ	LOC117575928|XP_034116278.1|DALB
OG0009023	LOC108020155|XP_016943745.2|DSUZ	LOC117574962|XP_034114917.1|DALB
OG0009024	LOC108011528|XP_016932180.1|DSUZ	LOC117576224|XP_034116726.1|DALB
OG0009025	LOC108018376|XP_036672591.1|DSUZ	LOC117573738|XP_034113007.1|DALB
OG0009026	LOC108020668|XP_036673348.1|DSUZ	LOC117575280|XP_034115312.1|DALB
OG0009027	LOC108019804|XP_016943302.1|DSUZ	LOC117571315|XP_034109285.1|DALB
OG0009028	LOC108013158|XP_016934341.1|DSUZ	LOC117569140|XP_034106061.1|DALB
OG0009029	LOC108011042|XP_016931584.1|DSUZ	LOC117565381|XP_034100346.1|DALB
OG0009030	LOC108021179|XP_016945250.1|DSUZ	LOC117565097|XP_034099946.1|DALB
OG0009031	LOC108017117|XP_016939566.1|DSUZ	LOC117575618|XP_034115783.1|DALB
OG0009032	LOC108017120|XP_016939570.1|DSUZ	LOC117575620|XP_034115785.1|DALB
