Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0007749	LOC108016826|XP_016939132.1|DSUZ	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC108012157|XP_016932937.2|DSUZ	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC108021301|XP_016945442.1|DSUZ	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC108005091|XP_016923752.1|DSUZ	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC108015243|XP_016937078.1|DSUZ	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC108016608|XP_016938787.1|DSUZ	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC108016558|XP_036676428.1|DSUZ	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC108016980|XP_016939413.1|DSUZ	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC108015377|XP_016937285.1|DSUZ	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC108021361|XP_016945538.1|DSUZ	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC108017223|XP_016939709.2|DSUZ	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC108018965|XP_016942056.1|DSUZ	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC108015229|XP_016937062.1|DSUZ	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC108014947|XP_036676749.1|DSUZ	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC108021293|XP_016945431.1|DSUZ	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC108004677|XP_016923153.1|DSUZ	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC108004745|XP_016923267.1|DSUZ	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC108018310|XP_036674745.1|DSUZ	LOC119069847|XP_037029912.1|BCOP
OG0007767	LOC108020421|XP_016944216.1|DSUZ	LOC119081005|XP_037045580.1|BCOP
OG0007768	LOC108018927|XP_016942009.1|DSUZ	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC108018967|XP_016942058.1|DSUZ	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC108011936|XP_016932673.1|DSUZ	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC108006815|XP_016925855.1|DSUZ	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC108016778|XP_016939033.1|DSUZ	LOC119069501|XP_037029468.1|BCOP
OG0007774	LOC108005769|XP_036672136.1|DSUZ	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC108006563|XP_016925584.1|DSUZ	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC108010413|XP_036675964.1|DSUZ	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC108013722|XP_016935151.1|DSUZ	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC108018908|XP_016941989.1|DSUZ	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC108018817|XP_016941891.2|DSUZ	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC108019215|XP_016942499.1|DSUZ	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC108015266|XP_036676236.1|DSUZ	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC108019193|XP_016942456.2|DSUZ	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC108004682|XP_016923159.1|DSUZ	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC108011647|XP_016932327.2|DSUZ	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC108016902|XP_016939307.2|DSUZ	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC108012076|XP_016932846.1|DSUZ	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC108015458|XP_036675566.1|DSUZ	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC108020317|XP_036674110.1|DSUZ, LOC108017392|XP_036673849.1|DSUZ	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC108007209|XP_036674511.1|DSUZ	LOC119067874|XP_037027035.1|BCOP
OG0007791	LOC108011714|XP_016932424.2|DSUZ	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP
OG0007792	LOC108019155|XP_016942394.1|DSUZ	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC108010926|XP_016931422.2|DSUZ	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC108015184|XP_036676550.1|DSUZ	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC108016988|XP_016939425.1|DSUZ	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC108005037|XP_016923663.2|DSUZ	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC108016480|XP_016938630.2|DSUZ	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC108018338|XP_016941369.2|DSUZ	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC108020491|XP_036673015.1|DSUZ	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC108005048|XP_016923677.1|DSUZ	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC108015858|XP_016937915.1|DSUZ	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC108014885|XP_036672744.1|DSUZ	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC108016822|XP_016939126.1|DSUZ	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC108015356|XP_016937256.1|DSUZ	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC108015355|XP_016937255.1|DSUZ	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC108005013|XP_036673303.1|DSUZ	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC108019190|XP_016942452.1|DSUZ	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC108020587|XP_016944429.1|DSUZ	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC108014769|XP_036673075.1|DSUZ	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC108015051|XP_016936779.1|DSUZ	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC108017310|XP_036673952.1|DSUZ	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC108016609|XP_016938789.1|DSUZ	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC108016972|XP_016939403.1|DSUZ	LOC119069315|XP_037029262.1|BCOP
OG0007817	LOC108014371|XP_016935953.2|DSUZ	LOC119076246|XP_037038804.1|BCOP
OG0007818	LOC108015783|XP_036673346.1|DSUZ	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC108013713|XP_016935142.1|DSUZ	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC108010853|XP_036675375.1|DSUZ	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC108016481|XP_036675500.1|DSUZ	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC108014133|XP_016935650.1|DSUZ	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC108014751|XP_036673482.1|DSUZ	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC108015206|XP_016937024.1|DSUZ	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC108011458|XP_016932091.2|DSUZ	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC108011652|XP_016932337.2|DSUZ	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC118879028|XP_036677908.1|DSUZ, LOC108020289|XP_016943906.2|DSUZ	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC108019144|XP_016942381.1|DSUZ	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC108015383|XP_016937291.1|DSUZ	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC108016962|XP_016939388.1|DSUZ	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC108006629|XP_016925651.1|DSUZ	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC108016039|XP_016938123.1|DSUZ	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC108016661|XP_016938860.1|DSUZ	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC108015483|XP_016937404.1|DSUZ	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC108007232|XP_016926358.2|DSUZ	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC108007199|XP_016926322.1|DSUZ	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC108018235|XP_016941251.2|DSUZ	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC108015290|XP_016937152.1|DSUZ	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC108015765|XP_036673410.1|DSUZ	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC108020591|XP_036673344.1|DSUZ	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC108010585|XP_016930960.2|DSUZ	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC108010583|XP_036674259.1|DSUZ	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC108011708|XP_016932410.1|DSUZ	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC108018406|XP_016941452.1|DSUZ	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC108007610|XP_036673517.1|DSUZ	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC108020639|XP_036673271.1|DSUZ	LOC119082558|XP_037047979.1|BCOP
OG0007855	LOC108020076|XP_036674095.1|DSUZ	LOC119067194|XP_037025920.1|BCOP
OG0007856	LOC108015744|XP_036673423.1|DSUZ	LOC119067463|XP_037026344.1|BCOP
OG0007857	LOC108007860|XP_036674284.1|DSUZ	LOC119070457|XP_037030707.1|BCOP
OG0007858	LOC108021558|XP_016945816.1|DSUZ	LOC119074395|XP_037036410.1|BCOP
OG0007859	LOC108016611|XP_016938791.1|DSUZ	LOC119080612|XP_037044909.1|BCOP
OG0007860	LOC108006462|XP_016925475.2|DSUZ	LOC119070507|XP_037030759.1|BCOP
OG0007861	LOC108010916|XP_036674668.1|DSUZ	LOC119070615|XP_037030938.1|BCOP
OG0007862	LOC108016469|XP_016938612.2|DSUZ	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP
OG0007863	LOC108021191|XP_016945268.1|DSUZ	LOC119066732|XP_037025248.1|BCOP
OG0007864	LOC108006507|XP_016925519.2|DSUZ	LOC119067416|XP_037026265.1|BCOP
OG0007865	LOC108007507|XP_016926682.2|DSUZ	LOC119070561|XP_037030864.1|BCOP
OG0007867	LOC108012192|XP_016932976.2|DSUZ	LOC119075684|XP_037038094.1|BCOP
OG0007868	LOC108014580|XP_036673372.1|DSUZ	LOC119069885|XP_037029957.1|BCOP
OG0007869	LOC108004594|XP_016923021.1|DSUZ	LOC119067673|XP_037026675.1|BCOP
OG0007871	LOC108005449|XP_016924227.1|DSUZ	LOC119073700|XP_037035195.1|BCOP
OG0007872	LOC108005753|XP_036671559.1|DSUZ	LOC119080393|XP_037044607.1|BCOP
OG0007874	LOC108021812|XP_016946103.1|DSUZ	LOC119078928|XP_037042565.1|BCOP
OG0007875	LOC108009480|XP_016929351.1|DSUZ	LOC119075655|XP_037038049.1|BCOP
OG0007876	LOC108004771|XP_016923306.1|DSUZ	LOC119067690|XP_037026707.1|BCOP
OG0007877	LOC108005318|XP_036677229.1|DSUZ	LOC119073250|XP_037034497.1|BCOP
OG0007878	LOC108008592|XP_016927960.1|DSUZ	LOC119081846|XP_037046983.1|BCOP
OG0007879	LOC108004813|XP_036670972.1|DSUZ	LOC119080656|XP_037044968.1|BCOP
OG0007880	LOC108013686|XP_016935093.1|DSUZ	LOC119078287|XP_037041672.1|BCOP
OG0007881	LOC108011815|XP_036671759.1|DSUZ	LOC119073697|XP_037035192.1|BCOP
OG0007882	LOC108006807|XP_016925844.1|DSUZ	LOC119080179|XP_037044300.1|BCOP
OG0007884	LOC108006829|XP_036671987.1|DSUZ	LOC119077327|XP_037040405.1|BCOP
OG0007885	LOC108009481|XP_016929355.1|DSUZ	LOC119080378|XP_037044578.1|BCOP
OG0007886	LOC108021662|XP_016945965.1|DSUZ	LOC119084171|XP_037049924.1|BCOP
OG0007887	LOC108006805|XP_016925842.2|DSUZ	LOC119080217|XP_037044353.1|BCOP
OG0007888	LOC108014598|XP_016936250.2|DSUZ	LOC119073507|XP_037034918.1|BCOP
OG0007889	LOC108012405|XP_016933254.1|DSUZ	LOC119073407|XP_037034736.1|BCOP
OG0007890	LOC108013091|XP_016934214.1|DSUZ	LOC119081778|XP_037046880.1|BCOP
OG0007891	LOC108018728|XP_016941790.2|DSUZ	LOC119068438|XP_037027905.1|BCOP
OG0007892	LOC108010627|XP_016931008.2|DSUZ	LOC119072049|XP_037033072.1|BCOP
OG0007893	LOC108009846|XP_016930027.1|DSUZ	LOC119078870|XP_037042492.1|BCOP
OG0007894	LOC108013293|XP_016934560.1|DSUZ	LOC119079870|XP_037043849.1|BCOP
OG0007895	LOC108012987|XP_016934046.1|DSUZ	LOC119072486|XP_037033618.1|BCOP
OG0007896	LOC108012642|XP_016933555.1|DSUZ	LOC119074353|XP_037036352.1|BCOP
OG0007897	LOC108012388|XP_016933232.1|DSUZ	LOC119073707|XP_037035208.1|BCOP
OG0007898	LOC108012539|XP_016933442.1|DSUZ	LOC119078759|XP_037042362.1|BCOP
OG0007899	LOC108015555|XP_036671030.1|DSUZ	LOC119077505|XP_037040629.1|BCOP
OG0007900	LOC108009055|XP_016928548.1|DSUZ	LOC119084822|XP_037050798.1|BCOP
OG0007901	LOC108013152|XP_016934330.1|DSUZ	LOC119075188|XP_037037475.1|BCOP
OG0007902	LOC108005193|XP_016923867.1|DSUZ	LOC119067381|XP_037026197.1|BCOP
OG0007903	LOC108007498|XP_016926670.2|DSUZ	LOC119075191|XP_037037481.1|BCOP
OG0007904	LOC108012881|XP_016933860.1|DSUZ	LOC119079640|XP_037043563.1|BCOP
OG0007905	LOC108019183|XP_016942442.1|DSUZ	LOC119071568|XP_037032400.1|BCOP
OG0007906	LOC108013617|XP_016935047.2|DSUZ	LOC119076793|XP_037039656.1|BCOP
OG0007907	LOC108014472|XP_016936086.1|DSUZ	LOC119080467|XP_037044741.1|BCOP
OG0007908	LOC108014473|XP_016936089.1|DSUZ	LOC119080489|XP_037044776.1|BCOP
OG0007909	LOC108016752|XP_016938988.1|DSUZ	LOC119081693|XP_037046685.1|BCOP
OG0007910	LOC108020709|XP_036672472.1|DSUZ, LOC108011775|XP_036671658.1|DSUZ	LOC119071198|XP_037031879.1|BCOP
OG0007911	LOC108014524|XP_016936152.2|DSUZ	LOC119081120|XP_037045759.1|BCOP
OG0007912	LOC108013522|XP_016934907.1|DSUZ	LOC119080161|XP_037044277.1|BCOP
OG0007913	LOC108014525|XP_016936153.1|DSUZ	LOC119080811|XP_037045278.1|BCOP
OG0007914	LOC108014649|XP_036672196.1|DSUZ	LOC119079936|XP_037043935.1|BCOP
OG0007915	LOC108005628|XP_016924427.2|DSUZ	LOC119073557|XP_037035008.1|BCOP
OG0007917	LOC108008687|XP_016928069.1|DSUZ	LOC119073905|XP_037035690.1|BCOP
OG0007918	LOC108017748|XP_016940349.1|DSUZ	LOC119078168|XP_037041539.1|BCOP
OG0007919	LOC108018202|XP_016941207.1|DSUZ	LOC119076961|XP_037039950.1|BCOP
OG0007921	LOC108008781|XP_016928168.1|DSUZ	LOC119073626|XP_037035111.1|BCOP
OG0007922	LOC108019257|XP_036673845.1|DSUZ	LOC119072786|XP_037033978.1|BCOP
OG0007923	LOC108021791|XP_036676950.1|DSUZ	LOC119075770|XP_037038210.1|BCOP
OG0007924	LOC108019918|XP_016943511.1|DSUZ	LOC119077374|XP_037040464.1|BCOP
OG0007925	LOC108008301|XP_016927607.1|DSUZ	LOC119085942|XP_037052391.1|BCOP, LOC119086054|XP_037052523.1|BCOP
OG0007926	LOC108017985|XP_016940817.1|DSUZ	LOC119075479|XP_037037824.1|BCOP
OG0007927	LOC108020989|XP_016944937.1|DSUZ	LOC119070821|XP_037031207.1|BCOP
OG0007928	LOC108007867|XP_016927118.1|DSUZ	LOC119066252|XP_037024473.1|BCOP
OG0007929	LOC108021095|XP_016945109.1|DSUZ	LOC119066431|XP_037024812.1|BCOP
OG0007930	LOC108008284|XP_016927561.1|DSUZ	LOC119081476|XP_037046369.1|BCOP
OG0007932	LOC108006315|XP_016925307.1|DSUZ	LOC119084844|XP_037050845.1|BCOP
OG0007933	LOC118877814|XP_036673857.1|DSUZ	LOC119073341|XP_037034630.1|BCOP
OG0007935	LOC108014594|XP_016936249.1|DSUZ	LOC119075182|XP_037037470.1|BCOP
OG0007936	LOC108021494|XP_016945726.1|DSUZ	LOC119085153|XP_037051341.1|BCOP
OG0007937	LOC108019179|XP_016942437.1|DSUZ	LOC119077093|XP_037040148.1|BCOP
OG0007938	LOC108020885|XP_016944777.1|DSUZ	LOC119066952|XP_037025568.1|BCOP
OG0007939	LOC108021260|XP_016945376.1|DSUZ	LOC119066953|XP_037025569.1|BCOP
OG0007940	LOC108021375|XP_036668759.1|DSUZ	LOC119082781|XP_037048268.1|BCOP
OG0007942	LOC108019175|XP_016942427.1|DSUZ	LOC119071039|XP_037031532.1|BCOP
OG0007943	LOC108017266|XP_036678695.1|DSUZ	LOC119083202|XP_037048758.1|BCOP
OG0007944	LOC108012871|XP_016933848.1|DSUZ	LOC119072741|XP_037033917.1|BCOP
OG0007945	LOC108021612|XP_016945900.1|DSUZ	LOC119085886|XP_037052297.1|BCOP
OG0007946	LOC108010289|XP_016930648.1|DSUZ	LOC119076981|XP_037039979.1|BCOP
OG0007947	LOC108021267|XP_016945389.1|DSUZ	LOC119070956|XP_037031406.1|BCOP
OG0007948	LOC108021500|XP_016945737.2|DSUZ	LOC119077139|XP_037040213.1|BCOP
OG0007949	LOC108004731|XP_016923244.1|DSUZ	LOC119082109|XP_037047379.1|BCOP
OG0007950	LOC108020489|XP_016944312.1|DSUZ	LOC119070761|XP_037031129.1|BCOP
OG0007951	LOC108021209|XP_016945296.1|DSUZ	LOC119070762|XP_037031130.1|BCOP
OG0007952	LOC108021439|XP_016945645.1|DSUZ	LOC119075605|XP_037037970.1|BCOP
OG0007954	LOC108021602|XP_016945887.1|DSUZ	LOC119072754|XP_037033937.1|BCOP
OG0007955	LOC108009201|XP_036674191.1|DSUZ	LOC119075757|XP_037038190.1|BCOP
OG0007956	LOC108014775|XP_016936460.1|DSUZ	LOC119078423|XP_037041827.1|BCOP
OG0007957	LOC108008509|XP_016927868.1|DSUZ	LOC119075334|XP_037037657.1|BCOP
OG0007958	LOC108006560|XP_016925579.1|DSUZ	LOC119080803|XP_037045268.1|BCOP
OG0007959	LOC108021309|XP_016945452.1|DSUZ	LOC119078890|XP_037042516.1|BCOP
OG0007960	LOC108021303|XP_016945447.1|DSUZ	LOC119072481|XP_037033605.1|BCOP
OG0007961	LOC108004981|XP_016923587.2|DSUZ	LOC119082755|XP_037048232.1|BCOP
OG0007962	LOC108016923|XP_016939339.1|DSUZ	LOC119073745|XP_037035302.1|BCOP
OG0007963	LOC108020924|XP_016944836.1|DSUZ	LOC119072702|XP_037033869.1|BCOP
OG0007964	LOC108021693|XP_016946010.1|DSUZ	LOC119075635|XP_037038011.1|BCOP
OG0007965	LOC108020086|XP_036677919.1|DSUZ	LOC119081979|XP_037047187.1|BCOP
OG0007966	LOC108015270|XP_016937124.1|DSUZ	LOC119066640|XP_037025103.1|BCOP
OG0007967	LOC108008811|XP_016928207.1|DSUZ	LOC119072670|XP_037033826.1|BCOP
OG0007968	LOC108019553|XP_016942882.1|DSUZ	LOC119082063|XP_037047294.1|BCOP
OG0007969	LOC108009585|XP_016929548.1|DSUZ	LOC119080952|XP_037045476.1|BCOP
OG0007970	LOC108008203|XP_016927482.2|DSUZ	LOC119077969|XP_037041249.1|BCOP
OG0007971	LOC108016885|XP_016939268.1|DSUZ	LOC119082295|XP_037047664.1|BCOP
OG0007972	LOC108008705|XP_016928091.1|DSUZ	LOC119081489|XP_037046386.1|BCOP
OG0007974	LOC108005451|XP_016924230.1|DSUZ	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP
OG0007975	LOC108006729|XP_036675236.1|DSUZ	LOC119083772|XP_037049451.1|BCOP
OG0007976	LOC108015069|XP_016936797.1|DSUZ	LOC119075204|XP_037037493.1|BCOP
OG0007977	LOC108011966|XP_016932715.1|DSUZ	LOC119084645|XP_037050607.1|BCOP
OG0007978	LOC108006926|XP_016926021.1|DSUZ	LOC119084648|XP_037050612.1|BCOP
OG0007979	LOC108020912|XP_016944818.1|DSUZ	LOC119071779|XP_037032730.1|BCOP
OG0007980	LOC108021437|XP_016945646.1|DSUZ	LOC119078764|XP_037042367.1|BCOP
OG0007981	LOC108018945|XP_016942036.1|DSUZ	LOC119078765|XP_037042368.1|BCOP
OG0007982	LOC108020404|XP_016944183.1|DSUZ	LOC119078727|XP_037042298.1|BCOP
OG0007983	LOC108021527|XP_016945778.1|DSUZ	LOC119072008|XP_037033021.1|BCOP
OG0007984	LOC108016851|XP_036668799.1|DSUZ	LOC119072783|XP_037033966.1|BCOP
OG0007985	LOC108007466|XP_016926628.1|DSUZ	LOC119076387|XP_037039003.1|BCOP
OG0007986	LOC108014274|XP_016935806.1|DSUZ	LOC119082121|XP_037047400.1|BCOP
OG0007987	LOC108021184|XP_016945255.1|DSUZ	LOC119075343|XP_037037667.1|BCOP
OG0007988	LOC108005331|XP_016924052.1|DSUZ	LOC119085841|XP_037052239.1|BCOP
OG0007989	LOC108021048|XP_016945042.1|DSUZ	LOC119076331|XP_037038909.1|BCOP
OG0007990	LOC108021295|XP_016945435.1|DSUZ	LOC119081965|XP_037047168.1|BCOP
OG0007991	LOC108021333|XP_016945493.1|DSUZ	LOC119084691|XP_037050666.1|BCOP
OG0007992	LOC108016346|XP_016938472.1|DSUZ	LOC119075306|XP_037037612.1|BCOP
OG0007993	LOC108010860|XP_016931323.1|DSUZ	LOC119069787|XP_037029823.1|BCOP
OG0007995	LOC108018250|XP_016941270.1|DSUZ	LOC119082386|XP_037047809.1|BCOP
OG0007996	LOC108015325|XP_016937213.1|DSUZ	LOC119078866|XP_037042474.1|BCOP
OG0007997	LOC108015806|XP_016937856.1|DSUZ	LOC119085879|XP_037052286.1|BCOP
OG0007998	LOC108021218|XP_016945306.1|DSUZ	LOC119071885|XP_037032880.1|BCOP
OG0007999	LOC108021315|XP_016945460.1|DSUZ	LOC119075632|XP_037038007.1|BCOP
OG0008000	LOC108004720|XP_016923232.1|DSUZ	LOC119075630|XP_037038004.1|BCOP
OG0008001	LOC108014275|XP_016935807.1|DSUZ	LOC119066762|XP_037025292.1|BCOP
OG0008002	LOC108020874|XP_016944765.1|DSUZ	LOC119076959|XP_037039933.1|BCOP
OG0008003	LOC108014295|XP_016935850.1|DSUZ	LOC119085980|XP_037052441.1|BCOP
OG0008004	LOC108016803|XP_016939069.2|DSUZ	LOC119069626|XP_037029623.1|BCOP
OG0008005	LOC108019082|XP_016942241.1|DSUZ	LOC119074555|XP_037036636.1|BCOP
OG0008006	LOC108013679|XP_016935087.1|DSUZ	LOC119075957|XP_037038428.1|BCOP
OG0008007	LOC108016970|XP_016939401.1|DSUZ	LOC119075969|XP_037038450.1|BCOP
OG0008008	LOC108020731|XP_016944592.1|DSUZ	LOC119084286|XP_037050107.1|BCOP
OG0008009	LOC108013729|XP_016935162.1|DSUZ	LOC119076223|XP_037038773.1|BCOP
OG0008010	LOC108006310|XP_016925294.1|DSUZ	LOC119073853|XP_037035597.1|BCOP
OG0008011	LOC108008814|XP_016928208.1|DSUZ	LOC119082847|XP_037048408.1|BCOP
OG0008012	LOC108009840|XP_016930020.1|DSUZ	LOC119082845|XP_037048403.1|BCOP
OG0008013	LOC108008336|XP_016927651.1|DSUZ	LOC119072056|XP_037033085.1|BCOP
OG0008014	LOC108011597|XP_036673683.1|DSUZ	LOC119077685|XP_037040841.1|BCOP
OG0008015	LOC108015897|XP_036671357.1|DSUZ	LOC119075857|XP_037038308.1|BCOP
OG0008016	LOC108015913|XP_016937975.1|DSUZ	LOC119075861|XP_037038314.1|BCOP
OG0008017	LOC108005214|XP_016923892.1|DSUZ	LOC119075887|XP_037038351.1|BCOP
OG0008018	LOC108016595|XP_016938771.2|DSUZ	LOC119084307|XP_037050121.1|BCOP
OG0008019	LOC108013726|XP_016935155.1|DSUZ	LOC119077857|XP_037041081.1|BCOP
OG0008020	LOC118877691|XP_036673357.1|DSUZ, LOC118877575|XP_036672722.1|DSUZ	LOC119074237|XP_037036154.1|BCOP
OG0008022	LOC108020598|XP_016944437.2|DSUZ	LOC119077854|XP_037041075.1|BCOP
OG0008023	LOC108015338|XP_016937233.1|DSUZ	LOC119079605|XP_037043491.1|BCOP
OG0008024	LOC108015429|XP_016937351.1|DSUZ	LOC119076424|XP_037039062.1|BCOP
OG0008025	LOC108016572|XP_016938734.2|DSUZ	LOC119069738|XP_037029775.1|BCOP
OG0008026	LOC108016886|XP_016939269.1|DSUZ	LOC119068656|XP_037028231.1|BCOP
OG0008027	LOC108016682|XP_016938892.1|DSUZ	LOC119074617|XP_037036772.1|BCOP
OG0008028	LOC108018594|XP_036673578.1|DSUZ	LOC119070598|XP_037030915.1|BCOP
OG0008029	LOC108017595|XP_036673429.1|DSUZ	LOC119073441|XP_037034830.1|BCOP
OG0008030	LOC108018802|XP_016941878.2|DSUZ	LOC119073491|XP_037034893.1|BCOP
OG0008031	LOC108006302|XP_016925279.1|DSUZ	LOC119076856|XP_037039755.1|BCOP
OG0008032	LOC108010846|XP_016931306.1|DSUZ	LOC119073716|XP_037035234.1|BCOP
OG0008033	LOC108015626|XP_036674158.1|DSUZ	LOC119076814|XP_037039696.1|BCOP
OG0008034	LOC108019280|XP_036673744.1|DSUZ	LOC119084112|XP_037049858.1|BCOP
OG0008035	LOC108006570|XP_036676589.1|DSUZ	LOC119077626|XP_037040738.1|BCOP
OG0008036	LOC108004985|XP_016923593.2|DSUZ	LOC119067641|XP_037026639.1|BCOP
OG0008037	LOC108012101|XP_036674599.1|DSUZ	LOC119067665|XP_037026676.1|BCOP
OG0008038	LOC108016731|XP_016938949.1|DSUZ	LOC119076538|XP_037039227.1|BCOP
OG0008039	LOC108012010|XP_036674652.1|DSUZ	LOC119076020|XP_037038516.1|BCOP
OG0008040	LOC108010776|XP_036675654.1|DSUZ	LOC119074310|XP_037036252.1|BCOP
OG0008041	LOC108006300|XP_016925265.1|DSUZ	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP
OG0008042	LOC108018706|XP_016941769.2|DSUZ	LOC119084354|XP_037050194.1|BCOP
OG0008043	LOC108016854|XP_016939206.1|DSUZ	LOC119077813|XP_037041019.1|BCOP
OG0008044	LOC108015129|XP_016936880.1|DSUZ	LOC119076018|XP_037038508.1|BCOP
OG0008045	LOC108019221|XP_016942506.1|DSUZ	LOC119077880|XP_037041130.1|BCOP
OG0008046	LOC108007804|XP_036674350.1|DSUZ	LOC119066512|XP_037024960.1|BCOP
OG0008047	LOC108014424|XP_016936025.2|DSUZ	LOC119082774|XP_037048263.1|BCOP
OG0008048	LOC108012000|XP_016932760.2|DSUZ	LOC119066362|XP_037024716.1|BCOP
OG0008049	LOC108014406|XP_036672596.1|DSUZ	LOC119075239|XP_037037527.1|BCOP
OG0008050	LOC108012072|XP_036674258.1|DSUZ	LOC119076014|XP_037038500.1|BCOP
OG0008051	LOC108008076|XP_016927348.1|DSUZ	LOC119076520|XP_037039200.1|BCOP
OG0008052	LOC108014574|XP_036673244.1|DSUZ	LOC119077974|XP_037041251.1|BCOP
OG0008053	LOC108007396|XP_016926540.1|DSUZ	LOC119066891|XP_037025473.1|BCOP
OG0008054	LOC108016805|XP_016939072.1|DSUZ	LOC119075902|XP_037038373.1|BCOP
