Orthogroup	DSUZ.longest_only	CQUI.longest_only
OG0007347	LOC108005282|XP_036677188.1|DSUZ	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC108005277|XP_016923955.1|DSUZ	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC108005102|XP_036677186.1|DSUZ	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC108015034|XP_016936754.1|DSUZ	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC108013248|XP_036672420.1|DSUZ	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC108019625|XP_016942996.2|DSUZ	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC108006951|XP_016926045.1|DSUZ	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC108016669|XP_016938874.1|DSUZ	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC108006741|XP_036675225.1|DSUZ	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC108010026|XP_016930315.1|DSUZ	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC108016010|XP_036674926.1|DSUZ	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC108014587|XP_036673309.1|DSUZ	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC108020159|XP_016943749.1|DSUZ	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC108015721|XP_016926855.2|DSUZ	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC108016887|XP_016939270.1|DSUZ	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC108008696|XP_016928084.1|DSUZ	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC108013680|XP_016935088.1|DSUZ	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC108013709|XP_016935125.1|DSUZ	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC108017008|XP_016939450.1|DSUZ	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC108017558|XP_036672759.1|DSUZ	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC108013976|XP_016935480.2|DSUZ	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC108017194|XP_036672881.1|DSUZ	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC108012036|XP_036675325.1|DSUZ	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC108019712|XP_016943100.1|DSUZ	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC108007219|XP_016926342.2|DSUZ	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC108011550|XP_016932205.2|DSUZ	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC108005477|XP_016924267.1|DSUZ	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC108016641|XP_016938828.1|DSUZ	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC108014975|XP_036676736.1|DSUZ	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC108005116|XP_016923779.2|DSUZ	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC108011127|XP_016931687.1|DSUZ	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC108013669|XP_036676233.1|DSUZ	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC108019180|XP_016942438.1|DSUZ	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC108016577|XP_016938746.2|DSUZ	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC108019141|XP_016942378.1|DSUZ	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC108016829|XP_016939135.1|DSUZ	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC108016740|XP_036676276.1|DSUZ	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC108016830|XP_016939136.1|DSUZ	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC108016942|XP_016939360.1|DSUZ	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC108015393|XP_016937302.1|DSUZ	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC108018980|XP_016942074.1|DSUZ	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC108019093|XP_016942270.1|DSUZ	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC108016933|XP_016939350.1|DSUZ	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC108017592|XP_036673223.1|DSUZ	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC108016643|XP_016938831.1|DSUZ	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC108015282|XP_036676715.1|DSUZ	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC108016285|XP_016938406.2|DSUZ	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC108009331|XP_016929096.1|DSUZ	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC108014974|XP_036676583.1|DSUZ	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC108016662|XP_016938862.1|DSUZ	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC108014955|XP_036676168.1|DSUZ	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC108013749|XP_036672592.1|DSUZ	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC108017563|XP_036672554.1|DSUZ	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC108010741|XP_036672556.1|DSUZ	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC108007938|XP_016927198.1|DSUZ	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC108016088|XP_036675043.1|DSUZ	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC108011769|XP_036670978.1|DSUZ, LOC108020710|XP_036672439.1|DSUZ	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC108021044|XP_016945035.1|DSUZ	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC108006331|XP_016925322.1|DSUZ	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC108016679|XP_016938888.1|DSUZ	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC108011208|XP_016931788.1|DSUZ	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC108009283|XP_016929002.1|DSUZ	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC108015260|XP_016937104.1|DSUZ	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC108005253|XP_016923935.1|DSUZ	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC108005138|XP_036677282.1|DSUZ	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC108016997|XP_036676158.1|DSUZ	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC108009885|XP_016930082.1|DSUZ	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC108017486|XP_016940022.2|DSUZ	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC108019821|XP_016943326.1|DSUZ	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC108015098|XP_036676388.1|DSUZ	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC108016837|XP_016939148.1|DSUZ	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC108019086|XP_016942249.1|DSUZ	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC108013933|XP_016935432.2|DSUZ	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC108010661|XP_016931049.2|DSUZ	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC108015312|XP_016937181.1|DSUZ	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC108016904|XP_016939309.1|DSUZ	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC108016831|XP_036676812.1|DSUZ	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC108017932|XP_016940614.1|DSUZ	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC108013358|XP_016934665.1|DSUZ	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC108021203|XP_016945292.1|DSUZ	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC108007670|XP_016926880.2|DSUZ	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC108004693|XP_016923192.1|DSUZ	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC108010712|XP_016931115.1|DSUZ	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC108010715|XP_036671486.1|DSUZ	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC108012580|XP_016933484.1|DSUZ	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC108012369|XP_016933213.1|DSUZ	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC108004791|XP_036671705.1|DSUZ	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC118877596|XP_036672789.1|DSUZ	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC108007884|XP_016927142.1|DSUZ	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC108018070|XP_016940958.1|DSUZ	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC118877731|XP_036673611.1|DSUZ, LOC108018612|XP_036675700.1|DSUZ	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC108009454|XP_016929311.1|DSUZ	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC108008540|XP_016927900.1|DSUZ	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC108008539|XP_016927898.1|DSUZ	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC108021253|XP_016945359.1|DSUZ	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC108006793|XP_016925834.1|DSUZ	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC108008408|XP_016927743.1|DSUZ	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC108014984|XP_036671713.1|DSUZ	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC108015451|XP_016937375.1|DSUZ	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC108014028|XP_016935534.1|DSUZ	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC108013777|XP_016935230.2|DSUZ	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC108005095|XP_036671341.1|DSUZ	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC108020535|XP_016944367.2|DSUZ	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC108008505|XP_016927860.1|DSUZ	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC108016801|XP_016939066.1|DSUZ	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC108012404|XP_016933253.1|DSUZ	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC108015837|XP_016937894.1|DSUZ	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC108005965|XP_036672995.1|DSUZ	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC108009058|XP_016928553.1|DSUZ	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC108006222|XP_036670682.1|DSUZ	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC108014660|XP_036671875.1|DSUZ	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC108014651|XP_036672201.1|DSUZ	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC108006223|XP_036672367.1|DSUZ	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC108012508|XP_036671975.1|DSUZ	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC108009225|XP_016928876.1|DSUZ	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC108014320|XP_016935881.1|DSUZ	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC108009291|XP_016929010.1|DSUZ	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC108007739|XP_036670425.1|DSUZ	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC108020953|XP_016944884.1|DSUZ	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC108009564|XP_016929516.1|DSUZ	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC108006536|XP_016925550.1|DSUZ	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC108005784|XP_016924602.1|DSUZ	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC108009518|XP_036668936.1|DSUZ	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC108013438|XP_016934797.1|DSUZ	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC108005186|XP_016923859.1|DSUZ	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC108005322|XP_016924026.1|DSUZ	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC108021187|XP_016945264.1|DSUZ	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC108016600|XP_036676309.1|DSUZ	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC108016084|XP_036673327.1|DSUZ	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC108006806|XP_016925843.2|DSUZ	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC108005698|XP_016924517.1|DSUZ	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC108010021|XP_016930308.1|DSUZ	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC108005425|XP_016924192.1|DSUZ	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC108020466|XP_016944280.1|DSUZ	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC108014986|XP_016936696.1|DSUZ	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC108020429|XP_016944237.1|DSUZ	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC108005824|XP_016924646.1|DSUZ	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC108018450|XP_036672982.1|DSUZ	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC108019147|XP_016942385.1|DSUZ	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC108015204|XP_016937018.1|DSUZ	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC108018153|XP_016941109.1|DSUZ	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC108019203|XP_016942485.1|DSUZ	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC108005314|XP_016924019.1|DSUZ	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC108011218|XP_016931800.1|DSUZ	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC108005563|XP_016924350.1|DSUZ	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC108013267|XP_016934517.1|DSUZ	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC108013224|XP_036670740.1|DSUZ	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC108006911|XP_016925996.2|DSUZ	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC108006913|XP_016925999.2|DSUZ	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC108007700|XP_016926927.1|DSUZ	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC108011575|XP_016932234.1|DSUZ	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC108021610|XP_016945895.1|DSUZ	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC108012569|XP_016933472.1|DSUZ	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC108013459|XP_016934826.1|DSUZ	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC108012477|XP_016933363.1|DSUZ	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC108021173|XP_016945244.1|DSUZ	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC108020916|XP_016944825.1|DSUZ	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC108021086|XP_016945096.1|DSUZ	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC108018101|XP_016941004.1|DSUZ	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC108020925|XP_016944837.1|DSUZ	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC108015561|XP_036672614.1|DSUZ	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC108021006|XP_016944970.1|DSUZ	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC108013006|XP_016934082.1|DSUZ	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC108007709|XP_016926946.1|DSUZ	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC108015405|XP_016937318.1|DSUZ	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC108005822|XP_016924644.1|DSUZ	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC108009811|XP_016929977.1|DSUZ	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC108010060|XP_016930362.1|DSUZ	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC108005317|XP_016924020.1|DSUZ	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC108005478|XP_016924268.2|DSUZ	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC108015142|XP_016936901.1|DSUZ	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC108009971|XP_016930223.1|DSUZ	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC108021045|XP_016945037.1|DSUZ	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC108006149|XP_016925095.1|DSUZ	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC108018730|XP_036673296.1|DSUZ	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC108013422|XP_016934775.1|DSUZ	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC108019790|XP_016943274.1|DSUZ	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC108008704|XP_016928090.1|DSUZ	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC108006623|XP_016925637.2|DSUZ	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC108019651|XP_016943023.1|DSUZ	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC108010249|XP_016930592.1|DSUZ	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC108012531|XP_016933433.1|DSUZ	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC108005531|XP_036672105.1|DSUZ	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC108006649|XP_036673483.1|DSUZ	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC108013063|XP_036672317.1|DSUZ	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC108013339|XP_016934634.1|DSUZ	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC108021122|XP_016945161.1|DSUZ	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC108010834|XP_016931290.2|DSUZ	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC108019600|XP_016942930.1|DSUZ	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC108009689|XP_016929725.1|DSUZ	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC108020380|XP_016944123.1|DSUZ	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC108014668|XP_036670688.1|DSUZ	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC108021552|XP_016945809.1|DSUZ	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC108014055|XP_016935561.2|DSUZ	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC108006183|XP_016925106.1|DSUZ	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC108013172|XP_016934356.1|DSUZ	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC108006892|XP_016925969.2|DSUZ	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC108013336|XP_016934627.1|DSUZ	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC108019565|XP_036670000.1|DSUZ	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC108008743|XP_016928133.1|DSUZ	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC108005009|XP_016923636.1|DSUZ	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC108013498|XP_016934870.1|DSUZ	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC108009321|XP_016929080.1|DSUZ	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC108010294|XP_016930655.1|DSUZ	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC108010045|XP_016930343.1|DSUZ	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC108010308|XP_016930681.1|DSUZ	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC108007871|XP_016927125.1|DSUZ	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC108013484|XP_016934856.1|DSUZ	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC108020750|XP_036672482.1|DSUZ, LOC118877351|XP_036671661.1|DSUZ	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC108014678|XP_036671160.1|DSUZ	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC108010516|XP_016930879.1|DSUZ	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC108006701|XP_016925730.1|DSUZ	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC108005015|XP_036673256.1|DSUZ	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC108010113|XP_016930426.1|DSUZ	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC108007216|XP_016926339.2|DSUZ	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC108019849|XP_016943376.1|DSUZ	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC108009851|XP_016930037.1|DSUZ	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC108019848|XP_016943373.1|DSUZ	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC108019908|XP_016943495.1|DSUZ	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC108015440|XP_016937362.1|DSUZ	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC108009374|XP_016929167.1|DSUZ	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC108009265|XP_016928958.1|DSUZ	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC108018142|XP_016941090.1|DSUZ	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC108004717|XP_016923222.1|DSUZ	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC108016668|XP_016938873.1|DSUZ	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC108017279|XP_016939788.2|DSUZ	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC108019889|XP_016943456.1|DSUZ	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC108015705|XP_036671490.1|DSUZ	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC108021127|XP_016945173.1|DSUZ	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC108007936|XP_016927196.2|DSUZ	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC108010087|XP_016930395.1|DSUZ	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC108018863|XP_036675839.1|DSUZ	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC108014663|XP_016936314.2|DSUZ	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC108021446|XP_016945655.1|DSUZ	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC108009463|XP_016929328.1|DSUZ	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC108005714|XP_016924531.1|DSUZ	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC108019185|XP_016942445.1|DSUZ	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC108013132|XP_016934300.1|DSUZ	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC108009149|XP_016928741.1|DSUZ	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC108009547|XP_016929478.1|DSUZ	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC108011166|XP_016931743.1|DSUZ	LOC6045880|XP_038109347.1|CQUI
OG0007594	LOC108008386|XP_016927720.1|DSUZ	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC108008462|XP_016927805.1|DSUZ	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC108012609|XP_016933517.1|DSUZ	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC108015538|XP_016937505.1|DSUZ	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC108018135|XP_016941079.1|DSUZ	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC108005564|XP_016924352.1|DSUZ	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC108016315|XP_016938440.1|DSUZ, LOC118877516|XP_036672445.1|DSUZ	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC108019358|XP_016942669.2|DSUZ	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC108017614|XP_036670550.1|DSUZ	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC108017638|XP_016940238.2|DSUZ	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC108013120|XP_016934280.1|DSUZ	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC108007430|XP_036671841.1|DSUZ	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC108015410|XP_036670426.1|DSUZ	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC108020314|XP_036675698.1|DSUZ	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC108012840|XP_016933796.1|DSUZ	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC108006548|XP_016925568.1|DSUZ	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC108008535|XP_016927894.1|DSUZ	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC108020353|XP_036674584.1|DSUZ	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC108009669|XP_016929688.1|DSUZ	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC108008291|XP_016927591.2|DSUZ	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC108007098|XP_036671088.1|DSUZ	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC108013068|XP_016934175.1|DSUZ	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC108007207|XP_036674142.1|DSUZ	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC108013766|XP_036671113.1|DSUZ	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC108012769|XP_016933690.1|DSUZ	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC108013000|XP_016934071.1|DSUZ	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC108012901|XP_016933898.1|DSUZ	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC108008347|XP_016927665.1|DSUZ	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC108010479|XP_036672297.1|DSUZ	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC108006216|XP_036671540.1|DSUZ	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC108012588|XP_016933495.1|DSUZ	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC108015895|XP_036672063.1|DSUZ	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC108013585|XP_016935002.1|DSUZ	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC108013223|XP_016934439.1|DSUZ	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC108020347|XP_016944003.1|DSUZ	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC108012352|XP_016933193.1|DSUZ	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC108010742|XP_036672765.1|DSUZ	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC108013870|XP_036673203.1|DSUZ	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC108013125|XP_016934291.1|DSUZ	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC108013895|XP_016935391.1|DSUZ	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC108021001|XP_016944958.1|DSUZ	LOC6041543|XP_038111123.1|CQUI
