Orthogroup	DSUZ.longest_only	DNOV.longest_only
OG0008310	LOC108020720|XP_016944578.1|DSUZ	LOC115771434|XP_030573000.1|DNOV
OG0008312	LOC108014897|XP_036672675.1|DSUZ	LOC115759477|XP_030556271.1|DNOV
OG0008313	LOC108015230|XP_016937063.1|DSUZ	LOC115764350|XP_030563168.1|DNOV
OG0008314	LOC108008332|XP_016927647.1|DSUZ	LOC115758005|XP_030554362.1|DNOV
OG0008315	LOC108012596|XP_016933504.1|DSUZ	LOC115769575|XP_030570299.1|DNOV
OG0008317	LOC108020517|XP_016944342.1|DSUZ	LOC115772101|XP_030573923.1|DNOV
OG0008318	LOC108006277|XP_016925222.1|DSUZ	LOC115765121|XP_030564376.1|DNOV
OG0008319	LOC108008619|XP_016927989.1|DSUZ	LOC115761131|XP_030558651.1|DNOV
OG0008320	LOC108006518|XP_036676301.1|DSUZ	LOC115765209|XP_030564509.1|DNOV
OG0008321	LOC108010569|XP_016930938.2|DSUZ	LOC115759586|XP_030556415.1|DNOV
OG0008322	LOC108021401|XP_016945589.1|DSUZ	LOC115763956|XP_030562606.1|DNOV
OG0008323	LOC108018318|XP_016941348.1|DSUZ	LOC115764933|XP_030564103.1|DNOV
OG0008324	LOC108011152|XP_016931727.1|DSUZ	LOC115769054|XP_030569627.1|DNOV
OG0008325	LOC108005359|XP_016924093.1|DSUZ	LOC115765198|XP_030564494.1|DNOV
OG0008326	LOC108019987|XP_036673761.1|DSUZ	LOC115765004|XP_030564211.1|DNOV
OG0008328	LOC108004772|XP_016923308.1|DSUZ	LOC115767583|XP_030567729.1|DNOV
OG0008330	LOC108008744|XP_016928130.1|DSUZ	LOC115761041|XP_030558516.1|DNOV
OG0008331	LOC108012471|XP_016933352.1|DSUZ	LOC115769391|XP_030570046.1|DNOV
OG0008332	LOC108006584|XP_036671382.1|DSUZ	LOC115769754|XP_030570558.1|DNOV
OG0008333	LOC108012432|XP_016933285.2|DSUZ	LOC115769380|XP_030570035.1|DNOV
OG0008334	LOC108013423|XP_016934776.1|DSUZ	LOC115769378|XP_030570030.1|DNOV
OG0008335	LOC108007111|XP_016926201.1|DSUZ	LOC115770522|XP_030571680.1|DNOV
OG0008336	LOC108020438|XP_036672493.1|DSUZ, LOC118877354|XP_036671693.1|DSUZ	LOC115769834|XP_030570667.1|DNOV
OG0008337	LOC108009856|XP_016930044.1|DSUZ	LOC115760846|XP_030558252.1|DNOV
OG0008338	LOC108005860|XP_016924727.2|DSUZ	LOC115769345|XP_030569972.1|DNOV
OG0008339	LOC108016530|XP_016938692.2|DSUZ	LOC115767263|XP_030567347.1|DNOV
OG0008340	LOC108009174|XP_016928797.1|DSUZ	LOC115761098|XP_030558584.1|DNOV
OG0008341	LOC108012415|XP_036671539.1|DSUZ	LOC115762917|XP_030561157.1|DNOV
OG0008342	LOC108013149|XP_016934327.1|DSUZ	LOC115771083|XP_030572495.1|DNOV
OG0008343	LOC108018761|XP_036675372.1|DSUZ	LOC115764782|XP_030563881.1|DNOV
OG0008344	LOC108012385|XP_016933230.1|DSUZ	LOC115767140|XP_030567165.1|DNOV
OG0008345	LOC108007149|XP_016926242.1|DSUZ	LOC115771016|XP_030572397.1|DNOV
OG0008346	LOC108016615|XP_016938797.2|DSUZ	LOC115769157|XP_030569712.1|DNOV
OG0008347	LOC108013033|XP_016934117.1|DSUZ	LOC115759270|XP_030556032.1|DNOV
OG0008348	LOC108013493|XP_016934865.1|DSUZ	LOC115770959|XP_030572291.1|DNOV
OG0008349	LOC108006151|XP_016925093.2|DSUZ	LOC115769886|XP_030570756.1|DNOV
OG0008350	LOC108015327|XP_016937217.1|DSUZ	LOC115764275|XP_030563060.1|DNOV
OG0008351	LOC108013404|XP_016934747.1|DSUZ	LOC115767640|XP_030567788.1|DNOV
OG0008352	LOC118877250|XP_036670779.1|DSUZ	LOC115762613|XP_030560771.1|DNOV
OG0008353	LOC108013042|XP_016934139.1|DSUZ	LOC115771293|XP_030572778.1|DNOV
OG0008354	LOC108004690|XP_016923187.1|DSUZ	LOC115764235|XP_030563010.1|DNOV
OG0008355	LOC108009785|XP_016929916.1|DSUZ	LOC115771443|XP_030573017.1|DNOV
OG0008356	LOC108011760|XP_016932481.2|DSUZ	LOC115768575|XP_030569074.1|DNOV
OG0008357	LOC108011561|XP_016932218.2|DSUZ	LOC115766177|XP_030565880.1|DNOV
OG0008358	LOC108018843|XP_036678440.1|DSUZ	LOC115759200|XP_030555942.1|DNOV
OG0008359	LOC108008298|XP_036669242.1|DSUZ	LOC115760984|XP_030558448.1|DNOV
OG0008360	LOC108010119|XP_016930434.1|DSUZ	LOC115760968|XP_030558429.1|DNOV
OG0008361	LOC108021020|XP_016944989.1|DSUZ	LOC115763515|XP_030561973.1|DNOV
OG0008362	LOC108016922|XP_016939338.1|DSUZ	LOC115767757|XP_030567935.1|DNOV
OG0008363	LOC108009491|XP_016929371.1|DSUZ	LOC115764496|XP_030563483.1|DNOV
OG0008364	LOC108015709|XP_036670419.1|DSUZ	LOC115769982|XP_030570907.1|DNOV
OG0008365	LOC108019836|XP_016943353.1|DSUZ	LOC115757697|XP_030553904.1|DNOV
OG0008366	LOC118877782|XP_036673739.1|DSUZ	LOC115761282|XP_030558863.1|DNOV
OG0008367	LOC108015057|XP_016936786.1|DSUZ	LOC115767043|XP_030567032.1|DNOV
OG0008368	LOC108021074|XP_016945076.1|DSUZ	LOC115763146|XP_030561456.1|DNOV
OG0008369	LOC108004762|XP_016923289.1|DSUZ	LOC115771312|XP_030572826.1|DNOV
OG0008370	LOC108005047|XP_016923675.2|DSUZ	LOC115760395|XP_030557554.1|DNOV
OG0008371	LOC108012113|XP_016932885.1|DSUZ	LOC115765596|XP_030565106.1|DNOV
OG0008372	LOC108005993|XP_016924924.1|DSUZ	LOC115770510|XP_030571673.1|DNOV
OG0008373	LOC108020942|XP_016944867.1|DSUZ	LOC115759922|XP_030556916.1|DNOV
OG0008374	LOC108010876|XP_016931351.1|DSUZ	LOC115758824|XP_030555460.1|DNOV
OG0008375	LOC108019913|XP_016943507.1|DSUZ	LOC115768539|XP_030569000.1|DNOV
OG0008376	LOC108017003|XP_016939447.1|DSUZ	LOC115758435|XP_030554950.1|DNOV
OG0008379	LOC108005473|XP_016924265.1|DSUZ	LOC115763102|XP_030561402.1|DNOV
OG0008380	LOC108005097|XP_016923764.1|DSUZ	LOC115763188|XP_030561506.1|DNOV
OG0008381	LOC108021525|XP_016945774.1|DSUZ	LOC115760046|XP_030557075.1|DNOV
OG0008383	LOC108013083|XP_016934201.1|DSUZ	LOC115759933|XP_030556931.1|DNOV
OG0008384	LOC108020970|XP_016944906.1|DSUZ	LOC115759282|XP_030556044.1|DNOV
OG0008385	LOC108004953|XP_016923548.1|DSUZ	LOC115760219|XP_030557332.1|DNOV
OG0008386	LOC108005484|XP_016924276.1|DSUZ	LOC115766370|XP_030566129.1|DNOV
OG0008387	LOC108015452|XP_036675330.1|DSUZ	LOC115764907|XP_030564064.1|DNOV
OG0008388	LOC108005081|XP_016923741.1|DSUZ	LOC115763332|XP_030561697.1|DNOV
OG0008389	LOC108011168|XP_036668600.1|DSUZ	LOC115759991|XP_030557004.1|DNOV
OG0008390	LOC108021031|XP_016945008.1|DSUZ	LOC115758883|XP_030555538.1|DNOV
OG0008391	LOC108021573|XP_016945848.1|DSUZ	LOC115758794|XP_030555427.1|DNOV
OG0008392	LOC108006221|XP_016925149.2|DSUZ	LOC115770122|XP_030571115.1|DNOV
OG0008393	LOC108005853|XP_016924710.1|DSUZ	LOC115770277|XP_030571362.1|DNOV
OG0008394	LOC108017628|XP_016940218.1|DSUZ	LOC115769347|XP_030569975.1|DNOV
OG0008395	LOC108015339|XP_016937234.1|DSUZ	LOC115767217|XP_030567271.1|DNOV
OG0008396	LOC108019060|XP_016942181.1|DSUZ	LOC115766910|XP_030566847.1|DNOV
OG0008397	LOC108021831|XP_016946125.2|DSUZ	LOC115764359|XP_030563179.1|DNOV
OG0008398	LOC108004559|XP_016922983.1|DSUZ	LOC115768592|XP_030569101.1|DNOV
OG0008399	LOC108014932|XP_036676761.1|DSUZ	LOC115768691|XP_030569238.1|DNOV
OG0008400	LOC108013520|XP_016934904.1|DSUZ	LOC115769953|XP_030570858.1|DNOV
OG0008401	LOC108014227|XP_016935754.1|DSUZ	LOC115759188|XP_030555924.1|DNOV
OG0008402	LOC108018718|XP_016941778.1|DSUZ	LOC115771739|XP_030573426.1|DNOV
OG0008403	LOC108004603|XP_016923031.1|DSUZ	LOC115767053|XP_030567046.1|DNOV
OG0008404	LOC108016286|XP_016938408.2|DSUZ	LOC115759409|XP_030556160.1|DNOV
OG0008405	LOC108005216|XP_016923894.1|DSUZ	LOC115768595|XP_030569105.1|DNOV
OG0008406	LOC108005201|XP_016923877.1|DSUZ	LOC115768739|XP_030569283.1|DNOV
OG0008407	LOC108014724|XP_016936383.2|DSUZ	LOC115763645|XP_030562147.1|DNOV
OG0008408	LOC108015205|XP_016937020.1|DSUZ	LOC115767997|XP_030568262.1|DNOV
OG0008409	LOC108005890|XP_036670857.1|DSUZ	LOC115771383|XP_030572927.1|DNOV
OG0008410	LOC108010626|XP_036674448.1|DSUZ	LOC115764802|XP_030563909.1|DNOV
OG0008411	LOC108007004|XP_036673405.1|DSUZ	LOC115766209|XP_030565921.1|DNOV
OG0008412	LOC108005411|XP_016924160.1|DSUZ	LOC115768491|XP_030568934.1|DNOV
OG0008413	LOC108005743|XP_036670883.1|DSUZ	LOC115770101|XP_030571078.1|DNOV
OG0008414	LOC108016594|XP_016938770.1|DSUZ	LOC115768500|XP_030568946.1|DNOV
OG0008415	LOC108004674|XP_016923145.1|DSUZ	LOC115767272|XP_030567363.1|DNOV
OG0008416	LOC108011203|XP_016931786.2|DSUZ	LOC115765193|XP_030564480.1|DNOV
OG0008417	LOC108016979|XP_016939412.1|DSUZ	LOC115768782|XP_030569337.1|DNOV
OG0008418	LOC108016889|XP_016939282.1|DSUZ	LOC115764249|XP_030563027.1|DNOV
OG0008419	LOC108015139|XP_016936895.2|DSUZ	LOC115769012|XP_030569583.1|DNOV
OG0008420	LOC108005503|XP_016924298.1|DSUZ	LOC115767579|XP_030567724.1|DNOV
OG0008421	LOC108006330|XP_036676370.1|DSUZ	LOC115765343|XP_030564713.1|DNOV
OG0008423	LOC108008625|XP_016927994.1|DSUZ	LOC115766593|XP_030566440.1|DNOV
OG0008424	LOC108005437|XP_016924212.1|DSUZ	LOC115768867|XP_030569432.1|DNOV
OG0008425	LOC108004940|XP_036673808.1|DSUZ	LOC115770884|XP_030572179.1|DNOV
OG0008426	LOC108009657|XP_016929665.1|DSUZ	LOC115757792|XP_030554065.1|DNOV
OG0008427	LOC108014979|XP_036676426.1|DSUZ	LOC115766369|XP_030566128.1|DNOV
OG0008428	LOC108015424|XP_016937347.1|DSUZ	LOC115759214|XP_030555966.1|DNOV
OG0008429	LOC108018548|XP_016941590.2|DSUZ	LOC115770775|XP_030572053.1|DNOV
OG0008430	LOC108016637|XP_016938823.1|DSUZ	LOC115769096|XP_030569666.1|DNOV
OG0008431	LOC118877277|XP_036671092.1|DSUZ	LOC115762926|XP_030561170.1|DNOV
OG0008432	LOC108013866|XP_036673204.1|DSUZ	LOC115765038|XP_030564265.1|DNOV
OG0008433	LOC108013334|XP_016934623.1|DSUZ	LOC115770464|XP_030571600.1|DNOV
OG0008434	LOC108008040|XP_016927313.2|DSUZ	LOC115771843|XP_030573585.1|DNOV
OG0008435	LOC108007503|XP_016926680.2|DSUZ	LOC115763056|XP_030561341.1|DNOV
OG0008436	LOC108008418|XP_016927753.1|DSUZ	LOC115761416|XP_030559037.1|DNOV
OG0008438	LOC108007979|XP_036673042.1|DSUZ	LOC115759532|XP_030556342.1|DNOV
OG0008439	LOC108009273|XP_016928977.1|DSUZ	LOC115757896|XP_030554201.1|DNOV
OG0008440	LOC108016289|XP_016938412.1|DSUZ	LOC115763696|XP_030562243.1|DNOV
OG0008441	LOC108007708|XP_016926944.1|DSUZ	LOC115771461|XP_030573038.1|DNOV
OG0008442	LOC108018229|XP_016941237.1|DSUZ	LOC115764442|XP_030563311.1|DNOV
OG0008443	LOC108011357|XP_036671060.1|DSUZ	LOC115769815|XP_030570647.1|DNOV
OG0008444	LOC108015540|XP_016937507.2|DSUZ	LOC115766382|XP_030566149.1|DNOV
OG0008445	LOC108016625|XP_016938809.1|DSUZ	LOC115768978|XP_030569554.1|DNOV
OG0008446	LOC108005373|XP_036676963.1|DSUZ	LOC115766433|XP_030566221.1|DNOV
OG0008447	LOC108005480|XP_016924270.1|DSUZ	LOC115767621|XP_030567781.1|DNOV
OG0008448	LOC108005304|XP_036675787.1|DSUZ	LOC115767371|XP_030567490.1|DNOV
OG0008449	LOC108011150|XP_016931725.1|DSUZ	LOC115765142|XP_030564405.1|DNOV
OG0008450	LOC108004843|XP_016923413.1|DSUZ	LOC115768109|XP_030568471.1|DNOV
OG0008451	LOC108015959|XP_016938030.1|DSUZ	LOC115763756|XP_030562328.1|DNOV
OG0008452	LOC108021292|XP_016945428.1|DSUZ	LOC115765941|XP_030565546.1|DNOV
OG0008453	LOC108019606|XP_016942973.1|DSUZ	LOC115762281|XP_030560305.1|DNOV
OG0008454	LOC108016536|XP_036676488.1|DSUZ	LOC115765388|XP_030564773.1|DNOV
OG0008455	LOC108020031|XP_016943605.1|DSUZ	LOC115762774|XP_030560984.1|DNOV
OG0008456	LOC108014711|XP_036675310.1|DSUZ	LOC115763681|XP_030562213.1|DNOV
OG0008457	LOC108016435|XP_016938574.2|DSUZ	LOC115770749|XP_030572013.1|DNOV
OG0008458	LOC108009812|XP_016929978.1|DSUZ	LOC115757937|XP_030554265.1|DNOV
OG0008459	LOC108019205|XP_016942486.1|DSUZ	LOC115766409|XP_030566188.1|DNOV
OG0008460	LOC108021643|XP_016945946.1|DSUZ	LOC115763194|XP_030561515.1|DNOV
OG0008461	LOC108019968|XP_016943544.2|DSUZ	LOC115760342|XP_030557482.1|DNOV, LOC115760292|XP_030557426.1|DNOV
OG0008462	LOC108021357|XP_016945530.2|DSUZ	LOC115758639|XP_030555235.1|DNOV
OG0008463	LOC108014175|XP_016935702.1|DSUZ	LOC115758384|XP_030554846.1|DNOV
OG0008464	LOC108009962|XP_016930212.1|DSUZ	LOC115760544|XP_030557791.1|DNOV
OG0008465	LOC108009703|XP_016929749.1|DSUZ	LOC115760480|XP_030557675.1|DNOV
OG0008466	LOC108009485|XP_016929367.1|DSUZ	LOC115760889|XP_030558313.1|DNOV
OG0008467	LOC108019615|XP_016942983.1|DSUZ	LOC115758624|XP_030555253.1|DNOV
OG0008468	LOC108013298|XP_016934579.1|DSUZ	LOC115759132|XP_030555838.1|DNOV
OG0008470	LOC108009269|XP_016928967.1|DSUZ	LOC115760576|XP_030557854.1|DNOV
OG0008472	LOC108009332|XP_016929097.1|DSUZ	LOC115758703|XP_030555315.1|DNOV
OG0008473	LOC108006290|XP_016925239.1|DSUZ	LOC115765238|XP_030564555.1|DNOV
OG0008474	LOC108004950|XP_016923542.2|DSUZ	LOC115770737|XP_030571999.1|DNOV
OG0008475	LOC108017089|XP_036674068.1|DSUZ	LOC115763568|XP_030562048.1|DNOV
OG0008476	LOC108004881|XP_016923454.2|DSUZ	LOC115766197|XP_030565906.1|DNOV, LOC115766255|XP_030565975.1|DNOV
OG0008477	LOC108019922|XP_016943519.1|DSUZ	LOC115760759|XP_030558099.1|DNOV
OG0008479	LOC108008398|XP_016927732.1|DSUZ	LOC115765252|XP_030564593.1|DNOV
OG0008480	LOC108007529|XP_036670696.1|DSUZ	LOC115769969|XP_030570885.1|DNOV
OG0008481	LOC108015151|XP_016936916.1|DSUZ	LOC115767990|XP_030568251.1|DNOV
OG0008482	LOC108013392|XP_016934730.1|DSUZ	LOC115771135|XP_030572564.1|DNOV
OG0008483	LOC108019599|XP_016942934.1|DSUZ	LOC115758946|XP_030555607.1|DNOV
OG0008484	LOC108004901|XP_016923474.2|DSUZ	LOC115761774|XP_030559564.1|DNOV
OG0008485	LOC108013876|XP_036678162.1|DSUZ, LOC108017091|XP_016939538.2|DSUZ, LOC108012208|XP_016932993.1|DSUZ	LOC115758700|XP_030555308.1|DNOV
OG0008486	LOC108020378|XP_016944116.1|DSUZ	LOC115767958|XP_030568212.1|DNOV
OG0008487	LOC108019137|XP_016942370.1|DSUZ	LOC115764307|XP_030563105.1|DNOV
OG0008488	LOC108017192|XP_036672883.1|DSUZ	LOC115763743|XP_030562307.1|DNOV
OG0008489	LOC108011289|XP_016931886.1|DSUZ	LOC115761418|XP_030559034.1|DNOV
OG0008490	LOC108007897|XP_016927155.2|DSUZ	LOC115766035|XP_030565666.1|DNOV
OG0008491	LOC108020556|XP_036673104.1|DSUZ	LOC115761881|XP_030559743.1|DNOV
OG0008492	LOC118878134|XP_036675626.1|DSUZ, LOC108010202|XP_016930538.1|DSUZ	LOC115759986|XP_030557000.1|DNOV
OG0008493	LOC108021481|XP_016945712.1|DSUZ	LOC115769185|XP_030569749.1|DNOV
OG0008494	LOC108008748|XP_016928135.1|DSUZ	LOC115758684|XP_030555291.1|DNOV
OG0008495	LOC108008162|XP_036668967.1|DSUZ	LOC115757923|XP_030554251.1|DNOV
OG0008496	LOC108009702|XP_016929748.1|DSUZ	LOC115760479|XP_030557674.1|DNOV
OG0008497	LOC108010297|XP_016930660.1|DSUZ	LOC115757869|XP_030554166.1|DNOV
OG0008498	LOC108008346|XP_016927662.1|DSUZ	LOC115761976|XP_030559886.1|DNOV
OG0008499	LOC108018773|XP_016941844.1|DSUZ	LOC115766560|XP_030566398.1|DNOV
OG0008500	LOC108018003|XP_016940843.1|DSUZ	LOC115764586|XP_030563596.1|DNOV
OG0008501	LOC108004802|XP_016923343.2|DSUZ	LOC115769901|XP_030570782.1|DNOV
OG0008502	LOC108015379|XP_036676125.1|DSUZ	LOC115767853|XP_030568066.1|DNOV
OG0008503	LOC108005368|XP_016924116.1|DSUZ	LOC115768741|XP_030569287.1|DNOV
OG0008504	LOC108012949|XP_016933977.1|DSUZ	LOC115768098|XP_030568451.1|DNOV
OG0008505	LOC108013180|XP_016934370.1|DSUZ	LOC115767541|XP_030567683.1|DNOV
OG0008506	LOC108013507|XP_016934883.1|DSUZ	LOC115762676|XP_030560851.1|DNOV
OG0008507	LOC108015623|XP_016937604.2|DSUZ	LOC115768115|XP_030568478.1|DNOV
OG0008508	LOC108005155|XP_016923819.2|DSUZ	LOC115765108|XP_030564352.1|DNOV
OG0008509	LOC108013704|XP_016935115.1|DSUZ	LOC115768395|XP_030568829.1|DNOV
OG0008510	LOC108004610|XP_016923039.1|DSUZ	LOC115771317|XP_030572840.1|DNOV
OG0008512	LOC108018784|XP_016941861.1|DSUZ	LOC115759303|XP_030556068.1|DNOV, LOC115758415|XP_030554924.1|DNOV
OG0008513	LOC108009009|XP_036668717.1|DSUZ	LOC115759885|XP_030556860.1|DNOV
OG0008514	LOC108007662|XP_036676010.1|DSUZ	LOC115763092|XP_030561390.1|DNOV
OG0008515	LOC108010840|XP_016931302.1|DSUZ	LOC115763152|XP_030561460.1|DNOV
OG0008516	LOC108012676|XP_016933592.1|DSUZ	LOC115769653|XP_030570425.1|DNOV
OG0008517	LOC118877376|XP_036671812.1|DSUZ, LOC108013206|XP_016934411.1|DSUZ	LOC115769929|XP_030570831.1|DNOV
OG0008518	LOC108011061|XP_036671202.1|DSUZ	LOC115770448|XP_030571584.1|DNOV
OG0008519	LOC108008581|XP_016927946.1|DSUZ	LOC115762383|XP_030560422.1|DNOV
OG0008520	LOC108017566|XP_016940141.1|DSUZ	LOC115759540|XP_030556355.1|DNOV
OG0008521	LOC108014047|XP_016935554.2|DSUZ	LOC115770792|XP_030572073.1|DNOV, LOC115770744|XP_030572007.1|DNOV, LOC115770854|XP_030572151.1|DNOV, LOC115770855|XP_030572152.1|DNOV
OG0008523	LOC108011620|XP_016932294.1|DSUZ	LOC115769299|XP_030569886.1|DNOV
OG0008524	LOC108004654|XP_016923098.2|DSUZ	LOC115767338|XP_030567449.1|DNOV
OG0008527	LOC108010408|XP_036676037.1|DSUZ	LOC115768710|XP_030569262.1|DNOV
OG0008528	LOC108012935|XP_016933960.1|DSUZ	LOC115760244|XP_030557360.1|DNOV
OG0008529	LOC108016590|XP_016938765.1|DSUZ	LOC115768447|XP_030568866.1|DNOV
OG0008530	LOC108013735|XP_016935173.1|DSUZ	LOC115767867|XP_030568085.1|DNOV
OG0008531	LOC108016793|XP_016939049.1|DSUZ	LOC115768887|XP_030569458.1|DNOV
OG0008532	LOC108005507|XP_016924303.1|DSUZ	LOC115767221|XP_030567278.1|DNOV
OG0008534	LOC118878260|XP_036676035.1|DSUZ, LOC118878261|XP_036676036.1|DSUZ, LOC118878370|XP_036677008.1|DSUZ, LOC108010455|XP_016930810.2|DSUZ	LOC115765420|XP_030564825.1|DNOV
OG0008535	LOC108016991|XP_016939428.1|DSUZ	LOC115768974|XP_030569550.1|DNOV
OG0008536	LOC108016884|XP_016939267.1|DSUZ	LOC115767369|XP_030567488.1|DNOV
OG0008538	LOC108015365|XP_016937271.1|DSUZ	LOC115765106|XP_030564350.1|DNOV
OG0008540	LOC108016431|XP_016938571.2|DSUZ	LOC115761909|XP_030559787.1|DNOV
OG0008541	LOC108019709|XP_016943096.1|DSUZ	LOC115759238|XP_030556000.1|DNOV
OG0008542	LOC108007088|XP_016926180.2|DSUZ	LOC115769353|XP_030569987.1|DNOV
OG0008544	LOC108009168|XP_016928785.1|DSUZ	LOC115764937|XP_030564113.1|DNOV
OG0008546	LOC108012635|XP_016933547.1|DSUZ	LOC115769790|XP_030570617.1|DNOV
OG0008547	LOC108015073|XP_016936800.1|DSUZ	LOC115767616|XP_030567776.1|DNOV
OG0008548	LOC108017271|XP_016939775.2|DSUZ	LOC115758766|XP_030555387.1|DNOV
OG0008549	LOC108011535|XP_016932190.2|DSUZ	LOC115761838|XP_030559680.1|DNOV
OG0008550	LOC108016675|XP_016938882.1|DSUZ	LOC115769666|XP_030570442.1|DNOV, LOC115769725|XP_030570520.1|DNOV
OG0008552	LOC108013255|XP_016934494.1|DSUZ	LOC115771002|XP_030572364.1|DNOV
OG0008553	LOC108008645|XP_016928019.1|DSUZ	LOC115762070|XP_030560019.1|DNOV
OG0008554	LOC108016580|XP_016938751.1|DSUZ	LOC115767016|XP_030567001.1|DNOV
OG0008555	LOC108016767|XP_016939020.1|DSUZ	LOC115768899|XP_030569475.1|DNOV
OG0008556	LOC108019882|XP_016943442.1|DSUZ	LOC115759159|XP_030555926.1|DNOV
OG0008557	LOC108015484|XP_016937405.2|DSUZ	LOC115761181|XP_030558705.1|DNOV
OG0008558	LOC108017856|XP_016940512.1|DSUZ	LOC115763359|XP_030561746.1|DNOV
OG0008560	LOC108019054|XP_016942171.1|DSUZ	LOC115763065|XP_030561349.1|DNOV
OG0008561	LOC108021116|XP_016945154.1|DSUZ	LOC115763096|XP_030561393.1|DNOV
OG0008563	LOC108017374|XP_016939883.2|DSUZ	LOC115764645|XP_030563679.1|DNOV
OG0008565	LOC108006861|XP_016925918.1|DSUZ	LOC115766264|XP_030565987.1|DNOV
OG0008566	LOC108018657|XP_016941721.1|DSUZ	LOC115769212|XP_030569782.1|DNOV
OG0008569	LOC108016976|XP_016939407.1|DSUZ	LOC115768875|XP_030569443.1|DNOV
OG0008571	LOC108013254|XP_016934493.1|DSUZ	LOC115771001|XP_030572363.1|DNOV
OG0008572	LOC108005929|XP_016924828.1|DSUZ	LOC115763688|XP_030562230.1|DNOV
OG0008573	LOC108016616|XP_016938800.1|DSUZ	LOC115768003|XP_030568273.1|DNOV
OG0008574	LOC108014685|XP_016936348.2|DSUZ	LOC115770293|XP_030571388.1|DNOV
OG0008575	LOC108005951|XP_036673129.1|DSUZ	LOC115771872|XP_030573614.1|DNOV
OG0008576	LOC108005657|XP_016924461.1|DSUZ	LOC115767562|XP_030567703.1|DNOV
OG0008577	LOC108013511|XP_016934887.1|DSUZ	LOC115771253|XP_030572718.1|DNOV
OG0008579	LOC108013208|XP_016934413.1|DSUZ	LOC115769932|XP_030570834.1|DNOV
OG0008581	LOC108010660|XP_016931048.2|DSUZ	LOC115771473|XP_030573055.1|DNOV
OG0008582	LOC108015031|XP_016936751.1|DSUZ	LOC115768009|XP_030568280.1|DNOV
OG0008583	LOC108016795|XP_016939053.1|DSUZ	LOC115767194|XP_030567245.1|DNOV
OG0008584	LOC108016749|XP_016938980.1|DSUZ	LOC115765360|XP_030564737.1|DNOV
OG0008585	LOC108016937|XP_016939356.1|DSUZ	LOC115768986|XP_030569562.1|DNOV
OG0008586	LOC108016658|XP_016938856.2|DSUZ	LOC115768984|XP_030569559.1|DNOV
OG0008587	LOC108014170|XP_036672677.1|DSUZ	LOC115759447|XP_030556230.1|DNOV
OG0008588	LOC108010755|XP_016931171.2|DSUZ	LOC115759451|XP_030556242.1|DNOV
OG0008589	LOC108005316|XP_016924018.1|DSUZ	LOC115766820|XP_030566716.1|DNOV
OG0008593	LOC108012605|XP_016933514.1|DSUZ	LOC115770244|XP_030571312.1|DNOV
OG0008594	LOC118877957|XP_036674623.1|DSUZ	LOC115771926|XP_030573685.1|DNOV
OG0008595	LOC108017983|XP_016940815.1|DSUZ	LOC115761012|XP_030558486.1|DNOV
OG0008596	LOC108017783|XP_016940413.1|DSUZ	LOC115760536|XP_030557781.1|DNOV
OG0008597	LOC108017593|XP_016940171.1|DSUZ	LOC115770722|XP_030571981.1|DNOV
OG0008598	LOC108019222|XP_016942508.1|DSUZ	LOC115769098|XP_030569669.1|DNOV
OG0008599	LOC108015268|XP_016937119.1|DSUZ	LOC115767969|XP_030568227.1|DNOV
OG0008600	LOC108018378|XP_016941411.2|DSUZ	LOC115770668|XP_030571895.1|DNOV
OG0008601	LOC108007715|XP_016926958.1|DSUZ	LOC115765475|XP_030564915.1|DNOV
OG0008602	LOC108011536|XP_036674013.1|DSUZ	LOC115761979|XP_030559885.1|DNOV
OG0008603	LOC108020236|XP_016943846.1|DSUZ, LOC108020237|XP_016943847.1|DSUZ	LOC115761258|XP_030558831.1|DNOV
OG0008604	LOC108009110|XP_016928670.1|DSUZ	LOC115760903|XP_030558330.1|DNOV
OG0008605	LOC108016924|XP_016939343.1|DSUZ	LOC115763528|XP_030561999.1|DNOV
OG0008606	LOC108005815|XP_016924636.1|DSUZ	LOC115763503|XP_030561960.1|DNOV
OG0008607	LOC108004871|XP_016923444.2|DSUZ	LOC115765663|XP_030565180.1|DNOV
OG0008608	LOC108016724|XP_036676577.1|DSUZ	LOC115767769|XP_030567952.1|DNOV
OG0008609	LOC108006039|XP_016924972.2|DSUZ	LOC115765778|XP_030565311.1|DNOV
OG0008610	LOC108017964|XP_016940728.1|DSUZ	LOC115760952|XP_030558400.1|DNOV
OG0008612	LOC108010209|XP_016930542.1|DSUZ	LOC115762164|XP_030560141.1|DNOV
OG0008613	LOC108017172|XP_016939656.1|DSUZ, LOC108013861|XP_016935351.1|DSUZ	LOC115764217|XP_030562988.1|DNOV
OG0008614	LOC108015226|XP_016937059.1|DSUZ	LOC115768702|XP_030569251.1|DNOV
OG0008615	LOC108017097|XP_036675071.1|DSUZ	LOC115761602|XP_030559263.1|DNOV
OG0008616	LOC108010799|XP_016931219.2|DSUZ	LOC115761971|XP_030559874.1|DNOV
OG0008617	LOC108007793|XP_016927038.2|DSUZ	LOC115761495|XP_030559122.1|DNOV
OG0008619	LOC108011035|XP_016931576.1|DSUZ	LOC115759014|XP_030555685.1|DNOV
OG0008620	LOC108019907|XP_016943493.1|DSUZ	LOC115762142|XP_030560116.1|DNOV
OG0008621	LOC108010588|XP_036674236.1|DSUZ	LOC115759534|XP_030556346.1|DNOV
