Orthogroup	DSUZ.longest_only	CPIP.longest_only
OG0006695	LOC108012350|XP_016933191.1|DSUZ	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC108016099|XP_036677466.1|DSUZ	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC108013157|XP_016934338.1|DSUZ	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC108005641|XP_016924444.2|DSUZ	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC108007102|XP_036671478.1|DSUZ	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC108013207|XP_016934412.1|DSUZ	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC108008434|XP_016927772.1|DSUZ	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC108012856|XP_016933811.1|DSUZ	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC108006670|XP_036671758.1|DSUZ	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC108006671|XP_016925698.1|DSUZ	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC108009477|XP_016929346.1|DSUZ	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC108010248|XP_016930591.1|DSUZ	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC108010016|XP_016930300.1|DSUZ	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC108015004|XP_016936720.1|DSUZ	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC108005160|XP_016923824.1|DSUZ	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC108012225|XP_036670408.1|DSUZ	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC108012321|XP_036671005.1|DSUZ	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC108013297|XP_016934574.1|DSUZ	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC108013295|XP_016934572.1|DSUZ	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC108013400|XP_016934743.1|DSUZ	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC108020892|XP_016944791.1|DSUZ	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC108011738|XP_016932451.2|DSUZ	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC108011759|XP_016932479.1|DSUZ	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC108006843|XP_016925882.1|DSUZ	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC108019418|XP_036672148.1|DSUZ	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC108013424|XP_016934777.1|DSUZ	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC108011308|XP_036672013.1|DSUZ	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC108021388|XP_016945575.1|DSUZ	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC108011496|XP_036673950.1|DSUZ	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC108011490|XP_016932128.2|DSUZ	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC108017498|XP_016940041.1|DSUZ	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC108011533|XP_036673969.1|DSUZ	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC108016376|XP_016938510.2|DSUZ	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC108009253|XP_016928924.1|DSUZ	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC108009251|XP_016928922.1|DSUZ	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC108020951|XP_016944882.1|DSUZ	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC108012615|XP_016933524.1|DSUZ	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC108012625|XP_016933536.1|DSUZ	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC108013285|XP_016934547.1|DSUZ	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC108013185|XP_016934375.1|DSUZ	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC108014462|XP_016936073.1|DSUZ	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC108004796|XP_016923337.1|DSUZ	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC108019854|XP_016943386.1|DSUZ	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC108011442|XP_016932067.1|DSUZ	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC108013276|XP_016934536.1|DSUZ	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC108013275|XP_016934534.1|DSUZ	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC108014584|XP_016936233.2|DSUZ	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC108020911|XP_016944822.1|DSUZ	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC108013430|XP_016934783.1|DSUZ	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC108007373|XP_036673756.1|DSUZ	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC108013239|XP_016934465.1|DSUZ	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC108013508|XP_016934884.1|DSUZ	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC108015322|XP_016937207.1|DSUZ	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC108013250|XP_016934486.1|DSUZ	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC108005188|XP_016923861.1|DSUZ	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC108011842|XP_016932569.1|DSUZ	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC108011860|XP_016932589.2|DSUZ	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC108012930|XP_016933953.1|DSUZ	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC108013417|XP_016934764.1|DSUZ	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC108013580|XP_036671533.1|DSUZ	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC108012698|XP_016933615.1|DSUZ	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC108013150|XP_016934329.1|DSUZ	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC108013148|XP_016934325.1|DSUZ	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC108012304|XP_036671039.1|DSUZ	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC108014356|XP_016935930.1|DSUZ	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC108015221|XP_016937052.1|DSUZ	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC108013513|XP_016934894.1|DSUZ	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC108013512|XP_016934889.1|DSUZ	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC108012399|XP_016933248.1|DSUZ	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC108011416|XP_036670966.1|DSUZ	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC108013716|XP_036676731.1|DSUZ	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC108009066|XP_016928567.1|DSUZ	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC108007152|XP_016926244.1|DSUZ	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC108010678|XP_016931072.2|DSUZ	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC108006821|XP_036671799.1|DSUZ	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC108011858|XP_016932587.2|DSUZ	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC118877375|XP_036671806.1|DSUZ	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC108012573|XP_016933477.2|DSUZ	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC108012814|XP_016933742.1|DSUZ	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC108005828|XP_036671246.1|DSUZ	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC108013362|XP_016934674.1|DSUZ	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC108012905|XP_016933905.1|DSUZ	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC108017934|XP_016940616.1|DSUZ	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC108020205|XP_016943806.1|DSUZ	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC108010042|XP_016930340.1|DSUZ	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC108018169|XP_016941153.1|DSUZ	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC108010708|XP_016931110.1|DSUZ	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC108010710|XP_016931114.2|DSUZ	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC108005309|XP_016924008.1|DSUZ	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC108021517|XP_016945763.1|DSUZ	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC108012915|XP_016933926.1|DSUZ	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC108012542|XP_016933446.1|DSUZ	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC108012493|XP_016933390.1|DSUZ	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC108018160|XP_016941125.1|DSUZ	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC108011832|XP_036671169.1|DSUZ	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC118877356|XP_036671707.1|DSUZ	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC108021397|XP_016945586.1|DSUZ	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC108012808|XP_016933735.1|DSUZ	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC108012972|XP_016934025.1|DSUZ	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC108012920|XP_016933933.1|DSUZ	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC108015038|XP_016936759.1|DSUZ	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC108018116|XP_016941031.1|DSUZ	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC108008841|XP_016928235.1|DSUZ	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC108012376|XP_016933220.1|DSUZ	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC108019867|XP_016943412.1|DSUZ	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC108018834|XP_036670913.1|DSUZ	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC108010674|XP_016931065.2|DSUZ	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC108008290|XP_016927590.1|DSUZ	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC108007121|XP_036670456.1|DSUZ	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC108007483|XP_036671100.1|DSUZ	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC108020310|XP_016943931.1|DSUZ	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC108013397|XP_016934739.2|DSUZ	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC108017512|XP_016940065.1|DSUZ	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC108013230|XP_016934448.1|DSUZ	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC108007183|XP_016926308.2|DSUZ	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC108007069|XP_036671033.1|DSUZ	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC108012645|XP_016933560.1|DSUZ	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC108012334|XP_016933122.2|DSUZ	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC108010672|XP_016931062.1|DSUZ	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC108010663|XP_016931052.2|DSUZ	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC108021136|XP_016945182.1|DSUZ	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC108008384|XP_016927716.1|DSUZ	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC108006681|XP_016925708.1|DSUZ	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC108012527|XP_016933430.1|DSUZ	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC108006698|XP_036671583.1|DSUZ	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC108019472|XP_036671978.1|DSUZ	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC108017108|XP_016939555.1|DSUZ	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC108021688|XP_016946001.1|DSUZ	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC108011423|XP_016932037.2|DSUZ	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC108013007|XP_016934083.1|DSUZ	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC108012349|XP_016933189.1|DSUZ	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC108013558|XP_016934961.1|DSUZ	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC108013107|XP_016934243.1|DSUZ	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC108018576|XP_016941622.1|DSUZ	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC108012849|XP_016933804.1|DSUZ	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC108012558|XP_016933460.1|DSUZ	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC108020066|XP_016943654.1|DSUZ	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC108012992|XP_016934052.1|DSUZ	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC108020062|XP_016943650.1|DSUZ	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC108021104|XP_016945123.1|DSUZ	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC108019503|XP_036670736.1|DSUZ	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC108011800|XP_036671963.1|DSUZ	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC108016670|XP_016938875.1|DSUZ	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC108020557|XP_016944390.2|DSUZ	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC108006851|XP_016925892.1|DSUZ	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC108012474|XP_016933355.1|DSUZ	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC108013452|XP_016934818.2|DSUZ	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC108008617|XP_016927987.1|DSUZ	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC108013473|XP_016934844.1|DSUZ	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC108013497|XP_036671323.1|DSUZ	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC108013573|XP_036671569.1|DSUZ	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC108009815|XP_016929985.1|DSUZ	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC108012720|XP_016933638.1|DSUZ	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC108008362|XP_016927688.1|DSUZ	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC108011732|XP_036670946.1|DSUZ	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC108017990|XP_036670217.1|DSUZ	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC108007589|XP_036670872.1|DSUZ	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC108010427|XP_016930776.1|DSUZ	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC108009434|XP_016929260.1|DSUZ	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC108009720|XP_016929772.1|DSUZ	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC108019713|XP_016943101.1|DSUZ	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC108018212|XP_016941219.1|DSUZ	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC108021384|XP_016945568.1|DSUZ	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC108008542|XP_016927902.1|DSUZ	LOC120414674|XP_039431893.1|CPIP
OG0006884	LOC108021386|XP_016945572.1|DSUZ	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC108018150|XP_036676038.1|DSUZ	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC108008020|XP_016927293.2|DSUZ	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC108016771|XP_016939025.1|DSUZ	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC108021492|XP_016945725.1|DSUZ	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC108016294|XP_016938417.1|DSUZ	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC108021704|XP_016946029.1|DSUZ	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC108021747|XP_016946066.1|DSUZ	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC108021330|XP_016945491.1|DSUZ	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC108019009|XP_016942114.1|DSUZ	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC108018987|XP_016942086.1|DSUZ	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC108004593|XP_016923020.1|DSUZ	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC108008624|XP_016927997.1|DSUZ	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC108020933|XP_016944851.1|DSUZ	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC108013973|XP_016935481.1|DSUZ	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC108005171|XP_016923838.1|DSUZ	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC108005231|XP_016923911.1|DSUZ	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC108020934|XP_016944856.1|DSUZ	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC108018968|XP_016942059.1|DSUZ	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC108018797|XP_016941871.2|DSUZ	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC108021002|XP_016944959.1|DSUZ	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC108020654|XP_016944503.1|DSUZ	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC108006654|XP_016925683.1|DSUZ	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC108014400|XP_036677055.1|DSUZ	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC108021410|XP_016945606.1|DSUZ	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC108021383|XP_016945567.1|DSUZ	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC108018111|XP_016941028.1|DSUZ	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC108012217|XP_036675731.1|DSUZ, LOC108018896|XP_036675810.1|DSUZ	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC108016843|XP_016939181.1|DSUZ	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC108019040|XP_016942150.1|DSUZ	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC108013236|XP_016934458.1|DSUZ	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC108019637|XP_016943013.1|DSUZ	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC108017129|XP_016939597.1|DSUZ	LOC120413590|XP_039430432.1|CPIP
OG0006917	Gli|XP_036671505.1|DSUZ	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC108007492|XP_016926667.1|DSUZ	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC108020883|XP_016944771.1|DSUZ	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC108006947|XP_036670728.1|DSUZ	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC108015357|XP_016937262.1|DSUZ	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC108021634|XP_016945934.1|DSUZ	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC108004969|XP_016923565.1|DSUZ	LOC120414101|XP_039431058.1|CPIP
OG0006925	LOC108010725|XP_036674637.1|DSUZ	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC108021265|XP_016945380.2|DSUZ	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC108021645|XP_016945944.1|DSUZ	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC108005835|XP_016924670.1|DSUZ	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC108004972|XP_036671208.1|DSUZ	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC108021438|XP_016945643.1|DSUZ	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC108021212|XP_016945303.1|DSUZ	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC108020897|XP_016944804.1|DSUZ	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC108007693|XP_016926921.1|DSUZ	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC108012111|XP_036674739.1|DSUZ	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC108021486|XP_016945716.1|DSUZ	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC108020991|XP_016944940.1|DSUZ	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC108009355|XP_016929147.1|DSUZ	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC108021467|XP_016945688.1|DSUZ	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC108015309|XP_016937177.1|DSUZ	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC108021149|XP_016945213.1|DSUZ	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC108021051|XP_036671442.1|DSUZ	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC108009740|XP_016929813.1|DSUZ	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC108019522|XP_016942843.1|DSUZ	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC108015263|XP_016937112.1|DSUZ	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC108021177|XP_016945248.1|DSUZ	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC108011591|XP_036673911.1|DSUZ	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC108006431|XP_036678621.1|DSUZ	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC108021132|XP_016945179.1|DSUZ	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC108006867|XP_016925929.1|DSUZ	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC108014739|XP_016936408.1|DSUZ	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC108021256|XP_016945364.1|DSUZ	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC108008060|XP_016927331.1|DSUZ	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC108006864|XP_036671028.1|DSUZ	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC108014297|XP_016935852.1|DSUZ	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC108007814|XP_016927069.1|DSUZ	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC108018130|XP_016941069.1|DSUZ	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC108020944|XP_016944872.1|DSUZ	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC108010223|XP_016930556.1|DSUZ	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC108013154|XP_016934333.1|DSUZ	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC108005078|XP_016923726.1|DSUZ	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC108021274|XP_016945400.1|DSUZ	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC108021299|XP_016945438.1|DSUZ	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC108017892|XP_016940555.1|DSUZ	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC108008200|XP_016927483.1|DSUZ	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC108014003|XP_016935505.1|DSUZ	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC108021599|XP_016945885.1|DSUZ	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC108010008|XP_016930288.1|DSUZ	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC108009606|XP_036668931.1|DSUZ	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC108014615|XP_036670920.1|DSUZ	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC108019533|XP_016942860.1|DSUZ	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC108006048|XP_016924983.1|DSUZ	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC108020893|XP_016944792.1|DSUZ	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC108004971|XP_016923574.1|DSUZ	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC108021105|XP_016945125.1|DSUZ	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC108016977|XP_016939411.1|DSUZ	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC108020370|XP_016944096.1|DSUZ	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC108018139|XP_016941085.1|DSUZ	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC108021180|XP_016945254.1|DSUZ	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC108004636|XP_016923077.1|DSUZ	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC108017574|XP_016940152.1|DSUZ	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC108020887|XP_016944779.1|DSUZ	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC108015982|XP_016938062.1|DSUZ	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC108020117|XP_016943710.1|DSUZ	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC108006137|XP_016925085.1|DSUZ	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC108021611|XP_016945899.1|DSUZ	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC108021435|XP_016945641.1|DSUZ	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC108014296|XP_016935851.1|DSUZ	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC108021654|XP_016945955.1|DSUZ	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC108010806|XP_016931230.1|DSUZ	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC108021248|XP_016945355.1|DSUZ	LOC120421104|XP_039440187.1|CPIP
OG0006993	LOC108013725|XP_036668629.1|DSUZ	LOC120415458|XP_039432935.1|CPIP
OG0006994	LOC108011964|XP_016932712.1|DSUZ	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC108006353|XP_016925363.1|DSUZ	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC108005187|XP_016923864.1|DSUZ	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC108008248|XP_036668920.1|DSUZ	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC108006615|XP_036673365.1|DSUZ	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC108020079|XP_016943672.1|DSUZ	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC108020631|XP_016944511.1|DSUZ	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC108008680|XP_016928063.1|DSUZ	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC108016881|XP_016939275.1|DSUZ	LOC120412803|XP_039429333.1|CPIP
OG0007003	LOC108009409|XP_016929218.1|DSUZ	LOC120412837|XP_039429380.1|CPIP
OG0007004	LOC108020379|XP_016944124.1|DSUZ	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC108021275|XP_016945403.1|DSUZ	LOC120413575|XP_039430397.1|CPIP
