Orthogroup	DSUZ.longest_only	AAEG.longest_only
OG0007476	LOC108005186|XP_016923859.1|DSUZ	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC108005322|XP_016924026.1|DSUZ	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC108021187|XP_016945264.1|DSUZ	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC108016600|XP_036676309.1|DSUZ	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC108016084|XP_036673327.1|DSUZ	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC108006806|XP_016925843.2|DSUZ	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC108005698|XP_016924517.1|DSUZ	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC108010021|XP_016930308.1|DSUZ	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC108005425|XP_016924192.1|DSUZ	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC108020466|XP_016944280.1|DSUZ	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC108014986|XP_016936696.1|DSUZ	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC108020429|XP_016944237.1|DSUZ	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC108005824|XP_016924646.1|DSUZ	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC108018450|XP_036672982.1|DSUZ	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC108019147|XP_016942385.1|DSUZ	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC108015204|XP_016937018.1|DSUZ	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC108018153|XP_016941109.1|DSUZ	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC108019203|XP_016942485.1|DSUZ	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC108005314|XP_016924019.1|DSUZ	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC108011218|XP_016931800.1|DSUZ	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC108005563|XP_016924350.1|DSUZ	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC108013267|XP_016934517.1|DSUZ	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC108013224|XP_036670740.1|DSUZ	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC108006911|XP_016925996.2|DSUZ	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC108006913|XP_016925999.2|DSUZ	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC108007700|XP_016926927.1|DSUZ	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC108011575|XP_016932234.1|DSUZ	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC108021610|XP_016945895.1|DSUZ	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC108012569|XP_016933472.1|DSUZ	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC108013459|XP_016934826.1|DSUZ	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC108012477|XP_016933363.1|DSUZ	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC108021173|XP_016945244.1|DSUZ	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC108020916|XP_016944825.1|DSUZ	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC108021086|XP_016945096.1|DSUZ	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC108018101|XP_016941004.1|DSUZ	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC108020925|XP_016944837.1|DSUZ	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC108015561|XP_036672614.1|DSUZ	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC108021006|XP_016944970.1|DSUZ	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC108013006|XP_016934082.1|DSUZ	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC108007709|XP_016926946.1|DSUZ	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC108015405|XP_016937318.1|DSUZ	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC108005822|XP_016924644.1|DSUZ	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC108009811|XP_016929977.1|DSUZ	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC108010060|XP_016930362.1|DSUZ	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC108005317|XP_016924020.1|DSUZ	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC108005478|XP_016924268.2|DSUZ	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC108015142|XP_016936901.1|DSUZ	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC108009971|XP_016930223.1|DSUZ	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC108021045|XP_016945037.1|DSUZ	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC108006149|XP_016925095.1|DSUZ	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC108018730|XP_036673296.1|DSUZ	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC108013422|XP_016934775.1|DSUZ	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC108019790|XP_016943274.1|DSUZ	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC108008704|XP_016928090.1|DSUZ	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC108006623|XP_016925637.2|DSUZ	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC108019651|XP_016943023.1|DSUZ	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC108010249|XP_016930592.1|DSUZ	LOC5567221|XP_001651650.2|AAEG
OG0007533	LOC108006909|XP_036670925.1|DSUZ	LOC5567219|XP_001651647.2|AAEG
OG0007534	LOC108012531|XP_016933433.1|DSUZ	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC108005531|XP_036672105.1|DSUZ	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC108006649|XP_036673483.1|DSUZ	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC108013063|XP_036672317.1|DSUZ	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC108013339|XP_016934634.1|DSUZ	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC108021122|XP_016945161.1|DSUZ	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC108010834|XP_016931290.2|DSUZ	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC108019600|XP_016942930.1|DSUZ	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC108009689|XP_016929725.1|DSUZ	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC108020380|XP_016944123.1|DSUZ	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC108014668|XP_036670688.1|DSUZ	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC108021552|XP_016945809.1|DSUZ	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC108014055|XP_016935561.2|DSUZ	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC108006183|XP_016925106.1|DSUZ	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC108013172|XP_016934356.1|DSUZ	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC108006892|XP_016925969.2|DSUZ	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC108013336|XP_016934627.1|DSUZ	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC108019565|XP_036670000.1|DSUZ	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC108008743|XP_016928133.1|DSUZ	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC108005009|XP_016923636.1|DSUZ	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC108013498|XP_016934870.1|DSUZ	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC108009321|XP_016929080.1|DSUZ	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC108010294|XP_016930655.1|DSUZ	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC108010045|XP_016930343.1|DSUZ	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC108010308|XP_016930681.1|DSUZ	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC108007871|XP_016927125.1|DSUZ	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC108013484|XP_016934856.1|DSUZ	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC108020750|XP_036672482.1|DSUZ, LOC118877351|XP_036671661.1|DSUZ	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC108014678|XP_036671160.1|DSUZ	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC108010516|XP_016930879.1|DSUZ	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC108006701|XP_016925730.1|DSUZ	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC108005015|XP_036673256.1|DSUZ	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC108010113|XP_016930426.1|DSUZ	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC108007216|XP_016926339.2|DSUZ	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC108019849|XP_016943376.1|DSUZ	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC108009851|XP_016930037.1|DSUZ	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC108019848|XP_016943373.1|DSUZ	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC108019908|XP_016943495.1|DSUZ	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC108015440|XP_016937362.1|DSUZ	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC108009374|XP_016929167.1|DSUZ	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC108009265|XP_016928958.1|DSUZ	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC108018142|XP_016941090.1|DSUZ	LOC5579925|XP_021705957.1|AAEG
OG0007576	LOC108004717|XP_016923222.1|DSUZ	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC108016668|XP_016938873.1|DSUZ	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC108017279|XP_016939788.2|DSUZ	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC108019889|XP_016943456.1|DSUZ	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC108015705|XP_036671490.1|DSUZ	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC108021127|XP_016945173.1|DSUZ	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC108007936|XP_016927196.2|DSUZ	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC108010087|XP_016930395.1|DSUZ	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC108018863|XP_036675839.1|DSUZ	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC108014663|XP_016936314.2|DSUZ	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC108021446|XP_016945655.1|DSUZ	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC108009463|XP_016929328.1|DSUZ	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC108005714|XP_016924531.1|DSUZ	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC108019185|XP_016942445.1|DSUZ	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC108013132|XP_016934300.1|DSUZ	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC108009149|XP_016928741.1|DSUZ	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC108009547|XP_016929478.1|DSUZ	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC108011166|XP_016931743.1|DSUZ	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC108008386|XP_016927720.1|DSUZ	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC108008462|XP_016927805.1|DSUZ	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC108012609|XP_016933517.1|DSUZ	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC108015538|XP_016937505.1|DSUZ	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC108018135|XP_016941079.1|DSUZ	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC108005564|XP_016924352.1|DSUZ	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC108016315|XP_016938440.1|DSUZ, LOC118877516|XP_036672445.1|DSUZ	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC108019358|XP_016942669.2|DSUZ	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC108017614|XP_036670550.1|DSUZ	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC108017638|XP_016940238.2|DSUZ	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC108013120|XP_016934280.1|DSUZ	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC108007430|XP_036671841.1|DSUZ	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC108015410|XP_036670426.1|DSUZ	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC108020314|XP_036675698.1|DSUZ	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC108012840|XP_016933796.1|DSUZ	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC108006548|XP_016925568.1|DSUZ	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC108008535|XP_016927894.1|DSUZ	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC108020353|XP_036674584.1|DSUZ	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC108009669|XP_016929688.1|DSUZ	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC108008291|XP_016927591.2|DSUZ	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC108007098|XP_036671088.1|DSUZ	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC108013068|XP_016934175.1|DSUZ	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC108007207|XP_036674142.1|DSUZ	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC108013766|XP_036671113.1|DSUZ	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC108012769|XP_016933690.1|DSUZ	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC108013000|XP_016934071.1|DSUZ	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC108012901|XP_016933898.1|DSUZ	LOC5568599|XP_021711641.1|AAEG
OG0007621	LOC108008347|XP_016927665.1|DSUZ	LOC5569134|XP_001652738.2|AAEG
OG0007622	LOC108010479|XP_036672297.1|DSUZ	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC108006216|XP_036671540.1|DSUZ	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC108012588|XP_016933495.1|DSUZ	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC108015895|XP_036672063.1|DSUZ	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC108013585|XP_016935002.1|DSUZ	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC108013223|XP_016934439.1|DSUZ	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC108020347|XP_016944003.1|DSUZ	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC108012352|XP_016933193.1|DSUZ	LOC110680484|XP_021711981.1|AAEG
OG0007664	LOC108015938|XP_036674301.1|DSUZ	LOC5579633|XP_021694454.1|AAEG
OG0007665	LOC108019170|XP_016942419.1|DSUZ	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC108019178|XP_016942434.1|DSUZ	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC108005088|XP_016923749.1|DSUZ	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC108005089|XP_016923753.1|DSUZ	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC108020475|XP_016944290.1|DSUZ	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC108020474|XP_016944287.1|DSUZ	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC108015403|XP_016937312.1|DSUZ	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC108016579|XP_016938750.1|DSUZ	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC108016114|XP_036675576.1|DSUZ	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC108013672|XP_036676376.1|DSUZ	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC108013719|XP_016935148.1|DSUZ	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC108010445|XP_016930795.1|DSUZ	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC108016621|XP_016938805.1|DSUZ	LOC5564702|XP_021694824.1|AAEG
OG0007678	LOC108006286|XP_016925233.1|DSUZ	LOC5577043|XP_021694833.1|AAEG
OG0007679	LOC108006334|XP_016925332.1|DSUZ	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC108021230|XP_016945325.1|DSUZ	LOC5580053|XP_001654817.2|AAEG
OG0007681	LOC108005050|XP_036673270.1|DSUZ, LOC118877574|XP_036672715.1|DSUZ	LOC110674813|XP_021694898.1|AAEG
OG0007682	LOC108018976|XP_016942068.1|DSUZ	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC108015336|XP_016937229.1|DSUZ	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC108013683|XP_016935091.1|DSUZ	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC108019094|XP_036676159.1|DSUZ	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC108006343|XP_016925346.2|DSUZ	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC108016926|XP_016939341.1|DSUZ	LOC110674836|XP_021695005.1|AAEG
OG0007688	LOC108015772|XP_016937804.2|DSUZ	LOC5577553|XP_001663425.2|AAEG
OG0007689	LOC108015432|XP_016937356.1|DSUZ	LOC5572116|XP_001660190.2|AAEG
OG0007690	LOC108006540|XP_016925554.2|DSUZ	LOC5579456|XP_021695153.1|AAEG
OG0007691	LOC108014826|XP_036673527.1|DSUZ	LOC5573614|XP_001660939.2|AAEG
OG0007692	LOC108013740|XP_016935180.1|DSUZ	LOC5579011|XP_021695301.1|AAEG
OG0007693	LOC108015406|XP_016937319.1|DSUZ	LOC5579009|XP_001664189.2|AAEG
OG0007694	LOC108019353|XP_016942662.2|DSUZ	LOC5565024|XP_001649367.2|AAEG
OG0007695	LOC108004768|XP_016923301.1|DSUZ	LOC5566765|XP_021701470.1|AAEG
OG0007696	LOC118877400|XP_036671957.1|DSUZ	LOC5566767|XP_021702078.1|AAEG
OG0007697	LOC108020196|XP_036670732.1|DSUZ	LOC5573524|XP_001660921.1|AAEG
OG0007698	LOC108005450|XP_016924229.1|DSUZ	LOC5573520|XP_001660919.2|AAEG
OG0007699	LOC108004776|XP_016923314.1|DSUZ	LOC5569928|XP_021704115.1|AAEG
OG0007700	LOC108016915|XP_016939325.1|DSUZ	LOC5569932|XP_021705373.1|AAEG
OG0007701	LOC108011160|XP_016931737.1|DSUZ	LOC5568402|XP_021705509.1|AAEG
OG0007702	LOC108015419|XP_016937338.1|DSUZ	LOC5568405|XP_021705959.1|AAEG
OG0007703	LOC108016989|XP_016939426.1|DSUZ	LOC5574013|XP_001661100.1|AAEG
OG0007704	LOC108014084|XP_016935593.2|DSUZ	LOC5571986|XP_021711684.1|AAEG
OG0007705	LOC108004849|XP_016923420.1|DSUZ	LOC5571976|XP_001660081.1|AAEG
OG0007706	LOC108010471|XP_016930835.1|DSUZ	LOC110681501|XP_021713061.1|AAEG
OG0007707	LOC108006301|XP_016925266.1|DSUZ	LOC5571379|XP_021713067.1|AAEG
OG0007708	LOC108005381|XP_036677090.1|DSUZ	LOC23687681|XP_021713268.1|AAEG
OG0007709	LOC108005459|XP_016924244.1|DSUZ	LOC5569753|XP_021693528.1|AAEG
OG0007710	LOC108006342|XP_036676514.1|DSUZ	LOC5571233|XP_021694148.1|AAEG
OG0007711	LOC108005383|XP_016924133.1|DSUZ	LOC5567951|XP_001657767.2|AAEG
OG0007712	LOC108005112|XP_036677076.1|DSUZ	LOC5564206|XP_021694249.1|AAEG
OG0007713	LOC108004635|XP_036676913.1|DSUZ	LOC5565116|XP_021695026.1|AAEG
OG0007714	LOC108015169|XP_016936935.1|DSUZ	LOC5569553|XP_001658614.1|AAEG
OG0007715	LOC108006534|XP_016925548.1|DSUZ	LOC5569564|XP_021695249.1|AAEG
OG0007716	LOC108019114|XP_016942327.1|DSUZ	LOC5569927|XP_001658824.2|AAEG
OG0007717	LOC108007464|XP_036675350.1|DSUZ	LOC5566491|XP_021696198.1|AAEG
OG0007718	LOC108011209|XP_016931789.1|DSUZ	LOC5571307|XP_001653622.2|AAEG
OG0007719	LOC108015182|XP_016936966.1|DSUZ	LOC5568412|XP_021696984.1|AAEG
OG0007720	LOC108015292|XP_016937155.2|DSUZ	LOC5568407|XP_021697048.1|AAEG
OG0007721	LOC108015320|XP_016937201.1|DSUZ	LOC5564013|XP_021697118.1|AAEG
OG0007722	LOC108015110|XP_016936843.1|DSUZ	LOC5579401|XP_021694236.1|AAEG
OG0007723	LOC108015102|XP_036676443.1|DSUZ	LOC5564822|XP_001649177.2|AAEG
OG0007724	LOC108020284|XP_016943904.1|DSUZ	LOC5576601|XP_021697242.1|AAEG
OG0007725	LOC108004758|XP_016923284.1|DSUZ	LOC5576603|XP_021697338.1|AAEG
OG0007726	LOC108005212|XP_016923890.1|DSUZ	LOC5574999|XP_021697582.1|AAEG
OG0007727	LOC108005401|XP_016924153.1|DSUZ	LOC5574994|XP_001655467.1|AAEG
OG0007728	LOC108011135|XP_016931699.1|DSUZ	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG
OG0007729	LOC108005157|XP_016923821.1|DSUZ	LOC5574976|XP_001655446.2|AAEG
OG0007730	LOC108011114|XP_016931674.2|DSUZ	LOC5574969|XP_001655440.2|AAEG
OG0007731	LOC108012518|XP_016933417.1|DSUZ	LOC110676091|XP_021698314.1|AAEG
OG0007732	LOC108015407|XP_016937320.1|DSUZ	LOC5576682|XP_021698349.1|AAEG
OG0007733	LOC108005485|XP_016924278.1|DSUZ	LOC5572007|XP_021698932.1|AAEG
OG0007734	LOC108005239|XP_016923922.1|DSUZ	LOC5572004|XP_001660110.2|AAEG
OG0007735	LOC108021827|XP_016946120.1|DSUZ	LOC23687982|XP_011493172.2|AAEG
OG0007736	LOC108016929|XP_016939346.1|DSUZ	LOC5564402|XP_001648749.2|AAEG
OG0007737	LOC108017076|XP_036674275.1|DSUZ	LOC5576468|XP_021700427.1|AAEG
OG0007738	LOC108011033|XP_036673966.1|DSUZ	LOC5576470|XP_021700451.1|AAEG
OG0007739	LOC108019210|XP_016942495.1|DSUZ	LOC5570708|XP_021700880.1|AAEG
OG0007740	LOC108015388|XP_016937297.1|DSUZ	LOC5570701|XP_021701097.1|AAEG
OG0007741	LOC108005305|XP_016924003.1|DSUZ	LOC5571572|XP_001653709.2|AAEG
OG0007742	LOC108006314|XP_016925304.1|DSUZ	LOC5567105|XP_021701568.1|AAEG
OG0007743	LOC108019461|XP_036674435.1|DSUZ	LOC5567099|XP_001651499.3|AAEG
OG0007744	LOC108014093|XP_016935605.1|DSUZ	LOC5565275|XP_021701816.1|AAEG
OG0007745	LOC108020305|XP_036677898.1|DSUZ	LOC5575022|XP_021702025.1|AAEG
OG0007746	LOC108006114|XP_016925051.2|DSUZ	LOC5576302|XP_001656042.2|AAEG
OG0007747	LOC108004671|XP_016923143.1|DSUZ	LOC5567571|XP_021702904.1|AAEG
OG0007748	LOC108015071|XP_016936799.1|DSUZ	LOC5567572|XP_021703002.1|AAEG
OG0007749	LOC108016826|XP_016939132.1|DSUZ	LOC5576896|XP_001662996.1|AAEG
OG0007750	LOC108012157|XP_016932937.2|DSUZ	LOC110674492|XP_021694381.1|AAEG
OG0007751	LOC108021301|XP_016945442.1|DSUZ	LOC5564060|XP_021703839.1|AAEG
OG0007752	LOC108005091|XP_016923752.1|DSUZ	LOC5564061|XP_001648364.2|AAEG
OG0007753	LOC108015243|XP_016937078.1|DSUZ	LOC5564038|XP_001648366.2|AAEG
OG0007754	LOC108016608|XP_016938787.1|DSUZ	LOC5564045|XP_021703960.1|AAEG
OG0007755	LOC108016558|XP_036676428.1|DSUZ	LOC5564046|XP_021703985.1|AAEG
OG0007756	LOC108016980|XP_016939413.1|DSUZ	LOC5564068|XP_021704096.1|AAEG
OG0007757	LOC108015377|XP_016937285.1|DSUZ	LOC5571506|XP_021694258.1|AAEG
OG0007758	LOC108021361|XP_016945538.1|DSUZ	LOC5571496|XP_001659746.2|AAEG
OG0007759	LOC108017223|XP_016939709.2|DSUZ	LOC5571493|XP_001659743.2|AAEG
OG0007760	LOC108018965|XP_016942056.1|DSUZ	LOC5580111|XP_001655054.1|AAEG
OG0007761	LOC108015229|XP_016937062.1|DSUZ	LOC5580107|XP_021704459.1|AAEG
OG0007762	LOC108014947|XP_036676749.1|DSUZ	LOC5580108|XP_001655040.1|AAEG
OG0007763	LOC108021293|XP_016945431.1|DSUZ	LOC110677702|XP_021704492.1|AAEG
OG0007764	LOC108004677|XP_016923153.1|DSUZ	LOC5578658|XP_021704511.1|AAEG
OG0007765	LOC108004745|XP_016923267.1|DSUZ	LOC5578659|XP_021704527.1|AAEG
OG0007766	LOC108018310|XP_036674745.1|DSUZ	LOC110677718|XP_021704592.1|AAEG
OG0007767	LOC108020421|XP_016944216.1|DSUZ	LOC110674289|XP_021694260.1|AAEG
OG0007768	LOC108018927|XP_016942009.1|DSUZ	LOC5577256|XP_021705022.1|AAEG
OG0007769	LOC108018967|XP_016942058.1|DSUZ	LOC5577257|XP_001656360.1|AAEG
OG0007770	LOC108011936|XP_016932673.1|DSUZ	LOC5577258|XP_001656361.1|AAEG
OG0007771	LOC108006815|XP_016925855.1|DSUZ	LOC5579197|XP_021705065.1|AAEG
OG0007772	LOC108016778|XP_016939033.1|DSUZ	LOC5579196|XP_001657325.2|AAEG
OG0007774	LOC108005769|XP_036672136.1|DSUZ	LOC5576009|XP_001662352.2|AAEG
OG0007775	LOC108006563|XP_016925584.1|DSUZ	LOC5575290|XP_021706199.1|AAEG
OG0007776	LOC108010413|XP_036675964.1|DSUZ	LOC5575288|XP_021706251.1|AAEG
OG0007777	LOC108013722|XP_016935151.1|DSUZ	LOC5575432|XP_001655750.2|AAEG
OG0007778	LOC108018908|XP_016941989.1|DSUZ	LOC5575428|XP_001655746.1|AAEG
OG0007779	LOC108018817|XP_016941891.2|DSUZ	LOC5569994|XP_021707172.1|AAEG
OG0007780	LOC108019215|XP_016942499.1|DSUZ	LOC5575471|XP_001661986.1|AAEG
OG0007781	LOC108015266|XP_036676236.1|DSUZ	LOC5568545|XP_021707578.1|AAEG
OG0007782	LOC108019193|XP_016942456.2|DSUZ	LOC5568541|XP_001652367.1|AAEG
OG0007783	LOC108004682|XP_016923159.1|DSUZ	LOC5568538|XP_021707687.1|AAEG
OG0007784	LOC108011647|XP_016932327.2|DSUZ	LOC5568537|XP_001652371.2|AAEG
OG0007785	LOC108016902|XP_016939307.2|DSUZ	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG
OG0007786	LOC108012076|XP_016932846.1|DSUZ	LOC5568534|XP_021707765.1|AAEG
OG0007787	LOC108015458|XP_036675566.1|DSUZ	LOC5568532|XP_001652376.3|AAEG
OG0007788	LOC108020512|XP_016944335.2|DSUZ	LOC5572776|XP_001654175.2|AAEG
OG0007789	LOC108020317|XP_036674110.1|DSUZ, LOC108017392|XP_036673849.1|DSUZ	LOC5579261|XP_021708436.1|AAEG
OG0007790	LOC108007209|XP_036674511.1|DSUZ	LOC23687431|XP_021709172.1|AAEG
