Orthogroup	DSUZ.longest_only	CCAP.longest_only
OG0008959	LOC108006212|XP_016925139.1|DSUZ	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP
OG0008960	LOC108014645|XP_036671157.1|DSUZ	CCAP1982_LOCUS13422|CAD7005052.1|CCAP
OG0008961	LOC108021692|XP_016946006.1|DSUZ	CCAP1982_LOCUS7054|CAD6998457.1|CCAP
OG0008985	LOC108011312|XP_016931907.2|DSUZ	CCAP1982_LOCUS12236|CAD7003803.1|CCAP
OG0008986	LOC108016061|XP_016938145.2|DSUZ	CCAP1982_LOCUS5702|CAD6997047.1|CCAP
OG0008990	LOC108012974|XP_016934027.1|DSUZ	CCAP1982_LOCUS11431|CAD7002967.1|CCAP
OG0008991	LOC118878509|XP_036677405.1|DSUZ	CCAP1982_LOCUS4200|CAD6995485.1|CCAP
OG0008992	LOC108018316|XP_016941346.1|DSUZ	CCAP1982_LOCUS3524|CAD6994793.1|CCAP
OG0008993	LOC108015894|XP_036672020.1|DSUZ	CCAP1982_LOCUS13676|CAD7005315.1|CCAP
OG0008994	LOC108021559|XP_036672279.1|DSUZ	CCAP1982_LOCUS6730|CAD6998118.1|CCAP
OG0008995	LOC108008090|XP_016927369.2|DSUZ	CCAP1982_LOCUS19479|CAD7011378.1|CCAP
OG0008999	LOC108015080|XP_016936808.1|DSUZ	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP
OG0009003	LOC108014520|XP_016936148.2|DSUZ	CCAP1982_LOCUS14538|CAD7006210.1|CCAP
OG0009005	LOC108011962|XP_016932709.1|DSUZ	CCAP1982_LOCUS8449|CAD6999940.1|CCAP
OG0009006	LOC108011994|XP_016932749.2|DSUZ	CCAP1982_LOCUS3116|CAD6994363.1|CCAP
OG0009007	LOC108013500|XP_016934874.1|DSUZ	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009008	LOC108015969|XP_036672610.1|DSUZ	CCAP1982_LOCUS93|CAD6991153.1|CCAP
OG0009009	LOC108011047|XP_036670256.1|DSUZ	CCAP1982_LOCUS12773|CAD7004361.1|CCAP
OG0009010	LOC108013277|XP_016934537.1|DSUZ	CCAP1982_LOCUS14898|CAD7006587.1|CCAP
OG0009011	LOC108020017|XP_036671503.1|DSUZ	CCAP1982_LOCUS12729|CAD7004309.1|CCAP
OG0009014	LOC108011311|XP_016931906.1|DSUZ	CCAP1982_LOCUS13336|CAD7004957.1|CCAP
OG0009015	LOC108005757|XP_036672070.1|DSUZ	CCAP1982_LOCUS12356|CAD7003934.1|CCAP
OG0009016	LOC108006863|XP_016925921.1|DSUZ	CCAP1982_LOCUS10869|CAD7002375.1|CCAP
OG0009017	LOC108021562|XP_016945824.1|DSUZ	CCAP1982_LOCUS5361|CAD6996677.1|CCAP
OG0009018	LOC108020403|XP_016944178.1|DSUZ	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP
OG0009019	LOC108020336|XP_016943960.1|DSUZ	CCAP1982_LOCUS10619|CAD7002131.1|CCAP
OG0009020	LOC108006405|XP_036673292.1|DSUZ	CCAP1982_LOCUS2828|CAD6994056.1|CCAP
OG0009021	LOC108013796|XP_036674884.1|DSUZ	CCAP1982_LOCUS4666|CAD6995955.1|CCAP
OG0009022	LOC108005691|XP_036673928.1|DSUZ	CCAP1982_LOCUS1965|CAD6993139.1|CCAP
OG0009023	LOC108020155|XP_016943745.2|DSUZ	CCAP1982_LOCUS3398|CAD6994663.1|CCAP
OG0009024	LOC108011528|XP_016932180.1|DSUZ	CCAP1982_LOCUS2458|CAD6993649.1|CCAP
OG0009025	LOC108018376|XP_036672591.1|DSUZ	CCAP1982_LOCUS3816|CAD6995093.1|CCAP
OG0009026	LOC108020668|XP_036673348.1|DSUZ	CCAP1982_LOCUS20439|CAD7012345.1|CCAP
OG0009027	LOC108019804|XP_016943302.1|DSUZ	CCAP1982_LOCUS21777|CAD7013746.1|CCAP
OG0009028	LOC108013158|XP_016934341.1|DSUZ	CCAP1982_LOCUS11381|CAD7002914.1|CCAP
OG0009029	LOC108011042|XP_016931584.1|DSUZ	CCAP1982_LOCUS5388|CAD6996704.1|CCAP
OG0009030	LOC108021179|XP_016945250.1|DSUZ	CCAP1982_LOCUS7038|CAD6998438.1|CCAP
OG0009031	LOC108017117|XP_016939566.1|DSUZ	CCAP1982_LOCUS4387|CAD6995680.1|CCAP
OG0009032	LOC108017120|XP_016939570.1|DSUZ	CCAP1982_LOCUS4386|CAD6995679.1|CCAP
OG0009033	LOC108011968|XP_016932718.1|DSUZ	CCAP1982_LOCUS8791|CAD7000303.1|CCAP
OG0009034	LOC108021443|XP_016945652.2|DSUZ	CCAP1982_LOCUS7585|CAD6999038.1|CCAP
OG0009035	LOC108009656|XP_016929668.1|DSUZ	CCAP1982_LOCUS7736|CAD6999202.1|CCAP
OG0009036	LOC108009731|XP_016929803.1|DSUZ	CCAP1982_LOCUS20353|CAD7012257.1|CCAP
OG0009037	LOC108020792|XP_016944663.1|DSUZ	CCAP1982_LOCUS6931|CAD6998326.1|CCAP
OG0009038	LOC108014824|XP_016936511.2|DSUZ	CCAP1982_LOCUS3917|CAD6995198.1|CCAP
OG0009039	LOC108014570|XP_016936212.2|DSUZ	CCAP1982_LOCUS4800|CAD6996100.1|CCAP
OG0009040	LOC108009681|XP_016929708.1|DSUZ	CCAP1982_LOCUS5253|CAD6996584.1|CCAP
OG0009041	LOC108014141|XP_036672617.1|DSUZ	CCAP1982_LOCUS2610|CAD6993813.1|CCAP
OG0009042	LOC108005357|XP_016924095.2|DSUZ	CCAP1982_LOCUS7840|CAD6999312.1|CCAP
OG0009043	LOC108005626|XP_016924429.1|DSUZ	CCAP1982_LOCUS2208|CAD6993392.1|CCAP
OG0009044	LOC108016968|XP_016939400.1|DSUZ	CCAP1982_LOCUS8461|CAD6999953.1|CCAP
OG0009046	LOC108007765|XP_016927010.2|DSUZ	CCAP1982_LOCUS13800|CAD7005440.1|CCAP
OG0009047	LOC108017742|XP_016940341.1|DSUZ	CCAP1982_LOCUS23383|CAD7015441.1|CCAP
OG0009048	LOC108017057|XP_016939507.1|DSUZ	CCAP1982_LOCUS5609|CAD6996939.1|CCAP
OG0009049	LOC108014555|XP_016936188.1|DSUZ	CCAP1982_LOCUS923|CAD6992042.1|CCAP
OG0009050	LOC108016257|XP_016938371.1|DSUZ	CCAP1982_LOCUS6009|CAD6997372.1|CCAP
OG0009052	LOC108011789|XP_036675110.1|DSUZ	CCAP1982_LOCUS4264|CAD6995553.1|CCAP
OG0009053	LOC108020615|XP_036673285.1|DSUZ	CCAP1982_LOCUS5061|CAD6996384.1|CCAP
OG0009054	LOC108019279|XP_036673853.1|DSUZ	CCAP1982_LOCUS5162|CAD6996493.1|CCAP
OG0009055	LOC108013394|XP_016934738.1|DSUZ	CCAP1982_LOCUS5834|CAD6997195.1|CCAP
OG0009056	LOC108009078|XP_016928617.1|DSUZ	CCAP1982_LOCUS11346|CAD7002877.1|CCAP
OG0009057	LOC108012858|XP_016933814.1|DSUZ	CCAP1982_LOCUS22424|CAD7014428.1|CCAP
OG0009058	LOC108020352|XP_036673235.1|DSUZ	CCAP1982_LOCUS9823|CAD7001326.1|CCAP
OG0009059	LOC108007405|XP_036671314.1|DSUZ	CCAP1982_LOCUS13234|CAD7004849.1|CCAP
OG0009060	LOC108014709|XP_036674276.1|DSUZ	CCAP1982_LOCUS717|CAD6991816.1|CCAP
OG0009061	LOC108009659|XP_016929669.1|DSUZ	CCAP1982_LOCUS19686|CAD7011597.1|CCAP
OG0009062	LOC108009089|XP_016928635.1|DSUZ	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP
OG0009063	LOC108021090|XP_016945102.1|DSUZ	CCAP1982_LOCUS8667|CAD7000176.1|CCAP
OG0009064	LOC108009694|XP_016929732.1|DSUZ	CCAP1982_LOCUS10160|CAD7001669.1|CCAP
OG0009065	LOC108015826|XP_036674384.1|DSUZ	CCAP1982_LOCUS485|CAD6991566.1|CCAP
OG0009066	LOC108012497|XP_016933395.1|DSUZ	CCAP1982_LOCUS11170|CAD7002692.1|CCAP
OG0009067	LOC108007449|XP_036671666.1|DSUZ	CCAP1982_LOCUS14161|CAD7005815.1|CCAP
OG0009068	LOC108017834|XP_016940476.1|DSUZ	CCAP1982_LOCUS22489|CAD7014487.1|CCAP
OG0009069	LOC108005747|XP_016924567.1|DSUZ	CCAP1982_LOCUS7799|CAD6999269.1|CCAP
OG0009071	LOC118877895|XP_036674234.1|DSUZ	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP
OG0009072	LOC108013817|XP_016935283.2|DSUZ	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP
OG0009073	LOC108015575|XP_036672764.1|DSUZ	CCAP1982_LOCUS103|CAD6991164.1|CCAP
OG0009074	LOC108011674|XP_036674195.1|DSUZ	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP
OG0009075	LOC108005939|XP_016924854.1|DSUZ	CCAP1982_LOCUS735|CAD6991836.1|CCAP
OG0009076	LOC108018527|XP_016941568.2|DSUZ	CCAP1982_LOCUS4960|CAD6996277.1|CCAP
OG0009077	LOC108013797|XP_036674923.1|DSUZ, LOC118878006|XP_036674922.1|DSUZ	CCAP1982_LOCUS4889|CAD6996199.1|CCAP
OG0009078	LOC108006045|XP_016924978.1|DSUZ	CCAP1982_LOCUS4867|CAD6996175.1|CCAP
OG0009079	LOC108011520|XP_036674016.1|DSUZ	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP
OG0009080	LOC108014556|XP_036673328.1|DSUZ	CCAP1982_LOCUS4812|CAD6996117.1|CCAP
OG0009081	LOC108016311|XP_016938434.1|DSUZ	CCAP1982_LOCUS344|CAD6991417.1|CCAP
OG0009082	LOC108014813|XP_036673485.1|DSUZ	CCAP1982_LOCUS5090|CAD6996417.1|CCAP
OG0009083	LOC108004741|XP_016923256.2|DSUZ	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP
OG0009084	LOC108010938|XP_036674655.1|DSUZ	CCAP1982_LOCUS4255|CAD6995544.1|CCAP
OG0009085	LOC108006013|XP_036674450.1|DSUZ	CCAP1982_LOCUS3214|CAD6994469.1|CCAP
OG0009086	LOC108011663|XP_016932349.1|DSUZ	CCAP1982_LOCUS1993|CAD6993169.1|CCAP
OG0009087	LOC108017461|XP_036674317.1|DSUZ	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP
OG0009088	LOC108017264|XP_016939767.2|DSUZ	CCAP1982_LOCUS1142|CAD6992274.1|CCAP
OG0009089	LOC108011211|XP_016931793.1|DSUZ, LOC108005198|XP_016923872.1|DSUZ	CCAP1982_LOCUS3988|CAD6995267.1|CCAP
OG0009090	LOC108015491|XP_036675578.1|DSUZ	CCAP1982_LOCUS3889|CAD6995168.1|CCAP
OG0009091	LOC108011594|XP_016932251.1|DSUZ	CCAP1982_LOCUS2313|CAD6993500.1|CCAP
OG0009092	LOC108013854|XP_016935331.1|DSUZ, LOC108016063|XP_036675135.1|DSUZ	CCAP1982_LOCUS2768|CAD6993985.1|CCAP
OG0009093	LOC108020241|XP_016943850.2|DSUZ, LOC118876770|XP_036677509.1|DSUZ	CCAP1982_LOCUS2711|CAD6993920.1|CCAP
OG0009094	LOC108007554|XP_016926734.1|DSUZ	CCAP1982_LOCUS2505|CAD6993699.1|CCAP
OG0009095	LOC118877917|XP_036674367.1|DSUZ	CCAP1982_LOCUS2504|CAD6993698.1|CCAP
OG0009096	LOC108006369|XP_016925379.2|DSUZ	CCAP1982_LOCUS2969|CAD6994207.1|CCAP
OG0009097	LOC108006368|XP_016925378.2|DSUZ	CCAP1982_LOCUS2970|CAD6994208.1|CCAP
OG0009098	LOC108006357|XP_036675366.1|DSUZ	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP
OG0009099	LOC108015459|XP_036675526.1|DSUZ	CCAP1982_LOCUS1054|CAD6992181.1|CCAP
OG0009100	LOC108011747|XP_016932465.1|DSUZ	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP
OG0009101	LOC108011382|XP_016931994.1|DSUZ	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP
OG0009102	LOC108021570|XP_016945839.1|DSUZ	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP
OG0009103	LOC108006217|XP_016925147.1|DSUZ	CCAP1982_LOCUS8743|CAD7000253.1|CCAP
OG0009104	LOC108006026|XP_016924961.1|DSUZ	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP
OG0009105	LOC108011957|XP_016932705.1|DSUZ	CCAP1982_LOCUS8217|CAD6999690.1|CCAP
OG0009106	LOC108021627|XP_016945923.1|DSUZ	CCAP1982_LOCUS8493|CAD6999987.1|CCAP
OG0009107	LOC108021571|XP_016945842.1|DSUZ	CCAP1982_LOCUS8063|CAD6999542.1|CCAP
OG0009108	LOC108007008|XP_016926103.1|DSUZ	CCAP1982_LOCUS9172|CAD7000699.1|CCAP
OG0009109	LOC108007931|XP_016927194.1|DSUZ	CCAP1982_LOCUS7308|CAD6998754.1|CCAP
OG0009110	LOC108020983|XP_016944931.1|DSUZ	CCAP1982_LOCUS7387|CAD6998839.1|CCAP
OG0009111	LOC108020204|XP_036670735.1|DSUZ	CCAP1982_LOCUS7963|CAD6999439.1|CCAP
OG0009112	LOC108020760|XP_016944630.1|DSUZ	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP
OG0009113	LOC108007402|XP_016926548.1|DSUZ	CCAP1982_LOCUS7941|CAD6999415.1|CCAP
OG0009114	LOC108005885|XP_036668716.1|DSUZ	CCAP1982_LOCUS7902|CAD6999375.1|CCAP
OG0009115	LOC108018581|XP_016941628.1|DSUZ, LOC108018799|XP_016941874.2|DSUZ	CCAP1982_LOCUS6265|CAD6997630.1|CCAP
OG0009116	LOC108011859|XP_016932591.1|DSUZ	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP
OG0009117	LOC108007732|XP_016926977.1|DSUZ	CCAP1982_LOCUS7761|CAD6999227.1|CCAP
OG0009118	LOC108016550|XP_016938713.1|DSUZ	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP
OG0009119	LOC108008178|XP_016927462.1|DSUZ	CCAP1982_LOCUS6054|CAD6997413.1|CCAP
OG0009120	LOC108012250|XP_016933038.1|DSUZ	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP
OG0009121	LOC108017797|XP_016940430.1|DSUZ	CCAP1982_LOCUS21943|CAD7013929.1|CCAP
OG0009122	LOC108008628|XP_016927998.1|DSUZ	CCAP1982_LOCUS22032|CAD7014026.1|CCAP
OG0009123	LOC108010118|XP_016930432.1|DSUZ	CCAP1982_LOCUS22043|CAD7014037.1|CCAP
OG0009124	LOC108009330|XP_016929099.1|DSUZ	CCAP1982_LOCUS23411|CAD7015471.1|CCAP
OG0009125	LOC108017751|XP_016940353.1|DSUZ	CCAP1982_LOCUS23371|CAD7015429.1|CCAP
OG0009126	LOC108008587|XP_016927955.1|DSUZ	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP
OG0009127	LOC108010126|XP_016930442.1|DSUZ	CCAP1982_LOCUS22820|CAD7014853.1|CCAP
OG0009128	LOC108017865|XP_016940513.1|DSUZ	CCAP1982_LOCUS22109|CAD7014103.1|CCAP
OG0009129	LOC108019719|XP_016943119.1|DSUZ	CCAP1982_LOCUS22130|CAD7014124.1|CCAP
OG0009130	LOC108019815|XP_016943314.1|DSUZ	CCAP1982_LOCUS22701|CAD7014722.1|CCAP
OG0009131	LOC108009930|XP_016930160.1|DSUZ	CCAP1982_LOCUS22704|CAD7014726.1|CCAP
OG0009132	LOC108009328|XP_016929090.1|DSUZ	CCAP1982_LOCUS22744|CAD7014770.1|CCAP
OG0009133	LOC108019693|XP_016943076.1|DSUZ	CCAP1982_LOCUS22519|CAD7014518.1|CCAP
OG0009134	LOC108017917|XP_016940575.1|DSUZ	CCAP1982_LOCUS7220|CAD6998653.1|CCAP
OG0009135	LOC108010312|XP_016930693.1|DSUZ	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP
OG0009136	LOC108008572|XP_016927935.1|DSUZ	CCAP1982_LOCUS22941|CAD7014981.1|CCAP
OG0009137	LOC108009830|XP_016930006.1|DSUZ	CCAP1982_LOCUS21267|CAD7013196.1|CCAP
OG0009138	LOC108008780|XP_016928167.1|DSUZ	CCAP1982_LOCUS21269|CAD7013198.1|CCAP
OG0009139	LOC108008361|XP_016927687.1|DSUZ	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP
OG0009140	LOC108008614|XP_016927984.1|DSUZ	CCAP1982_LOCUS21281|CAD7013210.1|CCAP
OG0009141	LOC108017767|XP_016940373.1|DSUZ	CCAP1982_LOCUS21464|CAD7013399.1|CCAP
OG0009142	LOC108018079|XP_016940970.1|DSUZ	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP
OG0009143	LOC108008880|XP_016928274.1|DSUZ	CCAP1982_LOCUS21544|CAD7013482.1|CCAP
OG0009145	LOC108008740|XP_016928127.1|DSUZ	CCAP1982_LOCUS19965|CAD7011856.1|CCAP
OG0009146	LOC108019873|XP_016943432.1|DSUZ	CCAP1982_LOCUS19781|CAD7011697.1|CCAP
OG0009147	LOC108008758|XP_016928145.1|DSUZ	CCAP1982_LOCUS20323|CAD7012225.1|CCAP
OG0009148	LOC108019897|XP_016943469.1|DSUZ	CCAP1982_LOCUS19993|CAD7011881.1|CCAP
OG0009149	LOC108008110|XP_016927388.1|DSUZ	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP
OG0009150	LOC108019736|XP_036669854.1|DSUZ	CCAP1982_LOCUS20559|CAD7012481.1|CCAP
OG0009151	LOC108010270|XP_016930621.1|DSUZ	CCAP1982_LOCUS20661|CAD7012576.1|CCAP
OG0009152	LOC108009143|XP_016928736.1|DSUZ	CCAP1982_LOCUS20690|CAD7012606.1|CCAP
OG0009153	LOC108009137|XP_016928729.1|DSUZ	CCAP1982_LOCUS21097|CAD7013008.1|CCAP
OG0009162	LOC108012540|XP_016933443.1|DSUZ	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP
OG0009163	LOC108013399|XP_016934741.1|DSUZ	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP
OG0009164	LOC108013543|XP_016934935.1|DSUZ	CCAP1982_LOCUS13310|CAD7004927.1|CCAP
OG0009165	LOC108013024|XP_016934103.2|DSUZ	CCAP1982_LOCUS12630|CAD7004211.1|CCAP
OG0009166	LOC108012287|XP_016933077.1|DSUZ	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP
OG0009167	LOC108013445|XP_036671699.1|DSUZ	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP
OG0009168	LOC108013443|XP_016934807.2|DSUZ	CCAP1982_LOCUS13021|CAD7004626.1|CCAP
OG0009169	LOC108013087|XP_016934209.1|DSUZ	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP
OG0009170	LOC108007494|XP_016926665.2|DSUZ	CCAP1982_LOCUS14887|CAD7006573.1|CCAP
OG0009171	LOC118877374|XP_036671805.1|DSUZ	CCAP1982_LOCUS14973|CAD7006671.1|CCAP
OG0009172	LOC108014002|XP_036671656.1|DSUZ	CCAP1982_LOCUS11770|CAD7003309.1|CCAP
OG0009173	LOC108013182|XP_016934372.1|DSUZ	CCAP1982_LOCUS11800|CAD7003341.1|CCAP
OG0009174	LOC108018974|XP_016942065.2|DSUZ	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP
OG0009175	LOC108007876|XP_016927133.1|DSUZ	CCAP1982_LOCUS11681|CAD7003220.1|CCAP
OG0009176	LOC108012465|XP_016933344.1|DSUZ	CCAP1982_LOCUS12283|CAD7003853.1|CCAP
OG0009178	LOC108007024|XP_036671694.1|DSUZ	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP
OG0009179	LOC108007685|XP_016926898.1|DSUZ, LOC118877192|XP_036670342.1|DSUZ	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP
OG0009182	LOC108011757|XP_036670421.1|DSUZ	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP
OG0009183	LOC108012237|XP_016933023.1|DSUZ	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP
OG0009184	LOC108007691|XP_016926903.1|DSUZ	CCAP1982_LOCUS13742|CAD7005382.1|CCAP
OG0009185	LOC108017636|XP_016940233.1|DSUZ	CCAP1982_LOCUS13527|CAD7005167.1|CCAP
OG0009186	LOC108012437|XP_016933292.1|DSUZ	CCAP1982_LOCUS14269|CAD7005931.1|CCAP
OG0009188	LOC108008620|XP_016927990.1|DSUZ	CCAP1982_LOCUS22613|CAD7014622.1|CCAP
OG0009189	LOC108018820|XP_016941894.2|DSUZ	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP
OG0009190	LOC108012693|XP_016933609.1|DSUZ	CCAP1982_LOCUS11499|CAD7003036.1|CCAP
OG0009191	LOC108008192|XP_016927472.1|DSUZ	CCAP1982_LOCUS21738|CAD7013698.1|CCAP
OG0009192	LOC108015066|XP_016936795.1|DSUZ	CCAP1982_LOCUS22994|CAD7015037.1|CCAP
OG0009219	LOC108010835|XP_036675643.1|DSUZ	CCAP1982_LOCUS1342|CAD6992490.1|CCAP
OG0009221	LOC108010037|XP_016930337.1|DSUZ	CCAP1982_LOCUS2845|CAD6994075.1|CCAP
OG0009237	LOC108021381|XP_016945565.1|DSUZ	CCAP1982_LOCUS5735|CAD6997082.1|CCAP
OG0009238	LOC108018651|XP_016941712.2|DSUZ	CCAP1982_LOCUS13427|CAD7005059.1|CCAP
OG0009245	LOC108018602|XP_016941651.2|DSUZ	CCAP1982_LOCUS649|CAD6991737.1|CCAP
OG0009266	LOC108011956|XP_036668659.1|DSUZ	CCAP1982_LOCUS8781|CAD7000291.1|CCAP
OG0009268	LOC108009944|XP_036669636.1|DSUZ	CCAP1982_LOCUS21134|CAD7013052.1|CCAP
OG0009269	LOC108018606|XP_036673518.1|DSUZ	CCAP1982_LOCUS13783|CAD7005421.1|CCAP
OG0009270	LOC108008996|XP_016928429.1|DSUZ	CCAP1982_LOCUS20409|CAD7012315.1|CCAP
OG0009273	LOC108008964|XP_016928384.1|DSUZ	CCAP1982_LOCUS9149|CAD7000675.1|CCAP
OG0009274	LOC108007148|XP_036671781.1|DSUZ	CCAP1982_LOCUS11312|CAD7002843.1|CCAP
OG0009276	LOC108017872|XP_016940522.1|DSUZ	CCAP1982_LOCUS22273|CAD7014270.1|CCAP
OG0009283	LOC108018107|XP_036678405.1|DSUZ	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP
OG0009285	LOC108020417|XP_016944211.1|DSUZ	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP
OG0009286	LOC108012443|XP_016933300.1|DSUZ	CCAP1982_LOCUS12536|CAD7004115.1|CCAP
OG0009287	LOC108012487|XP_016933385.1|DSUZ	CCAP1982_LOCUS12928|CAD7004531.1|CCAP
OG0009288	LOC108011156|XP_016931730.1|DSUZ	CCAP1982_LOCUS8286|CAD6999763.1|CCAP
OG0009289	LOC108020384|XP_016944131.1|DSUZ	CCAP1982_LOCUS10519|CAD7002031.1|CCAP
OG0009290	LOC108009000|XP_016928434.1|DSUZ	CCAP1982_LOCUS21282|CAD7013211.1|CCAP
OG0009291	LOC108020385|XP_036673556.1|DSUZ	CCAP1982_LOCUS9439|CAD7000966.1|CCAP
OG0009296	LOC108016308|XP_016938431.2|DSUZ	CCAP1982_LOCUS786|CAD6991896.1|CCAP
OG0009297	LOC108016303|XP_036675656.1|DSUZ	CCAP1982_LOCUS788|CAD6991898.1|CCAP
OG0009298	LOC108017416|XP_016939930.2|DSUZ, LOC118877792|XP_036673768.1|DSUZ	CCAP1982_LOCUS806|CAD6991917.1|CCAP
OG0009299	LOC108005052|XP_036672716.1|DSUZ, LOC108005051|XP_016923680.2|DSUZ	CCAP1982_LOCUS827|CAD6991939.1|CCAP
OG0009300	LOC108005028|XP_036672699.1|DSUZ, LOC108005026|XP_036673268.1|DSUZ	CCAP1982_LOCUS828|CAD6991940.1|CCAP
OG0009301	LOC108012067|XP_036674232.1|DSUZ	CCAP1982_LOCUS4778|CAD6996071.1|CCAP
OG0009302	LOC118878002|XP_036674905.1|DSUZ	CCAP1982_LOCUS4700|CAD6995994.1|CCAP
OG0009303	LOC108011001|XP_016931516.2|DSUZ	CCAP1982_LOCUS4664|CAD6995953.1|CCAP
OG0009304	LOC108015963|XP_016938034.2|DSUZ	CCAP1982_LOCUS104|CAD6991165.1|CCAP
OG0009305	LOC108004947|XP_016923534.2|DSUZ	CCAP1982_LOCUS115|CAD6991176.1|CCAP
OG0009306	LOC108004670|XP_016923137.1|DSUZ	CCAP1982_LOCUS4614|CAD6995912.1|CCAP
OG0009307	LOC108012112|XP_016932884.1|DSUZ	CCAP1982_LOCUS4602|CAD6995901.1|CCAP
OG0009308	LOC108016018|XP_016938102.2|DSUZ	CCAP1982_LOCUS4578|CAD6995877.1|CCAP
OG0009309	LOC108004938|XP_036673854.1|DSUZ	CCAP1982_LOCUS4570|CAD6995869.1|CCAP
OG0009310	LOC108014809|XP_016936493.2|DSUZ	CCAP1982_LOCUS5186|CAD6996518.1|CCAP
OG0009312	LOC108004942|XP_036673809.1|DSUZ	CCAP1982_LOCUS4969|CAD6996285.1|CCAP
OG0009313	LOC108007375|XP_016926519.2|DSUZ	CCAP1982_LOCUS901|CAD6992017.1|CCAP
