Orthogroup	DSUZ.longest_only	DPSE.longest_only
OG0010309	LOC108011794|XP_016932521.2|DSUZ	LOC26532302|XP_015043016.2|DPSE
OG0010310	LOC108016585|XP_016938758.1|DSUZ	LOC4815734|XP_001355437.4|DPSE
OG0010311	LOC108015413|XP_016937332.1|DSUZ	LOC6901623|XP_015041901.2|DPSE
OG0010312	LOC108015087|XP_016936817.1|DSUZ	LOC4814794|XP_033240214.1|DPSE
OG0010313	LOC108006903|XP_036670541.1|DSUZ	LOC6900891|XP_033238602.1|DPSE
OG0010314	LOC108004614|XP_016923042.1|DSUZ	LOC4814895|XP_001354730.3|DPSE
OG0010315	LOC108015065|XP_016936794.1|DSUZ	LOC6901069|XP_002134548.2|DPSE
OG0010316	LOC108010266|XP_016930613.1|DSUZ	LOC6898256|XP_015039371.2|DPSE
OG0010317	LOC108015319|XP_016937198.1|DSUZ	LOC4815382|XP_001354547.2|DPSE
OG0010318	LOC108005333|XP_016924049.1|DSUZ	LOC4814304|XP_001354443.3|DPSE
OG0010319	LOC108016707|XP_036676748.1|DSUZ	LOC4816032|XP_001355227.2|DPSE
OG0010321	LOC108006638|XP_016925663.2|DSUZ	LOC6900047|XP_002135411.3|DPSE
OG0010322	LOC118877380|XP_036671836.1|DSUZ	LOC6900051|XP_033238661.1|DPSE
OG0010323	LOC108013034|XP_016934114.1|DSUZ	LOC6899976|XP_002135343.2|DPSE
OG0010324	LOC108020042|XP_036671790.1|DSUZ	LOC4812656|XP_001353044.4|DPSE
OG0010326	LOC108011854|XP_016932584.2|DSUZ, LOC108011855|XP_036671712.1|DSUZ	LOC6899935|XP_002135303.2|DPSE
OG0010327	LOC118877467|XP_036672406.1|DSUZ	LOC4814052|XP_033239895.1|DPSE
OG0010328	LOC108011316|XP_016931912.1|DSUZ	LOC4812144|XP_001352562.3|DPSE
OG0010329	LOC108010529|XP_036671844.1|DSUZ	LOC6900015|XP_002135380.2|DPSE
OG0010330	LOC108004979|XP_016923585.2|DSUZ	LOC4813236|XP_001353979.2|DPSE
OG0010331	LOC108010482|XP_036670594.1|DSUZ	LOC6900792|XP_015043349.2|DPSE
OG0010332	LOC108005274|XP_016923952.1|DSUZ	LOC4816073|XP_001355522.3|DPSE
OG0010333	LOC108021694|XP_016946012.1|DSUZ	LOC4817919|XP_001357295.1|DPSE
OG0010334	LOC108008733|XP_016928123.1|DSUZ	LOC4816870|XP_033236101.1|DPSE
OG0010335	LOC108005107|XP_036677099.1|DSUZ	LOC6902197|XP_002133724.2|DPSE
OG0010336	LOC108015210|XP_016937030.1|DSUZ	LOC4816008|XP_001355457.3|DPSE
OG0010337	LOC108005432|XP_016924201.1|DSUZ	LOC4811755|XP_001352326.1|DPSE
OG0010338	LOC108018961|XP_016942053.1|DSUZ	LOC4815840|XP_001355685.2|DPSE
OG0010339	LOC108011177|XP_016931755.2|DSUZ	LOC6900415|XP_002134807.1|DPSE
OG0010340	LOC108016993|XP_016939430.1|DSUZ	LOC6901550|XP_002134225.2|DPSE
OG0010341	LOC108016992|XP_016939429.1|DSUZ	LOC4814573|XP_033239168.1|DPSE
OG0010342	LOC108005117|XP_036677204.1|DSUZ	LOC6901382|XP_033240054.1|DPSE
OG0010343	LOC108015728|XP_016937756.1|DSUZ	LOC6902151|XP_002133682.2|DPSE
OG0010344	LOC108005261|XP_016923939.1|DSUZ	LOC4815598|XP_001355365.3|DPSE
OG0010345	LOC108015148|XP_016936909.2|DSUZ	LOC4815843|XP_001355496.2|DPSE
OG0010346	LOC108015159|XP_016936927.1|DSUZ	LOC4815524|XP_001355463.3|DPSE
OG0010347	LOC108016810|XP_016939098.1|DSUZ	LOC4815556|XP_001355304.3|DPSE
OG0010348	LOC108019801|XP_016943294.1|DSUZ	LOC4805057|XP_001361521.4|DPSE
OG0010349	LOC108016666|XP_016938871.1|DSUZ	LOC6901130|XP_002134605.2|DPSE
OG0010350	LOC108013702|XP_016935111.2|DSUZ	LOC4815172|XP_015041421.2|DPSE
OG0010351	LOC108016649|XP_016938845.1|DSUZ	LOC4815566|XP_001355558.2|DPSE
OG0010352	LOC108015131|XP_016936883.1|DSUZ	LOC4816034|XP_001355554.2|DPSE
OG0010353	LOC108015213|XP_016937039.2|DSUZ	LOC6903644|XP_002136828.2|DPSE
OG0010354	LOC108018998|XP_016942097.1|DSUZ	LOC4814802|XP_001354664.2|DPSE
OG0010355	LOC108011167|XP_016931745.1|DSUZ	LOC4815933|XP_001355322.3|DPSE
OG0010356	LOC108010411|XP_036676011.1|DSUZ	LOC6901017|XP_002134501.1|DPSE
OG0010357	LOC108015008|XP_016936725.1|DSUZ	LOC4815463|XP_001355659.3|DPSE
OG0010358	LOC108011122|XP_016931683.1|DSUZ	LOC6901222|XP_002133923.3|DPSE
OG0010359	LOC108014930|XP_016936639.2|DSUZ	LOC4815975|XP_001355466.4|DPSE
OG0010360	LOC108015161|XP_016936929.1|DSUZ	LOC4815578|XP_001355468.1|DPSE
OG0010361	LOC108015155|XP_016936921.1|DSUZ	LOC4815963|XP_001355469.4|DPSE
OG0010362	LOC108015198|XP_016937013.1|DSUZ	LOC4815537|XP_001355472.1|DPSE
OG0010363	LOC108015095|XP_016936826.1|DSUZ	LOC4814649|XP_001354588.4|DPSE
OG0010364	LOC108006288|XP_016925236.1|DSUZ	LOC4814834|XP_001355069.3|DPSE
OG0010365	LOC108021737|XP_016946065.1|DSUZ	LOC4815621|XP_001355735.4|DPSE
OG0010366	LOC108005462|XP_016924247.1|DSUZ	LOC6902231|XP_033238828.1|DPSE
OG0010367	LOC108006543|XP_036676238.1|DSUZ	LOC4815385|XP_033239266.1|DPSE
OG0010368	LOC108006521|XP_016925534.1|DSUZ, LOC108006538|XP_016925553.1|DSUZ	LOC4814570|XP_001354888.3|DPSE
OG0010369	LOC108019022|XP_016942124.2|DSUZ	LOC4815113|XP_001354651.2|DPSE
OG0010370	LOC108015040|XP_016936761.1|DSUZ	LOC6901068|XP_002134547.2|DPSE
OG0010371	LOC108015181|XP_016936965.1|DSUZ	LOC6901074|XP_002134553.2|DPSE
OG0010372	LOC108004779|XP_016923317.1|DSUZ	LOC4815168|XP_001354727.3|DPSE
OG0010373	LOC108021786|XP_016946079.1|DSUZ	LOC4815004|XP_001354731.3|DPSE
OG0010374	LOC108005344|XP_016924072.1|DSUZ	LOC4815758|XP_001355601.3|DPSE
OG0010375	LOC108005345|XP_016924073.1|DSUZ	LOC4815903|XP_001355598.3|DPSE
OG0010376	LOC118878313|XP_036676374.1|DSUZ	LOC4815514|XP_001355706.1|DPSE
OG0010377	LOC108007885|XP_016927143.1|DSUZ	LOC6902291|XP_002133818.2|DPSE
OG0010378	LOC108015342|XP_016937236.1|DSUZ	LOC4815571|XP_001355712.1|DPSE
OG0010379	LOC108015058|XP_016936787.1|DSUZ	LOC26534283|XP_015042089.2|DPSE
OG0010380	LOC108004578|XP_016923007.1|DSUZ	LOC4814881|XP_001355152.3|DPSE
OG0010381	LOC108004644|XP_016923083.1|DSUZ	LOC117184563|XP_033238699.1|DPSE
OG0010382	LOC108004616|XP_016923044.1|DSUZ	LOC6901763|XP_002134433.2|DPSE
OG0010383	LOC108004605|XP_016923033.1|DSUZ	LOC4815258|XP_001355148.3|DPSE
OG0010384	LOC108015235|XP_016937070.1|DSUZ	LOC6901123|XP_002134598.3|DPSE
OG0010385	LOC108010369|XP_016930751.1|DSUZ	LOC4817955|XP_001357372.3|DPSE
OG0010386	LOC108006539|XP_016925558.1|DSUZ	LOC4817866|XP_015035460.2|DPSE
OG0010387	LOC108010110|XP_016930425.1|DSUZ	LOC4817961|XP_001357376.4|DPSE
OG0010388	LOC108006814|XP_016925889.1|DSUZ	LOC4817219|XP_001356319.3|DPSE
OG0010389	LOC108012867|XP_016933843.1|DSUZ	LOC6903364|XP_002132245.1|DPSE
OG0010390	LOC108021531|XP_016945782.1|DSUZ	LOC26532093|XP_015035361.1|DPSE
OG0010391	LOC108021129|XP_016945176.1|DSUZ	LOC4818180|XP_001357299.3|DPSE
OG0010392	LOC108011988|XP_016932747.1|DSUZ	LOC4816186|XP_001355837.3|DPSE
OG0010393	LOC108013444|XP_016934812.1|DSUZ	LOC4816532|XP_001356162.2|DPSE
OG0010394	LOC108021106|XP_016945126.1|DSUZ	LOC4817844|XP_033236383.1|DPSE
OG0010395	LOC108012373|XP_016933255.1|DSUZ	LOC6902607|XP_002133133.1|DPSE
OG0010396	LOC108019020|XP_016942122.1|DSUZ	LOC4816192|XP_001355805.2|DPSE
OG0010397	LOC108017543|XP_016940147.2|DSUZ	LOC4817858|XP_001357309.3|DPSE
OG0010398	LOC108010693|XP_016931095.1|DSUZ	LOC6903447|XP_002132326.1|DPSE
OG0010399	LOC108017040|XP_016939484.1|DSUZ	LOC4817965|XP_001357323.3|DPSE
OG0010400	LOC108017187|XP_016939673.1|DSUZ	LOC6903433|XP_002132312.2|DPSE
OG0010401	LOC108017177|XP_016939663.1|DSUZ	LOC4817867|XP_001357315.2|DPSE
OG0010402	LOC108020337|XP_016943979.1|DSUZ	LOC6902785|XP_002132522.3|DPSE
OG0010403	LOC108015733|XP_016937762.1|DSUZ	LOC4817471|XP_001356363.2|DPSE
OG0010404	LOC108004988|XP_016923599.1|DSUZ	LOC4816717|XP_001356117.3|DPSE
OG0010405	LOC108020913|XP_016944820.1|DSUZ	LOC6902619|XP_002133145.2|DPSE
OG0010406	LOC108020914|XP_016944823.1|DSUZ	LOC4816766|XP_001356115.2|DPSE
OG0010408	LOC108019964|XP_016943571.1|DSUZ	LOC6902699|XP_015036797.2|DPSE, LOC4816169|XP_001355737.3|DPSE
OG0010409	LOC108021322|XP_016945477.1|DSUZ	LOC26532508|XP_015036777.2|DPSE
OG0010410	LOC108021676|XP_016945980.1|DSUZ	LOC6902669|XP_002133185.3|DPSE
OG0010411	LOC108012696|XP_016933613.1|DSUZ	LOC6903071|XP_002132789.2|DPSE
OG0010412	LOC108012387|XP_016933236.1|DSUZ	LOC6903101|XP_002132812.3|DPSE
OG0010413	LOC108021670|XP_016945974.1|DSUZ	LOC4817000|XP_001356629.2|DPSE
OG0010414	LOC108012960|XP_016934004.1|DSUZ	LOC4817302|XP_001356628.1|DPSE
OG0010415	LOC108007512|XP_016926690.1|DSUZ	LOC6903296|XP_002132484.2|DPSE
OG0010416	LOC108012033|XP_016932805.1|DSUZ	LOC4811730|XP_001352302.4|DPSE
OG0010417	LOC108012180|XP_016932967.1|DSUZ	LOC4817926|XP_001357236.4|DPSE
OG0010418	LOC108021277|XP_016945406.1|DSUZ	LOC4816581|XP_001356073.2|DPSE
OG0010419	LOC108018224|XP_016941269.2|DSUZ	LOC4816504|XP_001356052.3|DPSE
OG0010420	LOC108021595|XP_016945876.1|DSUZ	LOC4817713|XP_001357130.3|DPSE
OG0010421	LOC108013294|XP_016934566.1|DSUZ	LOC4817641|XP_001357034.2|DPSE
OG0010422	LOC108011954|XP_016932695.1|DSUZ	LOC4816502|XP_001355899.3|DPSE
OG0010423	LOC108012530|XP_016933436.1|DSUZ	LOC6902738|XP_033235539.1|DPSE
OG0010424	LOC108011949|XP_016932690.1|DSUZ	LOC6902473|XP_002133018.3|DPSE
OG0010425	LOC108009880|XP_016930079.1|DSUZ	LOC4817657|XP_001357049.3|DPSE
OG0010426	LOC108009502|XP_016929396.1|DSUZ	LOC4817655|XP_001357047.4|DPSE
OG0010427	LOC108011926|XP_036678387.1|DSUZ	LOC4818002|XP_033235652.1|DPSE
OG0010428	LOC108021214|XP_016945301.1|DSUZ	LOC4818182|XP_001357494.2|DPSE
OG0010429	LOC108021424|XP_016945625.1|DSUZ	LOC4817181|XP_001356467.1|DPSE
OG0010430	LOC108013090|XP_016934219.1|DSUZ	LOC4817513|XP_001356931.3|DPSE
OG0010431	LOC108007787|XP_016927035.1|DSUZ	LOC6902972|XP_002132698.2|DPSE
OG0010432	LOC108007964|XP_016927227.1|DSUZ	LOC4817151|XP_033235649.1|DPSE
OG0010433	LOC108020964|XP_016944899.1|DSUZ	LOC4817378|XP_001356687.1|DPSE
OG0010434	LOC108012472|XP_016933357.1|DSUZ	LOC13036414|XP_033236996.1|DPSE
OG0010435	LOC108021013|XP_016944981.1|DSUZ	LOC4816729|XP_001355943.2|DPSE
OG0010436	LOC108014042|XP_016935551.1|DSUZ	LOC6903026|XP_002132749.2|DPSE
OG0010437	LOC108011683|XP_016932378.1|DSUZ	LOC4816196|XP_001355776.2|DPSE
OG0010438	LOC108011534|XP_016932193.1|DSUZ	LOC13036486|XP_033232591.1|DPSE, LOC6903213|XP_002132914.2|DPSE
OG0010439	LOC108012296|XP_016933090.1|DSUZ	LOC4818171|XP_001357273.2|DPSE
OG0010440	LOC108011637|XP_016932318.1|DSUZ	LOC6903265|XP_002132964.2|DPSE
OG0010441	LOC108021490|XP_016945723.1|DSUZ	LOC4817702|XP_003736149.2|DPSE
OG0010442	LOC108017409|XP_016939924.2|DSUZ	LOC4802613|XP_001359501.4|DPSE
OG0010443	LOC108011953|XP_016932698.1|DSUZ	LOC4816452|XP_001356019.3|DPSE
OG0010444	LOC108012319|XP_016933111.1|DSUZ	LOC4816537|XP_001356021.4|DPSE
OG0010445	LOC108011124|XP_016931688.1|DSUZ	LOC6902536|XP_033236277.1|DPSE
OG0010446	LOC108004976|XP_016923583.1|DSUZ	LOC4817757|XP_003736143.3|DPSE
OG0010447	LOC108012669|XP_016933585.1|DSUZ	LOC6900943|XP_015042408.2|DPSE
OG0010448	LOC108013435|XP_016934795.1|DSUZ	LOC4812795|XP_001353765.3|DPSE
OG0010449	LOC118877436|XP_036672138.1|DSUZ	LOC4813744|XP_001353452.2|DPSE, LOC6900508|XP_033238336.1|DPSE
OG0010450	LOC108012624|XP_016933535.1|DSUZ	LOC4813735|XP_001353675.2|DPSE
OG0010451	LOC108011867|XP_016932598.2|DSUZ	LOC4813560|XP_001353660.3|DPSE
OG0010452	LOC108013530|XP_016934916.1|DSUZ	LOC6901000|XP_002134696.1|DPSE
OG0010453	LOC108012564|XP_016933468.1|DSUZ	LOC4814177|XP_001354305.3|DPSE
OG0010454	LOC108006677|XP_016925705.1|DSUZ	LOC6900161|XP_002135500.2|DPSE
OG0010455	LOC108013156|XP_016934337.1|DSUZ	LOC4812176|XP_001352611.1|DPSE
OG0010456	LOC108004797|XP_016923338.2|DSUZ	LOC4813792|XP_001353789.2|DPSE
OG0010457	LOC108006637|XP_036671634.1|DSUZ	LOC6900044|XP_002135408.3|DPSE
OG0010458	LOC108020193|XP_036671744.1|DSUZ	LOC4812459|XP_033239484.1|DPSE
OG0010459	LOC118877412|XP_036672019.1|DSUZ	LOC6900046|XP_002135410.2|DPSE
OG0010460	LOC108006642|XP_036671725.1|DSUZ	LOC4812328|XP_033240124.1|DPSE
OG0010461	LOC118877286|XP_036671183.1|DSUZ	LOC6900073|XP_002135437.3|DPSE
OG0010462	LOC108014338|XP_036670336.1|DSUZ	LOC4812169|XP_001352491.3|DPSE
OG0010463	LOC108019379|XP_016942691.2|DSUZ	LOC4812018|XP_001352544.1|DPSE
OG0010464	LOC108019367|XP_016942677.2|DSUZ	LOC6900011|XP_002135376.1|DPSE
OG0010465	LOC108011313|XP_016931908.1|DSUZ	LOC4812432|XP_001352555.1|DPSE
OG0010466	LOC108011321|XP_016931918.1|DSUZ	LOC4812117|XP_001352559.2|DPSE
OG0010467	LOC108011324|XP_016931923.2|DSUZ	LOC4812218|XP_001352560.2|DPSE
OG0010468	LOC108013518|XP_016934902.1|DSUZ	LOC4813680|XP_001353221.1|DPSE
OG0010469	LOC108012781|XP_016933703.1|DSUZ	LOC6900647|XP_002135020.2|DPSE
OG0010470	LOC108006846|XP_016925885.1|DSUZ	LOC6899986|XP_002135352.1|DPSE
OG0010471	LOC108006865|XP_036671029.1|DSUZ	LOC6899984|XP_002135350.1|DPSE
OG0010472	LOC108012773|XP_016933696.1|DSUZ	LOC4813834|XP_001354031.2|DPSE
OG0010473	LOC108011440|XP_016932060.1|DSUZ	LOC4813329|XP_001353741.3|DPSE
OG0010474	LOC108012775|XP_016933698.1|DSUZ	LOC117184660|XP_033239136.1|DPSE
OG0010475	LOC108013109|XP_016934247.1|DSUZ	LOC4813925|XP_033239648.1|DPSE
OG0010476	LOC108013477|XP_016934849.1|DSUZ	LOC4812744|XP_001353122.2|DPSE
OG0010477	LOC108011851|XP_016932579.2|DSUZ	LOC6900622|XP_002134995.2|DPSE
OG0010478	LOC108005841|XP_036671681.1|DSUZ	LOC4813591|XP_001353245.3|DPSE
OG0010479	LOC108005770|XP_016924588.2|DSUZ	LOC4813616|XP_001353255.2|DPSE
OG0010480	LOC108012680|XP_016933596.1|DSUZ	LOC6903066|XP_015036231.2|DPSE
OG0010481	LOC108015550|XP_036671502.1|DSUZ	LOC4813402|XP_001353441.1|DPSE
OG0010482	LOC108011758|XP_016932478.2|DSUZ	LOC6900481|XP_002134871.3|DPSE
OG0010483	LOC108013168|XP_016934354.1|DSUZ	LOC4813900|XP_001353205.2|DPSE
OG0010484	LOC108007674|XP_016926885.2|DSUZ	LOC6900466|XP_002134857.3|DPSE
OG0010485	LOC108005526|XP_036671737.1|DSUZ	LOC4812890|XP_033237388.1|DPSE
OG0010486	LOC108015882|XP_016937939.2|DSUZ	LOC4812855|XP_001353515.2|DPSE
OG0010487	LOC108015409|XP_016937323.2|DSUZ	LOC4812599|XP_001352786.3|DPSE
OG0010488	LOC108010489|XP_036672412.1|DSUZ	LOC4813181|XP_001353954.1|DPSE
OG0010489	LOC108007403|XP_016926545.1|DSUZ	LOC4813397|XP_001353687.4|DPSE
OG0010490	LOC108008987|XP_016928419.1|DSUZ	LOC6898407|XP_002138453.2|DPSE
OG0010491	LOC108008938|XP_016928338.1|DSUZ	LOC4805251|XP_033234707.1|DPSE
OG0010492	LOC108015534|XP_036672077.1|DSUZ	LOC4813033|XP_001353998.3|DPSE
OG0010493	LOC108015619|XP_036672132.1|DSUZ	LOC6900804|XP_002135163.2|DPSE
OG0010494	LOC108007441|XP_016926591.1|DSUZ, LOC118877504|XP_036672428.1|DSUZ	LOC6899899|XP_002135267.1|DPSE
OG0010495	LOC108013261|XP_016934508.1|DSUZ	LOC4812111|XP_001352747.2|DPSE
OG0010496	LOC108006161|XP_016925101.2|DSUZ	LOC6900574|XP_033237845.1|DPSE
OG0010497	LOC108005534|XP_036671354.1|DSUZ	LOC4813589|XP_033237347.1|DPSE
OG0010498	LOC108008741|XP_016928128.1|DSUZ	LOC4805178|XP_001361626.2|DPSE
OG0010499	LOC108008884|XP_016928277.1|DSUZ	LOC6898474|XP_002138516.1|DPSE
OG0010500	LOC108008955|XP_016928354.2|DSUZ	LOC6898483|XP_002138525.3|DPSE
OG0010501	LOC108009004|XP_016928437.1|DSUZ	LOC6898272|XP_002138339.3|DPSE
OG0010502	LOC108011753|XP_016932469.2|DSUZ	LOC6900354|XP_002134749.3|DPSE
OG0010503	LOC108008800|XP_016928187.1|DSUZ	LOC4805658|XP_015040764.1|DPSE
OG0010504	LOC108019933|XP_016943534.1|DSUZ	LOC6898064|XP_002138150.3|DPSE
OG0010505	LOC108019841|XP_016943362.1|DSUZ	LOC6898744|XP_002138731.1|DPSE, LOC4804998|XP_001361468.3|DPSE
OG0010506	LOC108017744|XP_016940344.2|DSUZ	LOC4803449|XP_001360170.3|DPSE
OG0010507	LOC108008809|XP_016928203.1|DSUZ	LOC4804690|XP_001361209.3|DPSE
OG0010508	LOC108009035|XP_016928498.1|DSUZ	LOC4804493|XP_001361050.3|DPSE
OG0010510	LOC108008668|XP_016928051.1|DSUZ	LOC4805391|XP_001361800.2|DPSE
OG0010511	LOC108008221|XP_016927501.1|DSUZ	LOC4805364|XP_001361776.2|DPSE
OG0010512	LOC108010053|XP_016930354.1|DSUZ	LOC4805600|XP_001361977.3|DPSE
OG0010513	LOC108008799|XP_016928186.1|DSUZ	LOC4805605|XP_001361982.2|DPSE
OG0010514	LOC108009746|XP_016929833.1|DSUZ	LOC117183542|XP_033233575.1|DPSE
OG0010515	LOC108008580|XP_016927945.1|DSUZ	LOC4804453|XP_004444209.2|DPSE
OG0010516	LOC108019674|XP_016943054.1|DSUZ	LOC4803583|XP_001360287.2|DPSE
OG0010517	LOC108008782|XP_016928169.1|DSUZ	LOC4804636|XP_001361166.3|DPSE
OG0010518	LOC108009062|XP_016928556.1|DSUZ	LOC6898329|XP_033234199.1|DPSE
OG0010519	LOC108019704|XP_016943088.1|DSUZ	LOC6898948|XP_004444504.1|DPSE
OG0010520	LOC108008712|XP_016928099.1|DSUZ	LOC4803974|XP_001360611.3|DPSE
OG0010521	LOC108009801|XP_016929962.1|DSUZ	LOC6902675|XP_002133191.2|DPSE
OG0010522	LOC108019574|XP_016942899.1|DSUZ	LOC4805061|XP_001361525.3|DPSE
OG0010523	LOC108019831|XP_016943339.1|DSUZ	LOC4805059|XP_033234029.1|DPSE
OG0010524	LOC108008438|XP_016927776.1|DSUZ	LOC4805275|XP_001361700.3|DPSE
OG0010525	LOC108009180|XP_016928803.1|DSUZ	LOC4804946|XP_001361427.3|DPSE
OG0010526	LOC108008772|XP_016928159.1|DSUZ	LOC117183174|XP_033234287.1|DPSE
OG0010527	LOC108010330|XP_016930747.1|DSUZ	LOC4803709|XP_001360383.2|DPSE
OG0010528	LOC108008866|XP_016928259.1|DSUZ	LOC6898200|XP_002138269.3|DPSE
OG0010529	LOC108008919|XP_016928315.1|DSUZ	LOC26533177|XP_015039302.2|DPSE
OG0010530	LOC108009567|XP_016929519.1|DSUZ	LOC4804177|XP_001360780.4|DPSE
OG0010531	LOC108006631|XP_016925654.2|DSUZ	LOC4802126|XP_001359107.3|DPSE
OG0010532	LOC108018541|XP_016941584.2|DSUZ	LOC4803017|XP_001359819.2|DPSE
OG0010533	LOC108015624|XP_016937605.2|DSUZ	LOC4813420|XP_015043364.2|DPSE
OG0010534	LOC108018383|XP_016941418.1|DSUZ	LOC4803301|XP_001360064.2|DPSE
OG0010535	LOC108015962|XP_016938033.1|DSUZ, LOC108015582|XP_016937553.1|DSUZ	LOC26533672|XP_015038271.2|DPSE
OG0010536	LOC108015568|XP_036672736.1|DSUZ	LOC4803080|XP_001359879.3|DPSE
OG0010537	LOC108018551|XP_016941593.2|DSUZ	LOC6897890|XP_002137992.1|DPSE
OG0010538	LOC108014545|XP_036673260.1|DSUZ	LOC6897840|XP_033232419.1|DPSE
OG0010539	LOC108006466|XP_016925478.1|DSUZ, LOC108006467|XP_036673462.1|DSUZ	LOC26532407|XP_015037967.2|DPSE
OG0010540	LOC108017270|XP_016939774.2|DSUZ	LOC4800394|XP_015038548.1|DPSE
OG0010541	LOC108015893|XP_016937951.2|DSUZ	LOC4813897|XP_033237384.1|DPSE
OG0010542	LOC108016002|XP_036674829.1|DSUZ	LOC4801882|XP_001358906.3|DPSE
OG0010543	LOC108016447|XP_036675324.1|DSUZ	LOC6896741|XP_015038822.2|DPSE
OG0010544	LOC118877798|XP_036673816.1|DSUZ, LOC108018774|XP_016941845.1|DSUZ	LOC6903952|XP_002136565.2|DPSE
OG0010545	LOC108014114|XP_036673929.1|DSUZ	LOC4801420|XP_001358516.5|DPSE
OG0010546	LOC108020109|XP_036672752.1|DSUZ	LOC4801827|XP_001358860.2|DPSE
OG0010547	LOC108020128|XP_036672846.1|DSUZ	LOC6897350|XP_033241622.1|DPSE
OG0010548	LOC108006068|XP_036675602.1|DSUZ	LOC4801329|XP_001358442.3|DPSE
OG0010549	LOC108018667|XP_036672650.1|DSUZ	LOC4800521|XP_001357786.3|DPSE
OG0010550	LOC108007581|XP_016926762.1|DSUZ	LOC6896780|XP_002136986.3|DPSE
OG0010551	LOC108015494|XP_016937431.2|DSUZ	LOC4800997|XP_001358172.3|DPSE
OG0010552	LOC108012152|XP_016932933.2|DSUZ	LOC4800327|XP_001357583.3|DPSE
OG0010553	LOC108012149|XP_016932930.2|DSUZ	LOC117185676|XP_033241864.1|DPSE
OG0010554	LOC108015919|XP_036673402.1|DSUZ	LOC4800667|XP_001357899.4|DPSE
OG0010555	LOC108005980|XP_016924909.1|DSUZ	LOC4801494|XP_001358573.4|DPSE
OG0010556	LOC108007570|XP_016926751.1|DSUZ	LOC4802652|XP_001359533.2|DPSE
OG0010557	LOC108006064|XP_016924997.1|DSUZ	LOC6899191|XP_033232520.1|DPSE
OG0010558	LOC108012129|XP_016932909.2|DSUZ	LOC117183225|XP_033232778.1|DPSE, LOC117183332|XP_033232782.1|DPSE, LOC4803117|XP_001359913.4|DPSE
OG0010559	LOC108014069|XP_016935577.1|DSUZ	LOC4802208|XP_001359176.3|DPSE
OG0010560	LOC108011075|XP_016931628.1|DSUZ	LOC4802261|XP_001359217.3|DPSE
OG0010561	LOC108014822|XP_016936508.2|DSUZ	LOC4803167|XP_015038333.1|DPSE
OG0010562	LOC108010929|XP_016931424.2|DSUZ	LOC4803232|XP_001360006.1|DPSE
OG0010563	LOC108018755|XP_016941821.2|DSUZ	LOC4803234|XP_001360008.2|DPSE
OG0010564	LOC108014791|XP_016936473.2|DSUZ	LOC4801164|XP_001358298.3|DPSE
OG0010565	LOC108017268|XP_016939772.2|DSUZ	LOC4800392|XP_001357677.5|DPSE
OG0010566	LOC108017255|XP_036675682.1|DSUZ	LOC13036470|XP_003736230.1|DPSE
OG0010567	LOC108007816|XP_016927070.1|DSUZ, LOC118877920|XP_036674387.1|DSUZ	LOC4801865|XP_001358894.2|DPSE
OG0010568	LOC108017263|XP_016939766.1|DSUZ	LOC4800302|XP_001357606.4|DPSE
OG0010569	LOC108012151|XP_016932932.2|DSUZ	LOC4800325|XP_001357585.2|DPSE
OG0010570	LOC108006365|XP_016925375.2|DSUZ	LOC6896901|XP_002137088.2|DPSE
OG0010571	LOC108007812|XP_016927067.2|DSUZ	LOC6896789|XP_033232653.1|DPSE
OG0010572	LOC108011339|XP_016931938.2|DSUZ	LOC4800980|XP_001358161.2|DPSE
OG0010573	LOC108016429|XP_016938569.2|DSUZ	LOC4800366|XP_001357549.4|DPSE
OG0010574	LOC108011504|XP_016932145.2|DSUZ	LOC4800367|XP_001357548.1|DPSE
OG0010575	LOC108010870|XP_016931338.2|DSUZ	LOC4800719|XP_001357942.3|DPSE
OG0010576	LOC108013917|XP_016935411.1|DSUZ	LOC4800780|XP_001357995.4|DPSE
OG0010577	LOC108020800|XP_036674429.1|DSUZ	LOC4800763|XP_001357977.3|DPSE
OG0010578	LOC108019313|XP_016942623.2|DSUZ	LOC6896716|XP_002136930.1|DPSE
OG0010579	LOC108014159|XP_036673994.1|DSUZ	LOC4802393|XP_001359320.2|DPSE
OG0010580	LOC108017331|XP_016939850.1|DSUZ	LOC6897731|XP_002137837.2|DPSE
OG0010581	LOC108014855|XP_016936558.1|DSUZ	LOC6897785|XP_002137890.3|DPSE
OG0010582	LOC108007303|XP_016926434.2|DSUZ	LOC4801696|XP_001358743.4|DPSE
OG0010583	LOC108020788|XP_016944656.2|DSUZ	LOC4801203|XP_001358331.3|DPSE
OG0010584	LOC108014628|XP_016936280.1|DSUZ, LOC108006783|XP_036674630.1|DSUZ	LOC4801362|XP_001358469.4|DPSE
OG0010585	LOC108020849|XP_016944724.2|DSUZ, LOC108004824|XP_016923386.2|DSUZ	LOC6897291|XP_002137450.2|DPSE
OG0010586	LOC108005920|XP_016924819.2|DSUZ	LOC4802514|XP_001359422.2|DPSE
OG0010587	LOC108017259|XP_016939757.2|DSUZ	LOC6903738|XP_002136737.2|DPSE, LOC6896722|XP_002136935.1|DPSE
OG0010588	LOC108016147|XP_016938251.1|DSUZ	LOC26533361|XP_015037043.1|DPSE
OG0010589	LOC108009653|XP_016929660.1|DSUZ	LOC6898516|XP_002138557.1|DPSE
OG0010590	LOC108018948|XP_016942039.1|DSUZ	LOC26532338|XP_015036276.2|DPSE
