Orthogroup	DSUZ.longest_only	AALB.longest_only
OG0005820	LOC108017137|XP_016939603.1|DSUZ	LOC118466663|XP_035792160.1|AALB
OG0005821	LOC108017140|XP_016939609.2|DSUZ	LOC118459830|XP_035779486.1|AALB
OG0005822	LOC108006176|XP_016925103.1|DSUZ	LOC118464670|XP_035788075.1|AALB
OG0005823	LOC108016602|XP_016938781.1|DSUZ	LOC118465871|XP_035790397.1|AALB
OG0005824	LOC108015726|XP_016937755.1|DSUZ	LOC118461521|XP_035782847.1|AALB
OG0005825	LOC108016390|XP_036672017.1|DSUZ	LOC118460495|XP_035780740.1|AALB
OG0005827	LOC108019978|XP_016943551.1|DSUZ	LOC118460490|XP_035780736.1|AALB
OG0005828	LOC108012561|XP_016933465.1|DSUZ	LOC118468799|XP_035795903.1|AALB
OG0005829	LOC108018554|XP_036672963.1|DSUZ	LOC118468797|XP_035795897.1|AALB
OG0005830	LOC108020050|XP_016943635.1|DSUZ	LOC118456257|XP_035772752.1|AALB
OG0005831	LOC108020029|XP_036671387.1|DSUZ	LOC118456254|XP_035772748.1|AALB
OG0005832	LOC108010759|XP_036672047.1|DSUZ	LOC118458998|XP_035777890.1|AALB
OG0005833	LOC108020021|XP_036671788.1|DSUZ	LOC118460615|XP_035780947.1|AALB
OG0005834	LOC108020045|XP_016943630.1|DSUZ	LOC118460623|XP_035780964.1|AALB
OG0005835	LOC108018429|XP_036671921.1|DSUZ	LOC118458219|XP_035776371.1|AALB
OG0005836	LOC108013635|XP_016935069.1|DSUZ	LOC118459046|XP_035777964.1|AALB
OG0005837	LOC108020661|XP_016944510.2|DSUZ	LOC118457575|XP_035775145.1|AALB
OG0005838	LOC108011395|XP_016932004.1|DSUZ	LOC118458330|XP_035776575.1|AALB
OG0005839	LOC108021183|XP_016945253.1|DSUZ	LOC118456985|XP_035774087.1|AALB
OG0005840	LOC108018592|XP_036673549.1|DSUZ	LOC118456986|XP_035774089.1|AALB
OG0005841	LOC108019970|XP_036675080.1|DSUZ	LOC118457609|XP_035775215.1|AALB
OG0005842	LOC108016674|XP_016938881.1|DSUZ	LOC118461329|XP_035782427.1|AALB
OG0005843	LOC108013451|XP_016934817.1|DSUZ	LOC118461324|XP_035782422.1|AALB
OG0005844	LOC108020728|XP_016944588.2|DSUZ	LOC118461323|XP_035782420.1|AALB
OG0005845	LOC108006953|XP_016926047.2|DSUZ	LOC118461509|XP_035782831.1|AALB
OG0005846	LOC108018525|XP_036673083.1|DSUZ	LOC118458750|XP_035777423.1|AALB
OG0005847	LOC108011557|XP_036672964.1|DSUZ	LOC118459357|XP_035778541.1|AALB
OG0005848	LOC108019122|XP_016942342.1|DSUZ	LOC118459604|XP_035779044.1|AALB
OG0005849	LOC108005330|XP_036677172.1|DSUZ	LOC118468756|XP_035795811.1|AALB
OG0005850	LOC108006319|XP_016925310.1|DSUZ	LOC118458015|XP_035776006.1|AALB, LOC118458155|XP_035776243.1|AALB
OG0005851	LOC108021096|XP_016945111.1|DSUZ	LOC118467661|XP_035794302.1|AALB
OG0005852	LOC108010624|XP_016931005.2|DSUZ	LOC118456519|XP_035773255.1|AALB
OG0005853	LOC108016867|XP_016939230.1|DSUZ	LOC118460546|XP_035780830.1|AALB
OG0005854	LOC108016360|XP_016938482.1|DSUZ, LOC118877611|XP_036672857.1|DSUZ	LOC118459127|XP_035778090.1|AALB
OG0005855	LOC108016561|XP_036676521.1|DSUZ	LOC118458189|XP_035776325.1|AALB
OG0005856	LOC108019080|XP_016942232.1|DSUZ	LOC118457902|XP_035775782.1|AALB
OG0005857	LOC108015967|XP_016938038.1|DSUZ	LOC118459069|XP_035777999.1|AALB
OG0005858	LOC108019277|XP_036673821.1|DSUZ	LOC118463673|XP_035786323.1|AALB
OG0005859	LOC108005615|XP_016924417.1|DSUZ	LOC118460017|XP_035779841.1|AALB
OG0005860	LOC108017128|XP_036674789.1|DSUZ	LOC118468441|XP_035795099.1|AALB
OG0005861	LOC108010804|XP_036675621.1|DSUZ	LOC118468933|XP_035796150.1|AALB
OG0005862	LOC108019579|XP_016942905.1|DSUZ	LOC118466352|XP_035791377.1|AALB
OG0005863	LOC108009581|XP_016929537.1|DSUZ	LOC118461484|XP_035782751.1|AALB
OG0005864	LOC108018556|XP_036673039.1|DSUZ	LOC118468936|XP_035796161.1|AALB
OG0005865	LOC118877851|XP_036674025.1|DSUZ	LOC118466586|XP_035792039.1|AALB
OG0005866	LOC108010291|XP_016930650.1|DSUZ	LOC118466382|XP_035791506.1|AALB
OG0005867	LOC108021054|XP_016945050.1|DSUZ	LOC118463377|XP_035785798.1|AALB
OG0005869	LOC108016613|XP_016938793.1|DSUZ	LOC118467835|XP_035794620.1|AALB
OG0005870	LOC108016934|XP_016939353.1|DSUZ	LOC118466348|XP_035791374.1|AALB
OG0005871	LOC108005164|XP_016923828.1|DSUZ	LOC118464780|XP_035788303.1|AALB
OG0005872	LOC108018578|XP_036672907.1|DSUZ	LOC118464779|XP_035788301.1|AALB
OG0005873	LOC108016375|XP_036672953.1|DSUZ	LOC118467218|XP_035793356.1|AALB
OG0005874	LOC108019139|XP_016942372.1|DSUZ	LOC118462560|XP_035784240.1|AALB
OG0005875	LOC108019925|XP_016943524.1|DSUZ	LOC118464732|XP_035788221.1|AALB
OG0005876	LOC108016568|XP_036676349.1|DSUZ	LOC118463202|XP_035785530.1|AALB
OG0005877	LOC118876747|XP_036676382.1|DSUZ	LOC118467671|XP_035794320.1|AALB
OG0005878	LOC108005386|XP_036677264.1|DSUZ	LOC118466791|XP_035792425.1|AALB
OG0005880	LOC108017634|XP_016940227.2|DSUZ	LOC118466874|XP_035792616.1|AALB
OG0005881	LOC108012617|XP_016933526.1|DSUZ	LOC118466880|XP_035792628.1|AALB
OG0005882	LOC108006345|XP_016925349.1|DSUZ	LOC118464891|XP_035788529.1|AALB
OG0005883	LOC108012853|XP_016933808.1|DSUZ	LOC118464637|XP_035787977.1|AALB
OG0005884	LOC108012378|XP_016933222.1|DSUZ	LOC118462738|XP_035784587.1|AALB
OG0005885	LOC108012429|XP_016933282.1|DSUZ	LOC118462722|XP_035784559.1|AALB
OG0005886	LOC108012236|XP_036672399.1|DSUZ	LOC118462720|XP_035784556.1|AALB
OG0005887	LOC108012277|XP_036670566.1|DSUZ	LOC118466804|XP_035792449.1|AALB
OG0005888	LOC108007664|XP_036672003.1|DSUZ	LOC118466805|XP_035792450.1|AALB
OG0005889	LOC108020269|XP_036670692.1|DSUZ	LOC118466853|XP_035792574.1|AALB
OG0005890	LOC108015308|XP_016937176.1|DSUZ	LOC118467268|XP_035793449.1|AALB
OG0005891	LOC108014500|XP_036670386.1|DSUZ	LOC118467273|XP_035793463.1|AALB
OG0005892	LOC108010704|XP_036671654.1|DSUZ	LOC118467272|XP_035793462.1|AALB
OG0005893	LOC108014257|XP_016935784.1|DSUZ	LOC118466798|XP_035792442.1|AALB
OG0005894	LOC108014259|XP_036671824.1|DSUZ	LOC118466800|XP_035792444.1|AALB
OG0005895	LOC108014258|XP_016935785.1|DSUZ	LOC118466803|XP_035792448.1|AALB
OG0005896	LOC108012311|XP_036670552.1|DSUZ	LOC118466799|XP_035792443.1|AALB
OG0005897	LOC108013259|XP_036671080.1|DSUZ	LOC118464367|XP_035787594.1|AALB
OG0005898	LOC108005439|XP_016924216.2|DSUZ	LOC118464333|XP_035787543.1|AALB
OG0005899	LOC108018201|XP_016941206.1|DSUZ	LOC118466735|XP_035792310.1|AALB
OG0005900	LOC108019955|XP_016943536.1|DSUZ	LOC118465563|XP_035789812.1|AALB, LOC118465567|XP_035789821.1|AALB
OG0005901	LOC108009698|XP_016929744.1|DSUZ	LOC118463087|XP_035785260.1|AALB
OG0005902	LOC108009418|XP_016929234.1|DSUZ	LOC118463086|XP_035785258.1|AALB
OG0005903	LOC108006032|XP_016924964.2|DSUZ	LOC118462471|XP_035784062.1|AALB
OG0005904	LOC108011891|XP_016932627.2|DSUZ	LOC118465860|XP_035790385.1|AALB
OG0005905	LOC108005554|XP_036670499.1|DSUZ	LOC118463332|XP_035785722.1|AALB
OG0005906	LOC118876780|XP_036671089.1|DSUZ, LOC118877518|XP_036672447.1|DSUZ	LOC118464795|XP_035788321.1|AALB
OG0005907	LOC108004814|XP_016923372.2|DSUZ	LOC118463726|XP_035786413.1|AALB
OG0005908	LOC108013778|XP_016935232.1|DSUZ	LOC118467982|XP_035794864.1|AALB
OG0005909	LOC108017603|XP_036671344.1|DSUZ	LOC118464442|XP_035787710.1|AALB
OG0005910	LOC108009779|XP_016929904.1|DSUZ	LOC118465076|XP_035788866.1|AALB
OG0005911	LOC108009780|XP_016929905.1|DSUZ	LOC118465079|XP_035788875.1|AALB
OG0005912	LOC108009100|XP_016928652.1|DSUZ	LOC118463172|XP_035785460.1|AALB
OG0005913	LOC108005985|XP_016924915.2|DSUZ	LOC118466332|XP_035791345.1|AALB
OG0005914	LOC108008546|XP_016927906.1|DSUZ	LOC118464076|XP_035787025.1|AALB
OG0005915	LOC108009157|XP_016928752.1|DSUZ	LOC118462882|XP_035784848.1|AALB
OG0005916	LOC108010163|XP_016930491.1|DSUZ	LOC118466937|XP_035792723.1|AALB
OG0005917	LOC108017831|XP_016940473.1|DSUZ	LOC118464643|XP_035788001.1|AALB
OG0005918	LOC108021817|XP_016946110.1|DSUZ	LOC118465561|XP_035789805.1|AALB
OG0005919	LOC108009145|XP_016928738.1|DSUZ	LOC118464432|XP_035787697.1|AALB
OG0005920	LOC108018133|XP_016941075.2|DSUZ	LOC118466741|XP_035792320.1|AALB
OG0005921	LOC108013523|XP_016934908.1|DSUZ	LOC118466747|XP_035792326.1|AALB
OG0005922	LOC108016776|XP_016939031.1|DSUZ	LOC118466591|XP_035792046.1|AALB
OG0005923	LOC118877386|XP_036671876.1|DSUZ	LOC118465887|XP_035790431.1|AALB
OG0005924	LOC108013126|XP_016934292.1|DSUZ	LOC118465890|XP_035790434.1|AALB
OG0005925	LOC108020272|XP_016943884.1|DSUZ	LOC118467036|XP_035792914.1|AALB
OG0005926	LOC108018949|XP_016942041.1|DSUZ	LOC118467436|XP_035793835.1|AALB
OG0005927	LOC108007993|XP_036674982.1|DSUZ	LOC118463235|XP_035785586.1|AALB
OG0005928	LOC108015233|XP_016937065.1|DSUZ	LOC118463236|XP_035785588.1|AALB
OG0005929	LOC108013626|XP_036670297.1|DSUZ	LOC118463228|XP_035785571.1|AALB
OG0005930	LOC108009223|XP_016928874.1|DSUZ	LOC118467614|XP_035794209.1|AALB
OG0005931	LOC108018011|XP_016940858.1|DSUZ	LOC118466595|XP_035792056.1|AALB
OG0005932	LOC108009688|XP_016929724.1|DSUZ	LOC118463901|XP_035786725.1|AALB
OG0005933	LOC108018002|XP_016940841.1|DSUZ	LOC118465557|XP_035789795.1|AALB
OG0005934	LOC108009877|XP_016930072.1|DSUZ	LOC118467660|XP_035794298.1|AALB
OG0005935	LOC108007704|XP_036672281.1|DSUZ	LOC118466000|XP_035790687.1|AALB
OG0005936	LOC108011716|XP_016932430.1|DSUZ	LOC118466006|XP_035790696.1|AALB
OG0005937	LOC108007695|XP_016926919.2|DSUZ	LOC118466002|XP_035790690.1|AALB
OG0005938	LOC108008241|XP_036669055.1|DSUZ	LOC118464226|XP_035787299.1|AALB
OG0005939	LOC108006537|XP_016925552.1|DSUZ	LOC118467454|XP_035793852.1|AALB
OG0005940	LOC108009439|XP_016929270.1|DSUZ	LOC118467210|XP_035793330.1|AALB
OG0005941	LOC108009987|XP_016930250.1|DSUZ	LOC118467211|XP_035793332.1|AALB
OG0005942	LOC108019871|XP_016943422.1|DSUZ	LOC118464075|XP_035787024.1|AALB
OG0005943	LOC108018087|XP_016940977.1|DSUZ	LOC118467911|XP_035794734.1|AALB
OG0005944	LOC108017777|XP_016940390.1|DSUZ	LOC118464787|XP_035788312.1|AALB
OG0005945	LOC108009516|XP_016929425.1|DSUZ	LOC118464137|XP_035787133.1|AALB
OG0005946	LOC108019887|XP_016943452.1|DSUZ	LOC118463729|XP_035786416.1|AALB
OG0005947	LOC108009633|XP_016929612.1|DSUZ	LOC118467159|XP_035793196.1|AALB
OG0005948	LOC108020442|XP_016944252.1|DSUZ, LOC118877542|XP_036672494.1|DSUZ	LOC118464023|XP_035786972.1|AALB
OG0005949	LOC108017612|XP_016940194.1|DSUZ	LOC118464024|XP_035786973.1|AALB
OG0005950	LOC108005551|XP_016924337.1|DSUZ	LOC118466011|XP_035790710.1|AALB
OG0005951	LOC108013630|XP_016935064.1|DSUZ	LOC118466673|XP_035792170.1|AALB
OG0005952	LOC108018358|XP_016941393.1|DSUZ	LOC118463618|XP_035786203.1|AALB
OG0005953	LOC108019928|XP_016943530.1|DSUZ	LOC118463622|XP_035786213.1|AALB
OG0005954	LOC108021213|XP_016945300.1|DSUZ	LOC118463111|XP_035785328.1|AALB
OG0005955	LOC108014041|XP_016935547.2|DSUZ	LOC118466055|XP_035790797.1|AALB
OG0005956	LOC108009578|XP_036669384.1|DSUZ	LOC118465576|XP_035789836.1|AALB
OG0005957	LOC108011470|XP_016932106.2|DSUZ	LOC118462826|XP_035784748.1|AALB
OG0005958	LOC108011765|XP_016932485.2|DSUZ	LOC118466973|XP_035792777.1|AALB
OG0005959	LOC108005379|XP_016924131.1|DSUZ	LOC118464759|XP_035788271.1|AALB
OG0005960	LOC108011226|XP_016931813.1|DSUZ	LOC118464753|XP_035788265.1|AALB
OG0005961	LOC108009096|XP_016928649.1|DSUZ	LOC118466236|XP_035791168.1|AALB
OG0005962	LOC108008970|XP_016928393.1|DSUZ	LOC118466331|XP_035791344.1|AALB
OG0005963	LOC108006619|XP_016925635.1|DSUZ	LOC118465731|XP_035790086.1|AALB
OG0005964	LOC108010086|XP_016930392.1|DSUZ	LOC118467821|XP_035794603.1|AALB
OG0005965	LOC108010219|XP_016930552.1|DSUZ	LOC118467826|XP_035794609.1|AALB
OG0005966	LOC108009917|XP_016930132.1|DSUZ	LOC118467820|XP_035794602.1|AALB
OG0005967	LOC108018225|XP_016941233.1|DSUZ	LOC118463609|XP_035786182.1|AALB
OG0005968	LOC108018166|XP_016941146.1|DSUZ	LOC118463607|XP_035786171.1|AALB
OG0005969	LOC108010200|XP_016930533.1|DSUZ	LOC118467486|XP_035793919.1|AALB
OG0005970	LOC108012414|XP_016933264.1|DSUZ	LOC118464156|XP_035787176.1|AALB
OG0005971	LOC108019751|XP_016943185.1|DSUZ	LOC118465974|XP_035790627.1|AALB
OG0005972	LOC108005820|XP_016924638.1|DSUZ	LOC118465971|XP_035790619.1|AALB
OG0005973	LOC108005791|XP_036670886.1|DSUZ	LOC118462562|XP_035784244.1|AALB
OG0005974	LOC108005884|XP_016924755.1|DSUZ	LOC118465460|XP_035789648.1|AALB
OG0005975	LOC108005821|XP_016924643.1|DSUZ	LOC118467392|XP_035793742.1|AALB
OG0005977	LOC108008380|XP_016927712.1|DSUZ	LOC118465170|XP_035789023.1|AALB
OG0005978	LOC108009974|XP_016930229.1|DSUZ	LOC118465169|XP_035789022.1|AALB
OG0005979	LOC108019858|XP_016943390.1|DSUZ	LOC118465165|XP_035789017.1|AALB
OG0005980	LOC108017800|XP_016940434.1|DSUZ	LOC118467887|XP_035794693.1|AALB
OG0005981	LOC108005297|XP_016923995.1|DSUZ	LOC118467894|XP_035794705.1|AALB
OG0005982	LOC108018238|XP_016941253.1|DSUZ	LOC118467890|XP_035794699.1|AALB
OG0005983	LOC108013670|XP_036676730.1|DSUZ	LOC118467892|XP_035794702.1|AALB
OG0005984	LOC108005395|XP_036676987.1|DSUZ	LOC118466190|XP_035791089.1|AALB
OG0005985	LOC108021794|XP_036677109.1|DSUZ	LOC118467376|XP_035793690.1|AALB
OG0005986	LOC108016790|XP_016939046.1|DSUZ	LOC118467391|XP_035793738.1|AALB
OG0005987	LOC108019135|XP_016942366.1|DSUZ	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC108010136|XP_036669111.1|DSUZ	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC108019872|XP_016943429.1|DSUZ	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC108006188|XP_036669108.1|DSUZ	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC108017955|XP_016940712.1|DSUZ	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC108013265|XP_016934513.1|DSUZ	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC108013266|XP_016934515.1|DSUZ	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC108006914|XP_016926000.1|DSUZ	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC108005777|XP_036671793.1|DSUZ	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC108017615|XP_016940198.2|DSUZ	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC108010044|XP_016930342.1|DSUZ	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC108012559|XP_016933461.1|DSUZ	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC108013155|XP_016934336.1|DSUZ	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC108008242|XP_036669717.1|DSUZ	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC108012702|XP_016933619.1|DSUZ	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC108008341|XP_016927658.1|DSUZ	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC108013594|XP_016935012.1|DSUZ	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC108005936|XP_016924849.2|DSUZ	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC108009459|XP_016929318.1|DSUZ	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC108009464|XP_016929332.1|DSUZ	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC108019914|XP_016943505.1|DSUZ	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC108021142|XP_016945194.2|DSUZ	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC108013070|XP_036672110.1|DSUZ	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC108006904|XP_016925984.2|DSUZ	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC108012929|XP_016933952.1|DSUZ	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC108017376|XP_036672166.1|DSUZ	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC108017728|XP_016940327.2|DSUZ	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC108012557|XP_016933459.1|DSUZ	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC108008868|XP_016928262.1|DSUZ	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC108017999|XP_016940838.1|DSUZ	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC108008342|XP_016927659.1|DSUZ	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC108018193|XP_016941193.1|DSUZ	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC108010242|XP_016930583.1|DSUZ	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC108013192|XP_016934389.1|DSUZ	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC118877437|XP_036672146.1|DSUZ	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC108021258|XP_016945370.1|DSUZ	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC108018433|XP_016941481.1|DSUZ	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC108011109|XP_036677112.1|DSUZ	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC108009775|XP_036669048.1|DSUZ	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC108012186|XP_016932970.2|DSUZ	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC108019728|XP_016943137.1|DSUZ	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC108008321|XP_016927628.1|DSUZ	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC108017775|XP_016940387.1|DSUZ	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC108011493|XP_036673958.1|DSUZ	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC108008311|XP_016927618.1|DSUZ	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC108015245|XP_016937083.1|DSUZ	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC108008330|XP_016927644.1|DSUZ	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC108018497|XP_036674050.1|DSUZ, LOC108019423|XP_036673831.1|DSUZ	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC108014578|XP_016936222.2|DSUZ	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC108009378|XP_016929174.1|DSUZ	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC108009682|XP_016929716.1|DSUZ	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC108014354|XP_016935928.1|DSUZ	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC108019910|XP_016943498.1|DSUZ	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC108019855|XP_016943387.1|DSUZ	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC108016610|XP_016938790.1|DSUZ	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC108017697|XP_036670091.1|DSUZ	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC108018644|XP_036671426.1|DSUZ	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC108015262|XP_016937108.1|DSUZ	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC108010969|XP_016931479.1|DSUZ	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC108009795|XP_016929946.1|DSUZ	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC108013593|XP_016935011.1|DSUZ	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC108016393|XP_016938529.2|DSUZ	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC108006558|XP_016925577.1|DSUZ	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC108010833|XP_016931288.2|DSUZ	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC108016961|XP_016939385.1|DSUZ	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC108008302|XP_016927608.1|DSUZ	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC108013449|XP_016934814.1|DSUZ	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC108020397|XP_016944164.1|DSUZ	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC108018404|XP_016941450.2|DSUZ	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC108017830|XP_016940472.1|DSUZ	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC108013390|XP_016934722.1|DSUZ	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC108020123|XP_016943713.1|DSUZ	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC108007276|XP_036670442.1|DSUZ	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC108007282|XP_016926411.2|DSUZ	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC108015190|XP_016936999.2|DSUZ	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC108006206|XP_016925132.2|DSUZ	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC108021413|XP_016945614.1|DSUZ	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC108009383|XP_016929180.1|DSUZ	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC108013456|XP_016934821.1|DSUZ	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC108017819|XP_016940458.1|DSUZ	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC108019716|XP_016943104.1|DSUZ	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC108015140|XP_016936899.1|DSUZ	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC108017645|XP_036672410.1|DSUZ	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC108014606|XP_016936258.1|DSUZ	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC108013874|XP_036673322.1|DSUZ	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC108012467|XP_016933348.1|DSUZ	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC108013606|XP_016935035.1|DSUZ	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC108005319|XP_016924022.1|DSUZ	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC108004566|XP_016922991.1|DSUZ	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC108008440|XP_016927779.1|DSUZ	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC108020321|XP_036670705.1|DSUZ	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC108011065|XP_016931617.2|DSUZ	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC108012837|XP_016933793.1|DSUZ	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC108014019|XP_016935517.2|DSUZ	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC108008385|XP_016927717.1|DSUZ	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC108009151|XP_016928745.1|DSUZ	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC108020729|XP_036672162.1|DSUZ	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC108011793|XP_036671247.1|DSUZ	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC108006882|XP_036671665.1|DSUZ	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC108017611|XP_036671253.1|DSUZ	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC108010085|XP_016930388.1|DSUZ	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC108010488|XP_016930847.2|DSUZ	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC108004575|XP_016923004.1|DSUZ	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC108011302|XP_036671188.1|DSUZ	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC108013360|XP_016934670.1|DSUZ	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC108011112|XP_016931673.1|DSUZ	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC108010217|XP_016930550.1|DSUZ	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC108018660|XP_016941722.1|DSUZ	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC108010182|XP_016930513.1|DSUZ	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC108009016|XP_016928476.1|DSUZ	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC108015526|XP_036670967.1|DSUZ	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC108021091|XP_016945103.1|DSUZ	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC108009695|XP_016929734.1|DSUZ	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC108008682|XP_016928065.1|DSUZ	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC108007355|XP_016926498.1|DSUZ	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC108008504|XP_016927858.1|DSUZ	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC108004596|XP_036676951.1|DSUZ	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC108021826|XP_016946119.1|DSUZ	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC108004770|XP_016923305.1|DSUZ	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC108015871|XP_036671081.1|DSUZ	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC108009819|XP_016929990.1|DSUZ	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC108015301|XP_016937167.1|DSUZ	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC108007707|XP_016926940.1|DSUZ	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC108015927|XP_016937996.2|DSUZ	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC108009592|XP_016929553.1|DSUZ	LOC118462739|XP_035784591.1|AALB
