Orthogroup	DSUZ.longest_only	BTRY.longest_only
OG0006762	LOC108015221|XP_016937052.1|DSUZ	LOC120781141|XP_039969207.1|BTRY
OG0006763	LOC108018245|XP_016941261.1|DSUZ	LOC120772032|XP_039956337.1|BTRY
OG0006764	LOC108009413|XP_016929222.1|DSUZ	LOC120770970|XP_039954639.1|BTRY
OG0006765	LOC108018233|XP_016941248.1|DSUZ	LOC120771572|XP_039955571.1|BTRY
OG0006766	LOC108011046|XP_016931593.1|DSUZ	LOC120776711|XP_039963541.1|BTRY
OG0006767	LOC108013513|XP_016934894.1|DSUZ	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC108013512|XP_016934889.1|DSUZ	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC108012399|XP_016933248.1|DSUZ	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC108011416|XP_036670966.1|DSUZ	LOC120778018|XP_039965624.1|BTRY
OG0006771	LOC108013716|XP_036676731.1|DSUZ	LOC120774266|XP_039959675.1|BTRY
OG0006772	LOC108009066|XP_016928567.1|DSUZ	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC108007152|XP_016926244.1|DSUZ	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC108010678|XP_016931072.2|DSUZ	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC108006821|XP_036671799.1|DSUZ	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC108011858|XP_016932587.2|DSUZ	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC118877375|XP_036671806.1|DSUZ	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC108012573|XP_016933477.2|DSUZ	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC108012814|XP_016933742.1|DSUZ	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC108005828|XP_036671246.1|DSUZ	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC108013362|XP_016934674.1|DSUZ	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC108012905|XP_016933905.1|DSUZ	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC108017934|XP_016940616.1|DSUZ	LOC120771962|XP_039956211.1|BTRY
OG0006784	LOC108020205|XP_016943806.1|DSUZ	LOC120776863|XP_039963843.1|BTRY
OG0006785	LOC108010042|XP_016930340.1|DSUZ	LOC120771381|XP_039955283.1|BTRY
OG0006786	LOC108018169|XP_016941153.1|DSUZ	LOC120771203|XP_039955038.1|BTRY
OG0006787	LOC108010708|XP_016931110.1|DSUZ	LOC120776753|XP_039963643.1|BTRY
OG0006788	LOC108010710|XP_016931114.2|DSUZ	LOC120776754|XP_039963650.1|BTRY
OG0006789	LOC108005309|XP_016924008.1|DSUZ	LOC120775605|XP_039961779.1|BTRY
OG0006790	LOC108021517|XP_016945763.1|DSUZ	LOC120775606|XP_039961781.1|BTRY
OG0006791	LOC108012915|XP_016933926.1|DSUZ	LOC120778865|XP_039966835.1|BTRY
OG0006792	LOC108012542|XP_016933446.1|DSUZ	LOC120778785|XP_039966706.1|BTRY
OG0006793	LOC108012493|XP_016933390.1|DSUZ	LOC120777777|XP_039965232.1|BTRY
OG0006794	LOC108018160|XP_016941125.1|DSUZ	LOC120770029|XP_039953074.1|BTRY
OG0006795	LOC108011832|XP_036671169.1|DSUZ	LOC120778023|XP_039965630.1|BTRY
OG0006796	LOC118877356|XP_036671707.1|DSUZ	LOC120777979|XP_039965553.1|BTRY
OG0006797	LOC108021397|XP_016945586.1|DSUZ	LOC120772527|XP_039957126.1|BTRY
OG0006798	LOC108012808|XP_016933735.1|DSUZ	LOC120779159|XP_039967315.1|BTRY
OG0006799	LOC108012972|XP_016934025.1|DSUZ	LOC120776374|XP_039962890.1|BTRY
OG0006800	LOC108012920|XP_016933933.1|DSUZ	LOC120776722|XP_039963570.1|BTRY
OG0006801	LOC108015038|XP_016936759.1|DSUZ	LOC120775259|XP_039961274.1|BTRY
OG0006802	LOC108018116|XP_016941031.1|DSUZ	LOC120771269|XP_039955124.1|BTRY
OG0006803	LOC108008841|XP_016928235.1|DSUZ	LOC120771268|XP_039955122.1|BTRY
OG0006804	LOC108012376|XP_016933220.1|DSUZ	LOC120776335|XP_039962807.1|BTRY
OG0006805	LOC108019867|XP_016943412.1|DSUZ	LOC120770888|XP_039954465.1|BTRY
OG0006806	LOC108018834|XP_036670913.1|DSUZ	LOC120777025|XP_039964071.1|BTRY
OG0006807	LOC108010674|XP_016931065.2|DSUZ	LOC120780062|XP_039968262.1|BTRY
OG0006808	LOC108008290|XP_016927590.1|DSUZ	LOC120771216|XP_039955052.1|BTRY
OG0006809	LOC108007121|XP_036670456.1|DSUZ	LOC120776730|XP_039963589.1|BTRY
OG0006810	LOC108007483|XP_036671100.1|DSUZ	LOC120779140|XP_039967279.1|BTRY
OG0006811	LOC108020310|XP_016943931.1|DSUZ	LOC120777864|XP_039965349.1|BTRY
OG0006812	LOC108013397|XP_016934739.2|DSUZ	LOC120777535|XP_039964851.1|BTRY
OG0006813	LOC108017512|XP_016940065.1|DSUZ	LOC120781267|XP_039969383.1|BTRY
OG0006814	LOC108013230|XP_016934448.1|DSUZ	LOC120776892|XP_039963883.1|BTRY
OG0006815	LOC108007183|XP_016926308.2|DSUZ	LOC120776806|XP_039963736.1|BTRY
OG0006816	LOC108007069|XP_036671033.1|DSUZ	LOC120778471|XP_039966216.1|BTRY
OG0006817	LOC108012645|XP_016933560.1|DSUZ	LOC120777461|XP_039964718.1|BTRY
OG0006818	LOC108012334|XP_016933122.2|DSUZ	LOC120778455|XP_039966184.1|BTRY
OG0006819	LOC108010672|XP_016931062.1|DSUZ	LOC120776472|XP_039963079.1|BTRY
OG0006820	LOC108010663|XP_016931052.2|DSUZ	LOC120778826|XP_039966769.1|BTRY
OG0006821	LOC108021136|XP_016945182.1|DSUZ	LOC120776100|XP_039962523.1|BTRY
OG0006822	LOC108008384|XP_016927716.1|DSUZ	LOC120772055|XP_039956366.1|BTRY
OG0006823	LOC108006681|XP_016925708.1|DSUZ	LOC120772632|XP_039957288.1|BTRY
OG0006824	LOC108012527|XP_016933430.1|DSUZ	LOC120772639|XP_039957296.1|BTRY
OG0006825	LOC108006698|XP_036671583.1|DSUZ	LOC120778294|XP_039966014.1|BTRY
OG0006826	LOC108019472|XP_036671978.1|DSUZ	LOC120778879|XP_039966856.1|BTRY
OG0006827	LOC108017108|XP_016939555.1|DSUZ	LOC120766312|XP_039947664.1|BTRY
OG0006828	LOC108021688|XP_016946001.1|DSUZ	LOC120767362|XP_039949267.1|BTRY
OG0006829	LOC108011423|XP_016932037.2|DSUZ	LOC120778600|XP_039966407.1|BTRY
OG0006830	LOC108013007|XP_016934083.1|DSUZ	LOC120777789|XP_039965248.1|BTRY
OG0006831	LOC108012349|XP_016933189.1|DSUZ	LOC120778257|XP_039965961.1|BTRY
OG0006832	LOC108013558|XP_016934961.1|DSUZ	LOC120778107|XP_039965744.1|BTRY
OG0006833	LOC108013107|XP_016934243.1|DSUZ	LOC120778946|XP_039966942.1|BTRY
OG0006834	LOC108018576|XP_016941622.1|DSUZ	LOC120777268|XP_039964406.1|BTRY
OG0006835	LOC108012849|XP_016933804.1|DSUZ	LOC120777218|XP_039964329.1|BTRY
OG0006836	LOC108012558|XP_016933460.1|DSUZ	LOC120777568|XP_039964901.1|BTRY
OG0006837	LOC108020066|XP_016943654.1|DSUZ	LOC120777312|XP_039964485.1|BTRY
OG0006838	LOC108012992|XP_016934052.1|DSUZ	LOC120778655|XP_039966506.1|BTRY
OG0006839	LOC108020062|XP_016943650.1|DSUZ	LOC120778445|XP_039966169.1|BTRY
OG0006840	LOC108021104|XP_016945123.1|DSUZ	LOC120777010|XP_039964045.1|BTRY
OG0006841	LOC108019503|XP_036670736.1|DSUZ	LOC120777529|XP_039964845.1|BTRY
OG0006842	LOC108011800|XP_036671963.1|DSUZ	LOC120778876|XP_039966854.1|BTRY
OG0006843	LOC108016670|XP_016938875.1|DSUZ	LOC120775023|XP_039960913.1|BTRY
OG0006844	LOC108020557|XP_016944390.2|DSUZ	LOC120782520|XP_039970763.1|BTRY
OG0006845	LOC108006851|XP_016925892.1|DSUZ	LOC120777428|XP_039964668.1|BTRY
OG0006846	LOC108012474|XP_016933355.1|DSUZ	LOC120777875|XP_039965367.1|BTRY
OG0006847	LOC108013452|XP_016934818.2|DSUZ	LOC120777603|XP_039964975.1|BTRY
OG0006848	LOC108008617|XP_016927987.1|DSUZ	LOC120772030|XP_039956334.1|BTRY
OG0006849	LOC108013473|XP_016934844.1|DSUZ	LOC120777688|XP_039965096.1|BTRY
OG0006850	LOC108013497|XP_036671323.1|DSUZ	LOC120778492|XP_039966252.1|BTRY
OG0006851	LOC108013573|XP_036671569.1|DSUZ	LOC120778850|XP_039966810.1|BTRY
OG0006852	LOC108009815|XP_016929985.1|DSUZ	LOC120771311|XP_039955180.1|BTRY
OG0006853	LOC108012720|XP_016933638.1|DSUZ	LOC120777780|XP_039965235.1|BTRY
OG0006854	LOC108008362|XP_016927688.1|DSUZ	LOC120772289|XP_039956733.1|BTRY
OG0006855	LOC108011732|XP_036670946.1|DSUZ	LOC120779136|XP_039967274.1|BTRY
OG0006856	LOC108017990|XP_036670217.1|DSUZ	LOC120770357|XP_039953699.1|BTRY
OG0006858	LOC108007589|XP_036670872.1|DSUZ	LOC120777523|XP_039964825.1|BTRY
OG0006859	LOC108009065|XP_016928564.1|DSUZ	LOC120772448|XP_039957002.1|BTRY
OG0006860	LOC108009252|XP_016928923.1|DSUZ	LOC120770416|XP_039953791.1|BTRY
OG0006861	LOC108019865|XP_016943406.1|DSUZ	LOC120770919|XP_039954549.1|BTRY
OG0006862	LOC108013499|XP_016934871.1|DSUZ	LOC120777997|XP_039965586.1|BTRY
OG0006863	LOC108010427|XP_016930776.1|DSUZ	LOC120773908|XP_039959025.1|BTRY
OG0006864	LOC108019785|XP_016943266.1|DSUZ	LOC120772620|XP_039957269.1|BTRY
OG0006865	LOC108014859|XP_036674439.1|DSUZ	LOC120778030|XP_039965640.1|BTRY
OG0006866	LOC108010058|XP_016930359.1|DSUZ	LOC120772106|XP_039956451.1|BTRY
OG0006867	LOC108009434|XP_016929260.1|DSUZ	LOC120781237|XP_039969309.1|BTRY
OG0006868	LOC108009433|XP_016929259.1|DSUZ	LOC120781213|XP_039969270.1|BTRY
OG0006869	LOC108008577|XP_016927940.1|DSUZ	LOC120772143|XP_039956504.1|BTRY
OG0006870	LOC108009720|XP_016929772.1|DSUZ	LOC120772302|XP_039956745.1|BTRY
OG0006871	LOC108019713|XP_016943101.1|DSUZ	LOC120772270|XP_039956708.1|BTRY
OG0006872	LOC108018212|XP_016941219.1|DSUZ	LOC120771546|XP_039955535.1|BTRY
OG0006873	LOC108009235|XP_016928891.1|DSUZ	LOC120771560|XP_039955556.1|BTRY
OG0006874	LOC108007735|XP_016926979.1|DSUZ, LOC108016295|XP_036668832.1|DSUZ	LOC120767559|XP_039949629.1|BTRY
OG0006875	LOC108007861|XP_016927114.2|DSUZ, LOC108021254|XP_016945361.2|DSUZ	LOC120767543|XP_039949583.1|BTRY
OG0006876	LOC108009158|XP_016928754.1|DSUZ	LOC120770051|XP_039953103.1|BTRY
OG0006877	LOC108006837|XP_016925878.1|DSUZ	LOC120771634|XP_039955664.1|BTRY
OG0006878	LOC108016098|XP_016938185.1|DSUZ	LOC120781865|XP_039970020.1|BTRY
OG0006879	LOC108009860|XP_016930049.1|DSUZ	LOC120770875|XP_039954444.1|BTRY
OG0006880	LOC108021052|XP_016945047.1|DSUZ	LOC120769097|XP_039951890.1|BTRY
OG0006881	LOC108021384|XP_016945568.1|DSUZ	LOC120768549|XP_039951226.1|BTRY
OG0006882	LOC108008542|XP_016927902.1|DSUZ	LOC120771780|XP_039955906.1|BTRY
OG0006884	LOC108021386|XP_016945572.1|DSUZ	LOC120769358|XP_039952253.1|BTRY
OG0006885	LOC108018150|XP_036676038.1|DSUZ	LOC120768294|XP_039950856.1|BTRY
OG0006886	LOC108008020|XP_016927293.2|DSUZ	LOC120766610|XP_039948151.1|BTRY
OG0006887	LOC108016771|XP_016939025.1|DSUZ	LOC120775223|XP_039961224.1|BTRY
OG0006888	LOC108021492|XP_016945725.1|DSUZ	LOC120781549|XP_039969714.1|BTRY
OG0006889	LOC108016294|XP_016938417.1|DSUZ	LOC120775738|XP_039961990.1|BTRY
OG0006890	LOC108021704|XP_016946029.1|DSUZ	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC108021747|XP_016946066.1|DSUZ	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC108021330|XP_016945491.1|DSUZ	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC108019009|XP_016942114.1|DSUZ	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC108018987|XP_016942086.1|DSUZ	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC108004593|XP_016923020.1|DSUZ	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC108008624|XP_016927997.1|DSUZ	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC108020933|XP_016944851.1|DSUZ	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC108013973|XP_016935481.1|DSUZ	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC108005171|XP_016923838.1|DSUZ	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC108005231|XP_016923911.1|DSUZ	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC108020934|XP_016944856.1|DSUZ	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC108018968|XP_016942059.1|DSUZ	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC108018797|XP_016941871.2|DSUZ	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC108021002|XP_016944959.1|DSUZ	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC108020654|XP_016944503.1|DSUZ	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC108006654|XP_016925683.1|DSUZ	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC108014400|XP_036677055.1|DSUZ	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC108021410|XP_016945606.1|DSUZ	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC108021383|XP_016945567.1|DSUZ	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC108018111|XP_016941028.1|DSUZ	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC108016843|XP_016939181.1|DSUZ	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC108019040|XP_016942150.1|DSUZ	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC108013236|XP_016934458.1|DSUZ	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC108019637|XP_016943013.1|DSUZ	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC108017129|XP_016939597.1|DSUZ	LOC120767249|XP_039949037.1|BTRY
OG0006917	Gli|XP_036671505.1|DSUZ	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC108007492|XP_016926667.1|DSUZ	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC108015357|XP_016937262.1|DSUZ	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC108021634|XP_016945934.1|DSUZ	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC108004969|XP_016923565.1|DSUZ	LOC120767616|XP_039949705.1|BTRY
OG0006925	LOC108010725|XP_036674637.1|DSUZ	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC108021265|XP_016945380.2|DSUZ	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC108021645|XP_016945944.1|DSUZ	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC108005835|XP_016924670.1|DSUZ	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC108004972|XP_036671208.1|DSUZ	LOC120767463|XP_039949480.1|BTRY
OG0006930	LOC108021438|XP_016945643.1|DSUZ	LOC120769526|XP_039952498.1|BTRY
OG0006931	LOC108021212|XP_016945303.1|DSUZ	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC108020897|XP_016944804.1|DSUZ	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC108007693|XP_016926921.1|DSUZ	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC108012111|XP_036674739.1|DSUZ	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC108021486|XP_016945716.1|DSUZ	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC108020991|XP_016944940.1|DSUZ	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC108009355|XP_016929147.1|DSUZ	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC108021467|XP_016945688.1|DSUZ	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC108015309|XP_016937177.1|DSUZ	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC108021149|XP_016945213.1|DSUZ	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC108021051|XP_036671442.1|DSUZ	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC108009740|XP_016929813.1|DSUZ	LOC120770976|XP_039954645.1|BTRY
OG0006943	LOC108019522|XP_016942843.1|DSUZ	LOC120767899|XP_039950177.1|BTRY
OG0006944	LOC108015263|XP_016937112.1|DSUZ	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC108021177|XP_016945248.1|DSUZ	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC108011591|XP_036673911.1|DSUZ	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC108006431|XP_036678621.1|DSUZ	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC108021132|XP_016945179.1|DSUZ	LOC120769249|XP_039952085.1|BTRY
OG0006949	LOC108006867|XP_016925929.1|DSUZ	LOC120769423|XP_039952339.1|BTRY
OG0006950	LOC108014739|XP_016936408.1|DSUZ	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC108021256|XP_016945364.1|DSUZ	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC108008060|XP_016927331.1|DSUZ	LOC120782077|XP_039970165.1|BTRY
OG0006953	LOC108006864|XP_036671028.1|DSUZ	LOC120776695|XP_039963514.1|BTRY
OG0006954	LOC108014297|XP_016935852.1|DSUZ	LOC120767955|XP_039950276.1|BTRY
OG0006955	LOC108007814|XP_016927069.1|DSUZ	LOC120782299|XP_039970443.1|BTRY
OG0006956	LOC108018130|XP_016941069.1|DSUZ	LOC120769029|XP_039951804.1|BTRY
OG0006957	LOC108020944|XP_016944872.1|DSUZ	LOC120767858|XP_039950100.1|BTRY
OG0006958	LOC108010223|XP_016930556.1|DSUZ	LOC120770973|XP_039954642.1|BTRY
OG0006959	LOC108013154|XP_016934333.1|DSUZ	LOC120778533|XP_039966309.1|BTRY
OG0006960	LOC108005078|XP_016923726.1|DSUZ	LOC120769463|XP_039952409.1|BTRY
OG0006961	LOC108021274|XP_016945400.1|DSUZ	LOC120769150|XP_039951961.1|BTRY
OG0006962	LOC108021299|XP_016945438.1|DSUZ	LOC120768018|XP_039950408.1|BTRY
OG0006963	LOC108017892|XP_016940555.1|DSUZ	LOC120768554|XP_039951232.1|BTRY
OG0006964	LOC108008200|XP_016927483.1|DSUZ	LOC120769090|XP_039951883.1|BTRY
OG0006965	LOC108014003|XP_016935505.1|DSUZ	LOC120769752|XP_039952847.1|BTRY
OG0006966	LOC108021599|XP_016945885.1|DSUZ	LOC120768990|XP_039951758.1|BTRY
OG0006967	LOC108010008|XP_016930288.1|DSUZ	LOC120772059|XP_039956376.1|BTRY
OG0006968	LOC108009606|XP_036668931.1|DSUZ	LOC120772441|XP_039956992.1|BTRY
OG0006969	LOC108014615|XP_036670920.1|DSUZ	LOC120777399|XP_039964629.1|BTRY
OG0006970	LOC108019533|XP_016942860.1|DSUZ	LOC120782832|XP_039971287.1|BTRY
OG0006971	LOC108006048|XP_016924983.1|DSUZ	LOC120768640|XP_039951344.1|BTRY
OG0006972	LOC108020893|XP_016944792.1|DSUZ	LOC120779970|XP_039968203.1|BTRY
OG0006973	LOC108004971|XP_016923574.1|DSUZ	LOC120768354|XP_039950943.1|BTRY
OG0006974	LOC108021105|XP_016945125.1|DSUZ	LOC120777011|XP_039964048.1|BTRY
OG0006975	LOC108016977|XP_016939411.1|DSUZ	LOC120769274|XP_039952123.1|BTRY
OG0006976	LOC108020370|XP_016944096.1|DSUZ	LOC120769297|XP_039952160.1|BTRY
OG0006977	LOC108018139|XP_016941085.1|DSUZ	LOC120771714|XP_039955801.1|BTRY
OG0006979	LOC108004636|XP_016923077.1|DSUZ	LOC120767231|XP_039948992.1|BTRY
OG0006980	LOC108017574|XP_016940152.1|DSUZ	LOC120768059|XP_039950512.1|BTRY
OG0006981	LOC108020887|XP_016944779.1|DSUZ	LOC120767443|XP_039949439.1|BTRY
OG0006982	LOC108021167|XP_016945238.1|DSUZ	LOC120769064|XP_039951853.1|BTRY
OG0006983	LOC108015982|XP_016938062.1|DSUZ	LOC120768356|XP_039950946.1|BTRY
OG0006984	LOC108020117|XP_016943710.1|DSUZ	LOC120769324|XP_039952209.1|BTRY
OG0006985	LOC108006137|XP_016925085.1|DSUZ	LOC120769737|XP_039952824.1|BTRY
OG0006986	LOC108021611|XP_016945899.1|DSUZ	LOC120769605|XP_039952619.1|BTRY
OG0006987	LOC108017817|XP_016940456.1|DSUZ	LOC120781280|XP_039969410.1|BTRY
OG0006988	LOC108021435|XP_016945641.1|DSUZ	LOC120767950|XP_039950270.1|BTRY
OG0006989	LOC108014296|XP_016935851.1|DSUZ	LOC120768291|XP_039950852.1|BTRY
OG0006990	LOC108021654|XP_016945955.1|DSUZ	LOC120767995|XP_039950346.1|BTRY
OG0006991	LOC108010806|XP_016931230.1|DSUZ	LOC120766305|XP_039947656.1|BTRY
OG0006992	LOC108021248|XP_016945355.1|DSUZ	LOC120767447|XP_039949444.1|BTRY
OG0006993	LOC108013725|XP_036668629.1|DSUZ	LOC120767303|XP_039949123.1|BTRY
OG0006994	LOC108011964|XP_016932712.1|DSUZ	LOC120767847|XP_039950079.1|BTRY
OG0006995	LOC108006353|XP_016925363.1|DSUZ	LOC120767985|XP_039950336.1|BTRY
OG0006996	LOC108005187|XP_016923864.1|DSUZ	LOC120768638|XP_039951337.1|BTRY
OG0006997	LOC108008248|XP_036668920.1|DSUZ	LOC120770265|XP_039953508.1|BTRY
OG0006998	LOC108006615|XP_036673365.1|DSUZ	LOC120768502|XP_039951160.1|BTRY
OG0006999	LOC108020079|XP_016943672.1|DSUZ	LOC120771953|XP_039956197.1|BTRY
OG0007000	LOC108020631|XP_016944511.1|DSUZ	LOC120768899|XP_039951590.1|BTRY
OG0007001	LOC108008680|XP_016928063.1|DSUZ	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY
OG0007002	LOC108016881|XP_016939275.1|DSUZ	LOC120768980|XP_039951718.1|BTRY
OG0007003	LOC108009409|XP_016929218.1|DSUZ	LOC120770091|XP_039953174.1|BTRY
OG0007004	LOC108020379|XP_016944124.1|DSUZ	LOC120767898|XP_039950174.1|BTRY
OG0007005	LOC108021275|XP_016945403.1|DSUZ	LOC120769494|XP_039952457.1|BTRY
OG0007007	LOC108020890|XP_016944787.1|DSUZ	LOC120781600|XP_039969770.1|BTRY
OG0007008	LOC108011822|XP_016932550.1|DSUZ	LOC120768896|XP_039951584.1|BTRY
OG0007009	LOC108020899|XP_016944805.1|DSUZ	LOC120781686|XP_039969837.1|BTRY
OG0007010	LOC108021468|XP_016945689.1|DSUZ	LOC120768388|XP_039950990.1|BTRY
OG0007011	LOC108007269|XP_036674377.1|DSUZ	LOC120768459|XP_039951094.1|BTRY
OG0007012	LOC108006912|XP_016926001.1|DSUZ	LOC120769315|XP_039952195.1|BTRY
OG0007013	LOC108006372|XP_016925386.1|DSUZ	LOC120769104|XP_039951899.1|BTRY
OG0007014	LOC108021511|XP_036675002.1|DSUZ	LOC120769491|XP_039952454.1|BTRY
OG0007015	LOC108018466|XP_016941514.1|DSUZ	LOC120769754|XP_039952851.1|BTRY
OG0007016	LOC108017245|XP_016939735.1|DSUZ	LOC120767220|XP_039948969.1|BTRY
OG0007017	LOC108021411|XP_016945607.1|DSUZ	LOC120769674|XP_039952726.1|BTRY
OG0007018	LOC108020939|XP_016944863.1|DSUZ	LOC120768120|XP_039950605.1|BTRY
OG0007019	LOC108011048|XP_036678443.1|DSUZ	LOC120768498|XP_039951154.1|BTRY
OG0007021	LOC108021081|XP_016945087.1|DSUZ	LOC120767668|XP_039949774.1|BTRY
OG0007022	LOC108021163|XP_016945233.1|DSUZ	LOC120768020|XP_039950414.1|BTRY
OG0007023	LOC108004562|XP_016922989.1|DSUZ	LOC120777225|XP_039964340.1|BTRY
OG0007024	LOC108018601|XP_016941649.2|DSUZ	LOC120766607|XP_039948148.1|BTRY
OG0007025	LOC108015023|XP_016936740.1|DSUZ	LOC120774850|XP_039960605.1|BTRY
OG0007026	LOC108020163|XP_016943790.1|DSUZ	LOC120767346|XP_039949238.1|BTRY
OG0007027	LOC108005020|XP_016923647.1|DSUZ	LOC120769083|XP_039951877.1|BTRY
OG0007028	LOC108020249|XP_016943899.1|DSUZ	LOC120767284|XP_039949093.1|BTRY
OG0007029	LOC108018524|XP_016941569.1|DSUZ	LOC120768387|XP_039950986.1|BTRY
OG0007030	LOC108015361|XP_016937265.1|DSUZ	LOC120774469|XP_039960059.1|BTRY
OG0007031	LOC108019341|XP_016942649.1|DSUZ	LOC120768251|XP_039950779.1|BTRY
OG0007032	LOC108017606|XP_036672000.1|DSUZ	LOC120771197|XP_039955030.1|BTRY
OG0007033	LOC108021539|XP_016945794.1|DSUZ	LOC120767854|XP_039950092.1|BTRY
OG0007034	LOC108007278|XP_016926410.1|DSUZ	LOC120768048|XP_039950491.1|BTRY
OG0007035	LOC108013689|XP_016935097.1|DSUZ	LOC120772678|XP_039957349.1|BTRY
OG0007036	LOC108006194|XP_036671554.1|DSUZ	LOC120778007|XP_039965604.1|BTRY
OG0007037	LOC108012183|XP_016932966.2|DSUZ	LOC120779971|XP_039968206.1|BTRY
OG0007038	LOC108009755|XP_036669182.1|DSUZ	LOC120770251|XP_039953486.1|BTRY
OG0007039	LOC108009010|XP_016928470.1|DSUZ	LOC120775473|XP_039961605.1|BTRY
OG0007040	LOC108014273|XP_016935805.1|DSUZ	LOC120769780|XP_039952897.1|BTRY
OG0007041	LOC108021327|XP_016945483.1|DSUZ	LOC120769289|XP_039952144.1|BTRY
OG0007042	LOC108021622|XP_016945916.1|DSUZ	LOC120767844|XP_039950072.1|BTRY
OG0007043	LOC108016238|XP_036675163.1|DSUZ	LOC120766954|XP_039948673.1|BTRY
OG0007045	LOC108015968|XP_016938039.2|DSUZ	LOC120767043|XP_039948830.1|BTRY
OG0007046	LOC108019441|XP_036675115.1|DSUZ	LOC120782395|XP_039970572.1|BTRY
OG0007047	LOC108021372|XP_016945552.1|DSUZ	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY
OG0007048	LOC108021041|XP_016945025.1|DSUZ	LOC120767989|XP_039950342.1|BTRY
OG0007049	LOC108019085|XP_016942252.1|DSUZ	LOC120767813|XP_039950026.1|BTRY
OG0007050	LOC108008912|XP_016928310.1|DSUZ	LOC120768268|XP_039950800.1|BTRY
OG0007051	LOC108019829|XP_016943384.1|DSUZ	LOC120768900|XP_039951591.1|BTRY
OG0007052	LOC108016865|XP_016939223.1|DSUZ	LOC120774706|XP_039960370.1|BTRY
OG0007053	LOC108004914|XP_036674033.1|DSUZ	LOC120780510|XP_039968719.1|BTRY
OG0007054	LOC108009730|XP_016929802.1|DSUZ	LOC120771998|XP_039956289.1|BTRY
