Orthogroup	AEAL.longest_only	DANA.longest_only
OG0005829	LOC109398798|XP_029718784.1|AEAL, LOC109429177|XP_019560598.2|AEAL	LOC6500966|XP_001954260.1|DANA
OG0005830	LOC109398830|XP_029730080.1|AEAL, LOC109429151|XP_029718850.1|AEAL	LOC6493423|XP_001957721.1|DANA
OG0005831	LOC109409025|XP_019537985.2|AEAL, LOC109429145|XP_019560540.2|AEAL	LOC6506521|XP_032310493.1|DANA
OG0005832	LOC109429144|XP_029718851.1|AEAL, LOC109409024|XP_029730076.1|AEAL	LOC6506519|XP_032310384.1|DANA
OG0005833	LOC115253678|XP_029718871.1|AEAL	LOC6493431|XP_014764379.1|DANA
OG0005834	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL	LOC6506511|XP_001957741.1|DANA
OG0005835	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL	LOC6493435|XP_001957745.1|DANA
OG0005836	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL	LOC6493046|XP_032310225.1|DANA
OG0005837	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL	LOC6503414|XP_001967475.1|DANA
OG0005838	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL	LOC6499646|XP_032307189.1|DANA
OG0005839	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL	LOC6496726|XP_032309166.1|DANA
OG0005840	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL	LOC6505801|XP_001964400.1|DANA
OG0005841	LOC109427199|XP_029714107.1|AEAL	LOC6500074|XP_014766372.1|DANA
OG0005842	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL	LOC6503767|XP_001963780.1|DANA
OG0005843	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL	LOC6507241|XP_001956406.1|DANA
OG0005844	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL	LOC6506288|XP_001958194.1|DANA
OG0005845	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL	LOC6498865|XP_001955779.1|DANA
OG0005846	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL	LOC6500063|XP_014766362.1|DANA
OG0005847	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL	LOC6501209|XP_032305526.1|DANA
OG0005848	LOC109428128|XP_029717174.1|AEAL	LOC6502898|XP_032311818.1|DANA
OG0005849	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL	LOC6502321|XP_032309033.1|DANA
OG0005850	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL	LOC6503205|XP_032311853.1|DANA
OG0005851	LOC109404496|XP_019532934.2|AEAL	LOC6497298|XP_001962371.2|DANA
OG0005852	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL	LOC6499652|XP_001954211.1|DANA
OG0005853	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL	LOC6503857|XP_001963725.1|DANA
OG0005854	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL	LOC6499661|XP_032307296.1|DANA
OG0005855	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL	LOC6503057|XP_001963343.2|DANA
OG0005856	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL	LOC6503215|XP_032311849.1|DANA
OG0005857	LOC109432824|XP_019564713.1|AEAL	LOC6500135|XP_001953158.1|DANA
OG0005858	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL	LOC6500535|XP_001953408.1|DANA
OG0005859	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL	LOC6497202|XP_001962564.2|DANA
OG0005860	LOC109406269|XP_019534893.1|AEAL	LOC6500443|XP_032305882.1|DANA
OG0005861	LOC109406727|XP_029719589.1|AEAL	LOC6505635|XP_001964560.1|DANA
OG0005862	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL	LOC6495433|XP_032306631.1|DANA
OG0005863	LOC109406736|XP_019535325.2|AEAL	LOC6495908|XP_001959836.1|DANA
OG0005864	LOC109406735|XP_019535324.1|AEAL	LOC6500474|XP_001953293.1|DANA
OG0005865	LOC109417151|XP_019546822.2|AEAL	LOC6503397|XP_001967509.1|DANA
OG0005866	LOC109411968|XP_019541178.2|AEAL	LOC6494318|XP_001960543.1|DANA
OG0005867	LOC109424550|XP_029714375.1|AEAL	LOC6498142|XP_001962164.1|DANA
OG0005868	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL	LOC26515287|XP_014764116.1|DANA
OG0005869	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL	LOC6504101|XP_001964179.1|DANA
OG0005870	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL	LOC6504660|XP_001966455.1|DANA
OG0005871	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL	LOC6502162|XP_001966101.1|DANA
OG0005872	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL	LOC6500842|XP_032305921.1|DANA
OG0005873	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL	LOC6501203|XP_001954757.1|DANA
OG0005874	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL	LOC6502589|XP_032312012.1|DANA, LOC116655073|XP_032308017.1|DANA
OG0005876	LOC109400174|XP_019528195.1|AEAL	LOC6502220|XP_032308718.1|DANA
OG0005877	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL	LOC116654459|XP_032311828.1|DANA
OG0005878	LOC109407867|XP_029724136.1|AEAL	LOC6503596|XP_032308463.1|DANA
OG0005879	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL	LOC6502279|XP_001966153.1|DANA
OG0005880	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL	LOC6493566|XP_001958009.1|DANA
OG0005881	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL	LOC6507805|XP_001956383.1|DANA
OG0005882	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL	LOC6501867|XP_001967166.3|DANA
OG0005883	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL	LOC6507384|XP_001956113.1|DANA
OG0005884	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL	LOC6493065|XP_001956978.1|DANA
OG0005885	LOC109431310|XP_019563072.2|AEAL	LOC6493274|XP_014764301.1|DANA
OG0005886	LOC109431288|XP_019563048.2|AEAL	LOC6493706|XP_001958275.2|DANA
OG0005887	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL	LOC6507250|XP_032309979.1|DANA
OG0005888	LOC109432009|XP_029724272.1|AEAL	LOC6506087|XP_032305920.1|DANA, LOC116655747|XP_032309555.1|DANA
OG0005889	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL	LOC6493730|XP_001958324.2|DANA
OG0005890	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL	LOC6503685|XP_001963932.1|DANA
OG0005891	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL	LOC6507902|XP_014765503.2|DANA
OG0005892	LOC109407702|XP_019536396.2|AEAL	LOC6507908|XP_001956577.1|DANA
OG0005893	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL	LOC6506330|XP_001958087.1|DANA
OG0005894	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL	LOC6493603|XP_001958085.1|DANA
OG0005895	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL	LOC6506331|XP_001958086.1|DANA
OG0005896	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL	LOC6506758|XP_001957297.1|DANA
OG0005898	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL	LOC6503920|XP_001963844.3|DANA
OG0005899	LOC115260866|XP_029718053.1|AEAL	LOC6494809|XP_001959619.1|DANA
OG0005900	LOC115260379|XP_029717201.1|AEAL	LOC6497695|XP_001961550.1|DANA
OG0005901	LOC109406493|XP_029713515.1|AEAL	LOC6494494|XP_001960225.1|DANA
OG0005902	LOC109418761|XP_019548532.2|AEAL	LOC6496328|XP_001960709.1|DANA
OG0005903	LOC109406496|XP_019535125.1|AEAL	LOC6501036|XP_001954429.2|DANA
OG0005904	LOC109418764|XP_019548534.2|AEAL	LOC6501509|XP_001955392.2|DANA
OG0005905	LOC109418769|XP_029713545.1|AEAL	LOC6506248|XP_014764693.1|DANA
OG0005906	LOC109418781|XP_029712993.1|AEAL	LOC6493644|XP_001958156.3|DANA
OG0005907	LOC109403280|XP_029713011.1|AEAL	LOC6507842|XP_001956455.1|DANA
OG0005908	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL	LOC6506740|XP_001957326.1|DANA
OG0005909	LOC109418825|XP_019548604.2|AEAL	LOC6507787|XP_001956341.2|DANA
OG0005910	LOC109405798|XP_019534400.1|AEAL	LOC6494726|XP_001959785.1|DANA
OG0005911	LOC109418841|XP_019548621.2|AEAL	LOC6495886|XP_001959784.1|DANA
OG0005912	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL	LOC116654454|XP_014763126.1|DANA
OG0005913	LOC109420345|XP_019550214.2|AEAL	LOC6500781|XP_001953907.1|DANA
OG0005914	LOC109401679|XP_019529811.2|AEAL	LOC6495744|XP_001959479.1|DANA
OG0005915	LOC109401684|XP_019529818.2|AEAL	LOC6495745|XP_001959480.1|DANA
OG0005916	LOC115257457|XP_029712913.1|AEAL	LOC6494791|XP_001959661.1|DANA
OG0005917	LOC109420401|XP_019550275.2|AEAL	LOC6494442|XP_001960309.1|DANA
OG0005918	LOC109420402|XP_019550276.2|AEAL	LOC6503926|XP_001963859.1|DANA
OG0005919	LOC109402333|XP_019530544.2|AEAL	LOC6495341|XP_032306759.1|DANA
OG0005920	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL	LOC6496178|XP_014763656.1|DANA
OG0005921	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL	LOC6507590|XP_001955961.3|DANA
OG0005922	LOC109399959|XP_019527972.2|AEAL	LOC6503887|XP_001963785.1|DANA
OG0005923	LOC109403454|XP_019531830.1|AEAL	LOC6507123|XP_001956631.1|DANA
OG0005924	LOC109433195|XP_019565148.2|AEAL	LOC6507121|XP_001956633.1|DANA
OG0005925	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL	LOC6506220|XP_001958321.1|DANA
OG0005926	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL	LOC6503996|XP_001963976.1|DANA
OG0005927	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL	LOC6501425|XP_001955227.1|DANA
OG0005928	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL	LOC6501871|XP_014759626.1|DANA
OG0005929	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL	LOC6507595|XP_001955972.1|DANA
OG0005930	LOC109424500|XP_019555214.2|AEAL	LOC6496252|XP_001960546.2|DANA
OG0005931	LOC109422403|XP_029708331.1|AEAL	LOC6493923|XP_001961317.2|DANA
OG0005932	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL	LOC26514046|XP_014763969.1|DANA
OG0005933	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL	LOC6495070|XP_001959130.1|DANA
OG0005934	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL	LOC6496352|XP_001960749.3|DANA
OG0005935	LOC109424486|XP_029733680.1|AEAL	LOC6493863|XP_001958581.2|DANA
OG0005936	LOC109424482|XP_019555175.2|AEAL	LOC6497292|XP_001962379.1|DANA
OG0005937	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL	LOC6506088|XP_001958578.1|DANA
OG0005938	LOC109422214|XP_029716832.1|AEAL	LOC6496284|XP_032306440.1|DANA
OG0005939	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL	LOC6505046|XP_001965569.1|DANA
OG0005940	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL	LOC6496097|XP_014763628.1|DANA
OG0005941	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL	LOC6495358|XP_001958657.1|DANA
OG0005943	LOC109424411|XP_029708133.1|AEAL	LOC6493920|XP_032311549.1|DANA
OG0005944	LOC109422314|XP_019552547.2|AEAL	LOC6496643|XP_001961320.1|DANA
OG0005945	LOC109424416|XP_019555062.2|AEAL	LOC6496615|XP_001961266.1|DANA
OG0005946	LOC109422334|XP_029708140.1|AEAL	LOC6496244|XP_001960527.2|DANA
OG0005947	LOC109422212|XP_029708141.1|AEAL	LOC6496298|XP_001960643.1|DANA
OG0005948	LOC109415954|XP_019545468.2|AEAL	LOC6493643|XP_001958153.1|DANA
OG0005949	LOC109418710|XP_019548495.1|AEAL	LOC6507786|XP_032310254.1|DANA
OG0005950	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL	LOC6497057|XP_001962838.1|DANA
OG0005952	LOC109418673|XP_029719583.1|AEAL	LOC6498447|XP_014762130.1|DANA
OG0005953	LOC109418671|XP_019548430.2|AEAL	LOC6497560|XP_001961815.1|DANA
OG0005954	LOC109414787|XP_029719582.1|AEAL	LOC6497562|XP_001961811.1|DANA
OG0005955	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL	LOC6501254|XP_001954860.2|DANA
OG0005956	LOC109413135|XP_029713064.1|AEAL	LOC6494521|XP_001960183.1|DANA
OG0005957	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL	LOC6503398|XP_032312330.1|DANA
OG0005958	LOC109413133|XP_019542400.2|AEAL	LOC6499574|XP_001954356.1|DANA
OG0005959	LOC109418555|XP_019548308.1|AEAL	LOC6497495|XP_001961965.1|DANA
OG0005960	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL	LOC6502007|XP_001966859.1|DANA
OG0005961	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL	LOC6495609|XP_001959194.1|DANA
OG0005962	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL	LOC6495110|XP_001959030.1|DANA
OG0005963	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL	LOC6497934|XP_001961748.1|DANA
OG0005964	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL	LOC6494487|XP_001960238.1|DANA
OG0005965	LOC109418501|XP_019548247.2|AEAL	LOC6494722|XP_001959796.1|DANA
OG0005966	LOC109413065|XP_029713281.1|AEAL	LOC6495690|XP_001959389.1|DANA
OG0005967	LOC109431049|XP_019562730.1|AEAL	LOC6507956|XP_001959038.1|DANA
OG0005968	LOC109431047|XP_019562725.2|AEAL	LOC6495998|XP_014763581.1|DANA
OG0005969	LOC109431036|XP_029721497.1|AEAL	LOC6495727|XP_001959448.3|DANA
OG0005970	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL	LOC6493477|XP_001957833.1|DANA
OG0005971	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL	LOC6496556|XP_001961140.1|DANA
OG0005972	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL	LOC6493208|XP_001957264.1|DANA
OG0005973	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL	LOC6506241|XP_001958279.1|DANA
OG0005974	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL	LOC6493201|XP_032309773.1|DANA
OG0005975	LOC109413565|XP_019542796.2|AEAL	LOC6506777|XP_001957263.1|DANA
OG0005977	LOC109413570|XP_019542801.1|AEAL	LOC6495043|XP_001959179.1|DANA
OG0005978	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL	LOC6494301|XP_001960572.1|DANA
OG0005979	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL	LOC6494802|XP_014762992.1|DANA
OG0005980	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL	LOC6495800|XP_032306737.1|DANA
OG0005981	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL	LOC6503142|XP_032308959.1|DANA
OG0005982	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL	LOC6494808|XP_001959620.1|DANA
OG0005983	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL	LOC6502926|XP_001963576.1|DANA
OG0005984	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL	LOC6504500|XP_032308148.1|DANA
OG0005985	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL	LOC6503104|XP_032308921.1|DANA
OG0005986	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL	LOC6503855|XP_001963722.1|DANA
OG0005987	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL	LOC6502319|XP_001966228.1|DANA
OG0005988	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL	LOC6494324|XP_001960531.1|DANA
OG0005989	LOC109401152|XP_019931319.1|AEAL	LOC6494028|XP_032307103.1|DANA
OG0005990	LOC109401151|XP_019529172.2|AEAL	LOC6495129|XP_001958992.1|DANA
OG0005991	LOC109401160|XP_019529179.1|AEAL	LOC6495410|XP_032306302.1|DANA
OG0005992	LOC109401156|XP_019529174.2|AEAL	LOC6493467|XP_001957820.1|DANA
OG0005993	LOC109401157|XP_029712135.1|AEAL	LOC6506463|XP_014764776.1|DANA
OG0005994	LOC109401167|XP_019529192.1|AEAL	LOC6506359|XP_032309904.1|DANA
OG0005995	LOC109623256|XP_029712134.1|AEAL	LOC6506773|XP_001957267.2|DANA
OG0005996	LOC109401143|XP_019529168.1|AEAL	LOC6506372|XP_001958005.1|DANA
OG0005997	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL	LOC6493944|XP_001961272.1|DANA
OG0005998	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL	LOC6506325|XP_001958097.1|DANA
OG0005999	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL	LOC6507665|XP_001956109.1|DANA
OG0006000	LOC109426924|XP_019558029.2|AEAL	LOC6496285|XP_032306664.1|DANA
OG0006001	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL	LOC6493333|XP_032310634.1|DANA
OG0006002	LOC109623351|XP_019933453.2|AEAL	LOC6494919|XP_001959421.1|DANA
OG0006003	LOC109427043|XP_019558137.1|AEAL	LOC6506434|XP_001957885.1|DANA
OG0006004	LOC109401606|XP_019529727.2|AEAL	LOC6498883|XP_001955745.1|DANA
OG0006006	LOC109424734|XP_019555465.2|AEAL	LOC6494797|XP_001959649.1|DANA
OG0006007	LOC109424722|XP_029721098.1|AEAL	LOC6496648|XP_001961330.1|DANA
OG0006008	LOC109424719|XP_029721099.1|AEAL	LOC6498309|XP_001962508.1|DANA
OG0006009	LOC109424714|XP_029721104.1|AEAL	LOC6506761|XP_001957288.1|DANA
OG0006010	LOC109424682|XP_029721116.1|AEAL	LOC6493571|XP_001958018.3|DANA
OG0006011	LOC109424681|XP_019555391.2|AEAL	LOC6506506|XP_001957752.2|DANA
OG0006012	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL	LOC6507175|XP_014765091.1|DANA
OG0006013	LOC109412033|XP_029721014.1|AEAL	LOC6495772|XP_001959543.2|DANA
OG0006014	LOC109412042|XP_019541229.2|AEAL	LOC6493834|XP_001958526.1|DANA
OG0006015	LOC109412048|XP_019541236.1|AEAL	LOC6495477|XP_014763323.1|DANA
OG0006016	LOC109424657|XP_019555372.2|AEAL	LOC6494781|XP_001959681.1|DANA
OG0006017	LOC109412056|XP_019541246.2|AEAL	LOC6495671|XP_001959357.1|DANA
OG0006018	LOC109412058|XP_019541248.1|AEAL	LOC6496223|XP_001960480.1|DANA
OG0006019	LOC109412061|XP_019541254.2|AEAL	LOC6494488|XP_001960235.1|DANA
OG0006020	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL	LOC6506766|XP_001957278.2|DANA
OG0006021	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL	LOC6493735|XP_001958336.1|DANA
OG0006022	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL	LOC6505788|XP_001965026.1|DANA
OG0006023	LOC109421944|XP_029720925.1|AEAL	LOC6501015|XP_001954377.1|DANA
OG0006024	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL	LOC116654462|XP_032309354.1|DANA
OG0006025	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL	LOC6495681|XP_032306361.1|DANA
OG0006026	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL	LOC6498945|XP_014765840.1|DANA
OG0006027	LOC109432670|XP_029730759.1|AEAL	LOC6494047|XP_001961084.1|DANA
OG0006028	LOC115267731|XP_029730785.1|AEAL	LOC6496337|XP_001960721.1|DANA
OG0006029	LOC109428956|XP_029730788.1|AEAL	LOC6495412|XP_001958785.1|DANA
OG0006030	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL	LOC6500009|XP_001953415.1|DANA
OG0006031	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL	LOC6495139|XP_001958973.3|DANA
OG0006032	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL	LOC6504389|XP_014759453.2|DANA
OG0006034	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL	LOC6499799|XP_032312230.1|DANA
OG0006035	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL	LOC6499271|XP_001954984.1|DANA
OG0006036	LOC109414915|XP_019544311.2|AEAL	LOC6504566|XP_001964899.1|DANA
OG0006037	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL	LOC6496359|XP_001960760.2|DANA
OG0006038	LOC109428901|XP_019560282.2|AEAL	LOC6499149|XP_001955208.2|DANA
OG0006039	LOC109428893|XP_029715550.1|AEAL	LOC6496651|XP_001961335.1|DANA
OG0006040	LOC109428880|XP_019560263.2|AEAL	LOC6496554|XP_001961133.1|DANA
OG0006041	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL	LOC6503038|XP_001963362.1|DANA
OG0006042	LOC109416894|XP_029730889.1|AEAL	LOC6496220|XP_032306234.1|DANA
OG0006043	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL	LOC6507850|XP_032309899.1|DANA
OG0006044	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL	LOC6504785|XP_001966339.2|DANA
OG0006045	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL	LOC6499654|XP_001954209.1|DANA
OG0006046	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL	LOC6494293|XP_001960586.1|DANA
OG0006047	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL	LOC6507961|XP_001956437.2|DANA
OG0006048	LOC109397145|XP_019525030.2|AEAL	LOC6507168|XP_001956554.1|DANA
OG0006049	LOC109397161|XP_019525043.2|AEAL	LOC6498758|XP_001967263.1|DANA
OG0006050	LOC109397123|XP_019525004.2|AEAL	LOC6500567|XP_032306574.1|DANA
OG0006051	LOC109432316|XP_019564201.1|AEAL	LOC6503072|XP_001963374.1|DANA
OG0006052	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL	LOC6496201|XP_001960436.1|DANA
OG0006053	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL	LOC6506206|XP_001958345.1|DANA
OG0006054	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL	LOC26514963|XP_014759739.1|DANA
OG0006055	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL	LOC6499835|XP_001953813.1|DANA
OG0006056	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL	LOC6496219|XP_001960471.1|DANA
OG0006057	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL	LOC6507086|XP_001956694.2|DANA
OG0006058	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL	LOC6505864|XP_032305524.1|DANA
OG0006059	LOC109409885|XP_029731075.1|AEAL	LOC6493733|XP_014764523.1|DANA
OG0006060	LOC109409886|XP_019538947.2|AEAL	LOC6506213|XP_032310069.1|DANA
OG0006061	LOC109409901|XP_019538963.2|AEAL	LOC6505158|XP_001965457.2|DANA
OG0006062	LOC109399072|XP_019527042.1|AEAL	LOC6499537|XP_001954416.1|DANA
OG0006063	LOC109399134|XP_019527117.2|AEAL	LOC6496974|XP_001963017.1|DANA
OG0006064	LOC109399094|XP_019527070.2|AEAL	LOC6495742|XP_001959476.1|DANA
OG0006065	LOC109409911|XP_019538977.2|AEAL	LOC6507544|XP_001955887.1|DANA
