Orthogroup	AEAL.longest_only	DPSE.longest_only
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC4813708|XP_001354068.3|DPSE
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC4813879|XP_001354070.1|DPSE
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC4812183|XP_033238251.1|DPSE
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC117184822|XP_033239671.1|DPSE, LOC4815347|XP_002134209.1|DPSE
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC6898164|XP_002138242.3|DPSE
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC4812211|XP_001352740.2|DPSE
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC4812529|XP_001352965.3|DPSE
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC6899937|XP_002135305.2|DPSE
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC4812107|XP_001352429.3|DPSE
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC4811959|XP_001352430.2|DPSE
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC4812858|XP_001354044.3|DPSE
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC4814071|XP_001354235.2|DPSE
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC4813552|XP_001353249.1|DPSE
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC4812979|XP_015043115.2|DPSE
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC4812324|XP_015043837.2|DPSE
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC4805725|XP_001362080.3|DPSE
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC4812811|XP_015042950.2|DPSE
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC4805222|XP_033233483.1|DPSE
OG0006786	LOC109425710|XP_019556572.2|AEAL	LOC4804444|XP_001361005.4|DPSE
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC4813877|XP_001353900.2|DPSE
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC4812823|XP_001353899.3|DPSE
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC4814502|XP_001354581.2|DPSE
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC4816760|XP_001356002.3|DPSE
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC4812918|XP_033238519.1|DPSE
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC4812688|XP_033237449.1|DPSE
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC4812681|XP_001353065.4|DPSE
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC4803406|XP_033234941.1|DPSE
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC6900612|XP_002134984.1|DPSE
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC4813956|XP_001354115.1|DPSE
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC117184252|XP_033236848.1|DPSE
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC4812709|XP_001353088.2|DPSE
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC6900036|XP_002135401.2|DPSE
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC6900588|XP_002134961.3|DPSE
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC4814592|XP_001354582.4|DPSE
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC4805294|XP_001361716.2|DPSE
OG0006803	LOC109430809|XP_029722130.1|AEAL	LOC4805649|XP_001362016.1|DPSE
OG0006804	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL	LOC6900739|XP_015043274.1|DPSE
OG0006805	LOC109430832|XP_029722021.1|AEAL	LOC4804763|XP_001361274.2|DPSE
OG0006806	LOC109430889|XP_029721983.1|AEAL	LOC4812395|XP_001352572.4|DPSE
OG0006807	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL	LOC4812558|XP_033240971.1|DPSE
OG0006808	LOC109430916|XP_029721936.1|AEAL	LOC4804518|XP_001361069.1|DPSE
OG0006809	LOC109431614|XP_019563392.2|AEAL	LOC4812223|XP_001352859.3|DPSE
OG0006810	LOC109430917|XP_029730393.1|AEAL	LOC4813002|XP_001353267.2|DPSE
OG0006811	LOC109431620|XP_019563396.2|AEAL	LOC4801721|XP_001358766.1|DPSE
OG0006812	LOC109431672|XP_019563471.1|AEAL	LOC4814074|XP_001354190.2|DPSE
OG0006813	LOC109430952|XP_019562613.1|AEAL	LOC4801447|XP_001358541.5|DPSE
OG0006814	LOC109398023|XP_019525915.2|AEAL	LOC4813755|XP_001353350.1|DPSE
OG0006815	LOC109398004|XP_029730630.1|AEAL	LOC4811880|XP_001352860.3|DPSE
OG0006816	LOC109431646|XP_029730627.1|AEAL	LOC4812430|XP_001352861.4|DPSE
OG0006817	LOC109426268|XP_019557285.2|AEAL	LOC4813836|XP_033237758.1|DPSE
OG0006818	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL	LOC4813264|XP_001353672.4|DPSE
OG0006819	LOC115267593|XP_029730546.1|AEAL	LOC6900266|XP_002135595.2|DPSE, LOC6897142|XP_002137322.1|DPSE
OG0006820	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL	LOC4812245|XP_001352953.2|DPSE
OG0006821	LOC109399475|XP_019527464.2|AEAL	LOC4817252|XP_001356792.4|DPSE
OG0006823	LOC109398039|XP_019525939.1|AEAL	LOC4812055|XP_001352441.1|DPSE
OG0006824	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL	LOC4812880|XP_001353754.1|DPSE
OG0006826	LOC109404376|XP_029735658.1|AEAL	LOC6900166|XP_015043895.2|DPSE
OG0006827	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL	LOC4802929|XP_001359745.3|DPSE
OG0006828	LOC109403057|XP_029735842.1|AEAL	LOC6899811|XP_033235756.1|DPSE
OG0006829	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL	LOC4812200|XP_001352702.3|DPSE
OG0006830	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL	LOC4812618|XP_001352411.1|DPSE
OG0006831	LOC109401024|XP_019529052.2|AEAL	LOC6900887|XP_002135244.2|DPSE
OG0006832	LOC109420874|XP_019550915.1|AEAL	LOC4812724|XP_001353103.2|DPSE
OG0006833	LOC109401001|XP_029735958.1|AEAL	LOC6900880|XP_015043471.2|DPSE
OG0006834	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL	LOC4801958|XP_033232706.1|DPSE
OG0006835	LOC109428639|XP_029735980.1|AEAL	LOC4814164|XP_001354265.1|DPSE
OG0006836	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL	LOC4812594|XP_001352716.3|DPSE
OG0006837	LOC109428652|XP_019560000.2|AEAL	LOC4812674|XP_001353058.2|DPSE
OG0006838	LOC109428654|XP_019560004.1|AEAL	LOC4813276|XP_001353715.1|DPSE
OG0006839	LOC109428657|XP_029735997.1|AEAL	LOC4812670|XP_001353054.1|DPSE
OG0006840	LOC109424281|XP_029735631.1|AEAL	LOC6903407|XP_033236381.1|DPSE
OG0006841	LOC115270167|XP_029735265.1|AEAL	LOC4812026|XP_001352636.1|DPSE
OG0006842	LOC109424254|XP_029735308.1|AEAL	LOC6900620|XP_033239003.1|DPSE
OG0006843	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL	LOC4815339|XP_001354517.2|DPSE
OG0006844	LOC109423860|XP_019554442.2|AEAL	LOC4801031|XP_033241735.1|DPSE
OG0006845	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL	LOC4812584|XP_015043564.2|DPSE
OG0006846	LOC109423766|XP_029735507.1|AEAL	LOC6900174|XP_002135513.2|DPSE
OG0006847	LOC109430633|XP_019562270.2|AEAL	LOC4812608|XP_001352840.4|DPSE
OG0006848	LOC109423744|XP_029735561.1|AEAL	LOC4805719|XP_033233704.1|DPSE
OG0006849	LOC109423720|XP_019554251.2|AEAL	LOC4812732|XP_001353111.3|DPSE
OG0006850	LOC109423718|XP_019554249.1|AEAL	LOC4812731|XP_033238338.1|DPSE
OG0006851	LOC109423717|XP_019554247.2|AEAL	LOC6900324|XP_033238339.1|DPSE
OG0006852	LOC109408244|XP_029728725.1|AEAL	LOC4805340|XP_001361756.2|DPSE
OG0006853	LOC109411124|XP_019540123.2|AEAL	LOC4814089|XP_001354196.2|DPSE
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC4804718|XP_001361236.2|DPSE
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC4813566|XP_001353407.1|DPSE
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC4804816|XP_033233599.1|DPSE
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC4804835|XP_033233999.1|DPSE
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC4812552|XP_001352517.2|DPSE
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC4803636|XP_015039219.2|DPSE
OG0006860	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL	LOC4805325|XP_001361745.1|DPSE
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC6898636|XP_002138641.1|DPSE
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC4814010|XP_015042529.2|DPSE
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC4814399|XP_001354353.1|DPSE
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC4805194|XP_001361639.2|DPSE
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC4801195|XP_033241542.1|DPSE
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC4804221|XP_001360815.3|DPSE
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC4805373|XP_001361783.3|DPSE
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC4805374|XP_001361784.2|DPSE
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC4803630|XP_033234677.1|DPSE
OG0006870	LOC109417392|XP_029729008.1|AEAL	LOC4805327|XP_033234609.1|DPSE
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC6898234|XP_015039339.1|DPSE
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC4817233|XP_001356903.2|DPSE
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC4804323|XP_015039814.2|DPSE
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC4817272|XP_001356742.2|DPSE
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC6903334|XP_015035258.2|DPSE
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC4804766|XP_001361277.2|DPSE
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC4817737|XP_001357133.3|DPSE
OG0006881	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL	LOC4817963|XP_001357381.3|DPSE
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC4805322|XP_001361741.2|DPSE
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC4816230|XP_001355851.4|DPSE
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC4816376|XP_001356145.1|DPSE
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC4816752|XP_015036669.2|DPSE
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC4814852|XP_015041433.2|DPSE
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC26533276|XP_033235775.1|DPSE
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC4816229|XP_001355850.2|DPSE
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC4817194|XP_001356731.3|DPSE
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC4817357|XP_001356835.3|DPSE
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC4817777|XP_001357119.2|DPSE
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC4817857|XP_015035553.2|DPSE
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC4817828|XP_001357468.3|DPSE
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC4814522|XP_015041714.2|DPSE
OG0006896	LOC109622873|XP_019932883.1|AEAL	LOC4816684|XP_001356175.3|DPSE
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC6903362|XP_033235414.1|DPSE
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC4817327|XP_001356901.1|DPSE
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC4817072|XP_001356640.2|DPSE
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC4815722|XP_001355646.2|DPSE
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC4817817|XP_015035540.1|DPSE
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC4815300|XP_001354659.5|DPSE
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC4800488|XP_033233233.1|DPSE
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC4816526|XP_001356245.1|DPSE
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC4817289|XP_001356494.3|DPSE
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC4818192|XP_033236437.1|DPSE
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC4817989|XP_001357354.1|DPSE
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC4811682|XP_033236565.1|DPSE
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC4818039|XP_015035518.1|DPSE
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC4814508|XP_015041830.1|DPSE
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC4817871|XP_015035362.2|DPSE
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC4817042|XP_001356393.1|DPSE
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC4812386|XP_001352894.3|DPSE
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC4817382|XP_033237014.1|DPSE
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC4817896|XP_001357317.3|DPSE
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC4817413|XP_015035755.2|DPSE
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC6903027|XP_002132751.3|DPSE
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC4817047|XP_001356691.4|DPSE
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC4817980|XP_001357333.2|DPSE
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC4817120|XP_001356671.4|DPSE
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC6902754|XP_002133266.1|DPSE
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC4800479|XP_001357746.1|DPSE
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC4816479|XP_001355977.4|DPSE
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC4816275|XP_001355976.2|DPSE
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC4816626|XP_001355974.3|DPSE
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC4817686|XP_001357071.4|DPSE
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC4817727|XP_001357146.3|DPSE
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC4811679|XP_001352264.1|DPSE
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC4811829|XP_001382219.3|DPSE
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC4803122|XP_001359917.4|DPSE
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC4816447|XP_015036762.1|DPSE
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC4818080|XP_001357400.3|DPSE
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC4816892|XP_001356337.1|DPSE
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC6902269|XP_015041355.1|DPSE
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC4818036|XP_001357443.3|DPSE
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC6903024|XP_033235573.1|DPSE
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC4805336|XP_015040567.2|DPSE
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC4816853|XP_033236671.1|DPSE
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC4817507|XP_033235898.1|DPSE
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC4817447|XP_001356589.4|DPSE
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC4801419|XP_001358515.3|DPSE
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC4818154|XP_001357360.1|DPSE
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC6902611|XP_033236187.1|DPSE
OG0006949	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL	LOC4817572|XP_001356977.2|DPSE
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC4816337|XP_001356290.2|DPSE
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC6903542|XP_033235441.1|DPSE
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC4800526|XP_001357791.3|DPSE
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC4812142|XP_001352514.3|DPSE
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC4816369|XP_001355891.4|DPSE
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC4800534|XP_001357798.2|DPSE
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC4816896|XP_001356824.3|DPSE
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC6902723|XP_002133237.2|DPSE
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC4803514|XP_001360227.2|DPSE
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC4814067|XP_001354249.2|DPSE
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC4817968|XP_001357431.3|DPSE
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC4817669|XP_001357057.4|DPSE
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC4816680|XP_001356159.1|DPSE
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC4816779|XP_033235787.1|DPSE
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC4817396|XP_001356314.4|DPSE
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC4817133|XP_001356899.3|DPSE
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC4816617|XP_001356031.1|DPSE
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC6898488|XP_002138530.2|DPSE
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC4803911|XP_015039430.2|DPSE
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC4813379|XP_001353639.1|DPSE
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC4800653|XP_001357886.2|DPSE
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC4817603|XP_001357005.2|DPSE
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC4811740|XP_015044347.1|DPSE
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC6903287|XP_002132469.2|DPSE
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC4817856|XP_001357290.2|DPSE
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC4816620|XP_001355962.3|DPSE
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC4817990|XP_001357227.3|DPSE
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC4803623|XP_001360312.4|DPSE
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC4817684|XP_001357070.1|DPSE
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC4817255|XP_015035814.2|DPSE
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC4817942|XP_001357179.2|DPSE
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC4816742|XP_001356141.4|DPSE
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC4816543|XP_033235335.1|DPSE
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC4817808|XP_001357092.2|DPSE
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC6903127|XP_015036305.1|DPSE
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC4816925|XP_001356617.5|DPSE
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC4817365|XP_001356572.1|DPSE
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC4803407|XP_001360154.1|DPSE
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC4817446|XP_033235171.1|DPSE
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC4816496|XP_001355885.1|DPSE
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC4818198|XP_015035605.2|DPSE
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC4801707|XP_001358754.5|DPSE
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC4816745|XP_015036581.2|DPSE
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC6902903|XP_033236209.1|DPSE
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC4816705|XP_001355922.3|DPSE
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC4817950|XP_001357338.3|DPSE
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC4817949|XP_001357337.1|DPSE
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC4804563|XP_001361104.3|DPSE
OG0006998	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL	LOC4802124|XP_001359105.3|DPSE
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC4817512|XP_001356930.1|DPSE
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC4817415|XP_001356443.3|DPSE
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC4804270|XP_001360852.2|DPSE
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC4816676|XP_015036837.2|DPSE
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC4803963|XP_015039512.1|DPSE
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC4816997|XP_001356622.2|DPSE
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC4817671|XP_015036433.1|DPSE
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC4818150|XP_015035252.2|DPSE
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC6901942|XP_002133476.2|DPSE
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC4817581|XP_001356985.3|DPSE
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC4811680|XP_001352265.2|DPSE
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC4817075|XP_033235685.1|DPSE
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC4801580|XP_001358650.2|DPSE
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC4817159|XP_015036118.2|DPSE
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC4817863|XP_015035273.2|DPSE
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC4818076|XP_015035280.2|DPSE
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC4816371|XP_033235900.1|DPSE
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC6903520|XP_015035466.2|DPSE
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC4816633|XP_015036739.2|DPSE
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC6902643|XP_015036734.1|DPSE
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC6903358|XP_002132239.3|DPSE
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC4818179|XP_033235790.1|DPSE
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC4817121|XP_001356672.3|DPSE
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC4811832|XP_001382208.1|DPSE
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC4803179|XP_001359962.2|DPSE
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC4815707|XP_001355707.2|DPSE
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC4817226|XP_001356434.4|DPSE
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC4817454|XP_001356825.2|DPSE
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC4817275|XP_033236669.1|DPSE
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC4815392|XP_001354995.2|DPSE
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC26532704|XP_033235515.1|DPSE
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC4812829|XP_001353506.1|DPSE
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC4816546|XP_001356197.3|DPSE
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC4816618|XP_033236369.1|DPSE
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC4814205|XP_001354323.3|DPSE
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC4813850|XP_001353310.3|DPSE
