Orthogroup	AEAL.longest_only	DSIM.longest_only
OG0005871	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL	LOC6725854|XP_002106850.1|DSIM
OG0005872	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL	LOC6729043|XP_016035696.1|DSIM
OG0005873	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL	LOC6728835|XP_002104169.2|DSIM
OG0005874	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL	LOC6740147|XP_016039449.1|DSIM
OG0005876	LOC109400174|XP_019528195.1|AEAL	LOC6725097|XP_039154095.1|DSIM
OG0005877	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL	LOC120284208|XP_016039568.1|DSIM
OG0005879	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL	LOC6740187|XP_016039884.1|DSIM
OG0005880	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL	LOC6739030|XP_016032868.1|DSIM
OG0005881	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL	LOC6738074|XP_016031900.1|DSIM
OG0005882	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL	LOC6726124|XP_016039625.1|DSIM
OG0005883	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL	LOC6734400|XP_016029664.1|DSIM
OG0005884	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL	LOC6738940|XP_002085735.1|DSIM
OG0005885	LOC109431310|XP_019563072.2|AEAL	LOC6737985|XP_002084800.1|DSIM
OG0005886	LOC109431288|XP_019563048.2|AEAL	LOC6738759|XP_016032568.2|DSIM
OG0005887	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL	LOC6738073|XP_016031899.2|DSIM
OG0005888	LOC109432009|XP_029724272.1|AEAL	LOC6739146|XP_039150139.1|DSIM
OG0005889	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL	LOC6737878|XP_016031656.1|DSIM
OG0005890	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL	LOC6739990|XP_039153857.1|DSIM
OG0005891	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL	LOC6737689|XP_016031457.1|DSIM
OG0005892	LOC109407702|XP_019536396.2|AEAL	LOC6737702|XP_016031480.1|DSIM
OG0005893	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL	LOC6738124|XP_002084937.1|DSIM
OG0005894	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL	LOC6738125|XP_002084938.1|DSIM
OG0005895	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL	LOC6738126|XP_002084939.1|DSIM
OG0005896	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL	LOC6738882|XP_016032707.1|DSIM
OG0005898	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL	LOC6726012|XP_016039386.1|DSIM
OG0005899	LOC115260866|XP_029718053.1|AEAL	LOC6733371|XP_016026284.1|DSIM
OG0005900	LOC115260379|XP_029717201.1|AEAL	LOC6740745|XP_002077537.2|DSIM
OG0005901	LOC109406493|XP_029713515.1|AEAL	LOC27206602|XP_039148270.1|DSIM
OG0005902	LOC109418761|XP_019548532.2|AEAL	LOC6734456|XP_002081475.2|DSIM
OG0005903	LOC109406496|XP_019535125.1|AEAL	LOC6728561|XP_016035196.2|DSIM
OG0005904	LOC109418764|XP_019548534.2|AEAL	LOC6729282|XP_002104602.1|DSIM
OG0005905	LOC109418769|XP_029713545.1|AEAL	LOC120284755|XP_039149322.1|DSIM, LOC6738764|XP_016032576.1|DSIM
OG0005906	LOC109418781|XP_029712993.1|AEAL	LOC27206210|XP_039150151.1|DSIM
OG0005907	LOC109403280|XP_029713011.1|AEAL	LOC6738781|XP_016032601.1|DSIM
OG0005908	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL	LOC6738224|XP_002085036.1|DSIM
OG0005909	LOC109418825|XP_019548604.2|AEAL	LOC6739040|XP_039149916.1|DSIM
OG0005910	LOC109405798|XP_019534400.1|AEAL	LOC6734719|XP_016027929.1|DSIM
OG0005911	LOC109418841|XP_019548621.2|AEAL	LOC6734720|XP_002081727.1|DSIM
OG0005912	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL	LOC6734724|XP_002081731.2|DSIM
OG0005913	LOC109420345|XP_019550214.2|AEAL	LOC6729138|XP_002104459.1|DSIM
OG0005914	LOC109401679|XP_019529811.2|AEAL	LOC27208851|XP_016027571.1|DSIM
OG0005915	LOC109401684|XP_019529818.2|AEAL	LOC6739431|XP_016027570.1|DSIM
OG0005916	LOC115257457|XP_029712913.1|AEAL	LOC6735486|XP_039147228.1|DSIM
OG0005917	LOC109420401|XP_019550275.2|AEAL	LOC6735224|XP_002082197.1|DSIM
OG0005918	LOC109420402|XP_019550276.2|AEAL	LOC6740012|XP_002076898.1|DSIM
OG0005919	LOC109402333|XP_019530544.2|AEAL	LOC6733739|XP_002080785.2|DSIM
OG0005920	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL	LOC6734674|XP_016027868.1|DSIM
OG0005921	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL	LOC6736406|XP_002083278.1|DSIM
OG0005922	LOC109399959|XP_019527972.2|AEAL	LOC6724887|XP_016037724.1|DSIM
OG0005923	LOC109403454|XP_019531830.1|AEAL	LOC6737757|XP_002084585.1|DSIM
OG0005924	LOC109433195|XP_019565148.2|AEAL	LOC6738004|XP_016031798.1|DSIM
OG0005925	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL	LOC6737880|XP_002084708.1|DSIM
OG0005926	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL	LOC6740019|XP_016038502.1|DSIM
OG0005927	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL	LOC6726863|XP_016033366.1|DSIM
OG0005928	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL	LOC27206580|XP_016038750.1|DSIM
OG0005929	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL	LOC6736397|XP_016029901.1|DSIM
OG0005930	LOC109424500|XP_019555214.2|AEAL	LOC6734030|XP_002081066.1|DSIM
OG0005931	LOC109422403|XP_029708331.1|AEAL	LOC6733240|XP_002080303.2|DSIM
OG0005932	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL	LOC27208827|XP_016029015.1|DSIM
OG0005933	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL	LOC6733621|XP_016026581.1|DSIM
OG0005934	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL	LOC6734538|XP_039148666.1|DSIM
OG0005935	LOC109424486|XP_029733680.1|AEAL	LOC6739144|XP_016033000.1|DSIM
OG0005936	LOC109424482|XP_019555175.2|AEAL	LOC6731290|XP_039154421.1|DSIM
OG0005937	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL	LOC6739142|XP_016032993.1|DSIM
OG0005938	LOC109422214|XP_029716832.1|AEAL	LOC6734834|XP_016028066.1|DSIM
OG0005939	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL	LOC6725949|XP_002106932.1|DSIM
OG0005940	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL	LOC6735594|XP_016028951.1|DSIM
OG0005941	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL	LOC6735942|XP_039148017.1|DSIM
OG0005943	LOC109424411|XP_029708133.1|AEAL	LOC6733232|XP_016026108.1|DSIM
OG0005944	LOC109422314|XP_019552547.2|AEAL	LOC6733236|XP_016026116.1|DSIM
OG0005945	LOC109424416|XP_019555062.2|AEAL	LOC6733915|XP_016026954.1|DSIM
OG0005946	LOC109422334|XP_029708140.1|AEAL	LOC6734202|XP_016027235.1|DSIM
OG0005947	LOC109422212|XP_029708141.1|AEAL	LOC6734796|XP_016028003.1|DSIM
OG0005948	LOC109415954|XP_019545468.2|AEAL	LOC6738656|XP_002085458.2|DSIM
OG0005949	LOC109418710|XP_019548495.1|AEAL	LOC6739039|XP_002085834.3|DSIM
OG0005950	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL	LOC6731945|XP_016024612.1|DSIM
OG0005952	LOC109418673|XP_029719583.1|AEAL	LOC6731944|XP_016024610.1|DSIM
OG0005953	LOC109418671|XP_019548430.2|AEAL	LOC6733046|XP_002080124.1|DSIM
OG0005954	LOC109414787|XP_029719582.1|AEAL	LOC6733050|XP_016025733.1|DSIM
OG0005955	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL	LOC6728764|XP_002104099.2|DSIM
OG0005956	LOC109413135|XP_029713064.1|AEAL	LOC6734951|XP_016028254.1|DSIM
OG0005957	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL	LOC6729430|XP_002104741.1|DSIM
OG0005958	LOC109413133|XP_019542400.2|AEAL	LOC6729678|XP_002104984.2|DSIM
OG0005959	LOC109418555|XP_019548308.1|AEAL	LOC6731683|XP_002078823.1|DSIM
OG0005960	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL	LOC6726390|XP_039153523.1|DSIM
OG0005961	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL	LOC6734727|XP_016027936.1|DSIM
OG0005962	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL	LOC6735364|XP_016028694.1|DSIM
OG0005963	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL	LOC6731982|XP_039150484.1|DSIM
OG0005964	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL	LOC6735612|XP_016028971.1|DSIM
OG0005965	LOC109418501|XP_019548247.2|AEAL	LOC6733780|XP_002080824.2|DSIM
OG0005966	LOC109413065|XP_029713281.1|AEAL	LOC6734130|XP_016027144.1|DSIM
OG0005967	LOC109431049|XP_019562730.1|AEAL	LOC6735355|XP_016028688.1|DSIM
OG0005968	LOC109431047|XP_019562725.2|AEAL	LOC6735351|XP_016028684.1|DSIM
OG0005969	LOC109431036|XP_029721497.1|AEAL	LOC6739503|XP_016029340.2|DSIM
OG0005970	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL	LOC27206291|XP_016031358.1|DSIM
OG0005971	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL	LOC6734381|XP_002081402.1|DSIM
OG0005972	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL	LOC6738844|XP_002085644.1|DSIM
OG0005973	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL	LOC6738756|XP_002085556.1|DSIM
OG0005974	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL	LOC6738833|XP_016032648.1|DSIM
OG0005975	LOC109413565|XP_019542796.2|AEAL	LOC6738843|XP_002085643.1|DSIM
OG0005977	LOC109413570|XP_019542801.1|AEAL	LOC6735416|XP_039147358.1|DSIM
OG0005978	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL	LOC6734865|XP_002081866.2|DSIM
OG0005979	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL	LOC6734265|XP_016027317.1|DSIM
OG0005980	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL	LOC6733365|XP_002080422.1|DSIM
OG0005981	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL	LOC6725716|XP_016038983.1|DSIM
OG0005982	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL	LOC6733374|XP_002080431.2|DSIM
OG0005983	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL	LOC27208604|XP_039153967.1|DSIM
OG0005984	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL	LOC6726215|XP_039152342.1|DSIM
OG0005985	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL	LOC6725647|XP_039152418.1|DSIM
OG0005986	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL	LOC6726307|XP_002107268.1|DSIM
OG0005987	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL	LOC6725585|XP_016038781.1|DSIM
OG0005988	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL	LOC6734048|XP_039147497.1|DSIM
OG0005989	LOC109401152|XP_019931319.1|AEAL	LOC6734359|XP_016027436.1|DSIM
OG0005990	LOC109401151|XP_019529172.2|AEAL	LOC6735063|XP_016028350.1|DSIM
OG0005991	LOC109401160|XP_019529179.1|AEAL	LOC27208705|XP_016026576.1|DSIM
OG0005992	LOC109401156|XP_019529174.2|AEAL	LOC6737558|XP_002084391.2|DSIM
OG0005993	LOC109401157|XP_029712135.1|AEAL	LOC6737560|XP_016031350.1|DSIM
OG0005994	LOC109401167|XP_019529192.1|AEAL	LOC6739009|XP_016032837.1|DSIM
OG0005995	LOC109623256|XP_029712134.1|AEAL	LOC6738847|XP_002085647.1|DSIM
OG0005996	LOC109401143|XP_019529168.1|AEAL	LOC6739036|XP_002085831.1|DSIM
OG0005997	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL	LOC6733921|XP_002080965.2|DSIM
OG0005998	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL	LOC6738113|XP_002084927.1|DSIM
OG0005999	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL	LOC6734432|XP_002081452.1|DSIM
OG0006000	LOC109426924|XP_019558029.2|AEAL	LOC6734828|XP_039148500.1|DSIM
OG0006001	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL	LOC6736881|XP_016030523.1|DSIM
OG0006002	LOC109623351|XP_019933453.2|AEAL	LOC6735952|XP_016029308.1|DSIM
OG0006003	LOC109427043|XP_019558137.1|AEAL	LOC6738091|XP_016031908.1|DSIM
OG0006004	LOC109401606|XP_019529727.2|AEAL	LOC27206455|XP_039151325.1|DSIM
OG0006006	LOC109424734|XP_019555465.2|AEAL	LOC6735497|XP_002082436.1|DSIM
OG0006007	LOC109424722|XP_029721098.1|AEAL	LOC6733219|XP_002080282.1|DSIM
OG0006008	LOC109424719|XP_029721099.1|AEAL	LOC6730802|XP_016023220.1|DSIM
OG0006009	LOC109424714|XP_029721104.1|AEAL	LOC6738872|XP_016032690.1|DSIM
OG0006010	LOC109424682|XP_029721116.1|AEAL	LOC6739020|XP_039148930.1|DSIM
OG0006011	LOC109424681|XP_019555391.2|AEAL	LOC6736207|XP_016029648.1|DSIM
OG0006012	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL	LOC6737670|XP_039149890.1|DSIM
OG0006013	LOC109412033|XP_029721014.1|AEAL	LOC6734239|XP_039148814.1|DSIM
OG0006014	LOC109412042|XP_019541229.2|AEAL	LOC6737972|XP_016031725.1|DSIM
OG0006015	LOC109412048|XP_019541236.1|AEAL	LOC6734581|XP_002081589.1|DSIM
OG0006016	LOC109424657|XP_019555372.2|AEAL	LOC6733617|XP_039147569.1|DSIM
OG0006017	LOC109412056|XP_019541246.2|AEAL	LOC6739404|XP_002076309.2|DSIM
OG0006018	LOC109412058|XP_019541248.1|AEAL	LOC6735217|XP_002082190.2|DSIM
OG0006019	LOC109412061|XP_019541254.2|AEAL	LOC27207932|XP_016028969.2|DSIM
OG0006020	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL	LOC6738858|XP_002085658.2|DSIM
OG0006021	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL	LOC6737864|XP_002084692.1|DSIM
OG0006022	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL	LOC6732203|XP_002079332.2|DSIM
OG0006023	LOC109421944|XP_029720925.1|AEAL	LOC6729652|XP_016036293.1|DSIM
OG0006024	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL	LOC6726141|XP_039153585.1|DSIM
OG0006025	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL	LOC6734109|XP_016027116.1|DSIM
OG0006026	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL	LOC6729118|XP_016035763.1|DSIM
OG0006027	LOC109432670|XP_029730759.1|AEAL	LOC6734322|XP_016027392.1|DSIM
OG0006028	LOC115267731|XP_029730785.1|AEAL	LOC6734468|XP_016027592.1|DSIM
OG0006029	LOC109428956|XP_029730788.1|AEAL	LOC6733614|XP_002080668.1|DSIM
OG0006030	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL	LOC6729451|XP_002104762.1|DSIM
OG0006031	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL	LOC6734081|XP_002081116.1|DSIM
OG0006032	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL	LOC6726576|XP_039153804.1|DSIM
OG0006033	LOC109428930|XP_019560315.2|AEAL	LOC6739409|XP_002076314.1|DSIM
OG0006034	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL	LOC6727275|XP_016033795.1|DSIM
OG0006035	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL	LOC6727907|XP_002103262.1|DSIM
OG0006036	LOC109414915|XP_019544311.2|AEAL	LOC6731650|XP_002078790.2|DSIM
OG0006037	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL	LOC6734525|XP_002081534.1|DSIM
OG0006038	LOC109428901|XP_019560282.2|AEAL	LOC6726884|XP_002102286.1|DSIM
OG0006039	LOC109428893|XP_029715550.1|AEAL	LOC6733213|XP_016026089.1|DSIM
OG0006040	LOC109428880|XP_019560263.2|AEAL	LOC6734374|XP_016027452.1|DSIM
OG0006041	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL	LOC6725332|XP_002106349.2|DSIM
OG0006042	LOC109416894|XP_029730889.1|AEAL	LOC6734641|XP_039148123.1|DSIM
OG0006043	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL	LOC6738531|XP_016032375.1|DSIM
OG0006044	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL	LOC6724824|XP_016037610.1|DSIM
OG0006045	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL	LOC6733193|XP_002080269.2|DSIM
OG0006046	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL	LOC6734853|XP_016028107.1|DSIM
OG0006047	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL	LOC6738014|XP_002084829.1|DSIM
OG0006048	LOC109397145|XP_019525030.2|AEAL	LOC6737678|XP_002084510.2|DSIM
OG0006049	LOC109397161|XP_019525043.2|AEAL	LOC6725930|XP_002106914.1|DSIM
OG0006050	LOC109397123|XP_019525004.2|AEAL	LOC6730336|XP_016037103.1|DSIM
OG0006051	LOC109432316|XP_019564201.1|AEAL	LOC6740083|XP_002076966.1|DSIM
OG0006052	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL	LOC6736169|XP_016029588.1|DSIM
OG0006053	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL	LOC27206239|XP_016030963.1|DSIM
OG0006054	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL	LOC6740394|XP_016037216.1|DSIM
OG0006055	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL	LOC6728364|XP_016034983.1|DSIM
OG0006056	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL	LOC6734642|XP_002081649.1|DSIM
OG0006057	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL	LOC6736319|XP_016029794.1|DSIM
OG0006058	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL	LOC6727518|XP_016034101.1|DSIM
OG0006059	LOC109409885|XP_029731075.1|AEAL	LOC6737870|XP_016031638.1|DSIM
OG0006060	LOC109409886|XP_019538947.2|AEAL	LOC6737871|XP_016031641.1|DSIM
OG0006061	LOC109409901|XP_019538963.2|AEAL	LOC6740278|XP_016040266.1|DSIM
OG0006062	LOC109399072|XP_019527042.1|AEAL	LOC6728544|XP_002103889.1|DSIM
OG0006063	LOC109399134|XP_019527117.2|AEAL	LOC6731708|XP_002078843.2|DSIM
OG0006064	LOC109399094|XP_019527070.2|AEAL	LOC6734451|XP_002081470.1|DSIM
OG0006065	LOC109409911|XP_019538977.2|AEAL	LOC6736486|XP_002083356.2|DSIM
OG0006066	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL	LOC6733369|XP_016026283.1|DSIM
OG0006067	LOC109399084|XP_029731093.1|AEAL	LOC6733605|XP_039148606.1|DSIM
OG0006068	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL	LOC27206595|XP_016040070.1|DSIM
OG0006069	LOC109399634|XP_029731142.1|AEAL	LOC6738515|XP_016032361.1|DSIM
OG0006071	LOC109399594|XP_029731143.1|AEAL	LOC6729879|XP_002105182.2|DSIM
OG0006072	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL	LOC6736484|XP_002083354.1|DSIM
OG0006073	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL	LOC6736269|XP_002083153.1|DSIM
OG0006074	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL	LOC6725725|XP_039153831.1|DSIM
OG0006075	LOC115267841|XP_029731192.1|AEAL	LOC27206764|XP_016038453.1|DSIM
OG0006076	LOC109398945|XP_029731205.1|AEAL	LOC6734545|XP_016027662.1|DSIM
OG0006077	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL	LOC6738727|XP_039149090.1|DSIM
OG0006078	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL	LOC6738728|XP_002085529.1|DSIM
OG0006079	LOC109401928|XP_029731263.1|AEAL	LOC6738905|XP_016032728.1|DSIM
OG0006080	LOC109399659|XP_019527699.2|AEAL	LOC6738229|XP_039149058.1|DSIM
OG0006081	LOC109421146|XP_019551183.2|AEAL	LOC6733730|XP_016026701.1|DSIM
OG0006082	LOC109410554|XP_029731278.1|AEAL	LOC6733732|XP_016026702.1|DSIM
OG0006083	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL	LOC6738615|XP_016032457.1|DSIM
OG0006084	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL	LOC6738203|XP_016032031.1|DSIM
OG0006085	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL	LOC6739025|XP_002085820.1|DSIM
OG0006086	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL	LOC6739029|XP_016032866.1|DSIM
OG0006087	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL	LOC6734852|XP_016028105.1|DSIM
OG0006088	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL	LOC6738519|XP_002085325.3|DSIM
OG0006089	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL	LOC6739985|XP_002076873.2|DSIM
OG0006090	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL	LOC6738326|XP_016032173.1|DSIM
OG0006091	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL	LOC6737473|XP_016031262.2|DSIM
OG0006092	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL	LOC27207710|XP_016039674.1|DSIM
OG0006093	LOC109426481|XP_019557547.2|AEAL	LOC6733782|XP_002080826.1|DSIM
OG0006094	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL	LOC6737717|XP_016031491.1|DSIM
OG0006095	LOC109403958|XP_019532390.2|AEAL	LOC27206699|XP_016026621.2|DSIM
OG0006096	LOC109426375|XP_019557393.2|AEAL	LOC6734499|XP_016027624.1|DSIM
OG0006097	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL	LOC6738583|XP_016032430.1|DSIM
OG0006098	LOC109622243|XP_019932054.2|AEAL	LOC6730415|XP_002077596.1|DSIM
OG0006099	LOC109622293|XP_029731502.1|AEAL	LOC6734567|XP_016027680.1|DSIM
OG0006100	LOC109431589|XP_019563371.2|AEAL	LOC6735802|XP_016029185.1|DSIM
OG0006101	LOC109622232|XP_019932034.2|AEAL	LOC6731805|XP_002078940.1|DSIM
OG0006102	LOC109431570|XP_029731514.1|AEAL	LOC27207779|XP_016028611.1|DSIM
OG0006103	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL	LOC6725636|XP_016038853.1|DSIM
OG0006104	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL	LOC6725355|XP_002106372.1|DSIM
OG0006105	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL	LOC6725354|XP_002106371.3|DSIM
OG0006106	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL	LOC6739062|XP_016032893.1|DSIM
OG0006107	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL	LOC6735491|XP_016028830.1|DSIM
OG0006108	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL	LOC6739905|XP_016037646.1|DSIM
