Orthogroup	AEAL.longest_only	DBIA.longest_only
OG0005755	LOC109408415|XP_019537276.2|AEAL, LOC109401055|XP_029734997.1|AEAL	LOC108026918|XP_016953618.1|DBIA
OG0005756	LOC109408497|XP_029717133.1|AEAL, LOC109432410|XP_019564300.2|AEAL	LOC108024607|XP_016950112.1|DBIA
OG0005757	LOC109408493|XP_029736035.1|AEAL, LOC109424111|XP_019554757.1|AEAL	LOC108031857|XP_016961100.1|DBIA
OG0005758	LOC109416273|XP_029736067.1|AEAL, LOC109424103|XP_029718223.1|AEAL	LOC108032892|XP_016962417.1|DBIA
OG0005759	LOC109416290|XP_029736090.1|AEAL	LOC108031536|XP_016960561.1|DBIA
OG0005760	LOC109424060|XP_019554681.2|AEAL	LOC108025334|XP_016951252.1|DBIA
OG0005761	LOC109426214|XP_019557207.2|AEAL	LOC108031638|XP_016960742.1|DBIA
OG0005762	LOC109426215|XP_019557208.2|AEAL	LOC108027286|XP_016954164.1|DBIA
OG0005763	LOC109424049|XP_019554662.1|AEAL	LOC108030162|XP_016958381.1|DBIA
OG0005764	LOC115266040|XP_029727729.1|AEAL, LOC109426230|XP_019557236.1|AEAL	LOC108027171|XP_016953942.1|DBIA
OG0005765	LOC115253785|XP_029727713.1|AEAL, LOC109424040|XP_029727711.1|AEAL	LOC108027166|XP_016953918.1|DBIA
OG0005766	LOC109424037|XP_029727694.1|AEAL	LOC108025200|XP_016951009.1|DBIA
OG0005767	LOC109424032|XP_029727697.1|AEAL	LOC108031631|XP_016960725.1|DBIA
OG0005768	LOC109416409|XP_019546017.2|AEAL, LOC109424014|XP_029727765.1|AEAL	LOC108023333|XP_016948148.1|DBIA
OG0005769	LOC109431793|XP_029727841.1|AEAL, LOC109431870|XP_029730487.1|AEAL	LOC108027200|XP_016953996.1|DBIA
OG0005770	LOC109431790|XP_029727871.1|AEAL, LOC115266080|XP_029727851.1|AEAL	LOC108026183|XP_016952461.1|DBIA
OG0005771	LOC109431791|XP_019563601.2|AEAL	LOC108025250|XP_016951091.1|DBIA
OG0005772	LOC109431881|XP_019563691.2|AEAL, LOC109422747|XP_019553171.2|AEAL	LOC108031629|XP_016960723.1|DBIA
OG0005773	LOC109431875|XP_019563687.2|AEAL, LOC109422745|XP_029712668.1|AEAL	LOC108026067|XP_016952251.1|DBIA
OG0005774	LOC109431891|XP_019563698.1|AEAL, LOC109422738|XP_019553163.1|AEAL	LOC108024525|XP_016949977.1|DBIA
OG0005775	LOC109422733|XP_019553157.1|AEAL, LOC109412298|XP_019541481.1|AEAL	LOC108028021|XP_016955146.1|DBIA
OG0005776	LOC109422720|XP_019553133.2|AEAL, LOC109412308|XP_029729844.1|AEAL	LOC108035670|XP_016966866.1|DBIA
OG0005777	LOC115266146|XP_029727968.1|AEAL, LOC109412345|XP_019541533.2|AEAL	LOC108034237|XP_016964575.1|DBIA
OG0005778	LOC115266097|XP_029727883.1|AEAL, LOC109422692|XP_029736384.1|AEAL, LOC115266111|XP_029727929.1|AEAL, LOC115260992|XP_029718222.1|AEAL, LOC109412335|XP_029727932.1|AEAL, LOC115264199|XP_029723537.1|AEAL	LOC108031425|XP_016960315.1|DBIA
OG0005779	LOC115254267|XP_029736393.1|AEAL, LOC109401124|XP_029733154.1|AEAL, LOC109422675|XP_029727945.1|AEAL	LOC108026237|XP_016952561.1|DBIA
OG0005780	LOC109422674|XP_029727946.1|AEAL, LOC109422535|XP_029736392.1|AEAL	LOC108035316|XP_016966378.1|DBIA
OG0005781	LOC109422670|XP_019553074.1|AEAL, LOC109401135|XP_029716940.1|AEAL	LOC108028112|XP_016955250.1|DBIA
OG0005782	LOC115260171|XP_029716939.1|AEAL, LOC109401118|XP_019529143.2|AEAL	LOC108028560|XP_016955955.1|DBIA
OG0005783	LOC109422531|XP_029716930.1|AEAL, LOC115271084|XP_029736409.1|AEAL	LOC108036670|XP_016968441.1|DBIA
OG0005784	LOC109422641|XP_029716781.1|AEAL, LOC109402798|XP_029736424.1|AEAL	LOC108025441|XP_016951425.1|DBIA
OG0005785	LOC109402771|XP_029716775.1|AEAL, LOC109422639|XP_029736431.1|AEAL	LOC108025371|XP_016951320.1|DBIA
OG0005786	LOC109402775|XP_029736436.1|AEAL, LOC109422638|XP_029736383.1|AEAL	LOC108031588|XP_016960646.1|DBIA
OG0005787	LOC109422633|XP_029736377.1|AEAL, LOC109402845|XP_029736437.1|AEAL	LOC108032919|XP_016962472.1|DBIA
OG0005788	LOC115262362|XP_029720621.1|AEAL, LOC109402804|XP_029712263.1|AEAL	LOC108036528|XP_016968235.1|DBIA
OG0005789	LOC109422592|XP_019552941.1|AEAL, LOC109402850|XP_019531135.1|AEAL	LOC108036865|XP_016968731.1|DBIA
OG0005790	LOC109422590|XP_029712185.1|AEAL, LOC109402835|XP_019531114.2|AEAL	LOC108025249|XP_016951090.1|DBIA
OG0005791	LOC109402831|XP_029712160.1|AEAL, LOC109422589|XP_019552936.2|AEAL	LOC108031953|XP_016961229.1|DBIA
OG0005792	LOC109422585|XP_029712244.1|AEAL, LOC109402793|XP_019531053.2|AEAL	LOC108031954|XP_016961231.1|DBIA
OG0005793	LOC109422583|XP_029712163.1|AEAL	LOC108026274|XP_016952625.1|DBIA
OG0005795	LOC109401786|XP_029718419.1|AEAL, LOC115261213|XP_029718426.1|AEAL	LOC108024146|XP_016949427.1|DBIA
OG0005796	LOC109401765|XP_029718427.1|AEAL, LOC109406133|XP_029718421.1|AEAL	LOC108028018|XP_016955140.1|DBIA
OG0005797	LOC109401773|XP_019529929.2|AEAL	LOC108034945|XP_016965713.1|DBIA
OG0005798	LOC109406138|XP_029718430.1|AEAL	LOC108024579|XP_016950067.1|DBIA
OG0005799	LOC109406136|XP_019529921.2|AEAL	LOC108031472|XP_016960417.1|DBIA
OG0005800	LOC109401782|XP_019529942.2|AEAL	LOC108031491|XP_016960473.1|DBIA
OG0005801	LOC109401778|XP_029718440.1|AEAL	LOC108031490|XP_016960472.1|DBIA
OG0005802	LOC115261221|XP_029718455.1|AEAL	LOC108026224|XP_016952545.1|DBIA
OG0005803	LOC109398931|XP_029718528.1|AEAL, LOC109403725|XP_029718521.1|AEAL	LOC108024546|XP_016950009.1|DBIA
OG0005804	LOC109398940|XP_019526943.2|AEAL	LOC108024856|XP_016950487.1|DBIA
OG0005805	LOC109403714|XP_019532118.2|AEAL	LOC108022837|XP_016947497.1|DBIA
OG0005806	LOC109433441|XP_029718577.1|AEAL, LOC115260393|XP_029717213.1|AEAL	LOC108026008|XP_016952187.1|DBIA
OG0005807	LOC109433404|XP_019565380.2|AEAL	LOC108026111|XP_016952300.1|DBIA
OG0005808	LOC109403259|XP_019531587.2|AEAL	LOC108025829|XP_016951978.1|DBIA
OG0005809	LOC109413059|XP_019542275.2|AEAL, LOC115254066|XP_029718618.1|AEAL	LOC108028605|XP_016956017.1|DBIA
OG0005810	LOC109403285|XP_019531637.1|AEAL, LOC109415064|XP_019544466.1|AEAL	LOC108031719|XP_016960877.1|DBIA
OG0005811	LOC109403286|XP_029718640.1|AEAL, LOC109415065|XP_019544467.2|AEAL	LOC108031720|XP_016960878.1|DBIA
OG0005812	LOC109415072|XP_019544485.1|AEAL	LOC108032097|XP_016961414.1|DBIA
OG0005813	LOC109415076|XP_019544494.2|AEAL	LOC108031059|XP_016959754.1|DBIA
OG0005814	LOC109414128|XP_029718672.1|AEAL	LOC108027392|XP_016954317.1|DBIA
OG0005815	LOC109414129|XP_029718673.1|AEAL	LOC108030159|XP_016958378.1|DBIA
OG0005816	LOC109414141|XP_029718688.1|AEAL, LOC109417340|XP_029709956.1|AEAL	LOC108023860|XP_016949003.1|DBIA
OG0005817	LOC109398867|XP_029709974.1|AEAL, LOC109417346|XP_019546997.2|AEAL	LOC108031628|XP_016960722.1|DBIA
OG0005818	LOC109398893|XP_029716801.1|AEAL, LOC115261355|XP_029718726.1|AEAL	LOC108025394|XP_016951359.1|DBIA
OG0005819	LOC109398870|XP_019526861.2|AEAL, LOC109429215|XP_019560658.2|AEAL	LOC108027368|XP_016954280.1|DBIA
OG0005820	LOC109429213|XP_019560648.2|AEAL, LOC115261342|XP_029718655.1|AEAL	LOC108027369|XP_016954281.1|DBIA
OG0005821	LOC109429202|XP_019560636.1|AEAL, LOC115269340|XP_029733855.1|AEAL	LOC108027394|XP_016954319.1|DBIA
OG0005822	LOC109429201|XP_019560634.1|AEAL, LOC109398849|XP_019526835.2|AEAL	LOC108034307|XP_016964666.1|DBIA
OG0005823	LOC109429199|XP_019560632.2|AEAL, LOC115269341|XP_029733856.1|AEAL	LOC108023697|XP_016948812.1|DBIA
OG0005824	LOC109398877|XP_019526869.2|AEAL	LOC108031683|XP_016960817.1|DBIA
OG0005825	LOC109429187|XP_029718777.1|AEAL, LOC109398834|XP_029718812.1|AEAL	LOC108028104|XP_016955240.1|DBIA
OG0005826	LOC109398869|XP_019526859.1|AEAL, LOC109429184|XP_019560612.1|AEAL	LOC108031821|XP_016961433.1|DBIA
OG0005827	LOC109398801|XP_029718779.1|AEAL, LOC109429182|XP_019560610.2|AEAL	LOC108026011|XP_016952191.1|DBIA
OG0005828	LOC115254064|XP_029718366.1|AEAL, LOC109398804|XP_019526763.1|AEAL	LOC108028368|XP_016955646.1|DBIA
OG0005829	LOC109398798|XP_029718784.1|AEAL, LOC109429177|XP_019560598.2|AEAL	LOC108031813|XP_016961029.1|DBIA
OG0005830	LOC109398830|XP_029730080.1|AEAL, LOC109429151|XP_029718850.1|AEAL	LOC108035161|XP_016966106.1|DBIA
OG0005831	LOC109409025|XP_019537985.2|AEAL, LOC109429145|XP_019560540.2|AEAL	LOC108034572|XP_016964991.1|DBIA
OG0005832	LOC109429144|XP_029718851.1|AEAL, LOC109409024|XP_029730076.1|AEAL	LOC108035699|XP_016966909.1|DBIA
OG0005833	LOC115253678|XP_029718871.1|AEAL	LOC108034853|XP_016965490.1|DBIA
OG0005834	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL	LOC108034859|XP_016965499.1|DBIA
OG0005835	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL	LOC108035694|XP_016966902.1|DBIA
OG0005836	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL	LOC108035595|XP_016966759.1|DBIA
OG0005837	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL	LOC108026267|XP_016952616.1|DBIA
OG0005838	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL	LOC108025449|XP_016951436.1|DBIA
OG0005839	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL	LOC108027856|XP_016954945.1|DBIA
OG0005840	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL	LOC108025602|XP_016951629.1|DBIA
OG0005841	LOC109427199|XP_029714107.1|AEAL	LOC108027142|XP_016953850.1|DBIA
OG0005842	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL	LOC108023747|XP_016948875.1|DBIA
OG0005843	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL	LOC108035424|XP_016966541.1|DBIA
OG0005844	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL	LOC108035911|XP_016967171.1|DBIA
OG0005845	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL	LOC108032894|XP_016962419.1|DBIA
OG0005846	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL	LOC108031374|XP_016960197.1|DBIA
OG0005847	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL	LOC108031752|XP_016960945.1|DBIA
OG0005848	LOC109428128|XP_029717174.1|AEAL	LOC108025787|XP_016951902.1|DBIA
OG0005849	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL	LOC108026293|XP_016952664.1|DBIA
OG0005850	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL	LOC108025731|XP_016951799.1|DBIA
OG0005851	LOC109404496|XP_019532934.2|AEAL	LOC108033959|XP_016964153.1|DBIA
OG0005852	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL	LOC108024836|XP_016950459.1|DBIA
OG0005853	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL	LOC108023220|XP_016947979.1|DBIA
OG0005854	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL	LOC108031474|XP_016960424.1|DBIA
OG0005855	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL	LOC108023639|XP_016948744.1|DBIA
OG0005856	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL	LOC108025745|XP_016951822.1|DBIA
OG0005857	LOC109432824|XP_019564713.1|AEAL	LOC108031351|XP_016960105.1|DBIA
OG0005858	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL	LOC108031587|XP_016960645.1|DBIA
OG0005859	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL	LOC108029272|XP_016956960.1|DBIA
OG0005860	LOC109406269|XP_019534893.1|AEAL	LOC108027239|XP_016954062.1|DBIA
OG0005861	LOC109406727|XP_029719589.1|AEAL	LOC108023863|XP_016949009.1|DBIA
OG0005862	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL	LOC108029359|XP_016957070.1|DBIA
OG0005863	LOC109406736|XP_019535325.2|AEAL	LOC108022938|XP_016947640.1|DBIA
OG0005864	LOC109406735|XP_019535324.1|AEAL	LOC108032069|XP_016961376.1|DBIA
OG0005865	LOC109417151|XP_019546822.2|AEAL	LOC108031412|XP_016960301.1|DBIA
OG0005866	LOC109411968|XP_019541178.2|AEAL	LOC108030458|XP_016958840.1|DBIA
OG0005867	LOC109424550|XP_029714375.1|AEAL	LOC108033287|XP_016963042.1|DBIA
OG0005868	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL	LOC108022962|XP_016947671.1|DBIA
OG0005869	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL	LOC108021980|XP_016946309.1|DBIA
OG0005870	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL	LOC108023627|XP_016948727.1|DBIA
OG0005871	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL	LOC108036518|XP_016968216.1|DBIA
OG0005872	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL	LOC108031571|XP_016960617.1|DBIA
OG0005873	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL	LOC108031582|XP_016960640.1|DBIA
OG0005874	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL	LOC108033125|XP_016962830.1|DBIA
OG0005876	LOC109400174|XP_019528195.1|AEAL	LOC108021964|XP_016946285.1|DBIA
OG0005877	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL	LOC108025780|XP_016951884.1|DBIA
OG0005878	LOC109407867|XP_029724136.1|AEAL	LOC108028612|XP_016956059.1|DBIA
OG0005879	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL	LOC108023725|XP_016948850.1|DBIA
OG0005880	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL	LOC108030844|XP_016959468.1|DBIA
OG0005881	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL	LOC108034598|XP_016965020.1|DBIA
OG0005882	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL	LOC108025858|XP_016952014.1|DBIA
OG0005883	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL	LOC108028973|XP_016956505.1|DBIA
OG0005884	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL	LOC108028669|XP_016956091.1|DBIA
OG0005885	LOC109431310|XP_019563072.2|AEAL	LOC108035606|XP_016966775.1|DBIA
OG0005886	LOC109431288|XP_019563048.2|AEAL	LOC108034481|XP_016964872.1|DBIA
OG0005887	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL	LOC108034994|XP_016965820.1|DBIA
OG0005888	LOC109432009|XP_029724272.1|AEAL	LOC108030794|XP_016959360.1|DBIA
OG0005889	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL	LOC108035937|XP_016967219.1|DBIA
OG0005890	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL	LOC108024243|XP_016949613.1|DBIA
OG0005891	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL	LOC108030677|XP_016959195.1|DBIA
OG0005892	LOC109407702|XP_019536396.2|AEAL	LOC108030626|XP_016959118.1|DBIA
OG0005893	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL	LOC108030643|XP_016959146.1|DBIA
OG0005894	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL	LOC108030644|XP_016959147.1|DBIA
OG0005895	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL	LOC108030647|XP_016959148.1|DBIA
OG0005896	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL	LOC108028689|XP_016956122.1|DBIA
OG0005898	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL	LOC108026570|XP_016953014.1|DBIA
OG0005899	LOC115260866|XP_029718053.1|AEAL	LOC108030238|XP_016958531.1|DBIA
OG0005900	LOC115260379|XP_029717201.1|AEAL	LOC108028956|XP_016956484.1|DBIA
OG0005901	LOC109406493|XP_029713515.1|AEAL	LOC108022719|XP_016947293.1|DBIA
OG0005902	LOC109418761|XP_019548532.2|AEAL	LOC108036649|XP_016968418.1|DBIA
OG0005903	LOC109406496|XP_019535125.1|AEAL	LOC108024398|XP_016949797.1|DBIA
OG0005904	LOC109418764|XP_019548534.2|AEAL	LOC108024790|XP_016950398.1|DBIA
OG0005905	LOC109418769|XP_029713545.1|AEAL	LOC108028485|XP_016955837.1|DBIA
OG0005906	LOC109418781|XP_029712993.1|AEAL	LOC108035905|XP_016967160.1|DBIA
OG0005907	LOC109403280|XP_029713011.1|AEAL	LOC108028278|XP_016955472.1|DBIA
OG0005908	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL	LOC108030563|XP_016958950.1|DBIA
OG0005909	LOC109418825|XP_019548604.2|AEAL	LOC108030884|XP_016959533.1|DBIA
OG0005910	LOC109405798|XP_019534400.1|AEAL	LOC108022820|XP_016947450.1|DBIA
OG0005911	LOC109418841|XP_019548621.2|AEAL	LOC108022821|XP_016947451.1|DBIA
OG0005912	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL	LOC108022711|XP_016947274.1|DBIA
OG0005913	LOC109420345|XP_019550214.2|AEAL	LOC108031526|XP_016960543.1|DBIA
OG0005914	LOC109401679|XP_019529811.2|AEAL	LOC108036222|XP_016967702.1|DBIA
OG0005915	LOC109401684|XP_019529818.2|AEAL	LOC108036471|XP_016968136.1|DBIA
OG0005916	LOC115257457|XP_029712913.1|AEAL	LOC108022849|XP_016947510.1|DBIA
OG0005917	LOC109420401|XP_019550275.2|AEAL	LOC108030443|XP_016958824.1|DBIA
OG0005918	LOC109420402|XP_019550276.2|AEAL	LOC108023800|XP_016948930.1|DBIA
OG0005919	LOC109402333|XP_019530544.2|AEAL	LOC108036319|XP_016967821.1|DBIA
OG0005920	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL	LOC108030146|XP_016958351.1|DBIA
OG0005921	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL	LOC108034801|XP_016965291.1|DBIA
OG0005922	LOC109399959|XP_019527972.2|AEAL	LOC108023423|XP_016948398.1|DBIA
OG0005923	LOC109403454|XP_019531830.1|AEAL	LOC108035637|XP_016966829.1|DBIA
OG0005924	LOC109433195|XP_019565148.2|AEAL	LOC108035644|XP_016966838.1|DBIA
OG0005925	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL	LOC108035961|XP_016967263.1|DBIA
OG0005926	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL	LOC108023913|XP_016949087.1|DBIA
OG0005927	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL	LOC108027356|XP_016954267.1|DBIA
OG0005928	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL	LOC108027587|XP_016954590.1|DBIA
OG0005929	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL	LOC108035666|XP_016966863.1|DBIA
OG0005930	LOC109424500|XP_019555214.2|AEAL	LOC108030083|XP_016958210.1|DBIA
OG0005931	LOC109422403|XP_029708331.1|AEAL	LOC108030414|XP_016958788.1|DBIA
OG0005932	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL	LOC108022745|XP_016947325.1|DBIA
OG0005933	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL	LOC108029601|XP_016957463.1|DBIA
OG0005934	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL	LOC108022784|XP_016947397.1|DBIA
OG0005935	LOC109424486|XP_029733680.1|AEAL	LOC108030822|XP_016959425.1|DBIA
OG0005936	LOC109424482|XP_019555175.2|AEAL	LOC108034292|XP_016964642.1|DBIA
OG0005937	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL	LOC108030808|XP_016959392.1|DBIA
OG0005938	LOC109422214|XP_029716832.1|AEAL	LOC108036496|XP_016968178.1|DBIA
OG0005939	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL	LOC108025922|XP_016952101.1|DBIA
OG0005940	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL	LOC108022626|XP_016947160.1|DBIA
OG0005941	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL	LOC108026845|XP_016953512.1|DBIA
OG0005943	LOC109424411|XP_029708133.1|AEAL	LOC108030114|XP_016958299.1|DBIA
OG0005944	LOC109422314|XP_019552547.2|AEAL	LOC108030372|XP_016958731.1|DBIA
OG0005945	LOC109424416|XP_019555062.2|AEAL	LOC108036552|XP_016968275.1|DBIA
OG0005946	LOC109422334|XP_029708140.1|AEAL	LOC108029699|XP_016957653.1|DBIA
OG0005947	LOC109422212|XP_029708141.1|AEAL	LOC108036406|XP_016968015.1|DBIA
OG0005948	LOC109415954|XP_019545468.2|AEAL	LOC108035875|XP_016967113.1|DBIA
OG0005949	LOC109418710|XP_019548495.1|AEAL	LOC108030738|XP_016959274.1|DBIA
OG0005950	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL	LOC108033771|XP_016963858.1|DBIA
OG0005952	LOC109418673|XP_029719583.1|AEAL	LOC108033770|XP_016963856.1|DBIA
OG0005953	LOC109418671|XP_019548430.2|AEAL	LOC108034087|XP_016964343.1|DBIA
OG0005954	LOC109414787|XP_029719582.1|AEAL	LOC108033985|XP_016964198.1|DBIA
OG0005955	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL	LOC108024779|XP_016950384.1|DBIA
OG0005956	LOC109413135|XP_029713064.1|AEAL	LOC108022636|XP_016947180.1|DBIA
OG0005957	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL	LOC108032212|XP_016961562.1|DBIA
OG0005958	LOC109413133|XP_019542400.2|AEAL	LOC108025544|XP_016951563.1|DBIA
OG0005959	LOC109418555|XP_019548308.1|AEAL	LOC108032622|XP_016962049.1|DBIA
OG0005960	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL	LOC108035791|XP_016967018.1|DBIA
OG0005961	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL	LOC108022708|XP_016947272.1|DBIA
OG0005962	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL	LOC108029352|XP_016957031.1|DBIA
OG0005963	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL	LOC108034301|XP_016964653.1|DBIA
OG0005964	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL	LOC108022943|XP_016947644.1|DBIA
OG0005965	LOC109418501|XP_019548247.2|AEAL	LOC108036356|XP_016967921.1|DBIA
OG0005966	LOC109413065|XP_029713281.1|AEAL	LOC108022827|XP_016947458.1|DBIA
OG0005967	LOC109431049|XP_019562730.1|AEAL	LOC108029594|XP_016957452.1|DBIA
OG0005968	LOC109431047|XP_019562725.2|AEAL	LOC108029689|XP_016957637.1|DBIA
OG0005969	LOC109431036|XP_029721497.1|AEAL	LOC108026903|XP_016953602.1|DBIA
OG0005970	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL	LOC108034544|XP_016964959.1|DBIA
OG0005971	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL	LOC108029544|XP_016957346.1|DBIA
OG0005972	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL	LOC108028506|XP_016955873.1|DBIA
OG0005973	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL	LOC108028019|XP_016955143.1|DBIA
OG0005974	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL	LOC108028653|XP_016956066.1|DBIA
OG0005975	LOC109413565|XP_019542796.2|AEAL	LOC108028419|XP_016955734.1|DBIA
OG0005977	LOC109413570|XP_019542801.1|AEAL	LOC108030343|XP_016958697.1|DBIA
OG0005978	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL	LOC108022972|XP_016947686.1|DBIA
OG0005979	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL	LOC108029785|XP_016957784.1|DBIA
OG0005980	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL	LOC108030418|XP_016958794.1|DBIA
