Orthogroup	AEAL.longest_only	ASTE.longest_only
OG0006659	LOC109413973|XP_019543251.2|AEAL	LOC118513035|XP_035914205.1|ASTE
OG0006660	LOC109413972|XP_019543250.2|AEAL	LOC118514461|XP_035917271.1|ASTE
OG0006661	LOC109413961|XP_029726581.1|AEAL	LOC118513009|XP_035914172.1|ASTE
OG0006662	LOC109413993|XP_019543265.1|AEAL	LOC118504687|XP_035895394.1|ASTE
OG0006663	LOC109413955|XP_019543229.2|AEAL	LOC118510885|XP_035909158.1|ASTE
OG0006664	LOC109414823|XP_019544205.1|AEAL	LOC118511373|XP_035910260.1|ASTE
OG0006665	LOC109418057|XP_029726649.1|AEAL	LOC118511370|XP_035910257.1|ASTE
OG0006666	LOC109418079|XP_019547797.2|AEAL	LOC118512960|XP_035914079.1|ASTE
OG0006667	LOC109418087|XP_019547806.2|AEAL	LOC118512176|XP_035912155.1|ASTE
OG0006668	LOC109418113|XP_019547847.2|AEAL	LOC118512988|XP_035914136.1|ASTE
OG0006669	LOC109418041|XP_019547749.2|AEAL	LOC118512981|XP_035914127.1|ASTE
OG0006670	LOC109418122|XP_019547855.1|AEAL	LOC118512992|XP_035914141.1|ASTE
OG0006671	LOC109418123|XP_029726759.1|AEAL	LOC118512979|XP_035914117.1|ASTE
OG0006672	LOC109418124|XP_019547860.2|AEAL	LOC118512977|XP_035914103.1|ASTE
OG0006673	LOC109418127|XP_029726771.1|AEAL	LOC118513241|XP_035914690.1|ASTE
OG0006674	LOC109412821|XP_019541981.1|AEAL	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE
OG0006675	LOC109418133|XP_019547880.2|AEAL	LOC118513239|XP_035914687.1|ASTE
OG0006676	LOC109407773|XP_029726699.1|AEAL, LOC109418921|XP_029728014.1|AEAL	LOC118510492|XP_035908277.1|ASTE
OG0006677	LOC109418923|XP_029726696.1|AEAL	LOC118510486|XP_035908260.1|ASTE
OG0006678	LOC109418901|XP_019548671.1|AEAL	LOC118503767|XP_035893329.1|ASTE
OG0006679	LOC109407764|XP_019536485.2|AEAL	LOC118514266|XP_035916878.1|ASTE
OG0006680	LOC109418934|XP_029729316.1|AEAL	LOC118514462|XP_035917272.1|ASTE
OG0006681	LOC109418893|XP_029729313.1|AEAL	LOC118510570|XP_035908452.1|ASTE
OG0006682	LOC109418941|XP_029733610.1|AEAL	LOC118510539|XP_035908389.1|ASTE
OG0006683	LOC109418945|XP_019548710.2|AEAL	LOC118510541|XP_035908394.1|ASTE
OG0006684	LOC109418946|XP_029733600.1|AEAL	LOC118512027|XP_035911708.1|ASTE
OG0006685	LOC109418950|XP_019548714.2|AEAL	LOC118510138|XP_035907512.1|ASTE
OG0006686	LOC109397694|XP_029709772.1|AEAL, LOC109418956|XP_029733581.1|AEAL	LOC118514490|XP_035917306.1|ASTE
OG0006687	LOC109418968|XP_029709781.1|AEAL, LOC115269210|XP_029733574.1|AEAL	LOC118512203|XP_035912206.1|ASTE
OG0006688	LOC109418982|XP_029709792.1|AEAL, LOC109397934|XP_019525823.2|AEAL	LOC118510519|XP_035908346.1|ASTE
OG0006689	LOC109398060|XP_029709855.1|AEAL, LOC115269207|XP_029733541.1|AEAL	LOC118510528|XP_035908365.1|ASTE
OG0006690	LOC109419676|XP_029725896.1|AEAL, LOC109411810|XP_029725930.1|AEAL	LOC118512136|XP_035912039.1|ASTE
OG0006691	LOC109410020|XP_019539104.2|AEAL, LOC109419668|XP_019549448.2|AEAL	LOC118512153|XP_035912086.1|ASTE
OG0006692	LOC109410015|XP_019539100.1|AEAL	LOC118512152|XP_035912085.1|ASTE
OG0006693	LOC109410014|XP_029725869.1|AEAL	LOC118512149|XP_035912078.1|ASTE
OG0006694	LOC109419650|XP_029725849.1|AEAL, LOC115258167|XP_029714078.1|AEAL	LOC118512161|XP_035912109.1|ASTE
OG0006695	LOC109409989|XP_029725834.1|AEAL, LOC109420204|XP_029718026.1|AEAL	LOC118514322|XP_035916999.1|ASTE
OG0006696	LOC109410047|XP_029718038.1|AEAL, LOC115265339|XP_029725832.1|AEAL	LOC118509123|XP_035905203.1|ASTE
OG0006697	LOC109420220|XP_019550093.2|AEAL	LOC118510453|XP_035908163.1|ASTE
OG0006698	LOC109420222|XP_019550099.1|AEAL	LOC118510458|XP_035908182.1|ASTE
OG0006699	LOC115265132|XP_029725232.1|AEAL	LOC118512678|XP_035913353.1|ASTE
OG0006700	LOC109420248|XP_019550132.2|AEAL	LOC118512688|XP_035913372.1|ASTE
OG0006701	LOC109397364|XP_029725768.1|AEAL, LOC115265326|XP_029725749.1|AEAL	LOC118513479|XP_035915170.1|ASTE
OG0006702	LOC109416474|XP_029725681.1|AEAL	LOC118512751|XP_035913531.1|ASTE
OG0006703	LOC109402595|XP_019530841.2|AEAL	LOC118513095|XP_035914389.1|ASTE
OG0006704	LOC109402582|XP_029725707.1|AEAL	LOC118513109|XP_035914402.1|ASTE
OG0006705	LOC109417070|XP_029725724.1|AEAL, LOC115265322|XP_029725737.1|AEAL	LOC118513041|XP_035914226.1|ASTE
OG0006706	LOC109406407|XP_019535042.2|AEAL, LOC109417067|XP_019546731.1|AEAL	LOC118513043|XP_035914228.1|ASTE
OG0006707	LOC109415735|XP_019545207.2|AEAL	LOC118510275|XP_035907782.1|ASTE
OG0006708	LOC109416978|XP_019546641.2|AEAL	LOC118510276|XP_035907783.1|ASTE
OG0006709	LOC109415747|XP_019545233.2|AEAL	LOC118509483|XP_035906028.1|ASTE
OG0006710	LOC109427318|XP_029727497.1|AEAL, LOC109406563|XP_029727498.1|AEAL	LOC118509505|XP_035906055.1|ASTE
OG0006711	LOC115265677|XP_029727496.1|AEAL, LOC115265291|XP_029725638.1|AEAL	LOC118509506|XP_035906066.1|ASTE
OG0006712	LOC109406566|XP_029725592.1|AEAL	LOC118509509|XP_035906068.1|ASTE
OG0006713	LOC109427130|XP_019558235.1|AEAL	LOC118509927|XP_035907149.1|ASTE
OG0006714	LOC109406571|XP_019535219.2|AEAL	LOC118509925|XP_035907147.1|ASTE
OG0006715	LOC109426577|XP_019557655.2|AEAL	LOC118509937|XP_035907161.1|ASTE
OG0006716	LOC109426576|XP_019557654.2|AEAL	LOC118509936|XP_035907160.1|ASTE
OG0006717	LOC109426581|XP_019557660.2|AEAL	LOC118509941|XP_035907166.1|ASTE
OG0006718	LOC109426587|XP_019557664.2|AEAL	LOC118509944|XP_035907169.1|ASTE
OG0006719	LOC109426590|XP_019557667.2|AEAL	LOC118509533|XP_035906146.1|ASTE
OG0006720	LOC109426645|XP_019557715.2|AEAL	LOC118509530|XP_035906143.1|ASTE
OG0006721	LOC109426651|XP_019557720.2|AEAL	LOC118510321|XP_035907858.1|ASTE
OG0006722	LOC109426652|XP_019557721.2|AEAL	LOC118514246|XP_035916852.1|ASTE
OG0006723	LOC109417799|XP_019547515.2|AEAL, LOC109426757|XP_019557837.2|AEAL	LOC118511214|XP_035909901.1|ASTE
OG0006724	LOC109417807|XP_019547525.1|AEAL	LOC118510162|XP_035907563.1|ASTE
OG0006725	LOC109426766|XP_019557848.2|AEAL	LOC118510159|XP_035907560.1|ASTE
OG0006726	LOC109417810|XP_019547527.1|AEAL	LOC118510160|XP_035907561.1|ASTE
OG0006727	LOC109426769|XP_029725484.1|AEAL	LOC118510154|XP_035907551.1|ASTE
OG0006728	LOC109417877|XP_019547614.2|AEAL	LOC118511547|XP_035910648.1|ASTE
OG0006729	LOC109417952|XP_029725395.1|AEAL, LOC109426840|XP_029725385.1|AEAL	LOC118509767|XP_035906795.1|ASTE
OG0006730	LOC109417953|XP_029725394.1|AEAL	LOC118509731|XP_035906748.1|ASTE
OG0006731	LOC109426848|XP_019557945.2|AEAL	LOC118510407|XP_035908053.1|ASTE
OG0006732	LOC109417971|XP_019547661.1|AEAL	LOC118509595|XP_035906270.1|ASTE
OG0006734	LOC109417987|XP_029732378.1|AEAL, LOC109621925|XP_029732388.1|AEAL	LOC118510377|XP_035907999.1|ASTE
OG0006735	LOC109621927|XP_019931679.2|AEAL, LOC109417988|XP_029732381.1|AEAL	LOC118510342|XP_035907905.1|ASTE
OG0006736	LOC109406031|XP_019534640.1|AEAL	LOC118510421|XP_035908087.1|ASTE
OG0006737	LOC109406022|XP_019534625.2|AEAL	LOC118509760|XP_035906784.1|ASTE
OG0006738	LOC109408519|XP_019537423.1|AEAL	LOC118509703|XP_035906674.1|ASTE
OG0006739	LOC109406020|XP_019534623.1|AEAL	LOC118509712|XP_035906689.1|ASTE
OG0006740	LOC109408702|XP_019537645.1|AEAL	LOC118509710|XP_035906687.1|ASTE
OG0006741	LOC109408893|XP_029732439.1|AEAL	LOC118512874|XP_035913860.1|ASTE
OG0006742	LOC109412849|XP_029732449.1|AEAL	LOC118511434|XP_035910418.1|ASTE
OG0006743	LOC109409609|XP_029732365.1|AEAL	LOC118512835|XP_035913779.1|ASTE
OG0006744	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL	LOC118512316|XP_035912462.1|ASTE
OG0006745	LOC109407965|XP_029735102.1|AEAL	LOC118512635|XP_035913224.1|ASTE
OG0006746	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL	LOC118509444|XP_035905945.1|ASTE
OG0006747	LOC109403618|XP_019531984.2|AEAL	LOC118510330|XP_035907877.1|ASTE
OG0006748	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL	LOC118509639|XP_035906439.1|ASTE
OG0006749	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL	LOC118512792|XP_035913605.1|ASTE
OG0006750	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL	LOC118512795|XP_035913611.1|ASTE
OG0006751	LOC115267962|XP_029731664.1|AEAL, LOC109408377|XP_019537223.2|AEAL, LOC109426499|XP_019557572.2|AEAL, LOC115255984|XP_029710063.1|AEAL, LOC109426496|XP_019537225.2|AEAL, LOC115267755|XP_029730853.1|AEAL, LOC109416904|XP_019546560.2|AEAL, LOC109416901|XP_019546557.2|AEAL, LOC109416903|XP_019546559.2|AEAL, LOC115267756|XP_029730854.1|AEAL, LOC109411431|XP_019540490.2|AEAL, LOC109411436|XP_019540495.2|AEAL, LOC109428866|XP_019560247.2|AEAL, LOC109426495|XP_019557567.2|AEAL, LOC115256023|XP_029710124.1|AEAL, LOC115255994|XP_029710074.1|AEAL	LOC118510798|XP_035909003.1|ASTE, LOC118510310|XP_035907843.1|ASTE, LOC118512340|XP_035912967.1|ASTE
OG0006752	LOC109413518|XP_019542749.2|AEAL	LOC118509205|XP_035905371.1|ASTE
OG0006753	LOC109413521|XP_019542750.2|AEAL	LOC118509852|XP_035906946.1|ASTE
OG0006754	LOC109410795|XP_029735170.1|AEAL	LOC118514450|XP_035917259.1|ASTE
OG0006755	LOC109410785|XP_019539860.1|AEAL	LOC118512804|XP_035913637.1|ASTE
OG0006756	LOC109413486|XP_019542712.2|AEAL	LOC118514371|XP_035917121.1|ASTE
OG0006757	LOC109413527|XP_019542753.1|AEAL	LOC118514410|XP_035917184.1|ASTE
OG0006758	LOC109410780|XP_019539858.2|AEAL	LOC118514397|XP_035917171.1|ASTE
OG0006759	LOC109413489|XP_019542715.2|AEAL	LOC118514363|XP_035917093.1|ASTE
OG0006760	LOC109410775|XP_029735040.1|AEAL	LOC118514368|XP_035917116.1|ASTE
OG0006761	LOC109404944|XP_019533443.1|AEAL	LOC118512883|XP_035913878.1|ASTE
OG0006762	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL	LOC118514254|XP_035916861.1|ASTE
OG0006763	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL	LOC118510234|XP_035907692.1|ASTE
OG0006764	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL	LOC118510230|XP_035907689.1|ASTE
OG0006765	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL	LOC118510232|XP_035907691.1|ASTE
OG0006766	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL	LOC118510227|XP_035907686.1|ASTE
OG0006767	LOC109400752|XP_019528794.2|AEAL	LOC118514404|XP_035917178.1|ASTE
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC118514375|XP_035917130.1|ASTE
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC118514386|XP_035917157.1|ASTE
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC118511392|XP_035910315.1|ASTE
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC118509788|XP_035906825.1|ASTE
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC118513077|XP_035914333.1|ASTE
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC118509616|XP_035906335.1|ASTE
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC118509635|XP_035906427.1|ASTE
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC118513072|XP_035914315.1|ASTE
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC118513066|XP_035914307.1|ASTE
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC118513070|XP_035914313.1|ASTE
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC118513067|XP_035914308.1|ASTE
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC118513056|XP_035914271.1|ASTE
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC118513055|XP_035914262.1|ASTE
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC118513051|XP_035914247.1|ASTE
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC118513052|XP_035914252.1|ASTE
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC118512675|XP_035913336.1|ASTE
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC118513047|XP_035914234.1|ASTE
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC118513048|XP_035914244.1|ASTE
OG0006786	LOC109425710|XP_019556572.2|AEAL	LOC118511543|XP_035910643.1|ASTE
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC118509344|XP_035905750.1|ASTE
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC118509349|XP_035905760.1|ASTE
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC118509521|XP_035906119.1|ASTE
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC118509522|XP_035906121.1|ASTE
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC118514351|XP_035917066.1|ASTE
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC118512295|XP_035912417.1|ASTE
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC118512293|XP_035912413.1|ASTE
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC118512287|XP_035912403.1|ASTE
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC118512845|XP_035913801.1|ASTE
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC118512860|XP_035913837.1|ASTE
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC118512859|XP_035913835.1|ASTE
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC118512879|XP_035913865.1|ASTE
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC118512814|XP_035913664.1|ASTE
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC118510443|XP_035908134.1|ASTE
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC118510440|XP_035908127.1|ASTE
OG0006803	LOC109430809|XP_029722130.1|AEAL	LOC118509816|XP_035906861.1|ASTE
OG0006804	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL	LOC118509345|XP_035905753.1|ASTE
OG0006805	LOC109430832|XP_029722021.1|AEAL	LOC118509342|XP_035905747.1|ASTE
OG0006806	LOC109430889|XP_029721983.1|AEAL	LOC118511385|XP_035910285.1|ASTE
OG0006807	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL	LOC118514181|XP_035916748.1|ASTE
OG0006808	LOC109430916|XP_029721936.1|AEAL	LOC118514178|XP_035916741.1|ASTE
OG0006809	LOC109431614|XP_019563392.2|AEAL	LOC118513187|XP_035914554.1|ASTE
OG0006810	LOC109430917|XP_029730393.1|AEAL	LOC118513185|XP_035914546.1|ASTE
OG0006811	LOC109431620|XP_019563396.2|AEAL	LOC118513194|XP_035914575.1|ASTE
OG0006812	LOC109431672|XP_019563471.1|AEAL	LOC118509672|XP_035906565.1|ASTE
OG0006813	LOC109430952|XP_019562613.1|AEAL	LOC118509753|XP_035906777.1|ASTE
OG0006814	LOC109398023|XP_019525915.2|AEAL	LOC118510304|XP_035907826.1|ASTE
OG0006815	LOC109398004|XP_029730630.1|AEAL	LOC118512302|XP_035912425.1|ASTE
OG0006816	LOC109431646|XP_029730627.1|AEAL	LOC118512300|XP_035912424.1|ASTE
OG0006817	LOC109426268|XP_019557285.2|AEAL	LOC118509370|XP_035905795.1|ASTE
OG0006818	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL	LOC118509369|XP_035905788.1|ASTE
OG0006819	LOC115267593|XP_029730546.1|AEAL	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE
OG0006820	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL	LOC118516349|XP_035918059.1|ASTE, LOC118511363|XP_035910217.1|ASTE
OG0006821	LOC109399475|XP_019527464.2|AEAL	LOC118517721|XP_035920062.1|ASTE
OG0006823	LOC109398039|XP_019525939.1|AEAL	LOC118514234|XP_035916831.1|ASTE
OG0006824	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL	LOC118514245|XP_035916850.1|ASTE
OG0006826	LOC109404376|XP_029735658.1|AEAL	LOC118509823|XP_035906878.1|ASTE
OG0006827	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL	LOC118511279|XP_035910066.1|ASTE
OG0006828	LOC109403057|XP_029735842.1|AEAL	LOC118511289|XP_035910088.1|ASTE
OG0006829	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL	LOC118514389|XP_035917159.1|ASTE
OG0006830	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL	LOC118514372|XP_035917124.1|ASTE
OG0006831	LOC109401024|XP_019529052.2|AEAL	LOC118508853|XP_035904499.1|ASTE
OG0006832	LOC109420874|XP_019550915.1|AEAL	LOC118509474|XP_035906002.1|ASTE
OG0006833	LOC109401001|XP_029735958.1|AEAL	LOC118509478|XP_035906011.1|ASTE
OG0006834	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL	LOC118510269|XP_035907763.1|ASTE
OG0006835	LOC109428639|XP_029735980.1|AEAL	LOC118510264|XP_035907751.1|ASTE
OG0006836	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL	LOC118510263|XP_035907747.1|ASTE
OG0006837	LOC109428652|XP_019560000.2|AEAL	LOC118509447|XP_035905954.1|ASTE
OG0006838	LOC109428654|XP_019560004.1|AEAL	LOC118509445|XP_035905952.1|ASTE
OG0006839	LOC109428657|XP_029735997.1|AEAL	LOC118509397|XP_035905845.1|ASTE
OG0006840	LOC109424281|XP_029735631.1|AEAL	LOC118510587|XP_035908479.1|ASTE
OG0006841	LOC115270167|XP_029735265.1|AEAL	LOC118509236|XP_035905438.1|ASTE
OG0006842	LOC109424254|XP_029735308.1|AEAL	LOC118511816|XP_035911249.1|ASTE
OG0006843	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL	LOC118511828|XP_035911265.1|ASTE
OG0006844	LOC109423860|XP_019554442.2|AEAL	LOC118511827|XP_035911264.1|ASTE
OG0006845	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL	LOC118510370|XP_035907987.1|ASTE
OG0006846	LOC109423766|XP_029735507.1|AEAL	LOC118510351|XP_035907942.1|ASTE
OG0006847	LOC109430633|XP_019562270.2|AEAL	LOC118510376|XP_035907998.1|ASTE
OG0006848	LOC109423744|XP_029735561.1|AEAL	LOC118511341|XP_035910181.1|ASTE
OG0006849	LOC109423720|XP_019554251.2|AEAL	LOC118513147|XP_035914479.1|ASTE
OG0006850	LOC109423718|XP_019554249.1|AEAL	LOC118513149|XP_035914483.1|ASTE
OG0006851	LOC109423717|XP_019554247.2|AEAL	LOC118513148|XP_035914481.1|ASTE
OG0006852	LOC109408244|XP_029728725.1|AEAL	LOC118513186|XP_035914551.1|ASTE
OG0006853	LOC109411124|XP_019540123.2|AEAL	LOC118511414|XP_035910367.1|ASTE
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC118512908|XP_035913940.1|ASTE
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC118509797|XP_035906827.1|ASTE
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC118509692|XP_035906645.1|ASTE
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC118509630|XP_035906407.1|ASTE
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC118509634|XP_035906419.1|ASTE
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC118511997|XP_035911633.1|ASTE
OG0006860	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL	LOC118512012|XP_035911675.1|ASTE
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC118511946|XP_035911544.1|ASTE
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC118513906|XP_035916124.1|ASTE
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC118512892|XP_035913889.1|ASTE
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC118511937|XP_035911520.1|ASTE
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC118511973|XP_035911603.1|ASTE
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC118511950|XP_035911554.1|ASTE
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC118511939|XP_035911529.1|ASTE
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC118511984|XP_035911617.1|ASTE
OG0006870	LOC109417392|XP_029729008.1|AEAL	LOC118512250|XP_035912286.1|ASTE
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC118511964|XP_035911584.1|ASTE
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC118504532|XP_035894970.1|ASTE
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC118505031|XP_035896140.1|ASTE
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC118505090|XP_035896281.1|ASTE
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC118512253|XP_035912299.1|ASTE
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC118512265|XP_035912338.1|ASTE
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC118508976|XP_035904849.1|ASTE
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC118511745|XP_035911096.1|ASTE
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC118511741|XP_035911083.1|ASTE
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC118511734|XP_035911073.1|ASTE
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC118513847|XP_035916022.1|ASTE
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC118513855|XP_035916042.1|ASTE
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC118513848|XP_035916026.1|ASTE
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC118512210|XP_035912216.1|ASTE
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC118511226|XP_035909954.1|ASTE
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC118512212|XP_035912220.1|ASTE
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC118511228|XP_035909956.1|ASTE
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC118511225|XP_035909943.1|ASTE
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC118513309|XP_035914785.1|ASTE
OG0006896	LOC109622873|XP_019932883.1|AEAL	LOC118512029|XP_035911713.1|ASTE
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC118510565|XP_035908446.1|ASTE
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC118508930|XP_035904731.1|ASTE
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC118511094|XP_035909690.1|ASTE
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC118511128|XP_035909754.1|ASTE
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC118511115|XP_035909733.1|ASTE
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC118511631|XP_035910836.1|ASTE
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC118510628|XP_035908558.1|ASTE
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC118511808|XP_035911242.1|ASTE
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC118511041|XP_035909528.1|ASTE
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC118514514|XP_035917355.1|ASTE
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC118513533|XP_035915298.1|ASTE
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC118513530|XP_035915295.1|ASTE
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC118509051|XP_035905030.1|ASTE
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC118513981|XP_035916302.1|ASTE
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC118513914|XP_035916149.1|ASTE
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC118513946|XP_035916228.1|ASTE
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC118513964|XP_035916277.1|ASTE
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC118513931|XP_035916194.1|ASTE
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC118513918|XP_035916171.1|ASTE
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC118508029|XP_035903321.1|ASTE
