Orthogroup	AEAL.longest_only	DPER.longest_only
OG0006535	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL	LOC6587727|XP_002013459.1|DPER
OG0006536	LOC109416364|XP_029730172.1|AEAL	LOC6587293|XP_026850653.1|DPER
OG0006537	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL	LOC6598663|XP_002023781.2|DPER
OG0006538	LOC109406630|XP_029723423.1|AEAL	LOC6587492|XP_002013061.2|DPER
OG0006539	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL	LOC6587602|XP_026850991.1|DPER
OG0006540	LOC109423597|XP_019554121.2|AEAL	LOC6587874|XP_026840386.1|DPER
OG0006541	LOC109423534|XP_019554063.2|AEAL	LOC6594842|XP_002020246.1|DPER
OG0006542	LOC109402401|XP_019530611.2|AEAL	LOC6594843|XP_002020247.1|DPER
OG0006543	LOC109423542|XP_019554071.2|AEAL	LOC6587886|XP_026851100.1|DPER
OG0006544	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL	LOC6594356|XP_026850243.1|DPER
OG0006545	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL	LOC6602752|XP_002027781.2|DPER
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC6598801|XP_002023973.2|DPER
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC6595197|XP_026850672.1|DPER
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC6587686|XP_002014053.1|DPER
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC6592031|XP_002017303.1|DPER
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC6588376|XP_002012982.2|DPER
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC6601726|XP_026847008.1|DPER
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC6601730|XP_026846942.1|DPER
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC6587368|XP_002013021.1|DPER
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC6598771|XP_026840143.1|DPER
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC6594678|XP_002019313.2|DPER
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC6587206|XP_002014010.1|DPER
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC6589413|XP_002015216.1|DPER
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC6588007|XP_026850747.1|DPER
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC6588059|XP_002013752.2|DPER
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC6588409|XP_026845722.1|DPER
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC6588642|XP_002013214.1|DPER
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC6587390|XP_026840063.1|DPER
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC6598718|XP_002023865.1|DPER
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC6598618|XP_002023863.2|DPER
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC6598609|XP_002023854.2|DPER
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC6588406|XP_026841894.1|DPER
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC6594858|XP_002020066.1|DPER
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC6594857|XP_026850588.1|DPER
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC6602933|XP_026848795.1|DPER
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC6591771|XP_026850757.1|DPER
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC6594873|XP_002020112.1|DPER
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC113565662|XP_026844137.1|DPER
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC6592033|XP_002017001.1|DPER
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC6588230|XP_026850884.1|DPER
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC6594982|XP_002020273.1|DPER
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC6595080|XP_002020344.1|DPER
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC6588262|XP_002013406.1|DPER
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC6595079|XP_026845886.1|DPER
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC6593981|XP_002019023.1|DPER
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC6588147|XP_002012900.1|DPER
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC6591811|XP_026850754.1|DPER
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC6592164|XP_002017450.1|DPER
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC6587566|XP_002013100.2|DPER
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC6589058|XP_002014546.1|DPER
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC6589856|XP_026844839.1|DPER
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC6594798|XP_002020479.1|DPER
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC6594797|XP_002020478.1|DPER
OG0006588	LOC109405222|XP_029720374.1|AEAL	LOC6588271|XP_026851245.1|DPER
OG0006589	LOC109406962|XP_019535516.1|AEAL	LOC6591510|XP_026851197.1|DPER
OG0006590	LOC109405232|XP_019533811.2|AEAL	LOC6591438|XP_002016961.1|DPER
OG0006591	LOC109409650|XP_019538649.1|AEAL	LOC6602990|XP_026849444.1|DPER
OG0006592	LOC109409657|XP_019538667.2|AEAL	LOC6598644|XP_002023825.1|DPER
OG0006593	LOC109409656|XP_019538666.2|AEAL	LOC6598645|XP_026850607.1|DPER
OG0006594	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL	LOC6599829|XP_002024848.1|DPER
OG0006595	LOC109409693|XP_029726019.1|AEAL	LOC6601342|XP_026841316.1|DPER
OG0006596	LOC109409697|XP_019538717.2|AEAL	LOC6590069|XP_026841968.1|DPER
OG0006597	LOC109409699|XP_029726031.1|AEAL	LOC6599624|XP_002024734.1|DPER
OG0006598	LOC109411446|XP_029726032.1|AEAL	LOC6588714|XP_002014382.2|DPER
OG0006599	LOC109411461|XP_019540530.2|AEAL	LOC6599087|XP_026848998.1|DPER
OG0006600	LOC109411457|XP_029726036.1|AEAL	LOC6597173|XP_026845762.1|DPER
OG0006601	LOC109409719|XP_019538755.2|AEAL	LOC6596126|XP_002021090.1|DPER
OG0006602	LOC109411487|XP_019540554.1|AEAL	LOC6596125|XP_002021089.1|DPER
OG0006603	LOC109409721|XP_019538757.2|AEAL	LOC6596124|XP_002021088.1|DPER
OG0006604	LOC109412811|XP_019541967.2|AEAL	LOC6595929|XP_026845747.1|DPER
OG0006605	LOC109409726|XP_019538765.2|AEAL	LOC6599275|XP_002024270.1|DPER
OG0006606	LOC109412806|XP_029725264.1|AEAL	LOC6601690|XP_026847622.1|DPER
OG0006607	LOC109409728|XP_029726061.1|AEAL	LOC6601489|XP_026847989.1|DPER
OG0006608	LOC109409731|XP_019538772.1|AEAL	LOC6591766|XP_002017222.1|DPER
OG0006609	LOC109404752|XP_019533226.2|AEAL	LOC6587196|XP_026840373.1|DPER
OG0006610	LOC109404750|XP_029726137.1|AEAL	LOC6599855|XP_026847334.1|DPER
OG0006611	LOC109621275|XP_029726148.1|AEAL	LOC6595868|XP_026845678.1|DPER
OG0006612	LOC109404761|XP_019533243.3|AEAL	LOC6595869|XP_002021414.1|DPER
OG0006613	LOC109404762|XP_019533244.1|AEAL	LOC6595870|XP_026845688.1|DPER
OG0006614	LOC109621685|XP_019931364.2|AEAL	LOC6595871|XP_026845685.1|DPER
OG0006615	LOC109404759|XP_029726154.1|AEAL	LOC6595829|XP_026845610.1|DPER
OG0006616	LOC109420434|XP_019550318.2|AEAL	LOC6602508|XP_026848756.1|DPER
OG0006617	LOC109420436|XP_019550320.2|AEAL	LOC6596097|XP_002021250.2|DPER
OG0006618	LOC109621706|XP_019931399.2|AEAL	LOC6602814|XP_026847803.1|DPER
OG0006619	LOC109621717|XP_019931415.2|AEAL	LOC6601253|XP_002026215.1|DPER
OG0006620	LOC109621709|XP_029726173.1|AEAL	LOC6601186|XP_026849967.1|DPER
OG0006621	LOC109621712|XP_019931408.1|AEAL	LOC6602974|XP_026848733.1|DPER
OG0006622	LOC109621272|XP_029726180.1|AEAL	LOC6600484|XP_026847668.1|DPER
OG0006623	LOC109401226|XP_019529232.3|AEAL, LOC109621887|XP_019931639.2|AEAL	LOC6600493|XP_002025675.1|DPER
OG0006624	LOC109407816|XP_029726196.1|AEAL	LOC6591121|XP_026841581.1|DPER
OG0006625	LOC109407819|XP_029726197.1|AEAL	LOC6591122|XP_002015503.1|DPER
OG0006626	LOC109410006|XP_019539094.2|AEAL	LOC6602133|XP_002027104.2|DPER
OG0006627	LOC109407813|XP_019536520.1|AEAL	LOC6592768|XP_026842692.1|DPER
OG0006628	LOC109409972|XP_029726199.1|AEAL	LOC6592767|XP_002017819.2|DPER
OG0006629	LOC109407726|XP_029726227.1|AEAL	LOC6600910|XP_002025919.1|DPER
OG0006630	LOC109409659|XP_029726233.1|AEAL	LOC6591050|XP_026842166.1|DPER
OG0006631	LOC109622566|XP_019932522.1|AEAL	LOC6599846|XP_026847448.1|DPER
OG0006632	LOC109621284|XP_019932517.2|AEAL	LOC6603454|XP_002028446.1|DPER
OG0006633	LOC109409553|XP_019538538.1|AEAL	LOC6600279|XP_002025392.1|DPER
OG0006634	LOC109409503|XP_019538502.2|AEAL	LOC6589519|XP_002015042.1|DPER
OG0006635	LOC109409482|XP_029726252.1|AEAL	LOC6589153|XP_002014760.1|DPER
OG0006636	LOC109622522|XP_029726289.1|AEAL, LOC115254041|XP_029716650.1|AEAL	LOC6600053|XP_002025068.1|DPER
OG0006637	LOC109408903|XP_019537826.3|AEAL, LOC109622401|XP_019932252.2|AEAL	LOC6599510|XP_002024638.1|DPER
OG0006638	LOC109622503|XP_019932422.2|AEAL	LOC6592672|XP_002018197.2|DPER
OG0006639	LOC109408749|XP_029726332.1|AEAL	LOC6592669|XP_026842265.1|DPER
OG0006640	LOC109408472|XP_019537357.2|AEAL	LOC6590547|XP_002016227.1|DPER
OG0006641	LOC109408373|XP_029726362.1|AEAL	LOC6592786|XP_026840728.1|DPER
OG0006642	LOC109408343|XP_019537185.2|AEAL	LOC6592856|XP_026842814.1|DPER
OG0006643	LOC109423566|XP_029727573.1|AEAL	LOC6591002|XP_002016566.1|DPER
OG0006644	LOC109423363|XP_019553889.2|AEAL	LOC6598879|XP_026847852.1|DPER
OG0006645	LOC109423353|XP_029726405.1|AEAL	LOC6597947|XP_026843407.1|DPER
OG0006646	LOC109423349|XP_019553848.2|AEAL	LOC6600952|XP_002026023.1|DPER
OG0006647	LOC109423331|XP_029726434.1|AEAL	LOC6591226|XP_026842137.1|DPER
OG0006648	LOC109423313|XP_019553791.2|AEAL	LOC6595860|XP_026845639.1|DPER
OG0006649	LOC109423304|XP_019553777.2|AEAL	LOC6590117|XP_026841654.1|DPER
OG0006650	LOC109423294|XP_029726465.1|AEAL	LOC6590280|XP_026842724.1|DPER
OG0006651	LOC109623134|XP_019933174.2|AEAL	LOC6597107|XP_026845756.1|DPER
OG0006652	LOC109623133|XP_029726482.1|AEAL	LOC6602301|XP_026848483.1|DPER
OG0006653	LOC109623115|XP_019933144.2|AEAL	LOC6601183|XP_026848139.1|DPER
OG0006654	LOC109623112|XP_019933140.2|AEAL	LOC6600578|XP_026847648.1|DPER
OG0006655	LOC109623109|XP_029726510.1|AEAL	LOC6596117|XP_026845227.1|DPER
OG0006656	LOC109399285|XP_029726528.1|AEAL	LOC6599673|XP_026847324.1|DPER
OG0006657	LOC109429045|XP_019560424.2|AEAL	LOC6593267|XP_002017918.1|DPER
OG0006658	LOC109399201|XP_019527184.2|AEAL	LOC6603297|XP_002028278.1|DPER
OG0006659	LOC109413973|XP_019543251.2|AEAL	LOC6603295|XP_026849887.1|DPER
OG0006660	LOC109413972|XP_019543250.2|AEAL	LOC6601442|XP_026847887.1|DPER
OG0006661	LOC109413961|XP_029726581.1|AEAL	LOC6601426|XP_002026462.1|DPER
OG0006662	LOC109413993|XP_019543265.1|AEAL	LOC6595531|XP_002020666.1|DPER
OG0006663	LOC109413955|XP_019543229.2|AEAL	LOC6601668|XP_002026733.1|DPER
OG0006664	LOC109414823|XP_019544205.1|AEAL	LOC6588334|XP_002013574.1|DPER
OG0006665	LOC109418057|XP_029726649.1|AEAL	LOC6599577|XP_026849575.1|DPER
OG0006666	LOC109418079|XP_019547797.2|AEAL	LOC113565112|XP_026841662.1|DPER
OG0006667	LOC109418087|XP_019547806.2|AEAL	LOC6597130|XP_002022318.2|DPER
OG0006668	LOC109418113|XP_019547847.2|AEAL	LOC6590127|XP_002016238.1|DPER
OG0006669	LOC109418041|XP_019547749.2|AEAL	LOC6595942|XP_002021070.1|DPER
OG0006670	LOC109418122|XP_019547855.1|AEAL	LOC6595920|XP_002021066.1|DPER
OG0006671	LOC109418123|XP_029726759.1|AEAL	LOC6595919|XP_026845248.1|DPER
OG0006672	LOC109418124|XP_019547860.2|AEAL	LOC6599459|XP_026849414.1|DPER
OG0006673	LOC109418127|XP_029726771.1|AEAL	LOC6599593|XP_002024713.1|DPER
OG0006674	LOC109412821|XP_019541981.1|AEAL	LOC113566895|XP_026849859.1|DPER
OG0006675	LOC109418133|XP_019547880.2|AEAL	LOC6601880|XP_002026929.1|DPER
OG0006676	LOC109407773|XP_029726699.1|AEAL, LOC109418921|XP_029728014.1|AEAL	LOC6600307|XP_026849078.1|DPER
OG0006677	LOC109418923|XP_029726696.1|AEAL	LOC6601211|XP_002026307.1|DPER
OG0006678	LOC109418901|XP_019548671.1|AEAL	LOC6601830|XP_002026896.1|DPER
OG0006679	LOC109407764|XP_019536485.2|AEAL	LOC6604013|XP_026849564.1|DPER
OG0006680	LOC109418934|XP_029729316.1|AEAL	LOC6595002|XP_026847843.1|DPER
OG0006681	LOC109418893|XP_029729313.1|AEAL	LOC6595917|XP_026845247.1|DPER
OG0006682	LOC109418941|XP_029733610.1|AEAL	LOC6602459|XP_002027487.1|DPER
OG0006683	LOC109418945|XP_019548710.2|AEAL	LOC6602942|XP_002027993.2|DPER
OG0006684	LOC109418946|XP_029733600.1|AEAL	LOC6601210|XP_026848094.1|DPER
OG0006685	LOC109418950|XP_019548714.2|AEAL	LOC6602074|XP_002027152.1|DPER
OG0006686	LOC109397694|XP_029709772.1|AEAL, LOC109418956|XP_029733581.1|AEAL	LOC6601650|XP_026847615.1|DPER
OG0006687	LOC109418968|XP_029709781.1|AEAL, LOC115269210|XP_029733574.1|AEAL	LOC6601723|XP_002026781.2|DPER
OG0006688	LOC109418982|XP_029709792.1|AEAL, LOC109397934|XP_019525823.2|AEAL	LOC6601472|XP_002026439.2|DPER
OG0006689	LOC109398060|XP_029709855.1|AEAL, LOC115269207|XP_029733541.1|AEAL	LOC6600267|XP_002025384.2|DPER
OG0006690	LOC109419676|XP_029725896.1|AEAL, LOC109411810|XP_029725930.1|AEAL	LOC6587896|XP_026850806.1|DPER
OG0006691	LOC109410020|XP_019539104.2|AEAL, LOC109419668|XP_019549448.2|AEAL	LOC113565963|XP_026845208.1|DPER
OG0006692	LOC109410015|XP_019539100.1|AEAL	LOC6600278|XP_002025391.1|DPER
OG0006693	LOC109410014|XP_029725869.1|AEAL	LOC6602810|XP_026847866.1|DPER
OG0006694	LOC109419650|XP_029725849.1|AEAL, LOC115258167|XP_029714078.1|AEAL	LOC6600166|XP_002025265.2|DPER
OG0006695	LOC109409989|XP_029725834.1|AEAL, LOC109420204|XP_029718026.1|AEAL	LOC6601221|XP_002026317.1|DPER
OG0006696	LOC109410047|XP_029718038.1|AEAL, LOC115265339|XP_029725832.1|AEAL	LOC113565712|XP_026844428.1|DPER
OG0006697	LOC109420220|XP_019550093.2|AEAL	LOC6599775|XP_026847330.1|DPER
OG0006698	LOC109420222|XP_019550099.1|AEAL	LOC6599762|XP_002024882.1|DPER
OG0006699	LOC115265132|XP_029725232.1|AEAL	LOC6600521|XP_026847628.1|DPER
OG0006700	LOC109420248|XP_019550132.2|AEAL	LOC6602719|XP_002027744.1|DPER
OG0006701	LOC109397364|XP_029725768.1|AEAL, LOC115265326|XP_029725749.1|AEAL	LOC6592985|XP_002017661.1|DPER
OG0006702	LOC109416474|XP_029725681.1|AEAL	LOC6601082|XP_002026075.2|DPER
OG0006703	LOC109402595|XP_019530841.2|AEAL	LOC6600550|XP_002025703.1|DPER
OG0006704	LOC109402582|XP_029725707.1|AEAL	LOC6600551|XP_002025704.2|DPER
OG0006705	LOC109417070|XP_029725724.1|AEAL, LOC115265322|XP_029725737.1|AEAL	LOC6593019|XP_002018260.1|DPER
OG0006706	LOC109406407|XP_019535042.2|AEAL, LOC109417067|XP_019546731.1|AEAL	LOC6592275|XP_002018416.1|DPER
OG0006707	LOC109415735|XP_019545207.2|AEAL	LOC6593024|XP_002018217.1|DPER
OG0006708	LOC109416978|XP_019546641.2|AEAL	LOC6602902|XP_002027925.1|DPER
OG0006709	LOC109415747|XP_019545233.2|AEAL	LOC6596931|XP_026845741.1|DPER
OG0006710	LOC109427318|XP_029727497.1|AEAL, LOC109406563|XP_029727498.1|AEAL	LOC6601689|XP_026847484.1|DPER
OG0006711	LOC115265677|XP_029727496.1|AEAL, LOC115265291|XP_029725638.1|AEAL	LOC113566402|XP_026847631.1|DPER
OG0006712	LOC109406566|XP_029725592.1|AEAL	LOC6599627|XP_026849529.1|DPER
OG0006713	LOC109427130|XP_019558235.1|AEAL	LOC6601488|XP_002026548.1|DPER
OG0006714	LOC109406571|XP_019535219.2|AEAL	LOC6601536|XP_002026550.2|DPER
OG0006715	LOC109426577|XP_019557655.2|AEAL	LOC6601692|XP_026847582.1|DPER
OG0006716	LOC109426576|XP_019557654.2|AEAL	LOC6589408|XP_002015196.1|DPER
OG0006717	LOC109426581|XP_019557660.2|AEAL	LOC6596226|XP_002021186.1|DPER
OG0006718	LOC109426587|XP_019557664.2|AEAL	LOC6596227|XP_002021187.2|DPER
OG0006719	LOC109426590|XP_019557667.2|AEAL	LOC6600536|XP_026847627.1|DPER
OG0006720	LOC109426645|XP_019557715.2|AEAL	LOC6598943|XP_026849017.1|DPER
OG0006721	LOC109426651|XP_019557720.2|AEAL	LOC6596186|XP_002021179.1|DPER
OG0006722	LOC109426652|XP_019557721.2|AEAL	LOC6599870|XP_026847322.1|DPER
OG0006723	LOC109417799|XP_019547515.2|AEAL, LOC109426757|XP_019557837.2|AEAL	LOC6593422|XP_026843123.1|DPER
OG0006724	LOC109417807|XP_019547525.1|AEAL	LOC6595227|XP_002020200.1|DPER
OG0006725	LOC109426766|XP_019557848.2|AEAL	LOC6595265|XP_002020204.1|DPER
OG0006726	LOC109417810|XP_019547527.1|AEAL	LOC6587472|XP_002013238.1|DPER
OG0006727	LOC109426769|XP_029725484.1|AEAL	LOC6595266|XP_026844300.1|DPER
OG0006728	LOC109417877|XP_019547614.2|AEAL	LOC6591567|XP_002017396.1|DPER
OG0006729	LOC109417952|XP_029725395.1|AEAL, LOC109426840|XP_029725385.1|AEAL	LOC6592511|XP_026840780.1|DPER
OG0006730	LOC109417953|XP_029725394.1|AEAL	LOC6592992|XP_002017668.1|DPER
OG0006731	LOC109426848|XP_019557945.2|AEAL	LOC6593435|XP_026843377.1|DPER
OG0006732	LOC109417971|XP_019547661.1|AEAL	LOC6599584|XP_026849525.1|DPER
OG0006734	LOC109417987|XP_029732378.1|AEAL, LOC109621925|XP_029732388.1|AEAL	LOC6603026|XP_002028008.2|DPER
OG0006735	LOC109621927|XP_019931679.2|AEAL, LOC109417988|XP_029732381.1|AEAL	LOC6599482|XP_026849415.1|DPER
OG0006736	LOC109406031|XP_019534640.1|AEAL	LOC6599591|XP_002024711.1|DPER
OG0006737	LOC109406022|XP_019534625.2|AEAL	LOC6595916|XP_026845370.1|DPER
OG0006738	LOC109408519|XP_019537423.1|AEAL	LOC6592772|XP_002018014.1|DPER
OG0006739	LOC109406020|XP_019534623.1|AEAL	LOC6602836|XP_002027807.1|DPER
OG0006740	LOC109408702|XP_019537645.1|AEAL	LOC6599602|XP_002024692.1|DPER
OG0006741	LOC109408893|XP_029732439.1|AEAL	LOC6599601|XP_002024691.1|DPER
OG0006742	LOC109412849|XP_029732449.1|AEAL	LOC6591631|XP_026851172.1|DPER
OG0006743	LOC109409609|XP_029732365.1|AEAL	LOC6593764|XP_002018676.2|DPER
OG0006744	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL	LOC6602813|XP_026847797.1|DPER
OG0006745	LOC109407965|XP_029735102.1|AEAL	LOC6591528|XP_026850515.1|DPER
OG0006746	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL	LOC6601431|XP_026847825.1|DPER
OG0006747	LOC109403618|XP_019531984.2|AEAL	LOC113566726|XP_026849428.1|DPER
OG0006748	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL	LOC6596716|XP_002022039.1|DPER
OG0006749	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL	LOC6600504|XP_026847584.1|DPER
OG0006750	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL	LOC6598274|XP_002023297.1|DPER
OG0006752	LOC109413518|XP_019542749.2|AEAL	LOC6600989|XP_026849729.1|DPER
OG0006753	LOC109413521|XP_019542750.2|AEAL	LOC6600988|XP_002026174.2|DPER
OG0006754	LOC109410795|XP_029735170.1|AEAL	LOC6601107|XP_026847436.1|DPER
OG0006755	LOC109410785|XP_019539860.1|AEAL	LOC6600544|XP_002025698.2|DPER
OG0006756	LOC109413486|XP_019542712.2|AEAL	LOC6601467|XP_026847935.1|DPER
OG0006757	LOC109413527|XP_019542753.1|AEAL	LOC6601466|XP_002026433.1|DPER
OG0006758	LOC109410780|XP_019539858.2|AEAL	LOC6599504|XP_002024724.1|DPER
OG0006759	LOC109413489|XP_019542715.2|AEAL	LOC6599505|XP_026849538.1|DPER
OG0006760	LOC109410775|XP_029735040.1|AEAL	LOC6604006|XP_026847547.1|DPER
OG0006761	LOC109404944|XP_019533443.1|AEAL	LOC6588300|XP_002014152.1|DPER
OG0006762	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL	LOC113566274|XP_026847010.1|DPER
OG0006763	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL	LOC6592260|XP_002018569.1|DPER
OG0006764	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL	LOC6591244|XP_002015787.2|DPER
OG0006765	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL	LOC6592257|XP_002018566.1|DPER
OG0006766	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL	LOC6603308|XP_026849876.1|DPER
OG0006767	LOC109400752|XP_019528794.2|AEAL	LOC6601163|XP_002026262.1|DPER
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC6601162|XP_026848053.1|DPER
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC6601164|XP_002026263.1|DPER
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC6602935|XP_002027986.2|DPER
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC6599105|XP_002024406.1|DPER
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC6590844|XP_026841877.1|DPER
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC6600606|XP_002025595.1|DPER
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC6602391|XP_002027443.2|DPER
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC6600983|XP_002026169.1|DPER
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC6600986|XP_026849721.1|DPER
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC6600985|XP_026849694.1|DPER
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC6601189|XP_002026221.1|DPER
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC6599520|XP_002024648.1|DPER
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC6597172|XP_026845363.1|DPER
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC6600331|XP_026849047.1|DPER
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC6600638|XP_026847572.1|DPER
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC6601580|XP_026841288.1|DPER
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC6602319|XP_026848473.1|DPER
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC6593178|XP_002018112.2|DPER
OG0006786	LOC109425710|XP_019556572.2|AEAL	LOC6592903|XP_026841368.1|DPER
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC6602804|XP_002027855.1|DPER
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC6602803|XP_002027854.1|DPER
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC6600675|XP_026848626.1|DPER
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC6596499|XP_002021573.2|DPER
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC6596074|XP_026845276.1|DPER
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC6601938|XP_002026980.1|DPER
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC6601933|XP_002026975.2|DPER
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC6590278|XP_026841378.1|DPER
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC6603292|XP_002028273.1|DPER
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC6603332|XP_002028316.1|DPER
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC6588974|XP_002014337.1|DPER
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC6602500|XP_002027545.1|DPER
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC6599833|XP_002024852.2|DPER
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC6602277|XP_026848494.1|DPER
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC6600673|XP_002025746.1|DPER
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC6592966|XP_026841202.1|DPER
