Orthogroup	AEAL.longest_only	DSUP.longest_only
OG0006434	LOC109432189|XP_019564058.2|AEAL	LOC119547455|XP_037710246.1|DSUP
OG0006435	LOC109432128|XP_029723032.1|AEAL	LOC119550264|XP_037714774.1|DSUP
OG0006436	LOC109432168|XP_019564032.2|AEAL	LOC119557477|XP_037726173.1|DSUP
OG0006437	LOC109432137|XP_019563979.1|AEAL	LOC119556687|XP_037724989.1|DSUP
OG0006438	LOC109432141|XP_019563991.1|AEAL	LOC119548209|XP_037711271.1|DSUP
OG0006439	LOC109423485|XP_019554001.1|AEAL	LOC119555108|XP_037722263.1|DSUP
OG0006440	LOC109432167|XP_029722804.1|AEAL	LOC119555142|XP_037722301.1|DSUP
OG0006441	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL	LOC119560538|XP_037729954.1|DSUP
OG0006442	LOC115263731|XP_029722865.1|AEAL	LOC119562862|XP_037731904.1|DSUP
OG0006443	LOC109430284|XP_019561882.2|AEAL	LOC119559761|XP_037728764.1|DSUP
OG0006444	LOC109430279|XP_019561873.1|AEAL	LOC119554328|XP_037721124.1|DSUP
OG0006445	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL	LOC119553794|XP_037720334.1|DSUP
OG0006446	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL	LOC119551956|XP_037717583.1|DSUP
OG0006447	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL	LOC119563287|XP_037732540.1|DSUP
OG0006448	LOC109430294|XP_019561891.2|AEAL	LOC119563208|XP_037732432.1|DSUP
OG0006449	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL	LOC119563322|XP_037732585.1|DSUP
OG0006450	LOC109430323|XP_029722925.1|AEAL	LOC119547139|XP_037709781.1|DSUP
OG0006451	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL	LOC119558114|XP_037727268.1|DSUP
OG0006452	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL	LOC119551245|XP_037716420.1|DSUP
OG0006453	LOC109621633|XP_029707605.1|AEAL	LOC119554945|XP_037721983.1|DSUP
OG0006454	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL	LOC119557157|XP_037725685.1|DSUP
OG0006455	LOC109430375|XP_029722973.1|AEAL	LOC119560458|XP_037729833.1|DSUP
OG0006456	LOC109413270|XP_019542541.1|AEAL	LOC119560378|XP_037729714.1|DSUP
OG0006457	LOC109410083|XP_019539162.2|AEAL	LOC119561880|XP_037731283.1|DSUP
OG0006458	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL	LOC119546243|XP_037708321.1|DSUP
OG0006459	LOC109410069|XP_019539144.2|AEAL	LOC119547713|XP_037710618.1|DSUP
OG0006460	LOC109432132|XP_019563967.1|AEAL	LOC119558860|XP_037728026.1|DSUP
OG0006461	LOC109430158|XP_019561743.2|AEAL	LOC119559769|XP_037728772.1|DSUP
OG0006462	LOC109430140|XP_019561722.2|AEAL	LOC119556976|XP_037725426.1|DSUP
OG0006463	LOC109430557|XP_029713778.1|AEAL	LOC119563463|XP_037732799.1|DSUP
OG0006464	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL	LOC119553413|XP_037719716.1|DSUP
OG0006465	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL	LOC119557966|XP_037726939.1|DSUP
OG0006466	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL	LOC119558052|XP_037727130.1|DSUP
OG0006467	LOC109430734|XP_019562357.2|AEAL	LOC119560620|XP_037730086.1|DSUP
OG0006468	LOC109399928|XP_019527923.2|AEAL	LOC119563379|XP_037732658.1|DSUP
OG0006469	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL	LOC119558044|XP_037727120.1|DSUP
OG0006470	LOC109399960|XP_029729776.1|AEAL	LOC119554094|XP_037720771.1|DSUP
OG0006471	LOC109399942|XP_019527940.2|AEAL	LOC119548475|XP_037711675.1|DSUP
OG0006472	LOC109399938|XP_019527937.2|AEAL	LOC119548464|XP_037711663.1|DSUP
OG0006473	LOC109425390|XP_029729765.1|AEAL	LOC119555613|XP_037723053.1|DSUP
OG0006474	LOC109425389|XP_019556187.1|AEAL	LOC119551829|XP_037717326.1|DSUP
OG0006475	LOC109399958|XP_019527971.1|AEAL	LOC119560819|XP_037730392.1|DSUP
OG0006476	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL	LOC119556317|XP_037724331.1|DSUP
OG0006477	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL	LOC119557399|XP_037726072.1|DSUP
OG0006478	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL	LOC119560078|XP_037729324.1|DSUP
OG0006479	LOC115259508|XP_029715993.1|AEAL	LOC119549173|XP_037712905.1|DSUP
OG0006480	LOC109415605|XP_019545043.2|AEAL	LOC119550134|XP_037714561.1|DSUP
OG0006481	LOC109425515|XP_019556310.1|AEAL	LOC119546406|XP_037708591.1|DSUP
OG0006482	LOC109408301|XP_019537115.2|AEAL	LOC119545801|XP_037707612.1|DSUP
OG0006483	LOC109408294|XP_029716261.1|AEAL	LOC119560455|XP_037729835.1|DSUP
OG0006484	LOC109408292|XP_029715979.1|AEAL	LOC119560439|XP_037729814.1|DSUP
OG0006485	LOC109400498|XP_019528559.2|AEAL	LOC119560780|XP_037730334.1|DSUP
OG0006486	LOC109622760|XP_029716468.1|AEAL	LOC119552680|XP_037718330.1|DSUP
OG0006487	LOC109400411|XP_019528470.2|AEAL	LOC119560761|XP_037730310.1|DSUP
OG0006488	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL	LOC119553369|XP_037719643.1|DSUP
OG0006489	LOC109412721|XP_019541888.1|AEAL	LOC119545712|XP_037707440.1|DSUP
OG0006490	LOC109425248|XP_029716356.1|AEAL	LOC119560104|XP_037729378.1|DSUP
OG0006491	LOC109425249|XP_029715845.1|AEAL	LOC119548774|XP_037712247.1|DSUP
OG0006492	LOC109412274|XP_029716231.1|AEAL	LOC119560722|XP_037730267.1|DSUP
OG0006493	LOC109425310|XP_029716520.1|AEAL	LOC119556898|XP_037725309.1|DSUP
OG0006494	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL	LOC119558316|XP_037727653.1|DSUP
OG0006495	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL	LOC119557382|XP_037726055.1|DSUP
OG0006496	LOC109425317|XP_029716521.1|AEAL	LOC119558351|XP_037727783.1|DSUP
OG0006497	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL	LOC119562570|XP_037731715.1|DSUP
OG0006498	LOC109419802|XP_019549638.2|AEAL	LOC119563471|XP_037732815.1|DSUP
OG0006499	LOC109425336|XP_029716308.1|AEAL	LOC119546368|XP_037708529.1|DSUP
OG0006500	LOC109425339|XP_019556132.2|AEAL	LOC119547211|XP_037709889.1|DSUP
OG0006501	LOC109425340|XP_019556133.2|AEAL	LOC119563512|XP_037732886.1|DSUP
OG0006502	LOC109415419|XP_029729682.1|AEAL	LOC119559235|XP_037728245.1|DSUP
OG0006503	LOC109425346|XP_019556143.1|AEAL	LOC119545821|XP_037707648.1|DSUP
OG0006504	LOC109425348|XP_019556144.2|AEAL	LOC119545813|XP_037707636.1|DSUP
OG0006505	LOC115254010|XP_029714362.1|AEAL	LOC119563543|XP_037732956.1|DSUP
OG0006506	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL	LOC119554887|XP_037721905.1|DSUP
OG0006507	LOC109429338|XP_029716044.1|AEAL	LOC119563097|XP_037732258.1|DSUP
OG0006508	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL	LOC119552217|XP_037717991.1|DSUP
OG0006509	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL	LOC119556524|XP_037724728.1|DSUP
OG0006510	LOC109397066|XP_029715963.1|AEAL	LOC119562154|XP_037731328.1|DSUP
OG0006511	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL	LOC119546736|XP_037709163.1|DSUP
OG0006512	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL	LOC119559919|XP_037729038.1|DSUP
OG0006513	LOC109429301|XP_029716438.1|AEAL	LOC119563424|XP_037732727.1|DSUP
OG0006514	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL	LOC119563333|XP_037732606.1|DSUP
OG0006515	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL	LOC119561075|XP_037730860.1|DSUP
OG0006518	LOC109398458|XP_029719455.1|AEAL	LOC119545834|XP_037707681.1|DSUP
OG0006520	LOC109398460|XP_019526378.1|AEAL	LOC119563419|XP_037732719.1|DSUP
OG0006521	LOC109424332|XP_019554977.2|AEAL	LOC119560487|XP_037729879.1|DSUP
OG0006522	LOC109424331|XP_019554976.2|AEAL	LOC119563416|XP_037732713.1|DSUP
OG0006523	LOC109424334|XP_019554979.1|AEAL	LOC119548693|XP_037712088.1|DSUP
OG0006524	LOC109414933|XP_019544328.2|AEAL	LOC119548428|XP_037711598.1|DSUP
OG0006525	LOC109414931|XP_029716185.1|AEAL	LOC119556265|XP_037724242.1|DSUP
OG0006526	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL	LOC119560288|XP_037729587.1|DSUP
OG0006527	LOC115267344|XP_029730126.1|AEAL	LOC119560379|XP_037729715.1|DSUP
OG0006528	LOC109411175|XP_019540195.1|AEAL	LOC119560614|XP_037730078.1|DSUP
OG0006529	LOC109411176|XP_019540196.2|AEAL	LOC119560556|XP_037729995.1|DSUP
OG0006530	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL	LOC119560575|XP_037730024.1|DSUP
OG0006531	LOC109417098|XP_019546769.1|AEAL	LOC119560506|XP_037729908.1|DSUP
OG0006532	LOC109414776|XP_029730129.1|AEAL	LOC119560132|XP_037729410.1|DSUP
OG0006533	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL	LOC119551321|XP_037716545.1|DSUP
OG0006534	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL	LOC119556045|XP_037723770.1|DSUP
OG0006535	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL	LOC119558740|XP_037727988.1|DSUP
OG0006536	LOC109416364|XP_029730172.1|AEAL	LOC119561036|XP_037730791.1|DSUP
OG0006537	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL	LOC119562230|XP_037731349.1|DSUP
OG0006538	LOC109406630|XP_029723423.1|AEAL	LOC119550321|XP_037714858.1|DSUP
OG0006539	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL	LOC119545644|XP_037707289.1|DSUP
OG0006540	LOC109423597|XP_019554121.2|AEAL	LOC119560906|XP_037730533.1|DSUP
OG0006541	LOC109423534|XP_019554063.2|AEAL	LOC119563062|XP_037732204.1|DSUP
OG0006542	LOC109402401|XP_019530611.2|AEAL	LOC119563063|XP_037732205.1|DSUP
OG0006543	LOC109423542|XP_019554071.2|AEAL	LOC119546575|XP_037708904.1|DSUP
OG0006544	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL	LOC119560736|XP_037730277.1|DSUP
OG0006545	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL	LOC119556692|XP_037725015.1|DSUP
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC119557705|XP_037726512.1|DSUP
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC119545645|XP_037707290.1|DSUP
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC119560387|XP_037729740.1|DSUP
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC119552092|XP_037717802.1|DSUP
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC119549579|XP_037713667.1|DSUP
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC119556797|XP_037725163.1|DSUP
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC119557380|XP_037726052.1|DSUP
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC119562995|XP_037732105.1|DSUP
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC119561067|XP_037730838.1|DSUP
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC119561118|XP_037730967.1|DSUP
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC119560678|XP_037730179.1|DSUP
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC119563356|XP_037732637.1|DSUP
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC119563259|XP_037732505.1|DSUP
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC119560041|XP_037729272.1|DSUP
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC119545641|XP_037707282.1|DSUP
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC119545665|XP_037707319.1|DSUP
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC119563235|XP_037732469.1|DSUP
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC119561056|XP_037730817.1|DSUP
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC119560573|XP_037730020.1|DSUP
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC119555019|XP_037722095.1|DSUP
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC119546208|XP_037708275.1|DSUP
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC119555331|XP_037722597.1|DSUP
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC119555324|XP_037722584.1|DSUP
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC119555177|XP_037722354.1|DSUP
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC119560927|XP_037730589.1|DSUP
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC119563028|XP_037732154.1|DSUP
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC119553402|XP_037719706.1|DSUP
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC119560525|XP_037729929.1|DSUP
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC119557294|XP_037725919.1|DSUP
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC119563405|XP_037732699.1|DSUP
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC119551082|XP_037716176.1|DSUP
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC119560779|XP_037730332.1|DSUP
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC119551072|XP_037716127.1|DSUP
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC119547843|XP_037710801.1|DSUP
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC119552762|XP_037718497.1|DSUP
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC119560089|XP_037729336.1|DSUP
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC119548212|XP_037711278.1|DSUP
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC119546414|XP_037708607.1|DSUP
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC119547522|XP_037710344.1|DSUP
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC119545993|XP_037707911.1|DSUP
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC119545760|XP_037707537.1|DSUP
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC119545734|XP_037707488.1|DSUP
OG0006588	LOC109405222|XP_029720374.1|AEAL	LOC119557467|XP_037726164.1|DSUP
OG0006589	LOC109406962|XP_019535516.1|AEAL	LOC119561071|XP_037730848.1|DSUP
OG0006590	LOC109405232|XP_019533811.2|AEAL	LOC119560673|XP_037730174.1|DSUP
OG0006591	LOC109409650|XP_019538649.1|AEAL	LOC119552574|XP_037718127.1|DSUP
OG0006592	LOC109409657|XP_019538667.2|AEAL	LOC119560467|XP_037729854.1|DSUP
OG0006593	LOC109409656|XP_019538666.2|AEAL	LOC119560464|XP_037729852.1|DSUP
OG0006594	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL	LOC119555016|XP_037722087.1|DSUP
OG0006595	LOC109409693|XP_029726019.1|AEAL	LOC119550126|XP_037714539.1|DSUP
OG0006596	LOC109409697|XP_019538717.2|AEAL	LOC119549901|XP_037714138.1|DSUP
OG0006597	LOC109409699|XP_029726031.1|AEAL	LOC119552630|XP_037718237.1|DSUP
OG0006598	LOC109411446|XP_029726032.1|AEAL	LOC119548681|XP_037712053.1|DSUP
OG0006599	LOC109411461|XP_019540530.2|AEAL	LOC119552669|XP_037718306.1|DSUP
OG0006600	LOC109411457|XP_029726036.1|AEAL	LOC119555672|XP_037723212.1|DSUP
OG0006601	LOC109409719|XP_019538755.2|AEAL	LOC119555332|XP_037722594.1|DSUP
OG0006602	LOC109411487|XP_019540554.1|AEAL	LOC119555333|XP_037722595.1|DSUP
OG0006603	LOC109409721|XP_019538757.2|AEAL	LOC119555327|XP_037722586.1|DSUP
OG0006604	LOC109412811|XP_019541967.2|AEAL	LOC119553378|XP_037719658.1|DSUP
OG0006605	LOC109409726|XP_019538765.2|AEAL	LOC119557981|XP_037726995.1|DSUP
OG0006606	LOC109412806|XP_029725264.1|AEAL	LOC119555259|XP_037722486.1|DSUP
OG0006607	LOC109409728|XP_029726061.1|AEAL	LOC119555381|XP_037722651.1|DSUP
OG0006608	LOC109409731|XP_019538772.1|AEAL	LOC119560713|XP_037730252.1|DSUP
OG0006609	LOC109404752|XP_019533226.2|AEAL	LOC119560411|XP_037729774.1|DSUP
OG0006610	LOC109404750|XP_029726137.1|AEAL	LOC119552912|XP_037718767.1|DSUP
OG0006611	LOC109621275|XP_029726148.1|AEAL	LOC119553895|XP_037720490.1|DSUP
OG0006612	LOC109404761|XP_019533243.3|AEAL	LOC119553300|XP_037719547.1|DSUP
OG0006613	LOC109404762|XP_019533244.1|AEAL	LOC119555159|XP_037722315.1|DSUP
OG0006614	LOC109621685|XP_019931364.2|AEAL	LOC119554551|XP_037721444.1|DSUP
OG0006615	LOC109404759|XP_029726154.1|AEAL	LOC119554341|XP_037721135.1|DSUP
OG0006616	LOC109420434|XP_019550318.2|AEAL	LOC119552910|XP_037718764.1|DSUP
OG0006617	LOC109420436|XP_019550320.2|AEAL	LOC119554649|XP_037721578.1|DSUP
OG0006618	LOC109621706|XP_019931399.2|AEAL	LOC119555615|XP_037723061.1|DSUP
OG0006619	LOC109621717|XP_019931415.2|AEAL	LOC119555723|XP_037723347.1|DSUP
OG0006620	LOC109621709|XP_029726173.1|AEAL	LOC119554308|XP_037721097.1|DSUP
OG0006621	LOC109621712|XP_019931408.1|AEAL	LOC119554193|XP_037720917.1|DSUP
OG0006622	LOC109621272|XP_029726180.1|AEAL	LOC119553220|XP_037719406.1|DSUP
OG0006623	LOC109401226|XP_019529232.3|AEAL, LOC109621887|XP_019931639.2|AEAL	LOC119554343|XP_037721137.1|DSUP
OG0006624	LOC109407816|XP_029726196.1|AEAL	LOC119551630|XP_037716982.1|DSUP
OG0006625	LOC109407819|XP_029726197.1|AEAL	LOC119551636|XP_037716992.1|DSUP
OG0006626	LOC109410006|XP_019539094.2|AEAL	LOC119559662|XP_037728638.1|DSUP
OG0006627	LOC109407813|XP_019536520.1|AEAL	LOC119549237|XP_037713064.1|DSUP
OG0006628	LOC109409972|XP_029726199.1|AEAL	LOC119549236|XP_037713060.1|DSUP
OG0006629	LOC109407726|XP_029726227.1|AEAL	LOC119549507|XP_037713546.1|DSUP
OG0006630	LOC109409659|XP_029726233.1|AEAL	LOC119550629|XP_037715386.1|DSUP
OG0006631	LOC109622566|XP_019932522.1|AEAL	LOC119553267|XP_037719486.1|DSUP
OG0006632	LOC109621284|XP_019932517.2|AEAL	LOC119550431|XP_037715031.1|DSUP
OG0006633	LOC109409553|XP_019538538.1|AEAL	LOC119553516|XP_037719866.1|DSUP
OG0006634	LOC109409503|XP_019538502.2|AEAL	LOC119546952|XP_037709519.1|DSUP
OG0006635	LOC109409482|XP_029726252.1|AEAL	LOC119546393|XP_037708564.1|DSUP
OG0006636	LOC109622522|XP_029726289.1|AEAL, LOC115254041|XP_029716650.1|AEAL	LOC119557346|XP_037726011.1|DSUP
OG0006637	LOC109408903|XP_019537826.3|AEAL, LOC109622401|XP_019932252.2|AEAL	LOC119553219|XP_037719405.1|DSUP
OG0006638	LOC109622503|XP_019932422.2|AEAL	LOC119550008|XP_037714359.1|DSUP
OG0006639	LOC109408749|XP_029726332.1|AEAL	LOC119551744|XP_037717173.1|DSUP
OG0006640	LOC109408472|XP_019537357.2|AEAL	LOC119551228|XP_037716393.1|DSUP
OG0006641	LOC109408373|XP_029726362.1|AEAL	LOC119551926|XP_037717484.1|DSUP
OG0006642	LOC109408343|XP_019537185.2|AEAL	LOC119551783|XP_037717239.1|DSUP
OG0006643	LOC109423566|XP_029727573.1|AEAL	LOC119549384|XP_037713352.1|DSUP
OG0006644	LOC109423363|XP_019553889.2|AEAL	LOC119553898|XP_037720495.1|DSUP
OG0006645	LOC109423353|XP_029726405.1|AEAL	LOC119548283|XP_037711378.1|DSUP
OG0006646	LOC109423349|XP_019553848.2|AEAL	LOC119549199|XP_037712957.1|DSUP
OG0006647	LOC109423331|XP_029726434.1|AEAL	LOC119549630|XP_037713744.1|DSUP
OG0006648	LOC109423313|XP_019553791.2|AEAL	LOC119553371|XP_037719649.1|DSUP
OG0006649	LOC109423304|XP_019553777.2|AEAL	LOC119549878|XP_037714111.1|DSUP
OG0006650	LOC109423294|XP_029726465.1|AEAL	LOC119548974|XP_037712491.1|DSUP
OG0006651	LOC109623134|XP_019933174.2|AEAL	LOC119554951|XP_037721992.1|DSUP
OG0006652	LOC109623133|XP_029726482.1|AEAL	LOC119552980|XP_037718926.1|DSUP
OG0006653	LOC109623115|XP_019933144.2|AEAL	LOC119555167|XP_037722327.1|DSUP
OG0006654	LOC109623112|XP_019933140.2|AEAL	LOC119554766|XP_037721732.1|DSUP
OG0006655	LOC109623109|XP_029726510.1|AEAL	LOC119554301|XP_037721087.1|DSUP
OG0006656	LOC109399285|XP_029726528.1|AEAL	LOC119553144|XP_037719283.1|DSUP
OG0006657	LOC109429045|XP_019560424.2|AEAL	LOC119549995|XP_037714336.1|DSUP
OG0006658	LOC109399201|XP_019527184.2|AEAL	LOC119553167|XP_037719331.1|DSUP
OG0006659	LOC109413973|XP_019543251.2|AEAL	LOC119554270|XP_037721049.1|DSUP
OG0006660	LOC109413972|XP_019543250.2|AEAL	LOC119553965|XP_037720589.1|DSUP
OG0006661	LOC109413961|XP_029726581.1|AEAL	LOC119552835|XP_037718620.1|DSUP
OG0006662	LOC109413993|XP_019543265.1|AEAL	LOC119546847|XP_037709372.1|DSUP
OG0006663	LOC109413955|XP_019543229.2|AEAL	LOC119552986|XP_037718932.1|DSUP
OG0006664	LOC109414823|XP_019544205.1|AEAL	LOC119559914|XP_037729019.1|DSUP
OG0006665	LOC109418057|XP_029726649.1|AEAL	LOC119552697|XP_037718358.1|DSUP
OG0006666	LOC109418079|XP_019547797.2|AEAL	LOC119551208|XP_037716370.1|DSUP
OG0006667	LOC109418087|XP_019547806.2|AEAL	LOC119552924|XP_037718793.1|DSUP
OG0006668	LOC109418113|XP_019547847.2|AEAL	LOC119551391|XP_037716646.1|DSUP
OG0006669	LOC109418041|XP_019547749.2|AEAL	LOC119553461|XP_037719792.1|DSUP
OG0006670	LOC109418122|XP_019547855.1|AEAL	LOC119554787|XP_037721761.1|DSUP
OG0006671	LOC109418123|XP_029726759.1|AEAL	LOC119552816|XP_037718591.1|DSUP
OG0006672	LOC109418124|XP_019547860.2|AEAL	LOC119554399|XP_037721212.1|DSUP
OG0006673	LOC109418127|XP_029726771.1|AEAL	LOC119553456|XP_037719786.1|DSUP
OG0006674	LOC109412821|XP_019541981.1|AEAL	LOC119554949|XP_037721991.1|DSUP
OG0006675	LOC109418133|XP_019547880.2|AEAL	LOC119552748|XP_037718464.1|DSUP
OG0006676	LOC109407773|XP_029726699.1|AEAL, LOC109418921|XP_029728014.1|AEAL	LOC119555659|XP_037723170.1|DSUP
OG0006677	LOC109418923|XP_029726696.1|AEAL	LOC119555053|XP_037722174.1|DSUP
OG0006678	LOC109418901|XP_019548671.1|AEAL	LOC119554791|XP_037721767.1|DSUP
OG0006679	LOC109407764|XP_019536485.2|AEAL	LOC119555195|XP_037722381.1|DSUP
OG0006680	LOC109418934|XP_029729316.1|AEAL	LOC119554776|XP_037721751.1|DSUP
OG0006681	LOC109418893|XP_029729313.1|AEAL	LOC119552815|XP_037718588.1|DSUP
OG0006682	LOC109418941|XP_029733610.1|AEAL	LOC119553880|XP_037720468.1|DSUP
OG0006683	LOC109418945|XP_019548710.2|AEAL	LOC119553655|XP_037720069.1|DSUP
OG0006684	LOC109418946|XP_029733600.1|AEAL	LOC119555052|XP_037722173.1|DSUP
OG0006685	LOC109418950|XP_019548714.2|AEAL	LOC119550168|XP_037714631.1|DSUP
OG0006686	LOC109397694|XP_029709772.1|AEAL, LOC109418956|XP_029733581.1|AEAL	LOC119555061|XP_037722189.1|DSUP
OG0006687	LOC109418968|XP_029709781.1|AEAL, LOC115269210|XP_029733574.1|AEAL	LOC119556697|XP_037725022.1|DSUP
OG0006688	LOC109418982|XP_029709792.1|AEAL, LOC109397934|XP_019525823.2|AEAL	LOC119553261|XP_037719479.1|DSUP
OG0006689	LOC109398060|XP_029709855.1|AEAL, LOC115269207|XP_029733541.1|AEAL	LOC119554104|XP_037720782.1|DSUP
OG0006690	LOC109419676|XP_029725896.1|AEAL, LOC109411810|XP_029725930.1|AEAL	LOC119545846|XP_037707741.1|DSUP
OG0006691	LOC109410020|XP_019539104.2|AEAL, LOC109419668|XP_019549448.2|AEAL	LOC119555443|XP_037722745.1|DSUP
OG0006692	LOC109410015|XP_019539100.1|AEAL	LOC119553514|XP_037719864.1|DSUP
OG0006693	LOC109410014|XP_029725869.1|AEAL	LOC119554239|XP_037721001.1|DSUP
OG0006694	LOC109419650|XP_029725849.1|AEAL, LOC115258167|XP_029714078.1|AEAL	LOC119556306|XP_037724316.1|DSUP
OG0006695	LOC109409989|XP_029725834.1|AEAL, LOC109420204|XP_029718026.1|AEAL	LOC119553423|XP_037719727.1|DSUP
