Orthogroup	AEAL.longest_only	DNOV.longest_only
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC115761015|XP_030558489.1|DNOV
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC115770357|XP_030571458.1|DNOV
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC115760804|XP_030558163.1|DNOV
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC115762308|XP_030560334.1|DNOV
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC115770403|XP_030571525.1|DNOV
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC115760634|XP_030557947.1|DNOV
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC115762171|XP_030560147.1|DNOV
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC115770408|XP_030571527.1|DNOV
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC115764362|XP_030563182.1|DNOV
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC115760692|XP_030558020.1|DNOV
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC115772009|XP_030573800.1|DNOV
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC115762145|XP_030560117.1|DNOV
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC115761136|XP_030558656.1|DNOV
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC115761135|XP_030558654.1|DNOV
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC115760520|XP_030557748.1|DNOV
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC115757984|XP_030554337.1|DNOV
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC115760128|XP_030557187.1|DNOV
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC115771149|XP_030572585.1|DNOV
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC115765929|XP_030565534.1|DNOV
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC115758562|XP_030555130.1|DNOV
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC115762277|XP_030560299.1|DNOV
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC115758404|XP_030554912.1|DNOV
OG0006881	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL	LOC115763471|XP_030561916.1|DNOV
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC115763002|XP_030561255.1|DNOV
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC115758453|XP_030554981.1|DNOV
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC115763454|XP_030561885.1|DNOV
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC115759277|XP_030556038.1|DNOV
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC115766907|XP_030566845.1|DNOV
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC115759924|XP_030556921.1|DNOV
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC115758454|XP_030554982.1|DNOV
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC115768568|XP_030569052.1|DNOV
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC115760200|XP_030557293.1|DNOV
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC115765870|XP_030565467.1|DNOV
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC115758375|XP_030554829.1|DNOV
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC115758374|XP_030554827.1|DNOV
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC115767605|XP_030567760.1|DNOV
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC115763477|XP_030561922.1|DNOV
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC115760129|XP_030557188.1|DNOV
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC115758477|XP_030555014.1|DNOV
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC115771365|XP_030572909.1|DNOV
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC115759186|XP_030555922.1|DNOV
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC115769074|XP_030569647.1|DNOV
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC115765016|XP_030564230.1|DNOV
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC115769243|XP_030569816.1|DNOV
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC115758668|XP_030555271.1|DNOV
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC115768534|XP_030568983.1|DNOV
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC115758452|XP_030554980.1|DNOV
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC115759725|XP_030556604.1|DNOV
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC115763379|XP_030561776.1|DNOV
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC115766388|XP_030566153.1|DNOV
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC115763447|XP_030561876.1|DNOV
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC115759776|XP_030556702.1|DNOV
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC115771392|XP_030572938.1|DNOV
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC115758820|XP_030555457.1|DNOV
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC115758342|XP_030554776.1|DNOV
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC115763326|XP_030561687.1|DNOV
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC115759259|XP_030556020.1|DNOV
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC115760328|XP_030557474.1|DNOV
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC115763510|XP_030561967.1|DNOV
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC115768553|XP_030569023.1|DNOV
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC115758461|XP_030554994.1|DNOV
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC115765042|XP_030564273.1|DNOV
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC115758602|XP_030555186.1|DNOV
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC115758991|XP_030555653.1|DNOV
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC115759244|XP_030556003.1|DNOV
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC115758647|XP_030555242.1|DNOV
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC115760087|XP_030557132.1|DNOV
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC115763291|XP_030561639.1|DNOV
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC115763173|XP_030561486.1|DNOV
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC115765594|XP_030565103.1|DNOV
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC115763403|XP_030561813.1|DNOV
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC115759973|XP_030556984.1|DNOV
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC115759804|XP_030556747.1|DNOV
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC115768919|XP_030569511.1|DNOV
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC115759865|XP_030556832.1|DNOV
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC115758396|XP_030554895.1|DNOV
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC115761242|XP_030558802.1|DNOV
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC115760329|XP_030557478.1|DNOV
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC115760252|XP_030557372.1|DNOV
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC115767717|XP_030567882.1|DNOV
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC115761405|XP_030559023.1|DNOV
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC115758351|XP_030554793.1|DNOV
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC115763211|XP_030561538.1|DNOV
OG0006949	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL	LOC115759874|XP_030556844.1|DNOV
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC115758334|XP_030554765.1|DNOV
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC115763327|XP_030561688.1|DNOV
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC115764697|XP_030563753.1|DNOV
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC115769624|XP_030570393.1|DNOV
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC115765482|XP_030564933.1|DNOV
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC115771977|XP_030573756.1|DNOV
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC115758497|XP_030555041.1|DNOV
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC115769314|XP_030569905.1|DNOV
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC115757849|XP_030554147.1|DNOV
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC115762661|XP_030560829.1|DNOV
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC115763331|XP_030561696.1|DNOV
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC115760274|XP_030557405.1|DNOV
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC115763437|XP_030561862.1|DNOV
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC115763550|XP_030562028.1|DNOV
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC115763438|XP_030561864.1|DNOV
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC115760130|XP_030557189.1|DNOV
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC115763283|XP_030561628.1|DNOV
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC115762072|XP_030560022.1|DNOV
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC115764236|XP_030563015.1|DNOV
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC115770192|XP_030571215.1|DNOV
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC115764971|XP_030564156.1|DNOV
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC115766001|XP_030565630.1|DNOV
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC115763021|XP_030561277.1|DNOV
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC115765432|XP_030564838.1|DNOV
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC115763538|XP_030562014.1|DNOV
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC115758430|XP_030554946.1|DNOV
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC115758662|XP_030555261.1|DNOV
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC115770998|XP_030572358.1|DNOV
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC115759749|XP_030556649.1|DNOV
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC115765922|XP_030565528.1|DNOV
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC115758682|XP_030555283.1|DNOV
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC115763468|XP_030561911.1|DNOV
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC115758880|XP_030555534.1|DNOV
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC115758335|XP_030554766.1|DNOV
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC115760253|XP_030557374.1|DNOV
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC115758542|XP_030555095.1|DNOV
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC115765505|XP_030564979.1|DNOV
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC115772089|XP_030573913.1|DNOV
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC115767706|XP_030567859.1|DNOV
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC115759915|XP_030556908.1|DNOV
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC115759081|XP_030555774.1|DNOV
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC115757750|XP_030554013.1|DNOV
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC115759009|XP_030555677.1|DNOV
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC115765462|XP_030564887.1|DNOV
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC115759771|XP_030556698.1|DNOV
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC115763512|XP_030561970.1|DNOV
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC115763514|XP_030561972.1|DNOV
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC115760718|XP_030558046.1|DNOV
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC115759713|XP_030556575.1|DNOV
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC115765973|XP_030565586.1|DNOV
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC115760841|XP_030558245.1|DNOV
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC115763526|XP_030561993.1|DNOV
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC115769678|XP_030570570.1|DNOV
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC115760228|XP_030557341.1|DNOV
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC115760277|XP_030557408.1|DNOV
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC115759199|XP_030555941.1|DNOV
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC115763057|XP_030561343.1|DNOV
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC115759992|XP_030557005.1|DNOV
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC115763292|XP_030561640.1|DNOV
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC115767713|XP_030567872.1|DNOV
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC115759442|XP_030556223.1|DNOV
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC115760050|XP_030557081.1|DNOV
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC115759039|XP_030555720.1|DNOV
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC115758612|XP_030555203.1|DNOV
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC115763452|XP_030561881.1|DNOV
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC115763599|XP_030562082.1|DNOV
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC115763348|XP_030561723.1|DNOV
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC115763466|XP_030561906.1|DNOV
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC115759353|XP_030556134.1|DNOV
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC115759090|XP_030555784.1|DNOV
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC115768544|XP_030569010.1|DNOV
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC115759835|XP_030556788.1|DNOV
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC115765751|XP_030565273.1|DNOV
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC115771332|XP_030572858.1|DNOV
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC115765921|XP_030565525.1|DNOV
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC115758725|XP_030555336.1|DNOV
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC115760041|XP_030557069.1|DNOV
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC115767830|XP_030568031.1|DNOV
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC115760290|XP_030557423.1|DNOV
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC115768325|XP_030568742.1|DNOV
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC115769287|XP_030569871.1|DNOV
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC115763428|XP_030561848.1|DNOV
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC115760853|XP_030558264.1|DNOV
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC115770405|XP_030571523.1|DNOV
OG0007037	LOC109427574|XP_019558697.2|AEAL	LOC115772119|XP_030573954.1|DNOV
OG0007038	LOC109416244|XP_029727394.1|AEAL	LOC115761139|XP_030558660.1|DNOV
OG0007039	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL	LOC115761710|XP_030559449.1|DNOV
OG0007040	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL	LOC115765451|XP_030564873.1|DNOV
OG0007041	LOC115265620|XP_029727324.1|AEAL	LOC115763179|XP_030561497.1|DNOV
OG0007042	LOC109431007|XP_029727308.1|AEAL	LOC115763035|XP_030561306.1|DNOV
OG0007043	LOC109404810|XP_019533306.2|AEAL	LOC115759617|XP_030556456.1|DNOV
OG0007044	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL	LOC115760152|XP_030557223.1|DNOV
OG0007045	LOC109419322|XP_029727212.1|AEAL	LOC115763867|XP_030562503.1|DNOV
OG0007046	LOC109419315|XP_019549096.2|AEAL	LOC115763656|XP_030562184.1|DNOV
OG0007047	LOC109421664|XP_019551739.2|AEAL	LOC115758892|XP_030555549.1|DNOV
OG0007048	LOC109421660|XP_019551730.2|AEAL	LOC115763034|XP_030561304.1|DNOV
OG0007049	LOC109421618|XP_019551666.1|AEAL	LOC115759884|XP_030556859.1|DNOV
OG0007050	LOC109409175|XP_019538140.2|AEAL	LOC115759995|XP_030557012.1|DNOV
OG0007051	LOC109409200|XP_029727111.1|AEAL	LOC115760225|XP_030557338.1|DNOV
OG0007052	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL	LOC115768846|XP_030569403.1|DNOV
OG0007053	LOC109421518|XP_029727081.1|AEAL	LOC115766138|XP_030565826.1|DNOV
OG0007054	LOC109621331|XP_019930921.2|AEAL	LOC115762060|XP_030560006.1|DNOV
OG0007055	LOC109621337|XP_029726807.1|AEAL	LOC115762392|XP_030560432.1|DNOV
OG0007056	LOC109421461|XP_019551500.2|AEAL	LOC115769950|XP_030570856.1|DNOV
OG0007057	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL	LOC115768894|XP_030569468.1|DNOV
OG0007058	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL	LOC115767842|XP_030568050.1|DNOV
OG0007062	LOC109621806|XP_019931506.2|AEAL	LOC115758381|XP_030554843.1|DNOV
OG0007063	LOC109421307|XP_019551355.3|AEAL	LOC115763386|XP_030561786.1|DNOV
OG0007064	LOC109421303|XP_019551348.1|AEAL	LOC115762245|XP_030560256.1|DNOV
OG0007065	LOC109621809|XP_019931517.2|AEAL	LOC115765581|XP_030565089.1|DNOV
OG0007066	LOC109621858|XP_019931608.2|AEAL	LOC115770243|XP_030571311.1|DNOV
OG0007067	LOC109421298|XP_019551341.2|AEAL	LOC115760044|XP_030557071.1|DNOV
OG0007068	LOC109621853|XP_029726958.1|AEAL	LOC115763589|XP_030562071.1|DNOV
OG0007069	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL	LOC115762987|XP_030561231.1|DNOV
OG0007070	LOC109621231|XP_019530737.2|AEAL	LOC115760499|XP_030557710.1|DNOV
OG0007071	LOC109402516|XP_019530752.2|AEAL	LOC115760902|XP_030558329.1|DNOV
OG0007073	LOC109402498|XP_019530727.2|AEAL	LOC115765908|XP_030565513.1|DNOV
OG0007074	LOC109415856|XP_019545349.2|AEAL	LOC115758506|XP_030555059.1|DNOV
OG0007075	LOC109415853|XP_019545346.2|AEAL	LOC115768554|XP_030569024.1|DNOV
OG0007076	LOC109402466|XP_019530702.2|AEAL	LOC115757822|XP_030554109.1|DNOV
OG0007077	LOC109416798|XP_019546403.1|AEAL	LOC115760132|XP_030557191.1|DNOV
OG0007078	LOC109402527|XP_019530771.2|AEAL	LOC115758344|XP_030554781.1|DNOV
OG0007079	LOC109416792|XP_029720038.1|AEAL	LOC115758346|XP_030554783.1|DNOV
OG0007080	LOC109429583|XP_029719935.1|AEAL	LOC115762995|XP_030561240.1|DNOV
OG0007081	LOC109429582|XP_019561109.2|AEAL	LOC115763559|XP_030562039.1|DNOV
OG0007082	LOC109426524|XP_019557606.2|AEAL	LOC115765523|XP_030565001.1|DNOV
OG0007083	LOC109429576|XP_029719930.1|AEAL	LOC115759134|XP_030555843.1|DNOV
OG0007084	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL	LOC115768835|XP_030569391.1|DNOV
OG0007085	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL	LOC115759712|XP_030556572.1|DNOV
OG0007086	LOC109429546|XP_029720094.1|AEAL	LOC115758948|XP_030555608.1|DNOV
OG0007087	LOC109429894|XP_019561437.2|AEAL	LOC115770198|XP_030571247.1|DNOV
OG0007088	LOC109429892|XP_029720103.1|AEAL	LOC115759693|XP_030556551.1|DNOV
OG0007089	LOC109415453|XP_019544874.2|AEAL	LOC115765894|XP_030565497.1|DNOV
OG0007090	LOC109429879|XP_029720114.1|AEAL	LOC115760314|XP_030557461.1|DNOV
OG0007091	LOC109429872|XP_019561403.2|AEAL	LOC115759204|XP_030555950.1|DNOV
OG0007092	LOC109415451|XP_019544872.2|AEAL	LOC115759650|XP_030556498.1|DNOV
OG0007093	LOC109429955|XP_029720122.1|AEAL	LOC115758538|XP_030555091.1|DNOV
OG0007094	LOC109429944|XP_019561486.1|AEAL	LOC115758540|XP_030555094.1|DNOV
OG0007095	LOC109429946|XP_019561488.2|AEAL	LOC115763580|XP_030562059.1|DNOV
OG0007096	LOC109429943|XP_019561485.2|AEAL	LOC115758994|XP_030555656.1|DNOV
OG0007097	LOC115253886|XP_029729201.1|AEAL, LOC109429830|XP_029720145.1|AEAL	LOC115758915|XP_030555572.1|DNOV
OG0007098	LOC115262145|XP_029720148.1|AEAL	LOC115758417|XP_030554925.1|DNOV
OG0007099	LOC109429796|XP_019526211.2|AEAL	LOC115761675|XP_030559389.1|DNOV
OG0007100	LOC109429791|XP_029720166.1|AEAL	LOC115759732|XP_030556611.1|DNOV
OG0007101	LOC109404638|XP_019533101.2|AEAL, LOC109411676|XP_019540786.2|AEAL	LOC115758654|XP_030555251.1|DNOV
OG0007102	LOC109404600|XP_029720262.1|AEAL	LOC115765456|XP_030564880.1|DNOV
OG0007103	LOC109404604|XP_019533052.1|AEAL	LOC115759820|XP_030556772.1|DNOV
OG0007104	LOC109411702|XP_019540820.1|AEAL	LOC115763147|XP_030561457.1|DNOV
OG0007105	LOC109411704|XP_019540824.2|AEAL	LOC115759901|XP_030556883.1|DNOV
OG0007106	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL	LOC115765860|XP_030565450.1|DNOV
OG0007107	LOC109416814|XP_019546424.2|AEAL	LOC115763125|XP_030561431.1|DNOV
OG0007108	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL	LOC115763371|XP_030561762.1|DNOV
OG0007109	LOC109421195|XP_019551262.1|AEAL	LOC115759828|XP_030556778.1|DNOV
OG0007110	LOC109421405|XP_029719783.1|AEAL	LOC115758347|XP_030554787.1|DNOV
OG0007111	LOC109421495|XP_029720210.1|AEAL	LOC115758584|XP_030555163.1|DNOV
OG0007112	LOC109411735|XP_019540879.2|AEAL	LOC115765984|XP_030565605.1|DNOV
OG0007113	LOC109411740|XP_019540888.2|AEAL	LOC115757685|XP_030553882.1|DNOV
OG0007114	LOC109420449|XP_019550340.2|AEAL	LOC115758329|XP_030554758.1|DNOV
OG0007115	LOC109411747|XP_029720204.1|AEAL	LOC115765534|XP_030565012.1|DNOV
OG0007116	LOC109411754|XP_019540905.2|AEAL	LOC115759709|XP_030556568.1|DNOV
OG0007118	LOC109411759|XP_019540913.2|AEAL	LOC115759355|XP_030556137.1|DNOV
OG0007119	LOC109411214|XP_029719801.1|AEAL	LOC115768883|XP_030569454.1|DNOV
OG0007120	LOC109411219|XP_019540265.2|AEAL	LOC115768577|XP_030569076.1|DNOV
OG0007121	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL	LOC115768855|XP_030569416.1|DNOV
OG0007122	LOC109411230|XP_019540283.2|AEAL	LOC115769127|XP_030569693.1|DNOV
OG0007123	LOC109411232|XP_019540288.1|AEAL	LOC115768793|XP_030569348.1|DNOV
OG0007124	LOC109414188|XP_019543517.2|AEAL	LOC115770239|XP_030571303.1|DNOV
OG0007125	LOC109414187|XP_019543515.2|AEAL	LOC115771477|XP_030573063.1|DNOV
OG0007126	LOC109414186|XP_019543514.2|AEAL	LOC115770528|XP_030571687.1|DNOV
OG0007127	LOC109414184|XP_019543511.1|AEAL	LOC115770292|XP_030571387.1|DNOV
OG0007128	LOC109414180|XP_019543508.2|AEAL	LOC115770140|XP_030571145.1|DNOV
OG0007129	LOC109414179|XP_019543507.2|AEAL	LOC115771532|XP_030573130.1|DNOV
OG0007130	LOC109414174|XP_029712512.1|AEAL	LOC115771551|XP_030573156.1|DNOV
OG0007131	LOC109414168|XP_019543496.2|AEAL	LOC115767881|XP_030568107.1|DNOV
OG0007132	LOC109414166|XP_029712485.1|AEAL	LOC115769414|XP_030570085.1|DNOV
OG0007133	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL	LOC115762760|XP_030560963.1|DNOV
OG0007134	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL	LOC115770420|XP_030571546.1|DNOV
