Orthogroup	AEAL.longest_only	DSER.longest_only
OG0005339	LOC109418499|XP_029715164.1|AEAL	LOC110183285|XP_020807174.1|DSER
OG0005340	LOC109622835|XP_019932839.2|AEAL	LOC110187346|XP_020812392.1|DSER
OG0005341	LOC109622837|XP_019932841.2|AEAL	LOC110178906|XP_020801845.1|DSER
OG0005342	LOC109622838|XP_019932842.1|AEAL	LOC110183978|XP_020807993.1|DSER
OG0005343	LOC109398617|XP_029715282.1|AEAL	LOC110180024|XP_020803284.1|DSER
OG0005344	LOC109404696|XP_029714673.1|AEAL, LOC109398642|XP_029714674.1|AEAL	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER
OG0005345	LOC109398627|XP_019526554.1|AEAL, LOC109404784|XP_019533273.1|AEAL	LOC110180585|XP_020803936.1|DSER
OG0005346	LOC109407063|XP_019535636.1|AEAL	LOC110185937|XP_020810610.1|DSER
OG0005347	LOC109407088|XP_029715186.1|AEAL	LOC110187511|XP_020812564.1|DSER
OG0005348	LOC109407182|XP_029715194.1|AEAL, LOC115258558|XP_029714598.1|AEAL	LOC110183393|XP_020807319.1|DSER
OG0005349	LOC109407204|XP_029714599.1|AEAL	LOC110183322|XP_020807227.1|DSER
OG0005350	LOC109407208|XP_029716567.1|AEAL, LOC109405872|XP_019534476.2|AEAL	LOC110183168|XP_020807019.1|DSER
OG0005351	LOC109405879|XP_029714432.1|AEAL, LOC109407209|XP_019535736.2|AEAL	LOC110189096|XP_020814730.1|DSER
OG0005352	LOC109405894|XP_029714527.1|AEAL	LOC110183274|XP_020807160.1|DSER
OG0005353	LOC109405902|XP_029714622.1|AEAL, LOC109407217|XP_029714701.1|AEAL	LOC110176359|XP_020798346.1|DSER
OG0005354	LOC109407223|XP_019535763.2|AEAL	LOC110185567|XP_020810150.1|DSER
OG0005355	LOC109414300|XP_029715313.1|AEAL, LOC109407233|XP_019535772.1|AEAL	LOC110178175|XP_020800868.1|DSER
OG0005356	LOC109414301|XP_019543662.2|AEAL, LOC109407234|XP_029714716.1|AEAL	LOC110178095|XP_020800761.1|DSER
OG0005357	LOC115258575|XP_029714641.1|AEAL, LOC109414304|XP_029714649.1|AEAL	LOC110176851|XP_020798980.1|DSER
OG0005358	LOC115258708|XP_029714921.1|AEAL, LOC109407243|XP_019535793.2|AEAL	LOC110185555|XP_020810131.1|DSER
OG0005359	LOC109414310|XP_029715321.1|AEAL	LOC110177392|XP_020799756.1|DSER
OG0005360	LOC115258624|XP_029714778.1|AEAL, LOC109407248|XP_019535800.1|AEAL	LOC110185241|XP_020809636.1|DSER
OG0005361	LOC109407254|XP_029715177.1|AEAL, LOC109414323|XP_029715175.1|AEAL, LOC115258805|XP_029715094.1|AEAL	LOC110183485|XP_020807424.1|DSER
OG0005362	LOC109424217|XP_029714804.1|AEAL, LOC109414335|XP_019543699.2|AEAL, LOC115254018|XP_029714794.1|AEAL	LOC110187307|XP_020812355.1|DSER
OG0005363	LOC109414343|XP_019543705.2|AEAL, LOC115261755|XP_029719500.1|AEAL	LOC110182702|XP_020806457.1|DSER
OG0005364	LOC115267672|XP_029730688.1|AEAL, LOC109420900|XP_029720667.1|AEAL	LOC110179219|XP_020802313.1|DSER
OG0005365	LOC109420935|XP_019550957.2|AEAL, LOC109412652|XP_019541824.2|AEAL	LOC110185002|XP_020809314.1|DSER
OG0005366	LOC115257988|XP_029713832.1|AEAL	LOC110184942|XP_020809248.1|DSER
OG0005367	LOC115258720|XP_029714933.1|AEAL, LOC109420963|XP_029715019.1|AEAL	LOC110184977|XP_020809285.1|DSER
OG0005368	LOC109420965|XP_019550984.1|AEAL	LOC110190991|XP_020817362.1|DSER
OG0005369	LOC115258571|XP_029714619.1|AEAL, LOC109429368|XP_019560811.2|AEAL	LOC110181152|XP_020804485.1|DSER
OG0005370	LOC115254022|XP_029715155.1|AEAL, LOC109428433|XP_019559738.2|AEAL	LOC110183158|XP_020807009.1|DSER
OG0005371	LOC109428452|XP_019559766.2|AEAL, LOC109420969|XP_019550987.2|AEAL	LOC110183160|XP_020807010.1|DSER
OG0005372	LOC115255029|XP_029708599.1|AEAL, LOC115255040|XP_029708626.1|AEAL	LOC110188188|XP_020813423.1|DSER
OG0005373	LOC109428736|XP_019560111.1|AEAL	LOC110191701|XP_020818276.1|DSER
OG0005374	LOC109428782|XP_029714621.1|AEAL	LOC110184897|XP_020809203.1|DSER
OG0005375	LOC109421009|XP_019551040.2|AEAL	LOC110184896|XP_020809202.1|DSER
OG0005376	LOC109428821|XP_029714885.1|AEAL, LOC109421015|XP_029714939.1|AEAL	LOC110186061|XP_020810757.1|DSER
OG0005377	LOC115268660|XP_029732632.1|AEAL, LOC109429109|XP_019560505.1|AEAL	LOC110177556|XP_020799986.1|DSER
OG0005378	LOC109428583|XP_029714802.1|AEAL, LOC109421075|XP_029714613.1|AEAL	LOC110185695|XP_020810321.1|DSER
OG0005379	LOC109428608|XP_019559947.2|AEAL, LOC109421079|XP_019551118.2|AEAL	LOC110182257|XP_020805934.1|DSER
OG0005380	LOC109428598|XP_029714479.1|AEAL, LOC109398524|XP_029714575.1|AEAL	LOC110186042|XP_020810740.1|DSER
OG0005381	LOC109416522|XP_029730009.1|AEAL, LOC109398535|XP_029714510.1|AEAL	LOC110187464|XP_020812511.1|DSER
OG0005382	LOC109398534|XP_019526463.2|AEAL	LOC110187264|XP_020812311.1|DSER
OG0005383	LOC109410191|XP_029715088.1|AEAL, LOC109405688|XP_019534293.2|AEAL	LOC110185190|XP_020809571.1|DSER
OG0005384	LOC115258815|XP_029715107.1|AEAL, LOC109405698|XP_019534303.2|AEAL	LOC110190969|XP_020817318.1|DSER
OG0005385	LOC109410206|XP_019539275.2|AEAL	LOC110182917|XP_020806738.1|DSER
OG0005386	LOC109417518|XP_029721823.1|AEAL, LOC115258831|XP_029715126.1|AEAL	LOC110178208|XP_020800909.1|DSER
OG0005387	LOC109417539|XP_019547161.1|AEAL, LOC109410223|XP_029729291.1|AEAL	LOC110187652|XP_020812720.1|DSER
OG0005388	LOC115255416|XP_029709388.1|AEAL, LOC109417636|XP_019547224.1|AEAL	LOC110187415|XP_020812463.1|DSER
OG0005389	LOC109417654|XP_019547252.2|AEAL, LOC109622149|XP_019931926.2|AEAL	LOC110183987|XP_020808003.1|DSER
OG0005390	LOC109417700|XP_019547362.2|AEAL, LOC109417709|XP_029709188.1|AEAL, LOC115255335|XP_029709208.1|AEAL	LOC110182306|XP_020805981.1|DSER
OG0005391	LOC109417710|XP_029709189.1|AEAL, LOC109417761|XP_029709211.1|AEAL, LOC115253944|XP_029709209.1|AEAL	LOC110182308|XP_020805983.1|DSER
OG0005392	LOC109417715|XP_019547358.1|AEAL	LOC110184838|XP_020809140.1|DSER, LOC110179797|XP_020803066.1|DSER
OG0005393	LOC109417716|XP_019547359.1|AEAL, LOC115255323|XP_029709191.1|AEAL	LOC110188106|XP_020813337.1|DSER
OG0005394	LOC109417717|XP_029709185.1|AEAL	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER
OG0005395	LOC109417721|XP_019547370.2|AEAL, LOC109430623|XP_019524832.2|AEAL	LOC110178113|XP_020800785.1|DSER
OG0005396	LOC109423693|XP_029709154.1|AEAL	LOC110176955|XP_020799118.1|DSER
OG0005397	LOC109417738|XP_019547400.2|AEAL	LOC110176933|XP_020799089.1|DSER
OG0005398	LOC115255300|XP_029709142.1|AEAL, LOC109420023|XP_029709098.1|AEAL	LOC110177180|XP_020799430.1|DSER
OG0005399	LOC109419998|XP_029709079.1|AEAL, LOC109417771|XP_029709101.1|AEAL	LOC110180251|XP_020803570.1|DSER
OG0005400	LOC115253681|XP_029709070.1|AEAL, LOC109419400|XP_029709062.1|AEAL, LOC115255479|XP_029709463.1|AEAL	LOC110188998|XP_020814608.1|DSER, LOC110188971|XP_020814577.1|DSER
OG0005401	LOC115257262|XP_029712562.1|AEAL, LOC109415355|XP_019544801.2|AEAL	LOC110176954|XP_020799116.1|DSER
OG0005402	LOC109415604|XP_029709018.1|AEAL, LOC115253486|XP_029709030.1|AEAL	LOC110176956|XP_020799121.1|DSER
OG0005403	LOC109407176|XP_019535706.1|AEAL, LOC115255218|XP_029709021.1|AEAL	LOC110176871|XP_020799005.1|DSER
OG0005404	LOC109424512|XP_029708977.1|AEAL	LOC110176872|XP_020799006.1|DSER
OG0005405	LOC109419964|XP_019549798.2|AEAL, LOC115255190|XP_029708990.1|AEAL	LOC110178346|XP_020801127.1|DSER
OG0005406	LOC109419960|XP_019549796.2|AEAL, LOC109622706|XP_019932679.2|AEAL	LOC110191590|XP_020818134.1|DSER
OG0005407	LOC109419959|XP_029709558.1|AEAL	LOC110176053|XP_020797929.1|DSER
OG0005408	LOC109419949|XP_019549780.2|AEAL, LOC109420743|XP_019550764.2|AEAL	LOC110182353|XP_020806052.1|DSER
OG0005409	LOC115258228|XP_029714162.1|AEAL, LOC109419910|XP_029708896.1|AEAL	LOC110177003|XP_020799172.1|DSER
OG0005410	LOC109420724|XP_019550724.1|AEAL, LOC115259307|XP_029715705.1|AEAL, LOC115253616|XP_029708883.1|AEAL	LOC110182390|XP_020806088.1|DSER
OG0005411	LOC109419850|XP_019549680.2|AEAL, LOC109420603|XP_019550509.2|AEAL	LOC110178380|XP_020801176.1|DSER
OG0005412	LOC109420710|XP_029708848.1|AEAL, LOC115253938|XP_029708856.1|AEAL	LOC110178360|XP_020801151.1|DSER
OG0005413	LOC109420598|XP_029708843.1|AEAL, LOC109403254|XP_029709548.1|AEAL	LOC110189734|XP_020815587.1|DSER
OG0005414	LOC109419874|XP_029736335.1|AEAL, LOC115254266|XP_029736334.1|AEAL, LOC109420705|XP_019550704.2|AEAL	LOC110180446|XP_020803773.1|DSER
OG0005415	LOC109420687|XP_019550665.1|AEAL	LOC110179674|XP_020802944.1|DSER
OG0005416	LOC109420670|XP_029708745.1|AEAL	LOC110191567|XP_020818107.1|DSER
OG0005417	LOC109420659|XP_019550624.2|AEAL	LOC110187216|XP_020812275.1|DSER
OG0005418	LOC109420658|XP_019550623.1|AEAL	LOC110184957|XP_020809263.1|DSER
OG0005419	LOC115255109|XP_029708821.1|AEAL, LOC109420648|XP_019550554.2|AEAL	LOC110183317|XP_020807221.1|DSER
OG0005420	LOC109420641|XP_029708722.1|AEAL	LOC110185846|XP_020810512.1|DSER
OG0005421	LOC109420547|XP_029708712.1|AEAL, LOC115255439|XP_029709432.1|AEAL	LOC110184969|XP_020809276.1|DSER
OG0005422	LOC109420489|XP_029708658.1|AEAL, LOC109407535|XP_019536148.2|AEAL, LOC109420507|XP_019550414.2|AEAL	LOC110179563|XP_020802803.1|DSER
OG0005423	LOC109407612|XP_029708649.1|AEAL	LOC110176855|XP_020798987.1|DSER
OG0005424	LOC109419739|XP_029708585.1|AEAL	LOC110182969|XP_020806822.1|DSER
OG0005425	LOC109419754|XP_019549571.1|AEAL, LOC115255017|XP_029708581.1|AEAL	LOC110184595|XP_020808844.1|DSER
OG0005426	LOC109398250|XP_029708620.1|AEAL	LOC110177062|XP_020799237.1|DSER
OG0005427	LOC109402100|XP_019530266.2|AEAL	LOC110181427|XP_020804828.1|DSER
OG0005428	LOC109402099|XP_029708546.1|AEAL, LOC115254977|XP_029708528.1|AEAL	LOC110185630|XP_020810242.1|DSER
OG0005429	LOC109402103|XP_019530268.2|AEAL, LOC115254989|XP_029708543.1|AEAL	LOC110185044|XP_020809355.1|DSER
OG0005430	LOC109402114|XP_029708540.1|AEAL, LOC115254981|XP_029708533.1|AEAL	LOC110185041|XP_020809353.1|DSER
OG0005431	LOC109427433|XP_019558537.2|AEAL, LOC115254961|XP_029708513.1|AEAL	LOC110185098|XP_020809447.1|DSER
OG0005432	LOC115262063|XP_029719866.1|AEAL, LOC109427514|XP_019558616.1|AEAL	LOC110182823|XP_020806618.1|DSER
OG0005433	LOC109427534|XP_019558637.1|AEAL	LOC110177785|XP_020800315.1|DSER
OG0005434	LOC115268763|XP_029732784.1|AEAL, LOC109427674|XP_019558808.2|AEAL	LOC110185109|XP_020809458.1|DSER
OG0005435	LOC115262466|XP_029720734.1|AEAL, LOC109427694|XP_019558827.2|AEAL	LOC110182822|XP_020806617.1|DSER
OG0005436	LOC109427682|XP_019558820.2|AEAL, LOC115262465|XP_029720732.1|AEAL	LOC110176025|XP_020797895.1|DSER
OG0005437	LOC109427739|XP_019558882.2|AEAL	LOC110191410|XP_020817927.1|DSER
OG0005439	LOC109428260|XP_019559538.1|AEAL	LOC110185434|XP_020809920.1|DSER
OG0005440	LOC115266465|XP_029728559.1|AEAL, LOC109428028|XP_029728556.1|AEAL	LOC110178213|XP_020800914.1|DSER
OG0005441	LOC109433590|XP_019565571.2|AEAL, LOC109430785|XP_019562403.2|AEAL	LOC110177977|XP_020800630.1|DSER
OG0005442	LOC109430108|XP_019561684.1|AEAL, LOC109433573|XP_019565557.2|AEAL	LOC110176865|XP_020798999.1|DSER
OG0005443	LOC109433587|XP_019565565.2|AEAL	LOC110183357|XP_020807277.1|DSER
OG0005444	LOC109430148|XP_019561726.2|AEAL	LOC110187596|XP_020812647.1|DSER
OG0005445	LOC115261021|XP_029718251.1|AEAL, LOC109430156|XP_029718253.1|AEAL, LOC115265230|XP_029725372.1|AEAL	LOC110183474|XP_020807411.1|DSER
OG0005446	LOC109430164|XP_029727440.1|AEAL	LOC110176810|XP_020798909.1|DSER
OG0005447	LOC109430166|XP_029727439.1|AEAL	LOC110182329|XP_020806020.1|DSER
OG0005448	LOC109432638|XP_019564555.2|AEAL	LOC110177797|XP_020800345.1|DSER
OG0005449	LOC109432696|XP_019564626.2|AEAL	LOC110184482|XP_020808692.1|DSER
OG0005450	LOC109427575|XP_019558698.1|AEAL	LOC110186244|XP_020810972.1|DSER
OG0005451	LOC109405617|XP_029723964.1|AEAL, LOC109427599|XP_029727669.1|AEAL	LOC110187481|XP_020812527.1|DSER
OG0005452	LOC109423965|XP_019554581.2|AEAL	LOC110179221|XP_020802318.1|DSER
OG0005453	LOC109423958|XP_029727379.1|AEAL	LOC110186917|XP_020811898.1|DSER
OG0005454	LOC115265637|XP_029727369.1|AEAL, LOC115265625|XP_029727348.1|AEAL, LOC109423949|XP_029727340.1|AEAL	LOC110184818|XP_020809117.1|DSER
OG0005455	LOC109430993|XP_029725362.1|AEAL, LOC115265617|XP_029727317.1|AEAL	LOC110176784|XP_020798883.1|DSER
OG0005456	LOC109423937|XP_019554547.2|AEAL	LOC110181431|XP_020804833.1|DSER
OG0005457	LOC109404804|XP_019533299.2|AEAL	LOC110181414|XP_020804811.1|DSER
OG0005458	LOC115253702|XP_029727256.1|AEAL, LOC109423917|XP_029727297.1|AEAL	LOC110187341|XP_020812388.1|DSER
OG0005459	LOC109423920|XP_019554529.2|AEAL, LOC109404807|XP_019533301.2|AEAL	LOC110182315|XP_020806002.1|DSER
OG0005460	LOC109423919|XP_019554528.2|AEAL, LOC109404798|XP_019533292.2|AEAL	LOC110187408|XP_020812455.1|DSER
OG0005461	LOC109423916|XP_019554524.2|AEAL, LOC109404805|XP_019533300.2|AEAL	LOC110183776|XP_020807792.1|DSER
OG0005462	LOC109423915|XP_019554523.2|AEAL, LOC115265610|XP_029727255.1|AEAL	LOC110183777|XP_020807793.1|DSER
OG0005463	LOC109404781|XP_019533260.2|AEAL, LOC115265858|XP_029727665.1|AEAL	LOC110176274|XP_020798250.1|DSER
OG0005464	LOC109404812|XP_029727283.1|AEAL, LOC109423908|XP_029727244.1|AEAL	LOC110181455|XP_020804860.1|DSER
OG0005465	LOC109423885|XP_019554486.2|AEAL, LOC109404792|XP_019533284.1|AEAL	LOC110181456|XP_020804862.1|DSER
OG0005466	LOC109404796|XP_029727240.1|AEAL, LOC109423883|XP_029727278.1|AEAL	LOC110181413|XP_020804810.1|DSER
OG0005467	LOC109419320|XP_029727660.1|AEAL	LOC110177394|XP_020799757.1|DSER
OG0005468	LOC109418152|XP_019547887.2|AEAL	LOC110176861|XP_020798994.1|DSER
OG0005469	LOC109418101|XP_019547836.2|AEAL	LOC110183839|XP_020807849.1|DSER
OG0005470	LOC109418088|XP_019547812.2|AEAL	LOC110183838|XP_020807847.1|DSER
OG0005471	LOC109621903|XP_019931658.2|AEAL	LOC110184870|XP_020809176.1|DSER
OG0005473	LOC109421659|XP_019551729.1|AEAL	LOC110187406|XP_020812453.1|DSER
OG0005474	LOC109407359|XP_029725352.1|AEAL	LOC110187322|XP_020812369.1|DSER
OG0005475	LOC109421655|XP_019551722.2|AEAL	LOC110187297|XP_020812345.1|DSER
OG0005476	LOC109407335|XP_019535878.2|AEAL	LOC110182893|XP_020806702.1|DSER
OG0005477	LOC109407329|XP_029727147.1|AEAL	LOC110189886|XP_020815794.1|DSER
OG0005478	LOC109421642|XP_029727139.1|AEAL	LOC110185884|XP_020810555.1|DSER
OG0005479	LOC109421641|XP_019551698.1|AEAL	LOC110185883|XP_020810553.1|DSER
OG0005480	LOC109407322|XP_019535860.1|AEAL	LOC110185749|XP_020810406.1|DSER
OG0005481	LOC109407319|XP_029727152.1|AEAL, LOC109421638|XP_019551695.2|AEAL	LOC110176966|XP_020799132.1|DSER
OG0005482	LOC109407313|XP_029727125.1|AEAL, LOC115265592|XP_029727161.1|AEAL	LOC110177096|XP_020799291.1|DSER
OG0005483	LOC109421630|XP_019551678.1|AEAL, LOC109421631|XP_029727162.1|AEAL	LOC110191712|XP_020818285.1|DSER
OG0005484	LOC109421626|XP_019551675.2|AEAL	LOC110182394|XP_020806093.1|DSER
OG0005485	LOC109409184|XP_029727069.1|AEAL	LOC110176308|XP_020798288.1|DSER
OG0005486	LOC109409181|XP_029727116.1|AEAL	LOC110178271|XP_020800996.1|DSER
OG0005487	LOC109421544|XP_019551609.2|AEAL	LOC110183977|XP_020807991.1|DSER
OG0005488	LOC109421541|XP_029727101.1|AEAL	LOC110183960|XP_020807975.1|DSER
OG0005489	LOC109409138|XP_019538097.2|AEAL, LOC109421533|XP_019551596.2|AEAL	LOC110185654|XP_020810272.1|DSER
OG0005490	LOC109421531|XP_019551594.2|AEAL, LOC109409136|XP_019538095.2|AEAL	LOC110185688|XP_020810315.1|DSER
OG0005491	LOC109409130|XP_029727086.1|AEAL, LOC109421526|XP_029732662.1|AEAL	LOC110181307|XP_020804687.1|DSER
OG0005492	LOC109409126|XP_019538083.1|AEAL	LOC110181294|XP_020804674.1|DSER
OG0005493	LOC109409189|XP_029727080.1|AEAL	LOC110181399|XP_020804792.1|DSER, LOC110178705|XP_020801565.1|DSER
OG0005494	LOC109621336|XP_019930925.2|AEAL	LOC110178441|XP_020801236.1|DSER, LOC110177824|XP_020800377.1|DSER
OG0005495	LOC109421493|XP_029726819.1|AEAL	LOC110184072|XP_020808110.1|DSER
OG0005496	LOC109421446|XP_029727011.1|AEAL, LOC109432531|XP_029726852.1|AEAL	LOC110177173|XP_020799417.1|DSER
OG0005497	LOC109432547|XP_019564434.2|AEAL, LOC109421442|XP_019551475.2|AEAL	LOC110185724|XP_020810366.1|DSER
OG0005498	LOC109421440|XP_019551472.1|AEAL, LOC109432537|XP_029727017.1|AEAL	LOC110185725|XP_020810367.1|DSER
OG0005499	LOC109421432|XP_029726870.1|AEAL, LOC109432527|XP_029727025.1|AEAL	LOC110186111|XP_020810817.1|DSER
OG0005500	LOC109432529|XP_019564406.2|AEAL, LOC109421433|XP_029727026.1|AEAL	LOC110186114|XP_020810819.1|DSER
OG0005501	LOC115265560|XP_029727027.1|AEAL, LOC109421431|XP_019551461.2|AEAL	LOC110183738|XP_020807745.1|DSER
OG0005502	LOC109421429|XP_019551459.2|AEAL, LOC115265561|XP_029727028.1|AEAL	LOC110183740|XP_020807746.1|DSER
OG0005503	LOC109432525|XP_029726872.1|AEAL, LOC115265563|XP_029727030.1|AEAL	LOC110183184|XP_020807033.1|DSER
OG0005504	LOC109432551|XP_019564438.1|AEAL, LOC109421343|XP_029726914.1|AEAL	LOC110183204|XP_020807076.1|DSER
OG0005506	LOC109421318|XP_029726941.1|AEAL	LOC110184992|XP_020809302.1|DSER
OG0005507	LOC109421314|XP_029727054.1|AEAL, LOC109621874|XP_029727621.1|AEAL	LOC110178168|XP_020800861.1|DSER
OG0005508	LOC109421299|XP_019551343.1|AEAL	LOC110183454|XP_020807393.1|DSER
OG0005509	LOC109421296|XP_019551340.2|AEAL	LOC110176973|XP_020799137.1|DSER
OG0005510	LOC115265555|XP_029727007.1|AEAL	LOC110185877|XP_020810548.1|DSER
OG0005511	LOC109410826|XP_019539906.2|AEAL, LOC109621396|XP_019930989.2|AEAL, LOC115266862|XP_029729328.1|AEAL	LOC110183078|XP_020806923.1|DSER
OG0005512	LOC109622324|XP_029725097.1|AEAL, LOC109621398|XP_019930991.1|AEAL	LOC110188627|XP_020814059.1|DSER
OG0005513	LOC109402480|XP_019530713.1|AEAL, LOC109621356|XP_019930950.1|AEAL	LOC110187118|XP_020812187.1|DSER
OG0005514	LOC109402491|XP_019530721.3|AEAL, LOC109621733|XP_019931426.2|AEAL	LOC110187705|XP_020812799.1|DSER
OG0005515	LOC109402504|XP_019530735.3|AEAL	LOC110182492|XP_020806201.1|DSER
OG0005516	LOC109402503|XP_019530734.2|AEAL	LOC110183335|XP_020807244.1|DSER
OG0005517	LOC109402506|XP_019530738.2|AEAL	LOC110184979|XP_020809288.1|DSER
OG0005518	LOC109402529|XP_019530769.2|AEAL	LOC110176920|XP_020799072.1|DSER
OG0005519	LOC109402400|XP_019530615.2|AEAL	LOC110177688|XP_020800170.1|DSER
OG0005520	LOC109416797|XP_019546402.2|AEAL	LOC110183455|XP_020807394.1|DSER
OG0005521	LOC109429707|XP_019561260.1|AEAL, LOC109416783|XP_019546384.2|AEAL	LOC110183405|XP_020807339.1|DSER
OG0005522	LOC109416802|XP_029720520.1|AEAL	LOC110181262|XP_020804628.1|DSER
OG0005523	LOC109416779|XP_019546378.2|AEAL, LOC109429703|XP_029719874.1|AEAL	LOC110187425|XP_020812474.1|DSER
OG0005524	LOC109406539|XP_019535178.2|AEAL	LOC110185715|XP_020810351.1|DSER
OG0005525	LOC109406537|XP_029720013.1|AEAL	LOC110183411|XP_020807346.1|DSER
OG0005526	LOC109429672|XP_029720001.1|AEAL, LOC109406525|XP_019535163.2|AEAL	LOC110183301|XP_020807200.1|DSER
OG0005527	LOC115262053|XP_029719849.1|AEAL, LOC115262112|XP_029720002.1|AEAL, LOC109406528|XP_019535169.1|AEAL	LOC110184519|XP_020808745.1|DSER
OG0005528	LOC109429647|XP_029719838.1|AEAL, LOC109622653|XP_019932619.2|AEAL, LOC115262108|XP_029719987.1|AEAL	LOC110182667|XP_020806405.1|DSER
OG0005529	LOC109429626|XP_029719967.1|AEAL	LOC110182724|XP_020806484.1|DSER
OG0005530	LOC109429598|XP_029724792.1|AEAL, LOC115262100|XP_029719954.1|AEAL, LOC115262130|XP_029720080.1|AEAL	LOC110185751|XP_020810408.1|DSER
OG0005531	LOC109408544|XP_029724786.1|AEAL, LOC109429590|XP_029719951.1|AEAL	LOC110189849|XP_020815718.1|DSER
OG0005532	LOC109426506|XP_019557587.1|AEAL	LOC110177095|XP_020799286.1|DSER
OG0005533	LOC109429985|XP_019561540.2|AEAL, LOC109429569|XP_019561095.2|AEAL	LOC110182322|XP_020806012.1|DSER
OG0005534	LOC109429545|XP_019561068.2|AEAL, LOC109429911|XP_019561464.1|AEAL	LOC110178756|XP_020801648.1|DSER
OG0005535	LOC109429543|XP_019561064.2|AEAL	LOC110182260|XP_020805936.1|DSER
OG0005536	LOC109429538|XP_019561054.2|AEAL	LOC110184898|XP_020809204.1|DSER
OG0005537	LOC109429899|XP_019561441.2|AEAL	LOC110182607|XP_020806328.1|DSER
OG0005538	LOC109429897|XP_019561440.2|AEAL	LOC110178148|XP_020800835.1|DSER
OG0005539	LOC109415439|XP_019544852.1|AEAL, LOC109429927|XP_019561477.1|AEAL	LOC110176984|XP_020799151.1|DSER
OG0005540	LOC109415441|XP_019544855.1|AEAL, LOC109429886|XP_029729353.1|AEAL	LOC110178129|XP_020800811.1|DSER
OG0005541	LOC109415445|XP_029720113.1|AEAL	LOC110178118|XP_020800796.1|DSER
OG0005542	LOC109429882|XP_029720112.1|AEAL	LOC110183392|XP_020807318.1|DSER, LOC110187654|XP_020812732.1|DSER
OG0005543	LOC109398321|XP_019526215.1|AEAL	LOC110181345|XP_020804725.1|DSER
OG0005544	LOC109398279|XP_019526150.2|AEAL	LOC110185345|XP_020809782.1|DSER, LOC110178194|XP_020800887.1|DSER
OG0005545	LOC109398326|XP_019526222.1|AEAL, LOC109429843|XP_019561377.2|AEAL	LOC110183167|XP_020807017.1|DSER
OG0005546	LOC115262144|XP_029720132.1|AEAL, LOC109398292|XP_029729185.1|AEAL	LOC110187431|XP_020812480.1|DSER
OG0005547	LOC109398346|XP_019526240.2|AEAL, LOC115266772|XP_029729202.1|AEAL	LOC110176897|XP_020799040.1|DSER
OG0005548	LOC115266773|XP_029729203.1|AEAL, LOC109398288|XP_019526169.2|AEAL	LOC110176848|XP_020798968.1|DSER
OG0005549	LOC115262023|XP_029719821.1|AEAL, LOC109429868|XP_019561399.2|AEAL	LOC110176957|XP_020799123.1|DSER
OG0005550	LOC109429859|XP_019561390.2|AEAL	LOC110187390|XP_020812438.1|DSER
OG0005551	LOC109429800|XP_029720163.1|AEAL	LOC110184055|XP_020808091.1|DSER
OG0005552	LOC109429799|XP_019561333.2|AEAL	LOC110184085|XP_020808130.1|DSER
OG0005553	LOC109429784|XP_019561310.2|AEAL, LOC115262169|XP_029720298.1|AEAL	LOC110183201|XP_020807072.1|DSER
OG0005554	LOC109404265|XP_029720307.1|AEAL, LOC109416574|XP_029720273.1|AEAL	LOC110176802|XP_020798897.1|DSER
OG0005555	LOC109416572|XP_029720313.1|AEAL, LOC109404633|XP_019533094.1|AEAL	LOC110176992|XP_020799161.1|DSER
OG0005556	LOC109416570|XP_019546192.2|AEAL, LOC109404628|XP_019533088.2|AEAL	LOC110176990|XP_020799160.1|DSER
OG0005557	LOC109404637|XP_019533100.2|AEAL, LOC109411675|XP_019540785.2|AEAL	LOC110184894|XP_020809200.1|DSER
OG0005558	LOC109411673|XP_029720314.1|AEAL, LOC109404626|XP_029720265.1|AEAL	LOC110179383|XP_020802557.1|DSER
OG0005559	LOC109411678|XP_019540789.2|AEAL, LOC109404623|XP_019533076.2|AEAL	LOC110187291|XP_020812339.1|DSER
OG0005560	LOC109404622|XP_029720318.1|AEAL, LOC109411679|XP_029720261.1|AEAL	LOC110187348|XP_020812395.1|DSER
OG0005561	LOC109411690|XP_029720253.1|AEAL, LOC109404632|XP_019533093.2|AEAL	LOC110181499|XP_020804926.1|DSER
OG0005562	LOC109411691|XP_029720330.1|AEAL, LOC109404617|XP_029720249.1|AEAL	LOC110179182|XP_020802244.1|DSER
OG0005563	LOC109411696|XP_019540814.2|AEAL	LOC110185445|XP_020809932.1|DSER
OG0005564	LOC109404606|XP_029720235.1|AEAL	LOC110183399|XP_020807328.1|DSER
OG0005565	LOC109411710|XP_019540826.2|AEAL	LOC110184834|XP_020809137.1|DSER, LOC110179805|XP_020803072.1|DSER
OG0005566	LOC109411786|XP_019540932.2|AEAL	LOC110179806|XP_020803073.1|DSER
OG0005567	LOC109411711|XP_019540827.2|AEAL	LOC110189699|XP_020815537.1|DSER
OG0005568	LOC109420392|XP_019550306.2|AEAL	LOC110182330|XP_020806021.1|DSER
OG0005569	LOC109411723|XP_019540847.2|AEAL	LOC110182250|XP_020805928.1|DSER
OG0005570	LOC109420458|XP_029720181.1|AEAL	LOC110185655|XP_020810273.1|DSER
OG0005571	LOC115262188|XP_029720385.1|AEAL	LOC110177964|XP_020800614.1|DSER
