Orthogroup	AEAL.longest_only	DERE.longest_only
OG0007367	LOC109429148|XP_029730079.1|AEAL	LOC6543677|XP_001971845.2|DERE
OG0007368	LOC109429118|XP_019560513.2|AEAL	LOC6553510|XP_001979356.1|DERE
OG0007369	LOC109429111|XP_029719014.1|AEAL	LOC6552064|XP_015009710.2|DERE
OG0007370	LOC109429104|XP_019560489.2|AEAL	LOC6541848|XP_015014592.2|DERE
OG0007371	LOC109429098|XP_029719005.1|AEAL	LOC6554873|XP_001981369.2|DERE
OG0007372	LOC109411604|XP_029718972.1|AEAL	LOC6552460|XP_001980878.1|DERE
OG0007373	LOC109427239|XP_029718919.1|AEAL, LOC115254073|XP_029718971.1|AEAL	LOC6550571|XP_001978124.1|DERE
OG0007374	LOC115261150|XP_029718369.1|AEAL, LOC115261162|XP_029718380.1|AEAL	LOC6549886|XP_001977363.1|DERE
OG0007375	LOC115260327|XP_029717117.1|AEAL, LOC109428135|XP_029710431.1|AEAL	LOC6549942|XP_026838473.1|DERE
OG0007376	LOC109406883|XP_019535437.2|AEAL	LOC6550610|XP_001978137.1|DERE
OG0007377	LOC115261502|XP_029719095.1|AEAL, LOC109404483|XP_019532916.1|AEAL	LOC6549998|XP_001977464.1|DERE
OG0007378	LOC109406319|XP_019534959.2|AEAL, LOC115261505|XP_029719098.1|AEAL	LOC6550455|XP_001977832.1|DERE
OG0007379	LOC109404472|XP_029719039.1|AEAL, LOC109406315|XP_019534953.1|AEAL	LOC6550738|XP_001978053.1|DERE
OG0007380	LOC109406304|XP_029719029.1|AEAL, LOC109404485|XP_029719110.1|AEAL, LOC115261487|XP_029719064.1|AEAL	LOC6555730|XP_026838974.1|DERE
OG0007381	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL	LOC6550742|XP_026838091.1|DERE
OG0007382	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL	LOC6555588|XP_001982613.1|DERE
OG0007383	LOC109404958|XP_029719144.1|AEAL	LOC6555753|XP_026837828.1|DERE
OG0007384	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL	LOC6555584|XP_001982609.1|DERE
OG0007385	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL	LOC6550195|XP_001977584.1|DERE
OG0007386	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL	LOC6550924|XP_001976979.1|DERE
OG0007387	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL	LOC6550711|XP_001978011.2|DERE
OG0007388	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL	LOC6550602|XP_026838150.1|DERE
OG0007389	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL	LOC6548789|XP_026839445.1|DERE
OG0007390	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL	LOC6555618|XP_001982597.1|DERE
OG0007391	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL	LOC6555385|XP_001981847.1|DERE
OG0007392	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL	LOC6555648|XP_001982373.1|DERE
OG0007393	LOC109432808|XP_019564698.2|AEAL	LOC6554827|XP_026834982.1|DERE
OG0007395	LOC109432733|XP_019564662.1|AEAL	LOC6549828|XP_026837738.1|DERE
OG0007396	LOC109621965|XP_029710319.1|AEAL	LOC6552204|XP_001978934.2|DERE
OG0007397	LOC115268851|XP_029732883.1|AEAL	LOC6543293|XP_026834235.1|DERE
OG0007399	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL	LOC6549944|XP_001977402.1|DERE
OG0007400	LOC109416704|XP_029733002.1|AEAL	LOC6555661|XP_001982574.1|DERE
OG0007401	LOC109411905|XP_019541076.2|AEAL	LOC6551586|XP_015011057.1|DERE
OG0007402	LOC109411915|XP_019541091.1|AEAL	LOC6554042|XP_001979527.1|DERE
OG0007403	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL	LOC6554048|XP_001979533.2|DERE
OG0007404	LOC109411920|XP_029733057.1|AEAL	LOC6553817|XP_001979550.2|DERE
OG0007405	LOC109406270|XP_029733055.1|AEAL	LOC6555268|XP_001981833.1|DERE
OG0007406	LOC109406267|XP_019534891.1|AEAL	LOC6553606|XP_001979231.1|DERE
OG0007407	LOC109406729|XP_029733035.1|AEAL	LOC6542909|XP_026834222.1|DERE
OG0007408	LOC109406742|XP_019535333.1|AEAL	LOC6545333|XP_001973298.2|DERE
OG0007409	LOC109406743|XP_029733034.1|AEAL	LOC6543452|XP_026834531.1|DERE
OG0007410	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL	LOC6550553|XP_001977953.1|DERE
OG0007411	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL	LOC6555596|XP_001982648.2|DERE
OG0007412	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL	LOC6549954|XP_001978693.1|DERE
OG0007413	LOC109424545|XP_029734047.1|AEAL	LOC6541891|XP_001969084.1|DERE
OG0007414	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL	LOC6555746|XP_026838938.1|DERE
OG0007415	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL	LOC6551183|XP_001978366.3|DERE
OG0007416	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL	LOC6551120|XP_026838182.1|DERE
OG0007417	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL	LOC6551099|XP_026837259.1|DERE
OG0007421	LOC109405134|XP_029724204.1|AEAL	LOC6555517|XP_015008822.1|DERE
OG0007422	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL	LOC6555759|XP_026837823.1|DERE
OG0007423	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL	LOC6551662|XP_001977240.1|DERE
OG0007424	LOC109399515|XP_019527513.1|AEAL	LOC6543850|XP_026833555.1|DERE
OG0007425	LOC109405539|XP_029724166.1|AEAL	LOC6545343|XP_015014085.1|DERE
OG0007426	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL	LOC6549947|XP_026838314.1|DERE
OG0007427	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL	LOC6549770|XP_001977590.1|DERE
OG0007428	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL	LOC6549772|XP_026838227.1|DERE
OG0007430	LOC109432015|XP_019563862.2|AEAL	LOC6545058|XP_001971078.1|DERE
OG0007431	LOC109431996|XP_019563844.2|AEAL	LOC6543439|XP_001968718.1|DERE
OG0007432	LOC109431311|XP_019563073.2|AEAL	LOC6544105|XP_015012923.2|DERE
OG0007433	LOC115264749|XP_029724635.1|AEAL	LOC6551638|XP_001978586.2|DERE
OG0007434	LOC115258248|XP_029714177.1|AEAL	LOC6544730|XP_001972414.1|DERE
OG0007435	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL	LOC6544366|XP_001972425.1|DERE
OG0007436	LOC109431245|XP_019563017.2|AEAL	LOC6546056|XP_001973509.1|DERE
OG0007437	LOC109409399|XP_029724376.1|AEAL	LOC6544753|XP_001972758.1|DERE
OG0007438	LOC109409390|XP_029724378.1|AEAL	LOC6545795|XP_026833137.1|DERE
OG0007439	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL	LOC6554068|XP_001979578.1|DERE
OG0007440	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL	LOC6549968|XP_026837478.1|DERE
OG0007441	LOC109424345|XP_029716611.1|AEAL	LOC6547124|XP_001975478.1|DERE
OG0007446	LOC109424388|XP_029717199.1|AEAL	LOC6549234|XP_001974359.1|DERE
OG0007447	LOC109422297|XP_029717204.1|AEAL	LOC6549613|XP_026836729.1|DERE
OG0007449	LOC109418789|XP_019548569.2|AEAL	LOC6544477|XP_001972438.1|DERE
OG0007450	LOC109418805|XP_019548575.2|AEAL	LOC26526985|XP_015015586.1|DERE
OG0007451	LOC109418820|XP_019548594.1|AEAL	LOC6544414|XP_001973158.3|DERE
OG0007452	LOC109405808|XP_019534411.2|AEAL	LOC6544413|XP_001973157.1|DERE
OG0007453	LOC109418829|XP_019548609.2|AEAL	LOC6544242|XP_001972365.1|DERE
OG0007454	LOC109401683|XP_019529817.2|AEAL	LOC6544297|XP_015013047.1|DERE
OG0007455	LOC109420357|XP_019550229.1|AEAL	LOC6547655|XP_001974812.1|DERE
OG0007456	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL	LOC6550267|XP_001977626.3|DERE
OG0007457	LOC109403452|XP_019531825.2|AEAL	LOC6545579|XP_001971113.1|DERE
OG0007458	LOC109403451|XP_029713464.1|AEAL	LOC6548315|XP_001973930.1|DERE
OG0007459	LOC109403455|XP_019531831.2|AEAL	LOC6554878|XP_026832932.1|DERE
OG0007460	LOC109433182|XP_019565132.2|AEAL	LOC6546731|XP_001974524.1|DERE
OG0007461	LOC109403439|XP_019531802.2|AEAL	LOC6545890|XP_001973432.1|DERE
OG0007462	LOC109403466|XP_029712873.1|AEAL	LOC6544687|XP_001972478.1|DERE
OG0007463	LOC109433216|XP_029712872.1|AEAL	LOC6544686|XP_001972477.3|DERE
OG0007464	LOC109433210|XP_029712925.1|AEAL	LOC6545787|XP_026832214.1|DERE
OG0007465	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL	LOC6544815|XP_001972653.1|DERE
OG0007466	LOC109424501|XP_019552736.1|AEAL	LOC6546601|XP_026836093.1|DERE
OG0007467	LOC109422400|XP_019552727.2|AEAL	LOC6540990|XP_001970755.1|DERE
OG0007468	LOC109424494|XP_029733196.1|AEAL	LOC6548168|XP_001975274.1|DERE
OG0007469	LOC109424483|XP_019555176.2|AEAL	LOC6546197|XP_001972828.1|DERE
OG0007470	LOC109424479|XP_019555172.1|AEAL	LOC6542084|XP_001970099.1|DERE
OG0007471	LOC109422378|XP_029716833.1|AEAL	LOC6548336|XP_015011740.1|DERE
OG0007472	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL	LOC6550593|XP_001978170.3|DERE
OG0007473	LOC109424406|XP_019555043.2|AEAL	LOC6544547|XP_001973469.1|DERE
OG0007474	LOC109422319|XP_029708134.1|AEAL	LOC6547213|XP_026836743.1|DERE
OG0007475	LOC109418703|XP_029713180.1|AEAL	LOC6544950|XP_026833030.1|DERE
OG0007476	LOC109405265|XP_019533842.2|AEAL	LOC6551147|XP_026838221.1|DERE
OG0007477	LOC109405247|XP_019533824.2|AEAL	LOC6551149|XP_015010638.2|DERE
OG0007478	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL	LOC6540614|XP_001969490.1|DERE
OG0007479	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL	LOC6555708|XP_001982552.1|DERE
OG0007480	LOC109413111|XP_029713147.1|AEAL, LOC109413112|XP_029713137.1|AEAL	LOC6553252|XP_001980119.2|DERE
OG0007481	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL	LOC6546239|XP_001971797.1|DERE
OG0007482	LOC109413086|XP_019542324.2|AEAL	LOC6541226|XP_026834403.1|DERE
OG0007483	LOC109407805|XP_029721508.1|AEAL	LOC6543415|XP_026835184.1|DERE
OG0007484	LOC109425718|XP_019556590.2|AEAL	LOC26526491|XP_015011460.1|DERE
OG0007485	LOC109425744|XP_019556615.2|AEAL	LOC6549981|XP_001978754.1|DERE
OG0007486	LOC109425733|XP_019556608.2|AEAL	LOC6550419|XP_026837970.1|DERE
OG0007487	LOC109425700|XP_019556549.2|AEAL	LOC6555854|XP_001982717.1|DERE
OG0007488	LOC109401282|XP_019529317.2|AEAL	LOC6544552|XP_001973474.2|DERE
OG0007489	LOC109413576|XP_019542810.1|AEAL	LOC6552437|XP_015009584.1|DERE
OG0007490	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL	LOC6550647|XP_001978037.1|DERE
OG0007491	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL	LOC6551601|XP_026837958.1|DERE
OG0007492	LOC109401279|XP_019529311.2|AEAL	LOC6543369|XP_001970643.1|DERE
OG0007493	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL	LOC6550668|XP_026838049.1|DERE
OG0007494	LOC109401257|XP_029712141.1|AEAL	LOC6542946|XP_026835092.1|DERE
OG0007495	LOC109401304|XP_019529350.2|AEAL	LOC6550264|XP_001977715.1|DERE
OG0007496	LOC109623266|XP_029712109.1|AEAL	LOC6545708|XP_026832272.1|DERE
OG0007497	LOC109401159|XP_019529178.1|AEAL	LOC6546345|XP_001972289.2|DERE
OG0007498	LOC109401161|XP_029712130.1|AEAL	LOC6545594|XP_015013961.1|DERE
OG0007499	LOC109623260|XP_029712132.1|AEAL	LOC6543823|XP_026832905.1|DERE
OG0007500	LOC109623259|XP_019933307.2|AEAL	LOC6543822|XP_001973637.1|DERE
OG0007501	LOC115257013|XP_029712107.1|AEAL	LOC6544263|XP_026832801.1|DERE
OG0007502	LOC109623349|XP_029721148.1|AEAL	LOC6552580|XP_026831749.1|DERE
OG0007503	LOC109427038|XP_019558128.2|AEAL	LOC6543413|XP_001968710.1|DERE
OG0007504	LOC109623352|XP_019933454.2|AEAL	LOC6546059|XP_001973512.1|DERE
OG0007505	LOC109427042|XP_019558136.3|AEAL	LOC6545143|XP_001972774.1|DERE
OG0007506	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL	LOC6545141|XP_001972772.1|DERE
OG0007507	LOC109397409|XP_029721122.1|AEAL	LOC6541847|XP_001969761.1|DERE
OG0007508	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL	LOC6541972|XP_001968358.1|DERE
OG0007509	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL	LOC6542010|XP_026834793.1|DERE
OG0007510	LOC109424721|XP_019555424.2|AEAL	LOC6540752|XP_001970394.1|DERE
OG0007511	LOC109424685|XP_019555394.2|AEAL	LOC6541989|XP_026834171.1|DERE
OG0007512	LOC109424684|XP_019555393.2|AEAL	LOC26526373|XP_015010479.1|DERE
OG0007513	LOC109424667|XP_019555380.2|AEAL	LOC6540810|XP_001968170.1|DERE
OG0007514	LOC109424679|XP_029721027.1|AEAL	LOC6543768|XP_001971196.2|DERE
OG0007516	LOC109412035|XP_029721015.1|AEAL	LOC6541750|XP_001968811.1|DERE
OG0007517	LOC109412041|XP_019541228.2|AEAL	LOC6545928|XP_001973480.2|DERE
OG0007518	LOC109412049|XP_019541237.2|AEAL	LOC6547776|XP_001976571.1|DERE
OG0007519	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL	LOC6547722|XP_026836797.1|DERE
OG0007520	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL	LOC6550723|XP_001978105.1|DERE
OG0007521	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL	LOC6549663|XP_001977449.1|DERE
OG0007522	LOC109421935|XP_019552112.1|AEAL	LOC6550423|XP_001977808.1|DERE
OG0007524	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL	LOC6543507|XP_001968712.1|DERE
OG0007525	LOC109428913|XP_019560299.1|AEAL	LOC6541620|XP_015014959.1|DERE
OG0007526	LOC109428992|XP_029715562.1|AEAL	LOC6553125|XP_015010167.2|DERE
OG0007527	LOC109428898|XP_029715551.1|AEAL	LOC6543552|XP_001972305.1|DERE
OG0007528	LOC109414899|XP_029715556.1|AEAL	LOC6540885|XP_026834951.1|DERE
OG0007529	LOC109416898|XP_029730887.1|AEAL	LOC6549167|XP_026835660.1|DERE
OG0007530	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL	LOC6555319|XP_001981880.1|DERE
OG0007531	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL	LOC6542246|XP_001970771.1|DERE
OG0007532	LOC109432325|XP_019564209.2|AEAL	LOC6548228|XP_026836675.1|DERE
OG0007533	LOC109396992|XP_019524855.2|AEAL	LOC6556204|XP_026832907.1|DERE, LOC6543820|XP_001973635.2|DERE
OG0007534	LOC109397005|XP_019524870.1|AEAL	LOC6545700|XP_001972713.1|DERE
OG0007535	LOC109432339|XP_029731013.1|AEAL	LOC6544932|XP_001972646.1|DERE
OG0007536	LOC109432293|XP_019564181.1|AEAL	LOC6553265|XP_001980155.1|DERE
OG0007537	LOC109397126|XP_029731004.1|AEAL	LOC6545554|XP_026833822.1|DERE
OG0007538	LOC109432299|XP_029730999.1|AEAL	LOC6545556|XP_001972682.2|DERE
OG0007539	LOC109397027|XP_029732005.1|AEAL	LOC6549278|XP_015012079.2|DERE
OG0007540	LOC109432312|XP_019564196.2|AEAL	LOC6554742|XP_026831654.1|DERE
OG0007541	LOC109432314|XP_019564198.2|AEAL	LOC6549605|XP_001975738.1|DERE
OG0007542	LOC109432315|XP_019564200.2|AEAL	LOC6548329|XP_001975164.1|DERE
OG0007543	LOC109397096|XP_019524963.2|AEAL	LOC6555875|XP_026838985.1|DERE
OG0007544	LOC109409847|XP_019538875.2|AEAL	LOC6544758|XP_001972481.1|DERE
OG0007545	LOC109409851|XP_019538886.1|AEAL	LOC6549097|XP_001974209.1|DERE
OG0007546	LOC109409867|XP_019538922.2|AEAL	LOC113563732|XP_026831649.1|DERE
OG0007547	LOC109409903|XP_019538964.1|AEAL	LOC6547008|XP_001974623.1|DERE
OG0007548	LOC109399088|XP_029731141.1|AEAL	LOC6545832|XP_015013625.1|DERE
OG0007550	LOC109411189|XP_019540212.2|AEAL	LOC6545565|XP_001972669.1|DERE
OG0007551	LOC109411191|XP_019540231.2|AEAL	LOC6541567|XP_026834515.1|DERE
OG0007552	LOC109399629|XP_019527670.2|AEAL	LOC6541749|XP_001968222.2|DERE
OG0007553	LOC109399625|XP_019527667.2|AEAL	LOC6540998|XP_001968515.1|DERE
OG0007554	LOC109399590|XP_029731197.1|AEAL	LOC6543965|XP_001972215.1|DERE
OG0007555	LOC109397880|XP_029731193.1|AEAL	LOC6548234|XP_001975266.1|DERE
OG0007556	LOC109398036|XP_019525975.2|AEAL	LOC6547779|XP_026836823.1|DERE
OG0007557	LOC109399584|XP_019527604.2|AEAL	LOC6548292|XP_001976577.1|DERE
OG0007558	LOC109621530|XP_029731206.1|AEAL	LOC6549129|XP_015012378.2|DERE
OG0007559	LOC109399599|XP_019527631.1|AEAL	LOC6542893|XP_001969227.1|DERE
OG0007560	LOC109399674|XP_019527726.2|AEAL	LOC6546077|XP_001973496.1|DERE
OG0007561	LOC109399688|XP_019527744.1|AEAL	LOC6545249|XP_001973306.3|DERE
OG0007562	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL	LOC6544372|XP_026833696.1|DERE
OG0007563	LOC109426525|XP_019557604.2|AEAL	LOC6546358|XP_001972890.1|DERE
OG0007564	LOC109408366|XP_029710108.1|AEAL	LOC6545373|XP_001972622.1|DERE
OG0007565	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL	LOC6555476|XP_026831557.1|DERE
OG0007566	LOC109408986|XP_029710085.1|AEAL	LOC6549536|XP_001975624.1|DERE
OG0007567	LOC109402150|XP_029731375.1|AEAL	LOC6555013|XP_001981395.1|DERE
OG0007568	LOC109426460|XP_029731374.1|AEAL	LOC6549526|XP_026836164.1|DERE
OG0007569	LOC109426459|XP_019557525.2|AEAL	LOC6547565|XP_001974822.1|DERE
OG0007570	LOC109402134|XP_019530302.2|AEAL	LOC6549528|XP_026836163.1|DERE
OG0007571	LOC109426456|XP_029731376.1|AEAL	LOC6549356|XP_001975802.2|DERE
OG0007572	LOC109426439|XP_019557492.2|AEAL	LOC6541748|XP_001968810.1|DERE
OG0007573	LOC109404018|XP_029731414.1|AEAL	LOC6548927|XP_001975414.1|DERE
OG0007574	LOC109426430|XP_019557483.1|AEAL	LOC6548367|XP_026837079.1|DERE
OG0007575	LOC109403726|XP_029731415.1|AEAL	LOC6548869|XP_026836951.1|DERE
OG0007576	LOC109426385|XP_029731452.1|AEAL	LOC6551393|XP_015011035.1|DERE
OG0007577	LOC109403412|XP_019531787.2|AEAL	LOC6550272|XP_026838117.1|DERE
OG0007578	LOC109426378|XP_029731471.1|AEAL	LOC6547575|XP_026836972.1|DERE
OG0007579	LOC109622242|XP_019932053.2|AEAL	LOC6540956|XP_026834843.1|DERE
OG0007580	LOC109622295|XP_029731485.1|AEAL	LOC6544114|XP_001973110.2|DERE
OG0007581	LOC109431580|XP_019563360.3|AEAL	LOC6547613|XP_001976250.1|DERE
OG0007582	LOC109622239|XP_019932051.1|AEAL	LOC6555271|XP_001981836.1|DERE
OG0007583	LOC109622237|XP_029731500.1|AEAL	LOC6548302|XP_001975100.1|DERE
OG0007584	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL	LOC6550176|XP_001977881.1|DERE
OG0007585	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL	LOC6544757|XP_001972480.3|DERE
OG0007586	LOC109622185|XP_019931974.2|AEAL	LOC6543268|XP_001969585.1|DERE
OG0007587	LOC109403162|XP_029731550.1|AEAL	LOC6547728|XP_001975017.3|DERE
OG0007588	LOC109622178|XP_019931965.2|AEAL	LOC6548518|XP_001973882.2|DERE
OG0007589	LOC109403359|XP_019531719.2|AEAL	LOC6550334|XP_001977892.1|DERE
OG0007590	LOC109403350|XP_019539807.1|AEAL	LOC6545744|XP_015013117.1|DERE
OG0007591	LOC109403348|XP_019531697.2|AEAL	LOC6542060|XP_026835139.1|DERE
OG0007592	LOC109410742|XP_019539800.2|AEAL	LOC6546676|XP_001974503.1|DERE
OG0007593	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL	LOC6550842|XP_026838582.1|DERE
OG0007594	LOC109410708|XP_029732227.1|AEAL	LOC6542195|XP_001969180.1|DERE
OG0007595	LOC109410654|XP_019539732.2|AEAL	LOC6547408|XP_001974825.1|DERE
OG0007596	LOC109410667|XP_019539751.2|AEAL	LOC6545719|XP_001971672.1|DERE
OG0007597	LOC109407693|XP_019536386.1|AEAL	LOC6546007|XP_001972819.1|DERE
OG0007598	LOC109621477|XP_019931065.2|AEAL	LOC6548867|XP_001975453.1|DERE
OG0007601	LOC109426048|XP_019557034.2|AEAL	LOC6544316|XP_001973078.1|DERE
OG0007602	LOC109426039|XP_019557023.1|AEAL	LOC6543997|XP_015014158.1|DERE
OG0007603	LOC109426028|XP_019557006.1|AEAL	LOC6543996|XP_026832551.1|DERE
OG0007604	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL	LOC6544641|XP_026833777.1|DERE
OG0007605	LOC109425970|XP_029731865.1|AEAL	LOC6544136|XP_026832629.1|DERE
OG0007606	LOC109407641|XP_019536339.2|AEAL	LOC6544450|XP_026833690.1|DERE
OG0007607	LOC109407674|XP_029731878.1|AEAL	LOC6554204|XP_026839528.1|DERE
OG0007608	LOC109425945|XP_019556895.2|AEAL	LOC6546299|XP_001973531.1|DERE
OG0007609	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL	LOC6550629|XP_001978168.1|DERE
OG0007610	LOC109425912|XP_019556830.2|AEAL	LOC6543388|XP_001969149.1|DERE
OG0007611	LOC109425852|XP_029731943.1|AEAL	LOC6555816|XP_026839157.1|DERE
OG0007612	LOC109425850|XP_029731952.1|AEAL	LOC6543310|XP_026835105.1|DERE
OG0007613	LOC109407580|XP_019536217.2|AEAL	LOC6547724|XP_001975013.3|DERE
OG0007614	LOC109425827|XP_019556719.2|AEAL	LOC6543648|XP_026833628.1|DERE
OG0007615	LOC109407566|XP_019536185.2|AEAL	LOC6545642|XP_001972163.1|DERE
OG0007616	LOC109407565|XP_019536184.2|AEAL	LOC6555012|XP_001981394.1|DERE
OG0007617	LOC109407563|XP_019536181.1|AEAL	LOC6543798|XP_026832985.1|DERE
OG0007618	LOC109407680|XP_019536378.2|AEAL	LOC6545701|XP_001972714.1|DERE
OG0007619	LOC109425820|XP_019556709.2|AEAL	LOC6545443|XP_001972664.1|DERE
OG0007620	LOC109407558|XP_019536172.2|AEAL	LOC6545529|XP_026833242.1|DERE
OG0007621	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL	LOC6540631|XP_001970339.1|DERE
OG0007622	LOC109425803|XP_029720431.1|AEAL	LOC6546114|XP_026833562.1|DERE
OG0007623	LOC109407655|XP_029720441.1|AEAL	LOC6545753|XP_001973451.2|DERE
OG0007624	LOC109407520|XP_019536124.2|AEAL	LOC6546120|XP_001973537.1|DERE
OG0007625	LOC109407518|XP_019536121.2|AEAL	LOC6544244|XP_026832408.1|DERE
OG0007626	LOC109407514|XP_019536116.1|AEAL	LOC6545729|XP_001971125.1|DERE
OG0007627	LOC109407513|XP_029720457.1|AEAL	LOC6545688|XP_001971126.1|DERE
OG0007628	LOC109424917|XP_019555641.2|AEAL	LOC6555840|XP_001982706.1|DERE
OG0007629	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL	LOC6545656|XP_001971660.1|DERE
OG0007630	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL	LOC6553815|XP_001979548.1|DERE
OG0007631	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL	LOC6554386|XP_001981509.1|DERE
OG0007633	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL	LOC6549174|XP_026837011.1|DERE
OG0007634	LOC115256421|XP_029710797.1|AEAL	LOC6554426|XP_001981277.2|DERE
OG0007635	LOC109622813|XP_019932814.2|AEAL	LOC6540900|XP_001969580.1|DERE
OG0007636	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL	LOC6544987|XP_001973279.2|DERE
OG0007638	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL	LOC6555768|XP_026838918.1|DERE
OG0007639	LOC109415737|XP_019545210.2|AEAL	LOC6550435|XP_026838025.1|DERE
OG0007640	LOC115261358|XP_029718745.1|AEAL	LOC6542133|XP_026835601.1|DERE
OG0007641	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL	LOC6552637|XP_001980903.1|DERE
OG0007664	LOC109405387|XP_029709616.1|AEAL	LOC6552696|XP_026839667.1|DERE
OG0007665	LOC109397805|XP_029709609.1|AEAL	LOC6550855|XP_026837453.1|DERE
OG0007666	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL	LOC6550764|XP_001976801.1|DERE
OG0007667	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL	LOC6549690|XP_026837597.1|DERE
