Orthogroup	AEAL.longest_only	DVIR.longest_only
OG0007597	LOC109407693|XP_019536386.1|AEAL	LOC6624214|XP_002048670.1|DVIR
OG0007598	LOC109621477|XP_019931065.2|AEAL	LOC6625297|XP_002049259.2|DVIR
OG0007601	LOC109426048|XP_019557034.2|AEAL	LOC6622510|XP_032290811.1|DVIR
OG0007602	LOC109426039|XP_019557023.1|AEAL	LOC6624180|XP_002048652.1|DVIR
OG0007603	LOC109426028|XP_019557006.1|AEAL	LOC6624187|XP_032289945.1|DVIR
OG0007604	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL	LOC6636831|XP_032291529.1|DVIR
OG0007605	LOC109425970|XP_029731865.1|AEAL	LOC6622504|XP_032290669.1|DVIR
OG0007606	LOC109407641|XP_019536339.2|AEAL	LOC6623593|XP_015030397.1|DVIR
OG0007607	LOC109407674|XP_029731878.1|AEAL	LOC6630903|XP_032294943.1|DVIR
OG0007608	LOC109425945|XP_019556895.2|AEAL	LOC6622097|XP_002048078.1|DVIR
OG0007609	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL	LOC6631755|XP_002054923.1|DVIR
OG0007610	LOC109425912|XP_019556830.2|AEAL	LOC6626743|XP_032293048.1|DVIR
OG0007611	LOC109425852|XP_029731943.1|AEAL	LOC6636242|XP_015024054.1|DVIR
OG0007612	LOC109425850|XP_029731952.1|AEAL	LOC6625929|XP_002049298.1|DVIR
OG0007613	LOC109407580|XP_019536217.2|AEAL	LOC6626562|XP_002049812.3|DVIR
OG0007614	LOC109425827|XP_019556719.2|AEAL	LOC6623189|XP_002046103.1|DVIR
OG0007615	LOC109407566|XP_019536185.2|AEAL	LOC6623080|XP_002047262.1|DVIR
OG0007616	LOC109407565|XP_019536184.2|AEAL	LOC6630478|XP_002053754.1|DVIR
OG0007617	LOC109407563|XP_019536181.1|AEAL	LOC6624046|XP_032289975.1|DVIR
OG0007618	LOC109407680|XP_019536378.2|AEAL	LOC6623062|XP_032290663.1|DVIR
OG0007619	LOC109425820|XP_019556709.2|AEAL	LOC6622539|XP_015030560.1|DVIR
OG0007620	LOC109407558|XP_019536172.2|AEAL	LOC6624387|XP_032290003.1|DVIR
OG0007621	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL	LOC6625684|XP_002050317.1|DVIR
OG0007622	LOC109425803|XP_029720431.1|AEAL	LOC6624563|XP_015031514.2|DVIR
OG0007623	LOC109407655|XP_029720441.1|AEAL	LOC6623071|XP_032290667.1|DVIR
OG0007624	LOC109407520|XP_019536124.2|AEAL	LOC6622779|XP_002048083.1|DVIR
OG0007625	LOC109407518|XP_019536121.2|AEAL	LOC6623394|XP_032289881.1|DVIR
OG0007626	LOC109407514|XP_019536116.1|AEAL	LOC6622735|XP_002047031.1|DVIR
OG0007627	LOC109407513|XP_029720457.1|AEAL	LOC6622715|XP_002047030.1|DVIR
OG0007628	LOC109424917|XP_019555641.2|AEAL	LOC6636234|XP_002059748.1|DVIR
OG0007629	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL	LOC6624463|XP_002046602.1|DVIR
OG0007630	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL	LOC6630538|XP_002054603.3|DVIR
OG0007631	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL	LOC6633211|XP_002055976.1|DVIR
OG0007633	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL	LOC6628338|XP_032294491.1|DVIR
OG0007634	LOC115256421|XP_029710797.1|AEAL	LOC6635211|XP_032295123.1|DVIR
OG0007635	LOC109622813|XP_019932814.2|AEAL	LOC6634335|XP_002057463.2|DVIR
OG0007636	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL	LOC6623997|XP_002047588.2|DVIR
OG0007638	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL	LOC6635929|XP_032292495.1|DVIR
OG0007639	LOC109415737|XP_019545210.2|AEAL	LOC116649736|XP_032296490.1|DVIR
OG0007640	LOC115261358|XP_029718745.1|AEAL	LOC6626107|XP_002050511.1|DVIR
OG0007641	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL	LOC6629440|XP_002053157.1|DVIR
OG0007664	LOC109405387|XP_029709616.1|AEAL	LOC6630004|XP_002054766.2|DVIR
OG0007665	LOC109397805|XP_029709609.1|AEAL	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR
OG0007666	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL	LOC6631832|XP_032295848.1|DVIR
OG0007667	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL	LOC6631313|XP_002055056.1|DVIR
OG0007668	LOC109413249|XP_019542528.2|AEAL	LOC6634313|XP_002057563.1|DVIR
OG0007669	LOC109413217|XP_019542486.2|AEAL	LOC6631857|XP_032295556.1|DVIR
OG0007670	LOC109424955|XP_019555694.2|AEAL	LOC6631856|XP_002055200.1|DVIR
OG0007671	LOC109431118|XP_019562842.1|AEAL	LOC6632121|XP_002055259.1|DVIR
OG0007672	LOC109412260|XP_019541456.2|AEAL	LOC6632059|XP_002055112.1|DVIR
OG0007673	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL	LOC6629756|XP_002053898.3|DVIR
OG0007674	LOC109425484|XP_019556294.2|AEAL	LOC6632172|XP_032295987.1|DVIR
OG0007675	LOC109408930|XP_019537870.2|AEAL	LOC6631532|XP_002055339.1|DVIR
OG0007676	LOC109433636|XP_019565638.2|AEAL	LOC6635453|XP_002059055.1|DVIR
OG0007677	LOC109433617|XP_029711062.1|AEAL	LOC6633632|XP_002057276.2|DVIR
OG0007678	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL	LOC6631910|XP_002055591.1|DVIR
OG0007679	LOC109415242|XP_019544673.2|AEAL	LOC6631914|XP_002055595.1|DVIR
OG0007680	LOC109415202|XP_019544632.1|AEAL	LOC6634189|XP_015025182.1|DVIR
OG0007681	LOC109428523|XP_019559862.2|AEAL	LOC6632227|XP_002055875.1|DVIR
OG0007682	LOC109428426|XP_029711704.1|AEAL	LOC6631477|XP_032295896.1|DVIR
OG0007683	LOC109428427|XP_029711705.1|AEAL	LOC6634489|XP_002058227.1|DVIR, LOC116652290|XP_032296487.1|DVIR
OG0007684	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL	LOC6631530|XP_002055337.1|DVIR
OG0007685	LOC109428436|XP_029711403.1|AEAL	LOC6632155|XP_032295571.1|DVIR
OG0007686	LOC109428453|XP_029711958.1|AEAL	LOC6631415|XP_002055424.1|DVIR
OG0007688	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL	LOC6635010|XP_002058654.1|DVIR
OG0007690	LOC109402625|XP_029730096.1|AEAL	LOC6631389|XP_015026605.1|DVIR
OG0007691	LOC109402650|XP_029711186.1|AEAL	LOC6632934|XP_002056121.1|DVIR
OG0007692	LOC109402662|XP_029711559.1|AEAL	LOC6631456|XP_002055544.2|DVIR
OG0007693	LOC109402690|XP_019530938.2|AEAL	LOC6631539|XP_002055063.1|DVIR
OG0007694	LOC109397900|XP_019525782.2|AEAL	LOC6623089|XP_002048238.1|DVIR
OG0007695	LOC109416129|XP_029711852.1|AEAL	LOC6633644|XP_032289088.1|DVIR
OG0007696	LOC109416140|XP_019545648.2|AEAL	LOC6622846|XP_002048026.2|DVIR
OG0007697	LOC109427490|XP_019558584.1|AEAL	LOC6622215|XP_002046087.1|DVIR
OG0007698	LOC109427492|XP_019558586.2|AEAL	LOC6633828|XP_002057107.2|DVIR
OG0007699	LOC109427498|XP_029711700.1|AEAL	LOC6634653|XP_002058106.2|DVIR
OG0007700	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL	LOC6633396|XP_002057206.1|DVIR
OG0007701	LOC109427505|XP_019558603.2|AEAL	LOC6633608|XP_032289038.1|DVIR
OG0007702	LOC109427511|XP_019558610.2|AEAL	LOC6631448|XP_002054959.1|DVIR
OG0007703	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL	LOC6634531|XP_002057960.2|DVIR
OG0007704	LOC109406871|XP_029711139.1|AEAL	LOC6632877|XP_032289507.1|DVIR
OG0007705	LOC109401911|XP_019530070.1|AEAL	LOC6636720|XP_002060193.1|DVIR
OG0007706	LOC109401930|XP_029710551.1|AEAL	LOC6635496|XP_002059085.2|DVIR
OG0007707	LOC109401880|XP_029711447.1|AEAL	LOC6631926|XP_032295584.1|DVIR
OG0007708	LOC109401910|XP_029729174.1|AEAL	LOC6632141|XP_015026433.2|DVIR
OG0007709	LOC109410345|XP_019539439.2|AEAL	LOC6636142|XP_002059536.2|DVIR
OG0007710	LOC109422055|XP_019552234.2|AEAL	LOC6631429|XP_002055537.2|DVIR
OG0007711	LOC109422058|XP_019552237.2|AEAL	LOC6631983|XP_002055608.1|DVIR
OG0007712	LOC109422059|XP_029710799.1|AEAL	LOC6634444|XP_002058059.1|DVIR
OG0007713	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL	LOC6633728|XP_032296623.1|DVIR
OG0007714	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL	LOC6631589|XP_002055441.1|DVIR
OG0007715	LOC109422034|XP_019552219.2|AEAL	LOC6631675|XP_002055001.1|DVIR
OG0007716	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL	LOC6631949|XP_002055401.3|DVIR
OG0007717	LOC109427438|XP_029710581.1|AEAL	LOC6632918|XP_002055921.2|DVIR
OG0007718	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL	LOC6634694|XP_002058305.1|DVIR
OG0007719	LOC109427367|XP_029711329.1|AEAL	LOC6631897|XP_015026641.1|DVIR
OG0007720	LOC109427366|XP_029711147.1|AEAL	LOC6631862|XP_032295869.1|DVIR
OG0007721	LOC109427361|XP_029711728.1|AEAL	LOC6631564|XP_015026360.1|DVIR
OG0007722	LOC109427343|XP_029711071.1|AEAL	LOC6631566|XP_002055553.2|DVIR
OG0007723	LOC109402089|XP_029710806.1|AEAL	LOC6631618|XP_032295954.1|DVIR
OG0007724	LOC109416555|XP_029710825.1|AEAL	LOC6627853|XP_002052848.1|DVIR
OG0007725	LOC109405088|XP_019533630.2|AEAL	LOC6631785|XP_032295724.1|DVIR
OG0007726	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL	LOC6636021|XP_002059545.1|DVIR
OG0007727	LOC115256587|XP_029711229.1|AEAL	LOC6636140|XP_002059534.1|DVIR
OG0007728	LOC109409418|XP_019538405.2|AEAL	LOC6636045|XP_032295971.1|DVIR
OG0007729	LOC109398402|XP_019526297.2|AEAL	LOC6636171|XP_002059557.1|DVIR
OG0007730	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL	LOC6636044|XP_002059571.1|DVIR
OG0007731	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL	LOC6624531|XP_015031245.1|DVIR
OG0007732	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL	LOC6632057|XP_002055110.1|DVIR
OG0007733	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL	LOC6631985|XP_002055610.1|DVIR
OG0007734	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL	LOC6631989|XP_002055614.1|DVIR
OG0007735	LOC109432999|XP_019564920.2|AEAL	LOC6631305|XP_002055048.1|DVIR
OG0007736	LOC109402237|XP_019530422.2|AEAL	LOC6634687|XP_032289214.1|DVIR
OG0007737	LOC109397596|XP_019525433.1|AEAL	LOC6629966|XP_015027598.1|DVIR
OG0007739	LOC109422962|XP_019553404.2|AEAL	LOC6631646|XP_002055365.2|DVIR
OG0007740	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL	LOC6633417|XP_032296305.1|DVIR
OG0007741	LOC115260565|XP_029717353.1|AEAL	LOC6636088|XP_032296154.1|DVIR
OG0007742	LOC109423006|XP_019553462.2|AEAL	LOC6636672|XP_002060150.1|DVIR
OG0007743	LOC109423013|XP_029708358.1|AEAL	LOC6633134|XP_032288805.1|DVIR
OG0007744	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL	LOC26531712|XP_015031785.1|DVIR
OG0007745	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL	LOC6632591|XP_032289445.1|DVIR
OG0007746	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL	LOC6631273|XP_002054057.1|DVIR
OG0007748	LOC109425263|XP_029717611.1|AEAL	LOC6631900|XP_032295929.1|DVIR
OG0007749	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL	LOC6634528|XP_002057957.1|DVIR
OG0007750	LOC115260468|XP_029717273.1|AEAL	LOC6630200|XP_032296222.1|DVIR
OG0007751	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL	LOC6628194|XP_002052853.1|DVIR
OG0007752	LOC115260719|XP_029717807.1|AEAL	LOC6631311|XP_002055054.1|DVIR
OG0007753	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL	LOC6631828|XP_002055470.1|DVIR
OG0007754	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL	LOC6631874|XP_002055031.1|DVIR
OG0007755	LOC109431361|XP_019563127.1|AEAL	LOC6631750|XP_002055029.2|DVIR
OG0007757	LOC109427701|XP_019558833.1|AEAL	LOC6633388|XP_032296392.1|DVIR
OG0007758	LOC109427685|XP_019558819.2|AEAL	LOC6634211|XP_002057804.2|DVIR
OG0007759	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL	LOC6629496|XP_002054516.1|DVIR
OG0007760	LOC109431411|XP_019563172.2|AEAL	LOC6631775|XP_032296015.1|DVIR
OG0007761	LOC109427663|XP_019558786.2|AEAL	LOC6631449|XP_002055025.3|DVIR
OG0007762	LOC109431437|XP_029717865.1|AEAL	LOC6631469|XP_002055026.1|DVIR
OG0007763	LOC109431440|XP_019563190.2|AEAL	LOC6628198|XP_002052857.3|DVIR
OG0007764	LOC109427657|XP_029717864.1|AEAL	LOC6633725|XP_002057090.2|DVIR
OG0007765	LOC109427655|XP_029717867.1|AEAL	LOC6633724|XP_002057089.1|DVIR
OG0007766	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL	LOC6632252|XP_015026047.1|DVIR
OG0007767	LOC109431480|XP_029717329.1|AEAL	LOC6636208|XP_032290092.1|DVIR
OG0007768	LOC109431454|XP_029717895.1|AEAL	LOC6631773|XP_002055181.1|DVIR
OG0007769	LOC109415583|XP_019545018.2|AEAL	LOC6634768|XP_002058007.1|DVIR
OG0007770	LOC109431455|XP_019563206.2|AEAL	LOC6634770|XP_015025035.1|DVIR
OG0007771	LOC109431470|XP_019563226.2|AEAL	LOC6628657|XP_002051507.2|DVIR
OG0007772	LOC109415589|XP_019545025.2|AEAL	LOC6633572|XP_002057076.1|DVIR
OG0007774	LOC109412170|XP_019541372.2|AEAL	LOC6623059|XP_002046678.1|DVIR
OG0007775	LOC109431612|XP_019563393.2|AEAL	LOC6631663|XP_002054941.1|DVIR
OG0007776	LOC109412181|XP_029717914.1|AEAL	LOC6632002|XP_002055094.2|DVIR
OG0007778	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL	LOC6634460|XP_002057948.2|DVIR
OG0007779	LOC109405623|XP_029712345.1|AEAL	LOC6623872|XP_002046231.1|DVIR
OG0007780	LOC109407160|XP_029713887.1|AEAL	LOC6636695|XP_002060115.1|DVIR
OG0007781	LOC109405486|XP_019534118.2|AEAL	LOC6634645|XP_032296453.1|DVIR
OG0007782	LOC109405510|XP_029712309.1|AEAL	LOC6633704|XP_002057299.1|DVIR
OG0007783	LOC109405490|XP_019534123.2|AEAL	LOC6634509|XP_002058279.1|DVIR
OG0007784	LOC109405638|XP_019534251.1|AEAL	LOC6631034|XP_002054125.2|DVIR
OG0007785	LOC109405502|XP_019534148.1|AEAL	LOC6633482|XP_032296622.1|DVIR
OG0007786	LOC109405483|XP_019534116.2|AEAL	LOC6628305|XP_032294257.1|DVIR
OG0007787	LOC109405655|XP_019534270.1|AEAL	LOC6635215|XP_032294790.1|DVIR
OG0007788	LOC109419524|XP_019549288.2|AEAL	LOC6630566|XP_002054383.1|DVIR
OG0007791	LOC109423511|XP_029722782.1|AEAL	LOC6632213|XP_015025929.1|DVIR
OG0007792	LOC109432171|XP_019564036.2|AEAL	LOC6634427|XP_002057939.1|DVIR
OG0007793	LOC109431949|XP_019563797.2|AEAL	LOC6629960|XP_002053618.2|DVIR
OG0007794	LOC109430265|XP_019561854.2|AEAL	LOC6634682|XP_002057998.1|DVIR
OG0007795	LOC109430282|XP_019561877.2|AEAL	LOC6633791|XP_002056963.2|DVIR
OG0007796	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL	LOC6632886|XP_002055789.1|DVIR
OG0007798	LOC109430346|XP_019561950.1|AEAL	LOC6632429|XP_002056101.1|DVIR
OG0007799	LOC109412457|XP_019541638.1|AEAL	LOC6635189|XP_002058388.1|DVIR
OG0007800	LOC109430342|XP_029722945.1|AEAL	LOC6630920|XP_002053779.1|DVIR
OG0007802	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL	LOC26531808|XP_015027947.1|DVIR
OG0007804	LOC109399932|XP_029729778.1|AEAL	LOC6635470|XP_002058978.2|DVIR
OG0007805	LOC109399954|XP_019527967.1|AEAL	LOC6635468|XP_002058976.1|DVIR
OG0007806	LOC109399952|XP_029729777.1|AEAL	LOC6635467|XP_002058975.1|DVIR
OG0007808	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL	LOC6630859|XP_002052954.2|DVIR
OG0007809	LOC109425514|XP_019556309.2|AEAL	LOC6634409|XP_002057930.1|DVIR
OG0007810	LOC109417289|XP_019546939.2|AEAL	LOC6634182|XP_002057440.1|DVIR
OG0007811	LOC109411403|XP_029716189.1|AEAL	LOC6631142|XP_032288929.1|DVIR
OG0007812	LOC109621642|XP_019931290.2|AEAL	LOC6635542|XP_032296263.1|DVIR
OG0007813	LOC109400513|XP_029715852.1|AEAL	LOC6632508|XP_002056013.2|DVIR
OG0007814	LOC109622456|XP_019932344.1|AEAL	LOC6633875|XP_002057386.1|DVIR
OG0007815	LOC109425244|XP_019556035.2|AEAL	LOC6631851|XP_002055587.1|DVIR
OG0007816	LOC109419817|XP_019549659.2|AEAL	LOC6624673|XP_002047610.2|DVIR
OG0007817	LOC109425308|XP_019556090.2|AEAL	LOC6629425|XP_002054357.1|DVIR
OG0007818	LOC109425318|XP_029715951.1|AEAL	LOC6635153|XP_002058637.3|DVIR
OG0007819	LOC109419806|XP_019549646.2|AEAL	LOC6634557|XP_002057974.1|DVIR
OG0007820	LOC109415422|XP_029729677.1|AEAL	LOC6631044|XP_002054218.2|DVIR
OG0007821	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL	LOC6632430|XP_002056160.1|DVIR
OG0007822	LOC109415420|XP_029729680.1|AEAL	LOC6632431|XP_002056161.1|DVIR
OG0007823	LOC109425345|XP_019556142.2|AEAL	LOC6632433|XP_002056163.1|DVIR
OG0007824	LOC109425528|XP_029715837.1|AEAL	LOC6635035|XP_032295328.1|DVIR
OG0007825	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL	LOC6632367|XP_002056197.1|DVIR
OG0007826	LOC109397118|XP_019525002.2|AEAL	LOC6630154|XP_032295301.1|DVIR
OG0007827	LOC109398472|XP_019526396.1|AEAL	LOC6633549|XP_002057246.1|DVIR
OG0007829	LOC109398457|XP_029720671.1|AEAL	LOC6633032|XP_002056059.2|DVIR
OG0007831	LOC109623070|XP_019933088.2|AEAL	LOC6634625|XP_002058024.1|DVIR
OG0007832	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL	LOC6632162|XP_002055771.2|DVIR
OG0007833	LOC109623098|XP_029709998.1|AEAL	LOC6633722|XP_002057087.1|DVIR
OG0007834	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL	LOC6629701|XP_002052959.2|DVIR
OG0007836	LOC115257405|XP_029712826.1|AEAL	LOC6634849|XP_015024939.1|DVIR
OG0007837	LOC109411181|XP_019540200.2|AEAL	LOC6634900|XP_002058552.2|DVIR
OG0007838	LOC109403615|XP_029730130.1|AEAL	LOC6634911|XP_002058563.1|DVIR
OG0007839	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL	LOC6636030|XP_002059635.1|DVIR
OG0007840	LOC109411499|XP_029723460.1|AEAL	LOC6635213|XP_002058401.2|DVIR
OG0007841	LOC109423569|XP_019554097.2|AEAL	LOC6630407|XP_002054195.2|DVIR
OG0007842	LOC109402379|XP_029712620.1|AEAL	LOC6634960|XP_032294882.1|DVIR
OG0007843	LOC109402471|XP_019530703.2|AEAL	LOC6634961|XP_002058595.1|DVIR
OG0007844	LOC109405405|XP_029733821.1|AEAL	LOC6625505|XP_032292266.1|DVIR
OG0007845	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL	LOC6632248|XP_002056077.1|DVIR
OG0007846	LOC109408271|XP_019537078.2|AEAL	LOC6633384|XP_015025553.1|DVIR
OG0007847	LOC109405419|XP_019534030.2|AEAL	LOC6634855|XP_002058645.1|DVIR
OG0007848	LOC109424828|XP_019555565.2|AEAL	LOC6635155|XP_002058639.1|DVIR
OG0007849	LOC109414622|XP_019543999.2|AEAL	LOC6629890|XP_002054550.1|DVIR
OG0007850	LOC109414624|XP_019544001.2|AEAL	LOC6629889|XP_002054549.3|DVIR
OG0007851	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL	LOC6630618|XP_002053747.2|DVIR
OG0007852	LOC109424793|XP_019555523.2|AEAL	LOC6629931|XP_032294958.1|DVIR
OG0007853	LOC109413326|XP_019542589.2|AEAL	LOC6629684|XP_032292210.1|DVIR
OG0007854	LOC109413324|XP_019542587.2|AEAL	LOC6635062|XP_002058629.1|DVIR
OG0007858	LOC109403851|XP_029732508.1|AEAL	LOC6629221|XP_015028285.1|DVIR
OG0007859	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL	LOC6635463|XP_002058971.1|DVIR
OG0007860	LOC109404030|XP_029723623.1|AEAL	LOC6633167|XP_002055797.1|DVIR
OG0007861	LOC109403977|XP_019532395.1|AEAL	LOC6633109|XP_032288892.1|DVIR
OG0007863	LOC109412787|XP_029723636.1|AEAL	LOC6629039|XP_002052185.1|DVIR
OG0007864	LOC109432051|XP_029723669.1|AEAL	LOC6632786|XP_032288790.1|DVIR
OG0007865	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL	LOC6624595|XP_002047645.1|DVIR
OG0007866	LOC109412857|XP_019542023.2|AEAL	LOC6630495|XP_002054389.1|DVIR
OG0007867	LOC109405207|XP_029720365.1|AEAL	LOC6629636|XP_002054841.1|DVIR
OG0007868	LOC109405236|XP_019533814.2|AEAL	LOC6631125|XP_002054245.1|DVIR
OG0007869	LOC109409654|XP_019538660.1|AEAL	LOC6633504|XP_002056828.1|DVIR
OG0007870	LOC109411451|XP_019540512.2|AEAL	LOC6623680|XP_032291107.1|DVIR
OG0007871	LOC109621675|XP_029726147.1|AEAL	LOC6633813|XP_002057034.1|DVIR
OG0007872	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL	LOC6622318|XP_032290510.1|DVIR
OG0007873	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL	LOC6624376|XP_002046399.1|DVIR, LOC116650700|XP_032291026.1|DVIR
OG0007874	LOC109423302|XP_019553775.2|AEAL	LOC6636058|XP_002059522.1|DVIR
OG0007875	LOC109423298|XP_029726461.1|AEAL	LOC6626608|XP_002050560.2|DVIR
OG0007876	LOC109429038|XP_019560416.1|AEAL	LOC6633640|XP_032296410.1|DVIR
OG0007877	LOC109413956|XP_019543231.2|AEAL	LOC6633365|XP_032296571.1|DVIR
OG0007878	LOC109418081|XP_019547800.1|AEAL	LOC6635840|XP_002059452.1|DVIR
OG0007879	LOC109418949|XP_029733593.1|AEAL	LOC6623653|XP_002046824.1|DVIR
OG0007882	LOC109416460|XP_019546066.2|AEAL	LOC6636830|XP_002060269.1|DVIR
OG0007883	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL	LOC26530952|XP_032291478.1|DVIR
OG0007884	LOC109426591|XP_019557668.2|AEAL	LOC6622610|XP_002047251.2|DVIR
OG0007885	LOC109417816|XP_019547535.2|AEAL	LOC6626609|XP_002050561.2|DVIR
OG0007886	LOC109426796|XP_029725451.1|AEAL	LOC6634179|XP_002057437.2|DVIR
OG0007887	LOC109417851|XP_019547574.2|AEAL	LOC6636827|XP_015023705.1|DVIR
OG0007890	LOC109621926|XP_019931678.2|AEAL	LOC6622480|XP_015030947.1|DVIR
OG0007891	LOC109407938|XP_019536681.2|AEAL	LOC6631016|XP_032295247.1|DVIR
OG0007892	LOC109407990|XP_019536744.2|AEAL	LOC6625533|XP_002051015.3|DVIR
OG0007893	LOC109407996|XP_029735120.1|AEAL	LOC6626837|XP_002050839.1|DVIR
OG0007894	LOC109414872|XP_029735172.1|AEAL	LOC6623473|XP_032291424.1|DVIR
OG0007895	LOC109413473|XP_019542694.2|AEAL	LOC6623454|XP_032291456.1|DVIR
OG0007896	LOC109413483|XP_019542708.1|AEAL	LOC6623954|XP_002046278.1|DVIR
OG0007897	LOC109403238|XP_019531566.2|AEAL	LOC6624295|XP_002047141.1|DVIR
OG0007898	LOC109403201|XP_019531502.1|AEAL	LOC6622188|XP_002047412.1|DVIR
OG0007899	LOC109425682|XP_029734693.1|AEAL	LOC6623690|XP_032290187.1|DVIR
OG0007900	LOC109401545|XP_019529663.1|AEAL	LOC26531913|XP_032291611.1|DVIR
OG0007901	LOC109416453|XP_029722237.1|AEAL, LOC109407433|XP_029722348.1|AEAL	LOC6623501|XP_002046774.1|DVIR
OG0007902	LOC109430955|XP_019562616.1|AEAL	LOC6633671|XP_002056930.1|DVIR
OG0007903	LOC109430930|XP_029721959.1|AEAL	LOC6623903|XP_032290861.1|DVIR
OG0007904	LOC109430909|XP_019562555.2|AEAL	LOC6624135|XP_002046283.1|DVIR
OG0007905	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL	LOC6628669|XP_002051825.1|DVIR
OG0007906	LOC109398085|XP_029730423.1|AEAL	LOC6623921|XP_032290860.1|DVIR
OG0007911	LOC109401026|XP_019529054.2|AEAL	LOC6636824|XP_015023707.1|DVIR
OG0007912	LOC109420866|XP_019550892.2|AEAL	LOC6636847|XP_015023704.2|DVIR
