Orthogroup	AEAL.longest_only	DYAK.longest_only
OG0007932	LOC109428196|XP_019559441.2|AEAL	LOC6524944|XP_039226099.1|DYAK
OG0007933	LOC109428192|XP_029734299.1|AEAL	LOC6536701|XP_002097273.3|DYAK
OG0007934	LOC109424543|XP_019555271.2|AEAL	LOC26534835|XP_039232786.1|DYAK
OG0007935	LOC109427858|XP_019558976.2|AEAL	LOC6527453|XP_002088545.1|DYAK
OG0007936	LOC109433241|XP_019565194.1|AEAL	LOC6539130|XP_039227582.1|DYAK
OG0007937	LOC109420084|XP_019549937.1|AEAL	LOC6526898|XP_002087997.1|DYAK
OG0007938	LOC109420078|XP_019549927.2|AEAL	LOC6527180|XP_002088274.1|DYAK
OG0007939	LOC109420075|XP_019549924.2|AEAL	LOC6526781|XP_002087884.1|DYAK
OG0007940	LOC109420070|XP_019549917.2|AEAL	LOC6526783|XP_039227343.1|DYAK
OG0007941	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL	LOC6539177|XP_002086078.2|DYAK
OG0007942	LOC109408297|XP_019537113.2|AEAL	LOC6524896|XP_002100736.1|DYAK
OG0007943	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL	LOC6527487|XP_002088577.3|DYAK
OG0007944	LOC109412379|XP_029712647.1|AEAL	LOC6532448|XP_015049359.1|DYAK
OG0007945	LOC109412369|XP_019541570.2|AEAL	LOC6527145|XP_002088239.1|DYAK
OG0007946	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL	LOC6531922|XP_002092708.1|DYAK
OG0007947	LOC109433112|XP_019565050.2|AEAL	LOC6527481|XP_002088571.1|DYAK
OG0007949	LOC109420001|XP_019549838.1|AEAL	LOC6525455|XP_002101290.1|DYAK
OG0007953	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL	LOC6527096|XP_002088189.1|DYAK
OG0007957	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL	LOC6527975|XP_039226987.1|DYAK
OG0007958	LOC109408121|XP_019536885.1|AEAL	LOC6524716|XP_039230647.1|DYAK
OG0007959	LOC109419059|XP_019548811.2|AEAL	LOC6529587|XP_002090581.1|DYAK
OG0007960	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL	LOC6528049|XP_002089116.1|DYAK
OG0007961	LOC109409247|XP_019538207.2|AEAL	LOC6538506|XP_002099028.3|DYAK
OG0007962	LOC109404439|XP_019532876.2|AEAL	LOC6524389|XP_002100247.1|DYAK
OG0007963	LOC109404656|XP_029715234.1|AEAL	LOC6527461|XP_002088552.1|DYAK
OG0007964	LOC109404751|XP_019533229.2|AEAL	LOC6527071|XP_002088164.1|DYAK
OG0007965	LOC109420996|XP_019551019.2|AEAL	LOC6527128|XP_015053187.1|DYAK
OG0007966	LOC115268657|XP_029732629.1|AEAL	LOC6526446|XP_002087565.1|DYAK
OG0007967	LOC109415690|XP_029714846.1|AEAL	LOC6529261|XP_002090266.2|DYAK
OG0007968	LOC109416537|XP_029715235.1|AEAL	LOC6526435|XP_039227695.1|DYAK
OG0007969	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL	LOC6527994|XP_002089061.1|DYAK
OG0007970	LOC109417743|XP_019547405.1|AEAL	LOC26535558|XP_015051546.1|DYAK
OG0007971	LOC109419906|XP_029708892.1|AEAL	LOC6525035|XP_002100874.2|DYAK
OG0007973	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL	LOC6527379|XP_002088471.2|DYAK
OG0007974	LOC109414012|XP_019543284.2|AEAL	LOC6524564|XP_002100421.2|DYAK
OG0007976	LOC109407379|XP_019535923.2|AEAL	LOC6525286|XP_002101122.2|DYAK
OG0007977	LOC109431814|XP_029708483.1|AEAL	LOC6527652|XP_002088738.1|DYAK
OG0007978	LOC109431819|XP_019563630.2|AEAL	LOC6527623|XP_002088711.1|DYAK
OG0007979	LOC109427650|XP_029708458.1|AEAL	LOC6529785|XP_039229360.1|DYAK
OG0007981	LOC109427901|XP_019559058.2|AEAL	LOC6524861|XP_002100701.1|DYAK
OG0007982	LOC109427916|XP_029728553.1|AEAL	LOC6527220|XP_039226945.1|DYAK
OG0007983	LOC109430175|XP_019561772.2|AEAL	LOC6529561|XP_002090558.1|DYAK
OG0007986	LOC115265636|XP_029727367.1|AEAL	LOC6527382|XP_002088474.1|DYAK
OG0007987	LOC109404797|XP_019533290.2|AEAL	LOC6526614|XP_002087722.1|DYAK
OG0007988	LOC109418121|XP_029727181.1|AEAL	LOC6529801|XP_002090785.1|DYAK
OG0007989	LOC109418060|XP_029727189.1|AEAL	LOC6527981|XP_002089048.1|DYAK
OG0007990	LOC109421652|XP_019551717.2|AEAL	LOC6528048|XP_002089115.1|DYAK
OG0007991	LOC109421565|XP_019551630.2|AEAL	LOC6526772|XP_002087875.1|DYAK
OG0007992	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL	LOC6527759|XP_039227454.1|DYAK
OG0007993	LOC109421520|XP_019551575.2|AEAL	LOC6539015|XP_015049165.1|DYAK
OG0007994	LOC109621857|XP_019931606.2|AEAL	LOC6527933|XP_002089001.1|DYAK
OG0007995	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL	LOC6527537|XP_002088627.1|DYAK
OG0007996	LOC109402145|XP_029720068.1|AEAL	LOC6525864|XP_015046521.1|DYAK
OG0007997	LOC109429534|XP_019561046.1|AEAL	LOC6534188|XP_002094871.1|DYAK
OG0007998	LOC109415438|XP_029720109.1|AEAL	LOC6529639|XP_015052395.1|DYAK
OG0007999	LOC109398302|XP_029720159.1|AEAL	LOC6527181|XP_002088275.1|DYAK
OG0008000	LOC109429805|XP_029720162.1|AEAL	LOC6527183|XP_039227213.1|DYAK
OG0008001	LOC109411698|XP_019540815.2|AEAL	LOC6527405|XP_002088497.1|DYAK
OG0008002	LOC109411734|XP_019540871.1|AEAL	LOC6526301|XP_039226297.1|DYAK
OG0008003	LOC109420448|XP_019550338.1|AEAL	LOC6527407|XP_002088499.3|DYAK
OG0008004	LOC109398246|XP_019526112.2|AEAL	LOC6523785|XP_002099660.2|DYAK
OG0008005	LOC109411213|XP_019540249.2|AEAL	LOC6526023|XP_002101840.2|DYAK
OG0008007	LOC109414189|XP_019543518.1|AEAL	LOC6524231|XP_002100094.1|DYAK
OG0008008	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL	LOC6539464|XP_002086355.2|DYAK
OG0008009	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL	LOC6524266|XP_002100129.1|DYAK
OG0008010	LOC109421743|XP_019551819.2|AEAL	LOC6539987|XP_002086857.2|DYAK
OG0008011	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL	LOC6531281|XP_002092090.1|DYAK
OG0008012	LOC109421751|XP_019551832.2|AEAL	LOC6529348|XP_039228810.1|DYAK
OG0008016	LOC109423435|XP_019553987.1|AEAL	LOC6533686|XP_002094391.1|DYAK
OG0008017	LOC109421803|XP_029732694.1|AEAL	LOC6524547|XP_002100404.2|DYAK
OG0008018	LOC109418213|XP_029732700.1|AEAL	LOC6523916|XP_039227005.1|DYAK
OG0008019	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL	LOC6525140|XP_015046117.1|DYAK
OG0008020	LOC109418259|XP_019547963.2|AEAL	LOC6535765|XP_002096388.2|DYAK
OG0008021	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL	LOC6524333|XP_002100191.1|DYAK
OG0008022	LOC109418396|XP_019548119.2|AEAL	LOC6538316|XP_002098843.1|DYAK
OG0008023	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL	LOC6523903|XP_002099776.1|DYAK
OG0008024	LOC109426162|XP_029722703.1|AEAL	LOC26535641|XP_039233415.1|DYAK
OG0008026	LOC109407077|XP_019535646.2|AEAL	LOC6525036|XP_002100875.1|DYAK
OG0008027	LOC115263794|XP_029723036.1|AEAL	LOC6524222|XP_002100085.1|DYAK
OG0008028	LOC109419212|XP_019548964.1|AEAL	LOC6535530|XP_015047202.1|DYAK
OG0008030	LOC109429502|XP_019561015.2|AEAL	LOC6535324|XP_002095980.1|DYAK
OG0008031	LOC109429507|XP_019561023.1|AEAL	LOC6526643|XP_002087751.1|DYAK
OG0008032	LOC109405852|XP_019534455.1|AEAL	LOC6539021|XP_002099523.2|DYAK
OG0008033	LOC109398743|XP_029726321.1|AEAL	LOC6537414|XP_039231449.1|DYAK
OG0008034	LOC109411329|XP_029726639.1|AEAL	LOC6536757|XP_002097329.2|DYAK
OG0008035	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL	LOC6524727|XP_002100571.1|DYAK
OG0008038	LOC109413778|XP_019543063.2|AEAL	LOC6524202|XP_002100065.1|DYAK
OG0008039	LOC109413672|XP_029727554.1|AEAL	LOC6535822|XP_002096443.2|DYAK
OG0008040	LOC109413669|XP_029727574.1|AEAL	LOC6539039|XP_002099541.1|DYAK
OG0008041	LOC109425033|XP_019555776.2|AEAL	LOC6525512|XP_002101347.1|DYAK
OG0008042	LOC109400199|XP_019528223.1|AEAL	LOC6536821|XP_002097391.3|DYAK
OG0008043	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL	LOC6524416|XP_002100274.1|DYAK
OG0008044	LOC109399730|XP_029723004.1|AEAL	LOC6524380|XP_039229098.1|DYAK
OG0008054	LOC109401336|XP_029728621.1|AEAL	LOC6523783|XP_002099658.1|DYAK
OG0008055	LOC115266517|XP_029728629.1|AEAL	LOC6525037|XP_002100876.2|DYAK
OG0008057	LOC115266942|XP_029729519.1|AEAL	LOC6537491|XP_002098039.2|DYAK
OG0008058	LOC109411012|XP_019540004.2|AEAL	LOC6537315|XP_002097872.1|DYAK
OG0008059	LOC109410893|XP_029730484.1|AEAL	LOC6537479|XP_002098035.1|DYAK
OG0008061	LOC109415496|XP_019544930.2|AEAL	LOC6525385|XP_002101221.1|DYAK
OG0008062	LOC109415495|XP_019544927.1|AEAL	LOC6524822|XP_002100664.1|DYAK
OG0008063	LOC109400878|XP_019528907.2|AEAL	LOC6536820|XP_002097390.1|DYAK
OG0008064	LOC109430465|XP_029732074.1|AEAL	LOC6524930|XP_002100770.1|DYAK
OG0008065	LOC109409565|XP_019538559.2|AEAL	LOC6524037|XP_002099907.1|DYAK
OG0008066	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL	LOC6526219|XP_002102028.1|DYAK
OG0008067	LOC109405747|XP_019534360.1|AEAL	LOC6525518|XP_002101353.1|DYAK
OG0008068	LOC109399348|XP_029722686.1|AEAL	LOC6525515|XP_015046337.1|DYAK
OG0008069	LOC109430362|XP_019561966.2|AEAL	LOC6537183|XP_002097741.1|DYAK
OG0008070	LOC109432404|XP_019564295.2|AEAL	LOC6535818|XP_015047367.2|DYAK
OG0008071	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL	LOC6525456|XP_002101291.1|DYAK
OG0008072	LOC109408450|XP_019537327.2|AEAL	LOC6525195|XP_002101033.1|DYAK
OG0008073	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL	LOC6525310|XP_002101146.1|DYAK
OG0008074	LOC109419381|XP_019549158.2|AEAL	LOC6525307|XP_002101143.2|DYAK
OG0008075	LOC109419354|XP_029735319.1|AEAL	LOC6530543|XP_015051914.1|DYAK
OG0008076	LOC109405716|XP_019534328.2|AEAL	LOC6524427|XP_002100285.3|DYAK
OG0008077	LOC109408401|XP_019537254.1|AEAL	LOC6535319|XP_002095975.1|DYAK
OG0008078	LOC109432412|XP_019564302.2|AEAL	LOC6524010|XP_002099882.1|DYAK
OG0008079	LOC109432419|XP_029735868.1|AEAL	LOC6524818|XP_002100660.1|DYAK
OG0008080	LOC109416300|XP_019545888.2|AEAL	LOC26535869|XP_015045697.2|DYAK
OG0008081	LOC109424067|XP_019554691.2|AEAL	LOC6524446|XP_002100304.1|DYAK
OG0008082	LOC109426221|XP_019557220.2|AEAL	LOC6538295|XP_002098822.2|DYAK
OG0008083	LOC109424052|XP_019554665.2|AEAL	LOC6537496|XP_002098044.2|DYAK
OG0008084	LOC115266155|XP_029727981.1|AEAL	LOC6537642|XP_002098187.2|DYAK
OG0008085	LOC109404426|XP_029727840.1|AEAL	LOC6538386|XP_002098910.1|DYAK
OG0008086	LOC109431859|XP_029727842.1|AEAL	LOC6537493|XP_015048374.1|DYAK
OG0008087	LOC109422729|XP_029727900.1|AEAL	LOC6524834|XP_002100676.1|DYAK
OG0008088	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL	LOC6524366|XP_002100224.1|DYAK
OG0008089	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL	LOC6532344|XP_002093104.1|DYAK
OG0008090	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL	LOC6523876|XP_002099749.1|DYAK
OG0008092	LOC109398937|XP_019526940.2|AEAL	LOC6535750|XP_039232599.1|DYAK
OG0008093	LOC109433418|XP_029718558.1|AEAL	LOC6525743|XP_039226585.1|DYAK
OG0008094	LOC109403715|XP_019532120.2|AEAL	LOC6527327|XP_002088419.1|DYAK
OG0008095	LOC109403318|XP_019531670.2|AEAL	LOC6537397|XP_002097953.1|DYAK
OG0008096	LOC109406532|XP_019535175.2|AEAL	LOC6523821|XP_002099696.1|DYAK
OG0008097	LOC109406509|XP_019535144.1|AEAL	LOC6525275|XP_002101111.1|DYAK
OG0008099	LOC109403281|XP_029718621.1|AEAL	LOC6534807|XP_015050843.1|DYAK
OG0008101	LOC109415077|XP_019544495.1|AEAL	LOC6524717|XP_002100561.1|DYAK
OG0008102	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL	LOC120320442|XP_039231884.1|DYAK
OG0008103	LOC109414114|XP_019560683.2|AEAL	LOC6525213|XP_002101051.1|DYAK
OG0008104	LOC109398852|XP_019526838.2|AEAL	LOC6534496|XP_039229965.1|DYAK
OG0008105	LOC109398862|XP_029718770.1|AEAL	LOC6537262|XP_015048230.1|DYAK
OG0008106	LOC109398894|XP_029718778.1|AEAL	LOC6535194|XP_002095854.1|DYAK
OG0008107	LOC109398885|XP_019526880.2|AEAL	LOC6537399|XP_039231621.1|DYAK
OG0008108	LOC109429163|XP_019560573.2|AEAL	LOC6523782|XP_002099657.1|DYAK
OG0008109	LOC109398887|XP_019526881.2|AEAL	LOC6524228|XP_002100091.1|DYAK
OG0008110	LOC109428136|XP_019559368.2|AEAL	LOC6525091|XP_002100930.1|DYAK
OG0008111	LOC109406885|XP_019535441.2|AEAL	LOC6523804|XP_002099679.1|DYAK
OG0008112	LOC109404438|XP_029719076.1|AEAL	LOC6524471|XP_039233514.1|DYAK
OG0008113	LOC109404433|XP_019532853.2|AEAL	LOC6524543|XP_002100400.1|DYAK
OG0008114	LOC109406887|XP_029719077.1|AEAL	LOC6524544|XP_002100401.1|DYAK
OG0008115	LOC109404436|XP_029719078.1|AEAL	LOC6525332|XP_015046244.1|DYAK
OG0008116	LOC109406884|XP_029719086.1|AEAL	LOC6525336|XP_039226673.1|DYAK
OG0008117	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL	LOC6525129|XP_002100967.1|DYAK
OG0008118	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL	LOC6523806|XP_002099681.1|DYAK
OG0008119	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL	LOC6525149|XP_002100987.1|DYAK
OG0008120	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL	LOC6525068|XP_002100907.3|DYAK
OG0008121	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL	LOC6530089|XP_002091035.1|DYAK
OG0008122	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL	LOC6524056|XP_002099925.1|DYAK
OG0008123	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL	LOC6524015|XP_002099887.1|DYAK
OG0008124	LOC109404983|XP_029719181.1|AEAL	LOC6524397|XP_039226142.1|DYAK
OG0008125	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL	LOC6524234|XP_002100097.1|DYAK
OG0008126	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL	LOC6524020|XP_002099892.1|DYAK
OG0008127	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL	LOC6524046|XP_002099915.1|DYAK
OG0008128	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL	LOC6524869|XP_002100709.1|DYAK
OG0008129	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL	LOC6524018|XP_039232368.1|DYAK
OG0008130	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL	LOC6525107|XP_002100946.1|DYAK
OG0008131	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL	LOC6523778|XP_002099653.3|DYAK
OG0008132	LOC109432823|XP_029719312.1|AEAL	LOC6538735|XP_002099250.1|DYAK
OG0008133	LOC109432765|XP_029710329.1|AEAL, LOC109407890|XP_029710334.1|AEAL	LOC6524573|XP_002100430.1|DYAK
OG0008134	LOC109411935|XP_029733015.1|AEAL, LOC109406739|XP_029733046.1|AEAL	LOC6524021|XP_002099893.1|DYAK
OG0008135	LOC109411936|XP_029733023.1|AEAL, LOC109406737|XP_029733044.1|AEAL	LOC6536265|XP_002096851.1|DYAK
OG0008136	LOC109411951|XP_019541152.1|AEAL	LOC6526866|XP_002087966.2|DYAK
OG0008137	LOC109428767|XP_029734005.1|AEAL	LOC6524221|XP_002100084.1|DYAK
OG0008141	LOC109400049|XP_029730291.1|AEAL	LOC6525060|XP_002100899.2|DYAK
OG0008145	LOC109405105|XP_019533655.2|AEAL	LOC6524512|XP_002100369.1|DYAK
OG0008146	LOC109400240|XP_019528263.2|AEAL	LOC6525444|XP_002101279.1|DYAK
OG0008147	LOC109400295|XP_029724209.1|AEAL	LOC6525446|XP_002101281.1|DYAK
OG0008148	LOC109399404|XP_029724165.1|AEAL	LOC6524008|XP_039226110.1|DYAK
OG0008150	LOC109399059|XP_019527034.2|AEAL	LOC6525070|XP_002100909.1|DYAK
OG0008151	LOC109399010|XP_029724223.1|AEAL	LOC6525700|XP_002101522.2|DYAK
OG0008152	LOC109398962|XP_019526958.2|AEAL	LOC120320967|XP_039227931.1|DYAK
OG0008153	LOC109431307|XP_019563069.2|AEAL	LOC6532099|XP_002092875.1|DYAK
OG0008154	LOC109431323|XP_019563091.2|AEAL	LOC6534127|XP_002094811.1|DYAK
OG0008155	LOC109407703|XP_019536397.2|AEAL	LOC120321528|XP_039230172.1|DYAK, LOC26535075|XP_039230173.1|DYAK
OG0008156	LOC109409395|XP_019538385.2|AEAL	LOC6539017|XP_002099519.1|DYAK
OG0008158	LOC109415956|XP_019545475.1|AEAL	LOC6524974|XP_002100814.1|DYAK
OG0008159	LOC109405803|XP_029713444.1|AEAL	LOC26534477|XP_015050505.1|DYAK
OG0008160	LOC109401644|XP_029713325.1|AEAL	LOC6530945|XP_039228478.1|DYAK
OG0008161	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL	LOC6532229|XP_002093002.3|DYAK
OG0008162	LOC109422441|XP_029713526.1|AEAL	LOC6525932|XP_002101752.1|DYAK
OG0008164	LOC109414796|XP_029736449.1|AEAL	LOC6526241|XP_039229359.1|DYAK
OG0008165	LOC109418642|XP_029712862.1|AEAL	LOC6524410|XP_002100268.1|DYAK
OG0008166	LOC109418633|XP_019548394.2|AEAL	LOC6524592|XP_002100449.1|DYAK
OG0008167	LOC109405271|XP_019533851.2|AEAL	LOC6524517|XP_002100374.2|DYAK
OG0008168	LOC109405267|XP_019533845.2|AEAL	LOC6524515|XP_002100372.1|DYAK
OG0008169	LOC109418625|XP_029712880.1|AEAL	LOC6523847|XP_002099720.1|DYAK
OG0008170	LOC109418621|XP_029712939.1|AEAL	LOC6530452|XP_002091368.1|DYAK
OG0008171	LOC109413090|XP_029713501.1|AEAL	LOC6525379|XP_002101215.1|DYAK
OG0008173	LOC109425798|XP_019556689.2|AEAL	LOC26535642|XP_015052915.1|DYAK
OG0008174	LOC109425670|XP_019556484.2|AEAL	LOC6529888|XP_039228697.1|DYAK
OG0008175	LOC109413593|XP_029721337.1|AEAL	LOC6525906|XP_002101726.2|DYAK
OG0008176	LOC115262725|XP_029721277.1|AEAL	LOC6523822|XP_002099697.2|DYAK
OG0008177	LOC109401305|XP_019529353.2|AEAL	LOC6524123|XP_002099987.1|DYAK
OG0008178	LOC109401286|XP_019529323.2|AEAL	LOC6524989|XP_002100829.1|DYAK
OG0008179	LOC109401287|XP_019529324.2|AEAL	LOC6524842|XP_002100682.1|DYAK
OG0008180	LOC109401273|XP_019529300.2|AEAL	LOC6523875|XP_002099748.1|DYAK
OG0008181	LOC109401317|XP_019529366.2|AEAL	LOC6523874|XP_039233424.1|DYAK
OG0008182	LOC109401148|XP_019529171.2|AEAL	LOC6528654|XP_002089696.1|DYAK
OG0008183	LOC109427035|XP_029721150.1|AEAL	LOC6532022|XP_002092800.2|DYAK
OG0008184	LOC109622601|XP_029721128.1|AEAL	LOC6528021|XP_002089088.3|DYAK
OG0008188	LOC109424715|XP_019555418.1|AEAL	LOC6526831|XP_002087932.1|DYAK
OG0008189	LOC109424687|XP_019555399.2|AEAL	LOC6527463|XP_002088554.1|DYAK
OG0008190	LOC109421942|XP_019552123.2|AEAL	LOC6532336|XP_002093096.1|DYAK
OG0008191	LOC109421934|XP_029720933.1|AEAL	LOC6523919|XP_002099792.3|DYAK
OG0008192	LOC109432691|XP_029720937.1|AEAL	LOC6525147|XP_002100985.1|DYAK
OG0008193	LOC109432718|XP_019564648.2|AEAL	LOC6526146|XP_002101960.1|DYAK
OG0008194	LOC109428999|XP_019560385.1|AEAL	LOC6528280|XP_002089333.1|DYAK
OG0008195	LOC109428909|XP_029708109.1|AEAL	LOC6529914|XP_002090871.1|DYAK
OG0008197	LOC109433666|XP_029731019.1|AEAL	LOC6534082|XP_002094768.3|DYAK
OG0008198	LOC109432323|XP_019564207.1|AEAL	LOC6523856|XP_002099729.3|DYAK
OG0008199	LOC109409845|XP_019538873.2|AEAL	LOC6525904|XP_002101724.1|DYAK
OG0008200	LOC109397146|XP_019525031.2|AEAL	LOC6529350|XP_002090355.1|DYAK
OG0008203	LOC109409921|XP_019538994.2|AEAL	LOC6532409|XP_002093160.1|DYAK
OG0008204	LOC109399607|XP_019527639.2|AEAL	LOC6525484|XP_002101319.1|DYAK
OG0008205	LOC109399568|XP_019527625.2|AEAL	LOC6525018|XP_002100857.1|DYAK
OG0008206	LOC115267848|XP_029731222.1|AEAL	LOC6539528|XP_002086416.1|DYAK
OG0008207	LOC109401835|XP_019530015.2|AEAL	LOC6534743|XP_002095418.1|DYAK
OG0008208	LOC115256002|XP_029710086.1|AEAL	LOC6531466|XP_002092265.1|DYAK
OG0008209	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL	LOC6532821|XP_002093558.1|DYAK
OG0008210	LOC109402159|XP_019530333.1|AEAL	LOC6534040|XP_002094726.1|DYAK
OG0008211	LOC109403560|XP_029731448.1|AEAL	LOC6527974|XP_002089041.1|DYAK
OG0008212	LOC109431574|XP_019563355.1|AEAL	LOC6534927|XP_002095598.2|DYAK
OG0008213	LOC109622241|XP_029731486.1|AEAL	LOC6523813|XP_039233745.1|DYAK
OG0008214	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL	LOC6533905|XP_002094605.1|DYAK
OG0008215	LOC109403168|XP_019531456.2|AEAL	LOC6525607|XP_039233647.1|DYAK
OG0008216	LOC109622177|XP_019931961.2|AEAL	LOC6534830|XP_002095502.1|DYAK
OG0008217	LOC109410612|XP_029731608.1|AEAL	LOC6525156|XP_002100994.1|DYAK
OG0008218	LOC109433482|XP_019565448.2|AEAL	LOC6531460|XP_002092259.1|DYAK
OG0008219	LOC109410664|XP_029731655.1|AEAL	LOC6525251|XP_039233436.1|DYAK
OG0008220	LOC109410666|XP_029731658.1|AEAL	LOC6526055|XP_015046614.1|DYAK
OG0008221	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL	LOC6529570|XP_015052385.1|DYAK
OG0008222	LOC109426024|XP_019556998.2|AEAL	LOC6535181|XP_002095843.1|DYAK
OG0008223	LOC109425985|XP_019556954.2|AEAL	LOC6534175|XP_039230158.1|DYAK
OG0008224	LOC109407622|XP_019536308.2|AEAL	LOC6534747|XP_002095422.1|DYAK
OG0008225	LOC109425828|XP_019556720.2|AEAL	LOC6525561|XP_002101396.1|DYAK
OG0008226	LOC109407532|XP_019536143.2|AEAL	LOC6524145|XP_002100008.1|DYAK
OG0008227	LOC109413246|XP_029715424.1|AEAL	LOC26535844|XP_039232130.1|DYAK
OG0008228	LOC109621728|XP_029712612.1|AEAL	LOC6538016|XP_002098551.1|DYAK
OG0008229	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL	LOC6536497|XP_015047767.1|DYAK
OG0008230	LOC109411644|XP_029718360.1|AEAL	LOC6535521|XP_002096150.1|DYAK
OG0008233	LOC109409258|XP_019538219.1|AEAL	LOC6529756|XP_002090746.1|DYAK
OG0008235	LOC109424729|XP_019555460.1|AEAL	LOC6526017|XP_002101834.1|DYAK
OG0008238	LOC109424155|XP_019554788.2|AEAL, LOC115263196|XP_029722014.1|AEAL	LOC6532381|XP_002093132.1|DYAK
OG0008239	LOC109407980|XP_029735154.1|AEAL	LOC6534705|XP_002095380.2|DYAK
OG0008240	LOC109430855|XP_029730323.1|AEAL	LOC6531065|XP_002091899.1|DYAK
OG0008243	LOC109422536|XP_019552884.2|AEAL	LOC6530209|XP_002091147.2|DYAK
OG0008266	LOC109402174|XP_019530356.2|AEAL	LOC6537512|XP_002098058.1|DYAK
OG0008268	LOC109431123|XP_029718280.1|AEAL, LOC115256382|XP_029710638.1|AEAL	LOC6529240|XP_002090246.1|DYAK
OG0008269	LOC115256473|XP_029710978.1|AEAL, LOC109431131|XP_019562864.2|AEAL	LOC6529846|XP_002090813.2|DYAK
OG0008270	LOC109408932|XP_019537874.2|AEAL	LOC6524371|XP_039229145.1|DYAK
OG0008271	LOC109428393|XP_029711709.1|AEAL	LOC6533442|XP_002094153.1|DYAK
OG0008272	LOC109428428|XP_019559729.2|AEAL	LOC6524110|XP_002099974.1|DYAK
OG0008273	LOC115256316|XP_029710415.1|AEAL	LOC6537423|XP_002097979.1|DYAK
OG0008276	LOC109397864|XP_019525746.2|AEAL	LOC6524849|XP_002100689.1|DYAK
OG0008277	LOC109397882|XP_029729609.1|AEAL, LOC109416118|XP_029711952.1|AEAL	LOC6525975|XP_039233403.1|DYAK
OG0008278	LOC109401934|XP_029711120.1|AEAL	LOC6528046|XP_002089113.1|DYAK
OG0008282	LOC109422046|XP_019552226.2|AEAL	LOC6524504|XP_002100361.1|DYAK
OG0008283	LOC109422062|XP_019552248.2|AEAL	LOC6525576|XP_002101411.1|DYAK
