Orthogroup	AEAL.longest_only	DSAN.longest_only
OG0005769	LOC109431793|XP_029727841.1|AEAL, LOC109431870|XP_029730487.1|AEAL	LOC120452678|XP_039492962.1|DSAN
OG0005770	LOC109431790|XP_029727871.1|AEAL, LOC115266080|XP_029727851.1|AEAL	LOC120450952|XP_039490171.1|DSAN
OG0005771	LOC109431791|XP_019563601.2|AEAL	LOC120453122|XP_039493603.1|DSAN
OG0005772	LOC109431881|XP_019563691.2|AEAL, LOC109422747|XP_019553171.2|AEAL	LOC120451758|XP_039491620.1|DSAN
OG0005773	LOC109431875|XP_019563687.2|AEAL, LOC109422745|XP_029712668.1|AEAL	LOC120452647|XP_039492899.1|DSAN
OG0005774	LOC109431891|XP_019563698.1|AEAL, LOC109422738|XP_019553163.1|AEAL	LOC120452595|XP_039492827.1|DSAN
OG0005775	LOC109422733|XP_019553157.1|AEAL, LOC109412298|XP_019541481.1|AEAL	LOC120448788|XP_039486913.1|DSAN
OG0005776	LOC109422720|XP_019553133.2|AEAL, LOC109412308|XP_029729844.1|AEAL	LOC120449747|XP_039488315.1|DSAN
OG0005777	LOC115266146|XP_029727968.1|AEAL, LOC109412345|XP_019541533.2|AEAL	LOC120454422|XP_039495645.1|DSAN
OG0005778	LOC115266097|XP_029727883.1|AEAL, LOC109422692|XP_029736384.1|AEAL, LOC115266111|XP_029727929.1|AEAL, LOC115260992|XP_029718222.1|AEAL, LOC109412335|XP_029727932.1|AEAL, LOC115264199|XP_029723537.1|AEAL	LOC120453910|XP_039494776.1|DSAN
OG0005779	LOC115254267|XP_029736393.1|AEAL, LOC109401124|XP_029733154.1|AEAL, LOC109422675|XP_029727945.1|AEAL	LOC120451053|XP_039490342.1|DSAN
OG0005780	LOC109422674|XP_029727946.1|AEAL, LOC109422535|XP_029736392.1|AEAL	LOC120448745|XP_039486860.1|DSAN
OG0005781	LOC109422670|XP_019553074.1|AEAL, LOC109401135|XP_029716940.1|AEAL	LOC120447942|XP_039485554.1|DSAN
OG0005782	LOC115260171|XP_029716939.1|AEAL, LOC109401118|XP_019529143.2|AEAL	LOC120447941|XP_039485553.1|DSAN
OG0005783	LOC109422531|XP_029716930.1|AEAL, LOC115271084|XP_029736409.1|AEAL	LOC120446227|XP_039483028.1|DSAN
OG0005784	LOC109422641|XP_029716781.1|AEAL, LOC109402798|XP_029736424.1|AEAL	LOC120452680|XP_039492964.1|DSAN
OG0005785	LOC109402771|XP_029716775.1|AEAL, LOC109422639|XP_029736431.1|AEAL	LOC120452301|XP_039492370.1|DSAN
OG0005786	LOC109402775|XP_029736436.1|AEAL, LOC109422638|XP_029736383.1|AEAL	LOC120451201|XP_039490586.1|DSAN
OG0005787	LOC109422633|XP_029736377.1|AEAL, LOC109402845|XP_029736437.1|AEAL	LOC120451136|XP_039490483.1|DSAN
OG0005788	LOC115262362|XP_029720621.1|AEAL, LOC109402804|XP_029712263.1|AEAL	LOC120447131|XP_039484498.1|DSAN
OG0005789	LOC109422592|XP_019552941.1|AEAL, LOC109402850|XP_019531135.1|AEAL	LOC120451162|XP_039490531.1|DSAN
OG0005790	LOC109422590|XP_029712185.1|AEAL, LOC109402835|XP_019531114.2|AEAL	LOC120453119|XP_039493597.1|DSAN
OG0005791	LOC109402831|XP_029712160.1|AEAL, LOC109422589|XP_019552936.2|AEAL	LOC120450944|XP_039490149.1|DSAN
OG0005792	LOC109422585|XP_029712244.1|AEAL, LOC109402793|XP_019531053.2|AEAL	LOC120450947|XP_039490154.1|DSAN
OG0005793	LOC109422583|XP_029712163.1|AEAL	LOC120453241|XP_039493776.1|DSAN
OG0005795	LOC109401786|XP_029718419.1|AEAL, LOC115261213|XP_029718426.1|AEAL	LOC120453733|XP_039494497.1|DSAN
OG0005796	LOC109401765|XP_029718427.1|AEAL, LOC109406133|XP_029718421.1|AEAL	LOC120449018|XP_039487232.1|DSAN
OG0005797	LOC109401773|XP_019529929.2|AEAL	LOC120447729|XP_039485207.1|DSAN
OG0005798	LOC109406138|XP_029718430.1|AEAL	LOC120453688|XP_039494442.1|DSAN
OG0005799	LOC109406136|XP_019529921.2|AEAL	LOC120452508|XP_039492696.1|DSAN
OG0005800	LOC109401782|XP_019529942.2|AEAL	LOC120453877|XP_039494725.1|DSAN
OG0005801	LOC109401778|XP_029718440.1|AEAL	LOC120453876|XP_039494724.1|DSAN
OG0005802	LOC115261221|XP_029718455.1|AEAL	LOC120453933|XP_039494812.1|DSAN
OG0005803	LOC109398931|XP_029718528.1|AEAL, LOC109403725|XP_029718521.1|AEAL	LOC120454487|XP_039495763.1|DSAN
OG0005804	LOC109398940|XP_019526943.2|AEAL	LOC120453031|XP_039493485.1|DSAN
OG0005805	LOC109403714|XP_019532118.2|AEAL	LOC120446333|XP_039483183.1|DSAN
OG0005806	LOC109433441|XP_029718577.1|AEAL, LOC115260393|XP_029717213.1|AEAL	LOC120454699|XP_039496166.1|DSAN
OG0005807	LOC109433404|XP_019565380.2|AEAL	LOC120453342|XP_039493944.1|DSAN
OG0005808	LOC109403259|XP_019531587.2|AEAL	LOC120455821|XP_039498219.1|DSAN
OG0005809	LOC109413059|XP_019542275.2|AEAL, LOC115254066|XP_029718618.1|AEAL	LOC120450432|XP_039489376.1|DSAN
OG0005810	LOC109403285|XP_019531637.1|AEAL, LOC109415064|XP_019544466.1|AEAL	LOC120452513|XP_039492703.1|DSAN
OG0005811	LOC109403286|XP_029718640.1|AEAL, LOC109415065|XP_019544467.2|AEAL	LOC120452514|XP_039492704.1|DSAN
OG0005812	LOC109415072|XP_019544485.1|AEAL	LOC120453218|XP_039493743.1|DSAN
OG0005813	LOC109415076|XP_019544494.2|AEAL	LOC120452657|XP_039492914.1|DSAN
OG0005814	LOC109414128|XP_029718672.1|AEAL	LOC120452965|XP_039493390.1|DSAN
OG0005815	LOC109414129|XP_029718673.1|AEAL	LOC120444789|XP_039480675.1|DSAN
OG0005816	LOC109414141|XP_029718688.1|AEAL, LOC109417340|XP_029709956.1|AEAL	LOC120454618|XP_039496015.1|DSAN
OG0005817	LOC109398867|XP_029709974.1|AEAL, LOC109417346|XP_019546997.2|AEAL	LOC120451757|XP_039491618.1|DSAN
OG0005818	LOC109398893|XP_029716801.1|AEAL, LOC115261355|XP_029718726.1|AEAL	LOC120452841|XP_039493203.1|DSAN
OG0005819	LOC109398870|XP_019526861.2|AEAL, LOC109429215|XP_019560658.2|AEAL	LOC120451989|XP_039491951.1|DSAN
OG0005820	LOC109429213|XP_019560648.2|AEAL, LOC115261342|XP_029718655.1|AEAL	LOC120451990|XP_039491952.1|DSAN
OG0005821	LOC109429202|XP_019560636.1|AEAL, LOC115269340|XP_029733855.1|AEAL	LOC120454626|XP_039496029.1|DSAN
OG0005822	LOC109429201|XP_019560634.1|AEAL, LOC109398849|XP_019526835.2|AEAL	LOC120458455|XP_039502041.1|DSAN
OG0005823	LOC109429199|XP_019560632.2|AEAL, LOC115269341|XP_029733856.1|AEAL	LOC120456356|XP_039499084.1|DSAN
OG0005824	LOC109398877|XP_019526869.2|AEAL	LOC120454100|XP_039495045.1|DSAN
OG0005825	LOC109429187|XP_029718777.1|AEAL, LOC109398834|XP_029718812.1|AEAL	LOC120450322|XP_039489219.1|DSAN
OG0005827	LOC109398801|XP_029718779.1|AEAL, LOC109429182|XP_019560610.2|AEAL	LOC120452802|XP_039493135.1|DSAN
OG0005828	LOC115254064|XP_029718366.1|AEAL, LOC109398804|XP_019526763.1|AEAL	LOC120450391|XP_039489320.1|DSAN
OG0005829	LOC109398798|XP_029718784.1|AEAL, LOC109429177|XP_019560598.2|AEAL	LOC120451742|XP_039491585.1|DSAN
OG0005830	LOC109398830|XP_029730080.1|AEAL, LOC109429151|XP_029718850.1|AEAL	LOC120447641|XP_039485084.1|DSAN
OG0005831	LOC109409025|XP_019537985.2|AEAL, LOC109429145|XP_019560540.2|AEAL	LOC120448656|XP_039486722.1|DSAN
OG0005832	LOC109429144|XP_029718851.1|AEAL, LOC109409024|XP_029730076.1|AEAL	LOC120449904|XP_039488530.1|DSAN
OG0005833	LOC115253678|XP_029718871.1|AEAL	LOC120449651|XP_039488178.1|DSAN
OG0005834	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL	LOC120449657|XP_039488187.1|DSAN
OG0005835	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL	LOC120449607|XP_039488109.1|DSAN
OG0005836	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL	LOC120449849|XP_039488442.1|DSAN
OG0005837	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL	LOC120454698|XP_039496165.1|DSAN
OG0005838	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL	LOC120452730|XP_039493032.1|DSAN
OG0005839	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL	LOC120446872|XP_039484015.1|DSAN
OG0005840	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL	LOC120451282|XP_039490761.1|DSAN
OG0005841	LOC109427199|XP_029714107.1|AEAL	LOC120454387|XP_039495570.1|DSAN
OG0005842	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL	LOC120455646|XP_039497971.1|DSAN
OG0005843	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL	LOC120450376|XP_039489300.1|DSAN
OG0005844	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL	LOC120449470|XP_039487876.1|DSAN
OG0005845	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL	LOC120451028|XP_039490292.1|DSAN
OG0005846	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL	LOC120454101|XP_039495046.1|DSAN
OG0005847	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL	LOC120454217|XP_039495248.1|DSAN
OG0005848	LOC109428128|XP_029717174.1|AEAL	LOC120455191|XP_039497065.1|DSAN
OG0005849	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL	LOC120455523|XP_039497737.1|DSAN
OG0005850	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL	LOC120456312|XP_039498999.1|DSAN
OG0005851	LOC109404496|XP_019532934.2|AEAL	LOC120444041|XP_039479480.1|DSAN
OG0005852	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL	LOC120452090|XP_039492098.1|DSAN
OG0005853	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL	LOC120455031|XP_039496797.1|DSAN
OG0005854	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL	LOC120452512|XP_039492700.1|DSAN
OG0005855	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL	LOC120455378|XP_039497438.1|DSAN
OG0005856	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL	LOC120457392|XP_039500885.1|DSAN
OG0005857	LOC109432824|XP_019564713.1|AEAL	LOC120454518|XP_039495814.1|DSAN
OG0005858	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL	LOC120453103|XP_039493571.1|DSAN
OG0005859	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL	LOC120458435|XP_039502012.1|DSAN
OG0005860	LOC109406269|XP_019534893.1|AEAL	LOC120450848|XP_039489972.1|DSAN
OG0005861	LOC109406727|XP_029719589.1|AEAL	LOC120452361|XP_039492470.1|DSAN
OG0005862	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL	LOC120458366|XP_039501915.1|DSAN
OG0005863	LOC109406736|XP_019535325.2|AEAL	LOC120447195|XP_039484619.1|DSAN
OG0005864	LOC109406735|XP_019535324.1|AEAL	LOC120454102|XP_039495057.1|DSAN, LOC120454103|XP_039495060.1|DSAN
OG0005865	LOC109417151|XP_019546822.2|AEAL	LOC120453387|XP_039494004.1|DSAN
OG0005866	LOC109411968|XP_019541178.2|AEAL	LOC120446600|XP_039483566.1|DSAN
OG0005867	LOC109424550|XP_029714375.1|AEAL	LOC120445489|XP_039481872.1|DSAN
OG0005868	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL	LOC120446536|XP_039483485.1|DSAN
OG0005869	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL	LOC120455366|XP_039497406.1|DSAN
OG0005870	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL	LOC120456386|XP_039499146.1|DSAN
OG0005871	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL	LOC120456696|XP_039499595.1|DSAN
OG0005872	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL	LOC120451103|XP_039490444.1|DSAN
OG0005873	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL	LOC120450909|XP_039490096.1|DSAN
OG0005874	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL	LOC120455160|XP_039497008.1|DSAN
OG0005876	LOC109400174|XP_019528195.1|AEAL	LOC120455047|XP_039496830.1|DSAN
OG0005877	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL	LOC120455017|XP_039496775.1|DSAN
OG0005879	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL	LOC120456595|XP_039499438.1|DSAN
OG0005880	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL	LOC120449306|XP_039487631.1|DSAN
OG0005881	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL	LOC120448269|XP_039486127.1|DSAN
OG0005882	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL	LOC120455711|XP_039498058.1|DSAN
OG0005883	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL	LOC120449316|XP_039487642.1|DSAN
OG0005884	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL	LOC120448893|XP_039487044.1|DSAN
OG0005885	LOC109431310|XP_019563072.2|AEAL	LOC120447462|XP_039484783.1|DSAN
OG0005886	LOC109431288|XP_019563048.2|AEAL	LOC120450108|XP_039488837.1|DSAN
OG0005887	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL	LOC120450526|XP_039489545.1|DSAN
OG0005888	LOC109432009|XP_029724272.1|AEAL	LOC120450616|XP_039489689.1|DSAN
OG0005889	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL	LOC120448012|XP_039485660.1|DSAN
OG0005890	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL	LOC120457103|XP_039500242.1|DSAN
OG0005891	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL	LOC120447770|XP_039485254.1|DSAN
OG0005892	LOC109407702|XP_019536396.2|AEAL	LOC120449101|XP_039487344.1|DSAN
OG0005893	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL	LOC120448767|XP_039486886.1|DSAN
OG0005894	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL	LOC120448768|XP_039486887.1|DSAN
OG0005895	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL	LOC120448770|XP_039486888.1|DSAN
OG0005896	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL	LOC120448802|XP_039486925.1|DSAN
OG0005898	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL	LOC120455919|XP_039498362.1|DSAN
OG0005899	LOC115260866|XP_029718053.1|AEAL	LOC120448065|XP_039485767.1|DSAN
OG0005900	LOC115260379|XP_029717201.1|AEAL	LOC120443911|XP_039479273.1|DSAN
OG0005901	LOC109406493|XP_029713515.1|AEAL	LOC120444267|XP_039479714.1|DSAN
OG0005902	LOC109418761|XP_019548532.2|AEAL	LOC120446720|XP_039483766.1|DSAN
OG0005903	LOC109406496|XP_019535125.1|AEAL	LOC120453782|XP_039494564.1|DSAN
OG0005904	LOC109418764|XP_019548534.2|AEAL	LOC120451525|XP_039491229.1|DSAN
OG0005905	LOC109418769|XP_029713545.1|AEAL	LOC120449615|XP_039488126.1|DSAN
OG0005906	LOC109418781|XP_029712993.1|AEAL	LOC120447750|XP_039485232.1|DSAN
OG0005907	LOC109403280|XP_029713011.1|AEAL	LOC120449616|XP_039488129.1|DSAN
OG0005908	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL	LOC120447483|XP_039484812.1|DSAN
OG0005909	LOC109418825|XP_019548604.2|AEAL	LOC120449563|XP_039488047.1|DSAN
OG0005910	LOC109405798|XP_019534400.1|AEAL	LOC120445447|XP_039481818.1|DSAN
OG0005911	LOC109418841|XP_019548621.2|AEAL	LOC120445448|XP_039481819.1|DSAN
OG0005912	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL	LOC120445769|XP_039482298.1|DSAN
OG0005913	LOC109420345|XP_019550214.2|AEAL	LOC120453051|XP_039493506.1|DSAN
OG0005914	LOC109401679|XP_019529811.2|AEAL	LOC120446460|XP_039483391.1|DSAN
OG0005915	LOC109401684|XP_019529818.2|AEAL	LOC120446729|XP_039483780.1|DSAN
OG0005916	LOC115257457|XP_029712913.1|AEAL	LOC120445019|XP_039481024.1|DSAN
OG0005917	LOC109420401|XP_019550275.2|AEAL	LOC120446544|XP_039483494.1|DSAN
OG0005918	LOC109420402|XP_019550276.2|AEAL	LOC120456211|XP_039498825.1|DSAN
OG0005919	LOC109402333|XP_019530544.2|AEAL	LOC120448273|XP_039486139.1|DSAN
OG0005920	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL	LOC120444460|XP_039480061.1|DSAN
OG0005921	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL	LOC120450144|XP_039488908.1|DSAN
OG0005922	LOC109399959|XP_019527972.2|AEAL	LOC120457068|XP_039500181.1|DSAN
OG0005923	LOC109403454|XP_019531830.1|AEAL	LOC120449478|XP_039487888.1|DSAN
OG0005924	LOC109433195|XP_019565148.2|AEAL	LOC120449258|XP_039487573.1|DSAN
OG0005925	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL	LOC120449366|XP_039487731.1|DSAN
OG0005926	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL	LOC120456223|XP_039498840.1|DSAN
OG0005927	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL	LOC120451999|XP_039491964.1|DSAN
OG0005928	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL	LOC120455533|XP_039497758.1|DSAN
OG0005929	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL	LOC120449929|XP_039488557.1|DSAN
OG0005930	LOC109424500|XP_019555214.2|AEAL	LOC120446606|XP_039483580.1|DSAN
OG0005931	LOC109422403|XP_029708331.1|AEAL	LOC120443947|XP_039479329.1|DSAN
OG0005932	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL	LOC120446903|XP_039484059.1|DSAN
OG0005933	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL	LOC120448418|XP_039486355.1|DSAN
OG0005934	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL	LOC120447085|XP_039484419.1|DSAN
OG0005935	LOC109424486|XP_029733680.1|AEAL	LOC120450610|XP_039489679.1|DSAN
OG0005936	LOC109424482|XP_019555175.2|AEAL	LOC120458331|XP_039501882.1|DSAN
OG0005937	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL	LOC120448732|XP_039486841.1|DSAN
OG0005938	LOC109422214|XP_029716832.1|AEAL	LOC120445852|XP_039482425.1|DSAN
OG0005939	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL	LOC120457312|XP_039500744.1|DSAN
OG0005940	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL	LOC120444265|XP_039479710.1|DSAN
OG0005941	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL	LOC120446844|XP_039483971.1|DSAN
OG0005943	LOC109424411|XP_029708133.1|AEAL	LOC120443983|XP_039479391.1|DSAN
OG0005944	LOC109422314|XP_019552547.2|AEAL	LOC120456611|XP_039499464.1|DSAN
OG0005945	LOC109424416|XP_019555062.2|AEAL	LOC120446220|XP_039483013.1|DSAN
OG0005946	LOC109422334|XP_029708140.1|AEAL	LOC120445634|XP_039482095.1|DSAN
OG0005947	LOC109422212|XP_029708141.1|AEAL	LOC120444872|XP_039480782.1|DSAN
OG0005948	LOC109415954|XP_019545468.2|AEAL	LOC120449897|XP_039488514.1|DSAN
OG0005949	LOC109418710|XP_019548495.1|AEAL	LOC120449410|XP_039487800.1|DSAN
OG0005950	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL	LOC120458427|XP_039502000.1|DSAN
OG0005952	LOC109418673|XP_029719583.1|AEAL	LOC120458426|XP_039501998.1|DSAN
OG0005953	LOC109418671|XP_019548430.2|AEAL	LOC120457756|XP_039501189.1|DSAN
OG0005954	LOC109414787|XP_029719582.1|AEAL	LOC120457820|XP_039501254.1|DSAN
OG0005955	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL	LOC120450779|XP_039489871.1|DSAN
OG0005956	LOC109413135|XP_029713064.1|AEAL	LOC120444522|XP_039480199.1|DSAN
OG0005957	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL	LOC120453136|XP_039493621.1|DSAN
OG0005958	LOC109413133|XP_019542400.2|AEAL	LOC120453538|XP_039494223.1|DSAN
OG0005959	LOC109418555|XP_019548308.1|AEAL	LOC120451267|XP_039490737.1|DSAN
OG0005960	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL	LOC120457100|XP_039500223.1|DSAN
OG0005961	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL	LOC120445765|XP_039482295.1|DSAN
OG0005962	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL	LOC120444860|XP_039480756.1|DSAN
OG0005963	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL	LOC120458496|XP_039502097.1|DSAN
OG0005964	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL	LOC120445963|XP_039482600.1|DSAN
OG0005965	LOC109418501|XP_019548247.2|AEAL	LOC120458399|XP_039501958.1|DSAN
OG0005966	LOC109413065|XP_029713281.1|AEAL	LOC120445136|XP_039481221.1|DSAN
OG0005967	LOC109431049|XP_019562730.1|AEAL	LOC120447212|XP_039484659.1|DSAN
OG0005968	LOC109431047|XP_019562725.2|AEAL	LOC120445647|XP_039482122.1|DSAN
OG0005969	LOC109431036|XP_029721497.1|AEAL	LOC120446371|XP_039483235.1|DSAN
OG0005970	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL	LOC120448715|XP_039486818.1|DSAN
OG0005971	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL	LOC120446276|XP_039483093.1|DSAN
OG0005972	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL	LOC120448126|XP_039485874.1|DSAN
OG0005973	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL	LOC120448786|XP_039486909.1|DSAN
OG0005974	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL	LOC120447677|XP_039485136.1|DSAN
OG0005975	LOC109413565|XP_019542796.2|AEAL	LOC120448129|XP_039485881.1|DSAN
OG0005977	LOC109413570|XP_019542801.1|AEAL	LOC120444419|XP_039479981.1|DSAN
OG0005978	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL	LOC120446916|XP_039484089.1|DSAN
OG0005979	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL	LOC120446995|XP_039484229.1|DSAN
OG0005980	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL	LOC120450863|XP_039490018.1|DSAN
OG0005981	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL	LOC120456797|XP_039499755.1|DSAN
OG0005982	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL	LOC120448060|XP_039485754.1|DSAN
OG0005983	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL	LOC120457215|XP_039500517.1|DSAN
OG0005984	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL	LOC120455527|XP_039497750.1|DSAN
OG0005985	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL	LOC120457027|XP_039500123.1|DSAN
OG0005986	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL	LOC120455023|XP_039496787.1|DSAN
OG0005987	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL	LOC120455213|XP_039497107.1|DSAN
OG0005988	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL	LOC120447052|XP_039484366.1|DSAN
OG0005989	LOC109401152|XP_019931319.1|AEAL	LOC120444305|XP_039479768.1|DSAN
OG0005990	LOC109401151|XP_019529172.2|AEAL	LOC120446999|XP_039484238.1|DSAN
OG0005991	LOC109401160|XP_019529179.1|AEAL	LOC120443896|XP_039479257.1|DSAN
OG0005992	LOC109401156|XP_019529174.2|AEAL	LOC120447706|XP_039485168.1|DSAN
OG0005993	LOC109401157|XP_029712135.1|AEAL	LOC120447707|XP_039485170.1|DSAN
OG0005994	LOC109401167|XP_019529192.1|AEAL	LOC120450448|XP_039489399.1|DSAN
OG0005995	LOC109623256|XP_029712134.1|AEAL	LOC120449569|XP_039488055.1|DSAN
