Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0006337	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL	LOC120774444|XP_039960019.1|BTRY
OG0006338	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL	LOC120777508|XP_039964802.1|BTRY
OG0006339	LOC109402218|XP_019530398.2|AEAL	LOC120774989|XP_039960831.1|BTRY
OG0006340	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL	LOC120774396|XP_039959948.1|BTRY
OG0006341	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL	LOC120774199|XP_039959574.1|BTRY
OG0006342	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL	LOC120773900|XP_039959009.1|BTRY
OG0006343	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL	LOC120775209|XP_039961207.1|BTRY
OG0006344	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL	LOC120775644|XP_039961833.1|BTRY
OG0006345	LOC109402210|XP_029729982.1|AEAL	LOC120782587|XP_039970873.1|BTRY
OG0006346	LOC109413004|XP_019542222.1|AEAL	LOC120774392|XP_039959946.1|BTRY
OG0006347	LOC109402216|XP_029729985.1|AEAL	LOC120781355|XP_039969493.1|BTRY
OG0006348	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL	LOC120776067|XP_039962465.1|BTRY
OG0006350	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL	LOC120782723|XP_039971081.1|BTRY
OG0006351	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL	LOC120774338|XP_039959832.1|BTRY
OG0006352	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL	LOC120774300|XP_039959756.1|BTRY
OG0006353	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL	LOC120775306|XP_039961373.1|BTRY
OG0006354	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL	LOC120767667|XP_039949777.1|BTRY
OG0006355	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL	LOC120775046|XP_039960955.1|BTRY
OG0006356	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL	LOC120773346|XP_039958100.1|BTRY
OG0006357	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL	LOC120773588|XP_039958513.1|BTRY
OG0006358	LOC109423007|XP_029730271.1|AEAL	LOC120778594|XP_039966399.1|BTRY
OG0006359	LOC109415627|XP_019545073.2|AEAL	LOC120782410|XP_039970592.1|BTRY
OG0006360	LOC109423010|XP_019553469.1|AEAL	LOC120773843|XP_039958907.1|BTRY, LOC120774549|XP_039960213.1|BTRY
OG0006361	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL	LOC120775273|XP_039961304.1|BTRY
OG0006362	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL	LOC120774542|XP_039960203.1|BTRY
OG0006363	LOC109413806|XP_019543088.2|AEAL	LOC120776010|XP_039962387.1|BTRY
OG0006364	LOC109413800|XP_019543074.2|AEAL	LOC120775609|XP_039961783.1|BTRY
OG0006365	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL	LOC120775598|XP_039961771.1|BTRY
OG0006366	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL	LOC120776002|XP_039962368.1|BTRY
OG0006367	LOC109421880|XP_029717614.1|AEAL	LOC120774819|XP_039960559.1|BTRY
OG0006368	LOC109421885|XP_019552006.2|AEAL	LOC120773881|XP_039958988.1|BTRY
OG0006369	LOC109425098|XP_029717622.1|AEAL	LOC120766272|XP_039947606.1|BTRY
OG0006370	LOC115260678|XP_029717691.1|AEAL, LOC109424929|XP_019555667.2|AEAL, LOC109418727|XP_029717650.1|AEAL	LOC120774105|XP_039959396.1|BTRY
OG0006371	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL	LOC120780345|XP_039968574.1|BTRY
OG0006372	LOC115260662|XP_029717666.1|AEAL, LOC109424725|XP_029717716.1|AEAL	LOC120781805|XP_039969962.1|BTRY
OG0006373	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL	LOC120775565|XP_039961725.1|BTRY
OG0006374	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL	LOC120774723|XP_039960408.1|BTRY
OG0006375	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL	LOC120773511|XP_039958396.1|BTRY
OG0006376	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL	LOC120773394|XP_039958178.1|BTRY
OG0006377	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL	LOC120775263|XP_039961282.1|BTRY
OG0006378	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL	LOC120766941|XP_039948625.1|BTRY
OG0006379	LOC109427741|XP_019558880.2|AEAL	LOC120775300|XP_039961354.1|BTRY
OG0006380	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL	LOC120773896|XP_039959006.1|BTRY
OG0006381	LOC109427706|XP_019558835.2|AEAL	LOC120775912|XP_039962238.1|BTRY
OG0006382	LOC109431380|XP_019563137.2|AEAL	LOC120774007|XP_039959221.1|BTRY
OG0006383	LOC109427696|XP_029728054.1|AEAL	LOC120773774|XP_039958791.1|BTRY
OG0006384	LOC109431390|XP_019563153.1|AEAL	LOC120775779|XP_039962049.1|BTRY
OG0006385	LOC109431485|XP_029717846.1|AEAL, LOC109427687|XP_029717928.1|AEAL	LOC120782295|XP_039970434.1|BTRY
OG0006386	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL	LOC120782413|XP_039970596.1|BTRY
OG0006387	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL	LOC120766636|XP_039948188.1|BTRY
OG0006388	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL	LOC120776205|XP_039962774.1|BTRY
OG0006389	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL	LOC120776206|XP_039962775.1|BTRY
OG0006390	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL	LOC120769285|XP_039952143.1|BTRY
OG0006391	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL	LOC120766746|XP_039948350.1|BTRY
OG0006392	LOC109431452|XP_029717897.1|AEAL	LOC120780420|XP_039968634.1|BTRY
OG0006393	LOC109415588|XP_029717898.1|AEAL	LOC120775953|XP_039962298.1|BTRY
OG0006394	LOC109412192|XP_029717908.1|AEAL	LOC120768287|XP_039950850.1|BTRY
OG0006395	LOC109417115|XP_029728647.1|AEAL	LOC120782730|XP_039971093.1|BTRY
OG0006396	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL	LOC120774152|XP_039959494.1|BTRY
OG0006397	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL	LOC120773993|XP_039959193.1|BTRY
OG0006398	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL	LOC120773743|XP_039958738.1|BTRY
OG0006399	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL	LOC120774477|XP_039960069.1|BTRY
OG0006400	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL	LOC120774476|XP_039960067.1|BTRY
OG0006401	LOC109431004|XP_029707526.1|AEAL	LOC120778262|XP_039965973.1|BTRY
OG0006402	LOC109412126|XP_019541313.2|AEAL	LOC120782178|XP_039970252.1|BTRY
OG0006403	LOC109412130|XP_019541318.1|AEAL	LOC120782489|XP_039970725.1|BTRY
OG0006404	LOC109431109|XP_019562826.2|AEAL	LOC120771718|XP_039955809.1|BTRY
OG0006405	LOC109431193|XP_019562955.2|AEAL	LOC120782781|XP_039971183.1|BTRY
OG0006406	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL	LOC120772931|XP_039957769.1|BTRY
OG0006407	LOC109431436|XP_019563188.2|AEAL	LOC120775102|XP_039961049.1|BTRY
OG0006408	LOC109431578|XP_019563362.2|AEAL	LOC120775847|XP_039962151.1|BTRY
OG0006409	LOC109431473|XP_019563230.2|AEAL	LOC120776073|XP_039962477.1|BTRY
OG0006410	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL	LOC120775612|XP_039961788.1|BTRY
OG0006411	LOC109406377|XP_029714194.1|AEAL	LOC120773897|XP_039959007.1|BTRY
OG0006414	LOC109427619|XP_019558740.2|AEAL	LOC120777682|XP_039965089.1|BTRY
OG0006415	LOC109421800|XP_029708068.1|AEAL	LOC120773730|XP_039958720.1|BTRY
OG0006416	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL	LOC120775401|XP_039961496.1|BTRY
OG0006417	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL	LOC120774353|XP_039959872.1|BTRY
OG0006418	LOC109405519|XP_019534162.2|AEAL	LOC120774434|XP_039960008.1|BTRY
OG0006420	LOC109622735|XP_019932731.2|AEAL	LOC120770012|XP_039953042.1|BTRY
OG0006421	LOC109622736|XP_019932735.2|AEAL	LOC120768011|XP_039950372.1|BTRY
OG0006422	LOC109419596|XP_029712359.1|AEAL	LOC120779335|XP_039967469.1|BTRY
OG0006423	LOC109419547|XP_019549314.2|AEAL	LOC120782524|XP_039970767.1|BTRY
OG0006424	LOC109419516|XP_029712318.1|AEAL	LOC120772249|XP_039956688.1|BTRY
OG0006425	LOC109423116|XP_029712310.1|AEAL	LOC120781629|XP_039969797.1|BTRY
OG0006426	LOC109423115|XP_019553562.2|AEAL	LOC120781623|XP_039969791.1|BTRY
OG0006427	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL	LOC120782374|XP_039970548.1|BTRY
OG0006428	LOC109423133|XP_019553596.2|AEAL	LOC120782647|XP_039970953.1|BTRY
OG0006429	LOC109423140|XP_019553612.2|AEAL	LOC120782874|XP_039971350.1|BTRY
OG0006430	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL	LOC120776465|XP_039963066.1|BTRY
OG0006431	LOC109423166|XP_029722764.1|AEAL	LOC120777560|XP_039964890.1|BTRY
OG0006432	LOC109397236|XP_029722770.1|AEAL	LOC120772266|XP_039956706.1|BTRY
OG0006433	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL	LOC120782560|XP_039970827.1|BTRY
OG0006434	LOC109432189|XP_019564058.2|AEAL	LOC120768654|XP_039951361.1|BTRY
OG0006435	LOC109432128|XP_029723032.1|AEAL	LOC120776808|XP_039963746.1|BTRY
OG0006436	LOC109432168|XP_019564032.2|AEAL	LOC120775924|XP_039962263.1|BTRY
OG0006437	LOC109432137|XP_019563979.1|AEAL	LOC120774288|XP_039959715.1|BTRY
OG0006438	LOC109432141|XP_019563991.1|AEAL	LOC120767350|XP_039949249.1|BTRY
OG0006439	LOC109423485|XP_019554001.1|AEAL	LOC120779268|XP_039967451.1|BTRY
OG0006440	LOC109432167|XP_029722804.1|AEAL	LOC120778611|XP_039966426.1|BTRY
OG0006441	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL	LOC120782282|XP_039970418.1|BTRY
OG0006442	LOC115263731|XP_029722865.1|AEAL	LOC120782285|XP_039970422.1|BTRY
OG0006443	LOC109430284|XP_019561882.2|AEAL	LOC120770920|XP_039954591.1|BTRY
OG0006444	LOC109430279|XP_019561873.1|AEAL	LOC120775843|XP_039962149.1|BTRY
OG0006445	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL	LOC120780402|XP_039968621.1|BTRY
OG0006446	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL	LOC120780640|XP_039968836.1|BTRY
OG0006447	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL	LOC120780291|XP_039968491.1|BTRY
OG0006448	LOC109430294|XP_019561891.2|AEAL	LOC120782403|XP_039970583.1|BTRY
OG0006449	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL	LOC120766498|XP_039947984.1|BTRY
OG0006450	LOC109430323|XP_029722925.1|AEAL	LOC120769226|XP_039952057.1|BTRY
OG0006451	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL	LOC120774069|XP_039959310.1|BTRY
OG0006453	LOC109621633|XP_029707605.1|AEAL	LOC120778135|XP_039965793.1|BTRY
OG0006454	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL	LOC120775201|XP_039961198.1|BTRY
OG0006455	LOC109430375|XP_029722973.1|AEAL	LOC120766575|XP_039948102.1|BTRY
OG0006456	LOC109413270|XP_019542541.1|AEAL	LOC120766337|XP_039947696.1|BTRY
OG0006457	LOC109410083|XP_019539162.2|AEAL	LOC120782684|XP_039971009.1|BTRY
OG0006458	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL	LOC120768023|XP_039950428.1|BTRY
OG0006459	LOC109410069|XP_019539144.2|AEAL	LOC120772711|XP_039957398.1|BTRY
OG0006460	LOC109432132|XP_019563967.1|AEAL	LOC120772276|XP_039956719.1|BTRY
OG0006461	LOC109430158|XP_019561743.2|AEAL	LOC120771874|XP_039956065.1|BTRY
OG0006462	LOC109430140|XP_019561722.2|AEAL	LOC120766256|XP_039947576.1|BTRY
OG0006463	LOC109430557|XP_029713778.1|AEAL	LOC120766566|XP_039948090.1|BTRY
OG0006464	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL	LOC120777995|XP_039965578.1|BTRY
OG0006465	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL	LOC120773523|XP_039958414.1|BTRY
OG0006466	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL	LOC120774112|XP_039959406.1|BTRY
OG0006467	LOC109430734|XP_019562357.2|AEAL	LOC120782652|XP_039970959.1|BTRY
OG0006468	LOC109399928|XP_019527923.2|AEAL	LOC120776859|XP_039963841.1|BTRY
OG0006469	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL	LOC120775020|XP_039960906.1|BTRY
OG0006470	LOC109399960|XP_029729776.1|AEAL	LOC120776845|XP_039963804.1|BTRY
OG0006471	LOC109399942|XP_019527940.2|AEAL	LOC120769262|XP_039952104.1|BTRY
OG0006472	LOC109399938|XP_019527937.2|AEAL	LOC120769255|XP_039952093.1|BTRY
OG0006473	LOC109425390|XP_029729765.1|AEAL	LOC120776781|XP_039963696.1|BTRY
OG0006474	LOC109425389|XP_019556187.1|AEAL	LOC120771478|XP_039955450.1|BTRY
OG0006475	LOC109399958|XP_019527971.1|AEAL	LOC120771597|XP_039955607.1|BTRY
OG0006476	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL	LOC120775621|XP_039961802.1|BTRY
OG0006477	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL	LOC120775585|XP_039961755.1|BTRY
OG0006478	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL	LOC120768348|XP_039950939.1|BTRY
OG0006479	LOC115259508|XP_029715993.1|AEAL	LOC120766197|XP_039947491.1|BTRY
OG0006480	LOC109415605|XP_019545043.2|AEAL	LOC120772893|XP_039957699.1|BTRY
OG0006481	LOC109425515|XP_019556310.1|AEAL	LOC120775427|XP_039961545.1|BTRY
OG0006482	LOC109408301|XP_019537115.2|AEAL	LOC120774335|XP_039959831.1|BTRY
OG0006483	LOC109408294|XP_029716261.1|AEAL	LOC120766654|XP_039948220.1|BTRY
OG0006484	LOC109408292|XP_029715979.1|AEAL	LOC120766655|XP_039948221.1|BTRY
OG0006485	LOC109400498|XP_019528559.2|AEAL	LOC120780709|XP_039968905.1|BTRY
OG0006486	LOC109622760|XP_029716468.1|AEAL	LOC120782267|XP_039970375.1|BTRY
OG0006487	LOC109400411|XP_019528470.2|AEAL	LOC120780371|XP_039968598.1|BTRY
OG0006488	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL	LOC120775271|XP_039961300.1|BTRY
OG0006489	LOC109412721|XP_019541888.1|AEAL	LOC120767054|XP_039948844.1|BTRY
OG0006490	LOC109425248|XP_029716356.1|AEAL	LOC120774165|XP_039959523.1|BTRY
OG0006491	LOC109425249|XP_029715845.1|AEAL	LOC120768643|XP_039951347.1|BTRY
OG0006492	LOC109412274|XP_029716231.1|AEAL	LOC120782535|XP_039970799.1|BTRY
OG0006493	LOC109425310|XP_029716520.1|AEAL	LOC120774373|XP_039959902.1|BTRY
OG0006494	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL	LOC120773341|XP_039958089.1|BTRY
OG0006495	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL	LOC120773734|XP_039958724.1|BTRY
OG0006496	LOC109425317|XP_029716521.1|AEAL	LOC120776688|XP_039963506.1|BTRY
OG0006497	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL	LOC120775990|XP_039962357.1|BTRY
OG0006498	LOC109419802|XP_019549638.2|AEAL	LOC120778947|XP_039966947.1|BTRY
OG0006499	LOC109425336|XP_029716308.1|AEAL	LOC120774568|XP_039960239.1|BTRY
OG0006500	LOC109425339|XP_019556132.2|AEAL	LOC120766568|XP_039948128.1|BTRY
OG0006501	LOC109425340|XP_019556133.2|AEAL	LOC120769116|XP_039951914.1|BTRY
OG0006502	LOC109415419|XP_029729682.1|AEAL	LOC120778204|XP_039965893.1|BTRY
OG0006503	LOC109425346|XP_019556143.1|AEAL	LOC120782172|XP_039970242.1|BTRY
OG0006504	LOC109425348|XP_019556144.2|AEAL	LOC120775355|XP_039961451.1|BTRY
OG0006505	LOC115254010|XP_029714362.1|AEAL	LOC120766576|XP_039948103.1|BTRY
OG0006506	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL	LOC120766734|XP_039948320.1|BTRY
OG0006507	LOC109429338|XP_029716044.1|AEAL	LOC120782687|XP_039971011.1|BTRY
OG0006508	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL	LOC120766626|XP_039948174.1|BTRY
OG0006509	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL	LOC120773614|XP_039958548.1|BTRY
OG0006510	LOC109397066|XP_029715963.1|AEAL	LOC120767077|XP_039948874.1|BTRY
OG0006511	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL	LOC120766856|XP_039948521.1|BTRY
OG0006512	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL	LOC120782305|XP_039970449.1|BTRY
OG0006513	LOC109429301|XP_029716438.1|AEAL	LOC120766536|XP_039948041.1|BTRY
OG0006514	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL	LOC120781482|XP_039969639.1|BTRY
OG0006515	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL	LOC120774262|XP_039959668.1|BTRY
OG0006518	LOC109398458|XP_029719455.1|AEAL	LOC120769448|XP_039952375.1|BTRY
OG0006520	LOC109398460|XP_019526378.1|AEAL	LOC120776143|XP_039962621.1|BTRY
OG0006521	LOC109424332|XP_019554977.2|AEAL	LOC120782656|XP_039970963.1|BTRY
OG0006522	LOC109424331|XP_019554976.2|AEAL	LOC120766673|XP_039948250.1|BTRY
OG0006523	LOC109424334|XP_019554979.1|AEAL	LOC120779506|XP_039967750.1|BTRY
OG0006524	LOC109414933|XP_019544328.2|AEAL	LOC120767939|XP_039950240.1|BTRY
OG0006525	LOC109414931|XP_029716185.1|AEAL	LOC120774860|XP_039960622.1|BTRY
OG0006526	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL	LOC120782762|XP_039971158.1|BTRY
OG0006527	LOC115267344|XP_029730126.1|AEAL	LOC120766617|XP_039948162.1|BTRY
OG0006528	LOC109411175|XP_019540195.1|AEAL	LOC120768151|XP_039951039.1|BTRY
OG0006529	LOC109411176|XP_019540196.2|AEAL	LOC120767071|XP_039948863.1|BTRY
OG0006530	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL	LOC120766558|XP_039948082.1|BTRY
OG0006531	LOC109417098|XP_019546769.1|AEAL	LOC120766953|XP_039948672.1|BTRY
OG0006533	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL	LOC120772660|XP_039957326.1|BTRY
OG0006534	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL	LOC120771285|XP_039955150.1|BTRY
OG0006535	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL	LOC120771533|XP_039955526.1|BTRY
OG0006536	LOC109416364|XP_029730172.1|AEAL	LOC120767095|XP_039948910.1|BTRY
OG0006537	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL	LOC120766718|XP_039948299.1|BTRY
OG0006538	LOC109406630|XP_029723423.1|AEAL	LOC120776053|XP_039962448.1|BTRY
OG0006539	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL	LOC120782160|XP_039970226.1|BTRY
OG0006540	LOC109423597|XP_019554121.2|AEAL	LOC120778935|XP_039966920.1|BTRY
OG0006541	LOC109423534|XP_019554063.2|AEAL	LOC120767192|XP_039948930.1|BTRY
OG0006542	LOC109402401|XP_019530611.2|AEAL	LOC120776364|XP_039962876.1|BTRY
OG0006543	LOC109423542|XP_019554071.2|AEAL	LOC120782474|XP_039970702.1|BTRY
OG0006544	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL	LOC120782317|XP_039970468.1|BTRY
OG0006545	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL	LOC120774967|XP_039960790.1|BTRY
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC120771359|XP_039955253.1|BTRY
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC120766470|XP_039947947.1|BTRY
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC120778349|XP_039966075.1|BTRY
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC120782426|XP_039970611.1|BTRY
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC120781326|XP_039969461.1|BTRY
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC120775985|XP_039962350.1|BTRY
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC120775312|XP_039961381.1|BTRY
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC120766711|XP_039948291.1|BTRY
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC120766851|XP_039948505.1|BTRY
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC120779484|XP_039967705.1|BTRY
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC120778642|XP_039966482.1|BTRY
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC120773749|XP_039958747.1|BTRY
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC120766451|XP_039947901.1|BTRY
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC120766798|XP_039948433.1|BTRY
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC120767036|XP_039948815.1|BTRY
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC120775332|XP_039961411.1|BTRY
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC120782666|XP_039970979.1|BTRY
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC120779690|XP_039967985.1|BTRY
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC120766219|XP_039947527.1|BTRY
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC120782443|XP_039970664.1|BTRY
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC120779469|XP_039967674.1|BTRY
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC120771829|XP_039955999.1|BTRY
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC120771822|XP_039955985.1|BTRY
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC120776765|XP_039963662.1|BTRY
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC120782506|XP_039970748.1|BTRY
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC120779980|XP_039968211.1|BTRY
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC120780596|XP_039968788.1|BTRY
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC120766336|XP_039947695.1|BTRY
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC120772226|XP_039956655.1|BTRY
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC120776144|XP_039962618.1|BTRY
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC120771128|XP_039954922.1|BTRY
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC120780700|XP_039968898.1|BTRY
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC120771146|XP_039954950.1|BTRY
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC120771078|XP_039954832.1|BTRY
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC120779410|XP_039967544.1|BTRY
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC120782505|XP_039970747.1|BTRY
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC120766459|XP_039947921.1|BTRY
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC120773421|XP_039958623.1|BTRY
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC120769458|XP_039952402.1|BTRY
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC120775131|XP_039961093.1|BTRY
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC120771299|XP_039955206.1|BTRY
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC120771122|XP_039954909.1|BTRY
