Orthogroup	AEAL.longest_only	DHYD.longest_only
OG0006102	LOC109431570|XP_029731514.1|AEAL	LOC111600069|XP_023171767.1|DHYD
OG0006103	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL	LOC111605390|XP_023179657.2|DHYD
OG0006104	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL	LOC111602861|XP_023175944.2|DHYD
OG0006105	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL	LOC111602857|XP_023175941.2|DHYD
OG0006106	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL	LOC111600981|XP_023173138.2|DHYD
OG0006107	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL	LOC111597070|XP_023167366.2|DHYD
OG0006108	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL	LOC111601920|XP_023174536.1|DHYD
OG0006109	LOC109403370|XP_019531732.1|AEAL	LOC111592860|XP_023161073.1|DHYD
OG0006110	LOC109410749|XP_029731587.1|AEAL	LOC111592337|XP_023160232.1|DHYD
OG0006111	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL	LOC111592863|XP_023161080.2|DHYD
OG0006112	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL	LOC111600041|XP_023171733.1|DHYD
OG0006113	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL	LOC111594872|XP_023164118.1|DHYD
OG0006114	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL	LOC111594449|XP_023163509.1|DHYD
OG0006115	LOC109410630|XP_029731613.1|AEAL	LOC111598014|XP_023168781.2|DHYD
OG0006116	LOC109433505|XP_029731616.1|AEAL	LOC111595405|XP_023164886.2|DHYD
OG0006117	LOC109433481|XP_019565447.2|AEAL	LOC111597970|XP_023168711.2|DHYD
OG0006118	LOC109433516|XP_029731638.1|AEAL	LOC111592212|XP_023160051.1|DHYD
OG0006119	LOC109410652|XP_019539731.1|AEAL	LOC111595510|XP_023165053.1|DHYD
OG0006120	LOC109410665|XP_019539748.2|AEAL	LOC111593392|XP_023161884.2|DHYD
OG0006121	LOC109407648|XP_019536346.1|AEAL	LOC111592333|XP_023160227.1|DHYD
OG0006122	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL	LOC111599713|XP_023171214.2|DHYD
OG0006123	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL	LOC111594320|XP_023163332.2|DHYD
OG0006124	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL	LOC111597012|XP_023167288.1|DHYD
OG0006125	LOC109621450|XP_019931031.2|AEAL	LOC111597292|XP_023167675.2|DHYD
OG0006126	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL	LOC111601019|XP_023173190.2|DHYD
OG0006127	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL	LOC111595089|XP_023164417.2|DHYD
OG0006128	LOC109425900|XP_019556821.1|AEAL	LOC111595111|XP_023164446.2|DHYD
OG0006129	LOC109426026|XP_019557003.2|AEAL	LOC111595117|XP_023164453.1|DHYD
OG0006130	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL	LOC111594379|XP_023163411.2|DHYD
OG0006131	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL	LOC111595099|XP_023164433.1|DHYD
OG0006132	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL	LOC111595121|XP_023164459.2|DHYD
OG0006133	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL	LOC111594369|XP_023163402.2|DHYD
OG0006134	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL	LOC111604284|XP_023178067.2|DHYD
OG0006135	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL	LOC111594378|XP_023163410.2|DHYD
OG0006136	LOC109425968|XP_019556925.1|AEAL	LOC111597299|XP_023167690.1|DHYD
OG0006137	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL	LOC111604317|XP_023178138.1|DHYD
OG0006138	LOC109425885|XP_019556809.2|AEAL	LOC111594160|XP_023163112.1|DHYD
OG0006139	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL	LOC111597935|XP_023168657.1|DHYD
OG0006140	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL	LOC111599666|XP_023171138.1|DHYD
OG0006142	LOC109425818|XP_019556706.1|AEAL	LOC111592290|XP_023160161.2|DHYD
OG0006143	LOC109425815|XP_019556703.2|AEAL	LOC111597307|XP_023167699.1|DHYD
OG0006144	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL	LOC111604450|XP_023178287.2|DHYD
OG0006145	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL	LOC111604422|XP_023178246.1|DHYD
OG0006146	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL	LOC111598984|XP_023170253.1|DHYD
OG0006147	LOC109425784|XP_029720450.1|AEAL	LOC111595698|XP_023165311.1|DHYD
OG0006148	LOC109425780|XP_019556649.1|AEAL	LOC111592344|XP_023160241.1|DHYD
OG0006149	LOC109425778|XP_019556645.2|AEAL	LOC111597312|XP_023167706.1|DHYD
OG0006150	LOC109407516|XP_019536118.2|AEAL	LOC111597310|XP_023167704.1|DHYD
OG0006151	LOC109425771|XP_019556638.2|AEAL	LOC111603865|XP_023177441.2|DHYD
OG0006152	LOC109430291|XP_029722909.1|AEAL	LOC115483697|XP_030081613.1|DHYD, LOC111600821|XP_023172889.2|DHYD
OG0006153	LOC109408451|XP_029735124.1|AEAL	LOC111592134|XP_023159942.1|DHYD
OG0006155	LOC109427245|XP_019558308.2|AEAL	LOC111595700|XP_023165312.1|DHYD
OG0006156	LOC109398936|XP_029718519.1|AEAL	LOC111598596|XP_023169679.2|DHYD
OG0006157	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL	LOC111600108|XP_023171838.2|DHYD
OG0006158	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL	LOC111601716|XP_023174203.2|DHYD
OG0006159	LOC109407649|XP_019536347.2|AEAL	LOC111597984|XP_023168729.2|DHYD
OG0006160	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL	LOC111600061|XP_023171759.1|DHYD
OG0006161	LOC109426613|XP_029725528.1|AEAL	LOC111593945|XP_023162802.2|DHYD
OG0006181	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL	LOC111601789|XP_023174326.2|DHYD
OG0006182	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL	LOC111595894|XP_023165602.2|DHYD
OG0006183	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL	LOC111602750|XP_023175770.2|DHYD
OG0006184	LOC109405397|XP_019534002.2|AEAL	LOC111598216|XP_023169140.2|DHYD
OG0006185	LOC109431068|XP_019562751.2|AEAL	LOC111602667|XP_023175619.1|DHYD
OG0006186	LOC109431069|XP_019562752.2|AEAL	LOC111599434|XP_023170856.1|DHYD
OG0006187	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL	LOC111603268|XP_023176547.1|DHYD
OG0006188	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL	LOC111598878|XP_023170105.1|DHYD
OG0006189	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL	LOC111598879|XP_023170113.2|DHYD
OG0006190	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL	LOC111594493|XP_023163571.2|DHYD
OG0006191	LOC109397820|XP_029715577.1|AEAL	LOC111599615|XP_023171074.2|DHYD
OG0006192	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL	LOC111597316|XP_023167713.1|DHYD
OG0006193	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL	LOC111592367|XP_023160301.1|DHYD
OG0006194	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL	LOC111598820|XP_023170017.1|DHYD
OG0006195	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL	LOC111598129|XP_023168958.2|DHYD
OG0006196	LOC109413202|XP_019542453.2|AEAL	LOC111600841|XP_023172914.1|DHYD
OG0006197	LOC109424927|XP_019555652.2|AEAL	LOC111597986|XP_023168736.1|DHYD
OG0006198	LOC109424932|XP_029710833.1|AEAL	LOC111602868|XP_030079879.1|DHYD
OG0006199	LOC109413211|XP_019542478.2|AEAL	LOC111596177|XP_023166048.1|DHYD
OG0006200	LOC109431146|XP_019562886.2|AEAL	LOC115482815|XP_030078839.1|DHYD, LOC111601460|XP_023173808.2|DHYD
OG0006201	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL	LOC111593025|XP_023161337.2|DHYD
OG0006202	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL	LOC111593045|XP_023161383.2|DHYD
OG0006203	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL	LOC111603088|XP_023176314.2|DHYD
OG0006204	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL	LOC111595683|XP_023165291.2|DHYD
OG0006205	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL	LOC111594512|XP_023163600.1|DHYD
OG0006206	LOC109431166|XP_029711688.1|AEAL	LOC111594658|XP_023163827.2|DHYD
OG0006207	LOC109431185|XP_019562944.2|AEAL	LOC111599199|XP_023170558.2|DHYD
OG0006208	LOC109431184|XP_029710723.1|AEAL	LOC111602163|XP_023174892.2|DHYD
OG0006209	LOC109412265|XP_029711492.1|AEAL	LOC111598419|XP_023169431.2|DHYD
OG0006210	LOC109424776|XP_029711088.1|AEAL	LOC111603125|XP_023176366.2|DHYD
OG0006211	LOC109424772|XP_019555497.1|AEAL	LOC111601966|XP_023174608.1|DHYD
OG0006212	LOC109417225|XP_029711755.1|AEAL	LOC111601963|XP_023174605.2|DHYD
OG0006213	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL	LOC111595860|XP_023165547.2|DHYD
OG0006214	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL	LOC111595361|XP_023164814.1|DHYD
OG0006215	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL	LOC111594272|XP_030078885.1|DHYD
OG0006216	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL	LOC111596172|XP_023166036.1|DHYD
OG0006217	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL	LOC111596579|XP_023166621.2|DHYD
OG0006218	LOC109433598|XP_019565582.2|AEAL	LOC111594736|XP_023163940.2|DHYD
OG0006219	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL	LOC111595053|XP_023164747.1|DHYD
OG0006220	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL	LOC111597239|XP_023167601.2|DHYD
OG0006221	LOC109428348|XP_019559612.2|AEAL	LOC111598588|XP_023169669.2|DHYD
OG0006222	LOC109415239|XP_019544671.2|AEAL	LOC111598590|XP_023169674.2|DHYD
OG0006223	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL	LOC111593040|XP_023161375.2|DHYD
OG0006224	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL	LOC111596589|XP_023166636.1|DHYD
OG0006225	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL	LOC111597250|XP_023167621.2|DHYD
OG0006226	LOC109428390|XP_019559657.1|AEAL	LOC111597109|XP_023167421.1|DHYD
OG0006227	LOC109415199|XP_019544627.2|AEAL	LOC111598652|XP_023169762.2|DHYD
OG0006228	LOC109415195|XP_019544624.2|AEAL	LOC111600128|XP_023171860.1|DHYD
OG0006229	LOC109428414|XP_019559689.1|AEAL	LOC111598041|XP_023168849.1|DHYD
OG0006230	LOC109428417|XP_019559694.2|AEAL	LOC111596559|XP_030079913.1|DHYD
OG0006231	LOC109428419|XP_029711365.1|AEAL	LOC111603081|XP_023176305.2|DHYD
OG0006232	LOC109428422|XP_019559720.2|AEAL	LOC111598431|XP_030079299.1|DHYD
OG0006233	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL	LOC111598415|XP_023169422.1|DHYD
OG0006234	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL	LOC111593052|XP_023161393.1|DHYD
OG0006235	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL	LOC111594062|XP_023162955.1|DHYD
OG0006236	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL	LOC111598141|XP_023168971.2|DHYD
OG0006237	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL	LOC111594249|XP_023163229.1|DHYD
OG0006238	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL	LOC111594071|XP_023162975.1|DHYD
OG0006239	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL	LOC111598136|XP_023168965.2|DHYD
OG0006240	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL	LOC111597839|XP_023168510.2|DHYD
OG0006241	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL	LOC111593041|XP_023161376.1|DHYD
OG0006242	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL	LOC111597267|XP_023167648.2|DHYD
OG0006243	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL	LOC111602790|XP_023175831.2|DHYD
OG0006244	LOC109428482|XP_019559803.2|AEAL	LOC111595715|XP_023165328.2|DHYD
OG0006245	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL	LOC111599848|XP_030081679.1|DHYD
OG0006246	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL	LOC111601630|XP_023174065.2|DHYD
OG0006247	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL	LOC111599910|XP_023171503.1|DHYD
OG0006248	LOC109416837|XP_019546467.2|AEAL	LOC111600614|XP_023172579.1|DHYD
OG0006249	LOC109413163|XP_029730095.1|AEAL	LOC111599145|XP_023170478.2|DHYD
OG0006250	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL	LOC111601951|XP_023174576.1|DHYD
OG0006251	LOC109402633|XP_019530882.1|AEAL	LOC111603071|XP_023176301.1|DHYD
OG0006252	LOC109402640|XP_019530889.2|AEAL	LOC111603060|XP_023176289.1|DHYD
OG0006253	LOC109402629|XP_029710542.1|AEAL	LOC111601614|XP_030080027.1|DHYD
OG0006254	LOC109397859|XP_029710861.1|AEAL	LOC111592047|XP_023159813.2|DHYD
OG0006255	LOC109397898|XP_019525780.2|AEAL	LOC111595677|XP_023165281.2|DHYD
OG0006256	LOC109397867|XP_029711467.1|AEAL	LOC111593048|XP_023161388.1|DHYD
OG0006257	LOC109397852|XP_019525726.2|AEAL	LOC111593050|XP_023161390.1|DHYD
OG0006258	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL	LOC111598337|XP_023169313.1|DHYD
OG0006259	LOC109406977|XP_019535543.2|AEAL	LOC111599839|XP_023171405.2|DHYD
OG0006260	LOC109397918|XP_019525804.1|AEAL	LOC111598344|XP_023169318.1|DHYD
OG0006261	LOC109397896|XP_019525779.2|AEAL	LOC111602442|XP_023175266.2|DHYD
OG0006262	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL	LOC111596161|XP_023166020.2|DHYD
OG0006263	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL	LOC111593658|XP_023162311.1|DHYD
OG0006264	LOC109416121|XP_019545634.2|AEAL	LOC111605341|XP_023179582.2|DHYD
OG0006265	LOC109397881|XP_019525762.2|AEAL	LOC111600127|XP_023171859.2|DHYD
OG0006266	LOC109416128|XP_019545639.2|AEAL	LOC111596822|XP_030079902.1|DHYD
OG0006267	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL	LOC111597490|XP_023168017.1|DHYD
OG0006268	LOC109411591|XP_029711118.1|AEAL	LOC111595257|XP_023164671.1|DHYD
OG0006269	LOC109398788|XP_019526730.2|AEAL	LOC111597846|XP_023168523.1|DHYD
OG0006270	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL	LOC111603357|XP_030079531.1|DHYD
OG0006271	LOC109427510|XP_019558608.2|AEAL	LOC111601763|XP_023174271.1|DHYD
OG0006272	LOC109427519|XP_019558618.2|AEAL	LOC111598284|XP_023169237.2|DHYD
OG0006273	LOC109427482|XP_019558579.1|AEAL	LOC111601874|XP_023174520.1|DHYD
OG0006274	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL	LOC111601962|XP_023174641.2|DHYD
OG0006275	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL	LOC111605342|XP_023179584.2|DHYD
OG0006276	LOC109406867|XP_019535414.2|AEAL	LOC111601039|XP_023173220.2|DHYD
OG0006277	LOC109401875|XP_019530016.2|AEAL	LOC111593642|XP_023162291.2|DHYD
OG0006278	LOC109401855|XP_019530003.2|AEAL	LOC111596529|XP_023166567.2|DHYD
OG0006280	LOC109401892|XP_029729175.1|AEAL	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD
OG0006281	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL	LOC111597440|XP_023167923.1|DHYD
OG0006282	LOC109401882|XP_019530030.2|AEAL	LOC111594277|XP_023163276.1|DHYD
OG0006283	LOC109401912|XP_019530072.2|AEAL	LOC111602970|XP_023176127.1|DHYD
OG0006284	LOC109401844|XP_019529998.1|AEAL	LOC111600466|XP_023172340.1|DHYD
OG0006285	LOC109414679|XP_019544054.2|AEAL	LOC111605483|XP_023179787.2|DHYD
OG0006286	LOC109401872|XP_019530013.2|AEAL	LOC111592928|XP_023161154.2|DHYD
OG0006287	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL	LOC111602862|XP_023175946.2|DHYD
OG0006288	LOC109401897|XP_019530052.2|AEAL	LOC111601996|XP_023174652.2|DHYD
OG0006289	LOC109404703|XP_019533172.2|AEAL	LOC111596746|XP_023166849.1|DHYD
OG0006290	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL	LOC111603104|XP_023176333.1|DHYD
OG0006291	LOC109410343|XP_019539437.2|AEAL	LOC111605504|XP_023179822.1|DHYD
OG0006292	LOC109422047|XP_029711770.1|AEAL	LOC111592316|XP_023160200.1|DHYD
OG0006293	LOC109422054|XP_019552233.2|AEAL	LOC111603717|XP_023177193.2|DHYD
OG0006294	LOC109422061|XP_029711420.1|AEAL	LOC111592365|XP_023160295.2|DHYD
OG0006295	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL	LOC111598870|XP_023170087.2|DHYD
OG0006296	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL	LOC111592355|XP_030081791.1|DHYD
OG0006297	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL	LOC111593430|XP_030079415.1|DHYD
OG0006298	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL	LOC111596549|XP_023166590.1|DHYD
OG0006299	LOC109422130|XP_019552308.2|AEAL	LOC111603345|XP_030079532.1|DHYD
OG0006300	LOC109422132|XP_019552315.2|AEAL	LOC111605318|XP_023179550.1|DHYD
OG0006301	LOC115261795|XP_029719542.1|AEAL	LOC111593487|XP_023162017.2|DHYD
OG0006304	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL	LOC111596157|XP_023166015.1|DHYD
OG0006305	LOC109422026|XP_019552212.1|AEAL	LOC111596146|XP_023165999.1|DHYD
OG0006306	LOC109422023|XP_029711683.1|AEAL	LOC111598612|XP_030081602.1|DHYD
OG0006307	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL	LOC111601479|XP_023173834.2|DHYD
OG0006308	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL	LOC111598301|XP_023169256.1|DHYD
OG0006309	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL	LOC111605327|XP_023179562.1|DHYD
OG0006310	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL	LOC111598830|XP_023170036.2|DHYD
OG0006311	LOC109421984|XP_019552162.2|AEAL	LOC111591986|XP_023159707.1|DHYD
OG0006312	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL	LOC111591974|XP_023159689.1|DHYD
OG0006313	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL	LOC111598146|XP_030078876.1|DHYD
OG0006314	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL	LOC111595967|XP_023165712.1|DHYD
OG0006315	LOC109427437|XP_029710575.1|AEAL	LOC111597880|XP_023168574.2|DHYD
OG0006316	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL	LOC111599917|XP_023171514.1|DHYD
OG0006317	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL	LOC111593995|XP_023162855.1|DHYD
OG0006318	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL	LOC111595940|XP_023165671.2|DHYD
OG0006319	LOC109402081|XP_019558454.2|AEAL	LOC111600026|XP_023171707.1|DHYD
OG0006320	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL	LOC111596575|XP_023166616.1|DHYD
OG0006321	LOC109416551|XP_019546177.2|AEAL	LOC111603154|XP_023176399.1|DHYD
OG0006322	LOC109405078|XP_029711041.1|AEAL	LOC111594061|XP_023162954.1|DHYD
OG0006323	LOC109405085|XP_019533628.2|AEAL	LOC111596524|XP_030079599.1|DHYD
OG0006324	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL	LOC111596712|XP_023166801.2|DHYD
OG0006325	LOC109398396|XP_029711766.1|AEAL	LOC111600623|XP_023172593.1|DHYD
OG0006326	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL	LOC111595107|XP_023164440.2|DHYD
OG0006327	LOC109398385|XP_029708281.1|AEAL, LOC109409410|XP_019538394.1|AEAL	LOC111603240|XP_023176514.1|DHYD
OG0006328	LOC109409413|XP_029710514.1|AEAL	LOC111599922|XP_023171537.2|DHYD
OG0006329	LOC109398391|XP_029710715.1|AEAL, LOC109409427|XP_029710704.1|AEAL	LOC111602402|XP_023175190.1|DHYD
OG0006330	LOC109409444|XP_029711335.1|AEAL	LOC111596175|XP_023166043.2|DHYD
OG0006331	LOC109432684|XP_019564605.2|AEAL, LOC109409448|XP_019538438.2|AEAL	LOC111603138|XP_023176380.2|DHYD
OG0006332	LOC109409452|XP_029711040.1|AEAL, LOC115256575|XP_029711208.1|AEAL	LOC111596457|XP_023166455.2|DHYD
OG0006333	LOC109415320|XP_029713920.1|AEAL, LOC109409456|XP_029711402.1|AEAL	LOC111597420|XP_030079364.1|DHYD
OG0006334	LOC109412983|XP_019542186.1|AEAL, LOC109409462|XP_029711811.1|AEAL	LOC111598871|XP_023170088.2|DHYD
OG0006335	LOC109397708|XP_019525565.2|AEAL	LOC111599562|XP_023170998.2|DHYD
OG0006336	LOC115258379|XP_029714328.1|AEAL, LOC109397717|XP_029714325.1|AEAL, LOC109433002|XP_029734247.1|AEAL	LOC111593502|XP_023162037.1|DHYD
OG0006337	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL	LOC111600176|XP_023171939.1|DHYD
OG0006338	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL	LOC111601984|XP_023174636.1|DHYD
OG0006339	LOC109402218|XP_019530398.2|AEAL	LOC111597906|XP_023168613.2|DHYD
OG0006340	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL	LOC111593440|XP_023161960.1|DHYD
OG0006341	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL	LOC111596588|XP_023166634.2|DHYD
OG0006342	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL	LOC111596538|XP_023166577.2|DHYD
OG0006343	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL	LOC111596566|XP_023166607.2|DHYD
OG0006344	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL	LOC111598353|XP_023169330.2|DHYD
OG0006345	LOC109402210|XP_029729982.1|AEAL	LOC111595893|XP_023165595.2|DHYD
OG0006346	LOC109413004|XP_019542222.1|AEAL	LOC111595238|XP_023164643.1|DHYD
OG0006347	LOC109402216|XP_029729985.1|AEAL	LOC111596844|XP_023167041.1|DHYD
OG0006348	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL	LOC111595365|XP_023164818.2|DHYD
OG0006350	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL	LOC111592704|XP_023160855.1|DHYD
OG0006351	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL	LOC111596883|XP_023167099.1|DHYD
OG0006352	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL	LOC111598011|XP_023168775.2|DHYD
OG0006353	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL	LOC111594513|XP_023163602.2|DHYD
OG0006354	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL	LOC111595215|XP_023164593.1|DHYD
OG0006355	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL	LOC111592358|XP_030080155.1|DHYD
