Orthogroup	AEAL.longest_only	CQUI.longest_only
OG0008096	LOC109406532|XP_019535175.2|AEAL	LOC6039219|XP_001848860.2|CQUI
OG0008097	LOC109406509|XP_019535144.1|AEAL	LOC6039217|XP_001848858.2|CQUI
OG0008099	LOC109403281|XP_029718621.1|AEAL	LOC6032736|XP_001843283.2|CQUI
OG0008101	LOC109415077|XP_019544495.1|AEAL	LOC6032761|XP_038122358.1|CQUI
OG0008102	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL	LOC6033832|XP_038116232.1|CQUI
OG0008103	LOC109414114|XP_019560683.2|AEAL	LOC6033819|XP_001844214.2|CQUI
OG0008104	LOC109398852|XP_019526838.2|AEAL	LOC6037762|XP_001847642.2|CQUI
OG0008105	LOC109398862|XP_029718770.1|AEAL	LOC6037756|XP_038119612.1|CQUI
OG0008106	LOC109398894|XP_029718778.1|AEAL	LOC6040843|XP_001850178.1|CQUI
OG0008107	LOC109398885|XP_019526880.2|AEAL	LOC6040821|XP_038119005.1|CQUI
OG0008108	LOC109429163|XP_019560573.2|AEAL	LOC6035845|XP_038114606.1|CQUI
OG0008109	LOC109398887|XP_019526881.2|AEAL	LOC6035831|XP_001845951.1|CQUI
OG0008110	LOC109428136|XP_019559368.2|AEAL	LOC6034009|XP_038118709.1|CQUI
OG0008111	LOC109406885|XP_019535441.2|AEAL	LOC6034013|XP_038120365.1|CQUI
OG0008112	LOC109404438|XP_029719076.1|AEAL	LOC6034014|XP_038114798.1|CQUI
OG0008113	LOC109404433|XP_019532853.2|AEAL	LOC6034017|XP_001844403.2|CQUI
OG0008114	LOC109406887|XP_029719077.1|AEAL	LOC6034018|XP_001844404.1|CQUI
OG0008115	LOC109404436|XP_029719078.1|AEAL	LOC6034019|XP_038122089.1|CQUI
OG0008116	LOC109406884|XP_029719086.1|AEAL	LOC6034023|XP_038120223.1|CQUI
OG0008117	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL	LOC6034039|XP_038120226.1|CQUI
OG0008118	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL	LOC6049668|XP_001866389.2|CQUI
OG0008119	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL	LOC6049667|XP_001866388.1|CQUI
OG0008120	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL	LOC6049659|XP_001866382.1|CQUI
OG0008121	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL	LOC6049660|XP_038122105.1|CQUI
OG0008122	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL	LOC6041874|XP_038122106.1|CQUI
OG0008123	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL	LOC6041872|XP_001851071.2|CQUI
OG0008124	LOC109404983|XP_029719181.1|AEAL	LOC6041861|XP_038122108.1|CQUI
OG0008125	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL	LOC6041864|XP_001851063.2|CQUI
OG0008126	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL	LOC6041883|XP_038119826.1|CQUI
OG0008127	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL	LOC119768736|XP_038115541.1|CQUI
OG0008128	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL	LOC119769820|XP_038119433.1|CQUI
OG0008129	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL	LOC6047952|XP_038119726.1|CQUI
OG0008130	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL	LOC6047947|XP_001864935.1|CQUI
OG0008131	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL	LOC6053025|XP_038115708.1|CQUI
OG0008132	LOC109432823|XP_029719312.1|AEAL	LOC6045455|XP_038120630.1|CQUI
OG0008136	LOC109411951|XP_019541152.1|AEAL	LOC6053318|XP_038112917.1|CQUI
OG0008137	LOC109428767|XP_029734005.1|AEAL	LOC6045835|XP_038114247.1|CQUI
OG0008141	LOC109400049|XP_029730291.1|AEAL	LOC6031514|XP_038109991.1|CQUI
OG0008145	LOC109405105|XP_019533655.2|AEAL	LOC6031483|XP_038109700.1|CQUI
OG0008146	LOC109400240|XP_019528263.2|AEAL	LOC6031480|XP_001842280.1|CQUI
OG0008147	LOC109400295|XP_029724209.1|AEAL	LOC6031475|XP_038109031.1|CQUI
OG0008148	LOC109399404|XP_029724165.1|AEAL	LOC6041147|XP_038106453.1|CQUI
OG0008150	LOC109399059|XP_019527034.2|AEAL	LOC6036876|XP_001846857.2|CQUI
OG0008151	LOC109399010|XP_029724223.1|AEAL	LOC6036877|XP_038109047.1|CQUI
OG0008152	LOC109398962|XP_019526958.2|AEAL	LOC6036879|XP_038106435.1|CQUI
OG0008153	LOC109431307|XP_019563069.2|AEAL	LOC6046820|XP_001863959.2|CQUI
OG0008154	LOC109431323|XP_019563091.2|AEAL	LOC6046822|XP_001863961.2|CQUI
OG0008155	LOC109407703|XP_019536397.2|AEAL	LOC6040057|XP_001849528.1|CQUI
OG0008156	LOC109409395|XP_019538385.2|AEAL	LOC6042519|XP_038113927.1|CQUI
OG0008158	LOC109415956|XP_019545475.1|AEAL	LOC6043549|XP_001859687.1|CQUI
OG0008159	LOC109405803|XP_029713444.1|AEAL	LOC119767662|XP_038112656.1|CQUI
OG0008160	LOC109401644|XP_029713325.1|AEAL	LOC6052203|XP_038112566.1|CQUI
OG0008161	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL	LOC6043515|XP_001859475.2|CQUI
OG0008162	LOC109422441|XP_029713526.1|AEAL	LOC6043497|XP_038111385.1|CQUI
OG0008164	LOC109414796|XP_029736449.1|AEAL	LOC6035966|XP_038106058.1|CQUI
OG0008165	LOC109418642|XP_029712862.1|AEAL	LOC6035978|XP_038110312.1|CQUI
OG0008166	LOC109418633|XP_019548394.2|AEAL	LOC6035979|XP_038112126.1|CQUI
OG0008167	LOC109405271|XP_019533851.2|AEAL	LOC6040769|XP_038112127.1|CQUI
OG0008168	LOC109405267|XP_019533845.2|AEAL	LOC119767658|XP_038112625.1|CQUI
OG0008169	LOC109418625|XP_029712880.1|AEAL	LOC6051637|XP_001868047.1|CQUI
OG0008170	LOC109418621|XP_029712939.1|AEAL	LOC6051632|XP_038112878.1|CQUI
OG0008171	LOC109413090|XP_029713501.1|AEAL	LOC6045075|XP_038113552.1|CQUI
OG0008173	LOC109425798|XP_019556689.2|AEAL	LOC6042635|XP_001870697.2|CQUI
OG0008174	LOC109425670|XP_019556484.2|AEAL	LOC6037696|XP_001847583.2|CQUI
OG0008175	LOC109413593|XP_029721337.1|AEAL	LOC6037734|XP_038111157.1|CQUI
OG0008176	LOC115262725|XP_029721277.1|AEAL	LOC6048244|XP_038110660.1|CQUI
OG0008177	LOC109401305|XP_019529353.2|AEAL	LOC6035926|XP_001846036.2|CQUI
OG0008178	LOC109401286|XP_019529323.2|AEAL	LOC6035924|XP_038109286.1|CQUI
OG0008179	LOC109401287|XP_019529324.2|AEAL	LOC119767663|XP_038112657.1|CQUI
OG0008180	LOC109401273|XP_019529300.2|AEAL	LOC6041404|XP_038109221.1|CQUI
OG0008181	LOC109401317|XP_019529366.2|AEAL	LOC6035913|XP_038109520.1|CQUI
OG0008182	LOC109401148|XP_019529171.2|AEAL	LOC6052173|XP_038110886.1|CQUI
OG0008183	LOC109427035|XP_029721150.1|AEAL	LOC6051249|XP_038109303.1|CQUI
OG0008184	LOC109622601|XP_029721128.1|AEAL	LOC6051852|XP_038112518.1|CQUI
OG0008188	LOC109424715|XP_019555418.1|AEAL	LOC6048573|XP_001865476.1|CQUI
OG0008189	LOC109424687|XP_019555399.2|AEAL	LOC6053364|XP_001869459.2|CQUI
OG0008190	LOC109421942|XP_019552123.2|AEAL	LOC6040363|XP_001849763.2|CQUI
OG0008191	LOC109421934|XP_029720933.1|AEAL	LOC6053985|XP_038110497.1|CQUI
OG0008192	LOC109432691|XP_029720937.1|AEAL	LOC6040373|XP_001849773.2|CQUI
OG0008193	LOC109432718|XP_019564648.2|AEAL	LOC6042949|XP_001870887.2|CQUI
OG0008194	LOC109428999|XP_019560385.1|AEAL	LOC6041666|XP_001850893.1|CQUI
OG0008195	LOC109428909|XP_029708109.1|AEAL	LOC6049362|XP_038112668.1|CQUI
OG0008196	LOC109428879|XP_019560262.2|AEAL	LOC6042923|XP_038107966.1|CQUI
OG0008197	LOC109433666|XP_029731019.1|AEAL	LOC6051714|XP_038109679.1|CQUI
OG0008198	LOC109432323|XP_019564207.1|AEAL	LOC6051718|XP_038112515.1|CQUI
OG0008199	LOC109409845|XP_019538873.2|AEAL	LOC6048569|XP_038109628.1|CQUI
OG0008200	LOC109397146|XP_019525031.2|AEAL	LOC6051842|XP_038112996.1|CQUI
OG0008203	LOC109409921|XP_019538994.2|AEAL	LOC6032342|XP_038108338.1|CQUI
OG0008204	LOC109399607|XP_019527639.2|AEAL	LOC6038332|XP_001848153.2|CQUI
OG0008205	LOC109399568|XP_019527625.2|AEAL	LOC6042380|XP_001851505.1|CQUI
OG0008206	LOC115267848|XP_029731222.1|AEAL	LOC6040189|XP_038108466.1|CQUI
OG0008207	LOC109401835|XP_019530015.2|AEAL	LOC6053105|XP_001869254.2|CQUI
OG0008208	LOC115256002|XP_029710086.1|AEAL	LOC119766934|XP_038109410.1|CQUI
OG0008209	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL	LOC119767727|XP_038112995.1|CQUI
OG0008210	LOC109402159|XP_019530333.1|AEAL	LOC6043823|XP_038114298.1|CQUI
OG0008211	LOC109403560|XP_029731448.1|AEAL	LOC6036086|XP_038110799.1|CQUI
OG0008212	LOC109431574|XP_019563355.1|AEAL	LOC6047576|XP_001864618.2|CQUI
OG0008213	LOC109622241|XP_029731486.1|AEAL	LOC6047567|XP_038111659.1|CQUI
OG0008214	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL	LOC6052256|XP_001868547.1|CQUI
OG0008215	LOC109403168|XP_019531456.2|AEAL	LOC6037437|XP_038113579.1|CQUI
OG0008216	LOC109622177|XP_019931961.2|AEAL	LOC6051907|XP_038107396.1|CQUI
OG0008217	LOC109410612|XP_029731608.1|AEAL	LOC6043105|XP_038109643.1|CQUI
OG0008218	LOC109433482|XP_019565448.2|AEAL	LOC119766985|XP_038109837.1|CQUI
OG0008219	LOC109410664|XP_029731655.1|AEAL	LOC6036718|XP_038107797.1|CQUI
OG0008220	LOC109410666|XP_029731658.1|AEAL	LOC119767055|XP_038110355.1|CQUI
OG0008221	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL	LOC6036699|XP_038107195.1|CQUI
OG0008222	LOC109426024|XP_019556998.2|AEAL	LOC6037653|XP_038110606.1|CQUI
OG0008223	LOC109425985|XP_019556954.2|AEAL	LOC6043283|XP_038107834.1|CQUI
OG0008224	LOC109407622|XP_019536308.2|AEAL	LOC6034548|XP_001844848.2|CQUI
OG0008225	LOC109425828|XP_019556720.2|AEAL	LOC6037198|XP_001847128.2|CQUI
OG0008226	LOC109407532|XP_019536143.2|AEAL	LOC6040543|XP_038109157.1|CQUI
OG0008227	LOC109413246|XP_029715424.1|AEAL	LOC6048864|XP_001865706.2|CQUI
OG0008228	LOC109621728|XP_029712612.1|AEAL	LOC6051155|XP_038104552.1|CQUI
OG0008229	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL	LOC6034731|XP_001845011.2|CQUI
OG0008230	LOC109411644|XP_029718360.1|AEAL	LOC6049544|XP_001866279.2|CQUI
OG0008235	LOC109424729|XP_019555460.1|AEAL	LOC6035866|XP_001845980.1|CQUI
OG0008238	LOC109424155|XP_019554788.2|AEAL, LOC115263196|XP_029722014.1|AEAL	LOC6038248|XP_038118215.1|CQUI
OG0008239	LOC109407980|XP_029735154.1|AEAL	LOC6039427|XP_038119746.1|CQUI
OG0008240	LOC109430855|XP_029730323.1|AEAL	LOC6036408|XP_001846461.2|CQUI
OG0008241	LOC109406718|XP_029719593.1|AEAL	LOC119768089|XP_038114412.1|CQUI
OG0008241	LOC109623181|XP_029709786.1|AEAL	LOC119769244|XP_038117106.1|CQUI, LOC119766289|XP_038106668.1|CQUI, LOC119766288|XP_038106667.1|CQUI, LOC119768090|XP_038114413.1|CQUI, LOC6050581|XP_038120553.1|CQUI, LOC119769125|XP_038116952.1|CQUI, LOC119770185|XP_038120554.1|CQUI, LOC119770808|XP_038122249.1|CQUI, LOC6035168|XP_038106531.1|CQUI, LOC119769283|XP_038117179.1|CQUI, LOC119770807|XP_038122248.1|CQUI, LOC119770498|XP_038121422.1|CQUI, LOC119766706|XP_038107977.1|CQUI, LOC119769250|XP_038117113.1|CQUI
OG0008242	LOC115264013|XP_029723185.1|AEAL	LOC119768892|XP_038116589.1|CQUI, LOC119769563|XP_038118407.1|CQUI, LOC119770486|XP_038121404.1|CQUI
OG0008242	LOC115256031|XP_029710132.1|AEAL	LOC119767755|XP_038113106.1|CQUI
OG0008243	LOC109422536|XP_019552884.2|AEAL	LOC6045556|XP_038119016.1|CQUI
OG0008266	LOC109402174|XP_019530356.2|AEAL	LOC6044327|XP_001861857.2|CQUI
OG0008268	LOC109431123|XP_029718280.1|AEAL, LOC115256382|XP_029710638.1|AEAL	LOC6044316|XP_001861848.2|CQUI
OG0008269	LOC115256473|XP_029710978.1|AEAL, LOC109431131|XP_019562864.2|AEAL	LOC6046422|XP_038104270.1|CQUI
OG0008270	LOC109408932|XP_019537874.2|AEAL	LOC6049035|XP_001865860.2|CQUI
OG0008271	LOC109428393|XP_029711709.1|AEAL	LOC6040427|XP_001849820.2|CQUI
OG0008273	LOC115256316|XP_029710415.1|AEAL	LOC6043382|XP_001870960.2|CQUI
OG0008276	LOC109397864|XP_019525746.2|AEAL	LOC6038193|XP_038110757.1|CQUI
OG0008277	LOC109397882|XP_029729609.1|AEAL, LOC109416118|XP_029711952.1|AEAL	LOC6045723|XP_038115643.1|CQUI
OG0008278	LOC109401934|XP_029711120.1|AEAL	LOC119765336|XP_038104925.1|CQUI
OG0008283	LOC109422062|XP_019552248.2|AEAL	LOC6051733|XP_038121434.1|CQUI
OG0008284	LOC115256505|XP_029711039.1|AEAL, LOC109410169|XP_029721633.1|AEAL	LOC6040454|XP_038110956.1|CQUI
OG0008285	LOC109427360|XP_019558439.2|AEAL	LOC6044205|XP_038121845.1|CQUI
OG0008288	LOC109402231|XP_029729983.1|AEAL	LOC6044373|XP_001861893.2|CQUI
OG0008289	LOC109422868|XP_019553312.2|AEAL, LOC109397607|XP_019525442.1|AEAL	LOC6036968|XP_001846937.1|CQUI
OG0008292	LOC109403518|XP_019531884.2|AEAL	LOC6038464|XP_001848261.2|CQUI
OG0008297	LOC109431504|XP_019563271.2|AEAL	LOC6031435|XP_001842240.1|CQUI
OG0008298	LOC109431469|XP_019563225.2|AEAL	LOC6031446|XP_001842250.2|CQUI
OG0008299	LOC109431079|XP_019562770.2|AEAL	LOC119765233|XP_038104632.1|CQUI
OG0008300	LOC109412166|XP_029718058.1|AEAL	LOC6031436|XP_038112814.1|CQUI
OG0008301	LOC109406378|XP_029714210.1|AEAL, LOC115258275|XP_029714213.1|AEAL	LOC6044476|XP_038104223.1|CQUI
OG0008302	LOC109424864|XP_029713906.1|AEAL	LOC6043997|XP_001861576.2|CQUI
OG0008305	LOC109622748|XP_019932747.2|AEAL	LOC6034806|XP_001845078.2|CQUI
OG0008306	LOC109432121|XP_019563950.2|AEAL	LOC6049177|XP_038105606.1|CQUI
OG0008307	LOC109432188|XP_029723071.1|AEAL, LOC109423479|XP_029722809.1|AEAL	LOC119765357|XP_038105003.1|CQUI
OG0008308	LOC109412405|XP_029722911.1|AEAL	LOC6046417|XP_038105419.1|CQUI
OG0008309	LOC109430338|XP_019561940.2|AEAL	LOC119765531|XP_038105499.1|CQUI
OG0008310	LOC109410072|XP_019539147.1|AEAL	LOC6035545|XP_001845703.1|CQUI
OG0008311	LOC109430003|XP_019561562.2|AEAL, LOC115257414|XP_029712854.1|AEAL, LOC109430705|XP_019562320.2|AEAL	LOC119765183|XP_038104472.1|CQUI
OG0008312	LOC109430731|XP_019562352.2|AEAL	LOC6032572|XP_038122986.1|CQUI
OG0008316	LOC115270284|XP_029735462.1|AEAL, LOC115270290|XP_029735484.1|AEAL, LOC115257649|XP_029713345.1|AEAL, LOC115268557|XP_029732519.1|AEAL, LOC115256160|XP_029710260.1|AEAL, LOC115268993|XP_029733145.1|AEAL, LOC115254451|XP_029707827.1|AEAL, LOC115263234|XP_029722098.1|AEAL	LOC119770137|XP_038120428.1|CQUI, LOC119766517|XP_038107040.1|CQUI
OG0008316	LOC115271011|XP_029736275.1|AEAL, LOC115257026|XP_029712133.1|AEAL, LOC115266157|XP_029727984.1|AEAL, LOC115254324|XP_029707592.1|AEAL, LOC115265643|XP_029727416.1|AEAL, LOC115261059|XP_029718286.1|AEAL	LOC119768869|XP_038116324.1|CQUI
OG0008316	LOC109425874|XP_029729267.1|AEAL, LOC115259234|XP_029715628.1|AEAL	LOC119770195|XP_038120569.1|CQUI
OG0008317	LOC109400507|XP_019528570.2|AEAL	LOC6046157|XP_001863396.1|CQUI
OG0008319	LOC109430050|XP_019561623.2|AEAL	LOC6040706|XP_001850060.2|CQUI
OG0008320	LOC109405414|XP_029733815.1|AEAL	LOC6040939|XP_001850267.2|CQUI
OG0008322	LOC115260773|XP_029717954.1|AEAL	LOC6033942|XP_038104002.1|CQUI
OG0008323	LOC109404027|XP_019546694.2|AEAL	LOC6040917|XP_038105035.1|CQUI
OG0008324	LOC109412789|XP_019541946.2|AEAL	LOC6040934|XP_001850262.2|CQUI
OG0008325	LOC109404006|XP_029723650.1|AEAL	LOC6035406|XP_038105843.1|CQUI
OG0008327	LOC109407724|XP_019536417.1|AEAL	LOC6048041|XP_038116359.1|CQUI
OG0008328	LOC109429065|XP_019560446.2|AEAL	LOC6043340|XP_001870939.1|CQUI
OG0008329	LOC109418090|XP_029717041.1|AEAL, LOC109406456|XP_019535094.2|AEAL	LOC6047857|XP_038120997.1|CQUI
OG0008331	LOC109426574|XP_019557650.2|AEAL	LOC119770302|XP_038120853.1|CQUI
OG0008332	LOC109426648|XP_019557718.2|AEAL	LOC6037612|XP_038120445.1|CQUI
OG0008333	LOC109417797|XP_019547513.2|AEAL	LOC6037618|XP_001847508.2|CQUI
OG0008334	LOC109417798|XP_029725494.1|AEAL	LOC6037616|XP_038119071.1|CQUI
OG0008335	LOC109426849|XP_019557948.1|AEAL	LOC6042314|XP_038118988.1|CQUI
OG0008336	LOC109406023|XP_029732417.1|AEAL	LOC6051594|XP_038120689.1|CQUI
OG0008337	LOC109407974|XP_019536724.1|AEAL, LOC109403662|XP_029735111.1|AEAL	LOC6041334|XP_038118641.1|CQUI
OG0008338	LOC109407955|XP_029732268.1|AEAL	LOC119770658|XP_038121885.1|CQUI
OG0008340	LOC109408007|XP_029735219.1|AEAL, LOC109405144|XP_029735134.1|AEAL	LOC6036266|XP_038115840.1|CQUI
OG0008342	LOC109410777|XP_019539853.2|AEAL	LOC119769734|XP_038119149.1|CQUI
OG0008344	LOC109400706|XP_019528744.2|AEAL	LOC6050301|XP_001866933.2|CQUI
OG0008345	LOC109402742|XP_019530999.2|AEAL	LOC6046555|XP_038121015.1|CQUI
OG0008346	LOC109401375|XP_019529455.2|AEAL	LOC6051393|XP_038120652.1|CQUI
OG0008347	LOC109423354|XP_019553867.2|AEAL	LOC6051394|XP_001867840.1|CQUI
OG0008350	LOC109403038|XP_019531299.2|AEAL	LOC6034574|XP_001844871.2|CQUI
OG0008351	LOC109412521|XP_029735887.1|AEAL	LOC6040245|XP_038115934.1|CQUI
OG0008352	LOC109428689|XP_019560046.2|AEAL	LOC6042338|XP_001851466.2|CQUI
OG0008353	LOC115270229|XP_029735346.1|AEAL, LOC109430663|XP_019562293.1|AEAL	LOC6043788|XP_001861385.1|CQUI
OG0008354	LOC115254177|XP_029728873.1|AEAL, LOC109408217|XP_029728794.1|AEAL	LOC6054811|XP_001870994.1|CQUI
OG0008355	LOC109408914|XP_029728841.1|AEAL	LOC6030959|XP_038118958.1|CQUI
OG0008362	LOC109411537|XP_029709938.1|AEAL	LOC6052358|XP_001868647.2|CQUI
OG0008367	LOC109414443|XP_029728132.1|AEAL, LOC115266418|XP_029728509.1|AEAL, LOC109622254|XP_019932072.2|AEAL	LOC6051478|XP_038113152.1|CQUI
OG0008368	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL	LOC6043202|XP_038113208.1|CQUI
OG0008369	LOC109401716|XP_029710770.1|AEAL	LOC6031370|XP_001842181.2|CQUI
OG0008371	LOC109414024|XP_019543302.2|AEAL	LOC6043734|XP_001861354.2|CQUI
OG0008372	LOC109429438|XP_019560937.2|AEAL	LOC6044594|XP_001862085.1|CQUI
OG0008373	LOC109408110|XP_029729410.1|AEAL	LOC6031957|XP_038107885.1|CQUI
OG0008374	LOC109419591|XP_019549364.2|AEAL	LOC6043304|XP_038108453.1|CQUI
OG0008375	LOC109404561|XP_019533007.2|AEAL	LOC6050864|XP_001867389.2|CQUI
OG0008376	LOC115255336|XP_029709210.1|AEAL	LOC6036652|XP_038109154.1|CQUI
OG0008378	LOC109420563|XP_029708898.1|AEAL, LOC109419840|XP_029708889.1|AEAL, LOC109420564|XP_029708885.1|AEAL	LOC6054720|XP_038112420.1|CQUI
OG0008380	LOC109417231|XP_029708711.1|AEAL	LOC6052823|XP_038109155.1|CQUI
OG0008382	LOC109405966|XP_029708705.1|AEAL, LOC109417092|XP_029708704.1|AEAL, LOC109420622|XP_029708706.1|AEAL	LOC6031174|XP_038106921.1|CQUI
OG0008382	LOC109416035|XP_029731327.1|AEAL, LOC109414847|XP_029714409.1|AEAL, LOC115271056|XP_029736366.1|AEAL, LOC115269031|XP_029733187.1|AEAL, LOC115258443|XP_029714405.1|AEAL, LOC109415094|XP_029714406.1|AEAL, LOC109416021|XP_019545533.2|AEAL, LOC109416022|XP_019545534.2|AEAL, LOC109416019|XP_029733193.1|AEAL, LOC109415204|XP_029733188.1|AEAL, LOC115261387|XP_029718840.1|AEAL, LOC109415050|XP_029733192.1|AEAL, LOC115269030|XP_029733186.1|AEAL, LOC115269034|XP_029733191.1|AEAL, LOC115269033|XP_029733190.1|AEAL	LOC119765012|XP_038108495.1|CQUI
OG0008385	LOC109433555|XP_019565539.2|AEAL	LOC6031883|XP_038111812.1|CQUI
OG0008386	LOC109405621|XP_029727407.1|AEAL	LOC6039096|XP_038110571.1|CQUI
OG0008388	LOC109421304|XP_019551349.1|AEAL	LOC6034884|XP_001845152.1|CQUI
OG0008389	LOC109429890|XP_019561427.2|AEAL	LOC6033320|XP_038112407.1|CQUI
OG0008390	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL	LOC6049409|XP_001866178.1|CQUI
OG0008391	LOC109420849|XP_019550909.2|AEAL	LOC6047486|XP_001864536.1|CQUI
OG0008393	LOC109414175|XP_019543502.1|AEAL	LOC6046083|XP_038118446.1|CQUI
OG0008394	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL	LOC6045979|XP_001863254.2|CQUI
OG0008397	LOC109422206|XP_019552405.2|AEAL	LOC6044720|XP_038119576.1|CQUI
OG0008398	LOC109418223|XP_019547926.2|AEAL	LOC6046253|XP_038121261.1|CQUI
OG0008400	LOC109429494|XP_029717298.1|AEAL	LOC6048714|XP_001865590.1|CQUI
OG0008401	LOC109415664|XP_019545125.1|AEAL	LOC6040343|XP_001849747.1|CQUI
OG0008405	LOC109401961|XP_019530130.2|AEAL	LOC6042884|XP_001853684.2|CQUI
OG0008406	LOC109424058|XP_019554683.2|AEAL	LOC6038160|XP_038115492.1|CQUI
OG0008408	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL	LOC6049068|XP_038115931.1|CQUI
OG0008409	LOC109416749|XP_029718735.1|AEAL	LOC6050002|XP_038116173.1|CQUI
OG0008411	LOC109433280|XP_019565256.3|AEAL	LOC6050129|XP_038116713.1|CQUI
OG0008412	LOC109408456|XP_029735108.1|AEAL	LOC6046215|XP_038122246.1|CQUI
OG0008413	LOC109422732|XP_029727902.1|AEAL	LOC6043452|XP_038114906.1|CQUI
OG0008414	LOC109422621|XP_029712220.1|AEAL	LOC6051288|XP_038121224.1|CQUI
OG0008415	LOC109415063|XP_019544465.2|AEAL	LOC6032743|XP_038118368.1|CQUI
OG0008416	LOC109428147|XP_019559377.1|AEAL	LOC119769623|XP_038118715.1|CQUI
OG0008417	LOC109404488|XP_029719111.1|AEAL	LOC6034051|XP_038116322.1|CQUI
OG0008418	LOC109406326|XP_029719127.1|AEAL	LOC6049669|XP_038115213.1|CQUI
OG0008419	LOC109406330|XP_029719050.1|AEAL	LOC6049666|XP_038117386.1|CQUI
OG0008422	LOC109404190|XP_019532560.1|AEAL	LOC119769430|XP_038117757.1|CQUI
OG0008426	LOC109428802|XP_029734053.1|AEAL, LOC109424511|XP_029709905.1|AEAL	LOC6046181|XP_038110055.1|CQUI
OG0008431	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL	LOC6051429|XP_038110751.1|CQUI
OG0008434	LOC109418631|XP_029713131.1|AEAL	LOC6040766|XP_038112128.1|CQUI
OG0008435	LOC109433159|XP_019565103.1|AEAL	LOC6042631|XP_001870693.2|CQUI
OG0008437	LOC109412766|XP_019541924.2|AEAL, LOC109397421|XP_019525286.2|AEAL	LOC6051608|XP_001868026.1|CQUI
OG0008437	LOC109397420|XP_019525285.2|AEAL, LOC109412765|XP_019541923.2|AEAL	LOC119767633|XP_038112544.1|CQUI
OG0008437	LOC109399101|XP_029731083.1|AEAL	LOC6032325|XP_038110335.1|CQUI
OG0008439	LOC109404084|XP_019532488.2|AEAL	LOC119765115|XP_038104213.1|CQUI
OG0008440	LOC109403176|XP_019531473.2|AEAL	LOC6051909|XP_001868266.2|CQUI
OG0008441	LOC109410752|XP_019539818.1|AEAL	LOC119767009|XP_038110102.1|CQUI
OG0008442	LOC109410639|XP_029731617.1|AEAL	LOC6037460|XP_038109145.1|CQUI
OG0008443	LOC109407640|XP_019536336.2|AEAL	LOC6034509|XP_038109763.1|CQUI
OG0008444	LOC109407526|XP_019536135.2|AEAL	LOC6040575|XP_038110676.1|CQUI
OG0008445	LOC109410209|XP_029715066.1|AEAL	LOC119767414|XP_038111889.1|CQUI
OG0008447	LOC109420443|XP_019550332.2|AEAL	LOC6047054|XP_001864162.1|CQUI
OG0008448	LOC109424878|XP_029713901.1|AEAL	LOC6044003|XP_038105728.1|CQUI
OG0008449	LOC109415633|XP_019545084.2|AEAL	LOC6047413|XP_001864474.2|CQUI
OG0008450	LOC109424777|XP_029717661.1|AEAL	LOC6045352|XP_038105929.1|CQUI
OG0008451	LOC115271004|XP_029736236.1|AEAL	LOC6050704|XP_038105386.1|CQUI
OG0008452	LOC109431439|XP_019563189.2|AEAL	LOC6034475|XP_038121004.1|CQUI
OG0008453	LOC109406092|XP_019534699.2|AEAL	LOC6038020|XP_001847866.2|CQUI
OG0008456	LOC115266218|XP_029728053.1|AEAL	LOC6039382|XP_038117968.1|CQUI
OG0008461	LOC109419826|XP_029709155.1|AEAL	LOC6031734|XP_038108925.1|CQUI
OG0008465	LOC109406497|XP_019535127.1|AEAL	LOC6043524|XP_038113799.1|CQUI
