Orthogroup	AEAL.longest_only	SLEB.longest_only
OG0006348	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL	LOC115633216|XP_030386461.1|SLEB
OG0006350	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL	LOC115620208|XP_030369204.1|SLEB
OG0006351	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL	LOC115629584|XP_030381937.1|SLEB
OG0006352	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL	LOC115633294|XP_030386566.1|SLEB
OG0006353	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL	LOC115621454|XP_030370969.1|SLEB
OG0006354	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL	LOC115620895|XP_030370239.1|SLEB
OG0006355	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL	LOC115629113|XP_030381302.1|SLEB
OG0006356	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL	LOC115626815|XP_030378151.1|SLEB
OG0006357	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL	LOC115627450|XP_030378975.1|SLEB
OG0006358	LOC109423007|XP_029730271.1|AEAL	LOC115628314|XP_030380228.1|SLEB
OG0006359	LOC109415627|XP_019545073.2|AEAL	LOC115620415|XP_030369498.1|SLEB
OG0006360	LOC109423010|XP_019553469.1|AEAL	LOC115629364|XP_030381679.1|SLEB
OG0006361	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL	LOC115623990|XP_030374421.1|SLEB
OG0006362	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL	LOC115628847|XP_030380953.1|SLEB
OG0006363	LOC109413806|XP_019543088.2|AEAL	LOC115633235|XP_030386489.1|SLEB
OG0006364	LOC109413800|XP_019543074.2|AEAL	LOC115631385|XP_030383967.1|SLEB
OG0006365	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL	LOC115627548|XP_030379124.1|SLEB
OG0006366	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL	LOC115627581|XP_030379164.1|SLEB
OG0006367	LOC109421880|XP_029717614.1|AEAL	LOC115627673|XP_030379275.1|SLEB
OG0006368	LOC109421885|XP_019552006.2|AEAL	LOC115621764|XP_030371357.1|SLEB
OG0006369	LOC109425098|XP_029717622.1|AEAL	LOC115621826|XP_030371482.1|SLEB
OG0006370	LOC115260678|XP_029717691.1|AEAL, LOC109424929|XP_019555667.2|AEAL, LOC109418727|XP_029717650.1|AEAL	LOC115629594|XP_030381945.1|SLEB
OG0006371	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL	LOC115621444|XP_030370958.1|SLEB
OG0006372	LOC115260662|XP_029717666.1|AEAL, LOC109424725|XP_029717716.1|AEAL	LOC115621562|XP_030371102.1|SLEB
OG0006373	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL	LOC115628716|XP_030380770.1|SLEB
OG0006374	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL	LOC115626847|XP_030378205.1|SLEB
OG0006375	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL	LOC115628834|XP_030380933.1|SLEB
OG0006376	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL	LOC115627709|XP_030379317.1|SLEB
OG0006377	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL	LOC115627512|XP_030379066.1|SLEB
OG0006378	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL	LOC115621167|XP_030370589.1|SLEB
OG0006379	LOC109427741|XP_019558880.2|AEAL	LOC115627003|XP_030378379.1|SLEB
OG0006380	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL	LOC115633261|XP_030386526.1|SLEB
OG0006381	LOC109427706|XP_019558835.2|AEAL	LOC115629640|XP_030382002.1|SLEB
OG0006382	LOC109431380|XP_019563137.2|AEAL	LOC115629257|XP_030381538.1|SLEB
OG0006383	LOC109427696|XP_029728054.1|AEAL	LOC115627492|XP_030379039.1|SLEB
OG0006384	LOC109431390|XP_019563153.1|AEAL	LOC115627517|XP_030379071.1|SLEB
OG0006385	LOC109431485|XP_029717846.1|AEAL, LOC109427687|XP_029717928.1|AEAL	LOC115621894|XP_030371583.1|SLEB
OG0006386	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL	LOC115626146|XP_030377270.1|SLEB
OG0006387	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL	LOC115621234|XP_030370684.1|SLEB
OG0006388	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL	LOC115628932|XP_030381065.1|SLEB
OG0006389	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL	LOC115628907|XP_030381026.1|SLEB
OG0006390	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL	LOC115623852|XP_030374256.1|SLEB
OG0006391	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL	LOC115620849|XP_030370153.1|SLEB
OG0006392	LOC109431452|XP_029717897.1|AEAL	LOC115626683|XP_030377970.1|SLEB
OG0006393	LOC109415588|XP_029717898.1|AEAL	LOC115631146|XP_030383677.1|SLEB
OG0006394	LOC109412192|XP_029717908.1|AEAL	LOC115621960|XP_030371668.1|SLEB
OG0006395	LOC109417115|XP_029728647.1|AEAL	LOC115621115|XP_030370519.1|SLEB
OG0006396	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL	LOC115627363|XP_030378873.1|SLEB
OG0006397	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL	LOC115628813|XP_030380898.1|SLEB
OG0006398	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL	LOC115633211|XP_030386458.1|SLEB
OG0006399	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL	LOC115627495|XP_030379042.1|SLEB
OG0006400	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL	LOC115627494|XP_030379041.1|SLEB
OG0006401	LOC109431004|XP_029707526.1|AEAL	LOC115628163|XP_030380037.1|SLEB
OG0006402	LOC109412126|XP_019541313.2|AEAL	LOC115624087|XP_030374537.1|SLEB
OG0006403	LOC109412130|XP_019541318.1|AEAL	LOC115623864|XP_030374269.1|SLEB
OG0006404	LOC109431109|XP_019562826.2|AEAL	LOC115624101|XP_030374551.1|SLEB
OG0006405	LOC109431193|XP_019562955.2|AEAL	LOC115623795|XP_030374195.1|SLEB
OG0006406	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL	LOC115620629|XP_030369819.1|SLEB
OG0006407	LOC109431436|XP_019563188.2|AEAL	LOC115627252|XP_030378739.1|SLEB
OG0006408	LOC109431578|XP_019563362.2|AEAL	LOC115627087|XP_030378497.1|SLEB
OG0006409	LOC109431473|XP_019563230.2|AEAL	LOC115629733|XP_030382126.1|SLEB
OG0006410	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL	LOC115627153|XP_030378592.1|SLEB
OG0006411	LOC109406377|XP_029714194.1|AEAL	LOC115633269|XP_030386538.1|SLEB
OG0006414	LOC109427619|XP_019558740.2|AEAL	LOC115620816|XP_030370103.1|SLEB
OG0006415	LOC109421800|XP_029708068.1|AEAL	LOC115629551|XP_030381895.1|SLEB
OG0006416	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL	LOC115629660|XP_030382034.1|SLEB
OG0006417	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL	LOC115625781|XP_030376812.1|SLEB, LOC115629939|XP_030382406.1|SLEB
OG0006418	LOC109405519|XP_019534162.2|AEAL	LOC115626714|XP_030378015.1|SLEB
OG0006420	LOC109622735|XP_019932731.2|AEAL	LOC115621797|XP_030371435.1|SLEB
OG0006421	LOC109622736|XP_019932735.2|AEAL	LOC115629030|XP_030381189.1|SLEB
OG0006422	LOC109419596|XP_029712359.1|AEAL	LOC115628987|XP_030381127.1|SLEB
OG0006423	LOC109419547|XP_019549314.2|AEAL	LOC115621863|XP_030371544.1|SLEB
OG0006424	LOC109419516|XP_029712318.1|AEAL	LOC115620671|XP_030369891.1|SLEB
OG0006425	LOC109423116|XP_029712310.1|AEAL	LOC115620905|XP_030370255.1|SLEB
OG0006426	LOC109423115|XP_019553562.2|AEAL	LOC115621280|XP_030370742.1|SLEB
OG0006427	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL	LOC115620655|XP_030369865.1|SLEB
OG0006428	LOC109423133|XP_019553596.2|AEAL	LOC115621885|XP_030371573.1|SLEB
OG0006429	LOC109423140|XP_019553612.2|AEAL	LOC115620218|XP_030369217.1|SLEB
OG0006430	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC109423166|XP_029722764.1|AEAL	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC109397236|XP_029722770.1|AEAL	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC109432189|XP_019564058.2|AEAL	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC109432128|XP_029723032.1|AEAL	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC109432168|XP_019564032.2|AEAL	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC109432137|XP_019563979.1|AEAL	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC109432141|XP_019563991.1|AEAL	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC109423485|XP_019554001.1|AEAL	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC109432167|XP_029722804.1|AEAL	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC115263731|XP_029722865.1|AEAL	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC109430284|XP_019561882.2|AEAL	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC109430279|XP_019561873.1|AEAL	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC109430294|XP_019561891.2|AEAL	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC109430323|XP_029722925.1|AEAL	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC109621633|XP_029707605.1|AEAL	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC109430375|XP_029722973.1|AEAL	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC109413270|XP_019542541.1|AEAL	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC109410083|XP_019539162.2|AEAL	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC109410069|XP_019539144.2|AEAL	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC109432132|XP_019563967.1|AEAL	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC109430158|XP_019561743.2|AEAL	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC109430140|XP_019561722.2|AEAL	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC109430557|XP_029713778.1|AEAL	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC109430734|XP_019562357.2|AEAL	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC109399928|XP_019527923.2|AEAL	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL	LOC115629557|XP_030381908.1|SLEB
OG0006470	LOC109399960|XP_029729776.1|AEAL	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC109399942|XP_019527940.2|AEAL	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC109399938|XP_019527937.2|AEAL	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC109425390|XP_029729765.1|AEAL	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC109425389|XP_019556187.1|AEAL	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC109399958|XP_019527971.1|AEAL	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL	LOC115628764|XP_030380840.1|SLEB
OG0006478	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL	LOC115621782|XP_030371399.1|SLEB
OG0006479	LOC115259508|XP_029715993.1|AEAL	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC109415605|XP_019545043.2|AEAL	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC109425515|XP_019556310.1|AEAL	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC109408301|XP_019537115.2|AEAL	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC109408294|XP_029716261.1|AEAL	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC109408292|XP_029715979.1|AEAL	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC109400498|XP_019528559.2|AEAL	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC109622760|XP_029716468.1|AEAL	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC109400411|XP_019528470.2|AEAL	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC109412721|XP_019541888.1|AEAL	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC109425248|XP_029716356.1|AEAL	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC109425249|XP_029715845.1|AEAL	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC109412274|XP_029716231.1|AEAL	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC109425310|XP_029716520.1|AEAL	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC109425317|XP_029716521.1|AEAL	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC109419802|XP_019549638.2|AEAL	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC109425336|XP_029716308.1|AEAL	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC109425339|XP_019556132.2|AEAL	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC109425340|XP_019556133.2|AEAL	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC109415419|XP_029729682.1|AEAL	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC109425346|XP_019556143.1|AEAL	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC109425348|XP_019556144.2|AEAL	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC115254010|XP_029714362.1|AEAL	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC109429338|XP_029716044.1|AEAL	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC109397066|XP_029715963.1|AEAL	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC109429301|XP_029716438.1|AEAL	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL	LOC115621114|XP_030370518.1|SLEB
OG0006518	LOC109398458|XP_029719455.1|AEAL	LOC115625550|XP_030376491.1|SLEB
OG0006520	LOC109398460|XP_019526378.1|AEAL	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC109424332|XP_019554977.2|AEAL	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC109424331|XP_019554976.2|AEAL	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC109424334|XP_019554979.1|AEAL	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC109414933|XP_019544328.2|AEAL	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC109414931|XP_029716185.1|AEAL	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC115267344|XP_029730126.1|AEAL	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC109411175|XP_019540195.1|AEAL	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC109411176|XP_019540196.2|AEAL	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL	LOC115621979|XP_030371691.1|SLEB
OG0006531	LOC109417098|XP_019546769.1|AEAL	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	LOC109414776|XP_029730129.1|AEAL	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC109416364|XP_029730172.1|AEAL	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC109406630|XP_029723423.1|AEAL	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC109423597|XP_019554121.2|AEAL	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC109423534|XP_019554063.2|AEAL	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC109402401|XP_019530611.2|AEAL	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC109423542|XP_019554071.2|AEAL	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC115622753|XP_030372667.1|SLEB
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC115621123|XP_030370529.1|SLEB
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC115621147|XP_030370563.1|SLEB
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC115625152|XP_030375937.1|SLEB
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC109405222|XP_029720374.1|AEAL	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC109406962|XP_019535516.1|AEAL	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC109405232|XP_019533811.2|AEAL	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC109409650|XP_019538649.1|AEAL	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC109409657|XP_019538667.2|AEAL	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC109409656|XP_019538666.2|AEAL	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC109409693|XP_029726019.1|AEAL	LOC115631092|XP_030383603.1|SLEB
OG0006596	LOC109409697|XP_019538717.2|AEAL	LOC115625815|XP_030376865.1|SLEB
OG0006597	LOC109409699|XP_029726031.1|AEAL	LOC115632215|XP_030385132.1|SLEB
OG0006598	LOC109411446|XP_029726032.1|AEAL	LOC115631999|XP_030384788.1|SLEB
OG0006599	LOC109411461|XP_019540530.2|AEAL	LOC115623178|XP_030373258.1|SLEB
