Orthogroup	AEAL.longest_only	DMIR.longest_only
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC108154192|XP_017139896.1|DMIR
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC108154787|XP_033245933.1|DMIR
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC108154231|XP_017139947.1|DMIR
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC108155100|XP_017141217.1|DMIR
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC108155605|XP_017142017.1|DMIR
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC108164672|XP_017156013.1|DMIR
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC108159417|XP_017148167.1|DMIR
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC108155603|XP_017142014.1|DMIR
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC108154001|XP_033244378.1|DMIR
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC108155812|XP_017142382.1|DMIR
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC108157413|XP_017144953.1|DMIR
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC108162237|XP_017152362.1|DMIR
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC108157246|XP_017144706.1|DMIR
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC108156960|XP_033245233.1|DMIR
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC108156640|XP_017143727.1|DMIR
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC108155449|XP_017141754.1|DMIR
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC108156955|XP_017144220.1|DMIR
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC108154830|XP_017140722.1|DMIR
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC108157249|XP_033244650.1|DMIR
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC108154005|XP_033246059.1|DMIR
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC108156099|XP_017142877.1|DMIR
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC108156173|XP_017142992.1|DMIR
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC108156172|XP_017142991.1|DMIR
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC108153268|XP_017138625.1|DMIR
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC108154932|XP_017140908.1|DMIR
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC108156735|XP_017143883.1|DMIR
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC108157131|XP_017144520.1|DMIR
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC108157473|XP_017145041.1|DMIR
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC108156746|XP_033244962.1|DMIR
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC108155770|XP_017142311.1|DMIR
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC108155168|XP_017141323.1|DMIR
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC108156536|XP_017143533.1|DMIR
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC108155163|XP_033245530.1|DMIR
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC108162091|XP_017152143.1|DMIR
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC108156366|XP_017143259.1|DMIR
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC108157320|XP_017144824.1|DMIR
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC108155089|XP_017141200.1|DMIR
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC108155174|XP_033245681.1|DMIR
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC108161811|XP_017151659.1|DMIR
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC108162124|XP_017152188.1|DMIR
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC108155308|XP_017141515.1|DMIR
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC108155304|XP_017141509.1|DMIR
OG0006588	LOC109405222|XP_029720374.1|AEAL	LOC108156543|XP_017143548.1|DMIR
OG0006589	LOC109406962|XP_019535516.1|AEAL	LOC108155430|XP_017141729.1|DMIR
OG0006590	LOC109405232|XP_019533811.2|AEAL	LOC108155428|XP_017141726.1|DMIR
OG0006591	LOC109409650|XP_019538649.1|AEAL	LOC108151490|XP_017135619.1|DMIR
OG0006592	LOC109409657|XP_019538667.2|AEAL	LOC108156773|XP_017143929.1|DMIR
OG0006593	LOC109409656|XP_019538666.2|AEAL	LOC108156772|XP_017143928.1|DMIR
OG0006594	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL	LOC108151848|XP_017136223.1|DMIR
OG0006595	LOC109409693|XP_029726019.1|AEAL	LOC108160291|XP_017149673.1|DMIR
OG0006596	LOC109409697|XP_019538717.2|AEAL	LOC108160106|XP_017149385.1|DMIR, LOC117189995|XP_033250972.1|DMIR, LOC117185747|XP_033250971.1|DMIR
OG0006597	LOC109409699|XP_029726031.1|AEAL	LOC108151805|XP_017136147.1|DMIR
OG0006598	LOC109411446|XP_029726032.1|AEAL	LOC108161334|XP_017151061.2|DMIR
OG0006599	LOC109411461|XP_019540530.2|AEAL	LOC108151743|XP_017136054.1|DMIR
OG0006600	LOC109411457|XP_029726036.1|AEAL	LOC108152449|XP_017137292.1|DMIR
OG0006601	LOC109409719|XP_019538755.2|AEAL	LOC108152377|XP_017137158.1|DMIR
OG0006602	LOC109411487|XP_019540554.1|AEAL	LOC108152378|XP_017137159.1|DMIR
OG0006603	LOC109409721|XP_019538757.2|AEAL	LOC108152375|XP_017137154.1|DMIR
OG0006604	LOC109412811|XP_019541967.2|AEAL	LOC108152963|XP_017138155.1|DMIR
OG0006605	LOC109409726|XP_019538765.2|AEAL	LOC108165144|XP_017156699.1|DMIR
OG0006606	LOC109412806|XP_029725264.1|AEAL	LOC108151698|XP_017135942.1|DMIR
OG0006607	LOC109409728|XP_029726061.1|AEAL	LOC108152134|XP_017136719.1|DMIR
OG0006608	LOC109409731|XP_019538772.1|AEAL	LOC108156767|XP_017143921.1|DMIR
OG0006609	LOC109404752|XP_019533226.2|AEAL	LOC108156953|XP_017144217.1|DMIR
OG0006610	LOC109404750|XP_029726137.1|AEAL	LOC108152196|XP_017136838.1|DMIR
OG0006611	LOC109621275|XP_029726148.1|AEAL	LOC108153320|XP_033243086.1|DMIR
OG0006612	LOC109404761|XP_019533243.3|AEAL	LOC108153323|XP_017138727.1|DMIR
OG0006613	LOC109404762|XP_019533244.1|AEAL	LOC108153215|XP_017138526.1|DMIR
OG0006614	LOC109621685|XP_019931364.2|AEAL	LOC108153534|XP_017139086.1|DMIR
OG0006615	LOC109404759|XP_029726154.1|AEAL	LOC108153583|XP_017139152.1|DMIR
OG0006616	LOC109420434|XP_019550318.2|AEAL	LOC108152519|XP_017137405.1|DMIR
OG0006617	LOC109420436|XP_019550320.2|AEAL	LOC108151449|XP_017135553.1|DMIR
OG0006618	LOC109621706|XP_019931399.2|AEAL	LOC108152246|XP_017136940.1|DMIR
OG0006619	LOC109621717|XP_019931415.2|AEAL	LOC108151563|XP_017135727.1|DMIR
OG0006620	LOC109621709|XP_029726173.1|AEAL	LOC108151560|XP_017135719.1|DMIR
OG0006621	LOC109621712|XP_019931408.1|AEAL	LOC108152635|XP_017137604.1|DMIR
OG0006622	LOC109621272|XP_029726180.1|AEAL	LOC108151955|XP_017136382.1|DMIR
OG0006623	LOC109401226|XP_019529232.3|AEAL, LOC109621887|XP_019931639.2|AEAL	LOC108152527|XP_017137416.1|DMIR
OG0006624	LOC109407816|XP_029726196.1|AEAL	LOC108158753|XP_017146854.1|DMIR, LOC117189880|XP_033250852.1|DMIR
OG0006625	LOC109407819|XP_029726197.1|AEAL	LOC117189887|XP_033250858.1|DMIR, LOC108158760|XP_017146863.1|DMIR
OG0006626	LOC109410006|XP_019539094.2|AEAL	LOC108158705|XP_017146733.1|DMIR
OG0006627	LOC109407813|XP_019536520.1|AEAL	LOC108158849|XP_017147061.1|DMIR
OG0006628	LOC109409972|XP_029726199.1|AEAL	LOC108158688|XP_017146710.1|DMIR
OG0006629	LOC109407726|XP_029726227.1|AEAL	LOC108159328|XP_017148012.1|DMIR
OG0006630	LOC109409659|XP_029726233.1|AEAL	LOC108158294|XP_017146022.1|DMIR
OG0006631	LOC109622566|XP_019932522.1|AEAL	LOC108152334|XP_017137081.1|DMIR
OG0006632	LOC109621284|XP_019932517.2|AEAL	LOC108158405|XP_017146160.1|DMIR
OG0006633	LOC109409553|XP_019538538.1|AEAL	LOC108151919|XP_017136325.1|DMIR
OG0006634	LOC109409503|XP_019538502.2|AEAL	LOC108162102|XP_017152152.1|DMIR
OG0006635	LOC109409482|XP_029726252.1|AEAL	LOC108162676|XP_017153007.1|DMIR
OG0006636	LOC109622522|XP_029726289.1|AEAL, LOC115254041|XP_029716650.1|AEAL	LOC108164740|XP_017156122.1|DMIR
OG0006637	LOC109408903|XP_019537826.3|AEAL, LOC109622401|XP_019932252.2|AEAL	LOC108152009|XP_017136474.1|DMIR
OG0006638	LOC109622503|XP_019932422.2|AEAL	LOC108158836|XP_017147045.1|DMIR
OG0006639	LOC109408749|XP_029726332.1|AEAL	LOC108158832|XP_033247952.1|DMIR
OG0006640	LOC109408472|XP_019537357.2|AEAL	LOC108158191|XP_017145899.1|DMIR
OG0006641	LOC109408373|XP_029726362.1|AEAL	LOC108158960|XP_017147280.1|DMIR, LOC117192561|XP_033253157.1|DMIR
OG0006642	LOC109408343|XP_019537185.2|AEAL	LOC108158662|XP_033246361.1|DMIR
OG0006643	LOC109423566|XP_029727573.1|AEAL	LOC117189836|XP_033250791.1|DMIR, LOC108160479|XP_017149988.1|DMIR
OG0006644	LOC109423363|XP_019553889.2|AEAL	LOC108152331|XP_017137070.1|DMIR
OG0006645	LOC109423353|XP_029726405.1|AEAL	LOC108162171|XP_017152253.2|DMIR
OG0006646	LOC109423349|XP_019553848.2|AEAL	LOC108159015|XP_017147379.1|DMIR, LOC117192392|XP_033252960.1|DMIR
OG0006647	LOC109423331|XP_029726434.1|AEAL	LOC117190212|XP_033251157.1|DMIR, LOC108159927|XP_017149061.1|DMIR
OG0006648	LOC109423313|XP_019553791.2|AEAL	LOC108153687|XP_017139299.1|DMIR
OG0006649	LOC109423304|XP_019553777.2|AEAL	LOC108159201|XP_017147760.1|DMIR
OG0006650	LOC109423294|XP_029726465.1|AEAL	LOC108160374|XP_017149836.1|DMIR
OG0006651	LOC109623134|XP_019933174.2|AEAL	LOC108152062|XP_017136561.1|DMIR
OG0006652	LOC109623133|XP_029726482.1|AEAL	LOC108153264|XP_017138616.1|DMIR
OG0006653	LOC109623115|XP_019933144.2|AEAL	LOC108151662|XP_017135872.1|DMIR
OG0006654	LOC109623112|XP_019933140.2|AEAL	LOC108152025|XP_017136495.1|DMIR
OG0006655	LOC109623109|XP_029726510.1|AEAL	LOC108150956|XP_017134779.1|DMIR
OG0006656	LOC109399285|XP_029726528.1|AEAL	LOC108152166|XP_017136775.1|DMIR
OG0006657	LOC109429045|XP_019560424.2|AEAL	LOC108158846|XP_017147056.1|DMIR
OG0006658	LOC109399201|XP_019527184.2|AEAL	LOC108152978|XP_017138194.1|DMIR
OG0006659	LOC109413973|XP_019543251.2|AEAL	LOC108153526|XP_017139075.1|DMIR
OG0006660	LOC109413972|XP_019543250.2|AEAL	LOC108153658|XP_017139255.1|DMIR
OG0006661	LOC109413961|XP_029726581.1|AEAL	LOC108152060|XP_017136558.1|DMIR
OG0006662	LOC109413993|XP_019543265.1|AEAL	LOC108162833|XP_017153254.1|DMIR
OG0006663	LOC109413955|XP_019543229.2|AEAL	LOC108153568|XP_017139134.1|DMIR
OG0006664	LOC109414823|XP_019544205.1|AEAL	LOC108155400|XP_017141686.1|DMIR
OG0006665	LOC109418057|XP_029726649.1|AEAL	LOC108153190|XP_017138496.1|DMIR
OG0006666	LOC109418079|XP_019547797.2|AEAL	LOC108158621|XP_017146585.1|DMIR
OG0006667	LOC109418087|XP_019547806.2|AEAL	LOC108152036|XP_017136518.1|DMIR
OG0006668	LOC109418113|XP_019547847.2|AEAL	LOC108160987|XP_017150780.1|DMIR
OG0006669	LOC109418041|XP_019547749.2|AEAL	LOC108153650|XP_017139245.1|DMIR
OG0006670	LOC109418122|XP_019547855.1|AEAL	LOC108152087|XP_017136616.1|DMIR
OG0006671	LOC109418123|XP_029726759.1|AEAL	LOC108152086|XP_017136612.1|DMIR
OG0006672	LOC109418124|XP_019547860.2|AEAL	LOC108165481|XP_017157022.1|DMIR
OG0006673	LOC109418127|XP_029726771.1|AEAL	LOC108151067|XP_017134935.1|DMIR
OG0006674	LOC109412821|XP_019541981.1|AEAL	LOC108153535|XP_017139089.1|DMIR
OG0006675	LOC109418133|XP_019547880.2|AEAL	LOC108152686|XP_017137678.1|DMIR
OG0006676	LOC109407773|XP_029726699.1|AEAL, LOC109418921|XP_029728014.1|AEAL	LOC108150916|XP_017134733.1|DMIR
OG0006677	LOC109418923|XP_029726696.1|AEAL	LOC108152004|XP_017136464.1|DMIR
OG0006678	LOC109418901|XP_019548671.1|AEAL	LOC108151660|XP_017135870.1|DMIR
OG0006679	LOC109407764|XP_019536485.2|AEAL	LOC108152997|XP_017138224.1|DMIR
OG0006680	LOC109418934|XP_029729316.1|AEAL	LOC108157620|XP_017145245.1|DMIR
OG0006681	LOC109418893|XP_029729313.1|AEAL	LOC108152084|XP_017136610.1|DMIR
OG0006682	LOC109418941|XP_029733610.1|AEAL	LOC108152672|XP_017137657.1|DMIR
OG0006683	LOC109418945|XP_019548710.2|AEAL	LOC108153751|XP_017139370.1|DMIR
OG0006684	LOC109418946|XP_029733600.1|AEAL	LOC108152003|XP_033242571.1|DMIR
OG0006685	LOC109418950|XP_019548714.2|AEAL	LOC117192576|XP_033253186.1|DMIR, LOC108158495|XP_017146295.1|DMIR
OG0006686	LOC109397694|XP_029709772.1|AEAL, LOC109418956|XP_029733581.1|AEAL	LOC108152217|XP_017136882.1|DMIR
OG0006687	LOC109418968|XP_029709781.1|AEAL, LOC115269210|XP_029733574.1|AEAL	LOC108165056|XP_017156588.1|DMIR
OG0006688	LOC109418982|XP_029709792.1|AEAL, LOC109397934|XP_019525823.2|AEAL	LOC108153398|XP_017138877.1|DMIR
OG0006689	LOC109398060|XP_029709855.1|AEAL, LOC115269207|XP_029733541.1|AEAL	LOC108165575|XP_017157137.1|DMIR
OG0006690	LOC109419676|XP_029725896.1|AEAL, LOC109411810|XP_029725930.1|AEAL	LOC108156497|XP_017143480.1|DMIR
OG0006691	LOC109410020|XP_019539104.2|AEAL, LOC109419668|XP_019549448.2|AEAL	LOC108151124|XP_017135033.1|DMIR
OG0006692	LOC109410015|XP_019539100.1|AEAL	LOC108151918|XP_017136324.1|DMIR
OG0006693	LOC109410014|XP_029725869.1|AEAL	LOC108152861|XP_017137975.1|DMIR
OG0006694	LOC109419650|XP_029725849.1|AEAL, LOC115258167|XP_029714078.1|AEAL	LOC108159550|XP_017148448.1|DMIR
OG0006695	LOC109409989|XP_029725834.1|AEAL, LOC109420204|XP_029718026.1|AEAL	LOC108151864|XP_017136242.1|DMIR
OG0006696	LOC109410047|XP_029718038.1|AEAL, LOC115265339|XP_029725832.1|AEAL	LOC108162130|XP_017152199.1|DMIR
OG0006697	LOC109420220|XP_019550093.2|AEAL	LOC108152948|XP_017138131.1|DMIR
OG0006698	LOC109420222|XP_019550099.1|AEAL	LOC108151670|XP_017135897.1|DMIR
OG0006699	LOC115265132|XP_029725232.1|AEAL	LOC108153486|XP_017139015.1|DMIR
OG0006700	LOC109420248|XP_019550132.2|AEAL	LOC108152112|XP_017136677.1|DMIR
OG0006701	LOC109397364|XP_029725768.1|AEAL, LOC115265326|XP_029725749.1|AEAL	LOC108160445|XP_017149944.1|DMIR
OG0006702	LOC109416474|XP_029725681.1|AEAL	LOC108153234|XP_017138560.1|DMIR
OG0006703	LOC109402595|XP_019530841.2|AEAL	LOC108152102|XP_017136641.1|DMIR
OG0006704	LOC109402582|XP_029725707.1|AEAL	LOC108152103|XP_017136643.1|DMIR
OG0006705	LOC109417070|XP_029725724.1|AEAL, LOC115265322|XP_029725737.1|AEAL	LOC117185835|XP_033254220.1|DMIR, LOC108160482|XP_017149991.1|DMIR
OG0006706	LOC109406407|XP_019535042.2|AEAL, LOC109417067|XP_019546731.1|AEAL	LOC108160331|XP_017149751.1|DMIR
OG0006707	LOC109415735|XP_019545207.2|AEAL	LOC108158679|XP_017146698.1|DMIR
OG0006708	LOC109416978|XP_019546641.2|AEAL	LOC108152639|XP_017137618.1|DMIR
OG0006709	LOC109415747|XP_019545233.2|AEAL	LOC108153233|XP_017138559.1|DMIR
OG0006710	LOC109427318|XP_029727497.1|AEAL, LOC109406563|XP_029727498.1|AEAL	LOC108151697|XP_033244003.1|DMIR
OG0006711	LOC115265677|XP_029727496.1|AEAL, LOC115265291|XP_029725638.1|AEAL	LOC108151696|XP_017135938.1|DMIR
OG0006712	LOC109406566|XP_029725592.1|AEAL	LOC108151704|XP_017135951.1|DMIR
OG0006713	LOC109427130|XP_019558235.1|AEAL	LOC108153121|XP_017138398.1|DMIR
OG0006714	LOC109406571|XP_019535219.2|AEAL	LOC108153119|XP_017138397.1|DMIR
OG0006715	LOC109426577|XP_019557655.2|AEAL	LOC108151699|XP_017135943.1|DMIR
OG0006716	LOC109426576|XP_019557654.2|AEAL	LOC108161986|XP_017151941.1|DMIR
OG0006717	LOC109426581|XP_019557660.2|AEAL	LOC108151335|XP_017135377.1|DMIR
OG0006718	LOC109426587|XP_019557664.2|AEAL	LOC108151339|XP_017135384.1|DMIR
OG0006719	LOC109426590|XP_019557667.2|AEAL	LOC108152241|XP_017136925.1|DMIR
OG0006720	LOC109426645|XP_019557715.2|AEAL	LOC108151591|XP_017135759.1|DMIR
OG0006721	LOC109426651|XP_019557720.2|AEAL	LOC108152906|XP_017138043.1|DMIR
OG0006722	LOC109426652|XP_019557721.2|AEAL	LOC108152891|XP_017138019.1|DMIR
OG0006723	LOC109417799|XP_019547515.2|AEAL, LOC109426757|XP_019557837.2|AEAL	LOC108162154|XP_017152221.1|DMIR
OG0006724	LOC109417807|XP_019547525.1|AEAL	LOC108154774|XP_017140648.1|DMIR
OG0006725	LOC109426766|XP_019557848.2|AEAL	LOC108154775|XP_017140649.1|DMIR
OG0006726	LOC109417810|XP_019547527.1|AEAL	LOC108155044|XP_017141106.1|DMIR
OG0006727	LOC109426769|XP_029725484.1|AEAL	LOC108154769|XP_017140640.1|DMIR
OG0006728	LOC109417877|XP_019547614.2|AEAL	LOC108154947|XP_017140933.1|DMIR
OG0006729	LOC109417952|XP_029725395.1|AEAL, LOC109426840|XP_029725385.1|AEAL	LOC117185800|XP_033246578.1|DMIR, LOC108159623|XP_017148566.2|DMIR
OG0006730	LOC109417953|XP_029725394.1|AEAL	LOC117187825|XP_033246576.1|DMIR, LOC108159619|XP_017148563.2|DMIR
OG0006731	LOC109426848|XP_019557945.2|AEAL	LOC108162113|XP_017152173.1|DMIR
OG0006732	LOC109417971|XP_019547661.1|AEAL	LOC108165446|XP_033243206.1|DMIR
OG0006734	LOC109417987|XP_029732378.1|AEAL, LOC109621925|XP_029732388.1|AEAL	LOC108152293|XP_017137004.1|DMIR
OG0006735	LOC109621927|XP_019931679.2|AEAL, LOC109417988|XP_029732381.1|AEAL	LOC108152461|XP_033242241.1|DMIR
OG0006736	LOC109406031|XP_019534640.1|AEAL	LOC108151069|XP_017134937.1|DMIR
OG0006737	LOC109406022|XP_019534625.2|AEAL	LOC108153466|XP_017138985.1|DMIR
OG0006738	LOC109408519|XP_019537423.1|AEAL	LOC108159139|XP_017147623.1|DMIR
OG0006739	LOC109406020|XP_019534623.1|AEAL	LOC108152542|XP_017137442.1|DMIR
OG0006740	LOC109408702|XP_019537645.1|AEAL	LOC108152390|XP_017137177.1|DMIR
OG0006741	LOC109408893|XP_029732439.1|AEAL	LOC108152389|XP_017137176.1|DMIR
OG0006742	LOC109412849|XP_029732449.1|AEAL	LOC108154130|XP_033245839.1|DMIR
OG0006743	LOC109409609|XP_029732365.1|AEAL	LOC108163765|XP_017154729.1|DMIR
OG0006744	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL	LOC108152862|XP_017137978.1|DMIR
OG0006745	LOC109407965|XP_029735102.1|AEAL	LOC108156026|XP_017142765.1|DMIR
OG0006746	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL	LOC108151101|XP_017134985.1|DMIR
OG0006747	LOC109403618|XP_019531984.2|AEAL	LOC108165482|XP_017157024.1|DMIR
OG0006748	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL	LOC108152074|XP_017136588.1|DMIR
OG0006749	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL	LOC108152552|XP_017137455.1|DMIR
OG0006750	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL	LOC108153584|XP_017139156.1|DMIR
OG0006752	LOC109413518|XP_019542749.2|AEAL	LOC108153462|XP_017138980.1|DMIR
OG0006753	LOC109413521|XP_019542750.2|AEAL	LOC108152777|XP_017137846.1|DMIR
OG0006754	LOC109410795|XP_029735170.1|AEAL	LOC108151531|XP_017135673.1|DMIR
OG0006755	LOC109410785|XP_019539860.1|AEAL	LOC108152028|XP_017136499.1|DMIR
OG0006756	LOC109413486|XP_019542712.2|AEAL	LOC108151934|XP_017136348.1|DMIR
OG0006757	LOC109413527|XP_019542753.1|AEAL	LOC108151942|XP_017136362.1|DMIR
OG0006758	LOC109410780|XP_019539858.2|AEAL	LOC108152154|XP_017136762.1|DMIR
OG0006759	LOC109413489|XP_019542715.2|AEAL	LOC108152153|XP_017136758.1|DMIR
OG0006760	LOC109410775|XP_029735040.1|AEAL	LOC108152730|XP_017137759.1|DMIR
OG0006761	LOC109404944|XP_019533443.1|AEAL	LOC108155139|XP_017141281.1|DMIR
OG0006762	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL	LOC108163851|XP_017154858.1|DMIR
OG0006763	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL	LOC108159210|XP_017147776.1|DMIR
OG0006764	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL	LOC117185717|XP_033247579.1|DMIR
OG0006765	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL	LOC108159209|XP_017147775.1|DMIR, LOC117193183|XP_033253818.1|DMIR
OG0006766	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL	LOC108151451|XP_017135558.1|DMIR
OG0006767	LOC109400752|XP_019528794.2|AEAL	LOC108152315|XP_017137037.1|DMIR
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC108152307|XP_017137024.1|DMIR
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC108153196|XP_017138502.1|DMIR
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC108152884|XP_017138012.1|DMIR
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC108162943|XP_017153460.1|DMIR
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC108159127|XP_017147606.1|DMIR
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC108151507|XP_017135641.1|DMIR
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC108151443|XP_017135542.1|DMIR
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC108152038|XP_017136525.1|DMIR
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC108152776|XP_017137845.1|DMIR
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC108152042|XP_017136530.2|DMIR
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC108153152|XP_017138443.1|DMIR
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC108153006|XP_017138239.1|DMIR
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC108151602|XP_017135777.1|DMIR
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC108151476|XP_017135597.1|DMIR
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC108153018|XP_033243768.1|DMIR
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC108158880|XP_017147130.1|DMIR
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC108152427|XP_033242608.1|DMIR
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC108160026|XP_017149253.1|DMIR
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC108152069|XP_017136580.1|DMIR
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC108152072|XP_017136585.1|DMIR
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC108161746|XP_017151569.2|DMIR
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC108163787|XP_017154758.1|DMIR
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC108152894|XP_017138023.1|DMIR
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC108152983|XP_033242624.1|DMIR
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC108152531|XP_017137425.1|DMIR
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC108159936|XP_017149077.1|DMIR
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC108153115|XP_017138391.1|DMIR
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC108153065|XP_017138334.1|DMIR
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC108163737|XP_017154685.2|DMIR
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC108165406|XP_017156933.1|DMIR
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC108151593|XP_017135761.1|DMIR
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC108151515|XP_017135650.1|DMIR
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC108153903|XP_017139492.1|DMIR
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC108160527|XP_017150074.1|DMIR
OG0006803	LOC109430809|XP_029722130.1|AEAL	LOC117194092|XP_033254625.1|DMIR, LOC108158900|XP_033248081.1|DMIR
OG0006804	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL	LOC108153230|XP_017138552.1|DMIR
