Orthogroup	AEAL.longest_only	DGUA.longest_only
OG0006740	LOC109408702|XP_019537645.1|AEAL	LOC117589168|XP_034136768.1|DGUA
OG0006741	LOC109408893|XP_029732439.1|AEAL	LOC117589167|XP_034136765.1|DGUA
OG0006742	LOC109412849|XP_029732449.1|AEAL	LOC117585532|XP_034130940.1|DGUA
OG0006743	LOC109409609|XP_029732365.1|AEAL	LOC117584147|XP_034128798.1|DGUA
OG0006744	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL	LOC117589353|XP_034137129.1|DGUA
OG0006745	LOC109407965|XP_029735102.1|AEAL	LOC117586171|XP_034131972.1|DGUA
OG0006746	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL	LOC117589326|XP_034137063.1|DGUA
OG0006747	LOC109403618|XP_019531984.2|AEAL	LOC117589195|XP_034136812.1|DGUA
OG0006748	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL	LOC117590804|XP_034139661.1|DGUA
OG0006749	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL	LOC117587099|XP_034133470.1|DGUA
OG0006750	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL	LOC117581326|XP_034124326.1|DGUA
OG0006752	LOC109413518|XP_019542749.2|AEAL	LOC117587377|XP_034133918.1|DGUA
OG0006753	LOC109413521|XP_019542750.2|AEAL	LOC117587260|XP_034133725.1|DGUA
OG0006754	LOC109410795|XP_029735170.1|AEAL	LOC117588995|XP_034136492.1|DGUA
OG0006755	LOC109410785|XP_019539860.1|AEAL	LOC117588899|XP_034136339.1|DGUA
OG0006756	LOC109413486|XP_019542712.2|AEAL	LOC117587413|XP_034133962.1|DGUA
OG0006757	LOC109413527|XP_019542753.1|AEAL	LOC117587434|XP_034134002.1|DGUA
OG0006758	LOC109410780|XP_019539858.2|AEAL	LOC117589128|XP_034136704.1|DGUA
OG0006759	LOC109413489|XP_019542715.2|AEAL	LOC117589112|XP_034136679.1|DGUA
OG0006760	LOC109410775|XP_029735040.1|AEAL	LOC117579240|XP_034120913.1|DGUA
OG0006761	LOC109404944|XP_019533443.1|AEAL	LOC117585684|XP_034131189.1|DGUA
OG0006762	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL	LOC117580795|XP_034123381.1|DGUA
OG0006763	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL	LOC117587935|XP_034134821.1|DGUA
OG0006764	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL	LOC117591761|XP_034140967.1|DGUA
OG0006765	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL	LOC117585321|XP_034130652.1|DGUA
OG0006766	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL	LOC117587088|XP_034133446.1|DGUA
OG0006767	LOC109400752|XP_019528794.2|AEAL	LOC117586857|XP_034133044.1|DGUA
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC117586845|XP_034133028.1|DGUA
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC117586850|XP_034133035.1|DGUA
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC117580427|XP_034122873.1|DGUA
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC117591414|XP_034140559.1|DGUA
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC117591559|XP_034140759.1|DGUA
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC117579831|XP_034121815.1|DGUA
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC117580139|XP_034122327.1|DGUA
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC117587252|XP_034133716.1|DGUA
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC117587256|XP_034133720.1|DGUA
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC117587262|XP_034133727.1|DGUA
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC117589159|XP_034136753.1|DGUA
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC117587392|XP_034133936.1|DGUA
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC117579440|XP_034121218.1|DGUA
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC117580225|XP_034122530.1|DGUA
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC117580167|XP_034122379.1|DGUA
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC117591811|XP_034141012.1|DGUA
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC117579326|XP_034121032.1|DGUA
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC117585557|XP_034130975.1|DGUA
OG0006786	LOC109425710|XP_019556572.2|AEAL	LOC117582056|XP_034125498.1|DGUA
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC117580078|XP_034122214.1|DGUA
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC117580087|XP_034122231.1|DGUA
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC117590302|XP_034138680.1|DGUA
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC117584230|XP_034128903.1|DGUA
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC117580144|XP_034122340.1|DGUA
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC117580029|XP_034122147.1|DGUA
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC117580019|XP_034122130.1|DGUA
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC117578488|XP_034119912.1|DGUA
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC117587244|XP_034133707.1|DGUA
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC117589175|XP_034136785.1|DGUA
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC117584506|XP_034129332.1|DGUA
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC117579874|XP_034121885.1|DGUA
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC117580100|XP_034122253.1|DGUA
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC117580092|XP_034122235.1|DGUA
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC117590311|XP_034138689.1|DGUA
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC117587817|XP_034134669.1|DGUA
OG0006803	LOC109430809|XP_029722130.1|AEAL	LOC117583121|XP_034127206.1|DGUA
OG0006804	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL	LOC117589378|XP_034137181.1|DGUA
OG0006805	LOC109430832|XP_029722021.1|AEAL	LOC117578741|XP_034120297.1|DGUA
OG0006806	LOC109430889|XP_029721983.1|AEAL	LOC117589097|XP_034136631.1|DGUA
OG0006807	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL	LOC117579358|XP_034121082.1|DGUA
OG0006808	LOC109430916|XP_029721936.1|AEAL	LOC117591055|XP_034140050.1|DGUA
OG0006809	LOC109431614|XP_019563392.2|AEAL	LOC117589148|XP_034136734.1|DGUA
OG0006810	LOC109430917|XP_029730393.1|AEAL	LOC117587452|XP_034134064.1|DGUA
OG0006811	LOC109431620|XP_019563396.2|AEAL	LOC117585277|XP_034130591.1|DGUA
OG0006812	LOC109431672|XP_019563471.1|AEAL	LOC117589208|XP_034136838.1|DGUA
OG0006813	LOC109430952|XP_019562613.1|AEAL	LOC117589949|XP_034138132.1|DGUA
OG0006814	LOC109398023|XP_019525915.2|AEAL	LOC117579167|XP_034120819.1|DGUA
OG0006815	LOC109398004|XP_029730630.1|AEAL	LOC117589015|XP_034136529.1|DGUA
OG0006816	LOC109431646|XP_029730627.1|AEAL	LOC117588979|XP_034136459.1|DGUA
OG0006817	LOC109426268|XP_019557285.2|AEAL	LOC117589152|XP_034136739.1|DGUA
OG0006818	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL	LOC117587242|XP_034133702.1|DGUA
OG0006819	LOC115267593|XP_029730546.1|AEAL	LOC117579884|XP_034121911.1|DGUA
OG0006820	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL	LOC117579359|XP_034121085.1|DGUA
OG0006821	LOC109399475|XP_019527464.2|AEAL	LOC117581759|XP_034125052.1|DGUA
OG0006823	LOC109398039|XP_019525939.1|AEAL	LOC117589226|XP_034136869.1|DGUA
OG0006824	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL	LOC117580229|XP_034122535.1|DGUA
OG0006826	LOC109404376|XP_029735658.1|AEAL	LOC117588864|XP_034136261.1|DGUA
OG0006827	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL	LOC117586501|XP_034132514.1|DGUA
OG0006828	LOC109403057|XP_029735842.1|AEAL	LOC117584242|XP_034128930.1|DGUA
OG0006829	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL	LOC117580428|XP_034122874.1|DGUA
OG0006830	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL	LOC117586909|XP_034133149.1|DGUA
OG0006831	LOC109401024|XP_019529052.2|AEAL	LOC117586922|XP_034133168.1|DGUA
OG0006832	LOC109420874|XP_019550915.1|AEAL	LOC117579992|XP_034122078.1|DGUA
OG0006833	LOC109401001|XP_029735958.1|AEAL	LOC117586809|XP_034132973.1|DGUA
OG0006834	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL	LOC117583068|XP_034127132.1|DGUA
OG0006835	LOC109428639|XP_029735980.1|AEAL	LOC117589310|XP_034136999.1|DGUA
OG0006836	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL	LOC117580362|XP_034122783.1|DGUA
OG0006837	LOC109428652|XP_019560000.2|AEAL	LOC117579404|XP_034121174.1|DGUA
OG0006838	LOC109428654|XP_019560004.1|AEAL	LOC117580394|XP_034122825.1|DGUA
OG0006839	LOC109428657|XP_029735997.1|AEAL	LOC117579441|XP_034121220.1|DGUA
OG0006840	LOC109424281|XP_029735631.1|AEAL	LOC117584141|XP_034128789.1|DGUA
OG0006841	LOC115270167|XP_029735265.1|AEAL	LOC117580580|XP_034123076.1|DGUA
OG0006842	LOC109424254|XP_029735308.1|AEAL	LOC117587194|XP_034133629.1|DGUA
OG0006843	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL	LOC117591497|XP_034140680.1|DGUA
OG0006844	LOC109423860|XP_019554442.2|AEAL	LOC117589606|XP_034137572.1|DGUA
OG0006846	LOC109423766|XP_029735507.1|AEAL	LOC117589233|XP_034136882.1|DGUA
OG0006847	LOC109430633|XP_019562270.2|AEAL	LOC117589024|XP_034136544.1|DGUA
OG0006848	LOC109423744|XP_029735561.1|AEAL	LOC117591014|XP_034139995.1|DGUA
OG0006849	LOC109423720|XP_019554251.2|AEAL	LOC117580207|XP_034122491.1|DGUA
OG0006850	LOC109423718|XP_019554249.1|AEAL	LOC117579985|XP_034122055.1|DGUA
OG0006851	LOC109423717|XP_019554247.2|AEAL	LOC117579988|XP_034122071.1|DGUA
OG0006852	LOC109408244|XP_029728725.1|AEAL	LOC117591836|XP_034141091.1|DGUA
OG0006853	LOC109411124|XP_019540123.2|AEAL	LOC117589214|XP_034136849.1|DGUA
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC117578810|XP_034120451.1|DGUA
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC117586892|XP_034133125.1|DGUA
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC117587498|XP_034134164.1|DGUA
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC117587009|XP_034133313.1|DGUA
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC117589268|XP_034136941.1|DGUA
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC117591548|XP_034140737.1|DGUA
OG0006860	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL	LOC117592353|XP_034141938.1|DGUA
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC117578722|XP_034120265.1|DGUA
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC117587172|XP_034133579.1|DGUA
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC117588567|XP_034135848.1|DGUA
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC117578426|XP_034119781.1|DGUA
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC117583289|XP_034127416.1|DGUA
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC117592078|XP_034141481.1|DGUA
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC117587029|XP_034133348.1|DGUA
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC117591950|XP_034141256.1|DGUA
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC117585652|XP_034131133.1|DGUA
OG0006870	LOC109417392|XP_029729008.1|AEAL	LOC117592348|XP_034141932.1|DGUA
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC117585854|XP_034131498.1|DGUA
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC117582045|XP_034125478.1|DGUA
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC117591174|XP_034140193.1|DGUA
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC117582454|XP_034126070.1|DGUA
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC117588230|XP_034135269.1|DGUA
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC117582556|XP_034126688.1|DGUA
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC117584533|XP_034129375.1|DGUA
OG0006881	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL	LOC117590894|XP_034139818.1|DGUA
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC117592352|XP_034141937.1|DGUA
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC117587913|XP_034134785.1|DGUA
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC117584259|XP_034128955.1|DGUA
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC117584033|XP_034128660.1|DGUA
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC117591498|XP_034140683.1|DGUA
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC117584290|XP_034129000.1|DGUA
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC117587917|XP_034134793.1|DGUA
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC117582063|XP_034125509.1|DGUA
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC117582180|XP_034125675.1|DGUA
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC117582440|XP_034126038.1|DGUA
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC117584440|XP_034129244.1|DGUA
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC117584439|XP_034129243.1|DGUA
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC117581496|XP_034124636.1|DGUA
OG0006896	LOC109622873|XP_019932883.1|AEAL	LOC117584527|XP_034129367.1|DGUA
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC117587932|XP_034134810.1|DGUA
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC117582048|XP_034125482.1|DGUA
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC117582155|XP_034125637.1|DGUA
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC117591428|XP_034140579.1|DGUA
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC117584340|XP_034129062.1|DGUA
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC117590375|XP_034138810.1|DGUA
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC117585845|XP_034131479.1|DGUA
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC117587722|XP_034134521.1|DGUA
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC117582268|XP_034125785.1|DGUA
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC117584595|XP_034129460.1|DGUA
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC117591531|XP_034140714.1|DGUA
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC117584487|XP_034129302.1|DGUA
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC117587529|XP_034134222.1|DGUA
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC117580678|XP_034123187.1|DGUA
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC117584628|XP_034129542.1|DGUA
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC117584023|XP_034128651.1|DGUA
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC117579676|XP_034121554.1|DGUA
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC117581755|XP_034125047.1|DGUA
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC117587799|XP_034134636.1|DGUA
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC117588009|XP_034134924.1|DGUA
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC117582064|XP_034125511.1|DGUA
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC117582598|XP_034126348.1|DGUA
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC117587684|XP_034134468.1|DGUA
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC117581718|XP_034124987.1|DGUA
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC117587603|XP_034134345.1|DGUA
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC117585569|XP_034130993.1|DGUA
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC117584156|XP_034128808.1|DGUA
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC117584200|XP_034128860.1|DGUA
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC117584202|XP_034128863.1|DGUA
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC117581965|XP_034125341.1|DGUA
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC117584719|XP_034129662.1|DGUA
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC117584503|XP_034129325.1|DGUA
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC117584796|XP_034129804.1|DGUA
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC117585859|XP_034131501.1|DGUA
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC117584559|XP_034129408.1|DGUA
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC117584432|XP_034129220.1|DGUA
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC117588114|XP_034135078.1|DGUA
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC117581473|XP_034124601.1|DGUA
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC117584270|XP_034128973.1|DGUA
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC117581680|XP_034124945.1|DGUA
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC117591834|XP_034141088.1|DGUA
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC117584705|XP_034129637.1|DGUA
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC117582110|XP_034125573.1|DGUA
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC117581904|XP_034125263.1|DGUA
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC117589702|XP_034137756.1|DGUA
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC117591533|XP_034140716.1|DGUA
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC117588161|XP_034135160.1|DGUA
OG0006949	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL	LOC117582315|XP_034125851.1|DGUA
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC117587592|XP_034134326.1|DGUA
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC117587962|XP_034134857.1|DGUA
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC117585768|XP_034131340.1|DGUA
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC117589438|XP_034137269.1|DGUA
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC117583998|XP_034128617.1|DGUA
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC117585331|XP_034130661.1|DGUA
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC117581702|XP_034124972.1|DGUA
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC117583893|XP_034128446.1|DGUA
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC117578421|XP_034119773.1|DGUA
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC117587056|XP_034133385.1|DGUA
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC117588121|XP_034135089.1|DGUA
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC117582138|XP_034125611.1|DGUA
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC117584575|XP_034129437.1|DGUA
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC117587523|XP_034134214.1|DGUA
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC117587902|XP_034134771.1|DGUA
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC117582053|XP_034125488.1|DGUA
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC117584383|XP_034129128.1|DGUA
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC117592191|XP_034141694.1|DGUA
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC117578512|XP_034119942.1|DGUA
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC117586935|XP_034133190.1|DGUA
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC117582822|XP_034126758.1|DGUA
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC117582079|XP_034125530.1|DGUA
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC117583964|XP_034128556.1|DGUA
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC117582215|XP_034125713.1|DGUA
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC117584142|XP_034128792.1|DGUA
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC117584676|XP_034129597.1|DGUA
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC117588014|XP_034134933.1|DGUA
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC117592652|XP_034142488.1|DGUA
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC117581891|XP_034125250.1|DGUA
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC117582635|XP_034126405.1|DGUA
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC117588026|XP_034134958.1|DGUA
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC117588050|XP_034134992.1|DGUA
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC117588020|XP_034134948.1|DGUA
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC117582487|XP_034126141.1|DGUA
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC117582109|XP_034125570.1|DGUA
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC117582328|XP_034125868.1|DGUA
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC117582028|XP_034125447.1|DGUA
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC117578455|XP_034119871.1|DGUA
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC117581992|XP_034125378.1|DGUA
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC117584001|XP_034128621.1|DGUA
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC117584114|XP_034128757.1|DGUA
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC117585455|XP_034130833.1|DGUA
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC117584261|XP_034128959.1|DGUA
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC117582007|XP_034125394.1|DGUA
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC117583913|XP_034128482.1|DGUA
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC117588201|XP_034135225.1|DGUA
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC117588205|XP_034135230.1|DGUA
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC117592430|XP_034142073.1|DGUA
OG0006998	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL	LOC117585550|XP_034130962.1|DGUA
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC117582111|XP_034125574.1|DGUA
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC117582631|XP_034126399.1|DGUA
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC117592600|XP_034142373.1|DGUA
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC117587637|XP_034134399.1|DGUA
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC117592440|XP_034142086.1|DGUA
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC117582489|XP_034126152.1|DGUA
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC117582228|XP_034125726.1|DGUA
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC117588129|XP_034135099.1|DGUA
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC117584017|XP_034128639.1|DGUA
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC117581951|XP_034125325.1|DGUA
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC117584510|XP_034129337.1|DGUA
