Orthogroup	AEAL.longest_only	AALB.longest_only
OG0008177	LOC109401305|XP_019529353.2|AEAL	LOC118467747|XP_035794450.1|AALB
OG0008178	LOC109401286|XP_019529323.2|AEAL	LOC118467741|XP_035794440.1|AALB
OG0008179	LOC109401287|XP_019529324.2|AEAL	LOC118463449|XP_035785926.1|AALB
OG0008180	LOC109401273|XP_019529300.2|AEAL	LOC118463921|XP_035786771.1|AALB
OG0008181	LOC109401317|XP_019529366.2|AEAL	LOC118463924|XP_035786775.1|AALB
OG0008183	LOC109427035|XP_029721150.1|AEAL	LOC118462766|XP_035784621.1|AALB
OG0008184	LOC109622601|XP_029721128.1|AEAL	LOC118465331|XP_035789369.1|AALB
OG0008188	LOC109424715|XP_019555418.1|AEAL	LOC118465082|XP_035788878.1|AALB
OG0008189	LOC109424687|XP_019555399.2|AEAL	LOC118466048|XP_035790779.1|AALB
OG0008190	LOC109421942|XP_019552123.2|AEAL	LOC118465112|XP_035788951.1|AALB
OG0008191	LOC109421934|XP_029720933.1|AEAL	LOC118462539|XP_035784198.1|AALB
OG0008192	LOC109432691|XP_029720937.1|AEAL	LOC118465366|XP_035789452.1|AALB
OG0008193	LOC109432718|XP_019564648.2|AEAL	LOC118467677|XP_035794340.1|AALB
OG0008194	LOC109428999|XP_019560385.1|AEAL	LOC118464006|XP_035786947.1|AALB
OG0008195	LOC109428909|XP_029708109.1|AEAL	LOC118465499|XP_035789697.1|AALB
OG0008196	LOC109428879|XP_019560262.2|AEAL	LOC118466897|XP_035792646.1|AALB
OG0008197	LOC109433666|XP_029731019.1|AEAL	LOC118464267|XP_035787405.1|AALB
OG0008198	LOC109432323|XP_019564207.1|AEAL	LOC118460270|XP_035780343.1|AALB
OG0008199	LOC109409845|XP_019538873.2|AEAL	LOC118467726|XP_035794423.1|AALB
OG0008200	LOC109397146|XP_019525031.2|AEAL	LOC118465850|XP_035790370.1|AALB
OG0008203	LOC109409921|XP_019538994.2|AEAL	LOC118467498|XP_035793942.1|AALB
OG0008204	LOC109399607|XP_019527639.2|AEAL	LOC118463203|XP_035785539.1|AALB
OG0008205	LOC109399568|XP_019527625.2|AEAL	LOC118465080|XP_035788876.1|AALB
OG0008206	LOC115267848|XP_029731222.1|AEAL	LOC118465353|XP_035789417.1|AALB
OG0008207	LOC109401835|XP_019530015.2|AEAL	LOC118463177|XP_035785477.1|AALB
OG0008208	LOC115256002|XP_029710086.1|AEAL	LOC118463459|XP_035785942.1|AALB
OG0008209	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL	LOC118463462|XP_035785944.1|AALB
OG0008210	LOC109402159|XP_019530333.1|AEAL	LOC118465167|XP_035789020.1|AALB
OG0008211	LOC109403560|XP_029731448.1|AEAL	LOC118465037|XP_035788796.1|AALB
OG0008212	LOC109431574|XP_019563355.1|AEAL	LOC118466461|XP_035791711.1|AALB
OG0008213	LOC109622241|XP_029731486.1|AEAL	LOC118467619|XP_035794221.1|AALB
OG0008214	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL	LOC118467019|XP_035792861.1|AALB
OG0008215	LOC109403168|XP_019531456.2|AEAL	LOC118467280|XP_035793476.1|AALB
OG0008216	LOC109622177|XP_019931961.2|AEAL	LOC118467309|XP_035793530.1|AALB
OG0008217	LOC109410612|XP_029731608.1|AEAL	LOC118462719|XP_035784555.1|AALB
OG0008218	LOC109433482|XP_019565448.2|AEAL	LOC118465026|XP_035788784.1|AALB
OG0008219	LOC109410664|XP_029731655.1|AEAL	LOC118464937|XP_035788603.1|AALB
OG0008220	LOC109410666|XP_029731658.1|AEAL	LOC118464938|XP_035788615.1|AALB
OG0008221	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL	LOC118462507|XP_035784124.1|AALB
OG0008222	LOC109426024|XP_019556998.2|AEAL	LOC118465830|XP_035790312.1|AALB
OG0008223	LOC109425985|XP_019556954.2|AEAL	LOC118466318|XP_035791324.1|AALB
OG0008224	LOC109407622|XP_019536308.2|AEAL	LOC118466971|XP_035792775.1|AALB
OG0008225	LOC109425828|XP_019556720.2|AEAL	LOC118462877|XP_035784841.1|AALB
OG0008226	LOC109407532|XP_019536143.2|AEAL	LOC118462735|XP_035784576.1|AALB
OG0008227	LOC109413246|XP_029715424.1|AEAL	LOC118456240|XP_035772730.1|AALB
OG0008228	LOC109621728|XP_029712612.1|AEAL	LOC118461264|XP_035782287.1|AALB
OG0008229	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL	LOC118456770|XP_035773738.1|AALB
OG0008230	LOC109411644|XP_029718360.1|AEAL	LOC118457358|XP_035774763.1|AALB
OG0008233	LOC109409258|XP_019538219.1|AEAL	LOC118460975|XP_035781681.1|AALB
OG0008235	LOC109424729|XP_019555460.1|AEAL	LOC118465014|XP_035788760.1|AALB
OG0008238	LOC109424155|XP_019554788.2|AEAL, LOC115263196|XP_029722014.1|AEAL	LOC118466227|XP_035791159.1|AALB
OG0008239	LOC109407980|XP_029735154.1|AEAL	LOC118464847|XP_035788436.1|AALB
OG0008240	LOC109430855|XP_029730323.1|AEAL	LOC118466963|XP_035792758.1|AALB
OG0008269	LOC115256473|XP_029710978.1|AEAL, LOC109431131|XP_019562864.2|AEAL	LOC118463496|XP_035786025.1|AALB
OG0008270	LOC109408932|XP_019537874.2|AEAL	LOC118458598|XP_035777169.1|AALB
OG0008272	LOC109428428|XP_019559729.2|AEAL	LOC118460690|XP_035781096.1|AALB
OG0008276	LOC109397864|XP_019525746.2|AEAL	LOC118456666|XP_035773529.1|AALB
OG0008277	LOC109397882|XP_029729609.1|AEAL, LOC109416118|XP_029711952.1|AEAL	LOC118466263|XP_035791222.1|AALB
OG0008278	LOC109401934|XP_029711120.1|AEAL	LOC118461645|XP_035783113.1|AALB
OG0008282	LOC109422046|XP_019552226.2|AEAL	LOC118466587|XP_035792043.1|AALB
OG0008283	LOC109422062|XP_019552248.2|AEAL	LOC118467884|XP_035794730.1|AALB
OG0008285	LOC109427360|XP_019558439.2|AEAL	LOC118461087|XP_035781882.1|AALB
OG0008286	LOC109400384|XP_019528434.2|AEAL	LOC118466530|XP_035791932.1|AALB
OG0008287	LOC109432998|XP_029714317.1|AEAL	LOC118465757|XP_035790156.1|AALB
OG0008289	LOC109422868|XP_019553312.2|AEAL, LOC109397607|XP_019525442.1|AEAL	LOC118460288|XP_035780413.1|AALB
OG0008293	LOC109403544|XP_029720773.1|AEAL	LOC118459500|XP_035778822.1|AALB
OG0008295	LOC109431478|XP_019563235.2|AEAL	LOC118459623|XP_035779097.1|AALB
OG0008296	LOC109431476|XP_019563231.2|AEAL	LOC118461030|XP_035781803.1|AALB
OG0008297	LOC109431504|XP_019563271.2|AEAL	LOC118457584|XP_035775169.1|AALB
OG0008300	LOC109412166|XP_029718058.1|AEAL	LOC118457452|XP_035774946.1|AALB
OG0008302	LOC109424864|XP_029713906.1|AEAL	LOC118461430|XP_035782633.1|AALB
OG0008303	LOC109405528|XP_019534280.1|AEAL	LOC118458479|XP_035776919.1|AALB
OG0008304	LOC109405547|XP_019534178.2|AEAL	LOC118458719|XP_035777361.1|AALB
OG0008305	LOC109622748|XP_019932747.2|AEAL	LOC118468317|XP_035794954.1|AALB
OG0008306	LOC109432121|XP_019563950.2|AEAL	LOC118457821|XP_035775589.1|AALB
OG0008308	LOC109412405|XP_029722911.1|AEAL	LOC118460267|XP_035780333.1|AALB
OG0008309	LOC109430338|XP_019561940.2|AEAL	LOC118457827|XP_035775594.1|AALB
OG0008311	LOC109430003|XP_019561562.2|AEAL, LOC115257414|XP_029712854.1|AEAL, LOC109430705|XP_019562320.2|AEAL	LOC118457722|XP_035775406.1|AALB
OG0008314	LOC109417287|XP_019546938.1|AEAL	LOC118469015|XP_035796351.1|AALB
OG0008315	LOC109623054|XP_019933079.2|AEAL	LOC118460160|XP_035780153.1|AALB
OG0008317	LOC109400507|XP_019528570.2|AEAL	LOC118468570|XP_035795392.1|AALB
OG0008318	LOC109400504|XP_019528567.1|AEAL	LOC118460909|XP_035781552.1|AALB
OG0008319	LOC109430050|XP_019561623.2|AEAL	LOC118458670|XP_035777269.1|AALB
OG0008320	LOC109405414|XP_029733815.1|AEAL	LOC118468687|XP_035795694.1|AALB
OG0008321	LOC109414621|XP_019543997.2|AEAL	LOC118468669|XP_035795622.1|AALB
OG0008322	LOC115260773|XP_029717954.1|AEAL	LOC118457977|XP_035775918.1|AALB
OG0008323	LOC109404027|XP_019546694.2|AEAL	LOC118468572|XP_035795397.1|AALB
OG0008324	LOC109412789|XP_019541946.2|AEAL	LOC118457927|XP_035775830.1|AALB
OG0008325	LOC109404006|XP_029723650.1|AEAL	LOC118456578|XP_035773361.1|AALB
OG0008326	LOC109412880|XP_019542071.1|AEAL	LOC118459439|XP_035778678.1|AALB
OG0008327	LOC109407724|XP_019536417.1|AEAL	LOC118466118|XP_035790948.1|AALB
OG0008328	LOC109429065|XP_019560446.2|AEAL	LOC118463331|XP_035785721.1|AALB
OG0008329	LOC109418090|XP_029717041.1|AEAL, LOC109406456|XP_019535094.2|AEAL	LOC118463791|XP_035786518.1|AALB
OG0008331	LOC109426574|XP_019557650.2|AEAL	LOC118463042|XP_035785180.1|AALB
OG0008332	LOC109426648|XP_019557718.2|AEAL	LOC118463052|XP_035785195.1|AALB
OG0008333	LOC109417797|XP_019547513.2|AEAL	LOC118466270|XP_035791230.1|AALB
OG0008334	LOC109417798|XP_029725494.1|AEAL	LOC118466264|XP_035791218.1|AALB
OG0008336	LOC109406023|XP_029732417.1|AEAL	LOC118465243|XP_035789156.1|AALB
OG0008337	LOC109407974|XP_019536724.1|AEAL, LOC109403662|XP_029735111.1|AEAL	LOC118463064|XP_035785212.1|AALB
OG0008338	LOC109407955|XP_029732268.1|AEAL	LOC118462708|XP_035784541.1|AALB
OG0008339	LOC109403668|XP_019532040.2|AEAL	LOC118467016|XP_035792860.1|AALB
OG0008340	LOC109408007|XP_029735219.1|AEAL, LOC109405144|XP_029735134.1|AEAL	LOC118466226|XP_035791155.1|AALB
OG0008342	LOC109410777|XP_019539853.2|AEAL	LOC118467815|XP_035794593.1|AALB
OG0008343	LOC109400634|XP_019528666.2|AEAL	LOC118464109|XP_035787090.1|AALB
OG0008345	LOC109402742|XP_019530999.2|AEAL	LOC118465956|XP_035790590.1|AALB
OG0008346	LOC109401375|XP_019529455.2|AEAL	LOC118463663|XP_035786309.1|AALB
OG0008347	LOC109423354|XP_019553867.2|AEAL	LOC118463665|XP_035786311.1|AALB
OG0008348	LOC109430821|XP_019562452.2|AEAL, LOC115253907|XP_029722042.1|AEAL, LOC115263203|XP_029722043.1|AEAL	LOC118463426|XP_035785883.1|AALB
OG0008349	LOC115267588|XP_029730535.1|AEAL	LOC118466210|XP_035791119.1|AALB
OG0008350	LOC109403038|XP_019531299.2|AEAL	LOC118463718|XP_035786403.1|AALB
OG0008355	LOC109408914|XP_029728841.1|AEAL	LOC118465017|XP_035788764.1|AALB
OG0008358	LOC109415149|XP_029729047.1|AEAL	LOC118457938|XP_035775845.1|AALB
OG0008360	LOC109425060|XP_029732895.1|AEAL	LOC118468522|XP_035795278.1|AALB
OG0008362	LOC109411537|XP_029709938.1|AEAL	LOC118461391|XP_035782546.1|AALB
OG0008368	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL	LOC118459534|XP_035778887.1|AALB
OG0008369	LOC109401716|XP_029710770.1|AEAL	LOC118457670|XP_035775319.1|AALB
OG0008371	LOC109414024|XP_019543302.2|AEAL	LOC118459924|XP_035779667.1|AALB
OG0008372	LOC109429438|XP_019560937.2|AEAL	LOC118460439|XP_035780629.1|AALB
OG0008373	LOC109408110|XP_029729410.1|AEAL	LOC118457632|XP_035775244.1|AALB
OG0008374	LOC109419591|XP_019549364.2|AEAL	LOC118460973|XP_035781679.1|AALB
OG0008375	LOC109404561|XP_019533007.2|AEAL	LOC118468590|XP_035795467.1|AALB
OG0008378	LOC109420563|XP_029708898.1|AEAL, LOC109419840|XP_029708889.1|AEAL, LOC109420564|XP_029708885.1|AEAL	LOC118468575|XP_035795400.1|AALB
OG0008379	LOC109414182|XP_019543584.1|AEAL	LOC118460751|XP_035781230.1|AALB
OG0008380	LOC109417231|XP_029708711.1|AEAL	LOC118466734|XP_035792313.1|AALB
OG0008381	LOC109417135|XP_019546807.1|AEAL	LOC118462053|XP_035783932.1|AALB
OG0008384	LOC109428076|XP_029729223.1|AEAL	LOC118468422|XP_035795078.1|AALB
OG0008385	LOC109433555|XP_019565539.2|AEAL	LOC118459524|XP_035778874.1|AALB
OG0008386	LOC109405621|XP_029727407.1|AEAL	LOC118459131|XP_035778095.1|AALB
OG0008388	LOC109421304|XP_019551349.1|AEAL	LOC118456392|XP_035772977.1|AALB
OG0008390	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL	LOC118461556|XP_035782901.1|AALB
OG0008391	LOC109420849|XP_019550909.2|AEAL	LOC118457250|XP_035774531.1|AALB
OG0008393	LOC109414175|XP_019543502.1|AEAL	LOC118460295|XP_035780383.1|AALB
OG0008394	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL	LOC118460400|XP_035780572.1|AALB
OG0008397	LOC109422206|XP_019552405.2|AEAL	LOC118459190|XP_035778241.1|AALB
OG0008398	LOC109418223|XP_019547926.2|AEAL	LOC118468463|XP_035795149.1|AALB
OG0008399	LOC115253707|XP_029723045.1|AEAL, LOC109415963|XP_029726071.1|AEAL	LOC118459796|XP_035779420.1|AALB
OG0008401	LOC109415664|XP_019545125.1|AEAL	LOC118460184|XP_035780181.1|AALB
OG0008405	LOC109401961|XP_019530130.2|AEAL	LOC118459720|XP_035779278.1|AALB
OG0008408	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL	LOC118459721|XP_035779279.1|AALB
OG0008409	LOC109416749|XP_029718735.1|AEAL	LOC118460034|XP_035779869.1|AALB
OG0008410	LOC109433374|XP_019565351.2|AEAL	LOC118458912|XP_035777769.1|AALB
OG0008411	LOC109433280|XP_019565256.3|AEAL	LOC118456328|XP_035772877.1|AALB
OG0008413	LOC109422732|XP_029727902.1|AEAL	LOC118458500|XP_035776947.1|AALB
OG0008414	LOC109422621|XP_029712220.1|AEAL	LOC118460333|XP_035780442.1|AALB
OG0008415	LOC109415063|XP_019544465.2|AEAL	LOC118457226|XP_035774498.1|AALB
OG0008416	LOC109428147|XP_019559377.1|AEAL	LOC118458358|XP_035776603.1|AALB
OG0008417	LOC109404488|XP_029719111.1|AEAL	LOC118456511|XP_035773239.1|AALB
OG0008418	LOC109406326|XP_029719127.1|AEAL	LOC118460269|XP_035780342.1|AALB
OG0008419	LOC109406330|XP_029719050.1|AEAL	LOC118460271|XP_035780344.1|AALB
OG0008422	LOC109404190|XP_019532560.1|AEAL	LOC118458148|XP_035776236.1|AALB
OG0008423	LOC115256208|XP_029710332.1|AEAL	LOC118458023|XP_035776021.1|AALB
OG0008424	LOC109411944|XP_019541147.2|AEAL, LOC115268955|XP_029733030.1|AEAL	LOC118458928|XP_035777791.1|AALB
OG0008425	LOC109411955|XP_029733031.1|AEAL	LOC118456540|XP_035773284.1|AALB
OG0008431	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL	LOC118463625|XP_035786215.1|AALB
OG0008435	LOC109433159|XP_019565103.1|AEAL	LOC118466065|XP_035790821.1|AALB
OG0008437	LOC109412766|XP_019541924.2|AEAL, LOC109397421|XP_019525286.2|AEAL	LOC118465468|XP_035789658.1|AALB, LOC118465465|XP_035789655.1|AALB
OG0008437	LOC109397420|XP_019525285.2|AEAL, LOC109412765|XP_019541923.2|AEAL	LOC118465467|XP_035789657.1|AALB
OG0008437	LOC109399101|XP_029731083.1|AEAL	LOC118465275|XP_035789206.1|AALB
OG0008439	LOC109404084|XP_019532488.2|AEAL	LOC118456151|XP_035772560.1|AALB
OG0008440	LOC109403176|XP_019531473.2|AEAL	LOC118467313|XP_035793541.1|AALB
OG0008442	LOC109410639|XP_029731617.1|AEAL	LOC118465023|XP_035788777.1|AALB
OG0008443	LOC109407640|XP_019536336.2|AEAL	LOC118466388|XP_035791516.1|AALB
OG0008447	LOC109420443|XP_019550332.2|AEAL	LOC118463460|XP_035785946.1|AALB
OG0008448	LOC109424878|XP_029713901.1|AEAL	LOC118468961|XP_035796436.1|AALB
OG0008449	LOC109415633|XP_019545084.2|AEAL	LOC118464638|XP_035788026.1|AALB
OG0008450	LOC109424777|XP_029717661.1|AEAL	LOC118466007|XP_035790698.1|AALB, LOC118458137|XP_035776221.1|AALB
OG0008451	LOC115271004|XP_029736236.1|AEAL	LOC118465382|XP_035789510.1|AALB
OG0008452	LOC109431439|XP_019563189.2|AEAL	LOC118459055|XP_035777982.1|AALB
OG0008453	LOC109406092|XP_019534699.2|AEAL	LOC118456605|XP_035773400.1|AALB
OG0008455	LOC109429137|XP_029718856.1|AEAL	LOC118468589|XP_035795416.1|AALB
OG0008456	LOC115266218|XP_029728053.1|AEAL	LOC118469034|XP_035796388.1|AALB
OG0008459	LOC115268915|XP_029732986.1|AEAL, LOC109406716|XP_029733014.1|AEAL, LOC109411934|XP_029733051.1|AEAL	LOC118468816|XP_035795927.1|AALB
OG0008461	LOC109419826|XP_029709155.1|AEAL	LOC118460864|XP_035781479.1|AALB
OG0008463	LOC109426023|XP_019556997.2|AEAL	LOC118465828|XP_035790309.1|AALB
OG0008465	LOC109406497|XP_019535127.1|AEAL	LOC118463089|XP_035785262.1|AALB
OG0008466	LOC109408578|XP_029735301.1|AEAL	LOC118463872|XP_035786683.1|AALB
OG0008469	LOC109426398|XP_029730634.1|AEAL	LOC118464618|XP_035787956.1|AALB
OG0008470	LOC115268986|XP_029733133.1|AEAL, LOC109408660|XP_029726356.1|AEAL	LOC118466666|XP_035792162.1|AALB
OG0008533	LOC109427395|XP_019558484.2|AEAL, LOC115256605|XP_029711272.1|AEAL, LOC109397490|XP_019525332.2|AEAL, LOC115256642|XP_029711342.1|AEAL, LOC115255752|XP_029709736.1|AEAL, LOC109427398|XP_019558487.2|AEAL, LOC115255753|XP_029709737.1|AEAL, LOC109427400|XP_029709735.1|AEAL, LOC109410119|XP_019539195.2|AEAL, LOC115255754|XP_029709738.1|AEAL, LOC109427397|XP_019558486.2|AEAL, LOC109402059|XP_019530205.2|AEAL	LOC118459119|XP_035778080.1|AALB
OG0008539	LOC115259646|XP_029716283.1|AEAL, LOC115259677|XP_029716320.1|AEAL, LOC115254366|XP_029707710.1|AEAL, LOC109400065|XP_019528078.2|AEAL	LOC118457813|XP_035775567.1|AALB
OG0008539	LOC109621454|XP_019931039.2|AEAL, LOC115267998|XP_029731737.1|AEAL	LOC118467686|XP_035794353.1|AALB
OG0008540	LOC109414937|XP_029715983.1|AEAL	LOC118458848|XP_035777661.1|AALB
OG0008542	LOC109413323|XP_019542586.2|AEAL	LOC118456849|XP_035773840.1|AALB
OG0008543	LOC109406203|XP_019534802.1|AEAL, LOC109408133|XP_019536911.1|AEAL, LOC109419023|XP_019548786.2|AEAL, LOC115266921|XP_029729435.1|AEAL, LOC109408131|XP_029715522.1|AEAL, LOC109398392|XP_019526282.2|AEAL, LOC109409426|XP_019538413.2|AEAL, LOC115259161|XP_029715534.1|AEAL, LOC109419016|XP_019548779.2|AEAL, LOC109408134|XP_029715533.1|AEAL, LOC109419020|XP_019548783.2|AEAL, LOC115259156|XP_029715529.1|AEAL, LOC109406193|XP_019534793.1|AEAL	LOC118461319|XP_035782414.1|AALB
OG0008545	LOC109423356|XP_019553865.2|AEAL	LOC118462975|XP_035785044.1|AALB
OG0008546	LOC115265474|XP_029726575.1|AEAL	LOC118463167|XP_035785454.1|AALB
OG0008549	LOC109426770|XP_019557851.2|AEAL	LOC118465532|XP_035789750.1|AALB
OG0008551	LOC115269243|XP_029733645.1|AEAL, LOC109403097|XP_029725118.1|AEAL	LOC118467863|XP_035794663.1|AALB
OG0008552	LOC109420867|XP_019550893.2|AEAL	LOC118464315|XP_035787504.1|AALB
OG0008553	LOC109423741|XP_019554280.2|AEAL, LOC109414248|XP_019543603.2|AEAL	LOC118466143|XP_035790988.1|AALB
OG0008554	LOC109408213|XP_029728786.1|AEAL	LOC118466345|XP_035791369.1|AALB
OG0008555	LOC109415138|XP_019544567.2|AEAL	LOC118466342|XP_035791367.1|AALB
OG0008559	LOC109412709|XP_019541870.1|AEAL, LOC109424210|XP_019554841.1|AEAL, LOC109405886|XP_019534488.2|AEAL, LOC115258679|XP_029714860.1|AEAL, LOC109407216|XP_019535750.2|AEAL, LOC109405887|XP_019534489.1|AEAL, LOC109405885|XP_029715070.1|AEAL, LOC109407215|XP_019535748.1|AEAL, LOC115258792|XP_029715072.1|AEAL, LOC115258761|XP_029715017.1|AEAL	LOC118458924|XP_035777785.1|AALB
OG0008559	LOC109424208|XP_019554840.2|AEAL	LOC118458925|XP_035777786.1|AALB
OG0008560	LOC109405896|XP_029715267.1|AEAL	LOC118456189|XP_035772637.1|AALB
OG0008562	LOC109427452|XP_029708469.1|AEAL	LOC118456765|XP_035773725.1|AALB
OG0008564	LOC109409190|XP_029727082.1|AEAL	LOC118459107|XP_035778063.1|AALB
OG0008565	LOC109421412|XP_019551432.2|AEAL	LOC118459423|XP_035778660.1|AALB
OG0008567	LOC109429547|XP_019561069.2|AEAL, LOC109429910|XP_019561463.2|AEAL	LOC118459762|XP_035779352.1|AALB
OG0008568	LOC109428089|XP_029720203.1|AEAL, LOC109418314|XP_029720021.1|AEAL, LOC115262116|XP_029720011.1|AEAL, LOC109428088|XP_029720209.1|AEAL, LOC109410481|XP_019539584.2|AEAL, LOC109418283|XP_019547992.2|AEAL, LOC115262033|XP_029719827.1|AEAL, LOC109400914|XP_019528949.2|AEAL, LOC115254047|XP_029717483.1|AEAL, LOC115260635|XP_029717562.1|AEAL, LOC109422832|XP_029717484.1|AEAL, LOC109428924|XP_029730822.1|AEAL, LOC109408717|XP_029730843.1|AEAL	LOC118460859|XP_035781468.1|AALB
OG0008570	LOC109419222|XP_029723309.1|AEAL	LOC118459915|XP_035779649.1|AALB
OG0008571	LOC109425041|XP_019555787.2|AEAL	LOC118461712|XP_035783260.1|AALB
OG0008574	LOC115266713|XP_029729103.1|AEAL, LOC109423801|XP_019554382.2|AEAL, LOC109415330|XP_019544759.2|AEAL	LOC118461818|XP_035783464.1|AALB
OG0008578	LOC109422755|XP_019553179.2|AEAL, LOC115266090|XP_029727878.1|AEAL	LOC118458527|XP_035776997.1|AALB
OG0008579	LOC109401774|XP_019529930.1|AEAL	LOC118458918|XP_035777778.1|AALB
OG0008581	LOC109416175|XP_019545701.2|AEAL, LOC109404984|XP_019533516.2|AEAL	LOC118456429|XP_035773078.1|AALB
OG0008582	LOC109404961|XP_029718394.1|AEAL	LOC118461054|XP_035781837.1|AALB
OG0008583	LOC109432807|XP_029719332.1|AEAL	LOC118458040|XP_035776052.1|AALB
OG0008584	LOC109432811|XP_029719335.1|AEAL	LOC118456767|XP_035773729.1|AALB
OG0008585	LOC109404234|XP_019532611.1|AEAL	LOC118456420|XP_035773046.1|AALB
OG0008589	LOC109428799|XP_019560197.2|AEAL	LOC118466171|XP_035791047.1|AALB
OG0008590	LOC109409868|XP_019538923.2|AEAL	LOC118466873|XP_035792615.1|AALB
OG0008592	LOC109431583|XP_029731501.1|AEAL	LOC118465439|XP_035789582.1|AALB
OG0008597	LOC109432827|XP_019564717.1|AEAL	LOC118458149|XP_035776237.1|AALB
OG0008600	LOC109405930|XP_019534522.2|AEAL	LOC118460203|XP_035780204.1|AALB
OG0008607	LOC115257603|XP_029713263.1|AEAL	LOC118464756|XP_035788268.1|AALB
OG0008678	LOC109424788|XP_029723551.1|AEAL, LOC109403203|XP_019531503.2|AEAL, LOC109404557|XP_019533000.2|AEAL, LOC109400615|XP_029712628.1|AEAL, LOC115267258|XP_029730020.1|AEAL, LOC115265042|XP_029725101.1|AEAL, LOC109402744|XP_019531001.2|AEAL, LOC115256511|XP_029711053.1|AEAL, LOC115256483|XP_029710996.1|AEAL, LOC109415079|XP_019544498.2|AEAL	LOC118461043|XP_035781826.1|AALB
OG0008679	LOC109432919|XP_019564827.2|AEAL, LOC115270987|XP_029736217.1|AEAL	LOC118457547|XP_035775143.1|AALB
OG0008680	LOC109402252|XP_019530448.2|AEAL	LOC118465647|XP_035789953.1|AALB
OG0008682	LOC109412949|XP_029717708.1|AEAL	LOC118458116|XP_035776186.1|AALB
OG0008687	LOC109408514|XP_019537389.2|AEAL	LOC118466661|XP_035792152.1|AALB
OG0008690	LOC109621956|XP_029724958.1|AEAL, LOC109415047|XP_029724915.1|AEAL, LOC115267274|XP_029730043.1|AEAL	LOC118461643|XP_035783109.1|AALB
OG0008696	LOC109400184|XP_019528198.2|AEAL	LOC118469030|XP_035796371.1|AALB
OG0008699	LOC109431320|XP_019563085.1|AEAL, LOC109432022|XP_019563871.1|AEAL	LOC118466877|XP_035792625.1|AALB
OG0008701	LOC115270967|XP_029736201.1|AEAL, LOC109411565|XP_019540648.2|AEAL	LOC118467105|XP_035793054.1|AALB
OG0008702	LOC115268103|XP_029731985.1|AEAL	LOC118467870|XP_035794671.1|AALB
OG0008703	LOC109425774|XP_019556642.2|AEAL	LOC118465997|XP_035790685.1|AALB
OG0008706	LOC109425011|XP_019555744.2|AEAL	LOC118460600|XP_035780921.1|AALB
OG0008717	LOC115263064|XP_029721856.1|AEAL	LOC118467479|XP_035793913.1|AALB
OG0008804	LOC115269412|XP_029733983.1|AEAL, LOC109428795|XP_019560190.1|AEAL, LOC109397771|XP_019525634.2|AEAL, LOC109397644|XP_019525479.2|AEAL, LOC115271008|XP_029736260.1|AEAL, LOC109429608|XP_019561146.2|AEAL, LOC109408537|XP_019537404.2|AEAL, LOC109429601|XP_019561140.2|AEAL, LOC109408535|XP_019537403.2|AEAL, LOC109408533|XP_019537397.2|AEAL, LOC109429611|XP_019561149.2|AEAL, LOC109432597|XP_019564486.2|AEAL, LOC109422136|XP_029712535.1|AEAL, LOC109422133|XP_019552316.1|AEAL	LOC118467224|XP_035793368.1|AALB
OG0008810	LOC115263418|XP_029722568.1|AEAL, LOC109429998|XP_029722569.1|AEAL, LOC109430008|XP_029722550.1|AEAL, LOC109429999|XP_029722551.1|AEAL, LOC115263404|XP_029722549.1|AEAL, LOC109416379|XP_019545964.2|AEAL, LOC109430010|XP_019561566.2|AEAL, LOC109416399|XP_019545982.2|AEAL, LOC115263407|XP_029722554.1|AEAL, LOC115263419|XP_029722570.1|AEAL	LOC118460431|XP_035780615.1|AALB
OG0008812	LOC115262241|XP_029720503.1|AEAL	LOC118460062|XP_035779950.1|AALB, LOC118457328|XP_035774715.1|AALB, LOC118460061|XP_035779948.1|AALB, LOC118457169|XP_035774392.1|AALB, LOC118460805|XP_035781308.1|AALB
OG0008813	LOC109424826|XP_019555563.1|AEAL	LOC118457095|XP_035774276.1|AALB
OG0008814	LOC109423347|XP_019553845.2|AEAL	LOC118463190|XP_035785512.1|AALB
OG0008818	LOC109430243|XP_019932571.2|AEAL, LOC109424255|XP_019554883.2|AEAL, LOC109424258|XP_019554887.2|AEAL, LOC109428722|XP_029714079.1|AEAL, LOC109424257|XP_029735267.1|AEAL, LOC115269854|XP_029734499.1|AEAL, LOC109424256|XP_019554884.2|AEAL, LOC109428726|XP_019560097.2|AEAL, LOC115270169|XP_029735268.1|AEAL, LOC109424259|XP_029735266.1|AEAL, LOC115270181|XP_029735286.1|AEAL, LOC109428723|XP_019560093.2|AEAL	LOC118466249|XP_035791194.1|AALB
OG0008821	LOC109414223|XP_019543911.2|AEAL	LOC118459208|XP_035778277.1|AALB
