Orthogroup	AEAL.longest_only	DMEL.longest_only
OG0007827	LOC109398472|XP_019526396.1|AEAL	CG3224|NP_572335.1|DMEL
OG0007829	LOC109398457|XP_029720671.1|AEAL	srl|NP_730835.2|DMEL
OG0007831	LOC109623070|XP_019933088.2|AEAL	CG9240|NP_573054.2|DMEL
OG0007832	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL	Naxe|NP_572604.2|DMEL
OG0007833	LOC109623098|XP_029709998.1|AEAL	CG16903|NP_569980.1|DMEL
OG0007834	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL	CG11791|NP_651327.1|DMEL
OG0007835	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL	CG33096|NP_001356926.1|DMEL
OG0007836	LOC115257405|XP_029712826.1|AEAL	CG42375|NP_001138048.1|DMEL
OG0007837	LOC109411181|XP_019540200.2|AEAL	Osi11|NP_649630.1|DMEL
OG0007838	LOC109403615|XP_029730130.1|AEAL	Osi2|NP_649621.1|DMEL
OG0007839	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL	Arfrp1|NP_572526.1|DMEL
OG0007840	LOC109411499|XP_029723460.1|AEAL	eIF2Balpha|NP_651752.1|DMEL
OG0007841	LOC109423569|XP_019554097.2|AEAL	Cby|NP_650989.6|DMEL
OG0007842	LOC109402379|XP_029712620.1|AEAL	jus|NP_001097963.1|DMEL
OG0007843	LOC109402471|XP_019530703.2|AEAL	CG14515|NP_651681.2|DMEL
OG0007844	LOC109405405|XP_029733821.1|AEAL	CG33958|NP_001033958.1|DMEL
OG0007845	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL	CCHa2|NP_650285.1|DMEL
OG0007846	LOC109408271|XP_019537078.2|AEAL	CG4119|NP_572242.1|DMEL
OG0007847	LOC109405419|XP_019534030.2|AEAL	CG18428|NP_651213.1|DMEL
OG0007848	LOC109424828|XP_019555565.2|AEAL	Sec10|NP_651218.1|DMEL
OG0007849	LOC109414622|XP_019543999.2|AEAL	PpD3|NP_524946.1|DMEL
OG0007850	LOC109414624|XP_019544001.2|AEAL	CG16908|NP_649937.1|DMEL
OG0007851	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL	CG34293|NP_001097945.1|DMEL
OG0007852	LOC109424793|XP_019555523.2|AEAL	CG10035|NP_650182.1|DMEL
OG0007853	LOC109413326|XP_019542589.2|AEAL	CG10000|NP_651630.3|DMEL
OG0007854	LOC109413324|XP_019542587.2|AEAL	CG5510|NP_651224.1|DMEL
OG0007858	LOC109403851|XP_029732508.1|AEAL	Snx6|NP_001245939.1|DMEL
OG0007859	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL	Zpr1|NP_572532.1|DMEL
OG0007860	LOC109404030|XP_029723623.1|AEAL	Mcm5|NP_524308.2|DMEL
OG0007861	LOC109403977|XP_019532395.1|AEAL	Desi|NP_650016.1|DMEL
OG0007862	LOC109412795|XP_029723625.1|AEAL	CG45073|NP_001287601.1|DMEL
OG0007863	LOC109412787|XP_029723636.1|AEAL	CG6115|NP_652578.1|DMEL
OG0007864	LOC109432051|XP_029723669.1|AEAL	CG9626|NP_649781.1|DMEL
OG0007865	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL	CG7264|NP_648515.1|DMEL
OG0007866	LOC109412857|XP_019542023.2|AEAL	CG5285|NP_650609.1|DMEL
OG0007867	LOC109405207|XP_029720365.1|AEAL	AdipoR|NP_651061.1|DMEL
OG0007868	LOC109405236|XP_019533814.2|AEAL	mah|NP_651316.1|DMEL
OG0007869	LOC109409654|XP_019538660.1|AEAL	Nep1|NP_511056.2|DMEL
OG0007870	LOC109411451|XP_019540512.2|AEAL	SuUR|NP_524835.1|DMEL
OG0007871	LOC109621675|XP_029726147.1|AEAL	CG9114|NP_573016.1|DMEL
OG0007872	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL	unc-13-4A|NP_648096.4|DMEL
OG0007873	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL	CG42307|NP_001137899.1|DMEL
OG0007874	LOC109423302|XP_019553775.2|AEAL	CG3309|NP_572216.1|DMEL
OG0007875	LOC109423298|XP_029726461.1|AEAL	CG11883|NP_001097260.1|DMEL
OG0007876	LOC109429038|XP_019560416.1|AEAL	Tsp5D|NP_001259266.1|DMEL
OG0007877	LOC109413956|XP_019543231.2|AEAL	gce|NP_511160.2|DMEL
OG0007878	LOC109418081|XP_019547800.1|AEAL	CG33785|NP_001027443.1|DMEL
OG0007879	LOC109418949|XP_029733593.1|AEAL	Eip74EF|NP_730288.1|DMEL
OG0007882	LOC109416460|XP_019546066.2|AEAL	mge|NP_523910.1|DMEL
OG0007883	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL	Eip63F-1|NP_524902.2|DMEL
OG0007884	LOC109426591|XP_019557668.2|AEAL	Obp73a|NP_001097628.1|DMEL
OG0007885	LOC109417816|XP_019547535.2|AEAL	Git|NP_610599.3|DMEL
OG0007886	LOC109426796|XP_029725451.1|AEAL	CG7110|NP_609652.3|DMEL
OG0007887	LOC109417851|XP_019547574.2|AEAL	ida|NP_647837.2|DMEL
OG0007890	LOC109621926|XP_019931678.2|AEAL	Atg18a|NP_001261565.1|DMEL
OG0007891	LOC109407938|XP_019536681.2|AEAL	B9d1|NP_650470.1|DMEL
OG0007892	LOC109407990|XP_019536744.2|AEAL	l_2_09851|NP_610182.3|DMEL
OG0007893	LOC109407996|XP_029735120.1|AEAL	mi|NP_611803.1|DMEL
OG0007894	LOC109414872|XP_029735172.1|AEAL	nwk|NP_001286994.1|DMEL
OG0007895	LOC109413473|XP_019542694.2|AEAL	rno|NP_612007.2|DMEL
OG0007896	LOC109413483|XP_019542708.1|AEAL	ND-13B|NP_648409.1|DMEL
OG0007897	LOC109403238|XP_019531566.2|AEAL	ArfGAP1|NP_524040.2|DMEL
OG0007898	LOC109403201|XP_019531502.1|AEAL	yellow-g2|NP_647710.1|DMEL
OG0007899	LOC109425682|XP_029734693.1|AEAL	Ccn|NP_730294.1|DMEL
OG0007900	LOC109401545|XP_019529663.1|AEAL	ND-MWFE|NP_001097297.1|DMEL
OG0007901	LOC109416453|XP_029722237.1|AEAL, LOC109407433|XP_029722348.1|AEAL	Prm|NP_523982.2|DMEL
OG0007902	LOC109430955|XP_019562616.1|AEAL	opm|NP_572994.1|DMEL
OG0007903	LOC109430930|XP_029721959.1|AEAL	Strump|NP_648840.1|DMEL
OG0007904	LOC109430909|XP_019562555.2|AEAL	HIPP1|NP_649261.1|DMEL
OG0007905	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL	Wwox|NP_609171.1|DMEL
OG0007906	LOC109398085|XP_029730423.1|AEAL	DIP-delta|NP_001097508.2|DMEL
OG0007911	LOC109401026|XP_019529054.2|AEAL	Ccz1|NP_647835.1|DMEL
OG0007912	LOC109420866|XP_019550892.2|AEAL	mRpL46|NP_647661.1|DMEL
OG0007913	LOC109401023|XP_019529046.1|AEAL	CG14977|NP_001261382.1|DMEL
OG0007914	LOC109428694|XP_019560048.2|AEAL	prc|NP_524658.2|DMEL
OG0007915	LOC109423870|XP_019554458.2|AEAL	Su_P_|NP_524116.2|DMEL
OG0007916	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL	CG14000|NP_608969.1|DMEL
OG0007917	LOC109621228|XP_029728720.1|AEAL	CG33774|NP_001027396.1|DMEL
OG0007918	LOC109408206|XP_019536991.2|AEAL	CG30157|NP_724519.1|DMEL
OG0007919	LOC109418472|XP_019548228.2|AEAL	CG8180|NP_001286458.1|DMEL
OG0007920	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL	CG15673|NP_611591.3|DMEL
OG0007921	LOC109408918|XP_019537849.2|AEAL	Tsp47F|NP_725044.1|DMEL
OG0007922	LOC109415148|XP_019544577.2|AEAL	CG4702|NP_001247070.1|DMEL
OG0007923	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL	Myo10A|NP_001036269.2|DMEL
OG0007924	LOC109407033|XP_029729024.1|AEAL	nemy|NP_725208.1|DMEL
OG0007926	LOC109406673|XP_029732847.1|AEAL	CG8320|NP_611072.2|DMEL
OG0007927	LOC109402987|XP_029719603.1|AEAL	Liprin-alpha|NP_001260155.1|DMEL
OG0007928	LOC109403694|XP_029709943.1|AEAL	Hnf4|NP_723413.1|DMEL
OG0007929	LOC109411553|XP_029709929.1|AEAL	Nlg2|NP_523496.1|DMEL
OG0007931	LOC109427905|XP_029728385.1|AEAL	CG9527|NP_001137800.1|DMEL
OG0007932	LOC109428196|XP_019559441.2|AEAL	Mfe2|NP_573109.1|DMEL
OG0007933	LOC109428192|XP_029734299.1|AEAL	CG14906|NP_650573.1|DMEL
OG0007934	LOC109424543|XP_019555271.2|AEAL	CG14651|NP_649475.3|DMEL
OG0007935	LOC109427858|XP_019558976.2|AEAL	Edem2|NP_609611.1|DMEL
OG0007936	LOC109433241|XP_019565194.1|AEAL	RpS27A|NP_476778.1|DMEL
OG0007937	LOC109420084|XP_019549937.1|AEAL	mts|NP_476805.1|DMEL
OG0007938	LOC109420078|XP_019549927.2|AEAL	CG6729|NP_609449.1|DMEL
OG0007939	LOC109420075|XP_019549924.2|AEAL	Cep97|NP_608811.2|DMEL
OG0007940	LOC109420070|XP_019549917.2|AEAL	capu|NP_001137784.1|DMEL
OG0007941	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL	Atf6|NP_995745.1|DMEL
OG0007942	LOC109408297|XP_019537113.2|AEAL	CG15914|NP_573084.1|DMEL
OG0007943	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL	CG43778|NP_001369129.1|DMEL
OG0007944	LOC109412379|XP_029712647.1|AEAL	dlt|NP_728672.1|DMEL
OG0007945	LOC109412369|XP_019541570.2|AEAL	CG7384|NP_609417.1|DMEL
OG0007946	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL	CG17658|NP_611845.2|DMEL
OG0007947	LOC109433112|XP_019565050.2|AEAL	Uvrag|NP_609632.1|DMEL
OG0007949	LOC109420001|XP_019549838.1|AEAL	fz4|NP_511068.2|DMEL
OG0007953	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL	CG13982|NP_609025.1|DMEL
OG0007957	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL	CG5731|NP_609354.1|DMEL
OG0007958	LOC109408121|XP_019536885.1|AEAL	CG13404|NP_572954.2|DMEL
OG0007959	LOC109419059|XP_019548811.2|AEAL	amos|NP_477446.1|DMEL
OG0007960	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL	SmB|NP_001188780.1|DMEL
OG0007961	LOC109409247|XP_019538207.2|AEAL	CG5112|NP_651400.1|DMEL
OG0007962	LOC109404439|XP_019532876.2|AEAL	Smyd3|NP_524768.2|DMEL
OG0007963	LOC109404656|XP_029715234.1|AEAL	CG9426|NP_609616.1|DMEL
OG0007964	LOC109404751|XP_019533229.2|AEAL	CG9596|NP_995638.1|DMEL
OG0007965	LOC109420996|XP_019551019.2|AEAL	stai|NP_001245912.1|DMEL
OG0007966	LOC115268657|XP_029732629.1|AEAL	Rrp40|NP_722725.1|DMEL
OG0007967	LOC109415690|XP_029714846.1|AEAL	Itgbn|NP_523608.2|DMEL
OG0007968	LOC109416537|XP_029715235.1|AEAL	haf|NP_001356954.1|DMEL
OG0007969	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL	Mob3|NP_609364.1|DMEL
OG0007970	LOC109417743|XP_019547405.1|AEAL	CNBP|NP_611739.1|DMEL
OG0007971	LOC109419906|XP_029708892.1|AEAL	hop|NP_511119.2|DMEL
OG0007973	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL	CG6405|NP_609564.1|DMEL
OG0007974	LOC109414012|XP_019543284.2|AEAL	Fer3HCH|NP_572854.1|DMEL
OG0007976	LOC109407379|XP_019535923.2|AEAL	CG12659|NP_001259344.1|DMEL
OG0007977	LOC109431814|XP_029708483.1|AEAL	Mcr|NP_524688.1|DMEL
OG0007978	LOC109431819|XP_019563630.2|AEAL	mRpL24|NP_523476.1|DMEL
OG0007979	LOC109427650|XP_029708458.1|AEAL	CG43861|NP_001260615.1|DMEL
OG0007981	LOC109427901|XP_019559058.2|AEAL	CG8134|NP_573056.1|DMEL
OG0007982	LOC109427916|XP_029728553.1|AEAL	TTLL4A|NP_723642.2|DMEL
OG0007983	LOC109430175|XP_019561772.2|AEAL	JMJD4|NP_609870.1|DMEL
OG0007985	LOC109423957|XP_019554571.1|AEAL	CG41378|NP_001163836.1|DMEL
OG0007986	LOC115265636|XP_029727367.1|AEAL	CG5435|NP_609567.2|DMEL
OG0007987	LOC109404797|XP_019533290.2|AEAL	Snx21|NP_608709.1|DMEL
OG0007988	LOC109418121|XP_029727181.1|AEAL	Kua|NP_610026.1|DMEL
OG0007989	LOC109418060|XP_029727189.1|AEAL	CG5708|NP_609359.1|DMEL
OG0007990	LOC109421652|XP_019551717.2|AEAL	Wdfy2|NP_609400.1|DMEL
OG0007991	LOC109421565|XP_019551630.2|AEAL	bowl|NP_476883.1|DMEL
OG0007992	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL	lmgA|NP_001097122.1|DMEL
OG0007993	LOC109421520|XP_019551575.2|AEAL	gammaCOP|NP_001263145.1|DMEL
OG0007994	LOC109621857|XP_019931606.2|AEAL	CG4619|NP_001162929.1|DMEL
OG0007995	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL	DIP-kappa|NP_723828.1|DMEL
OG0007996	LOC109402145|XP_029720068.1|AEAL	CG7378|NP_001285421.1|DMEL
OG0007997	LOC109429534|XP_019561046.1|AEAL	MED11|NP_649057.1|DMEL
OG0007998	LOC109415438|XP_029720109.1|AEAL	Tango6|NP_609922.2|DMEL
OG0007999	LOC109398302|XP_029720159.1|AEAL	CG17124|NP_609450.1|DMEL
OG0008000	LOC109429805|XP_029720162.1|AEAL	CG6495|NP_609451.1|DMEL
OG0008001	LOC109411698|XP_019540815.2|AEAL	CCT4|NP_609579.1|DMEL
OG0008002	LOC109411734|XP_019540871.1|AEAL	AP-2alpha|NP_995607.1|DMEL
OG0008003	LOC109420448|XP_019550338.1|AEAL	IFT43|NP_609581.3|DMEL
OG0008004	LOC109398246|XP_019526112.2|AEAL	ewg|NP_001245444.1|DMEL
OG0008005	LOC109411213|XP_019540249.2|AEAL	spri|NP_001259418.1|DMEL
OG0008007	LOC109414189|XP_019543518.1|AEAL	Usf|NP_572167.3|DMEL
OG0008008	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL	Blos3|NP_001097640.1|DMEL
OG0008009	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL	Nsun2|NP_652007.1|DMEL
OG0008010	LOC109421743|XP_019551819.2|AEAL	CG3632|NP_001096996.1|DMEL
OG0008011	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL	CG4269|NP_611683.1|DMEL
OG0008012	LOC109421751|XP_019551832.2|AEAL	Pex6|NP_001027403.2|DMEL
OG0008016	LOC109423435|XP_019553987.1|AEAL	nkt|NP_648450.3|DMEL
OG0008017	LOC109421803|XP_029732694.1|AEAL	hec|NP_572843.2|DMEL
OG0008018	LOC109418213|XP_029732700.1|AEAL	futsch|NP_001096864.1|DMEL
OG0008019	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL	CG12531|NP_608350.2|DMEL
OG0008020	LOC109418259|XP_019547963.2|AEAL	Regnase-1|NP_650863.3|DMEL
OG0008021	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL	Fcp3C|NP_477482.2|DMEL
OG0008022	LOC109418396|XP_019548119.2|AEAL	Nep5|NP_733186.2|DMEL
OG0008023	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL	fs_1_N|NP_569901.1|DMEL
OG0008024	LOC109426162|XP_029722703.1|AEAL	CG11409|NP_569902.2|DMEL
OG0008026	LOC109407077|XP_019535646.2|AEAL	Pa1|NP_572712.1|DMEL
OG0008027	LOC115263794|XP_029723036.1|AEAL	pon|NP_525072.2|DMEL
OG0008028	LOC109419212|XP_019548964.1|AEAL	14-3-3epsilon|NP_732309.1|DMEL
OG0008030	LOC109429502|XP_019561015.2|AEAL	atms|NP_649493.1|DMEL
OG0008031	LOC109429507|XP_019561023.1|AEAL	betaggt-II|NP_524894.1|DMEL
OG0008032	LOC109405852|XP_019534455.1|AEAL	RpL6|NP_651876.1|DMEL
OG0008033	LOC109398743|XP_029726321.1|AEAL	CG42327|NP_001036706.2|DMEL
OG0008034	LOC109411329|XP_029726639.1|AEAL	ATP8B|NP_731669.2|DMEL
OG0008035	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL	CG9411|NP_572962.1|DMEL
OG0008038	LOC109413778|XP_019543063.2|AEAL	Klf15|NP_572185.1|DMEL
OG0008039	LOC109413672|XP_029727554.1|AEAL	CG15923|NP_001262769.1|DMEL
OG0008040	LOC109413669|XP_029727574.1|AEAL	CG1896|NP_651886.1|DMEL
OG0008041	LOC109425033|XP_019555776.2|AEAL	gd|NP_001259479.1|DMEL
OG0008042	LOC109400199|XP_019528223.1|AEAL	CG5641|NP_650196.1|DMEL
OG0008043	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL	CG2918|NP_569995.1|DMEL
OG0008044	LOC109399730|XP_029723004.1|AEAL	per|NP_525056.2|DMEL
OG0008054	LOC109401336|XP_029728621.1|AEAL	CG13377|NP_569835.1|DMEL
OG0008055	LOC115266517|XP_029728629.1|AEAL	dsh|NP_511118.2|DMEL
OG0008057	LOC115266942|XP_029729519.1|AEAL	SecS|NP_649556.3|DMEL
OG0008058	LOC109411012|XP_019540004.2|AEAL	HEATR2|NP_731905.1|DMEL
OG0008059	LOC109410893|XP_029730484.1|AEAL	Rev7|NP_649555.1|DMEL
OG0008061	LOC109415496|XP_019544930.2|AEAL	bys|NP_511074.1|DMEL
OG0008062	LOC109415495|XP_019544927.1|AEAL	Scamp|NP_573023.2|DMEL
OG0008063	LOC109400878|XP_019528907.2|AEAL	NANS|NP_650195.1|DMEL
OG0008064	LOC109430465|XP_029732074.1|AEAL	Nipsnap|NP_573103.1|DMEL
OG0008065	LOC109409565|XP_019538559.2|AEAL	CG3342|NP_572324.1|DMEL
OG0008066	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL	S6kII|NP_523437.2|DMEL
OG0008067	LOC109405747|XP_019534360.1|AEAL	Upf1|NP_572767.1|DMEL
OG0008068	LOC109399348|XP_029722686.1|AEAL	CG10362|NP_572771.1|DMEL
OG0008069	LOC109430362|XP_019561966.2|AEAL	CG14868|NP_650458.1|DMEL
OG0008070	LOC109432404|XP_019564295.2|AEAL	Pus1|NP_001163664.1|DMEL
OG0008071	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL	CG8300|NP_572384.1|DMEL
OG0008072	LOC109408450|XP_019537327.2|AEAL	CG32533|NP_728244.1|DMEL
OG0008073	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL	org-1|NP_511085.2|DMEL
OG0008074	LOC109419381|XP_019549158.2|AEAL	Es2|NP_572480.1|DMEL
OG0008075	LOC109419354|XP_029735319.1|AEAL	ppk9|NP_611622.2|DMEL
OG0008076	LOC109405716|XP_019534328.2|AEAL	pcx|NP_001259183.2|DMEL
OG0008077	LOC109408401|XP_019537254.1|AEAL	eIF3f1|NP_649489.1|DMEL
OG0008078	LOC109432412|XP_019564302.2|AEAL	schlank|NP_652526.1|DMEL
OG0008079	LOC109432419|XP_029735868.1|AEAL	CG9164|NP_573021.1|DMEL
OG0008080	LOC109416300|XP_019545888.2|AEAL	fs_1_K10|NP_477491.1|DMEL
OG0008081	LOC109424067|XP_019554691.2|AEAL	bcn92|NP_477059.2|DMEL
OG0008082	LOC109426221|XP_019557220.2|AEAL	spn-D|NP_733200.1|DMEL
OG0008083	LOC109424052|XP_019554665.2|AEAL	Spec2|NP_730968.1|DMEL
OG0008084	LOC115266155|XP_029727981.1|AEAL	Burs|NP_650983.1|DMEL
OG0008085	LOC109404426|XP_029727840.1|AEAL	CG14238|NP_651480.1|DMEL
OG0008086	LOC109431859|XP_029727842.1|AEAL	Rga|NP_730966.1|DMEL
OG0008087	LOC109422729|XP_029727900.1|AEAL	CG6340|NP_573034.1|DMEL
OG0008088	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL	fs_1_Ya|NP_477493.2|DMEL
OG0008089	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL	CG2277|NP_612095.3|DMEL
OG0008090	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL	Rpp21|NP_788853.1|DMEL
OG0008092	LOC109398937|XP_019526940.2|AEAL	Hs6st|NP_524409.2|DMEL
OG0008093	LOC109433418|XP_029718558.1|AEAL	Dhc16F|NP_523394.1|DMEL
OG0008094	LOC109403715|XP_019532120.2|AEAL	dgt2|NP_609531.1|DMEL
OG0008095	LOC109403318|XP_019531670.2|AEAL	Blm|NP_524319.2|DMEL
OG0008096	LOC109406532|XP_019535175.2|AEAL	Mybbp1A|NP_476593.2|DMEL
OG0008097	LOC109406509|XP_019535144.1|AEAL	CG2004|NP_572501.1|DMEL
OG0008099	LOC109403281|XP_029718621.1|AEAL	CG5618|NP_649211.1|DMEL
OG0008101	LOC109415077|XP_019544495.1|AEAL	na|NP_001096981.2|DMEL
OG0008102	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL	CG5516|NP_650515.1|DMEL
OG0008103	LOC109414114|XP_019560683.2|AEAL	CG7889|NP_573368.2|DMEL
OG0008104	LOC109398852|XP_019526838.2|AEAL	SCCRO|NP_001246770.1|DMEL
OG0008105	LOC109398862|XP_029718770.1|AEAL	CG33332|NP_996214.1|DMEL
OG0008106	LOC109398894|XP_029718778.1|AEAL	CG33169|NP_001137999.1|DMEL
OG0008107	LOC109398885|XP_019526880.2|AEAL	CG12594|NP_650109.1|DMEL
OG0008108	LOC109429163|XP_019560573.2|AEAL	cin|NP_477030.1|DMEL
OG0008109	LOC109398887|XP_019526881.2|AEAL	CG3527|NP_572170.1|DMEL
OG0008110	LOC109428136|XP_019559368.2|AEAL	v|NP_511113.1|DMEL
OG0008111	LOC109406885|XP_019535441.2|AEAL	CG3156|NP_569844.2|DMEL
OG0008112	LOC109404438|XP_029719076.1|AEAL	east|NP_001245484.1|DMEL
OG0008113	LOC109404433|XP_019532853.2|AEAL	mRpL49|NP_572839.1|DMEL
OG0008114	LOC109406887|XP_029719077.1|AEAL	Brms1|NP_572840.1|DMEL
OG0008115	LOC109404436|XP_029719078.1|AEAL	sdt|NP_001033835.2|DMEL
OG0008116	LOC109406884|XP_029719086.1|AEAL	slpr|NP_001188558.1|DMEL
OG0008117	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL	pico|NP_608363.1|DMEL
OG0008118	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL	CG17778|NP_569846.2|DMEL
OG0008119	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL	Ubqn|NP_608344.1|DMEL
OG0008120	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL	CDK2AP1|NP_001259439.1|DMEL
OG0008121	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL	CG8569|NP_610795.1|DMEL
OG0008122	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL	Pink1|NP_572340.2|DMEL
OG0008123	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL	Top3beta|NP_511059.2|DMEL
OG0008124	LOC109404983|XP_029719181.1|AEAL	Pdfr|NP_001245501.1|DMEL
OG0008125	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL	rb|NP_525071.2|DMEL
OG0008126	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL	CG3823|NP_572313.1|DMEL
OG0008127	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL	pigs|NP_572331.2|DMEL
OG0008128	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL	CG11679|NP_573063.1|DMEL
OG0008129	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL	CG3815|NP_572311.1|DMEL
OG0008130	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL	Rab35|NP_608373.1|DMEL
OG0008131	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL	tyn|NP_001368965.1|DMEL
OG0008132	LOC109432823|XP_029719312.1|AEAL	CG6432|NP_651247.1|DMEL
OG0008133	LOC109432765|XP_029710329.1|AEAL, LOC109407890|XP_029710334.1|AEAL	CG4332|NP_572861.1|DMEL
OG0008134	LOC109411935|XP_029733015.1|AEAL, LOC109406739|XP_029733046.1|AEAL	CG15894|NP_001096891.1|DMEL
OG0008135	LOC109411936|XP_029733023.1|AEAL, LOC109406737|XP_029733044.1|AEAL	CG9801|NP_649827.2|DMEL
OG0008136	LOC109411951|XP_019541152.1|AEAL	Ir25a|NP_001260049.1|DMEL
OG0008137	LOC109428767|XP_029734005.1|AEAL	CG3081|NP_572176.2|DMEL
OG0008141	LOC109400049|XP_029730291.1|AEAL	CG32668|NP_727502.1|DMEL
OG0008145	LOC109405105|XP_019533655.2|AEAL	LIMK1|NP_511139.2|DMEL
OG0008146	LOC109400240|XP_019528263.2|AEAL	unc-119|NP_572389.1|DMEL
OG0008147	LOC109400295|XP_029724209.1|AEAL	CG1677|NP_572387.1|DMEL
OG0008148	LOC109399404|XP_029724165.1|AEAL	Rbcn-3A|NP_572302.2|DMEL
OG0008150	LOC109399059|XP_019527034.2|AEAL	SrpRalpha|NP_524887.2|DMEL
OG0008151	LOC109399010|XP_029724223.1|AEAL	beta-Spec|NP_001259660.1|DMEL
OG0008152	LOC109398962|XP_019526958.2|AEAL	Hr4|NP_001259161.1|DMEL
OG0008153	LOC109431307|XP_019563069.2|AEAL	CG4806|NP_611955.2|DMEL
OG0008154	LOC109431323|XP_019563091.2|AEAL	Tsen34|NP_001036605.2|DMEL
OG0008155	LOC109407703|XP_019536397.2|AEAL	Ccdc56|NP_996062.3|DMEL
OG0008156	LOC109409395|XP_019538385.2|AEAL	rod|NP_476705.1|DMEL
OG0008158	LOC109415956|XP_019545475.1|AEAL	eIF2alpha|NP_573130.1|DMEL
OG0008159	LOC109405803|XP_029713444.1|AEAL	CG42495|NP_001163464.1|DMEL
OG0008160	LOC109401644|XP_029713325.1|AEAL	Fak|NP_001137718.1|DMEL
OG0008161	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL	CG1231|NP_612032.1|DMEL
