Orthogroup	AEAL.longest_only	DSUB.longest_only
OG0006767	LOC109400752|XP_019528794.2|AEAL	LOC117894280|XP_034657130.1|DSUB
OG0006768	LOC109399363|XP_029734827.1|AEAL	LOC117894279|XP_034657126.1|DSUB
OG0006769	LOC109400747|XP_019528787.1|AEAL	LOC117894311|XP_034657168.1|DSUB
OG0006770	LOC109400713|XP_019528748.2|AEAL	LOC117895499|XP_034659086.1|DSUB
OG0006771	LOC115253758|XP_029734791.1|AEAL, LOC109402731|XP_029710413.1|AEAL, LOC115270025|XP_029734799.1|AEAL, LOC109400730|XP_029734784.1|AEAL	LOC117903524|XP_034671534.1|DSUB
OG0006772	LOC109403230|XP_029734766.1|AEAL	LOC117891832|XP_034653472.1|DSUB
OG0006773	LOC109425667|XP_019556475.2|AEAL	LOC117894057|XP_034656800.1|DSUB
OG0006774	LOC109425664|XP_029734748.1|AEAL	LOC117893831|XP_034656483.1|DSUB
OG0006775	LOC109403239|XP_019531570.2|AEAL	LOC117893934|XP_034656607.1|DSUB
OG0006776	LOC109403233|XP_019531561.2|AEAL	LOC117893938|XP_034656617.1|DSUB
OG0006777	LOC109403237|XP_019531564.1|AEAL	LOC117893946|XP_034656627.1|DSUB
OG0006778	LOC109403234|XP_019531562.2|AEAL	LOC117895341|XP_034658809.1|DSUB
OG0006779	LOC109425653|XP_029734741.1|AEAL	LOC117895694|XP_034659430.1|DSUB
OG0006780	LOC109425652|XP_019556438.1|AEAL	LOC117895866|XP_034659723.1|DSUB
OG0006781	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL	LOC117895374|XP_034658853.1|DSUB
OG0006782	LOC115269984|XP_029734712.1|AEAL	LOC117895574|XP_034659185.1|DSUB
OG0006783	LOC109423129|XP_029734704.1|AEAL	LOC117891880|XP_034653537.1|DSUB
OG0006784	LOC109422689|XP_029734637.1|AEAL	LOC117893408|XP_034655898.1|DSUB
OG0006785	LOC109425707|XP_019556560.1|AEAL	LOC117889816|XP_034650187.1|DSUB
OG0006786	LOC109425710|XP_019556572.2|AEAL	LOC117891632|XP_034653066.1|DSUB
OG0006787	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL	LOC117895067|XP_034658339.1|DSUB
OG0006788	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL	LOC117895075|XP_034658355.1|DSUB
OG0006789	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL	LOC117901197|XP_034667744.1|DSUB
OG0006790	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL	LOC117900815|XP_034667199.1|DSUB
OG0006791	LOC109415874|XP_019545366.2|AEAL	LOC117895636|XP_034659286.1|DSUB
OG0006792	LOC109416936|XP_029722457.1|AEAL	LOC117894213|XP_034657019.1|DSUB
OG0006793	LOC109416927|XP_019546587.2|AEAL	LOC117894479|XP_034657471.1|DSUB
OG0006794	LOC109406439|XP_019535081.2|AEAL	LOC117890301|XP_034650966.1|DSUB
OG0006795	LOC109406069|XP_019534693.2|AEAL	LOC117894191|XP_034656998.1|DSUB
OG0006796	LOC109406083|XP_019534697.1|AEAL	LOC117894784|XP_034657904.1|DSUB
OG0006797	LOC109403773|XP_019532193.2|AEAL, LOC109406140|XP_019534748.2|AEAL	LOC117901839|XP_034668670.1|DSUB
OG0006798	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL	LOC117895390|XP_034658905.1|DSUB
OG0006799	LOC109407430|XP_019536014.2|AEAL	LOC117895200|XP_034658571.1|DSUB
OG0006800	LOC109416058|XP_029722188.1|AEAL	LOC117895333|XP_034658797.1|DSUB
OG0006801	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL	LOC117901207|XP_034667758.1|DSUB
OG0006802	LOC109424173|XP_019554808.1|AEAL	LOC117891074|XP_034652142.1|DSUB
OG0006803	LOC109430809|XP_029722130.1|AEAL	LOC117890848|XP_034651823.1|DSUB
OG0006804	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL	LOC117893746|XP_034656371.1|DSUB
OG0006805	LOC109430832|XP_029722021.1|AEAL	LOC117890691|XP_034651574.1|DSUB
OG0006806	LOC109430889|XP_029721983.1|AEAL	LOC117894800|XP_034657921.1|DSUB
OG0006807	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL	LOC117893825|XP_034656470.1|DSUB
OG0006808	LOC109430916|XP_029721936.1|AEAL	LOC117890646|XP_034651490.1|DSUB
OG0006809	LOC109431614|XP_019563392.2|AEAL	LOC117894909|XP_034658097.1|DSUB
OG0006810	LOC109430917|XP_029730393.1|AEAL	LOC117893315|XP_034655794.1|DSUB
OG0006811	LOC109431620|XP_019563396.2|AEAL	LOC117896750|XP_034661106.1|DSUB
OG0006812	LOC109431672|XP_019563471.1|AEAL	LOC117894618|XP_034657668.1|DSUB
OG0006813	LOC109430952|XP_019562613.1|AEAL	LOC117897057|XP_034661543.1|DSUB
OG0006814	LOC109398023|XP_019525915.2|AEAL	LOC117894940|XP_034658153.1|DSUB
OG0006815	LOC109398004|XP_029730630.1|AEAL	LOC117894908|XP_034658094.1|DSUB
OG0006816	LOC109431646|XP_029730627.1|AEAL	LOC117894905|XP_034658088.1|DSUB
OG0006817	LOC109426268|XP_019557285.2|AEAL	LOC117893119|XP_034655455.1|DSUB
OG0006818	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL	LOC117894187|XP_034656991.1|DSUB
OG0006819	LOC115267593|XP_029730546.1|AEAL	LOC117894261|XP_034657107.1|DSUB
OG0006820	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL	LOC117893826|XP_034656474.1|DSUB
OG0006821	LOC109399475|XP_019527464.2|AEAL	LOC117900455|XP_034666718.1|DSUB
OG0006823	LOC109398039|XP_019525939.1|AEAL	LOC117893796|XP_034656432.1|DSUB
OG0006824	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL	LOC117895372|XP_034658849.1|DSUB
OG0006826	LOC109404376|XP_029735658.1|AEAL	LOC117893978|XP_034656680.1|DSUB
OG0006827	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL	LOC117898683|XP_034664177.1|DSUB
OG0006828	LOC109403057|XP_029735842.1|AEAL	LOC117902393|XP_034669609.1|DSUB
OG0006829	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL	LOC117895507|XP_034659097.1|DSUB
OG0006830	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL	LOC117893559|XP_034656112.1|DSUB
OG0006831	LOC109401024|XP_019529052.2|AEAL	LOC117895327|XP_034658788.1|DSUB
OG0006832	LOC109420874|XP_019550915.1|AEAL	LOC117895159|XP_034658505.1|DSUB
OG0006833	LOC109401001|XP_029735958.1|AEAL	LOC117895800|XP_034659611.1|DSUB
OG0006834	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL	LOC117896473|XP_034660699.1|DSUB
OG0006835	LOC109428639|XP_029735980.1|AEAL	LOC117895299|XP_034658748.1|DSUB
OG0006836	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL	LOC117893259|XP_034655717.1|DSUB
OG0006837	LOC109428652|XP_019560000.2|AEAL	LOC117893842|XP_034656499.1|DSUB
OG0006838	LOC109428654|XP_019560004.1|AEAL	LOC117895055|XP_034658325.1|DSUB
OG0006839	LOC109428657|XP_029735997.1|AEAL	LOC117895045|XP_034658314.1|DSUB
OG0006840	LOC109424281|XP_029735631.1|AEAL	LOC117900690|XP_034667031.1|DSUB
OG0006841	LOC115270167|XP_029735265.1|AEAL	LOC117893508|XP_034656037.1|DSUB
OG0006842	LOC109424254|XP_029735308.1|AEAL	LOC117894186|XP_034656990.1|DSUB
OG0006843	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL	LOC117903053|XP_034670686.1|DSUB
OG0006844	LOC109423860|XP_019554442.2|AEAL	LOC117898324|XP_034663539.1|DSUB
OG0006845	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL	LOC117894077|XP_034656829.1|DSUB
OG0006846	LOC109423766|XP_029735507.1|AEAL	LOC117893975|XP_034656672.1|DSUB
OG0006847	LOC109430633|XP_019562270.2|AEAL	LOC117893966|XP_034656657.1|DSUB
OG0006848	LOC109423744|XP_029735561.1|AEAL	LOC117891882|XP_034653567.1|DSUB
OG0006849	LOC109423720|XP_019554251.2|AEAL	LOC117895405|XP_034658929.1|DSUB
OG0006850	LOC109423718|XP_019554249.1|AEAL	LOC117895155|XP_034658484.1|DSUB
OG0006851	LOC109423717|XP_019554247.2|AEAL	LOC117895157|XP_034658500.1|DSUB
OG0006852	LOC109408244|XP_029728725.1|AEAL	LOC117892065|XP_034653942.1|DSUB
OG0006853	LOC109411124|XP_019540123.2|AEAL	LOC117893609|XP_034656177.1|DSUB
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC117891355|XP_034652680.1|DSUB
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC117895189|XP_034658557.1|DSUB
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC117892678|XP_034654967.1|DSUB
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC117890967|XP_034651997.1|DSUB
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC117894124|XP_034656901.1|DSUB
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC117891826|XP_034653457.1|DSUB
OG0006860	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL	LOC117891683|XP_034653151.1|DSUB
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC117890723|XP_034651658.1|DSUB
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC117894207|XP_034657010.1|DSUB
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC117901517|XP_034668184.1|DSUB
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC117890070|XP_034650601.1|DSUB
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC117897676|XP_034662575.1|DSUB
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC117891836|XP_034653478.1|DSUB
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC117891848|XP_034653490.1|DSUB
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC117891844|XP_034653485.1|DSUB
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC117891102|XP_034652178.1|DSUB
OG0006870	LOC109417392|XP_029729008.1|AEAL	LOC117891679|XP_034653145.1|DSUB
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC117892179|XP_034654154.1|DSUB
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC117900563|XP_034666862.1|DSUB
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC117891154|XP_034652300.1|DSUB
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC117900727|XP_034667093.1|DSUB
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC117902113|XP_034669117.1|DSUB
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC117890715|XP_034651647.1|DSUB
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC117901910|XP_034668767.1|DSUB
OG0006881	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL	LOC117900306|XP_034666511.1|DSUB
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC117891682|XP_034653150.1|DSUB
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC117902442|XP_034669724.1|DSUB
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC117900943|XP_034667402.1|DSUB
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC117900279|XP_034666482.1|DSUB
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC117894342|XP_034657222.1|DSUB
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC117902397|XP_034669615.1|DSUB
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC117902448|XP_034669734.1|DSUB
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC117900721|XP_034667080.1|DSUB
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC117901556|XP_034668245.1|DSUB
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC117900825|XP_034667223.1|DSUB
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC117902011|XP_034668950.1|DSUB
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC117902010|XP_034668949.1|DSUB
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC117903668|XP_034671885.1|DSUB
OG0006896	LOC109622873|XP_019932883.1|AEAL	LOC117901827|XP_034668648.1|DSUB
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC117902458|XP_034669746.1|DSUB
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC117900565|XP_034666864.1|DSUB
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC117900048|XP_034666132.1|DSUB
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC117903332|XP_034671168.1|DSUB
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC117901131|XP_034667662.1|DSUB
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC117889739|XP_034650057.1|DSUB
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC117896440|XP_034660659.1|DSUB
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC117902439|XP_034669712.1|DSUB
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC117900212|XP_034666383.1|DSUB
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC117902002|XP_034668907.1|DSUB
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC117900327|XP_034666548.1|DSUB
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC117901749|XP_034668526.1|DSUB
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC117901034|XP_034667529.1|DSUB
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC117903187|XP_034670935.1|DSUB
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC117900393|XP_034666638.1|DSUB
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC117900302|XP_034666508.1|DSUB
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC117895745|XP_034659507.1|DSUB
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC117901902|XP_034668757.1|DSUB
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC117902757|XP_034670239.1|DSUB
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC117902197|XP_034669289.1|DSUB
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC117901356|XP_034667956.1|DSUB
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC117902697|XP_034670129.1|DSUB
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC117902240|XP_034669376.1|DSUB
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC117900783|XP_034667155.1|DSUB
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC117900742|XP_034667111.1|DSUB
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC117898160|XP_034663259.1|DSUB
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC117900604|XP_034666907.1|DSUB
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC117901486|XP_034668144.1|DSUB
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC117900895|XP_034667317.1|DSUB
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC117900932|XP_034667387.1|DSUB
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC117900863|XP_034667276.1|DSUB
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC117901836|XP_034668660.1|DSUB
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC117900914|XP_034667366.1|DSUB
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC117899774|XP_034665937.1|DSUB
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC117900191|XP_034666332.1|DSUB
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC117902312|XP_034669488.1|DSUB
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC117902024|XP_034668974.1|DSUB
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC117890623|XP_034651466.1|DSUB
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC117900941|XP_034667397.1|DSUB
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC117901802|XP_034668606.1|DSUB
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC117892030|XP_034653842.1|DSUB
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC117901000|XP_034667488.1|DSUB
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC117901927|XP_034668787.1|DSUB
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC117900012|XP_034666088.1|DSUB
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC117896002|XP_034659889.1|DSUB
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC117900804|XP_034667182.1|DSUB
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC117902636|XP_034670049.1|DSUB
OG0006949	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL	LOC117902088|XP_034669072.1|DSUB
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC117901864|XP_034668710.1|DSUB
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC117901037|XP_034667533.1|DSUB
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC117897290|XP_034661922.1|DSUB
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC117894138|XP_034656923.1|DSUB
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC117900254|XP_034666444.1|DSUB
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC117899663|XP_034665737.1|DSUB
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC117900030|XP_034666108.1|DSUB
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC117902453|XP_034669738.1|DSUB
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC117892622|XP_034654864.1|DSUB
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC117895012|XP_034658253.1|DSUB
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC117902298|XP_034669469.1|DSUB
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC117901519|XP_034668181.1|DSUB
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC117900807|XP_034667185.1|DSUB
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC117900598|XP_034666899.1|DSUB
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC117901830|XP_034668652.1|DSUB
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC117900566|XP_034666865.1|DSUB
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC117901381|XP_034667999.1|DSUB
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC117892264|XP_034654272.1|DSUB
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC117890694|XP_034651578.1|DSUB
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC117894866|XP_034658017.1|DSUB
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC117896186|XP_034660165.1|DSUB
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC117901363|XP_034667964.1|DSUB
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC117900195|XP_034666341.1|DSUB
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC117901395|XP_034668020.1|DSUB
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC117900691|XP_034667034.1|DSUB
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC117902722|XP_034670179.1|DSUB
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC117902149|XP_034669177.1|DSUB
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC117889702|XP_034650010.1|DSUB
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC117900538|XP_034666828.1|DSUB
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC117902475|XP_034669774.1|DSUB
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC117901723|XP_034668492.1|DSUB
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC117901882|XP_034668730.1|DSUB
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC117901985|XP_034668883.1|DSUB
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC117901215|XP_034667773.1|DSUB
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC117900415|XP_034666665.1|DSUB
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC117902794|XP_034670303.1|DSUB
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC117901104|XP_034667626.1|DSUB
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC117890298|XP_034650957.1|DSUB
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC117900011|XP_034666086.1|DSUB
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC117900880|XP_034667298.1|DSUB
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC117900542|XP_034666831.1|DSUB
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC117898937|XP_034664544.1|DSUB
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC117900958|XP_034667422.1|DSUB
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC117900897|XP_034667321.1|DSUB
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC117900204|XP_034666367.1|DSUB
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC117902242|XP_034669378.1|DSUB
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC117902247|XP_034669382.1|DSUB
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC117891671|XP_034653134.1|DSUB
OG0006998	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL	LOC117898621|XP_034664067.1|DSUB
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC117901928|XP_034668788.1|DSUB
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC117902471|XP_034669768.1|DSUB
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC117891302|XP_034652599.1|DSUB
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC117901298|XP_034667885.1|DSUB
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC117889767|XP_034650120.1|DSUB
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC117902786|XP_034670283.1|DSUB
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC117901665|XP_034668396.1|DSUB
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC117901743|XP_034668522.1|DSUB
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC117900250|XP_034666440.1|DSUB
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC117900658|XP_034666984.1|DSUB
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC117901844|XP_034668679.1|DSUB
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC117900489|XP_034666767.1|DSUB
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC117899480|XP_034665402.1|DSUB
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC117902075|XP_034669057.1|DSUB
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC117901634|XP_034668355.1|DSUB
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC117901268|XP_034667853.1|DSUB
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC117902686|XP_034670113.1|DSUB
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC117902094|XP_034669081.1|DSUB
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC117901018|XP_034667508.1|DSUB
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC117901886|XP_034668735.1|DSUB
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC117900738|XP_034667104.1|DSUB
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC117901456|XP_034668099.1|DSUB
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC117901083|XP_034667595.1|DSUB
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC117902383|XP_034669595.1|DSUB
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC117897351|XP_034662023.1|DSUB
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC117901891|XP_034668748.1|DSUB
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC117902469|XP_034669766.1|DSUB
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC117900035|XP_034666114.1|DSUB
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC117900021|XP_034666100.1|DSUB
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC117900786|XP_034667160.1|DSUB
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC117902331|XP_034669517.1|DSUB
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC117895762|XP_034659527.1|DSUB
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC117902043|XP_034668998.1|DSUB
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC117900227|XP_034666403.1|DSUB
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC117903662|XP_034671874.1|DSUB
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC117894773|XP_034657889.1|DSUB
