Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0007104	LOC109411702|XP_019540820.1|AEAL	LOC108100058|XP_017059279.1|DFIC
OG0007105	LOC109411704|XP_019540824.2|AEAL	LOC108089167|XP_017042787.1|DFIC
OG0007106	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL	LOC108091563|XP_017046325.1|DFIC
OG0007107	LOC109416814|XP_019546424.2|AEAL	LOC108094163|XP_017050100.1|DFIC
OG0007108	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL	LOC108089953|XP_017043933.1|DFIC
OG0007109	LOC109421195|XP_019551262.1|AEAL	LOC108101217|XP_017060955.1|DFIC
OG0007110	LOC109421405|XP_029719783.1|AEAL	LOC108092326|XP_017047351.1|DFIC
OG0007111	LOC109421495|XP_029720210.1|AEAL	LOC108100851|XP_017060419.1|DFIC
OG0007112	LOC109411735|XP_019540879.2|AEAL	LOC108091549|XP_017046309.1|DFIC
OG0007113	LOC109411740|XP_019540888.2|AEAL	LOC108095815|XP_017052577.1|DFIC
OG0007114	LOC109420449|XP_019550340.2|AEAL	LOC108093484|XP_017049059.1|DFIC
OG0007115	LOC109411747|XP_029720204.1|AEAL	LOC108092277|XP_017047301.1|DFIC
OG0007116	LOC109411754|XP_019540905.2|AEAL	LOC108100869|XP_017060445.1|DFIC
OG0007118	LOC109411759|XP_019540913.2|AEAL	LOC108098700|XP_017057299.1|DFIC
OG0007119	LOC109411214|XP_029719801.1|AEAL	LOC108095326|XP_017051895.1|DFIC
OG0007120	LOC109411219|XP_019540265.2|AEAL	LOC108101775|XP_017061738.1|DFIC
OG0007121	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL	LOC108101697|XP_017061623.1|DFIC
OG0007122	LOC109411230|XP_019540283.2|AEAL	LOC108097677|XP_017055624.1|DFIC
OG0007123	LOC109411232|XP_019540288.1|AEAL	LOC108097398|XP_017055143.1|DFIC
OG0007124	LOC109414188|XP_019543517.2|AEAL	LOC108089411|XP_017043098.1|DFIC
OG0007125	LOC109414187|XP_019543515.2|AEAL	LOC108095450|XP_017052048.1|DFIC
OG0007126	LOC109414186|XP_019543514.2|AEAL	LOC108096410|XP_017053472.1|DFIC
OG0007127	LOC109414184|XP_019543511.1|AEAL	LOC108100560|XP_017060023.1|DFIC
OG0007128	LOC109414180|XP_019543508.2|AEAL	LOC108095401|XP_017051973.1|DFIC
OG0007129	LOC109414179|XP_019543507.2|AEAL	LOC108095451|XP_017052051.1|DFIC
OG0007130	LOC109414174|XP_029712512.1|AEAL	LOC108100455|XP_017059869.1|DFIC
OG0007131	LOC109414168|XP_019543496.2|AEAL	LOC108093592|XP_017049207.1|DFIC
OG0007132	LOC109414166|XP_029712485.1|AEAL	LOC108093585|XP_017049199.1|DFIC
OG0007133	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL	LOC108089390|XP_017043062.1|DFIC
OG0007134	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL	LOC108089491|XP_017043261.1|DFIC
OG0007135	LOC109414203|XP_019543544.1|AEAL, LOC115257215|XP_029712519.1|AEAL	LOC108089630|XP_017043482.1|DFIC
OG0007136	LOC109414152|XP_019543473.2|AEAL, LOC115254464|XP_029707878.1|AEAL	LOC108100500|XP_017059935.1|DFIC
OG0007137	LOC109432457|XP_029707856.1|AEAL, LOC109426364|XP_029713954.1|AEAL	LOC108097018|XP_017054506.1|DFIC
OG0007138	LOC109621640|XP_029713994.1|AEAL, LOC109426361|XP_029707853.1|AEAL	LOC108091321|XP_017045945.1|DFIC
OG0007139	LOC109621532|XP_029707846.1|AEAL, LOC109426356|XP_029713956.1|AEAL	LOC108097554|XP_017055408.1|DFIC
OG0007140	LOC109426355|XP_019557360.2|AEAL, LOC109621531|XP_029713976.1|AEAL	LOC108091331|XP_017045962.1|DFIC
OG0007141	LOC109426352|XP_019557358.2|AEAL, LOC109621643|XP_019931291.2|AEAL	LOC108092954|XP_017048320.1|DFIC
OG0007142	LOC109423350|XP_019553893.1|AEAL	LOC108088885|XP_017042372.1|DFIC
OG0007143	LOC109421791|XP_019551886.2|AEAL	LOC108088449|XP_017041716.1|DFIC
OG0007145	LOC109427108|XP_019558237.2|AEAL, LOC109421675|XP_029708067.1|AEAL	LOC108091974|XP_017046873.1|DFIC
OG0007146	LOC109421799|XP_019551893.2|AEAL	LOC108095874|XP_017052668.1|DFIC
OG0007147	LOC109421805|XP_029732695.1|AEAL	LOC108088059|XP_017041189.1|DFIC
OG0007148	LOC109427974|XP_019559174.2|AEAL, LOC109418212|XP_029732714.1|AEAL	LOC108095294|XP_017051823.1|DFIC
OG0007149	LOC109418227|XP_029732711.1|AEAL	LOC108101558|XP_017061446.1|DFIC
OG0007150	LOC109418235|XP_029720550.1|AEAL, LOC109428008|XP_029709760.1|AEAL	LOC108093595|XP_017049210.1|DFIC
OG0007151	LOC109427971|XP_029709762.1|AEAL, LOC109418190|XP_029720552.1|AEAL	LOC108087413|XP_017040242.1|DFIC
OG0007152	LOC109418237|XP_019547939.2|AEAL, LOC115255773|XP_029709761.1|AEAL	LOC108097699|XP_017055667.1|DFIC
OG0007153	LOC109428025|XP_019559228.2|AEAL	LOC108097638|XP_017055557.1|DFIC
OG0007154	LOC109428033|XP_019559242.2|AEAL	LOC108093713|XP_017049406.1|DFIC
OG0007155	LOC109428035|XP_019559245.2|AEAL	LOC108101801|XP_017061767.1|DFIC
OG0007156	LOC109428039|XP_019559249.2|AEAL	LOC108093324|XP_017048801.1|DFIC
OG0007157	LOC109418263|XP_019547970.2|AEAL	LOC108090188|XP_017044264.1|DFIC
OG0007158	LOC109428045|XP_019559256.2|AEAL	LOC108099151|XP_017057985.1|DFIC
OG0007159	LOC115259927|XP_029716580.1|AEAL, LOC109428053|XP_029720490.1|AEAL	LOC108097219|XP_017054856.1|DFIC
OG0007160	LOC109428082|XP_029720317.1|AEAL	LOC108102044|XP_017062156.1|DFIC
OG0007161	LOC109428094|XP_029720041.1|AEAL, LOC109418200|XP_019547909.2|AEAL	LOC108092857|XP_017048167.1|DFIC
OG0007162	LOC109418317|XP_019548035.2|AEAL, LOC109428095|XP_029720165.1|AEAL	LOC108091203|XP_017045775.1|DFIC
OG0007163	LOC109428101|XP_019559333.2|AEAL, LOC109418322|XP_019548044.2|AEAL	LOC108100757|XP_017060280.1|DFIC
OG0007164	LOC109418331|XP_019548059.2|AEAL, LOC109427300|XP_029721137.1|AEAL	LOC108100753|XP_017060274.1|DFIC
OG0007165	LOC115253710|XP_029721253.1|AEAL, LOC109418342|XP_029721037.1|AEAL	LOC108101693|XP_017061613.1|DFIC
OG0007166	LOC109418349|XP_019548082.2|AEAL	LOC108088991|XP_017042523.1|DFIC
OG0007167	LOC109418350|XP_029721279.1|AEAL	LOC108094671|XP_017050874.1|DFIC
OG0007168	LOC109418402|XP_029721463.1|AEAL, LOC109426117|XP_029721773.1|AEAL	LOC108097637|XP_017055556.1|DFIC
OG0007169	LOC109418375|XP_019548108.1|AEAL, LOC109426090|XP_019557056.1|AEAL	LOC108097078|XP_017054608.1|DFIC
OG0007170	LOC115263071|XP_029721860.1|AEAL, LOC109426121|XP_029721524.1|AEAL	LOC108098569|XP_017057074.1|DFIC
OG0007171	LOC109418416|XP_029721930.1|AEAL, LOC115262876|XP_029721618.1|AEAL	LOC108095593|XP_017052245.1|DFIC
OG0007172	LOC109418422|XP_019548151.2|AEAL, LOC109426153|XP_019557128.2|AEAL	LOC108097173|XP_017054800.1|DFIC
OG0007173	LOC109426154|XP_019557130.2|AEAL, LOC115262909|XP_029721671.1|AEAL	LOC108097171|XP_017054797.1|DFIC
OG0007174	LOC109419125|XP_019548888.2|AEAL	LOC108095974|XP_017052807.1|DFIC
OG0007175	LOC109426191|XP_019557178.2|AEAL	LOC108089416|XP_017043108.1|DFIC
OG0007176	LOC109415977|XP_019545499.2|AEAL	LOC108095991|XP_017052825.1|DFIC
OG0007177	LOC109419210|XP_019548962.1|AEAL	LOC108090120|XP_017044140.1|DFIC
OG0007178	LOC109419213|XP_019548965.2|AEAL	LOC108099459|XP_017058496.1|DFIC
OG0007179	LOC109416013|XP_019545526.2|AEAL	LOC108098555|XP_017057049.1|DFIC
OG0007180	LOC109419216|XP_019548973.2|AEAL	LOC108090121|XP_017044141.1|DFIC
OG0007181	LOC109419226|XP_029719621.1|AEAL, LOC109407487|XP_029723344.1|AEAL	LOC108092966|XP_017048344.1|DFIC
OG0007182	LOC109419229|XP_029723373.1|AEAL	LOC108101127|XP_017060840.1|DFIC
OG0007183	LOC109419233|XP_019548989.2|AEAL	LOC108101075|XP_017060758.1|DFIC
OG0007184	LOC109407483|XP_029723393.1|AEAL	LOC108101128|XP_017060844.1|DFIC
OG0007185	LOC109407493|XP_029723535.1|AEAL, LOC109419166|XP_019548931.2|AEAL	LOC108101280|XP_017061062.1|DFIC
OG0007186	LOC109427338|XP_029723668.1|AEAL	LOC108102251|XP_017062488.1|DFIC
OG0007187	LOC109427334|XP_029723762.1|AEAL	LOC108095877|XP_017052671.1|DFIC
OG0007188	LOC109419253|XP_019549045.2|AEAL	LOC108099532|XP_017058593.1|DFIC
OG0007189	LOC109419256|XP_019549049.2|AEAL	LOC108098897|XP_017057578.1|DFIC
OG0007190	LOC109419258|XP_019549050.2|AEAL	LOC108102018|XP_017062105.1|DFIC
OG0007191	LOC109426113|XP_019557086.2|AEAL	LOC108099841|XP_017058976.1|DFIC
OG0007192	LOC109415725|XP_029724457.1|AEAL, LOC109429486|XP_029724233.1|AEAL	LOC108097634|XP_017055550.1|DFIC
OG0007193	LOC115264647|XP_029724441.1|AEAL, LOC109429484|XP_019560986.2|AEAL	LOC108097632|XP_017055548.1|DFIC
OG0007194	LOC109429489|XP_019560993.2|AEAL, LOC109415723|XP_019545200.2|AEAL	LOC108095353|XP_017051923.1|DFIC
OG0007195	LOC109429506|XP_019561022.2|AEAL	LOC108091382|XP_017046051.1|DFIC
OG0007196	LOC109410465|XP_029725098.1|AEAL	LOC108088410|XP_017041658.1|DFIC
OG0007197	LOC109401486|XP_029725929.1|AEAL	LOC108086927|XP_017039519.1|DFIC
OG0007198	LOC109405857|XP_019534461.1|AEAL	LOC108101025|XP_017060681.1|DFIC
OG0007199	LOC109405847|XP_019534453.2|AEAL	LOC108087291|XP_017040091.1|DFIC
OG0007200	LOC109405846|XP_029725478.1|AEAL	LOC108102068|XP_017062197.1|DFIC
OG0007201	LOC109405835|XP_019534439.2|AEAL	LOC108089647|XP_017043504.1|DFIC
OG0007202	LOC109410403|XP_029726146.1|AEAL	LOC108089379|XP_017043048.1|DFIC
OG0007203	LOC109405832|XP_019534435.2|AEAL	LOC108089375|XP_017043042.1|DFIC
OG0007204	LOC109410394|XP_019539492.2|AEAL	LOC108094707|XP_017050932.1|DFIC
OG0007205	LOC109410392|XP_019539490.2|AEAL	LOC108089627|XP_017043480.1|DFIC
OG0007206	LOC109417380|XP_029726232.1|AEAL	LOC108102038|XP_017062149.1|DFIC
OG0007207	LOC109398749|XP_019526683.2|AEAL	LOC108095823|XP_017052591.1|DFIC
OG0007208	LOC109398750|XP_029726251.1|AEAL	LOC108098899|XP_017057581.1|DFIC
OG0007209	LOC109398756|XP_019526691.2|AEAL	LOC108098900|XP_017057584.1|DFIC
OG0007210	LOC109398754|XP_019526688.2|AEAL	LOC108101108|XP_017060810.1|DFIC
OG0007211	LOC109410380|XP_019539477.2|AEAL	LOC108102012|XP_017062099.1|DFIC
OG0007212	LOC109398748|XP_029726381.1|AEAL	LOC108097749|XP_017055747.1|DFIC
OG0007213	LOC109416239|XP_019545782.1|AEAL, LOC109427053|XP_019558151.1|AEAL	LOC108093950|XP_017049836.1|DFIC
OG0007214	LOC109416235|XP_019545778.2|AEAL	LOC108100538|XP_017059986.1|DFIC
OG0007215	LOC109399757|XP_029727155.1|AEAL	LOC108102048|XP_017062159.1|DFIC
OG0007219	LOC109413762|XP_029727234.1|AEAL, LOC115265612|XP_029727296.1|AEAL	LOC108098893|XP_017057574.1|DFIC
OG0007220	LOC109413692|XP_019542958.2|AEAL	LOC108087941|XP_017041018.1|DFIC
OG0007221	LOC109413690|XP_019542955.2|AEAL	LOC108095820|XP_017052588.1|DFIC
OG0007222	LOC109622416|XP_029727441.1|AEAL	LOC108096377|XP_017053422.1|DFIC
OG0007223	LOC109413668|XP_019542920.2|AEAL	LOC108100755|XP_017060277.1|DFIC
OG0007224	LOC109425010|XP_019555743.2|AEAL	LOC108087994|XP_017041087.1|DFIC
OG0007225	LOC109413665|XP_019542914.1|AEAL	LOC108097864|XP_017055892.1|DFIC
OG0007226	LOC109413664|XP_019542913.2|AEAL	LOC108099475|XP_017058520.1|DFIC
OG0007227	LOC109413663|XP_019542910.2|AEAL	LOC108093173|XP_017048614.1|DFIC
OG0007228	LOC109413662|XP_029727604.1|AEAL	LOC108100444|XP_017059856.1|DFIC
OG0007229	LOC109425023|XP_019555759.1|AEAL	LOC108098553|XP_017057040.1|DFIC
OG0007230	LOC109415663|XP_019545124.1|AEAL	LOC108087348|XP_017040176.1|DFIC
OG0007231	LOC109415660|XP_019545118.2|AEAL	LOC108088028|XP_017041146.1|DFIC
OG0007232	LOC109425042|XP_029727679.1|AEAL	LOC108096251|XP_017053187.1|DFIC
OG0007233	LOC109415653|XP_019545106.2|AEAL	LOC108096399|XP_017053460.1|DFIC
OG0007234	LOC109415649|XP_019545099.2|AEAL	LOC108096170|XP_017053041.1|DFIC
OG0007235	LOC109425049|XP_029727738.1|AEAL	LOC108096339|XP_017053373.1|DFIC
OG0007238	LOC109399794|XP_019527837.2|AEAL	LOC108095008|XP_017051342.1|DFIC
OG0007241	LOC115270942|XP_029736156.1|AEAL, LOC109402035|XP_019530184.2|AEAL	LOC108091070|XP_017045563.1|DFIC
OG0007242	LOC109413710|XP_029736157.1|AEAL, LOC109402021|XP_029736139.1|AEAL	LOC108091069|XP_017045559.1|DFIC
OG0007243	LOC109404827|XP_029708124.1|AEAL	LOC108095575|XP_017052214.1|DFIC
OG0007244	LOC109414569|XP_029708123.1|AEAL	LOC108096323|XP_017053348.1|DFIC
OG0007248	LOC109415814|XP_019545291.2|AEAL, LOC115266506|XP_029728613.1|AEAL	LOC108092859|XP_017048170.1|DFIC
OG0007249	LOC109415801|XP_029730396.1|AEAL	LOC108088617|XP_017041993.1|DFIC
OG0007250	LOC115254176|XP_029728818.1|AEAL, LOC109415780|XP_029728748.1|AEAL	LOC108095571|XP_017052210.1|DFIC
OG0007251	LOC109415778|XP_019545253.1|AEAL, LOC109423907|XP_019554513.1|AEAL	LOC108099450|XP_017058477.1|DFIC
OG0007252	LOC109423866|XP_029728959.1|AEAL	LOC108098901|XP_017057586.1|DFIC
OG0007253	LOC109424043|XP_029731223.1|AEAL	LOC108089489|XP_017043257.1|DFIC
OG0007254	LOC109621941|XP_019931705.2|AEAL	LOC108087383|XP_017040214.1|DFIC
OG0007255	LOC109425571|XP_029729481.1|AEAL, LOC109411551|XP_029729537.1|AEAL	LOC108094445|XP_017050513.1|DFIC
OG0007256	LOC109411514|XP_019540597.1|AEAL	LOC108090122|XP_017044142.1|DFIC
OG0007257	LOC109411492|XP_019540558.2|AEAL	LOC108102245|XP_017062473.1|DFIC
OG0007258	LOC109425583|XP_029729639.1|AEAL	LOC108102247|XP_017062475.1|DFIC
OG0007259	LOC109411178|XP_019540201.2|AEAL, LOC109425602|XP_019556393.2|AEAL	LOC108097037|XP_017054547.1|DFIC
OG0007260	LOC115267204|XP_029729945.1|AEAL, LOC109411166|XP_029729878.1|AEAL	LOC108089642|XP_017043499.1|DFIC
OG0007261	LOC109412043|XP_019541234.2|AEAL, LOC115269864|XP_029734543.1|AEAL	LOC108093673|XP_017049341.1|DFIC
OG0007262	LOC115267323|XP_029730109.1|AEAL, LOC109411071|XP_029730097.1|AEAL	LOC108097094|XP_017054640.1|DFIC
OG0007263	LOC109411036|XP_019540022.2|AEAL	LOC108100711|XP_017060231.1|DFIC
OG0007264	LOC109411781|XP_029730209.1|AEAL	LOC108093591|XP_017049206.1|DFIC
OG0007265	LOC109410892|XP_019539947.2|AEAL	LOC108097179|XP_017054810.1|DFIC
OG0007266	LOC109410890|XP_029730312.1|AEAL, LOC115254065|XP_029718516.1|AEAL	LOC108093315|XP_017048786.1|DFIC
OG0007269	LOC109400874|XP_019528904.2|AEAL	LOC108097041|XP_017054559.1|DFIC
OG0007270	LOC109416761|XP_019546363.2|AEAL	LOC108092046|XP_017046981.1|DFIC
OG0007271	LOC109400850|XP_019528878.2|AEAL	LOC108097829|XP_017055845.1|DFIC
OG0007272	LOC109416759|XP_019546361.2|AEAL	LOC108093156|XP_017048592.1|DFIC
OG0007273	LOC109416756|XP_019546356.2|AEAL	LOC108087202|XP_017039956.1|DFIC
OG0007274	LOC109416755|XP_019546355.2|AEAL	LOC108098973|XP_017057678.1|DFIC
OG0007275	LOC109416751|XP_019546352.2|AEAL	LOC108099992|XP_017059181.1|DFIC
OG0007276	LOC109400871|XP_019528902.1|AEAL	LOC108099325|XP_017058254.1|DFIC
OG0007277	LOC109416018|XP_029731355.1|AEAL	LOC108088930|XP_017042441.1|DFIC
OG0007278	LOC109416016|XP_019545527.2|AEAL	LOC108093826|XP_017049641.1|DFIC
OG0007279	LOC109415018|XP_029731416.1|AEAL	LOC108087509|XP_017040395.1|DFIC
OG0007280	LOC109414810|XP_029731432.1|AEAL	LOC108093259|XP_017048724.1|DFIC
OG0007281	LOC109414524|XP_019543912.2|AEAL	LOC108095854|XP_017052641.1|DFIC
OG0007282	LOC109423413|XP_029731787.1|AEAL	LOC108095853|XP_017052640.1|DFIC
OG0007283	LOC109414481|XP_019543874.2|AEAL	LOC108095662|XP_017052315.1|DFIC
OG0007284	LOC109423378|XP_019553914.1|AEAL	LOC108087245|XP_017040031.1|DFIC
OG0007285	LOC109409555|XP_019538536.2|AEAL	LOC108097657|XP_017055580.1|DFIC
OG0007286	LOC109423376|XP_029720642.1|AEAL, LOC109430466|XP_029732046.1|AEAL	LOC108097683|XP_017055638.1|DFIC
OG0007287	LOC109409558|XP_019538543.2|AEAL	LOC108091447|XP_017046134.1|DFIC
OG0007288	LOC109409560|XP_019538545.2|AEAL	LOC108097164|XP_017054785.1|DFIC
OG0007289	LOC109409564|XP_029732145.1|AEAL	LOC108097170|XP_017054795.1|DFIC
OG0007290	LOC109430453|XP_019562068.1|AEAL, LOC109409575|XP_019538571.1|AEAL	LOC108087287|XP_017040085.1|DFIC
OG0007291	LOC109405758|XP_019534369.2|AEAL	LOC108095342|XP_017051912.1|DFIC
OG0007292	LOC109405756|XP_019534368.2|AEAL, LOC109433372|XP_019565343.2|AEAL	LOC108094713|XP_017050940.1|DFIC
OG0007293	LOC109433397|XP_019565375.2|AEAL	LOC108095862|XP_017052652.1|DFIC
OG0007294	LOC109433307|XP_019565278.2|AEAL, LOC109622091|XP_019931871.1|AEAL	LOC108098910|XP_017057597.1|DFIC
OG0007295	LOC109413944|XP_019543220.3|AEAL	LOC108096263|XP_017053216.1|DFIC
OG0007296	LOC109413923|XP_029734144.1|AEAL	LOC108088501|XP_017041820.1|DFIC
OG0007297	LOC109622067|XP_029734139.1|AEAL	LOC108091930|XP_017046805.1|DFIC
OG0007298	LOC109622065|XP_019543192.1|AEAL	LOC108090125|XP_017044146.1|DFIC
OG0007299	LOC109413913|XP_029734085.1|AEAL	LOC108099579|XP_017058672.1|DFIC
OG0007300	LOC109622056|XP_029733919.1|AEAL	LOC108102262|XP_017062506.1|DFIC
OG0007301	LOC109405021|XP_029733799.1|AEAL	LOC108090145|XP_017044180.1|DFIC
OG0007302	LOC109405983|XP_019534583.3|AEAL	LOC108090147|XP_017044192.1|DFIC
OG0007303	LOC109419330|XP_019549110.2|AEAL, LOC109408471|XP_019537354.2|AEAL, LOC115269975|XP_029734697.1|AEAL	LOC108091090|XP_017045590.1|DFIC
OG0007304	LOC109408454|XP_019537331.2|AEAL	LOC108090046|XP_017044038.1|DFIC
OG0007305	LOC109408434|XP_019537310.2|AEAL	LOC108099849|XP_017058985.1|DFIC
OG0007306	LOC109419387|XP_019549165.2|AEAL	LOC108099844|XP_017058980.1|DFIC
OG0007307	LOC109401058|XP_029735348.1|AEAL	LOC108097668|XP_017055614.1|DFIC
OG0007308	LOC109401050|XP_029716951.1|AEAL, LOC115270288|XP_029735486.1|AEAL	LOC108088389|XP_017041627.1|DFIC
OG0007309	LOC109408408|XP_029735700.1|AEAL	LOC108095905|XP_017052715.1|DFIC
OG0007310	LOC109408405|XP_019537260.2|AEAL	LOC108092100|XP_017047082.1|DFIC
OG0007311	LOC109405715|XP_029735740.1|AEAL	LOC108091970|XP_017046865.1|DFIC
OG0007312	LOC109408400|XP_029735841.1|AEAL	LOC108090466|XP_017044652.1|DFIC
OG0007313	LOC109424071|XP_029719670.1|AEAL	LOC108098093|XP_017056288.1|DFIC
OG0007314	LOC109416301|XP_029736257.1|AEAL	LOC108097236|XP_017054894.1|DFIC
OG0007315	LOC109426211|XP_029719723.1|AEAL, LOC109424064|XP_029736338.1|AEAL	LOC108091228|XP_017045822.1|DFIC
OG0007316	LOC109423999|XP_019554606.2|AEAL	LOC108101120|XP_017060830.1|DFIC
OG0007317	LOC109426228|XP_019557231.2|AEAL	LOC108090177|XP_017044249.1|DFIC
OG0007318	LOC109424046|XP_029727731.1|AEAL	LOC108090175|XP_017044243.1|DFIC
OG0007319	LOC109426709|XP_029727698.1|AEAL	LOC108089474|XP_017043224.1|DFIC
OG0007320	LOC115266126|XP_029727956.1|AEAL, LOC109424019|XP_019554617.2|AEAL	LOC108087266|XP_017040062.1|DFIC
OG0007321	LOC109424013|XP_029727749.1|AEAL, LOC115254158|XP_029727766.1|AEAL	LOC108091330|XP_017045959.1|DFIC
OG0007322	LOC115266050|XP_029727756.1|AEAL, LOC109404393|XP_029727768.1|AEAL	LOC108097373|XP_017055109.1|DFIC
OG0007323	LOC109431929|XP_019563780.2|AEAL, LOC109404394|XP_019532788.2|AEAL	LOC108092848|XP_017048157.1|DFIC
OG0007324	LOC109431782|XP_019563591.1|AEAL	LOC108090198|XP_017044275.1|DFIC
OG0007325	LOC109431779|XP_019563588.2|AEAL	LOC108088456|XP_017041730.1|DFIC
OG0007326	LOC109431784|XP_029727848.1|AEAL	LOC108090111|XP_017044117.1|DFIC
OG0007327	LOC109431792|XP_019563602.2|AEAL	LOC108099064|XP_017057829.1|DFIC
OG0007328	LOC109431839|XP_029727998.1|AEAL	LOC108097551|XP_017055402.1|DFIC
OG0007329	LOC115266100|XP_029727887.1|AEAL, LOC109412338|XP_029724744.1|AEAL, LOC115264848|XP_029724739.1|AEAL	LOC108095938|XP_017052764.1|DFIC
OG0007330	LOC109422662|XP_019553062.2|AEAL, LOC109401120|XP_019529144.2|AEAL	LOC108091097|XP_017045603.1|DFIC
OG0007331	LOC115260168|XP_029716936.1|AEAL, LOC109422660|XP_029736402.1|AEAL	LOC108092836|XP_017048129.1|DFIC
OG0007332	LOC109422659|XP_029736405.1|AEAL, LOC115253559|XP_029716934.1|AEAL	LOC108092781|XP_017048019.1|DFIC
OG0007333	LOC109422624|XP_019552993.2|AEAL	LOC108087019|XP_017039674.1|DFIC
OG0007334	LOC109422607|XP_019552956.2|AEAL	LOC108092586|XP_017047722.1|DFIC
OG0007335	LOC109406142|XP_019534745.1|AEAL	LOC108096362|XP_017053400.1|DFIC
OG0007336	LOC109401784|XP_019529944.1|AEAL	LOC108091170|XP_017045706.1|DFIC
OG0007337	LOC109401779|XP_019529938.2|AEAL	LOC108099932|XP_017059091.1|DFIC
OG0007338	LOC115255977|XP_029710057.1|AEAL	LOC108099025|XP_017057749.1|DFIC
OG0007339	LOC109403735|XP_019532149.2|AEAL	LOC108099514|XP_017058566.1|DFIC
OG0007340	LOC109403728|XP_019532137.2|AEAL	LOC108087129|XP_017039815.1|DFIC
OG0007341	LOC109403732|XP_029718559.1|AEAL	LOC108090174|XP_017044240.1|DFIC
OG0007342	LOC109433434|XP_029718596.1|AEAL	LOC108097754|XP_017055754.1|DFIC
OG0007343	LOC109403316|XP_019531669.1|AEAL	LOC108091975|XP_017046874.1|DFIC
OG0007344	LOC109403315|XP_019531668.2|AEAL	LOC108101329|XP_017061127.1|DFIC
OG0007345	LOC109406576|XP_019535228.1|AEAL	LOC108091977|XP_017046876.1|DFIC
OG0007346	LOC109406543|XP_029718585.1|AEAL	LOC108096452|XP_017053544.1|DFIC
OG0007347	LOC109403272|XP_029718587.1|AEAL, LOC115269494|XP_029734138.1|AEAL	LOC108094654|XP_017050852.1|DFIC
OG0007348	LOC109412232|XP_019541412.2|AEAL	LOC108101674|XP_017061587.1|DFIC
OG0007349	LOC109412235|XP_029734146.1|AEAL	LOC108101670|XP_017061583.1|DFIC
OG0007350	LOC109412245|XP_019541431.2|AEAL, LOC109403330|XP_019531683.2|AEAL	LOC108097257|XP_017054935.1|DFIC
OG0007351	LOC109403311|XP_029718619.1|AEAL	LOC108087573|XP_017040493.1|DFIC
OG0007352	LOC109403282|XP_019531632.2|AEAL	LOC108096970|XP_017054437.1|DFIC
OG0007353	LOC109415062|XP_019544464.2|AEAL, LOC109403287|XP_019531639.2|AEAL	LOC108090184|XP_017044259.1|DFIC
OG0007354	LOC109414121|XP_019543410.2|AEAL	LOC108098655|XP_017057220.1|DFIC
OG0007355	LOC109415075|XP_029718665.1|AEAL	LOC108090162|XP_017044216.1|DFIC
OG0007356	LOC109414127|XP_029718670.1|AEAL	LOC108090393|XP_017044531.1|DFIC
OG0007357	LOC109414131|XP_019543434.2|AEAL	LOC108091779|XP_017046617.1|DFIC
OG0007358	LOC109416838|XP_019546476.2|AEAL	LOC108097322|XP_017055035.1|DFIC
OG0007359	LOC109398821|XP_029709976.1|AEAL, LOC109417347|XP_019546998.2|AEAL	LOC108088537|XP_017041870.1|DFIC
OG0007360	LOC109398863|XP_019526852.2|AEAL	LOC108098853|XP_017057505.1|DFIC
OG0007361	LOC109429171|XP_029718794.1|AEAL, LOC109398837|XP_029718827.1|AEAL	LOC108092845|XP_017048145.1|DFIC
OG0007362	LOC109429170|XP_029718829.1|AEAL, LOC109398884|XP_029718795.1|AEAL	LOC108101201|XP_017060935.1|DFIC
OG0007363	LOC109429162|XP_019560572.2|AEAL	LOC108097327|XP_017055040.1|DFIC, LOC108091286|XP_017045896.1|DFIC
OG0007364	LOC109429157|XP_029718833.1|AEAL, LOC115253602|XP_029718799.1|AEAL	LOC108091283|XP_017045889.1|DFIC
OG0007365	LOC109429156|XP_029718847.1|AEAL, LOC109398868|XP_029718845.1|AEAL	LOC108091282|XP_017045885.1|DFIC
OG0007366	LOC109429149|XP_019560544.2|AEAL	LOC108087995|XP_017041088.1|DFIC
OG0007367	LOC109429148|XP_029730079.1|AEAL	LOC108100467|XP_017059887.1|DFIC
OG0007368	LOC109429118|XP_019560513.2|AEAL	LOC108098605|XP_017057156.1|DFIC
OG0007369	LOC109429111|XP_029719014.1|AEAL	LOC108092072|XP_017047031.1|DFIC
OG0007370	LOC109429104|XP_019560489.2|AEAL	LOC108101489|XP_017061330.1|DFIC
OG0007371	LOC109429098|XP_029719005.1|AEAL	LOC108086583|XP_017039028.1|DFIC
OG0007372	LOC109411604|XP_029718972.1|AEAL	LOC108099531|XP_017058592.1|DFIC
OG0007373	LOC109427239|XP_029718919.1|AEAL, LOC115254073|XP_029718971.1|AEAL	LOC108094601|XP_017050741.1|DFIC
OG0007374	LOC115261150|XP_029718369.1|AEAL, LOC115261162|XP_029718380.1|AEAL	LOC108088646|XP_017042056.1|DFIC
