Orthogroup	AEAL.longest_only	DBUS.longest_only
OG0007381	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL	LOC108607195|XP_017853345.1|DBUS
OG0007382	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL	LOC108605215|XP_017850313.1|DBUS
OG0007383	LOC109404958|XP_029719144.1|AEAL	LOC108606207|XP_017851560.1|DBUS
OG0007384	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL	LOC108605673|XP_017850954.1|DBUS
OG0007385	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL	LOC117134903|XP_033150227.1|DBUS
OG0007386	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL	LOC108605775|XP_017851067.1|DBUS
OG0007387	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL	LOC108605821|XP_017851116.1|DBUS
OG0007388	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL	LOC108606615|XP_017852375.1|DBUS
OG0007389	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL	LOC108607441|XP_017853761.1|DBUS
OG0007390	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL	LOC108606841|XP_017852821.1|DBUS
OG0007391	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL	LOC108604650|XP_017849689.1|DBUS
OG0007392	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL	LOC108606471|XP_017852088.1|DBUS
OG0007393	LOC109432808|XP_019564698.2|AEAL	LOC108603375|XP_033150068.1|DBUS
OG0007395	LOC109432733|XP_019564662.1|AEAL	LOC108606320|XP_017851818.1|DBUS
OG0007396	LOC109621965|XP_029710319.1|AEAL	LOC108603830|XP_017848456.1|DBUS
OG0007397	LOC115268851|XP_029732883.1|AEAL	LOC108607858|XP_033150561.1|DBUS
OG0007399	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL	LOC108607165|XP_017853305.2|DBUS
OG0007400	LOC109416704|XP_029733002.1|AEAL	LOC108605307|XP_017850466.1|DBUS
OG0007401	LOC109411905|XP_019541076.2|AEAL	LOC108606348|XP_017851886.1|DBUS
OG0007402	LOC109411915|XP_019541091.1|AEAL	LOC108604287|XP_017849187.1|DBUS
OG0007403	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL	LOC108603001|XP_017846885.1|DBUS
OG0007404	LOC109411920|XP_029733057.1|AEAL	LOC108603536|XP_017847924.1|DBUS
OG0007405	LOC109406270|XP_029733055.1|AEAL	LOC108602864|XP_017846641.1|DBUS
OG0007406	LOC109406267|XP_019534891.1|AEAL	LOC108603621|XP_017848066.1|DBUS
OG0007407	LOC109406729|XP_029733035.1|AEAL	LOC108607820|XP_017854357.2|DBUS
OG0007408	LOC109406742|XP_019535333.1|AEAL	LOC108600612|XP_017843779.1|DBUS
OG0007409	LOC109406743|XP_029733034.1|AEAL	LOC108608516|XP_017855407.2|DBUS
OG0007410	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL	LOC108607184|XP_017853329.1|DBUS
OG0007411	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL	LOC108606734|XP_017852616.1|DBUS
OG0007412	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL	LOC108605632|XP_017850904.1|DBUS
OG0007413	LOC109424545|XP_029734047.1|AEAL	LOC108596415|XP_017837619.1|DBUS
OG0007414	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL	LOC108605873|XP_017851176.1|DBUS
OG0007415	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL	LOC108605108|XP_017850160.1|DBUS
OG0007416	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL	LOC108605069|XP_033150486.1|DBUS
OG0007417	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL	LOC108605647|XP_017850919.1|DBUS
OG0007421	LOC109405134|XP_029724204.1|AEAL	LOC108606721|XP_033150235.1|DBUS
OG0007422	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL	LOC108605594|XP_017850857.1|DBUS
OG0007423	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL	LOC108605476|XP_017850654.1|DBUS
OG0007424	LOC109399515|XP_019527513.1|AEAL	LOC108598461|XP_017840595.1|DBUS
OG0007425	LOC109405539|XP_029724166.1|AEAL	LOC108599725|XP_017842213.1|DBUS
OG0007426	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL	LOC108607019|XP_017853093.1|DBUS
OG0007427	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL	LOC108605720|XP_017851002.1|DBUS
OG0007428	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL	LOC108606427|XP_033150435.1|DBUS
OG0007430	LOC109432015|XP_019563862.2|AEAL	LOC108599038|XP_017841307.1|DBUS
OG0007431	LOC109431996|XP_019563844.2|AEAL	LOC108596670|XP_017838170.1|DBUS
OG0007432	LOC109431311|XP_019563073.2|AEAL	LOC108599106|XP_017841386.2|DBUS
OG0007433	LOC115264749|XP_029724635.1|AEAL	LOC108605014|XP_017850070.1|DBUS
OG0007434	LOC115258248|XP_029714177.1|AEAL	LOC108601125|XP_017844535.1|DBUS
OG0007435	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL	LOC108600551|XP_017843699.1|DBUS
OG0007436	LOC109431245|XP_019563017.2|AEAL	LOC108600763|XP_017844013.1|DBUS
OG0007437	LOC109409399|XP_029724376.1|AEAL	LOC108601066|XP_017844446.1|DBUS
OG0007438	LOC109409390|XP_029724378.1|AEAL	LOC108598140|XP_033149615.1|DBUS
OG0007439	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL	LOC108606081|XP_017851417.1|DBUS
OG0007440	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL	LOC108605415|XP_033150420.1|DBUS
OG0007441	LOC109424345|XP_029716611.1|AEAL	LOC108595732|XP_017836504.1|DBUS
OG0007446	LOC109424388|XP_029717199.1|AEAL	LOC108600306|XP_017843287.1|DBUS
OG0007447	LOC109422297|XP_029717204.1|AEAL	LOC108601280|XP_017844672.1|DBUS
OG0007449	LOC109418789|XP_019548569.2|AEAL	LOC108599830|XP_017842428.1|DBUS
OG0007450	LOC109418805|XP_019548575.2|AEAL	LOC108607466|XP_017853792.1|DBUS
OG0007451	LOC109418820|XP_019548594.1|AEAL	LOC108601001|XP_017844355.2|DBUS
OG0007452	LOC109405808|XP_019534411.2|AEAL	LOC108599503|XP_017841858.2|DBUS
OG0007453	LOC109418829|XP_019548609.2|AEAL	LOC108600908|XP_017844226.1|DBUS
OG0007454	LOC109401683|XP_019529817.2|AEAL	LOC108599621|XP_017842069.1|DBUS
OG0007455	LOC109420357|XP_019550229.1|AEAL	LOC108595729|XP_017836500.1|DBUS
OG0007456	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL	LOC108606801|XP_017852759.1|DBUS
OG0007457	LOC109403452|XP_019531825.2|AEAL	LOC108600801|XP_017844073.1|DBUS
OG0007458	LOC109403451|XP_029713464.1|AEAL	LOC108594363|XP_017835012.1|DBUS
OG0007459	LOC109403455|XP_019531831.2|AEAL	LOC108602911|XP_033149860.1|DBUS
OG0007460	LOC109433182|XP_019565132.2|AEAL	LOC108597057|XP_017838867.1|DBUS
OG0007461	LOC109403439|XP_019531802.2|AEAL	LOC108599439|XP_017841753.2|DBUS
OG0007462	LOC109403466|XP_029712873.1|AEAL	LOC108599446|XP_017841766.1|DBUS
OG0007463	LOC109433216|XP_029712872.1|AEAL	LOC108599441|XP_017841760.2|DBUS
OG0007464	LOC109433210|XP_029712925.1|AEAL	LOC108599440|XP_017841754.1|DBUS
OG0007465	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL	LOC108599040|XP_017841308.2|DBUS
OG0007466	LOC109424501|XP_019552736.1|AEAL	LOC108597025|XP_017838796.1|DBUS
OG0007467	LOC109422400|XP_019552727.2|AEAL	LOC108597730|XP_017839914.1|DBUS
OG0007468	LOC109424494|XP_029733196.1|AEAL	LOC108596201|XP_017837206.1|DBUS
OG0007469	LOC109424483|XP_019555176.2|AEAL	LOC108601159|XP_033149365.1|DBUS
OG0007470	LOC109424479|XP_019555172.1|AEAL	LOC108606807|XP_017852769.1|DBUS
OG0007471	LOC109422378|XP_029716833.1|AEAL	LOC108595044|XP_017835674.1|DBUS
OG0007472	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL	LOC108605831|XP_017851126.1|DBUS
OG0007473	LOC109424406|XP_019555043.2|AEAL	LOC108599671|XP_017842145.1|DBUS
OG0007474	LOC109422319|XP_029708134.1|AEAL	LOC108595257|XP_017835953.1|DBUS
OG0007475	LOC109418703|XP_029713180.1|AEAL	LOC108597978|XP_033149580.1|DBUS
OG0007476	LOC109405265|XP_019533842.2|AEAL	LOC108607108|XP_017853224.1|DBUS
OG0007477	LOC109405247|XP_019533824.2|AEAL	LOC108606588|XP_017852307.1|DBUS
OG0007478	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL	LOC108598005|XP_017840113.1|DBUS
OG0007479	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL	LOC108605574|XP_017850833.1|DBUS
OG0007481	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL	LOC108599460|XP_017841784.2|DBUS
OG0007482	LOC109413086|XP_019542324.2|AEAL	LOC108607546|XP_017853921.1|DBUS
OG0007483	LOC109407805|XP_029721508.1|AEAL	LOC108595149|XP_017835804.1|DBUS
OG0007484	LOC109425718|XP_019556590.2|AEAL	LOC108605587|XP_017850846.1|DBUS
OG0007485	LOC109425744|XP_019556615.2|AEAL	LOC108605943|XP_017851252.1|DBUS
OG0007486	LOC109425733|XP_019556608.2|AEAL	LOC117134961|XP_033150501.1|DBUS
OG0007487	LOC109425700|XP_019556549.2|AEAL	LOC108607336|XP_017853508.1|DBUS
OG0007488	LOC109401282|XP_019529317.2|AEAL	LOC108600775|XP_017844032.1|DBUS
OG0007489	LOC109413576|XP_019542810.1|AEAL	LOC108604146|XP_017848945.1|DBUS
OG0007490	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL	LOC108605297|XP_017850445.1|DBUS
OG0007491	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL	LOC108607072|XP_017853180.1|DBUS
OG0007492	LOC109401279|XP_019529311.2|AEAL	LOC108597430|XP_017839476.1|DBUS
OG0007493	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL	LOC108605386|XP_017850545.1|DBUS
OG0007494	LOC109401257|XP_029712141.1|AEAL	LOC108605997|XP_017851312.1|DBUS
OG0007495	LOC109401304|XP_019529350.2|AEAL	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS
OG0007496	LOC109623266|XP_029712109.1|AEAL	LOC108600878|XP_017844183.1|DBUS
OG0007497	LOC109401159|XP_019529178.1|AEAL	LOC108600495|XP_017843618.1|DBUS
OG0007498	LOC109401161|XP_029712130.1|AEAL	LOC108600431|XP_017843492.2|DBUS
OG0007499	LOC109623260|XP_029712132.1|AEAL	LOC108600323|XP_017843319.2|DBUS
OG0007500	LOC109623259|XP_019933307.2|AEAL	LOC108598680|XP_017840892.1|DBUS
OG0007501	LOC115257013|XP_029712107.1|AEAL	LOC108600933|XP_017844259.2|DBUS
OG0007502	LOC109623349|XP_029721148.1|AEAL	LOC108595207|XP_017835884.1|DBUS
OG0007503	LOC109427038|XP_019558128.2|AEAL	LOC108594308|XP_017834942.1|DBUS
OG0007504	LOC109623352|XP_019933454.2|AEAL	LOC108600955|XP_017844291.1|DBUS
OG0007505	LOC109427042|XP_019558136.3|AEAL	LOC108600737|XP_017843971.1|DBUS
OG0007506	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL	LOC108598860|XP_017841107.1|DBUS
OG0007507	LOC109397409|XP_029721122.1|AEAL	LOC108608031|XP_017854697.1|DBUS
OG0007508	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL	LOC108608425|XP_017855281.1|DBUS
OG0007510	LOC109424721|XP_019555424.2|AEAL	LOC108597302|XP_017839270.1|DBUS
OG0007511	LOC109424685|XP_019555394.2|AEAL	LOC108607601|XP_017853994.2|DBUS
OG0007512	LOC109424684|XP_019555393.2|AEAL	LOC108603932|XP_017848616.1|DBUS
OG0007513	LOC109424667|XP_019555380.2|AEAL	LOC108598713|XP_017840935.1|DBUS
OG0007514	LOC109424679|XP_029721027.1|AEAL	LOC108599852|XP_033149678.1|DBUS
OG0007516	LOC109412035|XP_029721015.1|AEAL	LOC108607458|XP_017853783.2|DBUS
OG0007517	LOC109412041|XP_019541228.2|AEAL	LOC108599973|XP_017842731.1|DBUS
OG0007518	LOC109412049|XP_019541237.2|AEAL	LOC108596588|XP_017838004.1|DBUS
OG0007519	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL	LOC108597693|XP_017839858.1|DBUS
OG0007520	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL	LOC108605654|XP_017850929.1|DBUS
OG0007521	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL	LOC108605660|XP_017850935.1|DBUS
OG0007522	LOC109421935|XP_019552112.1|AEAL	LOC108605909|XP_017851214.1|DBUS
OG0007524	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL	LOC108608517|XP_017855409.1|DBUS
OG0007525	LOC109428913|XP_019560299.1|AEAL	LOC108608409|XP_017855256.1|DBUS
OG0007526	LOC109428992|XP_029715562.1|AEAL	LOC108601645|XP_017845033.1|DBUS
OG0007527	LOC109428898|XP_029715551.1|AEAL	LOC108601141|XP_017844557.1|DBUS
OG0007528	LOC109414899|XP_029715556.1|AEAL	LOC108596237|XP_017837265.2|DBUS
OG0007529	LOC109416898|XP_029730887.1|AEAL	LOC108595268|XP_017835970.1|DBUS
OG0007530	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL	LOC117134677|XP_033149016.1|DBUS
OG0007531	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL	LOC108595800|XP_017836580.1|DBUS
OG0007532	LOC109432325|XP_019564209.2|AEAL	LOC108597769|XP_017839971.1|DBUS
OG0007533	LOC109396992|XP_019524855.2|AEAL	LOC108600048|XP_017842882.1|DBUS
OG0007534	LOC109397005|XP_019524870.1|AEAL	LOC108598838|XP_017841081.1|DBUS
OG0007535	LOC109432339|XP_029731013.1|AEAL	LOC108599015|XP_017841283.2|DBUS
OG0007536	LOC109432293|XP_019564181.1|AEAL	LOC108603539|XP_017847940.1|DBUS
OG0007537	LOC109397126|XP_029731004.1|AEAL	LOC108600229|XP_033149772.1|DBUS
OG0007538	LOC109432299|XP_029730999.1|AEAL	LOC108600432|XP_033149314.1|DBUS
OG0007539	LOC109397027|XP_029732005.1|AEAL	LOC108595435|XP_033150825.1|DBUS
OG0007540	LOC109432312|XP_019564196.2|AEAL	LOC108603235|XP_017847343.1|DBUS
OG0007541	LOC109432314|XP_019564198.2|AEAL	LOC108595060|XP_017835694.1|DBUS
OG0007542	LOC109432315|XP_019564200.2|AEAL	LOC108595081|XP_017835721.1|DBUS
OG0007543	LOC109397096|XP_019524963.2|AEAL	LOC108607368|XP_017853572.1|DBUS
OG0007544	LOC109409847|XP_019538875.2|AEAL	LOC108598429|XP_017840546.1|DBUS
OG0007545	LOC109409851|XP_019538886.1|AEAL	LOC108597169|XP_017839076.1|DBUS
OG0007546	LOC109409867|XP_019538922.2|AEAL	LOC108602221|XP_017845757.1|DBUS
OG0007547	LOC109409903|XP_019538964.1|AEAL	LOC108596290|XP_017837368.1|DBUS
OG0007548	LOC109399088|XP_029731141.1|AEAL	LOC108600580|XP_017843737.1|DBUS
OG0007550	LOC109411189|XP_019540212.2|AEAL	LOC108600628|XP_017843803.1|DBUS
OG0007551	LOC109411191|XP_019540231.2|AEAL	LOC108595098|XP_017835738.2|DBUS
OG0007552	LOC109399629|XP_019527670.2|AEAL	LOC108602428|XP_017846038.1|DBUS
OG0007553	LOC109399625|XP_019527667.2|AEAL	LOC108608126|XP_017854845.1|DBUS
OG0007554	LOC109399590|XP_029731197.1|AEAL	LOC108599182|XP_017841463.1|DBUS
OG0007555	LOC109397880|XP_029731193.1|AEAL	LOC108596196|XP_017837199.1|DBUS
OG0007556	LOC109398036|XP_019525975.2|AEAL	LOC108596589|XP_017838005.1|DBUS
OG0007557	LOC109399584|XP_019527604.2|AEAL	LOC108597423|XP_017839465.1|DBUS
OG0007558	LOC109621530|XP_029731206.1|AEAL	LOC108595101|XP_033148900.1|DBUS
OG0007559	LOC109399599|XP_019527631.1|AEAL	LOC108602856|XP_017846624.1|DBUS
OG0007560	LOC109399674|XP_019527726.2|AEAL	LOC108598319|XP_017840424.1|DBUS
OG0007561	LOC109399688|XP_019527744.1|AEAL	LOC108601000|XP_033149497.1|DBUS
OG0007562	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL	LOC108598578|XP_017840756.2|DBUS
OG0007563	LOC109426525|XP_019557604.2|AEAL	LOC108601040|XP_017844415.1|DBUS
OG0007564	LOC109408366|XP_029710108.1|AEAL	LOC108601143|XP_017844560.1|DBUS
OG0007565	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL	LOC108604506|XP_017849494.1|DBUS
OG0007566	LOC109408986|XP_029710085.1|AEAL	LOC108597565|XP_017839663.1|DBUS
OG0007567	LOC109402150|XP_029731375.1|AEAL	LOC108604191|XP_017849031.1|DBUS
OG0007568	LOC109426460|XP_029731374.1|AEAL	LOC108596593|XP_017838011.1|DBUS
OG0007569	LOC109426459|XP_019557525.2|AEAL	LOC108597219|XP_017839149.1|DBUS
OG0007570	LOC109402134|XP_019530302.2|AEAL	LOC108597567|XP_017839667.1|DBUS
OG0007571	LOC109426456|XP_029731376.1|AEAL	LOC108596592|XP_017838010.1|DBUS
OG0007572	LOC109426439|XP_019557492.2|AEAL	LOC108595330|XP_017836039.1|DBUS
OG0007573	LOC109404018|XP_029731414.1|AEAL	LOC108595978|XP_017836754.1|DBUS
OG0007574	LOC109426430|XP_019557483.1|AEAL	LOC108597172|XP_017839075.1|DBUS
OG0007575	LOC109403726|XP_029731415.1|AEAL	LOC108597311|XP_017839285.1|DBUS
OG0007576	LOC109426385|XP_029731452.1|AEAL	LOC108606750|XP_033150503.1|DBUS
OG0007577	LOC109403412|XP_019531787.2|AEAL	LOC108605928|XP_017851237.1|DBUS
OG0007579	LOC109622242|XP_019932053.2|AEAL	LOC108596219|XP_017837236.1|DBUS
OG0007580	LOC109622295|XP_029731485.1|AEAL	LOC108598638|XP_017840832.2|DBUS
OG0007581	LOC109431580|XP_019563360.3|AEAL	LOC108607839|XP_017854392.2|DBUS
OG0007582	LOC109622239|XP_019932051.1|AEAL	LOC108601894|XP_017845357.1|DBUS
OG0007583	LOC109622237|XP_029731500.1|AEAL	LOC108595657|XP_017836423.1|DBUS
OG0007584	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL	LOC117134953|XP_033150467.1|DBUS
OG0007585	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL	LOC108599452|XP_017841774.2|DBUS
OG0007586	LOC109622185|XP_019931974.2|AEAL	LOC108607580|XP_017853965.1|DBUS
OG0007587	LOC109403162|XP_029731550.1|AEAL	LOC108597394|XP_017839419.1|DBUS
OG0007588	LOC109622178|XP_019931965.2|AEAL	LOC108607955|XP_017854572.2|DBUS
OG0007589	LOC109403359|XP_019531719.2|AEAL	LOC108606743|XP_017852630.1|DBUS
OG0007590	LOC109403350|XP_019539807.1|AEAL	LOC108600425|XP_017843481.1|DBUS
OG0007591	LOC109403348|XP_019531697.2|AEAL	LOC108596702|XP_017838214.2|DBUS
OG0007592	LOC109410742|XP_019539800.2|AEAL	LOC108595385|XP_017836099.1|DBUS
OG0007593	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL	LOC108605511|XP_017850750.1|DBUS
OG0007594	LOC109410708|XP_029732227.1|AEAL	LOC108595201|XP_017835878.1|DBUS
OG0007595	LOC109410654|XP_019539732.2|AEAL	LOC108595421|XP_017836138.1|DBUS
OG0007596	LOC109410667|XP_019539751.2|AEAL	LOC108599150|XP_017841427.1|DBUS
OG0007597	LOC109407693|XP_019536386.1|AEAL	LOC108599675|XP_017842154.2|DBUS
OG0007598	LOC109621477|XP_019931065.2|AEAL	LOC108597151|XP_017839039.1|DBUS
OG0007601	LOC109426048|XP_019557034.2|AEAL	LOC108599072|XP_017841344.1|DBUS
OG0007602	LOC109426039|XP_019557023.1|AEAL	LOC108599258|XP_017841543.1|DBUS
OG0007603	LOC109426028|XP_019557006.1|AEAL	LOC108601035|XP_017844403.1|DBUS
OG0007604	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL	LOC108600960|XP_017844303.1|DBUS
OG0007605	LOC109425970|XP_029731865.1|AEAL	LOC108599826|XP_017842419.1|DBUS
OG0007606	LOC109407641|XP_019536339.2|AEAL	LOC108599829|XP_017842425.1|DBUS
OG0007607	LOC109407674|XP_029731878.1|AEAL	LOC108604292|XP_017849193.1|DBUS
OG0007608	LOC109425945|XP_019556895.2|AEAL	LOC108599952|XP_017842692.1|DBUS
OG0007609	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL	LOC108606694|XP_017852550.1|DBUS
OG0007610	LOC109425912|XP_019556830.2|AEAL	LOC108595127|XP_017839954.1|DBUS
OG0007611	LOC109425852|XP_029731943.1|AEAL	LOC108607377|XP_017853588.1|DBUS
OG0007612	LOC109425850|XP_029731952.1|AEAL	LOC108597332|XP_017839316.2|DBUS
OG0007613	LOC109407580|XP_019536217.2|AEAL	LOC108597718|XP_017839898.1|DBUS
OG0007614	LOC109425827|XP_019556719.2|AEAL	LOC108600767|XP_017844017.1|DBUS
OG0007615	LOC109407566|XP_019536185.2|AEAL	LOC108600114|XP_017842975.1|DBUS
OG0007616	LOC109407565|XP_019536184.2|AEAL	LOC108601984|XP_017845468.1|DBUS
OG0007617	LOC109407563|XP_019536181.1|AEAL	LOC108600867|XP_017844166.1|DBUS
OG0007618	LOC109407680|XP_019536378.2|AEAL	LOC108600351|XP_017843364.1|DBUS
OG0007619	LOC109425820|XP_019556709.2|AEAL	LOC108600320|XP_017843311.1|DBUS
OG0007620	LOC109407558|XP_019536172.2|AEAL	LOC108598378|XP_033149459.1|DBUS
OG0007621	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL	LOC108596988|XP_017838742.1|DBUS
OG0007622	LOC109425803|XP_029720431.1|AEAL	LOC108599620|XP_017842068.2|DBUS
OG0007623	LOC109407655|XP_029720441.1|AEAL	LOC108599795|XP_017842348.2|DBUS
OG0007624	LOC109407520|XP_019536124.2|AEAL	LOC108599234|XP_017841521.2|DBUS
OG0007625	LOC109407518|XP_019536121.2|AEAL	LOC108600339|XP_017843345.2|DBUS
OG0007626	LOC109407514|XP_019536116.1|AEAL	LOC108600163|XP_017843053.1|DBUS
OG0007627	LOC109407513|XP_029720457.1|AEAL	LOC108600161|XP_017843052.1|DBUS
OG0007628	LOC109424917|XP_019555641.2|AEAL	LOC108607349|XP_017853523.1|DBUS
OG0007629	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL	LOC108599965|XP_017842707.2|DBUS
OG0007630	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL	LOC108601487|XP_017844874.1|DBUS
OG0007631	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL	LOC108603635|XP_017848084.1|DBUS
OG0007633	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL	LOC108607796|XP_017854325.1|DBUS
OG0007634	LOC115256421|XP_029710797.1|AEAL	LOC108601865|XP_017845312.1|DBUS
OG0007635	LOC109622813|XP_019932814.2|AEAL	LOC108608459|XP_017855332.2|DBUS
OG0007636	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL	LOC108600224|XP_017843136.1|DBUS
OG0007638	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL	LOC108594760|XP_033149183.1|DBUS
OG0007639	LOC109415737|XP_019545210.2|AEAL	LOC108606216|XP_017851596.1|DBUS
OG0007640	LOC115261358|XP_029718745.1|AEAL	LOC108596412|XP_017837609.1|DBUS
OG0007641	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL	LOC108602423|XP_017846027.1|DBUS, LOC108602472|XP_017846085.1|DBUS, LOC108603380|XP_017847639.1|DBUS
OG0007664	LOC109405387|XP_029709616.1|AEAL	LOC108602241|XP_017845779.1|DBUS
OG0007665	LOC109397805|XP_029709609.1|AEAL	LOC108605032|XP_033150285.1|DBUS
OG0007666	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL	LOC108607128|XP_017853255.1|DBUS
OG0007667	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL	LOC108606394|XP_017851961.1|DBUS
OG0007669	LOC109413217|XP_019542486.2|AEAL	LOC108606382|XP_017851932.1|DBUS
OG0007670	LOC109424955|XP_019555694.2|AEAL	LOC108606381|XP_033150463.1|DBUS
OG0007671	LOC109431118|XP_019562842.1|AEAL	LOC108605284|XP_017850421.1|DBUS
OG0007672	LOC109412260|XP_019541456.2|AEAL	LOC108607101|XP_017853216.1|DBUS
OG0007673	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL	LOC108602162|XP_017845684.1|DBUS
OG0007674	LOC109425484|XP_019556294.2|AEAL	LOC108606532|XP_017852195.1|DBUS
OG0007675	LOC109408930|XP_019537870.2|AEAL	LOC108606811|XP_017852773.1|DBUS
OG0007676	LOC109433636|XP_019565638.2|AEAL	LOC108606353|XP_017851890.1|DBUS
OG0007677	LOC109433617|XP_029711062.1|AEAL	LOC108606574|XP_017852283.1|DBUS
OG0007678	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL	LOC108604927|XP_017849986.1|DBUS
OG0007679	LOC109415242|XP_019544673.2|AEAL	LOC108605547|XP_017850794.1|DBUS
OG0007680	LOC109415202|XP_019544632.1|AEAL	LOC108608427|XP_017855284.1|DBUS
OG0007681	LOC109428523|XP_019559862.2|AEAL	LOC108602973|XP_033149925.1|DBUS
OG0007682	LOC109428426|XP_029711704.1|AEAL	LOC108606387|XP_033150298.1|DBUS
