Orthogroup	ASTE.longest_only	DANA.longest_only
OG0006081	LOC118507086|XP_035900966.1|ASTE	LOC6495326|XP_001958625.1|DANA
OG0006082	LOC118507087|XP_035900968.1|ASTE	LOC6495327|XP_001958623.1|DANA
OG0006083	LOC118507454|XP_035901830.1|ASTE	LOC6493669|XP_032310594.1|DANA
OG0006084	LOC118505816|XP_035898054.1|ASTE	LOC6506729|XP_032310635.1|DANA
OG0006085	LOC118506240|XP_035898995.1|ASTE	LOC6506367|XP_001958013.1|DANA
OG0006086	LOC118506256|XP_035899033.1|ASTE	LOC6506369|XP_014764721.1|DANA
OG0006087	LOC118504751|XP_035895560.1|ASTE	LOC6496273|XP_001960587.2|DANA
OG0006088	LOC118507573|XP_035902110.1|ASTE	LOC6507856|XP_001956478.1|DANA
OG0006089	LOC118506203|XP_035898904.1|ASTE	LOC6504018|XP_001964014.2|DANA
OG0006090	LOC118505867|XP_035898175.1|ASTE	LOC6506908|XP_032309498.1|DANA
OG0006091	LOC118505394|XP_035897004.1|ASTE	LOC6507300|XP_001956289.3|DANA
OG0006092	LOC118505879|XP_035898201.1|ASTE	LOC26515299|XP_014761228.2|DANA
OG0006093	LOC118504891|XP_035895842.1|ASTE	LOC6494723|XP_001959794.1|DANA
OG0006094	LOC118504890|XP_035895841.1|ASTE	LOC6507914|XP_032310434.1|DANA
OG0006095	LOC118503061|XP_035891821.1|ASTE	LOC6495084|XP_001959098.3|DANA
OG0006096	LOC118503882|XP_035893530.1|ASTE	LOC6496368|XP_001960774.1|DANA
OG0006097	LOC118503876|XP_035893513.1|ASTE	LOC6506274|XP_032310647.1|DANA
OG0006098	LOC118503872|XP_035893507.1|ASTE	LOC6507178|XP_001965325.2|DANA
OG0006099	LOC118503864|XP_035893487.1|ASTE	LOC6495158|XP_032306076.1|DANA
OG0006100	LOC118503853|XP_035893460.1|ASTE	LOC6496398|XP_001960830.1|DANA
OG0006101	LOC118508049|XP_035903395.1|ASTE	LOC6498582|XP_001963109.1|DANA
OG0006102	LOC118507415|XP_035901771.1|ASTE	LOC6495194|XP_001958881.1|DANA
OG0006103	LOC118507199|XP_035901171.1|ASTE	LOC6503114|XP_032308895.1|DANA
OG0006104	LOC118507200|XP_035901172.1|ASTE	LOC6492913|XP_001963674.1|DANA
OG0006105	LOC118507202|XP_035901178.1|ASTE	LOC6503826|XP_001963673.2|DANA
OG0006106	LOC118504734|XP_035895495.1|ASTE	LOC6507266|XP_014765121.1|DANA
OG0006107	LOC118506110|XP_035898696.1|ASTE	LOC6495821|XP_032306043.1|DANA
OG0006108	LOC118506109|XP_035898695.1|ASTE	LOC6503698|XP_001963904.1|DANA
OG0006109	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE	LOC6506083|XP_001958591.1|DANA
OG0006110	LOC118503694|XP_035893137.1|ASTE	LOC6506281|XP_001958206.1|DANA
OG0006111	LOC118504840|XP_035895737.1|ASTE	LOC6495832|XP_001959676.1|DANA
OG0006112	LOC118503401|XP_035892497.1|ASTE	LOC116654698|XP_032306398.1|DANA
OG0006113	LOC118503392|XP_035892487.1|ASTE	LOC6506577|XP_001957614.1|DANA
OG0006114	LOC118503391|XP_035892486.1|ASTE	LOC6505585|XP_001964646.1|DANA
OG0006115	LOC118503048|XP_035891776.1|ASTE	LOC6495685|XP_001959379.1|DANA
OG0006116	LOC118503531|XP_035892810.1|ASTE	LOC6495498|XP_001958980.1|DANA
OG0006117	LOC118504093|XP_035894068.1|ASTE	LOC6495037|XP_001959195.1|DANA
OG0006118	LOC118504103|XP_035894079.1|ASTE	LOC6494291|XP_014762708.1|DANA
OG0006119	LOC118504201|XP_035894273.1|ASTE	LOC6494026|XP_001961125.1|DANA
OG0006120	LOC118508156|XP_035903589.1|ASTE	LOC6496071|XP_001960158.1|DANA
OG0006121	LOC118504190|XP_035894258.1|ASTE	LOC26513893|XP_014765548.1|DANA
OG0006122	LOC118504195|XP_035894263.1|ASTE	LOC6506053|XP_001966639.2|DANA
OG0006123	LOC118504197|XP_035894269.1|ASTE	LOC6496453|XP_001960942.3|DANA
OG0006124	LOC118504198|XP_035894270.1|ASTE	LOC6498918|XP_032312287.1|DANA
OG0006125	LOC118503080|XP_035891855.1|ASTE	LOC6506214|XP_032310066.1|DANA
OG0006126	LOC118503344|XP_035892406.1|ASTE	LOC6507749|XP_001956264.1|DANA
OG0006127	LOC118503337|XP_035892395.1|ASTE	LOC6506332|XP_001958083.2|DANA
OG0006128	LOC118503362|XP_035892448.1|ASTE	LOC6506343|XP_001958067.1|DANA
OG0006129	LOC118503351|XP_035892427.1|ASTE	LOC6493606|XP_001958092.1|DANA
OG0006130	LOC118503843|XP_035893445.1|ASTE	LOC6506716|XP_001957377.1|DANA
OG0006131	LOC118503832|XP_035893431.1|ASTE	LOC6507095|XP_001956679.1|DANA
OG0006132	LOC118504097|XP_035894073.1|ASTE	LOC6506345|XP_001958063.2|DANA
OG0006133	LOC118503822|XP_035893416.1|ASTE	LOC6493262|XP_001957376.1|DANA
OG0006134	LOC118503821|XP_035893415.1|ASTE	LOC6506326|XP_014764710.1|DANA
OG0006135	LOC118503798|XP_035893384.1|ASTE	LOC6506715|XP_032309628.1|DANA
OG0006136	LOC118503792|XP_035893365.1|ASTE	LOC6493732|XP_001958330.1|DANA
OG0006137	LOC118508403|XP_035904057.1|ASTE	LOC6507257|XP_001956375.1|DANA
OG0006138	LOC118503599|XP_035892945.1|ASTE	LOC6495451|XP_001958873.1|DANA
OG0006139	LOC118506128|XP_035898755.1|ASTE	LOC6495072|XP_001959127.1|DANA
OG0006140	LOC118506124|XP_035898743.1|ASTE	LOC6494121|XP_001960927.2|DANA
OG0006141	LOC118503107|XP_035891938.1|ASTE	LOC6494264|XP_032307228.1|DANA
OG0006142	LOC118504791|XP_035895653.1|ASTE	LOC6493651|XP_001958165.3|DANA
OG0006143	LOC118508110|XP_035903497.1|ASTE	LOC6507800|XP_001956367.2|DANA
OG0006144	LOC118508105|XP_035903491.1|ASTE	LOC6493270|XP_001957408.2|DANA
OG0006145	LOC118508114|XP_035903500.1|ASTE	LOC6506245|XP_001958274.1|DANA
OG0006146	LOC118508113|XP_035903499.1|ASTE	LOC6498037|XP_001961944.2|DANA
OG0006147	LOC118503764|XP_035893321.1|ASTE	LOC6499994|XP_001953466.1|DANA
OG0006148	LOC118503750|XP_035893294.1|ASTE	LOC6507105|XP_001956662.1|DANA
OG0006149	LOC118503753|XP_035893297.1|ASTE	LOC6507264|XP_001956366.1|DANA
OG0006150	LOC118503747|XP_035893290.1|ASTE	LOC6507799|XP_001956365.1|DANA
OG0006151	LOC118503745|XP_035893280.1|ASTE	LOC6498537|XP_032311080.1|DANA
OG0006152	LOC118504659|XP_035895334.1|ASTE	LOC6499886|XP_001953698.1|DANA
OG0006153	LOC118506547|XP_035899732.1|ASTE	LOC6502514|XP_032307161.1|DANA
OG0006155	LOC118502485|XP_035890610.1|ASTE	LOC6500552|XP_014766617.2|DANA
OG0006156	LOC118505088|XP_035896272.1|ASTE	LOC6499621|XP_001954276.1|DANA
OG0006158	LOC118510861|XP_035909093.1|ASTE	LOC6507622|XP_001956013.2|DANA
OG0006159	LOC118503733|XP_035893241.1|ASTE	LOC6494214|XP_001960735.2|DANA
OG0006160	LOC118506344|XP_035899221.1|ASTE	LOC6495731|XP_001959454.1|DANA
OG0006161	LOC118509657|XP_035906510.1|ASTE	LOC6495927|XP_032306788.1|DANA
OG0006162	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE	LOC26515561|XP_032311753.1|DANA
OG0006163	LOC118512637|XP_035913226.1|ASTE	LOC6494216|XP_001960729.3|DANA
OG0006181	LOC118510457|XP_035908181.1|ASTE	LOC6508044|XP_014765756.1|DANA
OG0006182	LOC118510466|XP_035908215.1|ASTE	LOC6501626|XP_001955635.1|DANA
OG0006183	LOC118504962|XP_035895981.1|ASTE	LOC6499025|XP_001955489.1|DANA
OG0006184	LOC118517389|XP_035919336.1|ASTE	LOC6500826|XP_001953991.1|DANA
OG0006185	LOC118511262|XP_035910026.1|ASTE	LOC6505845|XP_001964474.1|DANA
OG0006186	LOC118507320|XP_035901604.1|ASTE	LOC6499748|XP_001953998.1|DANA
OG0006187	LOC118511264|XP_035910028.1|ASTE	LOC6501595|XP_001955549.1|DANA
OG0006188	LOC118505395|XP_035897012.1|ASTE	LOC6503530|XP_014760981.1|DANA
OG0006189	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE	LOC116655267|XP_032308772.1|DANA
OG0006190	LOC118510292|XP_035907810.1|ASTE	LOC6499105|XP_001955287.1|DANA
OG0006191	LOC118507523|XP_035901981.1|ASTE	LOC6499080|XP_001955346.1|DANA
OG0006192	LOC118508051|XP_035903401.1|ASTE	LOC6504096|XP_001964167.2|DANA
OG0006193	LOC118505169|XP_035896478.1|ASTE	LOC6498759|XP_001967262.1|DANA
OG0006194	LOC118516550|XP_035918392.1|ASTE	LOC6501795|XP_001967181.1|DANA
OG0006195	LOC118511117|XP_035909738.1|ASTE	LOC6503905|XP_001963818.1|DANA
OG0006196	LOC118516756|XP_035918568.1|ASTE	LOC6494404|XP_032305616.1|DANA
OG0006197	LOC118509676|XP_035906592.1|ASTE	LOC6504362|XP_032311676.1|DANA
OG0006198	LOC118507132|XP_035901061.1|ASTE	LOC6502283|XP_032309407.1|DANA
OG0006199	LOC118507096|XP_035900984.1|ASTE	LOC6499112|XP_001955277.1|DANA
OG0006200	LOC118509460|XP_035905977.1|ASTE	LOC6499204|XP_001955120.1|DANA
OG0006201	LOC118506952|XP_035900668.1|ASTE	LOC6505093|XP_032307862.1|DANA
OG0006202	LOC118506932|XP_035900645.1|ASTE	LOC6505094|XP_001965479.1|DANA
OG0006203	LOC118507395|XP_035901745.1|ASTE	LOC6504986|XP_032307900.1|DANA
OG0006204	LOC118512712|XP_035913441.1|ASTE	LOC6500323|XP_001952970.1|DANA
OG0006205	LOC118511421|XP_035910399.1|ASTE	LOC6504451|XP_032308162.1|DANA
OG0006206	LOC118517496|XP_035919586.1|ASTE	LOC6503210|XP_032311841.1|DANA
OG0006207	LOC118505296|XP_035896800.1|ASTE	LOC6497570|XP_001961796.2|DANA
OG0006208	LOC118505276|XP_035896742.1|ASTE	LOC6507680|XP_001956133.1|DANA
OG0006209	LOC118514543|XP_035917423.1|ASTE	LOC6504510|XP_001967046.2|DANA
OG0006210	LOC118505477|XP_035897187.1|ASTE	LOC6501948|XP_032308336.1|DANA
OG0006211	LOC118512034|XP_035911724.1|ASTE	LOC6497233|XP_001962513.1|DANA
OG0006212	LOC118511654|XP_035910891.1|ASTE	LOC6498312|XP_001962512.1|DANA
OG0006214	LOC118505724|XP_035897801.1|ASTE	LOC6502368|XP_001967164.1|DANA
OG0006215	LOC118510787|XP_035908987.1|ASTE	LOC6503977|XP_001963942.3|DANA
OG0006217	LOC118517382|XP_035919315.1|ASTE	LOC6505210|XP_001965552.1|DANA
OG0006218	LOC118516488|XP_035918314.1|ASTE	LOC6498425|XP_001962783.2|DANA
OG0006219	LOC118515721|XP_035917946.1|ASTE	LOC6504834|XP_001966420.1|DANA
OG0006220	LOC118507166|XP_035901123.1|ASTE	LOC6507864|XP_001956487.2|DANA
OG0006221	LOC118517486|XP_035919574.1|ASTE	LOC6500559|XP_001953479.3|DANA
OG0006222	LOC118517495|XP_035919585.1|ASTE	LOC6500558|XP_001953477.1|DANA
OG0006223	LOC118517507|XP_035919622.1|ASTE	LOC6504976|XP_001965698.1|DANA
OG0006224	LOC118516663|XP_035918521.1|ASTE	LOC6504472|XP_001966963.3|DANA
OG0006225	LOC118506528|XP_035899684.1|ASTE	LOC6504756|XP_001966296.2|DANA
OG0006226	LOC118508996|XP_035904892.1|ASTE	LOC6496619|XP_001961275.1|DANA
OG0006227	LOC118511740|XP_035911126.1|ASTE	LOC6505014|XP_001965627.1|DANA
OG0006228	LOC118505405|XP_035897049.1|ASTE	LOC6496024|XP_001960065.1|DANA
OG0006229	LOC118508987|XP_035904878.1|ASTE	LOC6505477|XP_032311781.1|DANA
OG0006230	LOC118509041|XP_035905010.1|ASTE	LOC6504951|XP_001965748.2|DANA
OG0006231	LOC118509090|XP_035905128.1|ASTE	LOC6505263|XP_032307804.1|DANA
OG0006232	LOC118509106|XP_035905169.1|ASTE	LOC6503208|XP_014761336.1|DANA
OG0006233	LOC118509156|XP_035905285.1|ASTE	LOC116656481|XP_032312033.1|DANA
OG0006234	LOC118516617|XP_035918485.1|ASTE	LOC6505318|XP_001965749.1|DANA
OG0006235	LOC118516410|XP_035918169.1|ASTE	LOC6498802|XP_001967286.1|DANA
OG0006237	LOC118506102|XP_035898680.1|ASTE	LOC6504474|XP_001966969.1|DANA
OG0006238	LOC118510893|XP_035909174.1|ASTE	LOC6502323|XP_001967152.2|DANA
OG0006239	LOC118503930|XP_035893669.1|ASTE	LOC6504813|XP_001966385.1|DANA
OG0006240	LOC118503860|XP_035893483.1|ASTE	LOC6506018|XP_001964784.1|DANA
OG0006241	LOC118516610|XP_035918480.1|ASTE	LOC6504950|XP_001965750.1|DANA
OG0006242	LOC118505305|XP_035896829.1|ASTE	LOC6502968|XP_001963498.2|DANA
OG0006243	LOC118505208|XP_035896612.1|ASTE	LOC6505681|XP_001964465.1|DANA
OG0006244	LOC118510186|XP_035907604.1|ASTE	LOC6500554|XP_001953469.1|DANA
OG0006246	LOC118503632|XP_035893025.1|ASTE	LOC6502370|XP_001967547.1|DANA
OG0006247	LOC118503605|XP_035892978.1|ASTE	LOC6496477|XP_032306526.1|DANA
OG0006248	LOC118517268|XP_035919138.1|ASTE	LOC6499478|XP_032305874.1|DANA
OG0006249	LOC118505577|XP_035897429.1|ASTE	LOC6503852|XP_014760406.1|DANA
OG0006250	LOC118503321|XP_035892359.1|ASTE	LOC6504914|XP_032309328.1|DANA
OG0006251	LOC118504185|XP_035894241.1|ASTE	LOC6499254|XP_001955017.1|DANA
OG0006252	LOC118504147|XP_035894158.1|ASTE	LOC6501336|XP_032307613.1|DANA
OG0006253	LOC118503297|XP_035892294.1|ASTE	LOC116655046|XP_032307914.1|DANA, LOC6502352|XP_032307835.1|DANA
OG0006255	LOC118512408|XP_035912696.1|ASTE	LOC6501064|XP_001954488.1|DANA
OG0006256	LOC118517232|XP_035919105.1|ASTE	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC118517286|XP_035919160.1|ASTE	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC118517220|XP_035919101.1|ASTE	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC118502915|XP_035891538.1|ASTE	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC118502982|XP_035891660.1|ASTE	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC118512106|XP_035911971.1|ASTE	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC118506927|XP_035900619.1|ASTE	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC118506478|XP_035899551.1|ASTE	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC118507809|XP_035902765.1|ASTE	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC118509916|XP_035907106.1|ASTE	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC118510939|XP_035909269.1|ASTE	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC118509287|XP_035905587.1|ASTE	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC118503890|XP_035893558.1|ASTE	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC118511532|XP_035910618.1|ASTE	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC118509845|XP_035906939.1|ASTE	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC118504563|XP_035895065.1|ASTE	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC118508170|XP_035903612.1|ASTE	LOC6496621|XP_001961281.1|DANA
OG0006275	LOC118506078|XP_035898648.1|ASTE	LOC6505146|XP_001965436.2|DANA
OG0006277	LOC118511416|XP_035910387.1|ASTE	LOC6501374|XP_001955101.2|DANA
OG0006278	LOC118506084|XP_035898660.1|ASTE	LOC6505266|XP_001965652.2|DANA
OG0006279	LOC118510088|XP_035907398.1|ASTE	LOC6504266|XP_032308826.1|DANA
OG0006280	LOC118507044|XP_035900897.1|ASTE	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC118507036|XP_035900883.1|ASTE	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC118513766|XP_035915835.1|ASTE	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC118505773|XP_035897939.1|ASTE	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC118509455|XP_035905968.1|ASTE	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC118511887|XP_035911411.1|ASTE	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC118511841|XP_035911281.1|ASTE	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC118517459|XP_035919514.1|ASTE	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC118517461|XP_035919516.1|ASTE	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC118507945|XP_035903163.1|ASTE	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC118505805|XP_035898042.1|ASTE	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC118507612|XP_035902647.1|ASTE	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC118509948|XP_035907176.1|ASTE	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC118511073|XP_035909628.1|ASTE	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC118511427|XP_035910413.1|ASTE	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC118506125|XP_035898752.1|ASTE	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC118502989|XP_035891688.1|ASTE	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC118509174|XP_035905367.1|ASTE	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC118516918|XP_035918676.1|ASTE	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC118509231|XP_035905435.1|ASTE	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC118510848|XP_035909076.1|ASTE	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC118503858|XP_035893468.1|ASTE	LOC6503156|XP_001963537.1|DANA
OG0006302	LOC118508767|XP_035904404.1|ASTE	LOC6503105|XP_001963436.2|DANA
OG0006303	LOC118511147|XP_035909768.1|ASTE	LOC6495488|XP_014763332.1|DANA
OG0006305	LOC118507674|XP_035902361.1|ASTE	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC118507576|XP_035902125.1|ASTE	LOC26515147|XP_032308614.1|DANA
OG0006309	LOC118517482|XP_035919556.1|ASTE	LOC6505309|XP_032307841.1|DANA
OG0006311	LOC118504534|XP_035894989.1|ASTE	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC118504498|XP_035894918.1|ASTE	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC118504318|XP_035894541.1|ASTE	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC118503485|XP_035892684.1|ASTE	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC118517500|XP_035919604.1|ASTE	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC118517278|XP_035919147.1|ASTE	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC118506402|XP_035899360.1|ASTE	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC118507915|XP_035903151.1|ASTE	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC118507981|XP_035903234.1|ASTE	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC118507848|XP_035902877.1|ASTE	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC118504681|XP_035895387.1|ASTE	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC118504222|XP_035894330.1|ASTE	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC118513798|XP_035915882.1|ASTE	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC118507445|XP_035901827.1|ASTE	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC118517412|XP_035919406.1|ASTE	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC118511347|XP_035910194.1|ASTE	LOC6493599|XP_001958071.1|DANA
OG0006327	LOC118506801|XP_035900327.1|ASTE	LOC6505599|XP_001964618.1|DANA
OG0006328	LOC118507483|XP_035901893.1|ASTE	LOC6499506|XP_014766114.1|DANA
OG0006329	LOC118510450|XP_035908151.1|ASTE	LOC6504090|XP_001964156.1|DANA
OG0006330	LOC118503718|XP_035893188.1|ASTE	LOC6501447|XP_032310174.1|DANA
OG0006331	LOC118513859|XP_035916053.1|ASTE	LOC6505284|XP_001965686.2|DANA
OG0006332	LOC118503712|XP_035893172.1|ASTE	LOC6504895|XP_001966547.1|DANA
OG0006333	LOC118503693|XP_035893136.1|ASTE	LOC6505233|XP_001965589.3|DANA
OG0006334	LOC118517385|XP_035919323.1|ASTE	LOC6503802|XP_001963718.1|DANA
OG0006335	LOC118502675|XP_035891063.1|ASTE	LOC6500811|XP_001953959.1|DANA
OG0006336	LOC118504232|XP_035894349.1|ASTE	LOC6503132|XP_001963483.1|DANA
OG0006337	LOC118505047|XP_035896206.1|ASTE	LOC6505025|XP_001965611.1|DANA
OG0006338	LOC118502836|XP_035891410.1|ASTE	LOC6500991|XP_001954311.1|DANA
OG0006339	LOC118507704|XP_035902474.1|ASTE	LOC6500189|XP_001966666.1|DANA
OG0006340	LOC118508045|XP_035903356.1|ASTE	LOC6502952|XP_001963530.1|DANA
OG0006341	LOC118507857|XP_035902911.1|ASTE	LOC6507745|XP_001956259.1|DANA
OG0006342	LOC118507633|XP_035902254.1|ASTE	LOC6505190|XP_032307891.1|DANA
OG0006343	LOC118507617|XP_035902230.1|ASTE	LOC6505189|XP_032307889.1|DANA
OG0006345	LOC118517395|XP_035919350.1|ASTE	LOC6501627|XP_032312113.1|DANA
OG0006346	LOC118503271|XP_035892238.1|ASTE	LOC6499403|XP_001954707.1|DANA
OG0006347	LOC118517425|XP_035919432.1|ASTE	LOC6501649|XP_014767149.1|DANA
OG0006348	LOC118517504|XP_035919612.1|ASTE	LOC6505139|XP_001965426.1|DANA
OG0006349	LOC118515568|XP_035917933.1|ASTE	LOC6502231|XP_032308697.1|DANA
OG0006350	LOC118506409|XP_035899382.1|ASTE	LOC6506007|XP_001964769.2|DANA
OG0006351	LOC118506099|XP_035898681.1|ASTE	LOC6502931|XP_032311810.1|DANA
OG0006352	LOC118517499|XP_035919603.1|ASTE	LOC6494943|XP_001959352.1|DANA
OG0006353	LOC118517471|XP_035919536.1|ASTE	LOC6498997|XP_014765869.1|DANA
OG0006354	LOC118517473|XP_035919538.1|ASTE	LOC6499502|XP_001954494.2|DANA
OG0006355	LOC118515758|XP_035917952.1|ASTE	LOC6505285|XP_001965689.1|DANA
OG0006356	LOC118512389|XP_035912654.1|ASTE	LOC6504605|XP_001966540.1|DANA
OG0006357	LOC118507457|XP_035901844.1|ASTE	LOC6502103|XP_032309379.1|DANA
OG0006358	LOC118503964|XP_035893773.1|ASTE	LOC6507448|XP_001955991.3|DANA
OG0006359	LOC118503952|XP_035893734.1|ASTE	LOC6505644|XP_001964542.1|DANA
OG0006360	LOC118503959|XP_035893747.1|ASTE	LOC6503092|XP_032308972.1|DANA
OG0006361	LOC118506852|XP_035900474.1|ASTE	LOC6499439|XP_001954637.2|DANA
OG0006362	LOC118507805|XP_035902761.1|ASTE	LOC6504882|XP_032309255.1|DANA
OG0006364	LOC118502910|XP_035891526.1|ASTE	LOC6504238|XP_001965107.1|DANA
OG0006365	LOC118504883|XP_035895836.1|ASTE	LOC6498771|XP_001967239.1|DANA
OG0006366	LOC118504856|XP_035895775.1|ASTE	LOC6498784|XP_001967245.1|DANA
OG0006367	LOC118503247|XP_035892163.1|ASTE	LOC6504443|XP_001966973.1|DANA
OG0006368	LOC118502632|XP_035890929.1|ASTE	LOC6505966|XP_032305388.1|DANA
OG0006369	LOC118502358|XP_035890460.1|ASTE	LOC6505561|XP_032305371.1|DANA
OG0006370	LOC118506825|XP_035900414.1|ASTE	LOC6501895|XP_001966714.1|DANA
OG0006371	LOC118506397|XP_035899346.1|ASTE	LOC6505577|XP_001964669.1|DANA
OG0006372	LOC118517375|XP_035919287.1|ASTE	LOC6505604|XP_001964611.1|DANA
OG0006373	LOC118506611|XP_035899874.1|ASTE	LOC6505304|XP_001965722.3|DANA
OG0006374	LOC118517361|XP_035919271.1|ASTE	LOC6503677|XP_001963951.1|DANA
OG0006375	LOC118510430|XP_035908102.1|ASTE	LOC6503723|XP_032308477.1|DANA
OG0006376	LOC118504443|XP_035894817.1|ASTE	LOC6501988|XP_001966825.1|DANA
OG0006377	LOC118507989|XP_035903253.1|ASTE	LOC6505064|XP_001965530.1|DANA
OG0006378	LOC118504822|XP_035895724.1|ASTE	LOC6506011|XP_014760879.1|DANA
OG0006379	LOC118503456|XP_035892624.1|ASTE	LOC6504744|XP_032309050.1|DANA
OG0006380	LOC118510639|XP_035909033.1|ASTE	LOC6502117|XP_001966176.1|DANA
OG0006381	LOC118511686|XP_035910961.1|ASTE	LOC6498757|XP_001967264.1|DANA
OG0006382	LOC118504146|XP_035894142.1|ASTE	LOC6504087|XP_001964148.1|DANA
OG0006383	LOC118504051|XP_035893961.1|ASTE	LOC6503559|XP_032308714.1|DANA
OG0006384	LOC118504168|XP_035894205.1|ASTE	LOC6504092|XP_001964159.1|DANA
OG0006385	LOC118504375|XP_035894675.1|ASTE	LOC6501066|XP_001954492.2|DANA
OG0006386	LOC118506337|XP_035899210.1|ASTE	LOC6497283|XP_001962394.1|DANA
OG0006387	LOC118505050|XP_035896220.1|ASTE	LOC6501602|XP_001955568.1|DANA
OG0006388	LOC118510413|XP_035908075.1|ASTE	LOC6503853|XP_001963716.3|DANA
OG0006389	LOC118510610|XP_035908520.1|ASTE	LOC6503803|XP_001963717.1|DANA
OG0006392	LOC118517606|XP_035919796.1|ASTE	LOC6503597|XP_001964087.2|DANA
OG0006393	LOC118508111|XP_035903498.1|ASTE	LOC6497404|XP_001962153.2|DANA
OG0006394	LOC118504551|XP_035895052.1|ASTE	LOC6498734|XP_001967843.1|DANA
OG0006395	LOC118502664|XP_035891020.1|ASTE	LOC6501195|XP_001954741.1|DANA
OG0006396	LOC118511965|XP_035911590.1|ASTE	LOC6503175|XP_001963582.1|DANA
OG0006397	LOC118506471|XP_035899541.1|ASTE	LOC6503783|XP_001963751.1|DANA
OG0006398	LOC118506474|XP_035899543.1|ASTE	LOC6503940|XP_001963882.1|DANA
OG0006399	LOC118506487|XP_035899563.1|ASTE	LOC6504922|XP_001966596.1|DANA
OG0006400	LOC118506480|XP_035899554.1|ASTE	LOC6504921|XP_001966595.3|DANA
OG0006401	LOC118506485|XP_035899558.1|ASTE	LOC6506283|XP_001958200.2|DANA
OG0006402	LOC118506490|XP_035899571.1|ASTE	LOC6499292|XP_001954930.1|DANA
OG0006403	LOC118506495|XP_035899582.1|ASTE	LOC6499290|XP_001954937.1|DANA
OG0006404	LOC118504738|XP_035895509.1|ASTE	LOC6499413|XP_001954692.1|DANA
OG0006405	LOC118504756|XP_035895571.1|ASTE	LOC6506673|XP_001957440.2|DANA
OG0006406	LOC118504526|XP_035894961.1|ASTE	LOC6499065|XP_001955375.1|DANA
OG0006407	LOC118510640|XP_035908611.1|ASTE	LOC6501937|XP_032308109.1|DANA
OG0006408	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE	LOC6502951|XP_001963532.1|DANA
