Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0007901	LOC118512259|XP_035912316.1|ASTE	LOC117140276|XP_033158995.1|DMAU
OG0007902	LOC118505249|XP_035896695.1|ASTE	LOC117147348|XP_033170100.1|DMAU
OG0007903	LOC118514208|XP_035916794.1|ASTE	LOC117139336|XP_033157474.1|DMAU
OG0007904	LOC118514198|XP_035916780.1|ASTE	LOC117139806|XP_033158323.1|DMAU
OG0007905	LOC118512611|XP_035913177.1|ASTE	LOC117148360|XP_033171611.1|DMAU
OG0007906	LOC118511891|XP_035911412.1|ASTE	LOC117141148|XP_033160375.1|DMAU
OG0007907	LOC118510306|XP_035907828.1|ASTE	LOC117140879|XP_033159912.1|DMAU
OG0007908	LOC118510309|XP_035907839.1|ASTE	LOC117140880|XP_033159913.1|DMAU
OG0007909	LOC118512304|XP_035912428.1|ASTE	LOC117146734|XP_033169071.1|DMAU
OG0007910	LOC118511553|XP_035910675.1|ASTE	LOC117140359|XP_033159105.1|DMAU
OG0007911	LOC118508854|XP_035904500.1|ASTE	LOC117141070|XP_033160258.1|DMAU
OG0007912	LOC118508856|XP_035904502.1|ASTE	LOC117141832|XP_033161378.1|DMAU
OG0007913	LOC118508858|XP_035904505.1|ASTE	LOC117141071|XP_033160259.1|DMAU
OG0007914	LOC118510585|XP_035908474.1|ASTE	LOC117139103|XP_033157128.1|DMAU
OG0007915	LOC118511818|XP_035911251.1|ASTE	LOC117141268|XP_033160529.1|DMAU
OG0007916	LOC118511863|XP_035911336.1|ASTE	LOC117140952|XP_033160107.1|DMAU
OG0007917	LOC118513175|XP_035914528.1|ASTE	LOC117137817|XP_033155386.1|DMAU
OG0007918	LOC118512912|XP_035913949.1|ASTE	LOC117135528|XP_033151682.1|DMAU
OG0007919	LOC118511960|XP_035911575.1|ASTE	LOC117136632|XP_033153512.1|DMAU
OG0007920	LOC118511981|XP_035911613.1|ASTE	LOC117137274|XP_033154533.1|DMAU
OG0007921	LOC118511980|XP_035911612.1|ASTE	LOC117136773|XP_033153712.1|DMAU
OG0007922	LOC118510958|XP_035909310.1|ASTE	LOC117144866|XP_033166161.1|DMAU
OG0007923	LOC118511934|XP_035911514.1|ASTE	LOC117148790|XP_033172291.1|DMAU
OG0007924	LOC118511977|XP_035911606.1|ASTE	LOC117137149|XP_033154347.1|DMAU
OG0007925	LOC118512244|XP_035912281.1|ASTE	LOC117137809|XP_033155379.1|DMAU
OG0007926	LOC118507077|XP_035900952.1|ASTE	LOC117137742|XP_033155216.1|DMAU
OG0007927	LOC118505154|XP_035896435.1|ASTE	LOC117138250|XP_033156100.1|DMAU
OG0007928	LOC118504542|XP_035895029.1|ASTE	LOC117135327|XP_033151416.1|DMAU
OG0007929	LOC118504330|XP_035894554.1|ASTE	LOC117148749|XP_033172233.1|DMAU
OG0007930	LOC118505099|XP_035896295.1|ASTE	LOC117138695|XP_033156846.1|DMAU
OG0007931	LOC118513926|XP_035916187.1|ASTE	LOC117142624|XP_033162618.1|DMAU
OG0007932	LOC118512713|XP_035913443.1|ASTE	LOC117148633|XP_033172025.1|DMAU
OG0007933	LOC118512717|XP_035913449.1|ASTE	LOC117143922|XP_033164727.1|DMAU
OG0007934	LOC118511742|XP_035911085.1|ASTE	LOC117143788|XP_033164520.1|DMAU
OG0007935	LOC118511738|XP_035911081.1|ASTE	LOC117135259|XP_033151295.1|DMAU
OG0007936	LOC118513856|XP_035916048.1|ASTE	LOC117137060|XP_033154168.1|DMAU
OG0007937	LOC118511118|XP_035909736.1|ASTE	LOC117141808|XP_033161355.1|DMAU
OG0007938	LOC118511083|XP_035909656.1|ASTE	LOC117136762|XP_033153693.1|DMAU
OG0007939	LOC118511082|XP_035909655.1|ASTE	LOC117135457|XP_033151538.1|DMAU
OG0007940	LOC118511072|XP_035909623.1|ASTE	LOC117139028|XP_033157053.1|DMAU
OG0007941	LOC118513586|XP_035915448.1|ASTE	LOC117135882|XP_033152319.1|DMAU
OG0007942	LOC118510629|XP_035908561.1|ASTE	LOC117148461|XP_033171724.1|DMAU
OG0007943	LOC118510615|XP_035908525.1|ASTE	LOC117137308|XP_033154583.1|DMAU
OG0007944	LOC118511209|XP_035909885.1|ASTE	LOC117141826|XP_033161370.1|DMAU
OG0007945	LOC118513538|XP_035915304.1|ASTE	LOC117146080|XP_033167964.1|DMAU
OG0007946	LOC118513540|XP_035915306.1|ASTE	LOC117135576|XP_033151792.1|DMAU
OG0007947	LOC118513920|XP_035916176.1|ASTE	LOC117148476|XP_033171745.1|DMAU
OG0007948	LOC118513659|XP_035915645.1|ASTE	LOC117136630|XP_033153513.1|DMAU
OG0007949	LOC118513545|XP_035915320.1|ASTE	LOC117147143|XP_033169813.1|DMAU
OG0007950	LOC118511092|XP_035909687.1|ASTE	LOC117144054|XP_033164923.1|DMAU
OG0007951	LOC118511113|XP_035909731.1|ASTE	LOC117150752|XP_033173678.1|DMAU
OG0007952	LOC118511120|XP_035909745.1|ASTE	LOC117137579|XP_033154979.1|DMAU
OG0007953	LOC118512642|XP_035913246.1|ASTE	LOC117141335|XP_033160633.1|DMAU
OG0007954	LOC118509045|XP_035905013.1|ASTE	LOC117150309|XP_033173026.1|DMAU
OG0007955	LOC118511152|XP_035909773.1|ASTE	LOC117148654|XP_033172058.1|DMAU
OG0007956	LOC118509131|XP_035905223.1|ASTE	LOC117140685|XP_033159636.1|DMAU
OG0007957	LOC118511646|XP_035910873.1|ASTE	LOC117148562|XP_033171911.1|DMAU
OG0007958	LOC118514023|XP_035916390.1|ASTE	LOC117146810|XP_033169245.1|DMAU
OG0007959	LOC118514022|XP_035916388.1|ASTE	LOC117147091|XP_033169751.1|DMAU
OG0007960	LOC118512900|XP_035913908.1|ASTE	LOC117151041|XP_033174146.1|DMAU
OG0007961	LOC118511644|XP_035910862.1|ASTE	LOC117144369|XP_033165383.1|DMAU
OG0007962	LOC118509268|XP_035905514.1|ASTE	LOC117147029|XP_033169613.1|DMAU
OG0007963	LOC118509070|XP_035905086.1|ASTE	LOC117140746|XP_033159722.1|DMAU
OG0007964	LOC118509075|XP_035905100.1|ASTE	LOC117135333|XP_033151425.1|DMAU
OG0007965	LOC118509039|XP_035904972.1|ASTE	LOC117150856|XP_033173846.1|DMAU
OG0007966	LOC118510999|XP_035909407.1|ASTE	LOC117151070|XP_033174203.1|DMAU
OG0007967	LOC118511015|XP_035909436.1|ASTE	LOC117142535|XP_033162476.1|DMAU
OG0007968	LOC118514157|XP_035916666.1|ASTE	LOC117150946|XP_033174005.1|DMAU
OG0007969	LOC118514126|XP_035916604.1|ASTE	LOC117135225|XP_033151232.1|DMAU
OG0007971	LOC118514703|XP_035917662.1|ASTE	LOC117146607|XP_033168824.1|DMAU
OG0007972	LOC118513366|XP_035914890.1|ASTE	LOC117136353|XP_033153110.1|DMAU
OG0007973	LOC118513336|XP_035914849.1|ASTE	LOC117150399|XP_033173154.1|DMAU
OG0007975	LOC118510648|XP_035908656.1|ASTE	LOC117142482|XP_033162397.1|DMAU
OG0007976	LOC118514672|XP_035917608.1|ASTE	LOC117147599|XP_033170440.1|DMAU
OG0007977	LOC118514653|XP_035917578.1|ASTE	LOC117150617|XP_033173481.1|DMAU
OG0007978	LOC118514657|XP_035917583.1|ASTE	LOC117139097|XP_033157119.1|DMAU
OG0007979	LOC118513593|XP_035915466.1|ASTE	LOC117140544|XP_033159430.1|DMAU
OG0007980	LOC118514566|XP_035917459.1|ASTE	LOC117140119|XP_033158777.1|DMAU
OG0007981	LOC118514568|XP_035917461.1|ASTE	LOC117148777|XP_033172265.1|DMAU
OG0007982	LOC118514512|XP_035917352.1|ASTE	LOC117149781|XP_033172717.1|DMAU
OG0007983	LOC118512598|XP_035913145.1|ASTE	LOC117146696|XP_033168981.1|DMAU
OG0007984	LOC118508804|XP_035904417.1|ASTE	LOC117144579|XP_033165733.1|DMAU
OG0007985	LOC118512632|XP_035913221.1|ASTE	LOC117136639|XP_033153521.1|DMAU
OG0007986	LOC118509828|XP_035906891.1|ASTE	LOC117135182|XP_033151139.1|DMAU
OG0007987	LOC118513266|XP_035914727.1|ASTE	LOC117136050|XP_033152589.1|DMAU
OG0007988	LOC118508960|XP_035904782.1|ASTE	LOC117150535|XP_033173350.1|DMAU
OG0007989	LOC118514036|XP_035916405.1|ASTE	LOC117146689|XP_033168958.1|DMAU
OG0007990	LOC118509300|XP_035905641.1|ASTE	LOC117151039|XP_033174143.1|DMAU
OG0007991	LOC118513629|XP_035915586.1|ASTE	LOC117150982|XP_033174067.1|DMAU
OG0007993	LOC118510878|XP_035909138.1|ASTE	LOC117146076|XP_033167911.1|DMAU
OG0007994	LOC118511235|XP_035909965.1|ASTE	LOC117135269|XP_033151321.1|DMAU
OG0007995	LOC118511703|XP_035911008.1|ASTE	LOC117150352|XP_033173094.1|DMAU
OG0007996	LOC118513624|XP_035915575.1|ASTE	LOC117148029|XP_033171091.1|DMAU
OG0007997	LOC118514127|XP_035916606.1|ASTE	LOC117140827|XP_033159825.1|DMAU
OG0007998	LOC118514077|XP_035916498.1|ASTE	LOC117141117|XP_033160332.1|DMAU
OG0007999	LOC118514117|XP_035916586.1|ASTE	LOC117149517|XP_033172680.1|DMAU
OG0008000	LOC118514106|XP_035916573.1|ASTE	LOC117136516|XP_033153355.1|DMAU
OG0008001	LOC118510708|XP_035908801.1|ASTE	LOC117135130|XP_033151077.1|DMAU
OG0008002	LOC118510669|XP_035908706.1|ASTE	LOC117145927|XP_033167686.1|DMAU
OG0008003	LOC118510665|XP_035908698.1|ASTE	LOC117135157|XP_033151112.1|DMAU
OG0008004	LOC118505760|XP_035897872.1|ASTE	LOC117147705|XP_033170585.1|DMAU
OG0008005	LOC118505763|XP_035897885.1|ASTE	LOC117148588|XP_033171951.1|DMAU
OG0008006	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE	LOC117147538|XP_033170363.1|DMAU
OG0008007	LOC118505743|XP_035897830.1|ASTE	LOC117147462|XP_033170244.1|DMAU
OG0008009	LOC118503508|XP_035892751.1|ASTE	LOC117147018|XP_033169597.1|DMAU
OG0008010	LOC118505613|XP_035897551.1|ASTE	LOC117147623|XP_033170472.1|DMAU
OG0008011	LOC118505618|XP_035897572.1|ASTE	LOC117136020|XP_033152528.1|DMAU
OG0008012	LOC118505619|XP_035897574.1|ASTE	LOC117136902|XP_033153909.1|DMAU
OG0008013	LOC118508357|XP_035903954.1|ASTE	LOC117137336|XP_033154617.1|DMAU
OG0008014	LOC118505644|XP_035897615.1|ASTE	LOC117143789|XP_033164521.1|DMAU
OG0008015	LOC118505180|XP_035896526.1|ASTE	LOC117140401|XP_033159162.1|DMAU
OG0008016	LOC118505255|XP_035896704.1|ASTE	LOC117140403|XP_033159165.1|DMAU
OG0008017	LOC118517527|XP_035919653.1|ASTE	LOC117147563|XP_033170397.1|DMAU
OG0008018	LOC118502504|XP_035890630.1|ASTE	LOC117146419|XP_033168512.1|DMAU
OG0008019	LOC118505824|XP_035898066.1|ASTE	LOC117147642|XP_033170501.1|DMAU
OG0008020	LOC118506175|XP_035898839.1|ASTE	LOC117143954|XP_033164780.1|DMAU
OG0008021	LOC118504251|XP_035894371.1|ASTE	LOC117148075|XP_033171174.1|DMAU
OG0008022	LOC118508344|XP_035903917.1|ASTE	LOC117143228|XP_033163668.1|DMAU
OG0008023	LOC118502757|XP_035891221.1|ASTE	LOC117148548|XP_033171872.1|DMAU
OG0008024	LOC118502762|XP_035891234.1|ASTE	LOC117148549|XP_033171873.1|DMAU
OG0008025	LOC118505537|XP_035897350.1|ASTE	LOC117146420|XP_033168514.1|DMAU
OG0008026	LOC118504621|XP_035895204.1|ASTE	LOC117146608|XP_033168825.1|DMAU
OG0008027	LOC118504618|XP_035895191.1|ASTE	LOC117147993|XP_033171039.1|DMAU
OG0008028	LOC118517541|XP_035919672.1|ASTE	LOC117145415|XP_033166947.1|DMAU
OG0008029	LOC118508346|XP_035903925.1|ASTE	LOC117145040|XP_033166442.1|DMAU
OG0008030	LOC118505341|XP_035896891.1|ASTE	LOC117144200|XP_033165140.1|DMAU
OG0008031	LOC118505345|XP_035896897.1|ASTE	LOC117144864|XP_033166164.1|DMAU
OG0008032	LOC118506610|XP_035899870.1|ASTE	LOC117146083|XP_033167922.1|DMAU
OG0008033	LOC118502677|XP_035891068.1|ASTE	LOC117143005|XP_033163261.1|DMAU
OG0008034	LOC118504950|XP_035895952.1|ASTE	LOC117143242|XP_033163685.1|DMAU
OG0008035	LOC118517582|XP_035919749.1|ASTE	LOC117147009|XP_033169582.1|DMAU
OG0008036	LOC118505224|XP_035896645.1|ASTE	LOC117144322|XP_033165325.1|DMAU
OG0008037	LOC118505159|XP_035896446.1|ASTE	LOC117145707|XP_033167344.1|DMAU
OG0008038	LOC118504647|XP_035895296.1|ASTE	LOC117147872|XP_033170843.1|DMAU
OG0008039	LOC118503624|XP_035893004.1|ASTE	LOC117142456|XP_033162330.1|DMAU
OG0008040	LOC118503655|XP_035893070.1|ASTE	LOC117146026|XP_033167848.1|DMAU
OG0008042	LOC118505493|XP_035897241.1|ASTE	LOC117144840|XP_033166127.1|DMAU
OG0008043	LOC118506673|XP_035900000.1|ASTE	LOC117147213|XP_033169918.1|DMAU
OG0008044	LOC118506664|XP_035899977.1|ASTE	LOC117148827|XP_033172366.1|DMAU
OG0008045	LOC118506656|XP_035899967.1|ASTE	LOC117148761|XP_033172248.1|DMAU
OG0008046	LOC118506647|XP_035899940.1|ASTE	LOC117142634|XP_033162629.1|DMAU
OG0008047	LOC118506578|XP_035899827.1|ASTE	LOC117143063|XP_033163411.1|DMAU
OG0008048	LOC118506574|XP_035899809.1|ASTE	LOC117142633|XP_033162628.1|DMAU
OG0008049	LOC118506576|XP_035899815.1|ASTE	LOC117143062|XP_033163410.1|DMAU
OG0008050	LOC118506568|XP_035899785.1|ASTE	LOC117143100|XP_033163472.1|DMAU
OG0008051	LOC118506567|XP_035899784.1|ASTE	LOC117143078|XP_033163439.1|DMAU
OG0008052	LOC118503673|XP_035893107.1|ASTE	LOC117142660|XP_033162679.1|DMAU
OG0008053	LOC118504985|XP_035896035.1|ASTE	LOC117141679|XP_033161166.1|DMAU
OG0008054	LOC118506338|XP_035899211.1|ASTE	LOC117147708|XP_033170589.1|DMAU
OG0008055	LOC118506334|XP_035899202.1|ASTE	LOC117147651|XP_033170516.1|DMAU
OG0008056	LOC118502601|XP_035890858.1|ASTE	LOC117148049|XP_033171125.1|DMAU
OG0008057	LOC118504300|XP_035894491.1|ASTE	LOC117144159|XP_033165082.1|DMAU
OG0008058	LOC118504337|XP_035894590.1|ASTE	LOC117145970|XP_033167762.1|DMAU
OG0008059	LOC118505248|XP_035896694.1|ASTE	LOC117144162|XP_033165088.1|DMAU
OG0008060	LOC118504630|XP_035895241.1|ASTE	LOC117143217|XP_033163657.1|DMAU
OG0008061	LOC118507655|XP_035902324.1|ASTE	LOC117146413|XP_033168504.1|DMAU
OG0008062	LOC118507657|XP_035902325.1|ASTE	LOC117147659|XP_033170527.1|DMAU
OG0008063	LOC118508544|XP_035904320.1|ASTE	LOC117144841|XP_033166128.1|DMAU
OG0008064	LOC118505732|XP_035897813.1|ASTE	LOC117147984|XP_033171026.1|DMAU
OG0008065	LOC118504358|XP_035894643.1|ASTE	LOC117147136|XP_033169805.1|DMAU
OG0008066	LOC118506826|XP_035900415.1|ASTE	LOC117148726|XP_033172169.1|DMAU
OG0008067	LOC118517557|XP_035919692.1|ASTE	LOC117146527|XP_033168686.1|DMAU
OG0008068	LOC118505350|XP_035896911.1|ASTE	LOC117148219|XP_033171400.1|DMAU
OG0008069	LOC118502779|XP_035891269.1|ASTE	LOC117143576|XP_033164211.1|DMAU
OG0008070	LOC118506920|XP_035900609.1|ASTE	LOC117142636|XP_033162632.1|DMAU
OG0008071	LOC118504773|XP_035895595.1|ASTE	LOC117147145|XP_033169814.1|DMAU
OG0008072	LOC118506544|XP_035899728.1|ASTE	LOC117146652|XP_033168878.1|DMAU
OG0008073	LOC118506539|XP_035899706.1|ASTE	LOC117148863|XP_033172423.1|DMAU
OG0008074	LOC118506532|XP_035899693.1|ASTE, LOC118515301|XP_035917871.1|ASTE	LOC117148864|XP_033172426.1|DMAU
OG0008075	LOC118508541|XP_035904315.1|ASTE	LOC117136993|XP_033154060.1|DMAU
OG0008076	LOC118502529|XP_035890687.1|ASTE	LOC117148678|XP_033172107.1|DMAU
OG0008077	LOC118504468|XP_035894870.1|ASTE	LOC117145159|XP_033166597.1|DMAU
OG0008078	LOC118504466|XP_035894869.1|ASTE	LOC117147061|XP_033169709.1|DMAU
OG0008079	LOC118502718|XP_035891165.1|ASTE	LOC117148481|XP_033171748.1|DMAU
OG0008080	LOC118503017|XP_035891734.1|ASTE	LOC117148682|XP_033172113.1|DMAU
OG0008081	LOC118503013|XP_035891724.1|ASTE	LOC117148160|XP_033171285.1|DMAU
OG0008082	LOC118502636|XP_035890972.1|ASTE	LOC117144941|XP_033166286.1|DMAU
OG0008083	LOC118506981|XP_035900737.1|ASTE	LOC117145763|XP_033167420.1|DMAU
OG0008085	LOC118502480|XP_035890603.1|ASTE	LOC117143820|XP_033164556.1|DMAU
OG0008086	LOC118504297|XP_035894486.1|ASTE	LOC117145760|XP_033167415.1|DMAU
OG0008087	LOC118505297|XP_035896797.1|ASTE	LOC117147451|XP_033170224.1|DMAU
OG0008088	LOC118502797|XP_035891297.1|ASTE	LOC117146825|XP_033169269.1|DMAU
OG0008089	LOC118507619|XP_035902229.1|ASTE	LOC117141930|XP_033161559.1|DMAU
OG0008090	LOC118506698|XP_035900073.1|ASTE	LOC117146484|XP_033168615.1|DMAU
OG0008091	LOC118508430|XP_035904101.1|ASTE	LOC117145950|XP_033167724.1|DMAU
OG0008092	LOC118506433|XP_035899444.1|ASTE	LOC117142610|XP_033162583.1|DMAU
OG0008093	LOC118505835|XP_035898085.1|ASTE	LOC117146930|XP_033169465.1|DMAU
OG0008094	LOC118505834|XP_035898083.1|ASTE	LOC117140167|XP_033158868.1|DMAU
OG0008095	LOC118504501|XP_035894920.1|ASTE	LOC117143246|XP_033163698.1|DMAU
OG0008096	LOC118504810|XP_035895704.1|ASTE	LOC117148474|XP_033171740.1|DMAU
OG0008097	LOC118505364|XP_035896949.1|ASTE	LOC117148754|XP_033172236.1|DMAU
OG0008098	LOC118502403|XP_035890519.1|ASTE	LOC117140770|XP_033159743.1|DMAU
OG0008099	LOC118508361|XP_035903975.1|ASTE	LOC117139644|XP_033157994.1|DMAU
OG0008100	LOC118502818|XP_035891360.1|ASTE	LOC117143142|XP_033163527.1|DMAU
OG0008101	LOC118502671|XP_035891042.1|ASTE	LOC117146785|XP_033169210.1|DMAU
OG0008102	LOC118508377|XP_035904007.1|ASTE	LOC117143182|XP_033163591.1|DMAU
OG0008103	LOC118506410|XP_035899378.1|ASTE	LOC117148063|XP_033171145.1|DMAU
OG0008104	LOC118503192|XP_035892067.1|ASTE	LOC117141108|XP_033160320.1|DMAU
OG0008105	LOC118506387|XP_035899320.1|ASTE	LOC117142526|XP_033162462.1|DMAU
OG0008106	LOC118504262|XP_035894384.1|ASTE	LOC117140550|XP_033159436.1|DMAU
OG0008107	LOC118504811|XP_035895707.1|ASTE	LOC117145253|XP_033166726.1|DMAU
OG0008108	LOC118506265|XP_035899060.1|ASTE	LOC117147707|XP_033170587.1|DMAU
OG0008109	LOC118503258|XP_035892193.1|ASTE	LOC117147468|XP_033170249.1|DMAU
OG0008110	LOC118505079|XP_035896261.1|ASTE	LOC117147181|XP_033169873.1|DMAU
OG0008111	LOC118505051|XP_035896217.1|ASTE	LOC117148660|XP_033172064.1|DMAU
OG0008112	LOC118505027|XP_035896131.1|ASTE	LOC117146725|XP_033169053.1|DMAU
OG0008113	LOC118505026|XP_035896130.1|ASTE	LOC117147908|XP_033170908.1|DMAU
OG0008114	LOC118505025|XP_035896129.1|ASTE	LOC117147907|XP_033170907.1|DMAU
OG0008115	LOC118505024|XP_035896120.1|ASTE	LOC117148561|XP_033171895.1|DMAU
OG0008116	LOC118505023|XP_035896118.1|ASTE	LOC117146547|XP_033168734.1|DMAU
OG0008117	LOC118504984|XP_035896031.1|ASTE	LOC117148011|XP_033171062.1|DMAU
OG0008118	LOC118504657|XP_035895332.1|ASTE	LOC117148664|XP_033172068.1|DMAU
OG0008119	LOC118504660|XP_035895336.1|ASTE	LOC117148269|XP_033171474.1|DMAU
OG0008120	LOC118504377|XP_035894680.1|ASTE	LOC117146632|XP_033168855.1|DMAU
OG0008121	LOC118504380|XP_035894683.1|ASTE	LOC117136157|XP_033152771.1|DMAU
OG0008122	LOC118502850|XP_035891445.1|ASTE	LOC117148505|XP_033171799.1|DMAU
OG0008123	LOC118507568|XP_035902084.1|ASTE	LOC117147616|XP_033170464.1|DMAU
OG0008124	LOC118507566|XP_035902080.1|ASTE	LOC117147039|XP_033169658.1|DMAU
OG0008125	LOC118506822|XP_035900405.1|ASTE	LOC117147455|XP_033170231.1|DMAU
OG0008126	LOC118504376|XP_035894677.1|ASTE	LOC117148212|XP_033171392.1|DMAU
OG0008127	LOC118502557|XP_035890754.1|ASTE, LOC118515306|XP_035917874.1|ASTE	LOC117148623|XP_033172005.1|DMAU
OG0008129	LOC118506843|XP_035900452.1|ASTE	LOC117148641|XP_033172032.1|DMAU
OG0008130	LOC118506857|XP_035900480.1|ASTE	LOC117147523|XP_033170331.1|DMAU
OG0008131	LOC118506862|XP_035900491.1|ASTE	LOC117147847|XP_033170812.1|DMAU
OG0008132	LOC118505186|XP_035896534.1|ASTE	LOC117145444|XP_033166994.1|DMAU
OG0008133	LOC118505203|XP_035896577.1|ASTE	LOC117148127|XP_033171242.1|DMAU
OG0008135	LOC118510971|XP_035909356.1|ASTE	LOC117142844|XP_033162968.1|DMAU
OG0008136	LOC118510976|XP_035909370.1|ASTE	LOC117150277|XP_033172979.1|DMAU
OG0008137	LOC118511898|XP_035911422.1|ASTE	LOC117148378|XP_033171626.1|DMAU
OG0008138	LOC118512416|XP_035912708.1|ASTE	LOC117140606|XP_033159507.1|DMAU
OG0008139	LOC118512415|XP_035912707.1|ASTE	LOC117137133|XP_033154323.1|DMAU
OG0008140	LOC118512401|XP_035912677.1|ASTE	LOC117147458|XP_033170239.1|DMAU
OG0008141	LOC118512399|XP_035912674.1|ASTE	LOC117146948|XP_033169494.1|DMAU
OG0008142	LOC118517719|XP_035920061.1|ASTE	LOC117147977|XP_033171018.1|DMAU
OG0008143	LOC118512423|XP_035912719.1|ASTE	LOC117148537|XP_033171852.1|DMAU
OG0008145	LOC118505934|XP_035898333.1|ASTE	LOC117147075|XP_033169726.1|DMAU
OG0008146	LOC118505931|XP_035898330.1|ASTE	LOC117146973|XP_033169533.1|DMAU
OG0008147	LOC118505384|XP_035896980.1|ASTE	LOC117146964|XP_033169520.1|DMAU
OG0008148	LOC118506002|XP_035898476.1|ASTE	LOC117148786|XP_033172288.1|DMAU
OG0008149	LOC118507226|XP_035901283.1|ASTE	LOC117147245|XP_033169954.1|DMAU
OG0008150	LOC118507228|XP_035901287.1|ASTE	LOC117147307|XP_033170046.1|DMAU
OG0008151	LOC118507229|XP_035901289.1|ASTE	LOC117148628|XP_033172012.1|DMAU
OG0008152	LOC118512024|XP_035911702.1|ASTE	LOC117148704|XP_033172137.1|DMAU
OG0008153	LOC118506155|XP_035898818.1|ASTE	LOC117136312|XP_033153051.1|DMAU
OG0008154	LOC118506157|XP_035898820.1|ASTE	LOC117141812|XP_033161356.1|DMAU
OG0008155	LOC118504014|XP_035893870.1|ASTE	LOC117139686|XP_033158063.1|DMAU
OG0008156	LOC118504043|XP_035893935.1|ASTE	LOC117146075|XP_033167910.1|DMAU
OG0008157	LOC118503966|XP_035893775.1|ASTE	LOC117144684|XP_033165898.1|DMAU
OG0008158	LOC118508237|XP_035903738.1|ASTE	LOC117147239|XP_033169944.1|DMAU
OG0008160	LOC118503516|XP_035892761.1|ASTE	LOC117135436|XP_033151493.1|DMAU
OG0008161	LOC118507434|XP_035901802.1|ASTE	LOC117140122|XP_033158776.1|DMAU
OG0008162	LOC118508063|XP_035903411.1|ASTE	LOC117148113|XP_033171223.1|DMAU
OG0008163	LOC118517648|XP_035919869.1|ASTE	LOC117141879|XP_033161459.1|DMAU
OG0008164	LOC118508559|XP_035904347.1|ASTE	LOC117148263|XP_033171460.1|DMAU
OG0008165	LOC118512429|XP_035912779.1|ASTE	LOC117147477|XP_033170264.1|DMAU
OG0008166	LOC118511215|XP_035909902.1|ASTE	LOC117146771|XP_033169180.1|DMAU
OG0008167	LOC118510926|XP_035909230.1|ASTE	LOC117147448|XP_033170222.1|DMAU
OG0008168	LOC118510920|XP_035909223.1|ASTE	LOC117147654|XP_033170520.1|DMAU
OG0008169	LOC118510924|XP_035909227.1|ASTE	LOC117146357|XP_033168399.1|DMAU
OG0008170	LOC118508204|XP_035903667.1|ASTE	LOC117137154|XP_033154355.1|DMAU
OG0008171	LOC118503923|XP_035893646.1|ASTE	LOC117148795|XP_033172299.1|DMAU
OG0008172	LOC118507247|XP_035901421.1|ASTE	LOC117144327|XP_033165331.1|DMAU
OG0008173	LOC118503538|XP_035892830.1|ASTE	LOC117137797|XP_033155363.1|DMAU
OG0008174	LOC118505944|XP_035898361.1|ASTE	LOC117136076|XP_033152620.1|DMAU
OG0008175	LOC118509904|XP_035907056.1|ASTE	LOC117147822|XP_033170768.1|DMAU
OG0008176	LOC118505920|XP_035898305.1|ASTE	LOC117148475|XP_033171741.1|DMAU
OG0008177	LOC118507213|XP_035901205.1|ASTE	LOC117148934|XP_033172550.1|DMAU
OG0008178	LOC118507209|XP_035901191.1|ASTE	LOC117147373|XP_033170133.1|DMAU
OG0008179	LOC118507203|XP_035901179.1|ASTE	LOC117147661|XP_033170528.1|DMAU
OG0008180	LOC118507922|XP_035903117.1|ASTE	LOC117146464|XP_033168589.1|DMAU
OG0008181	LOC118507923|XP_035903118.1|ASTE	LOC117146473|XP_033168602.1|DMAU
OG0008183	LOC118504066|XP_035893997.1|ASTE	LOC117138465|XP_033156482.1|DMAU
OG0008184	LOC118504132|XP_035894113.1|ASTE	LOC117144926|XP_033166271.1|DMAU
OG0008185	LOC118504145|XP_035894136.1|ASTE	LOC117143248|XP_033163700.1|DMAU
OG0008186	LOC118517630|XP_035919834.1|ASTE	LOC117136192|XP_033152829.1|DMAU
OG0008187	LOC118517634|XP_035919839.1|ASTE	LOC117136197|XP_033152834.1|DMAU
OG0008188	LOC118505932|XP_035898331.1|ASTE	LOC117142770|XP_033162851.1|DMAU
OG0008189	LOC118503988|XP_035893829.1|ASTE	LOC117150654|XP_033173531.1|DMAU
OG0008190	LOC118504730|XP_035895475.1|ASTE	LOC117141293|XP_033160563.1|DMAU
OG0008191	LOC118507256|XP_035901438.1|ASTE	LOC117146421|XP_033168515.1|DMAU
OG0008192	LOC118517647|XP_035919866.1|ASTE	LOC117148268|XP_033171472.1|DMAU
OG0008193	LOC118507419|XP_035901778.1|ASTE	LOC117148199|XP_033171371.1|DMAU
OG0008194	LOC118517686|XP_035919990.1|ASTE	LOC117143661|XP_033164336.1|DMAU
OG0008195	LOC118517688|XP_035919992.1|ASTE	LOC117137531|XP_033154908.1|DMAU
OG0008196	LOC118508406|XP_035904063.1|ASTE	LOC117136523|XP_033153359.1|DMAU
OG0008197	LOC118507266|XP_035901451.1|ASTE	LOC117140387|XP_033159145.1|DMAU
OG0008198	LOC118504655|XP_035895331.1|ASTE	LOC117146351|XP_033168393.1|DMAU
OG0008199	LOC118508121|XP_035903521.1|ASTE	LOC117147823|XP_033170770.1|DMAU
OG0008200	LOC118512364|XP_035912582.1|ASTE	LOC117136511|XP_033153346.1|DMAU
