Orthogroup	ASTE.longest_only	DPSE.longest_only
OG0006799	LOC118512879|XP_035913865.1|ASTE	LOC6900036|XP_002135401.2|DPSE
OG0006800	LOC118512814|XP_035913664.1|ASTE	LOC6900588|XP_002134961.3|DPSE
OG0006801	LOC118510443|XP_035908134.1|ASTE	LOC4814592|XP_001354582.4|DPSE
OG0006802	LOC118510440|XP_035908127.1|ASTE	LOC4805294|XP_001361716.2|DPSE
OG0006803	LOC118509816|XP_035906861.1|ASTE	LOC4805649|XP_001362016.1|DPSE
OG0006804	LOC118509345|XP_035905753.1|ASTE	LOC6900739|XP_015043274.1|DPSE
OG0006805	LOC118509342|XP_035905747.1|ASTE	LOC4804763|XP_001361274.2|DPSE
OG0006806	LOC118511385|XP_035910285.1|ASTE	LOC4812395|XP_001352572.4|DPSE
OG0006807	LOC118514181|XP_035916748.1|ASTE	LOC4812558|XP_033240971.1|DPSE
OG0006808	LOC118514178|XP_035916741.1|ASTE	LOC4804518|XP_001361069.1|DPSE
OG0006809	LOC118513187|XP_035914554.1|ASTE	LOC4812223|XP_001352859.3|DPSE
OG0006810	LOC118513185|XP_035914546.1|ASTE	LOC4813002|XP_001353267.2|DPSE
OG0006811	LOC118513194|XP_035914575.1|ASTE	LOC4801721|XP_001358766.1|DPSE
OG0006812	LOC118509672|XP_035906565.1|ASTE	LOC4814074|XP_001354190.2|DPSE
OG0006813	LOC118509753|XP_035906777.1|ASTE	LOC4801447|XP_001358541.5|DPSE
OG0006814	LOC118510304|XP_035907826.1|ASTE	LOC4813755|XP_001353350.1|DPSE
OG0006815	LOC118512302|XP_035912425.1|ASTE	LOC4811880|XP_001352860.3|DPSE
OG0006816	LOC118512300|XP_035912424.1|ASTE	LOC4812430|XP_001352861.4|DPSE
OG0006817	LOC118509370|XP_035905795.1|ASTE	LOC4813836|XP_033237758.1|DPSE
OG0006818	LOC118509369|XP_035905788.1|ASTE	LOC4813264|XP_001353672.4|DPSE
OG0006819	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE	LOC6900266|XP_002135595.2|DPSE, LOC6897142|XP_002137322.1|DPSE
OG0006820	LOC118516349|XP_035918059.1|ASTE, LOC118511363|XP_035910217.1|ASTE	LOC4812245|XP_001352953.2|DPSE
OG0006821	LOC118517721|XP_035920062.1|ASTE	LOC4817252|XP_001356792.4|DPSE
OG0006822	LOC118517332|XP_035919207.1|ASTE, LOC118509390|XP_035905828.1|ASTE	LOC4804437|XP_015039955.2|DPSE
OG0006823	LOC118514234|XP_035916831.1|ASTE	LOC4812055|XP_001352441.1|DPSE
OG0006824	LOC118514245|XP_035916850.1|ASTE	LOC4812880|XP_001353754.1|DPSE
OG0006825	LOC118509407|XP_035905865.1|ASTE	LOC6900566|XP_002134944.1|DPSE
OG0006826	LOC118509823|XP_035906878.1|ASTE	LOC6900166|XP_015043895.2|DPSE
OG0006827	LOC118511279|XP_035910066.1|ASTE	LOC4802929|XP_001359745.3|DPSE
OG0006828	LOC118511289|XP_035910088.1|ASTE	LOC6899811|XP_033235756.1|DPSE
OG0006829	LOC118514389|XP_035917159.1|ASTE	LOC4812200|XP_001352702.3|DPSE
OG0006830	LOC118514372|XP_035917124.1|ASTE	LOC4812618|XP_001352411.1|DPSE
OG0006831	LOC118508853|XP_035904499.1|ASTE	LOC6900887|XP_002135244.2|DPSE
OG0006832	LOC118509474|XP_035906002.1|ASTE	LOC4812724|XP_001353103.2|DPSE
OG0006833	LOC118509478|XP_035906011.1|ASTE	LOC6900880|XP_015043471.2|DPSE
OG0006834	LOC118510269|XP_035907763.1|ASTE	LOC4801958|XP_033232706.1|DPSE
OG0006835	LOC118510264|XP_035907751.1|ASTE	LOC4814164|XP_001354265.1|DPSE
OG0006836	LOC118510263|XP_035907747.1|ASTE	LOC4812594|XP_001352716.3|DPSE
OG0006837	LOC118509447|XP_035905954.1|ASTE	LOC4812674|XP_001353058.2|DPSE
OG0006838	LOC118509445|XP_035905952.1|ASTE	LOC4813276|XP_001353715.1|DPSE
OG0006839	LOC118509397|XP_035905845.1|ASTE	LOC4812670|XP_001353054.1|DPSE
OG0006840	LOC118510587|XP_035908479.1|ASTE	LOC6903407|XP_033236381.1|DPSE
OG0006841	LOC118509236|XP_035905438.1|ASTE	LOC4812026|XP_001352636.1|DPSE
OG0006842	LOC118511816|XP_035911249.1|ASTE	LOC6900620|XP_033239003.1|DPSE
OG0006843	LOC118511828|XP_035911265.1|ASTE	LOC4815339|XP_001354517.2|DPSE
OG0006844	LOC118511827|XP_035911264.1|ASTE	LOC4801031|XP_033241735.1|DPSE
OG0006845	LOC118510370|XP_035907987.1|ASTE	LOC4812584|XP_015043564.2|DPSE
OG0006846	LOC118510351|XP_035907942.1|ASTE	LOC6900174|XP_002135513.2|DPSE
OG0006847	LOC118510376|XP_035907998.1|ASTE	LOC4812608|XP_001352840.4|DPSE
OG0006848	LOC118511341|XP_035910181.1|ASTE	LOC4805719|XP_033233704.1|DPSE
OG0006849	LOC118513147|XP_035914479.1|ASTE	LOC4812732|XP_001353111.3|DPSE
OG0006850	LOC118513149|XP_035914483.1|ASTE	LOC4812731|XP_033238338.1|DPSE
OG0006851	LOC118513148|XP_035914481.1|ASTE	LOC6900324|XP_033238339.1|DPSE
OG0006852	LOC118513186|XP_035914551.1|ASTE	LOC4805340|XP_001361756.2|DPSE
OG0006853	LOC118511414|XP_035910367.1|ASTE	LOC4814089|XP_001354196.2|DPSE
OG0006854	LOC118512908|XP_035913940.1|ASTE	LOC4804718|XP_001361236.2|DPSE
OG0006855	LOC118509797|XP_035906827.1|ASTE	LOC4813566|XP_001353407.1|DPSE
OG0006856	LOC118509692|XP_035906645.1|ASTE	LOC4804816|XP_033233599.1|DPSE
OG0006857	LOC118509630|XP_035906407.1|ASTE	LOC4804835|XP_033233999.1|DPSE
OG0006858	LOC118509634|XP_035906419.1|ASTE	LOC4812552|XP_001352517.2|DPSE
OG0006859	LOC118511997|XP_035911633.1|ASTE	LOC4803636|XP_015039219.2|DPSE
OG0006860	LOC118512012|XP_035911675.1|ASTE	LOC4805325|XP_001361745.1|DPSE
OG0006861	LOC118511946|XP_035911544.1|ASTE	LOC6898636|XP_002138641.1|DPSE
OG0006862	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE	LOC4814010|XP_015042529.2|DPSE
OG0006863	LOC118513906|XP_035916124.1|ASTE	LOC4814399|XP_001354353.1|DPSE
OG0006864	LOC118512892|XP_035913889.1|ASTE	LOC4805194|XP_001361639.2|DPSE
OG0006865	LOC118511937|XP_035911520.1|ASTE	LOC4801195|XP_033241542.1|DPSE
OG0006866	LOC118511973|XP_035911603.1|ASTE	LOC4804221|XP_001360815.3|DPSE
OG0006867	LOC118511950|XP_035911554.1|ASTE	LOC4805373|XP_001361783.3|DPSE
OG0006868	LOC118511939|XP_035911529.1|ASTE	LOC4805374|XP_001361784.2|DPSE
OG0006869	LOC118511984|XP_035911617.1|ASTE	LOC4803630|XP_033234677.1|DPSE
OG0006870	LOC118512250|XP_035912286.1|ASTE	LOC4805327|XP_033234609.1|DPSE
OG0006871	LOC118512239|XP_035912272.1|ASTE	LOC4804341|XP_001360916.2|DPSE
OG0006872	LOC118512236|XP_035912263.1|ASTE	LOC4804137|XP_001360743.4|DPSE
OG0006873	LOC118511964|XP_035911584.1|ASTE	LOC6898234|XP_015039339.1|DPSE
OG0006874	LOC118505056|XP_035896226.1|ASTE	LOC6902757|XP_002133269.1|DPSE
OG0006875	LOC118504532|XP_035894970.1|ASTE	LOC4817233|XP_001356903.2|DPSE
OG0006876	LOC118505031|XP_035896140.1|ASTE	LOC4804323|XP_015039814.2|DPSE
OG0006877	LOC118505090|XP_035896281.1|ASTE	LOC4817272|XP_001356742.2|DPSE
OG0006878	LOC118512253|XP_035912299.1|ASTE	LOC6903334|XP_015035258.2|DPSE
OG0006879	LOC118512265|XP_035912338.1|ASTE	LOC4804766|XP_001361277.2|DPSE
OG0006880	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE	LOC4817737|XP_001357133.3|DPSE
OG0006882	LOC118508976|XP_035904849.1|ASTE	LOC4805322|XP_001361741.2|DPSE
OG0006883	LOC118511745|XP_035911096.1|ASTE	LOC4816230|XP_001355851.4|DPSE
OG0006884	LOC118511741|XP_035911083.1|ASTE	LOC4816376|XP_001356145.1|DPSE
OG0006885	LOC118511734|XP_035911073.1|ASTE	LOC4816752|XP_015036669.2|DPSE
OG0006886	LOC118511916|XP_035911446.1|ASTE	LOC4801228|XP_001358351.3|DPSE
OG0006887	LOC118513847|XP_035916022.1|ASTE	LOC4814852|XP_015041433.2|DPSE
OG0006888	LOC118513855|XP_035916042.1|ASTE	LOC26533276|XP_033235775.1|DPSE
OG0006889	LOC118513848|XP_035916026.1|ASTE	LOC4816229|XP_001355850.2|DPSE
OG0006890	LOC118512210|XP_035912216.1|ASTE	LOC4817194|XP_001356731.3|DPSE
OG0006891	LOC118511226|XP_035909954.1|ASTE	LOC4817357|XP_001356835.3|DPSE
OG0006892	LOC118512212|XP_035912220.1|ASTE	LOC4817777|XP_001357119.2|DPSE
OG0006893	LOC118511228|XP_035909956.1|ASTE	LOC4817857|XP_015035553.2|DPSE
OG0006894	LOC118511225|XP_035909943.1|ASTE	LOC4817828|XP_001357468.3|DPSE
OG0006895	LOC118513309|XP_035914785.1|ASTE	LOC4814522|XP_015041714.2|DPSE
OG0006896	LOC118512029|XP_035911713.1|ASTE	LOC4816684|XP_001356175.3|DPSE
OG0006897	LOC118510565|XP_035908446.1|ASTE	LOC6903362|XP_033235414.1|DPSE
OG0006898	LOC118508930|XP_035904731.1|ASTE	LOC4817327|XP_001356901.1|DPSE
OG0006899	LOC118511094|XP_035909690.1|ASTE	LOC4817072|XP_001356640.2|DPSE
OG0006900	LOC118511128|XP_035909754.1|ASTE	LOC4815722|XP_001355646.2|DPSE
OG0006901	LOC118511115|XP_035909733.1|ASTE	LOC4817817|XP_015035540.1|DPSE
OG0006902	LOC118511631|XP_035910836.1|ASTE	LOC4815300|XP_001354659.5|DPSE
OG0006903	LOC118510628|XP_035908558.1|ASTE	LOC4800488|XP_033233233.1|DPSE
OG0006904	LOC118511808|XP_035911242.1|ASTE	LOC4816526|XP_001356245.1|DPSE
OG0006905	LOC118511051|XP_035909543.1|ASTE	LOC6903243|XP_002132942.3|DPSE
OG0006906	LOC118511041|XP_035909528.1|ASTE	LOC4817289|XP_001356494.3|DPSE
OG0006907	LOC118514514|XP_035917355.1|ASTE	LOC4818192|XP_033236437.1|DPSE
OG0006908	LOC118513533|XP_035915298.1|ASTE	LOC4817989|XP_001357354.1|DPSE
OG0006909	LOC118513530|XP_035915295.1|ASTE	LOC4811682|XP_033236565.1|DPSE
OG0006910	LOC118509051|XP_035905030.1|ASTE	LOC4818039|XP_015035518.1|DPSE
OG0006911	LOC118513981|XP_035916302.1|ASTE	LOC4814508|XP_015041830.1|DPSE
OG0006912	LOC118513914|XP_035916149.1|ASTE	LOC4817871|XP_015035362.2|DPSE
OG0006913	LOC118513946|XP_035916228.1|ASTE	LOC4817042|XP_001356393.1|DPSE
OG0006914	LOC118513964|XP_035916277.1|ASTE	LOC4812386|XP_001352894.3|DPSE
OG0006915	LOC118513931|XP_035916194.1|ASTE	LOC4817382|XP_033237014.1|DPSE
OG0006916	LOC118513918|XP_035916171.1|ASTE	LOC4817896|XP_001357317.3|DPSE
OG0006917	LOC118513656|XP_035915635.1|ASTE	LOC4816652|XP_015036760.2|DPSE
OG0006918	LOC118510584|XP_035908473.1|ASTE	LOC4816734|XP_001356168.2|DPSE
OG0006919	LOC118508029|XP_035903321.1|ASTE	LOC4817413|XP_015035755.2|DPSE
OG0006920	LOC118513559|XP_035915374.1|ASTE	LOC6903027|XP_002132751.3|DPSE
OG0006921	LOC118513550|XP_035915331.1|ASTE	LOC4817047|XP_001356691.4|DPSE
OG0006922	LOC118511040|XP_035909527.1|ASTE	LOC4817980|XP_001357333.2|DPSE
OG0006923	LOC118510079|XP_035907381.1|ASTE	LOC4817120|XP_001356671.4|DPSE
OG0006924	LOC118511045|XP_035909535.1|ASTE	LOC6902754|XP_002133266.1|DPSE
OG0006925	LOC118511043|XP_035909533.1|ASTE	LOC4800479|XP_001357746.1|DPSE
OG0006926	LOC118513866|XP_035916061.1|ASTE	LOC4816479|XP_001355977.4|DPSE
OG0006927	LOC118513865|XP_035916060.1|ASTE	LOC4816275|XP_001355976.2|DPSE
OG0006928	LOC118513863|XP_035916057.1|ASTE	LOC4816626|XP_001355974.3|DPSE
OG0006929	LOC118511069|XP_035909573.1|ASTE	LOC4817744|XP_015035620.1|DPSE
OG0006930	LOC118511066|XP_035909566.1|ASTE	LOC4817686|XP_001357071.4|DPSE
OG0006931	LOC118514277|XP_035916911.1|ASTE	LOC4817727|XP_001357146.3|DPSE
OG0006932	LOC118510143|XP_035907523.1|ASTE	LOC4811679|XP_001352264.1|DPSE
OG0006933	LOC118509330|XP_035905683.1|ASTE	LOC4811829|XP_001382219.3|DPSE
OG0006934	LOC118511598|XP_035910771.1|ASTE	LOC4803122|XP_001359917.4|DPSE
OG0006935	LOC118511714|XP_035911029.1|ASTE	LOC4816447|XP_015036762.1|DPSE
OG0006936	LOC118511718|XP_035911035.1|ASTE	LOC4816131|XP_015036961.2|DPSE
OG0006937	LOC118511723|XP_035911053.1|ASTE	LOC4818080|XP_001357400.3|DPSE
OG0006938	LOC118511722|XP_035911051.1|ASTE	LOC4816892|XP_001356337.1|DPSE
OG0006939	LOC118514007|XP_035916351.1|ASTE	LOC6902269|XP_015041355.1|DPSE
OG0006940	LOC118513883|XP_035916085.1|ASTE	LOC4818036|XP_001357443.3|DPSE
OG0006941	LOC118511087|XP_035909663.1|ASTE	LOC6903024|XP_033235573.1|DPSE
OG0006942	LOC118511089|XP_035909676.1|ASTE	LOC4805336|XP_015040567.2|DPSE
OG0006943	LOC118513934|XP_035916200.1|ASTE	LOC4816853|XP_033236671.1|DPSE
OG0006944	LOC118514018|XP_035916382.1|ASTE	LOC4817507|XP_033235898.1|DPSE
OG0006945	LOC118514017|XP_035916381.1|ASTE	LOC4817447|XP_001356589.4|DPSE
OG0006946	LOC118513999|XP_035916329.1|ASTE	LOC4801419|XP_001358515.3|DPSE
OG0006947	LOC118514005|XP_035916347.1|ASTE	LOC4818154|XP_001357360.1|DPSE
OG0006948	LOC118511756|XP_035911116.1|ASTE	LOC6902611|XP_033236187.1|DPSE
OG0006950	LOC118510612|XP_035908517.1|ASTE	LOC4816337|XP_001356290.2|DPSE
OG0006951	LOC118511590|XP_035910733.1|ASTE	LOC6903542|XP_033235441.1|DPSE
OG0006952	LOC118511587|XP_035910731.1|ASTE	LOC4800526|XP_001357791.3|DPSE
OG0006953	LOC118513397|XP_035914970.1|ASTE	LOC4812142|XP_001352514.3|DPSE
OG0006954	LOC118513394|XP_035914968.1|ASTE	LOC4816369|XP_001355891.4|DPSE
OG0006955	LOC118509137|XP_035905231.1|ASTE	LOC4800534|XP_001357798.2|DPSE
OG0006956	LOC118512540|XP_035913004.1|ASTE	LOC4816896|XP_001356824.3|DPSE
OG0006957	LOC118512539|XP_035913002.1|ASTE	LOC6902723|XP_002133237.2|DPSE
OG0006958	LOC118512543|XP_035913008.1|ASTE	LOC4803514|XP_001360227.2|DPSE
OG0006959	LOC118511658|XP_035910897.1|ASTE	LOC4814067|XP_001354249.2|DPSE
OG0006960	LOC118511662|XP_035910903.1|ASTE	LOC4817968|XP_001357431.3|DPSE
OG0006961	LOC118511231|XP_035909959.1|ASTE	LOC4817669|XP_001357057.4|DPSE
OG0006962	LOC118512544|XP_035913010.1|ASTE	LOC4816680|XP_001356159.1|DPSE
OG0006963	LOC118513434|XP_035915058.1|ASTE	LOC4816779|XP_033235787.1|DPSE
OG0006964	LOC118513439|XP_035915072.1|ASTE	LOC4817396|XP_001356314.4|DPSE
OG0006965	LOC118509270|XP_035905517.1|ASTE	LOC4817133|XP_001356899.3|DPSE
OG0006966	LOC118509269|XP_035905516.1|ASTE	LOC4816617|XP_001356031.1|DPSE
OG0006967	LOC118509267|XP_035905511.1|ASTE	LOC6898488|XP_002138530.2|DPSE
OG0006968	LOC118509066|XP_035905078.1|ASTE	LOC4803911|XP_015039430.2|DPSE
OG0006969	LOC118509079|XP_035905105.1|ASTE	LOC4813379|XP_001353639.1|DPSE
OG0006970	LOC118508991|XP_035904882.1|ASTE	LOC4800653|XP_001357886.2|DPSE
OG0006971	LOC118511679|XP_035910940.1|ASTE	LOC4817603|XP_001357005.2|DPSE
OG0006972	LOC118511677|XP_035910933.1|ASTE	LOC4811740|XP_015044347.1|DPSE
OG0006973	LOC118511670|XP_035910921.1|ASTE	LOC6903287|XP_002132469.2|DPSE
OG0006974	LOC118511648|XP_035910875.1|ASTE	LOC4817856|XP_001357290.2|DPSE
OG0006975	LOC118512470|XP_035912849.1|ASTE	LOC4816620|XP_001355962.3|DPSE
OG0006976	LOC118511789|XP_035911200.1|ASTE	LOC4817990|XP_001357227.3|DPSE
OG0006977	LOC118511622|XP_035910813.1|ASTE	LOC4803623|XP_001360312.4|DPSE
OG0006978	LOC118511605|XP_035910781.1|ASTE	LOC4817684|XP_001357070.1|DPSE
OG0006979	LOC118509144|XP_035905244.1|ASTE	LOC4817255|XP_015035814.2|DPSE
OG0006980	LOC118509038|XP_035904971.1|ASTE	LOC4817942|XP_001357179.2|DPSE
OG0006981	LOC118514031|XP_035916400.1|ASTE	LOC4816742|XP_001356141.4|DPSE
OG0006982	LOC118513894|XP_035916101.1|ASTE	LOC4816543|XP_033235335.1|DPSE
OG0006983	LOC118513900|XP_035916110.1|ASTE	LOC4817808|XP_001357092.2|DPSE
OG0006984	LOC118513733|XP_035915781.1|ASTE	LOC6903127|XP_015036305.1|DPSE
OG0006985	LOC118513728|XP_035915774.1|ASTE	LOC4816925|XP_001356617.5|DPSE
OG0006986	LOC118513729|XP_035915776.1|ASTE	LOC4817365|XP_001356572.1|DPSE
OG0006987	LOC118510997|XP_035909404.1|ASTE	LOC4803407|XP_001360154.1|DPSE
OG0006988	LOC118510995|XP_035909402.1|ASTE	LOC4817446|XP_033235171.1|DPSE
OG0006989	LOC118511025|XP_035909496.1|ASTE	LOC4816496|XP_001355885.1|DPSE
OG0006990	LOC118511022|XP_035909486.1|ASTE	LOC4818198|XP_015035605.2|DPSE
OG0006991	LOC118511016|XP_035909437.1|ASTE	LOC4801707|XP_001358754.5|DPSE
OG0006992	LOC118512468|XP_035912836.1|ASTE	LOC4816745|XP_015036581.2|DPSE
OG0006993	LOC118512567|XP_035913053.1|ASTE	LOC6902903|XP_033236209.1|DPSE
OG0006994	LOC118510142|XP_035907522.1|ASTE	LOC4816705|XP_001355922.3|DPSE
OG0006995	LOC118511692|XP_035910986.1|ASTE	LOC4817950|XP_001357338.3|DPSE
OG0006996	LOC118513776|XP_035915847.1|ASTE	LOC4817949|XP_001357337.1|DPSE
OG0006997	LOC118510001|XP_035907278.1|ASTE	LOC4804563|XP_001361104.3|DPSE
OG0006998	LOC118513744|XP_035915794.1|ASTE	LOC4802124|XP_001359105.3|DPSE
OG0006999	LOC118513760|XP_035915827.1|ASTE	LOC4817512|XP_001356930.1|DPSE
OG0007000	LOC118514143|XP_035916644.1|ASTE	LOC4817415|XP_001356443.3|DPSE
OG0007001	LOC118513360|XP_035914885.1|ASTE	LOC4804270|XP_001360852.2|DPSE
OG0007002	LOC118511688|XP_035910971.1|ASTE	LOC4816676|XP_015036837.2|DPSE
OG0007003	LOC118513836|XP_035915996.1|ASTE	LOC4803963|XP_015039512.1|DPSE
OG0007004	LOC118512575|XP_035913087.1|ASTE	LOC4816997|XP_001356622.2|DPSE
OG0007005	LOC118512581|XP_035913102.1|ASTE	LOC4817671|XP_015036433.1|DPSE
OG0007006	LOC118510645|XP_035908637.1|ASTE	LOC4818150|XP_015035252.2|DPSE
OG0007007	LOC118514599|XP_035917489.1|ASTE	LOC6901942|XP_002133476.2|DPSE
OG0007008	LOC118510011|XP_035907290.1|ASTE	LOC4817581|XP_001356985.3|DPSE
OG0007009	LOC118510592|XP_035908487.1|ASTE	LOC4811680|XP_001352265.2|DPSE
OG0007010	LOC118514660|XP_035917591.1|ASTE	LOC4817075|XP_033235685.1|DPSE
OG0007011	LOC118514664|XP_035917599.1|ASTE	LOC4801580|XP_001358650.2|DPSE
OG0007012	LOC118514670|XP_035917605.1|ASTE	LOC4817159|XP_015036118.2|DPSE
OG0007013	LOC118511778|XP_035911177.1|ASTE	LOC4817863|XP_015035273.2|DPSE
OG0007014	LOC118511780|XP_035911179.1|ASTE	LOC4818076|XP_015035280.2|DPSE
OG0007015	LOC118511786|XP_035911196.1|ASTE	LOC4816371|XP_033235900.1|DPSE
OG0007016	LOC118509319|XP_035905664.1|ASTE	LOC6903520|XP_015035466.2|DPSE
OG0007017	LOC118514631|XP_035917526.1|ASTE	LOC4816633|XP_015036739.2|DPSE
OG0007018	LOC118514632|XP_035917529.1|ASTE	LOC6902643|XP_015036734.1|DPSE
OG0007019	LOC118511798|XP_035911221.1|ASTE	LOC6903358|XP_002132239.3|DPSE
OG0007020	LOC118512431|XP_035912782.1|ASTE	LOC4818179|XP_033235790.1|DPSE
OG0007021	LOC118514562|XP_035917451.1|ASTE	LOC4816885|XP_001356743.3|DPSE
OG0007022	LOC118514540|XP_035917416.1|ASTE	LOC4817121|XP_001356672.3|DPSE
OG0007023	LOC118514575|XP_035917469.1|ASTE	LOC4811832|XP_001382208.1|DPSE
OG0007024	LOC118514536|XP_035917412.1|ASTE	LOC4803179|XP_001359962.2|DPSE
OG0007025	LOC118513286|XP_035914747.1|ASTE	LOC4815707|XP_001355707.2|DPSE
OG0007026	LOC118513277|XP_035914736.1|ASTE	LOC4817226|XP_001356434.4|DPSE
OG0007027	LOC118509224|XP_035905418.1|ASTE	LOC4817454|XP_001356825.2|DPSE
OG0007028	LOC118509225|XP_035905419.1|ASTE	LOC4817453|XP_033235623.1|DPSE
OG0007029	LOC118513255|XP_035914711.1|ASTE	LOC4817275|XP_033236669.1|DPSE
OG0007030	LOC118512609|XP_035913175.1|ASTE	LOC4815392|XP_001354995.2|DPSE
OG0007031	LOC118512595|XP_035913141.1|ASTE	LOC26532704|XP_033235515.1|DPSE
OG0007032	LOC118512601|XP_035913150.1|ASTE	LOC4812829|XP_001353506.1|DPSE
OG0007033	LOC118512604|XP_035913166.1|ASTE	LOC4816546|XP_001356197.3|DPSE
OG0007034	LOC118513689|XP_035915701.1|ASTE	LOC4816618|XP_033236369.1|DPSE
OG0007035	LOC118513688|XP_035915700.1|ASTE	LOC4814205|XP_001354323.3|DPSE
OG0007036	LOC118513693|XP_035915710.1|ASTE	LOC4813850|XP_001353310.3|DPSE
OG0007037	LOC118513694|XP_035915711.1|ASTE	LOC4800611|XP_001357856.1|DPSE
OG0007038	LOC118512535|XP_035912983.1|ASTE	LOC6898981|XP_015040694.1|DPSE
OG0007039	LOC118511554|XP_035910676.1|ASTE	LOC4804236|XP_001360827.2|DPSE
OG0007040	LOC118509827|XP_035906890.1|ASTE	LOC4817434|XP_033235170.1|DPSE
OG0007041	LOC118510863|XP_035909102.1|ASTE	LOC4817810|XP_033236887.1|DPSE
OG0007042	LOC118510860|XP_035909086.1|ASTE	LOC4816124|XP_015036971.2|DPSE
OG0007043	LOC118505163|XP_035896453.1|ASTE	LOC6897601|XP_015037807.2|DPSE
OG0007044	LOC118513503|XP_035915243.1|ASTE	LOC4817223|XP_001356397.4|DPSE
OG0007045	LOC118509262|XP_035905504.1|ASTE	LOC4803086|XP_001359885.3|DPSE
OG0007046	LOC118514600|XP_035917490.1|ASTE	LOC4802501|XP_001359411.3|DPSE
OG0007047	LOC118513351|XP_035914876.1|ASTE	LOC4817019|XP_033236129.1|DPSE
OG0007048	LOC118513319|XP_035914818.1|ASTE	LOC4817538|XP_001356951.3|DPSE
OG0007049	LOC118509181|XP_035905340.1|ASTE	LOC4817580|XP_001356984.1|DPSE
OG0007050	LOC118513627|XP_035915583.1|ASTE	LOC4818032|XP_001357437.2|DPSE
OG0007051	LOC118513631|XP_035915588.1|ASTE	LOC4816905|XP_033235932.1|DPSE
OG0007052	LOC118510583|XP_035908468.1|ASTE	LOC4815253|XP_033241003.1|DPSE
OG0007053	LOC118510874|XP_035909129.1|ASTE	LOC4802406|XP_001359330.3|DPSE
OG0007054	LOC118512542|XP_035913007.1|ASTE	LOC4804698|XP_001361217.1|DPSE
OG0007055	LOC118513779|XP_035915850.1|ASTE	LOC4803806|XP_001360464.3|DPSE
OG0007056	LOC118513799|XP_035915889.1|ASTE	LOC4812332|XP_001352679.2|DPSE
OG0007057	LOC118513826|XP_035915955.1|ASTE	LOC4815252|XP_001355184.1|DPSE
OG0007058	LOC118513818|XP_035915944.1|ASTE	LOC4814687|XP_001354641.2|DPSE
OG0007059	LOC118510868|XP_035909109.1|ASTE	LOC4816864|XP_001356473.2|DPSE
OG0007060	LOC118513005|XP_035914159.1|ASTE	LOC6902830|XP_002132566.3|DPSE
OG0007061	LOC118512941|XP_035914038.1|ASTE	LOC4816834|XP_033236884.1|DPSE
OG0007062	LOC118513470|XP_035915154.1|ASTE	LOC4818016|XP_001357463.3|DPSE
OG0007063	LOC118511237|XP_035909968.1|ASTE	LOC4817938|XP_001357426.2|DPSE
OG0007064	LOC118513660|XP_035915647.1|ASTE	LOC4804588|XP_001361124.2|DPSE
OG0007065	LOC118513657|XP_035915636.1|ASTE	LOC6900805|XP_002135164.2|DPSE
OG0007066	LOC118514251|XP_035916858.1|ASTE	LOC4813326|XP_001353170.3|DPSE
OG0007067	LOC118509881|XP_035907013.1|ASTE	LOC4818014|XP_001357235.3|DPSE
OG0007068	LOC118509891|XP_035907030.1|ASTE	LOC4817435|XP_001356330.3|DPSE
OG0007069	LOC118511695|XP_035910988.1|ASTE	LOC4818148|XP_033236740.1|DPSE
OG0007070	LOC118515244|XP_035917821.1|ASTE	LOC4803537|XP_001360247.2|DPSE
OG0007071	LOC118513225|XP_035914645.1|ASTE	LOC4803559|XP_001360266.1|DPSE
OG0007072	LOC118511243|XP_035909976.1|ASTE	LOC4802776|XP_001359636.3|DPSE
OG0007073	LOC118513623|XP_035915574.1|ASTE	LOC4817583|XP_001356987.1|DPSE
OG0007074	LOC118510912|XP_035909208.1|ASTE	LOC4803392|XP_001357530.2|DPSE
OG0007075	LOC118510911|XP_035909205.1|ASTE	LOC4817125|XP_001356647.3|DPSE
OG0007076	LOC118512969|XP_035914089.1|ASTE	LOC4803896|XP_001360541.4|DPSE
OG0007077	LOC118511807|XP_035911240.1|ASTE	LOC4816563|XP_001356066.1|DPSE
OG0007078	LOC118511812|XP_035911244.1|ASTE	LOC4817355|XP_001356828.3|DPSE
OG0007079	LOC118509951|XP_035907175.1|ASTE	LOC4816880|XP_033236737.1|DPSE
OG0007080	LOC118510772|XP_035908931.1|ASTE	LOC4818144|XP_015035314.1|DPSE
OG0007081	LOC118510764|XP_035908910.1|ASTE	LOC4818131|XP_001357285.3|DPSE
OG0007082	LOC118510763|XP_035908909.1|ASTE	LOC4817806|XP_001357091.2|DPSE
OG0007083	LOC118510760|XP_035908897.1|ASTE	LOC4817182|XP_001356762.3|DPSE
OG0007084	LOC118510757|XP_035908894.1|ASTE	LOC4815301|XP_001354694.3|DPSE
OG0007085	LOC118510043|XP_035907324.1|ASTE	LOC4817511|XP_001356929.2|DPSE
OG0007086	LOC118514053|XP_035916439.1|ASTE	LOC4817778|XP_001357123.2|DPSE
OG0007087	LOC118514124|XP_035916602.1|ASTE	LOC4813015|XP_001353490.1|DPSE
OG0007088	LOC118514120|XP_035916592.1|ASTE	LOC4816429|XP_015036653.2|DPSE
