Orthogroup	ASTE.longest_only	BTRY.longest_only
OG0006490	LOC118503027|XP_035891745.1|ASTE	LOC120774165|XP_039959523.1|BTRY
OG0006491	LOC118503277|XP_035892248.1|ASTE	LOC120768643|XP_039951347.1|BTRY
OG0006492	LOC118506937|XP_035900648.1|ASTE	LOC120782535|XP_039970799.1|BTRY
OG0006493	LOC118506900|XP_035900573.1|ASTE	LOC120774373|XP_039959902.1|BTRY
OG0006494	LOC118506893|XP_035900564.1|ASTE	LOC120773341|XP_039958089.1|BTRY
OG0006495	LOC118508255|XP_035903767.1|ASTE	LOC120773734|XP_039958724.1|BTRY
OG0006496	LOC118508574|XP_035904370.1|ASTE	LOC120776688|XP_039963506.1|BTRY
OG0006497	LOC118505252|XP_035896698.1|ASTE	LOC120775990|XP_039962357.1|BTRY
OG0006498	LOC118505193|XP_035896558.1|ASTE	LOC120778947|XP_039966947.1|BTRY
OG0006499	LOC118505150|XP_035896421.1|ASTE	LOC120774568|XP_039960239.1|BTRY
OG0006500	LOC118505239|XP_035896682.1|ASTE	LOC120766568|XP_039948128.1|BTRY
OG0006501	LOC118505241|XP_035896684.1|ASTE	LOC120769116|XP_039951914.1|BTRY
OG0006502	LOC118505630|XP_035897596.1|ASTE	LOC120778204|XP_039965893.1|BTRY
OG0006503	LOC118505631|XP_035897597.1|ASTE	LOC120782172|XP_039970242.1|BTRY
OG0006504	LOC118505628|XP_035897594.1|ASTE	LOC120775355|XP_039961451.1|BTRY
OG0006505	LOC118505622|XP_035897578.1|ASTE	LOC120766576|XP_039948103.1|BTRY
OG0006506	LOC118506953|XP_035900665.1|ASTE	LOC120766734|XP_039948320.1|BTRY
OG0006507	LOC118507431|XP_035901796.1|ASTE	LOC120782687|XP_039971011.1|BTRY
OG0006508	LOC118508389|XP_035904025.1|ASTE	LOC120766626|XP_039948174.1|BTRY
OG0006509	LOC118502539|XP_035890703.1|ASTE	LOC120773614|XP_039958548.1|BTRY
OG0006510	LOC118508380|XP_035904009.1|ASTE	LOC120767077|XP_039948874.1|BTRY
OG0006511	LOC118502823|XP_035891392.1|ASTE	LOC120766856|XP_039948521.1|BTRY
OG0006512	LOC118505407|XP_035897048.1|ASTE	LOC120782305|XP_039970449.1|BTRY
OG0006513	LOC118502549|XP_035890723.1|ASTE	LOC120766536|XP_039948041.1|BTRY
OG0006514	LOC118507873|XP_035902973.1|ASTE	LOC120781482|XP_039969639.1|BTRY
OG0006515	LOC118507867|XP_035902966.1|ASTE	LOC120774262|XP_039959668.1|BTRY
OG0006516	LOC118507851|XP_035902875.1|ASTE	LOC120766672|XP_039948246.1|BTRY
OG0006517	LOC118507853|XP_035902880.1|ASTE	LOC120772804|XP_039957525.1|BTRY
OG0006518	LOC118507856|XP_035902897.1|ASTE	LOC120769448|XP_039952375.1|BTRY
OG0006519	LOC118507854|XP_035902881.1|ASTE	LOC120772831|XP_039957575.1|BTRY
OG0006520	LOC118517615|XP_035919804.1|ASTE	LOC120776143|XP_039962621.1|BTRY
OG0006521	LOC118502855|XP_035891453.1|ASTE	LOC120782656|XP_039970963.1|BTRY
OG0006522	LOC118502845|XP_035891434.1|ASTE	LOC120766673|XP_039948250.1|BTRY
OG0006523	LOC118502895|XP_035891509.1|ASTE	LOC120779506|XP_039967750.1|BTRY
OG0006524	LOC118505161|XP_035896450.1|ASTE	LOC120767939|XP_039950240.1|BTRY
OG0006525	LOC118504688|XP_035895395.1|ASTE	LOC120774860|XP_039960622.1|BTRY
OG0006526	LOC118502458|XP_035890581.1|ASTE	LOC120782762|XP_039971158.1|BTRY
OG0006527	LOC118508557|XP_035904344.1|ASTE	LOC120766617|XP_039948162.1|BTRY
OG0006528	LOC118504265|XP_035894387.1|ASTE	LOC120768151|XP_039951039.1|BTRY
OG0006529	LOC118504292|XP_035894481.1|ASTE	LOC120767071|XP_039948863.1|BTRY
OG0006530	LOC118502946|XP_035891589.1|ASTE	LOC120766558|XP_039948082.1|BTRY
OG0006531	LOC118502941|XP_035891585.1|ASTE	LOC120766953|XP_039948672.1|BTRY
OG0006533	LOC118502928|XP_035891559.1|ASTE	LOC120772660|XP_039957326.1|BTRY
OG0006534	LOC118507506|XP_035901936.1|ASTE	LOC120771285|XP_039955150.1|BTRY
OG0006535	LOC118502518|XP_035890671.1|ASTE	LOC120771533|XP_039955526.1|BTRY
OG0006536	LOC118502950|XP_035891595.1|ASTE	LOC120767095|XP_039948910.1|BTRY
OG0006537	LOC118507909|XP_035903094.1|ASTE	LOC120766718|XP_039948299.1|BTRY
OG0006538	LOC118505166|XP_035896459.1|ASTE	LOC120776053|XP_039962448.1|BTRY
OG0006539	LOC118505234|XP_035896660.1|ASTE	LOC120782160|XP_039970226.1|BTRY
OG0006540	LOC118506360|XP_035899267.1|ASTE	LOC120778935|XP_039966920.1|BTRY
OG0006541	LOC118507517|XP_035901970.1|ASTE	LOC120767192|XP_039948930.1|BTRY
OG0006542	LOC118507519|XP_035901972.1|ASTE	LOC120776364|XP_039962876.1|BTRY
OG0006543	LOC118502948|XP_035891592.1|ASTE	LOC120782474|XP_039970702.1|BTRY
OG0006544	LOC118507810|XP_035902767.1|ASTE	LOC120782317|XP_039970468.1|BTRY
OG0006545	LOC118507818|XP_035902789.1|ASTE	LOC120774967|XP_039960790.1|BTRY
OG0006546	LOC118507803|XP_035902754.1|ASTE	LOC120771359|XP_039955253.1|BTRY
OG0006547	LOC118503460|XP_035892636.1|ASTE	LOC120766470|XP_039947947.1|BTRY
OG0006548	LOC118507468|XP_035901861.1|ASTE	LOC120778349|XP_039966075.1|BTRY
OG0006549	LOC118505069|XP_035896245.1|ASTE	LOC120782426|XP_039970611.1|BTRY
OG0006550	LOC118505061|XP_035896230.1|ASTE	LOC120781326|XP_039969461.1|BTRY
OG0006551	LOC118507733|XP_035902586.1|ASTE	LOC120775985|XP_039962350.1|BTRY
OG0006552	LOC118507732|XP_035902583.1|ASTE	LOC120775312|XP_039961381.1|BTRY
OG0006553	LOC118512275|XP_035912357.1|ASTE	LOC120766711|XP_039948291.1|BTRY
OG0006554	LOC118511925|XP_035911471.1|ASTE	LOC120766851|XP_039948505.1|BTRY
OG0006555	LOC118511930|XP_035911504.1|ASTE	LOC120779484|XP_039967705.1|BTRY
OG0006556	LOC118514630|XP_035917524.1|ASTE	LOC120778642|XP_039966482.1|BTRY
OG0006557	LOC118511935|XP_035911515.1|ASTE	LOC120773749|XP_039958747.1|BTRY
OG0006558	LOC118511941|XP_035911534.1|ASTE	LOC120766451|XP_039947901.1|BTRY
OG0006559	LOC118511978|XP_035911610.1|ASTE	LOC120766798|XP_039948433.1|BTRY
OG0006560	LOC118507785|XP_035902713.1|ASTE	LOC120767036|XP_039948815.1|BTRY
OG0006561	LOC118507784|XP_035902712.1|ASTE	LOC120775332|XP_039961411.1|BTRY
OG0006562	LOC118502949|XP_035891594.1|ASTE	LOC120782666|XP_039970979.1|BTRY
OG0006563	LOC118503007|XP_035891710.1|ASTE	LOC120779690|XP_039967985.1|BTRY
OG0006564	LOC118503001|XP_035891704.1|ASTE	LOC120766219|XP_039947527.1|BTRY
OG0006565	LOC118502979|XP_035891651.1|ASTE	LOC120782443|XP_039970664.1|BTRY
OG0006566	LOC118504420|XP_035894747.1|ASTE	LOC120779469|XP_039967674.1|BTRY
OG0006567	LOC118507831|XP_035902830.1|ASTE	LOC120771829|XP_039955999.1|BTRY
OG0006568	LOC118507826|XP_035902816.1|ASTE	LOC120771822|XP_039955985.1|BTRY
OG0006569	LOC118507828|XP_035902818.1|ASTE	LOC120776765|XP_039963662.1|BTRY
OG0006570	LOC118504296|XP_035894485.1|ASTE	LOC120782506|XP_039970748.1|BTRY
OG0006571	LOC118503179|XP_035892047.1|ASTE	LOC120779980|XP_039968211.1|BTRY
OG0006572	LOC118506930|XP_035900630.1|ASTE	LOC120780596|XP_039968788.1|BTRY
OG0006573	LOC118517613|XP_035919802.1|ASTE	LOC120766336|XP_039947695.1|BTRY
OG0006574	LOC118502687|XP_035891093.1|ASTE	LOC120772226|XP_039956655.1|BTRY
OG0006575	LOC118504663|XP_035895339.1|ASTE	LOC120776144|XP_039962618.1|BTRY
OG0006576	LOC118505085|XP_035896269.1|ASTE	LOC120771128|XP_039954922.1|BTRY
OG0006577	LOC118505084|XP_035896268.1|ASTE	LOC120780700|XP_039968898.1|BTRY
OG0006578	LOC118505049|XP_035896216.1|ASTE	LOC120771146|XP_039954950.1|BTRY
OG0006579	LOC118505072|XP_035896249.1|ASTE	LOC120771078|XP_039954832.1|BTRY
OG0006580	LOC118504424|XP_035894754.1|ASTE	LOC120779410|XP_039967544.1|BTRY
OG0006581	LOC118505418|XP_035897066.1|ASTE	LOC120782505|XP_039970747.1|BTRY
OG0006582	LOC118505421|XP_035897069.1|ASTE	LOC120766459|XP_039947921.1|BTRY
OG0006583	LOC118503270|XP_035892229.1|ASTE	LOC120773421|XP_039958623.1|BTRY
OG0006584	LOC118504686|XP_035895393.1|ASTE	LOC120769458|XP_039952402.1|BTRY
OG0006585	LOC118502840|XP_035891415.1|ASTE	LOC120775131|XP_039961093.1|BTRY
OG0006586	LOC118507739|XP_035902605.1|ASTE	LOC120771299|XP_039955206.1|BTRY
OG0006587	LOC118507738|XP_035902602.1|ASTE	LOC120771122|XP_039954909.1|BTRY
OG0006588	LOC118507740|XP_035902606.1|ASTE	LOC120766752|XP_039948358.1|BTRY
OG0006589	LOC118507771|XP_035902685.1|ASTE	LOC120782746|XP_039971122.1|BTRY
OG0006590	LOC118507769|XP_035902680.1|ASTE	LOC120766681|XP_039948256.1|BTRY
OG0006591	LOC118512048|XP_035911775.1|ASTE	LOC120778859|XP_039966823.1|BTRY
OG0006592	LOC118512110|XP_035911977.1|ASTE	LOC120767025|XP_039948795.1|BTRY
OG0006593	LOC118512097|XP_035911956.1|ASTE	LOC120767024|XP_039948794.1|BTRY
OG0006594	LOC118512101|XP_035911966.1|ASTE	LOC120778131|XP_039965776.1|BTRY
OG0006595	LOC118511474|XP_035910494.1|ASTE	LOC120770024|XP_039953057.1|BTRY
OG0006596	LOC118511481|XP_035910511.1|ASTE	LOC120771068|XP_039954809.1|BTRY
OG0006597	LOC118511484|XP_035910527.1|ASTE	LOC120778276|XP_039965994.1|BTRY
OG0006598	LOC118511486|XP_035910531.1|ASTE	LOC120769073|XP_039951865.1|BTRY
OG0006599	LOC118511496|XP_035910548.1|ASTE	LOC120778958|XP_039966967.1|BTRY
OG0006600	LOC118512952|XP_035914063.1|ASTE	LOC120776377|XP_039962904.1|BTRY
OG0006601	LOC118510179|XP_035907593.1|ASTE	LOC120778713|XP_039966609.1|BTRY
OG0006602	LOC118510180|XP_035907594.1|ASTE	LOC120778714|XP_039966610.1|BTRY
OG0006603	LOC118510170|XP_035907578.1|ASTE	LOC120778170|XP_039965840.1|BTRY
OG0006604	LOC118510183|XP_035907598.1|ASTE	LOC120778457|XP_039966188.1|BTRY
OG0006605	LOC118510174|XP_035907587.1|ASTE	LOC120775944|XP_039962288.1|BTRY
OG0006606	LOC118510181|XP_035907595.1|ASTE	LOC120777446|XP_039964695.1|BTRY
OG0006607	LOC118510188|XP_035907602.1|ASTE	LOC120776478|XP_039963087.1|BTRY
OG0006608	LOC118510208|XP_035907638.1|ASTE	LOC120766599|XP_039948138.1|BTRY
OG0006609	LOC118513123|XP_035914424.1|ASTE	LOC120777781|XP_039965239.1|BTRY
OG0006610	LOC118513125|XP_035914425.1|ASTE	LOC120777573|XP_039964911.1|BTRY
OG0006611	LOC118513131|XP_035914443.1|ASTE	LOC120777181|XP_039964274.1|BTRY
OG0006612	LOC118513133|XP_035914452.1|ASTE	LOC120777441|XP_039964688.1|BTRY
OG0006613	LOC118513132|XP_035914447.1|ASTE	LOC120778977|XP_039967001.1|BTRY
OG0006614	LOC118513134|XP_035914453.1|ASTE	LOC120777089|XP_039964157.1|BTRY
OG0006615	LOC118514417|XP_035917193.1|ASTE	LOC120777475|XP_039964743.1|BTRY
OG0006616	LOC118514420|XP_035917202.1|ASTE	LOC120778051|XP_039965662.1|BTRY
OG0006617	LOC118514427|XP_035917222.1|ASTE	LOC120776396|XP_039962948.1|BTRY
OG0006618	LOC118509839|XP_035906924.1|ASTE	LOC120778017|XP_039965621.1|BTRY
OG0006619	LOC118509840|XP_035906925.1|ASTE	LOC120776983|XP_039964016.1|BTRY
OG0006620	LOC118511497|XP_035910549.1|ASTE	LOC120777693|XP_039965100.1|BTRY
OG0006621	LOC118511498|XP_035910550.1|ASTE	LOC120778780|XP_039966697.1|BTRY
OG0006622	LOC118512865|XP_035913842.1|ASTE	LOC120776723|XP_039963571.1|BTRY
OG0006623	LOC118508924|XP_035904700.1|ASTE	LOC120778232|XP_039965924.1|BTRY
OG0006624	LOC118510594|XP_035908489.1|ASTE	LOC120772519|XP_039957108.1|BTRY
OG0006625	LOC118510597|XP_035908496.1|ASTE	LOC120770060|XP_039953114.1|BTRY
OG0006626	LOC118510146|XP_035907530.1|ASTE	LOC120770938|XP_039954582.1|BTRY
OG0006627	LOC118510145|XP_035907526.1|ASTE	LOC120772892|XP_039957697.1|BTRY
OG0006628	LOC118512057|XP_035911801.1|ASTE	LOC120770325|XP_039953642.1|BTRY
OG0006629	LOC118509638|XP_035906438.1|ASTE	LOC120781264|XP_039969356.1|BTRY
OG0006630	LOC118512200|XP_035912198.1|ASTE	LOC120772819|XP_039957549.1|BTRY
OG0006631	LOC118512197|XP_035912193.1|ASTE	LOC120777528|XP_039964844.1|BTRY
OG0006632	LOC118512189|XP_035912173.1|ASTE	LOC120771665|XP_039955715.1|BTRY
OG0006633	LOC118512196|XP_035912191.1|ASTE	LOC120776757|XP_039963653.1|BTRY
OG0006634	LOC118512186|XP_035912170.1|ASTE	LOC120767666|XP_039949773.1|BTRY
OG0006635	LOC118512187|XP_035912171.1|ASTE	LOC120767712|XP_039949842.1|BTRY
OG0006636	LOC118512117|XP_035911986.1|ASTE	LOC120774400|XP_039959953.1|BTRY
OG0006638	LOC118512078|XP_035911910.1|ASTE	LOC120771077|XP_039954830.1|BTRY
OG0006639	LOC118512051|XP_035911787.1|ASTE	LOC120770954|XP_039954603.1|BTRY
OG0006640	LOC118512088|XP_035911944.1|ASTE	LOC120781209|XP_039969262.1|BTRY
OG0006641	LOC118512081|XP_035911930.1|ASTE	LOC120771814|XP_039955956.1|BTRY
OG0006642	LOC118512055|XP_035911799.1|ASTE	LOC120771828|XP_039955991.1|BTRY
OG0006643	LOC118512118|XP_035911987.1|ASTE	LOC120772528|XP_039957127.1|BTRY
OG0006644	LOC118504421|XP_035894750.1|ASTE	LOC120777562|XP_039964892.1|BTRY
OG0006645	LOC118513602|XP_035915532.1|ASTE	LOC120781426|XP_039969580.1|BTRY
OG0006646	LOC118513607|XP_035915541.1|ASTE	LOC120769999|XP_039953023.1|BTRY
OG0006647	LOC118508868|XP_035904549.1|ASTE	LOC120772933|XP_039957766.1|BTRY
OG0006648	LOC118512216|XP_035912224.1|ASTE	LOC120777394|XP_039964621.1|BTRY
OG0006649	LOC118508909|XP_035904663.1|ASTE	LOC120771043|XP_039954777.1|BTRY
OG0006650	LOC118514493|XP_035917309.1|ASTE	LOC120781211|XP_039969265.1|BTRY
OG0006651	LOC118509596|XP_035906271.1|ASTE	LOC120777350|XP_039964540.1|BTRY
OG0006652	LOC118509597|XP_035906280.1|ASTE	LOC120778630|XP_039966450.1|BTRY
OG0006653	LOC118513075|XP_035914318.1|ASTE	LOC120776380|XP_039962916.1|BTRY
OG0006654	LOC118513086|XP_035914348.1|ASTE	LOC120779152|XP_039967304.1|BTRY
OG0006655	LOC118509820|XP_035906874.1|ASTE	LOC120776398|XP_039962953.1|BTRY
OG0006656	LOC118509835|XP_035906919.1|ASTE	LOC120777729|XP_039965153.1|BTRY
OG0006657	LOC118509105|XP_035905165.1|ASTE	LOC120770578|XP_039954093.1|BTRY
OG0006658	LOC118513031|XP_035914201.1|ASTE	LOC120778449|XP_039966176.1|BTRY
OG0006659	LOC118513035|XP_035914205.1|ASTE	LOC120778735|XP_039966634.1|BTRY
OG0006660	LOC118514461|XP_035917271.1|ASTE	LOC120777792|XP_039965256.1|BTRY
OG0006661	LOC118513009|XP_035914172.1|ASTE	LOC120779087|XP_039967172.1|BTRY
OG0006662	LOC118504687|XP_035895394.1|ASTE	LOC120768092|XP_039950564.1|BTRY
OG0006663	LOC118510885|XP_035909158.1|ASTE	LOC120777767|XP_039965211.1|BTRY
OG0006664	LOC118511373|XP_035910260.1|ASTE	LOC120768976|XP_039952089.1|BTRY
OG0006665	LOC118511370|XP_035910257.1|ASTE	LOC120776659|XP_039963462.1|BTRY
OG0006666	LOC118512960|XP_035914079.1|ASTE	LOC120781292|XP_039969423.1|BTRY
OG0006667	LOC118512176|XP_035912155.1|ASTE	LOC120778096|XP_039965730.1|BTRY
OG0006668	LOC118512988|XP_035914136.1|ASTE	LOC120771884|XP_039956076.1|BTRY
OG0006669	LOC118512981|XP_035914127.1|ASTE	LOC120778981|XP_039967006.1|BTRY
OG0006670	LOC118512992|XP_035914141.1|ASTE	LOC120778477|XP_039966227.1|BTRY
OG0006671	LOC118512979|XP_035914117.1|ASTE	LOC120778067|XP_039965686.1|BTRY
OG0006672	LOC118512977|XP_035914103.1|ASTE	LOC120778488|XP_039966243.1|BTRY
OG0006673	LOC118513241|XP_035914690.1|ASTE	LOC120777779|XP_039965234.1|BTRY
OG0006674	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE	LOC120778584|XP_039966385.1|BTRY
OG0006675	LOC118513239|XP_035914687.1|ASTE	LOC120772445|XP_039956999.1|BTRY
OG0006676	LOC118510492|XP_035908277.1|ASTE	LOC120778075|XP_039965701.1|BTRY
OG0006677	LOC118510486|XP_035908260.1|ASTE	LOC120777883|XP_039965375.1|BTRY
OG0006678	LOC118503767|XP_035893329.1|ASTE	LOC120777628|XP_039965016.1|BTRY
OG0006679	LOC118514266|XP_035916878.1|ASTE	LOC120779163|XP_039967322.1|BTRY
OG0006680	LOC118514462|XP_035917272.1|ASTE	LOC120781309|XP_039969443.1|BTRY
OG0006681	LOC118510570|XP_035908452.1|ASTE	LOC120779211|XP_039967422.1|BTRY
OG0006682	LOC118510539|XP_035908389.1|ASTE	LOC120777466|XP_039964724.1|BTRY
OG0006683	LOC118510541|XP_035908394.1|ASTE	LOC120778011|XP_039965611.1|BTRY
OG0006684	LOC118512027|XP_035911708.1|ASTE	LOC120776719|XP_039963551.1|BTRY
OG0006685	LOC118510138|XP_035907512.1|ASTE	LOC120770789|XP_039954303.1|BTRY
OG0006686	LOC118514490|XP_035917306.1|ASTE	LOC120777814|XP_039965285.1|BTRY
OG0006687	LOC118512203|XP_035912206.1|ASTE	LOC120774094|XP_039959364.1|BTRY
OG0006688	LOC118510519|XP_035908346.1|ASTE	LOC120777303|XP_039964455.1|BTRY
OG0006689	LOC118510528|XP_035908365.1|ASTE	LOC120778572|XP_039966370.1|BTRY
OG0006690	LOC118512136|XP_035912039.1|ASTE	LOC120780613|XP_039968807.1|BTRY
OG0006691	LOC118512153|XP_035912086.1|ASTE	LOC120776690|XP_039963507.1|BTRY
OG0006692	LOC118512152|XP_035912085.1|ASTE	LOC120776756|XP_039963652.1|BTRY
OG0006693	LOC118512149|XP_035912078.1|ASTE	LOC120776548|XP_039963231.1|BTRY
OG0006694	LOC118512161|XP_035912109.1|ASTE	LOC120774144|XP_039959474.1|BTRY
OG0006695	LOC118514322|XP_035916999.1|ASTE	LOC120777606|XP_039964981.1|BTRY
OG0006696	LOC118509123|XP_035905203.1|ASTE	LOC120782145|XP_039970216.1|BTRY
OG0006697	LOC118510453|XP_035908163.1|ASTE	LOC120776494|XP_039963110.1|BTRY
OG0006698	LOC118510458|XP_035908182.1|ASTE	LOC120776496|XP_039963113.1|BTRY
OG0006699	LOC118512678|XP_035913353.1|ASTE	LOC120777432|XP_039964673.1|BTRY
OG0006700	LOC118512688|XP_035913372.1|ASTE	LOC120776752|XP_039963642.1|BTRY
OG0006701	LOC118513479|XP_035915170.1|ASTE	LOC120772917|XP_039957751.1|BTRY
OG0006702	LOC118512751|XP_035913531.1|ASTE	LOC120778679|XP_039966548.1|BTRY
OG0006703	LOC118513095|XP_035914389.1|ASTE	LOC120778254|XP_039965956.1|BTRY
OG0006704	LOC118513109|XP_035914402.1|ASTE	LOC120778255|XP_039965958.1|BTRY
OG0006705	LOC118513041|XP_035914226.1|ASTE	LOC120771970|XP_039956251.1|BTRY
OG0006706	LOC118513043|XP_035914228.1|ASTE	LOC120772393|XP_039956917.1|BTRY
OG0006707	LOC118510275|XP_035907782.1|ASTE	LOC120770948|XP_039954595.1|BTRY
OG0006708	LOC118510276|XP_035907783.1|ASTE	LOC120766742|XP_039948342.1|BTRY
OG0006709	LOC118509483|XP_035906028.1|ASTE	LOC120771848|XP_039956025.1|BTRY
OG0006710	LOC118509505|XP_035906055.1|ASTE	LOC120779134|XP_039967271.1|BTRY
OG0006712	LOC118509509|XP_035906068.1|ASTE	LOC120779106|XP_039967212.1|BTRY
OG0006713	LOC118509927|XP_035907149.1|ASTE	LOC120778121|XP_039965759.1|BTRY
OG0006714	LOC118509925|XP_035907147.1|ASTE	LOC120778120|XP_039965758.1|BTRY
OG0006715	LOC118509937|XP_035907161.1|ASTE	LOC120778068|XP_039965692.1|BTRY
OG0006716	LOC118509936|XP_035907160.1|ASTE	LOC120767754|XP_039949903.1|BTRY
OG0006717	LOC118509941|XP_035907166.1|ASTE	LOC120777478|XP_039964746.1|BTRY
OG0006718	LOC118509944|XP_035907169.1|ASTE	LOC120777297|XP_039964448.1|BTRY
OG0006719	LOC118509533|XP_035906146.1|ASTE	LOC120779155|XP_039967311.1|BTRY
OG0006720	LOC118509530|XP_035906143.1|ASTE	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY
OG0006721	LOC118510321|XP_035907858.1|ASTE	LOC120778112|XP_039965749.1|BTRY
OG0006722	LOC118514246|XP_035916852.1|ASTE	LOC120777819|XP_039965290.1|BTRY
OG0006723	LOC118511214|XP_035909901.1|ASTE	LOC120767552|XP_039949611.1|BTRY
OG0006724	LOC118510162|XP_035907563.1|ASTE	LOC120766802|XP_039948443.1|BTRY
OG0006725	LOC118510159|XP_035907560.1|ASTE	LOC120770375|XP_039953726.1|BTRY
OG0006726	LOC118510160|XP_035907561.1|ASTE	LOC120766725|XP_039948307.1|BTRY
OG0006727	LOC118510154|XP_035907551.1|ASTE	LOC120767344|XP_039949241.1|BTRY
OG0006728	LOC118511547|XP_035910648.1|ASTE	LOC120766732|XP_039948319.1|BTRY
OG0006729	LOC118509767|XP_035906795.1|ASTE	LOC120771010|XP_039954711.1|BTRY
OG0006730	LOC118509731|XP_035906748.1|ASTE	LOC120770415|XP_039953789.1|BTRY
OG0006731	LOC118510407|XP_035908053.1|ASTE	LOC120776553|XP_039963238.1|BTRY
OG0006732	LOC118509595|XP_035906270.1|ASTE	LOC120777909|XP_039965424.1|BTRY
OG0006733	LOC118510363|XP_035907964.1|ASTE	LOC120778093|XP_039965727.1|BTRY
OG0006734	LOC118510377|XP_035907999.1|ASTE	LOC120777832|XP_039965303.1|BTRY
OG0006735	LOC118510342|XP_035907905.1|ASTE	LOC120776585|XP_039963288.1|BTRY
OG0006736	LOC118510421|XP_035908087.1|ASTE	LOC120778026|XP_039965633.1|BTRY
OG0006737	LOC118509760|XP_035906784.1|ASTE	LOC120772638|XP_039957295.1|BTRY
OG0006738	LOC118509703|XP_035906674.1|ASTE	LOC120777006|XP_039964042.1|BTRY
OG0006739	LOC118509712|XP_035906689.1|ASTE	LOC120777230|XP_039964345.1|BTRY
OG0006740	LOC118509710|XP_035906687.1|ASTE	LOC120777928|XP_039965445.1|BTRY
OG0006741	LOC118512874|XP_035913860.1|ASTE	LOC120777477|XP_039964745.1|BTRY
OG0006742	LOC118511434|XP_035910418.1|ASTE	LOC120782310|XP_039970460.1|BTRY
OG0006743	LOC118512835|XP_035913779.1|ASTE	LOC120769509|XP_039952479.1|BTRY
OG0006744	LOC118512316|XP_035912462.1|ASTE	LOC120777471|XP_039964729.1|BTRY
OG0006745	LOC118512635|XP_035913224.1|ASTE	LOC120782545|XP_039970809.1|BTRY
OG0006746	LOC118509444|XP_035905945.1|ASTE	LOC120776888|XP_039963880.1|BTRY
OG0006747	LOC118510330|XP_035907877.1|ASTE	LOC120777431|XP_039964672.1|BTRY
OG0006748	LOC118509639|XP_035906439.1|ASTE	LOC120773987|XP_039959182.1|BTRY
OG0006749	LOC118512792|XP_035913605.1|ASTE	LOC120777762|XP_039965199.1|BTRY
OG0006750	LOC118512795|XP_035913611.1|ASTE	LOC120775957|XP_039962303.1|BTRY
OG0006752	LOC118509205|XP_035905371.1|ASTE	LOC120777273|XP_039964410.1|BTRY
OG0006753	LOC118509852|XP_035906946.1|ASTE	LOC120778743|XP_039966646.1|BTRY
OG0006754	LOC118514450|XP_035917259.1|ASTE	LOC120779200|XP_039967404.1|BTRY
OG0006755	LOC118512804|XP_035913637.1|ASTE	LOC120777375|XP_039964597.1|BTRY
OG0006756	LOC118514371|XP_035917121.1|ASTE	LOC120779195|XP_039967394.1|BTRY
OG0006757	LOC118514410|XP_035917184.1|ASTE	LOC120779204|XP_039967409.1|BTRY
OG0006758	LOC118514397|XP_035917171.1|ASTE	LOC120777305|XP_039964464.1|BTRY
OG0006759	LOC118514363|XP_035917093.1|ASTE	LOC120776416|XP_039962982.1|BTRY
OG0006760	LOC118514368|XP_035917116.1|ASTE	LOC120778179|XP_039965850.1|BTRY
OG0006761	LOC118512883|XP_035913878.1|ASTE	LOC120782735|XP_039971102.1|BTRY
OG0006762	LOC118514254|XP_035916861.1|ASTE	LOC120781141|XP_039969207.1|BTRY
OG0006763	LOC118510234|XP_035907692.1|ASTE	LOC120772032|XP_039956337.1|BTRY
OG0006764	LOC118510230|XP_035907689.1|ASTE	LOC120770970|XP_039954639.1|BTRY
OG0006765	LOC118510232|XP_035907691.1|ASTE	LOC120771572|XP_039955571.1|BTRY
OG0006766	LOC118510227|XP_035907686.1|ASTE	LOC120776711|XP_039963541.1|BTRY
OG0006767	LOC118514404|XP_035917178.1|ASTE	LOC120777577|XP_039964921.1|BTRY
OG0006768	LOC118514375|XP_035917130.1|ASTE	LOC120777559|XP_039964883.1|BTRY
OG0006769	LOC118514386|XP_035917157.1|ASTE	LOC120778061|XP_039965676.1|BTRY
OG0006770	LOC118511392|XP_035910315.1|ASTE	LOC120778018|XP_039965624.1|BTRY
OG0006771	LOC118509788|XP_035906825.1|ASTE	LOC120774266|XP_039959675.1|BTRY
OG0006772	LOC118513077|XP_035914333.1|ASTE	LOC120770476|XP_039953914.1|BTRY
OG0006773	LOC118509616|XP_035906335.1|ASTE	LOC120778755|XP_039966665.1|BTRY
OG0006774	LOC118509635|XP_035906427.1|ASTE	LOC120776339|XP_039962811.1|BTRY
OG0006775	LOC118513072|XP_035914315.1|ASTE	LOC120777472|XP_039964730.1|BTRY
OG0006776	LOC118513066|XP_035914307.1|ASTE	LOC120776827|XP_039963781.1|BTRY
OG0006777	LOC118513070|XP_035914313.1|ASTE	LOC120776830|XP_039963785.1|BTRY
OG0006778	LOC118513067|XP_035914308.1|ASTE	LOC120777776|XP_039965231.1|BTRY
OG0006779	LOC118513056|XP_035914271.1|ASTE	LOC120776332|XP_039962799.1|BTRY
OG0006780	LOC118513055|XP_035914262.1|ASTE	LOC120777235|XP_039964358.1|BTRY
OG0006781	LOC118513051|XP_035914247.1|ASTE	LOC120777289|XP_039964434.1|BTRY
OG0006782	LOC118513052|XP_035914252.1|ASTE	LOC120778845|XP_039966802.1|BTRY
OG0006783	LOC118512675|XP_035913336.1|ASTE	LOC120771962|XP_039956211.1|BTRY
