Orthogroup	ASTE.longest_only	DFIC.longest_only
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC108097311|XP_017055017.1|DFIC
OG0007480	LOC118508556|XP_035904341.1|ASTE	LOC108097757|XP_017055762.1|DFIC
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC108099387|XP_017058378.1|DFIC
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC108092718|XP_017047935.1|DFIC
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC108096847|XP_017054249.1|DFIC
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC108097992|XP_017056115.1|DFIC
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC108102173|XP_017062367.1|DFIC
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC108097789|XP_017055809.1|DFIC
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC108095053|XP_017051448.1|DFIC
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC108100345|XP_017059659.1|DFIC
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC108099515|XP_017058567.1|DFIC
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC108094668|XP_017050869.1|DFIC
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC108097086|XP_017054624.1|DFIC
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC108093962|XP_017049856.1|DFIC
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC108094594|XP_017050726.1|DFIC
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC108089277|XP_017042943.1|DFIC
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC108087587|XP_017040508.1|DFIC
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC108100377|XP_017059714.1|DFIC
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC108089747|XP_017043622.1|DFIC
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC108086932|XP_017039529.1|DFIC
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC108088866|XP_017042335.1|DFIC
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC108088867|XP_017042337.1|DFIC
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC108088772|XP_017042213.1|DFIC
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC108089959|XP_017043939.1|DFIC
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC108100678|XP_017060181.1|DFIC
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC108087474|XP_017040339.1|DFIC
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC108087476|XP_017040341.1|DFIC
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC108093497|XP_017049076.1|DFIC
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC108092423|XP_017047479.1|DFIC
OG0007509	LOC118512336|XP_035912514.1|ASTE	LOC108092710|XP_017047920.1|DFIC
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC108090358|XP_017044472.1|DFIC
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC108092744|XP_017047962.1|DFIC
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC108101070|XP_017060749.1|DFIC
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC108091540|XP_017046294.1|DFIC
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC108100369|XP_017059699.1|DFIC
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC108100049|XP_017059271.1|DFIC
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC108089846|XP_017043780.1|DFIC
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC108100344|XP_017059658.1|DFIC
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC108090912|XP_017045322.1|DFIC
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC108095170|XP_017051623.1|DFIC
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC108094697|XP_017050918.1|DFIC
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC108097945|XP_017056026.1|DFIC
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC108097474|XP_017055239.1|DFIC
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC108094005|XP_017049920.1|DFIC
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC108089937|XP_017043916.1|DFIC
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC108098381|XP_017056734.1|DFIC
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC108096422|XP_017053499.1|DFIC
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC108089728|XP_017043594.1|DFIC
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC108089654|XP_017043511.1|DFIC
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC108086634|XP_017039098.1|DFIC
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC108095787|XP_017052533.1|DFIC
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC108094244|XP_017050192.1|DFIC
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC108101916|XP_017061981.1|DFIC
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC108086955|XP_017039557.1|DFIC
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC108095480|XP_017052084.1|DFIC
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC108097367|XP_017055105.1|DFIC
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC108086918|XP_017039482.1|DFIC
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC108086942|XP_017039541.1|DFIC
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC108095086|XP_017051507.1|DFIC
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC108086830|XP_017039365.1|DFIC
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC108094900|XP_017051235.1|DFIC
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC108090874|XP_017045256.1|DFIC
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC108098399|XP_017056765.1|DFIC
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC108100493|XP_017059924.1|DFIC
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC108098330|XP_017056647.1|DFIC
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC108095875|XP_017052669.1|DFIC
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC108093771|XP_017049530.1|DFIC
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC108100309|XP_017059597.1|DFIC
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC108088927|XP_017042438.1|DFIC
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC108095446|XP_017052045.1|DFIC
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC108101521|XP_017061378.1|DFIC
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC108091552|XP_017046312.1|DFIC
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC108092327|XP_017047352.1|DFIC
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC108087497|XP_017040382.1|DFIC
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC108093707|XP_017049392.1|DFIC
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC108090948|XP_017045372.1|DFIC
OG0007557	LOC118503242|XP_035892147.1|ASTE	LOC108090914|XP_017045324.1|DFIC
OG0007558	LOC118507272|XP_035901465.1|ASTE	LOC108086711|XP_017039205.1|DFIC
OG0007559	LOC118505982|XP_035898436.1|ASTE	LOC108098713|XP_017057317.1|DFIC
OG0007560	LOC118503237|XP_035892139.1|ASTE	LOC108100633|XP_017060124.1|DFIC
OG0007561	LOC118507986|XP_035903246.1|ASTE	LOC108088352|XP_017041588.1|DFIC
OG0007562	LOC118503170|XP_035892026.1|ASTE	LOC108100410|XP_017059787.1|DFIC
OG0007563	LOC118504752|XP_035895565.1|ASTE	LOC108099940|XP_017059099.1|DFIC
OG0007564	LOC118506205|XP_035898906.1|ASTE	LOC108095445|XP_017052044.1|DFIC
OG0007565	LOC118505882|XP_035898217.1|ASTE	LOC108095842|XP_017052627.1|DFIC
OG0007566	LOC118504173|XP_035894214.1|ASTE	LOC108086689|XP_017039173.1|DFIC
OG0007567	LOC118507375|XP_035901711.1|ASTE	LOC108086585|XP_017039033.1|DFIC
OG0007568	LOC118504223|XP_035894332.1|ASTE	LOC108087822|XP_017040880.1|DFIC
OG0007569	LOC118507379|XP_035901717.1|ASTE	LOC108094898|XP_017051232.1|DFIC
OG0007570	LOC118507378|XP_035901716.1|ASTE	LOC108087821|XP_017040878.1|DFIC
OG0007572	LOC118504225|XP_035894333.1|ASTE	LOC108089851|XP_017043784.1|DFIC
OG0007573	LOC118503072|XP_035891839.1|ASTE	LOC108093743|XP_017049499.1|DFIC
OG0007574	LOC118503069|XP_035891835.1|ASTE	LOC108101848|XP_017061855.1|DFIC
OG0007575	LOC118503059|XP_035891818.1|ASTE	LOC108093925|XP_017049783.1|DFIC
OG0007576	LOC118503963|XP_035893751.1|ASTE	LOC108091161|XP_017045683.1|DFIC
OG0007577	LOC118503984|XP_035893821.1|ASTE	LOC108091126|XP_017045646.1|DFIC
OG0007578	LOC118503893|XP_035893559.1|ASTE	LOC108098219|XP_017056485.1|DFIC
OG0007579	LOC118503874|XP_035893511.1|ASTE	LOC108090522|XP_017044730.1|DFIC
OG0007580	LOC118503871|XP_035893504.1|ASTE	LOC108096208|XP_017053084.1|DFIC
OG0007581	LOC118503862|XP_035893485.1|ASTE	LOC108098197|XP_017056424.1|DFIC
OG0007582	LOC118503866|XP_035893493.1|ASTE	LOC108095824|XP_017052593.1|DFIC
OG0007583	LOC118503865|XP_035893492.1|ASTE	LOC108096771|XP_017054135.1|DFIC
OG0007584	LOC118507417|XP_035901774.1|ASTE	LOC108095531|XP_017052147.1|DFIC
OG0007585	LOC118507194|XP_035901163.1|ASTE	LOC108100566|XP_017060032.1|DFIC
OG0007587	LOC118506121|XP_035898731.1|ASTE	LOC108095194|XP_017051689.1|DFIC
OG0007588	LOC118506117|XP_035898718.1|ASTE	LOC108095693|XP_017052356.1|DFIC
OG0007589	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE	LOC108098092|XP_017056287.1|DFIC
OG0007590	LOC118503692|XP_035893128.1|ASTE	LOC108087449|XP_017040294.1|DFIC
OG0007591	LOC118507104|XP_035901000.1|ASTE	LOC108090758|XP_017045080.1|DFIC
OG0007592	LOC118508065|XP_035903415.1|ASTE	LOC108096794|XP_017054162.1|DFIC
OG0007593	LOC118504841|XP_035895740.1|ASTE	LOC108092866|XP_017048188.1|DFIC
OG0007594	LOC118504115|XP_035894099.1|ASTE	LOC108090752|XP_017045073.1|DFIC
OG0007595	LOC118504202|XP_035894275.1|ASTE	LOC108094957|XP_017051310.1|DFIC
OG0007596	LOC118504852|XP_035895757.1|ASTE	LOC108089036|XP_017042624.1|DFIC
OG0007597	LOC118504194|XP_035894262.1|ASTE	LOC108088334|XP_017041565.1|DFIC
OG0007598	LOC118503499|XP_035892726.1|ASTE	LOC108093660|XP_017049329.1|DFIC
OG0007599	LOC118503083|XP_035891858.1|ASTE	LOC108095462|XP_017052066.1|DFIC
OG0007600	LOC118503084|XP_035891860.1|ASTE	LOC108088300|XP_017041519.1|DFIC
OG0007601	LOC118503364|XP_035892451.1|ASTE	LOC108096169|XP_017053039.1|DFIC
OG0007602	LOC118503365|XP_035892454.1|ASTE	LOC108088904|XP_017042398.1|DFIC
OG0007603	LOC118503348|XP_035892413.1|ASTE	LOC108088902|XP_017042393.1|DFIC
OG0007604	LOC118503797|XP_035893381.1|ASTE	LOC108099053|XP_017057805.1|DFIC
OG0007605	LOC118503793|XP_035893366.1|ASTE	LOC108093571|XP_017049156.1|DFIC
OG0007606	LOC118503788|XP_035893357.1|ASTE	LOC108100159|XP_017059404.1|DFIC
OG0007607	LOC118503780|XP_035893346.1|ASTE	LOC108095922|XP_017052744.1|DFIC
OG0007608	LOC118503766|XP_035893328.1|ASTE	LOC108096395|XP_017053451.1|DFIC
OG0007609	LOC118509776|XP_035906808.1|ASTE	LOC108097679|XP_017055633.1|DFIC
OG0007610	LOC118503409|XP_035892531.1|ASTE	LOC108090967|XP_017045402.1|DFIC
OG0007611	LOC118503406|XP_035892504.1|ASTE	LOC108095060|XP_017051453.1|DFIC
OG0007612	LOC118506137|XP_035898766.1|ASTE	LOC108090880|XP_017045269.1|DFIC
OG0007613	LOC118507358|XP_035901658.1|ASTE	LOC108095172|XP_017051625.1|DFIC
OG0007614	LOC118504908|XP_035895869.1|ASTE	LOC108099061|XP_017057824.1|DFIC
OG0007615	LOC118504913|XP_035895878.1|ASTE	LOC108096276|XP_017053225.1|DFIC
OG0007616	LOC118504912|XP_035895877.1|ASTE	LOC108086565|XP_017039011.1|DFIC
OG0007617	LOC118504909|XP_035895870.1|ASTE	LOC108096412|XP_017053473.1|DFIC
OG0007618	LOC118504243|XP_035894358.1|ASTE	LOC108086891|XP_017039441.1|DFIC
OG0007619	LOC118506217|XP_035898940.1|ASTE	LOC108095425|XP_017052023.1|DFIC
OG0007620	LOC118504790|XP_035895648.1|ASTE	LOC108086903|XP_017039462.1|DFIC
OG0007621	LOC118508395|XP_035904040.1|ASTE	LOC108090555|XP_017044784.1|DFIC
OG0007622	LOC118508117|XP_035903508.1|ASTE	LOC108099815|XP_017058932.1|DFIC
OG0007623	LOC118503091|XP_035891875.1|ASTE	LOC108100418|XP_017059799.1|DFIC
OG0007624	LOC118503755|XP_035893299.1|ASTE	LOC108096425|XP_017053498.1|DFIC
OG0007625	LOC118503741|XP_035893260.1|ASTE	LOC108100387|XP_017059731.1|DFIC
OG0007626	LOC118503737|XP_035893246.1|ASTE	LOC108100484|XP_017059907.1|DFIC
OG0007627	LOC118503744|XP_035893279.1|ASTE	LOC108100483|XP_017059906.1|DFIC
OG0007628	LOC118509707|XP_035906686.1|ASTE	LOC108095000|XP_017051322.1|DFIC
OG0007630	LOC118517457|XP_035919507.1|ASTE	LOC108101047|XP_017060714.1|DFIC
OG0007631	LOC118508383|XP_035904013.1|ASTE	LOC108095957|XP_017052786.1|DFIC
OG0007632	LOC118509989|XP_035907264.1|ASTE	LOC108099059|XP_017057817.1|DFIC
OG0007633	LOC118510618|XP_035908538.1|ASTE	LOC108096060|XP_017052907.1|DFIC
OG0007635	LOC118512547|XP_035913019.1|ASTE	LOC108092742|XP_017047960.1|DFIC, LOC108092521|XP_017047671.1|DFIC
OG0007637	LOC118508236|XP_035903736.1|ASTE	LOC108101921|XP_017061991.1|DFIC, LOC108101965|XP_017062036.1|DFIC
OG0007664	LOC118504945|XP_035895941.1|ASTE	LOC108091895|XP_017046769.1|DFIC
OG0007665	LOC118510267|XP_035907760.1|ASTE	LOC108097197|XP_017054831.1|DFIC
OG0007667	LOC118507830|XP_035902831.1|ASTE	LOC108100934|XP_017060565.1|DFIC
OG0007668	LOC118503775|XP_035893343.1|ASTE	LOC108100998|XP_017060652.1|DFIC
OG0007669	LOC118517403|XP_035919361.1|ASTE	LOC108102150|XP_017062322.1|DFIC
OG0007670	LOC118517401|XP_035919359.1|ASTE	LOC108102149|XP_017062321.1|DFIC
OG0007671	LOC118509751|XP_035906775.1|ASTE	LOC108088681|XP_017042110.1|DFIC
OG0007672	LOC118517485|XP_035919573.1|ASTE	LOC108097288|XP_017054991.1|DFIC
OG0007673	LOC118507722|XP_035902566.1|ASTE	LOC108086576|XP_017039022.1|DFIC
OG0007674	LOC118511164|XP_035909799.1|ASTE	LOC108097549|XP_017055396.1|DFIC
OG0007675	LOC118510733|XP_035908842.1|ASTE	LOC108097560|XP_017055430.1|DFIC
OG0007676	LOC118510586|XP_035908482.1|ASTE	LOC108088654|XP_017042070.1|DFIC
OG0007677	LOC118514235|XP_035916832.1|ASTE	LOC108092938|XP_017048294.1|DFIC
OG0007678	LOC118509459|XP_035906426.1|ASTE	LOC108102119|XP_017062272.1|DFIC
OG0007679	LOC118517458|XP_035919508.1|ASTE	LOC108102142|XP_017062301.1|DFIC
OG0007680	LOC118503052|XP_035891788.1|ASTE	LOC108092369|XP_017047400.1|DFIC
OG0007682	LOC118509130|XP_035905226.1|ASTE	LOC108094579|XP_017050685.1|DFIC
OG0007683	LOC118515097|XP_035917718.1|ASTE	LOC108097661|XP_017055585.1|DFIC
OG0007684	LOC118506013|XP_035898492.1|ASTE	LOC108097707|XP_017055683.1|DFIC
OG0007685	LOC118505487|XP_035897226.1|ASTE	LOC108094589|XP_017050699.1|DFIC
OG0007686	LOC118510910|XP_035909207.1|ASTE	LOC108097734|XP_017055724.1|DFIC
OG0007687	LOC118516438|XP_035918217.1|ASTE	LOC108086497|XP_017038912.1|DFIC
OG0007688	LOC118512333|XP_035912508.1|ASTE	LOC108087200|XP_017039948.1|DFIC
OG0007689	LOC118516599|XP_035918458.1|ASTE	LOC108098104|XP_017056305.1|DFIC
OG0007690	LOC118505593|XP_035897499.1|ASTE	LOC108097597|XP_017055486.1|DFIC
OG0007691	LOC118503386|XP_035892482.1|ASTE	LOC108088522|XP_017041850.1|DFIC
OG0007692	LOC118517467|XP_035919533.1|ASTE	LOC108097760|XP_017055761.1|DFIC
OG0007693	LOC118510603|XP_035908507.1|ASTE	LOC108094492|XP_017050574.1|DFIC
OG0007694	LOC118510935|XP_035909261.1|ASTE	LOC108096324|XP_017053345.1|DFIC
OG0007695	LOC118507033|XP_035900875.1|ASTE	LOC108097323|XP_017055033.1|DFIC
OG0007696	LOC118509288|XP_035905589.1|ASTE	LOC108088326|XP_017041555.1|DFIC
OG0007697	LOC118517656|XP_035919901.1|ASTE	LOC108096335|XP_017053363.1|DFIC
OG0007698	LOC118512437|XP_035912796.1|ASTE	LOC108095579|XP_017052221.1|DFIC
OG0007699	LOC118516267|XP_035918009.1|ASTE	LOC108095385|XP_017051954.1|DFIC
OG0007701	LOC118511281|XP_035910110.1|ASTE	LOC108092879|XP_017048209.1|DFIC
OG0007702	LOC118512446|XP_035912807.1|ASTE	LOC108097297|XP_017055000.1|DFIC
OG0007705	LOC118503911|XP_035893602.1|ASTE	LOC108088686|XP_017042116.1|DFIC
OG0007706	LOC118517426|XP_035919430.1|ASTE	LOC108088691|XP_017042119.1|DFIC
OG0007707	LOC118511090|XP_035909681.1|ASTE	LOC108097512|XP_017055316.1|DFIC
OG0007708	LOC118509964|XP_035907238.1|ASTE	LOC108094583|XP_017050689.1|DFIC
OG0007709	LOC118516532|XP_035918371.1|ASTE	LOC108095611|XP_017052265.1|DFIC
OG0007710	LOC118511062|XP_035909567.1|ASTE	LOC108097617|XP_017055517.1|DFIC
OG0007711	LOC118506268|XP_035899068.1|ASTE	LOC108098058|XP_017056235.1|DFIC
OG0007712	LOC118511472|XP_035910496.1|ASTE	LOC108094628|XP_017050806.1|DFIC
OG0007713	LOC118508814|XP_035904452.1|ASTE	LOC108095269|XP_017051782.1|DFIC
OG0007714	LOC118508751|XP_035904403.1|ASTE	LOC108097959|XP_017056056.1|DFIC
OG0007715	LOC118513625|XP_035915619.1|ASTE	LOC108097583|XP_017055461.1|DFIC
OG0007717	LOC118506601|XP_035899863.1|ASTE	LOC108086815|XP_017039347.1|DFIC
OG0007718	LOC118505821|XP_035898063.1|ASTE	LOC108092805|XP_017048065.1|DFIC
OG0007719	LOC118507531|XP_035901993.1|ASTE	LOC108097144|XP_017054740.1|DFIC
OG0007720	LOC118507562|XP_035902074.1|ASTE	LOC108097000|XP_017054477.1|DFIC
OG0007721	LOC118507780|XP_035902711.1|ASTE	LOC108097698|XP_017055661.1|DFIC
OG0007722	LOC118507773|XP_035902700.1|ASTE	LOC108097458|XP_017055220.1|DFIC
OG0007723	LOC118508061|XP_035903413.1|ASTE	LOC108097455|XP_017055216.1|DFIC
OG0007724	LOC118507484|XP_035901898.1|ASTE	LOC108091550|XP_017046310.1|DFIC
OG0007725	LOC118507100|XP_035900998.1|ASTE	LOC108102210|XP_017062422.1|DFIC
OG0007726	LOC118507337|XP_035901622.1|ASTE	LOC108101665|XP_017061573.1|DFIC
OG0007727	LOC118508131|XP_035903534.1|ASTE	LOC108095625|XP_017052282.1|DFIC
OG0007728	LOC118505036|XP_035896168.1|ASTE	LOC108092900|XP_017048237.1|DFIC
OG0007729	LOC118509265|XP_035905512.1|ASTE	LOC108101686|XP_017061605.1|DFIC
OG0007731	LOC118512782|XP_035913590.1|ASTE	LOC108093963|XP_017049860.1|DFIC
OG0007733	LOC118504224|XP_035894336.1|ASTE	LOC108098126|XP_017056336.1|DFIC
OG0007734	LOC118504069|XP_035894012.1|ASTE	LOC108097924|XP_017055965.1|DFIC
OG0007735	LOC118504442|XP_035894801.1|ASTE	LOC108098011|XP_017056141.1|DFIC
OG0007736	LOC118516499|XP_035918323.1|ASTE	LOC108097304|XP_017055008.1|DFIC
OG0007737	LOC118508927|XP_035904720.1|ASTE	LOC108093328|XP_017048808.1|DFIC
OG0007738	LOC118516637|XP_035918509.1|ASTE	LOC108091663|XP_017046464.1|DFIC
OG0007739	LOC118515595|XP_035917931.1|ASTE	LOC108097341|XP_017055066.1|DFIC
OG0007740	LOC118503640|XP_035893037.1|ASTE	LOC108097310|XP_017055016.1|DFIC
OG0007741	LOC118504694|XP_035895411.1|ASTE	LOC108101667|XP_017061575.1|DFIC
OG0007742	LOC118503921|XP_035893641.1|ASTE	LOC108102156|XP_017062337.1|DFIC
OG0007743	LOC118512517|XP_035912947.1|ASTE	LOC108088536|XP_017041869.1|DFIC
OG0007744	LOC118513326|XP_035914826.1|ASTE	LOC108094499|XP_017050590.1|DFIC
OG0007745	LOC118510737|XP_035908846.1|ASTE	LOC108087166|XP_017039889.1|DFIC
OG0007746	LOC118504407|XP_035894736.1|ASTE	LOC108099473|XP_017058517.1|DFIC
OG0007747	LOC118504910|XP_035895875.1|ASTE	LOC108098006|XP_017056132.1|DFIC
OG0007749	LOC118509415|XP_035905880.1|ASTE	LOC108097064|XP_017054589.1|DFIC
OG0007751	LOC118506730|XP_035900161.1|ASTE	LOC108091532|XP_017046287.1|DFIC
OG0007752	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE	LOC108100932|XP_017060561.1|DFIC
OG0007753	LOC118503440|XP_035892597.1|ASTE	LOC108097593|XP_017055478.1|DFIC
OG0007754	LOC118504818|XP_035895715.1|ASTE	LOC108091109|XP_017045621.1|DFIC
OG0007755	LOC118504837|XP_035895739.1|ASTE	LOC108091051|XP_017045489.1|DFIC
OG0007756	LOC118504080|XP_035894044.1|ASTE	LOC108091100|XP_017045608.1|DFIC
OG0007757	LOC118511880|XP_035911395.1|ASTE	LOC108097316|XP_017055023.1|DFIC
OG0007758	LOC118514110|XP_035916578.1|ASTE	LOC108094375|XP_017050410.1|DFIC
OG0007760	LOC118508415|XP_035904082.1|ASTE	LOC108094699|XP_017050920.1|DFIC
OG0007761	LOC118508322|XP_035903888.1|ASTE	LOC108097982|XP_017056093.1|DFIC
OG0007762	LOC118508332|XP_035903898.1|ASTE	LOC108097981|XP_017056087.1|DFIC
OG0007763	LOC118508342|XP_035903920.1|ASTE	LOC108091572|XP_017046339.1|DFIC
OG0007764	LOC118504476|XP_035895105.1|ASTE	LOC108097933|XP_017056013.1|DFIC
OG0007765	LOC118508353|XP_035903949.1|ASTE	LOC108098078|XP_017056265.1|DFIC
OG0007767	LOC118517369|XP_035919279.1|ASTE	LOC108095009|XP_017051343.1|DFIC
OG0007768	LOC118506288|XP_035899108.1|ASTE	LOC108094630|XP_017050808.1|DFIC
OG0007769	LOC118508411|XP_035904072.1|ASTE	LOC108094647|XP_017050846.1|DFIC
OG0007770	LOC118506383|XP_035899310.1|ASTE	LOC108100901|XP_017060503.1|DFIC
OG0007771	LOC118505980|XP_035898434.1|ASTE	LOC108101746|XP_017061697.1|DFIC
OG0007772	LOC118503977|XP_035893805.1|ASTE	LOC108097129|XP_017054714.1|DFIC
OG0007773	LOC118505563|XP_035897411.1|ASTE	LOC108088128|XP_017041275.1|DFIC
OG0007774	LOC118516954|XP_035918680.1|ASTE	LOC108086988|XP_017039609.1|DFIC
OG0007775	LOC118511535|XP_035910624.1|ASTE	LOC108097763|XP_017055773.1|DFIC
OG0007776	LOC118510436|XP_035908150.1|ASTE	LOC108088723|XP_017042158.1|DFIC
OG0007777	LOC118517124|XP_035918914.1|ASTE	LOC108097563|XP_017055432.1|DFIC
OG0007778	LOC118502968|XP_035891626.1|ASTE	LOC108095615|XP_017052269.1|DFIC
OG0007779	LOC118504490|XP_035894906.1|ASTE	LOC108089616|XP_017043467.1|DFIC
OG0007780	LOC118504611|XP_035895184.1|ASTE	LOC108097266|XP_017054951.1|DFIC
OG0007781	LOC118506008|XP_035898490.1|ASTE	LOC108092791|XP_017048045.1|DFIC
OG0007782	LOC118506062|XP_035898612.1|ASTE	LOC108091349|XP_017045991.1|DFIC
OG0007783	LOC118507058|XP_035900917.1|ASTE	LOC108097168|XP_017054792.1|DFIC
OG0007784	LOC118515536|XP_035917927.1|ASTE	LOC108098563|XP_017057064.1|DFIC
OG0007785	LOC118503936|XP_035893699.1|ASTE	LOC108092257|XP_017047258.1|DFIC
OG0007786	LOC118505606|XP_035897530.1|ASTE	LOC108091430|XP_017046110.1|DFIC
OG0007787	LOC118505604|XP_035897526.1|ASTE	LOC108088440|XP_017041704.1|DFIC
OG0007788	LOC118505579|XP_035897428.1|ASTE	LOC108099408|XP_017058411.1|DFIC
OG0007790	LOC118508467|XP_035904163.1|ASTE	LOC108088390|XP_017041628.1|DFIC
OG0007792	LOC118502871|XP_035891472.1|ASTE	LOC108094463|XP_017050537.1|DFIC
OG0007793	LOC118504373|XP_035894673.1|ASTE	LOC108098844|XP_017057494.1|DFIC
OG0007794	LOC118503566|XP_035892873.1|ASTE	LOC108097410|XP_017055157.1|DFIC
OG0007795	LOC118505245|XP_035896689.1|ASTE	LOC108092917|XP_017048263.1|DFIC
OG0007796	LOC118507549|XP_035902023.1|ASTE	LOC108095844|XP_017052629.1|DFIC
OG0007797	LOC118506814|XP_035900380.1|ASTE	LOC108099431|XP_017058452.1|DFIC
OG0007798	LOC118506815|XP_035900392.1|ASTE	LOC108099433|XP_017058456.1|DFIC
OG0007799	LOC118506793|XP_035900305.1|ASTE	LOC108099665|XP_017058789.1|DFIC
OG0007800	LOC118502911|XP_035891527.1|ASTE	LOC108099645|XP_017058764.1|DFIC
OG0007802	LOC118508308|XP_035903859.1|ASTE	LOC108099493|XP_017058543.1|DFIC
OG0007803	LOC118502852|XP_035891449.1|ASTE	LOC108087886|XP_017040953.1|DFIC
OG0007804	LOC118502843|XP_035891427.1|ASTE	LOC108091065|XP_017045551.1|DFIC
OG0007805	LOC118502831|XP_035891399.1|ASTE	LOC108097975|XP_017056081.1|DFIC
OG0007806	LOC118502825|XP_035891394.1|ASTE	LOC108097974|XP_017056080.1|DFIC
OG0007808	LOC118504652|XP_035895312.1|ASTE	LOC108095990|XP_017052824.1|DFIC
OG0007809	LOC118504976|XP_035896011.1|ASTE	LOC108088625|XP_017042022.1|DFIC
OG0007810	LOC118504972|XP_035895998.1|ASTE	LOC108092703|XP_017047907.1|DFIC
OG0007811	LOC118504967|XP_035895984.1|ASTE	LOC108087178|XP_017039913.1|DFIC
OG0007812	LOC118507889|XP_035903021.1|ASTE	LOC108088572|XP_017041907.1|DFIC
OG0007813	LOC118505554|XP_035897400.1|ASTE	LOC108095891|XP_017052694.1|DFIC
OG0007814	LOC118502889|XP_035891500.1|ASTE	LOC108101953|XP_017062028.1|DFIC
OG0007815	LOC118503030|XP_035891753.1|ASTE	LOC108088604|XP_017041979.1|DFIC
