Orthogroup	ASTE.longest_only	DNOV.longest_only
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC115757950|XP_030554283.1|DNOV
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC115770388|XP_030571496.1|DNOV
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC115771543|XP_030573142.1|DNOV
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC115770620|XP_030571817.1|DNOV
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC115771546|XP_030573146.1|DNOV
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC115771485|XP_030573067.1|DNOV
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC115759872|XP_030556842.1|DNOV
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC115771613|XP_030573244.1|DNOV
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC115758001|XP_030554355.1|DNOV
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC115766587|XP_030566433.1|DNOV
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC115766735|XP_030566556.1|DNOV
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC115769312|XP_030569907.1|DNOV
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC115758818|XP_030555455.1|DNOV
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC115765729|XP_030565252.1|DNOV
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC115757953|XP_030554287.1|DNOV
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC115769504|XP_030570189.1|DNOV
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC115770284|XP_030571376.1|DNOV
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC115770466|XP_030571602.1|DNOV
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC115758557|XP_030555128.1|DNOV
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC115765899|XP_030565501.1|DNOV
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC115758724|XP_030555335.1|DNOV
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC115762594|XP_030560743.1|DNOV
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC115758234|XP_030554646.1|DNOV
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC115758082|XP_030554457.1|DNOV
OG0007557	LOC118503242|XP_035892147.1|ASTE	LOC115757977|XP_030554318.1|DNOV
OG0007558	LOC118507272|XP_035901465.1|ASTE	LOC115758596|XP_030555197.1|DNOV
OG0007559	LOC118505982|XP_035898436.1|ASTE	LOC115758615|XP_030555208.1|DNOV
OG0007560	LOC118503237|XP_035892139.1|ASTE	LOC115770164|XP_030571182.1|DNOV
OG0007561	LOC118507986|XP_035903246.1|ASTE	LOC115771515|XP_030573110.1|DNOV
OG0007562	LOC118503170|XP_035892026.1|ASTE	LOC115770373|XP_030571479.1|DNOV
OG0007563	LOC118504752|XP_035895565.1|ASTE	LOC115766527|XP_030566357.1|DNOV
OG0007564	LOC118506205|XP_035898906.1|ASTE	LOC115769669|XP_030570443.1|DNOV
OG0007566	LOC118504173|XP_035894214.1|ASTE	LOC115757942|XP_030554274.1|DNOV
OG0007567	LOC118507375|XP_035901711.1|ASTE	LOC115761638|XP_030559329.1|DNOV
OG0007568	LOC118504223|XP_035894332.1|ASTE	LOC115758195|XP_030554599.1|DNOV
OG0007569	LOC118507379|XP_035901717.1|ASTE	LOC115767428|XP_030567566.1|DNOV
OG0007570	LOC118507378|XP_035901716.1|ASTE	LOC115758285|XP_030554708.1|DNOV
OG0007572	LOC118504225|XP_035894333.1|ASTE	LOC115764555|XP_030563537.1|DNOV
OG0007573	LOC118503072|XP_035891839.1|ASTE	LOC115763948|XP_030562604.1|DNOV
OG0007574	LOC118503069|XP_035891835.1|ASTE	LOC115760573|XP_030557847.1|DNOV
OG0007575	LOC118503059|XP_035891818.1|ASTE	LOC115767426|XP_030567562.1|DNOV
OG0007576	LOC118503963|XP_035893751.1|ASTE	LOC115769154|XP_030569708.1|DNOV
OG0007577	LOC118503984|XP_035893821.1|ASTE	LOC115766413|XP_030566193.1|DNOV
OG0007578	LOC118503893|XP_035893559.1|ASTE	LOC115760144|XP_030557212.1|DNOV
OG0007579	LOC118503874|XP_035893511.1|ASTE	LOC115759478|XP_030556275.1|DNOV
OG0007580	LOC118503871|XP_035893504.1|ASTE	LOC115769963|XP_030570873.1|DNOV
OG0007581	LOC118503862|XP_035893485.1|ASTE	LOC115759011|XP_030555682.1|DNOV
OG0007582	LOC118503866|XP_035893493.1|ASTE	LOC115767922|XP_030568150.1|DNOV
OG0007583	LOC118503865|XP_035893492.1|ASTE	LOC115757833|XP_030554125.1|DNOV
OG0007584	LOC118507417|XP_035901774.1|ASTE	LOC115768173|XP_030568535.1|DNOV
OG0007585	LOC118507194|XP_035901163.1|ASTE	LOC115771475|XP_030573057.1|DNOV
OG0007587	LOC118506121|XP_035898731.1|ASTE	LOC115759102|XP_030555803.1|DNOV
OG0007588	LOC118506117|XP_035898718.1|ASTE	LOC115760156|XP_030557228.1|DNOV
OG0007589	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE	LOC115765350|XP_030564723.1|DNOV
OG0007590	LOC118503692|XP_035893128.1|ASTE	LOC115770473|XP_030571615.1|DNOV
OG0007591	LOC118507104|XP_035901000.1|ASTE	LOC115758302|XP_030554730.1|DNOV
OG0007592	LOC118508065|XP_035903415.1|ASTE	LOC115762198|XP_030560182.1|DNOV
OG0007593	LOC118504841|XP_035895740.1|ASTE	LOC115769043|XP_030569609.1|DNOV
OG0007594	LOC118504115|XP_035894099.1|ASTE	LOC115758304|XP_030554732.1|DNOV
OG0007595	LOC118504202|XP_035894275.1|ASTE	LOC115767436|XP_030567589.1|DNOV
OG0007596	LOC118504852|XP_035895757.1|ASTE	LOC115767125|XP_030567146.1|DNOV
OG0007597	LOC118504194|XP_035894262.1|ASTE	LOC115769796|XP_030570624.1|DNOV
OG0007598	LOC118503499|XP_035892726.1|ASTE	LOC115758158|XP_030554556.1|DNOV
OG0007599	LOC118503083|XP_035891858.1|ASTE	LOC115769540|XP_030570241.1|DNOV
OG0007600	LOC118503084|XP_035891860.1|ASTE	LOC115769870|XP_030570732.1|DNOV
OG0007601	LOC118503364|XP_035892451.1|ASTE	LOC115767270|XP_030567361.1|DNOV
OG0007602	LOC118503365|XP_035892454.1|ASTE	LOC115767259|XP_030567339.1|DNOV
OG0007603	LOC118503348|XP_035892413.1|ASTE	LOC115768005|XP_030568278.1|DNOV
OG0007604	LOC118503797|XP_035893381.1|ASTE	LOC115768091|XP_030568431.1|DNOV
OG0007605	LOC118503793|XP_035893366.1|ASTE	LOC115770509|XP_030571669.1|DNOV
OG0007606	LOC118503788|XP_035893357.1|ASTE	LOC115769691|XP_030570478.1|DNOV
OG0007607	LOC118503780|XP_035893346.1|ASTE	LOC115771602|XP_030573220.1|DNOV
OG0007608	LOC118503766|XP_035893328.1|ASTE	LOC115770498|XP_030571652.1|DNOV
OG0007609	LOC118509776|XP_035906808.1|ASTE	LOC115765118|XP_030564371.1|DNOV
OG0007610	LOC118503409|XP_035892531.1|ASTE	LOC115758260|XP_030554676.1|DNOV
OG0007611	LOC118503406|XP_035892504.1|ASTE	LOC115766716|XP_030566500.1|DNOV
OG0007612	LOC118506137|XP_035898766.1|ASTE	LOC115758206|XP_030554615.1|DNOV
OG0007613	LOC118507358|XP_035901658.1|ASTE	LOC115771130|XP_030572562.1|DNOV
OG0007614	LOC118504908|XP_035895869.1|ASTE	LOC115762785|XP_030560997.1|DNOV
OG0007615	LOC118504913|XP_035895878.1|ASTE	LOC115769610|XP_030570366.1|DNOV
OG0007616	LOC118504912|XP_035895877.1|ASTE	LOC115761637|XP_030559328.1|DNOV
OG0007617	LOC118504909|XP_035895870.1|ASTE	LOC115769849|XP_030570686.1|DNOV
OG0007618	LOC118504243|XP_035894358.1|ASTE	LOC115770137|XP_030571141.1|DNOV
OG0007619	LOC118506217|XP_035898940.1|ASTE	LOC115770017|XP_030570933.1|DNOV
OG0007620	LOC118504790|XP_035895648.1|ASTE	LOC115768917|XP_030569512.1|DNOV
OG0007621	LOC118508395|XP_035904040.1|ASTE	LOC115771796|XP_030573529.1|DNOV
OG0007622	LOC118508117|XP_035903508.1|ASTE	LOC115766484|XP_030566308.1|DNOV
OG0007623	LOC118503091|XP_035891875.1|ASTE	LOC115770401|XP_030571517.1|DNOV
OG0007624	LOC118503755|XP_035893299.1|ASTE	LOC115770291|XP_030571386.1|DNOV
OG0007625	LOC118503741|XP_035893260.1|ASTE	LOC115770309|XP_030571408.1|DNOV
OG0007626	LOC118503737|XP_035893246.1|ASTE	LOC115769686|XP_030570467.1|DNOV
OG0007627	LOC118503744|XP_035893279.1|ASTE	LOC115769523|XP_030570223.1|DNOV
OG0007628	LOC118509707|XP_035906686.1|ASTE	LOC115766802|XP_030566687.1|DNOV
OG0007630	LOC118517457|XP_035919507.1|ASTE	LOC115759644|XP_030556493.1|DNOV
OG0007631	LOC118508383|XP_035904013.1|ASTE	LOC115765036|XP_030564264.1|DNOV
OG0007632	LOC118509989|XP_035907264.1|ASTE	LOC115762570|XP_030560716.1|DNOV
OG0007633	LOC118510618|XP_035908538.1|ASTE	LOC115760125|XP_030557183.1|DNOV
OG0007635	LOC118512547|XP_035913019.1|ASTE	LOC115769192|XP_030569755.1|DNOV
OG0007637	LOC118508236|XP_035903736.1|ASTE	LOC115760161|XP_030557233.1|DNOV
OG0007664	LOC118504945|XP_035895941.1|ASTE	LOC115764790|XP_030563893.1|DNOV
OG0007665	LOC118510267|XP_035907760.1|ASTE	LOC115765429|XP_030564834.1|DNOV
OG0007666	LOC118510285|XP_035907797.1|ASTE	LOC115765375|XP_030564758.1|DNOV
OG0007667	LOC118507830|XP_035902831.1|ASTE	LOC115767815|XP_030568011.1|DNOV
OG0007668	LOC118503775|XP_035893343.1|ASTE	LOC115763330|XP_030561695.1|DNOV
OG0007669	LOC118517403|XP_035919361.1|ASTE	LOC115764376|XP_030563198.1|DNOV
OG0007670	LOC118517401|XP_035919359.1|ASTE	LOC115764375|XP_030563197.1|DNOV
OG0007671	LOC118509751|XP_035906775.1|ASTE	LOC115764260|XP_030563039.1|DNOV
OG0007672	LOC118517485|XP_035919573.1|ASTE	LOC115764409|XP_030563267.1|DNOV
OG0007673	LOC118507722|XP_035902566.1|ASTE	LOC115771837|XP_030573579.1|DNOV
OG0007674	LOC118511164|XP_035909799.1|ASTE	LOC115764383|XP_030563209.1|DNOV
OG0007675	LOC118510733|XP_035908842.1|ASTE	LOC115767243|XP_030567303.1|DNOV
OG0007676	LOC118510586|XP_035908482.1|ASTE	LOC115767019|XP_030567004.1|DNOV
OG0007677	LOC118514235|XP_035916832.1|ASTE	LOC115769065|XP_030569639.1|DNOV
OG0007678	LOC118509459|XP_035906426.1|ASTE	LOC115766407|XP_030566185.1|DNOV
OG0007679	LOC118517458|XP_035919508.1|ASTE	LOC115766459|XP_030566252.1|DNOV
OG0007680	LOC118503052|XP_035891788.1|ASTE	LOC115763337|XP_030561703.1|DNOV
OG0007682	LOC118509130|XP_035905226.1|ASTE	LOC115764336|XP_030563151.1|DNOV
OG0007683	LOC118515097|XP_035917718.1|ASTE	LOC115768131|XP_030568486.1|DNOV
OG0007684	LOC118506013|XP_035898492.1|ASTE	LOC115767247|XP_030567312.1|DNOV
OG0007685	LOC118505487|XP_035897226.1|ASTE	LOC115766294|XP_030566028.1|DNOV
OG0007686	LOC118510910|XP_035909207.1|ASTE	LOC115765347|XP_030564718.1|DNOV
OG0007687	LOC118516438|XP_035918217.1|ASTE	LOC115768750|XP_030569298.1|DNOV
OG0007688	LOC118512333|XP_035912508.1|ASTE	LOC115764088|XP_030562799.1|DNOV
OG0007689	LOC118516599|XP_035918458.1|ASTE	LOC115764338|XP_030563152.1|DNOV
OG0007690	LOC118505593|XP_035897499.1|ASTE	LOC115765167|XP_030564440.1|DNOV
OG0007691	LOC118503386|XP_035892482.1|ASTE	LOC115761609|XP_030559271.1|DNOV
OG0007692	LOC118517467|XP_035919533.1|ASTE	LOC115765306|XP_030564661.1|DNOV
OG0007693	LOC118510603|XP_035908507.1|ASTE	LOC115767802|XP_030567995.1|DNOV
OG0007694	LOC118510935|XP_035909261.1|ASTE	LOC115766754|XP_030566596.1|DNOV
OG0007695	LOC118507033|XP_035900875.1|ASTE	LOC115767553|XP_030567696.1|DNOV
OG0007696	LOC118509288|XP_035905589.1|ASTE	LOC115770434|XP_030571564.1|DNOV
OG0007697	LOC118517656|XP_035919901.1|ASTE	LOC115762641|XP_030560806.1|DNOV
OG0007698	LOC118512437|XP_035912796.1|ASTE	LOC115767386|XP_030567508.1|DNOV
OG0007699	LOC118516267|XP_035918009.1|ASTE	LOC115768495|XP_030568941.1|DNOV
OG0007701	LOC118511281|XP_035910110.1|ASTE	LOC115766825|XP_030566720.1|DNOV
OG0007702	LOC118512446|XP_035912807.1|ASTE	LOC115765131|XP_030564387.1|DNOV
OG0007705	LOC118503911|XP_035893602.1|ASTE	LOC115766329|XP_030566079.1|DNOV
OG0007706	LOC118517426|XP_035919430.1|ASTE	LOC115767322|XP_030567422.1|DNOV
OG0007707	LOC118511090|XP_035909681.1|ASTE	LOC115766308|XP_030566043.1|DNOV
OG0007708	LOC118509964|XP_035907238.1|ASTE	LOC115765345|XP_030564717.1|DNOV
OG0007709	LOC118516532|XP_035918371.1|ASTE	LOC115768803|XP_030569358.1|DNOV
OG0007710	LOC118511062|XP_035909567.1|ASTE	LOC115765271|XP_030564621.1|DNOV
OG0007711	LOC118506268|XP_035899068.1|ASTE	LOC115766371|XP_030566131.1|DNOV
OG0007712	LOC118511472|XP_035910496.1|ASTE	LOC115767755|XP_030567934.1|DNOV
OG0007713	LOC118508814|XP_035904452.1|ASTE	LOC115768283|XP_030568682.1|DNOV
OG0007714	LOC118508751|XP_035904403.1|ASTE	LOC115765249|XP_030564575.1|DNOV
OG0007715	LOC118513625|XP_035915619.1|ASTE	LOC115765210|XP_030564511.1|DNOV
OG0007717	LOC118506601|XP_035899863.1|ASTE	LOC115764883|XP_030564023.1|DNOV
OG0007718	LOC118505821|XP_035898063.1|ASTE	LOC115768308|XP_030568716.1|DNOV
OG0007719	LOC118507531|XP_035901993.1|ASTE	LOC115764390|XP_030563219.1|DNOV
OG0007720	LOC118507562|XP_035902074.1|ASTE	LOC115764366|XP_030563189.1|DNOV
OG0007721	LOC118507780|XP_035902711.1|ASTE	LOC115765263|XP_030564603.1|DNOV
OG0007722	LOC118507773|XP_035902700.1|ASTE	LOC115765419|XP_030564824.1|DNOV
OG0007723	LOC118508061|XP_035903413.1|ASTE	LOC115765356|XP_030564729.1|DNOV
OG0007724	LOC118507484|XP_035901898.1|ASTE	LOC115765958|XP_030565569.1|DNOV
OG0007725	LOC118507100|XP_035900998.1|ASTE	LOC115771349|XP_030572877.1|DNOV
OG0007726	LOC118507337|XP_035901622.1|ASTE	LOC115768804|XP_030569359.1|DNOV
OG0007727	LOC118508131|XP_035903534.1|ASTE	LOC115768802|XP_030569357.1|DNOV
OG0007728	LOC118505036|XP_035896168.1|ASTE	LOC115768675|XP_030569219.1|DNOV
OG0007729	LOC118509265|XP_035905512.1|ASTE	LOC115768838|XP_030569395.1|DNOV
OG0007731	LOC118512782|XP_035913590.1|ASTE	LOC115769728|XP_030570521.1|DNOV
OG0007733	LOC118504224|XP_035894336.1|ASTE	LOC115766432|XP_030566220.1|DNOV
OG0007734	LOC118504069|XP_035894012.1|ASTE	LOC115766481|XP_030566291.1|DNOV
OG0007735	LOC118504442|XP_035894801.1|ASTE	LOC115767838|XP_030568043.1|DNOV
OG0007736	LOC118516499|XP_035918323.1|ASTE	LOC115768910|XP_030569497.1|DNOV
OG0007737	LOC118508927|XP_035904720.1|ASTE	LOC115771801|XP_030573531.1|DNOV
OG0007738	LOC118516637|XP_035918509.1|ASTE	LOC115764644|XP_030563677.1|DNOV
OG0007739	LOC118515595|XP_035917931.1|ASTE	LOC115768350|XP_030568773.1|DNOV
OG0007740	LOC118503640|XP_035893037.1|ASTE	LOC115767608|XP_030567766.1|DNOV
OG0007741	LOC118504694|XP_035895411.1|ASTE	LOC115768670|XP_030569212.1|DNOV
OG0007742	LOC118503921|XP_035893641.1|ASTE	LOC115765211|XP_030564513.1|DNOV
OG0007743	LOC118512517|XP_035912947.1|ASTE	LOC115764899|XP_030564050.1|DNOV
OG0007744	LOC118513326|XP_035914826.1|ASTE	LOC115762651|XP_030560817.1|DNOV
OG0007745	LOC118510737|XP_035908846.1|ASTE	LOC115761449|XP_030559076.1|DNOV
OG0007746	LOC118504407|XP_035894736.1|ASTE	LOC115757759|XP_030554030.1|DNOV
OG0007747	LOC118504910|XP_035895875.1|ASTE	LOC115767271|XP_030567356.1|DNOV
OG0007749	LOC118509415|XP_035905880.1|ASTE	LOC115768759|XP_030569309.1|DNOV
OG0007751	LOC118506730|XP_035900161.1|ASTE	LOC115765884|XP_030565485.1|DNOV
OG0007752	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE	LOC115767832|XP_030568033.1|DNOV
OG0007753	LOC118503440|XP_035892597.1|ASTE	LOC115765228|XP_030564531.1|DNOV
OG0007754	LOC118504818|XP_035895715.1|ASTE	LOC115767809|XP_030568002.1|DNOV
OG0007755	LOC118504837|XP_035895739.1|ASTE	LOC115767843|XP_030568051.1|DNOV
OG0007756	LOC118504080|XP_035894044.1|ASTE	LOC115768267|XP_030568660.1|DNOV
OG0007757	LOC118511880|XP_035911395.1|ASTE	LOC115767594|XP_030567747.1|DNOV
OG0007758	LOC118514110|XP_035916578.1|ASTE	LOC115763558|XP_030562038.1|DNOV
OG0007760	LOC118508415|XP_035904082.1|ASTE	LOC115764320|XP_030563125.1|DNOV
OG0007761	LOC118508322|XP_035903888.1|ASTE	LOC115767825|XP_030568026.1|DNOV
OG0007762	LOC118508332|XP_035903898.1|ASTE	LOC115767874|XP_030568094.1|DNOV
OG0007763	LOC118508342|XP_035903920.1|ASTE	LOC115765862|XP_030565452.1|DNOV
OG0007764	LOC118504476|XP_035895105.1|ASTE	LOC115767353|XP_030567466.1|DNOV
OG0007765	LOC118508353|XP_035903949.1|ASTE	LOC115767389|XP_030567512.1|DNOV
OG0007767	LOC118517369|XP_035919279.1|ASTE	LOC115766731|XP_030566551.1|DNOV
OG0007768	LOC118506288|XP_035899108.1|ASTE	LOC115764327|XP_030563137.1|DNOV
OG0007769	LOC118508411|XP_035904072.1|ASTE	LOC115767751|XP_030567927.1|DNOV
OG0007770	LOC118506383|XP_035899310.1|ASTE	LOC115767747|XP_030567920.1|DNOV
OG0007771	LOC118505980|XP_035898434.1|ASTE	LOC115758350|XP_030554792.1|DNOV
OG0007772	LOC118503977|XP_035893805.1|ASTE	LOC115767329|XP_030567434.1|DNOV
OG0007773	LOC118505563|XP_035897411.1|ASTE	LOC115759198|XP_030555940.1|DNOV
OG0007774	LOC118516954|XP_035918680.1|ASTE	LOC115771153|XP_030572586.1|DNOV
OG0007775	LOC118511535|XP_035910624.1|ASTE	LOC115765141|XP_030564404.1|DNOV
OG0007776	LOC118510436|XP_035908150.1|ASTE	LOC115764348|XP_030563166.1|DNOV
OG0007777	LOC118517124|XP_035918914.1|ASTE	LOC115765258|XP_030564597.1|DNOV
OG0007778	LOC118502968|XP_035891626.1|ASTE	LOC115768767|XP_030569317.1|DNOV
OG0007779	LOC118504490|XP_035894906.1|ASTE	LOC115762606|XP_030560762.1|DNOV
OG0007780	LOC118504611|XP_035895184.1|ASTE	LOC115767840|XP_030568046.1|DNOV
OG0007781	LOC118506008|XP_035898490.1|ASTE	LOC115768297|XP_030568702.1|DNOV
OG0007782	LOC118506062|XP_035898612.1|ASTE	LOC115768367|XP_030568799.1|DNOV
OG0007783	LOC118507058|XP_035900917.1|ASTE	LOC115768288|XP_030568691.1|DNOV
OG0007784	LOC118515536|XP_035917927.1|ASTE	LOC115771797|XP_030573526.1|DNOV
OG0007785	LOC118503936|XP_035893699.1|ASTE	LOC115766886|XP_030566817.1|DNOV
OG0007786	LOC118505606|XP_035897530.1|ASTE	LOC115765991|XP_030565619.1|DNOV
OG0007787	LOC118505604|XP_035897526.1|ASTE	LOC115761212|XP_030558758.1|DNOV
OG0007788	LOC118505579|XP_035897428.1|ASTE	LOC115771767|XP_030573479.1|DNOV
OG0007790	LOC118508467|XP_035904163.1|ASTE	LOC115764895|XP_030564046.1|DNOV
OG0007792	LOC118502871|XP_035891472.1|ASTE	LOC115768215|XP_030568592.1|DNOV
OG0007793	LOC118504373|XP_035894673.1|ASTE	LOC115765642|XP_030565159.1|DNOV
OG0007794	LOC118503566|XP_035892873.1|ASTE	LOC115769122|XP_030569687.1|DNOV
OG0007795	LOC118505245|XP_035896689.1|ASTE	LOC115766848|XP_030566758.1|DNOV
OG0007797	LOC118506814|XP_035900380.1|ASTE	LOC115761517|XP_030559146.1|DNOV
OG0007798	LOC118506815|XP_035900392.1|ASTE	LOC115761519|XP_030559149.1|DNOV
OG0007799	LOC118506793|XP_035900305.1|ASTE	LOC115761176|XP_030558698.1|DNOV
OG0007800	LOC118502911|XP_035891527.1|ASTE	LOC115761371|XP_030558980.1|DNOV
OG0007802	LOC118508308|XP_035903859.1|ASTE	LOC115761945|XP_030559841.1|DNOV
OG0007803	LOC118502852|XP_035891449.1|ASTE	LOC115759657|XP_030556506.1|DNOV
OG0007804	LOC118502843|XP_035891427.1|ASTE	LOC115767105|XP_030567112.1|DNOV
OG0007805	LOC118502831|XP_035891399.1|ASTE	LOC115767109|XP_030567121.1|DNOV
OG0007806	LOC118502825|XP_035891394.1|ASTE	LOC115767106|XP_030567118.1|DNOV
OG0007809	LOC118504976|XP_035896011.1|ASTE	LOC115768222|XP_030568608.1|DNOV
OG0007810	LOC118504972|XP_035895998.1|ASTE	LOC115769244|XP_030569817.1|DNOV
OG0007811	LOC118504967|XP_035895984.1|ASTE	LOC115761935|XP_030559826.1|DNOV
OG0007812	LOC118507889|XP_035903021.1|ASTE	LOC115767294|XP_030567387.1|DNOV
OG0007813	LOC118505554|XP_035897400.1|ASTE	LOC115761745|XP_030559502.1|DNOV
OG0007814	LOC118502889|XP_035891500.1|ASTE	LOC115766403|XP_030566180.1|DNOV
OG0007815	LOC118503030|XP_035891753.1|ASTE	LOC115766445|XP_030566232.1|DNOV
OG0007816	LOC118506922|XP_035900612.1|ASTE	LOC115771530|XP_030573127.1|DNOV
OG0007817	LOC118506901|XP_035900577.1|ASTE	LOC115771760|XP_030573471.1|DNOV
OG0007818	LOC118505794|XP_035898020.1|ASTE	LOC115764092|XP_030562805.1|DNOV
OG0007819	LOC118502894|XP_035891507.1|ASTE	LOC115768756|XP_030569306.1|DNOV
OG0007820	LOC118505199|XP_035896564.1|ASTE	LOC115771718|XP_030573397.1|DNOV
OG0007821	LOC118505635|XP_035897603.1|ASTE	LOC115761354|XP_030558960.1|DNOV
OG0007822	LOC118505632|XP_035897599.1|ASTE	LOC115761353|XP_030558959.1|DNOV
OG0007823	LOC118505629|XP_035897595.1|ASTE	LOC115761335|XP_030558931.1|DNOV
OG0007824	LOC118505623|XP_035897579.1|ASTE	LOC115764204|XP_030562953.1|DNOV
OG0007825	LOC118507886|XP_035903011.1|ASTE	LOC115761669|XP_030559378.1|DNOV
OG0007826	LOC118502957|XP_035891613.1|ASTE	LOC115772123|XP_030573958.1|DNOV
OG0007827	LOC118507847|XP_035902872.1|ASTE	LOC115767998|XP_030568264.1|DNOV
OG0007828	LOC118511564|XP_035910696.1|ASTE	LOC115762920|XP_030561161.1|DNOV
OG0007829	LOC118507904|XP_035903052.1|ASTE	LOC115761555|XP_030559198.1|DNOV
OG0007830	LOC118504293|XP_035894482.1|ASTE	LOC115761479|XP_030559106.1|DNOV
OG0007831	LOC118505242|XP_035896685.1|ASTE	LOC115767727|XP_030567897.1|DNOV
OG0007833	LOC118505191|XP_035896547.1|ASTE	LOC115767408|XP_030567543.1|DNOV
OG0007837	LOC118502945|XP_035891588.1|ASTE	LOC115764191|XP_030562938.1|DNOV
OG0007838	LOC118502936|XP_035891578.1|ASTE	LOC115764195|XP_030562942.1|DNOV
OG0007839	LOC118507508|XP_035901941.1|ASTE	LOC115767280|XP_030567372.1|DNOV
OG0007840	LOC118507571|XP_035902099.1|ASTE	LOC115761180|XP_030558703.1|DNOV
OG0007841	LOC118506362|XP_035899270.1|ASTE	LOC115771755|XP_030573465.1|DNOV
OG0007844	LOC118507473|XP_035901870.1|ASTE	LOC115760934|XP_030558370.1|DNOV
OG0007845	LOC118507482|XP_035901890.1|ASTE	LOC115761347|XP_030558952.1|DNOV
OG0007846	LOC118507465|XP_035901853.1|ASTE	LOC115767590|XP_030567740.1|DNOV
OG0007847	LOC118508586|XP_035904384.1|ASTE	LOC115764103|XP_030562815.1|DNOV
OG0007848	LOC118502953|XP_035891603.1|ASTE	LOC115764105|XP_030562817.1|DNOV
OG0007849	LOC118502958|XP_035891614.1|ASTE	LOC115759585|XP_030556412.1|DNOV
OG0007850	LOC118502951|XP_035891600.1|ASTE	LOC115759584|XP_030556411.1|DNOV
OG0007851	LOC118502972|XP_035891635.1|ASTE	LOC115761724|XP_030559465.1|DNOV
OG0007852	LOC118502998|XP_035891699.1|ASTE	LOC115771846|XP_030573587.1|DNOV
OG0007853	LOC118503117|XP_035891955.1|ASTE	LOC115772061|XP_030573864.1|DNOV
OG0007854	LOC118503375|XP_035892468.1|ASTE	LOC115764061|XP_030562768.1|DNOV
OG0007855	LOC118504386|XP_035894687.1|ASTE	LOC115761459|XP_030559086.1|DNOV
OG0007856	LOC118504395|XP_035894694.1|ASTE	LOC115764106|XP_030562819.1|DNOV
OG0007857	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE	LOC115757724|XP_030553949.1|DNOV
OG0007858	LOC118503274|XP_035892240.1|ASTE	LOC115758513|XP_030555065.1|DNOV
OG0007859	LOC118503190|XP_035892064.1|ASTE	LOC115767086|XP_030567094.1|DNOV
OG0007860	LOC118503373|XP_035892463.1|ASTE	LOC115764898|XP_030564049.1|DNOV
OG0007861	LOC118506945|XP_035900655.1|ASTE	LOC115765078|XP_030564314.1|DNOV
OG0007863	LOC118502752|XP_035891211.1|ASTE	LOC115763154|XP_030561464.1|DNOV
OG0007864	LOC118505032|XP_035896147.1|ASTE	LOC115764987|XP_030564175.1|DNOV
OG0007865	LOC118505081|XP_035896263.1|ASTE	LOC115771539|XP_030573136.1|DNOV
OG0007866	LOC118504423|XP_035894753.1|ASTE	LOC115757768|XP_030554053.1|DNOV
OG0007867	LOC118503275|XP_035892242.1|ASTE	LOC115764631|XP_030563657.1|DNOV
OG0007868	LOC118502862|XP_035891463.1|ASTE	LOC115771694|XP_030573371.1|DNOV
OG0007869	LOC118513436|XP_035915066.1|ASTE	LOC115767607|XP_030567764.1|DNOV
OG0007870	LOC118511493|XP_035910544.1|ASTE	LOC115770170|XP_030571189.1|DNOV
OG0007871	LOC118513128|XP_035914438.1|ASTE	LOC115768276|XP_030568674.1|DNOV
OG0007872	LOC118511492|XP_035910536.1|ASTE	LOC115762634|XP_030560798.1|DNOV
OG0007873	LOC118514269|XP_035916903.1|ASTE	LOC115762832|XP_030561059.1|DNOV
OG0007874	LOC118508900|XP_035904652.1|ASTE	LOC115768607|XP_030569120.1|DNOV
OG0007876	LOC118509096|XP_035905141.1|ASTE	LOC115767617|XP_030567777.1|DNOV
OG0007877	LOC118510075|XP_035907362.1|ASTE	LOC115768916|XP_030569506.1|DNOV
