Orthogroup	ASTE.longest_only	BCOP.longest_only
OG0006963	LOC118513434|XP_035915058.1|ASTE	LOC119075657|XP_037038061.1|BCOP
OG0006964	LOC118513439|XP_035915072.1|ASTE	LOC119075641|XP_037038018.1|BCOP
OG0006965	LOC118509270|XP_035905517.1|ASTE	LOC119085920|XP_037052369.1|BCOP
OG0006966	LOC118509269|XP_035905516.1|ASTE	LOC119070953|XP_037031403.1|BCOP
OG0006967	LOC118509267|XP_035905511.1|ASTE	LOC119081566|XP_037046493.1|BCOP
OG0006968	LOC118509066|XP_035905078.1|ASTE	LOC119075560|XP_037037926.1|BCOP
OG0006969	LOC118509079|XP_035905105.1|ASTE	LOC119073662|XP_037035161.1|BCOP
OG0006970	LOC118508991|XP_035904882.1|ASTE	LOC119081657|XP_037046634.1|BCOP
OG0006971	LOC118511679|XP_035910940.1|ASTE	LOC119077110|XP_037040173.1|BCOP
OG0006972	LOC118511677|XP_035910933.1|ASTE	LOC119070921|XP_037031355.1|BCOP
OG0006973	LOC118511670|XP_035910921.1|ASTE	LOC119072062|XP_037033092.1|BCOP
OG0006974	LOC118511648|XP_035910875.1|ASTE	LOC119082243|XP_037047602.1|BCOP
OG0006975	LOC118512470|XP_035912849.1|ASTE	LOC119078756|XP_037042356.1|BCOP
OG0006976	LOC118511789|XP_035911200.1|ASTE	LOC119071577|XP_037032414.1|BCOP
OG0006977	LOC118511622|XP_035910813.1|ASTE	LOC119083766|XP_037049444.1|BCOP
OG0006978	LOC118511605|XP_035910781.1|ASTE	LOC119079161|XP_037042873.1|BCOP
OG0006979	LOC118509144|XP_035905244.1|ASTE	LOC119075330|XP_037037651.1|BCOP
OG0006980	LOC118509038|XP_035904971.1|ASTE	LOC119081962|XP_037047161.1|BCOP
OG0006981	LOC118514031|XP_035916400.1|ASTE	LOC119081952|XP_037047140.1|BCOP
OG0006982	LOC118513894|XP_035916101.1|ASTE	LOC119066086|XP_037024249.1|BCOP
OG0006983	LOC118513900|XP_035916110.1|ASTE	LOC119085899|XP_037052337.1|BCOP
OG0006984	LOC118513733|XP_035915781.1|ASTE	LOC119085814|XP_037052193.1|BCOP
OG0006985	LOC118513728|XP_035915774.1|ASTE	LOC119072678|XP_037033847.1|BCOP
OG0006986	LOC118513729|XP_035915776.1|ASTE	LOC119072681|XP_037033851.1|BCOP
OG0006988	LOC118510995|XP_035909402.1|ASTE	LOC119071147|XP_037031770.1|BCOP
OG0006989	LOC118511025|XP_035909496.1|ASTE	LOC119076544|XP_037039234.1|BCOP
OG0006990	LOC118511022|XP_035909486.1|ASTE	LOC119072679|XP_037033848.1|BCOP
OG0006991	LOC118511016|XP_035909437.1|ASTE	LOC119083999|XP_037049706.1|BCOP
OG0006992	LOC118512468|XP_035912836.1|ASTE	LOC119085825|XP_037052217.1|BCOP
OG0006993	LOC118512567|XP_035913053.1|ASTE	LOC119081946|XP_037047107.1|BCOP
OG0006994	LOC118510142|XP_035907522.1|ASTE	LOC119080662|XP_037044982.1|BCOP
OG0006995	LOC118511692|XP_035910986.1|ASTE	LOC119085427|XP_037051737.1|BCOP
OG0006996	LOC118513776|XP_035915847.1|ASTE	LOC119080112|XP_037044238.1|BCOP
OG0006997	LOC118510001|XP_035907278.1|ASTE	LOC119083792|XP_037049493.1|BCOP
OG0006998	LOC118513744|XP_035915794.1|ASTE	LOC119078533|XP_037041995.1|BCOP
OG0006999	LOC118513760|XP_035915827.1|ASTE	LOC119081140|XP_037045780.1|BCOP
OG0007000	LOC118514143|XP_035916644.1|ASTE	LOC119077635|XP_037040751.1|BCOP
OG0007001	LOC118513360|XP_035914885.1|ASTE	LOC119081481|XP_037046376.1|BCOP
OG0007002	LOC118511688|XP_035910971.1|ASTE	LOC119078738|XP_037042318.1|BCOP
OG0007004	LOC118512575|XP_035913087.1|ASTE	LOC119075317|XP_037037632.1|BCOP
OG0007005	LOC118512581|XP_035913102.1|ASTE	LOC119075356|XP_037037683.1|BCOP
OG0007006	LOC118510645|XP_035908637.1|ASTE	LOC119078935|XP_037042574.1|BCOP
OG0007007	LOC118514599|XP_035917489.1|ASTE	LOC119082607|XP_037048065.1|BCOP
OG0007008	LOC118510011|XP_035907290.1|ASTE	LOC119071748|XP_037032677.1|BCOP
OG0007009	LOC118510592|XP_035908487.1|ASTE	LOC119070865|XP_037031270.1|BCOP
OG0007010	LOC118514660|XP_035917591.1|ASTE	LOC119066644|XP_037025106.1|BCOP
OG0007011	LOC118514664|XP_035917599.1|ASTE	LOC119067119|XP_037025790.1|BCOP
OG0007012	LOC118514670|XP_035917605.1|ASTE	LOC119072860|XP_037034062.1|BCOP
OG0007013	LOC118511778|XP_035911177.1|ASTE	LOC119085930|XP_037052377.1|BCOP
OG0007014	LOC118511780|XP_035911179.1|ASTE	LOC119085935|XP_037052383.1|BCOP
OG0007015	LOC118511786|XP_035911196.1|ASTE	LOC119078437|XP_037041852.1|BCOP
OG0007016	LOC118509319|XP_035905664.1|ASTE	LOC119084659|XP_037050621.1|BCOP
OG0007017	LOC118514631|XP_035917526.1|ASTE	LOC119066308|XP_037024588.1|BCOP
OG0007018	LOC118514632|XP_035917529.1|ASTE	LOC119066310|XP_037024591.1|BCOP
OG0007019	LOC118511798|XP_035911221.1|ASTE	LOC119072573|XP_037033714.1|BCOP
OG0007020	LOC118512431|XP_035912782.1|ASTE	LOC119085236|XP_037051444.1|BCOP
OG0007021	LOC118514562|XP_035917451.1|ASTE	LOC119070899|XP_037031321.1|BCOP
OG0007022	LOC118514540|XP_035917416.1|ASTE	LOC119078773|XP_037042378.1|BCOP
OG0007023	LOC118514575|XP_035917469.1|ASTE	LOC119070852|XP_037031259.1|BCOP
OG0007024	LOC118514536|XP_035917412.1|ASTE	LOC119070829|XP_037031226.1|BCOP
OG0007025	LOC118513286|XP_035914747.1|ASTE	LOC119066243|XP_037024459.1|BCOP
OG0007026	LOC118513277|XP_035914736.1|ASTE	LOC119066248|XP_037024467.1|BCOP
OG0007027	LOC118509224|XP_035905418.1|ASTE	LOC119086045|XP_037052513.1|BCOP
OG0007028	LOC118509225|XP_035905419.1|ASTE	LOC119066414|XP_037024781.1|BCOP
OG0007030	LOC118512609|XP_035913175.1|ASTE	LOC119069493|XP_037029458.1|BCOP
OG0007031	LOC118512595|XP_035913141.1|ASTE	LOC119071585|XP_037032426.1|BCOP
OG0007032	LOC118512601|XP_035913150.1|ASTE	LOC119079281|XP_037042962.1|BCOP
OG0007033	LOC118512604|XP_035913166.1|ASTE	LOC119070853|XP_037031261.1|BCOP
OG0007034	LOC118513689|XP_035915701.1|ASTE	LOC119067253|XP_037026024.1|BCOP
OG0007035	LOC118513688|XP_035915700.1|ASTE	LOC119074138|XP_037036020.1|BCOP
OG0007036	LOC118513693|XP_035915710.1|ASTE	LOC119073875|XP_037035647.1|BCOP, LOC119073216|XP_037034421.1|BCOP
OG0007037	LOC118513694|XP_035915711.1|ASTE	LOC119070490|XP_037030741.1|BCOP
OG0007038	LOC118512535|XP_035912983.1|ASTE	LOC119079632|XP_037043532.1|BCOP
OG0007039	LOC118511554|XP_035910676.1|ASTE	LOC119072831|XP_037034034.1|BCOP
OG0007040	LOC118509827|XP_035906890.1|ASTE	LOC119082119|XP_037047399.1|BCOP
OG0007041	LOC118510863|XP_035909102.1|ASTE	LOC119075649|XP_037038031.1|BCOP
OG0007042	LOC118510860|XP_035909086.1|ASTE	LOC119085398|XP_037051695.1|BCOP
OG0007043	LOC118505163|XP_035896453.1|ASTE	LOC119074323|XP_037036293.1|BCOP
OG0007044	LOC118513503|XP_035915243.1|ASTE	LOC119075597|XP_037037962.1|BCOP
OG0007045	LOC118509262|XP_035905504.1|ASTE	LOC119074801|XP_037036980.1|BCOP
OG0007046	LOC118514600|XP_035917490.1|ASTE	LOC119078745|XP_037042339.1|BCOP
OG0007047	LOC118513351|XP_035914876.1|ASTE	LOC119076321|XP_037038888.1|BCOP
OG0007048	LOC118513319|XP_035914818.1|ASTE	LOC119076324|XP_037038891.1|BCOP
OG0007049	LOC118509181|XP_035905340.1|ASTE	LOC119072941|XP_037034163.1|BCOP
OG0007050	LOC118513627|XP_035915583.1|ASTE	LOC119082230|XP_037047582.1|BCOP
OG0007051	LOC118513631|XP_035915588.1|ASTE	LOC119084673|XP_037050646.1|BCOP
OG0007052	LOC118510583|XP_035908468.1|ASTE	LOC119082298|XP_037047674.1|BCOP
OG0007053	LOC118510874|XP_035909129.1|ASTE	LOC119072991|XP_037034211.1|BCOP
OG0007054	LOC118512542|XP_035913007.1|ASTE	LOC119081638|XP_037046605.1|BCOP
OG0007055	LOC118513779|XP_035915850.1|ASTE	LOC119081530|XP_037046425.1|BCOP
OG0007056	LOC118513799|XP_035915889.1|ASTE	LOC119084607|XP_037050565.1|BCOP
OG0007057	LOC118513826|XP_035915955.1|ASTE	LOC119084600|XP_037050548.1|BCOP
OG0007058	LOC118513818|XP_035915944.1|ASTE	LOC119068571|XP_037028110.1|BCOP
OG0007059	LOC118510868|XP_035909109.1|ASTE	LOC119077135|XP_037040209.1|BCOP
OG0007060	LOC118513005|XP_035914159.1|ASTE	LOC119077134|XP_037040208.1|BCOP
OG0007061	LOC118512941|XP_035914038.1|ASTE	LOC119077151|XP_037040232.1|BCOP
OG0007062	LOC118513470|XP_035915154.1|ASTE	LOC119070730|XP_037031081.1|BCOP
OG0007063	LOC118511237|XP_035909968.1|ASTE	LOC119070882|XP_037031297.1|BCOP
OG0007064	LOC118513660|XP_035915647.1|ASTE	LOC119075302|XP_037037607.1|BCOP
OG0007065	LOC118513657|XP_035915636.1|ASTE	LOC119082296|XP_037047670.1|BCOP
OG0007066	LOC118514251|XP_035916858.1|ASTE	LOC119070889|XP_037031306.1|BCOP
OG0007067	LOC118509881|XP_035907013.1|ASTE	LOC119076211|XP_037038758.1|BCOP
OG0007068	LOC118509891|XP_035907030.1|ASTE	LOC119070885|XP_037031302.1|BCOP
OG0007069	LOC118511695|XP_035910988.1|ASTE	LOC119071547|XP_037032342.1|BCOP
OG0007071	LOC118513225|XP_035914645.1|ASTE	LOC119081306|XP_037045962.1|BCOP
OG0007072	LOC118511243|XP_035909976.1|ASTE	LOC119066272|XP_037024525.1|BCOP
OG0007073	LOC118513623|XP_035915574.1|ASTE	LOC119078873|XP_037042485.1|BCOP
OG0007074	LOC118510912|XP_035909208.1|ASTE	LOC119085999|XP_037052469.1|BCOP
OG0007075	LOC118510911|XP_035909205.1|ASTE	LOC119077130|XP_037040200.1|BCOP
OG0007076	LOC118512969|XP_035914089.1|ASTE	LOC119081410|XP_037046198.1|BCOP
OG0007077	LOC118511807|XP_035911240.1|ASTE	LOC119085902|XP_037052341.1|BCOP
OG0007078	LOC118511812|XP_035911244.1|ASTE	LOC119075624|XP_037037996.1|BCOP
OG0007079	LOC118509951|XP_035907175.1|ASTE	LOC119075626|XP_037037999.1|BCOP
OG0007080	LOC118510772|XP_035908931.1|ASTE	LOC119066258|XP_037024504.1|BCOP
OG0007081	LOC118510764|XP_035908910.1|ASTE	LOC119072894|XP_037034114.1|BCOP
OG0007082	LOC118510763|XP_035908909.1|ASTE	LOC119085897|XP_037052331.1|BCOP
OG0007083	LOC118510760|XP_035908897.1|ASTE	LOC119085906|XP_037052344.1|BCOP
OG0007084	LOC118510757|XP_035908894.1|ASTE	LOC119085989|XP_037052449.1|BCOP
OG0007085	LOC118510043|XP_035907324.1|ASTE	LOC119079037|XP_037042719.1|BCOP
OG0007086	LOC118514053|XP_035916439.1|ASTE	LOC119066785|XP_037025342.1|BCOP
OG0007087	LOC118514124|XP_035916602.1|ASTE	LOC119085875|XP_037052282.1|BCOP
OG0007088	LOC118514120|XP_035916592.1|ASTE	LOC119085880|XP_037052287.1|BCOP
OG0007089	LOC118509947|XP_035907172.1|ASTE	LOC119081691|XP_037046683.1|BCOP
OG0007090	LOC118514101|XP_035916559.1|ASTE	LOC119077511|XP_037040638.1|BCOP
OG0007091	LOC118514094|XP_035916523.1|ASTE	LOC119077108|XP_037040163.1|BCOP
OG0007092	LOC118509946|XP_035907171.1|ASTE	LOC119067099|XP_037025757.1|BCOP
OG0007093	LOC118511222|XP_035909937.1|ASTE	LOC119084627|XP_037050590.1|BCOP
OG0007094	LOC118513690|XP_035915703.1|ASTE	LOC119072766|XP_037033955.1|BCOP
OG0007095	LOC118513685|XP_035915683.1|ASTE	LOC119084623|XP_037050586.1|BCOP
OG0007096	LOC118513337|XP_035914851.1|ASTE	LOC119084629|XP_037050592.1|BCOP
OG0007098	LOC118510674|XP_035908728.1|ASTE	LOC119070919|XP_037031352.1|BCOP
OG0007099	LOC118514116|XP_035916585.1|ASTE	LOC119082776|XP_037048267.1|BCOP
OG0007100	LOC118510064|XP_035907347.1|ASTE	LOC119082762|XP_037048244.1|BCOP
OG0007101	LOC118514087|XP_035916513.1|ASTE	LOC119066201|XP_037024416.1|BCOP
OG0007102	LOC118514071|XP_035916490.1|ASTE	LOC119076247|XP_037038805.1|BCOP
OG0007103	LOC118510712|XP_035908804.1|ASTE	LOC119066793|XP_037025351.1|BCOP
OG0007104	LOC118510706|XP_035908798.1|ASTE	LOC119066322|XP_037024606.1|BCOP
OG0007105	LOC118510705|XP_035908797.1|ASTE	LOC119075292|XP_037037598.1|BCOP
OG0007106	LOC118510696|XP_035908768.1|ASTE	LOC119066490|XP_037024894.1|BCOP
OG0007107	LOC118510694|XP_035908762.1|ASTE	LOC119066040|XP_037024157.1|BCOP
OG0007108	LOC118510693|XP_035908760.1|ASTE	LOC119066665|XP_037025140.1|BCOP
OG0007109	LOC118510680|XP_035908736.1|ASTE	LOC119077057|XP_037040082.1|BCOP
OG0007110	LOC118510677|XP_035908731.1|ASTE	LOC119068109|XP_037027450.1|BCOP
OG0007111	LOC118510673|XP_035908713.1|ASTE	LOC119076960|XP_037039934.1|BCOP
OG0007112	LOC118510668|XP_035908705.1|ASTE	LOC119076958|XP_037039932.1|BCOP
OG0007113	LOC118510664|XP_035908697.1|ASTE	LOC119069871|XP_037029940.1|BCOP
OG0007114	LOC118510662|XP_035908689.1|ASTE	LOC119085973|XP_037052429.1|BCOP
OG0007115	LOC118510658|XP_035908676.1|ASTE	LOC119085972|XP_037052428.1|BCOP
OG0007116	LOC118514135|XP_035916624.1|ASTE	LOC119083392|XP_037049003.1|BCOP
OG0007117	LOC118514137|XP_035916626.1|ASTE	LOC119075618|XP_037037992.1|BCOP
OG0007118	LOC118514134|XP_035916621.1|ASTE	LOC119076240|XP_037038796.1|BCOP
OG0007119	LOC118505767|XP_035897903.1|ASTE	LOC119076707|XP_037039926.1|BCOP
OG0007120	LOC118505764|XP_035897887.1|ASTE	LOC119074839|XP_037037031.1|BCOP, LOC119067302|XP_037026102.1|BCOP
OG0007121	LOC118503512|XP_035892756.1|ASTE	LOC119084708|XP_037050711.1|BCOP
OG0007122	LOC118505761|XP_035897882.1|ASTE	LOC119076062|XP_037038594.1|BCOP
OG0007123	LOC118505758|XP_035897868.1|ASTE	LOC119069659|XP_037029675.1|BCOP
OG0007124	LOC118505742|XP_035897829.1|ASTE	LOC119076427|XP_037039067.1|BCOP
OG0007125	LOC118505740|XP_035897823.1|ASTE	LOC119073786|XP_037035395.1|BCOP
OG0007126	LOC118505738|XP_035897821.1|ASTE	LOC119077636|XP_037040752.1|BCOP
OG0007127	LOC118505737|XP_035897820.1|ASTE	LOC119076422|XP_037039059.1|BCOP
OG0007128	LOC118505736|XP_035897819.1|ASTE	LOC119076435|XP_037039080.1|BCOP
OG0007129	LOC118505851|XP_035898123.1|ASTE	LOC119070286|XP_037030451.1|BCOP
OG0007130	LOC118505327|XP_035896866.1|ASTE	LOC119070850|XP_037031260.1|BCOP
OG0007131	LOC118505324|XP_035896860.1|ASTE	LOC119070900|XP_037031324.1|BCOP
OG0007132	LOC118507359|XP_035901659.1|ASTE	LOC119071122|XP_037031669.1|BCOP
OG0007133	LOC118507596|XP_035902157.1|ASTE	LOC119071213|XP_037031913.1|BCOP
OG0007134	LOC118507586|XP_035902141.1|ASTE	LOC119077902|XP_037041168.1|BCOP
OG0007135	LOC118507598|XP_035902161.1|ASTE	LOC119071299|XP_037032072.1|BCOP
OG0007136	LOC118507574|XP_035902112.1|ASTE	LOC119074974|XP_037037269.1|BCOP
OG0007137	LOC118506569|XP_035899786.1|ASTE	LOC119072068|XP_037033101.1|BCOP
OG0007138	LOC118506570|XP_035899803.1|ASTE	LOC119071991|XP_037033014.1|BCOP
OG0007139	LOC118506645|XP_035899926.1|ASTE	LOC119072710|XP_037033878.1|BCOP
OG0007140	LOC118506646|XP_035899938.1|ASTE	LOC119075228|XP_037037513.1|BCOP
OG0007141	LOC118506644|XP_035899925.1|ASTE	LOC119073958|XP_037035745.1|BCOP
OG0007142	LOC118505232|XP_035896658.1|ASTE	LOC119075858|XP_037038310.1|BCOP
OG0007143	LOC118517522|XP_035919644.1|ASTE	LOC119081198|XP_037045809.1|BCOP
OG0007144	LOC118517520|XP_035919642.1|ASTE	LOC119074574|XP_037036699.1|BCOP
OG0007146	LOC118517545|XP_035919677.1|ASTE	LOC119073398|XP_037034727.1|BCOP
OG0007147	LOC118517523|XP_035919645.1|ASTE	LOC119075783|XP_037038238.1|BCOP
OG0007148	LOC118505845|XP_035898097.1|ASTE	LOC119077633|XP_037040741.1|BCOP
OG0007149	LOC118502506|XP_035890638.1|ASTE	LOC119073317|XP_037034600.1|BCOP
OG0007150	LOC118505357|XP_035896924.1|ASTE	LOC119077579|XP_037040684.1|BCOP
OG0007151	LOC118505361|XP_035896944.1|ASTE	LOC119082714|XP_037048183.1|BCOP
OG0007152	LOC118505825|XP_035898068.1|ASTE	LOC119074336|XP_037036322.1|BCOP
OG0007153	LOC118505837|XP_035898088.1|ASTE	LOC119074788|XP_037036962.1|BCOP
OG0007154	LOC118504859|XP_035895788.1|ASTE	LOC119069713|XP_037029732.1|BCOP
OG0007155	LOC118517571|XP_035919711.1|ASTE	LOC119069578|XP_037029557.1|BCOP
OG0007156	LOC118505288|XP_035896766.1|ASTE	LOC119075150|XP_037037439.1|BCOP
OG0007157	LOC118505655|XP_035897635.1|ASTE	LOC119078753|XP_037042350.1|BCOP
OG0007158	LOC118505658|XP_035897642.1|ASTE	LOC119078787|XP_037042393.1|BCOP
OG0007159	LOC118505665|XP_035897670.1|ASTE	LOC119067457|XP_037026338.1|BCOP
OG0007160	LOC118505673|XP_035897696.1|ASTE	LOC119074874|XP_037037105.1|BCOP
OG0007161	LOC118505516|XP_035897309.1|ASTE	LOC119074214|XP_037036111.1|BCOP
OG0007162	LOC118505515|XP_035897308.1|ASTE	LOC119074204|XP_037036099.1|BCOP
OG0007163	LOC118506333|XP_035899200.1|ASTE	LOC119077921|XP_037041197.1|BCOP
OG0007164	LOC118505822|XP_035898064.1|ASTE	LOC119073862|XP_037035622.1|BCOP
OG0007165	LOC118504952|XP_035895963.1|ASTE	LOC119074758|XP_037036919.1|BCOP
OG0007166	LOC118504947|XP_035895939.1|ASTE	LOC119074547|XP_037036611.1|BCOP
OG0007167	LOC118505810|XP_035898045.1|ASTE	LOC119074679|XP_037036858.1|BCOP
OG0007168	LOC118508371|XP_035903991.1|ASTE	LOC119074546|XP_037036608.1|BCOP
OG0007169	LOC118508374|XP_035904002.1|ASTE	LOC119074927|XP_037037217.1|BCOP
OG0007170	LOC118505645|XP_035897616.1|ASTE	LOC119076563|XP_037039241.1|BCOP
OG0007171	LOC118505518|XP_035897311.1|ASTE	LOC119075808|XP_037038270.1|BCOP
OG0007172	LOC118502760|XP_035891232.1|ASTE	LOC119076672|XP_037039462.1|BCOP
OG0007173	LOC118502759|XP_035891230.1|ASTE	LOC119066320|XP_037024608.1|BCOP
OG0007174	LOC118506736|XP_035900175.1|ASTE	LOC119074856|XP_037037063.1|BCOP
OG0007175	LOC118506751|XP_035900226.1|ASTE	LOC119082070|XP_037047304.1|BCOP
OG0007176	LOC118505650|XP_035897625.1|ASTE	LOC119076054|XP_037038584.1|BCOP
OG0007177	LOC118517563|XP_035919698.1|ASTE	LOC119084120|XP_037049868.1|BCOP
OG0007178	LOC118517521|XP_035919643.1|ASTE	LOC119070136|XP_037030358.1|BCOP
OG0007179	LOC118517539|XP_035919668.1|ASTE	LOC119077325|XP_037040432.1|BCOP
OG0007180	LOC118517530|XP_035919657.1|ASTE	LOC119077695|XP_037040862.1|BCOP
OG0007181	LOC118505519|XP_035897312.1|ASTE	LOC119075024|XP_037037331.1|BCOP
OG0007182	LOC118506435|XP_035899448.1|ASTE	LOC119084330|XP_037050156.1|BCOP
OG0007183	LOC118506428|XP_035899422.1|ASTE	LOC119085256|XP_037051488.1|BCOP
OG0007184	LOC118506427|XP_035899420.1|ASTE	LOC119074286|XP_037036201.1|BCOP
OG0007186	LOC118506760|XP_035900246.1|ASTE	LOC119076662|XP_037039442.1|BCOP
OG0007187	LOC118508511|XP_035904248.1|ASTE	LOC119075713|XP_037038131.1|BCOP
OG0007188	LOC118508513|XP_035904254.1|ASTE	LOC119076821|XP_037039710.1|BCOP
OG0007189	LOC118508517|XP_035904263.1|ASTE	LOC119075723|XP_037038154.1|BCOP
OG0007190	LOC118508519|XP_035904266.1|ASTE	LOC119085984|XP_037052447.1|BCOP
OG0007191	LOC118508522|XP_035904274.1|ASTE	LOC119081266|XP_037045903.1|BCOP
OG0007192	LOC118504500|XP_035894915.1|ASTE	LOC119077814|XP_037041020.1|BCOP
OG0007193	LOC118504493|XP_035894909.1|ASTE	LOC119074781|XP_037036950.1|BCOP
OG0007194	LOC118504497|XP_035894913.1|ASTE	LOC119075009|XP_037037308.1|BCOP
OG0007195	LOC118505344|XP_035896896.1|ASTE	LOC119076215|XP_037038761.1|BCOP
OG0007196	LOC118504861|XP_035895790.1|ASTE	LOC119067904|XP_037027088.1|BCOP
OG0007197	LOC118505651|XP_035897626.1|ASTE	LOC119074394|XP_037036408.1|BCOP
OG0007198	LOC118506606|XP_035899866.1|ASTE	LOC119076236|XP_037038790.1|BCOP
OG0007199	LOC118506599|XP_035899858.1|ASTE	LOC119076668|XP_037039456.1|BCOP
OG0007200	LOC118506597|XP_035899855.1|ASTE	LOC119074782|XP_037036951.1|BCOP
OG0007201	LOC118505860|XP_035898135.1|ASTE	LOC119070236|XP_037030405.1|BCOP
OG0007202	LOC118505861|XP_035898137.1|ASTE	LOC119084465|XP_037050344.1|BCOP
OG0007203	LOC118503578|XP_035892911.1|ASTE	LOC119072657|XP_037033811.1|BCOP
OG0007204	LOC118503579|XP_035892912.1|ASTE	LOC119066660|XP_037025132.1|BCOP
OG0007205	LOC118503582|XP_035892914.1|ASTE	LOC119072677|XP_037033850.1|BCOP
OG0007206	LOC118506993|XP_035900766.1|ASTE	LOC119077859|XP_037041083.1|BCOP
OG0007207	LOC118502724|XP_035891173.1|ASTE	LOC119067423|XP_037026289.1|BCOP
OG0007208	LOC118502728|XP_035891181.1|ASTE	LOC119075710|XP_037038127.1|BCOP
OG0007209	LOC118502721|XP_035891170.1|ASTE	LOC119085196|XP_037051403.1|BCOP
OG0007210	LOC118511708|XP_035911022.1|ASTE	LOC119082079|XP_037047329.1|BCOP
OG0007211	LOC118502682|XP_035891083.1|ASTE	LOC119076811|XP_037039693.1|BCOP
OG0007212	LOC118503570|XP_035892896.1|ASTE	LOC119076624|XP_037039384.1|BCOP
OG0007213	LOC118506526|XP_035899671.1|ASTE	LOC119082922|XP_037048475.1|BCOP
OG0007214	LOC118506524|XP_035899658.1|ASTE	LOC119074371|XP_037036372.1|BCOP
OG0007215	LOC118506512|XP_035899631.1|ASTE	LOC119076547|XP_037039238.1|BCOP
OG0007216	LOC118502431|XP_035890552.1|ASTE	LOC119083503|XP_037049152.1|BCOP
OG0007217	LOC118506510|XP_035899627.1|ASTE	LOC119084472|XP_037050352.1|BCOP
OG0007218	LOC118505237|XP_035896669.1|ASTE	LOC119075670|XP_037038082.1|BCOP, LOC119074844|XP_037037054.1|BCOP
OG0007219	LOC118504643|XP_035895287.1|ASTE	LOC119067631|XP_037026627.1|BCOP
OG0007220	LOC118505319|XP_035896857.1|ASTE	LOC119068981|XP_037028747.1|BCOP
OG0007221	LOC118505318|XP_035896855.1|ASTE	LOC119077864|XP_037041104.1|BCOP
OG0007222	LOC118504785|XP_035895629.1|ASTE	LOC119074554|XP_037036635.1|BCOP
OG0007223	LOC118503657|XP_035893073.1|ASTE	LOC119084083|XP_037049814.1|BCOP
OG0007224	LOC118503651|XP_035893065.1|ASTE	LOC119066570|XP_037025014.1|BCOP
OG0007225	LOC118503660|XP_035893078.1|ASTE	LOC119078015|XP_037041301.1|BCOP
OG0007226	LOC118503649|XP_035893061.1|ASTE	LOC119074823|XP_037037008.1|BCOP
OG0007227	LOC118506562|XP_035899777.1|ASTE	LOC119072072|XP_037033115.1|BCOP
OG0007228	LOC118504311|XP_035894506.1|ASTE	LOC119070998|XP_037031491.1|BCOP
OG0007229	LOC118505125|XP_035896334.1|ASTE	LOC119068418|XP_037027882.1|BCOP
OG0007230	LOC118505251|XP_035896697.1|ASTE	LOC119076160|XP_037038739.1|BCOP
OG0007231	LOC118507615|XP_035902220.1|ASTE	LOC119076022|XP_037038518.1|BCOP
OG0007232	LOC118505502|XP_035897256.1|ASTE	LOC119075142|XP_037037425.1|BCOP
OG0007233	LOC118505504|XP_035897265.1|ASTE	LOC119075013|XP_037037316.1|BCOP
OG0007234	LOC118505525|XP_035897330.1|ASTE	LOC119075004|XP_037037301.1|BCOP
OG0007235	LOC118505526|XP_035897331.1|ASTE	LOC119075005|XP_037037303.1|BCOP
OG0007236	LOC118505473|XP_035897179.1|ASTE	LOC119074694|XP_037036875.1|BCOP
OG0007237	LOC118505472|XP_035897178.1|ASTE	LOC119076872|XP_037039776.1|BCOP
OG0007238	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE	LOC119078641|XP_037042134.1|BCOP
OG0007239	LOC118506575|XP_035899811.1|ASTE	LOC119076045|XP_037038568.1|BCOP
OG0007241	LOC118504278|XP_035894445.1|ASTE	LOC119072238|XP_037033311.1|BCOP
OG0007242	LOC118504276|XP_035894435.1|ASTE	LOC119068101|XP_037027464.1|BCOP
OG0007243	LOC118507727|XP_035902574.1|ASTE	LOC119077856|XP_037041079.1|BCOP
OG0007244	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE	LOC119076676|XP_037039467.1|BCOP
OG0007245	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE	LOC119075786|XP_037038243.1|BCOP
OG0007246	LOC118505461|XP_035897156.1|ASTE	LOC119070456|XP_037030706.1|BCOP
OG0007247	LOC118507637|XP_035902289.1|ASTE	LOC119078952|XP_037042592.1|BCOP
OG0007248	LOC118506340|XP_035899216.1|ASTE	LOC119075918|XP_037038399.1|BCOP
OG0007249	LOC118506330|XP_035899193.1|ASTE	LOC119075865|XP_037038318.1|BCOP
OG0007250	LOC118508545|XP_035904321.1|ASTE	LOC119074647|XP_037036819.1|BCOP
OG0007251	LOC118502617|XP_035890883.1|ASTE	LOC119075237|XP_037037525.1|BCOP
OG0007252	LOC118502612|XP_035890872.1|ASTE	LOC119067761|XP_037026792.1|BCOP
OG0007253	LOC118502594|XP_035890842.1|ASTE	LOC119074853|XP_037037061.1|BCOP
OG0007254	LOC118508354|XP_035903948.1|ASTE	LOC119074409|XP_037036426.1|BCOP
OG0007255	LOC118517566|XP_035919703.1|ASTE	LOC119075801|XP_037038263.1|BCOP
OG0007256	LOC118517537|XP_035919665.1|ASTE	LOC119074644|XP_037036816.1|BCOP
OG0007257	LOC118507000|XP_035900786.1|ASTE	LOC119076664|XP_037039453.1|BCOP
OG0007258	LOC118507005|XP_035900792.1|ASTE	LOC119075956|XP_037038418.1|BCOP
