Orthogroup	ASTE.longest_only	DERE.longest_only
OG0006441	LOC118507556|XP_035902037.1|ASTE	LOC6552703|XP_001979022.1|DERE
OG0006442	LOC118507550|XP_035902024.1|ASTE	LOC6554495|XP_001981940.1|DERE
OG0006443	LOC118502544|XP_035890713.1|ASTE	LOC6553182|XP_001979101.1|DERE
OG0006444	LOC118504473|XP_035894879.1|ASTE	LOC6554228|XP_001981245.1|DERE
OG0006445	LOC118504993|XP_035896064.1|ASTE	LOC6555522|XP_001982428.1|DERE
OG0006446	LOC118504988|XP_035896049.1|ASTE	LOC6555480|XP_001981856.2|DERE
OG0006447	LOC118504990|XP_035896056.1|ASTE	LOC6555337|XP_026839865.1|DERE
OG0006448	LOC118505446|XP_035897137.1|ASTE	LOC6555110|XP_026832894.1|DERE
OG0006449	LOC118505447|XP_035897138.1|ASTE	LOC6555017|XP_026831434.1|DERE
OG0006450	LOC118506816|XP_035900396.1|ASTE	LOC6549636|XP_001974442.1|DERE
OG0006451	LOC118502838|XP_035891409.1|ASTE	LOC6549855|XP_026838521.1|DERE
OG0006452	LOC118502884|XP_035891496.1|ASTE	LOC6555442|XP_001981886.1|DERE
OG0006453	LOC118504531|XP_035894969.1|ASTE	LOC6546445|XP_001972931.1|DERE
OG0006454	LOC118506899|XP_035900572.1|ASTE	LOC6555748|XP_001982451.2|DERE
OG0006455	LOC118504275|XP_035894405.1|ASTE	LOC6552087|XP_026831867.1|DERE
OG0006456	LOC118508011|XP_035903288.1|ASTE	LOC6552091|XP_001978802.1|DERE
OG0006457	LOC118507470|XP_035901865.1|ASTE	LOC6553581|XP_001980277.1|DERE
OG0006458	LOC118506382|XP_035899307.1|ASTE	LOC6542507|XP_001969419.1|DERE
OG0006459	LOC118504434|XP_035894768.1|ASTE	LOC6555121|XP_026834510.1|DERE
OG0006460	LOC118504480|XP_035894890.1|ASTE	LOC6554352|XP_001982050.1|DERE
OG0006461	LOC118503572|XP_035892899.1|ASTE	LOC6553421|XP_001979319.1|DERE
OG0006462	LOC118507534|XP_035901999.1|ASTE	LOC6554172|XP_001982114.2|DERE
OG0006463	LOC118507530|XP_035901988.1|ASTE	LOC6553155|XP_001980063.2|DERE
OG0006464	LOC118505689|XP_035897721.1|ASTE	LOC6546072|XP_026833267.1|DERE
OG0006465	LOC118504670|XP_035895353.1|ASTE	LOC6555555|XP_001982580.1|DERE
OG0006466	LOC118504665|XP_035895340.1|ASTE	LOC6549991|XP_001976733.1|DERE
OG0006467	LOC118502853|XP_035891450.1|ASTE	LOC6551790|XP_001979615.1|DERE
OG0006468	LOC118503377|XP_035892470.1|ASTE	LOC6555020|XP_001982032.1|DERE
OG0006469	LOC118502879|XP_035891490.1|ASTE	LOC6550451|XP_001977828.1|DERE
OG0006470	LOC118508488|XP_035904199.1|ASTE	LOC6544864|XP_001973176.3|DERE
OG0006471	LOC118508581|XP_035904379.1|ASTE	LOC6554978|XP_001982043.2|DERE
OG0006472	LOC118508580|XP_035904377.1|ASTE	LOC6554346|XP_001982045.1|DERE
OG0006473	LOC118502703|XP_035891130.1|ASTE	LOC6546107|XP_001972227.2|DERE
OG0006474	LOC118502725|XP_035891176.1|ASTE	LOC6548355|XP_001975319.1|DERE
OG0006475	LOC118502747|XP_035891206.1|ASTE	LOC6553245|XP_001979065.2|DERE
OG0006476	LOC118502709|XP_035891146.1|ASTE	LOC6551641|XP_001978488.1|DERE
OG0006477	LOC118502741|XP_035891199.1|ASTE	LOC6550903|XP_001976811.1|DERE
OG0006478	LOC118504649|XP_035895299.1|ASTE	LOC6555077|XP_001982068.2|DERE
OG0006479	LOC118506354|XP_035899252.1|ASTE	LOC6555075|XP_015008886.1|DERE
OG0006480	LOC118504644|XP_035895293.1|ASTE	LOC6543185|XP_001970570.1|DERE
OG0006481	LOC118502882|XP_035891494.1|ASTE	LOC6543171|XP_001969788.1|DERE
OG0006482	LOC118505547|XP_035897381.1|ASTE	LOC6555010|XP_001981392.3|DERE
OG0006483	LOC118505557|XP_035897402.1|ASTE	LOC6554152|XP_001981909.2|DERE
OG0006484	LOC118505559|XP_035897403.1|ASTE	LOC6554150|XP_026839763.1|DERE
OG0006485	LOC118506936|XP_035900647.1|ASTE	LOC6552904|XP_001980987.1|DERE
OG0006486	LOC118504367|XP_035894657.1|ASTE	LOC6551967|XP_001980652.1|DERE
OG0006487	LOC118503293|XP_035892280.1|ASTE	LOC6552107|XP_001980701.1|DERE
OG0006488	LOC118504289|XP_035894477.1|ASTE	LOC6545223|XP_001971057.1|DERE
OG0006489	LOC118503303|XP_035892310.1|ASTE	LOC6555099|XP_001981426.1|DERE
OG0006490	LOC118503027|XP_035891745.1|ASTE	LOC6553562|XP_015009644.1|DERE
OG0006491	LOC118503277|XP_035892248.1|ASTE	LOC6549176|XP_026837012.1|DERE
OG0006492	LOC118506937|XP_035900648.1|ASTE	LOC6552605|XP_001978998.2|DERE
OG0006493	LOC118506900|XP_035900573.1|ASTE	LOC6550202|XP_001977558.1|DERE
OG0006494	LOC118506893|XP_035900564.1|ASTE	LOC6550720|XP_001978102.1|DERE
OG0006495	LOC118508255|XP_035903767.1|ASTE	LOC6550678|XP_001978036.2|DERE
OG0006496	LOC118508574|XP_035904370.1|ASTE	LOC6554977|XP_001982042.1|DERE
OG0006497	LOC118505252|XP_035896698.1|ASTE	LOC6553567|XP_015010098.1|DERE
OG0006498	LOC118505193|XP_035896558.1|ASTE	LOC6553569|XP_001980339.1|DERE
OG0006499	LOC118505150|XP_035896421.1|ASTE	LOC6554749|XP_026837041.1|DERE
OG0006500	LOC118505239|XP_035896682.1|ASTE	LOC6541874|XP_001969432.2|DERE
OG0006501	LOC118505241|XP_035896684.1|ASTE	LOC6554221|XP_001981238.1|DERE
OG0006502	LOC118505630|XP_035897596.1|ASTE	LOC6554217|XP_001981234.1|DERE
OG0006503	LOC118505631|XP_035897597.1|ASTE	LOC6554215|XP_001981232.2|DERE
OG0006504	LOC118505628|XP_035897594.1|ASTE	LOC6554214|XP_001981231.1|DERE
OG0006505	LOC118505622|XP_035897578.1|ASTE	LOC6554550|XP_001981310.1|DERE
OG0006506	LOC118506953|XP_035900665.1|ASTE	LOC6545386|XP_026833796.1|DERE
OG0006507	LOC118507431|XP_035901796.1|ASTE	LOC6552118|XP_001979725.1|DERE
OG0006508	LOC118508389|XP_035904025.1|ASTE	LOC6552066|XP_026837575.1|DERE
OG0006509	LOC118502539|XP_035890703.1|ASTE	LOC6550340|XP_026838055.1|DERE
OG0006510	LOC118508380|XP_035904009.1|ASTE	LOC6552032|XP_001980677.1|DERE
OG0006511	LOC118502823|XP_035891392.1|ASTE	LOC6553565|XP_001980335.2|DERE
OG0006512	LOC118505407|XP_035897048.1|ASTE	LOC6553526|XP_001979401.2|DERE
OG0006513	LOC118502549|XP_035890723.1|ASTE	LOC6552576|XP_026831744.1|DERE
OG0006514	LOC118507873|XP_035902973.1|ASTE	LOC6554263|XP_001981893.1|DERE
OG0006515	LOC118507867|XP_035902966.1|ASTE	LOC6554069|XP_001979579.1|DERE
OG0006516	LOC118507851|XP_035902875.1|ASTE	LOC6554691|XP_001981951.1|DERE
OG0006517	LOC118507853|XP_035902880.1|ASTE	LOC6554694|XP_001981954.1|DERE
OG0006518	LOC118507856|XP_035902897.1|ASTE	LOC6554692|XP_026839747.1|DERE
OG0006519	LOC118507854|XP_035902881.1|ASTE	LOC6554695|XP_001981955.2|DERE
OG0006520	LOC118517615|XP_035919804.1|ASTE	LOC6554186|XP_001981262.1|DERE
OG0006521	LOC118502855|XP_035891453.1|ASTE	LOC6552645|XP_001979905.1|DERE
OG0006522	LOC118502845|XP_035891434.1|ASTE	LOC6554190|XP_001981266.1|DERE
OG0006523	LOC118502895|XP_035891509.1|ASTE	LOC6553041|XP_001980046.1|DERE
OG0006524	LOC118505161|XP_035896450.1|ASTE	LOC6542188|XP_001970048.1|DERE
OG0006525	LOC118504688|XP_035895395.1|ASTE	LOC6550362|XP_026837713.1|DERE
OG0006526	LOC118502458|XP_035890581.1|ASTE	LOC6552823|XP_001979056.1|DERE
OG0006527	LOC118508557|XP_035904344.1|ASTE	LOC6552821|XP_001979054.1|DERE
OG0006528	LOC118504265|XP_035894387.1|ASTE	LOC6552724|XP_001979053.1|DERE
OG0006529	LOC118504292|XP_035894481.1|ASTE	LOC6552722|XP_001979051.1|DERE
OG0006530	LOC118502946|XP_035891589.1|ASTE	LOC6552720|XP_001979049.1|DERE
OG0006531	LOC118502941|XP_035891585.1|ASTE	LOC6552716|XP_001979045.1|DERE
OG0006532	LOC118502934|XP_035891576.1|ASTE	LOC6552950|XP_026833610.1|DERE
OG0006533	LOC118502928|XP_035891559.1|ASTE	LOC6548285|XP_001975111.1|DERE
OG0006534	LOC118507506|XP_035901936.1|ASTE	LOC6553096|XP_001980051.1|DERE
OG0006535	LOC118502518|XP_035890671.1|ASTE	LOC6554999|XP_001982054.1|DERE
OG0006536	LOC118502950|XP_035891595.1|ASTE	LOC6552566|XP_001979007.1|DERE
OG0006537	LOC118507909|XP_035903094.1|ASTE	LOC6555254|XP_001981635.1|DERE
OG0006538	LOC118505166|XP_035896459.1|ASTE	LOC6554590|XP_001981546.2|DERE
OG0006539	LOC118505234|XP_035896660.1|ASTE	LOC6555457|XP_001981457.1|DERE
OG0006540	LOC118506360|XP_035899267.1|ASTE	LOC6554374|XP_001982357.2|DERE
OG0006541	LOC118507517|XP_035901970.1|ASTE	LOC6554956|XP_001981376.1|DERE
OG0006542	LOC118507519|XP_035901972.1|ASTE	LOC6554955|XP_001981375.1|DERE
OG0006543	LOC118502948|XP_035891592.1|ASTE	LOC6555048|XP_015009015.1|DERE
OG0006544	LOC118507810|XP_035902767.1|ASTE	LOC6553516|XP_001979347.1|DERE
OG0006545	LOC118507818|XP_035902789.1|ASTE	LOC6555803|XP_001982407.1|DERE
OG0006546	LOC118507803|XP_035902754.1|ASTE	LOC6554754|XP_026834597.1|DERE
OG0006547	LOC118503460|XP_035892636.1|ASTE	LOC6554710|XP_001981960.2|DERE
OG0006548	LOC118507468|XP_035901861.1|ASTE	LOC6553478|XP_001980272.1|DERE
OG0006549	LOC118505069|XP_035896245.1|ASTE	LOC6553352|XP_001980181.1|DERE
OG0006550	LOC118505061|XP_035896230.1|ASTE	LOC6554735|XP_026831733.1|DERE
OG0006551	LOC118507733|XP_035902586.1|ASTE	LOC6550295|XP_001977697.1|DERE
OG0006552	LOC118507732|XP_035902583.1|ASTE	LOC6550241|XP_001977692.3|DERE
OG0006553	LOC118512275|XP_035912357.1|ASTE	LOC6554903|XP_001981588.1|DERE
OG0006554	LOC118511925|XP_035911471.1|ASTE	LOC6553333|XP_001979306.3|DERE
OG0006555	LOC118511930|XP_035911504.1|ASTE	LOC6552067|XP_026834529.1|DERE
OG0006556	LOC118514630|XP_035917524.1|ASTE	LOC6553501|XP_001980228.2|DERE
OG0006557	LOC118511935|XP_035911515.1|ASTE	LOC6553919|XP_001980566.1|DERE
OG0006558	LOC118511941|XP_035911534.1|ASTE	LOC6554563|XP_015009326.1|DERE
OG0006559	LOC118511978|XP_035911610.1|ASTE	LOC6552266|XP_001980747.1|DERE
OG0006560	LOC118507785|XP_035902713.1|ASTE	LOC6554549|XP_026832103.1|DERE
OG0006561	LOC118507784|XP_035902712.1|ASTE	LOC6554472|XP_001981308.1|DERE
OG0006562	LOC118502949|XP_035891594.1|ASTE	LOC6554646|XP_001981577.1|DERE
OG0006563	LOC118503007|XP_035891710.1|ASTE	LOC6553911|XP_026832117.1|DERE
OG0006564	LOC118503001|XP_035891704.1|ASTE	LOC6553913|XP_026836457.1|DERE
OG0006565	LOC118502979|XP_035891651.1|ASTE	LOC6552620|XP_015009762.2|DERE
OG0006566	LOC118504420|XP_035894747.1|ASTE	LOC6552766|XP_026833570.1|DERE
OG0006567	LOC118507831|XP_035902830.1|ASTE	LOC6554242|XP_015009319.1|DERE
OG0006568	LOC118507826|XP_035902816.1|ASTE	LOC6554243|XP_001982152.1|DERE
OG0006569	LOC118507828|XP_035902818.1|ASTE	LOC6544406|XP_026832776.1|DERE
OG0006570	LOC118504296|XP_035894485.1|ASTE	LOC6552383|XP_015009551.1|DERE
OG0006571	LOC118503179|XP_035892047.1|ASTE	LOC6555113|XP_001982255.1|DERE
OG0006572	LOC118506930|XP_035900630.1|ASTE	LOC26526494|XP_015010490.1|DERE
OG0006573	LOC118517613|XP_035919802.1|ASTE	LOC6553118|XP_001979083.1|DERE
OG0006574	LOC118502687|XP_035891093.1|ASTE	LOC6552033|XP_015009948.2|DERE
OG0006575	LOC118504663|XP_035895339.1|ASTE	LOC6554768|XP_001981354.1|DERE
OG0006576	LOC118505085|XP_035896269.1|ASTE	LOC6554422|XP_026839516.1|DERE
OG0006577	LOC118505084|XP_035896268.1|ASTE	LOC6552905|XP_001980988.1|DERE
OG0006578	LOC118505049|XP_035896216.1|ASTE	LOC6554423|XP_015008957.2|DERE
OG0006579	LOC118505072|XP_035896249.1|ASTE	LOC6541711|XP_026834102.1|DERE
OG0006580	LOC118504424|XP_035894754.1|ASTE	LOC6552083|XP_001979783.1|DERE
OG0006581	LOC118505418|XP_035897066.1|ASTE	LOC6552380|XP_001978898.1|DERE
OG0006582	LOC118505421|XP_035897069.1|ASTE	LOC6552172|XP_001979735.2|DERE
OG0006583	LOC118503270|XP_035892229.1|ASTE	LOC6552349|XP_026831930.1|DERE
OG0006584	LOC118504686|XP_035895393.1|ASTE	LOC6541348|XP_001968561.1|DERE
OG0006585	LOC118502840|XP_035891415.1|ASTE	LOC6541188|XP_001970246.2|DERE
OG0006586	LOC118507739|XP_035902605.1|ASTE	LOC6554114|XP_001981269.1|DERE
OG0006587	LOC118507738|XP_035902602.1|ASTE	LOC6554115|XP_001981270.1|DERE
OG0006588	LOC118507740|XP_035902606.1|ASTE	LOC6552468|XP_001979827.1|DERE
OG0006589	LOC118507771|XP_035902685.1|ASTE	LOC6553140|XP_001979124.2|DERE
OG0006590	LOC118507769|XP_035902680.1|ASTE	LOC6552992|XP_001979121.1|DERE
OG0006591	LOC118512048|XP_035911775.1|ASTE	LOC6546485|XP_001973581.1|DERE
OG0006592	LOC118512110|XP_035911977.1|ASTE	LOC6552046|XP_001980722.1|DERE
OG0006593	LOC118512097|XP_035911956.1|ASTE	LOC6552047|XP_001980723.2|DERE
OG0006594	LOC118512101|XP_035911966.1|ASTE	LOC6545975|XP_001972184.1|DERE
OG0006595	LOC118511474|XP_035910494.1|ASTE	LOC6548855|XP_026837121.1|DERE
OG0006596	LOC118511481|XP_035910511.1|ASTE	LOC6547241|XP_001974758.1|DERE
OG0006597	LOC118511484|XP_035910527.1|ASTE	LOC6546244|XP_026832513.1|DERE
OG0006598	LOC118511486|XP_035910531.1|ASTE	LOC6541094|XP_001969424.2|DERE
OG0006599	LOC118511496|XP_035910548.1|ASTE	LOC6544031|XP_001972334.1|DERE
OG0006600	LOC118512952|XP_035914063.1|ASTE	LOC6544069|XP_026832482.1|DERE
OG0006601	LOC118510179|XP_035907593.1|ASTE	LOC6544793|XP_001972500.1|DERE
OG0006602	LOC118510180|XP_035907594.1|ASTE	LOC6544792|XP_015014198.1|DERE
OG0006603	LOC118510170|XP_035907578.1|ASTE	LOC6544790|XP_001972497.1|DERE
OG0006604	LOC118510183|XP_035907598.1|ASTE	LOC6544870|XP_001973166.1|DERE
OG0006605	LOC118510174|XP_035907587.1|ASTE	LOC6551316|XP_026838083.1|DERE
OG0006606	LOC118510181|XP_035907595.1|ASTE	LOC6545447|XP_001972130.3|DERE
OG0006607	LOC118510188|XP_035907602.1|ASTE	LOC6543551|XP_026833487.1|DERE
OG0006608	LOC118510208|XP_035907638.1|ASTE	LOC6552392|XP_001978910.2|DERE
OG0006609	LOC118513123|XP_035914424.1|ASTE	LOC6552967|XP_001980968.1|DERE
OG0006610	LOC118513125|XP_035914425.1|ASTE	LOC6544891|XP_026833576.1|DERE
OG0006611	LOC118513131|XP_035914443.1|ASTE	LOC6545993|XP_026833186.1|DERE
OG0006612	LOC118513133|XP_035914452.1|ASTE	LOC6545994|XP_001971221.1|DERE
OG0006613	LOC118513132|XP_035914447.1|ASTE	LOC6545995|XP_015013640.1|DERE
OG0006614	LOC118513134|XP_035914453.1|ASTE	LOC6545996|XP_015013515.1|DERE
OG0006615	LOC118514417|XP_035917193.1|ASTE	LOC6545959|XP_001971227.1|DERE
OG0006616	LOC118514420|XP_035917202.1|ASTE	LOC6545518|XP_001971595.1|DERE
OG0006617	LOC118514427|XP_035917222.1|ASTE	LOC6546222|XP_001972917.1|DERE
OG0006618	LOC118509839|XP_035906924.1|ASTE	LOC6546023|XP_015013220.1|DERE
OG0006619	LOC118509840|XP_035906925.1|ASTE	LOC6546417|XP_001971257.1|DERE
OG0006620	LOC118511497|XP_035910549.1|ASTE	LOC6546420|XP_001971260.1|DERE
OG0006621	LOC118511498|XP_035910550.1|ASTE	LOC6544383|XP_001971477.1|DERE
OG0006622	LOC118512865|XP_035913842.1|ASTE	LOC6545217|XP_026832683.1|DERE
OG0006623	LOC118508924|XP_035904700.1|ASTE	LOC6544900|XP_001971052.1|DERE
OG0006624	LOC118510594|XP_035908489.1|ASTE	LOC6541418|XP_001970743.1|DERE
OG0006625	LOC118510597|XP_035908496.1|ASTE	LOC6541125|XP_026834104.1|DERE
OG0006626	LOC118510146|XP_035907530.1|ASTE	LOC6542312|XP_001970809.1|DERE
OG0006627	LOC118510145|XP_035907526.1|ASTE	LOC6541846|XP_001970515.1|DERE
OG0006628	LOC118512057|XP_035911801.1|ASTE	LOC6541269|XP_001970513.1|DERE
OG0006629	LOC118509638|XP_035906438.1|ASTE	LOC6547661|XP_001974988.1|DERE
OG0006630	LOC118512200|XP_035912198.1|ASTE	LOC6546979|XP_026835652.1|DERE
OG0006631	LOC118512197|XP_035912193.1|ASTE	LOC6543606|XP_001971392.1|DERE
OG0006632	LOC118512189|XP_035912173.1|ASTE	LOC6546793|XP_001975887.2|DERE
OG0006633	LOC118512196|XP_035912191.1|ASTE	LOC6545683|XP_001971174.1|DERE
OG0006634	LOC118512186|XP_035912170.1|ASTE	LOC6541314|XP_001968219.2|DERE
OG0006635	LOC118512187|XP_035912171.1|ASTE	LOC6543247|XP_001968309.1|DERE
OG0006636	LOC118512117|XP_035911986.1|ASTE	LOC6550643|XP_001978131.1|DERE
OG0006638	LOC118512078|XP_035911910.1|ASTE	LOC6540763|XP_001970330.2|DERE
OG0006639	LOC118512051|XP_035911787.1|ASTE	LOC6540672|XP_015014558.1|DERE
OG0006640	LOC118512088|XP_035911944.1|ASTE	LOC6541447|XP_001970544.2|DERE
OG0006641	LOC118512081|XP_035911930.1|ASTE	LOC6541282|XP_026835519.1|DERE
OG0006642	LOC118512055|XP_035911799.1|ASTE	LOC6547374|XP_001976319.1|DERE
OG0006643	LOC118512118|XP_035911987.1|ASTE	LOC6548396|XP_001976528.1|DERE
OG0006644	LOC118504421|XP_035894750.1|ASTE	LOC6544243|XP_001972366.1|DERE
OG0006645	LOC118513602|XP_035915532.1|ASTE	LOC6549204|XP_026835662.1|DERE
OG0006646	LOC118513607|XP_035915541.1|ASTE	LOC6547036|XP_001976013.1|DERE
OG0006647	LOC118508868|XP_035904549.1|ASTE	LOC6547190|XP_001974737.1|DERE
OG0006648	LOC118512216|XP_035912224.1|ASTE	LOC6546028|XP_015013522.1|DERE
OG0006649	LOC118508909|XP_035904663.1|ASTE	LOC6547335|XP_001974795.2|DERE
OG0006650	LOC118514493|XP_035917309.1|ASTE	LOC6540983|XP_026834362.1|DERE
OG0006651	LOC118509596|XP_035906271.1|ASTE	LOC6546226|XP_026833543.1|DERE
OG0006652	LOC118509597|XP_035906280.1|ASTE	LOC6544012|XP_001972331.1|DERE
OG0006653	LOC118513075|XP_035914318.1|ASTE	LOC6546240|XP_015013482.2|DERE
OG0006654	LOC118513086|XP_035914348.1|ASTE	LOC6545084|XP_001971039.1|DERE
OG0006655	LOC118509820|XP_035906874.1|ASTE	LOC6545415|XP_001971714.1|DERE
OG0006656	LOC118509835|XP_035906919.1|ASTE	LOC6544189|XP_026833229.1|DERE
OG0006657	LOC118509105|XP_035905165.1|ASTE	LOC6547733|XP_001974947.1|DERE
OG0006658	LOC118513031|XP_035914201.1|ASTE	LOC6543569|XP_001971829.1|DERE
OG0006659	LOC118513035|XP_035914205.1|ASTE	LOC6543566|XP_001971826.1|DERE
OG0006660	LOC118514461|XP_035917271.1|ASTE	LOC6545188|XP_001972076.2|DERE
OG0006661	LOC118513009|XP_035914172.1|ASTE	LOC6544916|XP_001972093.1|DERE
OG0006662	LOC118504687|XP_035895394.1|ASTE	LOC6542040|XP_001968253.1|DERE
OG0006663	LOC118510885|XP_035909158.1|ASTE	LOC6544948|XP_001971542.1|DERE
OG0006664	LOC118511373|XP_035910260.1|ASTE	LOC6555175|XP_001982273.1|DERE
OG0006665	LOC118511370|XP_035910257.1|ASTE	LOC6545157|XP_001971019.2|DERE
OG0006666	LOC118512960|XP_035914079.1|ASTE	LOC6547783|XP_001974938.1|DERE
OG0006667	LOC118512176|XP_035912155.1|ASTE	LOC6546124|XP_001973541.1|DERE
OG0006668	LOC118512988|XP_035914136.1|ASTE	LOC6542436|XP_001970534.1|DERE
OG0006669	LOC118512981|XP_035914127.1|ASTE	LOC6544768|XP_026832227.1|DERE
OG0006670	LOC118512992|XP_035914141.1|ASTE	LOC6544764|XP_001971494.1|DERE
OG0006671	LOC118512979|XP_035914117.1|ASTE	LOC6544763|XP_026832365.1|DERE
OG0006672	LOC118512977|XP_035914103.1|ASTE	LOC6545869|XP_001971638.1|DERE
OG0006673	LOC118513241|XP_035914690.1|ASTE	LOC6544044|XP_001971968.1|DERE
OG0006674	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE	LOC6545129|XP_001971075.1|DERE
OG0006675	LOC118513239|XP_035914687.1|ASTE	LOC6543637|XP_001971841.1|DERE
OG0006676	LOC118510492|XP_035908277.1|ASTE	LOC6544360|XP_026832841.1|DERE
OG0006677	LOC118510486|XP_035908260.1|ASTE	LOC6545663|XP_001971667.2|DERE
OG0006678	LOC118503767|XP_035893329.1|ASTE	LOC6546298|XP_001973530.1|DERE
OG0006679	LOC118514266|XP_035916878.1|ASTE	LOC26526636|XP_015014320.1|DERE
OG0006680	LOC118514462|XP_035917272.1|ASTE	LOC6554474|XP_026839476.1|DERE
OG0006681	LOC118510570|XP_035908452.1|ASTE	LOC6544715|XP_001971491.2|DERE
OG0006682	LOC118510539|XP_035908389.1|ASTE	LOC6544634|XP_001972024.1|DERE
OG0006683	LOC118510541|XP_035908394.1|ASTE	LOC6544635|XP_026833597.1|DERE
OG0006684	LOC118512027|XP_035911708.1|ASTE	LOC6545715|XP_001971668.1|DERE
OG0006685	LOC118510138|XP_035907512.1|ASTE	LOC6541507|XP_001969146.3|DERE
OG0006686	LOC118514490|XP_035917306.1|ASTE	LOC6544720|XP_026833200.1|DERE
OG0006687	LOC118512203|XP_035912206.1|ASTE	LOC6550299|XP_001977701.1|DERE
OG0006688	LOC118510519|XP_035908346.1|ASTE	LOC6545283|XP_001972072.2|DERE
OG0006689	LOC118510528|XP_035908365.1|ASTE	LOC6545971|XP_001971181.2|DERE
OG0006690	LOC118512136|XP_035912039.1|ASTE	LOC6552359|XP_026839835.1|DERE
OG0006691	LOC118512153|XP_035912086.1|ASTE	LOC26526418|XP_015014274.1|DERE
OG0006692	LOC118512152|XP_035912085.1|ASTE	LOC6545684|XP_001971175.1|DERE
OG0006693	LOC118512149|XP_035912078.1|ASTE	LOC6546463|XP_026833611.1|DERE
OG0006694	LOC118512161|XP_035912109.1|ASTE	LOC6555499|XP_026837895.1|DERE
OG0006695	LOC118514322|XP_035916999.1|ASTE	LOC6545675|XP_001971657.1|DERE
OG0006696	LOC118509123|XP_035905203.1|ASTE	LOC26526452|XP_026834496.1|DERE
OG0006697	LOC118510453|XP_035908163.1|ASTE	LOC6545816|XP_015013880.1|DERE
OG0006698	LOC118510458|XP_035908182.1|ASTE	LOC6544225|XP_001973041.1|DERE
OG0006699	LOC118512678|XP_035913353.1|ASTE	LOC6546512|XP_001971343.1|DERE
OG0006700	LOC118512688|XP_035913372.1|ASTE	LOC6545458|XP_001972141.1|DERE
OG0006701	LOC118513479|XP_035915170.1|ASTE	LOC6547353|XP_001976186.1|DERE
OG0006702	LOC118512751|XP_035913531.1|ASTE	LOC6545134|XP_001971000.1|DERE
OG0006703	LOC118513095|XP_035914389.1|ASTE	LOC6543627|XP_026832964.1|DERE
OG0006704	LOC118513109|XP_035914402.1|ASTE	LOC6544151|XP_001973006.1|DERE
OG0006705	LOC118513041|XP_035914226.1|ASTE	LOC6540923|XP_001970374.1|DERE
OG0006706	LOC118513043|XP_035914228.1|ASTE	LOC6548408|XP_001976674.1|DERE
OG0006707	LOC118510275|XP_035907782.1|ASTE	LOC6547893|XP_001976452.1|DERE
OG0006708	LOC118510276|XP_035907783.1|ASTE	LOC6550434|XP_001977794.1|DERE
OG0006709	LOC118509483|XP_035906028.1|ASTE	LOC6551150|XP_026837509.1|DERE
OG0006710	LOC118509505|XP_035906055.1|ASTE	LOC6545445|XP_026832197.1|DERE
OG0006711	LOC118509506|XP_035906066.1|ASTE	LOC6545446|XP_026832195.1|DERE
OG0006712	LOC118509509|XP_035906068.1|ASTE	LOC6546242|XP_001971289.2|DERE
OG0006713	LOC118509927|XP_035907149.1|ASTE	LOC6543773|XP_001972308.1|DERE
OG0006714	LOC118509925|XP_035907147.1|ASTE	LOC6543774|XP_001972309.1|DERE
OG0006715	LOC118509937|XP_035907161.1|ASTE	LOC6545449|XP_001972132.2|DERE
OG0006716	LOC118509936|XP_035907160.1|ASTE	LOC6542155|XP_001968510.1|DERE
OG0006717	LOC118509941|XP_035907166.1|ASTE	LOC6544926|XP_001972545.1|DERE
OG0006718	LOC118509944|XP_035907169.1|ASTE	LOC6544927|XP_001972546.1|DERE
OG0006719	LOC118509533|XP_035906146.1|ASTE	LOC6544084|XP_026833658.1|DERE
OG0006720	LOC118509530|XP_035906143.1|ASTE	LOC6546248|XP_026833020.1|DERE
OG0006721	LOC118510321|XP_035907858.1|ASTE	LOC6545008|XP_001972535.1|DERE
OG0006722	LOC118514246|XP_035916852.1|ASTE	LOC6545318|XP_026833078.1|DERE
OG0006723	LOC118511214|XP_035909901.1|ASTE	LOC6543246|XP_001970105.1|DERE
OG0006724	LOC118510162|XP_035907563.1|ASTE	LOC6554485|XP_001981930.1|DERE
OG0006725	LOC118510159|XP_035907560.1|ASTE	LOC6554489|XP_001981934.1|DERE
OG0006726	LOC118510160|XP_035907561.1|ASTE	LOC6552526|XP_001979918.1|DERE
OG0006727	LOC118510154|XP_035907551.1|ASTE	LOC6554490|XP_001981935.1|DERE
OG0006728	LOC118511547|XP_035910648.1|ASTE	LOC6552421|XP_001980866.1|DERE
OG0006729	LOC118509767|XP_035906795.1|ASTE	LOC6547556|XP_015011573.1|DERE
OG0006730	LOC118509731|XP_035906748.1|ASTE	LOC6547557|XP_001976178.1|DERE
OG0006731	LOC118510407|XP_035908053.1|ASTE	LOC6541735|XP_001970097.1|DERE
OG0006732	LOC118509595|XP_035906270.1|ASTE	LOC6543802|XP_001971361.2|DERE
OG0006733	LOC118510363|XP_035907964.1|ASTE	LOC6543545|XP_001973629.1|DERE
OG0006734	LOC118510377|XP_035907999.1|ASTE	LOC6544798|XP_001971517.1|DERE
OG0006735	LOC118510342|XP_035907905.1|ASTE	LOC6543741|XP_026832455.1|DERE
OG0006736	LOC118510421|XP_035908087.1|ASTE	LOC6544042|XP_001971966.1|DERE
OG0006737	LOC118509760|XP_035906784.1|ASTE	LOC6546192|XP_001972921.1|DERE
