Orthogroup	ASTE.longest_only	AEAL.longest_only
OG0008358	LOC118510950|XP_035909287.1|ASTE	LOC109415149|XP_029729047.1|AEAL
OG0008360	LOC118504530|XP_035894967.1|ASTE	LOC109425060|XP_029732895.1|AEAL
OG0008362	LOC118508538|XP_035904311.1|ASTE	LOC109411537|XP_029709938.1|AEAL
OG0008368	LOC118513566|XP_035915388.1|ASTE	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL
OG0008369	LOC118513853|XP_035916038.1|ASTE	LOC109401716|XP_029710770.1|AEAL
OG0008371	LOC118511599|XP_035910773.1|ASTE	LOC109414024|XP_019543302.2|AEAL
OG0008372	LOC118514004|XP_035916346.1|ASTE	LOC109429438|XP_019560937.2|AEAL
OG0008373	LOC118514008|XP_035916353.1|ASTE	LOC109408110|XP_029729410.1|AEAL
OG0008374	LOC118512538|XP_035913001.1|ASTE	LOC109419591|XP_019549364.2|AEAL
OG0008375	LOC118503466|XP_035892651.1|ASTE	LOC109404561|XP_019533007.2|AEAL
OG0008379	LOC118511683|XP_035910950.1|ASTE	LOC109414182|XP_019543584.1|AEAL
OG0008380	LOC118508848|XP_035904492.1|ASTE	LOC109417231|XP_029708711.1|AEAL
OG0008381	LOC118514656|XP_035917582.1|ASTE	LOC109417135|XP_019546807.1|AEAL
OG0008384	LOC118512434|XP_035912785.1|ASTE	LOC109428076|XP_029729223.1|AEAL
OG0008385	LOC118509222|XP_035905413.1|ASTE	LOC109433555|XP_019565539.2|AEAL
OG0008386	LOC118513452|XP_035915099.1|ASTE	LOC109405621|XP_029727407.1|AEAL
OG0008388	LOC118511238|XP_035909969.1|ASTE	LOC109421304|XP_019551349.1|AEAL
OG0008390	LOC118514057|XP_035916444.1|ASTE	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL
OG0008391	LOC118510687|XP_035908747.1|ASTE	LOC109420849|XP_019550909.2|AEAL
OG0008393	LOC118505326|XP_035896864.1|ASTE	LOC109414175|XP_019543502.1|AEAL
OG0008394	LOC118507599|XP_035902162.1|ASTE	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL
OG0008397	LOC118517540|XP_035919669.1|ASTE	LOC109422206|XP_019552405.2|AEAL
OG0008398	LOC118502496|XP_035890621.1|ASTE	LOC109418223|XP_019547926.2|AEAL
OG0008400	LOC118502405|XP_035890521.1|ASTE	LOC109429494|XP_029717298.1|AEAL
OG0008405	LOC118504364|XP_035894653.1|ASTE	LOC109401961|XP_019530130.2|AEAL
OG0008408	LOC118504352|XP_035894613.1|ASTE	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL
OG0008409	LOC118506979|XP_035900732.1|ASTE	LOC109416749|XP_029718735.1|AEAL
OG0008410	LOC118517560|XP_035919695.1|ASTE	LOC109433374|XP_019565351.2|AEAL
OG0008411	LOC118503223|XP_035892112.1|ASTE	LOC109433280|XP_019565256.3|AEAL
OG0008412	LOC118507663|XP_035902333.1|ASTE	LOC109408456|XP_029735108.1|AEAL
OG0008413	LOC118505295|XP_035896792.1|ASTE	LOC109422732|XP_029727902.1|AEAL
OG0008414	LOC118502583|XP_035890820.1|ASTE	LOC109422621|XP_029712220.1|AEAL
OG0008415	LOC118502810|XP_035891342.1|ASTE	LOC109415063|XP_019544465.2|AEAL
OG0008416	LOC118505101|XP_035896297.1|ASTE	LOC109428147|XP_019559377.1|AEAL
OG0008417	LOC118504983|XP_035896030.1|ASTE	LOC109404488|XP_029719111.1|AEAL
OG0008418	LOC118504654|XP_035895330.1|ASTE	LOC109406326|XP_029719127.1|AEAL
OG0008419	LOC118507558|XP_035902040.1|ASTE	LOC109406330|XP_029719050.1|AEAL
OG0008422	LOC118505226|XP_035896648.1|ASTE	LOC109404190|XP_019532560.1|AEAL
OG0008423	LOC118505216|XP_035896624.1|ASTE	LOC115256208|XP_029710332.1|AEAL
OG0008424	LOC118510970|XP_035909354.1|ASTE	LOC109411944|XP_019541147.2|AEAL, LOC115268955|XP_029733030.1|AEAL
OG0008425	LOC118510987|XP_035909389.1|ASTE	LOC109411955|XP_029733031.1|AEAL
OG0008431	LOC118507245|XP_035901401.1|ASTE	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL
OG0008434	LOC118512307|XP_035912433.1|ASTE	LOC109418631|XP_029713131.1|AEAL
OG0008435	LOC118503534|XP_035892813.1|ASTE	LOC109433159|XP_019565103.1|AEAL
OG0008437	LOC118512326|XP_035912479.1|ASTE, LOC118512324|XP_035912476.1|ASTE	LOC109412766|XP_019541924.2|AEAL, LOC109397421|XP_019525286.2|AEAL
OG0008437	LOC118512325|XP_035912478.1|ASTE	LOC109397420|XP_019525285.2|AEAL, LOC109412765|XP_019541923.2|AEAL
OG0008437	LOC118506348|XP_035899226.1|ASTE	LOC109399101|XP_029731083.1|AEAL
OG0008438	LOC118508140|XP_035903559.1|ASTE	LOC109397130|XP_019525013.2|AEAL
OG0008440	LOC118506120|XP_035898729.1|ASTE	LOC109403176|XP_019531473.2|AEAL
OG0008442	LOC118504092|XP_035894063.1|ASTE	LOC109410639|XP_029731617.1|AEAL
OG0008443	LOC118503790|XP_035893361.1|ASTE	LOC109407640|XP_019536336.2|AEAL
OG0008445	LOC118514588|XP_035917483.1|ASTE	LOC109410209|XP_029715066.1|AEAL
OG0008447	LOC118502633|XP_035890956.1|ASTE	LOC109420443|XP_019550332.2|AEAL
OG0008448	LOC118510205|XP_035907679.1|ASTE	LOC109424878|XP_029713901.1|AEAL
OG0008449	LOC118503981|XP_035893822.1|ASTE	LOC109415633|XP_019545084.2|AEAL
OG0008452	LOC118508348|XP_035903934.1|ASTE	LOC109431439|XP_019563189.2|AEAL
OG0008453	LOC118507073|XP_035900946.1|ASTE	LOC109406092|XP_019534699.2|AEAL
OG0008455	LOC118505396|XP_035897014.1|ASTE	LOC109429137|XP_029718856.1|AEAL
OG0008456	LOC118505488|XP_035897230.1|ASTE	LOC115266218|XP_029728053.1|AEAL
OG0008459	LOC118510981|XP_035909375.1|ASTE	LOC115268915|XP_029732986.1|AEAL, LOC109406716|XP_029733014.1|AEAL, LOC109411934|XP_029733051.1|AEAL
OG0008461	LOC118509153|XP_035905273.1|ASTE	LOC109419826|XP_029709155.1|AEAL
OG0008463	LOC118503352|XP_035892433.1|ASTE	LOC109426023|XP_019556997.2|AEAL
OG0008465	LOC118505374|XP_035896970.1|ASTE	LOC109406497|XP_019535127.1|AEAL
OG0008466	LOC118511829|XP_035911266.1|ASTE	LOC109408578|XP_029735301.1|AEAL
OG0008469	LOC118511558|XP_035910683.1|ASTE	LOC109426398|XP_029730634.1|AEAL
OG0008470	LOC118512109|XP_035911976.1|ASTE	LOC115268986|XP_029733133.1|AEAL, LOC109408660|XP_029726356.1|AEAL
OG0008471	LOC118507917|XP_035903111.1|ASTE, LOC118502374|XP_035890487.1|ASTE, LOC118515178|XP_035917774.1|ASTE, LOC118517020|XP_035918766.1|ASTE, LOC118502427|XP_035890548.1|ASTE, LOC118516625|XP_035918494.1|ASTE, LOC118503284|XP_035892309.1|ASTE, LOC118508839|XP_035904479.1|ASTE, LOC118506865|XP_035900537.1|ASTE, LOC118517233|XP_035919104.1|ASTE, LOC118517729|XP_035920072.1|ASTE, LOC118507088|XP_035900969.1|ASTE, LOC118516504|XP_035918328.1|ASTE, LOC118515245|XP_035917822.1|ASTE, LOC118507924|XP_035903120.1|ASTE, LOC118516542|XP_035918378.1|ASTE, LOC118510051|XP_035907333.1|ASTE, LOC118516819|XP_035918583.1|ASTE, LOC118502464|XP_035890588.1|ASTE, LOC118509984|XP_035907258.1|ASTE, LOC118508948|XP_035904755.1|ASTE, LOC118502417|XP_035890535.1|ASTE, LOC118503467|XP_035892695.1|ASTE, LOC118508013|XP_035903291.1|ASTE, LOC118516574|XP_035918431.1|ASTE	LOC109405723|XP_029725305.1|AEAL, LOC115264323|XP_029723858.1|AEAL, LOC115267192|XP_029729923.1|AEAL, LOC115265150|XP_029725265.1|AEAL, LOC109408803|XP_019537733.2|AEAL, LOC115257208|XP_029712509.1|AEAL, LOC115268018|XP_029731766.1|AEAL, LOC109405810|XP_019534416.2|AEAL, LOC109412341|XP_029728712.1|AEAL, LOC109426711|XP_029725496.1|AEAL
OG0008473	LOC118506775|XP_035900264.1|ASTE	LOC109622450|XP_019932336.2|AEAL
OG0008533	LOC118508002|XP_035903269.1|ASTE	LOC109427395|XP_019558484.2|AEAL, LOC115256605|XP_029711272.1|AEAL, LOC109397490|XP_019525332.2|AEAL, LOC115256642|XP_029711342.1|AEAL, LOC115255752|XP_029709736.1|AEAL, LOC109427398|XP_019558487.2|AEAL, LOC115255753|XP_029709737.1|AEAL, LOC109427400|XP_029709735.1|AEAL, LOC109410119|XP_019539195.2|AEAL, LOC115255754|XP_029709738.1|AEAL, LOC109427397|XP_019558486.2|AEAL, LOC109402059|XP_019530205.2|AEAL
OG0008538	LOC118504102|XP_035894083.1|ASTE	LOC109415572|XP_019545002.2|AEAL
OG0008539	LOC118502686|XP_035891092.1|ASTE, LOC118515312|XP_035917894.1|ASTE	LOC115259646|XP_029716283.1|AEAL, LOC115259677|XP_029716320.1|AEAL, LOC115254366|XP_029707710.1|AEAL, LOC109400065|XP_019528078.2|AEAL
OG0008539	LOC118505895|XP_035898242.1|ASTE	LOC109621454|XP_019931039.2|AEAL, LOC115267998|XP_029731737.1|AEAL
OG0008540	LOC118505202|XP_035896576.1|ASTE	LOC109414937|XP_029715983.1|AEAL
OG0008542	LOC118503121|XP_035891960.1|ASTE	LOC109413323|XP_019542586.2|AEAL
OG0008543	LOC118506561|XP_035899776.1|ASTE, LOC118506560|XP_035899775.1|ASTE	LOC109406203|XP_019534802.1|AEAL, LOC109408133|XP_019536911.1|AEAL, LOC109419023|XP_019548786.2|AEAL, LOC115266921|XP_029729435.1|AEAL, LOC109408131|XP_029715522.1|AEAL, LOC109398392|XP_019526282.2|AEAL, LOC109409426|XP_019538413.2|AEAL, LOC115259161|XP_029715534.1|AEAL, LOC109419016|XP_019548779.2|AEAL, LOC109408134|XP_029715533.1|AEAL, LOC109419020|XP_019548783.2|AEAL, LOC115259156|XP_029715529.1|AEAL, LOC109406193|XP_019534793.1|AEAL
OG0008545	LOC118513601|XP_035915530.1|ASTE, LOC118517003|XP_035918731.1|ASTE	LOC109423356|XP_019553865.2|AEAL
OG0008546	LOC118513032|XP_035914202.1|ASTE	LOC115265474|XP_029726575.1|AEAL
OG0008549	LOC118510158|XP_035907558.1|ASTE	LOC109426770|XP_019557851.2|AEAL
OG0008551	LOC118510899|XP_035909177.1|ASTE	LOC115269243|XP_029733645.1|AEAL, LOC109403097|XP_029725118.1|AEAL
OG0008552	LOC118509204|XP_035905370.1|ASTE	LOC109420867|XP_019550893.2|AEAL
OG0008553	LOC118511349|XP_035910201.1|ASTE	LOC109423741|XP_019554280.2|AEAL, LOC109414248|XP_019543603.2|AEAL
OG0008554	LOC118509715|XP_035906695.1|ASTE	LOC109408213|XP_029728786.1|AEAL
OG0008555	LOC118509684|XP_035906628.1|ASTE	LOC109415138|XP_019544567.2|AEAL
OG0008559	LOC118513224|XP_035914644.1|ASTE	LOC109412709|XP_019541870.1|AEAL, LOC109424210|XP_019554841.1|AEAL, LOC109405886|XP_019534488.2|AEAL, LOC115258679|XP_029714860.1|AEAL, LOC109407216|XP_019535750.2|AEAL, LOC109405887|XP_019534489.1|AEAL, LOC109405885|XP_029715070.1|AEAL, LOC109407215|XP_019535748.1|AEAL, LOC115258792|XP_029715072.1|AEAL, LOC115258761|XP_029715017.1|AEAL
OG0008559	LOC118512217|XP_035912226.1|ASTE	LOC109424208|XP_019554840.2|AEAL
OG0008560	LOC118512653|XP_035913265.1|ASTE	LOC109405896|XP_029715267.1|AEAL
OG0008562	LOC118514535|XP_035917410.1|ASTE	LOC109427452|XP_029708469.1|AEAL
OG0008564	LOC118510875|XP_035909132.1|ASTE	LOC109409190|XP_029727082.1|AEAL
OG0008567	LOC118514055|XP_035916441.1|ASTE	LOC109429547|XP_019561069.2|AEAL, LOC109429910|XP_019561463.2|AEAL
OG0008568	LOC118512703|XP_035913433.1|ASTE	LOC109428089|XP_029720203.1|AEAL, LOC109418314|XP_029720021.1|AEAL, LOC115262116|XP_029720011.1|AEAL, LOC109428088|XP_029720209.1|AEAL, LOC109410481|XP_019539584.2|AEAL, LOC109418283|XP_019547992.2|AEAL, LOC115262033|XP_029719827.1|AEAL, LOC109400914|XP_019528949.2|AEAL, LOC115254047|XP_029717483.1|AEAL, LOC115260635|XP_029717562.1|AEAL, LOC109422832|XP_029717484.1|AEAL, LOC109428924|XP_029730822.1|AEAL, LOC109408717|XP_029730843.1|AEAL
OG0008570	LOC118505505|XP_035897268.1|ASTE	LOC109419222|XP_029723309.1|AEAL
OG0008571	LOC118505149|XP_035896420.1|ASTE	LOC109425041|XP_019555787.2|AEAL
OG0008574	LOC118502609|XP_035890869.1|ASTE	LOC115266713|XP_029729103.1|AEAL, LOC109423801|XP_019554382.2|AEAL, LOC109415330|XP_019544759.2|AEAL
OG0008578	LOC118511896|XP_035911420.1|ASTE	LOC109422755|XP_019553179.2|AEAL, LOC115266090|XP_029727878.1|AEAL
OG0008579	LOC118504746|XP_035895528.1|ASTE	LOC109401774|XP_019529930.1|AEAL
OG0008581	LOC118507567|XP_035902083.1|ASTE	LOC109416175|XP_019545701.2|AEAL, LOC109404984|XP_019533516.2|AEAL
OG0008582	LOC118502564|XP_035890779.1|ASTE	LOC109404961|XP_029718394.1|AEAL
OG0008583	LOC118503385|XP_035892479.1|ASTE	LOC109432807|XP_029719332.1|AEAL
OG0008584	LOC118505179|XP_035896525.1|ASTE	LOC109432811|XP_029719335.1|AEAL
OG0008585	LOC118505229|XP_035896650.1|ASTE	LOC109404234|XP_019532611.1|AEAL
OG0008589	LOC118512400|XP_035912675.1|ASTE	LOC109428799|XP_019560197.2|AEAL
OG0008590	LOC118506321|XP_035899165.1|ASTE	LOC109409868|XP_019538923.2|AEAL
OG0008592	LOC118503867|XP_035893498.1|ASTE	LOC109431583|XP_029731501.1|AEAL
OG0008597	LOC118505260|XP_035896712.1|ASTE	LOC109432827|XP_019564717.1|AEAL
OG0008678	LOC118502719|XP_035891167.1|ASTE	LOC109424788|XP_029723551.1|AEAL, LOC109403203|XP_019531503.2|AEAL, LOC109404557|XP_019533000.2|AEAL, LOC109400615|XP_029712628.1|AEAL, LOC115267258|XP_029730020.1|AEAL, LOC115265042|XP_029725101.1|AEAL, LOC109402744|XP_019531001.2|AEAL, LOC115256511|XP_029711053.1|AEAL, LOC115256483|XP_029710996.1|AEAL, LOC109415079|XP_019544498.2|AEAL
OG0008680	LOC118511458|XP_035910452.1|ASTE	LOC109402252|XP_019530448.2|AEAL
OG0008682	LOC118506879|XP_035900527.1|ASTE	LOC115260660|XP_029717662.1|AEAL
OG0008682	LOC118506851|XP_035900477.1|ASTE	LOC109412949|XP_029717708.1|AEAL
OG0008687	LOC118512092|XP_035911949.1|ASTE	LOC109408514|XP_019537389.2|AEAL
OG0008690	LOC118512497|XP_035912895.1|ASTE	LOC109621956|XP_029724958.1|AEAL, LOC109415047|XP_029724915.1|AEAL, LOC115267274|XP_029730043.1|AEAL
OG0008696	LOC118505482|XP_035897195.1|ASTE	LOC109400184|XP_019528198.2|AEAL
OG0008699	LOC118517629|XP_035919833.1|ASTE	LOC109431320|XP_019563085.1|AEAL, LOC109432022|XP_019563871.1|AEAL
OG0008701	LOC118504780|XP_035895614.1|ASTE	LOC115270967|XP_029736201.1|AEAL, LOC109411565|XP_019540648.2|AEAL
OG0008702	LOC118506230|XP_035898969.1|ASTE	LOC115268103|XP_029731985.1|AEAL
OG0008703	LOC118503754|XP_035893298.1|ASTE	LOC109425774|XP_019556642.2|AEAL
OG0008804	LOC118512397|XP_035912672.1|ASTE	LOC115269412|XP_029733983.1|AEAL, LOC109428795|XP_019560190.1|AEAL, LOC109397771|XP_019525634.2|AEAL, LOC109397644|XP_019525479.2|AEAL, LOC115271008|XP_029736260.1|AEAL, LOC109429608|XP_019561146.2|AEAL, LOC109408537|XP_019537404.2|AEAL, LOC109429601|XP_019561140.2|AEAL, LOC109408535|XP_019537403.2|AEAL, LOC109408533|XP_019537397.2|AEAL, LOC109429611|XP_019561149.2|AEAL, LOC109432597|XP_019564486.2|AEAL, LOC109422136|XP_029712535.1|AEAL, LOC109422133|XP_019552316.1|AEAL
OG0008810	LOC118507903|XP_035903051.1|ASTE	LOC115263418|XP_029722568.1|AEAL, LOC109429998|XP_029722569.1|AEAL, LOC109430008|XP_029722550.1|AEAL, LOC109429999|XP_029722551.1|AEAL, LOC115263404|XP_029722549.1|AEAL, LOC109416379|XP_019545964.2|AEAL, LOC109430010|XP_019561566.2|AEAL, LOC109416399|XP_019545982.2|AEAL, LOC115263407|XP_029722554.1|AEAL, LOC115263419|XP_029722570.1|AEAL
OG0008812	LOC118506764|XP_035900253.1|ASTE	LOC115262241|XP_029720503.1|AEAL
OG0008814	LOC118508875|XP_035904571.1|ASTE	LOC109423347|XP_019553845.2|AEAL
OG0008816	LOC118509535|XP_035906150.1|ASTE	LOC109426589|XP_029725609.1|AEAL
OG0008817	LOC118510913|XP_035909209.1|ASTE, LOC118509484|XP_035906029.1|ASTE	LOC115265189|XP_029725319.1|AEAL, LOC109621833|XP_029724075.1|AEAL, LOC115264485|XP_029724084.1|AEAL, LOC109421274|XP_019932948.2|AEAL, LOC109421273|XP_029724063.1|AEAL, LOC115253454|XP_029724064.1|AEAL, LOC109420568|XP_029708942.1|AEAL, LOC115255461|XP_029709445.1|AEAL, LOC109425859|XP_029732134.1|AEAL, LOC109407593|XP_019536242.2|AEAL, LOC109407592|XP_019536240.2|AEAL, LOC109407662|XP_029732136.1|AEAL, LOC109407591|XP_029731940.1|AEAL, LOC109406038|XP_019534649.2|AEAL, LOC109418003|XP_029732463.1|AEAL, LOC109406034|XP_019534646.2|AEAL, LOC115258001|XP_029713857.1|AEAL, LOC109417836|XP_029725452.1|AEAL, LOC115265548|XP_029726995.1|AEAL, LOC109421172|XP_029724050.1|AEAL, LOC109621829|XP_029725323.1|AEAL
OG0008818	LOC118509367|XP_035905784.1|ASTE, LOC118511870|XP_035911363.1|ASTE	LOC109430243|XP_019932571.2|AEAL, LOC109424255|XP_019554883.2|AEAL, LOC109424258|XP_019554887.2|AEAL, LOC109428722|XP_029714079.1|AEAL, LOC109424257|XP_029735267.1|AEAL, LOC115269854|XP_029734499.1|AEAL, LOC109424256|XP_019554884.2|AEAL, LOC109428726|XP_019560097.2|AEAL, LOC115270169|XP_029735268.1|AEAL, LOC109424259|XP_029735266.1|AEAL, LOC115270181|XP_029735286.1|AEAL, LOC109428723|XP_019560093.2|AEAL
OG0008821	LOC118510144|XP_035907524.1|ASTE	LOC109414223|XP_019543911.2|AEAL
OG0008822	LOC118513230|XP_035914658.1|ASTE	LOC109420628|XP_029708709.1|AEAL
OG0008823	LOC118506669|XP_035899998.1|ASTE	LOC109426998|XP_019558103.2|AEAL
OG0008825	LOC118502394|XP_035890509.1|ASTE	LOC109412132|XP_029729654.1|AEAL
OG0008827	LOC118506003|XP_035898480.1|ASTE	LOC109405779|XP_029724150.1|AEAL, LOC115264713|XP_029724588.1|AEAL, LOC109399646|XP_029724191.1|AEAL, LOC115253861|XP_029724587.1|AEAL
OG0008828	LOC118506306|XP_035899147.1|ASTE, LOC118507326|XP_035901608.1|ASTE, LOC118507323|XP_035901603.1|ASTE, LOC118507317|XP_035901597.1|ASTE, LOC118507333|XP_035901615.1|ASTE, LOC118507324|XP_035901606.1|ASTE	LOC109433671|XP_019565670.2|AEAL, LOC115267809|XP_029731027.1|AEAL, LOC109397010|XP_019524877.2|AEAL, LOC109396997|XP_029731029.1|AEAL, LOC109432251|XP_029730677.1|AEAL, LOC115268263|XP_029732169.1|AEAL, LOC109432232|XP_029730678.1|AEAL, LOC109397011|XP_019524878.2|AEAL, LOC109396996|XP_019524861.2|AEAL
OG0008836	LOC118511028|XP_035909501.1|ASTE	LOC109417766|XP_029709108.1|AEAL
OG0008983	LOC118508910|XP_035904664.1|ASTE	LOC109409696|XP_019538721.2|AEAL
OG0008984	LOC118512143|XP_035912068.1|ASTE	LOC115265355|XP_029725916.1|AEAL
OG0008984	LOC118512144|XP_035912069.1|ASTE	LOC115265356|XP_029725917.1|AEAL
OG0008984	LOC118512140|XP_035912054.1|ASTE	LOC115265354|XP_029725915.1|AEAL, LOC115265344|XP_029725875.1|AEAL
OG0008986	LOC118511562|XP_035910694.1|ASTE	LOC115257373|XP_029712750.1|AEAL
OG0008990	LOC118503332|XP_035892384.1|ASTE	LOC115262292|XP_029720553.1|AEAL
OG0008991	LOC118503181|XP_035892048.1|ASTE	LOC109421107|XP_019551129.2|AEAL, LOC115258198|XP_029714124.1|AEAL
OG0009218	LOC118502875|XP_035891484.1|ASTE	LOC109397831|XP_029709629.1|AEAL, LOC109405372|XP_019533970.2|AEAL, LOC109397821|XP_029709565.1|AEAL, LOC109405350|XP_019533950.1|AEAL, LOC115255656|XP_029709620.1|AEAL
OG0009219	LOC118515953|XP_035917974.1|ASTE	LOC115253762|XP_029733415.1|AEAL
OG0009223	LOC118517428|XP_035919437.1|ASTE, LOC118507897|XP_035903045.1|ASTE	LOC109423540|XP_019554069.2|AEAL, LOC109397138|XP_029716300.1|AEAL, LOC109400729|XP_029716305.1|AEAL
OG0009225	LOC118510944|XP_035909273.1|ASTE	LOC109622250|XP_029728118.1|AEAL, LOC109414432|XP_029728302.1|AEAL
OG0009226	LOC118512032|XP_035911717.1|ASTE	LOC109622874|XP_019932884.1|AEAL
OG0009227	LOC118504581|XP_035895121.1|ASTE, LOC118504580|XP_035895120.1|ASTE, LOC118504579|XP_035895119.1|ASTE	LOC115267774|XP_029730909.1|AEAL, LOC115267800|XP_029730985.1|AEAL
OG0009230	LOC118514511|XP_035917345.1|ASTE	LOC109427879|XP_029720745.1|AEAL
OG0009233	LOC118503225|XP_035892116.1|ASTE	LOC109622081|XP_019931864.2|AEAL
OG0009234	LOC118503615|XP_035892989.1|ASTE	LOC109428883|XP_019560267.2|AEAL
OG0009240	LOC118507181|XP_035901145.1|ASTE, LOC118507173|XP_035901135.1|ASTE, LOC118503333|XP_035892390.1|ASTE, LOC118503203|XP_035892084.1|ASTE, LOC118503204|XP_035892085.1|ASTE, LOC118503334|XP_035892391.1|ASTE, LOC118503202|XP_035892083.1|ASTE, LOC118503201|XP_035892081.1|ASTE, LOC118507179|XP_035901143.1|ASTE, LOC118506178|XP_035898844.1|ASTE, LOC118508099|XP_035903474.1|ASTE, LOC118507180|XP_035901144.1|ASTE	LOC115261302|XP_029718560.1|AEAL, LOC109433435|XP_019565408.2|AEAL
OG0009557	LOC118504740|XP_035895514.1|ASTE	LOC109412133|XP_029718075.1|AEAL
OG0009558	LOC118503383|XP_035892477.1|ASTE	LOC109418777|XP_019548555.2|AEAL, LOC115260477|XP_029717279.1|AEAL, LOC109622077|XP_029733354.1|AEAL, LOC109413937|XP_029713787.1|AEAL, LOC115253519|XP_019543215.2|AEAL
OG0009558	LOC118511671|XP_035910922.1|ASTE	LOC109407301|XP_029714515.1|AEAL, LOC109423696|XP_029734424.1|AEAL, LOC109430571|XP_029719592.1|AEAL
OG0009559	LOC118514274|XP_035916908.1|ASTE	LOC109432669|XP_019564584.2|AEAL, LOC115268226|XP_029732142.1|AEAL, LOC109421525|XP_019551582.2|AEAL, LOC109421483|XP_019551523.2|AEAL, LOC115259896|XP_029716552.1|AEAL, LOC109426052|XP_019557039.2|AEAL, LOC109425889|XP_019556813.2|AEAL, LOC109425974|XP_019556937.2|AEAL, LOC109425973|XP_019556936.2|AEAL, LOC115268086|XP_029731964.1|AEAL
OG0009561	LOC118503576|XP_035892904.1|ASTE	LOC109410552|XP_019539628.2|AEAL
OG0009561	LOC118503573|XP_035892900.1|ASTE	LOC109414404|XP_019543755.2|AEAL, LOC115268305|XP_029732197.1|AEAL, LOC109410590|XP_019539659.2|AEAL
OG0009561	LOC118508568|XP_035904360.1|ASTE	LOC109410591|XP_019539660.2|AEAL, LOC109414406|XP_019543757.2|AEAL, LOC115268149|XP_029732043.1|AEAL
OG0009921	LOC118510200|XP_035907625.1|ASTE	LOC115255249|XP_029709055.1|AEAL, LOC109416518|XP_029709949.1|AEAL, LOC115261454|XP_029718988.1|AEAL, LOC109409260|XP_019538223.1|AEAL, LOC109415311|XP_019544740.2|AEAL, LOC109431903|XP_029721831.1|AEAL, LOC109409734|XP_029726065.1|AEAL, LOC115253892|XP_029726099.1|AEAL
OG0009923	LOC118510426|XP_035908093.1|ASTE, LOC118510429|XP_035908098.1|ASTE, LOC118510425|XP_035908091.1|ASTE	LOC115263362|XP_029722520.1|AEAL, LOC109430775|XP_019562390.1|AEAL, LOC115263228|XP_029722085.1|AEAL, LOC109424182|XP_019554820.2|AEAL, LOC115263093|XP_029721871.1|AEAL, LOC115263363|XP_029722521.1|AEAL, LOC109424181|XP_019554819.2|AEAL, LOC109430779|XP_019562393.2|AEAL, LOC109430778|XP_019562392.2|AEAL, LOC115263088|XP_029721868.1|AEAL, LOC109430766|XP_019562386.1|AEAL, LOC109424139|XP_019554776.2|AEAL, LOC115263227|XP_029722084.1|AEAL, LOC109424184|XP_019554822.1|AEAL, LOC115263087|XP_029721867.1|AEAL, LOC109424138|XP_019554775.2|AEAL, LOC115263364|XP_029722522.1|AEAL
OG0009924	LOC118511861|XP_035911335.1|ASTE	LOC109423824|XP_019554411.2|AEAL, LOC115267537|XP_029730480.1|AEAL, LOC109430636|XP_019562274.2|AEAL
OG0009924	LOC118512380|XP_035912643.1|ASTE	LOC109406507|XP_019535139.2|AEAL, LOC109418725|XP_019548503.2|AEAL
OG0009926	LOC118506405|XP_035899362.1|ASTE	LOC109398825|XP_029714400.1|AEAL, LOC109429236|XP_029718712.1|AEAL
OG0009934	LOC118514414|XP_035917187.1|ASTE	LOC115253878|XP_029735032.1|AEAL
OG0009936	LOC118505546|XP_035897380.1|ASTE	LOC109409196|XP_029727648.1|AEAL, LOC109421476|XP_029725337.1|AEAL, LOC109421484|XP_019551524.2|AEAL
OG0010263	LOC118513329|XP_035914872.1|ASTE	LOC109427542|XP_029733908.1|AEAL, LOC115256484|XP_029711001.1|AEAL, LOC115256406|XP_029710747.1|AEAL
OG0010263	LOC118503368|XP_035892460.1|ASTE	LOC115256596|XP_029711262.1|AEAL
OG0010263	LOC118503361|XP_035892449.1|ASTE	LOC109406599|XP_019535237.2|AEAL
OG0010263	LOC118503376|XP_035892473.1|ASTE	LOC109402647|XP_019530897.2|AEAL, LOC109406600|XP_029711185.1|AEAL
OG0010265	LOC118510814|XP_035909026.1|ASTE	LOC109407355|XP_019535905.2|AEAL, LOC115254905|XP_029708443.1|AEAL, LOC115255247|XP_029709054.1|AEAL, LOC109417774|XP_019547466.2|AEAL
OG0010266	LOC118502411|XP_035890528.1|ASTE, LOC118502654|XP_035890998.1|ASTE	LOC109422704|XP_019553111.2|AEAL, LOC109424438|XP_029708151.1|AEAL, LOC115254679|XP_029708171.1|AEAL, LOC109424439|XP_029708153.1|AEAL, LOC115254680|XP_029708172.1|AEAL, LOC115264846|XP_029724738.1|AEAL, LOC109422705|XP_029727889.1|AEAL
OG0010267	LOC118512128|XP_035912025.1|ASTE	LOC109419678|XP_029725932.1|AEAL
