Orthogroup	ASTE.longest_only	DVIR.longest_only
OG0007252	LOC118502612|XP_035890872.1|ASTE	LOC6630516|XP_002054016.3|DVIR
OG0007253	LOC118502594|XP_035890842.1|ASTE	LOC6622146|XP_032290274.1|DVIR
OG0007254	LOC118508354|XP_035903948.1|ASTE	LOC6629356|XP_032292771.1|DVIR
OG0007255	LOC118517566|XP_035919703.1|ASTE	LOC6631558|XP_002055435.1|DVIR
OG0007256	LOC118517537|XP_035919665.1|ASTE	LOC6631051|XP_002054636.1|DVIR
OG0007257	LOC118507000|XP_035900786.1|ASTE	LOC6630892|XP_002053138.1|DVIR
OG0007258	LOC118507005|XP_035900792.1|ASTE	LOC6630893|XP_032289471.1|DVIR
OG0007259	LOC118507041|XP_035900889.1|ASTE	LOC6635596|XP_032296161.1|DVIR
OG0007260	LOC118507040|XP_035900888.1|ASTE	LOC6635595|XP_002059020.1|DVIR
OG0007261	LOC118507049|XP_035900902.1|ASTE	LOC6625224|XP_002050104.2|DVIR
OG0007262	LOC118504336|XP_035894586.1|ASTE	LOC6633532|XP_002057360.1|DVIR
OG0007263	LOC118504339|XP_035894593.1|ASTE	LOC6636263|XP_002059732.2|DVIR
OG0007264	LOC118504342|XP_035894596.1|ASTE	LOC6622448|XP_015030572.1|DVIR
OG0007265	LOC118504354|XP_035894632.1|ASTE	LOC6633546|XP_002057243.1|DVIR
OG0007266	LOC118505152|XP_035896425.1|ASTE	LOC6629990|XP_002054172.3|DVIR
OG0007267	LOC118504632|XP_035895242.1|ASTE	LOC6629360|XP_002053569.1|DVIR
OG0007268	LOC118504628|XP_035895234.1|ASTE	LOC6625784|XP_015029809.1|DVIR
OG0007269	LOC118505052|XP_035896218.1|ASTE	LOC6635482|XP_002059011.2|DVIR
OG0007270	LOC118505029|XP_035896137.1|ASTE	LOC6630169|XP_032295260.1|DVIR
OG0007271	LOC118508539|XP_035904312.1|ASTE	LOC6632486|XP_002056299.1|DVIR
OG0007272	LOC118508553|XP_035904338.1|ASTE	LOC6622121|XP_002047005.1|DVIR
OG0007273	LOC118508543|XP_035904318.1|ASTE	LOC6632561|XP_032289655.1|DVIR
OG0007274	LOC118502367|XP_035890479.1|ASTE	LOC6630092|XP_002054259.2|DVIR
OG0007275	LOC118502615|XP_035890882.1|ASTE	LOC6624241|XP_015030905.1|DVIR
OG0007276	LOC118506980|XP_035900734.1|ASTE	LOC6623072|XP_002046565.1|DVIR
OG0007277	LOC118506972|XP_035900711.1|ASTE	LOC6624219|XP_032290909.1|DVIR
OG0007278	LOC118506982|XP_035900743.1|ASTE	LOC6624232|XP_002047873.1|DVIR
OG0007279	LOC118506687|XP_035900050.1|ASTE	LOC6624101|XP_032290968.1|DVIR
OG0007280	LOC118506685|XP_035900044.1|ASTE	LOC6623758|XP_032290564.1|DVIR
OG0007281	LOC118502749|XP_035891208.1|ASTE	LOC6632659|XP_002056465.1|DVIR
OG0007282	LOC118502708|XP_035891145.1|ASTE	LOC6632660|XP_002056466.1|DVIR
OG0007283	LOC118502726|XP_035891179.1|ASTE	LOC6630938|XP_002053491.1|DVIR
OG0007284	LOC118505734|XP_035897815.1|ASTE	LOC6632609|XP_002056221.1|DVIR
OG0007285	LOC118505729|XP_035897809.1|ASTE	LOC6633401|XP_002057211.3|DVIR
OG0007286	LOC118505727|XP_035897803.1|ASTE	LOC6633400|XP_002057210.2|DVIR
OG0007287	LOC118505730|XP_035897811.1|ASTE	LOC6628369|XP_002052869.1|DVIR
OG0007288	LOC118507720|XP_035902562.1|ASTE	LOC6633239|XP_002057409.1|DVIR
OG0007289	LOC118504362|XP_035894648.1|ASTE	LOC6634508|XP_015025103.1|DVIR
OG0007290	LOC118506835|XP_035900440.1|ASTE	LOC6630370|XP_002054906.1|DVIR
OG0007291	LOC118517559|XP_035919694.1|ASTE	LOC6636059|XP_002059523.1|DVIR
OG0007292	LOC118517562|XP_035919697.1|ASTE	LOC6636713|XP_002060186.1|DVIR
OG0007293	LOC118508268|XP_035903798.1|ASTE	LOC6630015|XP_002053408.1|DVIR
OG0007294	LOC118503215|XP_035892097.1|ASTE	LOC6629543|XP_002053671.1|DVIR
OG0007295	LOC118503522|XP_035892774.1|ASTE	LOC6632482|XP_002056295.1|DVIR
OG0007296	LOC118505046|XP_035896193.1|ASTE	LOC6632782|XP_015025934.1|DVIR
OG0007297	LOC118505073|XP_035896251.1|ASTE	LOC6629295|XP_002054696.2|DVIR
OG0007298	LOC118505100|XP_035896296.1|ASTE	LOC6631054|XP_002054639.1|DVIR
OG0007299	LOC118508410|XP_035904066.1|ASTE	LOC6631232|XP_032295173.1|DVIR
OG0007300	LOC118507707|XP_035902495.1|ASTE	LOC6630889|XP_002053135.1|DVIR
OG0007301	LOC118502773|XP_035891258.1|ASTE	LOC6629597|XP_015027160.1|DVIR
OG0007302	LOC118505388|XP_035896988.1|ASTE	LOC6632901|XP_032289854.1|DVIR
OG0007303	LOC118504774|XP_035895596.1|ASTE	LOC6635577|XP_002058991.1|DVIR
OG0007304	LOC118503186|XP_035892060.1|ASTE	LOC6634163|XP_002057530.2|DVIR
OG0007305	LOC118503267|XP_035892220.1|ASTE	LOC6622196|XP_002048348.1|DVIR
OG0007306	LOC118503266|XP_035892219.1|ASTE	LOC6624238|XP_002048349.2|DVIR
OG0007307	LOC118504543|XP_035895034.1|ASTE	LOC6630333|XP_032292637.1|DVIR
OG0007308	LOC118504528|XP_035894963.1|ASTE	LOC6629791|XP_002054753.1|DVIR
OG0007309	LOC118502533|XP_035890697.1|ASTE	LOC6630260|XP_032289635.1|DVIR
OG0007310	LOC118502531|XP_035890691.1|ASTE	LOC6630417|XP_015027413.1|DVIR
OG0007311	LOC118502530|XP_035890688.1|ASTE	LOC6630420|XP_032293656.1|DVIR
OG0007312	LOC118504465|XP_035894863.1|ASTE	LOC6635830|XP_002059465.3|DVIR
OG0007313	LOC118503016|XP_035891733.1|ASTE	LOC6631890|XP_015026414.2|DVIR
OG0007314	LOC118503011|XP_035891720.1|ASTE	LOC6633265|XP_002057146.1|DVIR
OG0007315	LOC118502978|XP_035891642.1|ASTE	LOC6633595|XP_002056807.2|DVIR
OG0007316	LOC118502997|XP_035891698.1|ASTE	LOC6632499|XP_002056517.2|DVIR
OG0007317	LOC118506983|XP_035900744.1|ASTE	LOC6630507|XP_002053451.2|DVIR
OG0007318	LOC118506968|XP_035900696.1|ASTE	LOC6630508|XP_032290385.1|DVIR
OG0007319	LOC118505692|XP_035897724.1|ASTE	LOC6622221|XP_015030825.1|DVIR
OG0007320	LOC118506551|XP_035899748.1|ASTE	LOC6628089|XP_002051149.1|DVIR
OG0007321	LOC118506545|XP_035899729.1|ASTE	LOC6633426|XP_002057219.1|DVIR
OG0007322	LOC118507591|XP_035902148.1|ASTE	LOC6635555|XP_015024634.2|DVIR
OG0007323	LOC118507588|XP_035902144.1|ASTE	LOC6632186|XP_002055641.2|DVIR
OG0007324	LOC118506946|XP_035900657.1|ASTE	LOC6629563|XP_002053651.1|DVIR
OG0007325	LOC118506934|XP_035900643.1|ASTE	LOC6633045|XP_002056268.2|DVIR
OG0007326	LOC118506928|XP_035900620.1|ASTE	LOC6629556|XP_002053650.1|DVIR
OG0007327	LOC118508435|XP_035904107.1|ASTE	LOC6623162|XP_002046102.1|DVIR
OG0007328	LOC118506941|XP_035900652.1|ASTE	LOC6633015|XP_002056136.1|DVIR
OG0007329	LOC118502658|XP_035891002.1|ASTE	LOC6630743|XP_002053204.1|DVIR
OG0007331	LOC118506890|XP_035900558.1|ASTE	LOC6636081|XP_015024192.1|DVIR
OG0007332	LOC118502517|XP_035890662.1|ASTE	LOC6634649|XP_032296338.1|DVIR
OG0007333	LOC118502581|XP_035890816.1|ASTE	LOC6629852|XP_002053175.1|DVIR
OG0007334	LOC118506691|XP_035900056.1|ASTE	LOC6632929|XP_002056564.2|DVIR
OG0007335	LOC118504743|XP_035895524.1|ASTE	LOC6623733|XP_002047348.2|DVIR
OG0007336	LOC118506733|XP_035900165.1|ASTE	LOC6633292|XP_002056875.1|DVIR
OG0007337	LOC118506739|XP_035900190.1|ASTE	LOC6622258|XP_002046700.1|DVIR
OG0007338	LOC118506398|XP_035899342.1|ASTE	LOC6624559|XP_032290924.1|DVIR
OG0007339	LOC118506531|XP_035899692.1|ASTE	LOC6630554|XP_002053272.1|DVIR
OG0007340	LOC118505135|XP_035896369.1|ASTE	LOC6629616|XP_015027152.1|DVIR
OG0007341	LOC118505791|XP_035898017.1|ASTE	LOC6631047|XP_032295088.1|DVIR
OG0007342	LOC118506961|XP_035900675.1|ASTE	LOC6630172|XP_002054792.2|DVIR
OG0007343	LOC118504507|XP_035894930.1|ASTE	LOC6629344|XP_002053321.1|DVIR
OG0007344	LOC118504506|XP_035894929.1|ASTE	LOC6627539|XP_002051708.1|DVIR
OG0007345	LOC118504504|XP_035894924.1|ASTE	LOC6629345|XP_032290188.1|DVIR
OG0007346	LOC118504817|XP_035895714.1|ASTE	LOC6622932|XP_002046498.1|DVIR
OG0007347	LOC118502631|XP_035890909.1|ASTE	LOC6633751|XP_032296608.1|DVIR
OG0007348	LOC118502622|XP_035890889.1|ASTE	LOC6633757|XP_002056943.1|DVIR
OG0007349	LOC118502620|XP_035890887.1|ASTE	LOC6633758|XP_002056944.1|DVIR
OG0007350	LOC118502639|XP_035890978.1|ASTE	LOC6633383|XP_002056794.1|DVIR
OG0007351	LOC118508368|XP_035903983.1|ASTE	LOC6624117|XP_002047884.1|DVIR
OG0007352	LOC118502806|XP_035891337.1|ASTE	LOC6636313|XP_002059873.1|DVIR
OG0007353	LOC118502811|XP_035891344.1|ASTE	LOC6633100|XP_002056580.1|DVIR
OG0007354	LOC118505412|XP_035897054.1|ASTE	LOC6629872|XP_002053381.1|DVIR
OG0007355	LOC118502676|XP_035891058.1|ASTE	LOC6629601|XP_015027488.1|DVIR
OG0007356	LOC118502772|XP_035891257.1|ASTE	LOC6635793|XP_002059382.2|DVIR
OG0007357	LOC118502766|XP_035891245.1|ASTE	LOC6630054|XP_032295380.1|DVIR
OG0007358	LOC118502767|XP_035891249.1|ASTE	LOC6631098|XP_015027230.1|DVIR
OG0007359	LOC118504496|XP_035894912.1|ASTE	LOC6630442|XP_015027525.1|DVIR
OG0007360	LOC118506388|XP_035899321.1|ASTE	LOC6633040|XP_032289726.1|DVIR
OG0007361	LOC118504304|XP_035894493.1|ASTE	LOC6631546|XP_032295775.1|DVIR
OG0007362	LOC118504306|XP_035894500.1|ASTE	LOC6634120|XP_002057721.1|DVIR
OG0007363	LOC118506269|XP_035899064.1|ASTE	LOC6633777|XP_032296200.1|DVIR
OG0007364	LOC118505770|XP_035897906.1|ASTE	LOC6633778|XP_032296195.1|DVIR
OG0007365	LOC118503249|XP_035892179.1|ASTE	LOC6633375|XP_002057328.1|DVIR
OG0007366	LOC118503251|XP_035892182.1|ASTE	LOC6630142|XP_002053625.2|DVIR
OG0007367	LOC118503256|XP_035892189.1|ASTE	LOC6623992|XP_032290649.1|DVIR
OG0007368	LOC118508501|XP_035904230.1|ASTE	LOC6630368|XP_002054904.1|DVIR
OG0007369	LOC118504868|XP_035895805.1|ASTE	LOC6632948|XP_032289804.1|DVIR
OG0007370	LOC118504865|XP_035895800.1|ASTE	LOC6627250|XP_002050401.1|DVIR
OG0007371	LOC118508382|XP_035904012.1|ASTE	LOC6634870|XP_002058599.1|DVIR
OG0007372	LOC118504245|XP_035894361.1|ASTE	LOC6632461|XP_002056307.1|DVIR
OG0007373	LOC118504250|XP_035894370.1|ASTE	LOC6634759|XP_002058052.1|DVIR
OG0007374	LOC118502522|XP_035890676.1|ASTE	LOC6632021|XP_002055236.2|DVIR
OG0007375	LOC118505044|XP_035896188.1|ASTE	LOC6635547|XP_002059094.1|DVIR
OG0007376	LOC118505054|XP_035896221.1|ASTE	LOC6633750|XP_032296507.1|DVIR
OG0007377	LOC118505017|XP_035896099.1|ASTE	LOC6634773|XP_002058199.1|DVIR
OG0007378	LOC118504982|XP_035896028.1|ASTE	LOC6636134|XP_032295682.1|DVIR
OG0007379	LOC118504997|XP_035896067.1|ASTE	LOC6634628|XP_002058027.1|DVIR
OG0007380	LOC118505002|XP_035896080.1|ASTE	LOC6634781|XP_032296409.1|DVIR
OG0007381	LOC118507564|XP_035902079.1|ASTE	LOC6634624|XP_032296426.1|DVIR
OG0007382	LOC118502873|XP_035891474.1|ASTE	LOC6634527|XP_002057956.2|DVIR
OG0007383	LOC118507561|XP_035902056.1|ASTE	LOC6633405|XP_032289051.1|DVIR
OG0007384	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE	LOC6633299|XP_002057398.1|DVIR
OG0007385	LOC118506823|XP_035900406.1|ASTE	LOC6634447|XP_002058166.1|DVIR
OG0007386	LOC118506848|XP_035900471.1|ASTE	LOC6633432|XP_002057175.1|DVIR
OG0007387	LOC118506856|XP_035900479.1|ASTE	LOC6631947|XP_002055399.1|DVIR
OG0007388	LOC118506842|XP_035900449.1|ASTE	LOC6631397|XP_032295997.1|DVIR
OG0007389	LOC118507081|XP_035900957.1|ASTE	LOC6628565|XP_002051063.1|DVIR
OG0007390	LOC118506850|XP_035900473.1|ASTE	LOC6633322|XP_002057156.2|DVIR
OG0007391	LOC118507438|XP_035901809.1|ASTE	LOC6629674|XP_002053657.1|DVIR
OG0007392	LOC118506861|XP_035900485.1|ASTE	LOC6633588|XP_002057266.3|DVIR
OG0007393	LOC118505263|XP_035896718.1|ASTE	LOC6630630|XP_032293400.1|DVIR
OG0007394	LOC118505173|XP_035896507.1|ASTE	LOC6633531|XP_032296175.1|DVIR
OG0007395	LOC118505207|XP_035896584.1|ASTE	LOC6631960|XP_015026472.1|DVIR
OG0007396	LOC118505155|XP_035896441.1|ASTE	LOC6631049|XP_002054634.1|DVIR
OG0007397	LOC118504536|XP_035894992.1|ASTE	LOC6627422|XP_032293883.1|DVIR
OG0007398	LOC118505854|XP_035898127.1|ASTE	LOC6625851|XP_002050107.1|DVIR
OG0007399	LOC118505855|XP_035898129.1|ASTE	LOC6635545|XP_002059092.1|DVIR
OG0007400	LOC118509347|XP_035905758.1|ASTE	LOC6634641|XP_002058040.1|DVIR
OG0007401	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE	LOC6631473|XP_002055117.2|DVIR
OG0007402	LOC118510985|XP_035909388.1|ASTE	LOC6629518|XP_002054588.3|DVIR
OG0007404	LOC118510978|XP_035909372.1|ASTE	LOC6630540|XP_002054605.3|DVIR
OG0007405	LOC118510979|XP_035909373.1|ASTE	LOC6630676|XP_002054609.1|DVIR
OG0007406	LOC118511183|XP_035909832.1|ASTE	LOC6630280|XP_002054891.1|DVIR
OG0007407	LOC118510927|XP_035909231.1|ASTE	LOC6628974|XP_015028170.1|DVIR
OG0007408	LOC118511398|XP_035910325.1|ASTE	LOC6623036|XP_002047568.2|DVIR
OG0007409	LOC118510953|XP_035909291.1|ASTE	LOC6628507|XP_002051842.1|DVIR
OG0007410	LOC118504266|XP_035894388.1|ASTE	LOC6631556|XP_002055433.1|DVIR
OG0007411	LOC118504273|XP_035894400.1|ASTE	LOC6633353|XP_002056977.1|DVIR
OG0007412	LOC118504271|XP_035894398.1|ASTE	LOC6634651|XP_002058302.1|DVIR
OG0007413	LOC118503642|XP_035893036.1|ASTE	LOC6627057|XP_002050513.1|DVIR
OG0007414	LOC118517702|XP_035920026.1|ASTE	LOC6635498|XP_002059038.1|DVIR
OG0007415	LOC118512406|XP_035912690.1|ASTE	LOC6633331|XP_002056859.1|DVIR
OG0007416	LOC118512398|XP_035912673.1|ASTE	LOC6633864|XP_032296641.1|DVIR
OG0007417	LOC118512409|XP_035912697.1|ASTE	LOC6633565|XP_015025425.1|DVIR
OG0007418	LOC118512412|XP_035912702.1|ASTE	LOC6625912|XP_002049860.1|DVIR
OG0007419	LOC118517717|XP_035920055.1|ASTE	LOC6631209|XP_032294814.1|DVIR
OG0007420	LOC118512425|XP_035912722.1|ASTE	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC6632208|XP_032295825.1|DVIR
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC6633409|XP_002056902.1|DVIR
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC6636145|XP_015024183.1|DVIR
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC6623778|XP_002048536.1|DVIR
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC6622837|XP_015031338.1|DVIR
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC6635541|XP_002059088.1|DVIR
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC6634466|XP_002057954.1|DVIR
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC6633359|XP_032296655.1|DVIR
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC6624955|XP_002049179.1|DVIR
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC6623305|XP_002046108.1|DVIR
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC6635704|XP_002059253.1|DVIR
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC6622096|XP_002047686.1|DVIR
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC6634574|XP_032296301.1|DVIR
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC6623724|XP_002048598.1|DVIR
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC6623545|XP_002048612.1|DVIR
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC6624068|XP_002048104.1|DVIR
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC6622774|XP_002048004.1|DVIR
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC6622749|XP_032290199.1|DVIR
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC6636691|XP_002060169.1|DVIR
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC6631818|XP_032295639.1|DVIR
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC6624923|XP_002049348.1|DVIR
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC6629361|XP_002053570.1|DVIR
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC26530662|XP_015030232.1|DVIR
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC6625010|XP_002049760.1|DVIR
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC6625009|XP_002049759.1|DVIR
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC6628342|XP_015028509.1|DVIR
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC6627924|XP_002052799.1|DVIR
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC6626407|XP_032292640.1|DVIR
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC6624351|XP_002048627.2|DVIR
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC26531832|XP_015028991.1|DVIR
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC6622104|XP_002047698.3|DVIR
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC6622110|XP_002047697.2|DVIR
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC6623176|XP_002048552.2|DVIR
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC6624190|XP_002048412.1|DVIR
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC6627100|XP_032292817.1|DVIR
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC6633485|XP_002056994.2|DVIR
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC6622777|XP_002047043.1|DVIR
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC6629010|XP_002051279.1|DVIR
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC6635167|XP_002058369.2|DVIR
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC6624762|XP_002049756.1|DVIR
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC6624080|XP_002048074.2|DVIR
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC6623983|XP_002048323.1|DVIR
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC6624100|XP_032290863.1|DVIR
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC6624441|XP_015030524.1|DVIR
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC6622337|XP_032290773.1|DVIR
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC6626313|XP_002049520.1|DVIR
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC6627061|XP_002049312.1|DVIR
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC6624486|XP_002048379.2|DVIR
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC6627458|XP_002052480.1|DVIR
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC6625039|XP_002048987.1|DVIR
OG0007472	LOC118504030|XP_035893903.1|ASTE	LOC6631488|XP_015026596.1|DVIR
OG0007473	LOC118517644|XP_035919858.1|ASTE	LOC6622343|XP_002048137.1|DVIR
OG0007474	LOC118503329|XP_035892371.1|ASTE	LOC6626412|XP_032292641.1|DVIR
OG0007475	LOC118505976|XP_035898422.1|ASTE	LOC6623563|XP_002046164.1|DVIR
OG0007476	LOC118510918|XP_035909216.1|ASTE	LOC6633287|XP_002056870.1|DVIR
OG0007477	LOC118508198|XP_035903656.1|ASTE	LOC6633340|XP_032296489.1|DVIR
OG0007478	LOC118508193|XP_035903649.1|ASTE	LOC6628094|XP_002051154.1|DVIR
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC6631756|XP_002054953.1|DVIR
OG0007480	LOC118508556|XP_035904341.1|ASTE	LOC6631103|XP_002053224.2|DVIR
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC6636822|XP_002060271.1|DVIR
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC6627670|XP_032294625.1|DVIR
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC6626495|XP_002049320.1|DVIR
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC26531166|XP_015026778.1|DVIR
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC6633351|XP_002056792.1|DVIR
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC6634776|XP_002058202.1|DVIR
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC6636254|XP_002059723.2|DVIR
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC6622907|XP_032291093.1|DVIR
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC6630553|XP_015027408.1|DVIR
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC6634712|XP_032296393.1|DVIR
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC6633551|XP_032295945.1|DVIR
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC6625420|XP_002049782.1|DVIR
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC6634605|XP_032296388.1|DVIR
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC6634210|XP_002057803.1|DVIR
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC6631700|XP_002054970.1|DVIR
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC6622124|XP_015030429.1|DVIR
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC6622186|XP_002047853.2|DVIR
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC6622172|XP_032290602.1|DVIR
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC6623727|XP_002047616.1|DVIR
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC6624728|XP_002047615.1|DVIR
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC6622747|XP_015031353.1|DVIR
OG0007502	LOC118504123|XP_035894107.1|ASTE	LOC26531133|XP_015030289.1|DVIR
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC6635727|XP_002059142.1|DVIR
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC6624362|XP_032290367.1|DVIR
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC6622646|XP_002047991.1|DVIR
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC6622723|XP_002047993.1|DVIR
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC6629208|XP_002052627.1|DVIR
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC6628504|XP_002051839.1|DVIR
OG0007509	LOC118512336|XP_035912514.1|ASTE	LOC6634225|XP_002057674.1|DVIR
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC6624989|XP_002048920.2|DVIR
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC6634364|XP_002057705.1|DVIR
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC26530583|XP_015026250.1|DVIR
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC6627600|XP_002052831.1|DVIR
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC6636852|XP_002060282.2|DVIR
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC6635645|XP_002059191.1|DVIR
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC6628180|XP_002052914.1|DVIR
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC6624090|XP_032291090.1|DVIR
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC6627193|XP_002049438.1|DVIR
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC6625688|XP_002049814.3|DVIR
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC6633363|XP_032296570.1|DVIR
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC6631729|XP_002055576.1|DVIR
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC6634780|XP_002058206.1|DVIR
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC6625860|XP_015029495.1|DVIR
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC6628506|XP_002051841.1|DVIR
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC6634344|XP_002057472.1|DVIR
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC6631014|XP_002054290.1|DVIR
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC6622497|XP_002047225.2|DVIR
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC6625802|XP_032293381.1|DVIR
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC6624743|XP_002049703.1|DVIR
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC6635262|XP_002058741.1|DVIR
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC6625243|XP_002049196.1|DVIR
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC6625921|XP_002049460.1|DVIR
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC6623043|XP_002048057.1|DVIR
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC6624336|XP_002047632.1|DVIR
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC6629867|XP_002053344.1|DVIR
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC6624625|XP_032290432.1|DVIR
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC6624635|XP_032290377.1|DVIR
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC6628396|XP_032294381.1|DVIR
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC6631056|XP_002054222.1|DVIR
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC6626317|XP_002049524.1|DVIR
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC6626592|XP_002049028.1|DVIR
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC6636258|XP_032290070.1|DVIR
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC6624261|XP_002048516.1|DVIR
