Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0007172	LOC118502760|XP_035891232.1|ASTE	LOC108606887|XP_017852902.1|DBUS
OG0007173	LOC118502759|XP_035891230.1|ASTE	LOC108606735|XP_017852617.1|DBUS
OG0007174	LOC118506736|XP_035900175.1|ASTE	LOC108604763|XP_017849846.1|DBUS
OG0007175	LOC118506751|XP_035900226.1|ASTE	LOC108600682|XP_033150604.1|DBUS
OG0007176	LOC118505650|XP_035897625.1|ASTE	LOC108602082|XP_017845595.1|DBUS
OG0007177	LOC118517563|XP_035919698.1|ASTE	LOC108603642|XP_017848092.1|DBUS
OG0007178	LOC118517521|XP_035919643.1|ASTE	LOC108603558|XP_017847966.1|DBUS
OG0007179	LOC118517539|XP_035919668.1|ASTE	LOC108604210|XP_017849061.1|DBUS
OG0007180	LOC118517530|XP_035919657.1|ASTE	LOC108603643|XP_017848096.1|DBUS
OG0007181	LOC118505519|XP_035897312.1|ASTE	LOC108605746|XP_017851032.1|DBUS
OG0007182	LOC118506435|XP_035899448.1|ASTE	LOC108604743|XP_017849819.1|DBUS
OG0007183	LOC118506428|XP_035899422.1|ASTE	LOC108603309|XP_017847481.1|DBUS
OG0007184	LOC118506427|XP_035899420.1|ASTE	LOC108602017|XP_017845509.1|DBUS
OG0007185	LOC118506754|XP_035900244.1|ASTE	LOC108594358|XP_017835005.1|DBUS
OG0007186	LOC118506760|XP_035900246.1|ASTE	LOC108603723|XP_017848251.1|DBUS
OG0007187	LOC118508511|XP_035904248.1|ASTE	LOC108603745|XP_017848307.1|DBUS
OG0007188	LOC118508513|XP_035904254.1|ASTE	LOC108603600|XP_017848034.1|DBUS
OG0007189	LOC118508517|XP_035904263.1|ASTE	LOC108603781|XP_017848363.1|DBUS
OG0007190	LOC118508519|XP_035904266.1|ASTE	LOC108604008|XP_017848737.1|DBUS
OG0007191	LOC118508522|XP_035904274.1|ASTE	LOC108599680|XP_017842162.1|DBUS
OG0007192	LOC118504500|XP_035894915.1|ASTE	LOC108605769|XP_017851061.1|DBUS
OG0007193	LOC118504493|XP_035894909.1|ASTE	LOC108606780|XP_017852692.1|DBUS
OG0007194	LOC118504497|XP_035894913.1|ASTE	LOC108606794|XP_017852742.1|DBUS
OG0007195	LOC118505344|XP_035896896.1|ASTE	LOC108601254|XP_017844643.1|DBUS
OG0007196	LOC118504861|XP_035895790.1|ASTE	LOC108604034|XP_017848780.1|DBUS
OG0007197	LOC118505651|XP_035897626.1|ASTE	LOC108600569|XP_017843725.1|DBUS
OG0007198	LOC118506606|XP_035899866.1|ASTE	LOC108604244|XP_017849107.1|DBUS
OG0007199	LOC118506599|XP_035899858.1|ASTE	LOC108603590|XP_017848020.1|DBUS
OG0007200	LOC118506597|XP_035899855.1|ASTE	LOC108604340|XP_017849254.1|DBUS
OG0007201	LOC118505860|XP_035898135.1|ASTE	LOC108598699|XP_017840912.1|DBUS
OG0007202	LOC118505861|XP_035898137.1|ASTE	LOC108599754|XP_017842256.1|DBUS
OG0007203	LOC118503578|XP_035892911.1|ASTE	LOC108599752|XP_017843076.1|DBUS
OG0007204	LOC118503579|XP_035892912.1|ASTE	LOC108606632|XP_017852413.1|DBUS
OG0007205	LOC118503582|XP_035892914.1|ASTE	LOC108598793|XP_017841001.1|DBUS
OG0007206	LOC118506993|XP_035900766.1|ASTE	LOC108604229|XP_017849085.1|DBUS
OG0007207	LOC118502724|XP_035891173.1|ASTE	LOC108602331|XP_017845907.1|DBUS
OG0007208	LOC118502728|XP_035891181.1|ASTE	LOC108603783|XP_017848365.1|DBUS
OG0007209	LOC118502721|XP_035891170.1|ASTE	LOC108603784|XP_017848368.1|DBUS
OG0007210	LOC118511708|XP_035911022.1|ASTE	LOC108604648|XP_017849687.1|DBUS
OG0007211	LOC118502682|XP_035891083.1|ASTE	LOC108604550|XP_017849566.1|DBUS
OG0007212	LOC118503570|XP_035892896.1|ASTE	LOC108604781|XP_017849866.1|DBUS
OG0007213	LOC118506526|XP_035899671.1|ASTE	LOC108597298|XP_017839265.1|DBUS
OG0007214	LOC118506524|XP_035899658.1|ASTE	LOC108600614|XP_017843781.1|DBUS
OG0007215	LOC118506512|XP_035899631.1|ASTE	LOC108603819|XP_017848435.1|DBUS
OG0007216	LOC118502431|XP_035890552.1|ASTE	LOC108601935|XP_017845402.1|DBUS
OG0007217	LOC118506510|XP_035899627.1|ASTE	LOC108596883|XP_017838552.1|DBUS
OG0007218	LOC118505237|XP_035896669.1|ASTE	LOC108602387|XP_017845986.1|DBUS
OG0007219	LOC118504643|XP_035895287.1|ASTE	LOC108604204|XP_017849053.1|DBUS
OG0007220	LOC118505319|XP_035896857.1|ASTE	LOC108603430|XP_017847738.1|DBUS
OG0007221	LOC118505318|XP_035896855.1|ASTE	LOC108604791|XP_017849880.1|DBUS
OG0007222	LOC118504785|XP_035895629.1|ASTE	LOC108601637|XP_017845025.1|DBUS
OG0007223	LOC118503657|XP_035893073.1|ASTE	LOC108604312|XP_017849223.1|DBUS
OG0007224	LOC118503651|XP_035893065.1|ASTE	LOC108601912|XP_017845379.1|DBUS
OG0007225	LOC118503660|XP_035893078.1|ASTE	LOC108603373|XP_017847624.1|DBUS
OG0007226	LOC118503649|XP_035893061.1|ASTE	LOC108604804|XP_017849895.1|DBUS
OG0007227	LOC118506562|XP_035899777.1|ASTE	LOC108600849|XP_017844139.1|DBUS
OG0007228	LOC118504311|XP_035894506.1|ASTE	LOC108599387|XP_017841683.1|DBUS
OG0007229	LOC118505125|XP_035896334.1|ASTE	LOC108603220|XP_017847308.1|DBUS
OG0007230	LOC118505251|XP_035896697.1|ASTE	LOC108603250|XP_017847377.1|DBUS
OG0007231	LOC118507615|XP_035902220.1|ASTE	LOC108604359|XP_017849286.1|DBUS
OG0007232	LOC118505502|XP_035897256.1|ASTE	LOC108599839|XP_017842438.1|DBUS
OG0007233	LOC118505504|XP_035897265.1|ASTE	LOC108597949|XP_017840053.1|DBUS
OG0007234	LOC118505525|XP_035897330.1|ASTE	LOC108598890|XP_017841139.1|DBUS
OG0007235	LOC118505526|XP_035897331.1|ASTE	LOC108600099|XP_017842957.1|DBUS
OG0007236	LOC118505473|XP_035897179.1|ASTE	LOC108602481|XP_017846094.1|DBUS
OG0007237	LOC118505472|XP_035897178.1|ASTE	LOC108604645|XP_017849683.1|DBUS
OG0007238	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE	LOC108607330|XP_017853488.1|DBUS
OG0007239	LOC118506575|XP_035899811.1|ASTE	LOC108604453|XP_017849422.1|DBUS
OG0007241	LOC118504278|XP_035894445.1|ASTE	LOC108606326|XP_017851834.1|DBUS
OG0007242	LOC118504276|XP_035894435.1|ASTE	LOC108606323|XP_017851826.1|DBUS
OG0007243	LOC118507727|XP_035902574.1|ASTE	LOC108605035|XP_017850092.1|DBUS
OG0007244	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE	LOC108601951|XP_017845425.1|DBUS
OG0007245	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE	LOC108602290|XP_017845861.1|DBUS
OG0007246	LOC118505461|XP_035897156.1|ASTE	LOC108604350|XP_017849269.2|DBUS
OG0007247	LOC118507637|XP_035902289.1|ASTE	LOC108594999|XP_017835620.1|DBUS
OG0007248	LOC118506340|XP_035899216.1|ASTE	LOC108606475|XP_017852091.1|DBUS
OG0007249	LOC118506330|XP_035899193.1|ASTE	LOC108605082|XP_033150411.1|DBUS
OG0007250	LOC118508545|XP_035904321.1|ASTE	LOC108606857|XP_017852846.1|DBUS
OG0007251	LOC118502617|XP_035890883.1|ASTE	LOC108603088|XP_017847067.1|DBUS
OG0007252	LOC118502612|XP_035890872.1|ASTE	LOC108604835|XP_017849940.1|DBUS
OG0007253	LOC118502594|XP_035890842.1|ASTE	LOC108600371|XP_017843396.1|DBUS
OG0007254	LOC118508354|XP_035903948.1|ASTE	LOC108602030|XP_017845522.1|DBUS
OG0007255	LOC118517566|XP_035919703.1|ASTE	LOC108606262|XP_017851708.1|DBUS
OG0007256	LOC118517537|XP_035919665.1|ASTE	LOC108603644|XP_017848097.1|DBUS
OG0007257	LOC118507000|XP_035900786.1|ASTE	LOC108603869|XP_017848528.1|DBUS
OG0007258	LOC118507005|XP_035900792.1|ASTE	LOC108603100|XP_017847085.1|DBUS
OG0007259	LOC118507041|XP_035900889.1|ASTE	LOC108606522|XP_017852182.1|DBUS
OG0007260	LOC118507040|XP_035900888.1|ASTE	LOC108605840|XP_017851137.1|DBUS
OG0007261	LOC118507049|XP_035900902.1|ASTE	LOC108595967|XP_017836743.1|DBUS
OG0007262	LOC118504336|XP_035894586.1|ASTE	LOC108606399|XP_017851971.1|DBUS
OG0007263	LOC118504339|XP_035894593.1|ASTE	LOC108607412|XP_017853689.1|DBUS
OG0007264	LOC118504342|XP_035894596.1|ASTE	LOC108600910|XP_017844231.1|DBUS
OG0007265	LOC118504354|XP_035894632.1|ASTE	LOC108605441|XP_017850613.1|DBUS
OG0007266	LOC118505152|XP_035896425.1|ASTE	LOC108604524|XP_017849522.1|DBUS
OG0007267	LOC118504632|XP_035895242.1|ASTE	LOC108604779|XP_017849864.1|DBUS
OG0007268	LOC118504628|XP_035895234.1|ASTE	LOC108596380|XP_017837539.1|DBUS
OG0007269	LOC118505052|XP_035896218.1|ASTE	LOC108605733|XP_017851017.1|DBUS
OG0007270	LOC118505029|XP_035896137.1|ASTE	LOC108603241|XP_033150054.1|DBUS
OG0007271	LOC118508539|XP_035904312.1|ASTE	LOC108603355|XP_017847584.1|DBUS
OG0007272	LOC118508553|XP_035904338.1|ASTE	LOC108600850|XP_017844140.1|DBUS
OG0007273	LOC118508543|XP_035904318.1|ASTE	LOC108602799|XP_017846511.1|DBUS
OG0007274	LOC118502367|XP_035890479.1|ASTE	LOC108602366|XP_017845958.1|DBUS
OG0007275	LOC118502615|XP_035890882.1|ASTE	LOC108600852|XP_017844142.1|DBUS
OG0007276	LOC118506980|XP_035900734.1|ASTE	LOC108598733|XP_017840954.1|DBUS
OG0007277	LOC118506972|XP_035900711.1|ASTE	LOC108598955|XP_017841215.2|DBUS
OG0007278	LOC118506982|XP_035900743.1|ASTE	LOC108600619|XP_017843792.2|DBUS
OG0007279	LOC118506687|XP_035900050.1|ASTE	LOC108600821|XP_033149372.1|DBUS
OG0007280	LOC118506685|XP_035900044.1|ASTE	LOC108600976|XP_033149371.1|DBUS
OG0007281	LOC118502749|XP_035891208.1|ASTE	LOC108603958|XP_017848643.1|DBUS
OG0007282	LOC118502708|XP_035891145.1|ASTE	LOC108603957|XP_017848641.1|DBUS
OG0007283	LOC118502726|XP_035891179.1|ASTE	LOC108602467|XP_017846079.1|DBUS
OG0007284	LOC118505734|XP_035897815.1|ASTE	LOC108602527|XP_017846150.1|DBUS
OG0007285	LOC118505729|XP_035897809.1|ASTE	LOC108605424|XP_017850588.1|DBUS
OG0007286	LOC118505727|XP_035897803.1|ASTE	LOC108605416|XP_017850575.1|DBUS
OG0007287	LOC118505730|XP_035897811.1|ASTE	LOC108602482|XP_017846133.2|DBUS
OG0007288	LOC118507720|XP_035902562.1|ASTE	LOC108605141|XP_017850203.1|DBUS
OG0007289	LOC118504362|XP_035894648.1|ASTE	LOC108606691|XP_017852536.1|DBUS
OG0007290	LOC118506835|XP_035900440.1|ASTE	LOC108601947|XP_017845419.1|DBUS
OG0007291	LOC118517559|XP_035919694.1|ASTE	LOC108605602|XP_017850868.1|DBUS
OG0007292	LOC118517562|XP_035919697.1|ASTE	LOC117134909|XP_033150249.1|DBUS
OG0007293	LOC118508268|XP_035903798.1|ASTE	LOC108604558|XP_017849575.1|DBUS
OG0007294	LOC118503215|XP_035892097.1|ASTE	LOC108603968|XP_017848664.1|DBUS
OG0007295	LOC118503522|XP_035892774.1|ASTE	LOC108602416|XP_017846020.1|DBUS
OG0007296	LOC118505046|XP_035896193.1|ASTE	LOC108604024|XP_017848757.1|DBUS
OG0007297	LOC118505073|XP_035896251.1|ASTE	LOC108601806|XP_017845231.1|DBUS
OG0007298	LOC118505100|XP_035896296.1|ASTE	LOC108603646|XP_017848099.1|DBUS
OG0007299	LOC118508410|XP_035904066.1|ASTE	LOC108601601|XP_033150040.1|DBUS
OG0007300	LOC118507707|XP_035902495.1|ASTE	LOC108601661|XP_017845051.1|DBUS
OG0007301	LOC118502773|XP_035891258.1|ASTE	LOC108603425|XP_017847720.1|DBUS
OG0007302	LOC118505388|XP_035896988.1|ASTE	LOC108603280|XP_017847430.1|DBUS
OG0007303	LOC118504774|XP_035895596.1|ASTE	LOC108606067|XP_017851401.1|DBUS
OG0007304	LOC118503186|XP_035892060.1|ASTE	LOC108607568|XP_017853948.1|DBUS
OG0007305	LOC118503267|XP_035892220.1|ASTE	LOC108599107|XP_017841387.1|DBUS
OG0007306	LOC118503266|XP_035892219.1|ASTE	LOC108598997|XP_017841263.2|DBUS
OG0007307	LOC118504543|XP_035895034.1|ASTE	LOC108604262|XP_017849146.1|DBUS
OG0007308	LOC118504528|XP_035894963.1|ASTE	LOC108601276|XP_017844665.1|DBUS
OG0007309	LOC118502533|XP_035890697.1|ASTE	LOC108604476|XP_017849451.1|DBUS
OG0007310	LOC118502531|XP_035890691.1|ASTE	LOC108604431|XP_017849392.1|DBUS
OG0007311	LOC118502530|XP_035890688.1|ASTE	LOC108603693|XP_017848205.1|DBUS
OG0007312	LOC118504465|XP_035894863.1|ASTE	LOC108597552|XP_017839649.1|DBUS
OG0007313	LOC118503016|XP_035891733.1|ASTE	LOC108606744|XP_017852631.1|DBUS
OG0007314	LOC118503011|XP_035891720.1|ASTE	LOC108605589|XP_017850848.1|DBUS
OG0007315	LOC118502978|XP_035891642.1|ASTE	LOC108605395|XP_017850554.2|DBUS
OG0007316	LOC118502997|XP_035891698.1|ASTE	LOC108601539|XP_017844927.1|DBUS
OG0007317	LOC118506983|XP_035900744.1|ASTE	LOC108604308|XP_017849217.1|DBUS
OG0007318	LOC118506968|XP_035900696.1|ASTE	LOC108604306|XP_017849213.1|DBUS
OG0007319	LOC118505692|XP_035897724.1|ASTE	LOC108598149|XP_017840254.2|DBUS
OG0007320	LOC118506551|XP_035899748.1|ASTE	LOC108597192|XP_017839114.1|DBUS
OG0007321	LOC118506545|XP_035899729.1|ASTE	LOC108605422|XP_017850586.1|DBUS
OG0007322	LOC118507591|XP_035902148.1|ASTE	LOC108607156|XP_017853292.1|DBUS
OG0007323	LOC118507588|XP_035902144.1|ASTE	LOC108605919|XP_017851226.1|DBUS
OG0007324	LOC118506946|XP_035900657.1|ASTE	LOC108603811|XP_017848403.1|DBUS
OG0007325	LOC118506934|XP_035900643.1|ASTE	LOC108602854|XP_017846617.1|DBUS
OG0007326	LOC118506928|XP_035900620.1|ASTE	LOC108603810|XP_017848402.1|DBUS
OG0007327	LOC118508435|XP_035904107.1|ASTE	LOC108600768|XP_017844018.1|DBUS
OG0007328	LOC118506941|XP_035900652.1|ASTE	LOC108602052|XP_017845554.1|DBUS
OG0007329	LOC118502658|XP_035891002.1|ASTE	LOC108602077|XP_017845585.1|DBUS
OG0007331	LOC118506890|XP_035900558.1|ASTE	LOC108606601|XP_017852348.1|DBUS
OG0007332	LOC118502517|XP_035890662.1|ASTE	LOC108606315|XP_017851809.1|DBUS
OG0007333	LOC118502581|XP_035890816.1|ASTE	LOC108603533|XP_017847920.1|DBUS
OG0007334	LOC118506691|XP_035900056.1|ASTE	LOC108601495|XP_017844882.1|DBUS
OG0007335	LOC118504743|XP_035895524.1|ASTE	LOC108600772|XP_017844025.2|DBUS
OG0007336	LOC118506733|XP_035900165.1|ASTE	LOC108607214|XP_017853371.1|DBUS
OG0007337	LOC118506739|XP_035900190.1|ASTE	LOC108599589|XP_017842023.2|DBUS
OG0007338	LOC118506398|XP_035899342.1|ASTE	LOC108599529|XP_017841893.1|DBUS
OG0007339	LOC118506531|XP_035899692.1|ASTE	LOC108604145|XP_017848944.1|DBUS
OG0007340	LOC118505135|XP_035896369.1|ASTE	LOC108603081|XP_033149985.1|DBUS
OG0007341	LOC118505791|XP_035898017.1|ASTE	LOC108603681|XP_017848173.1|DBUS
OG0007342	LOC118506961|XP_035900675.1|ASTE	LOC108602299|XP_017845868.1|DBUS
OG0007343	LOC118504507|XP_035894930.1|ASTE	LOC108602124|XP_017845641.1|DBUS
OG0007344	LOC118504506|XP_035894929.1|ASTE	LOC108594242|XP_017834845.1|DBUS
OG0007345	LOC118504504|XP_035894924.1|ASTE	LOC108602125|XP_017845642.2|DBUS
OG0007346	LOC118504817|XP_035895714.1|ASTE	LOC108599255|XP_017841541.1|DBUS
OG0007347	LOC118502631|XP_035890909.1|ASTE	LOC108606250|XP_017851684.1|DBUS
OG0007348	LOC118502622|XP_035890889.1|ASTE	LOC108606248|XP_017851682.1|DBUS
OG0007349	LOC118502620|XP_035890887.1|ASTE	LOC108606242|XP_017851675.1|DBUS
OG0007350	LOC118502639|XP_035890978.1|ASTE	LOC108605917|XP_017851222.1|DBUS
OG0007351	LOC118508368|XP_035903983.1|ASTE	LOC108600606|XP_017843772.1|DBUS
OG0007352	LOC118502806|XP_035891337.1|ASTE	LOC108596436|XP_017837657.1|DBUS
OG0007353	LOC118502811|XP_035891344.1|ASTE	LOC108604098|XP_017848869.1|DBUS
OG0007354	LOC118505412|XP_035897054.1|ASTE	LOC108602422|XP_017846025.1|DBUS
OG0007355	LOC118502676|XP_035891058.1|ASTE	LOC108603418|XP_017847704.1|DBUS
OG0007356	LOC118502772|XP_035891257.1|ASTE	LOC108597768|XP_017839970.1|DBUS
OG0007357	LOC118502766|XP_035891245.1|ASTE	LOC108603360|XP_033150078.1|DBUS
OG0007358	LOC118502767|XP_035891249.1|ASTE	LOC108603350|XP_017847572.1|DBUS
OG0007359	LOC118504496|XP_035894912.1|ASTE	LOC108603162|XP_017847206.1|DBUS
OG0007360	LOC118506388|XP_035899321.1|ASTE	LOC108603107|XP_017847101.1|DBUS
OG0007361	LOC118504304|XP_035894493.1|ASTE	LOC108606618|XP_017852382.1|DBUS
OG0007362	LOC118504306|XP_035894500.1|ASTE	LOC108602581|XP_017846244.2|DBUS
OG0007363	LOC118506269|XP_035899064.1|ASTE	LOC108605704|XP_017850985.1|DBUS
OG0007364	LOC118505770|XP_035897906.1|ASTE	LOC108606304|XP_017851783.1|DBUS
OG0007365	LOC118503249|XP_035892179.1|ASTE	LOC108605687|XP_017850967.1|DBUS
OG0007366	LOC118503251|XP_035892182.1|ASTE	LOC108601900|XP_017845366.1|DBUS
OG0007367	LOC118503256|XP_035892189.1|ASTE	LOC108598116|XP_033149388.1|DBUS
OG0007368	LOC118508501|XP_035904230.1|ASTE	LOC108604362|XP_017849292.1|DBUS
OG0007369	LOC118504868|XP_035895805.1|ASTE	LOC108602858|XP_033149838.1|DBUS
OG0007370	LOC118504865|XP_035895800.1|ASTE	LOC108597504|XP_017839578.1|DBUS
OG0007371	LOC118508382|XP_035904012.1|ASTE	LOC108601502|XP_017844890.1|DBUS
OG0007372	LOC118504245|XP_035894361.1|ASTE	LOC108602414|XP_017846016.1|DBUS
OG0007373	LOC118504250|XP_035894370.1|ASTE	LOC108607084|XP_017853195.1|DBUS
OG0007374	LOC118502522|XP_035890676.1|ASTE	LOC108605684|XP_017850965.1|DBUS
OG0007375	LOC118505044|XP_035896188.1|ASTE	LOC108607120|XP_017853242.1|DBUS
OG0007376	LOC118505054|XP_035896221.1|ASTE	LOC108607090|XP_017853204.1|DBUS
OG0007377	LOC118505017|XP_035896099.1|ASTE	LOC108605964|XP_017851273.1|DBUS
OG0007378	LOC118504982|XP_035896028.1|ASTE	LOC108605110|XP_017850161.2|DBUS
OG0007379	LOC118504997|XP_035896067.1|ASTE	LOC108607228|XP_017853394.1|DBUS
OG0007380	LOC118505002|XP_035896080.1|ASTE	LOC108606935|XP_017852974.1|DBUS
OG0007381	LOC118507564|XP_035902079.1|ASTE	LOC108607195|XP_017853345.1|DBUS
OG0007382	LOC118502873|XP_035891474.1|ASTE	LOC108605215|XP_017850313.1|DBUS
OG0007383	LOC118507561|XP_035902056.1|ASTE	LOC108606207|XP_017851560.1|DBUS
OG0007384	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE	LOC108605673|XP_017850954.1|DBUS
OG0007385	LOC118506823|XP_035900406.1|ASTE	LOC117134903|XP_033150227.1|DBUS
OG0007386	LOC118506848|XP_035900471.1|ASTE	LOC108605775|XP_017851067.1|DBUS
OG0007387	LOC118506856|XP_035900479.1|ASTE	LOC108605821|XP_017851116.1|DBUS
OG0007388	LOC118506842|XP_035900449.1|ASTE	LOC108606615|XP_017852375.1|DBUS
OG0007389	LOC118507081|XP_035900957.1|ASTE	LOC108607441|XP_017853761.1|DBUS
OG0007390	LOC118506850|XP_035900473.1|ASTE	LOC108606841|XP_017852821.1|DBUS
OG0007391	LOC118507438|XP_035901809.1|ASTE	LOC108604650|XP_017849689.1|DBUS
OG0007392	LOC118506861|XP_035900485.1|ASTE	LOC108606471|XP_017852088.1|DBUS
OG0007393	LOC118505263|XP_035896718.1|ASTE	LOC108603375|XP_033150068.1|DBUS
OG0007394	LOC118505173|XP_035896507.1|ASTE	LOC108606398|XP_017851966.1|DBUS
OG0007395	LOC118505207|XP_035896584.1|ASTE	LOC108606320|XP_017851818.1|DBUS
OG0007396	LOC118505155|XP_035896441.1|ASTE	LOC108603830|XP_017848456.1|DBUS
OG0007397	LOC118504536|XP_035894992.1|ASTE	LOC108607858|XP_033150561.1|DBUS
OG0007398	LOC118505854|XP_035898127.1|ASTE	LOC108595051|XP_017835682.1|DBUS
OG0007399	LOC118505855|XP_035898129.1|ASTE	LOC108607165|XP_017853305.2|DBUS
OG0007400	LOC118509347|XP_035905758.1|ASTE	LOC108605307|XP_017850466.1|DBUS
OG0007401	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE	LOC108606348|XP_017851886.1|DBUS
OG0007402	LOC118510985|XP_035909388.1|ASTE	LOC108604287|XP_017849187.1|DBUS
OG0007404	LOC118510978|XP_035909372.1|ASTE	LOC108603536|XP_017847924.1|DBUS
OG0007405	LOC118510979|XP_035909373.1|ASTE	LOC108602864|XP_017846641.1|DBUS
OG0007406	LOC118511183|XP_035909832.1|ASTE	LOC108603621|XP_017848066.1|DBUS
OG0007407	LOC118510927|XP_035909231.1|ASTE	LOC108607820|XP_017854357.2|DBUS
OG0007408	LOC118511398|XP_035910325.1|ASTE	LOC108600612|XP_017843779.1|DBUS
OG0007409	LOC118510953|XP_035909291.1|ASTE	LOC108608516|XP_017855407.2|DBUS
OG0007410	LOC118504266|XP_035894388.1|ASTE	LOC108607184|XP_017853329.1|DBUS
OG0007411	LOC118504273|XP_035894400.1|ASTE	LOC108606734|XP_017852616.1|DBUS
OG0007412	LOC118504271|XP_035894398.1|ASTE	LOC108605632|XP_017850904.1|DBUS
OG0007413	LOC118503642|XP_035893036.1|ASTE	LOC108596415|XP_017837619.1|DBUS
OG0007414	LOC118517702|XP_035920026.1|ASTE	LOC108605873|XP_017851176.1|DBUS
OG0007415	LOC118512406|XP_035912690.1|ASTE	LOC108605108|XP_017850160.1|DBUS
OG0007416	LOC118512398|XP_035912673.1|ASTE	LOC108605069|XP_033150486.1|DBUS
OG0007417	LOC118512409|XP_035912697.1|ASTE	LOC108605647|XP_017850919.1|DBUS
OG0007418	LOC118512412|XP_035912702.1|ASTE	LOC108597474|XP_017839537.1|DBUS
OG0007419	LOC118517717|XP_035920055.1|ASTE	LOC108603672|XP_017848159.1|DBUS
OG0007420	LOC118512425|XP_035912722.1|ASTE	LOC108597391|XP_017839416.1|DBUS
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC108606721|XP_033150235.1|DBUS
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC108605594|XP_017850857.1|DBUS
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC108605476|XP_017850654.1|DBUS
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC108598461|XP_017840595.1|DBUS
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC108599725|XP_017842213.1|DBUS
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC108607019|XP_017853093.1|DBUS
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC108605720|XP_017851002.1|DBUS
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC108606427|XP_033150435.1|DBUS
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC108594706|XP_017835335.1|DBUS
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC108599038|XP_017841307.1|DBUS
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC108596670|XP_017838170.1|DBUS
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC108599106|XP_017841386.2|DBUS
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC108605014|XP_017850070.1|DBUS
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC108601125|XP_017844535.1|DBUS
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC108600551|XP_017843699.1|DBUS
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC108600763|XP_017844013.1|DBUS
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC108601066|XP_017844446.1|DBUS
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC108598140|XP_033149615.1|DBUS
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC108606081|XP_017851417.1|DBUS
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC108605415|XP_033150420.1|DBUS
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC108595732|XP_017836504.1|DBUS
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC108604777|XP_017849863.1|DBUS
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC108596964|XP_017838700.1|DBUS
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC108595277|XP_017835979.1|DBUS
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC108595276|XP_017835978.1|DBUS
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC108600306|XP_017843287.1|DBUS
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC108601280|XP_017844672.1|DBUS
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC108596155|XP_017837147.1|DBUS
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC108599830|XP_017842428.1|DBUS
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC108607466|XP_017853792.1|DBUS
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC108601001|XP_017844355.2|DBUS
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC108599503|XP_017841858.2|DBUS
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC108600908|XP_017844226.1|DBUS
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC108599621|XP_017842069.1|DBUS
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC108595729|XP_017836500.1|DBUS
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC108606801|XP_017852759.1|DBUS
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC108600801|XP_017844073.1|DBUS
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC108594363|XP_017835012.1|DBUS
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC108602911|XP_033149860.1|DBUS
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC108597057|XP_017838867.1|DBUS
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC108599439|XP_017841753.2|DBUS
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC108599446|XP_017841766.1|DBUS
