Orthogroup	ASTE.longest_only	CPIP.longest_only
OG0013562	LOC118512396|XP_035912670.1|ASTE	LOC120421358|XP_039440479.1|CPIP
OG0013563	LOC118512422|XP_035912718.1|ASTE	LOC120421366|XP_039440489.1|CPIP
OG0013564	LOC118506011|XP_035898489.1|ASTE	LOC120416646|XP_039434391.1|CPIP
OG0013566	LOC118507231|XP_035901360.1|ASTE	LOC120415011|XP_039432310.1|CPIP
OG0013568	LOC118504038|XP_035893929.1|ASTE	LOC120417595|XP_039435642.1|CPIP
OG0013569	LOC118506308|XP_035899150.1|ASTE	LOC120415309|XP_039432721.1|CPIP
OG0013570	LOC118512371|XP_035912614.1|ASTE	LOC120425269|XP_039445648.1|CPIP
OG0013571	LOC118503520|XP_035892773.1|ASTE	LOC120420381|XP_039439329.1|CPIP
OG0013572	LOC118504797|XP_035895668.1|ASTE	LOC120414221|XP_039431263.1|CPIP, LOC120424755|XP_039444883.1|CPIP
OG0013573	LOC118503458|XP_035892634.1|ASTE	LOC120426413|XP_039447104.1|CPIP, LOC120421703|XP_039440877.1|CPIP
OG0013574	LOC118507143|XP_035901072.1|ASTE	LOC120426419|XP_039447111.1|CPIP, LOC120428773|XP_039449791.1|CPIP
OG0013575	LOC118508245|XP_035903751.1|ASTE	LOC120420258|XP_039439188.1|CPIP
OG0013577	LOC118503403|XP_035892499.1|ASTE	LOC120415227|XP_039432616.1|CPIP
OG0013578	LOC118504875|XP_035895820.1|ASTE	LOC120415221|XP_039432610.1|CPIP
OG0013579	LOC118504873|XP_035895817.1|ASTE	LOC120415234|XP_039432625.1|CPIP
OG0013580	LOC118504803|XP_035895684.1|ASTE	LOC120415222|XP_039432611.1|CPIP
OG0013582	LOC118505840|XP_035898093.1|ASTE	LOC120415314|XP_039432730.1|CPIP
OG0013583	LOC118517649|XP_035919870.1|ASTE	LOC120415307|XP_039432719.1|CPIP
OG0013584	LOC118506068|XP_035898621.1|ASTE, LOC118516514|XP_035918339.1|ASTE	LOC120420394|XP_039439341.1|CPIP
OG0013585	LOC118512071|XP_035911851.1|ASTE	LOC120428353|XP_039449290.1|CPIP
OG0013586	LOC118508177|XP_035903627.1|ASTE	LOC120414868|XP_039432119.1|CPIP
OG0013587	LOC118508202|XP_035903662.1|ASTE	LOC120414873|XP_039432128.1|CPIP
OG0013588	LOC118503938|XP_035893703.1|ASTE	LOC120414869|XP_039432120.1|CPIP
OG0013589	LOC118507299|XP_035901560.1|ASTE	LOC120418436|XP_039436778.1|CPIP, LOC120416750|XP_039434517.1|CPIP
OG0013590	LOC118506032|XP_035898544.1|ASTE	LOC120427049|XP_039447815.1|CPIP
OG0013591	LOC118506182|XP_035898858.1|ASTE	LOC120421728|XP_039440910.1|CPIP
OG0013592	LOC118503900|XP_035893583.1|ASTE	LOC120428142|XP_039449061.1|CPIP, LOC120424450|XP_039444517.1|CPIP
OG0013593	LOC118505942|XP_035898358.1|ASTE	LOC120425083|XP_039445414.1|CPIP
OG0013594	LOC118503326|XP_035892366.1|ASTE	LOC120424214|XP_039444207.1|CPIP
OG0013595	LOC118515258|XP_035917836.1|ASTE, LOC118505937|XP_035898349.1|ASTE	LOC120424518|XP_039444611.1|CPIP
OG0013596	LOC118507212|XP_035901202.1|ASTE	LOC120421468|XP_039440620.1|CPIP
OG0013597	LOC118505909|XP_035898261.1|ASTE	LOC120431886|XP_039452948.1|CPIP, LOC120426871|XP_039447609.1|CPIP
OG0013598	LOC118507163|XP_035901113.1|ASTE	LOC120426862|XP_039447600.1|CPIP
OG0013600	LOC118507162|XP_035901112.1|ASTE	LOC120428189|XP_039449103.1|CPIP
OG0013601	LOC118504109|XP_035894090.1|ASTE	LOC120428609|XP_039449568.1|CPIP
OG0013602	LOC118503998|XP_035893842.1|ASTE	LOC120429993|XP_039451020.1|CPIP, LOC120429992|XP_039451019.1|CPIP
OG0013603	LOC118503173|XP_035892037.1|ASTE	LOC120428646|XP_039449626.1|CPIP
OG0013604	LOC118517645|XP_035919859.1|ASTE	LOC120419143|XP_039437711.1|CPIP
OG0013605	LOC118506294|XP_035899118.1|ASTE, LOC118517207|XP_035919061.1|ASTE	LOC120412742|XP_039429267.1|CPIP
OG0013607	LOC118505991|XP_035898457.1|ASTE	LOC120415687|XP_039433206.1|CPIP, LOC120415377|XP_039432833.1|CPIP
OG0013608	LOC118512453|XP_035912812.1|ASTE	LOC120415375|XP_039432832.1|CPIP
OG0013609	LOC118507744|XP_035902639.1|ASTE	LOC120415130|XP_039432489.1|CPIP
OG0013610	LOC118508397|XP_035904044.1|ASTE	LOC120425513|XP_039445994.1|CPIP
OG0013612	LOC118503320|XP_035892354.1|ASTE	LOC120429792|XP_039450788.1|CPIP
OG0013613	LOC118505988|XP_035898444.1|ASTE	LOC120429140|XP_039450275.1|CPIP
OG0013616	LOC118517595|XP_035919768.1|ASTE	LOC120428797|XP_039449829.1|CPIP
OG0013617	LOC118507987|XP_035903247.1|ASTE	LOC120412347|XP_039428696.1|CPIP
OG0013618	LOC118504169|XP_035894203.1|ASTE	LOC120425253|XP_039445633.1|CPIP
OG0013619	LOC118517304|XP_035919183.1|ASTE, LOC118507394|XP_035901741.1|ASTE	LOC120418572|XP_039436951.1|CPIP
OG0013620	LOC118505876|XP_035898195.1|ASTE, LOC118505875|XP_035898194.1|ASTE	LOC120417004|XP_039434878.1|CPIP
OG0013621	LOC118507376|XP_035901713.1|ASTE	LOC120426611|XP_039447339.1|CPIP
OG0013622	LOC118505888|XP_035898229.1|ASTE, LOC118516468|XP_035918265.1|ASTE	LOC120426511|XP_039447215.1|CPIP
OG0013623	LOC118506114|XP_035898710.1|ASTE	LOC120421839|XP_039441056.1|CPIP
OG0013624	LOC118503886|XP_035893537.1|ASTE	LOC120416352|XP_039434018.1|CPIP
OG0013625	LOC118508064|XP_035903414.1|ASTE	LOC120428793|XP_039449825.1|CPIP
OG0013626	LOC118504850|XP_035895755.1|ASTE	LOC120432571|XP_039453732.1|CPIP
OG0013627	LOC118504200|XP_035894272.1|ASTE	LOC120416687|XP_039434439.1|CPIP, LOC120425831|XP_039446384.1|CPIP
OG0013629	LOC118503844|XP_035893446.1|ASTE, LOC118503845|XP_035893447.1|ASTE	LOC120416380|XP_039434049.1|CPIP
OG0013630	LOC118504735|XP_035895503.1|ASTE	LOC120423897|XP_039443812.1|CPIP
OG0013631	LOC118506138|XP_035898772.1|ASTE	LOC120423882|XP_039443779.1|CPIP
OG0013632	LOC118508396|XP_035904041.1|ASTE	LOC120423894|XP_039443808.1|CPIP
OG0013633	LOC118506140|XP_035898781.1|ASTE	LOC120429116|XP_039450229.1|CPIP
OG0013634	LOC118508115|XP_035903505.1|ASTE	LOC120429096|XP_039450193.1|CPIP
OG0013637	LOC118517576|XP_035919723.1|ASTE, LOC118502501|XP_035890626.1|ASTE	LOC120421597|XP_039440757.1|CPIP
OG0013640	LOC118504951|XP_035895962.1|ASTE	LOC120420005|XP_039438839.1|CPIP
OG0013641	LOC118502490|XP_035890615.1|ASTE	LOC120426148|XP_039446800.1|CPIP, LOC120426146|XP_039446798.1|CPIP
OG0013642	LOC118510050|XP_035907332.1|ASTE, LOC118511624|XP_035910820.1|ASTE	LOC120431291|XP_039452368.1|CPIP, LOC120431288|XP_039452362.1|CPIP
OG0013646	LOC118512080|XP_035911918.1|ASTE	LOC120417839|XP_039435992.1|CPIP
OG0013839	LOC118514043|XP_035916422.1|ASTE	LOC120428469|XP_039449418.1|CPIP
OG0013841	LOC118505432|XP_035897106.1|ASTE	LOC120418116|XP_039436326.1|CPIP
OG0013842	LOC118503315|XP_035892340.1|ASTE	LOC120416396|XP_039434070.1|CPIP
OG0013845	LOC118516910|XP_035918645.1|ASTE	LOC120413338|XP_039430053.1|CPIP
OG0013847	LOC118517505|XP_035919615.1|ASTE	LOC120431489|XP_039452827.1|CPIP
OG0013850	LOC118517438|XP_035919457.1|ASTE	LOC120421209|XP_039440345.1|CPIP
OG0013851	LOC118509735|XP_035906759.1|ASTE	LOC120414188|XP_039431200.1|CPIP
OG0013852	LOC118512135|XP_035912061.1|ASTE	LOC120417762|XP_039435857.1|CPIP
OG0013854	LOC118505789|XP_035898009.1|ASTE	LOC120412545|XP_039428976.1|CPIP
OG0013857	LOC118506491|XP_035899574.1|ASTE	LOC120428778|XP_039449798.1|CPIP
OG0013858	LOC118515154|XP_035917752.1|ASTE	LOC120430534|XP_039451581.1|CPIP, LOC120421684|XP_039440848.1|CPIP
OG0013860	LOC118508290|XP_035903827.1|ASTE	LOC120430809|XP_039451865.1|CPIP
OG0013861	LOC118504970|XP_035895997.1|ASTE	LOC120429495|XP_039450499.1|CPIP
OG0013862	LOC118505584|XP_035897440.1|ASTE	LOC120425116|XP_039445456.1|CPIP
OG0013863	LOC118502748|XP_035891207.1|ASTE	LOC120422134|XP_039441442.1|CPIP
OG0013864	LOC118502917|XP_035891544.1|ASTE	LOC120424507|XP_039444593.1|CPIP
OG0013867	LOC118502384|XP_035890499.1|ASTE	LOC120424269|XP_039444265.1|CPIP
OG0013870	LOC118504646|XP_035895295.1|ASTE	LOC120427679|XP_039448494.1|CPIP
OG0013871	LOC118507883|XP_035903009.1|ASTE	LOC120418360|XP_039436653.1|CPIP
OG0013872	LOC118505568|XP_035897418.1|ASTE	LOC120431656|XP_039452699.1|CPIP
OG0013873	LOC118507887|XP_035903015.1|ASTE	LOC120426002|XP_039446602.1|CPIP
OG0013874	LOC118504369|XP_035894665.1|ASTE	LOC120432484|XP_039453635.1|CPIP
OG0013875	LOC118505148|XP_035896419.1|ASTE	LOC120426685|XP_039447393.1|CPIP
OG0013876	LOC118503291|XP_035892279.1|ASTE	LOC120427901|XP_039448775.1|CPIP
OG0013877	LOC118505190|XP_035896543.1|ASTE	LOC120428907|XP_039449980.1|CPIP
OG0013878	LOC118506873|XP_035900511.1|ASTE	LOC120423424|XP_039443166.1|CPIP
OG0013879	LOC118504719|XP_035895455.1|ASTE	LOC120417202|XP_039435102.1|CPIP
OG0013880	LOC118504290|XP_035894478.1|ASTE	LOC120426219|XP_039446873.1|CPIP
OG0013882	LOC118517624|XP_035919827.1|ASTE	LOC120426179|XP_039446828.1|CPIP
OG0013883	LOC118507786|XP_035902714.1|ASTE	LOC120430273|XP_039451294.1|CPIP
OG0013884	LOC118505339|XP_035896886.1|ASTE	LOC120431671|XP_039452722.1|CPIP
OG0013886	LOC118506359|XP_035899266.1|ASTE	LOC120430170|XP_039451184.1|CPIP
OG0013887	LOC118506906|XP_035900588.1|ASTE	LOC120421014|XP_039440070.1|CPIP
OG0013888	LOC118507687|XP_035902382.1|ASTE	LOC120428006|XP_039448910.1|CPIP
OG0013889	LOC118507688|XP_035902383.1|ASTE	LOC120428007|XP_039448911.1|CPIP
OG0013890	LOC118507685|XP_035902379.1|ASTE	LOC120428004|XP_039448907.1|CPIP
OG0013891	LOC118512280|XP_035912385.1|ASTE	LOC120425060|XP_039445367.1|CPIP
OG0013892	LOC118512256|XP_035912313.1|ASTE	LOC120425064|XP_039445372.1|CPIP
OG0013894	LOC118502986|XP_035891671.1|ASTE	LOC120428283|XP_039449210.1|CPIP
OG0013898	LOC118505422|XP_035897070.1|ASTE	LOC120425370|XP_039445813.1|CPIP
OG0013899	LOC118511489|XP_035910533.1|ASTE	LOC120427619|XP_039448433.1|CPIP, LOC120427618|XP_039448432.1|CPIP
OG0013901	LOC118513114|XP_035914406.1|ASTE	LOC120428420|XP_039449368.1|CPIP
OG0013902	LOC118509192|XP_035905353.1|ASTE, LOC118517252|XP_035919117.1|ASTE	LOC120421743|XP_039440948.1|CPIP
OG0013903	LOC118510887|XP_035909165.1|ASTE	LOC120421767|XP_039440972.1|CPIP
OG0013904	LOC118512112|XP_035911980.1|ASTE	LOC120427311|XP_039448100.1|CPIP
OG0013905	LOC118504062|XP_035893990.1|ASTE	LOC120427465|XP_039448269.1|CPIP
OG0013906	LOC118511505|XP_035910568.1|ASTE	LOC120426923|XP_039447664.1|CPIP
OG0013907	LOC118511245|XP_035909984.1|ASTE, LOC118516929|XP_035918668.1|ASTE	LOC120422629|XP_039442058.1|CPIP
OG0013908	LOC118509109|XP_035905171.1|ASTE, LOC118516895|XP_035918633.1|ASTE	LOC120424791|XP_039444933.1|CPIP
OG0013909	LOC118508838|XP_035904478.1|ASTE, LOC118516901|XP_035918638.1|ASTE	LOC120424804|XP_039444952.1|CPIP
OG0013910	LOC118512221|XP_035912229.1|ASTE	LOC120424793|XP_039444935.1|CPIP
OG0013911	LOC118509784|XP_035906817.1|ASTE	LOC120415800|XP_039433359.1|CPIP
OG0013912	LOC118509643|XP_035906443.1|ASTE	LOC120415804|XP_039433362.1|CPIP, LOC120427558|XP_039448366.1|CPIP
OG0013913	LOC118512997|XP_035914147.1|ASTE	LOC120426377|XP_039447071.1|CPIP
OG0013914	LOC118514485|XP_035917301.1|ASTE	LOC120432627|XP_039453810.1|CPIP
OG0013915	LOC118514477|XP_035917295.1|ASTE	LOC120432617|XP_039453798.1|CPIP
OG0013916	LOC118510531|XP_035908370.1|ASTE	LOC120422856|XP_039442338.1|CPIP
OG0013917	LOC118517290|XP_035919164.1|ASTE	LOC120426220|XP_039446876.1|CPIP
OG0013918	LOC118512684|XP_035913360.1|ASTE	LOC120415759|XP_039433300.1|CPIP
OG0013919	LOC118512682|XP_035913358.1|ASTE	LOC120415762|XP_039433302.1|CPIP
OG0013921	LOC118509486|XP_035906031.1|ASTE	LOC120430434|XP_039451483.1|CPIP
OG0013924	LOC118509752|XP_035906776.1|ASTE	LOC120429261|XP_039450414.1|CPIP
OG0013927	LOC118509623|XP_035906375.1|ASTE	LOC120421332|XP_039440436.1|CPIP
OG0013929	LOC118510353|XP_035907947.1|ASTE	LOC120413244|XP_039429907.1|CPIP
OG0013931	LOC118510482|XP_035908255.1|ASTE	LOC120418496|XP_039436867.1|CPIP
OG0013932	LOC118511446|XP_035910439.1|ASTE	LOC120424833|XP_039444995.1|CPIP
OG0013933	LOC118512896|XP_035913901.1|ASTE	LOC120420086|XP_039438950.1|CPIP
OG0013934	LOC118512797|XP_035913613.1|ASTE	LOC120420097|XP_039438977.1|CPIP
OG0013935	LOC118508857|XP_035904503.1|ASTE	LOC120416490|XP_039434143.1|CPIP
OG0013936	LOC118514390|XP_035917160.1|ASTE	LOC120416535|XP_039434184.1|CPIP
OG0013937	LOC118510223|XP_035907681.1|ASTE	LOC120418037|XP_039436216.1|CPIP
OG0013938	LOC118510291|XP_035907803.1|ASTE	LOC120418926|XP_039437391.1|CPIP, LOC120418927|XP_039437394.1|CPIP, LOC120418935|XP_039437406.1|CPIP
OG0013939	LOC118513291|XP_035914757.1|ASTE	LOC120412401|XP_039428793.1|CPIP
OG0013940	LOC118509681|XP_035906617.1|ASTE	LOC120412436|XP_039428829.1|CPIP
OG0013941	LOC118513074|XP_035914317.1|ASTE	LOC120412421|XP_039428816.1|CPIP
OG0013942	LOC118513071|XP_035914314.1|ASTE	LOC120412389|XP_039428763.1|CPIP
OG0013943	LOC118509614|XP_035906331.1|ASTE	LOC120431703|XP_039452752.1|CPIP
OG0013944	LOC118510375|XP_035907993.1|ASTE	LOC120420152|XP_039439049.1|CPIP
OG0013946	LOC118510277|XP_035907785.1|ASTE	LOC120427041|XP_039447806.1|CPIP
OG0013947	LOC118512919|XP_035913962.1|ASTE	LOC120424865|XP_039445054.1|CPIP
OG0013948	LOC118513220|XP_035914634.1|ASTE	LOC120422299|XP_039441625.1|CPIP
OG0013949	LOC118512812|XP_035913658.1|ASTE	LOC120418539|XP_039436909.1|CPIP
OG0013950	LOC118510434|XP_035908105.1|ASTE, LOC118510435|XP_035908106.1|ASTE	LOC120414491|XP_039431621.1|CPIP
OG0013951	LOC118511906|XP_035911435.1|ASTE	LOC120414489|XP_039431619.1|CPIP
OG0013952	LOC118511270|XP_035910049.1|ASTE	LOC120423603|XP_039443401.1|CPIP
OG0013953	LOC118513192|XP_035914573.1|ASTE	LOC120423612|XP_039443411.1|CPIP
OG0013954	LOC118509677|XP_035906605.1|ASTE	LOC120426787|XP_039447498.1|CPIP
OG0013955	LOC118514712|XP_035917686.1|ASTE, LOC118509862|XP_035906965.1|ASTE	LOC120422277|XP_039441595.1|CPIP
OG0013956	LOC118510891|XP_035909169.1|ASTE	LOC120421625|XP_039440787.1|CPIP
OG0013957	LOC118510577|XP_035908462.1|ASTE	LOC120423509|XP_039443284.1|CPIP
OG0013958	LOC118510576|XP_035908458.1|ASTE	LOC120423515|XP_039443293.1|CPIP
OG0013959	LOC118512269|XP_035912350.1|ASTE	LOC120412618|XP_039429102.1|CPIP
OG0013961	LOC118509472|XP_035906000.1|ASTE	LOC120415767|XP_039433309.1|CPIP
OG0013962	LOC118509400|XP_035905852.1|ASTE	LOC120418666|XP_039437051.1|CPIP
OG0013963	LOC118514275|XP_035916909.1|ASTE	LOC120418988|XP_039437468.1|CPIP
OG0013965	LOC118510386|XP_035908030.1|ASTE	LOC120431237|XP_039452307.1|CPIP
OG0013966	LOC118510388|XP_035908033.1|ASTE	LOC120431236|XP_039452306.1|CPIP
OG0013975	LOC118511627|XP_035910827.1|ASTE	LOC120414658|XP_039431852.1|CPIP
OG0013976	LOC118511619|XP_035910802.1|ASTE	LOC120414654|XP_039431845.1|CPIP
OG0013977	LOC118511724|XP_035911055.1|ASTE	LOC120430941|XP_039451993.1|CPIP, LOC120430945|XP_039452004.1|CPIP
OG0013979	LOC118513982|XP_035916304.1|ASTE	LOC120421101|XP_039440181.1|CPIP
OG0013980	LOC118513943|XP_035916222.1|ASTE	LOC120418639|XP_039437018.1|CPIP
OG0013981	LOC118513355|XP_035914880.1|ASTE	LOC120427641|XP_039448458.1|CPIP
OG0013983	LOC118513523|XP_035915278.1|ASTE	LOC120423282|XP_039442984.1|CPIP
OG0013984	LOC118513526|XP_035915289.1|ASTE	LOC120422927|XP_039442443.1|CPIP
OG0013985	LOC118513953|XP_035916241.1|ASTE	LOC120413643|XP_039430492.1|CPIP
OG0013986	LOC118513974|XP_035916292.1|ASTE	LOC120413649|XP_039430498.1|CPIP
OG0013992	LOC118513890|XP_035916097.1|ASTE	LOC120430405|XP_039451444.1|CPIP
OG0013993	LOC118512436|XP_035912791.1|ASTE	LOC120414783|XP_039432029.1|CPIP
OG0013994	LOC118510611|XP_035908516.1|ASTE	LOC120428605|XP_039449565.1|CPIP
OG0013995	LOC118511267|XP_035910036.1|ASTE	LOC120430623|XP_039451651.1|CPIP, LOC120425153|XP_039445516.1|CPIP
OG0013996	LOC118512488|XP_035912885.1|ASTE	LOC120421725|XP_039440907.1|CPIP
OG0013997	LOC118509081|XP_035905108.1|ASTE	LOC120420803|XP_039439856.1|CPIP
OG0013998	LOC118513510|XP_035915256.1|ASTE	LOC120426847|XP_039447570.1|CPIP
OG0014000	LOC118512463|XP_035912826.1|ASTE	LOC120420714|XP_039439748.1|CPIP
OG0014002	LOC118509311|XP_035905658.1|ASTE	LOC120429752|XP_039450735.1|CPIP
OG0014003	LOC118509865|XP_035906981.1|ASTE	LOC120418777|XP_039437189.1|CPIP
OG0014006	LOC118508464|XP_035904161.1|ASTE	LOC120418956|XP_039437433.1|CPIP
OG0014007	LOC118509160|XP_035905301.1|ASTE	LOC120412785|XP_039429307.1|CPIP
OG0014009	LOC118513777|XP_035915848.1|ASTE	LOC120416022|XP_039433613.1|CPIP
OG0014010	LOC118513773|XP_035915843.1|ASTE	LOC120415996|XP_039433585.1|CPIP
OG0014011	LOC118507501|XP_035901924.1|ASTE	LOC120416778|XP_039434577.1|CPIP
OG0014012	LOC118508966|XP_035904804.1|ASTE	LOC120416793|XP_039434600.1|CPIP, LOC120416792|XP_039434598.1|CPIP
OG0014014	LOC118513737|XP_035915785.1|ASTE	LOC120416105|XP_039433722.1|CPIP
OG0014015	LOC118514689|XP_035917637.1|ASTE	LOC120427964|XP_039448853.1|CPIP
OG0014016	LOC118509817|XP_035906862.1|ASTE	LOC120416884|XP_039434711.1|CPIP
OG0014017	LOC118514662|XP_035917596.1|ASTE	LOC120419735|XP_039438473.1|CPIP
OG0014020	LOC118514663|XP_035917598.1|ASTE	LOC120426814|XP_039447533.1|CPIP, LOC120416010|XP_039433599.1|CPIP
OG0014021	LOC118510049|XP_035907331.1|ASTE, LOC118514654|XP_035917579.1|ASTE	LOC120422608|XP_039442032.1|CPIP
OG0014022	LOC118508985|XP_035904870.1|ASTE	LOC120412840|XP_039429395.1|CPIP
OG0014024	LOC118514556|XP_035917439.1|ASTE	LOC120412799|XP_039429324.1|CPIP
OG0014026	LOC118509216|XP_035905391.1|ASTE	LOC120427807|XP_039448662.1|CPIP
OG0014028	LOC118513253|XP_035914708.1|ASTE	LOC120423113|XP_039442725.1|CPIP
OG0014030	LOC118510867|XP_035909108.1|ASTE	LOC120422425|XP_039441775.1|CPIP
OG0014032	LOC118509958|XP_035907217.1|ASTE	LOC120419016|XP_039437517.1|CPIP
OG0014033	LOC118509888|XP_035907024.1|ASTE	LOC120418694|XP_039437092.1|CPIP
OG0014034	LOC118512471|XP_035912851.1|ASTE	LOC120412499|XP_039428932.1|CPIP, LOC120418376|XP_039436686.1|CPIP
OG0014035	LOC118513831|XP_035915967.1|ASTE	LOC120421154|XP_039440278.1|CPIP
OG0014037	LOC118508818|XP_035904453.1|ASTE	LOC120415588|XP_039433113.1|CPIP
OG0014038	LOC118511241|XP_035909974.1|ASTE	LOC120414548|XP_039431696.1|CPIP
OG0014039	LOC118510141|XP_035907520.1|ASTE	LOC120420493|XP_039439477.1|CPIP
OG0014041	LOC118510812|XP_035909024.1|ASTE	LOC120413886|XP_039430793.1|CPIP
OG0014042	LOC118510809|XP_035909020.1|ASTE	LOC120413877|XP_039430784.1|CPIP
OG0014043	LOC118510799|XP_035909004.1|ASTE	LOC120418341|XP_039436621.1|CPIP
OG0014044	LOC118510789|XP_035908988.1|ASTE	LOC120418315|XP_039436582.1|CPIP
OG0014046	LOC118504953|XP_035896009.1|ASTE, LOC118503041|XP_035891812.1|ASTE, LOC118515208|XP_035917796.1|ASTE, LOC118511760|XP_035911127.1|ASTE	LOC120413904|XP_039430813.1|CPIP, LOC120429607|XP_039450573.1|CPIP
OG0014047	LOC118510688|XP_035908749.1|ASTE	LOC120419068|XP_039437580.1|CPIP
OG0014049	LOC118503510|XP_035892753.1|ASTE	LOC120426568|XP_039447283.1|CPIP
OG0014051	LOC118502509|XP_035890645.1|ASTE	LOC120423945|XP_039443864.1|CPIP
OG0014053	LOC118505663|XP_035897667.1|ASTE	LOC120432378|XP_039453506.1|CPIP
OG0014054	LOC118505672|XP_035897695.1|ASTE	LOC120432374|XP_039453500.1|CPIP
OG0014055	LOC118505681|XP_035897707.1|ASTE	LOC120416362|XP_039434030.1|CPIP
OG0014057	LOC118508356|XP_035903953.1|ASTE	LOC120426823|XP_039447544.1|CPIP
OG0014058	LOC118504964|XP_035895978.1|ASTE	LOC120431733|XP_039452792.1|CPIP, LOC120420476|XP_039439447.1|CPIP
OG0014059	LOC118506745|XP_035900217.1|ASTE	LOC120419030|XP_039437527.1|CPIP
OG0014061	LOC118506432|XP_035899443.1|ASTE	LOC120426451|XP_039447147.1|CPIP, LOC120414506|XP_039431645.1|CPIP
OG0014062	LOC118517580|XP_035919737.1|ASTE	LOC120426077|XP_039446721.1|CPIP
OG0014063	LOC118507616|XP_035902224.1|ASTE	LOC120423779|XP_039443635.1|CPIP
OG0014064	LOC118507994|XP_035903256.1|ASTE	LOC120424115|XP_039444093.1|CPIP
OG0014065	LOC118504713|XP_035895443.1|ASTE	LOC120426334|XP_039447028.1|CPIP
OG0014066	LOC118505307|XP_035896837.1|ASTE	LOC120425217|XP_039445582.1|CPIP
OG0014067	LOC118517573|XP_035919713.1|ASTE	LOC120431554|XP_039452595.1|CPIP
OG0014068	LOC118506523|XP_035899656.1|ASTE	LOC120416970|XP_039434823.1|CPIP
OG0014069	LOC118505164|XP_035896455.1|ASTE	LOC120418171|XP_039436405.1|CPIP
OG0014070	LOC118505171|XP_035896499.1|ASTE	LOC120418168|XP_039436399.1|CPIP
OG0014071	LOC118504648|XP_035895298.1|ASTE	LOC120418166|XP_039436398.1|CPIP
OG0014072	LOC118507640|XP_035902292.1|ASTE	LOC120415368|XP_039432824.1|CPIP
OG0014073	LOC118507641|XP_035902293.1|ASTE	LOC120413678|XP_039430543.1|CPIP
OG0014074	LOC118505014|XP_035896096.1|ASTE	LOC120415172|XP_039432555.1|CPIP
OG0014075	LOC118502365|XP_035890477.1|ASTE	LOC120413610|XP_039430451.1|CPIP
OG0014076	LOC118502603|XP_035890860.1|ASTE	LOC120424008|XP_039443955.1|CPIP, LOC120419716|XP_039438437.1|CPIP
OG0014078	LOC118507014|XP_035900843.1|ASTE	LOC120430369|XP_039451403.1|CPIP
OG0014080	LOC118504341|XP_035894595.1|ASTE	LOC120417066|XP_039434957.1|CPIP
OG0014082	LOC118505034|XP_035896159.1|ASTE	LOC120417172|XP_039435087.1|CPIP
OG0014083	LOC118503216|XP_035892101.1|ASTE	LOC120430813|XP_039451870.1|CPIP
OG0014085	LOC118506542|XP_035899726.1|ASTE	LOC120432064|XP_039453129.1|CPIP, LOC120430878|XP_039451941.1|CPIP
OG0014086	LOC118508497|XP_035904223.1|ASTE	LOC120414802|XP_039432052.1|CPIP
OG0014087	LOC118508489|XP_035904200.1|ASTE	LOC120414808|XP_039432061.1|CPIP
OG0014088	LOC118502534|XP_035890698.1|ASTE	LOC120414852|XP_039432109.1|CPIP
OG0014089	LOC118504470|XP_035894872.1|ASTE	LOC120414856|XP_039432112.1|CPIP
OG0014090	LOC118504469|XP_035894871.1|ASTE	LOC120414812|XP_039432067.1|CPIP
OG0014091	LOC118508530|XP_035904300.1|ASTE	LOC120430526|XP_039451575.1|CPIP
OG0014092	LOC118507699|XP_035902456.1|ASTE	LOC120413943|XP_039430882.1|CPIP
OG0014093	LOC118507695|XP_035902430.1|ASTE	LOC120413935|XP_039430866.1|CPIP
OG0014094	LOC118502991|XP_035891684.1|ASTE	LOC120413914|XP_039430822.1|CPIP
OG0014095	LOC118503005|XP_035891709.1|ASTE	LOC120413918|XP_039430826.1|CPIP
OG0014096	LOC118507587|XP_035902143.1|ASTE	LOC120413058|XP_039429696.1|CPIP
OG0014097	LOC118507940|XP_035903148.1|ASTE	LOC120412930|XP_039429494.1|CPIP
OG0014098	LOC118502645|XP_035890986.1|ASTE	LOC120412995|XP_039429580.1|CPIP
OG0014099	LOC118502643|XP_035890984.1|ASTE	LOC120412968|XP_039429550.1|CPIP
OG0014102	LOC118508427|XP_035904096.1|ASTE	LOC120425711|XP_039446242.1|CPIP
OG0014103	LOC118507963|XP_035903185.1|ASTE	LOC120419361|XP_039437964.1|CPIP
OG0014104	LOC118506248|XP_035899018.1|ASTE	LOC120419340|XP_039437946.1|CPIP
OG0014105	LOC118506394|XP_035899335.1|ASTE	LOC120414012|XP_039430961.1|CPIP
OG0014106	LOC118503187|XP_035892061.1|ASTE	LOC120421489|XP_039440641.1|CPIP
OG0014107	LOC118506221|XP_035898951.1|ASTE	LOC120421408|XP_039440549.1|CPIP
OG0014108	LOC118504869|XP_035895806.1|ASTE	LOC120421211|XP_039440351.1|CPIP
OG0014109	LOC118508041|XP_035903337.1|ASTE	LOC120425681|XP_039446197.1|CPIP
OG0014110	LOC118505380|XP_035896975.1|ASTE	LOC120427943|XP_039448822.1|CPIP
OG0014115	LOC118512410|XP_035912701.1|ASTE	LOC120421374|XP_039440501.1|CPIP
OG0014116	LOC118506010|XP_035898488.1|ASTE	LOC120416645|XP_039434390.1|CPIP
OG0014117	LOC118509111|XP_035905173.1|ASTE, LOC118517160|XP_035918933.1|ASTE	LOC120415021|XP_039432320.1|CPIP
