Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0005831	LOC118503250|XP_035892180.1|ASTE	LOC117579567|XP_034121380.1|DGUA
OG0005832	LOC118502514|XP_035890651.1|ASTE	LOC117579816|XP_034121797.1|DGUA
OG0005833	LOC118506762|XP_035900248.1|ASTE	LOC117579389|XP_034121150.1|DGUA
OG0005834	LOC118506174|XP_035898838.1|ASTE	LOC117579399|XP_034121170.1|DGUA
OG0005835	LOC118508509|XP_035904243.1|ASTE	LOC117579781|XP_034121731.1|DGUA
OG0005836	LOC118508505|XP_035904235.1|ASTE	LOC117588836|XP_034136218.1|DGUA
OG0005837	LOC118508502|XP_035904231.1|ASTE	LOC117585771|XP_034131344.1|DGUA
OG0005838	LOC118503324|XP_035892360.1|ASTE	LOC117590095|XP_034138329.1|DGUA
OG0005839	LOC118506225|XP_035898954.1|ASTE	LOC117584639|XP_034129553.1|DGUA
OG0005840	LOC118506226|XP_035898956.1|ASTE	LOC117586084|XP_034131831.1|DGUA
OG0005841	LOC118506312|XP_035899154.1|ASTE	LOC117586003|XP_034131722.1|DGUA
OG0005842	LOC118505382|XP_035896977.1|ASTE	LOC117580792|XP_034123379.1|DGUA
OG0005843	LOC118503614|XP_035892986.1|ASTE	LOC117579929|XP_034121969.1|DGUA
OG0005844	LOC118505376|XP_035896972.1|ASTE	LOC117580349|XP_034122754.1|DGUA
OG0005845	LOC118506163|XP_035898828.1|ASTE	LOC117586555|XP_034132609.1|DGUA
OG0005846	LOC118505788|XP_035898003.1|ASTE	LOC117586461|XP_034132404.1|DGUA
OG0005847	LOC118505003|XP_035896081.1|ASTE	LOC117586606|XP_034132681.1|DGUA
OG0005848	LOC118505040|XP_035896183.1|ASTE	LOC117588779|XP_034136171.1|DGUA
OG0005849	LOC118505039|XP_035896173.1|ASTE	LOC117580925|XP_034123580.1|DGUA
OG0005850	LOC118505020|XP_035896100.1|ASTE, LOC118505022|XP_035896113.1|ASTE	LOC117591422|XP_034140569.1|DGUA
OG0005851	LOC118503974|XP_035893802.1|ASTE	LOC117584868|XP_034129908.1|DGUA
OG0005852	LOC118504995|XP_035896066.1|ASTE	LOC117586080|XP_034131827.1|DGUA
OG0005853	LOC118506837|XP_035900443.1|ASTE	LOC117581237|XP_034124114.1|DGUA
OG0005854	LOC118506839|XP_035900445.1|ASTE	LOC117585246|XP_034130550.1|DGUA
OG0005855	LOC118506841|XP_035900448.1|ASTE	LOC117591386|XP_034140520.1|DGUA
OG0005856	LOC118506844|XP_035900453.1|ASTE	LOC117588721|XP_034136067.1|DGUA
OG0005857	LOC118503585|XP_035892918.1|ASTE	LOC117586485|XP_034132473.1|DGUA
OG0005858	LOC118503641|XP_035893035.1|ASTE	LOC117586279|XP_034132123.1|DGUA
OG0005859	LOC118511192|XP_035909855.1|ASTE, LOC118517337|XP_035919214.1|ASTE	LOC117584776|XP_034129770.1|DGUA
OG0005860	LOC118511182|XP_035909827.1|ASTE	LOC117586500|XP_034132499.1|DGUA
OG0005861	LOC118511180|XP_035909824.1|ASTE	LOC117585454|XP_034130828.1|DGUA
OG0005862	LOC118508951|XP_035904758.1|ASTE	LOC117591858|XP_034141119.1|DGUA
OG0005863	LOC118510969|XP_035909353.1|ASTE	LOC117591976|XP_034141302.1|DGUA
OG0005864	LOC118510942|XP_035909271.1|ASTE	LOC117586463|XP_034132420.1|DGUA
OG0005865	LOC118504236|XP_035894351.1|ASTE	LOC117586727|XP_034132914.1|DGUA
OG0005866	LOC118507146|XP_035901075.1|ASTE	LOC117592605|XP_034142379.1|DGUA
OG0005867	LOC118504229|XP_035894339.1|ASTE	LOC117583917|XP_034128486.1|DGUA
OG0005869	LOC118506097|XP_035898674.1|ASTE	LOC117580741|XP_034123308.1|DGUA
OG0005870	LOC118509717|XP_035906697.1|ASTE	LOC117581128|XP_034123945.1|DGUA
OG0005871	LOC118507971|XP_035903196.1|ASTE	LOC117580957|XP_034123633.1|DGUA
OG0005872	LOC118507970|XP_035903194.1|ASTE	LOC117583046|XP_034127099.1|DGUA
OG0005873	LOC118512402|XP_035912681.1|ASTE	LOC117586450|XP_034132383.1|DGUA
OG0005874	LOC118517722|XP_035920064.1|ASTE	LOC117588778|XP_034136163.1|DGUA
OG0005876	LOC118505936|XP_035898335.1|ASTE, LOC118515257|XP_035917834.1|ASTE	LOC117590860|XP_034139758.1|DGUA
OG0005877	LOC118508214|XP_035903687.1|ASTE	LOC117588715|XP_034136059.1|DGUA
OG0005878	LOC118507221|XP_035901269.1|ASTE	LOC117581135|XP_034123951.1|DGUA
OG0005879	LOC118508840|XP_035904481.1|ASTE, LOC118517154|XP_035918911.1|ASTE	LOC117580687|XP_034123204.1|DGUA
OG0005880	LOC118517626|XP_035919828.1|ASTE	LOC117589180|XP_034136794.1|DGUA
OG0005881	LOC118517632|XP_035919836.1|ASTE	LOC117580297|XP_034122671.1|DGUA
OG0005882	LOC118508016|XP_035903294.1|ASTE	LOC117591033|XP_034140018.1|DGUA
OG0005883	LOC118504184|XP_035894236.1|ASTE	LOC117588985|XP_034136473.1|DGUA
OG0005884	LOC118505777|XP_035897941.1|ASTE	LOC117580047|XP_034122176.1|DGUA
OG0005885	LOC118505775|XP_035897938.1|ASTE	LOC117579659|XP_034121533.1|DGUA
OG0005886	LOC118505774|XP_035897937.1|ASTE	LOC117580407|XP_034122845.1|DGUA
OG0005887	LOC118503490|XP_035892699.1|ASTE	LOC117580294|XP_034122662.1|DGUA
OG0005888	LOC118503488|XP_035892683.1|ASTE	LOC117589409|XP_034137230.1|DGUA
OG0005889	LOC118503482|XP_035892677.1|ASTE	LOC117580219|XP_034122509.1|DGUA
OG0005890	LOC118504009|XP_035893858.1|ASTE	LOC117581469|XP_034124596.1|DGUA
OG0005891	LOC118504011|XP_035893866.1|ASTE	LOC117580269|XP_034122600.1|DGUA
OG0005892	LOC118504013|XP_035893869.1|ASTE	LOC117580084|XP_034122228.1|DGUA
OG0005893	LOC118504025|XP_035893898.1|ASTE	LOC117579355|XP_034121079.1|DGUA
OG0005894	LOC118504027|XP_035893900.1|ASTE	LOC117579356|XP_034121080.1|DGUA
OG0005895	LOC118504033|XP_035893910.1|ASTE	LOC117579357|XP_034121081.1|DGUA
OG0005896	LOC118504035|XP_035893915.1|ASTE	LOC117580005|XP_034122100.1|DGUA
OG0005897	LOC118504046|XP_035893938.1|ASTE	LOC117580104|XP_034122259.1|DGUA
OG0005898	LOC118503424|XP_035892558.1|ASTE	LOC117580703|XP_034123243.1|DGUA
OG0005899	LOC118507407|XP_035901758.1|ASTE	LOC117578676|XP_034120193.1|DGUA
OG0005900	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE	LOC117582284|XP_034125811.1|DGUA
OG0005901	LOC118505371|XP_035896967.1|ASTE	LOC117590587|XP_034139235.1|DGUA
OG0005902	LOC118505370|XP_035896965.1|ASTE	LOC117592126|XP_034141561.1|DGUA
OG0005903	LOC118503432|XP_035892569.1|ASTE	LOC117585088|XP_034130247.1|DGUA
OG0005904	LOC118512390|XP_035912658.1|ASTE	LOC117585289|XP_034130607.1|DGUA
OG0005905	LOC118506236|XP_035898978.1|ASTE	LOC117580063|XP_034122192.1|DGUA
OG0005906	LOC118503715|XP_035893171.1|ASTE	LOC117579087|XP_034120689.1|DGUA
OG0005907	LOC118505968|XP_035898404.1|ASTE	LOC117589263|XP_034136931.1|DGUA
OG0005908	LOC118505961|XP_035898389.1|ASTE	LOC117580569|XP_034123063.1|DGUA
OG0005909	LOC118505957|XP_035898384.1|ASTE	LOC117580234|XP_034122546.1|DGUA
OG0005910	LOC118508026|XP_035903310.1|ASTE	LOC117583019|XP_034127064.1|DGUA
OG0005911	LOC118508034|XP_035903329.1|ASTE	LOC117583034|XP_034127086.1|DGUA
OG0005912	LOC118508038|XP_035903334.1|ASTE	LOC117583600|XP_034127888.1|DGUA
OG0005913	LOC118503946|XP_035893716.1|ASTE	LOC117589755|XP_034137827.1|DGUA
OG0005914	LOC118503913|XP_035893603.1|ASTE	LOC117592538|XP_034142300.1|DGUA
OG0005915	LOC118503518|XP_035892771.1|ASTE	LOC117592539|XP_034142301.1|DGUA
OG0005916	LOC118504801|XP_035895676.1|ASTE	LOC117585950|XP_034131633.1|DGUA
OG0005917	LOC118504191|XP_035894260.1|ASTE	LOC117592380|XP_034141982.1|DGUA
OG0005918	LOC118504188|XP_035894256.1|ASTE	LOC117581517|XP_034124699.1|DGUA
OG0005919	LOC118504091|XP_035894058.1|ASTE	LOC117592022|XP_034141368.1|DGUA
OG0005921	LOC118508037|XP_035903332.1|ASTE	LOC117586916|XP_034133155.1|DGUA
OG0005922	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE	LOC117580717|XP_034123272.1|DGUA
OG0005923	LOC118505841|XP_035898094.1|ASTE	LOC117587500|XP_034134162.1|DGUA
OG0005924	LOC118505843|XP_035898096.1|ASTE	LOC117587504|XP_034134167.1|DGUA
OG0005925	LOC118503402|XP_035892498.1|ASTE	LOC117580220|XP_034122514.1|DGUA
OG0005926	LOC118506298|XP_035899137.1|ASTE	LOC117590540|XP_034139159.1|DGUA
OG0005927	LOC118504921|XP_035895887.1|ASTE	LOC117585576|XP_034131003.1|DGUA
OG0005928	LOC118504922|XP_035895890.1|ASTE	LOC117588483|XP_034135675.1|DGUA
OG0005929	LOC118506142|XP_035898782.1|ASTE	LOC117587098|XP_034133468.1|DGUA
OG0005930	LOC118503502|XP_035892730.1|ASTE	LOC117581043|XP_034123771.1|DGUA
OG0005931	LOC118503501|XP_035892729.1|ASTE	LOC117590015|XP_034138197.1|DGUA
OG0005932	LOC118504056|XP_035893981.1|ASTE	LOC117587759|XP_034134585.1|DGUA
OG0005933	LOC118503967|XP_035893777.1|ASTE	LOC117578780|XP_034120379.1|DGUA
OG0005934	LOC118503972|XP_035893789.1|ASTE	LOC117578516|XP_034119952.1|DGUA
OG0005935	LOC118503994|XP_035893834.1|ASTE	LOC117579943|XP_034121990.1|DGUA
OG0005936	LOC118504003|XP_035893852.1|ASTE	LOC117584865|XP_034129905.1|DGUA
OG0005937	LOC118503996|XP_035893839.1|ASTE	LOC117579946|XP_034121996.1|DGUA
OG0005938	LOC118507982|XP_035903232.1|ASTE	LOC117592435|XP_034142126.1|DGUA
OG0005939	LOC118504031|XP_035893907.1|ASTE	LOC117590214|XP_034138566.1|DGUA
OG0005941	LOC118507926|XP_035903122.1|ASTE	LOC117589432|XP_034137263.1|DGUA
OG0005942	LOC118503448|XP_035892608.1|ASTE	LOC117591409|XP_034140556.1|DGUA
OG0005943	LOC118503325|XP_035892361.1|ASTE	LOC117591401|XP_034140543.1|DGUA
OG0005944	LOC118503327|XP_035892367.1|ASTE	LOC117583537|XP_034127821.1|DGUA
OG0005945	LOC118503328|XP_035892370.1|ASTE	LOC117590799|XP_034139695.1|DGUA
OG0005946	LOC118503933|XP_035893673.1|ASTE	LOC117592653|XP_034142492.1|DGUA
OG0005947	LOC118503916|XP_035893606.1|ASTE	LOC117592100|XP_034141508.1|DGUA
OG0005948	LOC118503908|XP_035893593.1|ASTE	LOC117579639|XP_034121507.1|DGUA
OG0005949	LOC118503909|XP_035893595.1|ASTE	LOC117579143|XP_034120774.1|DGUA
OG0005950	LOC118506061|XP_035898607.1|ASTE	LOC117581829|XP_034125168.1|DGUA
OG0005951	LOC118506050|XP_035898577.1|ASTE	LOC117579581|XP_034121399.1|DGUA
OG0005952	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE	LOC117581828|XP_034125166.1|DGUA
OG0005953	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE	LOC117584875|XP_034129917.1|DGUA
OG0005954	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE	LOC117584834|XP_034129855.1|DGUA
OG0005955	LOC118506031|XP_035898542.1|ASTE	LOC117586741|XP_034132934.1|DGUA
OG0005956	LOC118508178|XP_035903629.1|ASTE	LOC117590151|XP_034138464.1|DGUA
OG0005957	LOC118508168|XP_035903609.1|ASTE	LOC117584911|XP_034129949.1|DGUA
OG0005958	LOC118508171|XP_035903613.1|ASTE	LOC117591206|XP_034140237.1|DGUA
OG0005959	LOC118505314|XP_035896845.1|ASTE	LOC117587699|XP_034134487.1|DGUA
OG0005960	LOC118505332|XP_035896873.1|ASTE	LOC117588409|XP_034135566.1|DGUA
OG0005961	LOC118505330|XP_035896870.1|ASTE	LOC117583488|XP_034127721.1|DGUA
OG0005962	LOC118503945|XP_035893715.1|ASTE	LOC117578580|XP_034120053.1|DGUA
OG0005963	LOC118503526|XP_035892804.1|ASTE	LOC117582169|XP_034125660.1|DGUA
OG0005964	LOC118507239|XP_035901384.1|ASTE	LOC117584611|XP_034129521.1|DGUA
OG0005965	LOC118507325|XP_035901607.1|ASTE	LOC117581777|XP_034125095.1|DGUA
OG0005966	LOC118507232|XP_035901362.1|ASTE	LOC117592592|XP_034142367.1|DGUA
OG0005967	LOC118504782|XP_035895622.1|ASTE	LOC117589933|XP_034138111.1|DGUA
OG0005968	LOC118504778|XP_035895603.1|ASTE	LOC117583279|XP_034127404.1|DGUA
OG0005969	LOC118505865|XP_035898161.1|ASTE	LOC117579524|XP_034121332.1|DGUA
OG0005970	LOC118505282|XP_035896749.1|ASTE	LOC117579503|XP_034121298.1|DGUA
OG0005971	LOC118505943|XP_035898360.1|ASTE	LOC117589820|XP_034137946.1|DGUA
OG0005972	LOC118505939|XP_035898351.1|ASTE	LOC117588890|XP_034136324.1|DGUA
OG0005973	LOC118517724|XP_035920068.1|ASTE	LOC117580456|XP_034122917.1|DGUA
OG0005974	LOC118517708|XP_035920044.1|ASTE	LOC117586953|XP_034133213.1|DGUA
OG0005975	LOC118510930|XP_035909242.1|ASTE	LOC117588892|XP_034136332.1|DGUA
OG0005977	LOC118504228|XP_035894337.1|ASTE	LOC117592309|XP_034141878.1|DGUA
OG0005978	LOC118517740|XP_035920078.1|ASTE	LOC117591961|XP_034141285.1|DGUA
OG0005979	LOC118507365|XP_035901674.1|ASTE	LOC117588356|XP_034135462.1|DGUA
OG0005980	LOC118507252|XP_035901431.1|ASTE	LOC117585040|XP_034130190.1|DGUA
OG0005981	LOC118507316|XP_035901594.1|ASTE	LOC117590536|XP_034139148.1|DGUA
OG0005982	LOC118507276|XP_035901473.1|ASTE	LOC117592330|XP_034141912.1|DGUA
OG0005983	LOC118505921|XP_035898306.1|ASTE	LOC117588762|XP_034136135.1|DGUA
OG0005984	LOC118511574|XP_035910712.1|ASTE	LOC117590424|XP_034138922.1|DGUA
OG0005985	LOC118510554|XP_035908424.1|ASTE	LOC117591366|XP_034140492.1|DGUA
OG0005986	LOC118503431|XP_035892568.1|ASTE	LOC117581228|XP_034124102.1|DGUA
OG0005987	LOC118510090|XP_035907397.1|ASTE	LOC117581570|XP_034124805.1|DGUA
OG0005988	LOC118507216|XP_035901209.1|ASTE	LOC117588794|XP_034136216.1|DGUA
OG0005989	LOC118507160|XP_035901105.1|ASTE	LOC117588657|XP_034136028.1|DGUA
OG0005990	LOC118507164|XP_035901121.1|ASTE	LOC117578566|XP_034120033.1|DGUA
OG0005991	LOC118504085|XP_035894047.1|ASTE	LOC117592244|XP_034141770.1|DGUA
OG0005992	LOC118504059|XP_035893986.1|ASTE	LOC117580351|XP_034122759.1|DGUA
OG0005993	LOC118510092|XP_035907401.1|ASTE	LOC117580352|XP_034122760.1|DGUA
OG0005994	LOC118503892|XP_035893556.1|ASTE	LOC117589435|XP_034137264.1|DGUA
OG0005995	LOC118516531|XP_035918366.1|ASTE, LOC118506081|XP_035898654.1|ASTE	LOC117588887|XP_034136318.1|DGUA
OG0005996	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE	LOC117579953|XP_034122017.1|DGUA
OG0005997	LOC118505905|XP_035898255.1|ASTE	LOC117578622|XP_034120117.1|DGUA
OG0005998	LOC118505904|XP_035898254.1|ASTE	LOC117580488|XP_034122964.1|DGUA
OG0005999	LOC118507182|XP_035901147.1|ASTE	LOC117587057|XP_034133388.1|DGUA
OG0006000	LOC118507246|XP_035901409.1|ASTE	LOC117590156|XP_034138436.1|DGUA
OG0006001	LOC118504084|XP_035894046.1|ASTE	LOC117579962|XP_034122028.1|DGUA
OG0006002	LOC118504095|XP_035894070.1|ASTE	LOC117581499|XP_034124645.1|DGUA
OG0006003	LOC118504089|XP_035894054.1|ASTE	LOC117580411|XP_034122849.1|DGUA, LOC117580382|XP_034122810.1|DGUA
OG0006004	LOC118504154|XP_035894176.1|ASTE	LOC117586498|XP_034132490.1|DGUA
OG0006005	LOC118517633|XP_035919838.1|ASTE	LOC117591879|XP_034141148.1|DGUA
OG0006006	LOC118512338|XP_035912518.1|ASTE	LOC117586559|XP_034132652.1|DGUA
OG0006007	LOC118506093|XP_035898670.1|ASTE	LOC117578549|XP_034120012.1|DGUA
OG0006008	LOC118505928|XP_035898323.1|ASTE	LOC117584566|XP_034129421.1|DGUA
OG0006009	LOC118507937|XP_035903141.1|ASTE	LOC117580546|XP_034123034.1|DGUA
OG0006010	LOC118508043|XP_035903339.1|ASTE	LOC117589286|XP_034136968.1|DGUA
OG0006011	LOC118507170|XP_035901132.1|ASTE	LOC117588994|XP_034136491.1|DGUA
OG0006012	LOC118503600|XP_035892946.1|ASTE	LOC117580151|XP_034122352.1|DGUA
OG0006013	LOC118512368|XP_035912591.1|ASTE	LOC117578697|XP_034120233.1|DGUA
OG0006014	LOC118512383|XP_035912647.1|ASTE	LOC117579761|XP_034121704.1|DGUA
OG0006015	LOC118507341|XP_035901623.1|ASTE	LOC117583358|XP_034127523.1|DGUA
OG0006016	LOC118508150|XP_035903579.1|ASTE	LOC117578778|XP_034120375.1|DGUA
OG0006017	LOC118508151|XP_035903580.1|ASTE	LOC117578753|XP_034120330.1|DGUA
OG0006018	LOC118503438|XP_035892592.1|ASTE	LOC117592037|XP_034141395.1|DGUA
OG0006019	LOC118503446|XP_035892604.1|ASTE	LOC117592427|XP_034142072.1|DGUA
OG0006020	LOC118512320|XP_035912472.1|ASTE	LOC117580190|XP_034122441.1|DGUA
OG0006021	LOC118512327|XP_035912482.1|ASTE	LOC117587307|XP_034133793.1|DGUA
OG0006022	LOC118512330|XP_035912497.1|ASTE	LOC117587800|XP_034134639.1|DGUA
OG0006023	LOC118505917|XP_035898278.1|ASTE	LOC117591339|XP_034140455.1|DGUA, LOC117591221|XP_034140285.1|DGUA
OG0006024	LOC118512426|XP_035912723.1|ASTE	LOC117581312|XP_034124247.1|DGUA
OG0006025	LOC118507192|XP_035901158.1|ASTE	LOC117579783|XP_034121737.1|DGUA
OG0006026	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE	LOC117583344|XP_034127499.1|DGUA
OG0006027	LOC118505996|XP_035898467.1|ASTE	LOC117578818|XP_034120463.1|DGUA
OG0006028	LOC118507750|XP_035902649.1|ASTE	LOC117583507|XP_034127744.1|DGUA
OG0006029	LOC118506094|XP_035898671.1|ASTE	LOC117592245|XP_034141771.1|DGUA
OG0006030	LOC118505995|XP_035898466.1|ASTE	LOC117583339|XP_034127493.1|DGUA
OG0006031	LOC118506096|XP_035898673.1|ASTE	LOC117578862|XP_034120544.1|DGUA
OG0006032	LOC118506092|XP_035898665.1|ASTE	LOC117580721|XP_034123277.1|DGUA
OG0006033	LOC118504900|XP_035895859.1|ASTE	LOC117578752|XP_034120329.1|DGUA
OG0006034	LOC118510533|XP_035908381.1|ASTE	LOC117589743|XP_034137814.1|DGUA
OG0006035	LOC118517683|XP_035919987.1|ASTE	LOC117585896|XP_034131542.1|DGUA
OG0006037	LOC118517682|XP_035919985.1|ASTE	LOC117581537|XP_034124746.1|DGUA
OG0006038	LOC118517703|XP_035920027.1|ASTE	LOC117585313|XP_034130633.1|DGUA
OG0006039	LOC118507754|XP_035902657.1|ASTE	LOC117589440|XP_034137276.1|DGUA
OG0006040	LOC118508399|XP_035904054.1|ASTE	LOC117589808|XP_034137920.1|DGUA
OG0006041	LOC118505221|XP_035896638.1|ASTE	LOC117590483|XP_034139030.1|DGUA
OG0006042	LOC118505947|XP_035898364.1|ASTE	LOC117592066|XP_034141455.1|DGUA
OG0006043	LOC118503313|XP_035892333.1|ASTE	LOC117580528|XP_034123012.1|DGUA
OG0006044	LOC118503316|XP_035892339.1|ASTE	LOC117590746|XP_034139547.1|DGUA
OG0006045	LOC118506214|XP_035898928.1|ASTE	LOC117589486|XP_034137344.1|DGUA
OG0006046	LOC118504723|XP_035895456.1|ASTE	LOC117582565|XP_034126297.1|DGUA
OG0006047	LOC118507237|XP_035901380.1|ASTE	LOC117579973|XP_034122042.1|DGUA
OG0006048	LOC118508134|XP_035903533.1|ASTE	LOC117579113|XP_034120731.1|DGUA
OG0006049	LOC118508126|XP_035903527.1|ASTE	LOC117590340|XP_034138729.1|DGUA
OG0006050	LOC118507155|XP_035901092.1|ASTE	LOC117583548|XP_034127798.1|DGUA
OG0006051	LOC118507184|XP_035901149.1|ASTE	LOC117591037|XP_034140022.1|DGUA
OG0006052	LOC118505915|XP_035898271.1|ASTE	LOC117579873|XP_034121888.1|DGUA
OG0006053	LOC118508164|XP_035903604.1|ASTE	LOC117589219|XP_034136856.1|DGUA
OG0006054	LOC118508163|XP_035903598.1|ASTE	LOC117590578|XP_034139212.1|DGUA
OG0006055	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE	LOC117583020|XP_034127061.1|DGUA
OG0006056	LOC118505949|XP_035898368.1|ASTE	LOC117592068|XP_034141463.1|DGUA
OG0006057	LOC118505952|XP_035898373.1|ASTE	LOC117589325|XP_034137060.1|DGUA
OG0006058	LOC118512375|XP_035912621.1|ASTE	LOC117585700|XP_034131208.1|DGUA
OG0006059	LOC118517607|XP_035919797.1|ASTE	LOC117580065|XP_034122197.1|DGUA
OG0006060	LOC118517609|XP_035919798.1|ASTE	LOC117580067|XP_034122199.1|DGUA
OG0006061	LOC118504843|XP_035895744.1|ASTE	LOC117588628|XP_034135944.1|DGUA
OG0006062	LOC118506349|XP_035899231.1|ASTE	LOC117585141|XP_034130361.1|DGUA
OG0006063	LOC118505067|XP_035896243.1|ASTE	LOC117587849|XP_034134707.1|DGUA
OG0006064	LOC118507152|XP_035901080.1|ASTE	LOC117592119|XP_034141548.1|DGUA
OG0006065	LOC118505392|XP_035896996.1|ASTE	LOC117589089|XP_034136618.1|DGUA
OG0006066	LOC118507758|XP_035902662.1|ASTE	LOC117578678|XP_034120195.1|DGUA
OG0006067	LOC118505772|XP_035897920.1|ASTE	LOC117582620|XP_034126388.1|DGUA
OG0006068	LOC118504727|XP_035895461.1|ASTE	LOC117588759|XP_034136130.1|DGUA
OG0006069	LOC118504164|XP_035894192.1|ASTE	LOC117579969|XP_034122033.1|DGUA
OG0006070	LOC118504172|XP_035894213.1|ASTE	LOC117588920|XP_034136383.1|DGUA
OG0006071	LOC118504174|XP_035894216.1|ASTE	LOC117583283|XP_034127407.1|DGUA
OG0006072	LOC118517665|XP_035919936.1|ASTE	LOC117589237|XP_034136891.1|DGUA
OG0006073	LOC118517674|XP_035919960.1|ASTE	LOC117587243|XP_034133706.1|DGUA
OG0006074	LOC118505979|XP_035898427.1|ASTE	LOC117591417|XP_034140561.1|DGUA
OG0006075	LOC118508506|XP_035904241.1|ASTE	LOC117581519|XP_034124703.1|DGUA, LOC117580718|XP_034123276.1|DGUA
OG0006076	LOC118507269|XP_035901461.1|ASTE	LOC117578737|XP_034120292.1|DGUA
OG0006077	LOC118503245|XP_035892159.1|ASTE	LOC117579515|XP_034121312.1|DGUA
OG0006078	LOC118503246|XP_035892161.1|ASTE	LOC117579437|XP_034121215.1|DGUA
OG0006079	LOC118503163|XP_035892018.1|ASTE	LOC117579106|XP_034120723.1|DGUA
OG0006080	LOC118503162|XP_035892016.1|ASTE	LOC117580400|XP_034122836.1|DGUA
OG0006081	LOC118507086|XP_035900966.1|ASTE	LOC117592023|XP_034141369.1|DGUA
OG0006082	LOC118507087|XP_035900968.1|ASTE	LOC117592029|XP_034141379.1|DGUA
OG0006083	LOC118507454|XP_035901830.1|ASTE	LOC117580350|XP_034122755.1|DGUA
OG0006084	LOC118505816|XP_035898054.1|ASTE	LOC117587312|XP_034133828.1|DGUA
OG0006085	LOC118506240|XP_035898995.1|ASTE	LOC117588901|XP_034136348.1|DGUA
OG0006086	LOC118506256|XP_035899033.1|ASTE	LOC117589244|XP_034136900.1|DGUA
OG0006087	LOC118504751|XP_035895560.1|ASTE	LOC117592054|XP_034141439.1|DGUA
OG0006088	LOC118507573|XP_035902110.1|ASTE	LOC117579188|XP_034120848.1|DGUA
OG0006089	LOC118506203|XP_035898904.1|ASTE	LOC117590846|XP_034139734.1|DGUA
OG0006090	LOC118505867|XP_035898175.1|ASTE	LOC117589096|XP_034136626.1|DGUA
OG0006091	LOC118505394|XP_035897004.1|ASTE	LOC117579585|XP_034121403.1|DGUA
OG0006092	LOC118505879|XP_035898201.1|ASTE	LOC117591493|XP_034140675.1|DGUA
OG0006093	LOC118504891|XP_035895842.1|ASTE	LOC117589507|XP_034137383.1|DGUA
OG0006094	LOC118504890|XP_035895841.1|ASTE	LOC117579372|XP_034121131.1|DGUA
OG0006095	LOC118503061|XP_035891821.1|ASTE	LOC117583746|XP_034128158.1|DGUA
OG0006096	LOC118503882|XP_035893530.1|ASTE	LOC117592437|XP_034142081.1|DGUA
OG0006097	LOC118503876|XP_035893513.1|ASTE	LOC117580240|XP_034122552.1|DGUA
OG0006098	LOC118503872|XP_035893507.1|ASTE	LOC117582382|XP_034125945.1|DGUA
OG0006099	LOC118503864|XP_035893487.1|ASTE	LOC117578407|XP_034119757.1|DGUA
OG0006100	LOC118503853|XP_035893460.1|ASTE	LOC117591926|XP_034141210.1|DGUA
OG0006101	LOC118508049|XP_035903395.1|ASTE	LOC117584495|XP_034129314.1|DGUA
OG0006102	LOC118507415|XP_035901771.1|ASTE	LOC117578679|XP_034120197.1|DGUA
OG0006103	LOC118507199|XP_035901171.1|ASTE	LOC117591178|XP_034140195.1|DGUA
OG0006104	LOC118507200|XP_035901172.1|ASTE	LOC117581103|XP_034123885.1|DGUA
OG0006105	LOC118507202|XP_035901178.1|ASTE	LOC117580987|XP_034123674.1|DGUA
OG0006106	LOC118504734|XP_035895495.1|ASTE	LOC117579716|XP_034121601.1|DGUA
OG0006107	LOC118506110|XP_035898696.1|ASTE	LOC117578774|XP_034120371.1|DGUA
OG0006108	LOC118506109|XP_035898695.1|ASTE	LOC117588686|XP_034136026.1|DGUA
OG0006109	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE	LOC117589420|XP_034137243.1|DGUA
OG0006110	LOC118503694|XP_035893137.1|ASTE	LOC117579312|XP_034121015.1|DGUA
OG0006111	LOC118504840|XP_035895737.1|ASTE	LOC117579450|XP_034121268.1|DGUA
OG0006112	LOC118503401|XP_035892497.1|ASTE	LOC117588407|XP_034135568.1|DGUA
OG0006113	LOC118503392|XP_035892487.1|ASTE	LOC117587049|XP_034133376.1|DGUA
OG0006114	LOC118503391|XP_035892486.1|ASTE	LOC117582706|XP_034126516.1|DGUA
OG0006115	LOC118503048|XP_035891776.1|ASTE	LOC117581019|XP_034123776.1|DGUA
OG0006116	LOC118503531|XP_035892810.1|ASTE	LOC117586884|XP_034133108.1|DGUA
OG0006117	LOC118504093|XP_035894068.1|ASTE	LOC117583527|XP_034127768.1|DGUA
OG0006118	LOC118504103|XP_035894079.1|ASTE	LOC117592062|XP_034141451.1|DGUA
OG0006119	LOC118504201|XP_035894273.1|ASTE	LOC117587958|XP_034134856.1|DGUA
