Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0006888	LOC118513855|XP_035916042.1|ASTE	LOC111603870|XP_023177445.1|DHYD
OG0006889	LOC118513848|XP_035916026.1|ASTE	LOC111592071|XP_023159845.1|DHYD
OG0006890	LOC118512210|XP_035912216.1|ASTE	LOC111605471|XP_023179755.2|DHYD
OG0006891	LOC118511226|XP_035909954.1|ASTE	LOC111603763|XP_023177263.2|DHYD
OG0006892	LOC118512212|XP_035912220.1|ASTE	LOC111599099|XP_023170408.1|DHYD
OG0006893	LOC118511228|XP_035909956.1|ASTE	LOC111602481|XP_023175311.2|DHYD
OG0006894	LOC118511225|XP_035909943.1|ASTE	LOC111602480|XP_023175309.1|DHYD
OG0006895	LOC118513309|XP_035914785.1|ASTE	LOC111596480|XP_023166506.2|DHYD
OG0006896	LOC118512029|XP_035911713.1|ASTE	LOC111596197|XP_023166076.1|DHYD
OG0006897	LOC118510565|XP_035908446.1|ASTE	LOC111603856|XP_023177424.2|DHYD
OG0006898	LOC118508930|XP_035904731.1|ASTE	LOC111595759|XP_023165399.1|DHYD
OG0006899	LOC118511094|XP_035909690.1|ASTE	LOC111599320|XP_023170703.2|DHYD
OG0006900	LOC118511128|XP_035909754.1|ASTE	LOC111602844|XP_023175924.1|DHYD
OG0006901	LOC118511115|XP_035909733.1|ASTE	LOC111602473|XP_023175303.1|DHYD
OG0006902	LOC118511631|XP_035910836.1|ASTE	LOC111601619|XP_023174054.1|DHYD
OG0006903	LOC118510628|XP_035908558.1|ASTE	LOC111604252|XP_023178007.2|DHYD
OG0006904	LOC118511808|XP_035911242.1|ASTE	LOC111594657|XP_023163826.1|DHYD
OG0006905	LOC118511051|XP_035909543.1|ASTE	LOC111601889|XP_023174499.2|DHYD
OG0006906	LOC118511041|XP_035909528.1|ASTE	LOC111601950|XP_023174574.1|DHYD
OG0006907	LOC118514514|XP_035917355.1|ASTE	LOC111605574|XP_023179928.2|DHYD
OG0006908	LOC118513533|XP_035915298.1|ASTE	LOC111598932|XP_023170174.1|DHYD
OG0006909	LOC118513530|XP_035915295.1|ASTE	LOC111597788|XP_023168431.1|DHYD
OG0006910	LOC118509051|XP_035905030.1|ASTE	LOC111600498|XP_023172397.1|DHYD
OG0006911	LOC118513981|XP_035916302.1|ASTE	LOC111602806|XP_023175866.1|DHYD
OG0006912	LOC118513914|XP_035916149.1|ASTE	LOC111594104|XP_023163026.2|DHYD
OG0006913	LOC118513946|XP_035916228.1|ASTE	LOC111601293|XP_023173575.1|DHYD
OG0006914	LOC118513964|XP_035916277.1|ASTE	LOC111599858|XP_023171446.2|DHYD
OG0006915	LOC118513931|XP_035916194.1|ASTE	LOC111596131|XP_023165972.1|DHYD
OG0006916	LOC118513918|XP_035916171.1|ASTE	LOC111594769|XP_023163986.2|DHYD
OG0006917	LOC118513656|XP_035915635.1|ASTE	LOC111600633|XP_023172608.1|DHYD
OG0006918	LOC118510584|XP_035908473.1|ASTE	LOC111596334|XP_023166269.1|DHYD
OG0006919	LOC118508029|XP_035903321.1|ASTE	LOC111603881|XP_023177464.2|DHYD
OG0006920	LOC118513559|XP_035915374.1|ASTE	LOC111592536|XP_023160587.2|DHYD
OG0006921	LOC118513550|XP_035915331.1|ASTE	LOC111601364|XP_030080320.1|DHYD
OG0006922	LOC118511040|XP_035909527.1|ASTE	LOC111592569|XP_023160635.2|DHYD
OG0006923	LOC118510079|XP_035907381.1|ASTE	LOC111605470|XP_023179754.1|DHYD
OG0006924	LOC118511045|XP_035909535.1|ASTE	LOC111592063|XP_023159833.1|DHYD
OG0006925	LOC118511043|XP_035909533.1|ASTE	LOC111604261|XP_023178023.1|DHYD
OG0006926	LOC118513866|XP_035916061.1|ASTE	LOC111599355|XP_023170753.2|DHYD
OG0006927	LOC118513865|XP_035916060.1|ASTE	LOC111599340|XP_023170732.2|DHYD
OG0006928	LOC118513863|XP_035916057.1|ASTE	LOC111599314|XP_023170692.1|DHYD
OG0006929	LOC118511069|XP_035909573.1|ASTE	LOC111596008|XP_023165791.2|DHYD
OG0006930	LOC118511066|XP_035909566.1|ASTE	LOC111601884|XP_023174494.2|DHYD, LOC111601872|XP_023174481.1|DHYD
OG0006931	LOC118514277|XP_035916911.1|ASTE	LOC111602446|XP_023175272.2|DHYD
OG0006932	LOC118510143|XP_035907523.1|ASTE	LOC111592624|XP_023160727.1|DHYD
OG0006933	LOC118509330|XP_035905683.1|ASTE	LOC111592601|XP_023160694.1|DHYD
OG0006934	LOC118511598|XP_035910771.1|ASTE	LOC111600245|XP_023172052.2|DHYD
OG0006935	LOC118511714|XP_035911029.1|ASTE	LOC111600431|XP_023172295.2|DHYD
OG0006936	LOC118511718|XP_035911035.1|ASTE	LOC111592570|XP_023160639.2|DHYD
OG0006937	LOC118511723|XP_035911053.1|ASTE	LOC111594696|XP_023163883.1|DHYD
OG0006938	LOC118511722|XP_035911051.1|ASTE	LOC111599973|XP_023171635.2|DHYD
OG0006939	LOC118514007|XP_035916351.1|ASTE	LOC111596788|XP_023166908.2|DHYD
OG0006940	LOC118513883|XP_035916085.1|ASTE	LOC111600716|XP_023172745.2|DHYD
OG0006941	LOC118511087|XP_035909663.1|ASTE	LOC111596136|XP_023165980.2|DHYD
OG0006942	LOC118511089|XP_035909676.1|ASTE	LOC111599356|XP_023170759.1|DHYD
OG0006943	LOC118513934|XP_035916200.1|ASTE	LOC111601198|XP_023173454.2|DHYD
OG0006944	LOC118514018|XP_035916382.1|ASTE	LOC111596366|XP_023166331.1|DHYD
OG0006945	LOC118514017|XP_035916381.1|ASTE	LOC111595417|XP_023164907.1|DHYD
OG0006946	LOC118513999|XP_035916329.1|ASTE	LOC111594454|XP_023163516.1|DHYD
OG0006947	LOC118514005|XP_035916347.1|ASTE	LOC111598941|XP_023170187.1|DHYD
OG0006948	LOC118511756|XP_035911116.1|ASTE	LOC111600396|XP_023172243.1|DHYD
OG0006950	LOC118510612|XP_035908517.1|ASTE	LOC111592051|XP_023159818.1|DHYD
OG0006951	LOC118511590|XP_035910733.1|ASTE	LOC111600125|XP_023171861.2|DHYD
OG0006952	LOC118511587|XP_035910731.1|ASTE	LOC111596036|XP_023165842.1|DHYD
OG0006953	LOC118513397|XP_035914970.1|ASTE	LOC111603036|XP_023176233.1|DHYD
OG0006954	LOC118513394|XP_035914968.1|ASTE	LOC111595842|XP_023165520.1|DHYD
OG0006955	LOC118509137|XP_035905231.1|ASTE	LOC111600635|XP_023172609.1|DHYD
OG0006956	LOC118512540|XP_035913004.1|ASTE	LOC111599467|XP_023170905.2|DHYD
OG0006957	LOC118512539|XP_035913002.1|ASTE	LOC111594674|XP_023163852.2|DHYD
OG0006958	LOC118512543|XP_035913008.1|ASTE	LOC111600036|XP_023171722.2|DHYD
OG0006959	LOC118511658|XP_035910897.1|ASTE	LOC111601081|XP_023173275.1|DHYD
OG0006960	LOC118511662|XP_035910903.1|ASTE	LOC111598947|XP_023170196.2|DHYD
OG0006961	LOC118511231|XP_035909959.1|ASTE	LOC111594210|XP_023163177.2|DHYD
OG0006962	LOC118512544|XP_035913010.1|ASTE	LOC111602236|XP_023174990.2|DHYD
OG0006963	LOC118513434|XP_035915058.1|ASTE	LOC111603972|XP_023177583.2|DHYD
OG0006964	LOC118513439|XP_035915072.1|ASTE	LOC111603925|XP_023177519.1|DHYD
OG0006965	LOC118509270|XP_035905517.1|ASTE	LOC111595768|XP_023165418.2|DHYD
OG0006966	LOC118509269|XP_035905516.1|ASTE	LOC111601184|XP_023173433.1|DHYD
OG0006967	LOC118509267|XP_035905511.1|ASTE	LOC111602110|XP_023174821.2|DHYD
OG0006968	LOC118509066|XP_035905078.1|ASTE	LOC111600601|XP_023172562.2|DHYD
OG0006969	LOC118509079|XP_035905105.1|ASTE	LOC111597548|XP_023168112.1|DHYD
OG0006970	LOC118508991|XP_035904882.1|ASTE	LOC111603473|XP_023176830.1|DHYD
OG0006971	LOC118511679|XP_035910940.1|ASTE	LOC111599093|XP_023170401.2|DHYD
OG0006972	LOC118511677|XP_035910933.1|ASTE	LOC111592606|XP_023160703.1|DHYD
OG0006973	LOC118511670|XP_035910921.1|ASTE	LOC111594078|XP_023162988.2|DHYD
OG0006974	LOC118511648|XP_035910875.1|ASTE	LOC111596313|XP_023166245.1|DHYD
OG0006975	LOC118512470|XP_035912849.1|ASTE	LOC111599364|XP_023170764.1|DHYD
OG0006976	LOC118511789|XP_035911200.1|ASTE	LOC111602285|XP_030079103.1|DHYD
OG0006977	LOC118511622|XP_035910813.1|ASTE	LOC111593290|XP_023161734.2|DHYD
OG0006978	LOC118511605|XP_035910781.1|ASTE	LOC111594940|XP_023164201.2|DHYD
OG0006979	LOC118509144|XP_035905244.1|ASTE	LOC111599051|XP_023170337.2|DHYD
OG0006980	LOC118509038|XP_035904971.1|ASTE	LOC111596263|XP_023166167.1|DHYD
OG0006981	LOC118514031|XP_035916400.1|ASTE	LOC111603905|XP_023177491.2|DHYD
OG0006982	LOC118513894|XP_035916101.1|ASTE	LOC111602311|XP_023175080.1|DHYD
OG0006983	LOC118513900|XP_035916110.1|ASTE	LOC111592067|XP_023159837.1|DHYD
OG0006984	LOC118513733|XP_035915781.1|ASTE	LOC111596373|XP_023166344.1|DHYD
OG0006985	LOC118513728|XP_035915774.1|ASTE	LOC111601937|XP_023174559.1|DHYD
OG0006986	LOC118513729|XP_035915776.1|ASTE	LOC111595191|XP_023164542.1|DHYD
OG0006987	LOC118510997|XP_035909404.1|ASTE	LOC111601469|XP_023173859.1|DHYD
OG0006988	LOC118510995|XP_035909402.1|ASTE	LOC111595416|XP_023164906.2|DHYD
OG0006989	LOC118511025|XP_035909496.1|ASTE	LOC111599060|XP_023170349.1|DHYD
OG0006990	LOC118511022|XP_035909486.1|ASTE	LOC111601867|XP_030080336.1|DHYD
OG0006991	LOC118511016|XP_035909437.1|ASTE	LOC111597112|XP_023167843.2|DHYD
OG0006992	LOC118512468|XP_035912836.1|ASTE	LOC111599310|XP_030079237.1|DHYD
OG0006993	LOC118512567|XP_035913053.1|ASTE	LOC111595194|XP_030079245.1|DHYD
OG0006994	LOC118510142|XP_035907522.1|ASTE	LOC111594944|XP_023164206.2|DHYD
OG0006995	LOC118511692|XP_035910986.1|ASTE	LOC111592567|XP_023160632.1|DHYD
OG0006996	LOC118513776|XP_035915847.1|ASTE	LOC111592555|XP_023160614.1|DHYD
OG0006998	LOC118513744|XP_035915794.1|ASTE	LOC111600840|XP_023172913.1|DHYD
OG0006999	LOC118513760|XP_035915827.1|ASTE	LOC111596300|XP_023166226.2|DHYD
OG0007000	LOC118514143|XP_035916644.1|ASTE	LOC111599137|XP_023170468.2|DHYD
OG0007001	LOC118513360|XP_035914885.1|ASTE	LOC111597899|XP_023168603.1|DHYD
OG0007002	LOC118511688|XP_035910971.1|ASTE	LOC111592664|XP_030079030.1|DHYD
OG0007003	LOC118513836|XP_035915996.1|ASTE	LOC111601253|XP_023173520.1|DHYD
OG0007004	LOC118512575|XP_035913087.1|ASTE	LOC111595518|XP_023165066.2|DHYD
OG0007005	LOC118512581|XP_035913102.1|ASTE	LOC111594216|XP_023163183.2|DHYD
OG0007006	LOC118510645|XP_035908637.1|ASTE	LOC111602293|XP_023175062.2|DHYD
OG0007007	LOC118514599|XP_035917489.1|ASTE	LOC111592674|XP_023160809.1|DHYD
OG0007008	LOC118510011|XP_035907290.1|ASTE	LOC111599177|XP_023170529.2|DHYD
OG0007009	LOC118510592|XP_035908487.1|ASTE	LOC111592602|XP_023160695.1|DHYD
OG0007010	LOC118514660|XP_035917591.1|ASTE	LOC111595550|XP_023165106.2|DHYD
OG0007011	LOC118514664|XP_035917599.1|ASTE	LOC111602617|XP_023175547.1|DHYD
OG0007012	LOC118514670|XP_035917605.1|ASTE	LOC111601958|XP_023174603.1|DHYD
OG0007013	LOC118511778|XP_035911177.1|ASTE	LOC111596296|XP_023166220.2|DHYD
OG0007014	LOC118511780|XP_035911179.1|ASTE	LOC111596278|XP_023166191.2|DHYD
OG0007015	LOC118511786|XP_035911196.1|ASTE	LOC111603903|XP_023177489.2|DHYD
OG0007016	LOC118509319|XP_035905664.1|ASTE	LOC111594106|XP_023163029.1|DHYD
OG0007017	LOC118514631|XP_035917526.1|ASTE	LOC111602209|XP_023174949.1|DHYD
OG0007018	LOC118514632|XP_035917529.1|ASTE	LOC111603909|XP_023177497.2|DHYD
OG0007019	LOC118511798|XP_035911221.1|ASTE	LOC111592085|XP_030079078.1|DHYD
OG0007020	LOC118512431|XP_035912782.1|ASTE	LOC111603772|XP_023177275.2|DHYD
OG0007021	LOC118514562|XP_035917451.1|ASTE	LOC111599158|XP_023170497.1|DHYD
OG0007022	LOC118514540|XP_035917416.1|ASTE	LOC111605474|XP_023179770.2|DHYD
OG0007023	LOC118514575|XP_035917469.1|ASTE	LOC111594698|XP_023163887.1|DHYD
OG0007024	LOC118514536|XP_035917412.1|ASTE	LOC111601374|XP_023173681.1|DHYD
OG0007025	LOC118513286|XP_035914747.1|ASTE	LOC111602825|XP_023175904.2|DHYD
OG0007026	LOC118513277|XP_035914736.1|ASTE	LOC111599072|XP_023170368.2|DHYD
OG0007027	LOC118509224|XP_035905418.1|ASTE	LOC111595802|XP_023165459.2|DHYD
OG0007028	LOC118509225|XP_035905419.1|ASTE	LOC111596118|XP_023165951.2|DHYD
OG0007029	LOC118513255|XP_035914711.1|ASTE	LOC111601180|XP_023173426.2|DHYD
OG0007030	LOC118512609|XP_035913175.1|ASTE	LOC111593070|XP_023161416.1|DHYD
OG0007031	LOC118512595|XP_035913141.1|ASTE	LOC111594639|XP_023163801.1|DHYD
OG0007032	LOC118512601|XP_035913150.1|ASTE	LOC111597445|XP_023167932.2|DHYD
OG0007033	LOC118512604|XP_035913166.1|ASTE	LOC111600366|XP_023172211.1|DHYD
OG0007034	LOC118513689|XP_035915701.1|ASTE	LOC111596058|XP_023165874.1|DHYD
OG0007035	LOC118513688|XP_035915700.1|ASTE	LOC111595625|XP_023165203.1|DHYD
OG0007036	LOC118513693|XP_035915710.1|ASTE	LOC111600955|XP_023173103.2|DHYD
OG0007037	LOC118513694|XP_035915711.1|ASTE	LOC111595895|XP_023165603.1|DHYD
OG0007038	LOC118512535|XP_035912983.1|ASTE	LOC111593749|XP_023162512.2|DHYD
OG0007039	LOC118511554|XP_035910676.1|ASTE	LOC111600090|XP_023171842.2|DHYD, LOC115482830|XP_030078924.1|DHYD
OG0007040	LOC118509827|XP_035906890.1|ASTE	LOC111591949|XP_023159650.2|DHYD
OG0007041	LOC118510863|XP_035909102.1|ASTE	LOC111592509|XP_023160501.1|DHYD
OG0007042	LOC118510860|XP_035909086.1|ASTE	LOC111593763|XP_023162549.1|DHYD
OG0007043	LOC118505163|XP_035896453.1|ASTE	LOC111603564|XP_023176973.2|DHYD
OG0007044	LOC118513503|XP_035915243.1|ASTE	LOC111602345|XP_023175127.2|DHYD
OG0007045	LOC118509262|XP_035905504.1|ASTE	LOC111596704|XP_023166790.2|DHYD
OG0007046	LOC118514600|XP_035917490.1|ASTE	LOC111604833|XP_023178829.2|DHYD
OG0007047	LOC118513351|XP_035914876.1|ASTE	LOC111596103|XP_023165933.1|DHYD
OG0007048	LOC118513319|XP_035914818.1|ASTE	LOC111594789|XP_023164013.1|DHYD
OG0007049	LOC118509181|XP_035905340.1|ASTE	LOC111599154|XP_023170493.1|DHYD
OG0007050	LOC118513627|XP_035915583.1|ASTE	LOC111601032|XP_023173214.1|DHYD
OG0007051	LOC118513631|XP_035915588.1|ASTE	LOC111597797|XP_030080278.1|DHYD
OG0007052	LOC118510583|XP_035908468.1|ASTE	LOC111597285|XP_023167668.1|DHYD
OG0007053	LOC118510874|XP_035909129.1|ASTE	LOC111598632|XP_023169742.2|DHYD
OG0007054	LOC118512542|XP_035913007.1|ASTE	LOC111593835|XP_023162641.2|DHYD
OG0007055	LOC118513779|XP_035915850.1|ASTE	LOC111598461|XP_030081068.1|DHYD
OG0007056	LOC118513799|XP_035915889.1|ASTE	LOC111599282|XP_023170648.2|DHYD
OG0007057	LOC118513826|XP_035915955.1|ASTE	LOC111596719|XP_023166809.1|DHYD
OG0007058	LOC118513818|XP_035915944.1|ASTE	LOC111605345|XP_023179587.1|DHYD
OG0007059	LOC118510868|XP_035909109.1|ASTE	LOC111595840|XP_023165518.2|DHYD
OG0007060	LOC118513005|XP_035914159.1|ASTE	LOC111595837|XP_030079242.1|DHYD
OG0007061	LOC118512941|XP_035914038.1|ASTE	LOC111595854|XP_023165536.2|DHYD
OG0007062	LOC118513470|XP_035915154.1|ASTE	LOC111602530|XP_030079174.1|DHYD
OG0007063	LOC118511237|XP_035909968.1|ASTE	LOC111600542|XP_023172457.1|DHYD
OG0007064	LOC118513660|XP_035915647.1|ASTE	LOC111603436|XP_023176793.1|DHYD
OG0007065	LOC118513657|XP_035915636.1|ASTE	LOC111595997|XP_023165764.2|DHYD
OG0007066	LOC118514251|XP_035916858.1|ASTE	LOC111595109|XP_023164442.1|DHYD
OG0007067	LOC118509881|XP_035907013.1|ASTE	LOC111601280|XP_023173567.2|DHYD
OG0007068	LOC118509891|XP_035907030.1|ASTE	LOC111603945|XP_023177542.2|DHYD
OG0007069	LOC118511695|XP_035910988.1|ASTE	LOC111600434|XP_023172294.2|DHYD
OG0007070	LOC118515244|XP_035917821.1|ASTE	LOC111593556|XP_023162180.2|DHYD
OG0007071	LOC118513225|XP_035914645.1|ASTE	LOC111605379|XP_023179634.1|DHYD
OG0007072	LOC118511243|XP_035909976.1|ASTE	LOC111598323|XP_023169289.2|DHYD
OG0007073	LOC118513623|XP_035915574.1|ASTE	LOC111599149|XP_023170487.1|DHYD
OG0007074	LOC118510912|XP_035909208.1|ASTE	LOC111601218|XP_023173481.2|DHYD
OG0007075	LOC118510911|XP_035909205.1|ASTE	LOC111605553|XP_023179884.2|DHYD
OG0007076	LOC118512969|XP_035914089.1|ASTE	LOC111593282|XP_023161722.1|DHYD
OG0007077	LOC118511807|XP_035911240.1|ASTE	LOC111601558|XP_023173972.1|DHYD
OG0007078	LOC118511812|XP_035911244.1|ASTE	LOC111595804|XP_023165461.2|DHYD
OG0007079	LOC118509951|XP_035907175.1|ASTE	LOC111595829|XP_023165503.2|DHYD
OG0007080	LOC118510772|XP_035908931.1|ASTE	LOC111600443|XP_023172301.1|DHYD
OG0007081	LOC118510764|XP_035908910.1|ASTE	LOC111596295|XP_023166219.1|DHYD
OG0007082	LOC118510763|XP_035908909.1|ASTE	LOC111596005|XP_023165783.2|DHYD
OG0007083	LOC118510760|XP_035908897.1|ASTE	LOC111599373|XP_023170777.1|DHYD
OG0007084	LOC118510757|XP_035908894.1|ASTE	LOC111597236|XP_023167596.2|DHYD
OG0007085	LOC118510043|XP_035907324.1|ASTE	LOC111596309|XP_023166236.2|DHYD
OG0007086	LOC118514053|XP_035916439.1|ASTE	LOC111602539|XP_023175437.2|DHYD
OG0007087	LOC118514124|XP_035916602.1|ASTE	LOC111592336|XP_023160231.2|DHYD
OG0007088	LOC118514120|XP_035916592.1|ASTE	LOC111599046|XP_023170330.2|DHYD
OG0007089	LOC118509947|XP_035907172.1|ASTE	LOC111599165|XP_023170511.2|DHYD
OG0007090	LOC118514101|XP_035916559.1|ASTE	LOC111595593|XP_023165172.2|DHYD
OG0007091	LOC118514094|XP_035916523.1|ASTE	LOC111602524|XP_023175378.2|DHYD
OG0007092	LOC118509946|XP_035907171.1|ASTE	LOC111599558|XP_023170993.2|DHYD
OG0007093	LOC118511222|XP_035909937.1|ASTE	LOC111594659|XP_023163828.1|DHYD
OG0007094	LOC118513690|XP_035915703.1|ASTE	LOC111594661|XP_023163831.1|DHYD
OG0007095	LOC118513685|XP_035915683.1|ASTE	LOC111592609|XP_023160708.2|DHYD
OG0007096	LOC118513337|XP_035914851.1|ASTE	LOC111597196|XP_023167535.2|DHYD
OG0007098	LOC118510674|XP_035908728.1|ASTE	LOC111601091|XP_023173290.2|DHYD
OG0007099	LOC118514116|XP_035916585.1|ASTE	LOC111594559|XP_023163683.1|DHYD
OG0007100	LOC118510064|XP_035907347.1|ASTE	LOC111598786|XP_030080282.1|DHYD
OG0007101	LOC118514087|XP_035916513.1|ASTE	LOC111592922|XP_023161142.1|DHYD
OG0007102	LOC118514071|XP_035916490.1|ASTE	LOC111595999|XP_030079232.1|DHYD
OG0007103	LOC118510712|XP_035908804.1|ASTE	LOC111603590|XP_023177017.1|DHYD
OG0007104	LOC118510706|XP_035908798.1|ASTE	LOC111592647|XP_023160761.1|DHYD
OG0007105	LOC118510705|XP_035908797.1|ASTE	LOC111594730|XP_023163930.1|DHYD
OG0007106	LOC118510696|XP_035908768.1|ASTE	LOC111599185|XP_023170538.1|DHYD
OG0007107	LOC118510694|XP_035908762.1|ASTE	LOC111594680|XP_023163863.1|DHYD
OG0007108	LOC118510693|XP_035908760.1|ASTE	LOC111596098|XP_023165926.2|DHYD
OG0007109	LOC118510680|XP_035908736.1|ASTE	LOC111595779|XP_023165431.1|DHYD
OG0007110	LOC118510677|XP_035908731.1|ASTE	LOC111595807|XP_023165466.2|DHYD
OG0007111	LOC118510673|XP_035908713.1|ASTE	LOC111596051|XP_023165866.1|DHYD
OG0007112	LOC118510668|XP_035908705.1|ASTE	LOC111599179|XP_023170532.2|DHYD
OG0007113	LOC118510664|XP_035908697.1|ASTE	LOC111598813|XP_023170005.2|DHYD
OG0007114	LOC118510662|XP_035908689.1|ASTE	LOC111602491|XP_023175325.1|DHYD
OG0007115	LOC118510658|XP_035908676.1|ASTE	LOC111595823|XP_023165497.2|DHYD
OG0007116	LOC118514135|XP_035916624.1|ASTE	LOC111603747|XP_023177235.1|DHYD
OG0007117	LOC118514137|XP_035916626.1|ASTE	LOC111599469|XP_023170906.2|DHYD
OG0007118	LOC118514134|XP_035916621.1|ASTE	LOC111592610|XP_023160710.2|DHYD
OG0007119	LOC118505767|XP_035897903.1|ASTE	LOC111598160|XP_023169017.1|DHYD
OG0007120	LOC118505764|XP_035897887.1|ASTE	LOC111605599|XP_023179979.1|DHYD
OG0007121	LOC118503512|XP_035892756.1|ASTE	LOC111604901|XP_023178912.1|DHYD
OG0007122	LOC118505761|XP_035897882.1|ASTE	LOC111600509|XP_030079686.1|DHYD
OG0007123	LOC118505758|XP_035897868.1|ASTE	LOC111604625|XP_023178524.1|DHYD
OG0007124	LOC118505742|XP_035897829.1|ASTE	LOC111595381|XP_023164848.2|DHYD
OG0007125	LOC118505740|XP_035897823.1|ASTE	LOC111599836|XP_023171397.2|DHYD
OG0007126	LOC118505738|XP_035897821.1|ASTE	LOC111595124|XP_023164464.2|DHYD
OG0007127	LOC118505737|XP_035897820.1|ASTE	LOC111592339|XP_023160235.1|DHYD
OG0007128	LOC118505736|XP_035897819.1|ASTE	LOC111595108|XP_023164441.1|DHYD
OG0007129	LOC118505851|XP_035898123.1|ASTE	LOC111599779|XP_023171317.1|DHYD
OG0007130	LOC118505327|XP_035896866.1|ASTE	LOC111592274|XP_023160141.2|DHYD
OG0007131	LOC118505324|XP_035896860.1|ASTE	LOC111599236|XP_023170601.2|DHYD
OG0007132	LOC118507359|XP_035901659.1|ASTE	LOC111599257|XP_023170625.1|DHYD
OG0007133	LOC118507596|XP_035902157.1|ASTE	LOC111596011|XP_023165799.1|DHYD
OG0007134	LOC118507586|XP_035902141.1|ASTE	LOC111595084|XP_023164407.2|DHYD
OG0007135	LOC118507598|XP_035902161.1|ASTE	LOC111596941|XP_023167163.1|DHYD
OG0007136	LOC118507574|XP_035902112.1|ASTE	LOC111604419|XP_023178243.2|DHYD
OG0007137	LOC118506569|XP_035899786.1|ASTE	LOC111601957|XP_023174590.2|DHYD
OG0007138	LOC118506570|XP_035899803.1|ASTE	LOC111605562|XP_023179934.2|DHYD
OG0007139	LOC118506645|XP_035899926.1|ASTE	LOC111598186|XP_023169052.2|DHYD
OG0007140	LOC118506646|XP_035899938.1|ASTE	LOC111596781|XP_023166902.2|DHYD
OG0007141	LOC118506644|XP_035899925.1|ASTE	LOC111604057|XP_023177691.2|DHYD
OG0007142	LOC118505232|XP_035896658.1|ASTE	LOC111596871|XP_023167086.1|DHYD
OG0007143	LOC118517522|XP_035919644.1|ASTE	LOC111600234|XP_023172030.1|DHYD
OG0007144	LOC118517520|XP_035919642.1|ASTE	LOC111604913|XP_023178925.2|DHYD
OG0007145	LOC118502499|XP_035890624.1|ASTE	LOC111593358|XP_023161839.2|DHYD
OG0007146	LOC118517545|XP_035919677.1|ASTE	LOC111595157|XP_023164506.1|DHYD
OG0007147	LOC118517523|XP_035919645.1|ASTE	LOC111598316|XP_023169280.2|DHYD
OG0007148	LOC118505845|XP_035898097.1|ASTE	LOC111598404|XP_023169407.2|DHYD
OG0007149	LOC118502506|XP_035890638.1|ASTE	LOC111593881|XP_030081012.1|DHYD
OG0007150	LOC118505357|XP_035896924.1|ASTE	LOC111599250|XP_023170618.2|DHYD
OG0007151	LOC118505361|XP_035896944.1|ASTE	LOC111595654|XP_030079628.1|DHYD
OG0007152	LOC118505825|XP_035898068.1|ASTE	LOC111593477|XP_023162007.2|DHYD
OG0007153	LOC118505837|XP_035898088.1|ASTE	LOC111593413|XP_030079928.1|DHYD
OG0007154	LOC118504859|XP_035895788.1|ASTE	LOC111592213|XP_023160053.2|DHYD
OG0007155	LOC118517571|XP_035919711.1|ASTE	LOC111602592|XP_023175518.1|DHYD
OG0007156	LOC118505288|XP_035896766.1|ASTE	LOC111600787|XP_023172845.2|DHYD
OG0007157	LOC118505655|XP_035897635.1|ASTE	LOC111598593|XP_023169677.2|DHYD
OG0007158	LOC118505658|XP_035897642.1|ASTE	LOC111598469|XP_023169494.2|DHYD
OG0007159	LOC118505665|XP_035897670.1|ASTE	LOC111596766|XP_023166883.2|DHYD
OG0007160	LOC118505673|XP_035897696.1|ASTE	LOC111604578|XP_023178448.1|DHYD
OG0007161	LOC118505516|XP_035897309.1|ASTE	LOC111597351|XP_023167765.2|DHYD
OG0007162	LOC118505515|XP_035897308.1|ASTE	LOC111592058|XP_023159830.1|DHYD
OG0007163	LOC118506333|XP_035899200.1|ASTE	LOC111594498|XP_023163577.2|DHYD
OG0007164	LOC118505822|XP_035898064.1|ASTE	LOC111594497|XP_023163576.2|DHYD
OG0007165	LOC118504952|XP_035895963.1|ASTE	LOC111605130|XP_023179262.2|DHYD
OG0007166	LOC118504947|XP_035895939.1|ASTE	LOC111601905|XP_023174519.2|DHYD
OG0007167	LOC118505810|XP_035898045.1|ASTE	LOC111605096|XP_023179207.1|DHYD
OG0007168	LOC118508371|XP_035903991.1|ASTE	LOC111593412|XP_023161910.1|DHYD
OG0007169	LOC118508374|XP_035904002.1|ASTE	LOC111602429|XP_023175236.1|DHYD
OG0007170	LOC118505645|XP_035897616.1|ASTE	LOC111598252|XP_030080586.1|DHYD
OG0007171	LOC118505518|XP_035897311.1|ASTE	LOC111602413|XP_023175212.2|DHYD
OG0007172	LOC118502760|XP_035891232.1|ASTE	LOC111601919|XP_023174535.2|DHYD
OG0007173	LOC118502759|XP_035891230.1|ASTE	LOC111601933|XP_023174553.2|DHYD
OG0007174	LOC118506736|XP_035900175.1|ASTE	LOC111595210|XP_023164587.2|DHYD
OG0007175	LOC118506751|XP_035900226.1|ASTE	LOC111605621|XP_023180036.1|DHYD
OG0007176	LOC118505650|XP_035897625.1|ASTE	LOC111599653|XP_023171101.2|DHYD
OG0007177	LOC118517563|XP_035919698.1|ASTE	LOC111603607|XP_023177039.1|DHYD
OG0007178	LOC118517521|XP_035919643.1|ASTE	LOC111603665|XP_023177117.2|DHYD
OG0007179	LOC118517539|XP_035919668.1|ASTE	LOC111603581|XP_023177002.1|DHYD
OG0007180	LOC118517530|XP_035919657.1|ASTE	LOC111603571|XP_023176990.1|DHYD
