Orthogroup	ASTE.longest_only	HILL.longest_only
OG0008121	LOC118504380|XP_035894683.1|ASTE	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC118502850|XP_035891445.1|ASTE	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC118507568|XP_035902084.1|ASTE	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC118507566|XP_035902080.1|ASTE	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC118504376|XP_035894677.1|ASTE	LOC119653749|XP_037914606.1|HILL
OG0008129	LOC118506843|XP_035900452.1|ASTE	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC118506857|XP_035900480.1|ASTE	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC118506862|XP_035900491.1|ASTE	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC118505186|XP_035896534.1|ASTE	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC118505203|XP_035896577.1|ASTE	LOC119653712|XP_037914521.1|HILL
OG0008135	LOC118510971|XP_035909356.1|ASTE	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC118510976|XP_035909370.1|ASTE	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC118511898|XP_035911422.1|ASTE	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC118512416|XP_035912708.1|ASTE	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC118512415|XP_035912707.1|ASTE	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC118512401|XP_035912677.1|ASTE	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC118512399|XP_035912674.1|ASTE	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC118517719|XP_035920061.1|ASTE	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC118512423|XP_035912719.1|ASTE	LOC119653905|XP_037914969.1|HILL
OG0008145	LOC118505934|XP_035898333.1|ASTE	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC118505931|XP_035898330.1|ASTE	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC118505384|XP_035896980.1|ASTE	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC118506002|XP_035898476.1|ASTE	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC118507226|XP_035901283.1|ASTE	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC118507228|XP_035901287.1|ASTE	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC118507229|XP_035901289.1|ASTE	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC118512024|XP_035911702.1|ASTE	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC118506155|XP_035898818.1|ASTE	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC118506157|XP_035898820.1|ASTE	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC118504014|XP_035893870.1|ASTE	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC118504043|XP_035893935.1|ASTE	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC118503966|XP_035893775.1|ASTE	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC118508237|XP_035903738.1|ASTE	LOC119655594|XP_037917477.1|HILL
OG0008160	LOC118503516|XP_035892761.1|ASTE	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC118507434|XP_035901802.1|ASTE	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC118508063|XP_035903411.1|ASTE	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC118517648|XP_035919869.1|ASTE	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC118508559|XP_035904347.1|ASTE	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC118512429|XP_035912779.1|ASTE	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC118511215|XP_035909902.1|ASTE	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC118510926|XP_035909230.1|ASTE	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC118510920|XP_035909223.1|ASTE	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC118510924|XP_035909227.1|ASTE	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC118508204|XP_035903667.1|ASTE	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC118503923|XP_035893646.1|ASTE	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC118507247|XP_035901421.1|ASTE	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC118503538|XP_035892830.1|ASTE	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC118505944|XP_035898361.1|ASTE	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC118509904|XP_035907056.1|ASTE	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC118505920|XP_035898305.1|ASTE	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC118507213|XP_035901205.1|ASTE	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC118507209|XP_035901191.1|ASTE	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC118507203|XP_035901179.1|ASTE	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC118507922|XP_035903117.1|ASTE	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC118507923|XP_035903118.1|ASTE	LOC119653718|XP_037914538.1|HILL
OG0008183	LOC118504066|XP_035893997.1|ASTE	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC118504145|XP_035894136.1|ASTE	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC118517630|XP_035919834.1|ASTE	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC118517634|XP_035919839.1|ASTE	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC118505932|XP_035898331.1|ASTE	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC118503988|XP_035893829.1|ASTE	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC118504730|XP_035895475.1|ASTE	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC118507256|XP_035901438.1|ASTE	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC118517647|XP_035919866.1|ASTE	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC118507419|XP_035901778.1|ASTE	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC118517686|XP_035919990.1|ASTE	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC118517688|XP_035919992.1|ASTE	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC118508406|XP_035904063.1|ASTE	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC118507266|XP_035901451.1|ASTE	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC118504655|XP_035895331.1|ASTE	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC118508121|XP_035903521.1|ASTE	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC118512364|XP_035912582.1|ASTE	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC118517605|XP_035919795.1|ASTE	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC118517604|XP_035919790.1|ASTE	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC118507988|XP_035903251.1|ASTE	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC118504724|XP_035895459.1|ASTE	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC118508035|XP_035903330.1|ASTE	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC118507308|XP_035901578.1|ASTE	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC118503479|XP_035892671.1|ASTE	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC118505881|XP_035898212.1|ASTE	LOC119654714|XP_037916160.1|HILL
OG0008211	LOC118503532|XP_035892811.1|ASTE	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC118503873|XP_035893508.1|ASTE	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC118503870|XP_035893503.1|ASTE	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC118507416|XP_035901773.1|ASTE	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC118503725|XP_035893224.1|ASTE	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC118506118|XP_035898720.1|ASTE	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC118504836|XP_035895734.1|ASTE	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC118504122|XP_035894105.1|ASTE	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC118503436|XP_035892584.1|ASTE	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC118508154|XP_035903584.1|ASTE	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC118503666|XP_035893089.1|ASTE	LOC119648657|XP_037906365.1|HILL
OG0008223	LOC118503823|XP_035893417.1|ASTE	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC118503762|XP_035893319.1|ASTE	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC118506864|XP_035900493.1|ASTE	LOC119653817|XP_037914777.1|HILL
OG0008227	LOC118508130|XP_035903944.1|ASTE	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC118505437|XP_035897115.1|ASTE	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC118502750|XP_035891209.1|ASTE	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC118508531|XP_035904302.1|ASTE	LOC119659529|XP_037923594.1|HILL
OG0008234	LOC118503444|XP_035892601.1|ASTE	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC118512342|XP_035912521.1|ASTE	LOC119646452|XP_037902830.1|HILL, LOC119659262|XP_037923183.1|HILL
OG0008237	LOC118512240|XP_035912273.1|ASTE	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC118510387|XP_035908032.1|ASTE	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC118514475|XP_035917292.1|ASTE	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC118502419|XP_035890537.1|ASTE	LOC119648025|XP_037905371.1|HILL
OG0008272	LOC118505973|XP_035898418.1|ASTE	LOC119657131|XP_037919829.1|HILL
OG0008274	LOC118516603|XP_035918468.1|ASTE	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC118504155|XP_035894181.1|ASTE	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC118502887|XP_035891502.1|ASTE	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC118502944|XP_035891591.1|ASTE	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC118511536|XP_035910625.1|ASTE	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC118517506|XP_035919619.1|ASTE	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC118517510|XP_035919628.1|ASTE	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC118510080|XP_035907385.1|ASTE	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC118509924|XP_035907150.1|ASTE	LOC119653480|XP_037914039.1|HILL
OG0008285	LOC118508021|XP_035903318.1|ASTE	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC118507666|XP_035902340.1|ASTE	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC118504055|XP_035893983.1|ASTE	LOC119657837|XP_037920886.1|HILL
OG0008290	LOC118516879|XP_035918630.1|ASTE	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC118516863|XP_035918629.1|ASTE	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC118517219|XP_035919120.1|ASTE	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC118517466|XP_035919530.1|ASTE	LOC119657480|XP_037920328.1|HILL
OG0008295	LOC118508401|XP_035904059.1|ASTE	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC118502560|XP_035890771.1|ASTE	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC118517357|XP_035919257.1|ASTE	LOC119658223|XP_037921417.1|HILL
OG0008299	LOC118506492|XP_035899576.1|ASTE	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC118516969|XP_035918692.1|ASTE	LOC119656799|XP_037919334.1|HILL
OG0008302	LOC118517497|XP_035919595.1|ASTE	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC118506904|XP_035900589.1|ASTE	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC118506272|XP_035899082.1|ASTE	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC118505578|XP_035897427.1|ASTE	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC118506787|XP_035900297.1|ASTE	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC118504653|XP_035895319.1|ASTE	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC118506791|XP_035900303.1|ASTE	LOC119651537|XP_037911097.1|HILL
OG0008311	LOC118502897|XP_035891512.1|ASTE	LOC119652273|XP_037912190.1|HILL
OG0008313	LOC118502702|XP_035891129.1|ASTE	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC118504978|XP_035896014.1|ASTE	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC118502885|XP_035891497.1|ASTE	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC118517623|XP_035919822.1|ASTE	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC118502898|XP_035891513.1|ASTE	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC118508444|XP_035904127.1|ASTE	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC118507466|XP_035901854.1|ASTE	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC118502970|XP_035891628.1|ASTE	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC118503378|XP_035892471.1|ASTE	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC118517617|XP_035919806.1|ASTE	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC118508575|XP_035904371.1|ASTE	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC118507741|XP_035902613.1|ASTE	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC118508912|XP_035904665.1|ASTE	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC118509098|XP_035905143.1|ASTE	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC118512166|XP_035912141.1|ASTE	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC118512439|XP_035912793.1|ASTE	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC118510317|XP_035907850.1|ASTE	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC118510319|XP_035907853.1|ASTE	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC118510315|XP_035907846.1|ASTE	LOC119649189|XP_037907143.1|HILL
OG0008337	LOC118511571|XP_035910709.1|ASTE	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC118505490|XP_035897237.1|ASTE	LOC119652566|XP_037912707.1|HILL
OG0008340	LOC118512790|XP_035913601.1|ASTE	LOC119649185|XP_037907140.1|HILL
OG0008341	LOC118512805|XP_035913639.1|ASTE	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC118517270|XP_035919136.1|ASTE, LOC118510242|XP_035907704.1|ASTE	LOC119657424|XP_037920254.1|HILL
OG0008346	LOC118510307|XP_035907832.1|ASTE	LOC119653453|XP_037913994.1|HILL
OG0008351	LOC118514233|XP_035916830.1|ASTE	LOC119649434|XP_037907512.1|HILL
OG0008356	LOC118509685|XP_035906629.1|ASTE	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC118510951|XP_035909288.1|ASTE	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC118510950|XP_035909287.1|ASTE	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC118512241|XP_035912274.1|ASTE	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC118504530|XP_035894967.1|ASTE	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC118506500|XP_035899591.1|ASTE	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC118508538|XP_035904311.1|ASTE	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC118508537|XP_035904310.1|ASTE	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC118508550|XP_035904331.1|ASTE	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC118511942|XP_035911536.1|ASTE	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC118510974|XP_035909360.1|ASTE	LOC119659464|XP_037923479.1|HILL
OG0008368	LOC118513566|XP_035915388.1|ASTE	LOC119652448|XP_037912522.1|HILL
OG0008369	LOC118513853|XP_035916038.1|ASTE	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC118511111|XP_035909729.1|ASTE	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC118511599|XP_035910773.1|ASTE	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC118514004|XP_035916346.1|ASTE	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC118514008|XP_035916353.1|ASTE	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC118512538|XP_035913001.1|ASTE	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC118503466|XP_035892651.1|ASTE	LOC119657648|XP_037920583.1|HILL
OG0008377	LOC118513778|XP_035915849.1|ASTE	LOC119651862|XP_037911600.1|HILL
OG0008379	LOC118511683|XP_035910950.1|ASTE	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC118508848|XP_035904492.1|ASTE	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC118514656|XP_035917582.1|ASTE	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC118514582|XP_035917478.1|ASTE	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC118512434|XP_035912785.1|ASTE	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC118509222|XP_035905413.1|ASTE	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC118513452|XP_035915099.1|ASTE	LOC119658070|XP_037921257.1|HILL
OG0008387	LOC118513658|XP_035915637.1|ASTE	LOC119647133|XP_037903852.1|HILL
OG0008388	LOC118511238|XP_035909969.1|ASTE	LOC119647327|XP_037904193.1|HILL
OG0008390	LOC118514057|XP_035916444.1|ASTE	LOC119659095|XP_037922944.1|HILL
OG0008391	LOC118510687|XP_035908747.1|ASTE	LOC119652222|XP_037912098.1|HILL
OG0008394	LOC118507599|XP_035902162.1|ASTE	LOC119647559|XP_037904480.1|HILL
OG0008395	LOC118505642|XP_035897613.1|ASTE	LOC119658707|XP_037922245.1|HILL
OG0008396	LOC118505641|XP_035897609.1|ASTE	LOC119659220|XP_037923123.1|HILL
OG0008397	LOC118517540|XP_035919669.1|ASTE	LOC119653462|XP_037914001.1|HILL
OG0008398	LOC118502496|XP_035890621.1|ASTE	LOC119653763|XP_037914672.1|HILL
OG0008400	LOC118502405|XP_035890521.1|ASTE	LOC119659902|XP_037924155.1|HILL
OG0008402	LOC118505494|XP_035897242.1|ASTE	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC118506648|XP_035899942.1|ASTE	LOC119655441|XP_037917263.1|HILL
OG0008404	LOC118506577|XP_035899826.1|ASTE	LOC119659299|XP_037923240.1|HILL
OG0008405	LOC118504364|XP_035894653.1|ASTE	LOC119654757|XP_037916226.1|HILL
OG0008407	LOC118508526|XP_035904291.1|ASTE	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC118506979|XP_035900732.1|ASTE	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC118517560|XP_035919695.1|ASTE	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC118503223|XP_035892112.1|ASTE	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC118507663|XP_035902333.1|ASTE	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC118505295|XP_035896792.1|ASTE	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC118502583|XP_035890820.1|ASTE	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC118502810|XP_035891342.1|ASTE	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC118504983|XP_035896030.1|ASTE	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC118504654|XP_035895330.1|ASTE	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC118507558|XP_035902040.1|ASTE	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC118505178|XP_035896524.1|ASTE	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC118505172|XP_035896505.1|ASTE	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC118505226|XP_035896648.1|ASTE	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC118505216|XP_035896624.1|ASTE	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC118510970|XP_035909354.1|ASTE	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC118510987|XP_035909389.1|ASTE	LOC119659896|XP_037924148.1|HILL
OG0008427	LOC118512417|XP_035912709.1|ASTE	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC118517714|XP_035920052.1|ASTE	LOC119656163|XP_037918434.1|HILL
OG0008430	LOC118512392|XP_035912662.1|ASTE	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC118507245|XP_035901401.1|ASTE	LOC119656132|XP_037918392.1|HILL
OG0008433	LOC118503912|XP_035893597.1|ASTE	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC118512307|XP_035912433.1|ASTE	LOC119655234|XP_037916943.1|HILL
OG0008435	LOC118503534|XP_035892813.1|ASTE	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC118517637|XP_035919842.1|ASTE	LOC119656057|XP_037918258.1|HILL
OG0008437	LOC118512326|XP_035912479.1|ASTE, LOC118512324|XP_035912476.1|ASTE, LOC118512325|XP_035912478.1|ASTE	LOC119654708|XP_037916155.1|HILL
OG0008437	LOC118506348|XP_035899226.1|ASTE	LOC119655208|XP_037916909.1|HILL
OG0008438	LOC118508140|XP_035903559.1|ASTE	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC118506120|XP_035898729.1|ASTE	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC118504092|XP_035894063.1|ASTE	LOC119653907|XP_037914972.1|HILL
OG0008443	LOC118503790|XP_035893361.1|ASTE	LOC119649330|XP_037907363.1|HILL
OG0008445	LOC118514588|XP_035917483.1|ASTE	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC118508449|XP_035904145.1|ASTE	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC118502633|XP_035890956.1|ASTE	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC118510205|XP_035907679.1|ASTE	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC118503981|XP_035893822.1|ASTE	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008452	LOC118508348|XP_035903934.1|ASTE	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC118507073|XP_035900946.1|ASTE	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC118503577|XP_035892906.1|ASTE	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC118505396|XP_035897014.1|ASTE	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC118505488|XP_035897230.1|ASTE	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC118505197|XP_035896562.1|ASTE	LOC119658986|XP_037922796.1|HILL
OG0008459	LOC118510981|XP_035909375.1|ASTE	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC118513444|XP_035915079.1|ASTE	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC118509153|XP_035905273.1|ASTE	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC118510728|XP_035908833.1|ASTE	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC118503352|XP_035892433.1|ASTE	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC118503443|XP_035892600.1|ASTE	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC118505374|XP_035896970.1|ASTE	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC118511829|XP_035911266.1|ASTE	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC118509711|XP_035906688.1|ASTE	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC118511558|XP_035910683.1|ASTE	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC118512109|XP_035911976.1|ASTE	LOC119647064|XP_037903750.1|HILL
OG0008473	LOC118506775|XP_035900264.1|ASTE	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC118507708|XP_035902496.1|ASTE	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008536	LOC118510463|XP_035908213.1|ASTE	LOC119656731|XP_037919195.1|HILL
OG0008538	LOC118504102|XP_035894083.1|ASTE	LOC119656958|XP_037919605.1|HILL
OG0008539	LOC118502686|XP_035891092.1|ASTE, LOC118515312|XP_035917894.1|ASTE	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC118505202|XP_035896576.1|ASTE	LOC119653019|XP_037913386.1|HILL
OG0008542	LOC118503121|XP_035891960.1|ASTE	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC118512072|XP_035911852.1|ASTE	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC118513601|XP_035915530.1|ASTE, LOC118517003|XP_035918731.1|ASTE	LOC119661353|XP_037926587.1|HILL
OG0008551	LOC118510899|XP_035909177.1|ASTE	LOC119649435|XP_037907513.1|HILL
OG0008552	LOC118509204|XP_035905370.1|ASTE	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC118509715|XP_035906695.1|ASTE	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC118509684|XP_035906628.1|ASTE	LOC119654383|XP_037915679.1|HILL
OG0008560	LOC118512653|XP_035913265.1|ASTE	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC118514535|XP_035917410.1|ASTE	LOC119651236|XP_037910642.1|HILL
OG0008564	LOC118510875|XP_035909132.1|ASTE	LOC119652179|XP_037912051.1|HILL
OG0008567	LOC118514055|XP_035916441.1|ASTE	LOC119661497|XP_037926791.1|HILL
OG0008569	LOC118505646|XP_035897620.1|ASTE	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC118505505|XP_035897268.1|ASTE	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC118505149|XP_035896420.1|ASTE	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC118506674|XP_035900004.1|ASTE	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC118502609|XP_035890869.1|ASTE	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC118504626|XP_035895225.1|ASTE	LOC119659043|XP_037922872.1|HILL
OG0008578	LOC118511896|XP_035911420.1|ASTE	LOC119658856|XP_037922537.1|HILL
OG0008579	LOC118504746|XP_035895528.1|ASTE	LOC119648986|XP_037906837.1|HILL
OG0008581	LOC118507567|XP_035902083.1|ASTE	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC118503385|XP_035892479.1|ASTE	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC118505179|XP_035896525.1|ASTE	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC118505229|XP_035896650.1|ASTE	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC118505217|XP_035896627.1|ASTE	LOC119655642|XP_037917547.1|HILL
OG0008589	LOC118512400|XP_035912675.1|ASTE	LOC119654185|XP_037915308.1|HILL
OG0008590	LOC118506321|XP_035899165.1|ASTE	LOC119655852|XP_037917898.1|HILL
OG0008592	LOC118503867|XP_035893498.1|ASTE	LOC119654260|XP_037915453.1|HILL
OG0008594	LOC118510214|XP_035907671.1|ASTE	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC118507076|XP_035900951.1|ASTE	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC118507084|XP_035900964.1|ASTE	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC118505260|XP_035896712.1|ASTE	LOC119659496|XP_037923542.1|HILL
