Orthogroup	ASTE.longest_only	DMEL.longest_only
OG0006505	LOC118505622|XP_035897578.1|ASTE	Rnb|NP_651726.1|DMEL
OG0006506	LOC118506953|XP_035900665.1|ASTE	CG32022|NP_729403.1|DMEL
OG0006507	LOC118507431|XP_035901796.1|ASTE	Lgr1|NP_524393.2|DMEL
OG0006508	LOC118508389|XP_035904025.1|ASTE	TyrRII|NP_650651.1|DMEL
OG0006509	LOC118502539|XP_035890703.1|ASTE	CG1504|NP_608382.2|DMEL
OG0006510	LOC118508380|XP_035904009.1|ASTE	cwo|NP_524775.1|DMEL
OG0006511	LOC118502823|XP_035891392.1|ASTE	CG31342|NP_001097763.1|DMEL
OG0006512	LOC118505407|XP_035897048.1|ASTE	Nep4|NP_650904.3|DMEL
OG0006513	LOC118502549|XP_035890723.1|ASTE	CtBP|NP_001262522.1|DMEL
OG0006514	LOC118507873|XP_035902973.1|ASTE	EMC6|NP_651320.1|DMEL
OG0006515	LOC118507867|XP_035902966.1|ASTE	CG6005|NP_650771.1|DMEL
OG0006516	LOC118507851|XP_035902875.1|ASTE	CG13627|NP_651279.1|DMEL
OG0006517	LOC118507853|XP_035902880.1|ASTE	Ppox|NP_651278.2|DMEL
OG0006518	LOC118507856|XP_035902897.1|ASTE	slo|NP_001262924.1|DMEL
OG0006519	LOC118507854|XP_035902881.1|ASTE	CG31126|NP_733027.2|DMEL
OG0006520	LOC118517615|XP_035919804.1|ASTE	CG7920|NP_651762.1|DMEL
OG0006521	LOC118502855|XP_035891453.1|ASTE	MetRS-m|NP_650348.1|DMEL
OG0006522	LOC118502845|XP_035891434.1|ASTE	Tace|NP_733334.1|DMEL
OG0006523	LOC118502895|XP_035891509.1|ASTE	Trs33|NP_650450.1|DMEL
OG0006524	LOC118505161|XP_035896450.1|ASTE	CG11070|NP_609060.1|DMEL
OG0006525	LOC118504688|XP_035895395.1|ASTE	kek5|NP_573382.1|DMEL
OG0006526	LOC118502458|XP_035890581.1|ASTE	Osi16|NP_731065.1|DMEL
OG0006527	LOC118508557|XP_035904344.1|ASTE	Osi15|NP_649636.1|DMEL
OG0006528	LOC118504265|XP_035894387.1|ASTE	Osi14|NP_649635.1|DMEL
OG0006529	LOC118504292|XP_035894481.1|ASTE	CG15594|NP_731062.1|DMEL
OG0006530	LOC118502946|XP_035891589.1|ASTE	Osi12|NP_649631.1|DMEL
OG0006531	LOC118502941|XP_035891585.1|ASTE	Osi8|NP_649627.1|DMEL
OG0006532	LOC118502934|XP_035891576.1|ASTE	Osi24|NP_649620.2|DMEL
OG0006533	LOC118502928|XP_035891559.1|ASTE	Loxl2|NP_523806.2|DMEL
OG0006534	LOC118507506|XP_035901936.1|ASTE	Trax|NP_732021.2|DMEL
OG0006535	LOC118502518|XP_035890671.1|ASTE	Atg6|NP_651209.1|DMEL
OG0006536	LOC118502950|XP_035891595.1|ASTE	disp|NP_524734.2|DMEL
OG0006537	LOC118507909|XP_035903094.1|ASTE	IntS12|NP_651507.1|DMEL
OG0006538	LOC118505166|XP_035896459.1|ASTE	side|NP_001247334.1|DMEL
OG0006539	LOC118505234|XP_035896660.1|ASTE	CG31051|NP_001263037.1|DMEL
OG0006540	LOC118506360|XP_035899267.1|ASTE	CG31431|NP_732672.1|DMEL
OG0006541	LOC118507517|XP_035901970.1|ASTE	CG11899|NP_652046.1|DMEL
OG0006542	LOC118507519|XP_035901972.1|ASTE	Mesh1|NP_651682.1|DMEL
OG0006543	LOC118502948|XP_035891592.1|ASTE	CG5521|NP_001163748.1|DMEL
OG0006544	LOC118507810|XP_035902767.1|ASTE	Cortactin|NP_524426.2|DMEL
OG0006545	LOC118507818|XP_035902789.1|ASTE	CG13365|NP_569849.1|DMEL
OG0006546	LOC118507803|XP_035902754.1|ASTE	sav|NP_788721.1|DMEL
OG0006547	LOC118503460|XP_035892636.1|ASTE	puf|NP_001262923.1|DMEL
OG0006548	LOC118507468|XP_035901861.1|ASTE	CG33977|NP_001034051.1|DMEL
OG0006549	LOC118505069|XP_035896245.1|ASTE	CG17565|NP_650540.1|DMEL
OG0006550	LOC118505061|XP_035896230.1|ASTE	CycG|NP_524609.2|DMEL
OG0006551	LOC118507733|XP_035902586.1|ASTE	phm|NP_573319.1|DMEL
OG0006552	LOC118507732|XP_035902583.1|ASTE	fu|NP_477499.1|DMEL
OG0006553	LOC118512275|XP_035912357.1|ASTE	CG5880|NP_651539.3|DMEL
OG0006554	LOC118511925|XP_035911471.1|ASTE	CG16791|NP_650967.2|DMEL
OG0006555	LOC118511930|XP_035911504.1|ASTE	DhpD|NP_649439.1|DMEL
OG0006556	LOC118514630|XP_035917524.1|ASTE	CG31469|NP_731853.2|DMEL
OG0006557	LOC118511935|XP_035911515.1|ASTE	CG5270|NP_731570.2|DMEL
OG0006558	LOC118511941|XP_035911534.1|ASTE	CG4467|NP_001036747.1|DMEL
OG0006559	LOC118511978|XP_035911610.1|ASTE	CG8500|NP_649948.1|DMEL
OG0006560	LOC118507785|XP_035902713.1|ASTE	CG7834|NP_651727.1|DMEL
OG0006561	LOC118507784|XP_035902712.1|ASTE	CG7789|NP_651728.1|DMEL
OG0006562	LOC118502949|XP_035891594.1|ASTE	Ser|NP_524527.3|DMEL
OG0006563	LOC118503007|XP_035891710.1|ASTE	CG33098|NP_788657.1|DMEL
OG0006564	LOC118503001|XP_035891704.1|ASTE	GstD11|NP_001138040.1|DMEL
OG0006565	LOC118502979|XP_035891651.1|ASTE	Cad89D|NP_650554.3|DMEL
OG0006566	LOC118504420|XP_035894747.1|ASTE	l_3_L1231|NP_650379.1|DMEL
OG0006567	LOC118507831|XP_035902830.1|ASTE	ATPsynCF6|NP_477194.1|DMEL
OG0006568	LOC118507826|XP_035902816.1|ASTE	DNApol-epsilon255|NP_524462.2|DMEL
OG0006569	LOC118507828|XP_035902818.1|ASTE	DNApol-epsilon58|NP_647995.1|DMEL
OG0006570	LOC118504296|XP_035894485.1|ASTE	Hph|NP_730906.1|DMEL
OG0006571	LOC118503179|XP_035892047.1|ASTE	Dph5|NP_524452.4|DMEL
OG0006572	LOC118506930|XP_035900630.1|ASTE	mRpL37|NP_524306.3|DMEL
OG0006573	LOC118517613|XP_035919802.1|ASTE	Neurochondrin|NP_649658.1|DMEL
OG0006574	LOC118502687|XP_035891093.1|ASTE	Rfx|NP_001247023.2|DMEL
OG0006575	LOC118504663|XP_035895339.1|ASTE	Spase12|NP_788760.1|DMEL
OG0006576	LOC118505085|XP_035896269.1|ASTE	HDAC11|NP_733048.1|DMEL
OG0006577	LOC118505084|XP_035896268.1|ASTE	mRpL1|NP_524275.1|DMEL
OG0006578	LOC118505049|XP_035896216.1|ASTE	Nct|NP_001262932.1|DMEL
OG0006579	LOC118505072|XP_035896249.1|ASTE	Uba4|NP_609240.2|DMEL
OG0006580	LOC118504424|XP_035894754.1|ASTE	CG5292|NP_650610.1|DMEL
OG0006581	LOC118505418|XP_035897066.1|ASTE	CG1113|NP_649522.1|DMEL
OG0006582	LOC118505421|XP_035897069.1|ASTE	CG7523|NP_650643.2|DMEL
OG0006583	LOC118503270|XP_035892229.1|ASTE	Sur-8|NP_001262665.1|DMEL
OG0006584	LOC118504686|XP_035895393.1|ASTE	CG12795|NP_001097074.1|DMEL
OG0006585	LOC118502840|XP_035891415.1|ASTE	CG43394|NP_001245938.1|DMEL
OG0006586	LOC118507739|XP_035902605.1|ASTE	CG15525|NP_651757.1|DMEL
OG0006587	LOC118507738|XP_035902602.1|ASTE	Sas-6|NP_651756.1|DMEL
OG0006588	LOC118507740|XP_035902606.1|ASTE	Abd-B|NP_524896.2|DMEL
OG0006589	LOC118507771|XP_035902685.1|ASTE	Scr|NP_001368995.1|DMEL
OG0006590	LOC118507769|XP_035902680.1|ASTE	Dfd|NP_477201.1|DMEL
OG0006591	LOC118512048|XP_035911775.1|ASTE	chb|NP_524651.2|DMEL
OG0006592	LOC118512110|XP_035911977.1|ASTE	CG11722|NP_649970.1|DMEL
OG0006593	LOC118512097|XP_035911956.1|ASTE	CG3909|NP_649969.1|DMEL
OG0006594	LOC118512101|XP_035911966.1|ASTE	CG3408|NP_648328.1|DMEL
OG0006595	LOC118511474|XP_035910494.1|ASTE	Asph|NP_001261020.1|DMEL
OG0006596	LOC118511481|XP_035910511.1|ASTE	sano|NP_001286595.1|DMEL
OG0006597	LOC118511484|XP_035910527.1|ASTE	dos|NP_523890.2|DMEL
OG0006598	LOC118511486|XP_035910531.1|ASTE	CG31717|NP_723543.1|DMEL
OG0006599	LOC118511496|XP_035910548.1|ASTE	CG6310|NP_648429.2|DMEL
OG0006600	LOC118512952|XP_035914063.1|ASTE	lqf|NP_729266.2|DMEL
OG0006601	LOC118510179|XP_035907593.1|ASTE	ND-SGDH|NP_652042.1|DMEL
OG0006602	LOC118510180|XP_035907594.1|ASTE	Atg12|NP_648551.3|DMEL
OG0006603	LOC118510170|XP_035907578.1|ASTE	CG5645|NP_648550.1|DMEL
OG0006604	LOC118510183|XP_035907598.1|ASTE	CG5895|NP_648828.3|DMEL
OG0006605	LOC118510174|XP_035907587.1|ASTE	CG4660|NP_572293.1|DMEL
OG0006606	LOC118510181|XP_035907595.1|ASTE	ndl|NP_523947.2|DMEL
OG0006607	LOC118510188|XP_035907602.1|ASTE	tna|NP_001368945.1|DMEL
OG0006608	LOC118510208|XP_035907638.1|ASTE	CG1161|NP_649528.2|DMEL
OG0006609	LOC118513123|XP_035914424.1|ASTE	Atg13|NP_649796.1|DMEL
OG0006610	LOC118513125|XP_035914425.1|ASTE	Taf4|NP_001137958.1|DMEL
OG0006611	LOC118513131|XP_035914443.1|ASTE	CG13937|NP_728689.2|DMEL
OG0006612	LOC118513133|XP_035914452.1|ASTE	Aprt|NP_476637.1|DMEL
OG0006613	LOC118513132|XP_035914447.1|ASTE	Tmhs|NP_647674.1|DMEL
OG0006614	LOC118513134|XP_035914453.1|ASTE	dsb|NP_001097477.1|DMEL
OG0006615	LOC118514417|XP_035917193.1|ASTE	CG5687|NP_647678.3|DMEL
OG0006616	LOC118514420|XP_035917202.1|ASTE	dally|NP_523983.1|DMEL
OG0006617	LOC118514427|XP_035917222.1|ASTE	Ndfip|NP_730291.1|DMEL
OG0006618	LOC118509839|XP_035906924.1|ASTE	I-2|NP_001097564.1|DMEL
OG0006619	LOC118509840|XP_035906925.1|ASTE	CG2034|NP_647704.1|DMEL
OG0006620	LOC118511497|XP_035910549.1|ASTE	ecd|NP_647707.1|DMEL
OG0006621	LOC118511498|XP_035910550.1|ASTE	CG14830|NP_648095.2|DMEL
OG0006622	LOC118512865|XP_035913842.1|ASTE	Sf3b3|NP_728546.1|DMEL
OG0006623	LOC118508924|XP_035904700.1|ASTE	emc|NP_523876.2|DMEL
OG0006624	LOC118510594|XP_035908489.1|ASTE	Tdc2|NP_724489.1|DMEL
OG0006625	LOC118510597|XP_035908496.1|ASTE	Rpp25|NP_724490.1|DMEL
OG0006626	LOC118510146|XP_035907530.1|ASTE	CG7791|NP_610183.1|DMEL
OG0006627	LOC118510145|XP_035907526.1|ASTE	Cul4|NP_610352.2|DMEL
OG0006628	LOC118512057|XP_035911801.1|ASTE	Asap|NP_001014504.1|DMEL
OG0006629	LOC118509638|XP_035906438.1|ASTE	CG9346|NP_611535.1|DMEL
OG0006630	LOC118512200|XP_035912198.1|ASTE	CG13203|NP_610680.2|DMEL
OG0006631	LOC118512197|XP_035912193.1|ASTE	Srp9|NP_648163.1|DMEL
OG0006632	LOC118512189|XP_035912173.1|ASTE	ClC-b|NP_610798.1|DMEL
OG0006633	LOC118512196|XP_035912191.1|ASTE	CG13920|NP_647639.1|DMEL
OG0006634	LOC118512186|XP_035912170.1|ASTE	CG3862|NP_608550.1|DMEL
OG0006635	LOC118512187|XP_035912171.1|ASTE	mRpL48|NP_608613.1|DMEL
OG0006636	LOC118512117|XP_035911986.1|ASTE	ND-B18|NP_572993.1|DMEL
OG0006638	LOC118512078|XP_035911910.1|ASTE	Cog6|NP_724783.1|DMEL
OG0006639	LOC118512051|XP_035911787.1|ASTE	Pkn|NP_001097237.1|DMEL
OG0006640	LOC118512088|XP_035911944.1|ASTE	CG2906|NP_001097225.1|DMEL
OG0006641	LOC118512081|XP_035911930.1|ASTE	Mef2|NP_001260842.1|DMEL
OG0006642	LOC118512055|XP_035911799.1|ASTE	nahoda|NP_523815.2|DMEL
OG0006643	LOC118512118|XP_035911987.1|ASTE	HSPC300|NP_726400.1|DMEL
OG0006644	LOC118504421|XP_035894750.1|ASTE	CG7600|NP_648453.1|DMEL
OG0006645	LOC118513602|XP_035915532.1|ASTE	cyst|NP_001260588.1|DMEL
OG0006646	LOC118513607|XP_035915541.1|ASTE	Zip48C|NP_610712.1|DMEL
OG0006647	LOC118508868|XP_035904549.1|ASTE	CG15080|NP_611374.1|DMEL
OG0006648	LOC118512216|XP_035912224.1|ASTE	CNMa|NP_647669.2|DMEL
OG0006649	LOC118508909|XP_035904663.1|ASTE	CG34045|NP_001033961.2|DMEL
OG0006650	LOC118514493|XP_035917309.1|ASTE	Epac|NP_001097202.2|DMEL
OG0006651	LOC118509596|XP_035906271.1|ASTE	skd|NP_730591.2|DMEL
OG0006652	LOC118509597|XP_035906280.1|ASTE	CG32075|NP_648428.1|DMEL
OG0006653	LOC118513075|XP_035914318.1|ASTE	Spn|NP_001246578.1|DMEL
OG0006654	LOC118513086|XP_035914348.1|ASTE	Rev1|NP_612047.1|DMEL
OG0006655	LOC118509820|XP_035906874.1|ASTE	gry|NP_647785.3|DMEL
OG0006656	LOC118509835|XP_035906919.1|ASTE	Src64B|NP_001286937.1|DMEL
OG0006657	LOC118509105|XP_035905165.1|ASTE	galla-1|NP_611509.1|DMEL
OG0006658	LOC118513031|XP_035914201.1|ASTE	dib|NP_524810.2|DMEL
OG0006659	LOC118513035|XP_035914205.1|ASTE	CG1136|NP_647853.1|DMEL
OG0006660	LOC118514461|XP_035917271.1|ASTE	l_3_mbn|NP_729143.2|DMEL
OG0006661	LOC118513009|XP_035914172.1|ASTE	fmt|NP_001261470.1|DMEL
OG0006662	LOC118504687|XP_035895394.1|ASTE	Vps29|NP_608575.1|DMEL
OG0006663	LOC118510885|XP_035909158.1|ASTE	ple|NP_476898.1|DMEL
OG0006664	LOC118511373|XP_035910260.1|ASTE	AP-2mu|NP_732744.1|DMEL
OG0006665	LOC118511370|XP_035910257.1|ASTE	CG1233|NP_612034.1|DMEL
OG0006666	LOC118512960|XP_035914079.1|ASTE	CG33786|NP_001027444.1|DMEL
OG0006667	LOC118512176|XP_035912155.1|ASTE	CG3634|NP_649260.1|DMEL
OG0006668	LOC118512988|XP_035914136.1|ASTE	Hey|NP_523657.1|DMEL
OG0006669	LOC118512981|XP_035914127.1|ASTE	BBS1|NP_648080.1|DMEL
OG0006670	LOC118512992|XP_035914141.1|ASTE	Acbp2|NP_729218.1|DMEL
OG0006671	LOC118512979|XP_035914117.1|ASTE	melt|NP_523953.2|DMEL
OG0006672	LOC118512977|XP_035914103.1|ASTE	rhea|NP_648238.1|DMEL
OG0006673	LOC118513241|XP_035914690.1|ASTE	Prpk|NP_647948.1|DMEL
OG0006674	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE	CG12038|NP_995949.1|DMEL
OG0006675	LOC118513239|XP_035914687.1|ASTE	RfC4|NP_523915.1|DMEL
OG0006676	LOC118510492|XP_035908277.1|ASTE	bc10|NP_647972.1|DMEL
OG0006677	LOC118510486|XP_035908260.1|ASTE	Culd|NP_729364.1|DMEL
OG0006678	LOC118503767|XP_035893329.1|ASTE	CG4186|NP_652281.1|DMEL
OG0006679	LOC118514266|XP_035916878.1|ASTE	Snup|NP_001137877.1|DMEL
OG0006680	LOC118514462|XP_035917272.1|ASTE	CG31036|NP_733329.1|DMEL
OG0006681	LOC118510570|XP_035908452.1|ASTE	corn|NP_729220.2|DMEL
OG0006682	LOC118510539|XP_035908389.1|ASTE	Bre1|NP_647989.2|DMEL
OG0006683	LOC118510541|XP_035908394.1|ASTE	Tektin-C|NP_523940.2|DMEL
OG0006684	LOC118512027|XP_035911708.1|ASTE	GAPcenA|NP_001097549.1|DMEL
OG0006685	LOC118510138|XP_035907512.1|ASTE	Lsm11|NP_610522.1|DMEL
OG0006686	LOC118514490|XP_035917306.1|ASTE	tow|NP_001261489.1|DMEL
OG0006687	LOC118512203|XP_035912206.1|ASTE	Cyp308a1|NP_573320.1|DMEL
OG0006688	LOC118510519|XP_035908346.1|ASTE	loj|NP_729140.2|DMEL
OG0006689	LOC118510528|XP_035908365.1|ASTE	RabX5|NP_647644.2|DMEL
OG0006690	LOC118512136|XP_035912039.1|ASTE	CG18622|NP_650579.1|DMEL
OG0006691	LOC118512153|XP_035912086.1|ASTE	CG32099|NP_729788.1|DMEL
OG0006692	LOC118512152|XP_035912085.1|ASTE	Vta1|NP_647640.1|DMEL
OG0006693	LOC118512149|XP_035912078.1|ASTE	Jafrac2|NP_525002.1|DMEL
OG0006694	LOC118512161|XP_035912109.1|ASTE	Vinc|NP_476820.1|DMEL
OG0006695	LOC118514322|XP_035916999.1|ASTE	CG32354|NP_729380.1|DMEL
OG0006696	LOC118509123|XP_035905203.1|ASTE	tctn|NP_608998.2|DMEL
OG0006697	LOC118510453|XP_035908163.1|ASTE	CG3529|NP_648315.1|DMEL
OG0006698	LOC118510458|XP_035908182.1|ASTE	Syx8|NP_524113.1|DMEL
OG0006699	LOC118512678|XP_035913353.1|ASTE	Cht7|NP_647768.3|DMEL
OG0006700	LOC118512688|XP_035913372.1|ASTE	CG32040|NP_729470.1|DMEL
OG0006701	LOC118513479|XP_035915170.1|ASTE	Elp2|NP_610600.1|DMEL
OG0006702	LOC118512751|XP_035913531.1|ASTE	miple1|NP_612022.1|DMEL
OG0006703	LOC118513095|XP_035914389.1|ASTE	TSG101|NP_524120.1|DMEL
OG0006704	LOC118513109|XP_035914402.1|ASTE	kud|NP_648925.1|DMEL
OG0006705	LOC118513041|XP_035914226.1|ASTE	CG13743|NP_610444.2|DMEL
OG0006706	LOC118513043|XP_035914228.1|ASTE	Reg-5|NP_477173.1|DMEL
OG0006707	LOC118510275|XP_035907782.1|ASTE	Alg3|NP_523829.2|DMEL
OG0006708	LOC118510276|XP_035907783.1|ASTE	Pstk|NP_608329.1|DMEL
OG0006709	LOC118509483|XP_035906028.1|ASTE	CG1824|NP_572810.1|DMEL
OG0006710	LOC118509505|XP_035906055.1|ASTE	MCU|NP_001246647.1|DMEL
OG0006711	LOC118509506|XP_035906066.1|ASTE	jv|NP_001246649.1|DMEL
OG0006712	LOC118509509|XP_035906068.1|ASTE	msn|NP_524679.3|DMEL
OG0006713	LOC118509927|XP_035907149.1|ASTE	galla-2|NP_648416.1|DMEL
OG0006714	LOC118509925|XP_035907147.1|ASTE	OXA1L|NP_648417.1|DMEL
OG0006715	LOC118509937|XP_035907161.1|ASTE	Rexo5|NP_648050.1|DMEL
OG0006716	LOC118509936|XP_035907160.1|ASTE	Sf3b2|NP_608739.1|DMEL
OG0006717	LOC118509941|XP_035907166.1|ASTE	CG10646|NP_648581.1|DMEL
OG0006718	LOC118509944|XP_035907169.1|ASTE	vih|NP_648582.1|DMEL
OG0006719	LOC118509533|XP_035906146.1|ASTE	Cpr73D|NP_001097627.1|DMEL
OG0006720	LOC118509530|XP_035906143.1|ASTE	CG13699|NP_649033.1|DMEL
OG0006721	LOC118510321|XP_035907858.1|ASTE	CG10616|NP_001246734.1|DMEL
OG0006722	LOC118514246|XP_035916852.1|ASTE	CG4998|NP_001036609.1|DMEL
OG0006723	LOC118511214|XP_035909901.1|ASTE	snRNP-U1-70K|NP_477205.1|DMEL
OG0006724	LOC118510162|XP_035907563.1|ASTE	RabX4|NP_733043.1|DMEL
OG0006725	LOC118510159|XP_035907560.1|ASTE	CG34150|NP_001036756.2|DMEL
OG0006726	LOC118510160|XP_035907561.1|ASTE	ATPsynE|NP_650356.1|DMEL
OG0006727	LOC118510154|XP_035907551.1|ASTE	lili|NP_651290.1|DMEL
OG0006728	LOC118511547|XP_035910648.1|ASTE	Ada|NP_649866.1|DMEL
OG0006729	LOC118509767|XP_035906795.1|ASTE	CG7220|NP_001097261.1|DMEL
OG0006730	LOC118509731|XP_035906748.1|ASTE	CG12338|NP_610603.2|DMEL
OG0006731	LOC118510407|XP_035908053.1|ASTE	SA|NP_477268.2|DMEL
OG0006732	LOC118509595|XP_035906270.1|ASTE	CG13675|NP_001261563.1|DMEL
OG0006733	LOC118510363|XP_035907964.1|ASTE	croc|NP_524202.1|DMEL
OG0006734	LOC118510377|XP_035907999.1|ASTE	Galphai|NP_477502.1|DMEL
OG0006735	LOC118510342|XP_035907905.1|ASTE	MED24|NP_648185.1|DMEL
OG0006736	LOC118510421|XP_035908087.1|ASTE	CG10674|NP_647950.1|DMEL
OG0006737	LOC118509760|XP_035906784.1|ASTE	Vps60|NP_648997.1|DMEL
OG0006738	LOC118509703|XP_035906674.1|ASTE	Uba3|NP_610913.1|DMEL
OG0006739	LOC118509712|XP_035906689.1|ASTE	CG10576|NP_647984.1|DMEL
OG0006740	LOC118509710|XP_035906687.1|ASTE	Arp3|NP_523968.1|DMEL
OG0006741	LOC118512874|XP_035913860.1|ASTE	Nulp1|NP_648174.3|DMEL
OG0006742	LOC118511434|XP_035910418.1|ASTE	CG4576|NP_650495.1|DMEL
OG0006743	LOC118512835|XP_035913779.1|ASTE	Pi3K21B|NP_477270.2|DMEL
OG0006744	LOC118512316|XP_035912462.1|ASTE	iPLA2-VIA|NP_729565.2|DMEL
OG0006745	LOC118512635|XP_035913224.1|ASTE	pad|NP_650534.2|DMEL
OG0006746	LOC118509444|XP_035905945.1|ASTE	foi|NP_001261584.1|DMEL
OG0006747	LOC118510330|XP_035907877.1|ASTE	RecQ4|NP_652607.1|DMEL
OG0006748	LOC118509639|XP_035906439.1|ASTE	Rbf|NP_525036.2|DMEL
OG0006749	LOC118512792|XP_035913605.1|ASTE	CG13921|NP_001356973.1|DMEL
OG0006750	LOC118512795|XP_035913611.1|ASTE	Tango4|NP_572778.1|DMEL
OG0006752	LOC118509205|XP_035905371.1|ASTE	CG14985|NP_647846.2|DMEL
OG0006753	LOC118509852|XP_035906946.1|ASTE	FoxL1|NP_523912.1|DMEL
OG0006754	LOC118514450|XP_035917259.1|ASTE	mri|NP_612008.1|DMEL
OG0006755	LOC118512804|XP_035913637.1|ASTE	CG3402|NP_612045.1|DMEL
OG0006756	LOC118514371|XP_035917121.1|ASTE	ssp6|NP_648023.2|DMEL
OG0006757	LOC118514410|XP_035917184.1|ASTE	CG6610|NP_648022.1|DMEL
OG0006758	LOC118514397|XP_035917171.1|ASTE	CG14949|NP_647734.1|DMEL
OG0006759	LOC118514363|XP_035917093.1|ASTE	MEP-1|NP_001137875.1|DMEL
OG0006760	LOC118514368|XP_035917116.1|ASTE	ko|NP_524193.2|DMEL
OG0006761	LOC118512883|XP_035913878.1|ASTE	Rpn5|NP_649588.1|DMEL
OG0006762	LOC118514254|XP_035916861.1|ASTE	CG32521|NP_728397.1|DMEL
OG0006763	LOC118510234|XP_035907692.1|ASTE	CG17669|NP_611336.1|DMEL
OG0006764	LOC118510230|XP_035907689.1|ASTE	pea|NP_610928.1|DMEL
OG0006765	LOC118510232|XP_035907691.1|ASTE	Prp19|NP_523783.1|DMEL
OG0006766	LOC118510227|XP_035907686.1|ASTE	CG7879|NP_647626.1|DMEL
OG0006767	LOC118514404|XP_035917178.1|ASTE	CG12975|NP_649293.1|DMEL
OG0006768	LOC118514375|XP_035917130.1|ASTE	CG10508|NP_001246859.1|DMEL
OG0006769	LOC118514386|XP_035917157.1|ASTE	Ilk|NP_525001.2|DMEL
OG0006770	LOC118511392|XP_035910315.1|ASTE	CG13287|NP_001261454.1|DMEL
OG0006771	LOC118509788|XP_035906825.1|ASTE	COX6B|NP_728294.1|DMEL
OG0006772	LOC118513077|XP_035914333.1|ASTE	cn|NP_523651.4|DMEL
OG0006773	LOC118509616|XP_035906335.1|ASTE	ND-30|NP_647775.1|DMEL
OG0006774	LOC118509635|XP_035906427.1|ASTE	wnd|NP_649137.3|DMEL
OG0006775	LOC118513072|XP_035914315.1|ASTE	scaf6|NP_001014589.1|DMEL
OG0006776	LOC118513066|XP_035914307.1|ASTE	CG11594|NP_728918.1|DMEL
OG0006777	LOC118513070|XP_035914313.1|ASTE	Pop5|NP_648955.1|DMEL
OG0006778	LOC118513067|XP_035914308.1|ASTE	yellow-g|NP_523888.1|DMEL
OG0006779	LOC118513056|XP_035914271.1|ASTE	CG12084|NP_612112.1|DMEL
OG0006780	LOC118513055|XP_035914262.1|ASTE	ltl|NP_729265.1|DMEL
OG0006781	LOC118513051|XP_035914247.1|ASTE	lama|NP_729060.2|DMEL
OG0006782	LOC118513052|XP_035914252.1|ASTE	metl|NP_647636.3|DMEL
OG0006783	LOC118512675|XP_035913336.1|ASTE	Zasp52|NP_001027420.2|DMEL
OG0006784	LOC118513047|XP_035914234.1|ASTE	Cip4|NP_001097501.1|DMEL
OG0006785	LOC118513048|XP_035914244.1|ASTE	ari-2|NP_477374.1|DMEL
OG0006786	LOC118511543|XP_035910643.1|ASTE	CG5493|NP_611348.1|DMEL
OG0006787	LOC118509344|XP_035905750.1|ASTE	Sugb|NP_648493.3|DMEL
OG0006788	LOC118509349|XP_035905760.1|ASTE	Pldn|NP_648494.2|DMEL
OG0006789	LOC118509521|XP_035906119.1|ASTE	CG4789|NP_573166.1|DMEL
OG0006790	LOC118509522|XP_035906121.1|ASTE	HINT1|NP_608711.3|DMEL
OG0006791	LOC118514351|XP_035917066.1|ASTE	Tsen54|NP_648559.1|DMEL
OG0006792	LOC118512295|XP_035912417.1|ASTE	CG16717|NP_648343.1|DMEL
OG0006793	LOC118512293|XP_035912413.1|ASTE	CG6761|NP_648346.1|DMEL
OG0006794	LOC118512287|XP_035912403.1|ASTE	CG3420|NP_610234.3|DMEL
OG0006795	LOC118512845|XP_035913801.1|ASTE	CG11593|NP_647851.3|DMEL
OG0006796	LOC118512860|XP_035913837.1|ASTE	Rpn10|NP_524204.1|DMEL
OG0006797	LOC118512859|XP_035913835.1|ASTE	CG4953|NP_609365.3|DMEL
OG0006798	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE	CG13310|NP_648257.1|DMEL
OG0006799	LOC118512879|XP_035913865.1|ASTE	Jarid2|NP_648324.1|DMEL
OG0006800	LOC118512814|XP_035913664.1|ASTE	ssp2|NP_648672.1|DMEL
OG0006801	LOC118510443|XP_035908134.1|ASTE	amx|NP_524644.1|DMEL
OG0006802	LOC118510440|XP_035908127.1|ASTE	CG8195|NP_611049.1|DMEL
OG0006803	LOC118509816|XP_035906861.1|ASTE	BBS4|NP_610636.1|DMEL
OG0006804	LOC118509345|XP_035905753.1|ASTE	Naa60|NP_996032.1|DMEL
OG0006805	LOC118509342|XP_035905747.1|ASTE	Nup188|NP_001246283.1|DMEL
OG0006806	LOC118511385|XP_035910285.1|ASTE	roq|NP_648886.1|DMEL
OG0006807	LOC118514181|XP_035916748.1|ASTE	Shal|NP_001097646.1|DMEL
OG0006808	LOC118514178|XP_035916741.1|ASTE	Non1|NP_610484.1|DMEL
OG0006809	LOC118513187|XP_035914554.1|ASTE	Ids|NP_647814.1|DMEL
OG0006810	LOC118513185|XP_035914546.1|ASTE	ClC-c|NP_730105.3|DMEL
OG0006811	LOC118513194|XP_035914575.1|ASTE	Pdf|NP_524517.1|DMEL
OG0006812	LOC118509672|XP_035906565.1|ASTE	Cpsf6|NP_648206.1|DMEL
OG0006813	LOC118509753|XP_035906777.1|ASTE	koko|NP_732338.1|DMEL
OG0006814	LOC118510304|XP_035907826.1|ASTE	eIF3l|NP_648553.1|DMEL
