Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0005740	LOC118506897|XP_035900570.1|ASTE	LOC115620681|XP_030369907.1|SLEB
OG0005741	LOC118506944|XP_035900654.1|ASTE	LOC115623483|XP_030373712.1|SLEB
OG0005742	LOC118506948|XP_035900659.1|ASTE	LOC115624394|XP_030374967.1|SLEB
OG0005743	LOC118506954|XP_035900666.1|ASTE	LOC115625506|XP_030376429.1|SLEB
OG0005744	LOC118506933|XP_035900642.1|ASTE	LOC115623529|XP_030373770.1|SLEB
OG0005745	LOC118507636|XP_035902256.1|ASTE	LOC115623726|XP_030374069.1|SLEB
OG0005746	LOC118507639|XP_035902291.1|ASTE	LOC115624060|XP_030374504.1|SLEB
OG0005747	LOC118505391|XP_035896995.1|ASTE	LOC115623572|XP_030373828.1|SLEB
OG0005748	LOC118505820|XP_035898060.1|ASTE	LOC115623738|XP_030374109.1|SLEB
OG0005749	LOC118503713|XP_035893169.1|ASTE	LOC115626661|XP_030377935.1|SLEB
OG0005750	LOC118503706|XP_035893162.1|ASTE	LOC115625258|XP_030376114.1|SLEB
OG0005751	LOC118504768|XP_035895591.1|ASTE	LOC115628305|XP_030380212.1|SLEB
OG0005752	LOC118507662|XP_035902332.1|ASTE	LOC115620808|XP_030370126.1|SLEB
OG0005753	LOC118503264|XP_035892201.1|ASTE	LOC115630457|XP_030382883.1|SLEB
OG0005754	LOC118508542|XP_035904317.1|ASTE	LOC115633814|XP_030387158.1|SLEB
OG0005755	LOC118508292|XP_035903831.1|ASTE	LOC115624396|XP_030374981.1|SLEB
OG0005756	LOC118506732|XP_035900163.1|ASTE	LOC115624132|XP_030374588.1|SLEB
OG0005757	LOC118508533|XP_035904304.1|ASTE	LOC115625499|XP_030376419.1|SLEB
OG0005758	LOC118507702|XP_035902467.1|ASTE	LOC115624052|XP_030374492.1|SLEB
OG0005759	LOC118507697|XP_035902444.1|ASTE	LOC115621776|XP_030371390.1|SLEB
OG0005760	LOC118502988|XP_035891682.1|ASTE	LOC115624110|XP_030374563.1|SLEB
OG0005761	LOC118502980|XP_035891652.1|ASTE	LOC115624468|XP_030375031.1|SLEB, LOC115623331|XP_030373454.1|SLEB
OG0005762	LOC118508098|XP_035903473.1|ASTE, LOC118502990|XP_035891683.1|ASTE	LOC115623822|XP_030374226.1|SLEB
OG0005763	LOC118505902|XP_035898252.1|ASTE	LOC115628266|XP_030380149.1|SLEB
OG0005764	LOC118506971|XP_035900707.1|ASTE	LOC115624373|XP_030374907.1|SLEB
OG0005765	LOC118505134|XP_035896367.1|ASTE	LOC115624371|XP_030374898.1|SLEB
OG0005766	LOC118517194|XP_035919037.1|ASTE, LOC118505131|XP_035896349.1|ASTE	LOC115623517|XP_030373757.1|SLEB
OG0005767	LOC118517198|XP_035919041.1|ASTE, LOC118505130|XP_035896341.1|ASTE	LOC115622020|XP_030371736.1|SLEB
OG0005768	LOC118506548|XP_035899737.1|ASTE	LOC115629861|XP_030382309.1|SLEB
OG0005769	LOC118504294|XP_035894483.1|ASTE	LOC115624078|XP_030374528.1|SLEB
OG0005770	LOC118508423|XP_035904085.1|ASTE	LOC115621789|XP_030371420.1|SLEB
OG0005771	LOC118508434|XP_035904106.1|ASTE	LOC115621715|XP_030371290.1|SLEB
OG0005772	LOC118507946|XP_035903164.1|ASTE	LOC115625231|XP_030376076.1|SLEB
OG0005773	LOC118507954|XP_035903173.1|ASTE	LOC115625434|XP_030376340.1|SLEB
OG0005774	LOC118507952|XP_035903171.1|ASTE	LOC115623415|XP_030373585.1|SLEB
OG0005775	LOC118507955|XP_035903174.1|ASTE	LOC115622587|XP_030372441.1|SLEB
OG0005776	LOC118505299|XP_035896801.1|ASTE	LOC115632113|XP_030384966.1|SLEB
OG0005777	LOC118502649|XP_035890991.1|ASTE	LOC115628515|XP_030380526.1|SLEB
OG0005778	LOC118502661|XP_035891007.1|ASTE	LOC115624472|XP_030375034.1|SLEB
OG0005779	LOC118502802|XP_035891309.1|ASTE	LOC115620508|XP_030369627.1|SLEB
OG0005780	LOC118508349|XP_035903935.1|ASTE	LOC115622563|XP_030372393.1|SLEB
OG0005781	LOC118506931|XP_035900631.1|ASTE	LOC115623111|XP_030373178.1|SLEB
OG0005782	LOC118506924|XP_035900617.1|ASTE	LOC115622981|XP_030372993.1|SLEB
OG0005783	LOC118507630|XP_035902248.1|ASTE	LOC115634145|XP_030387578.1|SLEB
OG0005784	LOC118504312|XP_035894508.1|ASTE	LOC115623655|XP_030373970.1|SLEB
OG0005785	LOC118502519|XP_035890672.1|ASTE	LOC115623463|XP_030373680.1|SLEB
OG0005786	LOC118506689|XP_035900052.1|ASTE	LOC115624408|XP_030375003.1|SLEB
OG0005787	LOC118506695|XP_035900069.1|ASTE	LOC115625045|XP_030375754.1|SLEB
OG0005788	LOC118502585|XP_035890822.1|ASTE	LOC115620585|XP_030369755.1|SLEB
OG0005789	LOC118506707|XP_035900093.1|ASTE	LOC115621436|XP_030370950.1|SLEB
OG0005790	LOC118506704|XP_035900089.1|ASTE	LOC115621332|XP_030370813.1|SLEB
OG0005791	LOC118506711|XP_035900095.1|ASTE	LOC115625169|XP_030375969.1|SLEB
OG0005792	LOC118506715|XP_035900116.1|ASTE	LOC115622420|XP_030372215.1|SLEB
OG0005793	LOC118506719|XP_035900127.1|ASTE	LOC115625613|XP_030376609.1|SLEB
OG0005794	LOC118508437|XP_035904109.1|ASTE	LOC115633844|XP_030387195.1|SLEB
OG0005795	LOC118506247|XP_035899017.1|ASTE	LOC115624046|XP_030374486.1|SLEB
OG0005796	LOC118504742|XP_035895519.1|ASTE	LOC115622581|XP_030372431.1|SLEB
OG0005797	LOC118517570|XP_035919709.1|ASTE	LOC115622537|XP_030372360.1|SLEB
OG0005798	LOC118506731|XP_035900162.1|ASTE	LOC115623635|XP_030373936.1|SLEB
OG0005799	LOC118506735|XP_035900168.1|ASTE	LOC115624370|XP_030374892.1|SLEB
OG0005800	LOC118506390|XP_035899323.1|ASTE	LOC115624134|XP_030374590.1|SLEB
OG0005801	LOC118506729|XP_035900160.1|ASTE	LOC115624133|XP_030374589.1|SLEB
OG0005802	LOC118505688|XP_035897719.1|ASTE	LOC115625513|XP_030376437.1|SLEB
OG0005803	LOC118506527|XP_035899672.1|ASTE	LOC115623952|XP_030374376.1|SLEB
OG0005804	LOC118506536|XP_035899701.1|ASTE, LOC118515299|XP_035917868.1|ASTE	LOC115623657|XP_030373974.1|SLEB
OG0005805	LOC118502756|XP_035891219.1|ASTE	LOC115623736|XP_030374112.1|SLEB
OG0005806	LOC118504517|XP_035894942.1|ASTE	LOC115625604|XP_030376597.1|SLEB
OG0005807	LOC118504514|XP_035894939.1|ASTE	LOC115625413|XP_030376312.1|SLEB
OG0005808	LOC118502619|XP_035890885.1|ASTE, LOC118502621|XP_035890888.1|ASTE	LOC115626692|XP_030377979.1|SLEB
OG0005809	LOC118508370|XP_035903989.1|ASTE	LOC115628372|XP_030380310.1|SLEB
OG0005810	LOC118502815|XP_035891356.1|ASTE	LOC115623521|XP_030373762.1|SLEB
OG0005811	LOC118502816|XP_035891358.1|ASTE	LOC115623522|XP_030373763.1|SLEB
OG0005812	LOC118505415|XP_035897057.1|ASTE	LOC115624001|XP_030374433.1|SLEB, LOC115624470|XP_030375033.1|SLEB
OG0005813	LOC118502704|XP_035891139.1|ASTE	LOC115625564|XP_030376518.1|SLEB
OG0005814	LOC118502776|XP_035891264.1|ASTE	LOC115625180|XP_030376005.1|SLEB
OG0005815	LOC118502771|XP_035891254.1|ASTE	LOC115624646|XP_030375281.1|SLEB
OG0005816	LOC118507681|XP_035902368.1|ASTE	LOC115620352|XP_030369413.1|SLEB
OG0005817	LOC118508376|XP_035904006.1|ASTE	LOC115625163|XP_030375955.1|SLEB
OG0005818	LOC118506399|XP_035899344.1|ASTE	LOC115624066|XP_030374511.1|SLEB
OG0005819	LOC118506416|XP_035899398.1|ASTE	LOC115623805|XP_030374208.1|SLEB
OG0005820	LOC118506418|XP_035899409.1|ASTE	LOC115623806|XP_030374209.1|SLEB
OG0005821	LOC118503194|XP_035892069.1|ASTE	LOC115625116|XP_030375882.1|SLEB
OG0005822	LOC118512385|XP_035912649.1|ASTE	LOC115625871|XP_030376941.1|SLEB
OG0005823	LOC118517716|XP_035920054.1|ASTE	LOC115627504|XP_030379054.1|SLEB
OG0005824	LOC118506389|XP_035899322.1|ASTE	LOC115621592|XP_030371143.1|SLEB
OG0005825	LOC118504261|XP_035894383.1|ASTE	LOC115622737|XP_030372639.1|SLEB
OG0005827	LOC118504257|XP_035894379.1|ASTE	LOC115624014|XP_030374446.1|SLEB
OG0005828	LOC118505806|XP_035898039.1|ASTE	LOC115632118|XP_030384980.1|SLEB
OG0005829	LOC118505801|XP_035898028.1|ASTE	LOC115623372|XP_030373523.1|SLEB
OG0005830	LOC118503259|XP_035892194.1|ASTE	LOC115628230|XP_030380093.1|SLEB
OG0005831	LOC118503250|XP_035892180.1|ASTE	LOC115628429|XP_030380377.1|SLEB
OG0005832	LOC118502514|XP_035890651.1|ASTE	LOC115628428|XP_030380376.1|SLEB
OG0005833	LOC118506762|XP_035900248.1|ASTE	LOC115628394|XP_030380340.1|SLEB
OG0005834	LOC118506174|XP_035898838.1|ASTE	LOC115628402|XP_030380350.1|SLEB
OG0005835	LOC118508509|XP_035904243.1|ASTE	LOC115628313|XP_030380227.1|SLEB
OG0005836	LOC118508505|XP_035904235.1|ASTE	LOC115632712|XP_030385814.1|SLEB
OG0005837	LOC118508502|XP_035904231.1|ASTE	LOC115625603|XP_030376596.1|SLEB
OG0005838	LOC118503324|XP_035892360.1|ASTE	LOC115625224|XP_030376068.1|SLEB
OG0005839	LOC118506225|XP_035898954.1|ASTE	LOC115630480|XP_030382920.1|SLEB
OG0005840	LOC118506226|XP_035898956.1|ASTE	LOC115624391|XP_030374962.1|SLEB
OG0005841	LOC118506312|XP_035899154.1|ASTE	LOC115623823|XP_030374227.1|SLEB
OG0005842	LOC118505382|XP_035896977.1|ASTE	LOC115629826|XP_030382261.1|SLEB
OG0005843	LOC118503614|XP_035892986.1|ASTE	LOC115633080|XP_030386316.1|SLEB
OG0005844	LOC118505376|XP_035896972.1|ASTE	LOC115622098|XP_030371802.1|SLEB
OG0005845	LOC118506163|XP_035898828.1|ASTE	LOC115623411|XP_030373581.1|SLEB
OG0005846	LOC118505788|XP_035898003.1|ASTE	LOC115623597|XP_030373859.1|SLEB
OG0005847	LOC118505003|XP_035896081.1|ASTE	LOC115624252|XP_030374735.1|SLEB
OG0005848	LOC118505040|XP_035896183.1|ASTE	LOC115629138|XP_030381343.1|SLEB
OG0005849	LOC118505039|XP_035896173.1|ASTE	LOC115626687|XP_030377975.1|SLEB
OG0005850	LOC118505020|XP_035896100.1|ASTE, LOC118505022|XP_035896113.1|ASTE	LOC115627874|XP_030379618.1|SLEB
OG0005851	LOC118503974|XP_035893802.1|ASTE	LOC115630015|XP_030382500.1|SLEB, LOC115625776|XP_030376805.1|SLEB
OG0005852	LOC118504995|XP_035896066.1|ASTE	LOC115623456|XP_030373672.1|SLEB
OG0005853	LOC118506837|XP_035900443.1|ASTE	LOC115629860|XP_030382307.1|SLEB
OG0005854	LOC118506839|XP_035900445.1|ASTE	LOC115623762|XP_030374158.1|SLEB
OG0005855	LOC118506841|XP_035900448.1|ASTE	LOC115628935|XP_030381067.1|SLEB
OG0005856	LOC118506844|XP_035900453.1|ASTE	LOC115629295|XP_030381598.1|SLEB
OG0005857	LOC118503585|XP_035892918.1|ASTE	LOC115623847|XP_030374250.1|SLEB
OG0005858	LOC118503641|XP_035893035.1|ASTE	LOC115624407|XP_030375002.1|SLEB
OG0005859	LOC118511192|XP_035909855.1|ASTE, LOC118517337|XP_035919214.1|ASTE	LOC115631487|XP_030384103.1|SLEB
OG0005860	LOC118511182|XP_035909827.1|ASTE	LOC115624395|XP_030374968.1|SLEB
OG0005861	LOC118511180|XP_035909824.1|ASTE	LOC115620393|XP_030369463.1|SLEB
OG0005862	LOC118508951|XP_035904758.1|ASTE	LOC115634511|XP_030388138.1|SLEB
OG0005863	LOC118510969|XP_035909353.1|ASTE	LOC115620437|XP_030369528.1|SLEB
OG0005864	LOC118510942|XP_035909271.1|ASTE	LOC115623598|XP_030373871.1|SLEB
OG0005865	LOC118504236|XP_035894351.1|ASTE	LOC115623792|XP_030374194.1|SLEB
OG0005866	LOC118507146|XP_035901075.1|ASTE	LOC115624726|XP_030375410.1|SLEB
OG0005867	LOC118504229|XP_035894339.1|ASTE	LOC115631274|XP_030383845.1|SLEB
OG0005869	LOC118506097|XP_035898674.1|ASTE	LOC115627151|XP_030378590.1|SLEB
OG0005870	LOC118509717|XP_035906697.1|ASTE	LOC115627138|XP_030378574.1|SLEB
OG0005871	LOC118507971|XP_035903196.1|ASTE	LOC115627272|XP_030378762.1|SLEB
OG0005872	LOC118507970|XP_035903194.1|ASTE	LOC115620902|XP_030370250.1|SLEB
OG0005873	LOC118512402|XP_035912681.1|ASTE	LOC115625620|XP_030376621.1|SLEB
OG0005874	LOC118517722|XP_035920064.1|ASTE	LOC115629254|XP_030381530.1|SLEB
OG0005876	LOC118505936|XP_035898335.1|ASTE, LOC118515257|XP_035917834.1|ASTE	LOC115629319|XP_030381628.1|SLEB
OG0005877	LOC118508214|XP_035903687.1|ASTE	LOC115629092|XP_030381265.1|SLEB
OG0005878	LOC118507221|XP_035901269.1|ASTE	LOC115626724|XP_030378030.1|SLEB
OG0005879	LOC118508840|XP_035904481.1|ASTE, LOC118517154|XP_035918911.1|ASTE	LOC115626670|XP_030377952.1|SLEB
OG0005880	LOC118517626|XP_035919828.1|ASTE	LOC115622595|XP_030372452.1|SLEB
OG0005881	LOC118517632|XP_035919836.1|ASTE	LOC115622702|XP_030372592.1|SLEB
OG0005882	LOC118508016|XP_035903294.1|ASTE	LOC115628025|XP_030379821.1|SLEB
OG0005883	LOC118504184|XP_035894236.1|ASTE	LOC115633125|XP_030386377.1|SLEB
OG0005884	LOC118505777|XP_035897941.1|ASTE	LOC115632314|XP_030385275.1|SLEB
OG0005885	LOC118505775|XP_035897938.1|ASTE	LOC115622642|XP_030372510.1|SLEB
OG0005886	LOC118505774|XP_035897937.1|ASTE	LOC115623161|XP_030373234.1|SLEB
OG0005887	LOC118503490|XP_035892699.1|ASTE	LOC115622268|XP_030372030.1|SLEB
OG0005888	LOC118503488|XP_035892683.1|ASTE	LOC115632579|XP_030385660.1|SLEB
OG0005889	LOC118503482|XP_035892677.1|ASTE	LOC115622194|XP_030371945.1|SLEB
OG0005890	LOC118504009|XP_035893858.1|ASTE	LOC115628864|XP_030380976.1|SLEB
OG0005891	LOC118504011|XP_035893866.1|ASTE	LOC115623211|XP_030373300.1|SLEB
OG0005892	LOC118504013|XP_035893869.1|ASTE	LOC115622329|XP_030372098.1|SLEB
OG0005893	LOC118504025|XP_035893898.1|ASTE	LOC115624758|XP_030375450.1|SLEB
OG0005894	LOC118504027|XP_035893900.1|ASTE	LOC115624759|XP_030375451.1|SLEB
OG0005895	LOC118504033|XP_035893910.1|ASTE	LOC115624760|XP_030375452.1|SLEB
OG0005896	LOC118504035|XP_035893915.1|ASTE	LOC115626340|XP_030377550.1|SLEB
OG0005897	LOC118504046|XP_035893938.1|ASTE	LOC115622132|XP_030371845.1|SLEB
OG0005898	LOC118503424|XP_035892558.1|ASTE	LOC115629952|XP_030382420.1|SLEB
OG0005899	LOC118507407|XP_035901758.1|ASTE	LOC115624569|XP_030375157.1|SLEB
OG0005900	LOC118503985|XP_035893823.1|ASTE, LOC118503975|XP_035893803.1|ASTE	LOC115631604|XP_030384266.1|SLEB
OG0005901	LOC118505371|XP_035896967.1|ASTE	LOC115623023|XP_030373064.1|SLEB
OG0005902	LOC118505370|XP_035896965.1|ASTE	LOC115627722|XP_030379335.1|SLEB
OG0005903	LOC118503432|XP_035892569.1|ASTE	LOC115623972|XP_030374401.1|SLEB
OG0005904	LOC118512390|XP_035912658.1|ASTE	LOC115620318|XP_030369371.1|SLEB
OG0005905	LOC118506236|XP_035898978.1|ASTE	LOC115622182|XP_030371931.1|SLEB
OG0005906	LOC118503715|XP_035893171.1|ASTE	LOC115623258|XP_030373388.1|SLEB
OG0005907	LOC118505968|XP_035898404.1|ASTE	LOC115624707|XP_030375389.1|SLEB
OG0005908	LOC118505961|XP_035898389.1|ASTE	LOC115623345|XP_030373488.1|SLEB
OG0005909	LOC118505957|XP_035898384.1|ASTE	LOC115632975|XP_030386145.1|SLEB
OG0005910	LOC118508026|XP_035903310.1|ASTE	LOC115619973|XP_030368872.1|SLEB
OG0005911	LOC118508034|XP_035903329.1|ASTE	LOC115633952|XP_030387330.1|SLEB
OG0005912	LOC118508038|XP_035903334.1|ASTE	LOC115630852|XP_030383348.1|SLEB
OG0005913	LOC118503946|XP_035893716.1|ASTE	LOC115621068|XP_030370454.1|SLEB
OG0005914	LOC118503913|XP_035893603.1|ASTE	LOC115619951|XP_030368840.1|SLEB
OG0005915	LOC118503518|XP_035892771.1|ASTE	LOC115628732|XP_030380799.1|SLEB
OG0005916	LOC118504801|XP_035895676.1|ASTE	LOC115624788|XP_030375491.1|SLEB
OG0005917	LOC118504191|XP_035894260.1|ASTE	LOC115633872|XP_030387232.1|SLEB
OG0005918	LOC118504188|XP_035894256.1|ASTE	LOC115627500|XP_030379048.1|SLEB
OG0005919	LOC118504091|XP_035894058.1|ASTE	LOC115634256|XP_030387713.1|SLEB
OG0005920	LOC118508028|XP_035903320.1|ASTE	LOC115632174|XP_030385070.1|SLEB
OG0005921	LOC118508037|XP_035903332.1|ASTE	LOC115628300|XP_030380208.1|SLEB
OG0005922	LOC118512309|XP_035912449.1|ASTE, LOC118512317|XP_035912469.1|ASTE	LOC115629111|XP_030381300.1|SLEB
OG0005923	LOC118505841|XP_035898094.1|ASTE	LOC115623007|XP_030373038.1|SLEB
OG0005924	LOC118505843|XP_035898096.1|ASTE	LOC115623011|XP_030373042.1|SLEB
OG0005925	LOC118503402|XP_035892498.1|ASTE	LOC115622711|XP_030372602.1|SLEB
OG0005926	LOC118506298|XP_035899137.1|ASTE	LOC115626787|XP_030378113.1|SLEB
OG0005927	LOC118504921|XP_035895887.1|ASTE	LOC115625522|XP_030376447.1|SLEB
OG0005928	LOC118504922|XP_035895890.1|ASTE	LOC115627469|XP_030379001.1|SLEB
OG0005929	LOC118506142|XP_035898782.1|ASTE	LOC115633976|XP_030387357.1|SLEB
OG0005930	LOC118503502|XP_035892730.1|ASTE	LOC115624908|XP_030375616.1|SLEB
OG0005931	LOC118503501|XP_035892729.1|ASTE	LOC115624545|XP_030375131.1|SLEB
OG0005932	LOC118504056|XP_035893981.1|ASTE	LOC115624648|XP_030375284.1|SLEB
OG0005933	LOC118503967|XP_035893777.1|ASTE	LOC115622966|XP_030372979.1|SLEB
OG0005934	LOC118503972|XP_035893789.1|ASTE	LOC115620751|XP_030370010.1|SLEB
OG0005935	LOC118503994|XP_035893834.1|ASTE	LOC115633066|XP_030386291.1|SLEB
OG0005936	LOC118504003|XP_035893852.1|ASTE	LOC115625898|XP_030376987.1|SLEB
OG0005937	LOC118503996|XP_035893839.1|ASTE	LOC115632429|XP_030385430.1|SLEB
OG0005938	LOC118507982|XP_035903232.1|ASTE	LOC115627894|XP_030379650.1|SLEB
OG0005939	LOC118504031|XP_035893907.1|ASTE	LOC115627206|XP_030378684.1|SLEB
OG0005940	LOC118505839|XP_035898089.1|ASTE	LOC115634349|XP_030387865.1|SLEB
OG0005942	LOC118503448|XP_035892608.1|ASTE	LOC115624644|XP_030375276.1|SLEB
OG0005943	LOC118503325|XP_035892361.1|ASTE	LOC115624519|XP_030375095.1|SLEB
OG0005944	LOC118503327|XP_035892367.1|ASTE	LOC115624568|XP_030375156.1|SLEB
OG0005945	LOC118503328|XP_035892370.1|ASTE	LOC115634712|XP_030388455.1|SLEB
OG0005946	LOC118503933|XP_035893673.1|ASTE	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB
OG0005947	LOC118503916|XP_035893606.1|ASTE	LOC115625558|XP_030376514.1|SLEB
OG0005948	LOC118503908|XP_035893593.1|ASTE	LOC115628334|XP_030380257.1|SLEB
OG0005949	LOC118503909|XP_035893595.1|ASTE	LOC115632710|XP_030385812.1|SLEB
OG0005950	LOC118506061|XP_035898607.1|ASTE	LOC115631689|XP_030384371.1|SLEB
OG0005951	LOC118506050|XP_035898577.1|ASTE	LOC115632403|XP_030385398.1|SLEB
OG0005952	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE	LOC115631688|XP_030384369.1|SLEB
OG0005953	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE	LOC115628594|XP_030380639.1|SLEB
OG0005954	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE	LOC115628588|XP_030380631.1|SLEB
OG0005955	LOC118506031|XP_035898542.1|ASTE	LOC115623374|XP_030373529.1|SLEB
OG0005956	LOC118508178|XP_035903629.1|ASTE	LOC115634707|XP_030388447.1|SLEB
OG0005957	LOC118508168|XP_035903609.1|ASTE	LOC115624041|XP_030374478.1|SLEB
OG0005958	LOC118508171|XP_035903613.1|ASTE	LOC115624029|XP_030374466.1|SLEB
OG0005959	LOC118505314|XP_035896845.1|ASTE	LOC115625880|XP_030376957.1|SLEB
OG0005960	LOC118505332|XP_035896873.1|ASTE	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB
OG0005961	LOC118505330|XP_035896870.1|ASTE	LOC115631876|XP_030384588.1|SLEB
OG0005962	LOC118503945|XP_035893715.1|ASTE	LOC115624909|XP_030375617.1|SLEB
OG0005963	LOC118503526|XP_035892804.1|ASTE	LOC115631519|XP_030384148.1|SLEB
OG0005964	LOC118507239|XP_035901384.1|ASTE	LOC115632093|XP_030384932.1|SLEB
OG0005965	LOC118507325|XP_035901607.1|ASTE	LOC115633883|XP_030387247.1|SLEB
OG0005966	LOC118507232|XP_035901362.1|ASTE	LOC115629744|XP_030382138.1|SLEB
OG0005967	LOC118504782|XP_035895622.1|ASTE	LOC115634757|XP_030388509.1|SLEB
OG0005968	LOC118504778|XP_035895603.1|ASTE	LOC115628424|XP_030380375.1|SLEB
OG0005969	LOC118505865|XP_035898161.1|ASTE	LOC115633340|XP_030386637.1|SLEB
OG0005970	LOC118505282|XP_035896749.1|ASTE	LOC115632233|XP_030385153.1|SLEB
OG0005971	LOC118505943|XP_035898360.1|ASTE	LOC115633677|XP_030386991.1|SLEB
OG0005972	LOC118505939|XP_035898351.1|ASTE	LOC115628188|XP_030380034.1|SLEB
OG0005973	LOC118517724|XP_035920068.1|ASTE	LOC115622582|XP_030372433.1|SLEB
OG0005974	LOC118517708|XP_035920044.1|ASTE	LOC115624558|XP_030375145.1|SLEB
OG0005975	LOC118510930|XP_035909242.1|ASTE	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB
OG0005977	LOC118504228|XP_035894337.1|ASTE	LOC115623108|XP_030373177.1|SLEB
OG0005978	LOC118517740|XP_035920078.1|ASTE	LOC115634532|XP_030388201.1|SLEB
OG0005979	LOC118507365|XP_035901674.1|ASTE	LOC115624688|XP_030375354.1|SLEB
OG0005980	LOC118507252|XP_035901431.1|ASTE	LOC115628146|XP_030379977.1|SLEB
OG0005981	LOC118507316|XP_035901594.1|ASTE	LOC115622733|XP_030372633.1|SLEB, LOC115626711|XP_030378006.1|SLEB
OG0005983	LOC118505921|XP_035898306.1|ASTE	LOC115627339|XP_030378844.1|SLEB
OG0005984	LOC118511574|XP_035910712.1|ASTE	LOC115627063|XP_030378469.1|SLEB
OG0005985	LOC118510554|XP_035908424.1|ASTE	LOC115626962|XP_030378337.1|SLEB
OG0005986	LOC118503431|XP_035892568.1|ASTE	LOC115629854|XP_030382296.1|SLEB
OG0005987	LOC118510090|XP_035907397.1|ASTE	LOC115629532|XP_030381868.1|SLEB
OG0005988	LOC118507216|XP_035901209.1|ASTE	LOC115624737|XP_030375422.1|SLEB
OG0005989	LOC118507160|XP_035901105.1|ASTE	LOC115631713|XP_030384404.1|SLEB
OG0005990	LOC118507164|XP_035901121.1|ASTE	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB
OG0005991	LOC118504085|XP_035894047.1|ASTE	LOC115634331|XP_030387848.1|SLEB
OG0005992	LOC118504059|XP_035893986.1|ASTE	LOC115622936|XP_030372926.1|SLEB
OG0005993	LOC118510092|XP_035907401.1|ASTE	LOC115622426|XP_030372222.1|SLEB
OG0005994	LOC118503892|XP_035893556.1|ASTE	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB
OG0005996	LOC118516515|XP_035918342.1|ASTE, LOC118506079|XP_035898651.1|ASTE	LOC115633099|XP_030386340.1|SLEB
OG0005997	LOC118505905|XP_035898255.1|ASTE	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB
OG0005998	LOC118505904|XP_035898254.1|ASTE	LOC115632543|XP_030385618.1|SLEB
OG0005999	LOC118507182|XP_035901147.1|ASTE	LOC115628276|XP_030380165.1|SLEB
OG0006000	LOC118507246|XP_035901409.1|ASTE	LOC115631788|XP_030384489.1|SLEB
OG0006001	LOC118504084|XP_035894046.1|ASTE	LOC115622345|XP_030372117.1|SLEB
OG0006002	LOC118504095|XP_035894070.1|ASTE	LOC115631768|XP_030384467.1|SLEB
OG0006003	LOC118504089|XP_035894054.1|ASTE	LOC115624672|XP_030375329.1|SLEB
OG0006005	LOC118517633|XP_035919838.1|ASTE	LOC115633775|XP_030387109.1|SLEB
OG0006006	LOC118512338|XP_035912518.1|ASTE	LOC115624730|XP_030375416.1|SLEB
OG0006007	LOC118506093|XP_035898670.1|ASTE	LOC115624624|XP_030375238.1|SLEB
OG0006008	LOC118505928|XP_035898323.1|ASTE	LOC115631979|XP_030384740.1|SLEB
OG0006009	LOC118507937|XP_035903141.1|ASTE	LOC115630064|XP_030382557.1|SLEB
OG0006010	LOC118508043|XP_035903339.1|ASTE	LOC115624956|XP_030375669.1|SLEB
OG0006011	LOC118507170|XP_035901132.1|ASTE	LOC115632310|XP_030385271.1|SLEB
OG0006012	LOC118503600|XP_035892946.1|ASTE	LOC115622370|XP_030372147.1|SLEB
OG0006013	LOC118512368|XP_035912591.1|ASTE	LOC115625990|XP_030377134.1|SLEB
OG0006014	LOC118512383|XP_035912647.1|ASTE	LOC115622821|XP_030372756.1|SLEB
OG0006015	LOC118507341|XP_035901623.1|ASTE	LOC115627062|XP_030378472.1|SLEB
OG0006016	LOC118508150|XP_035903579.1|ASTE	LOC115634329|XP_030387846.1|SLEB
OG0006017	LOC118508151|XP_035903580.1|ASTE	LOC115624608|XP_030375218.1|SLEB
OG0006018	LOC118503438|XP_035892592.1|ASTE	LOC115622123|XP_030371839.1|SLEB
OG0006019	LOC118503446|XP_035892604.1|ASTE	LOC115633766|XP_030387100.1|SLEB
OG0006020	LOC118512320|XP_035912472.1|ASTE	LOC115625643|XP_030376634.1|SLEB
OG0006021	LOC118512327|XP_035912482.1|ASTE	LOC115624633|XP_030375252.1|SLEB
OG0006022	LOC118512330|XP_035912497.1|ASTE	LOC115625945|XP_030377041.1|SLEB
OG0006023	LOC118505917|XP_035898278.1|ASTE	LOC115623473|XP_030373699.1|SLEB
OG0006024	LOC118512426|XP_035912723.1|ASTE	LOC115626846|XP_030378204.1|SLEB
OG0006025	LOC118507192|XP_035901158.1|ASTE	LOC115624513|XP_030375085.1|SLEB
OG0006026	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE	LOC115621736|XP_030371327.1|SLEB
