Orthogroup	ASTE.longest_only	DSEC.longest_only
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC6616170|XP_032580971.1|DSEC
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC116802090|XP_032581092.1|DSEC
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC6617546|XP_032581963.1|DSEC
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC6605233|XP_002030071.1|DSEC
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC6619374|XP_032573247.1|DSEC
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC6619850|XP_032580093.1|DSEC
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC6618110|XP_032580274.1|DSEC
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC6618112|XP_032582709.1|DSEC
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC6621008|XP_002045201.1|DSEC
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC6610257|XP_002034852.1|DSEC
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC6613388|XP_002037862.1|DSEC
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC6616588|XP_002040947.1|DSEC
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC6620255|XP_002044463.1|DSEC
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC6605308|XP_002030146.1|DSEC
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC6605321|XP_002030158.1|DSEC
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC6616328|XP_002040688.1|DSEC
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC6605699|XP_002030515.1|DSEC
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC6619441|XP_032575012.1|DSEC
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC6620515|XP_002044719.1|DSEC
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC6620086|XP_032581555.1|DSEC
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC6609316|XP_032570621.1|DSEC
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC6616651|XP_002041008.1|DSEC
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC116800508|XP_032571794.1|DSEC
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC6609201|XP_002033892.1|DSEC
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC6609202|XP_002033893.1|DSEC
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC6614578|XP_032569921.1|DSEC
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC6614545|XP_002038976.1|DSEC
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC6608563|XP_002033297.1|DSEC
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC6605337|XP_002030173.1|DSEC
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC116800662|XP_032572771.1|DSEC
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC6605853|XP_002030667.2|DSEC
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC6605851|XP_002030665.2|DSEC
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC6605248|XP_002030086.1|DSEC
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC6605829|XP_032573373.1|DSEC
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC6609945|XP_002034591.2|DSEC
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC6614818|XP_032581826.1|DSEC
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC6621491|XP_002045638.1|DSEC
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC6620430|XP_002044627.1|DSEC
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC6607502|XP_032577697.1|DSEC
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC6609619|XP_002034296.1|DSEC
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC6616239|XP_032573590.1|DSEC
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC6605384|XP_002030217.1|DSEC
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC6605383|XP_032575039.1|DSEC
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC6616244|XP_032573159.1|DSEC
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC6605579|XP_002030401.1|DSEC
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC6608701|XP_032572427.1|DSEC
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC6609533|XP_002034216.1|DSEC
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC6618325|XP_002042597.2|DSEC
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC6611473|XP_002036014.1|DSEC
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC6609515|XP_032572116.1|DSEC
OG0007472	LOC118504030|XP_035893903.1|ASTE	LOC6618542|XP_032581662.1|DSEC
OG0007473	LOC118517644|XP_035919858.1|ASTE	LOC6616283|XP_002040647.1|DSEC
OG0007474	LOC118503329|XP_035892371.1|ASTE	LOC6608568|XP_032572976.1|DSEC
OG0007475	LOC118505976|XP_035898422.1|ASTE	LOC6611043|XP_002035600.1|DSEC
OG0007476	LOC118510918|XP_035909216.1|ASTE	LOC6618576|XP_002042835.1|DSEC
OG0007477	LOC118508198|XP_035903656.1|ASTE	LOC6618574|XP_032580081.1|DSEC
OG0007478	LOC118508193|XP_035903649.1|ASTE	LOC6612003|XP_002036520.1|DSEC
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC6616034|XP_002040400.1|DSEC
OG0007480	LOC118508556|XP_035904341.1|ASTE	LOC6606191|XP_002030999.2|DSEC
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC6610677|XP_002035243.1|DSEC
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC6611636|XP_002036172.2|DSEC
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC6608465|XP_032572704.1|DSEC
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC116802213|XP_032581842.1|DSEC
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC6620097|XP_002044309.1|DSEC
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC6615030|XP_032582533.1|DSEC
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC6619472|XP_002043687.1|DSEC
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC6616288|XP_002040652.2|DSEC
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC6607182|XP_002031968.1|DSEC
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC6619974|XP_032580709.1|DSEC
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC6612244|XP_002036756.2|DSEC
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC6607981|XP_002032729.2|DSEC
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC6620994|XP_032581337.1|DSEC
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC6611928|XP_002036445.1|DSEC
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC6614920|XP_002039337.2|DSEC
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC6619424|XP_032573261.1|DSEC
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC6605166|XP_002030005.2|DSEC
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC6605641|XP_032573341.1|DSEC
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC6616458|XP_002040819.1|DSEC
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC6616457|XP_002040818.2|DSEC
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC6616608|XP_032575438.1|DSEC
OG0007502	LOC118504123|XP_035894107.1|ASTE	LOC116801384|XP_032576230.1|DSEC
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC6613380|XP_002037854.1|DSEC
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC6616331|XP_002040691.1|DSEC
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC6605719|XP_002030535.1|DSEC
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC6605717|XP_002030533.1|DSEC
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC6617716|XP_002042028.1|DSEC
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC6620615|XP_002044818.1|DSEC
OG0007509	LOC118512336|XP_035912514.1|ASTE	LOC6617858|XP_002042166.1|DSEC
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC6608256|XP_002033000.1|DSEC
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC6617820|XP_002042130.2|DSEC
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC6619014|XP_032576526.1|DSEC
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC6617252|XP_002041579.1|DSEC
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC6610395|XP_032575526.1|DSEC
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC6611497|XP_002036038.2|DSEC
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC6613488|XP_002037957.1|DSEC
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC6616293|XP_002040657.2|DSEC
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC6613046|XP_002037529.1|DSEC
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC6615308|XP_032571104.1|DSEC
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC6620354|XP_002044564.2|DSEC
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC6619805|XP_002044018.1|DSEC
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC6615035|XP_002039452.1|DSEC
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC6608712|XP_002033436.1|DSEC
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC6613382|XP_002037856.1|DSEC
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC6611208|XP_002035764.1|DSEC
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC6606240|XP_032577803.1|DSEC
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC6605184|XP_002030023.1|DSEC
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC6619158|XP_002043398.1|DSEC
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC6609161|XP_032571979.1|DSEC
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC6619645|XP_002043860.1|DSEC
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC6619184|XP_002043408.1|DSEC
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC6618800|XP_002043049.1|DSEC
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC6605649|XP_002030467.1|DSEC
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC6605572|XP_002030394.1|DSEC
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC6606151|XP_032579062.1|DSEC
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC6605609|XP_032573849.1|DSEC
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC6605612|XP_032575858.1|DSEC
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC6614513|XP_032574249.1|DSEC
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC6612983|XP_032578307.1|DSEC
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC6609035|XP_002033738.2|DSEC
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC6615491|XP_002039871.1|DSEC
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC6620282|XP_032579867.1|DSEC
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC6605387|XP_032575043.1|DSEC
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC6614737|XP_002039161.1|DSEC
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC6617021|XP_002041349.2|DSEC
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC6609741|XP_002034395.1|DSEC
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC6610339|XP_032574354.1|DSEC
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC6616472|XP_002040833.1|DSEC
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC6605597|XP_002030416.2|DSEC
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC6608104|XP_032571765.1|DSEC
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC116801939|XP_032579942.1|DSEC
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC6613196|XP_002037677.1|DSEC
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC6605087|XP_002029928.1|DSEC
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC6609542|XP_002034225.1|DSEC
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC6618940|XP_032571758.1|DSEC
OG0007557	LOC118503242|XP_035892147.1|ASTE	LOC6618785|XP_032571220.1|DSEC
OG0007558	LOC118507272|XP_035901465.1|ASTE	LOC6609207|XP_032571436.1|DSEC
OG0007559	LOC118505982|XP_035898436.1|ASTE	LOC6611736|XP_002036259.1|DSEC
OG0007560	LOC118503237|XP_035892139.1|ASTE	LOC6616314|XP_002040674.1|DSEC
OG0007561	LOC118507986|XP_035903246.1|ASTE	LOC6618389|XP_032574734.1|DSEC
OG0007562	LOC118503170|XP_035892026.1|ASTE	LOC6605367|XP_032576083.1|DSEC
OG0007563	LOC118504752|XP_035895565.1|ASTE	LOC6606140|XP_002030948.1|DSEC
OG0007564	LOC118506205|XP_035898906.1|ASTE	LOC6605536|XP_002030364.1|DSEC
OG0007565	LOC118505882|XP_035898217.1|ASTE	LOC6619674|XP_002043889.1|DSEC
OG0007566	LOC118504173|XP_035894214.1|ASTE	LOC6609153|XP_002033855.1|DSEC
OG0007567	LOC118507375|XP_035901711.1|ASTE	LOC6612652|XP_002037156.1|DSEC
OG0007568	LOC118504223|XP_035894332.1|ASTE	LOC6608954|XP_002033668.1|DSEC
OG0007569	LOC118507379|XP_035901717.1|ASTE	LOC6609955|XP_002034601.1|DSEC
OG0007570	LOC118507378|XP_035901716.1|ASTE	LOC6608953|XP_032570882.1|DSEC
OG0007572	LOC118504225|XP_035894333.1|ASTE	LOC6613487|XP_002037956.2|DSEC
OG0007573	LOC118503072|XP_035891839.1|ASTE	LOC6609381|XP_002034070.1|DSEC
OG0007574	LOC118503069|XP_035891835.1|ASTE	LOC6618851|XP_002043100.2|DSEC
OG0007575	LOC118503059|XP_035891818.1|ASTE	LOC6609341|XP_032572615.1|DSEC
OG0007576	LOC118503963|XP_035893751.1|ASTE	LOC6617589|XP_032582494.1|DSEC
OG0007577	LOC118503984|XP_035893821.1|ASTE	LOC6614824|XP_002039243.1|DSEC
OG0007578	LOC118503893|XP_035893559.1|ASTE	LOC6613697|XP_032583599.1|DSEC
OG0007579	LOC118503874|XP_035893511.1|ASTE	LOC6608208|XP_002032953.2|DSEC
OG0007580	LOC118503871|XP_035893504.1|ASTE	LOC6605803|XP_002030618.1|DSEC
OG0007581	LOC118503862|XP_035893485.1|ASTE	LOC6614417|XP_002038850.2|DSEC
OG0007582	LOC118503866|XP_035893493.1|ASTE	LOC6619689|XP_002043904.1|DSEC
OG0007583	LOC118503865|XP_035893492.1|ASTE	LOC6615427|XP_002039809.1|DSEC
OG0007584	LOC118507417|XP_035901774.1|ASTE	LOC6615120|XP_002039536.2|DSEC
OG0007585	LOC118507194|XP_035901163.1|ASTE	LOC6622009|XP_032575038.1|DSEC
OG0007587	LOC118506121|XP_035898731.1|ASTE	LOC6615314|XP_032571105.1|DSEC
OG0007588	LOC118506117|XP_035898718.1|ASTE	LOC6620275|XP_032582775.1|DSEC
OG0007589	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE	LOC6620165|XP_002044376.1|DSEC
OG0007590	LOC118503692|XP_035893128.1|ASTE	LOC6605691|XP_032575736.1|DSEC
OG0007591	LOC118507104|XP_035901000.1|ASTE	LOC6608380|XP_002033116.1|DSEC
OG0007592	LOC118508065|XP_035903415.1|ASTE	LOC6615554|XP_002039928.1|DSEC
OG0007593	LOC118504841|XP_035895740.1|ASTE	LOC116802035|XP_032580881.1|DSEC
OG0007594	LOC118504115|XP_035894099.1|ASTE	LOC6608373|XP_002033109.1|DSEC
OG0007595	LOC118504202|XP_035894275.1|ASTE	LOC6609958|XP_002034604.1|DSEC
OG0007596	LOC118504852|XP_035895757.1|ASTE	LOC6604862|XP_002029707.1|DSEC
OG0007597	LOC118504194|XP_035894262.1|ASTE	LOC6618334|XP_002042606.1|DSEC
OG0007598	LOC118503499|XP_035892726.1|ASTE	LOC6609343|XP_002034032.1|DSEC
OG0007599	LOC118503083|XP_035891858.1|ASTE	LOC6605570|XP_032574176.1|DSEC
OG0007600	LOC118503084|XP_035891860.1|ASTE	LOC6618398|XP_002042668.1|DSEC
OG0007601	LOC118503364|XP_035892451.1|ASTE	LOC6605771|XP_032575148.1|DSEC
OG0007602	LOC118503365|XP_035892454.1|ASTE	LOC6616497|XP_002040857.1|DSEC
OG0007603	LOC118503348|XP_035892413.1|ASTE	LOC6616496|XP_032574627.1|DSEC
OG0007604	LOC118503797|XP_035893381.1|ASTE	LOC6610137|XP_032575084.1|DSEC
OG0007605	LOC118503793|XP_035893366.1|ASTE	LOC6616551|XP_032574774.1|DSEC
OG0007606	LOC118503788|XP_035893357.1|ASTE	LOC6605334|XP_032576075.1|DSEC
OG0007607	LOC118503780|XP_035893346.1|ASTE	LOC6617054|XP_032576166.1|DSEC
OG0007608	LOC118503766|XP_035893328.1|ASTE	LOC6616350|XP_002040710.1|DSEC
OG0007609	LOC118509776|XP_035906808.1|ASTE	LOC6618544|XP_002042804.1|DSEC
OG0007610	LOC118503409|XP_035892531.1|ASTE	LOC6608409|XP_002033143.2|DSEC
OG0007611	LOC118503406|XP_035892504.1|ASTE	LOC6619454|XP_032579934.1|DSEC
OG0007612	LOC118506137|XP_035898766.1|ASTE	LOC6608400|XP_032571575.1|DSEC
OG0007613	LOC118507358|XP_035901658.1|ASTE	LOC6615310|XP_002039714.2|DSEC
OG0007614	LOC118504908|XP_035895869.1|ASTE	LOC6610566|XP_002035139.1|DSEC
OG0007615	LOC118504913|XP_035895878.1|ASTE	LOC6605027|XP_002029870.1|DSEC
OG0007616	LOC118504912|XP_035895877.1|ASTE	LOC6612653|XP_032576999.1|DSEC
OG0007617	LOC118504909|XP_035895870.1|ASTE	LOC6605837|XP_032574593.1|DSEC
OG0007618	LOC118504243|XP_035894358.1|ASTE	LOC6605650|XP_002030468.1|DSEC
OG0007619	LOC118506217|XP_035898940.1|ASTE	LOC6605593|XP_002030412.1|DSEC
OG0007620	LOC118504790|XP_035895648.1|ASTE	LOC6605629|XP_002030447.2|DSEC
OG0007621	LOC118508395|XP_035904040.1|ASTE	LOC6608323|XP_002033060.1|DSEC
OG0007622	LOC118508117|XP_035903508.1|ASTE	LOC6620533|XP_032575342.1|DSEC
OG0007623	LOC118503091|XP_035891875.1|ASTE	LOC6616259|XP_032573166.1|DSEC
OG0007624	LOC118503755|XP_035893299.1|ASTE	LOC6616356|XP_032575319.1|DSEC
OG0007625	LOC118503741|XP_035893260.1|ASTE	LOC6605250|XP_032573396.1|DSEC
OG0007626	LOC118503737|XP_035893246.1|ASTE	LOC6610306|XP_002034901.1|DSEC
OG0007627	LOC118503744|XP_035893279.1|ASTE	LOC6610307|XP_002034902.1|DSEC
OG0007628	LOC118509707|XP_035906686.1|ASTE	LOC6619487|XP_002043702.1|DSEC
OG0007630	LOC118517457|XP_035919507.1|ASTE	LOC6619089|XP_002043329.1|DSEC
OG0007631	LOC118508383|XP_035904013.1|ASTE	LOC6618708|XP_032578765.1|DSEC
OG0007632	LOC118509989|XP_035907264.1|ASTE	LOC116801170|XP_032575091.1|DSEC
OG0007633	LOC118510618|XP_035908538.1|ASTE	LOC6614574|XP_002039002.1|DSEC
OG0007635	LOC118512547|XP_035913019.1|ASTE	LOC6611197|XP_002035753.1|DSEC
OG0007637	LOC118508236|XP_035903736.1|ASTE	LOC116801374|XP_032576131.1|DSEC
OG0007664	LOC118504945|XP_035895941.1|ASTE	LOC6606440|XP_032577729.1|DSEC
OG0007665	LOC118510267|XP_035907760.1|ASTE	LOC6616230|XP_032580439.1|DSEC
OG0007666	LOC118510285|XP_035907797.1|ASTE	LOC6612588|XP_032580409.1|DSEC
OG0007667	LOC118507830|XP_035902831.1|ASTE	LOC6620333|XP_032581605.1|DSEC
OG0007668	LOC118503775|XP_035893343.1|ASTE	LOC6611674|XP_002036209.1|DSEC
OG0007669	LOC118517403|XP_035919361.1|ASTE	LOC6620094|XP_032580442.1|DSEC
OG0007670	LOC118517401|XP_035919359.1|ASTE	LOC6620093|XP_032580441.1|DSEC
OG0007671	LOC118509751|XP_035906775.1|ASTE	LOC6619842|XP_002044055.1|DSEC
OG0007672	LOC118517485|XP_035919573.1|ASTE	LOC6615989|XP_002040356.1|DSEC
OG0007673	LOC118507722|XP_035902566.1|ASTE	LOC6617137|XP_002041464.1|DSEC
OG0007674	LOC118511164|XP_035909799.1|ASTE	LOC6618436|XP_002042706.1|DSEC
OG0007675	LOC118510733|XP_035908842.1|ASTE	LOC6618453|XP_002042723.2|DSEC
OG0007676	LOC118510586|XP_035908482.1|ASTE	LOC6614856|XP_002039274.1|DSEC
OG0007677	LOC118514235|XP_035916832.1|ASTE	LOC6612191|XP_032582464.1|DSEC
OG0007678	LOC118509459|XP_035906426.1|ASTE	LOC6617919|XP_032582160.1|DSEC
OG0007679	LOC118517458|XP_035919508.1|ASTE	LOC6617923|XP_032582152.1|DSEC
OG0007680	LOC118503052|XP_035891788.1|ASTE	LOC6613168|XP_002037649.1|DSEC
OG0007682	LOC118509130|XP_035905226.1|ASTE	LOC6620007|XP_002044219.2|DSEC
OG0007683	LOC118515097|XP_035917718.1|ASTE	LOC6615016|XP_002039433.1|DSEC
OG0007684	LOC118506013|XP_035898492.1|ASTE	LOC6618456|XP_002042726.1|DSEC
OG0007685	LOC118505487|XP_035897226.1|ASTE	LOC6619987|XP_032580715.1|DSEC
OG0007686	LOC118510910|XP_035909207.1|ASTE	LOC6617936|XP_032580334.1|DSEC
OG0007687	LOC118516438|XP_035918217.1|ASTE	LOC6612491|XP_002036999.2|DSEC
OG0007688	LOC118512333|XP_035912508.1|ASTE	LOC6607670|XP_002032435.1|DSEC
OG0007689	LOC118516599|XP_035918458.1|ASTE	LOC6615169|XP_032581288.1|DSEC
OG0007690	LOC118505593|XP_035897499.1|ASTE	LOC6618472|XP_032580285.1|DSEC
OG0007691	LOC118503386|XP_035892482.1|ASTE	LOC6618739|XP_002042997.1|DSEC
OG0007692	LOC118517467|XP_035919533.1|ASTE	LOC6618440|XP_032581131.1|DSEC
OG0007693	LOC118510603|XP_035908507.1|ASTE	LOC6614955|XP_002039372.1|DSEC
OG0007694	LOC118510935|XP_035909261.1|ASTE	LOC6605774|XP_002030589.1|DSEC
OG0007695	LOC118507033|XP_035900875.1|ASTE	LOC6612318|XP_032581295.1|DSEC
OG0007696	LOC118509288|XP_035905589.1|ASTE	LOC6618351|XP_002042622.2|DSEC
OG0007697	LOC118517656|XP_035919901.1|ASTE	LOC6610782|XP_032574608.1|DSEC
OG0007698	LOC118512437|XP_035912796.1|ASTE	LOC6618623|XP_032580817.1|DSEC
OG0007699	LOC118516267|XP_035918009.1|ASTE	LOC6620271|XP_002044446.1|DSEC
OG0007701	LOC118511281|XP_035910110.1|ASTE	LOC6612348|XP_032581221.1|DSEC
OG0007702	LOC118512446|XP_035912807.1|ASTE	LOC6615901|XP_032581348.1|DSEC
OG0007705	LOC118503911|XP_035893602.1|ASTE	LOC6614905|XP_002039322.1|DSEC
OG0007706	LOC118517426|XP_035919430.1|ASTE	LOC6614887|XP_002039304.1|DSEC
OG0007707	LOC118511090|XP_035909681.1|ASTE	LOC6619554|XP_032582751.1|DSEC
OG0007708	LOC118509964|XP_035907238.1|ASTE	LOC6620492|XP_032582046.1|DSEC
OG0007709	LOC118516532|XP_035918371.1|ASTE	LOC6618675|XP_002042934.1|DSEC
OG0007710	LOC118511062|XP_035909567.1|ASTE	LOC6620306|XP_032581034.1|DSEC
OG0007711	LOC118506268|XP_035899068.1|ASTE	LOC6618006|XP_002042314.2|DSEC
OG0007712	LOC118511472|XP_035910496.1|ASTE	LOC6619599|XP_032581399.1|DSEC
OG0007713	LOC118508814|XP_035904452.1|ASTE	LOC6612435|XP_032580514.1|DSEC
OG0007714	LOC118508751|XP_035904403.1|ASTE	LOC6615189|XP_032582353.1|DSEC
OG0007715	LOC118513625|XP_035915619.1|ASTE	LOC6618469|XP_002042739.1|DSEC
OG0007717	LOC118506601|XP_035899863.1|ASTE	LOC6612951|XP_032576279.1|DSEC
OG0007718	LOC118505821|XP_035898063.1|ASTE	LOC6615237|XP_032581774.1|DSEC
OG0007719	LOC118507531|XP_035901993.1|ASTE	LOC6612389|XP_032581167.1|DSEC
OG0007720	LOC118507562|XP_035902074.1|ASTE	LOC6612387|XP_032579984.1|DSEC
OG0007721	LOC118507780|XP_035902711.1|ASTE	LOC6620642|XP_032581104.1|DSEC
OG0007722	LOC118507773|XP_035902700.1|ASTE	LOC6620639|XP_032581350.1|DSEC
OG0007723	LOC118508061|XP_035903413.1|ASTE	LOC6617500|XP_002041817.2|DSEC
OG0007724	LOC118507484|XP_035901898.1|ASTE	LOC6617268|XP_032574058.1|DSEC
OG0007725	LOC118507100|XP_035900998.1|ASTE	LOC6618430|XP_032581099.1|DSEC
OG0007726	LOC118507337|XP_035901622.1|ASTE	LOC6619911|XP_002044123.1|DSEC
OG0007727	LOC118508131|XP_035903534.1|ASTE	LOC6618673|XP_002042932.1|DSEC
OG0007728	LOC118505036|XP_035896168.1|ASTE	LOC6612336|XP_032582002.1|DSEC
OG0007729	LOC118509265|XP_035905512.1|ASTE	LOC6619901|XP_002044113.1|DSEC
OG0007731	LOC118512782|XP_035913590.1|ASTE	LOC6604962|XP_032573496.1|DSEC
OG0007733	LOC118504224|XP_035894336.1|ASTE	LOC6617973|XP_002042281.1|DSEC
OG0007734	LOC118504069|XP_035894012.1|ASTE	LOC6617970|XP_002042278.1|DSEC
OG0007735	LOC118504442|XP_035894801.1|ASTE	LOC6620256|XP_002044464.1|DSEC
OG0007736	LOC118516499|XP_035918323.1|ASTE	LOC6616012|XP_002040378.2|DSEC
OG0007737	LOC118508927|XP_035904720.1|ASTE	LOC6619237|XP_002043456.1|DSEC
OG0007738	LOC118516637|XP_035918509.1|ASTE	LOC6607537|XP_032576855.1|DSEC
OG0007739	LOC118515595|XP_035917931.1|ASTE	LOC6612575|XP_032581039.1|DSEC
OG0007740	LOC118503640|XP_035893037.1|ASTE	LOC6612259|XP_002036771.1|DSEC
OG0007741	LOC118504694|XP_035895411.1|ASTE	LOC6619915|XP_032582269.1|DSEC
OG0007742	LOC118503921|XP_035893641.1|ASTE	LOC6620230|XP_032581927.1|DSEC
OG0007743	LOC118512517|XP_035912947.1|ASTE	LOC6612710|XP_032577835.1|DSEC
OG0007744	LOC118513326|XP_035914826.1|ASTE	LOC116800220|XP_032569959.1|DSEC
OG0007745	LOC118510737|XP_035908846.1|ASTE	LOC6613746|XP_032578952.1|DSEC
OG0007746	LOC118504407|XP_035894736.1|ASTE	LOC6607303|XP_032579536.1|DSEC
OG0007747	LOC118504910|XP_035895875.1|ASTE	LOC6618070|XP_032581522.1|DSEC
OG0007749	LOC118509415|XP_035905880.1|ASTE	LOC6616107|XP_032582249.1|DSEC
OG0007751	LOC118506730|XP_035900161.1|ASTE	LOC6617273|XP_002041600.1|DSEC
