Orthogroup	ASTE.longest_only	DSUP.longest_only
OG0007320	LOC118506551|XP_035899748.1|ASTE	LOC119545819|XP_037707642.1|DSUP
OG0007321	LOC118506545|XP_035899729.1|ASTE	LOC119557891|XP_037726820.1|DSUP
OG0007322	LOC118507591|XP_035902148.1|ASTE	LOC119557354|XP_037726019.1|DSUP
OG0007323	LOC118507588|XP_035902144.1|ASTE	LOC119557849|XP_037726760.1|DSUP
OG0007324	LOC118506946|XP_035900657.1|ASTE	LOC119560501|XP_037729899.1|DSUP
OG0007325	LOC118506934|XP_035900643.1|ASTE	LOC119563434|XP_037732752.1|DSUP
OG0007326	LOC118506928|XP_035900620.1|ASTE	LOC119560158|XP_037729441.1|DSUP
OG0007327	LOC118508435|XP_035904107.1|ASTE	LOC119553192|XP_037719370.1|DSUP
OG0007328	LOC118506941|XP_035900652.1|ASTE	LOC119563220|XP_037732446.1|DSUP
OG0007329	LOC118502658|XP_035891002.1|ASTE	LOC119562394|XP_037731518.1|DSUP
OG0007331	LOC118506890|XP_035900558.1|ASTE	LOC119557085|XP_037725566.1|DSUP
OG0007332	LOC118502517|XP_035890662.1|ASTE	LOC119557958|XP_037726925.1|DSUP
OG0007333	LOC118502581|XP_035890816.1|ASTE	LOC119563088|XP_037732247.1|DSUP
OG0007334	LOC118506691|XP_035900056.1|ASTE	LOC119548468|XP_037711664.1|DSUP
OG0007335	LOC118504743|XP_035895524.1|ASTE	LOC119552564|XP_037718113.1|DSUP
OG0007336	LOC118506733|XP_035900165.1|ASTE	LOC119556510|XP_037724704.1|DSUP
OG0007337	LOC118506739|XP_035900190.1|ASTE	LOC119554691|XP_037721620.1|DSUP
OG0007338	LOC118506398|XP_035899342.1|ASTE	LOC119555116|XP_037722268.1|DSUP
OG0007339	LOC118506531|XP_035899692.1|ASTE	LOC119553008|XP_037718967.1|DSUP
OG0007340	LOC118505135|XP_035896369.1|ASTE	LOC119552323|XP_037717998.1|DSUP
OG0007341	LOC118505791|XP_035898017.1|ASTE	LOC119559809|XP_037728822.1|DSUP
OG0007342	LOC118506961|XP_035900675.1|ASTE	LOC119563264|XP_037732507.1|DSUP
OG0007343	LOC118504507|XP_035894930.1|ASTE	LOC119550997|XP_037715977.1|DSUP
OG0007344	LOC118504506|XP_035894929.1|ASTE	LOC119547474|XP_037710288.1|DSUP
OG0007345	LOC118504504|XP_035894924.1|ASTE	LOC119549163|XP_037712884.1|DSUP
OG0007346	LOC118504817|XP_035895714.1|ASTE	LOC119552803|XP_037718568.1|DSUP
OG0007347	LOC118502631|XP_035890909.1|ASTE	LOC119558236|XP_037727483.1|DSUP
OG0007348	LOC118502622|XP_035890889.1|ASTE	LOC119558231|XP_037727478.1|DSUP
OG0007349	LOC118502620|XP_035890887.1|ASTE	LOC119558225|XP_037727471.1|DSUP
OG0007350	LOC118502639|XP_035890978.1|ASTE	LOC119556542|XP_037724753.1|DSUP
OG0007351	LOC118508368|XP_035903983.1|ASTE	LOC119552885|XP_037718716.1|DSUP
OG0007352	LOC118502806|XP_035891337.1|ASTE	LOC119550052|XP_037714435.1|DSUP
OG0007353	LOC118502811|XP_035891344.1|ASTE	LOC119560120|XP_037729398.1|DSUP
OG0007354	LOC118505412|XP_035897054.1|ASTE	LOC119557767|XP_037726592.1|DSUP
OG0007355	LOC118502676|XP_035891058.1|ASTE	LOC119561115|XP_037730954.1|DSUP
OG0007356	LOC118502772|XP_035891257.1|ASTE	LOC119549249|XP_037713083.1|DSUP
OG0007357	LOC118502766|XP_035891245.1|ASTE	LOC119561001|XP_037730744.1|DSUP
OG0007358	LOC118502767|XP_035891249.1|ASTE	LOC119548151|XP_037711183.1|DSUP
OG0007359	LOC118504496|XP_035894912.1|ASTE	LOC119563540|XP_037732950.1|DSUP
OG0007360	LOC118506388|XP_035899321.1|ASTE	LOC119560920|XP_037730552.1|DSUP
OG0007361	LOC118504304|XP_035894493.1|ASTE	LOC119558336|XP_037727717.1|DSUP
OG0007362	LOC118504306|XP_035894500.1|ASTE	LOC119546308|XP_037708431.1|DSUP
OG0007363	LOC118506269|XP_035899064.1|ASTE	LOC119558157|XP_037727330.1|DSUP
OG0007364	LOC118505770|XP_035897906.1|ASTE	LOC119558155|XP_037727323.1|DSUP
OG0007365	LOC118503249|XP_035892179.1|ASTE	LOC119557554|XP_037726265.1|DSUP
OG0007366	LOC118503251|XP_035892182.1|ASTE	LOC119560880|XP_037730485.1|DSUP
OG0007367	LOC118503256|XP_035892189.1|ASTE	LOC119553851|XP_037720424.1|DSUP
OG0007368	LOC118508501|XP_035904230.1|ASTE	LOC119561079|XP_037730864.1|DSUP
OG0007369	LOC118504868|XP_035895805.1|ASTE	LOC119545755|XP_037707520.1|DSUP
OG0007370	LOC118504865|XP_035895800.1|ASTE	LOC119549242|XP_037713068.1|DSUP
OG0007371	LOC118508382|XP_035904012.1|ASTE	LOC119560004|XP_037729210.1|DSUP
OG0007372	LOC118504245|XP_035894361.1|ASTE	LOC119545736|XP_037707486.1|DSUP
OG0007373	LOC118504250|XP_035894370.1|ASTE	LOC119556068|XP_037723809.1|DSUP
OG0007374	LOC118502522|XP_035890676.1|ASTE	LOC119556136|XP_037723956.1|DSUP
OG0007375	LOC118505044|XP_035896188.1|ASTE	LOC119558086|XP_037727208.1|DSUP
OG0007376	LOC118505054|XP_035896221.1|ASTE	LOC119556786|XP_037725147.1|DSUP
OG0007377	LOC118505017|XP_035896099.1|ASTE	LOC119556891|XP_037725299.1|DSUP
OG0007378	LOC118504982|XP_035896028.1|ASTE	LOC119556182|XP_037724051.1|DSUP
OG0007379	LOC118504997|XP_035896067.1|ASTE	LOC119556213|XP_037724121.1|DSUP
OG0007380	LOC118505002|XP_035896080.1|ASTE	LOC119557226|XP_037725835.1|DSUP
OG0007381	LOC118507564|XP_035902079.1|ASTE	LOC119556367|XP_037724461.1|DSUP
OG0007382	LOC118502873|XP_035891474.1|ASTE	LOC119558179|XP_037727374.1|DSUP
OG0007383	LOC118507561|XP_035902056.1|ASTE	LOC119558330|XP_037727715.1|DSUP
OG0007384	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE	LOC119558180|XP_037727375.1|DSUP
OG0007385	LOC118506823|XP_035900406.1|ASTE	LOC119556884|XP_037725291.1|DSUP
OG0007386	LOC118506848|XP_035900471.1|ASTE	LOC119556166|XP_037724013.1|DSUP
OG0007387	LOC118506856|XP_035900479.1|ASTE	LOC119556579|XP_037724806.1|DSUP
OG0007388	LOC118506842|XP_035900449.1|ASTE	LOC119556293|XP_037724282.1|DSUP
OG0007389	LOC118507081|XP_035900957.1|ASTE	LOC119548882|XP_037712442.1|DSUP
OG0007390	LOC118506850|XP_035900473.1|ASTE	LOC119556151|XP_037723981.1|DSUP
OG0007391	LOC118507438|XP_035901809.1|ASTE	LOC119547240|XP_037709950.1|DSUP
OG0007392	LOC118506861|XP_035900485.1|ASTE	LOC119558398|XP_037727854.1|DSUP
OG0007393	LOC118505263|XP_035896718.1|ASTE	LOC119547597|XP_037710449.1|DSUP
OG0007394	LOC118505173|XP_035896507.1|ASTE	LOC119556970|XP_037725408.1|DSUP
OG0007395	LOC118505207|XP_035896584.1|ASTE	LOC119557433|XP_037726113.1|DSUP
OG0007396	LOC118505155|XP_035896441.1|ASTE	LOC119561006|XP_037730754.1|DSUP
OG0007397	LOC118504536|XP_035894992.1|ASTE	LOC119546242|XP_037708318.1|DSUP
OG0007398	LOC118505854|XP_035898127.1|ASTE	LOC119551261|XP_037716446.1|DSUP
OG0007399	LOC118505855|XP_035898129.1|ASTE	LOC119557867|XP_037726794.1|DSUP
OG0007400	LOC118509347|XP_035905758.1|ASTE	LOC119556656|XP_037724926.1|DSUP
OG0007401	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE	LOC119558378|XP_037727823.1|DSUP
OG0007402	LOC118510985|XP_035909388.1|ASTE	LOC119560122|XP_037729400.1|DSUP
OG0007404	LOC118510978|XP_035909372.1|ASTE	LOC119561108|XP_037730937.1|DSUP
OG0007405	LOC118510979|XP_035909373.1|ASTE	LOC119560843|XP_037730426.1|DSUP
OG0007406	LOC118511183|XP_035909832.1|ASTE	LOC119561063|XP_037730832.1|DSUP
OG0007407	LOC118510927|XP_035909231.1|ASTE	LOC119548771|XP_037712242.1|DSUP
OG0007408	LOC118511398|XP_035910325.1|ASTE	LOC119552839|XP_037718629.1|DSUP
OG0007409	LOC118510953|XP_035909291.1|ASTE	LOC119546471|XP_037708683.1|DSUP
OG0007410	LOC118504266|XP_035894388.1|ASTE	LOC119556088|XP_037723869.1|DSUP
OG0007411	LOC118504273|XP_035894400.1|ASTE	LOC119556366|XP_037724460.1|DSUP
OG0007412	LOC118504271|XP_035894398.1|ASTE	LOC119557959|XP_037726928.1|DSUP
OG0007413	LOC118503642|XP_035893036.1|ASTE	LOC119551622|XP_037716973.1|DSUP
OG0007414	LOC118517702|XP_035920026.1|ASTE	LOC119556038|XP_037723753.1|DSUP
OG0007415	LOC118512406|XP_035912690.1|ASTE	LOC119557202|XP_037725785.1|DSUP
OG0007416	LOC118512398|XP_035912673.1|ASTE	LOC119556670|XP_037724957.1|DSUP
OG0007417	LOC118512409|XP_035912697.1|ASTE	LOC119556154|XP_037723983.1|DSUP
OG0007418	LOC118512412|XP_035912702.1|ASTE	LOC119550508|XP_037715141.1|DSUP
OG0007419	LOC118517717|XP_035920055.1|ASTE	LOC119549329|XP_037713238.1|DSUP
OG0007420	LOC118512425|XP_035912722.1|ASTE	LOC119551293|XP_037716500.1|DSUP
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC119555851|XP_037723410.1|DSUP
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC119556441|XP_037724603.1|DSUP
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC119555815|XP_037723361.1|DSUP
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC119552660|XP_037718294.1|DSUP
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC119553435|XP_037719752.1|DSUP
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC119558250|XP_037727504.1|DSUP
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC119556583|XP_037724811.1|DSUP
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC119558299|XP_037727619.1|DSUP
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC119551946|XP_037717564.1|DSUP
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC119553013|XP_037718986.1|DSUP
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC119547901|XP_037710866.1|DSUP
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC119554843|XP_037721847.1|DSUP
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC119556465|XP_037724640.1|DSUP
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC119552845|XP_037718641.1|DSUP
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC119554266|XP_037721038.1|DSUP
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC119553344|XP_037719608.1|DSUP
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC119554556|XP_037721454.1|DSUP
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC119554987|XP_037722050.1|DSUP
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC119561076|XP_037730861.1|DSUP
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC119558263|XP_037727541.1|DSUP
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC119550499|XP_037715119.1|DSUP
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC119563201|XP_037732419.1|DSUP
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC119549191|XP_037712947.1|DSUP
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC119549034|XP_037712645.1|DSUP
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC119549032|XP_037712644.1|DSUP
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC119547003|XP_037709598.1|DSUP
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC119548320|XP_037711428.1|DSUP
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC119550972|XP_037715935.1|DSUP
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC119554873|XP_037721886.1|DSUP
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC119548816|XP_037712337.1|DSUP
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC119555457|XP_037722786.1|DSUP
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC119555451|XP_037722755.1|DSUP
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC119553999|XP_037720634.1|DSUP
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC119555607|XP_037723032.1|DSUP
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC119551031|XP_037716020.1|DSUP
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC119558312|XP_037727645.1|DSUP
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC119552498|XP_037718030.1|DSUP
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC119562425|XP_037731541.1|DSUP
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC119545720|XP_037707463.1|DSUP
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC119550939|XP_037715892.1|DSUP
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC119552723|XP_037718401.1|DSUP
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC119555036|XP_037722111.1|DSUP
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC119555540|XP_037722901.1|DSUP
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC119555587|XP_037722988.1|DSUP
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC119553542|XP_037719908.1|DSUP
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC119549171|XP_037712899.1|DSUP
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC119551993|XP_037717641.1|DSUP
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC119553177|XP_037719345.1|DSUP
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC119546329|XP_037708457.1|DSUP
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC119551972|XP_037717614.1|DSUP
OG0007472	LOC118504030|XP_035893903.1|ASTE	LOC119557580|XP_037726309.1|DSUP
OG0007473	LOC118517644|XP_035919858.1|ASTE	LOC119555118|XP_037722270.1|DSUP
OG0007474	LOC118503329|XP_035892371.1|ASTE	LOC119550513|XP_037715147.1|DSUP
OG0007475	LOC118505976|XP_035898422.1|ASTE	LOC119553600|XP_037719984.1|DSUP
OG0007476	LOC118510918|XP_035909216.1|ASTE	LOC119556807|XP_037725187.1|DSUP
OG0007477	LOC118508198|XP_035903656.1|ASTE	LOC119556805|XP_037725176.1|DSUP
OG0007478	LOC118508193|XP_035903649.1|ASTE	LOC119547391|XP_037710167.1|DSUP
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC119557665|XP_037726454.1|DSUP
OG0007480	LOC118508556|XP_035904341.1|ASTE	LOC119563401|XP_037732689.1|DSUP
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC119555155|XP_037722311.1|DSUP
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC119546808|XP_037709316.1|DSUP
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC119550884|XP_037715799.1|DSUP
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC119556711|XP_037725037.1|DSUP
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC119556207|XP_037724094.1|DSUP
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC119557504|XP_037726205.1|DSUP
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC119563224|XP_037732458.1|DSUP
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC119554119|XP_037720816.1|DSUP
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC119553010|XP_037718982.1|DSUP
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC119556907|XP_037725322.1|DSUP
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC119557576|XP_037726301.1|DSUP
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC119550481|XP_037715098.1|DSUP
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC119557349|XP_037726014.1|DSUP
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC119548244|XP_037711312.1|DSUP
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC119557831|XP_037726719.1|DSUP
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC119554591|XP_037721502.1|DSUP
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC119553213|XP_037719398.1|DSUP
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC119552754|XP_037718473.1|DSUP
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC119555654|XP_037723161.1|DSUP
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC119555655|XP_037723164.1|DSUP
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC119553730|XP_037720246.1|DSUP
OG0007502	LOC118504123|XP_035894107.1|ASTE	LOC119563367|XP_037732646.1|DSUP
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC119547388|XP_037710164.1|DSUP
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC119553440|XP_037719758.1|DSUP
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC119554327|XP_037721120.1|DSUP
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC119553319|XP_037719577.1|DSUP
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC119546517|XP_037708774.1|DSUP
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC119547466|XP_037710279.1|DSUP
OG0007509	LOC118512336|XP_035912514.1|ASTE	LOC119546251|XP_037708333.1|DSUP
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC119549984|XP_037714316.1|DSUP
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC119546194|XP_037708247.1|DSUP
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC119559818|XP_037728836.1|DSUP
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC119548210|XP_037711272.1|DSUP
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC119555240|XP_037722447.1|DSUP
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC119548549|XP_037711773.1|DSUP
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC119548812|XP_037712331.1|DSUP
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC119552655|XP_037718285.1|DSUP
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC119549969|XP_037714292.1|DSUP
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC119550491|XP_037715110.1|DSUP
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC119557667|XP_037726459.1|DSUP
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC119555915|XP_037723541.1|DSUP
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC119558081|XP_037727191.1|DSUP
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC119550563|XP_037715280.1|DSUP
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC119546472|XP_037708684.1|DSUP
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC119548490|XP_037711693.1|DSUP
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC119561980|XP_037731303.1|DSUP
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC119555382|XP_037722654.1|DSUP
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC119559457|XP_037728488.1|DSUP
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC119550106|XP_037714515.1|DSUP
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC119563254|XP_037732496.1|DSUP
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC119559399|XP_037728391.1|DSUP
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC119551408|XP_037716676.1|DSUP
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC119554942|XP_037721980.1|DSUP
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC119553930|XP_037720546.1|DSUP
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC119545698|XP_037707382.1|DSUP
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC119555568|XP_037722947.1|DSUP
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC119553171|XP_037719335.1|DSUP
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC119546735|XP_037709158.1|DSUP
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC119548534|XP_037711759.1|DSUP
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC119559370|XP_037728336.1|DSUP
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC119549678|XP_037713809.1|DSUP
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC119563151|XP_037732341.1|DSUP
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC119554038|XP_037720693.1|DSUP
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC119547868|XP_037710831.1|DSUP
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC119562912|XP_037731984.1|DSUP
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC119550376|XP_037714951.1|DSUP
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC119553358|XP_037719628.1|DSUP
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC119553951|XP_037720573.1|DSUP
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC119553042|XP_037719035.1|DSUP
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC119550743|XP_037715587.1|DSUP
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC119546877|XP_037709413.1|DSUP
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC119547129|XP_037709770.1|DSUP
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC119552571|XP_037718123.1|DSUP
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC119552100|XP_037717811.1|DSUP
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC119551466|XP_037716747.1|DSUP
OG0007557	LOC118503242|XP_035892147.1|ASTE	LOC119550546|XP_037715204.1|DSUP
OG0007558	LOC118507272|XP_035901465.1|ASTE	LOC119549760|XP_037713931.1|DSUP
OG0007559	LOC118505982|XP_035898436.1|ASTE	LOC119548126|XP_037711151.1|DSUP
OG0007560	LOC118503237|XP_035892139.1|ASTE	LOC119553406|XP_037719707.1|DSUP
OG0007561	LOC118507986|XP_035903246.1|ASTE	LOC119553049|XP_037719087.1|DSUP
OG0007562	LOC118503170|XP_035892026.1|ASTE	LOC119552792|XP_037718551.1|DSUP
OG0007563	LOC118504752|XP_035895565.1|ASTE	LOC119554185|XP_037720907.1|DSUP
OG0007564	LOC118506205|XP_035898906.1|ASTE	LOC119554064|XP_037720733.1|DSUP
OG0007565	LOC118505882|XP_035898217.1|ASTE	LOC119546703|XP_037709114.1|DSUP
OG0007566	LOC118504173|XP_035894214.1|ASTE	LOC119549157|XP_037712871.1|DSUP
OG0007567	LOC118507375|XP_035901711.1|ASTE	LOC119546836|XP_037709361.1|DSUP
OG0007568	LOC118504223|XP_035894332.1|ASTE	LOC119549841|XP_037714061.1|DSUP
OG0007569	LOC118507379|XP_035901717.1|ASTE	LOC119550020|XP_037714372.1|DSUP
OG0007570	LOC118507378|XP_035901716.1|ASTE	LOC119549839|XP_037714059.1|DSUP
OG0007572	LOC118504225|XP_035894333.1|ASTE	LOC119548815|XP_037712336.1|DSUP
OG0007573	LOC118503072|XP_035891839.1|ASTE	LOC119548994|XP_037712529.1|DSUP
OG0007574	LOC118503069|XP_035891835.1|ASTE	LOC119552010|XP_037717668.1|DSUP
OG0007575	LOC118503059|XP_035891818.1|ASTE	LOC119550464|XP_037715078.1|DSUP
OG0007576	LOC118503963|XP_035893751.1|ASTE	LOC119557659|XP_037726442.1|DSUP
OG0007577	LOC118503984|XP_035893821.1|ASTE	LOC119556677|XP_037724970.1|DSUP
OG0007578	LOC118503893|XP_035893559.1|ASTE	LOC119548717|XP_037712117.1|DSUP
OG0007579	LOC118503874|XP_035893511.1|ASTE	LOC119550896|XP_037715814.1|DSUP
OG0007580	LOC118503871|XP_035893504.1|ASTE	LOC119554373|XP_037721180.1|DSUP
OG0007581	LOC118503862|XP_035893485.1|ASTE	LOC119546614|XP_037708979.1|DSUP
OG0007582	LOC118503866|XP_035893493.1|ASTE	LOC119558795|XP_037727995.1|DSUP
OG0007583	LOC118503865|XP_035893492.1|ASTE	LOC119550351|XP_037714901.1|DSUP
OG0007584	LOC118507417|XP_035901774.1|ASTE	LOC119557588|XP_037726316.1|DSUP
OG0007585	LOC118507194|XP_035901163.1|ASTE	LOC119554035|XP_037720685.1|DSUP
OG0007587	LOC118506121|XP_035898731.1|ASTE	LOC119549424|XP_037713431.1|DSUP
OG0007588	LOC118506117|XP_035898718.1|ASTE	LOC119562358|XP_037731449.1|DSUP
OG0007589	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE	LOC119556982|XP_037725431.1|DSUP
OG0007590	LOC118503692|XP_035893128.1|ASTE	LOC119553856|XP_037720433.1|DSUP
OG0007591	LOC118507104|XP_035901000.1|ASTE	LOC119551578|XP_037716908.1|DSUP
OG0007592	LOC118508065|XP_035903415.1|ASTE	LOC119549181|XP_037712919.1|DSUP
OG0007593	LOC118504841|XP_035895740.1|ASTE	LOC119558163|XP_037727353.1|DSUP
OG0007594	LOC118504115|XP_035894099.1|ASTE	LOC119549769|XP_037713955.1|DSUP
OG0007595	LOC118504202|XP_035894275.1|ASTE	LOC119551702|XP_037717103.1|DSUP
OG0007596	LOC118504852|XP_035895757.1|ASTE	LOC119553775|XP_037720310.1|DSUP
OG0007597	LOC118504194|XP_035894262.1|ASTE	LOC119554923|XP_037721956.1|DSUP
OG0007598	LOC118503499|XP_035892726.1|ASTE	LOC119550559|XP_037715275.1|DSUP
OG0007599	LOC118503083|XP_035891858.1|ASTE	LOC119554285|XP_037721068.1|DSUP
OG0007600	LOC118503084|XP_035891860.1|ASTE	LOC119552647|XP_037718272.1|DSUP
OG0007601	LOC118503364|XP_035892451.1|ASTE	LOC119553375|XP_037719653.1|DSUP
OG0007602	LOC118503365|XP_035892454.1|ASTE	LOC119553640|XP_037720046.1|DSUP
OG0007603	LOC118503348|XP_035892413.1|ASTE	LOC119553639|XP_037720042.1|DSUP
OG0007604	LOC118503797|XP_035893381.1|ASTE	LOC119555549|XP_037722916.1|DSUP
OG0007605	LOC118503793|XP_035893366.1|ASTE	LOC119554509|XP_037721375.1|DSUP
OG0007606	LOC118503788|XP_035893357.1|ASTE	LOC119552499|XP_037718031.1|DSUP
OG0007607	LOC118503780|XP_035893346.1|ASTE	LOC119545833|XP_037707675.1|DSUP
OG0007608	LOC118503766|XP_035893328.1|ASTE	LOC119554790|XP_037721765.1|DSUP
OG0007609	LOC118509776|XP_035906808.1|ASTE	LOC119556567|XP_037724794.1|DSUP
OG0007610	LOC118503409|XP_035892531.1|ASTE	LOC119550060|XP_037714448.1|DSUP
OG0007611	LOC118503406|XP_035892504.1|ASTE	LOC119550109|XP_037714559.1|DSUP
OG0007612	LOC118506137|XP_035898766.1|ASTE	LOC119549627|XP_037713737.1|DSUP
OG0007613	LOC118507358|XP_035901658.1|ASTE	LOC119551096|XP_037716203.1|DSUP
OG0007614	LOC118504908|XP_035895869.1|ASTE	LOC119553191|XP_037719369.1|DSUP
