Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0005672	LOC118506274|XP_035899080.1|ASTE	CCAP1982_LOCUS281|CAD6991351.1|CCAP
OG0005673	LOC118505126|XP_035896336.1|ASTE, LOC118517193|XP_035919036.1|ASTE	CCAP1982_LOCUS11382|CAD7002915.1|CCAP
OG0005674	LOC118505115|XP_035896316.1|ASTE	CCAP1982_LOCUS903|CAD6992019.1|CCAP
OG0005675	LOC118505118|XP_035896325.1|ASTE	CCAP1982_LOCUS744|CAD6991845.1|CCAP
OG0005676	LOC118505508|XP_035897286.1|ASTE	CCAP1982_LOCUS12463|CAD7004038.1|CCAP
OG0005677	LOC118505498|XP_035897251.1|ASTE	CCAP1982_LOCUS21245|CAD7013174.1|CCAP
OG0005678	LOC118505492|XP_035897239.1|ASTE	CCAP1982_LOCUS82|CAD6991140.1|CCAP
OG0005679	LOC118505480|XP_035897188.1|ASTE	CCAP1982_LOCUS4788|CAD6996082.1|CCAP
OG0005680	LOC118506665|XP_035899987.1|ASTE	CCAP1982_LOCUS6668|CAD6998052.1|CCAP
OG0005681	LOC118506291|XP_035899116.1|ASTE	CCAP1982_LOCUS909|CAD6992027.1|CCAP
OG0005682	LOC118506290|XP_035899115.1|ASTE	CCAP1982_LOCUS910|CAD6992028.1|CCAP
OG0005684	LOC118507721|XP_035902563.1|ASTE	CCAP1982_LOCUS13039|CAD7004644.1|CCAP
OG0005687	LOC118505469|XP_035897172.1|ASTE	CCAP1982_LOCUS14571|CAD7006245.1|CCAP
OG0005688	LOC118505471|XP_035897177.1|ASTE	CCAP1982_LOCUS20284|CAD7012183.1|CCAP
OG0005690	LOC118506326|XP_035899176.1|ASTE	CCAP1982_LOCUS3777|CAD6995051.1|CCAP, CCAP1982_LOCUS3778|CAD6995052.1|CCAP
OG0005691	LOC118502607|XP_035890865.1|ASTE	CCAP1982_LOCUS358|CAD6991431.1|CCAP
OG0005693	LOC118502596|XP_035890845.1|ASTE	CCAP1982_LOCUS14726|CAD7006406.1|CCAP
OG0005694	LOC118506296|XP_035899126.1|ASTE	CCAP1982_LOCUS618|CAD6991705.1|CCAP
OG0005695	LOC118508532|XP_035904303.1|ASTE	CCAP1982_LOCUS739|CAD6991840.1|CCAP
OG0005696	LOC118517572|XP_035919712.1|ASTE	CCAP1982_LOCUS742|CAD6991843.1|CCAP
OG0005697	LOC118517558|XP_035919693.1|ASTE	CCAP1982_LOCUS741|CAD6991842.1|CCAP
OG0005698	LOC118517565|XP_035919702.1|ASTE	CCAP1982_LOCUS22666|CAD7014682.1|CCAP
OG0005699	LOC118507001|XP_035900787.1|ASTE	CCAP1982_LOCUS704|CAD6991801.1|CCAP
OG0005701	LOC118507061|XP_035900932.1|ASTE	CCAP1982_LOCUS727|CAD6991828.1|CCAP
OG0005702	LOC118504340|XP_035894594.1|ASTE	CCAP1982_LOCUS21099|CAD7013010.1|CCAP
OG0005703	LOC118504338|XP_035894591.1|ASTE	CCAP1982_LOCUS20157|CAD7012055.1|CCAP
OG0005705	LOC118504635|XP_035895253.1|ASTE	CCAP1982_LOCUS12838|CAD7004429.1|CCAP
OG0005706	LOC118504627|XP_035895233.1|ASTE	CCAP1982_LOCUS3698|CAD6994966.1|CCAP
OG0005709	LOC118508549|XP_035904330.1|ASTE	CCAP1982_LOCUS4441|CAD6995736.1|CCAP
OG0005710	LOC118508554|XP_035904339.1|ASTE	CCAP1982_LOCUS4634|CAD6995932.1|CCAP
OG0005711	LOC118506680|XP_035900027.1|ASTE	CCAP1982_LOCUS14513|CAD7006184.1|CCAP
OG0005712	LOC118502690|XP_035891098.1|ASTE	CCAP1982_LOCUS8383|CAD6999873.1|CCAP
OG0005714	LOC118517183|XP_035918990.1|ASTE, LOC118505291|XP_035896773.1|ASTE	CCAP1982_LOCUS2829|CAD6994057.1|CCAP
OG0005715	LOC118506824|XP_035900407.1|ASTE	CCAP1982_LOCUS4641|CAD6995939.1|CCAP
OG0005716	LOC118506827|XP_035900418.1|ASTE	CCAP1982_LOCUS85|CAD6991143.1|CCAP
OG0005717	LOC118506831|XP_035900436.1|ASTE	CCAP1982_LOCUS4640|CAD6995938.1|CCAP
OG0005718	LOC118506836|XP_035900441.1|ASTE	CCAP1982_LOCUS4638|CAD6995936.1|CCAP
OG0005719	LOC118506436|XP_035899456.1|ASTE	CCAP1982_LOCUS291|CAD6991361.1|CCAP
OG0005721	LOC118507602|XP_035902167.1|ASTE	CCAP1982_LOCUS284|CAD6991354.1|CCAP, CCAP1982_LOCUS285|CAD6991355.1|CCAP
OG0005722	LOC118508258|XP_035903771.1|ASTE	CCAP1982_LOCUS4390|CAD6995683.1|CCAP
OG0005723	LOC118508263|XP_035903786.1|ASTE	CCAP1982_LOCUS5037|CAD6996359.1|CCAP
OG0005724	LOC118508269|XP_035903802.1|ASTE	CCAP1982_LOCUS20801|CAD7012694.1|CCAP
OG0005725	LOC118508272|XP_035903806.1|ASTE	CCAP1982_LOCUS4665|CAD6995954.1|CCAP
OG0005727	LOC118503211|XP_035892092.1|ASTE	CCAP1982_LOCUS4680|CAD6995970.1|CCAP
OG0005728	LOC118505066|XP_035896241.1|ASTE	CCAP1982_LOCUS4433|CAD6995728.1|CCAP
OG0005729	LOC118505041|XP_035896184.1|ASTE	CCAP1982_LOCUS4438|CAD6995733.1|CCAP
OG0005730	LOC118506260|XP_035899049.1|ASTE	CCAP1982_LOCUS1018|CAD6992139.1|CCAP
OG0005731	LOC118506259|XP_035899048.1|ASTE	CCAP1982_LOCUS1017|CAD6992138.1|CCAP
OG0005732	LOC118507712|XP_035902500.1|ASTE	CCAP1982_LOCUS5121|CAD6996449.1|CCAP
OG0005733	LOC118502354|XP_035890432.1|ASTE	CCAP1982_LOCUS380|CAD6991455.1|CCAP
OG0005734	LOC118502351|XP_035890426.1|ASTE	CCAP1982_LOCUS5025|CAD6996347.1|CCAP
OG0005735	LOC118507706|XP_035902490.1|ASTE	CCAP1982_LOCUS4543|CAD6995842.1|CCAP
OG0005736	LOC118506519|XP_035899650.1|ASTE	CCAP1982_LOCUS4539|CAD6995837.1|CCAP
OG0005737	LOC118502782|XP_035891279.1|ASTE	CCAP1982_LOCUS849|CAD6991961.1|CCAP
OG0005738	LOC118502783|XP_035891281.1|ASTE	CCAP1982_LOCUS525|CAD6991610.1|CCAP
OG0005739	LOC118506935|XP_035900644.1|ASTE	CCAP1982_LOCUS5106|CAD6996433.1|CCAP
OG0005740	LOC118506897|XP_035900570.1|ASTE	CCAP1982_LOCUS4911|CAD6996223.1|CCAP
OG0005741	LOC118506944|XP_035900654.1|ASTE	CCAP1982_LOCUS768|CAD6991876.1|CCAP
OG0005742	LOC118506948|XP_035900659.1|ASTE	CCAP1982_LOCUS586|CAD6991673.1|CCAP
OG0005743	LOC118506954|XP_035900666.1|ASTE	CCAP1982_LOCUS4844|CAD6996152.1|CCAP
OG0005744	LOC118506933|XP_035900642.1|ASTE	CCAP1982_LOCUS242|CAD6991313.1|CCAP
OG0005745	LOC118507636|XP_035902256.1|ASTE	CCAP1982_LOCUS221|CAD6991292.1|CCAP, CCAP1982_LOCUS219|CAD6991290.1|CCAP
OG0005746	LOC118507639|XP_035902291.1|ASTE	CCAP1982_LOCUS213|CAD6991284.1|CCAP
OG0005747	LOC118505391|XP_035896995.1|ASTE	CCAP1982_LOCUS5043|CAD6996365.1|CCAP
OG0005748	LOC118505820|XP_035898060.1|ASTE	CCAP1982_LOCUS5178|CAD6996510.1|CCAP
OG0005750	LOC118503706|XP_035893162.1|ASTE	CCAP1982_LOCUS564|CAD6991650.1|CCAP
OG0005752	LOC118507662|XP_035902332.1|ASTE	CCAP1982_LOCUS22648|CAD7014660.1|CCAP
OG0005753	LOC118503264|XP_035892201.1|ASTE	CCAP1982_LOCUS7734|CAD6999199.1|CCAP
OG0005754	LOC118508542|XP_035904317.1|ASTE	CCAP1982_LOCUS19900|CAD7011789.1|CCAP
OG0005755	LOC118508292|XP_035903831.1|ASTE	CCAP1982_LOCUS20511|CAD7012428.1|CCAP
OG0005756	LOC118506732|XP_035900163.1|ASTE	CCAP1982_LOCUS718|CAD6991817.1|CCAP
OG0005757	LOC118508533|XP_035904304.1|ASTE	CCAP1982_LOCUS1015|CAD6992136.1|CCAP
OG0005758	LOC118507702|XP_035902467.1|ASTE	CCAP1982_LOCUS1007|CAD6992128.1|CCAP
OG0005759	LOC118507697|XP_035902444.1|ASTE	CCAP1982_LOCUS4170|CAD6995455.1|CCAP
OG0005760	LOC118502988|XP_035891682.1|ASTE	CCAP1982_LOCUS4880|CAD6996189.1|CCAP, CCAP1982_LOCUS4882|CAD6996191.1|CCAP
OG0005761	LOC118502980|XP_035891652.1|ASTE	CCAP1982_LOCUS995|CAD6992111.1|CCAP
OG0005762	LOC118508098|XP_035903473.1|ASTE, LOC118502990|XP_035891683.1|ASTE	CCAP1982_LOCUS4883|CAD6996192.1|CCAP
OG0005763	LOC118505902|XP_035898252.1|ASTE	CCAP1982_LOCUS21805|CAD7013782.1|CCAP
OG0005764	LOC118506971|XP_035900707.1|ASTE	CCAP1982_LOCUS764|CAD6991871.1|CCAP
OG0005765	LOC118505134|XP_035896367.1|ASTE	CCAP1982_LOCUS578|CAD6991664.1|CCAP
OG0005766	LOC118517194|XP_035919037.1|ASTE, LOC118505131|XP_035896349.1|ASTE	CCAP1982_LOCUS4874|CAD6996182.1|CCAP
OG0005769	LOC118504294|XP_035894483.1|ASTE	CCAP1982_LOCUS4827|CAD6996133.1|CCAP, CCAP1982_LOCUS4828|CAD6996134.1|CCAP, CCAP1982_LOCUS4829|CAD6996135.1|CCAP
OG0005770	LOC118508423|XP_035904085.1|ASTE	CCAP1982_LOCUS4458|CAD6995754.1|CCAP
OG0005771	LOC118508434|XP_035904106.1|ASTE	CCAP1982_LOCUS2191|CAD6993375.1|CCAP
OG0005772	LOC118507946|XP_035903164.1|ASTE	CCAP1982_LOCUS4297|CAD6995587.1|CCAP
OG0005773	LOC118507954|XP_035903173.1|ASTE	CCAP1982_LOCUS4822|CAD6996128.1|CCAP
OG0005774	LOC118507952|XP_035903171.1|ASTE	CCAP1982_LOCUS4975|CAD6996292.1|CCAP
OG0005775	LOC118507955|XP_035903174.1|ASTE	CCAP1982_LOCUS11813|CAD7003354.1|CCAP
OG0005776	LOC118505299|XP_035896801.1|ASTE	CCAP1982_LOCUS13599|CAD7005242.1|CCAP
OG0005777	LOC118502649|XP_035890991.1|ASTE	CCAP1982_LOCUS5166|CAD6996497.1|CCAP
OG0005778	LOC118502661|XP_035891007.1|ASTE	CCAP1982_LOCUS4962|CAD6996279.1|CCAP, CCAP1982_LOCUS4965|CAD6996282.1|CCAP
OG0005779	LOC118502802|XP_035891309.1|ASTE	CCAP1982_LOCUS4920|CAD6996235.1|CCAP
OG0005780	LOC118508349|XP_035903935.1|ASTE	CCAP1982_LOCUS13392|CAD7005020.1|CCAP
OG0005781	LOC118506931|XP_035900631.1|ASTE	CCAP1982_LOCUS13364|CAD7004988.1|CCAP
OG0005784	LOC118504312|XP_035894508.1|ASTE	CCAP1982_LOCUS440|CAD6991521.1|CCAP
OG0005785	LOC118502519|XP_035890672.1|ASTE	CCAP1982_LOCUS439|CAD6991520.1|CCAP
OG0005786	LOC118506689|XP_035900052.1|ASTE	CCAP1982_LOCUS4893|CAD6996204.1|CCAP
OG0005787	LOC118506695|XP_035900069.1|ASTE	CCAP1982_LOCUS4895|CAD6996205.1|CCAP
OG0005788	LOC118502585|XP_035890822.1|ASTE	CCAP1982_LOCUS7139|CAD6998554.1|CCAP
OG0005789	LOC118506707|XP_035900093.1|ASTE	CCAP1982_LOCUS4188|CAD6995472.1|CCAP
OG0005790	LOC118506704|XP_035900089.1|ASTE	CCAP1982_LOCUS2084|CAD6993267.1|CCAP
OG0005791	LOC118506711|XP_035900095.1|ASTE	CCAP1982_LOCUS911|CAD6992029.1|CCAP
OG0005792	LOC118506715|XP_035900116.1|ASTE	CCAP1982_LOCUS912|CAD6992030.1|CCAP
OG0005793	LOC118506719|XP_035900127.1|ASTE	CCAP1982_LOCUS921|CAD6992040.1|CCAP, CCAP1982_LOCUS2202|CAD6993386.1|CCAP
OG0005794	LOC118508437|XP_035904109.1|ASTE	CCAP1982_LOCUS22835|CAD7014871.1|CCAP
OG0005795	LOC118506247|XP_035899017.1|ASTE	CCAP1982_LOCUS4569|CAD6995868.1|CCAP
OG0005796	LOC118504742|XP_035895519.1|ASTE	CCAP1982_LOCUS5330|CAD6996646.1|CCAP
OG0005797	LOC118517570|XP_035919709.1|ASTE	CCAP1982_LOCUS12223|CAD7003789.1|CCAP
OG0005798	LOC118506731|XP_035900162.1|ASTE	CCAP1982_LOCUS4531|CAD6995829.1|CCAP
OG0005799	LOC118506735|XP_035900168.1|ASTE	CCAP1982_LOCUS725|CAD6991825.1|CCAP
OG0005800	LOC118506390|XP_035899323.1|ASTE	CCAP1982_LOCUS1021|CAD6992142.1|CCAP
OG0005801	LOC118506729|XP_035900160.1|ASTE	CCAP1982_LOCUS1022|CAD6992144.1|CCAP
OG0005802	LOC118505688|XP_035897719.1|ASTE	CCAP1982_LOCUS5115|CAD6996443.1|CCAP
OG0005803	LOC118506527|XP_035899672.1|ASTE	CCAP1982_LOCUS4956|CAD6996273.1|CCAP
OG0005804	LOC118506536|XP_035899701.1|ASTE, LOC118515299|XP_035917868.1|ASTE	CCAP1982_LOCUS5187|CAD6996519.1|CCAP
OG0005805	LOC118502756|XP_035891219.1|ASTE	CCAP1982_LOCUS19734|CAD7011648.1|CCAP
OG0005806	LOC118504517|XP_035894942.1|ASTE	CCAP1982_LOCUS5063|CAD6996386.1|CCAP
OG0005807	LOC118504514|XP_035894939.1|ASTE	CCAP1982_LOCUS411|CAD6991486.1|CCAP
OG0005809	LOC118508370|XP_035903989.1|ASTE	CCAP1982_LOCUS12925|CAD7004528.1|CCAP
OG0005810	LOC118502815|XP_035891356.1|ASTE	CCAP1982_LOCUS4939|CAD6996256.1|CCAP
OG0005811	LOC118502816|XP_035891358.1|ASTE	CCAP1982_LOCUS4938|CAD6996255.1|CCAP
OG0005812	LOC118505415|XP_035897057.1|ASTE	CCAP1982_LOCUS555|CAD6991641.1|CCAP
OG0005813	LOC118502704|XP_035891139.1|ASTE	CCAP1982_LOCUS4279|CAD6995568.1|CCAP
OG0005814	LOC118502776|XP_035891264.1|ASTE	CCAP1982_LOCUS560|CAD6991646.1|CCAP
OG0005815	LOC118502771|XP_035891254.1|ASTE	CCAP1982_LOCUS20899|CAD7012799.1|CCAP
OG0005816	LOC118507681|XP_035902368.1|ASTE	CCAP1982_LOCUS443|CAD6991524.1|CCAP
OG0005817	LOC118508376|XP_035904006.1|ASTE	CCAP1982_LOCUS4296|CAD6995586.1|CCAP
OG0005818	LOC118506399|XP_035899344.1|ASTE	CCAP1982_LOCUS791|CAD6991901.1|CCAP
OG0005819	LOC118506416|XP_035899398.1|ASTE	CCAP1982_LOCUS498|CAD6991580.1|CCAP
OG0005820	LOC118506418|XP_035899409.1|ASTE	CCAP1982_LOCUS499|CAD6991581.1|CCAP
OG0005821	LOC118503194|XP_035892069.1|ASTE	CCAP1982_LOCUS386|CAD6991461.1|CCAP
OG0005822	LOC118512385|XP_035912649.1|ASTE	CCAP1982_LOCUS5762|CAD6997113.1|CCAP
OG0005824	LOC118506389|XP_035899322.1|ASTE	CCAP1982_LOCUS1888|CAD6993058.1|CCAP
OG0005825	LOC118504261|XP_035894383.1|ASTE	CCAP1982_LOCUS13620|CAD7005263.1|CCAP
OG0005827	LOC118504257|XP_035894379.1|ASTE	CCAP1982_LOCUS4842|CAD6996149.1|CCAP
OG0005828	LOC118505806|XP_035898039.1|ASTE	CCAP1982_LOCUS13228|CAD7004842.1|CCAP
OG0005829	LOC118505801|XP_035898028.1|ASTE	CCAP1982_LOCUS269|CAD6991340.1|CCAP
OG0005830	LOC118503259|XP_035892194.1|ASTE	CCAP1982_LOCUS12744|CAD7004325.1|CCAP
OG0005831	LOC118503250|XP_035892180.1|ASTE	CCAP1982_LOCUS12734|CAD7004315.1|CCAP
OG0005832	LOC118502514|XP_035890651.1|ASTE	CCAP1982_LOCUS12732|CAD7004312.1|CCAP
OG0005833	LOC118506762|XP_035900248.1|ASTE	CCAP1982_LOCUS12714|CAD7004294.1|CCAP, CCAP1982_LOCUS12723|CAD7004303.1|CCAP
OG0005834	LOC118506174|XP_035898838.1|ASTE	CCAP1982_LOCUS12717|CAD7004297.1|CCAP
OG0005835	LOC118508509|XP_035904243.1|ASTE	CCAP1982_LOCUS12709|CAD7004290.1|CCAP
OG0005836	LOC118508505|XP_035904235.1|ASTE	CCAP1982_LOCUS12037|CAD7003589.1|CCAP
OG0005837	LOC118508502|XP_035904231.1|ASTE	CCAP1982_LOCUS5060|CAD6996383.1|CCAP
OG0005838	LOC118503324|XP_035892360.1|ASTE	CCAP1982_LOCUS4302|CAD6995593.1|CCAP
OG0005839	LOC118506225|XP_035898954.1|ASTE	CCAP1982_LOCUS8173|CAD6999639.1|CCAP
OG0005840	LOC118506226|XP_035898956.1|ASTE	CCAP1982_LOCUS589|CAD6991676.1|CCAP
OG0005841	LOC118506312|XP_035899154.1|ASTE	CCAP1982_LOCUS4735|CAD6996029.1|CCAP
OG0005843	LOC118503614|XP_035892986.1|ASTE	CCAP1982_LOCUS13619|CAD7005262.1|CCAP
OG0005844	LOC118505376|XP_035896972.1|ASTE	CCAP1982_LOCUS11658|CAD7003196.1|CCAP
OG0005845	LOC118506163|XP_035898828.1|ASTE	CCAP1982_LOCUS1005|CAD6992124.1|CCAP
OG0005846	LOC118505788|XP_035898003.1|ASTE	CCAP1982_LOCUS4247|CAD6995536.1|CCAP
OG0005847	LOC118505003|XP_035896081.1|ASTE	CCAP1982_LOCUS248|CAD6991319.1|CCAP
OG0005851	LOC118503974|XP_035893802.1|ASTE	CCAP1982_LOCUS6496|CAD6997877.1|CCAP
OG0005852	LOC118504995|XP_035896066.1|ASTE	CCAP1982_LOCUS4766|CAD6996058.1|CCAP
OG0005854	LOC118506839|XP_035900445.1|ASTE	CCAP1982_LOCUS724|CAD6991824.1|CCAP
OG0005857	LOC118503585|XP_035892918.1|ASTE	CCAP1982_LOCUS97|CAD6991157.1|CCAP
OG0005859	LOC118511192|XP_035909855.1|ASTE, LOC118517337|XP_035919214.1|ASTE	CCAP1982_LOCUS8971|CAD7000492.1|CCAP
OG0005860	LOC118511182|XP_035909827.1|ASTE	CCAP1982_LOCUS4366|CAD6995659.1|CCAP, CCAP1982_LOCUS4367|CAD6995660.1|CCAP
OG0005861	LOC118511180|XP_035909824.1|ASTE	CCAP1982_LOCUS5130|CAD6996459.1|CCAP, CCAP1982_LOCUS5129|CAD6996458.1|CCAP
OG0005862	LOC118508951|XP_035904758.1|ASTE	CCAP1982_LOCUS20952|CAD7012853.1|CCAP
OG0005863	LOC118510969|XP_035909353.1|ASTE	CCAP1982_LOCUS22383|CAD7014388.1|CCAP
OG0005864	LOC118510942|XP_035909271.1|ASTE	CCAP1982_LOCUS4248|CAD6995537.1|CCAP
OG0005865	LOC118504236|XP_035894351.1|ASTE	CCAP1982_LOCUS554|CAD6991640.1|CCAP
OG0005866	LOC118507146|XP_035901075.1|ASTE	CCAP1982_LOCUS20838|CAD7012734.1|CCAP
OG0005867	LOC118504229|XP_035894339.1|ASTE	CCAP1982_LOCUS6973|CAD6998373.1|CCAP
OG0005873	LOC118512402|XP_035912681.1|ASTE	CCAP1982_LOCUS755|CAD6991860.1|CCAP
OG0005880	LOC118517626|XP_035919828.1|ASTE	CCAP1982_LOCUS14445|CAD7006113.1|CCAP
OG0005881	LOC118517632|XP_035919836.1|ASTE	CCAP1982_LOCUS14145|CAD7005797.1|CCAP
OG0005883	LOC118504184|XP_035894236.1|ASTE	CCAP1982_LOCUS14440|CAD7006108.1|CCAP
OG0005884	LOC118505777|XP_035897941.1|ASTE	CCAP1982_LOCUS12526|CAD7004103.1|CCAP
OG0005885	LOC118505775|XP_035897938.1|ASTE	CCAP1982_LOCUS13574|CAD7005214.1|CCAP, CCAP1982_LOCUS13572|CAD7005212.1|CCAP
OG0005886	LOC118505774|XP_035897937.1|ASTE	CCAP1982_LOCUS14462|CAD7006131.1|CCAP
OG0005887	LOC118503490|XP_035892699.1|ASTE	CCAP1982_LOCUS14144|CAD7005795.1|CCAP
OG0005888	LOC118503488|XP_035892683.1|ASTE	CCAP1982_LOCUS13765|CAD7005405.1|CCAP
OG0005889	LOC118503482|XP_035892677.1|ASTE	CCAP1982_LOCUS14546|CAD7006220.1|CCAP
OG0005890	LOC118504009|XP_035893858.1|ASTE	CCAP1982_LOCUS14026|CAD7005671.1|CCAP
OG0005891	LOC118504011|XP_035893866.1|ASTE	CCAP1982_LOCUS14027|CAD7005672.1|CCAP
OG0005892	LOC118504013|XP_035893869.1|ASTE	CCAP1982_LOCUS14009|CAD7005652.1|CCAP
OG0005893	LOC118504025|XP_035893898.1|ASTE	CCAP1982_LOCUS13814|CAD7005454.1|CCAP
OG0005894	LOC118504027|XP_035893900.1|ASTE	CCAP1982_LOCUS13813|CAD7005453.1|CCAP
OG0005896	LOC118504035|XP_035893915.1|ASTE	CCAP1982_LOCUS13808|CAD7005448.1|CCAP
OG0005897	LOC118504046|XP_035893938.1|ASTE	CCAP1982_LOCUS14510|CAD7006181.1|CCAP
OG0005899	LOC118507407|XP_035901758.1|ASTE	CCAP1982_LOCUS20296|CAD7012194.1|CCAP
OG0005901	LOC118505371|XP_035896967.1|ASTE	CCAP1982_LOCUS19448|CAD7011345.1|CCAP
OG0005902	LOC118505370|XP_035896965.1|ASTE	CCAP1982_LOCUS7143|CAD6998560.1|CCAP
OG0005903	LOC118503432|XP_035892569.1|ASTE	CCAP1982_LOCUS4631|CAD6995929.1|CCAP
OG0005904	LOC118512390|XP_035912658.1|ASTE	CCAP1982_LOCUS3271|CAD6994527.1|CCAP
OG0005905	LOC118506236|XP_035898978.1|ASTE	CCAP1982_LOCUS13433|CAD7005066.1|CCAP
OG0005906	LOC118503715|XP_035893171.1|ASTE	CCAP1982_LOCUS14052|CAD7005700.1|CCAP
OG0005907	LOC118505968|XP_035898404.1|ASTE	CCAP1982_LOCUS11787|CAD7003326.1|CCAP
OG0005908	LOC118505961|XP_035898389.1|ASTE	CCAP1982_LOCUS14096|CAD7005747.1|CCAP
OG0005909	LOC118505957|XP_035898384.1|ASTE	CCAP1982_LOCUS13552|CAD7005192.1|CCAP
OG0005910	LOC118508026|XP_035903310.1|ASTE	CCAP1982_LOCUS19583|CAD7011484.1|CCAP
OG0005911	LOC118508034|XP_035903329.1|ASTE	CCAP1982_LOCUS19590|CAD7011492.1|CCAP
OG0005912	LOC118508038|XP_035903334.1|ASTE	CCAP1982_LOCUS19594|CAD7011498.1|CCAP
OG0005913	LOC118503946|XP_035893716.1|ASTE	CCAP1982_LOCUS1465|CAD6992616.1|CCAP
OG0005914	LOC118503913|XP_035893603.1|ASTE	CCAP1982_LOCUS7131|CAD6998545.1|CCAP
OG0005915	LOC118503518|XP_035892771.1|ASTE	CCAP1982_LOCUS7130|CAD6998542.1|CCAP
OG0005916	LOC118504801|XP_035895676.1|ASTE	CCAP1982_LOCUS20378|CAD7012282.1|CCAP
OG0005917	LOC118504191|XP_035894260.1|ASTE	CCAP1982_LOCUS21151|CAD7013073.1|CCAP
OG0005918	LOC118504188|XP_035894256.1|ASTE	CCAP1982_LOCUS9238|CAD7000763.1|CCAP
OG0005919	LOC118504091|XP_035894058.1|ASTE	CCAP1982_LOCUS20693|CAD7012609.1|CCAP
OG0005920	LOC118508028|XP_035903320.1|ASTE	CCAP1982_LOCUS20658|CAD7012573.1|CCAP
OG0005921	LOC118508037|XP_035903332.1|ASTE	CCAP1982_LOCUS11259|CAD7002786.1|CCAP
OG0005923	LOC118505841|XP_035898094.1|ASTE	CCAP1982_LOCUS13454|CAD7005092.1|CCAP
OG0005924	LOC118505843|XP_035898096.1|ASTE	CCAP1982_LOCUS13455|CAD7005093.1|CCAP
OG0005925	LOC118503402|XP_035892498.1|ASTE	CCAP1982_LOCUS14543|CAD7006216.1|CCAP
OG0005927	LOC118504921|XP_035895887.1|ASTE	CCAP1982_LOCUS4536|CAD6995834.1|CCAP
OG0005929	LOC118506142|XP_035898782.1|ASTE	CCAP1982_LOCUS21784|CAD7013756.1|CCAP
OG0005930	LOC118503502|XP_035892730.1|ASTE	CCAP1982_LOCUS20262|CAD7012160.1|CCAP
OG0005931	LOC118503501|XP_035892729.1|ASTE	CCAP1982_LOCUS20265|CAD7012163.1|CCAP
OG0005932	LOC118504056|XP_035893981.1|ASTE	CCAP1982_LOCUS21146|CAD7013068.1|CCAP
OG0005933	LOC118503967|XP_035893777.1|ASTE	CCAP1982_LOCUS19760|CAD7011675.1|CCAP
OG0005934	LOC118503972|XP_035893789.1|ASTE	CCAP1982_LOCUS20642|CAD7012557.1|CCAP
OG0005935	LOC118503994|XP_035893834.1|ASTE	CCAP1982_LOCUS13763|CAD7005403.1|CCAP, CCAP1982_LOCUS13764|CAD7005404.1|CCAP
OG0005936	LOC118504003|XP_035893852.1|ASTE	CCAP1982_LOCUS5768|CAD6997121.1|CCAP
OG0005937	LOC118503996|XP_035893839.1|ASTE	CCAP1982_LOCUS13757|CAD7005397.1|CCAP
OG0005938	LOC118507982|XP_035903232.1|ASTE	CCAP1982_LOCUS19912|CAD7011802.1|CCAP, CCAP1982_LOCUS19914|CAD7011804.1|CCAP
OG0005940	LOC118505839|XP_035898089.1|ASTE	CCAP1982_LOCUS20237|CAD7012139.1|CCAP
OG0005941	LOC118507926|XP_035903122.1|ASTE	CCAP1982_LOCUS20169|CAD7012069.1|CCAP
OG0005942	LOC118503448|XP_035892608.1|ASTE	CCAP1982_LOCUS20812|CAD7012707.1|CCAP
OG0005943	LOC118503325|XP_035892361.1|ASTE	CCAP1982_LOCUS20829|CAD7012724.1|CCAP
OG0005944	LOC118503327|XP_035892367.1|ASTE	CCAP1982_LOCUS11634|CAD7003172.1|CCAP, CCAP1982_LOCUS20830|CAD7012726.1|CCAP
OG0005945	LOC118503328|XP_035892370.1|ASTE	CCAP1982_LOCUS20064|CAD7011953.1|CCAP
OG0005946	LOC118503933|XP_035893673.1|ASTE	CCAP1982_LOCUS20314|CAD7012215.1|CCAP
OG0005947	LOC118503916|XP_035893606.1|ASTE	CCAP1982_LOCUS20326|CAD7012228.1|CCAP
OG0005948	LOC118503908|XP_035893593.1|ASTE	CCAP1982_LOCUS11387|CAD7002921.1|CCAP
OG0005949	LOC118503909|XP_035893595.1|ASTE	CCAP1982_LOCUS14034|CAD7005681.1|CCAP
OG0005950	LOC118506061|XP_035898607.1|ASTE	CCAP1982_LOCUS7059|CAD6998462.1|CCAP
OG0005951	LOC118506050|XP_035898577.1|ASTE	CCAP1982_LOCUS12333|CAD7003905.1|CCAP
OG0005952	LOC118516411|XP_035918166.1|ASTE, LOC118506045|XP_035898568.1|ASTE	CCAP1982_LOCUS7060|CAD6998463.1|CCAP
OG0005953	LOC118516406|XP_035918162.1|ASTE, LOC118506044|XP_035898567.1|ASTE	CCAP1982_LOCUS8326|CAD6999811.1|CCAP
OG0005954	LOC118516407|XP_035918163.1|ASTE, LOC118506040|XP_035898562.1|ASTE	CCAP1982_LOCUS7062|CAD6998465.1|CCAP
OG0005955	LOC118506031|XP_035898542.1|ASTE	CCAP1982_LOCUS4431|CAD6995725.1|CCAP
OG0005956	LOC118508178|XP_035903629.1|ASTE	CCAP1982_LOCUS21140|CAD7013059.1|CCAP
OG0005957	LOC118508168|XP_035903609.1|ASTE	CCAP1982_LOCUS541|CAD6991626.1|CCAP
OG0005958	LOC118508171|XP_035903613.1|ASTE	CCAP1982_LOCUS7932|CAD6999406.1|CCAP
