Orthogroup	ASTE.longest_only	DELE.longest_only
OG0006504	LOC118505628|XP_035897594.1|ASTE	LOC108148689|XP_017131322.1|DELE
OG0006505	LOC118505622|XP_035897578.1|ASTE	LOC108148545|XP_017131079.1|DELE
OG0006507	LOC118507431|XP_035901796.1|ASTE	LOC108140780|XP_017119257.1|DELE
OG0006508	LOC118508389|XP_035904025.1|ASTE	LOC108140753|XP_017119221.1|DELE
OG0006509	LOC118502539|XP_035890703.1|ASTE	LOC108147746|XP_017129966.1|DELE
OG0006510	LOC118508380|XP_035904009.1|ASTE	LOC108135865|XP_017112256.1|DELE
OG0006511	LOC118502823|XP_035891392.1|ASTE	LOC108134959|XP_017110975.1|DELE
OG0006512	LOC118505407|XP_035897048.1|ASTE	LOC108140482|XP_017118715.1|DELE
OG0006513	LOC118502549|XP_035890723.1|ASTE	LOC108150596|XP_017134341.1|DELE
OG0006514	LOC118507873|XP_035902973.1|ASTE	LOC108143845|XP_017123885.1|DELE
OG0006515	LOC118507867|XP_035902966.1|ASTE	LOC108135773|XP_017112118.1|DELE
OG0006516	LOC118507851|XP_035902875.1|ASTE	LOC108143093|XP_017122802.1|DELE
OG0006517	LOC118507853|XP_035902880.1|ASTE	LOC108143079|XP_017122784.1|DELE
OG0006518	LOC118507856|XP_035902897.1|ASTE	LOC108142945|XP_017122527.1|DELE
OG0006519	LOC118507854|XP_035902881.1|ASTE	LOC108143080|XP_017122785.1|DELE
OG0006520	LOC118517615|XP_035919804.1|ASTE	LOC108148793|XP_017131501.1|DELE
OG0006521	LOC118502855|XP_035891453.1|ASTE	LOC108139353|XP_017117566.1|DELE
OG0006522	LOC118502845|XP_035891434.1|ASTE	LOC108148831|XP_017131584.1|DELE
OG0006523	LOC118502895|XP_035891509.1|ASTE	LOC108140664|XP_017119086.1|DELE
OG0006524	LOC118505161|XP_035896450.1|ASTE	LOC108135264|XP_017111427.1|DELE
OG0006525	LOC118504688|XP_035895395.1|ASTE	LOC108134825|XP_017110768.1|DELE
OG0006526	LOC118502458|XP_035890581.1|ASTE	LOC108148221|XP_017130624.1|DELE
OG0006527	LOC118508557|XP_035904344.1|ASTE	LOC108148418|XP_017130947.1|DELE
OG0006528	LOC118504265|XP_035894387.1|ASTE	LOC108148218|XP_017130619.1|DELE
OG0006529	LOC118504292|XP_035894481.1|ASTE	LOC108148411|XP_017130935.1|DELE
OG0006530	LOC118502946|XP_035891589.1|ASTE	LOC108148209|XP_017130605.1|DELE
OG0006531	LOC118502941|XP_035891585.1|ASTE	LOC108148336|XP_017130827.1|DELE
OG0006532	LOC118502934|XP_035891576.1|ASTE	LOC108148388|XP_017130904.1|DELE
OG0006533	LOC118502928|XP_035891559.1|ASTE	LOC108143650|XP_017123651.1|DELE
OG0006534	LOC118507506|XP_035901936.1|ASTE	LOC108140640|XP_017119052.1|DELE
OG0006535	LOC118502518|XP_035890671.1|ASTE	LOC108136690|XP_017113502.1|DELE
OG0006536	LOC118502950|XP_035891595.1|ASTE	LOC108148317|XP_017130796.1|DELE
OG0006537	LOC118507909|XP_035903094.1|ASTE	LOC108148925|XP_017131731.1|DELE
OG0006538	LOC118505166|XP_035896459.1|ASTE	LOC108147163|XP_017128985.1|DELE
OG0006539	LOC118505234|XP_035896660.1|ASTE	LOC108148653|XP_017131272.1|DELE
OG0006540	LOC118506360|XP_035899267.1|ASTE	LOC108143928|XP_017124000.1|DELE
OG0006541	LOC118507517|XP_035901970.1|ASTE	LOC108148951|XP_017131772.1|DELE
OG0006542	LOC118507519|XP_035901972.1|ASTE	LOC108148953|XP_017131775.1|DELE
OG0006543	LOC118502948|XP_035891592.1|ASTE	LOC108148735|XP_017131402.1|DELE
OG0006544	LOC118507810|XP_035902767.1|ASTE	LOC108140760|XP_017119235.1|DELE
OG0006545	LOC118507818|XP_035902789.1|ASTE	LOC108137612|XP_017114876.1|DELE
OG0006546	LOC118507803|XP_035902754.1|ASTE	LOC108148664|XP_017131290.1|DELE
OG0006547	LOC118503460|XP_035892636.1|ASTE	LOC108142979|XP_017122625.1|DELE
OG0006548	LOC118507468|XP_035901861.1|ASTE	LOC108147327|XP_017129243.1|DELE
OG0006549	LOC118505069|XP_035896245.1|ASTE	LOC108135167|XP_017111280.1|DELE
OG0006550	LOC118505061|XP_035896230.1|ASTE	LOC108142961|XP_017122594.1|DELE
OG0006551	LOC118507733|XP_035902586.1|ASTE	LOC108136631|XP_017113438.1|DELE
OG0006552	LOC118507732|XP_035902583.1|ASTE	LOC108136602|XP_017113409.1|DELE
OG0006553	LOC118512275|XP_035912357.1|ASTE	LOC108148944|XP_017131766.1|DELE
OG0006554	LOC118511925|XP_035911471.1|ASTE	LOC108141043|XP_017119664.1|DELE
OG0006555	LOC118511930|XP_035911504.1|ASTE	LOC108141104|XP_017119801.1|DELE
OG0006556	LOC118514630|XP_035917524.1|ASTE	LOC108139349|XP_017117562.1|DELE
OG0006557	LOC118511935|XP_035911515.1|ASTE	LOC108140601|XP_017118999.1|DELE
OG0006558	LOC118511941|XP_035911534.1|ASTE	LOC108148769|XP_017131463.1|DELE
OG0006559	LOC118511978|XP_035911610.1|ASTE	LOC108139294|XP_017117480.1|DELE
OG0006560	LOC118507785|XP_035902713.1|ASTE	LOC108148554|XP_017131091.1|DELE
OG0006561	LOC118507784|XP_035902712.1|ASTE	LOC108148553|XP_017131089.1|DELE
OG0006562	LOC118502949|XP_035891594.1|ASTE	LOC108148855|XP_017131633.1|DELE
OG0006563	LOC118503007|XP_035891710.1|ASTE	LOC108134783|XP_017110721.1|DELE
OG0006564	LOC118503001|XP_035891704.1|ASTE	LOC108134798|XP_017110737.1|DELE
OG0006565	LOC118502979|XP_035891651.1|ASTE	LOC108135140|XP_017111238.1|DELE
OG0006566	LOC118504420|XP_035894747.1|ASTE	LOC108139190|XP_017117307.1|DELE
OG0006567	LOC118507831|XP_035902830.1|ASTE	LOC108148847|XP_017131620.1|DELE
OG0006568	LOC118507826|XP_035902816.1|ASTE	LOC108148846|XP_017131618.1|DELE
OG0006569	LOC118507828|XP_035902818.1|ASTE	LOC108147388|XP_017129312.1|DELE
OG0006570	LOC118504296|XP_035894485.1|ASTE	LOC108141106|XP_017119805.1|DELE
OG0006571	LOC118503179|XP_035892047.1|ASTE	LOC108148955|XP_017131777.1|DELE
OG0006572	LOC118506930|XP_035900630.1|ASTE	LOC108150006|XP_017133446.1|DELE
OG0006573	LOC118517613|XP_035919802.1|ASTE	LOC108148365|XP_017130873.1|DELE
OG0006574	LOC118502687|XP_035891093.1|ASTE	LOC108140728|XP_017119186.1|DELE
OG0006575	LOC118504663|XP_035895339.1|ASTE	LOC108148484|XP_017131007.1|DELE
OG0006576	LOC118505085|XP_035896269.1|ASTE	LOC108143042|XP_017122734.1|DELE
OG0006577	LOC118505084|XP_035896268.1|ASTE	LOC108144047|XP_017124178.1|DELE
OG0006578	LOC118505049|XP_035896216.1|ASTE	LOC108143041|XP_017122732.1|DELE
OG0006579	LOC118505072|XP_035896249.1|ASTE	LOC108142110|XP_017121294.1|DELE
OG0006580	LOC118504424|XP_035894754.1|ASTE	LOC108140776|XP_017119252.1|DELE
OG0006581	LOC118505418|XP_035897066.1|ASTE	LOC108141105|XP_017119803.1|DELE
OG0006582	LOC118505421|XP_035897069.1|ASTE	LOC108140630|XP_017119038.1|DELE
OG0006583	LOC118503270|XP_035892229.1|ASTE	LOC108140743|XP_017119209.1|DELE
OG0006584	LOC118504686|XP_035895393.1|ASTE	LOC108134746|XP_017110674.1|DELE
OG0006585	LOC118502840|XP_035891415.1|ASTE	LOC108149374|XP_017132371.1|DELE
OG0006586	LOC118507739|XP_035902605.1|ASTE	LOC108148752|XP_017131437.1|DELE
OG0006587	LOC118507738|XP_035902602.1|ASTE	LOC108148749|XP_017131432.1|DELE
OG0006588	LOC118507740|XP_035902606.1|ASTE	LOC108135206|XP_017111323.1|DELE
OG0006589	LOC118507771|XP_035902685.1|ASTE	LOC108148304|XP_017130774.1|DELE
OG0006590	LOC118507769|XP_035902680.1|ASTE	LOC108148383|XP_017130898.1|DELE
OG0006591	LOC118512048|XP_035911775.1|ASTE	LOC108142459|XP_017121825.1|DELE
OG0006592	LOC118512110|XP_035911977.1|ASTE	LOC108135169|XP_017111282.1|DELE
OG0006593	LOC118512097|XP_035911956.1|ASTE	LOC108135168|XP_017111281.1|DELE
OG0006594	LOC118512101|XP_035911966.1|ASTE	LOC108150374|XP_017134003.1|DELE
OG0006595	LOC118511474|XP_035910494.1|ASTE	LOC108141407|XP_017120260.1|DELE
OG0006597	LOC118511484|XP_035910527.1|ASTE	LOC108146098|XP_017127413.1|DELE
OG0006598	LOC118511486|XP_035910531.1|ASTE	LOC108142019|XP_017121183.1|DELE
OG0006599	LOC118511496|XP_035910548.1|ASTE	LOC108150129|XP_017133585.1|DELE
OG0006600	LOC118512952|XP_035914063.1|ASTE	LOC108142547|XP_017121965.1|DELE
OG0006601	LOC118510179|XP_035907593.1|ASTE	LOC108146598|XP_017128135.1|DELE
OG0006602	LOC118510180|XP_035907594.1|ASTE	LOC108146600|XP_017128136.1|DELE
OG0006603	LOC118510170|XP_035907578.1|ASTE	LOC108146921|XP_017128654.1|DELE
OG0006604	LOC118510183|XP_035907598.1|ASTE	LOC108145687|XP_017126732.1|DELE
OG0006605	LOC118510174|XP_035907587.1|ASTE	LOC108141248|XP_017119996.1|DELE
OG0006606	LOC118510181|XP_035907595.1|ASTE	LOC108142247|XP_017121456.1|DELE
OG0006607	LOC118510188|XP_035907602.1|ASTE	LOC108150199|XP_017133699.1|DELE
OG0006608	LOC118510208|XP_035907638.1|ASTE	LOC108137439|XP_017114593.1|DELE
OG0006609	LOC118513123|XP_035914424.1|ASTE	LOC108143971|XP_017124064.1|DELE
OG0006610	LOC118513125|XP_035914425.1|ASTE	LOC108146148|XP_017127493.1|DELE
OG0006611	LOC118513131|XP_035914443.1|ASTE	LOC108146159|XP_017127530.1|DELE
OG0006612	LOC118513133|XP_035914452.1|ASTE	LOC108146161|XP_017127537.1|DELE
OG0006613	LOC118513132|XP_035914447.1|ASTE	LOC108146160|XP_017127536.1|DELE
OG0006614	LOC118513134|XP_035914453.1|ASTE	LOC108146445|XP_017127943.1|DELE
OG0006615	LOC118514417|XP_035917193.1|ASTE	LOC108146284|XP_017127714.1|DELE
OG0006616	LOC118514420|XP_035917202.1|ASTE	LOC108150205|XP_017133706.1|DELE
OG0006617	LOC118514427|XP_035917222.1|ASTE	LOC108135631|XP_017111940.1|DELE
OG0006618	LOC118509839|XP_035906924.1|ASTE	LOC108150220|XP_017133752.1|DELE
OG0006619	LOC118509840|XP_035906925.1|ASTE	LOC108146034|XP_017127315.1|DELE
OG0006620	LOC118511497|XP_035910549.1|ASTE	LOC108146397|XP_017127885.1|DELE
OG0006621	LOC118511498|XP_035910550.1|ASTE	LOC108146867|XP_017128583.1|DELE
OG0006622	LOC118512865|XP_035913842.1|ASTE	LOC108146223|XP_017127630.1|DELE
OG0006623	LOC118508924|XP_035904700.1|ASTE	LOC108146332|XP_017127787.1|DELE
OG0006624	LOC118510594|XP_035908489.1|ASTE	LOC108145093|XP_017125774.1|DELE
OG0006625	LOC118510597|XP_035908496.1|ASTE	LOC108145096|XP_017125777.1|DELE
OG0006626	LOC118510146|XP_035907530.1|ASTE	LOC108147016|XP_017128762.1|DELE
OG0006627	LOC118510145|XP_035907526.1|ASTE	LOC108145490|XP_017126436.1|DELE
OG0006628	LOC118512057|XP_035911801.1|ASTE	LOC108145438|XP_017126351.1|DELE
OG0006629	LOC118509638|XP_035906438.1|ASTE	LOC108145478|XP_017126420.1|DELE
OG0006630	LOC118512200|XP_035912198.1|ASTE	LOC108144208|XP_017124368.1|DELE
OG0006631	LOC118512197|XP_035912193.1|ASTE	LOC108135513|XP_017111747.1|DELE
OG0006632	LOC118512189|XP_035912173.1|ASTE	LOC108143408|XP_017123286.1|DELE
OG0006633	LOC118512196|XP_035912191.1|ASTE	LOC108146279|XP_017127708.1|DELE
OG0006634	LOC118512186|XP_035912170.1|ASTE	LOC108149258|XP_017132192.1|DELE
OG0006635	LOC118512187|XP_035912171.1|ASTE	LOC108147970|XP_017130259.1|DELE
OG0006636	LOC118512117|XP_035911986.1|ASTE	LOC108148174|XP_017130563.1|DELE
OG0006638	LOC118512078|XP_035911910.1|ASTE	LOC108143520|XP_017123493.1|DELE
OG0006639	LOC118512051|XP_035911787.1|ASTE	LOC108143413|XP_017123292.1|DELE
OG0006640	LOC118512088|XP_035911944.1|ASTE	LOC108147061|XP_017128839.1|DELE
OG0006641	LOC118512081|XP_035911930.1|ASTE	LOC108141337|XP_017120125.1|DELE
OG0006642	LOC118512055|XP_035911799.1|ASTE	LOC108149181|XP_017132086.1|DELE
OG0006643	LOC118512118|XP_035911987.1|ASTE	LOC108144516|XP_017124945.1|DELE
OG0006644	LOC118504421|XP_035894750.1|ASTE	LOC108150328|XP_017133939.1|DELE
OG0006645	LOC118513602|XP_035915532.1|ASTE	LOC108138824|XP_017116814.1|DELE
OG0006646	LOC118513607|XP_035915541.1|ASTE	LOC108144596|XP_017125089.1|DELE
OG0006647	LOC118508868|XP_035904549.1|ASTE	LOC108145170|XP_017125890.1|DELE
OG0006648	LOC118512216|XP_035912224.1|ASTE	LOC108145720|XP_017126770.1|DELE
OG0006649	LOC118508909|XP_035904663.1|ASTE	LOC108145444|XP_017126363.1|DELE
OG0006650	LOC118514493|XP_035917309.1|ASTE	LOC108145091|XP_017125767.1|DELE
OG0006651	LOC118509596|XP_035906271.1|ASTE	LOC108142448|XP_017121800.1|DELE
OG0006652	LOC118509597|XP_035906280.1|ASTE	LOC108150120|XP_017133576.1|DELE
OG0006653	LOC118513075|XP_035914318.1|ASTE	LOC108145860|XP_017126970.1|DELE
OG0006654	LOC118513086|XP_035914348.1|ASTE	LOC108146502|XP_017128027.1|DELE
OG0006655	LOC118509820|XP_035906874.1|ASTE	LOC108145892|XP_017127032.1|DELE
OG0006656	LOC118509835|XP_035906919.1|ASTE	LOC108146118|XP_017127438.1|DELE
OG0006657	LOC118509105|XP_035905165.1|ASTE	LOC108145502|XP_017126451.1|DELE
OG0006658	LOC118513031|XP_035914201.1|ASTE	LOC108146129|XP_017127463.1|DELE
OG0006659	LOC118513035|XP_035914205.1|ASTE	LOC108146300|XP_017127737.1|DELE
OG0006660	LOC118514461|XP_035917271.1|ASTE	LOC108142684|XP_017122179.1|DELE
OG0006661	LOC118513009|XP_035914172.1|ASTE	LOC108142646|XP_017122133.1|DELE
OG0006662	LOC118504687|XP_035895394.1|ASTE	LOC108147963|XP_017130248.1|DELE
OG0006663	LOC118510885|XP_035909158.1|ASTE	LOC108142727|XP_017122240.1|DELE
OG0006664	LOC118511373|XP_035910260.1|ASTE	LOC108148967|XP_017131794.1|DELE
OG0006665	LOC118511370|XP_035910257.1|ASTE	LOC108146020|XP_017127285.1|DELE
OG0006666	LOC118512960|XP_035914079.1|ASTE	LOC108143555|XP_017123553.1|DELE
OG0006667	LOC118512176|XP_035912155.1|ASTE	LOC108142791|XP_017122329.1|DELE
OG0006668	LOC118512988|XP_035914136.1|ASTE	LOC108147033|XP_017128779.1|DELE
OG0006669	LOC118512981|XP_035914127.1|ASTE	LOC108146948|XP_017128692.1|DELE
OG0006670	LOC118512992|XP_035914141.1|ASTE	LOC108146934|XP_017128672.1|DELE
OG0006671	LOC118512979|XP_035914117.1|ASTE	LOC108146797|XP_017128455.1|DELE
OG0006672	LOC118512977|XP_035914103.1|ASTE	LOC108147430|XP_017129393.1|DELE
OG0006673	LOC118513241|XP_035914690.1|ASTE	LOC108147542|XP_017129616.1|DELE
OG0006674	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE	LOC108145683|XP_017126729.1|DELE
OG0006675	LOC118513239|XP_035914687.1|ASTE	LOC108146110|XP_017127431.1|DELE
OG0006676	LOC118510492|XP_035908277.1|ASTE	LOC108147471|XP_017129507.1|DELE
OG0006677	LOC118510486|XP_035908260.1|ASTE	LOC108147474|XP_017129511.1|DELE
OG0006678	LOC118503767|XP_035893329.1|ASTE	LOC108142814|XP_017122364.1|DELE
OG0006679	LOC118514266|XP_035916878.1|ASTE	LOC108145907|XP_017127056.1|DELE
OG0006680	LOC118514462|XP_035917272.1|ASTE	LOC108148693|XP_017131328.1|DELE
OG0006681	LOC118510570|XP_035908452.1|ASTE	LOC108146795|XP_017128453.1|DELE
OG0006682	LOC118510539|XP_035908389.1|ASTE	LOC108147521|XP_017129592.1|DELE
OG0006683	LOC118510541|XP_035908394.1|ASTE	LOC108147557|XP_017129632.1|DELE
OG0006684	LOC118512027|XP_035911708.1|ASTE	LOC108147472|XP_017129509.1|DELE
OG0006685	LOC118510138|XP_035907512.1|ASTE	LOC108141423|XP_017120290.1|DELE
OG0006686	LOC118514490|XP_035917306.1|ASTE	LOC108142434|XP_017121785.1|DELE
OG0006687	LOC118512203|XP_035912206.1|ASTE	LOC108136626|XP_017113434.1|DELE
OG0006688	LOC118510519|XP_035908346.1|ASTE	LOC108142686|XP_017122184.1|DELE
OG0006689	LOC118510528|XP_035908365.1|ASTE	LOC108145764|XP_017126821.1|DELE
OG0006690	LOC118512136|XP_035912039.1|ASTE	LOC108135257|XP_017111417.1|DELE
OG0006691	LOC118512153|XP_035912086.1|ASTE	LOC108146780|XP_017128417.1|DELE
OG0006692	LOC118512152|XP_035912085.1|ASTE	LOC108146276|XP_017127704.1|DELE
OG0006693	LOC118512149|XP_035912078.1|ASTE	LOC108145926|XP_017127101.1|DELE
OG0006694	LOC118512161|XP_035912109.1|ASTE	LOC108136304|XP_017112882.1|DELE
OG0006695	LOC118514322|XP_035916999.1|ASTE	LOC108147504|XP_017129560.1|DELE
OG0006696	LOC118509123|XP_035905203.1|ASTE	LOC108148398|XP_017130920.1|DELE
OG0006697	LOC118510453|XP_035908163.1|ASTE	LOC108150343|XP_017133960.1|DELE
OG0006698	LOC118510458|XP_035908182.1|ASTE	LOC108146892|XP_017128617.1|DELE
OG0006699	LOC118512678|XP_035913353.1|ASTE	LOC108146164|XP_017127549.1|DELE
OG0006700	LOC118512688|XP_035913372.1|ASTE	LOC108142578|XP_017122021.1|DELE
OG0006701	LOC118513479|XP_035915170.1|ASTE	LOC108149821|XP_017133182.1|DELE
OG0006702	LOC118512751|XP_035913531.1|ASTE	LOC108145839|XP_017126941.1|DELE
OG0006703	LOC118513095|XP_035914389.1|ASTE	LOC108146966|XP_017128712.1|DELE
OG0006704	LOC118513109|XP_035914402.1|ASTE	LOC108146967|XP_017128713.1|DELE
OG0006705	LOC118513041|XP_035914226.1|ASTE	LOC108145435|XP_017126346.1|DELE
OG0006706	LOC118513043|XP_035914228.1|ASTE	LOC108144757|XP_017125351.1|DELE
OG0006707	LOC118510275|XP_035907782.1|ASTE	LOC108143518|XP_017123491.1|DELE
OG0006708	LOC118510276|XP_035907783.1|ASTE	LOC108134865|XP_017110842.1|DELE
OG0006709	LOC118509483|XP_035906028.1|ASTE	LOC108137740|XP_017115129.1|DELE
OG0006710	LOC118509505|XP_035906055.1|ASTE	LOC108142501|XP_017121887.1|DELE
OG0006711	LOC118509506|XP_035906066.1|ASTE	LOC108142500|XP_017121886.1|DELE
OG0006712	LOC118509509|XP_035906068.1|ASTE	LOC108145963|XP_017127171.1|DELE
OG0006713	LOC118509927|XP_035907149.1|ASTE	LOC108150346|XP_017133964.1|DELE
OG0006714	LOC118509925|XP_035907147.1|ASTE	LOC108150345|XP_017133963.1|DELE
OG0006715	LOC118509937|XP_035907161.1|ASTE	LOC108142700|XP_017122204.1|DELE
OG0006716	LOC118509936|XP_035907160.1|ASTE	LOC108138752|XP_017116643.1|DELE
OG0006717	LOC118509941|XP_035907166.1|ASTE	LOC108146863|XP_017128578.1|DELE
OG0006718	LOC118509944|XP_035907169.1|ASTE	LOC108146937|XP_017128677.1|DELE
OG0006719	LOC118509533|XP_035906146.1|ASTE	LOC108146994|XP_017128748.1|DELE
OG0006720	LOC118509530|XP_035906143.1|ASTE	LOC108135700|XP_017112030.1|DELE
OG0006721	LOC118510321|XP_035907858.1|ASTE	LOC108146856|XP_017128561.1|DELE
OG0006722	LOC118514246|XP_035916852.1|ASTE	LOC108146399|XP_017127888.1|DELE
OG0006723	LOC118511214|XP_035909901.1|ASTE	LOC108135281|XP_017111451.1|DELE
OG0006724	LOC118510162|XP_035907563.1|ASTE	LOC108143065|XP_017122768.1|DELE
OG0006725	LOC118510159|XP_035907560.1|ASTE	LOC108142972|XP_017122611.1|DELE
OG0006726	LOC118510160|XP_035907561.1|ASTE	LOC108139215|XP_017117356.1|DELE
OG0006727	LOC118510154|XP_035907551.1|ASTE	LOC108142969|XP_017122608.1|DELE
OG0006728	LOC118511547|XP_035910648.1|ASTE	LOC108142911|XP_017122488.1|DELE
OG0006729	LOC118509767|XP_035906795.1|ASTE	LOC108149760|XP_017133064.1|DELE
OG0006730	LOC118509731|XP_035906748.1|ASTE	LOC108149758|XP_017133060.1|DELE
OG0006731	LOC118510407|XP_035908053.1|ASTE	LOC108135272|XP_017111439.1|DELE
OG0006732	LOC118509595|XP_035906270.1|ASTE	LOC108146381|XP_017127864.1|DELE
OG0006733	LOC118510363|XP_035907964.1|ASTE	LOC108142230|XP_017121437.1|DELE
OG0006734	LOC118510377|XP_035907999.1|ASTE	LOC108142734|XP_017122248.1|DELE
OG0006735	LOC118510342|XP_035907905.1|ASTE	LOC108147490|XP_017129534.1|DELE
OG0006736	LOC118510421|XP_035908087.1|ASTE	LOC108147544|XP_017129618.1|DELE
OG0006737	LOC118509760|XP_035906784.1|ASTE	LOC108135504|XP_017111737.1|DELE
OG0006738	LOC118509703|XP_035906674.1|ASTE	LOC108147590|XP_017129719.1|DELE
OG0006739	LOC118509712|XP_035906689.1|ASTE	LOC108147448|XP_017129465.1|DELE
OG0006740	LOC118509710|XP_035906687.1|ASTE	LOC108135560|XP_017111806.1|DELE
OG0006741	LOC118512874|XP_035913860.1|ASTE	LOC108135559|XP_017111804.1|DELE
OG0006742	LOC118511434|XP_035910418.1|ASTE	LOC108140558|XP_017118909.1|DELE
OG0006743	LOC118512835|XP_035913779.1|ASTE	LOC108148997|XP_017131833.1|DELE
OG0006744	LOC118512316|XP_035912462.1|ASTE	LOC108150338|XP_017133954.1|DELE
OG0006745	LOC118512635|XP_035913224.1|ASTE	LOC108135100|XP_017111165.1|DELE
OG0006746	LOC118509444|XP_035905945.1|ASTE	LOC108147465|XP_017129491.1|DELE
OG0006747	LOC118510330|XP_035907877.1|ASTE	LOC108147530|XP_017129603.1|DELE
OG0006748	LOC118509639|XP_035906439.1|ASTE	LOC108137317|XP_017114432.1|DELE
OG0006749	LOC118512792|XP_035913605.1|ASTE	LOC108146192|XP_017127591.1|DELE
OG0006750	LOC118512795|XP_035913611.1|ASTE	LOC108137647|XP_017114962.1|DELE
OG0006752	LOC118509205|XP_035905371.1|ASTE	LOC108145666|XP_017126708.1|DELE
OG0006753	LOC118509852|XP_035906946.1|ASTE	LOC108145731|XP_017126783.1|DELE
OG0006754	LOC118514450|XP_035917259.1|ASTE	LOC108146000|XP_017127243.1|DELE
OG0006755	LOC118512804|XP_035913637.1|ASTE	LOC108146151|XP_017127504.1|DELE
OG0006756	LOC118514371|XP_035917121.1|ASTE	LOC108142852|XP_017122409.1|DELE
OG0006757	LOC118514410|XP_035917184.1|ASTE	LOC108142311|XP_017121552.1|DELE
OG0006758	LOC118514397|XP_035917171.1|ASTE	LOC108146138|XP_017127481.1|DELE
OG0006759	LOC118514363|XP_035917093.1|ASTE	LOC108146137|XP_017127479.1|DELE
OG0006760	LOC118514368|XP_035917116.1|ASTE	LOC108142567|XP_017122006.1|DELE
OG0006761	LOC118512883|XP_035913878.1|ASTE	LOC108148397|XP_017130918.1|DELE
OG0006762	LOC118514254|XP_035916861.1|ASTE	LOC108144163|XP_017124314.1|DELE
OG0006763	LOC118510234|XP_035907692.1|ASTE	LOC108139066|XP_017117180.1|DELE
OG0006764	LOC118510230|XP_035907689.1|ASTE	LOC108149767|XP_017133084.1|DELE
OG0006765	LOC118510232|XP_035907691.1|ASTE	LOC108139016|XP_017117112.1|DELE
OG0006766	LOC118510227|XP_035907686.1|ASTE	LOC108146281|XP_017127710.1|DELE
OG0006767	LOC118514404|XP_035917178.1|ASTE	LOC108142418|XP_017121762.1|DELE
OG0006768	LOC118514375|XP_035917130.1|ASTE	LOC108142410|XP_017121749.1|DELE
OG0006769	LOC118514386|XP_035917157.1|ASTE	LOC108142804|XP_017122351.1|DELE
OG0006770	LOC118511392|XP_035910315.1|ASTE	LOC108147401|XP_017129327.1|DELE
OG0006771	LOC118509788|XP_035906825.1|ASTE	LOC108137658|XP_017114981.1|DELE
OG0006772	LOC118513077|XP_035914333.1|ASTE	LOC108149577|XP_017132700.1|DELE
OG0006773	LOC118509616|XP_035906335.1|ASTE	LOC108145965|XP_017127185.1|DELE
OG0006774	LOC118509635|XP_035906427.1|ASTE	LOC108145982|XP_017127206.1|DELE
OG0006775	LOC118513072|XP_035914315.1|ASTE	LOC108146717|XP_017128294.1|DELE
OG0006776	LOC118513066|XP_035914307.1|ASTE	LOC108146304|XP_017127745.1|DELE
OG0006777	LOC118513070|XP_035914313.1|ASTE	LOC108146723|XP_017128304.1|DELE
OG0006778	LOC118513067|XP_035914308.1|ASTE	LOC108146434|XP_017127927.1|DELE
OG0006779	LOC118513056|XP_035914271.1|ASTE	LOC108146180|XP_017127575.1|DELE
OG0006780	LOC118513055|XP_035914262.1|ASTE	LOC108142709|XP_017122217.1|DELE
OG0006781	LOC118513051|XP_035914247.1|ASTE	LOC108147509|XP_017129568.1|DELE
OG0006782	LOC118513052|XP_035914252.1|ASTE	LOC108145973|XP_017127191.1|DELE
OG0006783	LOC118512675|XP_035913336.1|ASTE	LOC108141263|XP_017120004.1|DELE
OG0006784	LOC118513047|XP_035914234.1|ASTE	LOC108146007|XP_017127252.1|DELE
OG0006785	LOC118513048|XP_035914244.1|ASTE	LOC108149128|XP_017132022.1|DELE
OG0006786	LOC118511543|XP_035910643.1|ASTE	LOC108138834|XP_017116835.1|DELE
OG0006787	LOC118509344|XP_035905750.1|ASTE	LOC108135643|XP_017111954.1|DELE
OG0006788	LOC118509349|XP_035905760.1|ASTE	LOC108135644|XP_017111956.1|DELE
OG0006789	LOC118509521|XP_035906119.1|ASTE	LOC108150031|XP_017133481.1|DELE
OG0006790	LOC118509522|XP_035906121.1|ASTE	LOC108147932|XP_017130204.1|DELE
OG0006791	LOC118514351|XP_035917066.1|ASTE	LOC108146888|XP_017128610.1|DELE
OG0006792	LOC118512295|XP_035912417.1|ASTE	LOC108150111|XP_017133564.1|DELE
OG0006793	LOC118512293|XP_035912413.1|ASTE	LOC108150207|XP_017133708.1|DELE
OG0006794	LOC118512287|XP_035912403.1|ASTE	LOC108145111|XP_017125803.1|DELE
OG0006795	LOC118512845|XP_035913801.1|ASTE	LOC108146354|XP_017127820.1|DELE
OG0006796	LOC118512860|XP_035913837.1|ASTE	LOC108146930|XP_017128669.1|DELE
OG0006797	LOC118512859|XP_035913835.1|ASTE	LOC108141690|XP_017120659.1|DELE
OG0006798	LOC118512270|XP_035912352.1|ASTE, LOC118517161|XP_035918934.1|ASTE	LOC108150252|XP_017133806.1|DELE
OG0006799	LOC118512879|XP_035913865.1|ASTE	LOC108150195|XP_017133693.1|DELE
OG0006800	LOC118512814|XP_035913664.1|ASTE	LOC108146658|XP_017128192.1|DELE
OG0006801	LOC118510443|XP_035908134.1|ASTE	LOC108137408|XP_017114555.1|DELE
OG0006802	LOC118510440|XP_035908127.1|ASTE	LOC108144887|XP_017125535.1|DELE
OG0006803	LOC118509816|XP_035906861.1|ASTE	LOC108144583|XP_017125066.1|DELE
