Orthogroup	ASTE.longest_only	CQUI.longest_only
OG0013466	LOC118513373|XP_035914902.1|ASTE	LOC6032436|XP_038108059.1|CQUI
OG0013467	LOC118512699|XP_035913408.1|ASTE	LOC6032462|XP_038111928.1|CQUI
OG0013469	LOC118513617|XP_035915566.1|ASTE	LOC6048797|XP_001865664.1|CQUI
OG0013470	LOC118509163|XP_035905311.1|ASTE	LOC6041639|XP_038113791.1|CQUI
OG0013471	LOC118513965|XP_035916279.1|ASTE	LOC119766362|XP_038106785.1|CQUI
OG0013472	LOC118513973|XP_035916290.1|ASTE	LOC119766570|XP_038107297.1|CQUI
OG0013473	LOC118508515|XP_035904260.1|ASTE, LOC118513519|XP_035915273.1|ASTE	LOC6045653|XP_038113805.1|CQUI
OG0013475	LOC118511061|XP_035909564.1|ASTE	LOC6037391|XP_038110249.1|CQUI
OG0013476	LOC118511582|XP_035910725.1|ASTE	LOC6038517|XP_001848308.2|CQUI
OG0013477	LOC118511604|XP_035910779.1|ASTE	LOC6051264|XP_038110129.1|CQUI
OG0013478	LOC118511174|XP_035909811.1|ASTE	LOC6046696|XP_038111270.1|CQUI
OG0013479	LOC118517086|XP_035918831.1|ASTE, LOC118513877|XP_035916077.1|ASTE	LOC6050052|XP_001866719.1|CQUI
OG0013480	LOC118511750|XP_035911108.1|ASTE	LOC6031780|XP_038113875.1|CQUI
OG0013481	LOC118513414|XP_035915015.1|ASTE	LOC6031808|XP_001842515.2|CQUI
OG0013482	LOC118511586|XP_035910730.1|ASTE	LOC6041554|XP_038110473.1|CQUI
OG0013483	LOC118511680|XP_035910941.1|ASTE	LOC6031189|XP_038106118.1|CQUI
OG0013484	LOC118511656|XP_035910895.1|ASTE	LOC6031205|XP_001842040.1|CQUI
OG0013485	LOC118510031|XP_035907312.1|ASTE	LOC6031254|XP_001842084.2|CQUI
OG0013486	LOC118509316|XP_035905660.1|ASTE	LOC6031990|XP_038110818.1|CQUI
OG0013487	LOC118513331|XP_035914838.1|ASTE	LOC6037016|XP_001846979.2|CQUI
OG0013488	LOC118513720|XP_035915754.1|ASTE	LOC6031833|XP_038113513.1|CQUI
OG0013489	LOC118513718|XP_035915753.1|ASTE	LOC6031831|XP_001842534.2|CQUI
OG0013490	LOC118511678|XP_035910939.1|ASTE	LOC6044262|XP_038111257.1|CQUI
OG0013491	LOC118513842|XP_035916012.1|ASTE	LOC119767939|XP_038113918.1|CQUI
OG0013493	LOC118514668|XP_035917602.1|ASTE	LOC6033147|XP_001843636.2|CQUI
OG0013494	LOC118514666|XP_035917600.1|ASTE	LOC6033152|XP_038107356.1|CQUI
OG0013495	LOC118511788|XP_035911199.1|ASTE	LOC6033236|XP_001843712.2|CQUI
OG0013496	LOC118509305|XP_035905647.1|ASTE	LOC6033231|XP_001843707.2|CQUI
OG0013497	LOC118514642|XP_035917559.1|ASTE	LOC6037546|XP_001847446.1|CQUI
OG0013498	LOC118514567|XP_035917460.1|ASTE	LOC119767870|XP_038113549.1|CQUI
OG0013499	LOC118509220|XP_035905396.1|ASTE	LOC6031880|XP_038111802.1|CQUI, LOC119770484|XP_038121401.1|CQUI
OG0013500	LOC118513254|XP_035914709.1|ASTE	LOC6034901|XP_038113540.1|CQUI
OG0013501	LOC118512592|XP_035913125.1|ASTE	LOC6036441|XP_038112733.1|CQUI
OG0013502	LOC118509339|XP_035905732.1|ASTE	LOC6039099|XP_038111251.1|CQUI
OG0013503	LOC118513199|XP_035914584.1|ASTE	LOC6054082|XP_038111075.1|CQUI
OG0013504	LOC118510866|XP_035909105.1|ASTE	LOC6038887|XP_001848586.1|CQUI
OG0013505	LOC118513267|XP_035914728.1|ASTE	LOC119766694|XP_038107924.1|CQUI
OG0013506	LOC118513333|XP_035914840.1|ASTE	LOC6054011|XP_038110855.1|CQUI
OG0013507	LOC118510023|XP_035907303.1|ASTE	LOC6049517|XP_001866264.2|CQUI
OG0013508	LOC118512613|XP_035913185.1|ASTE	LOC6048065|XP_001865035.2|CQUI
OG0013509	LOC118510813|XP_035909025.1|ASTE	LOC6047219|XP_001864303.2|CQUI
OG0013511	LOC118503506|XP_035892748.1|ASTE	LOC6042650|XP_038119994.1|CQUI
OG0013512	LOC118505762|XP_035897884.1|ASTE	LOC6042645|XP_001853201.2|CQUI
OG0013513	LOC118517024|XP_035918781.1|ASTE, LOC118505747|XP_035897837.1|ASTE	LOC6053018|XP_038120061.1|CQUI
OG0013514	LOC118505749|XP_035897850.1|ASTE, LOC118517022|XP_035918769.1|ASTE	LOC6046368|XP_038119668.1|CQUI
OG0013515	LOC118505325|XP_035896862.1|ASTE	LOC6046086|XP_038119030.1|CQUI
OG0013516	LOC118507575|XP_035902114.1|ASTE	LOC6052556|XP_038115759.1|CQUI
OG0013517	LOC118506587|XP_035899838.1|ASTE	LOC6038734|XP_001848472.2|CQUI
OG0013518	LOC118506588|XP_035899839.1|ASTE	LOC6048805|XP_038122028.1|CQUI
OG0013520	LOC118508325|XP_035903889.1|ASTE, LOC118517057|XP_035918799.1|ASTE	LOC119770435|XP_038121270.1|CQUI
OG0013521	LOC118517049|XP_035918790.1|ASTE, LOC118508327|XP_035903891.1|ASTE	LOC119769977|XP_038119870.1|CQUI
OG0013522	LOC118508343|XP_035903916.1|ASTE	LOC6048310|XP_038119659.1|CQUI
OG0013524	LOC118507101|XP_035900996.1|ASTE	LOC6049281|XP_038121735.1|CQUI
OG0013525	LOC118505653|XP_035897633.1|ASTE	LOC6046230|XP_001863458.1|CQUI
OG0013526	LOC118506507|XP_035899618.1|ASTE	LOC6054583|XP_038120380.1|CQUI
OG0013527	LOC118505147|XP_035896417.1|ASTE	LOC6045177|XP_038122359.1|CQUI
OG0013528	LOC118505489|XP_035897231.1|ASTE	LOC119769472|XP_038117969.1|CQUI
OG0013529	LOC118506341|XP_035899217.1|ASTE	LOC119769900|XP_038119628.1|CQUI
OG0013530	LOC118502590|XP_035890835.1|ASTE	LOC119768882|XP_038116457.1|CQUI
OG0013531	LOC118507027|XP_035900870.1|ASTE	LOC6041191|XP_001850488.1|CQUI
OG0013532	LOC118504348|XP_035894609.1|ASTE	LOC119768623|XP_038114743.1|CQUI
OG0013533	LOC118504347|XP_035894607.1|ASTE	LOC119765393|XP_038105091.1|CQUI, LOC6049065|XP_038115930.1|CQUI
OG0013534	LOC118506170|XP_035898833.1|ASTE	LOC6050666|XP_001867233.1|CQUI
OG0013535	LOC118507676|XP_035902359.1|ASTE	LOC6050691|XP_001867255.2|CQUI
OG0013536	LOC118507675|XP_035902358.1|ASTE	LOC6053275|XP_001869389.2|CQUI
OG0013537	LOC118502392|XP_035890507.1|ASTE, LOC118506978|XP_035900730.1|ASTE	LOC6049987|XP_001866662.1|CQUI
OG0013538	LOC118502668|XP_035891031.1|ASTE	LOC6039136|XP_038121938.1|CQUI
OG0013540	LOC118503218|XP_035892104.1|ASTE	LOC6036923|XP_038120854.1|CQUI
OG0013541	LOC118506723|XP_035900147.1|ASTE	LOC6045998|XP_038121866.1|CQUI
OG0013542	LOC118506533|XP_035899695.1|ASTE	LOC6051690|XP_001868087.2|CQUI
OG0013543	LOC118502695|XP_035891105.1|ASTE	LOC6048019|XP_038118074.1|CQUI
OG0013544	LOC118506970|XP_035900706.1|ASTE	LOC6032543|XP_001843123.2|CQUI
OG0013545	LOC118506985|XP_035900746.1|ASTE	LOC6044517|XP_038121559.1|CQUI
OG0013546	LOC118506809|XP_035900360.1|ASTE	LOC6051285|XP_001867748.2|CQUI
OG0013547	LOC118506713|XP_035900102.1|ASTE	LOC6040159|XP_038121979.1|CQUI
OG0013548	LOC118508424|XP_035904086.1|ASTE	LOC6040147|XP_038118827.1|CQUI
OG0013549	LOC118503611|XP_035892979.1|ASTE	LOC6037592|XP_038116335.1|CQUI
OG0013550	LOC118508373|XP_035904001.1|ASTE	LOC6032729|XP_001843277.2|CQUI
OG0013551	LOC118502807|XP_035891338.1|ASTE	LOC6032741|XP_038119840.1|CQUI
OG0013552	LOC118505458|XP_035897152.1|ASTE	LOC6033802|XP_038121851.1|CQUI
OG0013553	LOC118504260|XP_035894382.1|ASTE	LOC6040840|XP_001850175.2|CQUI
OG0013554	LOC118506220|XP_035898950.1|ASTE	LOC6040830|XP_038115081.1|CQUI
OG0013555	LOC118506763|XP_035900250.1|ASTE	LOC6035815|XP_038119143.1|CQUI
OG0013557	LOC118503613|XP_035892981.1|ASTE	LOC6038964|XP_038116818.1|CQUI
OG0013558	LOC118505080|XP_035896262.1|ASTE	LOC119769620|XP_038118711.1|CQUI
OG0013560	LOC118502563|XP_035890778.1|ASTE	LOC6041873|XP_038122122.1|CQUI
OG0013562	LOC118512396|XP_035912670.1|ASTE	LOC6033780|XP_038113965.1|CQUI
OG0013563	LOC118512422|XP_035912718.1|ASTE	LOC6050585|XP_038113171.1|CQUI
OG0013564	LOC118506011|XP_035898489.1|ASTE	LOC6041137|XP_001850437.2|CQUI
OG0013566	LOC118507231|XP_035901360.1|ASTE	LOC6036878|XP_038113433.1|CQUI
OG0013568	LOC118504038|XP_035893929.1|ASTE	LOC6033387|XP_038112812.1|CQUI
OG0013569	LOC118506308|XP_035899150.1|ASTE	LOC6034256|XP_038111452.1|CQUI
OG0013570	LOC118512371|XP_035912614.1|ASTE	LOC6043535|XP_001859620.2|CQUI
OG0013571	LOC118503520|XP_035892773.1|ASTE	LOC6045056|XP_038110261.1|CQUI
OG0013572	LOC118504797|XP_035895668.1|ASTE	LOC119766030|XP_038106309.1|CQUI
OG0013573	LOC118503458|XP_035892634.1|ASTE	LOC6048427|XP_038110735.1|CQUI
OG0013574	LOC118507143|XP_035901072.1|ASTE	LOC6052157|XP_038108726.1|CQUI
OG0013575	LOC118508245|XP_035903751.1|ASTE	LOC6046694|XP_038110560.1|CQUI
OG0013576	LOC118508234|XP_035903732.1|ASTE	LOC6049202|XP_038112606.1|CQUI
OG0013577	LOC118503403|XP_035892499.1|ASTE	LOC6052093|XP_001868419.1|CQUI
OG0013578	LOC118504875|XP_035895820.1|ASTE	LOC6045858|XP_001863143.1|CQUI
OG0013579	LOC118504873|XP_035895817.1|ASTE	LOC6045852|XP_038112643.1|CQUI
OG0013580	LOC118504803|XP_035895684.1|ASTE	LOC6045842|XP_001863131.1|CQUI
OG0013582	LOC118505840|XP_035898093.1|ASTE	LOC6048282|XP_038110283.1|CQUI
OG0013583	LOC118517649|XP_035919870.1|ASTE	LOC6049609|XP_001866336.2|CQUI
OG0013584	LOC118506068|XP_035898621.1|ASTE, LOC118516514|XP_035918339.1|ASTE	LOC6047682|XP_038112947.1|CQUI
OG0013585	LOC118512071|XP_035911851.1|ASTE	LOC6040762|XP_001850110.2|CQUI
OG0013586	LOC118508177|XP_035903627.1|ASTE	LOC119766737|XP_038108205.1|CQUI
OG0013587	LOC118508202|XP_035903662.1|ASTE	LOC6051519|XP_038108031.1|CQUI
OG0013588	LOC118503938|XP_035893703.1|ASTE	LOC6045066|XP_038108254.1|CQUI
OG0013589	LOC118507299|XP_035901560.1|ASTE	LOC6054370|XP_001870294.2|CQUI
OG0013590	LOC118506032|XP_035898544.1|ASTE	LOC6040282|XP_038111862.1|CQUI
OG0013591	LOC118506182|XP_035898858.1|ASTE	LOC6039653|XP_038106675.1|CQUI
OG0013592	LOC118503900|XP_035893583.1|ASTE	LOC6042626|XP_038108539.1|CQUI
OG0013593	LOC118505942|XP_035898358.1|ASTE	LOC6037698|XP_038108681.1|CQUI
OG0013594	LOC118503326|XP_035892366.1|ASTE	LOC6037701|XP_001847586.2|CQUI
OG0013595	LOC118515258|XP_035917836.1|ASTE, LOC118505937|XP_035898349.1|ASTE	LOC6037702|XP_038114460.1|CQUI
OG0013596	LOC118507212|XP_035901202.1|ASTE	LOC6035925|XP_001846035.1|CQUI
OG0013597	LOC118505909|XP_035898261.1|ASTE	LOC6035678|XP_038110837.1|CQUI
OG0013598	LOC118507163|XP_035901113.1|ASTE	LOC6035667|XP_038111061.1|CQUI
OG0013600	LOC118507162|XP_035901112.1|ASTE	LOC6046958|XP_038111371.1|CQUI
OG0013601	LOC118504109|XP_035894090.1|ASTE	LOC119767736|XP_038113018.1|CQUI
OG0013602	LOC118503998|XP_035893842.1|ASTE	LOC6053363|XP_038106241.1|CQUI
OG0013603	LOC118503173|XP_035892037.1|ASTE	LOC6044043|XP_038111198.1|CQUI
OG0013604	LOC118517645|XP_035919859.1|ASTE	LOC6054456|XP_038108758.1|CQUI
OG0013605	LOC118506294|XP_035899118.1|ASTE, LOC118517207|XP_035919061.1|ASTE	LOC6052292|XP_038109306.1|CQUI
OG0013607	LOC118505991|XP_035898457.1|ASTE	LOC6037810|XP_038111295.1|CQUI
OG0013608	LOC118512453|XP_035912812.1|ASTE	LOC119765912|XP_038106038.1|CQUI
OG0013609	LOC118507744|XP_035902639.1|ASTE	LOC6034227|XP_001844580.2|CQUI
OG0013610	LOC118508397|XP_035904044.1|ASTE	LOC6042925|XP_001870865.1|CQUI
OG0013612	LOC118503320|XP_035892354.1|ASTE	LOC119767639|XP_038112571.1|CQUI
OG0013613	LOC118505988|XP_035898444.1|ASTE	LOC6034678|XP_038109771.1|CQUI
OG0013616	LOC118517595|XP_035919768.1|ASTE	LOC6032289|XP_038110992.1|CQUI
OG0013617	LOC118507987|XP_035903247.1|ASTE	LOC6032341|XP_038108337.1|CQUI
OG0013618	LOC118504169|XP_035894203.1|ASTE	LOC6038357|XP_001848171.2|CQUI
OG0013619	LOC118517304|XP_035919183.1|ASTE, LOC118507394|XP_035901741.1|ASTE	LOC6043947|XP_038112794.1|CQUI
OG0013620	LOC118505876|XP_035898195.1|ASTE, LOC118505875|XP_035898194.1|ASTE	LOC6047666|XP_001864697.2|CQUI
OG0013621	LOC118507376|XP_035901713.1|ASTE	LOC6042195|XP_038107277.1|CQUI
OG0013622	LOC118505888|XP_035898229.1|ASTE, LOC118516468|XP_035918265.1|ASTE	LOC6043051|XP_038108257.1|CQUI
OG0013623	LOC118506114|XP_035898710.1|ASTE	LOC6051902|XP_001868260.2|CQUI
OG0013624	LOC118503886|XP_035893537.1|ASTE	LOC6037692|XP_038110100.1|CQUI
OG0013625	LOC118508064|XP_035903414.1|ASTE	LOC119768048|XP_038114311.1|CQUI
OG0013626	LOC118504850|XP_035895755.1|ASTE	LOC6036711|XP_001846715.2|CQUI
OG0013627	LOC118504200|XP_035894272.1|ASTE	LOC6043268|XP_038111731.1|CQUI
OG0013629	LOC118503844|XP_035893446.1|ASTE, LOC118503845|XP_035893447.1|ASTE	LOC6037675|XP_038113955.1|CQUI
OG0013630	LOC118504735|XP_035895503.1|ASTE	LOC6037249|XP_038111720.1|CQUI
OG0013631	LOC118506138|XP_035898772.1|ASTE	LOC6037233|XP_038110442.1|CQUI
OG0013632	LOC118508396|XP_035904041.1|ASTE	LOC6037221|XP_001847151.2|CQUI
OG0013633	LOC118506140|XP_035898781.1|ASTE	LOC6040531|XP_038113107.1|CQUI
OG0013634	LOC118508115|XP_035903505.1|ASTE	LOC6040535|XP_001849919.2|CQUI
OG0013636	LOC118517392|XP_035919335.1|ASTE	LOC6035142|XP_001845376.1|CQUI
OG0013640	LOC118504951|XP_035895962.1|ASTE	LOC6041795|XP_001851012.2|CQUI
OG0013642	LOC118510050|XP_035907332.1|ASTE, LOC118511624|XP_035910820.1|ASTE	LOC6031985|XP_038111738.1|CQUI, LOC6031982|XP_038111739.1|CQUI
OG0013643	LOC118509064|XP_035905075.1|ASTE, LOC118509988|XP_035907263.1|ASTE, LOC118509065|XP_035905077.1|ASTE	LOC6050867|XP_038107839.1|CQUI
OG0013646	LOC118512080|XP_035911918.1|ASTE	LOC6031134|XP_038122128.1|CQUI
OG0013688	LOC118509629|XP_035906406.1|ASTE, LOC118513437|XP_035915074.1|ASTE, LOC118505847|XP_035898159.1|ASTE, LOC118505349|XP_035896952.1|ASTE, LOC118513388|XP_035914961.1|ASTE, LOC118513762|XP_035915833.1|ASTE, LOC118513780|XP_035915857.1|ASTE	LOC119769775|XP_038119291.1|CQUI
OG0013839	LOC118514043|XP_035916422.1|ASTE	LOC6035152|XP_001845385.2|CQUI
OG0013841	LOC118505432|XP_035897106.1|ASTE	LOC119767000|XP_038110035.1|CQUI, LOC6052342|XP_038122685.1|CQUI
OG0013842	LOC118503315|XP_035892340.1|ASTE	LOC6034309|XP_038114473.1|CQUI
OG0013845	LOC118516910|XP_035918645.1|ASTE	LOC119768633|XP_038114821.1|CQUI
OG0013847	LOC118517505|XP_035919615.1|ASTE	LOC6042726|XP_001870742.2|CQUI
OG0013850	LOC118517438|XP_035919457.1|ASTE	LOC6050703|XP_038105384.1|CQUI
OG0013851	LOC118509735|XP_035906759.1|ASTE	LOC6049273|XP_038104900.1|CQUI
OG0013852	LOC118512135|XP_035912061.1|ASTE	LOC6042504|XP_038104524.1|CQUI
OG0013854	LOC118505789|XP_035898009.1|ASTE	LOC6054605|XP_038105478.1|CQUI
OG0013857	LOC118506491|XP_035899574.1|ASTE	LOC6034772|XP_001845045.2|CQUI
OG0013858	LOC118515154|XP_035917752.1|ASTE	LOC119766609|XP_038107462.1|CQUI
OG0013860	LOC118508290|XP_035903827.1|ASTE	LOC6034739|XP_038122422.1|CQUI
OG0013861	LOC118504970|XP_035895997.1|ASTE	LOC6034734|XP_001845014.1|CQUI
OG0013862	LOC118505584|XP_035897440.1|ASTE	LOC6046474|XP_001863665.2|CQUI
OG0013863	LOC118502748|XP_035891207.1|ASTE	LOC6039295|XP_001848930.2|CQUI
OG0013864	LOC118502917|XP_035891544.1|ASTE	LOC119765318|XP_038104869.1|CQUI
OG0013867	LOC118502384|XP_035890499.1|ASTE	LOC6039925|XP_001849423.2|CQUI
OG0013870	LOC118504646|XP_035895295.1|ASTE	LOC6039160|XP_038122996.1|CQUI
OG0013871	LOC118507883|XP_035903009.1|ASTE	LOC6032651|XP_038104895.1|CQUI
OG0013872	LOC118505568|XP_035897418.1|ASTE	LOC119768046|XP_038114301.1|CQUI
OG0013873	LOC118507887|XP_035903015.1|ASTE	LOC6046597|XP_001863771.1|CQUI
OG0013874	LOC118504369|XP_035894665.1|ASTE	LOC6047620|XP_038105977.1|CQUI
OG0013875	LOC118505148|XP_035896419.1|ASTE	LOC6043146|XP_038111958.1|CQUI
OG0013876	LOC118503291|XP_035892279.1|ASTE	LOC6046291|XP_001863518.2|CQUI
OG0013877	LOC118505190|XP_035896543.1|ASTE	LOC6033682|XP_038104875.1|CQUI
OG0013878	LOC118506873|XP_035900511.1|ASTE	LOC119771235|XP_038122967.1|CQUI
OG0013879	LOC118504719|XP_035895455.1|ASTE	LOC6034935|XP_001845199.1|CQUI
OG0013880	LOC118504290|XP_035894478.1|ASTE	LOC119771212|XP_038122860.1|CQUI
OG0013882	LOC118517624|XP_035919827.1|ASTE	LOC119765157|XP_038104408.1|CQUI
OG0013884	LOC118505339|XP_035896886.1|ASTE	LOC6037512|XP_001847418.1|CQUI
OG0013886	LOC118506359|XP_035899266.1|ASTE	LOC119767087|XP_038110570.1|CQUI, LOC6033725|XP_001844145.2|CQUI
OG0013887	LOC118506906|XP_035900588.1|ASTE	LOC6038050|XP_038117642.1|CQUI
OG0013888	LOC118507687|XP_035902382.1|ASTE	LOC6042390|XP_038122650.1|CQUI
OG0013889	LOC118507688|XP_035902383.1|ASTE	LOC6042388|XP_001851513.1|CQUI
OG0013890	LOC118507685|XP_035902379.1|ASTE	LOC6042387|XP_001851512.2|CQUI
OG0013891	LOC118512280|XP_035912385.1|ASTE	LOC6032056|XP_038105294.1|CQUI
OG0013892	LOC118512256|XP_035912313.1|ASTE	LOC6032059|XP_001842725.2|CQUI
OG0013898	LOC118505422|XP_035897070.1|ASTE	LOC6033971|XP_001844359.2|CQUI
OG0013899	LOC118511489|XP_035910533.1|ASTE	LOC6032820|XP_001843357.2|CQUI
OG0013901	LOC118513114|XP_035914406.1|ASTE	LOC6032880|XP_001843405.2|CQUI
OG0013902	LOC118509192|XP_035905353.1|ASTE, LOC118517252|XP_035919117.1|ASTE	LOC6038675|XP_038115881.1|CQUI
OG0013903	LOC118510887|XP_035909165.1|ASTE	LOC6038699|XP_001848449.2|CQUI
OG0013904	LOC118512112|XP_035911980.1|ASTE	LOC6030963|XP_038120882.1|CQUI
OG0013905	LOC118504062|XP_035893990.1|ASTE	LOC6048453|XP_001865371.2|CQUI
OG0013906	LOC118511505|XP_035910568.1|ASTE	LOC6039872|XP_001849373.2|CQUI
OG0013907	LOC118511245|XP_035909984.1|ASTE, LOC118516929|XP_035918668.1|ASTE	LOC6043323|XP_038120132.1|CQUI
OG0013908	LOC118509109|XP_035905171.1|ASTE, LOC118516895|XP_035918633.1|ASTE	LOC6047304|XP_038120731.1|CQUI
OG0013909	LOC118508838|XP_035904478.1|ASTE, LOC118516901|XP_035918638.1|ASTE	LOC6050536|XP_001867127.2|CQUI
OG0013910	LOC118512221|XP_035912229.1|ASTE	LOC6052003|XP_038116596.1|CQUI, LOC6052004|XP_001868343.2|CQUI
OG0013911	LOC118509784|XP_035906817.1|ASTE	LOC119770030|XP_038120040.1|CQUI
OG0013912	LOC118509643|XP_035906443.1|ASTE	LOC119770702|XP_038121972.1|CQUI
OG0013914	LOC118514485|XP_035917301.1|ASTE	LOC119770476|XP_038121363.1|CQUI
OG0013915	LOC118514477|XP_035917295.1|ASTE	LOC6034095|XP_001844463.1|CQUI
OG0013916	LOC118510531|XP_035908370.1|ASTE	LOC6042823|XP_001870820.1|CQUI
OG0013917	LOC118517290|XP_035919164.1|ASTE	LOC119769528|XP_038118288.1|CQUI
OG0013918	LOC118512684|XP_035913360.1|ASTE	LOC6053943|XP_001862995.2|CQUI
OG0013919	LOC118512682|XP_035913358.1|ASTE	LOC119769246|XP_038117108.1|CQUI
OG0013921	LOC118509486|XP_035906031.1|ASTE	LOC119770133|XP_038120412.1|CQUI
OG0013923	LOC118510284|XP_035907794.1|ASTE	LOC6042068|XP_038121684.1|CQUI
OG0013924	LOC118509752|XP_035906776.1|ASTE	LOC6048520|XP_001865429.2|CQUI
OG0013927	LOC118509623|XP_035906375.1|ASTE	LOC6037620|XP_038115808.1|CQUI
OG0013931	LOC118510482|XP_035908255.1|ASTE	LOC6038610|XP_001848386.2|CQUI
OG0013932	LOC118511446|XP_035910439.1|ASTE	LOC119769709|XP_038119074.1|CQUI
OG0013933	LOC118512896|XP_035913901.1|ASTE	LOC119770314|XP_038120892.1|CQUI
OG0013934	LOC118512797|XP_035913613.1|ASTE	LOC6036253|XP_001846321.2|CQUI
OG0013935	LOC118508857|XP_035904503.1|ASTE	LOC6045927|XP_038119807.1|CQUI
OG0013936	LOC118514390|XP_035917160.1|ASTE	LOC6052209|XP_001868508.2|CQUI
OG0013937	LOC118510223|XP_035907681.1|ASTE	LOC6049105|XP_001865921.2|CQUI
OG0013938	LOC118510291|XP_035907803.1|ASTE	LOC119770329|XP_038120927.1|CQUI
OG0013939	LOC118513291|XP_035914757.1|ASTE	LOC6036574|XP_038120083.1|CQUI
OG0013941	LOC118513074|XP_035914317.1|ASTE	LOC6051888|XP_001868247.2|CQUI
OG0013942	LOC118513071|XP_035914314.1|ASTE	LOC6050889|XP_038118753.1|CQUI
OG0013943	LOC118509614|XP_035906331.1|ASTE	LOC6052208|XP_038122024.1|CQUI
OG0013944	LOC118510375|XP_035907993.1|ASTE	LOC6038592|XP_038120932.1|CQUI
OG0013946	LOC118510277|XP_035907785.1|ASTE	LOC6047346|XP_001864420.2|CQUI
OG0013947	LOC118512919|XP_035913962.1|ASTE	LOC6037284|XP_001847210.2|CQUI
OG0013948	LOC118513220|XP_035914634.1|ASTE	LOC6037047|XP_038118957.1|CQUI
OG0013949	LOC118512812|XP_035913658.1|ASTE	LOC119769275|XP_038117167.1|CQUI
OG0013951	LOC118511906|XP_035911435.1|ASTE	LOC119770047|XP_038120109.1|CQUI
OG0013953	LOC118513192|XP_035914573.1|ASTE	LOC6036411|XP_038119733.1|CQUI
OG0013954	LOC118509677|XP_035906605.1|ASTE	LOC6052781|XP_038120674.1|CQUI
OG0013955	LOC118514712|XP_035917686.1|ASTE, LOC118509862|XP_035906965.1|ASTE	LOC6050036|XP_038117062.1|CQUI
OG0013956	LOC118510891|XP_035909169.1|ASTE	LOC6034631|XP_038120125.1|CQUI
OG0013957	LOC118510577|XP_035908462.1|ASTE	LOC119769268|XP_038117150.1|CQUI
OG0013958	LOC118510576|XP_035908458.1|ASTE	LOC6034567|XP_038120143.1|CQUI
OG0013959	LOC118512269|XP_035912350.1|ASTE	LOC6047931|XP_038119284.1|CQUI
OG0013961	LOC118509472|XP_035906000.1|ASTE	LOC119770478|XP_038121385.1|CQUI
OG0013962	LOC118509400|XP_035905852.1|ASTE	LOC6045505|XP_038114840.1|CQUI
OG0013963	LOC118514275|XP_035916909.1|ASTE	LOC119769225|XP_038117078.1|CQUI
OG0013965	LOC118510386|XP_035908030.1|ASTE	LOC119769712|XP_038119096.1|CQUI
OG0013966	LOC118510388|XP_035908033.1|ASTE	LOC6033457|XP_001843904.2|CQUI
OG0013967	LOC118509382|XP_035905816.1|ASTE, LOC118517319|XP_035919191.1|ASTE	LOC6030826|XP_038115987.1|CQUI
OG0013970	LOC118509686|XP_035906630.1|ASTE	LOC6030947|XP_001841807.1|CQUI
OG0013975	LOC118511627|XP_035910827.1|ASTE	LOC6032455|XP_038113132.1|CQUI
OG0013976	LOC118511619|XP_035910802.1|ASTE	LOC119766291|XP_038106671.1|CQUI, LOC6032458|XP_001843053.2|CQUI
OG0013977	LOC118511724|XP_035911055.1|ASTE	LOC6034103|XP_038113089.1|CQUI
OG0013979	LOC118513982|XP_035916304.1|ASTE	LOC6050512|XP_038106786.1|CQUI
OG0013980	LOC118513943|XP_035916222.1|ASTE	LOC6041375|XP_038109614.1|CQUI
OG0013981	LOC118513355|XP_035914880.1|ASTE	LOC6049152|XP_001865959.2|CQUI
OG0013983	LOC118513523|XP_035915278.1|ASTE	LOC6045646|XP_001862970.2|CQUI
OG0013984	LOC118513526|XP_035915289.1|ASTE	LOC6032422|XP_001843023.2|CQUI
OG0013985	LOC118513953|XP_035916241.1|ASTE	LOC6031344|XP_038114433.1|CQUI
OG0013986	LOC118513974|XP_035916292.1|ASTE	LOC6031349|XP_001842162.2|CQUI
OG0013992	LOC118513890|XP_035916097.1|ASTE	LOC6042988|XP_001854444.2|CQUI
OG0013993	LOC118512436|XP_035912791.1|ASTE	LOC6038273|XP_038106705.1|CQUI
OG0013994	LOC118510611|XP_035908516.1|ASTE	LOC6044468|XP_001861982.2|CQUI
OG0013995	LOC118511267|XP_035910036.1|ASTE	LOC6049442|XP_038109496.1|CQUI
OG0013996	LOC118512488|XP_035912885.1|ASTE	LOC6050866|XP_001867391.2|CQUI
OG0013997	LOC118509081|XP_035905108.1|ASTE	LOC119766725|XP_038108079.1|CQUI
OG0013998	LOC118513510|XP_035915256.1|ASTE	LOC6036386|XP_038113276.1|CQUI
OG0014000	LOC118512463|XP_035912826.1|ASTE	LOC119766686|XP_038107864.1|CQUI
OG0014002	LOC118509311|XP_035905658.1|ASTE	LOC6031392|XP_038113807.1|CQUI
OG0014003	LOC118509865|XP_035906981.1|ASTE	LOC6031413|XP_038114441.1|CQUI
OG0014004	LOC118510121|XP_035907479.1|ASTE	LOC6031992|XP_038108370.1|CQUI
OG0014006	LOC118508464|XP_035904161.1|ASTE	LOC6031814|XP_038114008.1|CQUI
OG0014007	LOC118509160|XP_035905301.1|ASTE	LOC6035266|XP_038111048.1|CQUI
OG0014009	LOC118513777|XP_035915848.1|ASTE	LOC6033187|XP_038107651.1|CQUI
OG0014010	LOC118513773|XP_035915843.1|ASTE	LOC119767812|XP_038113303.1|CQUI
OG0014011	LOC118507501|XP_035901924.1|ASTE	LOC6048985|XP_038107617.1|CQUI
